geo,time,ag_prd_crop_xd
brb,2010,140.23
brb,2011,149.38
brb,2012,142.21001
brb,2013,116.28
brb,2014,111.71
brb,2015,98.47
brb,2016,89.83
brb,2017,104.87
brb,2018,118.2
brb,2019,101.97
brn,1961,76.77
brn,1962,75.83
brn,1963,67.76
brn,1964,65.61
brn,1965,58.4
brn,1966,58.31
brn,1967,64.75
brn,1968,62.42
brn,1969,71.26
brn,1970,70.6
brn,1971,60.76
brn,1972,60.57
brn,1973,76.03
brn,1974,93.25
brn,1975,92.51
brn,1976,79.6
brn,1977,67.12
brn,1978,66.97
brn,1979,68.5
brn,1980,64.76
brn,1981,64.7
brn,1982,66.67
brn,1983,71.25
brn,1984,62.52
brn,1985,48.18
brn,1986,50.81
brn,1987,49.35
brn,1988,53.58
brn,1989,51.03
brn,1990,55.52
brn,1991,55.04
brn,1992,52.53
brn,1993,58.76
brn,1994,60.76
brn,1995,66.95
brn,1996,70.7
brn,1997,68.62
brn,1998,65.78
brn,1999,75.95
brn,2000,86.04
brn,2001,88.17
brn,2002,90.66
brn,2003,94.01
brn,2004,103.17
brn,2005,92.82
brn,2006,83.16
brn,2007,82.95
brn,2008,84.7
brn,2009,87.48
brn,2010,90.4
brn,2011,93.46
brn,2012,94.44
brn,2013,96.8
brn,2014,99.68
brn,2015,100.6
brn,2016,99.72
brn,2017,96.13
brn,2018,90.24
brn,2019,86.73
btn,1961,30.5
btn,1962,31.47
btn,1963,32.41
btn,1964,33.27
btn,1965,34.13
btn,1966,34.92
btn,1967,35.83
btn,1968,36.7
btn,1969,37.59
btn,1970,38.36
btn,1971,39.3
btn,1972,40.12
btn,1973,41.03
btn,1974,41.89
btn,1975,42.82
btn,1976,43.71
btn,1977,44.68
btn,1978,45.93
btn,1979,47.13
btn,1980,50.2
btn,1981,54.46
btn,1982,54.69
btn,1983,55.85
btn,1984,62.15
btn,1985,57.33
btn,1986,59.03
btn,1987,67.02
btn,1988,54.55
btn,1989,55.17
btn,1990,65.61
btn,1991,62.49
btn,1992,64.46
btn,1993,66.77
btn,1994,67.77
btn,1995,69.7
btn,1996,69.11
btn,1997,67.03
btn,1998,64.58
btn,1999,69.45
btn,2000,59.76
btn,2001,61.18
btn,2002,60.34
btn,2003,64.49
btn,2004,74.49
btn,2005,102.68
btn,2006,108.18
btn,2007,108.65
btn,2008,85.33
btn,2009,84.59
btn,2010,90.57
btn,2011,109.44
btn,2012,99.77
btn,2013,92.21
btn,2014,94.9
btn,2015,96.22
btn,2016,108.88
btn,2017,108.45
btn,2018,92.4
btn,2019,97.46
bwa,1961,68.48
bwa,1962,42.63
bwa,1963,45.53
bwa,1964,43.87
bwa,1965,42.29
bwa,1966,48.77
bwa,1967,66.06
bwa,1968,54.54
bwa,1969,64.34
bwa,1970,50.06
bwa,1971,86.67
bwa,1972,74.96
bwa,1973,60.17
bwa,1974,90.96
bwa,1975,79.28
bwa,1976,101.53
bwa,1977,88.46
bwa,1978,76.45
bwa,1979,65.75
bwa,1980,77.63
bwa,1981,81.35
bwa,1982,68.39
bwa,1983,64.01
bwa,1984,59.1
bwa,1985,65.4
bwa,1986,66.55
bwa,1987,65.62
bwa,1988,96.2
bwa,1989,91.93
bwa,1990,87.09
bwa,1991,63.5
bwa,1992,51.74
bwa,1993,62.66
bwa,1994,68.55
bwa,1995,69.91
bwa,1996,84.1
bwa,1997,67.89
bwa,1998,56.92
bwa,1999,61.34
bwa,2000,63.81
bwa,2001,66.27
bwa,2002,70.77
bwa,2003,72.54
bwa,2004,68.53
bwa,2005,73.63
bwa,2006,74.1
bwa,2007,70.93
bwa,2008,79.78
bwa,2009,80.91
bwa,2010,90.76
bwa,2011,108.06
bwa,2012,84.12
bwa,2013,76.84
bwa,2014,93.6
bwa,2015,104.76
bwa,2016,101.64
bwa,2017,104.1
bwa,2018,138.19
bwa,2019,119.46
caf,1961,44.2
caf,1962,43.71
caf,1963,46.32
caf,1964,44.39
caf,1965,48.8
caf,1966,45.35
caf,1967,48.37
caf,1968,49.29
caf,1969,51.74
caf,1970,52.28
caf,1971,52.33
caf,1972,54.8
caf,1973,57.44
caf,1974,62.96
caf,1975,64.57
caf,1976,64.38
caf,1977,66.13
caf,1978,62.77
caf,1979,67.39
caf,1980,67.77
caf,1981,68.91
caf,1982,68.83
caf,1983,65.45
caf,1984,61.24
caf,1985,57.2
caf,1986,68.25
caf,1987,63.07
caf,1988,67.37
caf,1989,67.13
caf,1990,64.39
caf,1991,66.38
caf,1992,65.8
caf,1993,67.54
caf,1994,70.78
caf,1995,73.48
caf,1996,80.57
caf,1997,84.58
caf,1998,86.98
caf,1999,86.06
caf,2000,88.33
caf,2001,90.35
caf,2002,91.11
caf,2003,87.58
caf,2004,90.82
caf,2005,91.82
caf,2006,93.4
caf,2007,98.01
caf,2008,99.99
caf,2009,103
caf,2010,99.92
caf,2011,104.72
caf,2012,105.32
caf,2013,103.5
caf,2014,99.42
caf,2015,98.26
caf,2016,102.32
caf,2017,104.16
caf,2018,105.81
caf,2019,104.81
can,1961,18.13
can,1962,27.2
can,1963,31.29
can,1964,27.57
can,1965,30.86
can,1966,36.23
can,1967,29.01
can,1968,32.67
can,1969,34.2
can,1970,30.68
can,1971,37.77
can,1972,33.65
can,1973,35.22
can,1974,31.14
can,1975,36.98
can,1976,40.44
can,1977,41.61
can,1978,44.43
can,1979,40.55
can,1980,42.54
can,1981,48.69
can,1982,52
can,1983,48.07
can,1984,46.4
can,1985,51.12
can,1986,58.01
can,1987,55.25
can,1988,42.15
can,1989,50.67
can,1990,58.9
can,1991,57.95
can,1992,54.49
can,1993,59.57
can,1994,61.43
can,1995,62.52
can,1996,65.87
can,1997,62.91
can,1998,67.35
can,1999,72.87
can,2000,68.9
can,2001,56.66
can,2002,49.84
can,2003,64.51
can,2004,69.87
can,2005,73.31
can,2006,70.79
can,2007,69.51
can,2008,82.26
can,2009,79.95
can,2010,78.68
can,2011,81.28
can,2012,85.69
can,2013,106.61
can,2014,93.46
can,2015,98.52
can,2016,108.02
can,2017,107.86
can,2018,106.15
can,2019,104.17
che,1961,118.66
che,1962,127.07
che,1963,119.96
che,1964,125.63
che,1965,98.85
che,1966,116.04
che,1967,137.22
che,1968,120.14
che,1969,124.66
che,1970,116.55
che,1971,122.74
che,1972,103.06
che,1973,122.4
che,1974,104.85
che,1975,121.08
che,1976,111.91
che,1977,101.76
che,1978,115.2
che,1979,132.42
che,1980,111.88
che,1981,113.23
che,1982,152.09
che,1983,118.16
che,1984,135.73
che,1985,122.48
che,1986,124.55
che,1987,104.42
che,1988,138.14
che,1989,132.34
che,1990,123.94
che,1991,111.19
che,1992,132.36
che,1993,118.94
che,1994,109.14
che,1995,110.41
che,1996,131.53999
che,1997,111.33
che,1998,127.36
che,1999,103.27
che,2000,122.28
che,2001,99.27
che,2002,106.94
che,2003,93.01
che,2004,111.3
che,2005,99.93
che,2006,96.43
che,2007,107.09
che,2008,102.59
che,2009,109.81
che,2010,95.6
che,2011,117.03
che,2012,101.73
che,2013,92.17
che,2014,110.22
che,2015,96.5
che,2016,93.29
che,2017,96.02
che,2018,107.2
che,2019,97.79
chl,1961,27.61
chl,1962,28.54
chl,1963,27.98
chl,1964,28.79
chl,1965,26.29
chl,1966,30.17
chl,1967,30.15
chl,1968,31.17
chl,1969,26.64
chl,1970,28.23
chl,1971,31.65
chl,1972,31.93
chl,1973,28.06
chl,1974,29.45
chl,1975,29.42
chl,1976,29.6
chl,1977,34.77
chl,1978,34.16
chl,1979,37.79
chl,1980,37.22
chl,1981,38.65
chl,1982,38.91
chl,1983,36.06
chl,1984,39.53
chl,1985,39.8
chl,1986,41.26
chl,1987,43.27
chl,1988,46.25
chl,1989,49.64
chl,1990,51.85
chl,1991,54.51
chl,1992,56.88
chl,1993,58.93
chl,1994,63.22
chl,1995,66.54
chl,1996,69.01
chl,1997,67.24
chl,1998,68.37
chl,1999,66.99
chl,2000,70
chl,2001,75.25
chl,2002,76.54
chl,2003,79.93
chl,2004,81.07
chl,2005,85.76
chl,2006,88.26
chl,2007,82.24
chl,2008,84.35
chl,2009,86.47
chl,2010,90.94
chl,2011,96.77
chl,2012,97.84
chl,2013,101.8
chl,2014,96.51
chl,2015,101.8
chl,2016,101.68
chl,2017,100.86
chl,2018,111.09
chl,2019,109.13
chn,1961,15.68
chn,1962,16.5
chn,1963,16.72
chn,1964,17.43
chn,1965,18.85
chn,1966,20.29
chn,1967,20.49
chn,1968,20.38
chn,1969,20.79
chn,1970,22.22
chn,1971,22.89
chn,1972,22.18
chn,1973,24.95
chn,1974,24.92
chn,1975,25.46
chn,1976,25.23
chn,1977,25.88
chn,1978,28.47
chn,1979,28.96
chn,1980,28.42
chn,1981,29.58
chn,1982,32.14
chn,1983,34.23
chn,1984,36.25
chn,1985,35.93
chn,1986,36.94
chn,1987,38.66
chn,1988,38.73
chn,1989,39.75
chn,1990,42.3
chn,1991,42.49
chn,1992,44.5
chn,1993,47.91
chn,1994,48.55
chn,1995,51.87
chn,1996,56.34
chn,1997,57.57
chn,1998,59.34
chn,1999,61.89
chn,2000,64.62
chn,2001,65.4
chn,2002,68.51
chn,2003,68.06
chn,2004,72.1
chn,2005,74.22
chn,2006,75.38
chn,2007,77.66
chn,2008,82.59
chn,2009,84.33
chn,2010,86.77
chn,2011,90.72
chn,2012,93.57
chn,2013,95.09
chn,2014,96.68
chn,2015,101.21
chn,2016,102.1
chn,2017,104.25
chn,2018,105.73
chn,2019,107.9
civ,1961,15.12
civ,1962,15.15
civ,1963,17.37
civ,1964,19.74
civ,1965,18.45
civ,1966,21.07
civ,1967,18.47
civ,1968,22.49
civ,1969,21.86
civ,1970,23.7
civ,1971,24.41
civ,1972,24.17
civ,1973,26.28
civ,1974,26.06
civ,1975,31
civ,1976,31.28
civ,1977,31.47
civ,1978,30.88
civ,1979,34.72
civ,1980,34.74
civ,1981,38.86
civ,1982,35.41
civ,1983,35.1
civ,1984,36.46
civ,1985,40.65
civ,1986,41.57
civ,1987,43.05
civ,1988,44.28
civ,1989,44.97
civ,1990,49.11
civ,1991,47.27
civ,1992,50.28
civ,1993,47.79
civ,1994,49.4
civ,1995,56.13
civ,1996,58.29
civ,1997,61.85
civ,1998,64.51
civ,1999,64.95
civ,2000,70.7
civ,2001,67.57
civ,2002,66.18
civ,2003,65.66
civ,2004,68.72
civ,2005,70.66
civ,2006,73.77
civ,2007,70.5
civ,2008,76.01
civ,2009,70.3
civ,2010,74.41
civ,2011,76.28
civ,2012,82.55
civ,2013,84.83
civ,2014,93.9
civ,2015,104.19
civ,2016,101.91
civ,2017,112.21
civ,2018,115.35
civ,2019,116.06
cmr,1961,15.2
cmr,1962,16.35
cmr,1963,18
cmr,1964,18.63
cmr,1965,16.92
cmr,1966,17.67
cmr,1967,20.13
cmr,1968,20.88
cmr,1969,20.32
cmr,1970,22.56
cmr,1971,23.32
cmr,1972,24.47
cmr,1973,25.17
cmr,1974,27.73
cmr,1975,27.1
cmr,1976,25.51
cmr,1977,26.02
cmr,1978,25.36
cmr,1979,25.56
cmr,1980,26.07
cmr,1981,26.87
cmr,1982,28.02
cmr,1983,27.11
cmr,1984,27.46
cmr,1985,28.79
cmr,1986,31.47
cmr,1987,26.52
cmr,1988,27.73
cmr,1989,28.84
cmr,1990,29.61
cmr,1991,30.48
cmr,1992,30.07
cmr,1993,32.11
cmr,1994,33.77
cmr,1995,36.12
cmr,1996,38.09
cmr,1997,36.38
cmr,1998,39.27
cmr,1999,40.95
cmr,2000,41.64
cmr,2001,41.77
cmr,2002,42.81
cmr,2003,44.7
cmr,2004,46.5
cmr,2005,55.35
cmr,2006,59.83
cmr,2007,63.84
cmr,2008,67.26
cmr,2009,73.54
cmr,2010,80.49
cmr,2011,82.13
cmr,2012,88.52
cmr,2013,90.9
cmr,2014,95.02
cmr,2015,100.27
cmr,2016,104.72
cmr,2017,103.58
cmr,2018,105.2
cmr,2019,108.2
cod,1961,27.28
cod,1962,27.93
cod,1963,28.17
cod,1964,28.31
cod,1965,29.05
cod,1966,29.39
cod,1967,30.28
cod,1968,31.74
cod,1969,32.31
cod,1970,33.66
cod,1971,34.2
cod,1972,35.12
cod,1973,36.05
cod,1974,37.17
cod,1975,38.3
cod,1976,38.98
cod,1977,39.32
cod,1978,38.02
cod,1979,40.31
cod,1980,42.08
cod,1981,42.89
cod,1982,44.89
cod,1983,46.06
cod,1984,47.42
cod,1985,49.26
cod,1986,50.45
cod,1987,51.7
cod,1988,53.37
cod,1989,54.95
cod,1990,57.9
cod,1991,59.95
cod,1992,61.48
cod,1993,61.84
cod,1994,63.28
cod,1995,51.29
cod,1996,50.83
cod,1997,49.26
cod,1998,49.97
cod,1999,48.66
cod,2000,47.73
cod,2001,46.6
cod,2002,45.65
cod,2003,45.94
cod,2004,46.2
cod,2005,46.45
cod,2006,46.68
cod,2007,47.1
cod,2008,47.51
cod,2009,47.94
cod,2010,54.61
cod,2011,56.42
cod,2012,87.19
cod,2013,92.5
cod,2014,99.37
cod,2015,100.42
cod,2016,100.21
cod,2017,106.03
cod,2018,108.19
cod,2019,110.41
cog,1961,34.04
cog,1962,34.85
cog,1963,34.87
cog,1964,36.55
cog,1965,38.34
cog,1966,39
cog,1967,42.57
cog,1968,42.02
cog,1969,41.28
cog,1970,40.89
cog,1971,41.98
cog,1972,40.12
cog,1973,41.57
cog,1974,40.79
cog,1975,41.85
cog,1976,42.72
cog,1977,44.12
cog,1978,42.39
cog,1979,43.29
cog,1980,44.77
cog,1981,46.71
cog,1982,49.46
cog,1983,48.53
cog,1984,50.75
cog,1985,53.12
cog,1986,51.15
cog,1987,52.42
cog,1988,54.43
cog,1989,53.25
cog,1990,52.71
cog,1991,50.67
cog,1992,51.85
cog,1993,52.72
cog,1994,56.72
cog,1995,61.2
cog,1996,63.55
cog,1997,63.55
cog,1998,61.66
cog,1999,66.49
cog,2000,68.08
cog,2001,69.6
cog,2002,70.04
cog,2003,72.05
cog,2004,75.3
cog,2005,78.78
cog,2006,81.04
cog,2007,83.6
cog,2008,87.92
cog,2009,91.37
cog,2010,89.44
cog,2011,90.92
cog,2012,95.58
cog,2013,98.31
cog,2014,100.14
cog,2015,99.83
cog,2016,100.03
cog,2017,100.76
cog,2018,102.06
cog,2019,103
col,1961,28.33
col,1962,30.89
col,1963,29.26
col,1964,31.44
col,1965,31.91
col,1966,32.83
col,1967,33
col,1968,34.57
col,1969,34.51
col,1970,35.84
col,1971,36.62
col,1972,37.27
col,1973,40.63
col,1974,42.33
col,1975,46.84
col,1976,47.56
col,1977,49.85
col,1978,55.66
col,1979,57.08
col,1980,57.64
col,1981,59.05
col,1982,57.33
col,1983,57.86
col,1984,58.53
col,1985,55.27
col,1986,58.37
col,1987,59.02
col,1988,61.25
col,1989,64.24
col,1990,68.78
col,1991,69.6
col,1992,74
col,1993,70.44
col,1994,69.42
col,1995,73.05
col,1996,71.34
col,1997,72.68
col,1998,70.78
col,1999,73.19
col,2000,74.12
col,2001,74.71
col,2002,77.68
col,2003,81.98
col,2004,82.87
col,2005,81.65
col,2006,83.3
col,2007,86.16
col,2008,84.56
col,2009,80.58
col,2010,77.6
col,2011,77.8
col,2012,86.24
col,2013,93.44
col,2014,94.69
col,2015,100.11
col,2016,105.2
col,2017,90.73
col,2018,96.85
col,2019,103.46
com,1961,40.64
com,1962,40.98
com,1963,41.88
com,1964,43.04
com,1965,43.86
com,1966,45.69
com,1967,45.76
com,1968,46.4
com,1969,47.17
com,1970,46.86
com,1971,46.63
com,1972,45.61
com,1973,49.61
com,1974,49.72
com,1975,47.65
com,1976,48.77
com,1977,51
com,1978,52.54
com,1979,53.98
com,1980,53.8
com,1981,50.93
com,1982,53.16
com,1983,54.65
com,1984,52.66
com,1985,54.08
com,1986,56.75
com,1987,62.81
com,1988,63.89
com,1989,65.59
com,1990,70.81
com,1991,73.74
com,1992,75.29
com,1993,76.69
com,1994,77.42
com,1995,80.88
com,1996,83.1
com,1997,81.96
com,1998,84.96
com,1999,86.42
com,2000,86.54
com,2001,88.39
com,2002,87.64
com,2003,89.87
com,2004,91.4
com,2005,90.98
com,2006,96.32
com,2007,97.86
com,2008,99.98
com,2009,99.65
com,2010,99.63
com,2011,99.81
com,2012,97.77
com,2013,101.32
com,2014,100.06
com,2015,98.96
com,2016,100.98
com,2017,99.09
com,2018,100.49
com,2019,100.35
cpv,1961,43.99
cpv,1962,48.34
cpv,1963,49.78
cpv,1964,53.36
cpv,1965,58.09
cpv,1966,59.87
cpv,1967,58.08
cpv,1968,39.44
cpv,1969,39.39
cpv,1970,31.43
cpv,1971,26.68
cpv,1972,24.82
cpv,1973,23.91
cpv,1974,25.11
cpv,1975,26.29
cpv,1976,30.99
cpv,1977,30.1
cpv,1978,35.08
cpv,1979,40.42
cpv,1980,55.35
cpv,1981,34.17
cpv,1982,32.48
cpv,1983,30.5
cpv,1984,40.84
cpv,1985,36.25
cpv,1986,52.52
cpv,1987,84.54
cpv,1988,79.03
cpv,1989,78.31
cpv,1990,68.67
cpv,1991,55.4
cpv,1992,50.86
cpv,1993,50.94
cpv,1994,45.7
cpv,1995,46.21
cpv,1996,52.19
cpv,1997,49.8
cpv,1998,52.52
cpv,1999,75.4
cpv,2000,99.85
cpv,2001,97.5
cpv,2002,89.09
cpv,2003,92.79
cpv,2004,91.39
cpv,2005,88.07
cpv,2006,89.38
cpv,2007,99.21
cpv,2008,91.65
cpv,2009,89.89
cpv,2010,87.86
cpv,2011,100.3
cpv,2012,104.67
cpv,2013,109.83
cpv,2014,100.78
cpv,2015,101.12
cpv,2016,98.11
cpv,2017,91.01
cpv,2018,74.49
cpv,2019,74.2
cri,1961,13.91
cri,1962,14.61
cri,1963,15.15
cri,1964,14.84
cri,1965,16.29
cri,1966,18.23
cri,1967,19.06
cri,1968,21.47
cri,1969,24.19
cri,1970,25.69
cri,1971,28.19
cri,1972,28.14
cri,1973,30.39
cri,1974,28.07
cri,1975,29.85
cri,1976,29.28
cri,1977,29.68
cri,1978,31.66
cri,1979,31.62
cri,1980,31.62
cri,1981,32.46
cri,1982,31.66
cri,1983,34.01
cri,1984,35.57
cri,1985,33.45
cri,1986,34.97
cri,1987,36.08
cri,1988,38.07
cri,1989,46
cri,1990,49.79
cri,1991,51.33
cri,1992,55.93
cri,1993,55.77
cri,1994,56.53
cri,1995,58.87
cri,1996,63.27
cri,1997,64.28
cri,1998,68.6
cri,1999,70.44
cri,2000,71.04
cri,2001,71.31
cri,2002,67.9
cri,2003,70.93
cri,2004,72.24
cri,2005,75.83
cri,2006,86.73
cri,2007,83.13
cri,2008,79.54
cri,2009,80.36
cri,2010,84.29
cri,2011,88.64
cri,2012,94
cri,2013,93.84
cri,2014,99.28
cri,2015,97.91
cri,2016,102.8
cri,2017,106.32
cri,2018,104.94
cri,2019,104.87
cub,1961,93.96
cub,1962,70.81
cub,1963,62.67
cub,1964,68.76
cub,1965,85.39
cub,1966,70.07
cub,1967,87.73
cub,1968,80.53
cub,1969,76.09
cub,1970,126.75
cub,1971,90.61
cub,1972,82.21
cub,1973,88.69
cub,1974,97.72
cub,1975,95.11
cub,1976,98.32
cub,1977,107.52
cub,1978,122.78
cub,1979,132.5
cub,1980,115.68
cub,1981,123.85
cub,1982,131.03
cub,1983,125.25
cub,1984,138.75
cub,1985,128.64999
cub,1986,129.86
cub,1987,131.67999
cub,1988,140.36
cub,1989,146.53
cub,1990,146.49001
cub,1991,142.06
cub,1992,127.65
cub,1993,87.62
cub,1994,86.43
cub,1995,79.22
cub,1996,97.04
cub,1997,93.94
cub,1998,86.45
cub,1999,104.55
cub,2000,125.12
cub,2001,124.69
cub,2002,130.07001
cub,2003,131.47
cub,2004,138.2
cub,2005,108.39
cub,2006,89.16
cub,2007,95.23
cub,2008,95.14
cub,2009,97.7
cub,2010,84.45
cub,2011,88.98
cub,2012,94.42
cub,2013,98.13
cub,2014,97.19
cub,2015,101.1
cub,2016,101.71
cub,2017,103.87
cub,2018,91.3
cub,2019,83.2
cym,1966,182.44
cym,1967,186.07
cym,1968,186.16
cym,1969,190.04
cym,1970,190.59
cym,1971,190.66
cym,1972,192.54
cym,1973,193.62
cym,1974,184.65
cym,1975,193.09
cym,1976,194.62
cym,1977,195.41
cym,1978,191.49
cym,1979,195.97
cym,1980,213.15
cym,1981,198.03
cym,1982,207.23
cym,1983,246.78
cym,1984,206
cym,1985,207.97
cym,1986,145.74
cym,1987,184.14
cym,1988,80.61
cym,1989,170.46
cym,1990,96.83
cym,1991,97.46
cym,1992,115.02
cym,1993,108.85
cym,1994,101.81
cym,1995,102.94
cym,1996,91.7
cym,1997,87.44
cym,1998,97.75
cym,1999,94.09
cym,2000,93.99
cym,2001,95.37
cym,2002,95.46
cym,2003,95.52
cym,2004,93.61
cym,2005,95.31
cym,2006,96.45
cym,2007,97.51
cym,2008,98.53
cym,2009,98.36
cym,2010,94.17
cym,2011,97.75
cym,2012,100.25
cym,2013,100.36
cym,2014,99.78
cym,2015,100.4
cym,2016,99.82
cym,2017,100.09
cym,2018,100.29
cyp,1961,163.84
cyp,1962,165.53999
cyp,1963,148.55
cyp,1964,147.61
cyp,1965,205.22
cyp,1966,200.03
cyp,1967,239.45
cyp,1968,241.10001
cyp,1969,262.28
cyp,1970,241.72
cyp,1971,276.82001
cyp,1972,261.89001
cyp,1973,187.63
cyp,1974,224.53
cyp,1975,185.07001
cyp,1976,199.71001
cyp,1977,198.84
cyp,1978,201.56
cyp,1979,214.73
cyp,1980,221.00999
cyp,1981,224.36
cyp,1982,218.47
cyp,1983,221.7
cyp,1984,228.5
cyp,1985,219.31
cyp,1986,198.50999
cyp,1987,208.39999
cyp,1988,231.48
cyp,1989,246.8
cyp,1990,221.24001
cyp,1991,169.64
cyp,1992,212.87
cyp,1993,223.75999
cyp,1994,172.67999
cyp,1995,221.92
cyp,1996,203.57001
cyp,1997,159.47
cyp,1998,183.71001
cyp,1999,192.85001
cyp,2000,176.58
cyp,2001,169.82001
cyp,2002,177.97
cyp,2003,169.52
cyp,2004,185.48
cyp,2005,151.89
cyp,2006,142.99001
cyp,2007,132.14
cyp,2008,110.62
cyp,2009,108.92
cyp,2010,110.17
cyp,2011,117.92
cyp,2012,104.56
cyp,2013,99.1
cyp,2014,101.4
cyp,2015,109.17
cyp,2016,89.43
cyp,2017,94.43
cyp,2018,87.16
cyp,2019,89.2
cze,1993,97.05
cze,1994,89.31
cze,1995,93.16
cze,1996,94.89
cze,1997,90.67
cze,1998,91.96
cze,1999,98.08
cze,2000,92.26
cze,2001,96.34
cze,2002,80.86
cze,2003,67.93
cze,2004,99.55
cze,2005,89.72
cze,2006,78.17
cze,2007,85.52
cze,2008,95.04
cze,2009,91.46
cze,2010,80.83
cze,2011,94.38
cze,2012,79.85
cze,2013,91.06
cze,2014,104.2
cze,2015,94.61
cze,2016,101.19
cze,2017,90.19
cze,2018,87.76
cze,2019,87.54
deu,1961,74.7
deu,1962,90.07
deu,1963,95.19
deu,1964,88.48
deu,1965,80.31
deu,1966,84.93
deu,1967,95.87
deu,1968,93.78
deu,1969,83.44
deu,1970,88.8
deu,1971,86.71
deu,1972,87.09
deu,1973,89.95
deu,1974,91.49
deu,1975,81.14
deu,1976,74.24
deu,1977,84.61
deu,1978,88.1
deu,1979,89.08
deu,1980,81.32
deu,1981,79.86
deu,1982,94
deu,1983,81.54
deu,1984,94.8
deu,1985,94.75
deu,1986,96.16
deu,1987,91.79
deu,1988,97.45
deu,1989,95.51
deu,1990,89.56
deu,1991,81.2
deu,1992,81.59
deu,1993,82.24
deu,1994,79.25
deu,1995,83.52
deu,1996,87.51
deu,1997,88.71
deu,1998,92.38
deu,1999,96.44
deu,2000,101.29
deu,2001,100.61
deu,2002,91.73
deu,2003,81.79
deu,2004,103.86
deu,2005,96
deu,2006,90.6
deu,2007,91.69
deu,2008,100.26
deu,2009,103.7
deu,2010,91.64
deu,2011,90.68
deu,2012,94.87
deu,2013,96.2
deu,2014,107.61
deu,2015,97.52
deu,2016,94.87
deu,2017,95.45
deu,2018,81.39
deu,2019,88.24
dji,1961,2.08
dji,1962,2.08
dji,1963,2.08
dji,1964,2.3
dji,1965,2.85
dji,1966,3
dji,1967,3.18
dji,1968,3.37
dji,1969,3.37
dji,1970,3.59
dji,1971,3.59
dji,1972,3.96
dji,1973,4.2
dji,1974,4.66
dji,1975,4.75
dji,1976,5.23
dji,1977,5.65
dji,1978,6.22
dji,1979,8.91
dji,1980,31.32
dji,1981,32.2
dji,1982,34.64
dji,1983,34.8
dji,1984,39.45
dji,1985,41.38
dji,1986,45.11
dji,1987,44.86
dji,1988,40.86
dji,1989,45.07
dji,1990,58.47
dji,1991,58.34
dji,1992,60.67
dji,1993,61.13
dji,1994,62.86
dji,1995,64.43
dji,1996,65.23
dji,1997,67.32
dji,1998,68.31
dji,1999,70.72
dji,2000,72.65
dji,2001,74.87
dji,2002,77.64
dji,2003,73.15
dji,2004,76.58
dji,2005,77.28
dji,2006,73.61
dji,2007,78.81
dji,2008,81.92
dji,2009,85.19
dji,2010,86.07
dji,2011,90.2
dji,2012,101.6
dji,2013,96.56
dji,2014,97.24
dji,2015,99.9
dji,2016,102.87
dji,2017,105.12
dji,2018,107.37
dji,2019,109.62
dma,1961,76.15
dma,1962,73.82
dma,1963,74.28
dma,1964,87.85
dma,1965,98.66
dma,1966,96.2
dma,1967,95.7
dma,1968,103.47
dma,1969,107.8
dma,1970,94.29
dma,1971,90.84
dma,1972,90.73
dma,1973,84.76
dma,1974,92.34
dma,1975,96.49
dma,1976,109.22
dma,1977,108.76
dma,1978,119.79
dma,1979,89.62
dma,1980,79.1
dma,1981,98.74
dma,1982,102.73
dma,1983,101.89
dma,1984,105.88
dma,1985,107.38
dma,1986,129.62
dma,1987,142.24001
dma,1988,160.11
dma,1989,140.2
dma,1990,139.44
dma,1991,130.78999
dma,1992,126.07
dma,1993,129.31
dma,1994,112.55
dma,1995,102.36
dma,1996,121.39
dma,1997,119.27
dma,1998,110.24
dma,1999,107.67
dma,2000,108.06
dma,2001,98.73
dma,2002,96.85
dma,2003,88.17
dma,2004,91.13
dma,2005,90.38
dma,2006,93.92
dma,2007,96.49
dma,2008,96.01
dma,2009,99.83
dma,2010,98.09
dma,2011,97.24
dma,2012,99.46
dma,2013,99.61
dma,2014,99.13
dma,2015,99.1
dma,2016,101.78
dma,2017,99.16
dma,2018,98.84
dma,2019,98.85
dnk,1961,54
dnk,1962,55.55
dnk,1963,55.84
dnk,1964,60.44
dnk,1965,55.69
dnk,1966,54.11
dnk,1967,54.85
dnk,1968,59.29
dnk,1969,57.08
dnk,1970,57.57
dnk,1971,59.82
dnk,1972,59.16
dnk,1973,57.95
dnk,1974,64.18
dnk,1975,56.27
dnk,1976,52.82
dnk,1977,66.67
dnk,1978,66.06
dnk,1979,67.88
dnk,1980,64.38
dnk,1981,68.38
dnk,1982,77.4
dnk,1983,63.55
dnk,1984,92.1
dnk,1985,86.97
dnk,1986,88.06
dnk,1987,78.67
dnk,1988,86.2
dnk,1989,94.38
dnk,1990,104.96
dnk,1991,98.55
dnk,1992,81.05
dnk,1993,92.3
dnk,1994,82.96
dnk,1995,91.11
dnk,1996,91.06
dnk,1997,95.08
dnk,1998,94.36
dnk,1999,89.37
dnk,2000,91.72
dnk,2001,89.27
dnk,2002,84.99
dnk,2003,88.22
dnk,2004,90.77
dnk,2005,90.11
dnk,2006,84.65
dnk,2007,85.85
dnk,2008,93.03
dnk,2009,100.47
dnk,2010,89.12
dnk,2011,90.77
dnk,2012,93.69
dnk,2013,93.84
dnk,2014,101.12
dnk,2015,103.9
dnk,2016,94.98
dnk,2017,107.11
dnk,2018,75.83
dnk,2019,103.74
dom,1961,41.1
dom,1962,42.24
dom,1963,41.42
dom,1964,43
dom,1965,37.98
