geo,time,ny_adj_nnty_kd
bdi,2000,1094315278.60962
bdi,2001,1009339664.5915
bdi,2002,966511472.5533
bdi,2003,680100790.10927
bdi,2004,881475925.7004
bdi,2005,1028163563.65912
bdi,2006,1195060004.41596
bdi,2007,1071902031.34918
bdi,2008,1129145059.27622
bdi,2009,1214025556.76686
bdi,2010,1468297382.69769
bdi,2011,1466881909.51674
bdi,2012,1739379958.8153
bdi,2013,1881710146.9597
bdi,2014,1961210348.36374
bdi,2015,2227020038.99699
bdi,2016,2048266972.8294
bdi,2017,2058196780.11339
bdi,2018,2244498085.63089
bdi,2019,2301021310.8281
bel,1970,156718423430.48901
bel,1971,161881361649
bel,1972,172275321361.28699
bel,1973,184027654402.56296
bel,1974,187151709553.07401
bel,1975,184891452342.21399
bel,1976,195423799274.87799
bel,1977,195598973737.77802
bel,1978,201158232931.664
bel,1979,204849186111.42801
bel,1980,203843356499.78696
bel,1981,198661962407.16296
bel,1982,198175363202.26401
bel,1983,199786591049.32697
bel,1984,206145562999.11096
bel,1985,212176930929.25296
bel,1986,222351769940.62
bel,1987,229490480745.94
bel,1988,243176130661.923
bel,1989,251750785413.29401
bel,1990,258903049666.444
bel,1991,264642601859.18497
bel,1992,271052595672.72101
bel,1993,273449872116.85001
bel,1994,284461684397.17102
bel,1995,289346747143.052
bel,1996,290666898424.49103
bel,1997,300999134057.13
bel,1998,307035652098.008
bel,1999,314267644605.17401
bel,2000,322061182217.08093
bel,2001,322588482079.66901
bel,2002,327388931354.64398
bel,2003,329283308036.73401
bel,2004,337213026040.66998
bel,2005,342187457661.16693
bel,2006,348065726552.39093
bel,2007,360348598255.78894
bel,2008,354502472228.45099
bel,2009,349540543729.41693
bel,2010,355629464662.63501
bel,2011,350804023169.81201
bel,2012,362719083078.77295
bel,2013,366237372212.63
bel,2014,371895701176.90802
bel,2015,380968564846.42297
bel,2016,387098226063.63293
bel,2017,391305349940.75507
bel,2018,396360583397.80493
bel,2019,407915261202.604
ben,1971,2104931061.21929
ben,1972,2231577136.69742
ben,1973,2322910629.86911
ben,1974,2310575912.21185
ben,1975,2147696440.21323
ben,1976,2133608554.91002
ben,1977,2141315175.39481
ben,1978,2226275938.99748
ben,1979,2488360306.9833
ben,1980,2699912913.4779
ben,1981,2841829934.21753
ben,1982,2703755085.24698
ben,1983,2583951527.14137
ben,1984,2713930122.41078
ben,1985,2974249239.69413
ben,1986,2950345476.58435
ben,1987,2888667638.29849
ben,1988,3026282588.48611
ben,1989,2838798686.77161
ben,1990,3135200417.39941
ben,1991,3307439614.67383
ben,1992,3183501800.57427
ben,1993,3476743682.89625
ben,1994,3148611405.04659
ben,1995,3339453552.74696
ben,1996,3544747767.83905
ben,1997,3808815443.91765
ben,1998,3967336958.73711
ben,1999,4387816778.75477
ben,2000,4774290187.56468
ben,2001,5132732899.18677
ben,2002,5557570239.51655
ben,2003,5842371326.12019
ben,2004,6228010846.30095
ben,2005,6266082880.34079
ben,2006,6506546084.69946
ben,2007,6869123113.34937
ben,2008,7230653297.57696
ben,2009,7396998334.25243
ben,2010,7540875466.93073
ben,2011,7903342105.03019
ben,2012,8400015732.01418
ben,2013,9238562605.7792
ben,2014,9819627093.63896
ben,2015,10136365163.5886
ben,2016,10593387338.3595
ben,2017,10985254233.3833
ben,2018,11676383837.4765
ben,2019,12609983522.3093
bfa,1980,2269659220.3124
bfa,1981,2358703278.73479
bfa,1982,2550577614.00978
bfa,1983,2544499909.70151
bfa,1984,2512895302.59666
bfa,1985,2542832566.44114
bfa,1986,2790988787.2033
bfa,1987,2771927917.57429
bfa,1988,2936786148.60775
bfa,1989,2945499158.87064
bfa,1990,2952727144.7672
bfa,1991,3168165601.74359
bfa,1992,3180444043.22812
bfa,1993,3271791616.79482
bfa,1994,3035775794.81148
bfa,1995,3283628030.39973
bfa,1996,3636038315.51888
bfa,1997,3815203050.42662
bfa,1998,4154109716.35303
bfa,1999,4288611233.03462
bfa,2000,4451821556.22465
bfa,2001,4742746904.58766
bfa,2002,4940440713.274
bfa,2003,5312789002.80387
bfa,2004,5561140509.42267
bfa,2005,5964873634.1268
bfa,2006,6302103434.25296
bfa,2007,6543480009.04242
bfa,2008,6867097445.74275
bfa,2009,7024092444.40061
bfa,2010,7597917631.98816
bfa,2011,8059324061.71684
bfa,2012,9057110330.95224
bfa,2013,9359746811.07413
bfa,2014,9661289783.10511
bfa,2015,10197295033.0439
bfa,2016,11059919351.7753
bfa,2017,11775494642.1328
bfa,2018,12692539489.6075
bfa,2019,13928559453.6203
bgd,1973,34582875224.4204
bgd,1974,34338752659.90829
bgd,1975,32673033091.7566
bgd,1976,32957548652.1166
bgd,1977,32167902891.9395
bgd,1978,35072415878.5278
bgd,1979,37252419738.0935
bgd,1980,38049368623.6741
bgd,1981,42689804561.3348
bgd,1982,41799517726.6068
bgd,1983,42815386676.5967
bgd,1984,43815844138.3345
bgd,1985,47901355102.374
bgd,1986,49795515237.9823
bgd,1987,51655825987.3776
bgd,1988,52995105079.5468
bgd,1989,54359947869.375
bgd,1990,58156835323.7684
bgd,1991,57355082251.321
bgd,1992,59266115324.3566
bgd,1993,61130750106.9875
bgd,1994,64390313625.7696
bgd,1995,66862864450.9992
bgd,1996,68915794566.6581
bgd,1997,70449197038.681
bgd,1998,73565969035.53699
bgd,1999,76921467395.67751
bgd,2000,81364608713.22209
bgd,2001,85363577544.38089
bgd,2002,88700673329.6086
bgd,2003,92446553002.748
bgd,2004,99679239626.12701
bgd,2005,106284729410.28999
bgd,2006,114779974361.2
bgd,2007,123244100585.29401
bgd,2008,129896796020.467
bgd,2009,136533927075.18201
bgd,2010,145290530497.552
bgd,2011,153215296608.36401
bgd,2012,162780341412.57999
bgd,2013,172143658840.54001
bgd,2014,179383140383.83899
bgd,2015,190252820849.035
bgd,2016,202850774316.08701
bgd,2017,215217080580.54401
bgd,2018,232574906456.94501
bgd,2019,269610995773.25601
bgr,1980,21116189445.8192
bgr,1981,23545957536.0759
bgr,1982,24703641980.8507
bgr,1983,25702264873.8074
bgr,1984,27011528404.0384
bgr,1985,26961122757.3192
bgr,1986,27030517610.2932
bgr,1987,28836758001.4607
bgr,1988,30134731759.7322
bgr,1989,28401857258.4902
bgr,1990,27553751903.3394
bgr,1991,22712845973.5019
bgr,1992,22403905472.4737
bgr,1993,21075287889.3749
bgr,1994,22202894093.2776
bgr,1995,30705822649.7039
bgr,1996,30081742125.3781
bgr,1997,23301235417.22969
bgr,1998,23995668758.6896
bgr,1999,22142930338.758
bgr,2000,22986311677.3147
bgr,2001,24687119111.6461
bgr,2002,26698448749.52909
bgr,2003,27961653431.9724
bgr,2004,30074116599.7664
bgr,2005,31413331281.8946
bgr,2006,33117559842.31969
bgr,2007,34118086415.5321
bgr,2008,37958723395.2345
bgr,2009,37689034081.474
bgr,2010,38209065631.5135
bgr,2011,39671937857.5692
bgr,2012,40523147966.6326
bgr,2013,39976346004.0097
bgr,2014,40904618805.7631
bgr,2015,41775433725.2751
bgr,2016,43958419793.1314
bgr,2017,45761498682.6712
bgr,2018,46640799893.1795
bgr,2019,49717354496.4196
bhr,2000,11244042437.2994
bhr,2001,11274043713.8457
bhr,2002,10515602887.8134
bhr,2003,11946829349.0374
bhr,2004,12764058167.9478
bhr,2005,15051776337.2767
bhr,2006,17088820110.0163
bhr,2007,19764699032.2425
bhr,2008,22504956172.1915
bhr,2009,19503206017.3302
bhr,2010,18499874824.8771
bhr,2011,17082746208.4413
bhr,2012,20813228960.5664
bhr,2013,22302643258.8391
bhr,2014,22772854491.7812
bhr,2015,23670226014.6613
bhr,2016,25113980398.1352
bhr,2017,26285403374.0422
bhr,2018,25906394447.3967
bhr,2019,26473523095.3274
bhs,1989,6623776800.34743
bhs,1990,6505282086.66339
bhs,1991,6077404884.85542
bhs,1992,6118694536.35631
bhs,1993,5962486857.77011
bhs,1994,6075073149.05933
bhs,1995,7465092752.52442
bhs,1996,8449282000.58556
bhs,1997,9533275026.50722
bhs,1998,8685218261.46358
bhs,1999,10164659689.0002
bhs,2000,10476998657.984
bhs,2001,10215077050.1295
bhs,2002,11329525785.1082
bhs,2003,11086357457.2073
bhs,2004,10725670503.5121
bhs,2005,11279986270.9055
bhs,2006,10969116592.7909
bhs,2007,11438749728.7987
bhs,2008,11100572476.1122
bhs,2009,10030230727.7102
bhs,2010,9744073889.37451
bhs,2011,9628218005.19401
bhs,2012,10185193652.6718
bhs,2013,9803890258.23264
bhs,2014,10023038106.5155
bhs,2015,10297082625.9944
bhs,2016,10388737990.0195
bhs,2017,10826503136.2205
bhs,2018,10909081140.8907
bhs,2019,11438596853.0797
bih,2000,9142310505.70943
bih,2001,9368551846.72263
bih,2002,9869651019.72339
bih,2003,10133590926.8755
bih,2004,11252211788.9474
bih,2005,11435774342.8886
bih,2006,12348733547.0654
bih,2007,12969002565.0276
bih,2008,13868252879.4577
bih,2009,13403097390.3462
bih,2010,13113788696.4632
bih,2011,12789374988.842
bih,2012,12363353291.7124
bih,2013,12692999833.6052
bih,2014,12791493440.8264
bih,2015,13450264319.6746
bih,2016,14212021727.2993
bih,2017,14705673380.4893
bih,2018,15391306730.6392
bih,2019,16062834276.1617
blr,1994,13745679921.3641
blr,1995,10017356779.6922
blr,1996,10854529199.7824
blr,1997,11989117637.5357
blr,1998,13344146160.1956
blr,1999,13742404130.0936
blr,2000,14961456853.3065
blr,2001,16488717696.2675
blr,2002,17715220487.6406
blr,2003,19439481883.1477
blr,2004,21927579488.3053
blr,2005,25199258272.0364
blr,2006,28778960377.211
blr,2007,31781533999.9062
blr,2008,36914137893.9734
blr,2009,35332006201.3603
blr,2010,37837795969.11089
blr,2011,44824020284.7998
blr,2012,46447067570.17049
blr,2013,46152914457.4124
blr,2014,47574990022.2457
blr,2015,45499143254.3194
blr,2016,43086078533.0615
blr,2017,44872215147.822
blr,2018,47706807778.2618
blr,2019,49076415285.9964
blz,1980,474586030.65985
blz,1981,381525704.92681
blz,1982,372390397.31626
blz,1983,370739612.90117
blz,1984,374495430.79042
blz,1985,339306006.19602
blz,1986,373223882.98177
blz,1987,443176305.93391
blz,1988,499600149.69589
blz,1989,543820312.53328
blz,1990,620327491.95891
blz,1991,654133604.6801
blz,1992,710166662.59307
blz,1993,745517274.89748
blz,1994,764841018.73741
blz,1995,792897135.45024
blz,1996,789557180.10343
blz,1997,800368088.91494
blz,1998,828915277.79143
blz,1999,854185210.71432
blz,2000,872570736.1191
blz,2001,892640427.95481
blz,2002,942226807.10275
blz,2003,961717001.29178
blz,2004,967398666.78253
blz,2005,989695895.53032
blz,2006,1000244556.11156
blz,2007,970421713.8985
blz,2008,942520357.60993
blz,2009,1023849499.91796
blz,2010,988864699.24882
blz,2011,1051694957.1936
blz,2012,1099104136.69068
blz,2013,1158984940.45835
blz,2014,1215191125.96987
blz,2015,1349944909.81942
blz,2016,1353759979.22947
blz,2017,1383512272.37795
blz,2018,1330728982.1406
blz,2019,1374461997.10656
bol,1976,10237583977.0659
bol,1977,10483193118.8604
bol,1978,10101082645.0907
bol,1979,10058431395.0885
bol,1980,9612835223.19511
bol,1981,10068373006.5149
bol,1982,9351511115.92215
bol,1983,9231066483.84447
bol,1984,9189925256.10873
bol,1985,9600593033.22378
bol,1986,9233342399.14811
bol,1987,9666159446.28531
bol,1988,9726322965.26428
bol,1989,9972621569.00251
bol,1990,10476181587.5434
bol,1991,11002402750.747
bol,1992,11207041452.2934
bol,1993,11518978634.3086
bol,1994,12013438176.7807
bol,1995,12694538620.0347
bol,1996,13465737046.7468
bol,1997,14266235053.4296
bol,1998,15172937921.983
bol,1999,14855974814.0545
bol,2000,14749623500.7364
bol,2001,15120330256.6079
bol,2002,15638497169.3304
bol,2003,16088085375.1744
bol,2004,16423900263.8955
bol,2005,16715950246.1914
bol,2006,17847317876.4529
bol,2007,18417019427.5856
bol,2008,20837843592.6408
bol,2009,21309222732.7578
bol,2010,22656934643.6901
bol,2011,23808707877.2266
bol,2012,24755336259.7198
bol,2013,26161637884.9609
bol,2014,27114394472.5346
bol,2015,28016342091.736
bol,2016,29360525920.8205
bol,2017,30682275129.8825
bol,2018,32151204654.2114
bol,2019,33240858589.0675
bra,1970,299990001246.16101
bra,1971,335589298452.63098
bra,1972,378095437131.52399
bra,1973,423872421767.00403
bra,1974,445204130122.414
bra,1975,456408263192.89398
bra,1976,521100976042.16302
bra,1977,552459310495.953
bra,1978,562407458872.96899
bra,1979,602731624009.73901
bra,1980,634459748169.31201
bra,1981,607762295143.099
bra,1982,608108565904.25403
bra,1983,603825968429.37598
bra,1984,657718760738.81299
bra,1985,682588600821.51697
bra,1986,740948351461.30896
bra,1987,755719874417.37402
bra,1988,764951725548.42896
bra,1989,836706107700.75183
bra,1990,716344478758.20093
bra,1991,764441370404.48096
bra,1992,768722600669.62
bra,1993,792852257764.84094
bra,1994,859010236549.45398
bra,1995,909628541842.68994
bra,1996,920066658650.19824
bra,1997,933605036122.10083
bra,1998,909427010383.06702
bra,1999,877704784732.72095
bra,2000,923761699902.34485
bra,2001,929225146056.17407
bra,2002,962499934149.50085
bra,2003,966469533301.54102
bra,2004,1030695203575.12
bra,2005,1060612219834.84998
bra,2006,1117542027476.47998
bra,2007,1187017573170.68994
bra,2008,1226383042776
bra,2009,1247762455619.15991
bra,2010,1304332346558.36011
bra,2011,1347078180535.95996
bra,2012,1339949049073.52002
bra,2013,1397360523661.62012
bra,2014,1391017687971.73999
bra,2015,1325782723325.29004
bra,2016,1278618492941.71997
bra,2017,1315996251584.41992
bra,2018,1331390494664.6499
bra,2019,1355958432608.21997
brb,2015,3978354527.82906
brn,1990,4819706123.15905
brn,1991,5377154616.67598
brn,1992,5642233265.14168
brn,1993,5394103220.04972
brn,1994,5039265458.99234
brn,1995,4871329968.80142
brn,1996,6717807110.45568
brn,1997,5599313037.61853
brn,1998,5089644665.1847
brn,1999,5340431046.79391
brn,2000,5565891918.62608
brn,2001,5696710174.0169
brn,2002,6522671889.17407
brn,2003,6695780987.01974
brn,2004,7304094545.59511
brn,2005,8201546184.83771
brn,2006,9082249785.85273
brn,2007,9944223166.4215
brn,2008,11907281373.7899
brn,2009,9706543014.50694
brn,2010,10117796117.5662
brn,2011,11290176580.1685
brn,2012,11968044642.8764
brn,2013,12020061527.4802
brn,2014,12057231134.8815
brn,2015,10814726920.5377
brn,2016,10355294933.5702
brn,2017,10605569438.2745
brn,2018,10101257025.0691
brn,2019,10713771616.1736
btn,1990,333239445.30858
btn,1991,314758055.04489
btn,1992,311848721.28078
btn,1993,314253693.20283
btn,1994,353166454.06025
btn,1995,355696959.58922
btn,1996,379667906.14044
btn,1997,429092817.18588
btn,1998,420805092.93665
btn,1999,435496322.81068
btn,2000,590131858.67328
btn,2001,647506406.13408
btn,2002,714632564.37434
btn,2003,760949615.93385
btn,2004,808653149.34476
btn,2005,879657371.42896
btn,2006,908808598.65275
btn,2007,1053197701.40803
btn,2008,1112901659.83865
btn,2009,1174179762.55328
btn,2010,1271665388.34277
btn,2011,1365678653.74441
btn,2012,1418963834.80867
btn,2013,1469808259.09484
btn,2014,1550655396.32466
btn,2015,1625361578.76824
btn,2016,1731851751.27979
btn,2017,1834096246.2935
btn,2018,1908680260.63129
btn,2019,2011803493.41908
bwa,1975,689901275.5509
bwa,1976,744346100.73666
bwa,1977,803934340.88223
bwa,1978,965198599.5626
bwa,1979,1153818631.22624
bwa,1980,1163587729.82332
bwa,1981,1254492742.37179
bwa,1982,1283874869.01687
bwa,1983,1324595868.31028
bwa,1984,1448965079.98036
bwa,1985,1846025457.61981
bwa,1986,2091344280.53751
bwa,1987,2288764139.37087
bwa,1988,2845412792.16267
bwa,1989,3194740787.28397
bwa,1990,3640664883.99773
bwa,1991,3898178578.26394
bwa,1992,3974420763.40679
bwa,1993,4343040740.69582
bwa,1994,3800269177.68093
bwa,1995,4238960597.57298
bwa,1996,4763752190.38447
bwa,1997,5305862920.08529
bwa,1998,5465257796.89165
bwa,1999,5859903676.59516
bwa,2000,5962850069.78952
bwa,2001,6134762325.78471
bwa,2002,5430652486.78488
bwa,2003,5043818405.57112
bwa,2004,5116199820.04394
bwa,2005,6047788481.52107
bwa,2006,6524634480.54028
bwa,2007,6976160457.78639
bwa,2008,6718653014.18637
bwa,2009,7160461663.92777
bwa,2010,7525989042.96366
bwa,2011,9283539275.35595
bwa,2012,8953199409.38411
bwa,2013,9855237887.69462
bwa,2014,11164125396.7729
bwa,2015,10896306678.5285
bwa,2016,12585167108.4647
bwa,2017,12265361261.9309
bwa,2018,12245924174.1276
bwa,2019,12267782779.8104
caf,2009,2463758492.18109
caf,2010,2497104212.27118
caf,2011,2404421676.89084
caf,2012,2377004193.0263
caf,2013,1361240803.73599
caf,2014,1311350374.35123
caf,2015,1394256430.61294
caf,2016,1595957334.67278
caf,2017,1534035353.6505
caf,2018,1689013359.78466
caf,2019,1811597762.58845
can,1970,362174282698.19696
can,1971,379843234216.42999
can,1972,404777702620.104
can,1973,434047022003.448
can,1974,446232780911.84399
can,1975,458607944366.96094
can,1976,484252517921.19696
can,1977,492924170282.38098
can,1978,506314685614.32495
can,1979,505469092310.03906
can,1980,511970906716.44202
can,1981,536629766466.24402
can,1982,524991455420.69598
can,1983,539269038538.38293
can,1984,567866934380.45691
can,1985,595830233965.89502
can,1986,612871618920.29602
can,1987,632481718257.27295
can,1988,663270585279.995
can,1989,680740065216.93103
can,1990,677033632464.77917
can,1991,670271570086.37695
can,1992,666700159463.04297
can,1993,684124751898.74097
can,1994,713113337582.35291
can,1995,739874074446.13293
can,1996,750489154531.70093
can,1997,786428951081.33301
can,1998,804338511709.14001
can,1999,848102722933.35693
can,2000,904314825551.67505
can,2001,915670259949.59595
can,2002,944893113088.96301
can,2003,989837713329.90894
can,2004,1036332036148.07996
can,2005,1084823099633.87
can,2006,1124446777116.3999
can,2007,1158810227926.27002
can,2008,1174881320706.29004
can,2009,1100382812783.75
can,2010,1161448959645.45996
can,2011,1213585508474.65991
can,2012,1230582974332.8999
can,2013,1263978992570.32007
can,2014,1293364250444.93994
can,2015,1262645325280.78003
can,2016,1270709738459.90991
can,2017,1335586179317.82007
can,2018,1360043290345.12012
can,2019,1393019689413.86011
che,1995,388584928586.05603
che,1996,391595083168.25507
che,1997,406392289048.78998
che,1998,422658975419.73199
che,1999,431148314180.06097
che,2000,448960167438.40302
che,2001,438258818290.58899
che,2002,432667237843.14398
che,2003,454665058510.086
che,2004,464505677777.33801
che,2005,489711155369.59601
che,2006,506247585312.65698
che,2007,485445981257.26099
che,2008,450400225379.96198
che,2009,485427246758.96997
che,2010,533160177295.93103
che,2011,515200780929.71698
che,2012,533909977049.71893
che,2013,536234435583.64899
che,2014,535457435041.84894
che,2015,556119466287.23901
che,2016,548702509229.20599
che,2017,545362761024.67102
che,2018,541170846551.784
che,2019,550530326225.66101
chl,1970,32896300581.572
chl,1971,36959718436.2892
chl,1972,38069273135.5346
chl,1973,35265547990.7556
chl,1974,30780319259.3289
chl,1975,24235495566.7221
chl,1976,26064743069.0793
chl,1977,29379879610.8978
chl,1978,31490904278.83649
chl,1979,34354628877.6041
chl,1980,36319667810.28049
chl,1981,38590557625.2664
chl,1982,32954255327.1661
chl,1983,31007026822.6036
chl,1984,29812818248.6455
chl,1985,28614003453.3625
chl,1986,31287287546.0775
chl,1987,34833756225.0193
chl,1988,38439306049.6671
chl,1989,41713383508.5067
chl,1990,43659851376.3746
chl,1991,49335292446.5372
chl,1992,55869916300.8179
chl,1993,59832775470.6456
chl,1994,64617689573.6739
chl,1995,73618524065.8833
chl,1996,78077744851.89009
chl,1997,84710274496.55161
chl,1998,89472956060.3316
chl,1999,89080803883.7345
chl,2000,91750651649.7617
chl,2001,95156795144.51826
chl,2002,97784044195.4021
chl,2003,101186634953.039
chl,2004,108418344030.14999
chl,2005,117809888821.592
chl,2006,119528509469.744
chl,2007,130319743963.379
chl,2008,133254173572.44299
chl,2009,144516384643.504
chl,2010,154377037351.633
chl,2011,165583078433.70099
chl,2012,177633573381.22299
chl,2013,185092879015.31799
chl,2014,194483640398.14896
chl,2015,201440652807.56799
chl,2016,202122125566.67001
chl,2017,202429519232.54001
chl,2018,202879131831.02301
chl,2019,208385379842.66501
chn,1995,1227030188360.71997
chn,1996,1381388888219
chn,1997,1511394144441.3999
chn,1998,1635826899406.62988
chn,1999,1776772706921.15991
chn,2000,1940496738718.47998
chn,2001,2161525669875.36011
chn,2002,2423501018235.68018
chn,2003,2713468866049.22021
chn,2004,3010279929849.97021
chn,2005,3398360676481.22021
chn,2006,3888105195897.91992
chn,2007,4483057321473.24023
chn,2008,4772910716550.62012
chn,2009,5389233987587.32031
chn,2010,5856823863935.72949
chn,2011,6138820075162.95996
chn,2012,6769069523372.25977
chn,2013,7172327987702.58984
chn,2014,7794069626256.9502
chn,2015,8356269551519.50098
chn,2016,8991648015156.76953
chn,2017,9634557641023.92773
chn,2018,10036559232606.80078
chn,2019,10418152187668.09961
civ,2008,18307812885.4996
civ,2009,19174889384.6176
civ,2010,20389942049.3842
civ,2011,16994257327.8139
civ,2012,22591578396.8422
civ,2013,24195526797.3232
civ,2014,28639556486.285
civ,2015,43321638822.7241
civ,2016,46591953339.7421
civ,2017,49463102689.1315
civ,2018,53268518788.5203
civ,2019,56274778340.7311
cmr,1971,4555999505.28551
cmr,1972,4562289630.83015
cmr,1973,4294201475.70378
cmr,1974,4764293024.74952
cmr,1975,5301707308.54456
cmr,1976,4923176881.33149
cmr,1977,5033323429.00416
cmr,1978,7425281926.56598
cmr,1979,7503964064.02402
cmr,1980,6373051385.18742
cmr,1981,8444717823.30477
cmr,1982,11006725629.336
cmr,1983,10997028881.4662
cmr,1984,11557546398.5609
cmr,1985,12406242859.2722
cmr,1986,15459689433.9539
cmr,1987,14039413304.5241
cmr,1988,12411634621.6302
cmr,1989,10156524552.0146
cmr,1990,9618150475.70514
cmr,1991,9817703607.06353
cmr,1992,8406301594.01532
cmr,1993,10032041568.0678
cmr,1994,9946572035.99767
cmr,1995,10012109705.6523
cmr,1996,10132720029.447
cmr,1997,11152345055.8823
cmr,1998,12000629592.9925
cmr,1999,12710674245.3557
cmr,2000,12868137694.0335
cmr,2001,13427588897.9792
cmr,2002,13931062705.0905
cmr,2003,15111762532.9105
cmr,2004,16465753883.3086
cmr,2005,16677893056.081
cmr,2006,17395607391.8823
cmr,2007,17753934513.7474
cmr,2008,17832566371.9811
cmr,2009,19426818775.0354
cmr,2010,19627909345.3077
