geo,time,sh_sta_smss_zs
blr,2009,80.38678
blr,2010,79.73071
blr,2011,79.07971
blr,2012,78.42809
blr,2013,77.77515
blr,2014,77.11998
blr,2015,75.97226
blr,2016,74.83018
blr,2017,74.58774
blr,2018,74.35121
blr,2019,74.12022
blr,2020,73.89505
bol,2000,27.98748
bol,2001,28.91302
bol,2002,29.82491
bol,2003,30.7312
bol,2004,31.63454
bol,2005,32.53443
bol,2006,33.43166
bol,2007,34.72126
bol,2008,36.0292
bol,2009,37.3546
bol,2010,38.69755
bol,2011,40.05816
bol,2012,41.43605
bol,2013,42.8179
bol,2014,44.20887
bol,2015,45.61718
bol,2016,47.04297
bol,2017,48.48565
bol,2018,49.94654
bol,2019,51.42552
bol,2020,52.92221
bra,2000,35.74204
bra,2001,36.16762
bra,2002,36.5859
bra,2003,37.00215
bra,2004,37.41624
bra,2005,37.82822
bra,2006,38.23828
bra,2007,38.64647
bra,2008,39.05281
bra,2009,39.45704
bra,2010,39.85951
bra,2011,40.26156
bra,2012,41.15432
bra,2013,42.0627
bra,2014,42.98721
bra,2015,43.92766
bra,2016,44.88398
bra,2017,45.85642
bra,2018,46.84473
bra,2019,47.84931
bra,2020,48.70631
btn,2000,62.12646
btn,2001,62.37396
btn,2002,62.86786
btn,2003,63.33039
btn,2004,63.76031
btn,2005,64.14854
btn,2006,64.44166
btn,2007,64.71078
btn,2008,64.95538
btn,2009,64.78265
btn,2010,64.55864
btn,2011,64.29753
btn,2012,63.99819
btn,2013,63.66086
btn,2014,63.28595
btn,2015,62.87392
btn,2016,62.90754
btn,2017,63.47546
btn,2018,64.04964
btn,2019,64.63003
btn,2020,65.21666
caf,2000,19.67586
caf,2001,19.63079
caf,2002,19.58572
caf,2003,19.54026
caf,2004,19.49432
caf,2005,19.09001
caf,2006,18.6919
caf,2007,18.29993
caf,2008,17.91349
caf,2009,17.53226
caf,2010,17.15614
caf,2011,16.78457
caf,2012,16.41748
caf,2013,16.05454
caf,2014,15.69523
caf,2015,15.33947
caf,2016,14.98716
caf,2017,14.63759
caf,2018,14.2907
caf,2019,13.94619
caf,2020,13.60381
can,2000,77.57493
can,2001,77.57581
can,2002,77.57602
can,2003,78.02878
can,2004,78.48156
can,2005,78.88576
can,2006,79.28069
can,2007,79.67517
can,2008,80.06895
can,2009,80.46202
can,2010,80.8544
can,2011,81.24601
can,2012,81.63655
can,2013,82.02637
can,2014,82.41548
can,2015,82.80388
can,2016,83.19157
can,2017,83.57858
can,2018,83.97367
can,2019,84.36813
can,2020,84.36839
chanisl,2009,81.5
chanisl,2010,81.5
chanisl,2011,81.5
chanisl,2012,81.5
chanisl,2013,81.5
chanisl,2014,81.5
chanisl,2015,81.5
chanisl,2016,81.5
chanisl,2017,81.5
che,2000,99.61507
che,2001,99.61498
che,2002,99.61526
che,2003,99.61554
che,2004,99.61581
che,2005,99.61608
che,2006,99.61637
che,2007,99.61664
che,2008,99.61692
che,2009,99.61719
che,2010,99.61747
che,2011,99.62058
che,2012,99.62367
che,2013,99.62674
che,2014,99.62982
che,2015,99.63289
che,2016,99.63595
che,2017,99.63775
che,2018,99.63811
che,2019,99.63863
che,2020,99.65156
chl,2000,50.9302
chl,2001,51.18679
chl,2002,51.43396
chl,2003,51.65471
chl,2004,53.21929
chl,2005,54.79561
chl,2006,56.38404
chl,2007,57.9843
chl,2008,59.59664
chl,2009,61.22076
chl,2010,62.85663
chl,2011,64.50453
chl,2012,66.16412
chl,2013,67.83556
chl,2014,69.51882
chl,2015,71.18452
chl,2016,72.75744
chl,2017,74.37181
chl,2018,75.70739
chl,2019,77.15227
chl,2020,78.6014
chn,2000,13.12912
chn,2001,13.49135
chn,2002,14.3652
chn,2003,16.47116
chn,2004,18.73691
chn,2005,21.15727
chn,2006,23.71608
chn,2007,26.41296
chn,2008,29.25111
chn,2009,32.22411
chn,2010,35.3294
chn,2011,38.53874
chn,2012,41.8574
chn,2013,45.29027
chn,2014,48.83495
chn,2015,52.48635
chn,2016,56.24054
chn,2017,60.09073
chn,2018,64.02449
chn,2019,68.03606
chn,2020,69.65581
cod,2000,22.25011
cod,2001,21.82641
cod,2002,21.40743
cod,2003,20.99323
cod,2004,20.58385
cod,2005,20.17927
cod,2006,19.68033
cod,2007,19.18955
cod,2008,18.70702
cod,2009,18.16511
cod,2010,17.63047
cod,2011,17.10315
cod,2012,16.58317
cod,2013,16.07057
cod,2014,15.56537
cod,2015,15.06762
cod,2016,14.57732
cod,2017,14.09449
cod,2018,13.61916
cod,2019,13.15133
cod,2020,12.69103
col,2000,15.16006
col,2001,15.32835
col,2002,15.49542
col,2003,15.66127
col,2004,15.82595
col,2005,15.98946
col,2006,16.1518
col,2007,16.31306
col,2008,16.47318
col,2009,16.63217
col,2010,16.79012
col,2011,16.94704
col,2012,17.10288
col,2013,17.25773
col,2014,17.41162
col,2015,17.56448
col,2016,17.71633
col,2017,17.86728
col,2018,18.01735
col,2019,18.16657
col,2020,18.31488
cri,2000,38.85099
cri,2001,38.62664
cri,2002,38.39469
cri,2003,38.15527
cri,2004,37.9085
cri,2005,37.65452
cri,2006,37.39354
cri,2007,37.12573
cri,2008,36.43553
cri,2009,35.77657
cri,2010,35.12156
cri,2011,34.47217
cri,2012,33.83103
cri,2013,33.23164
cri,2014,32.65022
cri,2015,32.08355
cri,2016,31.53312
cri,2017,31.00046
cri,2018,30.48678
cri,2019,30.33322
cri,2020,30.20444
cub,2000,40.3663
cub,2001,40.22397
cub,2002,40.08201
cub,2003,39.95512
cub,2004,39.84334
cub,2005,39.53911
cub,2006,39.23084
cub,2007,38.91854
cub,2008,38.60225
cub,2009,38.28221
cub,2010,37.95822
cub,2011,37.79737
cub,2012,37.6413
cub,2013,37.49971
cub,2014,37.3653
cub,2015,37.23542
cub,2016,37.11058
cub,2017,36.9881
cub,2018,36.86822
cub,2019,36.75135
cub,2020,36.63753
cyp,2000,76.13447
cyp,2001,76.17387
cyp,2002,76.14945
cyp,2003,76.19498
cyp,2004,76.2407
cyp,2005,76.28758
cyp,2006,76.33498
cyp,2007,76.38324
cyp,2008,76.43233
cyp,2009,76.48196
cyp,2010,76.53245
cyp,2011,76.58349
cyp,2012,76.63538
cyp,2013,76.69428
cyp,2014,76.75915
cyp,2015,76.83066
cyp,2016,76.90836
cyp,2017,76.99207
cyp,2018,77.08134
cyp,2019,77.07995
cyp,2020,77.0844
cze,2000,66.95266
cze,2001,67.38589
cze,2002,67.81906
cze,2003,68.25224
cze,2004,69.29846
cze,2005,70.35243
cze,2006,71.41412
cze,2007,72.56576
cze,2008,73.76435
cze,2009,74.97167
cze,2010,76.18772
cze,2011,77.41249
cze,2012,78.64589
cze,2013,79.8879
cze,2014,80.5324
cze,2015,81.3165
cze,2016,82.45526
cze,2017,83.60172
cze,2018,84.22885
cze,2019,84.71664
cze,2020,85.20442
deu,2000,95.79906
deu,2001,95.81333
deu,2002,95.82752
deu,2003,95.84165
deu,2004,95.93243
deu,2005,96.02317
deu,2006,96.11382
deu,2007,96.2045
deu,2008,96.29508
deu,2009,96.38563
deu,2010,96.47615
deu,2011,96.56663
deu,2012,96.64419
deu,2013,96.72175
deu,2014,96.79931
deu,2015,96.87687
deu,2016,96.95543
deu,2017,97.03491
deu,2018,97.11539
deu,2019,97.11994
deu,2020,97.12541
dji,2000,24.85121
dji,2001,24.85959
dji,2002,24.86796
dji,2003,24.87633
dji,2004,24.8847
dji,2005,25.70527
dji,2006,26.52365
dji,2007,27.33967
dji,2008,28.1533
dji,2009,28.96436
dji,2010,29.77495
dji,2011,30.58512
dji,2012,31.39471
dji,2013,32.20397
dji,2014,33.01251
dji,2015,33.82096
dji,2016,34.62876
dji,2017,35.43613
dji,2018,36.24307
dji,2019,37.0496
dji,2020,37.08002
dnk,2000,86.80214
dnk,2001,86.80214
dnk,2002,86.80214
dnk,2003,86.80214
dnk,2004,86.80214
dnk,2005,86.80214
dnk,2006,86.80214
dnk,2007,86.80214
dnk,2008,87.25316
dnk,2009,87.70534
dnk,2010,88.1587
dnk,2011,88.61322
dnk,2012,89.06892
dnk,2013,89.52578
dnk,2014,89.98381
dnk,2015,90.44301
dnk,2016,90.90338
dnk,2017,91.36492
dnk,2018,91.65793
dnk,2019,91.8892
dnk,2020,91.8892
dza,2000,21.51472
dza,2001,21.35187
dza,2002,21.18795
dza,2003,21.02309
dza,2004,20.85729
dza,2005,20.69067
dza,2006,20.52314
dza,2007,20.35483
dza,2008,20.18564
dza,2009,20.01638
dza,2010,19.84679
dza,2011,19.67709
dza,2012,19.44541
dza,2013,19.21418
dza,2014,18.98335
dza,2015,18.75313
dza,2016,18.52347
dza,2017,18.29458
dza,2018,18.06639
dza,2019,17.83906
dza,2020,17.61259
ecu,2000,39.93561
ecu,2001,39.98472
ecu,2002,40.0313
ecu,2003,40.07814
ecu,2004,40.11988
ecu,2005,40.28829
ecu,2006,40.45062
ecu,2007,40.60666
ecu,2008,40.75658
ecu,2009,40.90037
ecu,2010,41.03788
ecu,2011,41.17478
ecu,2012,41.31048
ecu,2013,41.44122
ecu,2014,41.5672
ecu,2015,41.68797
ecu,2016,41.80394
ecu,2017,41.81091
ecu,2018,41.75379
ecu,2019,41.69899
ecu,2020,41.63194
egy,2000,54.15661
egy,2001,54.11881
egy,2002,54.08016
egy,2003,54.04065
egy,2004,54.76756
egy,2005,55.497
egy,2006,56.22897
egy,2007,56.9568
egy,2008,57.68365
egy,2009,58.41386
egy,2010,59.14713
egy,2011,59.88376
egy,2012,60.61885
egy,2013,61.35766
egy,2014,62.09993
egy,2015,62.86468
egy,2016,63.71986
egy,2017,64.58176
egy,2018,65.45013
egy,2019,66.32486
egy,2020,67.06103
esp,2000,94.01193
esp,2001,93.82762
esp,2002,93.64321
esp,2003,93.45875
esp,2004,93.38161
esp,2005,93.57244
esp,2006,93.7632
esp,2007,93.95388
esp,2008,94.14448
esp,2009,94.33501
esp,2010,94.52546
esp,2011,94.71583
esp,2012,94.90613
esp,2013,95.09635
esp,2014,95.28645
esp,2015,95.47631
esp,2016,95.6661
esp,2017,95.66605
esp,2018,95.66578
esp,2019,95.6655
esp,2020,95.66522
est,2000,92.56735
est,2001,92.5738
est,2002,92.57887
est,2003,92.5458
est,2004,92.57174
est,2005,92.59557
est,2006,92.61824
est,2007,92.63976
est,2008,92.66013
est,2009,92.67935
est,2010,92.69743
est,2011,92.71436
est,2012,92.73002
est,2013,92.74418
est,2014,92.75691
est,2015,92.82389
est,2016,92.88955
est,2017,92.95387
est,2018,93.0067
est,2019,93.06132
est,2020,93.06073
eth,2000,2.11691
eth,2001,2.37765
eth,2002,2.62715
eth,2003,2.87635
eth,2004,3.11854
eth,2005,3.35594
eth,2006,3.5887
eth,2007,3.81859
eth,2008,4.06397
eth,2009,4.3051
eth,2010,4.54242
eth,2011,4.77578
eth,2012,5.00548
eth,2013,5.22465
eth,2014,5.44
eth,2015,5.65499
eth,2016,5.86649
eth,2017,6.07436
eth,2018,6.27905
eth,2019,6.48069
eth,2020,6.67927
fin,2000,79.98953
fin,2001,80.24643
fin,2002,80.50333
fin,2003,80.76023
fin,2004,81.01713
fin,2005,81.27403
fin,2006,81.53093
fin,2007,81.78783
fin,2008,82.04473
fin,2009,82.30163
fin,2010,82.55852
fin,2011,82.81539
fin,2012,83.07227
fin,2013,83.32916
fin,2014,83.58607
fin,2015,83.84297
fin,2016,84.09988
fin,2017,84.09987
fin,2018,84.09987
fin,2019,84.09987
fin,2020,84.09986
fra,2000,79.23592
fra,2001,79.23756
fra,2002,79.2392
fra,2003,79.19956
fra,2004,79.15988
fra,2005,79.12016
fra,2006,79.08039
fra,2007,79.04059
fra,2008,79.00073
fra,2009,78.96082
fra,2010,78.92086
fra,2011,78.88084
fra,2012,78.84078
fra,2013,78.80067
fra,2014,78.7605
fra,2015,78.72029
fra,2016,78.68002
fra,2017,78.63971
fra,2018,78.59935
fra,2019,78.58912
fra,2020,78.58848
gbr,2000,97.74101
gbr,2001,97.74638
gbr,2002,97.76231
gbr,2003,97.77802
gbr,2004,97.79362
gbr,2005,97.80901
gbr,2006,97.82428
gbr,2007,97.85022
gbr,2008,97.87606
gbr,2009,97.90169
gbr,2010,97.92716
gbr,2011,97.95247
gbr,2012,97.97774
gbr,2013,97.99806
gbr,2014,98.01222
gbr,2015,98.02628
gbr,2016,98.04029
gbr,2017,98.05413
gbr,2018,98.06786
gbr,2019,98.08154
gbr,2020,98.09506
geo,2000,47.90429
geo,2001,47.28736
geo,2002,46.59433
geo,2003,45.8422
geo,2004,45.13658
geo,2005,44.42892
geo,2006,43.719
geo,2007,43.0068
geo,2008,42.29247
geo,2009,41.57599
geo,2010,40.85714
geo,2011,40.13609
geo,2012,39.41262
geo,2013,38.68707
geo,2014,37.95905
geo,2015,37.22873
geo,2016,36.49444
geo,2017,35.75669
geo,2018,35.01946
geo,2019,34.72228
geo,2020,34.41873
gha,2000,4.3655
gha,2001,4.42702
gha,2002,4.88517
gha,2003,5.34661
gha,2004,5.81113
gha,2005,6.27819
gha,2006,6.74747
gha,2007,7.21855
gha,2008,7.691
gha,2009,8.16436
gha,2010,8.63831
gha,2011,9.11239
gha,2012,9.58621
gha,2013,10.05937
gha,2014,10.53152
gha,2015,11.00233
gha,2016,11.47146
gha,2017,11.93857
gha,2018,12.40336
gha,2019,12.86555
gha,2020,13.3248
gmb,2000,43.21158
gmb,2001,41.9199
gmb,2002,40.65349
gmb,2003,39.48928
gmb,2004,38.37627
gmb,2005,37.78688
gmb,2006,37.20199
gmb,2007,36.62069
gmb,2008,36.04195
gmb,2009,35.46547
gmb,2010,34.88985
gmb,2011,34.31439
gmb,2012,33.73795
gmb,2013,33.1599
gmb,2014,32.57912
gmb,2015,31.99443
gmb,2016,31.40456
gmb,2017,30.8082
gmb,2018,30.20407
gmb,2019,29.59087
gmb,2020,28.96716
gnb,2000,3.26293
gnb,2001,3.63196
gnb,2002,4.00465
gnb,2003,4.38086
gnb,2004,4.76069
gnb,2005,5.16717
gnb,2006,5.58081
gnb,2007,6.00149
gnb,2008,6.42939
gnb,2009,6.86437
gnb,2010,7.30697
gnb,2011,7.75705
gnb,2012,8.21483
gnb,2013,8.68028
gnb,2014,9.15363
gnb,2015,9.63498
gnb,2016,10.12428
gnb,2017,10.62162
gnb,2018,11.12725
gnb,2019,11.64112
gnb,2020,12.16331
grc,2000,77.26847
grc,2001,77.87126
grc,2002,78.52454
grc,2003,79.18024
grc,2004,79.83882
grc,2005,80.49947
grc,2006,81.16239
grc,2007,81.82779
grc,2008,82.49565
grc,2009,83.16534
grc,2010,83.83711
grc,2011,84.54404
grc,2012,85.37911
grc,2013,86.21128
grc,2014,87.04057
grc,2015,87.83493
grc,2016,88.61573
grc,2017,89.39439
grc,2018,90.17118
grc,2019,90.94586
grc,2020,91.71871
grl,2000,85.91057
grl,2001,85.91056
grl,2002,85.91056
grl,2003,85.91056
grl,2004,85.91056
grl,2005,85.91056
grl,2006,85.91056
grl,2007,85.91056
grl,2008,86.13351
grl,2009,86.75119
grl,2010,87.37089
grl,2011,87.99264
grl,2012,88.61643
grl,2013,89.24225
grl,2014,89.87011
grl,2015,90.50001
grl,2016,91.13196
grl,2017,91.42667
grl,2018,91.65794
grl,2019,91.88921
grl,2020,91.88921
hkg,2000,86.10845
hkg,2001,86.10845
hkg,2002,86.10845
hkg,2003,86.10845
hkg,2004,86.09748
hkg,2005,86.0865
hkg,2006,86.07553
hkg,2007,86.06456
hkg,2008,86.05358
hkg,2009,86.04261
hkg,2010,86.03164
hkg,2011,86.02067
hkg,2012,86.00969
hkg,2013,85.99872
hkg,2014,85.98775
hkg,2015,85.97677
hkg,2016,85.9658
hkg,2017,85.95483
hkg,2018,85.94385
hkg,2019,85.93288
hkg,2020,85.92191
hnd,2000,40.04917
hnd,2001,40.75285
hnd,2002,41.42016
hnd,2003,42.06864
hnd,2004,42.69954
hnd,2005,43.24886
hnd,2006,43.7791
hnd,2007,44.29078
hnd,2008,44.78384
hnd,2009,45.25912
hnd,2010,45.71609
hnd,2011,46.15566
hnd,2012,46.57726
hnd,2013,46.98211
hnd,2014,47.36962
hnd,2015,47.74142
hnd,2016,48.15783
hnd,2017,48.55904
hnd,2018,48.94553
hnd,2019,49.31748
hnd,2020,49.6751
hrv,2000,77.87474
hrv,2001,77.92699
hrv,2002,77.98583
hrv,2003,78.04492
hrv,2004,78.10378
hrv,2005,78.16266
hrv,2006,78.22155
hrv,2007,78.28044
hrv,2008,78.33935
hrv,2009,78.39827
hrv,2010,78.45721
hrv,2011,78.51591
hrv,2012,78.10613
hrv,2013,76.82368
hrv,2014,75.54176
hrv,2015,74.25955
hrv,2016,72.97693
hrv,2017,71.69354
hrv,2018,70.39226
hrv,2019,69.08965
hrv,2020,67.78555
hun,2000,63.88116
hun,2001,63.58014
hun,2002,63.28748
hun,2003,62.99622
hun,2004,64.56172
hun,2005,66.18058
hun,2006,67.85383
hun,2007,69.57845
hun,2008,71.35379
hun,2009,73.17911
hun,2010,75.04872
hun,2011,76.9663
hun,2012,78.91965
hun,2013,80.91433
hun,2014,82.95393
hun,2015,85.03814
hun,2016,86.09336
hun,2017,86.90457
hun,2018,87.72221
hun,2019,87.7511
hun,2020,87.78049
ind,2000,6.58262
ind,2001,7.84783
ind,2002,9.16858
ind,2003,11.04516
ind,2004,13.37748
ind,2005,15.32112
ind,2006,17.27039
ind,2007,19.28393
ind,2008,21.3068
ind,2009,23.33864
ind,2010,25.37939
ind,2011,27.42892
ind,2012,29.4872
ind,2013,31.55352
ind,2014,33.62723
ind,2015,35.70762
ind,2016,37.79397
ind,2017,39.88551
ind,2018,41.89591
ind,2019,43.90429
ind,2020,45.90966
irl,2000,53.92024
irl,2001,55.44309
irl,2002,56.97817
irl,2003,58.57257
irl,2004,60.18642
irl,2005,61.81639
irl,2006,63.46257
irl,2007,65.12448
irl,2008,66.79926
irl,2009,68.48681
irl,2010,70.18702
irl,2011,71.89985
irl,2012,73.62523
irl,2013,75.45353
irl,2014,77.29145
irl,2015,79.13884
irl,2016,80.9959
irl,2017,82.4533
irl,2018,82.65621
irl,2019,82.77712
irl,2020,82.89899
irq,2000,32.89814
irq,2001,33.41117
irq,2002,33.92284
irq,2003,34.43314
irq,2004,34.94208
irq,2005,35.41874
irq,2006,35.89458
irq,2007,36.3695
irq,2008,36.84355
irq,2009,37.43362
irq,2010,38.02677
irq,2011,38.6247
irq,2012,39.2295
irq,2013,39.8413
irq,2014,40.46022
irq,2015,41.08641
irq,2016,41.71972
irq,2017,42.36034
irq,2018,42.88862
irq,2019,43.1273
irq,2020,42.87732
isl,2000,41.85407
isl,2001,43.87972
isl,2002,45.91825
isl,2003,47.96902
isl,2004,50.03245
isl,2005,52.10876
isl,2006,54.19795
isl,2007,56.30002
isl,2008,58.41498
isl,2009,60.54282
isl,2010,62.68396
isl,2011,64.83843
isl,2012,67.00582
isl,2013,69.21236
isl,2014,71.59272
isl,2015,73.98601
isl,2016,76.39219
isl,2017,78.81125
isl,2018,81.2432
isl,2019,83.68803
isl,2020,83.68756
isr,2000,79.81501
isr,2001,80.5732
isr,2002,81.33141
isr,2003,82.08964
isr,2004,82.84792
isr,2005,83.6062
isr,2006,84.36452
isr,2007,85.12285
isr,2008,85.88121
isr,2009,86.63961
isr,2010,87.39807
isr,2011,88.15399
isr,2012,88.91001
isr,2013,89.66615
isr,2014,90.42239
isr,2015,91.17874
isr,2016,91.9352
isr,2017,92.6918
isr,2018,93.44852
isr,2019,94.20535
isr,2020,94.96233
ita,2000,95.64219
ita,2001,95.64345
ita,2002,95.64555
ita,2003,95.64804
ita,2004,95.65491
ita,2005,95.66174
ita,2006,95.66858
ita,2007,95.67542
ita,2008,95.68226
ita,2009,95.68908
ita,2010,95.69592
ita,2011,95.70274
ita,2012,95.71214
ita,2013,95.7227
ita,2014,95.73321
ita,2015,95.74373
ita,2016,95.75418
ita,2017,95.76461
ita,2018,95.77078
ita,2019,95.77703
ita,2020,95.7834
jor,2000,75.57301
jor,2001,75.52049
jor,2002,75.54991
jor,2003,75.60138
jor,2004,75.72233
jor,2005,76.2919
jor,2006,76.95677
jor,2007,77.58259
jor,2008,78.18984
jor,2009,78.75557
jor,2010,79.28402
jor,2011,79.77652
jor,2012,80.23583
jor,2013,80.6626
jor,2014,81.06033
jor,2015,81.27479
jor,2016,81.48468
jor,2017,81.68932
jor,2018,81.88885
jor,2019,82.08367
jor,2020,82.27368
jpn,2000,73.03259
jpn,2001,73.48014
jpn,2002,73.92285
jpn,2003,74.36134
jpn,2004,74.79734
jpn,2005,75.23085
jpn,2006,75.66188
jpn,2007,76.09041
jpn,2008,76.51646
jpn,2009,76.94002
jpn,2010,77.3611
jpn,2011,77.77969
jpn,2012,78.1958
jpn,2013,78.60943
jpn,2014,79.02057
jpn,2015,79.42923
jpn,2016,79.83541
jpn,2017,80.23912
jpn,2018,80.64034
jpn,2019,81.03379
jpn,2020,81.42986
kgz,2000,85.08257
kgz,2001,85.20175
kgz,2002,85.60937
kgz,2003,86.01393
kgz,2004,86.41518
kgz,2005,86.90392
kgz,2006,87.383
kgz,2007,87.85392
kgz,2008,88.32242
kgz,2009,88.78838
kgz,2010,89.24916
kgz,2011,89.70461
kgz,2012,90.15458
kgz,2013,90.5993
kgz,2014,91.03862
kgz,2015,91.47253
kgz,2016,91.84632
kgz,2017,92.03139
kgz,2018,92.21204
kgz,2019,92.38868
kgz,2020,92.46858
kir,2000,16.00249
kir,2001,16.81369
kir,2002,17.5782
kir,2003,18.34269
kir,2004,19.10705
kir,2005,19.76195
kir,2006,20.45137
kir,2007,21.16329
kir,2008,21.69739
kir,2009,22.21375
kir,2010,22.7122
kir,2011,23.19251
kir,2012,23.65445
kir,2013,24.09765
kir,2014,24.52204
kir,2015,24.92737
kir,2016,25.31323
