geo,time,nv_agr_totl_cd
cze,2012,4701774996.80756
cze,2013,5005880424.27624
cze,2014,5052776105.02228
cze,2015,4157812896.9968
cze,2016,4096290562.91108
cze,2017,4498524148.35518
cze,2018,4821279418.92705
cze,2019,4699538859.03041
cze,2020,4699949375.81456
deu,1991,20586918090.7484
deu,1992,21431433938.6349
deu,1993,19917189163.6105
deu,1994,21511389658.9129
deu,1995,25740412174.1504
deu,1996,26025474395.633
deu,1997,22814121362.5085
deu,1998,21837279093.031
deu,1999,21036295528.1854
deu,2000,19378314890.9804
deu,2001,21081327819.6851
deu,2002,18716686322.353
deu,2003,20820138178.0392
deu,2004,26766290048.6487
deu,2005,20695441680.9338
deu,2006,22088494503.5294
deu,2007,26680466467.4511
deu,2008,31397687746.875
deu,2009,23719669866.4062
deu,2010,27323020500.0001
deu,2011,34119607159.5331
deu,2012,29907310703.9063
deu,2013,35196456157.255
deu,2014,35178700768.6273
deu,2015,22989107093.75
deu,2016,24234536752.5292
deu,2017,31436767778.8236
deu,2018,27404049400
deu,2019,30289621811.7647
deu,2020,28283060049.8055
dji,2013,24409045.63895
dji,2014,27183056.5887
dji,2015,27906932.77666
dji,2016,31862978.48875
dji,2017,37763440.44879
dji,2018,44101550.18259
dji,2019,42279753.09615
dji,2020,44266901.49166
dma,1977,11321703.7037
dma,1978,14759706.2963
dma,1979,12415413.7037
dma,1980,15624089.62963
dma,1981,17140217.40741
dma,1982,17566008.51852
dma,1983,18511399.62963
dma,1984,19943293.33333
dma,1985,21961909.62963
dma,1986,27191172.59259
dma,1987,30004988.51852
dma,1988,32290052.96296
dma,1989,28679312.96296
dma,1990,32918518.51852
dma,1991,34462962.96296
dma,1992,34692592.59259
dma,1993,34766666.66667
dma,1994,38085185.18519
dma,1995,33400000
dma,1996,37914814.81481
dma,1997,38007407.40741
dma,1998,38900000
dma,1999,40266666.66667
dma,2000,39696296.2963
dma,2001,38425925.92593
dma,2002,36118518.51852
dma,2003,37896296.2963
dma,2004,41118518.51852
dma,2005,41844444.44444
dma,2006,40981481.48148
dma,2007,44018518.51852
dma,2008,52988888.88889
dma,2009,61388888.88889
dma,2010,56622222.22222
dma,2011,62633333.33333
dma,2012,58414814.81481
dma,2013,69685185.18519
dma,2014,69992592.59259
dma,2015,76003703.7037
dma,2016,93762962.96296
dma,2017,69914814.81481
dma,2018,61155555.55556
dma,2019,73281481.48148
dma,2020,76418518.51852
dnk,1966,798142817.01368
dnk,1967,751541209.50491
dnk,1968,729874800
dnk,1969,866552933.33333
dnk,1970,786211200
dnk,1971,869905336.43941
dnk,1972,1111862489.74717
dnk,1973,1621422927.51467
dnk,1974,1761432016.93219
dnk,1975,1786657791.23595
dnk,1976,1915465177.83292
dnk,1977,2321732409.38166
dnk,1978,2842504624.08878
dnk,1979,2795918646.64512
dnk,1980,2898076970.8476
dnk,1981,2679007215.65545
dnk,1982,2810700998.51183
dnk,1983,2444755166.75779
dnk,1984,2750392696.44478
dnk,1985,2643793930.01397
dnk,1986,3415085650.72303
dnk,1987,3776453225.73571
dnk,1988,3653735274.45592
dnk,1989,3935683565.42913
dnk,1990,4544696861.97201
dnk,1991,4218121003.67388
dnk,1992,4269075230.69532
dnk,1993,3855013494.96445
dnk,1994,4061703927.30246
dnk,1995,5276214301.01385
dnk,1996,5240001552.07202
dnk,1997,4576404118.40412
dnk,1998,3795773489.73257
dnk,1999,3454288007.79794
dnk,2000,3532455122.4159
dnk,2001,3855311313.50026
dnk,2002,3181700254.60119
dnk,2003,3513059945.04911
dnk,2004,4078593580.47771
dnk,2005,3029853090.76356
dnk,2006,3296146835.27275
dnk,2007,3751358451.05351
dnk,2008,3031099036.8961
dnk,2009,2677831707.36257
dnk,2010,3870088859.05682
dnk,2011,4513782094.94432
dnk,2012,5413423638.90729
dnk,2013,4473907148.32411
dnk,2014,4880004929.50218
dnk,2015,2898337401.06102
dnk,2016,3009548116.21708
dnk,2017,4333516836.06772
dnk,2018,3663222560.45653
dnk,2019,4247297359.91747
dnk,2020,4651640935.62638
dom,1965,206400000
dom,1966,215600000
dom,1967,210400000
dom,1968,219300000
dom,1969,262100000
dom,1970,345200000
dom,1971,370600000
dom,1972,409000000
dom,1973,521200000
dom,1974,648100000
dom,1975,772800000
dom,1976,752700000
dom,1977,920500000
dom,1978,886300000
dom,1979,1026800000
dom,1980,1336000000
dom,1981,1350000000
dom,1982,1411000100
dom,1983,1484999900
dom,1984,1915000100
dom,1985,660862269.48532
dom,1986,1063251041.55907
dom,1987,691583463.37911
dom,1988,846298601.22699
dom,1989,924607145.11041
dom,1990,949487009.25481
dom,1991,1228625330.99023
dom,1992,1394135696
dom,1993,1410332088
dom,1994,1463663512.14254
dom,1995,1632920947.94095
dom,1996,1677032148.75584
dom,1997,1830458235.45791
dom,1998,1948725894.53925
dom,1999,1731311953.72101
dom,2000,1632941241.54127
dom,2001,1791488299.08334
dom,2002,1846739816.97266
dom,2003,1432695917.603
dom,2004,1567137738.10347
dom,2005,2580255204.27437
dom,2006,2598073954.95496
dom,2007,2862840823.1063
dom,2008,3048959011.74072
dom,2009,2961949741.32587
dom,2010,3262557419.21116
dom,2011,3271055952.59349
dom,2012,3277466774.15991
dom,2013,3325204763.78471
dom,2014,3488959471.59223
dom,2015,3903174274.89982
dom,2016,4169265784.42355
dom,2017,4274025158.62197
dom,2018,4404205051.50475
dom,2019,4649218711.80176
dom,2020,4763384971.11872
dza,1999,5402507589.31053
dza,2000,4599680041.66899
dza,2001,5337291976.94748
dza,2002,5236132672.53918
dza,2003,6657820272.62743
dza,2004,8055803032.44769
dza,2005,7937300327.66392
dza,2006,8827460610.6824
dza,2007,10218609833.113
dza,2008,11263262045.0027
dza,2009,12820128456.0769
dza,2010,13648522571.4516
dza,2011,16222238369.901
