geo,time,cm_mkt_trad_cd
ita,1983,3871700000
ita,1984,4045400000
ita,1985,13714280000
ita,1986,38351200000
ita,1987,32379400000
ita,1988,31604400000
ita,1989,42033300000
ita,1990,42170000000
ita,1991,23433200000
ita,1992,27632100000
ita,1993,65943300000
ita,1994,119347400000
ita,1995,87085100000
ita,1996,102544800000
ita,1997,203132300000
ita,1998,485934800000
ita,1999,535981000000
ita,2000,989553600000
ita,2001,599668800000
ita,2002,576460100000
ita,2003,732470860000
ita,2004,900204160000
ita,2005,1054772710000
ita,2006,1208950290000
ita,2007,2213561990000
ita,2008,1384425960000
ita,2009,926817220000
ita,2010,665858470000
ita,2011,846602000000
ita,2012,782606000000
ita,2013,769991000000
ita,2014,2055661000000
jam,1993,293300000
jam,1994,161400000
jam,1995,97690000
jam,1996,136160000
jam,1997,132210000
jam,1998,55710000
jam,1999,53850000
jam,2000,76300000
jam,2001,124000000
jam,2002,153200000
jam,2011,256040000
jam,2012,716400000
jam,2013,71000000
jam,2014,125200000
jam,2015,612930000
jam,2016,407580000
jam,2017,342180000
jam,2018,562590000
jam,2019,784870000
jam,2020,45170000
jor,1993,1325900000
jor,1994,703200000
jor,1995,591000000
jor,1996,350200000
jor,1997,500900000
jor,1998,652200000
jor,1999,548500000
jor,2000,471400000
jor,2001,943400000
jor,2002,1339200000
jor,2003,2616600000
jor,2004,5350200000
jor,2005,23815600000
jor,2006,19557200000
jor,2007,17427100000
jor,2008,27192780000
jor,2009,12905330000
jor,2010,8597360000
jor,2011,3897390000
jor,2012,2729780000
jor,2013,3427410000
jor,2014,3092270000
jor,2015,3554980000
jor,2016,2584523809.52381
jor,2017,2334520769.77534
jor,2018,2363596614.95063
jor,2019,1684920000
jor,2020,1473000000
jpn,1975,60212610000
jpn,1976,92171480000
jpn,1977,102827000000
jpn,1978,194034000000
jpn,1979,166261260000
jpn,1980,180196400000
jpn,1981,256454360000
jpn,1982,175097550000
jpn,1983,272156880000
jpn,1984,320277200000
jpn,1985,455099560000
jpn,1986,1155995930000
jpn,1987,2014249660000
jpn,1988,2542913790000
jpn,1989,2609244310000
jpn,1990,1540570390000
jpn,1991,1030891100000
jpn,1992,606281820000
jpn,1993,909672500000
jpn,1994,1069508520000
jpn,1995,1144393100000
jpn,1996,1189212200000
jpn,1997,1042327000000
jpn,1998,1045479810000
jpn,1999,2028693270000
jpn,2000,2481024210000
jpn,2001,1701945370000
jpn,2002,1732589850000
jpn,2003,2327856190000
jpn,2004,3457685670000
jpn,2005,4337679650000
jpn,2006,5498545140000
jpn,2007,6585830110000
jpn,2008,6208708320000
jpn,2009,3868144490000
jpn,2010,4270296890000
jpn,2011,4310282370000
jpn,2012,3346412600000
jpn,2013,6083165810000
jpn,2014,4844710410000
jpn,2015,5571527250000
jpn,2016,5230238447398.79004
jpn,2017,5778429302687.50977
jpn,2018,6304085320533.7998
jpn,2019,5097597060000
jpn,2020,6337219210000
kaz,2002,30000000
kaz,2003,438450000
kaz,2004,1016410000
kaz,2005,1040850000
kaz,2006,2438560000
kaz,2007,9005240000
kaz,2008,3740720000
kaz,2009,4265280000
kaz,2010,526360000
kaz,2011,545740000
kaz,2012,1123000000
kaz,2013,700900000
kaz,2014,861600000
kaz,2015,2656490000
kaz,2016,741676553.59968
kaz,2017,785262029.07179
kaz,2018,1271300312.10627
kaz,2019,345400000
kaz,2020,391260000
ken,1993,12100000
ken,1994,68600000
ken,1995,59850000
ken,1996,71180000
ken,1997,97490000
ken,1998,74200000
ken,1999,48500000
ken,2000,37800000
ken,2001,39300000
ken,2002,37380000
ken,2003,200000000
ken,2004,283840000
ken,2005,504120000
ken,2006,1364270000
ken,2007,1127770000
ken,2008,742200000
ken,2009,198340000
ken,2010,793530000
ken,2011,917250000
ken,2012,1008100000
ken,2013,1804700000
ken,2014,1010900000
ken,2015,683050000
ken,2016,815820000
ken,2019,472010000
ken,2020,484040000
kor,1979,2700000000
kor,1980,1866300000
kor,1981,3617700000
kor,1982,2635550000
kor,1983,2203140000
kor,1984,3768630000
kor,1985,4067180000
kor,1986,11142330000
kor,1987,25866350000
kor,1988,84959278000
kor,1989,119481390000
kor,1990,74616040000
kor,1991,82543250000
kor,1992,115175330000
kor,1993,210539070000
kor,1994,286829400000
kor,1995,184227050000
kor,1996,177506200000
kor,1997,170825900000
kor,1998,160370260000
kor,1999,764683790000
kor,2000,495365930000
kor,2001,374013950000
kor,2002,580979270000
kor,2003,457213710000
kor,2004,525823420000
kor,2005,1199717440000
kor,2006,1339271820000
kor,2007,1917885830000
kor,2008,1187222280000
kor,2009,1685458380000
kor,2010,1629753530000
kor,2011,1934405350000
kor,2012,1584674350000
kor,2013,1329851670000
kor,2014,1283699570000
kor,2015,1843731080000
kor,2016,1600850346071.08008
kor,2017,2011934132826.62964
kor,2018,2455740148431.66943
kor,2019,1927828750000
kor,2020,5190693110000
kwt,1993,2588200000
kwt,1994,1925700000
kwt,1995,6173400000
kwt,1996,17790000000
kwt,1997,32985910000
kwt,1998,9270560000
kwt,2001,1165490000
kwt,2002,2230000000
kwt,2003,5610000000
kwt,2004,48454400000
kwt,2005,92368280000
kwt,2006,57196160000
kwt,2011,21400000000
kwt,2012,21764200000
kwt,2013,40330800000
kwt,2015,26892110000
kwt,2019,3692900000
kwt,2020,13167270000
lbn,1996,67090000
lbn,1997,639730000
lbn,1998,328350000
lbn,1999,86200000
lbn,2000,116360000
lbn,2001,52600000
lbn,2002,117660000
lbn,2003,124010000
lbn,2004,188230000
lbn,2005,902100000
lbn,2006,2010570000
lbn,2007,967400000
lbn,2008,1711280000
lbn,2009,1040920000
lbn,2010,1877260000
lbn,2011,511490000
lbn,2012,408000000
lbn,2013,156900000
lbn,2014,624400000
lbn,2015,505220000
lbn,2016,902710000
lbn,2017,609983808.23673
lbn,2018,377171475.95357
lbn,2019,195970000
lbn,2020,232340000
lka,1993,377500000
lka,1994,695100000
lka,1995,85300000
lka,1996,58900000
lka,1997,309200000
lka,1998,281600000
lka,1999,208460000
lka,2000,133600000
lka,2001,130520000
lka,2002,315460000
lka,2003,720220000
lka,2004,558120000
lka,2005,1079860000
lka,2006,978630000
lka,2007,966270000
lka,2008,968470000
lka,2009,1245300000
lka,2010,4994900000
lka,2011,4795920000
lka,2012,1674450000
lka,2013,1532630000
lka,2014,2598450000
lka,2015,1793280000
lka,2016,1203803238.53586
lka,2017,2400646945.68048
lka,2018,1097423097.17621
lka,2019,942180000
lka,2020,1712700000
ltu,2003,203800000
ltu,2004,492900000
lux,1982,17000000
lux,1983,16010000
lux,1984,20140000
lux,1985,42250000
lux,1986,120310000
lux,1987,125450000
lux,1988,255120000
lux,1989,204500000
lux,1990,197250000
lux,1991,147450000
lux,1992,114210000
lux,1993,211240000
lux,1994,268840000
lux,1995,205310000
lux,1996,514100000
lux,1997,995520000
lux,1998,1548420000
lux,1999,951190000
lux,2000,1222420000
lux,2001,430950000
lux,2002,307290000
lux,2003,283010000
lux,2004,396490000
lux,2005,226700000
lux,2006,240370000
lux,2007,244010000
lux,2008,1790660000
lux,2009,280880000
lux,2010,177820000
lux,2011,122730000
lux,2012,114950000
lux,2013,119540000
lux,2014,110450000
lux,2015,95950000
lux,2016,70425208.8079
lux,2017,93543038.42357
lux,2018,79466636.14513
lux,2019,48700000
lux,2020,47910000
lva,1995,20000
lva,1996,11800000
lva,1997,83100000
lva,1998,88700000
lva,1999,43000000
lva,2000,272700000
lva,2001,164100000
lva,2002,188500000
lva,2003,158200000
lva,2004,159200000
mar,1993,488000000
mar,1994,812700000
mar,1995,2446200000
mar,1996,2070600000
mar,1997,3167000000
mar,1998,5206900000
mar,1999,8365000000
mar,2000,3155900000
mar,2001,1733700000
mar,2002,998900000
mar,2003,2578500000
mar,2004,3928700000
mar,2005,7890600000
mar,2006,9859300000
mar,2007,23172000000
mar,2008,13766900000
mar,2009,7913100000
mar,2010,6098300000
mar,2011,4092520000
mar,2012,3492990000
mar,2013,3236760000
mar,2014,3039870000
mar,2015,2919000000
mar,2016,3177675707.78064
mar,2017,4227434946.6209
mar,2018,3901624195.78655
mar,2019,3260540000
mar,2020,3608980000
mex,1978,1336000000
mex,1979,4113270000
mex,1980,3219620000
mex,1981,4181000000
mex,1982,782100000
mex,1983,935950000
mex,1984,1835230000
mex,1985,3042600000
mex,1986,4007450000
mex,1987,10419890000
mex,1988,7672070000
mex,1989,13547450000
mex,1990,18537610000
mex,1991,31648500000
mex,1992,44155420000
mex,1993,62595530000
mex,1994,57168360000
mex,1995,34191800000
mex,1996,43122900000
mex,1997,51705040000
mex,1998,27960160000
mex,1999,34930700000
mex,2000,44700320000
mex,2001,53088620000
mex,2002,25436580000
mex,2003,23082300000
mex,2004,44231400000
mex,2005,54486860000
mex,2006,81840850000
mex,2007,117920480000
mex,2008,84860570000
mex,2009,77556620000
mex,2010,111120160000
mex,2011,99789260000
mex,2012,119686590000
mex,2013,163691860000
mex,2014,128035390000
mex,2015,103654060000
mex,2016,111895470585.112
mex,2017,109070965641.728
mex,2018,93796621057.56108
mex,2019,84702670000
mex,2020,82700820000
mlt,1998,35420000
mlt,1999,52700000
mlt,2000,185910000
mlt,2001,48860000
mlt,2002,54850000
mlt,2003,51110000
mlt,2004,100660000
mlt,2005,139480000
mlt,2006,270520000
mlt,2007,94590000
mlt,2008,68090000
mlt,2009,36470000
mlt,2010,48560000
mlt,2011,48770000
mlt,2012,44090000
mlt,2013,67360000
mlt,2014,61460000
mlt,2015,88800000
mlt,2016,73870539.10402
mlt,2017,105439585.1903
mlt,2018,98752432.18496
mlt,2019,100450000
mlt,2020,71670000
mne,2007,357020000
mne,2008,83270000
mne,2010,44400000
mne,2011,76590000
mne,2012,43510000
mus,1993,37520000
mus,1994,83450000
mus,1995,53540000
mus,1996,99190000
mus,1997,122160000
mus,1998,94470000
mus,1999,70810000
mus,2000,65420000
mus,2001,105350000
mus,2002,55030000
mus,2003,102660000
mus,2004,114100000
mus,2005,139800000
mus,2006,156870000
mus,2007,411780000
mus,2008,348680000
mus,2009,340260000
mus,2010,365000000
mus,2011,510030000
mus,2012,295840000
mus,2013,321260000
mus,2014,463330000
mus,2015,460790000
mus,2016,319568571.01741
mus,2017,449585432.5905
mus,2018,454998235.7409
mus,2019,373220000
mus,2020,310770000
mys,1980,2572600000
mys,1981,3103870000
mys,1982,1223970000
mys,1983,2999960000
mys,1984,2154930000
mys,1985,2399010000
mys,1986,1168600000
mys,1987,3810980000
mys,1988,2503230000
mys,1989,6606150000
mys,1990,10711640000
mys,1991,10684400000
mys,1992,18566190000
mys,1993,14162584000
mys,1994,11942760000
mys,1995,60129400000
mys,1996,25646550000
mys,1997,42592300000
mys,1998,26551930000
mys,1999,42056320000
mys,2000,52511580000
mys,2001,21032890000
mys,2002,25728420000
mys,2003,45712010000
mys,2004,54191340000
mys,2005,44644510000
mys,2006,69145410000
mys,2007,154640500000
mys,2008,82321320000
mys,2009,80838640000
mys,2010,114789300000
mys,2011,130317510000
mys,2012,123657190000
mys,2013,142164230000
mys,2014,142651430000
mys,2015,111481680000
mys,2016,98285417642.4668
mys,2017,137419329555.59599
mys,2018,135334927546.75
mys,2019,108620120000
mys,2020,248607740000
nam,1994,12200000
nam,1995,2990000
nam,1996,37710000
nam,1997,23100000
nam,1998,12980000
nam,1999,22380000
nam,2000,18520000
nam,2001,5200000
nam,2002,1620000
nam,2003,2740000
nam,2004,19880000
nam,2005,5520000
nam,2006,17300000
nam,2007,20480000
nam,2008,14650000
nam,2009,24990000
nam,2010,20250000
nam,2011,12760000
nam,2012,59900000
nam,2013,33600000
nam,2014,69820000
nam,2019,98080000
nam,2020,36470000
nga,1993,30200000
nga,1994,44800000
nga,1995,83580000
nga,1996,314620000
nga,1997,499030000
nga,1998,609520000
nga,1999,112600000
nga,2001,169200000
nga,2004,1680630000
nga,2005,1953770000
nga,2006,3597590000
nga,2007,17359880000
nga,2008,16718610000
nga,2009,4492730000
nga,2010,5105160000
nga,2011,3871930000
nga,2012,4092800000
nga,2013,6227900000
nga,2014,5132910000
nga,2015,4084890000
nga,2016,1509644083.4654
nga,2017,2206106213.07957
nga,2018,2586201830.11145
nga,2019,2716610000
nga,2020,2481930000
nld,1975,4763010000
nld,1976,5872000000
nld,1977,7866000000
nld,1978,9963000000
nld,1979,4678350000
nld,1980,4747900000
nld,1981,4020580000
nld,1982,4921430000
nld,1983,9482660000
nld,1984,11095310000
nld,1985,20206640000
nld,1986,33607600000
nld,1987,44544020000
nld,1988,30165540000
nld,1989,48881340000
nld,1990,43698110000
nld,1991,42545370000
nld,1992,44532750000
nld,1993,51112190000
nld,1994,75939950000
nld,1995,115795800000
nld,1996,171321000000
nld,1997,248329300000
nld,1998,404865990000
nld,1999,419908790000
nld,2000,650382120000
nld,2001,455908330000
nld,2002,528096140000
nld,2003,538915870000
nld,2004,628501280000
nld,2005,594702360000
nld,2006,900783940000
nld,2007,1541464470000
nld,2008,970763610000
nld,2009,542076600000
nld,2010,557392430000
nld,2011,517450890000
nld,2012,417462270000
nld,2013,476592480000
nld,2014,476177030000
nor,1980,84000000
nor,1981,99510000
nor,1982,87380000
nor,1983,906430000
nor,1984,2195860000
nor,1985,2127620000
nor,1986,1700320000
nor,1987,9646190000
nor,1988,4815010000
nor,1989,13030540000
nor,1990,14829960000
nor,1991,12609870000
nor,1992,9120080000
nor,1993,16629300000
nor,1994,18179710000
nor,1995,24486420000
nor,1996,35396600000
nor,1997,45792280000
nor,1998,39820060000
nor,1999,49890630000
nor,2000,60355500000
nor,2001,52842920000
nor,2002,36490730000
nor,2003,48890150000
nor,2004,91525110000
nor,2005,141729430000
nor,2006,282837140000
nor,2007,407836500000
nor,2008,271720100000
nor,2009,207692070000
nor,2010,212021310000
nor,2011,184790590000
nor,2012,119607130000
nor,2013,96531630000
nor,2014,102330310000
nor,2015,95998950000
nor,2016,105332521597.959
nor,2017,117842406717.32001
nor,2018,119168328550.519
nor,2019,101703310000
nzl,1985,937670000
nzl,1986,2151500000
nzl,1987,2934250000
nzl,1988,1078100000
nzl,1989,943800000
nzl,1990,1925800000
nzl,1991,2705770000
nzl,1992,3023160000
nzl,1993,6731400000
nzl,1994,7399850000
nzl,1995,8373880000
nzl,1996,9684600000
nzl,1997,8861920000
nzl,1998,11767040000
nzl,1999,12045890000
nzl,2000,9975220000
nzl,2001,8509680000
nzl,2002,2586820000
nzl,2003,3861970000
nzl,2004,5090390000
nzl,2005,5456180000
nzl,2006,5406900000
nzl,2007,5950220000
nzl,2008,3297690000
nzl,2009,3296850000
nzl,2010,1916000000
nzl,2012,5347360000
nzl,2013,8852080000
nzl,2014,8655490000
nzl,2015,9059180000
nzl,2016,10935502052.7451
nzl,2017,11867884008.6754
nzl,2018,12186935213.1588
nzl,2019,12471500000
nzl,2020,22199380000
omn,1993,187900000
omn,1994,304300000
omn,1995,269780000
omn,1996,657910000
omn,1997,3727530000
omn,1998,1942080000
omn,1999,485850000
omn,2000,548600000
omn,2001,348000000
omn,2004,1971430000
omn,2005,3654220000
omn,2006,2916820000
omn,2007,6909370000
omn,2008,8799790000
omn,2009,5833970000
omn,2010,3309430000
omn,2011,2548940000
omn,2012,2662690000
omn,2013,5735640000
omn,2014,5804960000
omn,2015,3559680000
omn,2016,2459047123.14501
omn,2017,2385830010.09985
omn,2018,1916584222.85863
omn,2019,1718600000
omn,2020,1040880000
pak,1996,5560590000
pak,1997,10562900000
pak,1998,8989720000
pak,1999,20824200000
pak,2000,30999800000
pak,2001,12452800000
pak,2004,140292780000
pak,2005,139436330000
pak,2006,124830650000
pak,2007,99831760000
pak,2008,42279910000
pak,2009,17593320000
pak,2010,11653590000
pak,2011,9637900000
pak,2012,11976000000
pak,2013,562900000
pak,2014,539700000
pan,1993,61700000
pan,1994,70190000
pan,1995,8560000
pan,1996,23220000
pan,1997,54690000
pan,1998,106200000
pan,1999,57700000
pan,2000,181980000
pan,2001,44800000
pan,2002,58900000
pan,2003,53200000
pan,2004,180500000
pan,2005,156400000
pan,2006,253400000
pan,2007,362500000
pan,2008,290800000
pan,2009,32300000
pan,2010,68000000
pan,2011,324000000
pan,2012,716400000
pan,2013,190500000
pan,2014,248300000
pan,2019,374300000
pan,2020,210130000
per,1993,1547500000
per,1994,3091400000
per,1995,3884800000
per,1996,3554100000
per,1997,3857670000
per,1998,2627380000
per,1999,2455010000
per,2000,2190650000
per,2001,736170000
per,2002,959820000
per,2003,969200000
per,2004,1057210000
per,2005,1715940000
per,2006,4132310000
per,2007,8060850000
per,2008,3681120000
per,2009,2958750000
per,2010,3993420000
per,2011,5176170000
per,2012,5278840000
per,2013,3173100000
per,2014,3227690000
per,2015,1451050000
per,2016,2695263972.7982
per,2017,6338486327.46256
per,2018,2276122242.70171
per,2019,1593400000
per,2020,2112620000
phl,1980,1542000000
phl,1981,377000000
phl,1982,330000000
phl,1983,1416000000
phl,1984,376000000
phl,1985,303000000
phl,1986,1724000000
phl,1987,4733000000
phl,1988,2471000000
phl,1989,6087000000
phl,1990,3054000000
phl,1991,3469000000
phl,1992,6243000000
phl,1993,6593100000
phl,1994,13934400000
phl,1995,14666800000
phl,1996,25510400000
phl,1997,20350000000
phl,1998,10505910000
phl,1999,19378710000
phl,2000,7374260000
phl,2001,3013660000
phl,2002,2142550000
phl,2003,2444850000
phl,2004,3233590000
phl,2005,5352940000
phl,2006,9158600000
phl,2007,24234700000
phl,2008,12368670000
phl,2009,14319410000
phl,2010,22249330000
phl,2011,27366630000
phl,2012,35684030000
phl,2013,44588930000
phl,2014,42213210000
phl,2015,38418040000
phl,2016,35851411587.4958
phl,2017,33804496728.0034
phl,2018,29213839415.0566
phl,2019,29994650000
phl,2020,32738060000
png,2001,580000
png,2002,1301000
png,2003,2360000
png,2004,3990000
png,2005,17090000
png,2006,24860000
png,2007,53720000
png,2008,65060000
png,2009,28170000
png,2010,26750000
png,2011,72560000
png,2014,68510000
png,2015,17760000
png,2016,63850000
png,2017,900000
pol,1991,83000000
pol,1992,417000000
pol,1993,1975100000
pol,1994,5206700000
pol,1995,2769110000
pol,1996,5543800000
pol,1997,7424680000
pol,1998,8872930000
pol,1999,10745410000
pol,2000,20459530000
pol,2001,10176860000
pol,2002,3242530000
pol,2003,7764010000
pol,2004,17805410000
pol,2005,26241350000
pol,2006,53233690000
pol,2007,90168840000
pol,2008,51688940000
pol,2009,56628310000
pol,2010,69439410000
pol,2011,73064170000
pol,2012,60228450000
pol,2013,72612730000
pol,2014,57794630000
pol,2015,52627770000
pol,2016,45639568724.1222
pol,2017,68001894912.4385
pol,2018,54748164734.1064
pol,2019,50394380000
pol,2020,83438270000
prt,1993,2396700000
prt,1994,4978500000
prt,1995,4212300000
prt,1996,7078900000
prt,1997,19886680000
prt,1998,50223630000
prt,1999,38162770000
prt,2000,55584450000
prt,2001,27286080000
prt,2002,22559990000
prt,2003,23901400000
prt,2004,37116910000
prt,2005,35726030000
prt,2006,66037100000
prt,2007,137401780000
prt,2008,75908300000
prt,2009,44769670000
prt,2010,53651340000
prt,2011,35645570000
prt,2012,26436150000
prt,2013,38972910000
prt,2014,46804660000
pry,1995,19200000
pry,1996,29740000
pry,1997,19410000
pry,1998,15330000
pry,1999,11960000
pry,2001,13700000
pry,2002,9400000
pse,1999,106620000
pse,2000,134140000
pse,2001,52880000
pse,2002,31970000
pse,2003,41350000
pse,2004,142230000
pse,2005,942800000
pse,2006,462000000
pse,2007,635640000
pse,2008,856540000
pse,2009,413930000
pse,2010,373940000
pse,2011,302470000
pse,2012,242920000
pse,2013,240350000
pse,2014,353910000
pse,2015,320380000
pse,2016,445960000
pse,2017,469060000
pse,2018,353490000
pse,2019,273890000
pse,2020,190090000
qat,2006,20754100000
qat,2007,29940120000
qat,2008,48186490000
qat,2009,25319200000
qat,2010,18401500000
qat,2011,22908600000
qat,2012,19410000000
qat,2013,20564610000
qat,2014,54729710000
qat,2015,24152160000
qat,2016,18956146617.5743
qat,2017,18330180816.8357
qat,2018,18980064807.3781
qat,2019,13341180000
qat,2020,23174370000
rou,1997,238200000
rou,1998,151260000
rou,1999,100990000
rou,2000,56520000
rou,2001,104500000
rou,2002,143000000
rou,2003,220680000
rou,2004,828200000
rou,2005,1421570000
rou,2006,1604660000
rou,2007,2787110000
rou,2008,1225040000
rou,2009,1649630000
rou,2010,1677610000
rou,2011,2930150000
rou,2012,2005700000
rou,2013,1484440000
rou,2014,1550730000
rou,2015,1759480000
rou,2016,1721030000
rou,2017,2351360000
rou,2018,2434860000
rou,2019,2044510000
rou,2020,2933430000
rus,2001,28201700000
rus,2002,47667400000
rus,2003,79722900000
rus,2004,118693700000
rus,2005,147885600000
rus,2006,582649200000
rus,2007,1277021300000
rus,2008,1155013100000
rus,2009,510389990000
rus,2010,506852040000
rus,2011,554231500000
rus,2012,340315680000
rus,2013,235509960000
rus,2014,159939710000
rus,2015,117316660000
rus,2016,139578411733.55399
rus,2017,145514680300.88901
rus,2018,147170214413.95001
rus,2019,180721350000
rus,2020,276593940000
rwa,2019,4980000
sau,2001,22291000000
sau,2002,35678100000
sau,2003,159056600000
sau,2004,472940800000
sau,2005,1103534500000
sau,2006,1403048100000
sau,2007,681947600000
sau,2008,523326600000
sau,2009,335109900000
sau,2010,201210910000
sau,2011,291435880000
sau,2012,511178270000
sau,2013,362402350000
sau,2014,567392070000
sau,2015,436941100000
sau,2016,306380423760.474
sau,2017,218380624729.86896
sau,2018,229577660737.62
sau,2019,220782730000
sau,2020,485419160000
sgp,1979,1063000000
sgp,1980,3645700000
sgp,1981,6376700000
sgp,1982,2419000000
sgp,1983,5587600000
sgp,1984,3842600000
sgp,1985,1445610000
sgp,1986,2681700000
sgp,1987,7222420000
sgp,1988,4622030000
sgp,1989,14114810000
sgp,1990,21069600000
sgp,1991,18083700000
sgp,1992,18905900000
sgp,1993,83468250000
sgp,1994,88880800000
sgp,1995,63952220000
sgp,1996,60254800000
sgp,1997,74137300000
sgp,1998,58509600000
sgp,1999,107406500000
sgp,2000,95153100000
sgp,2001,71093600000
sgp,2002,63047800000
sgp,2003,94336510000
sgp,2004,110812120000
sgp,2005,116623470000
sgp,2006,185884510000
sgp,2007,381288700000
sgp,2008,253028450000
sgp,2009,253832050000
sgp,2010,305796890000
sgp,2011,274686370000
sgp,2012,260747370000
sgp,2013,278735280000
sgp,2014,200606610000
sgp,2015,198030460000
sgp,2016,188052424095.71896
sgp,2017,219611952181.09897
sgp,2018,219525212734.742
sgp,2019,114204160000
srb,1997,48500000
srb,1998,12500000
srb,1999,26700000
srb,2000,22000000
srb,2001,90000000
srb,2002,118100000
srb,2003,561630000
srb,2004,437770000
srb,2005,678440000
srb,2006,1632760000
srb,2007,3092920000
srb,2008,1187160000
srb,2009,680910000
srb,2010,313970000
srb,2011,382640000
srb,2012,240600000
svk,1993,2700000
svk,1994,174700000
svk,1995,834700000
svk,1996,2607100000
svk,1997,2368800000
svk,1998,1012000000
svk,1999,478000000
svk,2000,534000000
svk,2001,953200000
svk,2002,880900000
svk,2003,746500000
svk,2004,750500000
svk,2005,66400000
svk,2006,99500000
svk,2007,31270000
svk,2008,21080000
svk,2009,174680000
svk,2010,308920000
svk,2011,452810000
svk,2012,76940000
svk,2013,53950000
svk,2014,10240000
svn,1993,400000
svn,1994,416600000
svn,1995,348100000
svn,1996,494100000
svn,1997,519740000
svn,1998,806050000
svn,1999,848370000
svn,2000,638860000
svn,2001,965680000
svn,2002,926520000
svn,2003,500240000
svn,2004,771260000
svn,2005,476050000
svn,2006,1056370000
svn,2007,2936580000
svn,2008,1352320000
svn,2009,1032860000
svn,2010,484040000
svn,2011,512100000
svn,2012,399910000
svn,2013,412580000
svn,2014,735840000
svn,2015,364530000
svn,2016,305770690.96431
svn,2017,400826169.04837
svn,2018,375064750.80691
svn,2019,149940000
svn,2020,462050000
swe,1975,109000000
swe,1976,126000000
swe,1977,374000000
swe,1978,424000000
swe,1979,2062300000
swe,1980,1796400000
swe,1981,3669500000
swe,1982,4614200000
swe,1983,9847400000
swe,1984,8470200000
swe,1985,10799760000
swe,1986,16924000000
swe,1987,19588400000
swe,1988,18661700000
swe,1989,18034400000
swe,1990,15665200000
swe,1991,20534700000
swe,1992,28450200000
swe,1993,40607900000
swe,1994,88487090000
swe,1995,99323720000
swe,1996,130469500000
swe,1997,152823830000
swe,1998,199768810000
swe,1999,214818920000
swe,2000,379060460000
swe,2001,299878360000
swe,2002,185567120000
swe,2003,198436600000
swe,2004,309800400000
swz,1994,2100000
swz,1995,380000
swz,1996,371760000
swz,1997,357320000
swz,1998,201200000
swz,1999,150000
swz,2000,210000
swz,2001,8500000
swz,2002,180000
swz,2003,50000
swz,2004,40000
swz,2005,30000
swz,2006,60000
swz,2007,3540000
syc,2014,157800000
tha,1980,693000000
tha,1981,233000000
tha,1982,555000000
tha,1983,794000000
tha,1984,936000000
tha,1985,1323000000
tha,1986,2202000000
tha,1987,10797000000
tha,1988,13116000000
tha,1989,12721700000
tha,1990,15736500000
tha,1991,19401000000
tha,1992,71445470000
tha,1993,87102150000
tha,1994,81034600000
tha,1995,58913800000
tha,1996,6673620000
tha,1997,17655040000
tha,1998,22670570000
tha,1999,37307120000
tha,2000,19331120000
tha,2001,31050830000
tha,2002,41280400000
tha,2003,104549680000
tha,2004,116936880000
tha,2005,89820010000
tha,2006,97009620000
tha,2007,112751130000
tha,2008,106057510000
tha,2009,126621460000
tha,2010,222431070000
tha,2011,215271140000
tha,2012,238851460000
tha,2013,349911670000
tha,2014,310639820000
tha,2015,271316690000
tha,2016,324998738315.39899
tha,2017,339528729671.63397
tha,2018,386542649968.46698
tha,2019,367105830000
tha,2020,481299000000
tto,2000,139100000
tto,2001,166100000
tun,1994,275600000
tun,1995,669620000
tun,1996,201300000
tun,1997,196770000
tun,1998,161870000
tun,2010,1835600000
tun,2011,1050650000
tun,2012,1251300000
tun,2013,461900000
tun,2014,887200000
tur,1991,8277400000
tur,1992,8346300000
tur,1993,15999100000
tur,1994,21667000000
tur,1995,50888700000
tur,1996,36232800000
tur,1997,43687250000
tur,1998,57170300000
tur,1999,67989190000
tur,2000,165968040000
tur,2001,65679790000
tur,2002,67971290000
tur,2003,98127800000
tur,2004,146561700000
tur,2005,199727190000
tur,2006,226470170000
tur,2007,324801670000
tur,2008,221235580000
tur,2009,312719790000
tur,2010,403248210000
tur,2011,361075930000
tur,2012,358926430000
tur,2013,374250870000
tur,2014,369745680000
tur,2015,349684710000
tur,2016,281807764558.54694
tur,2017,377303523945.13501
tur,2018,369810444427.62
tur,2019,347628910000
tur,2020,868598900000
tza,1999,40000
tza,2000,4800000
tza,2001,7130000
tza,2020,18520000
ukr,2010,2838700000
ukr,2011,1177700000
ukr,2012,624900000
ukr,2013,329600000
ukr,2014,122780000
ukr,2015,34610000
ukr,2016,12650000
ukr,2017,19470000
ukr,2018,11930000
ukr,2019,1320000
ury,1994,9300000
ury,1995,560000
ury,1996,550000
ury,1998,260000
ury,1999,130000
usa,1975,137281000000
usa,1976,173321000000
usa,1977,165874000000
usa,1978,225844000000
usa,1979,271850900000
usa,1980,409816000000
usa,1981,415760100000
usa,1982,508143800000
usa,1983,797122900000
usa,1984,1108420900000
usa,1985,1468783000000
usa,1986,2181719500000
usa,1987,2876964300000
usa,1988,1965101500000
usa,1989,2341571000000
usa,1990,2032096400000
usa,1991,2139842200000
usa,1992,2530449200000
usa,1993,3434412300000
usa,1994,3648744090000
usa,1995,5178630800000
usa,1996,6965496000000
usa,1997,9265546100000
usa,1998,12305236800000
usa,1999,18815724700000
usa,2000,29782045700000
usa,2001,20883579600000
usa,2002,17052861300000
usa,2003,16045083400000
usa,2004,19103123800000
usa,2005,25792191700000
usa,2006,30581777000000
usa,2007,42852575300000
usa,2008,47245495800000
usa,2009,34306380734455
usa,2010,36025378147933.79688
