geo,time,en_atm_meth_eg_zs
chl,1990,27.16858
chl,1991,26.60178
chl,1992,25.83732
chl,1993,24.92212
chl,1994,23.71844
chl,1995,23.59551
chl,1996,23.56828
chl,1997,23.2525
chl,1998,23.2493
chl,1999,23.45164
chl,2000,23.72061
chl,2001,24.40393
chl,2002,25.03556
chl,2003,25.64655
chl,2004,26.08069
chl,2005,26.67151
chl,2006,27.27273
chl,2007,26.79641
chl,2008,25.55391
chn,1970,19.47183
chn,1971,18.77125
chn,1972,19.33919
chn,1973,19.77298
chn,1974,19.80128
chn,1975,22.04708
chn,1976,22.16627
chn,1977,24.43672
chn,1978,26.66899
chn,1979,27.44573
chn,1980,26.85806
chn,1981,27.27297
chn,1982,28.32698
chn,1983,29.21946
chn,1984,31.0462
chn,1985,32.24673
chn,1986,32.36444
chn,1987,32.59133
chn,1988,33.81213
chn,1989,34.29667
chn,1990,29.65742
chn,1991,29.74417
chn,1992,29.99228
chn,1993,30.34215
chn,1994,30.28243
chn,1995,31.06644
chn,1996,31.77967
chn,1997,34.80858
chn,1998,35.55534
chn,1999,36.71233
chn,2000,38.19867
chn,2001,40.12158
chn,2002,42.01051
chn,2003,43.90313
chn,2004,44.83307
chn,2005,46.05035
chn,2006,48.37552
chn,2007,50.8822
chn,2008,52.43431
civ,1970,14.75675
civ,1971,15.18227
civ,1972,15.6225
civ,1973,14.47987
civ,1974,19.37329
civ,1975,17.7506
civ,1976,17.11417
civ,1977,14.48838
civ,1978,17.51245
civ,1979,16.15356
civ,1980,13.35346
civ,1981,16.61619
civ,1982,14.45037
civ,1983,15.95632
civ,1984,16.25753
civ,1985,18.13837
civ,1986,17.76832
civ,1987,17.03128
civ,1988,18.34312
civ,1989,16.67235
civ,1990,14.39394
civ,1991,35.30055
civ,1992,41.06145
civ,1993,44.08269
civ,1994,45.52482
civ,1995,43.83224
civ,1996,42.64644
civ,1997,40.81023
civ,1998,39.03072
civ,1999,37.27473
civ,2000,35.24444
civ,2001,34.47147
civ,2002,33.49754
civ,2003,33.0859
civ,2004,33.80952
civ,2005,31.60494
civ,2006,31.01568
civ,2007,29.97746
civ,2008,29.26621
cmr,1970,7.48393
cmr,1971,7.58917
cmr,1972,7.8421
cmr,1973,7.31772
cmr,1974,9.13893
cmr,1975,8.29502
cmr,1976,8.03199
cmr,1977,6.80772
cmr,1978,7.9613
cmr,1979,8.1324
cmr,1980,7.07571
cmr,1981,8.78665
cmr,1982,8.39736
cmr,1983,28.25408
cmr,1984,28.62545
cmr,1985,27.48586
cmr,1986,34.4132
cmr,1987,30.06859
cmr,1988,14.27195
cmr,1989,23.0708
cmr,1990,18.16168
cmr,1991,18.25221
cmr,1992,18.11196
cmr,1993,18.0131
cmr,1994,17.89588
cmr,1995,19.34461
cmr,1996,20.32686
cmr,1997,20.89844
cmr,1998,20.8901
cmr,1999,21.34146
cmr,2000,20.83001
cmr,2001,21.77486
cmr,2002,22.10353
cmr,2003,21.06481
cmr,2004,22.48377
cmr,2005,21.30402
cmr,2006,22.8972
cmr,2007,23.72488
cmr,2008,25.47771
cod,1970,1.64741
cod,1971,4.06352
cod,1972,3.67451
cod,1973,3.31859
cod,1974,4.29697
cod,1975,3.34128
cod,1976,4.28392
cod,1977,3.53176
cod,1978,3.39566
cod,1979,2.37243
cod,1980,3.24468
cod,1981,4.18463
cod,1982,3.58008
cod,1983,3.76551
cod,1984,6.08629
cod,1985,6.03122
cod,1986,6.56151
cod,1987,3.88348
cod,1988,7.36152
cod,1989,6.03673
cod,1990,25.92295
cod,1991,26.62979
cod,1992,27.06564
cod,1993,27.69757
cod,1994,28.23002
cod,1995,27.9866
cod,1996,30.07395
cod,1997,29.41663
cod,1998,28.13518
cod,1999,28.3003
cod,2000,28.46348
cod,2001,27.52109
cod,2002,25.05439
cod,2003,24.00138
cod,2004,23.01824
cod,2005,22.93669
cod,2006,23.12419
cod,2007,24.76542
cod,2008,24.50161
cog,1970,19.00541
cog,1971,30.75799
cog,1972,28.98124
cog,1973,34.2266
cog,1974,40.62459
cog,1975,32.39002
cog,1976,34.99905
cog,1977,27.75795
cog,1978,26.47496
cog,1979,21.50349
cog,1980,25.91385
cog,1981,29.53634
cog,1982,27.39287
cog,1983,28.12275
cog,1984,34.53324
cog,1985,33.755
cog,1986,34.26367
cog,1987,27.12846
cog,1988,34.83028
cog,1989,32.21974
cog,1990,24.57143
cog,1991,22.54335
cog,1992,21.05263
cog,1993,19.52663
cog,1994,17.46988
cog,1995,18.93491
cog,1996,30.70175
cog,1997,30.83333
cog,1998,32
cog,1999,33.33333
cog,2000,37.39837
cog,2001,36.09023
cog,2002,31.67702
cog,2003,26.21359
cog,2004,25.68807
cog,2005,24.18033
cog,2006,26.81992
cog,2007,30.91603
cog,2008,33.81818
col,1970,11.02401
col,1971,11.40682
col,1972,10.57223
col,1973,10.33977
col,1974,10.20378
col,1975,10.15797
col,1976,9.9793
col,1977,10.3985
col,1978,10.61803
col,1979,10.7753
col,1980,10.51291
col,1981,11.0236
col,1982,11.18758
col,1983,11.77969
col,1984,12.75516
col,1985,13.00461
col,1986,13.45181
col,1987,13.4701
col,1988,13.45928
col,1989,13.28687
col,1990,12.87958
col,1991,13.08216
col,1992,13.03975
col,1993,13.00034
col,1994,12.93943
col,1995,13.2623
col,1996,13.52485
col,1997,14.04049
col,1998,14.336
col,1999,15.11932
col,2000,15.38213
col,2001,15.6767
col,2002,16.16272
col,2003,16.42564
col,2004,16.74391
col,2005,16.89159
col,2006,17.70833
col,2007,18.11976
col,2008,18.76837
com,1970,13.76867
com,1971,13.64294
com,1972,13.87759
com,1973,14.08344
com,1974,13.77381
com,1975,14.66108
com,1976,15.90864
com,1977,16.17421
com,1978,16.38724
com,1979,16.35955
com,1980,16.75727
com,1981,17.21808
com,1982,17.61935
com,1983,18.14512
com,1984,18.18032
com,1985,18.87976
com,1986,19.42656
com,1987,20.07985
com,1988,20.24296
com,1989,20.58073
com,1990,5.88235
com,1991,5.88235
com,1992,5.88235
com,1993,5.55556
com,1994,11.11111
com,1995,11.11111
com,1996,11.11111
com,1997,10.52632
com,1998,10.52632
com,1999,10.52632
com,2000,11.76471
com,2001,10.52632
com,2002,10.52632
com,2003,10.52632
com,2004,10.52632
com,2005,10.52632
com,2006,9.52381
com,2007,10.52632
com,2008,9.52381
cpv,1970,1.82023
cpv,1971,1.80852
cpv,1972,1.75465
cpv,1973,1.80359
cpv,1974,1.99433
cpv,1975,2.08106
cpv,1976,2.0498
cpv,1977,1.78552
cpv,1978,1.93314
cpv,1979,2.48851
cpv,1980,3.02314
cpv,1981,2.07376
cpv,1982,1.30053
cpv,1983,1.2834
cpv,1984,1.48035
cpv,1985,1.22949
cpv,1986,1.22849
cpv,1987,1.76441
cpv,1988,1.66724
cpv,1989,1.54906
cpv,1990,11.11111
cpv,1991,11.11111
cpv,1992,10
cpv,1993,10
cpv,1994,10
cpv,1995,10
cpv,1996,10
cpv,1997,10
cpv,1998,20
cpv,1999,20
cpv,2000,20
cpv,2001,20
cpv,2002,20
cpv,2003,20
cpv,2004,18.18182
cpv,2005,18.18182
cpv,2006,18.18182
cpv,2007,18.18182
cpv,2008,18.18182
cri,1970,5.55508
cri,1971,5.38917
cri,1972,5.20189
cri,1973,4.73624
cri,1974,4.72207
cri,1975,4.56013
cri,1976,4.51431
cri,1977,4.42043
cri,1978,4.34951
cri,1979,4.15255
cri,1980,4.11502
cri,1981,3.90134
cri,1982,3.89928
cri,1983,3.79474
cri,1984,4.47931
cri,1985,4.89935
cri,1986,4.77351
cri,1987,4.78295
cri,1988,4.84495
cri,1989,4.64833
cri,1990,8.85781
cri,1991,8.33333
cri,1992,7.85219
cri,1993,7.28929
cri,1994,7.24638
cri,1995,7.27273
cri,1996,6.75325
cri,1997,6.66667
cri,1998,6.69975
cri,1999,6.96517
cri,2000,7.17822
cri,2001,7.53769
cri,2002,8.16327
cri,2003,8.52713
cri,2004,9.18635
cri,2005,9.13706
cri,2006,9.43878
cri,2007,9.20097
cri,2008,8.83721
cub,1970,8.64174
cub,1971,7.48527
cub,1972,7.33289
cub,1973,7.46647
cub,1974,7.81629
cub,1975,8.09668
cub,1976,7.97326
cub,1977,8.62577
cub,1978,9.4112
cub,1979,9.77725
cub,1980,8.82927
cub,1981,9.22429
cub,1982,9.46462
cub,1983,9.44208
cub,1984,9.87909
cub,1985,9.21439
cub,1986,9.30983
cub,1987,9.4755
cub,1988,9.74444
cub,1989,10.15533
cub,1990,3.56295
cub,1991,3.42298
cub,1992,3.29489
cub,1993,3.40197
cub,1994,3.04613
cub,1995,7.62712
cub,1996,10.98221
cub,1997,11.71451
cub,1998,12.32558
cub,1999,13.2856
cub,2000,14.03509
cub,2001,14.82675
cub,2002,15.2988
cub,2003,15.66171
cub,2004,16.81416
cub,2005,18.23529
cub,2006,17.96555
cub,2007,17.91531
cub,2008,17.68924
cym,1970,6.1312
cym,1971,5.98091
cym,1972,6.55459
cym,1973,7.2653
cym,1974,5.93974
cym,1975,6.04851
cym,1976,4.84542
cym,1977,6.35306
cym,1978,4.5694
cym,1979,4.23174
cym,1980,4.41138
cym,1981,5.41636
cym,1982,5.63912
cym,1983,5.17145
cym,1984,7.27431
cym,1985,3.90329
cym,1986,3.0382
cym,1987,3.00996
cym,1988,5.59173
cym,1989,5.51697
cyp,1970,3.27036
cyp,1971,3.21521
cyp,1972,4.25525
cyp,1973,4.36418
cyp,1974,2.83168
cyp,1975,4.1225
cyp,1976,4.441
cyp,1977,4.34069
cyp,1978,4.24533
cyp,1979,4.65408
cyp,1980,4.16639
cyp,1981,3.62621
cyp,1982,3.5089
cyp,1983,3.51302
cyp,1984,3.64774
cyp,1985,3.4142
cyp,1986,3.6065
cyp,1987,3.48659
cyp,1988,3.59104
cyp,1989,3.40272
cyp,1990,1.88679
cyp,1991,1.85185
cyp,1992,1.81818
cyp,1993,1.78571
cyp,1994,1.72414
cyp,1995,1.69492
cyp,1996,1.66667
cyp,1997,1.63934
cyp,1998,1.6129
cyp,1999,3.22581
cyp,2000,3.125
cyp,2001,3.0303
cyp,2002,2.94118
cyp,2003,2.98507
cyp,2004,2.98507
cyp,2005,2.98507
cyp,2006,2.98507
cyp,2007,2.98507
cyp,2008,2.94118
cze,1970,53.8353
cze,1971,53.3502
cze,1972,52.04817
cze,1973,50.0376
cze,1974,49.18432
cze,1975,49.61923
cze,1976,50.13711
cze,1977,50.4885
cze,1978,48.55206
cze,1979,49.32387
cze,1980,47.10401
cze,1981,45.9626
cze,1982,46.20883
cze,1983,45.4632
cze,1984,45.0864
cze,1985,44.56237
cze,1986,44.13197
cze,1987,43.17468
cze,1988,42.29179
cze,1989,39.2951
cze,1990,55.39749
cze,1991,53.23805
cze,1992,53.59195
cze,1993,55.18109
cze,1994,55.62099
cze,1995,55.89857
cze,1996,55.84633
cze,1997,55.69476
cze,1998,54.78882
cze,1999,52.73757
cze,2000,50.93209
cze,2001,49.42373
cze,2002,47.99154
cze,2003,47.80142
cze,2004,47.36842
cze,2005,49.03915
cze,2006,49.92997
cze,2007,48.3731
cze,2008,47.84483
deu,1970,43.58068
deu,1971,43.03237
deu,1972,41.75701
deu,1973,40.75535
deu,1974,40.13712
deu,1975,39.54659
deu,1976,39.03606
deu,1977,38.13901
deu,1978,37.80662
deu,1979,38.38828
deu,1980,38.57297
deu,1981,38.20089
deu,1982,37.56574
deu,1983,35.46146
deu,1984,34.1894
deu,1985,34.84964
deu,1986,33.69824
deu,1987,32.75879
deu,1988,32.12048
deu,1989,32.23433
deu,1990,32.15561
deu,1991,31.29134
deu,1992,30.62731
deu,1993,31.53989
deu,1994,29.80389
deu,1995,29.70509
deu,1996,29.47823
deu,1997,29.91356
deu,1998,28.92879
deu,1999,30.63959
deu,2000,30.03932
deu,2001,28.2716
deu,2002,27.2738
deu,2003,26.38182
deu,2004,23.70857
deu,2005,21.84006
deu,2006,20.81835
deu,2007,19.97823
deu,2008,19.93387
dji,1970,8.6554
dji,1971,8.91065
dji,1972,9.25988
dji,1973,9.59969
dji,1974,9.86063
dji,1975,9.71935
dji,1976,9.57944
dji,1977,9.20648
dji,1978,9.46677
dji,1979,10.43133
dji,1980,10.41515
dji,1981,10.7388
dji,1982,10.96416
dji,1983,10.62571
dji,1984,10.85518
dji,1985,11.17077
dji,1986,11.82835
dji,1987,12.0256
dji,1988,12.26167
dji,1989,12.80689
dji,1990,4.34783
dji,1991,4.25532
dji,1992,4.25532
dji,1993,4.16667
dji,1994,4
dji,1995,5.55556
dji,1996,5.35714
dji,1997,5.17241
dji,1998,5.08475
dji,1999,6.45161
dji,2000,6.34921
dji,2001,6.25
dji,2002,6.25
dji,2003,6.25
dji,2004,6.15385
dji,2005,6.06061
dji,2006,6.15385
dji,2007,6.06061
dji,2008,6.06061
dma,1970,5.77222
dma,1971,5.4811
dma,1972,5.3761
dma,1973,5.42885
dma,1974,5.14331
dma,1975,5.06354
dma,1976,4.70607
dma,1977,4.80031
dma,1978,4.44772
dma,1979,4.50423
dma,1980,4.31363
dma,1981,4.41358
dma,1982,4.33465
dma,1983,4.26366
dma,1984,3.93919
dma,1985,3.30331
dma,1986,3.02754
dma,1987,2.6761
dma,1988,2.54498
dma,1989,2.43653
dma,1990,0
dma,1991,0
dma,1992,0
dma,1993,0
dma,1994,0
dma,1995,0
dma,1996,0
dma,1997,0
dma,1998,0
dma,1999,0
dma,2000,0
dma,2001,0
dma,2002,0
dma,2003,0
dma,2004,0
dma,2005,0
dma,2006,0
dma,2007,0
dma,2008,0
dnk,1970,3.11356
dnk,1971,2.61594
dnk,1972,2.5964
dnk,1973,2.56045
dnk,1974,2.38633
dnk,1975,2.17762
dnk,1976,2.23574
dnk,1977,2.26994
dnk,1978,2.27755
dnk,1979,2.62011
dnk,1980,3.11818
dnk,1981,3.6699
dnk,1982,3.94065
dnk,1983,3.91629
dnk,1984,4.71408
dnk,1985,5.63443
dnk,1986,6.42478
dnk,1987,7.19455
dnk,1988,7.29046
dnk,1989,7.54693
dnk,1990,4.17607
dnk,1991,4.89978
dnk,1992,5.12821
dnk,1993,5.59824
dnk,1994,6.58482
dnk,1995,8.19491
dnk,1996,9.37155
dnk,1997,9.82143
dnk,1998,10.05587
dnk,1999,10.98398
dnk,2000,10.52023
dnk,2001,10.57368
dnk,2002,10.53241
dnk,2003,10.40936
dnk,2004,10.9375
dnk,2005,10.44226
dnk,2006,9.97506
dnk,2007,9.33998
dnk,2008,9.23077
dom,1970,14.84919
dom,1971,14.2248
dom,1972,14.23512
dom,1973,14.08681
dom,1974,12.9453
dom,1975,12.20505
dom,1976,11.92451
dom,1977,12.09874
dom,1978,12.77398
dom,1979,12.35224
dom,1980,12.13952
dom,1981,12.95252
dom,1982,12.98453
dom,1983,12.56952
dom,1984,12.77798
dom,1985,12.41364
dom,1986,12.166
dom,1987,8.42386
dom,1988,8.5039
dom,1989,7.86989
dom,1990,5.23732
dom,1991,5.18519
dom,1992,5.51524
dom,1993,5.46667
dom,1994,5.6266
dom,1995,5.92105
dom,1996,6.25832
dom,1997,6.58436
dom,1998,6.91114
dom,1999,7.05706
dom,2000,7.07692
dom,2001,6.73499
dom,2002,6.54339
dom,2003,6.61871
dom,2004,6.04027
dom,2005,6.2069
dom,2006,6.39456
dom,2007,6.08696
dom,2008,6.06061
dza,1970,71.57027
dza,1971,73.98632
dza,1972,80.86775
dza,1973,84.69938
dza,1974,81.76612
dza,1975,79.22072
dza,1976,82.81426
dza,1977,82.78925
dza,1978,83.23762
dza,1979,81.9129
dza,1980,79.79402
dza,1981,77.06363
dza,1982,75.26059
dza,1983,76.68391
dza,1984,78.25948
dza,1985,80.84812
dza,1986,80.49849
dza,1987,79.90632
dza,1988,79.68867
dza,1989,80.11608
dza,1990,59.35659
dza,1991,59.53888
dza,1992,58.74002
dza,1993,58.24945
dza,1994,58.42795
dza,1995,60.07012
dza,1996,61.37083
dza,1997,62.5
dza,1998,62.99005
dza,1999,63.44549
dza,2000,64.12826
dza,2001,64.98559
dza,2002,66.05653
dza,2003,66.57778
dza,2004,66.98656
dza,2005,67.61983
dza,2006,66.79035
dza,2007,66.01902
dza,2008,65.48783
ecu,1970,27.58573
ecu,1971,26.22323
ecu,1972,23.0858
ecu,1973,25.35298
ecu,1974,23.25791
ecu,1975,21.48865
ecu,1976,21.08824
ecu,1977,21.54855
ecu,1978,22.01558
ecu,1979,21.97788
ecu,1980,20.30415
ecu,1981,19.8178
ecu,1982,19.59141
ecu,1983,21.208
ecu,1984,20.67203
ecu,1985,21.58164
ecu,1986,21.90779
ecu,1987,15.73576
ecu,1988,21.47777
ecu,1989,22.30583
ecu,1990,3.63512
ecu,1991,3.6635
ecu,1992,3.48322
ecu,1993,3.45664
ecu,1994,3.3938
ecu,1995,3.39666
ecu,1996,3.37268
ecu,1997,3.2591
ecu,1998,3.45413
ecu,1999,3.38889
ecu,2000,3.68609
ecu,2001,3.46369
ecu,2002,3.33513
ecu,2003,3.28738
ecu,2004,3.13924
ecu,2005,3.19473
ecu,2006,3.08151
ecu,2007,3.1
ecu,2008,3.1219
egy,1970,32.08813
egy,1971,31.43027
egy,1972,30.12504
egy,1973,31.3731
egy,1974,33.01588
egy,1975,33.45182
egy,1976,34.58953
egy,1977,33.9822
egy,1978,34.02763
egy,1979,33.61374
egy,1980,33.75137
egy,1981,34.45983
egy,1982,34.20841
egy,1983,35.22295
egy,1984,36.56915
egy,1985,38.13792
egy,1986,37.74671
egy,1987,38.60939
egy,1988,38.93312
egy,1989,39.24307
egy,1990,27.78223
egy,1991,27.12477
egy,1992,26.75075
egy,1993,26.64606
egy,1994,26.54124
egy,1995,26.54843
egy,1996,26.44713
egy,1997,26.10161
egy,1998,26.74337
egy,1999,25.96781
egy,2000,25.81112
egy,2001,26.1293
egy,2002,25.63948
egy,2003,25.69542
egy,2004,25.66337
egy,2005,25.79882
egy,2006,25.84851
egy,2007,25.82868
egy,2008,26.06393
eri,1970,13.63944
eri,1971,13.60722
eri,1972,13.82659
eri,1973,13.69851
eri,1974,14.00381
eri,1975,14.45311
eri,1976,14.59507
eri,1977,14.52527
eri,1978,14.69271
eri,1979,14.612
eri,1980,14.44645
eri,1981,14.6486
eri,1982,14.66661
eri,1983,14.43439
eri,1984,15.25718
eri,1985,15.33823
eri,1986,14.88522
eri,1987,15.1088
eri,1988,15.30496
eri,1989,15.03938
eri,1990,0
eri,1991,2.7451
eri,1992,5.24345
eri,1993,8.54701
eri,1994,10.93117
eri,1995,12.20472
eri,1996,11.26761
eri,1997,10.5919
eri,1998,10.38576
eri,1999,10.37464
eri,2000,10.79545
eri,2001,10.57402
eri,2002,9.81595
eri,2003,8.70871
eri,2004,7.76119
eri,2005,6.82493
eri,2006,6.74847
eri,2007,6.08696
eri,2008,5.49133
esp,1970,25.69178
esp,1971,24.32163
esp,1972,25.64893
esp,1973,19.8548
esp,1974,19.44394
esp,1975,18.09549
esp,1976,18.21701
esp,1977,17.44068
esp,1978,15.80322
esp,1979,16.48878
esp,1980,16.81536
esp,1981,17.89031
esp,1982,18.60107
esp,1983,19.17609
esp,1984,18.59159
esp,1985,19.17421
esp,1986,18.88879
esp,1987,18.02331
esp,1988,16.045
esp,1989,17.0777
esp,1990,11.07216
esp,1991,10.71637
esp,1992,11.45564
esp,1993,11.03689
esp,1994,10.53085
esp,1995,10.00567
esp,1996,9.82835
esp,1997,9.33122
esp,1998,8.71608
esp,1999,8.59415
esp,2000,8.61678
esp,2001,8.558
esp,2002,8.44967
esp,2003,8.80918
esp,2004,9.00835
esp,2005,9.10212
esp,2006,8.80299
esp,2007,8.66161
esp,2008,8.94536
est,1970,28.47354
est,1971,27.6655
est,1972,27.22514
est,1973,27.06361
est,1974,26.96437
est,1975,26.78338
est,1976,26.65928
est,1977,26.59754
est,1978,25.9768
est,1979,25.41637
est,1980,24.94886
est,1981,24.74289
est,1982,24.74951
est,1983,23.85192
est,1984,23.4985
est,1985,23.33868
est,1986,23.61545
est,1987,23.38011
est,1988,28.79813
est,1989,32.25088
est,1990,8.37004
est,1991,8.03571
est,1992,5.26316
est,1993,4.39024
est,1994,6.85714
est,1995,10.52632
est,1996,12.19512
est,1997,13.125
est,1998,10.38961
est,1999,10.66667
est,2000,11.11111
est,2001,11.97183
est,2002,11.26761
est,2003,11.67883
est,2004,12.31884
est,2005,12.12121
est,2006,11.53846
est,2007,14.0625
est,2008,14.28571
eth,1970,6.15267
eth,1971,6.28438
eth,1972,6.49156
eth,1973,6.39577
eth,1974,6.91009
eth,1975,7.08323
eth,1976,7.17954
eth,1977,7.00961
eth,1978,7.37498
eth,1979,7.36316
eth,1980,7.17638
eth,1981,7.61948
eth,1982,7.48037
eth,1983,7.63834
eth,1984,7.97294
eth,1985,8.05659
eth,1986,7.89787
eth,1987,8.34045
eth,1988,8.63915
eth,1989,8.42518
eth,1990,10.20157
eth,1991,13.0476
eth,1992,15.48822
eth,1993,19.76162
eth,1994,21.98533
eth,1995,24.11647
eth,1996,24.96317
eth,1997,25.87384
eth,1998,25.71217
eth,1999,27.29601
eth,2000,29.77014
eth,2001,29.22718
eth,2002,27.09824
eth,2003,28.13481
eth,2004,28.2351
eth,2005,27.77343
eth,2006,27.14031
eth,2007,25.61092
eth,2008,25.27559
fin,1970,17.14644
fin,1971,16.73046
fin,1972,16.98408
fin,1973,16.0666
fin,1974,15.83041
fin,1975,14.29497
fin,1976,14.33675
fin,1977,14.2519
fin,1978,14.63751
fin,1979,15.09288
fin,1980,14.86566
fin,1981,14.93988
fin,1982,14.3924
fin,1983,15.53535
fin,1984,5.88918
fin,1985,6.01717
fin,1986,6.27806
fin,1987,6.25058
fin,1988,5.13919
fin,1989,5.97132
fin,1990,4.55635
fin,1991,4.84848
fin,1992,5.01222
fin,1993,5.15337
fin,1994,5.21739
fin,1995,5.37084
fin,1996,5.45455
fin,1997,5.28402
fin,1998,5.47945
fin,1999,5.21127
fin,2000,5.17751
fin,2001,5.78387
fin,2002,5.72337
fin,2003,6.13599
fin,2004,6.05536
fin,2005,6.19308
fin,2006,5.95668
fin,2007,5.97015
fin,2008,6.30975
fji,1970,4.77317
fji,1971,4.42675
fji,1972,4.04594
fji,1973,4.08334
fji,1974,3.67599
fji,1975,3.55188
fji,1976,3.67002
fji,1977,3.92848
fji,1978,4.27203
fji,1979,4.86499
fji,1980,4.6511
fji,1981,4.72818
fji,1982,4.56318
fji,1983,3.35407
fji,1984,4.32003
fji,1985,3.52039
fji,1986,3.80912
fji,1987,3.09298
fji,1988,3.15124
fji,1989,3.44326
fji,1990,8.10811
fji,1991,7.89474
fji,1992,7.69231
fji,1993,7.31707
fji,1994,8.13953
fji,1995,7.86517
fji,1996,7.86517
fji,1997,7.86517
fji,1998,7.95455
fji,1999,9.30233
fji,2000,9.1954
fji,2001,9.09091
fji,2002,9.41176
fji,2003,9.41176
fji,2004,10.46512
fji,2005,10.46512
fji,2006,9.41176
fji,2007,9.41176
fji,2008,8.33333
fra,1970,39.86242
fra,1971,38.38985
fra,1972,37.36046
fra,1973,35.65169
fra,1974,34.02379
fra,1975,34.95595
fra,1976,36.36069
fra,1977,38.24121
fra,1978,38.14794
fra,1979,37.86927
fra,1980,36.0517
fra,1981,34.14738
fra,1982,31.75166
fra,1983,31.43739
fra,1984,31.09144
fra,1985,30.65485
fra,1986,29.35323
fra,1987,29.35472
fra,1988,27.69085
fra,1989,27.30412
fra,1990,16.37397
fra,1991,17.29352
fra,1992,16.93854
fra,1993,16.77302
fra,1994,16.01252
fra,1995,15.81613
fra,1996,14.61205
fra,1997,13.18224
fra,1998,12.91404
fra,1999,12.25094
fra,2000,10.29724
fra,2001,9.83497
fra,2002,8.70994
fra,2003,8.72361
fra,2004,8.0188
fra,2005,7.25058
fra,2006,6.44402
fra,2007,5.86156
fra,2008,5.72778
fro,1970,0
fro,1971,0
fro,1972,0
fro,1973,0
fro,1974,0
fro,1975,0
fro,1976,0
fro,1977,0
fro,1978,0
fro,1979,0
fro,1980,0
fro,1981,0
fro,1982,0
fro,1983,0
fro,1984,0
fro,1985,0
fro,1986,0
fro,1987,0
fro,1988,0
fro,1989,0
fsm,1970,3.22659
fsm,1971,2.96342
fsm,1972,2.71109
fsm,1973,2.86212
fsm,1974,2.9986
fsm,1975,3.15305
fsm,1976,4.61946
fsm,1977,3.71553
fsm,1978,3.66678
fsm,1979,3.58086
fsm,1980,3.49459
fsm,1981,2.89478
fsm,1982,2.85098
fsm,1983,2.80721
fsm,1984,2.76226
fsm,1985,2.65249
fsm,1986,2.51375
fsm,1987,2.39834
fsm,1988,2.30168
fsm,1989,2.20902
fsm,1994,0
fsm,1995,0
fsm,1996,0
fsm,1997,0
fsm,1998,0
fsm,1999,0
fsm,2000,0
fsm,2001,0
fsm,2002,0
fsm,2003,0
fsm,2004,0
fsm,2005,0
fsm,2006,0
fsm,2007,0
fsm,2008,0
gab,1970,55.68211
gab,1971,76.63858
gab,1972,76.37683
gab,1973,88.24244
gab,1974,90.44094
gab,1975,89.93115
gab,1976,91.02355
gab,1977,89.36222
gab,1978,88.66322
gab,1979,86.26773
gab,1980,87.64065
gab,1981,88.76834
gab,1982,87.27409
gab,1983,86.07378
gab,1984,90.30979
gab,1985,90.85172
gab,1986,87.9519
gab,1987,83.14332
gab,1988,86.623
gab,1989,88.54397
gab,1990,88.09524
gab,1991,87.7451
gab,1992,86.93467
gab,1993,86.01036
gab,1994,85.5615
gab,1995,80.92486
gab,1996,77.63158
gab,1997,70.58824
gab,1998,60.83333
gab,1999,49.03846
gab,2000,33.33333
gab,2001,33.33333
gab,2002,31.86813
gab,2003,30.85106
gab,2004,29.29293
gab,2005,29.89691
gab,2006,28.71287
gab,2007,28.43137
gab,2008,27.35849
gbr,1970,39.76977
gbr,1971,39.37934
gbr,1972,35.30966
gbr,1973,36.5223
gbr,1974,33.81408
gbr,1975,35.95007
gbr,1976,35.30541
gbr,1977,35.49091
gbr,1978,35.41092
gbr,1979,36.53214
gbr,1980,35.91936
gbr,1981,35.70175
gbr,1982,34.79841
gbr,1983,33.95795
gbr,1984,23.31872
gbr,1985,30.08555
gbr,1986,31.61149
gbr,1987,30.75005
gbr,1988,30.38053
gbr,1989,28.76544
gbr,1990,28.82204
gbr,1991,28.96704
gbr,1992,28.6479
gbr,1993,27.43657
gbr,1994,22.84546
gbr,1995,23.18292
gbr,1996,22.15891
gbr,1997,20.90442
gbr,1998,19.42286
gbr,1999,17.9377
gbr,2000,16.93653
gbr,2001,16.2357
gbr,2002,15.80753
gbr,2003,14.98034
gbr,2004,15.35369
gbr,2005,14.09641
gbr,2006,13.72126
gbr,2007,13.75767
gbr,2008,14.16355
geo,1970,22.86169
geo,1971,22.47211
geo,1972,22.44161
geo,1973,22.82836
geo,1974,23.08547
geo,1975,22.51968
geo,1976,22.38248
geo,1977,21.90946
geo,1978,20.99583
geo,1979,19.82842
geo,1980,18.85076
geo,1981,17.99623
geo,1982,17.95865
geo,1983,18.10876
geo,1984,17.78615
geo,1985,17.77696
geo,1986,17.73349
geo,1987,17.26789
geo,1988,34.93282
geo,1989,34.97867
geo,1990,60.41924
geo,1991,57.67344
geo,1992,58.79354
geo,1993,55.61224
geo,1994,49.16468
geo,1995,41.07143
geo,1996,40.68027
geo,1997,40.92141
geo,1998,40.40816
geo,1999,39.62008
geo,2000,38.64865
geo,2001,29.32917
geo,2002,28.54914
geo,2003,31.90547
geo,2004,29.58398
geo,2005,24.38221
geo,2006,24.91694
geo,2007,24.82993
geo,2008,24.31034
gha,1970,18.98602
gha,1971,19.36453
gha,1972,19.29005
gha,1973,18.61449
gha,1974,23.17363
gha,1975,22.49493
gha,1976,22.4253
gha,1977,20.01762
gha,1978,22.57127
gha,1979,21.991
gha,1980,19.47592
gha,1981,22.09022
gha,1982,21.51755
