geo,time,sh_dyn_ncom_ma_zs
guy,2018,32.2
guy,2019,32.1
hnd,2000,15.5
hnd,2001,15.4
hnd,2002,16.2
hnd,2003,16.2
hnd,2004,15.6
hnd,2005,15.8
hnd,2006,16
hnd,2007,15.8
hnd,2008,15.4
hnd,2009,15.1
hnd,2010,15.1
hnd,2011,15.4
hnd,2012,21.5
hnd,2013,21.6
hnd,2014,21.7
hnd,2015,22
hnd,2016,18.7
hnd,2017,19.1
hnd,2018,17.9
hnd,2019,17.9
hrv,2000,30.8
hrv,2001,30.3
hrv,2002,30
hrv,2003,30.2
hrv,2004,28.2
hrv,2005,28.6
hrv,2006,27.2
hrv,2007,27.5
hrv,2008,27.6
hrv,2009,26.8
hrv,2010,25.6
hrv,2011,24.9
hrv,2012,24.5
hrv,2013,23.2
hrv,2014,23
hrv,2015,24.1
hrv,2016,23.2
hrv,2017,22.8
hrv,2018,22.2
hrv,2019,21.8
hti,2000,31.3
hti,2001,30.8
hti,2002,30.3
hti,2003,30.1
hti,2004,29.9
hti,2005,29.9
hti,2006,30.1
hti,2007,30.5
hti,2008,30.6
hti,2009,30.8
hti,2010,31.1
hti,2011,30.9
hti,2012,30.9
hti,2013,30.7
hti,2014,30.7
hti,2015,30.6
hti,2016,30.3
hti,2017,30.2
hti,2018,30.1
hti,2019,29.9
hun,2000,39.4
hun,2001,36.9
hun,2002,36.9
hun,2003,37.3
hun,2004,36.5
hun,2005,36.7
hun,2006,36.1
hun,2007,35.4
hun,2008,34.6
hun,2009,34.5
hun,2010,33.5
hun,2011,33.2
hun,2012,31.9
hun,2013,30.9
hun,2014,30.7
hun,2015,30.7
hun,2016,30.7
hun,2017,30.8
hun,2018,30.5
hun,2019,29.8
idn,2000,26.9
idn,2001,27.1
idn,2002,27.4
idn,2003,27.7
idn,2004,28
idn,2005,28.3
idn,2006,28.5
idn,2007,28.8
idn,2008,28.9
idn,2009,29
idn,2010,28.9
idn,2011,28.9
idn,2012,28.9
idn,2013,28.9
idn,2014,28.9
idn,2015,29
idn,2016,28.9
idn,2017,28.7
idn,2018,28.6
idn,2019,28.4
ind,2000,28.8
ind,2001,28.5
ind,2002,28.1
ind,2003,27.6
ind,2004,25.9
ind,2005,26
ind,2006,26.4
ind,2007,26.9
ind,2008,27.4
ind,2009,27.5
ind,2010,28
ind,2011,28
ind,2012,27.5
ind,2013,26
ind,2014,24.9
ind,2015,25.4
ind,2016,25.4
ind,2017,25
ind,2018,24.7
ind,2019,24.6
irl,2000,21.7
irl,2001,20.6
irl,2002,19.6
irl,2003,18.7
irl,2004,17.9
irl,2005,16.6
irl,2006,16
irl,2007,15.9
irl,2008,15.7
irl,2009,15.7
irl,2010,13.5
irl,2011,14.1
irl,2012,13.7
irl,2013,13.7
irl,2014,12.8
irl,2015,12.6
irl,2016,12.2
irl,2017,11.9
irl,2018,11.6
irl,2019,11.2
irn,2000,24
irn,2001,23.5
irn,2002,23.1
irn,2003,22.5
irn,2004,22.1
irn,2005,21.6
irn,2006,21.1
irn,2007,20.6
irn,2008,20
irn,2009,19.5
irn,2010,18.7
irn,2011,18.3
irn,2012,18.3
irn,2013,18.2
irn,2014,18.2
irn,2015,18.3
irn,2016,18.1
irn,2017,17.9
irn,2018,17.7
irn,2019,17.6
irq,2000,33.5
irq,2001,32.7
irq,2002,32.3
irq,2003,32.4
irq,2004,32
irq,2005,31.6
irq,2006,31.5
irq,2007,31.2
irq,2008,30.9
irq,2009,30.6
irq,2010,30.3
irq,2011,29.9
irq,2012,29.4
irq,2013,28.9
irq,2014,28.4
irq,2015,28.2
irq,2016,27.9
irq,2017,27.6
irq,2018,27.2
irq,2019,27.5
isl,2000,15.4
isl,2001,14.6
isl,2002,14
isl,2003,13.4
isl,2004,13
isl,2005,13.2
isl,2006,12.9
isl,2007,12.5
isl,2008,11.8
isl,2009,11.5
isl,2010,11.7
isl,2011,11.4
isl,2012,11
isl,2013,10.6
isl,2014,10.6
isl,2015,10.5
isl,2016,10
isl,2017,10
isl,2018,10
isl,2019,10.2
isr,2000,17.6
isr,2001,17
isr,2002,16.1
isr,2003,15.5
isr,2004,15.1
isr,2005,15
isr,2006,14.3
isr,2007,14.2
isr,2008,13.3
isr,2009,12.6
isr,2010,12.8
isr,2011,12.4
isr,2012,12.1
isr,2013,12.2
isr,2014,11.6
isr,2015,11.8
isr,2016,11.3
isr,2017,11.1
isr,2018,11.2
isr,2019,10.9
ita,2000,18.1
ita,2001,17.6
ita,2002,17
ita,2003,16.7
ita,2004,15.8
ita,2005,15.4
ita,2006,14.8
ita,2007,14.4
ita,2008,14.1
ita,2009,13.9
ita,2010,13.5
ita,2011,13.5
ita,2012,13.3
ita,2013,12.7
ita,2014,12.4
ita,2015,12.4
ita,2016,11.8
ita,2017,11.8
ita,2018,11.5
ita,2019,11.3
jam,2000,18.4
jam,2001,17.8
jam,2002,17.4
jam,2003,17.4
jam,2004,16.1
jam,2005,13.9
jam,2006,14.5
jam,2007,16.3
jam,2008,20.1
jam,2009,22.4
jam,2010,16.7
jam,2011,19.2
jam,2012,15.2
jam,2013,14.6
jam,2014,16
jam,2015,16.1
jam,2016,16
jam,2017,16
jam,2018,16.2
jam,2019,16.3
jor,2000,23.4
jor,2001,22.8
jor,2002,22.2
jor,2003,21.3
jor,2004,20.7
jor,2005,20.5
jor,2006,20.6
jor,2007,20.2
jor,2008,19.3
jor,2009,18.9
jor,2010,18.8
jor,2011,18
jor,2012,17.4
jor,2013,16.9
jor,2014,16.6
jor,2015,16.4
jor,2016,16.3
jor,2017,16.7
jor,2018,17
jor,2019,17
jpn,2000,15.4
jpn,2001,15
jpn,2002,14.5
jpn,2003,14.3
jpn,2004,14.1
jpn,2005,13.9
jpn,2006,13.4
jpn,2007,13.2
jpn,2008,13.1
jpn,2009,12.9
jpn,2010,12.8
jpn,2011,12.6
jpn,2012,12.2
jpn,2013,11.9
jpn,2014,11.6
jpn,2015,11.5
jpn,2016,11.6
jpn,2017,11.4
jpn,2018,11.1
jpn,2019,10.9
kaz,2000,54.2
kaz,2001,52.3
kaz,2002,51.4
kaz,2003,52.5
kaz,2004,50.3
kaz,2005,50.1
kaz,2006,48.4
kaz,2007,48.1
kaz,2008,44.8
kaz,2009,42.4
kaz,2010,42.4
kaz,2011,41
kaz,2012,39.7
kaz,2013,37.4
kaz,2014,36
kaz,2015,35.2
kaz,2016,34.1
kaz,2017,33.2
kaz,2018,32
kaz,2019,31.1
ken,2000,24.6
ken,2001,24.1
ken,2002,24
ken,2003,23.7
ken,2004,23.5
ken,2005,24.7
ken,2006,24.7
ken,2007,25.1
ken,2008,25.2
ken,2009,24.5
ken,2010,24.3
ken,2011,24.4
ken,2012,24.1
ken,2013,23.8
ken,2014,23.1
ken,2015,22.5
ken,2016,22.3
ken,2017,22.5
ken,2018,22.8
ken,2019,22.7
kgz,2000,41.8
kgz,2001,39.4
kgz,2002,41.2
kgz,2003,41.5
kgz,2004,40.2
kgz,2005,41
kgz,2006,40.8
kgz,2007,41.2
kgz,2008,38.7
kgz,2009,38.1
kgz,2010,36.2
kgz,2011,37.1
kgz,2012,35.5
kgz,2013,34.3
kgz,2014,35
kgz,2015,33.1
kgz,2016,30.1
kgz,2017,29.3
kgz,2018,27.9
kgz,2019,26.5
khm,2000,30.8
khm,2001,30.3
khm,2002,29.7
khm,2003,29.3
khm,2004,29.3
khm,2005,29.3
khm,2006,29.1
khm,2007,29
khm,2008,28.7
khm,2009,28.5
khm,2010,28.5
khm,2011,28.5
khm,2012,28.3
khm,2013,28.1
khm,2014,27.9
khm,2015,27.7
khm,2016,27.7
khm,2017,27.5
khm,2018,27.5
khm,2019,27.5
kir,2000,64.1
kir,2001,63.9
kir,2002,63.6
kir,2003,63
kir,2004,62.6
kir,2005,62.4
kir,2006,61.8
kir,2007,61.6
kir,2008,61.4
kir,2009,60.9
kir,2010,60.5
kir,2011,60.1
kir,2012,59.8
kir,2013,59.7
kir,2014,59.4
kir,2015,59.2
kir,2016,58.9
kir,2017,58.7
kir,2018,58.4
kir,2019,58.4
kor,2000,23
kor,2001,22
kor,2002,21.5
kor,2003,20.6
kor,2004,19.9
kor,2005,18.7
kor,2006,17.7
kor,2007,17.1
kor,2008,16.3
kor,2009,15.5
kor,2010,14.9
kor,2011,14
kor,2012,13.4
kor,2013,12.5
kor,2014,12.2
kor,2015,11.7
kor,2016,11.4
kor,2017,10.9
kor,2018,10.5
kor,2019,10.1
kwt,2000,18.5
kwt,2001,15.8
kwt,2002,17
kwt,2003,16.4
kwt,2004,16.8
kwt,2005,17
kwt,2006,17.2
kwt,2007,16.2
kwt,2008,18.1
kwt,2009,16.4
kwt,2010,14.3
kwt,2011,12.9
kwt,2012,13
kwt,2013,13.1
kwt,2014,12.8
kwt,2015,13.2
kwt,2016,13.4
kwt,2017,13.6
kwt,2018,13.7
kwt,2019,13.8
lao,2000,34.8
lao,2001,35
lao,2002,34.4
lao,2003,34.3
lao,2004,34.2
lao,2005,34.2
lao,2006,34.2
lao,2007,33.7
lao,2008,33.4
lao,2009,32.8
lao,2010,32.3
lao,2011,31.8
lao,2012,31.3
lao,2013,31
lao,2014,30.8
lao,2015,30.7
lao,2016,30.5
lao,2017,30.6
lao,2018,30.8
lao,2019,30.9
lbn,2000,23.1
lbn,2001,22.8
lbn,2002,22.7
lbn,2003,22.7
lbn,2004,23.1
lbn,2005,23.4
lbn,2006,23.6
lbn,2007,24.3
lbn,2008,24.7
lbn,2009,24.9
lbn,2010,25
lbn,2011,25.4
lbn,2012,25.4
lbn,2013,25.5
lbn,2014,25.4
lbn,2015,25.3
lbn,2016,25
lbn,2017,24.9
lbn,2018,24.2
lbn,2019,24.2
lbr,2000,17.7
lbr,2001,16.8
lbr,2002,16.9
lbr,2003,16
lbr,2004,16.5
lbr,2005,16.1
lbr,2006,16.7
lbr,2007,17.1
lbr,2008,17.1
lbr,2009,17.6
lbr,2010,17.9
lbr,2011,18.5
lbr,2012,18.1
lbr,2013,17.4
lbr,2014,17.1
lbr,2015,15.4
lbr,2016,15.3
lbr,2017,15.2
lbr,2018,15
lbr,2019,15.4
lby,2000,20.7
lby,2001,21
lby,2002,21.2
lby,2003,20.9
lby,2004,19.6
lby,2005,19.6
lby,2006,19.5
lby,2007,20.6
lby,2008,20
lby,2009,19.2
lby,2010,18.3
lby,2011,18
lby,2012,18.2
lby,2013,18
lby,2014,18.7
lby,2015,19
lby,2016,19.3
lby,2017,19.9
lby,2018,20.2
lby,2019,19.7
lca,2000,23.4
lca,2001,23.1
lca,2002,21.8
lca,2003,21.9
lca,2004,21.5
lca,2005,21.5
lca,2006,21.4
lca,2007,21
lca,2008,21.3
lca,2009,20.6
lca,2010,20.4
lca,2011,19.5
lca,2012,19.9
lca,2013,19.9
lca,2014,20.5
lca,2015,20.5
lca,2016,20.7
lca,2017,21
lca,2018,21.1
lca,2019,20.8
lka,2000,24.3
lka,2001,23.7
lka,2002,22.8
lka,2003,22.7
lka,2004,22.4
lka,2005,23.2
lka,2006,22.4
lka,2007,22
lka,2008,21.8
lka,2009,22.3
lka,2010,22.2
lka,2011,20.5
lka,2012,19.9
lka,2013,19.9
lka,2014,19.5
lka,2015,19.2
lka,2016,18.8
lka,2017,18.3
lka,2018,17.9
lka,2019,17.5
lso,2000,40.7
lso,2001,40.1
lso,2002,41.4
lso,2003,42.4
lso,2004,43.2
lso,2005,43.4
lso,2006,46
lso,2007,47.4
lso,2008,49.1
lso,2009,50
lso,2010,50.4
lso,2011,50.6
lso,2012,51.9
lso,2013,53.4
lso,2014,54.3
lso,2015,54
lso,2016,52.7
lso,2017,51
lso,2018,50.4
lso,2019,49.4
ltu,2000,34.6
ltu,2001,35.4
ltu,2002,35.5
ltu,2003,35.4
ltu,2004,36.1
ltu,2005,37.7
ltu,2006,38.6
ltu,2007,39.2
ltu,2008,36.5
ltu,2009,35.7
ltu,2010,35
ltu,2011,35
ltu,2012,33.9
ltu,2013,32.8
ltu,2014,31.7
ltu,2015,32.8
ltu,2016,31.6
ltu,2017,29.3
ltu,2018,29.4
ltu,2019,28.4
lux,2000,19.5
lux,2001,19.3
lux,2002,18.6
lux,2003,18.2
lux,2004,18
lux,2005,17.5
lux,2006,16.4
lux,2007,15.4
lux,2008,14.9
lux,2009,14.6
lux,2010,14.4
lux,2011,13.9
lux,2012,13.2
lux,2013,12.7
lux,2014,12.2
lux,2015,11.9
lux,2016,11.6
lux,2017,11.8
lux,2018,11.8
lux,2019,12
lva,2000,40
lva,2001,41.3
lva,2002,41.3
lva,2003,40
lva,2004,40.4
lva,2005,41.6
lva,2006,41.5
lva,2007,41.4
lva,2008,39.6
lva,2009,37.8
lva,2010,37.5
lva,2011,36.3
lva,2012,35.1
lva,2013,34.3
lva,2014,34
lva,2015,31.9
lva,2016,32.1
lva,2017,32.5
lva,2018,31.8
lva,2019,31.2
mar,2000,27.5
mar,2001,27
mar,2002,25.9
mar,2003,26.2
mar,2004,26
mar,2005,25.8
mar,2006,25.5
mar,2007,25.5
mar,2008,25.3
mar,2009,25.1
mar,2010,24.9
mar,2011,24.8
mar,2012,24.7
mar,2013,25.9
mar,2014,25.8
mar,2015,25.8
mar,2016,25.8
mar,2017,25.9
mar,2018,26
mar,2019,26
mda,2000,40.8
mda,2001,38.6
mda,2002,39.4
mda,2003,39.6
mda,2004,39.7
mda,2005,40.8
mda,2006,39.4
mda,2007,38.1
mda,2008,37.2
mda,2009,38
mda,2010,38.5
mda,2011,35.2
mda,2012,34.6
mda,2013,33.2
mda,2014,34.4
mda,2015,35.5
mda,2016,34.8
mda,2017,33.8
mda,2018,33.8
mda,2019,33.8
mdg,2000,29.6
mdg,2001,29.1
mdg,2002,29.6
mdg,2003,30.4
mdg,2004,30.2
mdg,2005,29.8
mdg,2006,29.7
mdg,2007,29.2
mdg,2008,29
mdg,2009,28.8
mdg,2010,28.7
mdg,2011,28.6
mdg,2012,28.1
mdg,2013,27.9
mdg,2014,27.9
mdg,2015,27.2
mdg,2016,27.2
mdg,2017,26.8
mdg,2018,26.6
mdg,2019,26.4
mdv,2000,26.7
mdv,2001,26.3
mdv,2002,25.5
mdv,2003,25
mdv,2004,23.4
mdv,2005,22.7
mdv,2006,21.9
mdv,2007,21.1
mdv,2008,20.4
mdv,2009,19.6
mdv,2010,18.6
mdv,2011,17.6
mdv,2012,16.8
mdv,2013,16
mdv,2014,15.3
mdv,2015,14.9
mdv,2016,14.7
mdv,2017,14.4
mdv,2018,14
mdv,2019,13.6
mex,2000,17.6
mex,2001,17.5
mex,2002,18.2
mex,2003,18.2
mex,2004,17.8
mex,2005,17.8
mex,2006,17.5
mex,2007,17.5
mex,2008,17.9
mex,2009,17.6
mex,2010,17.5
mex,2011,17
mex,2012,17.2
mex,2013,17
mex,2014,17.6
mex,2015,17.7
mex,2016,18.3
mex,2017,18
mex,2018,17.9
mex,2019,18
mkd,2000,36.3
mkd,2001,36.5
mkd,2002,37.1
mkd,2003,35.6
mkd,2004,33.9
mkd,2005,34.3
mkd,2006,35
mkd,2007,34.5
mkd,2008,33.1
mkd,2009,33.4
mkd,2010,32.9
mkd,2011,32.7
mkd,2012,31.5
mkd,2013,30.6
mkd,2014,30.6
mkd,2015,30
mkd,2016,29.5
mkd,2017,28.9
mkd,2018,28.4
mkd,2019,27.9
mli,2000,20.8
mli,2001,20.5
mli,2002,20.5
mli,2003,20.4
mli,2004,20.4
mli,2005,20.6
mli,2006,20.6
mli,2007,20.9
mli,2008,21.1
mli,2009,21.3
mli,2010,21.1
mli,2011,21.1
mli,2012,21
mli,2013,21
mli,2014,20.9
mli,2015,20.8
mli,2016,20.7
mli,2017,20.4
mli,2018,20.2
mli,2019,20
mlt,2000,20.1
mlt,2001,19.2
mlt,2002,18.2
mlt,2003,17.5
mlt,2004,16.8
mlt,2005,16.5
mlt,2006,16.1
mlt,2007,15.8
mlt,2008,15.5
mlt,2009,15.2
mlt,2010,14.8
mlt,2011,14.3
mlt,2012,13.8
mlt,2013,13.5
mlt,2014,13.5
mlt,2015,13.4
mlt,2016,13.1
mlt,2017,12.8
mlt,2018,12.9
mlt,2019,12.9
mmr,2000,34.7
mmr,2001,34.5
mmr,2002,34.5
mmr,2003,34.7
mmr,2004,35.6
mmr,2005,35.2
mmr,2006,35.3
mmr,2007,34.6
mmr,2008,33.4
mmr,2009,33.2
mmr,2010,32.8
mmr,2011,32.9
mmr,2012,32.6
mmr,2013,32
mmr,2014,31.7
mmr,2015,31.3
mmr,2016,31.2
mmr,2017,30.7
mmr,2018,30.8
mmr,2019,30.6
mne,2000,30.5
mne,2001,31.2
mne,2002,32
mne,2003,32.6
mne,2004,32.7
mne,2005,32.9
mne,2006,32.6
mne,2007,31.3
mne,2008,30.5
mne,2009,30.3
mne,2010,29.7
mne,2011,29.8
mne,2012,28.9
mne,2013,28.7
mne,2014,28.8
mne,2015,29
mne,2016,29.3
mne,2017,29.5
mne,2018,28.9
mne,2019,28.6
mng,2000,52.4
mng,2001,53.6
mng,2002,53.9
mng,2003,53.5
mng,2004,52.4
mng,2005,51.8
mng,2006,50.6
mng,2007,49.5
mng,2008,49.1
mng,2009,50.3
mng,2010,50.7
mng,2011,49.9
mng,2012,48.2
mng,2013,47.3
mng,2014,46.6
mng,2015,46.2
mng,2016,45.8
mng,2017,45.3
mng,2018,45.1
mng,2019,44.8
moz,2000,35.3
moz,2001,35.5
moz,2002,36
moz,2003,36.4
moz,2004,37.1
moz,2005,37.8
moz,2006,38.5
moz,2007,39
moz,2008,39.8
moz,2009,40.9
moz,2010,41.8
moz,2011,42.3
moz,2012,42.7
moz,2013,42.5
moz,2014,41.9
moz,2015,41.1
moz,2016,40.3
moz,2017,39.7
moz,2018,39.3
moz,2019,38.8
mrt,2000,15.3
mrt,2001,14.9
mrt,2002,14.7
mrt,2003,14.1
mrt,2004,14.5
mrt,2005,13.8
mrt,2006,13.8
mrt,2007,13.9
mrt,2008,13.4
mrt,2009,13.6
mrt,2010,13.5
mrt,2011,13
mrt,2012,13.8
mrt,2013,13.5
mrt,2014,13.5
mrt,2015,13.3
mrt,2016,13.5
mrt,2017,13.6
mrt,2018,13.7
mrt,2019,13.9
mus,2000,35.8
mus,2001,35.5
mus,2002,34.8
mus,2003,34.2
mus,2004,34.1
mus,2005,33.7
mus,2006,32.4
mus,2007,33.1
mus,2008,31.8
mus,2009,31.1
mus,2010,30.2
mus,2011,29.6
mus,2012,29.7
mus,2013,28.9
mus,2014,28.8
mus,2015,29.1
mus,2016,28.6
mus,2017,28.6
mus,2018,28.6
mus,2019,28.3
mwi,2000,34.5
mwi,2001,33.6
mwi,2002,32.6
mwi,2003,32.1
mwi,2004,31.8
mwi,2005,31.2
mwi,2006,31.5
mwi,2007,31.7
mwi,2008,31.3
mwi,2009,31.5
mwi,2010,31.5
mwi,2011,30.3
mwi,2012,29.4
mwi,2013,28.5
mwi,2014,28
mwi,2015,27.7
mwi,2016,27.3
mwi,2017,26.5
mwi,2018,25.9
mwi,2019,25.5
mys,2000,26.5
mys,2001,25.2
mys,2002,24.4
mys,2003,24.9
mys,2004,24.4
mys,2005,23.6
mys,2006,23.1
mys,2007,22.9
mys,2008,23.2
mys,2009,23
mys,2010,22.2
mys,2011,21.9
mys,2012,21.5
mys,2013,20.6
mys,2014,21.1
mys,2015,21.1
mys,2016,21.4
mys,2017,21.5
mys,2018,21.5
mys,2019,21.8
nam,2000,37.6
nam,2001,37.4
nam,2002,37.5
nam,2003,37.5
nam,2004,37
nam,2005,37.5
nam,2006,37.1
nam,2007,36.5
nam,2008,34.5
nam,2009,33.6
nam,2010,33.3
nam,2011,32.1
nam,2012,30.8
nam,2013,30.4
nam,2014,30.6
nam,2015,31
nam,2016,30.2
nam,2017,30.8
nam,2018,29.9
nam,2019,29.6
ner,2000,20.8
ner,2001,21.2
ner,2002,20.9
ner,2003,21.5
ner,2004,21
ner,2005,21.3
ner,2006,21.1
ner,2007,21.3
ner,2008,20.9
ner,2009,21
ner,2010,21.2
ner,2011,21.3
ner,2012,21.4
ner,2013,21.4
ner,2014,21.3
ner,2015,21.3
ner,2016,21.1
ner,2017,21
ner,2018,20.8
ner,2019,20.6
nga,2000,22.4
nga,2001,22.4
nga,2002,22
nga,2003,21.7
nga,2004,21.4
nga,2005,20.9
nga,2006,20.5
nga,2007,20.1
nga,2008,19.7
nga,2009,19.1
nga,2010,18.7
nga,2011,18.5
nga,2012,18.2
nga,2013,17.9
nga,2014,17.5
nga,2015,17.3
nga,2016,17
nga,2017,16.6
nga,2018,16.3
nga,2019,16.1
nic,2000,16.7
nic,2001,16.7
nic,2002,17.5
nic,2003,17.6
nic,2004,17.2
nic,2005,18.5
nic,2006,16.2
nic,2007,17.7
nic,2008,18.3
nic,2009,18.1
nic,2010,17.2
nic,2011,17.9
nic,2012,18.4
nic,2013,18.8
nic,2014,18.4
nic,2015,17.2
nic,2016,18.3
nic,2017,18
nic,2018,18.1
nic,2019,17.7
nld,2000,20.4
nld,2001,19.6
nld,2002,19.2
nld,2003,18.4
nld,2004,17.6
nld,2005,16.8
nld,2006,16.2
nld,2007,15.7
nld,2008,15.2
nld,2009,14.9
nld,2010,14.7
nld,2011,13.9
nld,2012,13.8
nld,2013,13.3
nld,2014,12.6
nld,2015,12.7
nld,2016,12.5
nld,2017,12
nld,2018,11.7
nld,2019,11.6
nor,2000,17.7
nor,2001,17.1
nor,2002,17.2
nor,2003,16
nor,2004,15.4
nor,2005,14.8
nor,2006,14.5
nor,2007,14.4
nor,2008,13.9
nor,2009,13.5
nor,2010,13.4
nor,2011,12.8
nor,2012,12.6
nor,2013,12.4
nor,2014,11.6
nor,2015,11.2
nor,2016,11
nor,2017,10.7
nor,2018,10.3
nor,2019,10
npl,2000,19.3
npl,2001,18.8
npl,2002,17.3
npl,2003,17.6
npl,2004,17.9
npl,2005,18.4
npl,2006,19.1
npl,2007,19.3
npl,2008,20
npl,2009,20.9
npl,2010,21.2
npl,2011,22.2
npl,2012,22.7
npl,2013,23.1
npl,2014,23.5
npl,2015,23.6
npl,2016,23.4
npl,2017,23.6
npl,2018,23.8
npl,2019,23.9
nzl,2000,18.8
nzl,2001,18.4
nzl,2002,18
nzl,2003,17.1
nzl,2004,16.7
nzl,2005,15.5
nzl,2006,15.2
nzl,2007,15.2
nzl,2008,14.4
nzl,2009,13.9
nzl,2010,13.7
nzl,2011,13.5
nzl,2012,13.3
nzl,2013,12.7
nzl,2014,12.6
nzl,2015,12.6
nzl,2016,12.5
nzl,2017,12.8
nzl,2018,12.2
nzl,2019,12.1
omn,2000,38.2
omn,2001,37.8
omn,2002,37.5
omn,2003,37.1
omn,2004,36.7
omn,2005,36.9
omn,2006,36.9
omn,2007,36.2
omn,2008,36.1
omn,2009,35.6
omn,2010,34.8
omn,2011,31.3
omn,2012,28.9
omn,2013,28.3
omn,2014,26.5
omn,2015,25.5
omn,2016,24.3
omn,2017,23.9
omn,2018,22.9
omn,2019,22.5
pak,2000,36.7
pak,2001,36.9
pak,2002,36.9
pak,2003,36.9
pak,2004,36.9
pak,2005,36.8
pak,2006,36.5
pak,2007,36
pak,2008,35.6
pak,2009,35.3
pak,2010,34.9
pak,2011,34.5
pak,2012,34.3
pak,2013,34
pak,2014,33.8
pak,2015,33.4
pak,2016,33.1
pak,2017,32.7
pak,2018,32.3
pak,2019,31.8
pan,2000,13.7
pan,2001,14.4
pan,2002,14.8
pan,2003,14.3
pan,2004,14.2
pan,2005,13.6
pan,2006,14
pan,2007,13.5
pan,2008,13.6
pan,2009,13.7
pan,2010,13.5
pan,2011,13
pan,2012,14
pan,2013,13.4
pan,2014,13.4
pan,2015,13.2
pan,2016,12.4
pan,2017,12.9
pan,2018,12.8
pan,2019,12.7
per,2000,11.4
per,2001,10.9
per,2002,10.8
per,2003,10.7
per,2004,10.4
per,2005,10.2
per,2006,10.1
per,2007,10.1
per,2008,10.2
per,2009,11.5
per,2010,11.9
per,2011,11.7
per,2012,11.3
per,2013,11
per,2014,10.5
per,2015,10.2
per,2016,10.1
per,2017,10
per,2018,9.9
per,2019,9.9
phl,2000,29.1
phl,2001,30
phl,2002,30.6
phl,2003,30.4
phl,2004,30.6
phl,2005,30.7
phl,2006,31.6
phl,2007,31.1
phl,2008,31.1
phl,2009,31.1
phl,2010,30.5
phl,2011,30.3
phl,2012,31
phl,2013,30.9
phl,2014,30
phl,2015,30.6
phl,2016,30.6
phl,2017,30.6
phl,2018,30.5
phl,2019,30.4
png,2000,36.4
png,2001,37.8
png,2002,37.6
png,2003,38.7
png,2004,39.4
png,2005,39.6
png,2006,39.8
png,2007,40.3
png,2008,40
png,2009,39.4
png,2010,39.9
png,2011,39.9
png,2012,40.7
png,2013,40.5
png,2014,40.8
png,2015,40.8
png,2016,40.6
png,2017,40.2
png,2018,40.2
png,2019,40.3
pol,2000,34.4
pol,2001,33.7
pol,2002,32.5
pol,2003,32.2
pol,2004,31.8
pol,2005,31.3
pol,2006,31.2
pol,2007,30.8
pol,2008,30
pol,2009,29.8
pol,2010,28.4
pol,2011,27.5
pol,2012,27.5
pol,2013,27
pol,2014,25.8
pol,2015,26.5
pol,2016,25.4
pol,2017,24.6
pol,2018,23.5
pol,2019,22.8
prk,2000,29.6
prk,2001,29.3
prk,2002,30.1
prk,2003,29.1
prk,2004,28.7
prk,2005,28.4
prk,2006,28.5
prk,2007,29.4
prk,2008,31.1
prk,2009,31.4
prk,2010,32.1
prk,2011,32.4
prk,2012,32.1
prk,2013,32.2
prk,2014,32.3
prk,2015,32.6
prk,2016,32.2
prk,2017,31
prk,2018,29.7
prk,2019,29.8
prt,2000,21.2
prt,2001,20.6
prt,2002,20.2
prt,2003,20
prt,2004,18.9
prt,2005,19.1
prt,2006,18.5
prt,2007,17.8
prt,2008,17.6
prt,2009,17.2
prt,2010,17.2
prt,2011,16.9
prt,2012,16.7
prt,2013,16.5
prt,2014,15.9
prt,2015,16
prt,2016,16
prt,2017,15.7
prt,2018,16
prt,2019,15.4
pry,2000,18.2
pry,2001,17.3
pry,2002,17.1
pry,2003,17.7
pry,2004,18.9
pry,2005,18.4
pry,2006,18.8
pry,2007,19
pry,2008,18.5
pry,2009,19.5
pry,2010,19.7
pry,2011,18.6
pry,2012,18.2
pry,2013,18
pry,2014,17.8
pry,2015,18.5
pry,2016,18.8
pry,2017,19
pry,2018,18.7
pry,2019,18.6
qat,2000,26.4
qat,2001,25.1
qat,2002,25
qat,2003,24
qat,2004,22.3
qat,2005,21.5
qat,2006,20.4
qat,2007,19.8
qat,2008,18.6
qat,2009,17.7
qat,2010,16.4
qat,2011,15.2
qat,2012,14
qat,2013,12.9
qat,2014,11.9
qat,2015,10.8
qat,2016,10.4
qat,2017,10
qat,2018,10.1
qat,2019,10.1
rou,2000,34.2
rou,2001,34.7
rou,2002,35.4
rou,2003,35.1
rou,2004,33.9
rou,2005,33.7
rou,2006,32.9
rou,2007,32.2
rou,2008,31.9
rou,2009,32
rou,2010,31.3
rou,2011,29.9
rou,2012,29.8
rou,2013,29
rou,2014,29.4
rou,2015,29.5
rou,2016,29.3
rou,2017,29.3
rou,2018,29.6
rou,2019,28.6
rus,2000,50.8
rus,2001,51.5
rus,2002,52.8
rus,2003,52.8
rus,2004,51.8
rus,2005,51.9
rus,2006,48.4
rus,2007,46.4
rus,2008,46.5
rus,2009,45
rus,2010,43.9
rus,2011,41.4
rus,2012,39.6
rus,2013,38.4
rus,2014,40.5
rus,2015,37.9
rus,2016,38.7
rus,2017,36.6
rus,2018,36.4
rus,2019,35
rwa,2000,41.7
rwa,2001,38.5
rwa,2002,35.7
rwa,2003,32.9
rwa,2004,30.5
rwa,2005,28.6
rwa,2006,27.4
rwa,2007,26.6
rwa,2008,25.7
rwa,2009,24.6
rwa,2010,24
rwa,2011,23.4
