geo,time,dt_nfl_mlat_cd
dza,2000,-2319000
dza,2001,-178144000
dza,2002,-255677000
dza,2003,43749000
dza,2004,-780237000
dza,2005,-832520000
dza,2006,-2342638000
dza,2007,-10173000
dza,2008,-122403000
dza,2009,-1293000
dza,2010,-2257000
dza,2011,-1358000
dza,2012,-1146000
dza,2013,-5252000
dza,2014,-411000
dza,2015,-402000
dza,2016,983140000
dza,2017,-725000
dza,2018,0
dza,2019,0
dza,2020,0
ecu,1970,7049000
ecu,1971,7034000
ecu,1972,12004000
ecu,1973,12115000
ecu,1974,26740000
ecu,1975,44535000
ecu,1976,45917000
ecu,1977,34544000
ecu,1978,32026000
ecu,1979,57725000
ecu,1980,74791000
ecu,1981,100551000
ecu,1982,95939000
ecu,1983,55159000
ecu,1984,105105000
ecu,1985,108025000
ecu,1986,491530000
ecu,1987,253719000
ecu,1988,177894000
ecu,1989,64386000
ecu,1990,59584000
ecu,1991,81320000
ecu,1992,58774000
ecu,1993,81561000
ecu,1994,105799000
ecu,1995,353683000
ecu,1996,303915000
ecu,1997,64122000
ecu,1998,236596000
ecu,1999,197168000
ecu,2000,127353000
ecu,2001,113239000
ecu,2002,-151641000
ecu,2003,156200000
ecu,2004,-149742000
ecu,2005,-93607000
ecu,2006,358419000
ecu,2007,637028000
ecu,2008,-396427000
ecu,2009,53701000
ecu,2010,822382000
ecu,2011,68053000
ecu,2012,89567000
ecu,2013,221843000
ecu,2014,396419000
ecu,2015,1616547000
ecu,2016,649084000
ecu,2017,519075000
ecu,2018,1181419000
ecu,2019,1222312000
ecu,2020,2214098000
egy,1970,-5500000
egy,1971,-5329000
egy,1972,-4514000
egy,1973,17913000
egy,1974,5958000
egy,1975,68314000
egy,1976,78725000
egy,1977,1348752000
egy,1978,662861000
egy,1979,205847000
egy,1980,223742000
egy,1981,226988000
egy,1982,237686000
egy,1983,304462000
egy,1984,282269000
egy,1985,204824000
egy,1986,173799000
egy,1987,250261000
egy,1988,75298000
egy,1989,121475000
egy,1990,-12465000
egy,1991,-180857000
egy,1992,167973000
egy,1993,279953000
egy,1994,310888000
egy,1995,82616000
egy,1996,128920000
egy,1997,145053000
egy,1998,59982000
egy,1999,-133510000
egy,2000,-131556000
egy,2001,-147483000
egy,2002,-22356000
egy,2003,-8568000
egy,2004,276513000
egy,2005,496569000
egy,2006,240764000
egy,2007,1642726000
egy,2008,89371000
egy,2009,909394000
egy,2010,755324000
egy,2011,394986000
egy,2012,822278000
egy,2013,339949000
egy,2014,440655000
egy,2015,1184886000
egy,2016,4303731000
egy,2017,2561843000
egy,2018,1425506000
egy,2019,1454392000
egy,2020,3704583000
eri,1994,16014000
eri,1995,5379000
eri,1996,4494000
eri,1997,14208000
eri,1998,31305000
eri,1999,43103000
eri,2000,38723000
eri,2001,89582000
eri,2002,57790000
eri,2003,69460000
eri,2004,52487000
eri,2005,63486000
eri,2006,28826000
eri,2007,26996000
eri,2008,26502000
eri,2009,4763000
eri,2010,107000
eri,2011,15277000
eri,2012,-9842000
eri,2013,-7037000
eri,2014,-5521000
eri,2015,-431000
eri,2016,-1010000
eri,2017,-1583000
eri,2018,-3823000
eri,2019,-1738000
eri,2020,-2403000
eth,1970,5442000
eth,1971,13401000
eth,1972,11569000
eth,1973,11802000
eth,1974,8322000
eth,1975,35718000
eth,1976,35431000
eth,1977,34572000
eth,1978,34902000
eth,1979,47564000
eth,1980,31803000
eth,1981,41645000
eth,1982,37168000
eth,1983,56386000
eth,1984,48043000
eth,1985,76216000
eth,1986,55583000
eth,1987,111833000
eth,1988,113076000
eth,1989,120521000
eth,1990,122715000
eth,1991,108728000
eth,1992,163450000
eth,1993,341250000
eth,1994,203551000
eth,1995,168887000
eth,1996,229388000
eth,1997,103204000
eth,1998,81519000
eth,1999,167035000
eth,2000,124904000
eth,2001,453887000
eth,2002,564484000
eth,2003,216088000
eth,2004,263824000
eth,2005,308730000
eth,2006,256088000
eth,2007,237919000
eth,2008,254122000
eth,2009,728363000
eth,2010,472074000
eth,2011,615316000
eth,2012,695484000
eth,2013,1160802000
eth,2014,1005357000
eth,2015,1053135000
eth,2016,1609789000
eth,2017,1493793000
eth,2018,1702990000
eth,2019,1219567000
eth,2020,1347049000
fji,1971,657000
fji,1972,9000
fji,1973,5226000
fji,1974,6698000
fji,1975,6601000
fji,1976,6249000
fji,1977,6179000
fji,1978,-225000
fji,1979,11864000
fji,1980,22216000
fji,1981,21425000
fji,1982,24356000
fji,1983,34888000
fji,1984,10127000
fji,1985,-4797000
fji,1986,-263000
fji,1987,2803000
fji,1988,17464000
fji,1989,-7347000
fji,1990,-20524000
fji,1991,-839000
fji,1992,-8680000
fji,1993,-18952000
fji,1994,-22885000
fji,1995,-13002000
fji,1996,-8230000
fji,1997,-206000
fji,1998,-5117000
fji,1999,-15367000
fji,2000,-9162000
fji,2001,-4990000
fji,2002,-5068000
fji,2003,-428000
fji,2004,3935000
fji,2005,7552000
fji,2006,3377000
fji,2007,3512000
fji,2008,3697000
fji,2009,-1696000
fji,2010,9041000
fji,2011,10241000
fji,2012,10740000
fji,2013,6739000
fji,2014,-603000
fji,2015,-7650000
fji,2016,42492000
fji,2017,51428000
fji,2018,29142000
fji,2019,9564000
fji,2020,373791000
gab,1970,20000
gab,1971,-388000
gab,1972,-2815000
gab,1973,967000
gab,1974,-3001000
gab,1975,1271000
gab,1976,975000
gab,1977,-370000
gab,1978,9546000
gab,1979,1487000
gab,1980,-269000
gab,1981,16242000
gab,1982,1123000
gab,1983,8512000
gab,1984,15811000
gab,1985,16003000
gab,1986,15520000
gab,1987,16297000
gab,1988,15356000
gab,1989,67906000
gab,1990,71211000
gab,1991,28008000
gab,1992,27641000
gab,1993,51223000
gab,1994,41844000
gab,1995,107396000
gab,1996,17359000
gab,1997,-6586000
gab,1998,399000
gab,1999,-23984000
gab,2000,-33251000
gab,2001,-41477000
gab,2002,-10825000
gab,2003,-51414000
gab,2004,44535000
gab,2005,-38949000
gab,2006,1665000
gab,2007,-8957000
gab,2008,-11721000
gab,2009,44149000
gab,2010,16227000
gab,2011,85445000
gab,2012,30298000
gab,2013,13857000
gab,2014,42532000
gab,2015,23380000
gab,2016,8016000
gab,2017,785763000
gab,2018,330774000
gab,2019,257457000
gab,2020,-1409000
geo,1993,100733000
geo,1994,34219000
geo,1995,96059000
geo,1996,78328000
geo,1997,76445000
geo,1998,57133000
geo,1999,68932000
geo,2000,19179000
geo,2001,61901000
geo,2002,66859000
geo,2003,38385000
geo,2004,53335000
geo,2005,50419000
geo,2006,40865000
geo,2007,66887000
geo,2008,183232000
geo,2009,333003000
geo,2010,293966000
geo,2011,235977000
geo,2012,274023000
geo,2013,225351000
geo,2014,347433000
geo,2015,330183000
geo,2016,264862000
geo,2017,336968000
geo,2018,211585000
geo,2019,181106000
geo,2020,659215000
gha,1970,2562000
gha,1971,4591000
gha,1972,7088000
gha,1973,1488000
gha,1974,5341000
gha,1975,7937000
gha,1976,16761000
gha,1977,41124000
gha,1978,51313000
gha,1979,38743000
gha,1980,46544000
gha,1981,43431000
gha,1982,33936000
gha,1983,28510000
gha,1984,54221000
gha,1985,88658000
gha,1986,197128000
gha,1987,237050000
gha,1988,234016000
gha,1989,186352000
gha,1990,245053000
gha,1991,226159000
gha,1992,204036000
gha,1993,211060000
gha,1994,173072000
gha,1995,210555000
gha,1996,242979000
gha,1997,239339000
gha,1998,239895000
gha,1999,193511000
gha,2000,155462000
gha,2001,196409000
gha,2002,127707000
gha,2003,239279000
gha,2004,310453000
gha,2005,362179000
gha,2006,294009000
gha,2007,248249000
gha,2008,387209000
gha,2009,402704000
gha,2010,434778000
gha,2011,536137000
gha,2012,400595000
gha,2013,348825000
gha,2014,335541000
gha,2015,594598000
gha,2016,279623000
gha,2017,398738000
gha,2018,107584000
gha,2019,133476000
gha,2020,344606000
gin,1970,15236000
gin,1971,24159000
gin,1972,22101000
gin,1973,5880000
gin,1974,-1995000
gin,1975,1120000
gin,1976,760000
gin,1977,6941000
gin,1978,12542000
gin,1979,18259000
gin,1980,19908000
gin,1981,28146000
gin,1982,17694000
gin,1983,21149000
gin,1984,26638000
gin,1985,18355000
gin,1986,59509000
gin,1987,48292000
gin,1988,62409000
gin,1989,86664000
gin,1990,68209000
gin,1991,130658000
gin,1992,133294000
gin,1993,216430000
gin,1994,130620000
gin,1995,131094000
gin,1996,76700000
gin,1997,157897000
gin,1998,75526000
gin,1999,30617000
gin,2000,15009000
gin,2001,63438000
gin,2002,22865000
gin,2003,27357000
gin,2004,-25664000
gin,2005,866000
gin,2006,-6045000
gin,2007,4907000
gin,2008,-3595000
gin,2009,-37552000
gin,2010,-6701000
gin,2011,-86570000
gin,2012,-38320000
gin,2013,30522000
gin,2014,44854000
gin,2015,-5742000
gin,2016,39205000
gin,2017,35205000
gin,2018,148329000
gin,2019,208447000
gin,2020,176322000
gmb,1972,1419000
gmb,1973,909000
gmb,1974,1566000
gmb,1975,1314000
gmb,1976,828000
gmb,1977,4177000
gmb,1978,5042000
gmb,1979,7194000
gmb,1980,18248000
gmb,1981,12742000
gmb,1982,8142000
gmb,1983,6400000
gmb,1984,7451000
gmb,1985,10209000
gmb,1986,26158000
gmb,1987,27510000
gmb,1988,6963000
gmb,1989,19854000
gmb,1990,12993000
gmb,1991,10600000
gmb,1992,47239000
gmb,1993,20008000
gmb,1994,16134000
gmb,1995,12299000
gmb,1996,16021000
gmb,1997,16510000
gmb,1998,6010000
gmb,1999,8901000
gmb,2000,9140000
gmb,2001,15602000
gmb,2002,25327000
gmb,2003,30373000
gmb,2004,36448000
gmb,2005,37000000
gmb,2006,30159000
gmb,2007,16691000
gmb,2008,25114000
gmb,2009,20655000
gmb,2010,12986000
gmb,2011,9188000
gmb,2012,4417000
gmb,2013,7496000
gmb,2014,12371000
gmb,2015,11045000
gmb,2016,-2483000
gmb,2017,89568000
gmb,2018,36079000
gmb,2019,15661000
gmb,2020,13022000
gnb,1977,1650000
gnb,1978,500000
gnb,1979,2953000
gnb,1980,29452000
gnb,1981,18092000
gnb,1982,7425000
gnb,1983,13546000
gnb,1984,13658000
gnb,1985,21140000
gnb,1986,14162000
gnb,1987,29853000
gnb,1988,33541000
gnb,1989,27349000
gnb,1990,28825000
gnb,1991,23480000
gnb,1992,20784000
gnb,1993,16105000
gnb,1994,10167000
gnb,1995,11237000
gnb,1996,24115000
gnb,1997,27031000
gnb,1998,12677000
gnb,1999,-578000
gnb,2000,11257000
gnb,2001,2122000
gnb,2002,6206000
gnb,2003,19849000
gnb,2004,29902000
gnb,2005,14570000
gnb,2006,6954000
gnb,2007,12502000
gnb,2008,3478000
gnb,2009,202000
gnb,2010,-1831000
gnb,2011,4543000
gnb,2012,-2260000
gnb,2013,-80000
gnb,2014,367000
gnb,2015,25033000
gnb,2016,2477000
gnb,2017,36675000
gnb,2018,86785000
gnb,2019,48854000
gnb,2020,87997000
grd,1974,99000
grd,1975,963000
grd,1976,1018000
grd,1977,1145000
grd,1978,1806000
grd,1979,906000
grd,1980,981000
grd,1981,2024000
grd,1982,2787000
grd,1983,5708000
grd,1984,2202000
grd,1985,561000
grd,1986,4078000
grd,1987,7110000
grd,1988,2474000
grd,1989,2348000
grd,1990,1797000
grd,1991,1669000
grd,1992,6516000
grd,1993,-1550000
grd,1994,2864000
grd,1995,593000
grd,1996,1902000
grd,1997,1632000
grd,1998,-298000
grd,1999,2665000
grd,2000,8495000
grd,2001,4251000
grd,2002,8374000
grd,2003,8769000
grd,2004,8692000
grd,2005,18923000
grd,2006,16049000
grd,2007,18774000
grd,2008,20614000
grd,2009,12652000
grd,2010,13417000
grd,2011,-1270000
grd,2012,2814000
grd,2013,3250000
grd,2014,21784000
grd,2015,37805000
grd,2016,9200000
grd,2017,-365000
grd,2018,24847000
grd,2019,-4060000
grd,2020,27439000
gtm,1970,15600000
gtm,1971,14940000
gtm,1972,12728000
gtm,1973,21377000
gtm,1974,21889000
gtm,1975,15176000
gtm,1976,25466000
gtm,1977,50853000
gtm,1978,70979000
gtm,1979,90103000
gtm,1980,66716000
gtm,1981,84315000
gtm,1982,87619000
gtm,1983,29999000
gtm,1984,57787000
gtm,1985,112745000
gtm,1986,32915000
gtm,1987,-37320000
gtm,1988,40402000
gtm,1989,30124000
gtm,1990,37902000
gtm,1991,-39494000
gtm,1992,-66084000
gtm,1993,-60324000
gtm,1994,59764000
gtm,1995,-7091000
gtm,1996,58948000
gtm,1997,63235000
gtm,1998,133502000
gtm,1999,200590000
gtm,2000,85313000
gtm,2001,85877000
gtm,2002,216458000
gtm,2003,32933000
gtm,2004,102761000
gtm,2005,-14914000
gtm,2006,409201000
gtm,2007,429738000
gtm,2008,160468000
gtm,2009,548265000
gtm,2010,629694000
gtm,2011,131927000
gtm,2012,287254000
gtm,2013,347591000
gtm,2014,-141443000
gtm,2015,508363000
gtm,2016,-154493000
gtm,2017,-289087000
gtm,2018,67638000
gtm,2019,-288279000
gtm,2020,133439000
guy,1970,553000
guy,1971,1893000
guy,1972,2180000
guy,1973,3779000
guy,1974,5623000
guy,1975,8241000
guy,1976,5013000
guy,1977,5027000
guy,1978,12847000
guy,1979,36828000
guy,1980,33814000
guy,1981,52849000
guy,1982,34867000
guy,1983,32305000
guy,1984,17387000
guy,1985,25332000
guy,1986,23299000
guy,1987,18891000
guy,1988,11352000
guy,1989,19116000
guy,1990,80221000
guy,1991,56533000
guy,1992,21955000
guy,1993,32609000
guy,1994,8917000
guy,1995,12388000
guy,1996,41118000
guy,1997,12758000
guy,1998,8720000
guy,1999,21210000
guy,2000,45958000
guy,2001,48838000
guy,2002,17244000
guy,2003,44255000
guy,2004,48504000
guy,2005,59614000
guy,2006,63992000
guy,2007,53589000
guy,2008,42065000
guy,2009,63536000
guy,2010,56295000
guy,2011,51284000
guy,2012,53191000
guy,2013,53795000
guy,2014,25375000
guy,2015,26126000
guy,2016,6871000
guy,2017,26345000
guy,2018,64419000
guy,2019,28041000
guy,2020,5609000
hnd,1970,29840000
hnd,1971,16421000
hnd,1972,12544000
hnd,1973,13195000
hnd,1974,29462000
hnd,1975,67393000
hnd,1976,36854000
hnd,1977,53363000
hnd,1978,81685000
hnd,1979,56628000
hnd,1980,98647000
hnd,1981,83078000
hnd,1982,70132000
hnd,1983,110745000
hnd,1984,147534000
hnd,1985,129099000
hnd,1986,34581000
hnd,1987,4568000
hnd,1988,60659000
hnd,1989,35040000
hnd,1990,43297000
hnd,1991,46151000
hnd,1992,162960000
hnd,1993,146010000
hnd,1994,31532000
hnd,1995,45938000
hnd,1996,16836000
hnd,1997,331935000
hnd,1998,20999000
hnd,1999,226888000
hnd,2000,33366000
hnd,2001,173607000
hnd,2002,57140000
hnd,2003,64949000
hnd,2004,206987000
hnd,2005,128754000
hnd,2006,135999000
hnd,2007,113713000
hnd,2008,162050000
hnd,2009,77404000
hnd,2010,389423000
hnd,2011,454313000
hnd,2012,416645000
hnd,2013,474095000
hnd,2014,368638000
hnd,2015,292304000
hnd,2016,131016000
hnd,2017,182633000
hnd,2018,283937000
hnd,2019,177780000
hnd,2020,803894000
hti,1970,538000
hti,1971,834000
hti,1972,196000
hti,1973,98000
hti,1974,407000
hti,1975,16702000
hti,1976,27256000
hti,1977,38619000
hti,1978,29480000
hti,1979,19421000
hti,1980,23767000
hti,1981,32652000
hti,1982,25678000
hti,1983,39382000
hti,1984,44316000
hti,1985,33654000
hti,1986,25873000
hti,1987,50582000
hti,1988,28716000
hti,1989,17616000
hti,1990,21619000
hti,1991,22080000
hti,1992,203000
hti,1993,-441000
hti,1994,-475000
hti,1995,68652000
hti,1996,89311000
hti,1997,76109000
hti,1998,79863000
hti,1999,63326000
hti,2000,35411000
hti,2001,4678000
hti,2002,24000
hti,2003,15791000
hti,2004,-32364000
hti,2005,48827000
hti,2006,52583000
hti,2007,79023000
hti,2008,91370000
hti,2009,76420000
hti,2010,42273000
hti,2011,7704000
hti,2012,4650000
hti,2013,2078000
hti,2014,5725000
hti,2015,7749000
hti,2016,10041000
hti,2017,14953000
hti,2018,-1623000
hti,2019,673000
hti,2020,-3197000
idn,1970,3859000
idn,1971,27553000
idn,1972,36007000
idn,1973,74679000
idn,1974,87611000
idn,1975,183913000
idn,1976,290198000
idn,1977,266041000
idn,1978,207586000
idn,1979,251723000
idn,1980,393256000
idn,1981,418192000
idn,1982,618369000
idn,1983,608136000
idn,1984,873359000
idn,1985,791464000
idn,1986,774526000
idn,1987,1335565000
idn,1988,1699969000
idn,1989,1409174000
idn,1990,1117056000
idn,1991,1317873000
idn,1992,776320000
idn,1993,862779000
idn,1994,-34135000
idn,1995,488245000
idn,1996,-1284190000
idn,1997,-84942000
idn,1998,1380112000
idn,1999,1479280000
idn,2000,634558000
idn,2001,-48549000
idn,2002,-291550000
idn,2003,-908591000
idn,2004,-738659000
idn,2005,-289683000
idn,2006,-99702000
idn,2007,163346000
idn,2008,921542000
idn,2009,1110559000
idn,2010,1367139000
idn,2011,205977000
idn,2012,347443000
idn,2013,-64006000
idn,2014,76838000
idn,2015,2622952000
idn,2016,1594907000
idn,2017,735811000
idn,2018,1785459000
idn,2019,1354384000
idn,2020,2149425000
ind,1970,162632000
ind,1971,88558000
ind,1972,183378000
ind,1973,307279000
ind,1974,385417000
ind,1975,462378000
ind,1976,541902000
ind,1977,393775000
ind,1978,359264000
ind,1979,571192000
ind,1980,676435000
ind,1981,806754000
ind,1982,1207391000
ind,1983,888366000
ind,1984,840640000
ind,1985,1080321000
ind,1986,955607000
ind,1987,1697779000
ind,1988,2322212000
ind,1989,1771668000
ind,1990,1741050000
ind,1991,2251822000
ind,1992,1800081000
ind,1993,1307077000
ind,1994,1359619000
ind,1995,728508000
ind,1996,1246348000
ind,1997,1006721000
ind,1998,954585000
ind,1999,847136000
ind,2000,892740000
ind,2001,1032359000
ind,2002,-3317426000
ind,2003,-3766183000
ind,2004,388012000
ind,2005,1864112000
ind,2006,1582964000
ind,2007,1988630000
ind,2008,2358512000
ind,2009,2686014000
ind,2010,4580946000
ind,2011,2574590000
ind,2012,1177079000
ind,2013,555011000
ind,2014,1360966000
ind,2015,843044000
ind,2016,1013627000
ind,2017,885306000
ind,2018,1747476000
ind,2019,2380893000
ind,2020,6996685000
irn,1980,-66224000
irn,1981,-51948000
irn,1982,-49453000
irn,1983,-48178000
irn,1984,-50790000
irn,1985,-47724000
irn,1986,-55966000
irn,1987,-73638000
irn,1988,-84760000
irn,1989,-60942000
irn,1990,-37166000
irn,1991,-40309000
irn,1992,62768000
irn,1993,66973000
irn,1994,81799000
irn,1995,81921000
irn,1996,193370000
irn,1997,5108000
irn,1998,-50595000
irn,1999,-13748000
irn,2000,12225000
irn,2001,-25403000
irn,2002,-56341000
irn,2003,-49259000
irn,2004,-32304000
irn,2005,103099000
irn,2006,172183000
irn,2007,139503000
irn,2008,77154000
irn,2009,93233000
irn,2010,78188000
irn,2011,-71613000
irn,2012,-36875000
irn,2013,-106140000
irn,2014,-91328000
irn,2015,-73366000
irn,2016,-71623000
irn,2017,-72167000
irn,2018,-67133000
irn,2019,-72135000
irn,2020,-18317000
jam,1970,6042000
jam,1971,8125000
jam,1972,6347000
jam,1973,6321000
jam,1974,6539000
jam,1975,12331000
jam,1976,33680000
jam,1977,26721000
jam,1978,56043000
jam,1979,35636000
jam,1980,82731000
jam,1981,78834000
jam,1982,140260000
jam,1983,80373000
jam,1984,51260000
jam,1985,94525000
jam,1986,28117000
jam,1987,70819000
jam,1988,18247000
jam,1989,36550000
jam,1990,9012000
jam,1991,-920000
jam,1992,-37394000
jam,1993,31058000
jam,1994,-54173000
jam,1995,-3130000
jam,1996,-35093000
jam,1997,-50117000
jam,1998,-26024000
jam,1999,30870000
jam,2000,132477000
jam,2001,28310000
jam,2002,126715000
jam,2003,-50909000
jam,2004,-1073000
jam,2005,-52014000
jam,2006,-56770000
jam,2007,-63313000
jam,2008,69085000
jam,2009,181777000
jam,2010,834704000
jam,2011,176664000
jam,2012,-50311000
jam,2013,132496000
jam,2014,115987000
jam,2015,188914000
jam,2016,89978000
jam,2017,-49172000
jam,2018,17729000
jam,2019,-22067000
jam,2020,33949000
jor,1970,399000
jor,1971,699000
jor,1972,2297000
jor,1973,4691000
jor,1974,4682000
jor,1975,10029000
jor,1976,11709000
jor,1977,11134000
jor,1978,16471000
jor,1979,33730000
jor,1980,52199000
jor,1981,51233000
jor,1982,45831000
jor,1983,37913000
jor,1984,41727000
jor,1985,80998000
jor,1986,87471000
jor,1987,91527000
jor,1988,43894000
jor,1989,51090000
jor,1990,47925000
jor,1991,-15376000
jor,1992,50923000
jor,1993,53412000
jor,1994,3910000
jor,1995,141523000
jor,1996,247546000
jor,1997,127720000
jor,1998,160564000
jor,1999,201607000
jor,2000,-44084000
jor,2001,140728000
jor,2002,104514000
jor,2003,-58967000
jor,2004,-103376000
jor,2005,-8245000
jor,2006,25838000
jor,2007,-41083000
jor,2008,-27089000
jor,2009,427497000
jor,2010,152472000
jor,2011,-135740000
jor,2012,39094000
jor,2013,421124000
jor,2014,123305000
jor,2015,5607000
jor,2016,427535000
jor,2017,100761000
jor,2018,370741000
jor,2019,941379000
jor,2020,690640000
kaz,1993,26962000
kaz,1994,184130000
kaz,1995,171123000
kaz,1996,225784000
kaz,1997,283548000
kaz,1998,365214000
kaz,1999,238457000
kaz,2000,63560000
kaz,2001,88209000
kaz,2002,53873000
kaz,2003,31039000
kaz,2004,-43780000
kaz,2005,-840650000
kaz,2006,-53791000
kaz,2007,-114014000
kaz,2008,36645000
kaz,2009,600163000
kaz,2010,1436114000
kaz,2011,842095000
kaz,2012,539285000
kaz,2013,457844000
kaz,2014,465165000
kaz,2015,1092578000
kaz,2016,1082379000
kaz,2017,-249891000
kaz,2018,-280886000
kaz,2019,-629147000
kaz,2020,294667000
ken,1970,8910000
ken,1971,10288000
ken,1972,27308000
ken,1973,33109000
ken,1974,24711000
ken,1975,50749000
ken,1976,81518000
ken,1977,65473000
ken,1978,76100000
ken,1979,75401000
ken,1980,140655000
ken,1981,82833000
ken,1982,178723000
ken,1983,121270000
ken,1984,153451000
ken,1985,87008000
ken,1986,57477000
ken,1987,76616000
ken,1988,103653000
ken,1989,267024000
ken,1990,170616000
ken,1991,102317000
ken,1992,-1592000
ken,1993,98245000
ken,1994,-3509000
ken,1995,68831000
ken,1996,61788000
ken,1997,14097000
ken,1998,19381000
ken,1999,-36469000
ken,2000,83772000
ken,2001,33076000
ken,2002,-9819000
ken,2003,46845000
ken,2004,58368000
ken,2005,-262729000
ken,2006,-144041000
ken,2007,1189000
ken,2008,150496000
ken,2009,183114000
ken,2010,223298000
ken,2011,319245000
ken,2012,442878000
ken,2013,633049000
ken,2014,776639000
ken,2015,608060000
ken,2016,812588000
ken,2017,1427892000
ken,2018,1510485000
ken,2019,2640619000
ken,2020,2015175000
kgz,1993,50065000
kgz,1994,35709000
kgz,1995,93872000
kgz,1996,110847000
kgz,1997,124358000
kgz,1998,119360000
kgz,1999,118926000
kgz,2000,99512000
kgz,2001,83965000
kgz,2002,57804000
kgz,2003,52094000
kgz,2004,70655000
kgz,2005,55896000
kgz,2006,50852000
kgz,2007,35589000
kgz,2008,22979000
kgz,2009,7654000
kgz,2010,7860000
kgz,2011,52836000
kgz,2012,40547000
kgz,2013,38652000
kgz,2014,46750000
kgz,2015,41413000
kgz,2016,29055000
kgz,2017,16177000
kgz,2018,30439000
kgz,2019,21821000
kgz,2020,64578000
khm,1993,5365000
khm,1994,50247000
khm,1995,60557000
khm,1996,76676000
khm,1997,40368000
khm,1998,47268000
khm,1999,47657000
khm,2000,77510000
khm,2001,85451000
khm,2002,124114000
khm,2003,140647000
khm,2004,116145000
khm,2005,124456000
khm,2006,70362000
khm,2007,66895000
khm,2008,128082000
khm,2009,68495000
khm,2010,50626000
khm,2011,64928000
khm,2012,41082000
khm,2013,95677000
khm,2014,64362000
khm,2015,63512000
khm,2016,105936000
khm,2017,97736000
khm,2018,65461000
khm,2019,156414000
khm,2020,502249000
kna,1984,1171000
kna,1985,1122000
kna,1986,2155000
kna,1987,1901000
kna,1988,1196000
kna,1989,1533000
kna,1990,1667000
kna,1991,1411000
kna,1992,1224000
kna,1993,4023000
kna,1994,1313000
kna,1995,2308000
kna,1996,4470000
kna,1997,7155000
kna,1998,3817000
kna,1999,9020000
kna,2000,5126000
kna,2001,9519000
kna,2002,20058000
kna,2003,6771000
kna,2004,4786000
kna,2005,2591000
kna,2006,5042000
kna,2007,1226000
kna,2008,-2666000
kna,2009,-2665000
kna,2010,-2253000
kos,2009,-207736000
kos,2010,-14270000
kos,2011,-10068000
kos,2012,-10283000
kos,2013,-9080000
kos,2014,-5569000
kos,2015,-5088000
kos,2016,-4961000
kos,2017,-3870000
kos,2018,10562000
kos,2019,17133000
kos,2020,161622000
lao,1971,463000
lao,1972,89000
lao,1973,1750000
lao,1974,663000
lao,1975,2757000
lao,1976,443000
lao,1977,2064000
lao,1978,2137000
lao,1979,6295000
lao,1980,6860000
lao,1981,8171000
lao,1982,7800000
lao,1983,7312000
lao,1984,10660000
lao,1985,8097000
lao,1986,13728000
lao,1987,9659000
lao,1988,19459000
lao,1989,65893000
lao,1990,74938000
lao,1991,40659000
lao,1992,51354000
lao,1993,74066000
lao,1994,54564000
lao,1995,89120000
lao,1996,152227000
lao,1997,130240000
lao,1998,91344000
lao,1999,69480000
lao,2000,68797000
lao,2001,85327000
lao,2002,72639000
lao,2003,91112000
lao,2004,72491000
lao,2005,106084000
lao,2006,88937000
lao,2007,84875000
lao,2008,40863000
lao,2009,17140000
lao,2010,12874000
lao,2011,-44975000
lao,2012,-60140000
lao,2013,-35420000
lao,2014,-43795000
lao,2015,-43830000
lao,2016,-24549000
lao,2017,36374000
lao,2018,13352000
lao,2019,132753000
lao,2020,32808000
lbn,1970,-1402000
lbn,1971,-1471000
lbn,1972,-1542000
lbn,1973,-1615000
lbn,1974,-1693000
lbn,1975,3617000
lbn,1976,-1859000
lbn,1977,-1947000
lbn,1978,7879000
lbn,1979,45081000
lbn,1980,14094000
lbn,1981,13839000
lbn,1982,9122000
lbn,1983,14505000
lbn,1984,3167000
lbn,1985,501000
lbn,1986,-5927000
lbn,1987,-7035000
lbn,1988,-9074000
lbn,1989,-4209000
lbn,1990,-6374000
lbn,1991,-20234000
lbn,1992,-13181000
lbn,1993,32577000
lbn,1994,41737000
lbn,1995,71176000
lbn,1996,145024000
lbn,1997,89782000
lbn,1998,232843000
lbn,1999,172395000
lbn,2000,155961000
lbn,2001,126536000
lbn,2002,53293000
lbn,2003,52331000
lbn,2004,-5581000
lbn,2005,-18195000
lbn,2006,61218000
lbn,2007,36924000
lbn,2008,-37831000
lbn,2009,320000
lbn,2010,-13165000
lbn,2011,-66421000
lbn,2012,-63053000
lbn,2013,-38213000
lbn,2014,-112264000
lbn,2015,-28791000
lbn,2016,64148000
lbn,2017,264716000
lbn,2018,53304000
lbn,2019,6591000
lbn,2020,70301000
lbr,1970,2100000
lbr,1971,2658000
lbr,1972,3451000
lbr,1973,6179000
lbr,1974,4799000
lbr,1975,9096000
lbr,1976,8686000
lbr,1977,11834000
lbr,1978,13405000
lbr,1979,31742000
lbr,1980,30717000
lbr,1981,31615000
lbr,1982,16910000
lbr,1983,34871000
lbr,1984,40006000
lbr,1985,40118000
lbr,1986,17064000
lbr,1987,18392000
lbr,1988,13581000
lbr,1989,-712000
lbr,1990,-1203000
lbr,1991,-13105000
lbr,1993,19780000
lbr,1994,-13600000
lbr,1999,0
lbr,2000,0
lbr,2001,0
lbr,2002,0
lbr,2003,0
lbr,2004,0
lbr,2005,0
lbr,2006,-16000
lbr,2007,-260719000
lbr,2008,-37465000
lbr,2009,-4300000
lbr,2010,-3743000
lbr,2011,11746000
lbr,2012,21136000
lbr,2013,32467000
lbr,2014,77955000
