geo,time,sp_rur_totl_zg
dza,1967,2.57681
dza,1968,2.61412
dza,1969,2.60063
dza,1970,2.55349
dza,1971,2.50349
dza,1972,2.46845
dza,1973,2.45871
dza,1974,2.48022
dza,1975,2.52127
dza,1976,2.55782
dza,1977,2.14094
dza,1978,1.43418
dza,1979,1.46139
dza,1980,1.48952
dza,1981,1.5197
dza,1982,1.52019
dza,1983,1.49062
dza,1984,1.41983
dza,1985,1.32874
dza,1986,1.21774
dza,1987,1.16694
dza,1988,1.19414
dza,1989,1.0721
dza,1990,0.93731
dza,1991,0.80625
dza,1992,0.66855
dza,1993,0.51981
dza,1994,0.34404
dza,1995,0.15721
dza,1996,-0.02836
dza,1997,-0.18214
dza,1998,-0.32702
dza,1999,-0.53367
dza,2000,-0.62033
dza,2001,-0.6885
dza,2002,-0.75361
dza,2003,-0.77887
dza,2004,-0.76384
dza,2005,-0.71386
dza,2006,-0.66091
dza,2007,-0.60402
dza,2008,-0.54903
dza,2009,-0.4516
dza,2010,-0.37078
dza,2011,-0.2842
dza,2012,-0.20935
dza,2013,-0.14666
dza,2014,-0.10925
dza,2015,-0.08262
dza,2016,-0.06683
dza,2017,-0.0547
dza,2018,-0.07876
dza,2019,-0.1332
dza,2020,-0.21335
ecu,1961,1.93877
ecu,1962,1.93716
ecu,1963,2.02107
ecu,1964,2.08044
ecu,1965,2.09051
ecu,1966,2.09384
ecu,1967,2.09348
ecu,1968,2.07972
ecu,1969,2.06449
ecu,1970,2.03329
ecu,1971,2.00633
ecu,1972,1.97133
ecu,1973,1.93437
ecu,1974,1.84831
ecu,1975,1.20997
ecu,1976,1.13168
ecu,1977,1.063
ecu,1978,0.99254
ecu,1979,0.92969
ecu,1980,0.86814
ecu,1981,0.81271
ecu,1982,0.74951
ecu,1983,0.872
ecu,1984,0.94453
ecu,1985,0.90622
ecu,1986,0.85872
ecu,1987,0.81411
ecu,1988,0.76081
ecu,1989,0.71746
ecu,1990,0.65999
ecu,1991,0.94559
ecu,1992,1.12583
ecu,1993,1.08238
ecu,1994,1.02893
ecu,1995,0.97664
ecu,1996,0.92424
ecu,1997,0.87433
ecu,1998,0.81026
ecu,1999,0.72951
ecu,2000,0.64378
ecu,2001,0.55744
ecu,2002,0.93907
ecu,2003,1.19593
ecu,2004,1.16836
ecu,2005,1.16029
ecu,2006,1.16184
ecu,2007,1.15439
ecu,2008,1.14065
ecu,2009,1.11004
ecu,2010,1.06813
ecu,2011,1.1063
ecu,2012,1.12945
ecu,2013,1.12606
ecu,2014,1.17422
ecu,2015,1.24433
ecu,2016,1.33462
ecu,2017,1.39486
ecu,2018,1.34915
ecu,2019,1.22207
ecu,2020,1.03768
egy,1961,2.05753
egy,1962,2.11768
egy,1963,2.08772
egy,1964,2.06204
egy,1965,2.03705
egy,1966,2.01741
egy,1967,1.99058
egy,1968,1.93792
egy,1969,1.85914
egy,1970,1.76375
egy,1971,1.66718
egy,1972,1.59032
egy,1973,1.54512
egy,1974,1.5418
egy,1975,1.56418
egy,1976,1.59518
egy,1977,2.00059
egy,1978,2.29044
egy,1979,2.34573
egy,1980,2.40602
egy,1981,2.45951
egy,1982,2.50485
egy,1983,2.54889
egy,1984,2.59126
egy,1985,2.62536
egy,1986,2.66263
egy,1987,2.84587
egy,1988,2.90795
egy,1989,2.80484
egy,1990,2.66224
egy,1991,2.5072
egy,1992,2.3747
egy,1993,2.28186
egy,1994,2.24235
egy,1995,2.23752
egy,1996,2.24547
egy,1997,2.04906
egy,1998,1.91533
egy,1999,1.8871
egy,2000,1.84825
egy,2001,1.82069
egy,2002,1.80094
egy,2003,1.77804
egy,2004,1.75068
egy,2005,1.72501
egy,2006,1.69108
egy,2007,1.74291
egy,2008,1.81382
egy,2009,1.89782
egy,2010,2.01991
egy,2011,2.14712
egy,2012,2.30943
egy,2013,2.36081
egy,2014,2.35376
egy,2015,2.30145
egy,2016,2.23781
egy,2017,2.13797
egy,2018,2.03502
egy,2019,1.93089
egy,2020,1.82766
eri,1961,2.17208
eri,1962,2.2342
eri,1963,2.26641
eri,1964,2.26952
eri,1965,2.25516
eri,1966,2.22784
eri,1967,2.20828
eri,1968,2.45593
eri,1969,2.4778
eri,1970,2.50816
eri,1971,2.53958
eri,1972,2.56388
eri,1973,2.58249
eri,1974,2.59325
eri,1975,2.59569
eri,1976,2.58639
eri,1977,2.57976
eri,1978,2.59266
eri,1979,2.63331
eri,1980,2.68778
eri,1981,2.6944
eri,1982,2.67238
eri,1983,2.66602
eri,1984,2.62096
eri,1985,2.23843
eri,1986,2.28425
eri,1987,2.25446
eri,1988,1.93672
eri,1989,1.27389
eri,1990,0.40729
eri,1991,-0.50761
eri,1992,-1.26679
eri,1993,-1.75214
eri,1994,-1.84754
eri,1995,-1.61733
eri,1996,-1.36308
eri,1997,-1.0999
eri,1998,-0.5684
eri,1999,0.27994
eri,2000,1.27463
eri,2001,2.33809
eri,2002,3.15174
eri,2003,3.45185
eri,2004,3.15887
eri,2005,2.50525
eri,2006,1.79637
eri,2007,1.21694
eri,2008,0.70814
eri,2009,0.95808
eri,2010,0.70018
eri,2011,0.44005
esp,1961,-0.78007
esp,1962,-1.46191
esp,1963,-1.54582
esp,1964,-1.47421
esp,1965,-1.41352
esp,1966,-1.52086
esp,1967,-1.3535
esp,1968,-1.31995
esp,1969,-1.67294
esp,1970,-1.5909
esp,1971,-1.20883
esp,1972,-1.00839
esp,1973,-1.02171
esp,1974,-1.06096
esp,1975,-1.09337
esp,1976,-1.13929
esp,1977,-1.1854
esp,1978,-1.27372
esp,1979,-1.37384
esp,1980,-1.4751
esp,1981,-1.10627
esp,1982,-0.28674
esp,1983,-0.40026
esp,1984,-0.47629
esp,1985,-0.52945
esp,1986,-0.60105
esp,1987,-0.64079
esp,1988,-0.68825
esp,1989,-0.7477
esp,1990,-0.80685
esp,1991,-0.46614
esp,1992,0.15411
esp,1993,0.18178
esp,1994,0.13819
esp,1995,0.10232
esp,1996,0.0763
esp,1997,0.08192
esp,1998,0.07552
esp,1999,0.06583
esp,2000,0.10649
esp,2001,0.35226
esp,2002,0.60621
esp,2003,0.75894
esp,2004,0.66918
esp,2005,0.63498
esp,2006,0.63364
esp,2007,0.78757
esp,2008,0.52947
esp,2009,-0.18242
esp,2010,-0.61001
esp,2011,-0.72197
esp,2012,-1.01464
esp,2013,-1.42859
esp,2014,-1.42183
esp,2015,-1.22792
esp,2016,-1.08921
esp,2017,-0.96303
esp,2018,-0.77924
esp,2019,-0.52993
esp,2020,-0.78485
est,1961,-0.72076
est,1962,-0.51758
est,1963,-0.50583
est,1964,-0.47263
est,1965,-0.56736
est,1966,-0.87879
est,1967,-1.18931
est,1968,-1.08021
est,1969,-0.97573
est,1970,-0.71334
est,1971,-0.30734
est,1972,-0.43542
est,1973,-0.60578
est,1974,-0.71348
est,1975,-0.80621
est,1976,-0.89527
est,1977,-0.87897
est,1978,-0.94309
est,1979,-0.65915
est,1980,-0.10075
est,1981,-0.00112
est,1982,0.01252
est,1983,-0.0219
est,1984,-0.06193
est,1985,-0.04519
est,1986,0.02931
est,1987,0.05904
est,1988,-0.09931
est,1989,0.31058
est,1990,0.70825
est,1991,0.13879
est,1992,-1.18381
est,1993,-1.93811
est,1994,-1.5029
est,1995,-1.15391
est,1996,-0.84092
est,1997,-0.51395
est,1998,-0.33076
est,1999,0.92032
est,2000,1.05645
est,2001,-0.22646
est,2002,-0.22463
est,2003,-0.21714
est,2004,-0.18909
est,2005,-0.16536
est,2006,-0.18101
est,2007,-0.04921
est,2008,0.13715
est,2009,0.2108
est,2010,0.17694
est,2011,0.09999
est,2012,-0.38593
est,2013,-0.8192
est,2014,-0.7245
est,2015,-0.39876
est,2016,-0.43734
est,2017,-0.37008
est,2018,-0.17437
est,2019,-0.18271
est,2020,-0.37914
eth,1961,2.08777
eth,1962,2.15761
eth,1963,2.20726
eth,1964,2.22762
eth,1965,2.23128
eth,1966,2.20317
eth,1967,2.1794
eth,1968,2.32191
eth,1969,2.41815
eth,1970,2.53818
eth,1971,2.70739
eth,1972,2.81594
eth,1973,2.73773
eth,1974,2.42752
eth,1975,1.99042
eth,1976,1.5054
eth,1977,1.14044
eth,1978,1.02057
eth,1979,1.2284
eth,1980,1.65974
eth,1981,2.14657
eth,1982,2.54267
eth,1983,2.82208
eth,1984,2.93952
eth,1985,2.94444
eth,1986,2.92453
eth,1987,2.93676
eth,1988,2.97649
eth,1989,3.059
eth,1990,3.15641
eth,1991,3.25105
eth,1992,3.30433
eth,1993,3.28282
eth,1994,3.17946
eth,1995,3.09546
eth,1996,2.95907
eth,1997,2.82448
eth,1998,2.72538
eth,1999,2.67871
eth,2000,2.6636
eth,2001,2.65986
eth,2002,2.6426
eth,2003,2.62449
eth,2004,2.59706
eth,2005,2.56609
eth,2006,2.5318
eth,2007,2.48759
eth,2008,2.27023
eth,2009,2.27661
eth,2010,2.2903
eth,2011,2.30821
eth,2012,2.31167
eth,2013,2.31864
eth,2014,2.27907
eth,2015,2.22385
eth,2016,2.16298
eth,2017,2.1078
eth,2018,2.04989
eth,2019,1.99493
eth,2020,1.94296
fin,1961,-1.62726
fin,1962,-1.26419
fin,1963,-1.26385
fin,1964,-1.44928
fin,1965,-1.69342
fin,1966,-1.68386
fin,1967,-1.54225
fin,1968,-1.66863
fin,1969,-2.19719
fin,1970,-2.54809
fin,1971,-2.15609
fin,1972,-1.80965
fin,1973,-1.86076
fin,1974,-1.93824
fin,1975,-2.04897
fin,1976,-2.2264
fin,1977,-2.26792
fin,1978,-2.29358
fin,1979,-2.35551
fin,1980,-2.3312
fin,1981,-2.4475
fin,1982,-2.5639
fin,1983,-2.56685
fin,1984,-2.66783
fin,1985,-2.80823
fin,1986,-2.86291
fin,1987,-2.85475
fin,1988,-2.8812
fin,1989,-2.83027
fin,1990,-2.78044
fin,1991,-1.78777
fin,1992,-0.86209
fin,1993,-0.94029
fin,1994,-1.00334
fin,1995,-1.05258
fin,1996,-1.04715
fin,1997,-1.0052
fin,1998,-1.04341
fin,1999,-1.08293
fin,2000,-1.11387
fin,2001,-0.81601
fin,2002,-0.52622
fin,2003,-0.53619
fin,2004,-0.48444
fin,2005,-0.43271
fin,2006,-0.39137
fin,2007,-0.34987
fin,2008,-0.31571
fin,2009,-0.30326
fin,2010,-1.62175
fin,2011,-2.93937
fin,2012,-2.94794
fin,2013,-1.43055
fin,2014,0.07685
fin,2015,-0.0084
fin,2016,-0.05164
fin,2017,-0.10547
fin,2018,-0.25654
fin,2019,-0.32847
fin,2020,-0.34541
fji,1961,2.62876
fji,1962,2.65403
fji,1963,2.5687
fji,1964,2.34947
fji,1965,2.06306
fji,1966,1.7547
fji,1967,1.76395
fji,1968,1.64476
fji,1969,1.5509
fji,1970,1.51544
fji,1971,1.50471
fji,1972,1.48383
fji,1973,1.45031
fji,1974,1.39764
fji,1975,1.33727
fji,1976,1.24766
fji,1977,1.49261
fji,1978,1.59591
fji,1979,1.74223
fji,1980,1.94385
fji,1981,2.20289
fji,1982,2.37141
fji,1983,2.29947
fji,1984,1.91731
fji,1985,1.35381
fji,1986,0.71321
fji,1987,-0.63372
fji,1988,-1.09821
fji,1989,-1.04483
fji,1990,-0.7564
fji,1991,-0.39546
fji,1992,-0.12799
fji,1993,0.02315
fji,1994,-0.00094
fji,1995,-0.15179
fji,1996,-0.30356
fji,1997,0.21739
fji,1998,0.19376
fji,1999,0.02221
fji,2000,-0.16934
fji,2001,-0.39703
fji,2002,-0.59732
fji,2003,-0.66827
fji,2004,-0.55823
fji,2005,-0.3224
fji,2006,-0.02768
fji,2007,0.20622
fji,2008,0.09472
fji,2009,-0.07873
fji,2010,-0.34567
fji,2011,-0.65431
fji,2012,-0.90333
fji,2013,-1.03352
fji,2014,-1.01027
fji,2015,-0.86841
fji,2016,-0.69687
fji,2017,-0.56158
fji,2018,-0.46484
fji,2019,-0.42491
fji,2020,-0.42934
fra,1961,-0.60692
fra,1962,-0.99047
fra,1963,-1.97387
fra,1964,-2.12212
fra,1965,-2.31407
fra,1966,-2.5444
fra,1967,-2.74626
fra,1968,-2.13305
fra,1969,-0.6351
fra,1970,-0.63141
fra,1971,-0.61276
fra,1972,-0.61272
fra,1973,-0.635
fra,1974,-0.71028
fra,1975,-0.38341
fra,1976,0.27119
fra,1977,0.19247
fra,1978,0.143
fra,1979,0.14632
fra,1980,0.17866
fra,1981,0.22371
fra,1982,0.2451
fra,1983,0.26298
fra,1984,0.27532
fra,1985,0.27692
fra,1986,0.2807
fra,1987,0.28559
fra,1988,0.27796
fra,1989,0.25435
fra,1990,0.101
fra,1991,-0.11493
fra,1992,-0.17241
fra,1993,-0.23696
fra,1994,-0.30249
fra,1995,-0.31013
fra,1996,-0.32586
fra,1997,-0.32275
fra,1998,-0.30843
fra,1999,-0.29015
fra,2000,-0.37453
fra,2001,-0.33884
fra,2002,-0.3382
fra,2003,-0.36385
fra,2004,-0.3436
fra,2005,-0.32043
fra,2006,-0.3887
fra,2007,-0.4657
fra,2008,-0.55101
fra,2009,-0.61696
fra,2010,-0.66421
fra,2011,-0.69284
fra,2012,-0.72072
fra,2013,-0.70943
fra,2014,-0.77537
fra,2015,-0.91915
fra,2016,-1.03228
fra,2017,-1.02801
fra,2018,-1.06649
fra,2019,-1.14552
fra,2020,-1.1939
fro,1961,0.32277
fro,1962,0.20851
fro,1963,0.14242
fro,1964,0.08389
fro,1965,0.00729
fro,1966,0.13844
fro,1967,0.58807
fro,1968,0.57743
fro,1969,0.56696
fro,1970,0.56376
fro,1971,0.49335
fro,1972,0.49446
fro,1973,0.52708
fro,1974,0.43014
fro,1975,0.39354
fro,1976,0.33659
fro,1977,0.25948
fro,1978,0.89091
fro,1979,1.06279
fro,1980,1.04491
fro,1981,1.01087
fro,1982,0.97774
fro,1983,0.98455
fro,1984,1.04262
fro,1985,1.07967
fro,1986,1.18472
fro,1987,1.26729
fro,1988,1.1777
fro,1989,0.81408
fro,1990,0.01219
fro,1991,-1.13404
fro,1992,-1.85107
fro,1993,-2.07495
fro,1994,-2.02727
fro,1995,-1.60605
fro,1996,-1.14684
fro,1997,-0.45839
fro,1998,0.19912
fro,1999,0.40041
fro,2000,-0.08063
fro,2001,-0.76921
fro,2002,-0.85712
fro,2003,-0.6924
fro,2004,-0.53457
fro,2005,-0.607
fro,2006,-0.47778
fro,2007,-0.25902
fro,2008,-0.33352
fro,2009,-0.34522
fro,2010,-0.35349
fro,2011,-0.24819
fro,2012,-0.1741
fro,2013,-0.11386
fro,2014,-0.1033
fro,2015,-0.04634
fro,2016,0.00713
fro,2017,0.08197
fro,2018,0.09258
fro,2019,0.09249
fro,2020,0.0853
fsm,1961,2.84809
fsm,1962,2.75828
fsm,1963,2.76672
fsm,1964,2.94046
fsm,1965,3.07959
fsm,1966,3.37087
fsm,1967,3.4997
fsm,1968,3.28637
fsm,1969,2.63241
fsm,1970,1.74537
fsm,1971,0.74647
fsm,1972,-0.0516
fsm,1973,-0.3641
fsm,1974,0.10139
fsm,1975,0.90364
fsm,1976,1.78315
fsm,1977,2.4794
fsm,1978,2.99535
fsm,1979,3.18387
fsm,1980,3.21432
fsm,1981,3.39028
fsm,1982,3.47073
fsm,1983,3.38795
fsm,1984,3.21829
fsm,1985,2.99311
fsm,1986,2.69703
fsm,1987,2.43112
fsm,1988,2.28536
fsm,1989,2.32327
fsm,1990,2.44424
fsm,1991,2.62619
fsm,1992,2.69445
fsm,1993,2.53968
fsm,1994,2.11637
fsm,1995,2.06009
fsm,1996,1.51005
fsm,1997,0.91992
fsm,1998,0.50623
fsm,1999,0.32966
fsm,2000,0.20159
fsm,2001,-0.21841
fsm,2002,-0.13344
fsm,2003,-0.11676
fsm,2004,-0.26048
fsm,2005,-0.45991
fsm,2006,-0.71218
fsm,2007,-0.87862
fsm,2008,-0.8516
fsm,2009,-0.5522
fsm,2010,-0.04376
fsm,2011,0.50642
fsm,2012,0.99289
fsm,2013,1.30586
fsm,2014,1.37062
fsm,2015,1.25975
fsm,2016,1.12236
fsm,2017,1.01836
fsm,2018,0.92888
fsm,2019,0.89301
fsm,2020,0.9009
gab,1961,-0.16714
gab,1962,-0.47975
gab,1963,-0.44443
gab,1964,-0.37575
gab,1965,-0.2935
gab,1966,-0.20313
gab,1967,-0.15244
gab,1968,-0.19124
gab,1969,-0.33494
gab,1970,-0.5589
gab,1971,-1.21185
gab,1972,-1.48377
gab,1973,-1.69341
gab,1974,-1.84388
gab,1975,-1.94078
gab,1976,-2.04247
gab,1977,-2.14518
gab,1978,-2.28375
gab,1979,-2.43092
gab,1980,-2.59989
gab,1981,-2.75388
gab,1982,-0.69223
gab,1983,-0.71669
gab,1984,-0.74866
gab,1985,-0.77135
gab,1986,-0.80749
gab,1987,-0.85297
gab,1988,-1.34162
gab,1989,-1.42471
gab,1990,-1.53264
gab,1991,-1.6373
gab,1992,-1.74644
gab,1993,-1.84902
gab,1994,-0.84043
gab,1995,-0.83073
gab,1996,-0.91221
gab,1997,-0.97538
gab,1998,-1.04635
gab,1999,-1.12252
gab,2000,-1.19845
gab,2001,-1.25045
gab,2002,-1.29515
gab,2003,-1.2841
gab,2004,-1.21158
gab,2005,-1.08947
gab,2006,-0.9967
gab,2007,-0.90811
gab,2008,-0.79468
gab,2009,-0.62083
gab,2010,-0.45859
gab,2011,-0.28428
gab,2012,-0.18626
gab,2013,-0.2046
gab,2014,-0.32317
gab,2015,-0.51977
gab,2016,-0.7386
gab,2017,-0.91703
gab,2018,-1.03599
gab,2019,-1.06837
gab,2020,-1.06449
gbm,1961,-0.82214
gbm,1962,-0.26005
gbm,1963,0.23686
gbm,1964,0.67038
gbm,1965,0.95844
gbm,1966,1.4139
gbm,1967,2.42722
gbm,1968,2.5197
gbm,1969,2.45777
gbm,1970,2.28043
gbm,1971,2.26952
gbm,1972,3.18685
gbm,1973,3.0359
gbm,1974,2.99015
gbm,1975,3.04825
gbm,1976,2.74868
gbm,1977,1.58863
gbm,1978,1.50384
gbm,1979,1.22847
gbm,1980,0.82917
gbm,1981,0.37464
gbm,1982,-0.01301
gbm,1983,-0.10086
gbm,1984,0.18863
gbm,1985,0.73486
gbm,1986,1.43463
gbm,1987,1.94584
gbm,1988,2.16535
gbm,1989,1.95501
gbm,1990,1.48507
gbm,1991,0.90103
gbm,1992,0.45185
gbm,1993,0.215
gbm,1994,0.30428
gbm,1995,0.63456
gbm,1996,1.01837
gbm,1997,1.3007
gbm,1998,1.44196
gbm,1999,1.39143
gbm,2000,1.21868
gbm,2001,0.96917
gbm,2002,0.7453
gbm,2003,0.67659
gbm,2004,0.76619
gbm,2005,0.9366
gbm,2006,1.18926
gbm,2007,1.33449
gbm,2008,1.29947
gbm,2009,0.99202
gbm,2010,0.52672
gbm,2011,0.00245
gbm,2012,-0.49216
gbm,2013,-0.75524
gbm,2014,-0.73094
gbm,2015,-0.48189
gbm,2016,-0.12839
gbm,2017,0.13594
gbm,2018,0.27886
gbm,2019,0.30059
gbm,2020,0.17743
gbr,1961,1.08467
gbr,1962,1.48016
gbr,1963,1.38046
gbr,1964,1.28293
gbr,1965,1.27116
gbr,1966,1.17606
gbr,1967,1.16833
gbr,1968,1.11262
gbr,1969,1.03776
gbr,1970,1.0212
gbr,1971,0.79714
gbr,1972,-0.38186
gbr,1973,-0.52412
gbr,1974,-0.65945
gbr,1975,-0.7307
gbr,1976,-0.74864
gbr,1977,-0.76219
gbr,1978,-0.72016
gbr,1979,-0.64109
gbr,1980,-0.61204
gbr,1981,-0.46366
gbr,1982,0.19274
gbr,1983,0.26682
gbr,1984,0.38579
gbr,1985,0.45859
gbr,1986,0.46271
gbr,1987,0.44321
gbr,1988,0.45211
gbr,1989,0.48983
gbr,1990,0.52792
gbr,1991,0.43725
gbr,1992,-0.00407
gbr,1993,-0.03551
gbr,1994,-0.02604
gbr,1995,-0.01225
gbr,1996,-0.02293
gbr,1997,-0.01613
gbr,1998,0.01231
gbr,1999,0.0582
gbr,2000,0.07665
gbr,2001,-0.08453
gbr,2002,-0.97946
gbr,2003,-0.93775
gbr,2004,-0.84461
gbr,2005,-0.72729
gbr,2006,-0.68903
gbr,2007,-0.6455
gbr,2008,-0.64731
gbr,2009,-0.67773
gbr,2010,-0.65506
gbr,2011,-0.66217
gbr,2012,-0.76397
gbr,2013,-0.80002
gbr,2014,-0.74388
gbr,2015,-0.6987
gbr,2016,-0.74993
gbr,2017,-0.83371
gbr,2018,-0.91836
gbr,2019,-0.97762
gbr,2020,-0.98186
geo,1961,0.714
geo,1962,0.6438
geo,1963,0.58795
geo,1964,0.51374
geo,1965,0.41205
geo,1966,0.22863
geo,1967,0.05571
geo,1968,-0.02862
geo,1969,-0.00691
geo,1970,0.03927
geo,1971,0.1365
geo,1972,0.09855
geo,1973,-0.03815
geo,1974,-0.059
geo,1975,-0.2001
geo,1976,-0.22583
geo,1977,-0.27234
geo,1978,-0.38141
geo,1979,-0.11491
geo,1980,0.12763
geo,1981,0.10408
geo,1982,0.1232
geo,1983,0.15004
geo,1984,0.12193
geo,1985,0.13934
geo,1986,0.14756
geo,1987,0.07944
geo,1988,0.23832
geo,1989,0.10852
geo,1990,0.50589
geo,1991,1.23363
geo,1992,1.30407
geo,1993,1.29312
geo,1994,-1.01539
geo,1995,-3.23859
geo,1996,-3.10882
geo,1997,-2.69161
geo,1998,-1.96094
geo,1999,-1.54464
geo,2000,-1.43445
geo,2001,-1.04579
geo,2002,-0.98763
geo,2003,-1.49666
geo,2004,-1.44524
geo,2005,-1.46599
geo,2006,-1.4061
geo,2007,-1.36634
geo,2008,-1.1535
geo,2009,-1.74294
geo,2010,-1.5916
geo,2011,-1.6695
geo,2012,-1.61152
geo,2013,-1.17901
geo,2014,-0.83888
geo,2015,-0.73394
geo,2016,-0.85853
geo,2017,-0.92548
geo,2018,-1.0037
geo,2019,-1.16031
geo,2020,-0.94717
gha,1961,2.44793
gha,1962,2.48296
gha,1963,2.42826
gha,1964,2.26084
gha,1965,2.0371
gha,1966,1.77611
gha,1967,1.5627
gha,1968,1.46044
gha,1969,1.50094
gha,1970,1.81722
gha,1971,2.38081
gha,1972,2.50897
gha,1973,2.51005
gha,1974,2.3446
gha,1975,2.08637
gha,1976,1.79627
gha,1977,1.58739
gha,1978,1.53678
gha,1979,1.68651
gha,1980,1.96817
gha,1981,2.28095
gha,1982,2.52402
gha,1983,2.67533
gha,1984,2.50543
gha,1985,1.98259
gha,1986,1.89741
gha,1987,1.83589
gha,1988,1.78525
gha,1989,1.7658
gha,1990,1.75367
gha,1991,1.74238
gha,1992,1.7138
gha,1993,1.65816
gha,1994,1.56195
gha,1995,1.44972
gha,1996,1.33061
gha,1997,1.23384
gha,1998,1.15367
gha,1999,1.1103
gha,2000,1.12948
gha,2001,1.24384
gha,2002,1.22306
gha,2003,1.21557
gha,2004,1.22037
gha,2005,1.23895
gha,2006,1.25547
gha,2007,1.26203
gha,2008,1.24122
gha,2009,1.19216
gha,2010,1.11276
gha,2011,1.03307
gha,2012,0.96269
gha,2013,0.90542
gha,2014,0.86158
gha,2015,0.82651
gha,2016,0.79208
gha,2017,0.75571
gha,2018,0.71767
gha,2019,0.67917
gha,2020,0.63674
gin,1961,1.12397
gin,1962,1.11467
gin,1963,1.11141
gin,1964,1.11817
gin,1965,1.12845
gin,1966,1.14114
gin,1967,1.14201
gin,1968,1.10948
gin,1969,1.03761
gin,1970,0.93936
gin,1971,0.84073
gin,1972,0.75909
gin,1973,0.6876
gin,1974,0.62393
gin,1975,0.57797
gin,1976,0.53368
gin,1977,0.51229
gin,1978,0.53062
gin,1979,0.6041
gin,1980,0.71427
gin,1981,0.82802
gin,1982,0.92566
gin,1983,1.41857
gin,1984,2.11747
gin,1985,2.29991
gin,1986,2.48149
gin,1987,2.62418
gin,1988,2.68839
gin,1989,2.65593
gin,1990,2.55718
gin,1991,2.4367
gin,1992,2.32955
gin,1993,2.25578
gin,1994,2.22059
gin,1995,2.21276
gin,1996,2.21651
gin,1997,2.21965
gin,1998,2.17207
gin,1999,2.04652
gin,2000,1.88726
gin,2001,1.71877
gin,2002,1.58624
gin,2003,1.52036
gin,2004,1.54374
gin,2005,1.62643
gin,2006,1.73134
gin,2007,1.81856
gin,2008,1.86795
gin,2009,1.86388
gin,2010,1.82758
gin,2011,1.77996
gin,2012,1.75934
gin,2013,1.79326
gin,2014,1.89668
gin,2015,2.02069
gin,2016,2.15131
gin,2017,2.24759
gin,2018,2.29121
gin,2019,2.26945
gin,2020,2.19931
gmb,1961,1.7733
gmb,1962,1.74752
gmb,1963,1.64471
gmb,1964,1.19832
gmb,1965,1.31154
gmb,1966,1.43183
gmb,1967,1.52212
gmb,1968,1.5708
gmb,1969,1.57775
gmb,1970,1.53826
gmb,1971,1.48914
gmb,1972,1.44781
gmb,1973,1.54946
gmb,1974,2.11347
gmb,1975,2.1592
gmb,1976,2.2277
gmb,1977,2.29047
gmb,1978,2.28887
gmb,1979,2.21862
gmb,1980,2.11546
gmb,1981,1.95712
gmb,1982,1.85543
gmb,1983,1.91648
gmb,1984,2.11703
gmb,1985,2.56483
gmb,1986,3.02143
gmb,1987,3.31956
gmb,1988,3.3315
gmb,1989,3.02559
gmb,1990,2.52688
gmb,1991,2.01057
gmb,1992,1.59726
gmb,1993,1.389
gmb,1994,1.56763
gmb,1995,1.53248
gmb,1996,1.5038
gmb,1997,1.4592
gmb,1998,1.42579
gmb,1999,1.41091
gmb,2000,1.40395
gmb,2001,1.40906
gmb,2002,1.40915
gmb,2003,1.45166
gmb,2004,1.66986
gmb,2005,1.59249
gmb,2006,1.5077
gmb,2007,1.43904
gmb,2008,1.38877
gmb,2009,1.37549
gmb,2010,1.3738
gmb,2011,1.37615
gmb,2012,1.3642
gmb,2013,1.35333
gmb,2014,1.33323
gmb,2015,1.3064
gmb,2016,1.28155
gmb,2017,1.25547
gmb,2018,1.22835
gmb,2019,1.20036
gmb,2020,1.17053
gnb,1961,0.89744
gnb,1962,0.80676
gnb,1963,0.79573
gnb,1964,0.89027
gnb,1965,1.0574
gnb,1966,1.22647
gnb,1967,1.36107
gnb,1968,1.47382
gnb,1969,1.56033
gnb,1970,1.60508
gnb,1971,1.69614
gnb,1972,1.76026
gnb,1973,1.65487
gnb,1974,1.33233
gnb,1975,0.89321
gnb,1976,0.37673
gnb,1977,-0.03095
gnb,1978,-0.15088
gnb,1979,-0.04062
gnb,1980,-0.35671
gnb,1981,0.21797
gnb,1982,0.6665
gnb,1983,0.92763
gnb,1984,0.92985
gnb,1985,0.76272
gnb,1986,0.54986
gnb,1987,0.38411
gnb,1988,0.23912
gnb,1989,0.13833
gnb,1990,0.05664
gnb,1991,-0.02461
gnb,1992,0.95124
gnb,1993,1.68863
gnb,1994,1.61868
gnb,1995,1.52784
gnb,1996,1.43218
gnb,1997,1.36026
gnb,1998,1.33435
gnb,1999,1.36646
gnb,2000,1.44157
gnb,2001,1.52876
gnb,2002,1.59968
gnb,2003,1.66339
gnb,2004,1.70888
gnb,2005,1.74475
gnb,2006,1.7693
gnb,2007,1.8005
gnb,2008,1.83395
gnb,2009,1.87741
gnb,2010,1.91609
gnb,2011,1.95323
gnb,2012,1.97603
gnb,2013,1.97816
gnb,2014,1.95236
gnb,2015,1.90861
gnb,2016,1.8592
gnb,2017,1.8128
gnb,2018,1.76347
gnb,2019,1.71754
gnb,2020,1.67342
gnq,1961,0.523
gnq,1962,1.19568
gnq,1963,1.31328
gnq,1964,1.59599
gnq,1965,1.95625
gnq,1966,2.4535
gnq,1967,2.75626
gnq,1968,2.45681
gnq,1969,1.39634
gnq,1970,-0.12872
gnq,1971,-1.82837
gnq,1972,-3.3012
gnq,1973,-4.30472
gnq,1974,-4.50512
gnq,1975,-3.94245
gnq,1976,-3.23891
gnq,1977,-2.49794
