geo,time,sl_emp_mpyr_ma_zs
dza,2002,7.2
dza,2003,6.63
dza,2004,6.24
dza,2005,5.82
dza,2006,5.45
dza,2007,5.08
dza,2008,4.74
dza,2009,4.42
dza,2010,4.1
dza,2011,3.82
dza,2012,4.2
dza,2013,4.59
dza,2014,4.71
dza,2015,4.85
dza,2016,4.97
dza,2017,5.11
dza,2018,5.12
dza,2019,5.14
ecu,1991,7.74
ecu,1992,10.33
ecu,1993,9.56
ecu,1994,9.67
ecu,1995,9.94
ecu,1996,9.44
ecu,1997,9.75
ecu,1998,10.14
ecu,1999,8.78
ecu,2000,7.81
ecu,2001,6.84
ecu,2002,6.32
ecu,2003,5.76
ecu,2004,7.96
ecu,2005,7.71
ecu,2006,7.37
ecu,2007,6.59
ecu,2008,6.7
ecu,2009,5.41
ecu,2010,4.89
ecu,2011,4.57
ecu,2012,5.05
ecu,2013,4.38
ecu,2014,4.26
ecu,2015,4.13
ecu,2016,4.12
ecu,2017,3.92
ecu,2018,3.71
ecu,2019,3.56
egy,1991,18.88
egy,1992,19.26
egy,1993,18.95
egy,1994,19.93
egy,1995,19.64
egy,1996,18.49
egy,1997,17.21
egy,1998,18.34
egy,1999,18.33
egy,2000,19.97
egy,2001,20.55
egy,2002,19.98
egy,2003,20.87
egy,2004,20.06
egy,2005,17.17
egy,2006,15.83
egy,2007,17
egy,2008,17.75
egy,2009,17.94
egy,2010,17.58
egy,2011,18.8
egy,2012,18.86
egy,2013,15.23
egy,2014,16.73
egy,2015,14.48
egy,2016,12.56
egy,2017,12.51
egy,2018,14.58
egy,2019,14.77
eri,1991,0.38
eri,1992,0.39
eri,1993,0.35
eri,1994,0.34
eri,1995,0.29
eri,1996,0.3
eri,1997,0.34
eri,1998,0.24
eri,1999,0.2
eri,2000,0.24
eri,2001,0.32
eri,2002,0.36
eri,2003,0.33
eri,2004,0.43
eri,2005,0.47
eri,2006,0.61
eri,2007,0.64
eri,2008,0.68
eri,2009,0.81
eri,2010,0.64
eri,2011,0.73
eri,2012,0.87
eri,2013,1.01
eri,2014,1.05
eri,2015,1.2
eri,2016,1.23
eri,2017,1.25
eri,2018,1.26
eri,2019,1.21
esp,1991,5.06
esp,1992,5.62
esp,1993,5.52
esp,1994,5.93
esp,1995,6.16
esp,1996,6.58
esp,1997,6.62
esp,1998,6.4
esp,1999,7.43
esp,2000,6.93
esp,2001,6.67
esp,2002,6.42
esp,2003,6.82
esp,2004,6.79
esp,2005,6.45
esp,2006,6.82
esp,2007,6.96
esp,2008,7.37
esp,2009,7.17
esp,2010,7.1
esp,2011,6.68
esp,2012,6.69
esp,2013,6.54
esp,2014,6.39
esp,2015,6.36
esp,2016,6.26
esp,2017,6.54
esp,2018,6.25
esp,2019,6.19
est,1991,3.27
est,1992,3.3
est,1993,3.37
est,1994,3.39
est,1995,3.48
est,1996,3.54
est,1997,3.57
est,1998,3.77
est,1999,5.26
est,2000,4.01
est,2001,2.91
est,2002,2.34
est,2003,3.24
est,2004,4.64
est,2005,3.92
est,2006,4.18
est,2007,4.96
est,2008,5.14
est,2009,6.02
est,2010,5.65
est,2011,6.28
est,2012,6.18
est,2013,6.03
est,2014,5.34
est,2015,5.29
est,2016,5.45
est,2017,6.72
est,2018,6.81
est,2019,6.79
eth,1991,1.57
eth,1992,1.67
eth,1993,1.68
eth,1994,1.66
eth,1995,1.69
eth,1996,1.69
eth,1997,1.68
eth,1998,1.58
eth,1999,1.43
eth,2000,1.28
eth,2001,1.31
eth,2002,1.23
eth,2003,1.22
eth,2004,1.14
eth,2005,1.09
eth,2006,1.03
eth,2007,1.01
eth,2008,0.97
eth,2009,0.94
eth,2010,0.89
eth,2011,0.84
eth,2012,0.83
eth,2013,0.79
eth,2014,0.77
eth,2015,0.75
eth,2016,0.71
eth,2017,0.7
eth,2018,0.7
eth,2019,0.72
fin,1991,5
fin,1992,5.22
fin,1993,5.22
fin,1994,5.14
fin,1995,4.98
fin,1996,5.75
fin,1997,6.76
fin,1998,5.33
fin,1999,5.84
fin,2000,6.17
fin,2001,5.55
fin,2002,5.75
fin,2003,5.65
fin,2004,5.96
fin,2005,5.57
fin,2006,5.78
fin,2007,5.71
fin,2008,5.49
fin,2009,6.11
fin,2010,6.11
fin,2011,5.85
fin,2012,6.05
fin,2013,6.08
fin,2014,6.39
fin,2015,6.22
fin,2016,5.94
fin,2017,5.77
fin,2018,5.22
fin,2019,5.45
fji,1991,0.97
fji,1992,0.98
fji,1993,0.99
fji,1994,1
fji,1995,1.01
fji,1996,1.02
fji,1997,1.03
fji,1998,1.05
fji,1999,1.05
fji,2000,1.06
fji,2001,1.07
fji,2002,1.08
fji,2003,1.09
fji,2004,1.09
fji,2005,1.08
fji,2006,1.09
fji,2007,1.13
fji,2008,1.18
fji,2009,1.23
fji,2010,1.28
fji,2011,1.33
fji,2012,1.32
fji,2013,1.31
fji,2014,1.29
fji,2015,1.26
fji,2016,1.21
fji,2017,1.18
fji,2018,1.14
fji,2019,1.11
fra,1991,6.65
fra,1992,6.92
fra,1993,6.87
fra,1994,6.76
fra,1995,6.6
fra,1996,6.59
fra,1997,6.6
fra,1998,6.67
fra,1999,6.49
fra,2000,6.15
fra,2001,5.97
fra,2002,5.83
fra,2003,6.23
fra,2004,6.18
fra,2005,6.29
fra,2006,6.52
fra,2007,6.28
fra,2008,6.46
fra,2009,6.54
fra,2010,6.56
fra,2011,6.4
fra,2012,6.26
fra,2013,6.24
fra,2014,6.26
fra,2015,6.15
fra,2016,6.05
fra,2017,5.95
fra,2018,6.12
fra,2019,6.15
gab,1991,0.81
gab,1992,0.85
gab,1993,0.9
gab,1994,0.95
gab,1995,1.03
gab,1996,1.09
gab,1997,1.2
gab,1998,1.28
gab,1999,1.45
gab,2000,1.55
gab,2001,1.55
gab,2002,1.69
gab,2003,1.85
gab,2004,2.01
gab,2005,2.2
gab,2006,2.38
gab,2007,2.57
gab,2008,2.78
gab,2009,2.99
gab,2010,3.21
gab,2011,3.18
gab,2012,3.18
gab,2013,3.21
gab,2014,3.24
gab,2015,3.32
gab,2016,3.38
gab,2017,3.45
gab,2018,3.57
gab,2019,3.63
gbr,1991,5.41
gbr,1992,4.97
gbr,1993,4.76
gbr,1994,4.64
gbr,1995,4.74
gbr,1996,4.36
gbr,1997,4.46
gbr,1998,4.32
gbr,1999,4.62
gbr,2000,4.48
gbr,2001,4.45
gbr,2002,4.28
gbr,2003,4.17
gbr,2004,4.21
gbr,2005,4.12
gbr,2006,4.12
gbr,2007,4.02
gbr,2008,4.04
gbr,2009,3.96
gbr,2010,3.68
gbr,2011,3.54
gbr,2012,3.48
gbr,2013,3.37
gbr,2014,3.51
gbr,2015,3.41
gbr,2016,3.33
gbr,2017,3.24
gbr,2018,2.78
gbr,2019,3.05
geo,1991,1.01
geo,1992,1.21
geo,1993,1.36
geo,1994,1.76
geo,1995,2.04
geo,1996,2.01
geo,1997,2.33
geo,1998,2.59
geo,1999,1.92
geo,2000,2.51
geo,2001,2.59
geo,2002,2.45
geo,2003,1.74
geo,2004,1.71
geo,2005,1.65
geo,2006,1.13
geo,2007,1.58
geo,2008,1.48
geo,2009,2.03
geo,2010,2.12
geo,2011,1.99
geo,2012,2.26
geo,2013,2.08
geo,2014,1.63
geo,2015,1.55
geo,2016,1.64
geo,2017,2.63
geo,2018,2.65
geo,2019,2.73
gha,1991,5.86
gha,1992,5.84
gha,1993,5.76
gha,1994,5.85
gha,1995,5.99
gha,1996,6.06
gha,1997,6.1
gha,1998,6.29
gha,1999,6.32
gha,2000,6.45
gha,2001,6.55
gha,2002,6.6
gha,2003,6.52
gha,2004,6.53
gha,2005,6.31
gha,2006,6.84
gha,2007,6.93
gha,2008,6.96
gha,2009,7.15
gha,2010,7.17
gha,2011,6.29
gha,2012,6.36
gha,2013,6.44
gha,2014,6.44
gha,2015,6.66
gha,2016,6.69
gha,2017,6.58
gha,2018,6.41
gha,2019,6.29
gin,1991,1.92
gin,1992,1.95
gin,1993,1.97
gin,1994,2
gin,1995,2.03
gin,1996,2.05
gin,1997,2.07
gin,1998,2.12
gin,1999,2.15
gin,2000,2.18
gin,2001,2.2
gin,2002,2.19
gin,2003,2.23
gin,2004,2.33
gin,2005,2.36
gin,2006,2.44
gin,2007,2.45
gin,2008,2.51
gin,2009,2.36
gin,2010,2.26
gin,2011,2.17
gin,2012,2.2
gin,2013,2.04
gin,2014,2.1
gin,2015,2.06
gin,2016,1.85
gin,2017,1.66
gin,2018,1.81
gin,2019,1.81
gmb,1991,1.12
gmb,1992,1.12
gmb,1993,1.12
gmb,1994,1.18
gmb,1995,1.19
gmb,1996,1.2
gmb,1997,1.22
gmb,1998,1.26
gmb,1999,1.27
gmb,2000,1.26
gmb,2001,1.26
gmb,2002,1.35
gmb,2003,1.4
gmb,2004,1.44
gmb,2005,1.47
gmb,2006,1.5
gmb,2007,1.54
gmb,2008,1.5
gmb,2009,1.53
gmb,2010,1.52
gmb,2011,1.61
gmb,2012,1.64
gmb,2013,1.66
gmb,2014,1.64
gmb,2015,1.57
gmb,2016,1.58
gmb,2017,1.61
gmb,2018,1.62
gmb,2019,1.58
gnb,1991,0.6
gnb,1992,0.61
gnb,1993,0.63
gnb,1994,0.64
gnb,1995,0.65
gnb,1996,0.64
gnb,1997,0.64
gnb,1998,0.67
gnb,1999,0.67
gnb,2000,0.59
gnb,2001,0.66
gnb,2002,0.69
gnb,2003,0.68
gnb,2004,0.74
gnb,2005,0.75
gnb,2006,0.82
gnb,2007,0.85
gnb,2008,0.9
gnb,2009,0.92
gnb,2010,0.92
gnb,2011,0.93
gnb,2012,0.93
gnb,2013,1.01
gnb,2014,0.89
gnb,2015,0.95
gnb,2016,0.99
gnb,2017,1
gnb,2018,1
gnb,2019,0.99
gnq,1991,11.74
gnq,1992,11.41
gnq,1993,10.05
gnq,1994,11.56
gnq,1995,10.39
gnq,1996,9.74
gnq,1997,10.46
gnq,1998,7.78
gnq,1999,10.15
gnq,2000,10.56
gnq,2001,10.85
gnq,2002,9.58
gnq,2003,9.59
gnq,2004,9.29
gnq,2005,9.58
gnq,2006,8.6
gnq,2007,8.41
gnq,2008,8.48
gnq,2009,7.92
gnq,2010,7.97
gnq,2011,8.12
gnq,2012,8.38
gnq,2013,8.14
gnq,2014,8.41
gnq,2015,7.95
gnq,2016,7.87
gnq,2017,8.5
gnq,2018,9.02
gnq,2019,8.8
grc,1991,8.24
grc,1992,9.18
grc,1993,9.56
grc,1994,9.36
grc,1995,8.58
grc,1996,9.15
grc,1997,9.53
grc,1998,9.68
grc,1999,10.04
grc,2000,10.33
grc,2001,10.68
grc,2002,9.93
grc,2003,9.49
grc,2004,10.52
grc,2005,10.28
grc,2006,10.47
grc,2007,10.5
grc,2008,10.99
grc,2009,11.01
grc,2010,10.45
grc,2011,10
grc,2012,9.04
grc,2013,8.32
grc,2014,8.02
grc,2015,8.67
grc,2016,9.13
grc,2017,9.1
grc,2018,9.62
grc,2019,9.27
gtm,1991,4.27
gtm,1992,4.28
gtm,1993,4.28
gtm,1994,4.27
gtm,1995,4.27
gtm,1996,4.25
gtm,1997,4.24
gtm,1998,4.34
gtm,1999,4.19
gtm,2000,4.04
gtm,2001,4.9
gtm,2002,5.83
gtm,2003,6.95
gtm,2004,5.94
gtm,2005,5.28
gtm,2006,4.69
gtm,2007,4.31
gtm,2008,3.96
gtm,2009,3.66
gtm,2010,3.35
gtm,2011,2.75
gtm,2012,2.87
gtm,2013,3
gtm,2014,3.3
gtm,2015,2.83
gtm,2016,3.46
gtm,2017,3.12
gtm,2018,3.13
gtm,2019,3.09
gum,1991,1.88
gum,1992,1.88
gum,1993,1.88
gum,1994,1.89
gum,1995,1.89
gum,1996,1.9
gum,1997,1.91
gum,1998,1.91
gum,1999,1.91
gum,2000,1.91
gum,2001,1.89
gum,2002,1.89
gum,2003,1.86
gum,2004,1.87
gum,2005,1.83
gum,2006,1.78
gum,2007,1.76
gum,2008,1.75
gum,2009,1.75
gum,2010,1.73
gum,2011,1.71
gum,2012,1.7
gum,2013,1.68
gum,2014,1.65
gum,2015,1.6
gum,2016,1.56
gum,2017,1.51
gum,2018,1.46
gum,2019,1.42
guy,1991,6.82
guy,1992,6.86
guy,1993,6.86
guy,1994,6.87
guy,1995,6.87
guy,1996,6.9
guy,1997,6.94
guy,1998,6.98
guy,1999,7.01
guy,2000,7.2
guy,2001,7.23
guy,2002,7.27
guy,2003,7.41
guy,2004,7.43
guy,2005,7.48
guy,2006,7.14
guy,2007,7.18
guy,2008,7.24
guy,2009,7.3
guy,2010,7.31
guy,2011,7.37
guy,2012,7.31
guy,2013,7.41
guy,2014,7.46
guy,2015,7.46
guy,2016,7.46
guy,2017,7.45
guy,2018,7.42
guy,2019,7.36
hkg,1991,8.53
hkg,1992,8.44
hkg,1993,8.4
hkg,1994,7.88
hkg,1995,7.69
hkg,1996,7.93
hkg,1997,7.68
hkg,1998,7.54
hkg,1999,7.49
hkg,2000,7.19
hkg,2001,7.45
hkg,2002,7.45
hkg,2003,7.4
hkg,2004,7.09
hkg,2005,6.76
hkg,2006,6.62
hkg,2007,6.17
hkg,2008,5.62
hkg,2009,5.63
hkg,2010,5.27
hkg,2011,5.14
hkg,2012,4.99
hkg,2013,5.03
hkg,2014,4.6
hkg,2015,4.49
hkg,2016,4.41
hkg,2017,4.32
hkg,2018,4.25
hkg,2019,4.19
hnd,1991,15.36
hnd,1992,15.44
hnd,1993,15.34
hnd,1994,15.27
hnd,1995,15.2
hnd,1996,15.19
hnd,1997,15.14
hnd,1998,15.17
hnd,1999,15.22
hnd,2000,14.99
hnd,2001,15.05
hnd,2002,15.01
hnd,2003,15.04
hnd,2004,15.12
hnd,2005,15.24
hnd,2006,15.36
hnd,2007,17.97
hnd,2008,16.53
hnd,2009,16.34
hnd,2010,17.51
hnd,2011,14.3
hnd,2012,14.5
hnd,2013,16.7
hnd,2014,14.74
hnd,2015,12.5
hnd,2016,13.89
hnd,2017,14.81
hnd,2018,12.74
hnd,2019,12.64
hrv,1991,6.92
hrv,1992,6.87
hrv,1993,6.8
hrv,1994,6.87
hrv,1995,6.75
hrv,1996,6.6
hrv,1997,6.55
hrv,1998,6.93
hrv,1999,6.53
hrv,2000,6.6
hrv,2001,6.98
hrv,2002,6.9
hrv,2003,6.72
hrv,2004,6.53
hrv,2005,6.79
hrv,2006,6.62
hrv,2007,7.21
hrv,2008,7.14
hrv,2009,6.84
hrv,2010,6.28
hrv,2011,5.79
hrv,2012,5.82
hrv,2013,6.06
hrv,2014,7.02
hrv,2015,6.88
hrv,2016,6.74
hrv,2017,6.14
hrv,2018,5.87
hrv,2019,6.51
hti,1991,0.91
hti,1992,0.92
hti,1993,0.93
hti,1994,0.94
hti,1995,0.94
hti,1996,0.94
hti,1997,0.95
hti,1998,0.96
hti,1999,0.96
hti,2000,0.97
hti,2001,0.98
hti,2002,0.99
hti,2003,1
hti,2004,1.01
hti,2005,1.02
hti,2006,1.02
hti,2007,1.02
hti,2008,1.03
hti,2009,1.03
hti,2010,1.04
hti,2011,1.04
hti,2012,1.05
hti,2013,1.05
hti,2014,1.05
hti,2015,1.05
hti,2016,1.05
hti,2017,1.06
hti,2018,1.06
hti,2019,1.06
hun,1991,3.11
hun,1992,3.12
hun,1993,2.85
hun,1994,2.82
hun,1995,2.81
hun,1996,2.89
hun,1997,3.44
hun,1998,3.46
hun,1999,3.84
hun,2000,6.75
hun,2001,7.4
hun,2002,6.91
hun,2003,6.92
hun,2004,7.64
hun,2005,7.8
hun,2006,7.26
hun,2007,6.96
hun,2008,6.93
hun,2009,7.16
hun,2010,7.2
hun,2011,7.08
hun,2012,7.13
hun,2013,6.98
hun,2014,6.88
hun,2015,6.79
hun,2016,6.44
hun,2017,6.08
hun,2018,5.67
hun,2019,5.77
idn,1991,1.67
idn,1992,1.7
idn,1993,1.72
idn,1994,1.74
idn,1995,1.76
idn,1996,1.78
idn,1997,2.24
idn,1998,2.31
idn,1999,3.44
idn,2000,2.9
idn,2001,4.23
idn,2002,4.14
idn,2003,3.91
idn,2004,4.29
idn,2005,4.02
idn,2006,3.98
idn,2007,3.76
idn,2008,3.87
idn,2009,3.82
idn,2010,3.87
idn,2011,4.38
idn,2012,4.58
idn,2013,4.54
idn,2014,4.65
idn,2015,4.56
idn,2016,4.6
idn,2017,4.48
idn,2018,4.65
idn,2019,4.54
ind,1991,2.74
ind,1992,2.71
ind,1993,2.64
ind,1994,2.58
ind,1995,2.28
ind,1996,1.99
ind,1997,1.76
ind,1998,1.54
ind,1999,1.35
ind,2000,1.18
ind,2001,1.26
ind,2002,1.36
ind,2003,1.45
ind,2004,1.58
ind,2005,1.7
ind,2006,1.64
ind,2007,1.58
ind,2008,1.52
ind,2009,1.47
ind,2010,1.42
ind,2011,1.61
ind,2012,1.81
ind,2013,1.89
ind,2014,1.97
ind,2015,2.07
ind,2016,2.16
ind,2017,2.28
ind,2018,2.39
ind,2019,2.42
irl,1991,6.69
irl,1992,7.42
irl,1993,7.97
irl,1994,7.57
irl,1995,7.79
irl,1996,6.76
irl,1997,7.27
irl,1998,8.32
irl,1999,8.02
irl,2000,8.2
irl,2001,8.25
irl,2002,8.33
irl,2003,8.21
irl,2004,8.02
irl,2005,8.04
irl,2006,7.8
irl,2007,7.88
irl,2008,8.02
irl,2009,7.94
irl,2010,7.45
irl,2011,7.03
irl,2012,6.8
irl,2013,6.45
irl,2014,6.71
irl,2015,6.57
irl,2016,6.47
irl,2017,6.45
irl,2018,6.1
irl,2019,5.97
irn,1991,3.47
irn,1992,3.54
irn,1993,3.8
irn,1994,3.9
irn,1995,3.87
irn,1996,4.03
irn,1997,4.02
irn,1998,3.9
irn,1999,4.25
irn,2000,4.54
irn,2001,4.69
irn,2002,5.16
irn,2003,5.37
irn,2004,5.79
irn,2005,6.13
irn,2006,6.24
irn,2007,6.43
irn,2008,5.65
irn,2009,5.57
irn,2010,4.77
irn,2011,4.8
irn,2012,4.44
irn,2013,4.27
irn,2014,4.09
irn,2015,4.21
irn,2016,4.08
irn,2017,4.37
irn,2018,4.29
irn,2019,4.11
irq,1991,2.94
irq,1992,2.92
irq,1993,2.89
irq,1994,2.91
irq,1995,2.93
irq,1996,2.92
irq,1997,2.9
irq,1998,2.88
irq,1999,2.86
irq,2000,2.89
irq,2001,2.92
irq,2002,3
irq,2003,3.16
irq,2004,3.09
irq,2005,3.08
irq,2006,3.03
irq,2007,3.02
irq,2008,2.9
irq,2009,2.81
irq,2010,2.7
irq,2011,2.6
irq,2012,2.5
irq,2013,2.4
irq,2014,2.33
irq,2015,2.27
irq,2016,2.17
irq,2017,2.02
irq,2018,2.01
irq,2019,1.99
isl,1991,9.67
isl,1992,9.67
isl,1993,9.7
isl,1994,9.66
isl,1995,9.36
isl,1996,11.65
isl,1997,8.49
isl,1998,9.17
isl,1999,9.2
isl,2000,9.78
isl,2001,9.37
isl,2002,9.2
isl,2003,5.97
isl,2004,6.39
isl,2005,7.48
isl,2006,7.39
isl,2007,6.66
isl,2008,6.45
isl,2009,6.42
isl,2010,5.71
isl,2011,5.88
isl,2012,5.73
isl,2013,5.82
isl,2014,5.9
isl,2015,5.47
isl,2016,5.7
isl,2017,5.6
isl,2018,5.46
isl,2019,5.16
isr,1991,6.71
isr,1992,6.87
isr,1993,7.01
isr,1994,7.11
isr,1995,7.3
isr,1996,7.44
isr,1997,7.25
isr,1998,7.25
isr,1999,6.89
isr,2000,7.05
isr,2001,7.11
isr,2002,6.97
isr,2003,7.04
isr,2004,6.53
isr,2005,6.71
isr,2006,6.36
isr,2007,6.31
isr,2008,6.79
isr,2009,7.06
isr,2010,6.57
isr,2011,6.52
isr,2012,6.19
isr,2013,5.86
isr,2014,5.71
isr,2015,6.16
isr,2016,6.21
isr,2017,5.84
isr,2018,6.05
isr,2019,5.9
ita,1991,9.51
ita,1992,9.5
ita,1993,9.48
ita,1994,9.48
ita,1995,9.47
ita,1996,9.47
ita,1997,9.45
ita,1998,9.43
ita,1999,9.43
ita,2000,9.41
ita,2001,9.4
ita,2002,9.34
ita,2003,9.28
ita,2004,9.21
ita,2005,9.28
ita,2006,9.16
ita,2007,9.08
ita,2008,8.96
ita,2009,8.83
ita,2010,8.79
ita,2011,8.75
ita,2012,8.6
ita,2013,8.94
ita,2014,8.65
ita,2015,8.43
ita,2016,8.24
ita,2017,7.93
ita,2018,7.9
ita,2019,7.63
jam,1991,1.34
jam,1992,1.3
jam,1993,1.89
jam,1994,2.81
jam,1995,3.42
jam,1996,2.88
jam,1997,3.94
jam,1998,3.58
jam,1999,3.44
jam,2000,3.4
jam,2001,3.8
jam,2002,2.88
jam,2003,3.34
jam,2004,3.21
jam,2005,4.05
jam,2006,3.85
jam,2007,3.98
jam,2008,3.87
jam,2009,3.78
jam,2010,3.68
jam,2011,3.57
jam,2012,3.83
jam,2013,3.96
jam,2014,4.09
jam,2015,4.22
jam,2016,4.35
jam,2017,4.49
jam,2018,4.49
jam,2019,4.51
jor,1991,5.07
jor,1992,4.99
jor,1993,5.01
jor,1994,5.05
jor,1995,5.08
jor,1996,5.12
jor,1997,5.21
jor,1998,5.34
jor,1999,5.47
jor,2000,5.6
jor,2001,5.74
jor,2002,6.01
jor,2003,6.17
jor,2004,6.4
jor,2005,6.24
jor,2006,6.18
jor,2007,6.24
jor,2008,6.18
jor,2009,5.87
jor,2010,5.58
jor,2011,5.37
jor,2012,5.06
jor,2013,4.75
jor,2014,4.52
jor,2015,4.33
jor,2016,4.14
jor,2017,3.99
jor,2018,3.86
jor,2019,3.87
jpn,1991,5.08
jpn,1992,4.91
jpn,1993,4.71
jpn,1994,4.62
jpn,1995,4.53
jpn,1996,4.45
jpn,1997,4.44
jpn,1998,4.37
jpn,1999,4.36
jpn,2000,4.23
jpn,2001,4.11
jpn,2002,4.02
jpn,2003,3.98
jpn,2004,3.98
jpn,2005,3.95
jpn,2006,3.84
jpn,2007,3.76
jpn,2008,3.7
jpn,2009,3.63
jpn,2010,3.38
jpn,2011,3.28
jpn,2012,3.23
jpn,2013,3.19
jpn,2014,3.06
jpn,2015,2.96
jpn,2016,2.94
jpn,2017,2.91
jpn,2018,2.85
jpn,2019,2.73
kaz,1991,0.76
kaz,1992,0.85
kaz,1993,0.85
kaz,1994,0.85
kaz,1995,0.97
kaz,1996,1.02
kaz,1997,1.06
kaz,1998,1.06
kaz,1999,1.12
kaz,2000,1.15
kaz,2001,1.24
kaz,2002,1.27
kaz,2003,1.35
kaz,2004,1.61
kaz,2005,1.83
kaz,2006,1.96
kaz,2007,2.09
kaz,2008,1.96
kaz,2009,2.63
kaz,2010,2.41
kaz,2011,2.46
kaz,2012,2.86
kaz,2013,2.54
kaz,2014,2.17
kaz,2015,1.87
kaz,2016,1.88
kaz,2017,1.86
kaz,2018,1.73
kaz,2019,1.86
ken,1991,7.34
ken,1992,7.49
ken,1993,7.66
ken,1994,7.7
ken,1995,7.79
ken,1996,7.77
ken,1997,7.7
ken,1998,7.4
ken,1999,7.14
ken,2000,6.31
ken,2001,5.41
ken,2002,4.62
ken,2003,3.9
ken,2004,3.3
ken,2005,2.79
ken,2006,2.35
ken,2007,1.95
ken,2008,1.61
ken,2009,1.35
ken,2010,1.12
ken,2011,0.92
ken,2012,0.76
ken,2013,0.62
ken,2014,0.51
ken,2015,0.41
ken,2016,0.34
ken,2017,0.3
ken,2018,0.27
ken,2019,0.25
kgz,1991,0.73
kgz,1992,0.85
kgz,1993,0.98
kgz,1994,1.13
kgz,1995,1.31
kgz,1996,1.38
kgz,1997,1.43
kgz,1998,1.6
kgz,1999,1.81
kgz,2000,1.94
kgz,2001,1.8
kgz,2002,2.03
kgz,2003,1.67
kgz,2004,1.21
kgz,2005,1.83
kgz,2006,1.48
kgz,2007,1.11
kgz,2008,0.87
kgz,2009,0.68
kgz,2010,0.83
kgz,2011,0.9
kgz,2012,1.01
kgz,2013,1.63
kgz,2014,1.86
kgz,2015,2.04
kgz,2016,2.67
kgz,2017,1.78
kgz,2018,1.93
kgz,2019,1.75
khm,1991,0.31
khm,1992,0.29
khm,1993,0.27
khm,1994,0.32
khm,1995,0.33
khm,1996,0.34
khm,1997,0.36
khm,1998,0.38
khm,1999,0.38
khm,2000,0.37
khm,2001,0.37
khm,2002,0.37
khm,2003,0.37
khm,2004,0.36
khm,2005,0.34
khm,2006,0.33
khm,2007,0.33
khm,2008,0.32
khm,2009,0.33
khm,2010,0.15
khm,2011,0.17
khm,2012,0.18
khm,2013,0.19
khm,2014,0.21
khm,2015,0.13
khm,2016,0.09
khm,2017,0.16
khm,2018,0.13
khm,2019,0.13
kor,1991,9.66
kor,1992,10.03
kor,1993,9.81
kor,1994,10.16
kor,1995,10.18
kor,1996,10.51
kor,1997,10.51
kor,1998,9.64
kor,1999,9.17
kor,2000,9.56
kor,2001,9.87
kor,2002,10.02
kor,2003,10.17
kor,2004,10.16
kor,2005,9.87
kor,2006,9.58
kor,2007,8.86
kor,2008,8.57
kor,2009,8.54
kor,2010,8.42
kor,2011,8.3
kor,2012,8.37
kor,2013,7.94
kor,2014,8.05
kor,2015,8.03
kor,2016,7.82
kor,2017,7.74
kor,2018,7.95
kor,2019,7.27
kwt,1991,0.74
kwt,1992,0.72
kwt,1993,0.69
kwt,1994,0.69
kwt,1995,0.68
kwt,1996,0.68
kwt,1997,0.68
kwt,1998,0.69
kwt,1999,0.68
kwt,2000,0.66
kwt,2001,0.67
kwt,2002,0.68
kwt,2003,0.66
kwt,2004,0.65
kwt,2005,0.64
kwt,2006,0.64
kwt,2007,0.65
kwt,2008,0.64
kwt,2009,0.81
kwt,2010,0.99
kwt,2011,1.19
kwt,2012,1.03
kwt,2013,0.89
kwt,2014,0.77
kwt,2015,0.67
kwt,2016,0.71
kwt,2017,0.69
kwt,2018,0.68
kwt,2019,0.67
lao,1991,0.38
lao,1992,0.38
lao,1993,0.38
lao,1994,0.38
lao,1995,0.38
lao,1996,0.39
lao,1997,0.4
lao,1998,0.42
lao,1999,0.44
lao,2000,0.45
lao,2001,0.47
lao,2002,0.51
lao,2003,0.53
lao,2004,0.56
lao,2005,0.59
lao,2006,0.61
lao,2007,0.64
lao,2008,0.66
lao,2009,0.73
lao,2010,0.77
lao,2011,0.75
lao,2012,0.76
lao,2013,0.77
lao,2014,0.74
lao,2015,0.72
lao,2016,0.7
lao,2017,0.68
lao,2018,0.67
lao,2019,0.65
lbn,1991,5.73
lbn,1992,5.99
lbn,1993,6.2
lbn,1994,6.39
lbn,1995,6.55
lbn,1996,6.67
lbn,1997,6.71
lbn,1998,7.17
lbn,1999,7.12
lbn,2000,6.73
lbn,2001,6.97
lbn,2002,6.77
lbn,2003,6.55
lbn,2004,6.26
lbn,2005,7.75
lbn,2006,9.6
lbn,2007,11.82
lbn,2008,11.93
lbn,2009,11.96
lbn,2010,11.72
lbn,2011,11.66
lbn,2012,11.53
lbn,2013,11.3
lbn,2014,10.86
lbn,2015,10.38
lbn,2016,9.97
lbn,2017,9.46
lbn,2018,9.14
lbn,2019,8.66
lbr,1991,2.21
lbr,1992,2.31
lbr,1993,2.46
lbr,1994,2.6
lbr,1995,2.72
lbr,1996,2.48
lbr,1997,2.34
lbr,1998,2.24
lbr,1999,2.14
lbr,2000,2.58
lbr,2001,2.53
lbr,2002,2.67
lbr,2003,2.84
lbr,2004,2.5
lbr,2005,2.5
lbr,2006,2.6
lbr,2007,2.37
lbr,2008,2.13
lbr,2009,2.24
lbr,2010,2.27
lbr,2011,2.19
lbr,2012,2.15
lbr,2013,1.95
lbr,2014,2.06
lbr,2015,2.07
lbr,2016,2.05
lbr,2017,2.02
lbr,2018,2
lbr,2019,1.92
lby,1991,3.55
lby,1992,3.57
lby,1993,3.59
lby,1994,3.6
lby,1995,3.63
lby,1996,3.64
lby,1997,3.66
