geo,time,sh_sta_smss_ur_zs
mli,2016,9.0917
mli,2017,9.22298
mli,2018,9.35484
mli,2019,9.48727
mli,2020,9.62028
mmr,2000,66.38656
mmr,2001,66.59283
mmr,2002,65.98826
mmr,2003,65.3837
mmr,2004,64.77914
mmr,2005,64.17458
mmr,2006,63.57002
mmr,2007,62.96545
mmr,2008,62.36089
mmr,2009,61.59824
mmr,2010,60.83869
mmr,2011,60.08223
mmr,2012,59.32887
mmr,2013,58.5786
mmr,2014,57.83143
mmr,2015,57.08735
mmr,2016,56.34636
mmr,2017,55.60848
mmr,2018,54.87368
mmr,2019,54.14199
mmr,2020,53.41338
mne,2006,25.08404
mne,2007,27.06717
mne,2008,29.02981
mne,2009,30.9718
mne,2010,32.89299
mne,2011,34.79323
mne,2012,36.67237
mne,2013,38.53028
mne,2014,40.36678
mne,2015,42.18174
mne,2016,43.97501
mne,2017,45.74644
mne,2018,47.49162
mne,2019,48.81515
mne,2020,48.58627
mng,2000,39.98439
mng,2001,40.09509
mng,2002,40.2058
mng,2003,40.31651
mng,2004,40.97784
mng,2005,41.64218
mng,2006,42.30954
mng,2007,42.97992
mng,2008,43.65331
mng,2009,44.32972
mng,2010,45.00914
mng,2011,46.38509
mng,2012,47.7756
mng,2013,49.18047
mng,2014,50.59949
mng,2015,52.03248
mng,2016,53.47923
mng,2017,54.93954
mng,2018,56.41321
mng,2019,57.90004
mng,2020,58.65677
mwi,2000,26.28924
mwi,2001,26.37333
mwi,2002,26.40664
mwi,2003,26.43997
mwi,2004,26.47331
mwi,2005,26.50666
mwi,2006,26.54003
mwi,2007,26.57341
mwi,2008,26.6068
mwi,2009,26.6402
mwi,2010,26.67361
mwi,2011,26.70704
mwi,2012,26.74048
mwi,2013,26.77393
mwi,2014,26.80739
mwi,2015,26.84087
mwi,2016,26.87435
mwi,2017,26.90785
mwi,2018,26.94137
mwi,2019,26.97489
mwi,2020,27.00843
ner,2000,23.24072
ner,2001,24.42389
ner,2002,25.60707
ner,2003,26.79024
ner,2004,27.97341
ner,2005,28.93078
ner,2006,29.79357
ner,2007,30.66701
ner,2008,31.5511
ner,2009,32.44584
ner,2010,33.35123
ner,2011,34.26726
ner,2012,35.19395
ner,2013,36.13128
ner,2014,37.07926
ner,2015,38.03789
ner,2016,39.00717
ner,2017,39.9871
ner,2018,40.97768
ner,2019,41.97891
ner,2020,42.96287
nga,2000,20.12496
nga,2001,20.29717
nga,2002,20.99385
nga,2003,21.70002
nga,2004,22.41505
nga,2005,23.13894
nga,2006,23.87168
nga,2007,24.61328
nga,2008,25.36374
nga,2009,26.12306
nga,2010,26.89124
nga,2011,27.66827
nga,2012,28.45416
nga,2013,29.24891
nga,2014,30.05251
nga,2015,30.86497
nga,2016,31.6863
nga,2017,32.51647
nga,2018,33.35551
nga,2019,34.2034
nga,2020,35.06015
nld,2000,97.44685
nld,2001,97.44685
nld,2002,97.44685
nld,2003,97.44685
nld,2004,97.45014
nld,2005,97.45344
nld,2006,97.45673
nld,2007,97.46003
nld,2008,97.46332
nld,2009,97.46662
nld,2010,97.46991
nld,2011,97.47321
nld,2012,97.4765
nld,2013,97.4798
nld,2014,97.48309
nld,2015,97.48639
nld,2016,97.48968
nld,2017,97.49298
nld,2018,97.49627
nld,2019,97.49957
nld,2020,97.49957
npl,2000,16.63219
npl,2001,17.85998
npl,2002,18.91829
npl,2003,20.00174
npl,2004,21.11034
npl,2005,22.24409
npl,2006,23.40298
npl,2007,24.58702
npl,2008,25.79621
npl,2009,27.03054
npl,2010,28.29002
npl,2011,29.57465
npl,2012,30.88442
npl,2013,32.21934
npl,2014,33.57941
npl,2015,34.96462
npl,2016,36.37498
npl,2017,37.81049
npl,2018,39.27115
npl,2019,40.75695
npl,2020,42.47952
per,2000,12.18243
per,2001,14.39619
per,2002,16.64679
per,2003,18.9343
per,2004,21.25878
per,2005,23.6203
per,2006,26.01891
per,2007,28.45467
per,2008,30.92766
per,2009,33.43794
per,2010,35.98556
per,2011,38.5706
per,2012,41.1931
per,2013,43.85315
per,2014,46.55079
per,2015,49.28609
per,2016,52.05912
per,2017,54.86994
per,2018,57.71861
per,2019,60.60519
per,2020,63.52975
phl,2000,45.58772
phl,2001,45.67639
phl,2002,45.76505
phl,2003,45.85372
phl,2004,45.94238
phl,2005,46.03104
phl,2006,46.11971
phl,2007,46.55141
phl,2008,46.98442
phl,2009,47.41875
phl,2010,47.8544
phl,2011,48.49564
phl,2012,49.18384
phl,2013,49.8769
phl,2014,50.57481
phl,2015,51.27756
phl,2016,51.98516
phl,2017,52.69761
phl,2018,53.41491
phl,2019,54.13705
phl,2020,54.86405
png,2000,31.50082
png,2001,31.50082
png,2002,31.50082
png,2003,31.50082
png,2004,31.50082
png,2005,31.15715
png,2006,30.81349
png,2007,30.46982
png,2008,30.12616
png,2009,29.97525
png,2010,29.82473
png,2011,29.67458
png,2012,29.52481
png,2013,29.37543
png,2014,29.22642
png,2015,29.07779
png,2016,28.92953
png,2017,28.78166
png,2018,28.63417
png,2019,28.48705
png,2020,28.34032
pol,2000,87.84454
pol,2001,88.09105
pol,2002,88.33757
pol,2003,88.58409
pol,2004,88.91191
pol,2005,89.24474
pol,2006,89.578
pol,2007,89.9117
pol,2008,90.24583
pol,2009,90.5804
pol,2010,90.9154
pol,2011,91.25083
pol,2012,91.5867
pol,2013,91.923
pol,2014,92.25973
pol,2015,92.5969
pol,2016,92.9345
pol,2017,93.27254
pol,2018,93.611
pol,2019,93.68697
pol,2020,93.76677
prt,2000,54.84772
prt,2001,54.89659
prt,2002,54.94546
prt,2003,54.99433
prt,2004,57.51273
prt,2005,60.03289
prt,2006,62.55481
prt,2007,65.07849
prt,2008,67.60394
prt,2009,70.13114
prt,2010,72.66011
prt,2011,75.19084
prt,2012,77.72333
prt,2013,80.25758
prt,2014,82.79359
prt,2015,85.33136
prt,2016,87.8709
prt,2017,90.41219
prt,2018,92.67369
prt,2019,92.67369
prt,2020,92.67369
pry,2000,49.6973
pry,2001,49.8949
pry,2002,50.10141
pry,2003,50.30799
pry,2004,50.51464
pry,2005,50.72136
pry,2006,50.92815
pry,2007,51.13501
pry,2008,51.34195
pry,2009,51.54895
pry,2010,51.75602
pry,2011,51.96317
pry,2012,52.17038
pry,2013,52.37766
pry,2014,52.58502
pry,2015,52.79244
pry,2016,52.99994
pry,2017,53.20751
pry,2018,53.41514
pry,2019,53.61333
pry,2020,53.68088
pse,2000,55.16117
pse,2001,55.23058
pse,2002,55.29998
pse,2003,55.36939
pse,2004,55.6637
pse,2005,55.95857
pse,2006,56.35201
pse,2007,57.44978
pse,2008,58.55452
pse,2009,59.66621
pse,2010,60.78487
pse,2011,61.91049
pse,2012,63.04307
pse,2013,64.18261
pse,2014,65.32911
pse,2015,66.48257
pse,2016,67.643
pse,2017,68.81038
pse,2018,69.98473
pse,2019,71.16604
pse,2020,72.35431
rus,2000,60.54156
rus,2001,60.71174
rus,2002,60.88244
rus,2003,61.05365
rus,2004,61.22538
rus,2005,61.39762
rus,2006,61.57038
rus,2007,61.74365
rus,2008,61.91744
rus,2009,62.09174
rus,2010,62.26656
rus,2011,62.44189
rus,2012,62.61773
rus,2013,62.7941
rus,2014,62.97097
rus,2015,63.14836
rus,2016,63.32627
rus,2017,63.50469
rus,2018,63.68363
rus,2019,63.71039
rus,2020,63.73714
sen,2000,15.55686
sen,2001,15.68502
sen,2002,15.75879
sen,2003,15.83168
sen,2004,15.90368
sen,2005,15.97481
sen,2006,16.04505
sen,2007,16.11441
sen,2008,16.18289
sen,2009,16.25049
sen,2010,17.00893
sen,2011,17.77715
sen,2012,18.55497
sen,2013,19.34222
sen,2014,20.13874
sen,2015,20.94437
sen,2016,21.75893
sen,2017,22.58227
sen,2018,23.41421
sen,2019,24.25458
sen,2020,24.36074
sgp,2000,100
sgp,2001,100
sgp,2002,100
sgp,2003,100
sgp,2004,100
sgp,2005,100
sgp,2006,100
sgp,2007,100
sgp,2008,100
sgp,2009,100
sgp,2010,100
sgp,2011,100
sgp,2012,100
sgp,2013,100
sgp,2014,100
sgp,2015,100
sgp,2016,100
sgp,2017,100
sgp,2018,100
sgp,2019,100
sgp,2020,100
sle,2000,16.79009
sle,2001,17.07969
sle,2002,17.3693
sle,2003,17.6589
sle,2004,17.80113
sle,2005,17.94111
sle,2006,18.07883
sle,2007,18.21429
sle,2008,18.3475
sle,2009,18.47845
sle,2010,18.60715
sle,2011,18.73358
sle,2012,18.85777
sle,2013,18.97969
sle,2014,19.09936
sle,2015,19.21677
sle,2016,19.33192
sle,2017,19.44482
sle,2018,19.55546
sle,2019,19.66385
sle,2020,19.76997
slv,2000,18.78252
slv,2001,18.78252
slv,2002,18.78252
slv,2003,18.68828
slv,2004,18.59422
slv,2005,18.50034
slv,2006,18.40663
slv,2007,18.3131
slv,2008,18.21975
slv,2009,18.12658
slv,2010,18.03358
slv,2011,17.94075
slv,2012,17.84811
slv,2013,17.75564
slv,2014,17.66335
slv,2015,17.57124
slv,2016,17.4793
slv,2017,17.38754
slv,2018,17.29595
slv,2019,17.20455
slv,2020,17.05736
som,2000,34.1443
som,2001,34.40895
som,2002,34.67359
som,2003,34.93823
som,2004,35.20287
som,2005,35.7248
som,2006,36.24995
som,2007,36.77834
som,2008,37.30996
som,2009,37.84482
som,2010,38.3829
som,2011,38.92422
som,2012,39.46877
som,2013,40.01656
som,2014,40.56758
som,2015,41.12182
som,2016,41.67931
som,2017,42.24002
som,2018,42.80397
som,2019,43.37115
som,2020,43.94156
srb,2000,13.99602
srb,2001,14.00383
srb,2002,14.01164
srb,2003,14.01945
srb,2004,14.02726
srb,2005,14.04001
srb,2006,14.18193
srb,2007,14.32469
srb,2008,14.4683
srb,2009,14.61275
srb,2010,14.75805
srb,2011,14.9143
srb,2012,15.1687
srb,2013,15.42425
srb,2014,15.68096
srb,2015,15.93882
srb,2016,16.19784
srb,2017,16.45802
srb,2018,16.70373
srb,2019,16.93425
srb,2020,17.16507
stp,2000,15.93363
stp,2001,16.98492
stp,2002,18.0362
stp,2003,19.08748
stp,2004,20.13876
stp,2005,21.11828
stp,2006,22.1006
stp,2007,23.08574
stp,2008,24.07368
stp,2009,25.06442
stp,2010,26.05798
stp,2011,27.05434
stp,2012,28.05351
stp,2013,29.05548
stp,2014,30.06027
stp,2015,31.06785
stp,2016,32.07825
stp,2017,33.09145
stp,2018,34.10746
stp,2019,35.12628
stp,2020,36.1479
sur,2000,25.46539
sur,2001,25.44376
sur,2002,25.42214
sur,2003,25.40051
sur,2004,25.37888
sur,2005,25.09036
sur,2006,24.79868
sur,2007,24.50385
sur,2008,24.20585
sur,2009,23.90469
sur,2010,23.60038
sur,2011,23.29291
sur,2012,22.98228
sur,2013,22.66849
sur,2014,22.35155
sur,2015,22.03144
sur,2016,21.70818
sur,2017,21.38176
sur,2018,21.05218
sur,2019,20.71944
sur,2020,20.69352
svk,2000,90.69094
svk,2001,90.69393
svk,2002,90.68897
svk,2003,90.59872
svk,2004,90.39978
svk,2005,90.20104
svk,2006,90.00253
svk,2007,89.80422
svk,2008,89.60613
svk,2009,89.40825
svk,2010,89.21059
svk,2011,89.01314
svk,2012,88.81591
svk,2013,88.61889
svk,2014,88.42208
svk,2015,88.31742
svk,2016,88.21276
svk,2017,88.10809
svk,2018,88.0005
svk,2019,87.8929
svk,2020,87.8929
swe,2000,94.07782
swe,2001,94.13466
swe,2002,94.19151
swe,2003,94.24836
swe,2004,94.3052
swe,2005,94.36205
swe,2006,94.4189
swe,2007,94.47574
swe,2008,94.58955
swe,2009,94.69047
swe,2010,94.79004
swe,2011,94.88826
swe,2012,94.98512
swe,2013,95.08063
swe,2014,95.17479
swe,2015,95.26759
swe,2016,95.35905
swe,2017,95.44915
swe,2018,95.48839
swe,2019,95.52762
swe,2020,95.52762
tcd,2000,18.38164
tcd,2001,18.84656
tcd,2002,19.27733
tcd,2003,19.7081
tcd,2004,20.13887
tcd,2005,20.56964
tcd,2006,21.00041
tcd,2007,21.43119
tcd,2008,21.86196
tcd,2009,22.65212
tcd,2010,23.45617
tcd,2011,24.27412
tcd,2012,25.10595
tcd,2013,25.95167
tcd,2014,26.81128
tcd,2015,27.68479
tcd,2016,28.57218
tcd,2017,29.47346
tcd,2018,30.38863
tcd,2019,31.31768
tcd,2020,32.26063
tgo,2000,11.44452
tgo,2001,11.61869
tgo,2002,11.79286
tgo,2003,11.96703
tgo,2004,12.1412
tgo,2005,12.16017
tgo,2006,12.17774
tgo,2007,12.19391
tgo,2008,12.20868
tgo,2009,12.22205
tgo,2010,12.23403
tgo,2011,12.2446
tgo,2012,12.25378
tgo,2013,12.26156
tgo,2014,12.26793
tgo,2015,12.27291
tgo,2016,12.27649
tgo,2017,12.27867
tgo,2018,12.27945
tgo,2019,12.27883
tgo,2020,12.27883
tha,2000,23.2878
tha,2001,23.4143
tha,2002,23.54092
tha,2003,23.66768
tha,2004,23.79456
tha,2005,24.14038
tha,2006,24.48841
tha,2007,24.83864
tha,2008,25.19107
tha,2009,25.5457
tha,2010,25.90254
tha,2011,26.26158
tha,2012,26.62283
tha,2013,26.98627
tha,2014,27.35193
tha,2015,27.71978
tha,2016,28.08984
tha,2017,28.4621
tha,2018,28.83656
tha,2019,29.21323
tha,2020,29.58436
ton,2000,28.59616
ton,2001,28.59616
ton,2002,28.59616
ton,2003,28.59616
ton,2004,28.59616
ton,2005,28.66389
ton,2006,28.73162
ton,2007,28.79935
ton,2008,28.86708
ton,2009,28.92708
ton,2010,28.88668
ton,2011,28.31057
ton,2012,27.73117
ton,2013,27.15567
ton,2014,26.58408
ton,2015,26.01639
ton,2016,25.45261
ton,2017,24.89273
ton,2018,24.33675
ton,2019,23.78468
ton,2020,23.23651
tun,2000,71.25892
tun,2001,71.60048
tun,2002,72.06613
tun,2003,73.01139
tun,2004,73.96369
tun,2005,74.92304
tun,2006,75.88947
tun,2007,76.86299
tun,2008,77.84363
tun,2009,78.83139
tun,2010,79.82629
tun,2011,80.82836
tun,2012,81.8376
tun,2013,82.85404
tun,2014,83.8777
tun,2015,84.90859
tun,2016,85.94672
tun,2017,86.99213
tun,2018,87.51927
tun,2019,88.04738
tun,2020,88.57645
tur,2000,62.79981
tur,2001,62.79981
tur,2002,62.95327
tur,2003,63.1069
tur,2004,64.08223
tur,2005,65.06022
tur,2006,66.04086
tur,2007,66.98498
tur,2008,67.93385
tur,2009,68.88746
tur,2010,69.84583
tur,2011,70.80896
tur,2012,71.77687
tur,2013,72.74955
tur,2014,73.72703
tur,2015,74.70931
tur,2016,75.69639
tur,2017,76.68829
tur,2018,77.68502
tur,2019,77.83225
tur,2020,77.97614
tuv,2001,4.78936
tuv,2002,4.78936
tuv,2003,4.78936
tuv,2004,4.78936
tuv,2005,4.78936
tuv,2006,4.89692
tuv,2007,5.00449
tuv,2008,5.11205
tuv,2009,5.21962
tuv,2010,5.32718
tuv,2011,5.43475
tuv,2012,5.54231
tuv,2013,5.53453
tuv,2014,5.27683
tuv,2015,5.27683
tuv,2016,5.27683
tuv,2017,5.27683
tuv,2018,5.27683
tza,2000,8.49543
tza,2001,10.13671
tza,2002,11.77799
tza,2003,13.41927
tza,2004,15.06741
tza,2005,16.71704
tza,2006,18.37967
tza,2007,20.0438
tza,2008,21.70944
tza,2009,22.89867
tza,2010,24.05243
tza,2011,25.21335
tza,2012,26.38143
tza,2013,27.55669
tza,2014,28.73913
tza,2015,29.92876
tza,2016,31.12558
tza,2017,32.32962
tza,2018,33.54086
tza,2019,34.75933
tza,2020,34.75027
ukr,2000,36.76266
ukr,2001,36.80167
ukr,2002,37.23245
ukr,2003,37.66322
ukr,2004,38.09474
ukr,2005,38.52628
ukr,2006,38.95784
ukr,2007,39.38941
ukr,2008,39.821
ukr,2009,42.95555
ukr,2010,46.07012
ukr,2011,49.16469
ukr,2012,52.23928
ukr,2013,55.25244
ukr,2014,58.16226
ukr,2015,60.85718
ukr,2016,63.55393
ukr,2017,66.25249
ukr,2018,68.91224
ukr,2019,68.91224
ukr,2020,68.91224
usa,2000,96.25047
usa,2001,96.31828
usa,2002,96.38608
usa,2003,96.45388
usa,2004,96.52168
usa,2005,96.58949
usa,2006,96.65729
usa,2007,96.72509
usa,2008,96.7929
usa,2009,96.8607
usa,2010,96.9355
usa,2011,97.01051
usa,2012,97.08573
usa,2013,97.16116
usa,2014,97.23681
usa,2015,97.24438
usa,2016,97.252
usa,2017,97.25966
usa,2018,97.26738
usa,2019,97.27515
usa,2020,97.28297
wsm,2000,38.62106
wsm,2001,38.62106
wsm,2002,38.62106
wsm,2003,38.62106
wsm,2004,38.62106
wsm,2005,38.65862
wsm,2006,38.69618
wsm,2007,38.73374
wsm,2008,38.5385
wsm,2009,38.34325
wsm,2010,38.14801
wsm,2011,37.95276
wsm,2012,37.75752
wsm,2013,37.56227
wsm,2014,37.36703
wsm,2015,37.17178
wsm,2016,36.97653
wsm,2017,36.78129
wsm,2018,36.58604
wsm,2019,36.58604
wsm,2020,36.58604
yem,2000,70.40755
yem,2001,70.40755
yem,2002,70.40755
yem,2003,69.84912
yem,2004,69.29069
yem,2005,68.45053
yem,2006,67.61496
yem,2007,66.78396
yem,2008,65.95755
yem,2009,65.13571
yem,2010,64.31844
yem,2011,63.50576
yem,2012,62.69765
yem,2013,61.89412
yem,2014,61.09517
yem,2015,61.41587
yem,2016,61.25535
yem,2017,61.09483
yem,2018,60.93431
yem,2019,60.77379
yem,2020,60.61327
zwe,2000,25.72438
zwe,2001,25.72438
zwe,2002,25.6877
zwe,2003,25.65103
zwe,2004,25.61436
zwe,2005,25.00132
zwe,2006,24.38993
zwe,2007,23.7802
zwe,2008,23.17212
zwe,2009,22.56569
zwe,2010,21.96091
zwe,2011,21.35779
zwe,2012,20.75632
zwe,2013,20.1565
zwe,2014,19.55834
zwe,2015,18.96183
zwe,2016,18.36697
zwe,2017,17.77376
zwe,2018,17.18221
zwe,2019,16.59231
zwe,2020,16.00406
