geo,time,sl_tlf_acti_1524_ma_zs
dji,1999,38.159
dji,2000,36.808
dji,2001,35.954
dji,2002,34.789
dji,2003,33.396
dji,2004,31.965
dji,2005,30.569
dji,2006,28.422
dji,2007,26.339
dji,2008,24.352
dji,2009,22.44
dji,2010,20.804
dji,2011,20.024
dji,2012,19.37
dji,2013,18.829
dji,2014,18.334
dji,2015,17.808
dji,2016,17.501
dji,2017,17.029
dji,2018,16.54
dji,2019,16.094
dji,2020,15.336
dnk,1990,76.442
dnk,1991,75.346
dnk,1992,72.964
dnk,1993,71.037
dnk,1994,72.183
dnk,1995,76.874
dnk,1996,76.645
dnk,1997,77.882
dnk,1998,71.489
dnk,1999,76.512
dnk,2000,75.007
dnk,2001,69.344
dnk,2002,70.561
dnk,2003,68.08
dnk,2004,68.913
dnk,2005,69.995
dnk,2006,70.54
dnk,2007,72.014
dnk,2008,69.909
dnk,2009,68.501
dnk,2010,64.024
dnk,2011,63.414
dnk,2012,61.044
dnk,2013,57.314
dnk,2014,57.805
dnk,2015,58.102
dnk,2016,57.981
dnk,2017,59.595
dnk,2018,59.379
dnk,2019,60.508
dnk,2020,60.084
dom,1990,65.165
dom,1991,65.44
dom,1992,64.11
dom,1993,63.354
dom,1994,63.355
dom,1995,62.849
dom,1996,62.289
dom,1997,61.251
dom,1998,60.542
dom,1999,59.941
dom,2000,59.534
dom,2001,58.069
dom,2002,56.235
dom,2003,53.538
dom,2004,53.913
dom,2005,53.178
dom,2006,53.698
dom,2007,53.852
dom,2008,53.944
dom,2009,49.11
dom,2010,49.071
dom,2011,51.439
dom,2012,51.307
dom,2013,51.905
dom,2014,52.27
dom,2015,55.987
dom,2016,56.629
dom,2017,54.563
dom,2018,56.101
dom,2019,56.872
dom,2020,50.213
dza,1990,65.024
dza,1991,65.411
dza,1992,65.437
dza,1993,65.88
dza,1994,66.14
dza,1995,65.817
dza,1996,65.379
dza,1997,64.032
dza,1998,62.683
dza,1999,61.331
dza,2000,59.974
dza,2001,58.583
dza,2002,57.185
dza,2003,55.781
dza,2004,54.37
dza,2005,52.953
dza,2006,51.558
dza,2007,50.159
dza,2008,48.753
dza,2009,47.331
dza,2010,46.559
dza,2011,44.25
dza,2012,44.711
dza,2013,44.7
dza,2014,41.689
dza,2015,40.85
dza,2016,40.363
dza,2017,40.059
dza,2018,39.792
dza,2019,39.636
dza,2020,36.501
ecu,1990,58.491
ecu,1991,58.216
ecu,1992,58.036
ecu,1993,57.855
ecu,1994,57.552
ecu,1995,57.356
ecu,1996,57.238
ecu,1997,57.592
ecu,1998,62.687
ecu,1999,63.029
ecu,2000,63.38
ecu,2001,63.737
ecu,2002,64.104
ecu,2003,64.478
ecu,2004,64.918
ecu,2005,64.69
ecu,2006,67.331
ecu,2007,62.177
ecu,2008,62.165
ecu,2009,58.116
ecu,2010,55.524
ecu,2011,53.209
ecu,2012,54.486
ecu,2013,51.516
ecu,2014,51.638
ecu,2015,52.856
ecu,2016,54.17
ecu,2017,54.829
ecu,2018,53.723
ecu,2019,53.24
ecu,2020,48.628
egy,1990,39.163
egy,1991,39.222
egy,1992,42.693
egy,1993,44.334
egy,1994,45.015
egy,1995,46.556
egy,1996,45.228
egy,1997,43.913
egy,1998,42.608
egy,1999,46.864
egy,2000,42.956
egy,2001,39.144
egy,2002,39.931
egy,2003,41.639
egy,2004,43.348
egy,2005,45.052
egy,2006,46.757
egy,2007,47.533
egy,2008,50.829
egy,2009,49.743
egy,2010,49.814
egy,2011,48.986
egy,2012,49.322
egy,2013,49.635
egy,2014,47.956
egy,2015,41.46
egy,2016,40.417
egy,2017,36.787
egy,2018,35.326
egy,2019,34.097
egy,2020,32.389
eri,1990,78.81
eri,1991,79.908
eri,1992,80.986
eri,1993,82.063
eri,1994,83.181
eri,1995,84.02
eri,1996,83.704
eri,1997,83.202
eri,1998,82.492
eri,1999,81.717
eri,2000,80.971
eri,2001,78.897
eri,2002,76.824
eri,2003,74.756
eri,2004,72.77
eri,2005,70.863
eri,2006,70.784
eri,2007,70.783
eri,2008,70.745
eri,2009,70.968
eri,2010,71.251
eri,2011,72.225
eri,2012,73.01
eri,2013,73.564
eri,2014,74.513
eri,2015,74.835
eri,2016,74.455
eri,2017,74.097
eri,2018,74.033
eri,2019,73.666
eri,2020,67.446
esp,1990,51.499
esp,1991,50.55
esp,1992,49.531
esp,1993,47.869
esp,1994,47.21
esp,1995,44.524
esp,1996,43.94
esp,1997,44.434
esp,1998,44.963
esp,1999,46.281
esp,2000,46.639
esp,2001,47.353
esp,2002,48.508
esp,2003,49.26
esp,2004,49.682
esp,2005,52.47
esp,2006,52.14
esp,2007,52.134
esp,2008,51.434
esp,2009,48.167
esp,2010,44.952
esp,2011,42.554
esp,2012,40.348
esp,2013,39.584
esp,2014,37.361
esp,2015,36.169
esp,2016,34.725
esp,2017,35.049
esp,2018,35.029
esp,2019,35.035
esp,2020,32.064
est,1990,60.253
est,1991,60.016
est,1992,61.147
est,1993,59.071
est,1994,61.974
est,1995,58.279
est,1996,54.78
est,1997,54.914
est,1998,46.764
est,1999,42.867
est,2000,43.202
est,2001,39.037
est,2002,37.405
est,2003,48.473
est,2004,46.989
est,2005,41.141
est,2006,40.836
est,2007,43.488
est,2008,44.453
est,2009,43.763
est,2010,41.14
est,2011,43.406
est,2012,44.209
est,2013,41.331
est,2014,41.321
est,2015,45.644
est,2016,46.052
est,2017,49.634
est,2018,49.523
est,2019,46.217
est,2020,44.731
eth,1990,79.482
eth,1991,79.607
eth,1992,79.641
eth,1993,79.81
eth,1994,79.826
eth,1995,79.901
eth,1996,79.997
eth,1997,80.099
eth,1998,80.201
eth,1999,80.299
eth,2000,80.39
eth,2001,80.451
eth,2002,80.507
eth,2003,80.557
eth,2004,80.606
eth,2005,80.656
eth,2006,80.493
eth,2007,80.332
eth,2008,80.173
eth,2009,80.022
eth,2010,79.88
eth,2011,79.749
eth,2012,79.62
eth,2013,79.487
eth,2014,78.74
eth,2015,77.968
eth,2016,77.324
eth,2017,76.631
eth,2018,75.882
eth,2019,75.158
eth,2020,70.668
fin,1990,64.206
fin,1991,61.284
fin,1992,56.944
fin,1993,55.213
fin,1994,51.675
fin,1995,51.205
fin,1996,49.339
fin,1997,52.196
fin,1998,52.138
fin,1999,51.892
fin,2000,51.749
fin,2001,51.593
fin,2002,51.444
fin,2003,51.284
fin,2004,51.114
fin,2005,50.984
fin,2006,52.647
fin,2007,53.348
fin,2008,53.526
fin,2009,49.82
fin,2010,49.502
fin,2011,50.614
fin,2012,51.251
fin,2013,50.852
fin,2014,51.593
fin,2015,51.204
fin,2016,51.325
fin,2017,52.399
fin,2018,51.562
fin,2019,54.33
fin,2020,53.106
fji,1990,58.609
fji,1991,58.924
fji,1992,58.364
fji,1993,58.273
fji,1994,57.886
fji,1995,57.772
fji,1996,57.382
fji,1997,56.822
fji,1998,56.266
fji,1999,55.697
fji,2000,55.098
fji,2001,54.304
fji,2002,53.462
fji,2003,52.582
fji,2004,51.679
fji,2005,49.614
fji,2006,49.79
fji,2007,49.966
fji,2008,50.149
fji,2009,50.341
fji,2010,50.539
fji,2011,50.696
fji,2012,49.458
fji,2013,48.249
fji,2014,47.06
fji,2015,49.302
fji,2016,51.539
fji,2017,50.93
fji,2018,50.547
fji,2019,50.461
fji,2020,49.551
fra,1990,47.893
fra,1991,42.329
fra,1992,42.156
fra,1993,40.176
fra,1994,38.627
fra,1995,37.487
fra,1996,37.534
fra,1997,36.571
fra,1998,36.417
fra,1999,39.573
fra,2000,38.685
fra,2001,39.285
fra,2002,41.076
fra,2003,40.73
fra,2004,40.18
fra,2005,41.985
fra,2006,42.073
fra,2007,41.98
fra,2008,42.268
fra,2009,42.99
fra,2010,42.66
fra,2011,41.351
fra,2012,40.844
fra,2013,40.821
fra,2014,39.742
fra,2015,40.452
fra,2016,39.878
fra,2017,40.255
fra,2018,41.041
fra,2019,39.597
fra,2020,38.168
gab,1990,27.47
gab,1991,27.835
gab,1992,27.979
gab,1993,28.131
gab,1994,28.176
gab,1995,28.128
gab,1996,28.028
gab,1997,27.841
gab,1998,27.528
gab,1999,26.967
gab,2000,26.462
gab,2001,25.962
gab,2002,25.386
gab,2003,24.812
gab,2004,24.216
gab,2005,23.663
gab,2006,22.809
gab,2007,22.11
gab,2008,21.374
gab,2009,20.753
gab,2010,20.283
gab,2011,19.826
gab,2012,19.366
gab,2013,18.962
gab,2014,18.61
gab,2015,18.305
gab,2016,18.517
gab,2017,18.702
gab,2018,18.87
gab,2019,19.015
gab,2020,18.619
gbr,1990,76.705
gbr,1991,74.665
gbr,1992,72.696
gbr,1993,70.458
gbr,1994,69.075
gbr,1995,67.942
gbr,1996,68.42
gbr,1997,68.374
gbr,1998,67.865
gbr,1999,66.823
gbr,2000,66.991
gbr,2001,65.625
gbr,2002,65.528
gbr,2003,64.057
gbr,2004,63.975
gbr,2005,65.153
gbr,2006,64.871
gbr,2007,64.149
gbr,2008,64.3
gbr,2009,61.335
gbr,2010,60.958
gbr,2011,60.753
gbr,2012,60.94
gbr,2013,60.236
gbr,2014,59.511
gbr,2015,59.987
gbr,2016,59.218
gbr,2017,58.185
gbr,2018,58.56
gbr,2019,57.599
gbr,2020,54.945
geo,1990,43.964
geo,1991,44.303
geo,1992,44.668
geo,1993,45.052
geo,1994,45.453
geo,1995,45.198
geo,1996,44.534
geo,1997,43.869
geo,1998,43.562
geo,1999,43.213
geo,2000,45.952
geo,2001,45.364
geo,2002,44.208
geo,2003,46.331
geo,2004,39.69
geo,2005,41.952
geo,2006,38.009
geo,2007,38.151
geo,2008,44.8
geo,2009,48.373
geo,2010,50.043
geo,2011,52.497
geo,2012,53.407
geo,2013,53.429
geo,2014,53.85
geo,2015,52.657
geo,2016,51.624
geo,2017,49.648
geo,2018,47.748
geo,2019,45.995
geo,2020,41.764
gha,1990,58.512
gha,1991,58.206
gha,1992,57.679
gha,1993,57.15
gha,1994,56.623
gha,1995,56.101
gha,1996,55.58
gha,1997,55.07
gha,1998,54.573
gha,1999,54.091
gha,2000,53.623
gha,2001,53.266
gha,2002,52.918
gha,2003,52.575
gha,2004,52.23
gha,2005,51.877
gha,2006,51.516
gha,2007,51.146
gha,2008,50.768
gha,2009,50.381
gha,2010,49.989
gha,2011,49.596
gha,2012,49.201
gha,2013,48.806
gha,2014,48.413
gha,2015,48.024
gha,2016,47.611
gha,2017,47.193
gha,2018,46.706
gha,2019,46.208
gha,2020,45.355
gin,1990,38.628
gin,1991,39.261
gin,1992,39.755
gin,1993,40.16
gin,1994,40.457
gin,1995,40.688
gin,1996,41.261
gin,1997,41.719
gin,1998,42.039
gin,1999,42.251
gin,2000,42.324
gin,2001,42.897
gin,2002,43.366
gin,2003,43.642
gin,2004,43.836
gin,2005,43.96
gin,2006,43.835
gin,2007,43.745
gin,2008,43.557
gin,2009,43.23
gin,2010,42.966
gin,2011,42.646
gin,2012,42.27
gin,2013,41.811
gin,2014,41.324
gin,2015,40.836
gin,2016,40.132
gin,2017,39.388
gin,2018,38.551
gin,2019,37.687
gin,2020,35.832
gmb,1990,41.773
gmb,1991,42.956
gmb,1992,43.887
gmb,1993,44.632
gmb,1994,44.651
gmb,1995,44.696
gmb,1996,44.813
gmb,1997,44.956
gmb,1998,45.111
gmb,1999,45.268
gmb,2000,45.423
gmb,2001,45.559
gmb,2002,45.701
gmb,2003,45.84
gmb,2004,45.976
gmb,2005,46.107
gmb,2006,46.221
gmb,2007,46.341
gmb,2008,46.459
gmb,2009,46.559
gmb,2010,46.634
gmb,2011,46.685
gmb,2012,46.722
gmb,2013,46.399
gmb,2014,45.979
gmb,2015,45.629
gmb,2016,45.431
gmb,2017,45.214
gmb,2018,44.96
gmb,2019,44.629
gmb,2020,41.994
gnb,1990,62.301
gnb,1991,62.498
gnb,1992,62.605
gnb,1993,62.633
gnb,1994,62.499
gnb,1995,62.186
gnb,1996,62.409
gnb,1997,62.345
gnb,1998,61.693
gnb,1999,61.369
gnb,2000,61.087
gnb,2001,60.654
gnb,2002,60.153
gnb,2003,59.626
gnb,2004,59.074
gnb,2005,58.504
gnb,2006,58.139
gnb,2007,57.73
gnb,2008,57.301
gnb,2009,56.886
gnb,2010,56.511
gnb,2011,56.371
gnb,2012,56.086
gnb,2013,55.823
gnb,2014,55.515
gnb,2015,55.228
gnb,2016,55.028
gnb,2017,54.759
gnb,2018,54.406
gnb,2019,53.995
gnb,2020,53.106
gnq,1990,36.599
gnq,1991,36.552
gnq,1992,36.944
gnq,1993,37.076
gnq,1994,37.045
gnq,1995,36.769
gnq,1996,36.875
gnq,1997,37.395
gnq,1998,36.802
gnq,1999,36.298
gnq,2000,35.784
gnq,2001,36.118
gnq,2002,35.811
gnq,2003,35.45
gnq,2004,35.525
gnq,2005,35.306
gnq,2006,34.874
gnq,2007,34.493
gnq,2008,34.175
gnq,2009,33.559
gnq,2010,32.699
gnq,2011,32.476
gnq,2012,32.107
gnq,2013,31.461
gnq,2014,30.902
gnq,2015,30.125
gnq,2016,29.87
gnq,2017,29.481
gnq,2018,29.016
gnq,2019,28.525
gnq,2020,27.083
grc,1990,44.114
grc,1991,43.411
grc,1992,43.032
grc,1993,42.383
grc,1994,41.783
grc,1995,41.374
grc,1996,40.267
grc,1997,38.884
grc,1998,44.035
grc,1999,41.94
grc,2000,41.783
grc,2001,38.863
grc,2002,39.334
grc,2003,38.366
grc,2004,40.273
grc,2005,36.91
grc,2006,35.744
grc,2007,34.427
grc,2008,33.999
grc,2009,33.94
grc,2010,33.044
grc,2011,31.714
grc,2012,31.261
grc,2013,31.513
grc,2014,30.001
grc,2015,27.688
grc,2016,26.473
grc,2017,26.222
grc,2018,25.11
grc,2019,23.974
grc,2020,23.131
gtm,1990,78.746
gtm,1991,78.692
gtm,1992,78.454
gtm,1993,78.325
gtm,1994,78.147
gtm,1995,77.8
gtm,1996,77.799
gtm,1997,77.561
gtm,1998,77.212
gtm,1999,77.022
gtm,2000,76.868
gtm,2001,76.894
gtm,2002,76.68
gtm,2003,76.642
gtm,2004,76.489
gtm,2005,75.733
gtm,2006,74.959
gtm,2007,74.178
gtm,2008,73.39
gtm,2009,72.598
gtm,2010,71.805
gtm,2011,71.009
gtm,2012,69.342
gtm,2013,67.633
gtm,2014,70.536
gtm,2015,72.613
gtm,2016,71.256
gtm,2017,73.753
gtm,2018,73.619
gtm,2019,73.404
gtm,2020,66.152
gum,1990,75.973
gum,1991,74.332
gum,1992,72.634
gum,1993,70.857
gum,1994,68.981
gum,1995,66.999
gum,1996,64.946
gum,1997,62.812
gum,1998,60.612
gum,1999,58.363
gum,2000,56.081
gum,2001,52.788
gum,2002,49.329
gum,2003,51.34
gum,2004,53.356
gum,2005,52.925
gum,2006,54.564
gum,2007,45.048
gum,2008,47.525
gum,2009,49.99
gum,2010,46.781
gum,2011,48.013
gum,2012,47.916
gum,2013,47.825
gum,2014,47.738
gum,2015,47.719
gum,2016,47.711
gum,2017,47.704
gum,2018,47.723
gum,2019,47.636
gum,2020,44.552
guy,1990,72.157
guy,1991,71.431
guy,1992,70.439
guy,1993,69.339
guy,1994,69.006
guy,1995,68.666
guy,1996,68.367
guy,1997,68.064
guy,1998,67.759
guy,1999,67.46
guy,2000,67.176
guy,2001,66.699
guy,2002,66.212
guy,2003,65.42
guy,2004,64.699
guy,2005,64.075
guy,2006,63.701
guy,2007,63.344
guy,2008,62.96
guy,2009,62.514
guy,2010,62.005
guy,2011,61.396
guy,2012,60.781
guy,2013,60.173
guy,2014,59.572
guy,2015,58.978
guy,2016,58.367
guy,2017,57.747
guy,2018,57.121
guy,2019,56.876
guy,2020,52.732
hkg,1990,57.89
hkg,1991,57.099
hkg,1992,55.534
hkg,1993,55.241
hkg,1994,53.309
hkg,1995,51.151
hkg,1996,50.86
hkg,1997,50.305
hkg,1998,49.55
hkg,1999,48.018
hkg,2000,46.48
hkg,2001,44.378
hkg,2002,44.389
hkg,2003,44.51
hkg,2004,43.925
hkg,2005,42.893
hkg,2006,41.649
hkg,2007,40.891
hkg,2008,38.793
hkg,2009,38.134
hkg,2010,35.358
hkg,2011,35.718
hkg,2012,36.282
hkg,2013,37.757
hkg,2014,37.762
hkg,2015,39.073
hkg,2016,39.439
hkg,2017,38.04
hkg,2018,39.214
hkg,2019,39.526
hkg,2020,35.902
hnd,1990,78.956
hnd,1991,79.967
hnd,1992,79.457
hnd,1993,78.871
hnd,1994,79.272
hnd,1995,78.733
hnd,1996,78.882
hnd,1997,78.602
hnd,1998,78.476
hnd,1999,79.035
hnd,2000,77.495
hnd,2001,76.51
hnd,2002,75.499
hnd,2003,74.466
hnd,2004,73.41
hnd,2005,72.335
hnd,2006,70.111
hnd,2007,67.706
hnd,2008,69.127
hnd,2009,70.894
hnd,2010,71.116
hnd,2011,68.749
hnd,2012,67.287
hnd,2013,72.13
hnd,2014,72.261
hnd,2015,70.91
hnd,2016,69.529
hnd,2017,71.872
hnd,2018,74.107
hnd,2019,72.366
hnd,2020,66.086
hrv,1990,46.594
hrv,1991,49.296
hrv,1992,48.477
hrv,1993,47.667
hrv,1994,46.863
hrv,1995,46.061
hrv,1996,45.268
hrv,1997,44.465
hrv,1998,43.653
hrv,1999,42.833
hrv,2000,42.011
hrv,2001,41.653
hrv,2002,45.039
hrv,2003,43.114
hrv,2004,45.286
hrv,2005,43.198
hrv,2006,40.081
hrv,2007,41.697
hrv,2008,43.167
hrv,2009,42.402
hrv,2010,40.753
hrv,2011,37.786
hrv,2012,34.63
hrv,2013,34.688
hrv,2014,38.501
hrv,2015,38.183
hrv,2016,41.944
hrv,2017,40.916
hrv,2018,37.913
hrv,2019,38.797
hrv,2020,39.215
hti,1990,51.562
hti,1991,50.016
hti,1992,48.487
hti,1993,46.981
hti,1994,45.512
hti,1995,44.085
hti,1996,42.722
hti,1997,41.398
hti,1998,40.096
hti,1999,38.793
hti,2000,37.475
hti,2001,37.895
hti,2002,38.288
hti,2003,38.653
hti,2004,38.987
hti,2005,39.292
hti,2006,39.446
hti,2007,39.449
hti,2008,39.799
hti,2009,39.825
hti,2010,40.743
hti,2011,40.131
hti,2012,39.915
hti,2013,39.476
hti,2014,39.275
hti,2015,39.336
hti,2016,39.398
hti,2017,39.514
hti,2018,39.582
hti,2019,40.044
hti,2020,37.838
hun,1990,46.46
hun,1991,48.126
hun,1992,48.568
hun,1993,45.914
hun,1994,43.098
hun,1995,45.535
hun,1996,38.919
hun,1997,39.835
hun,1998,44.875
hun,1999,44.485
hun,2000,42.739
hun,2001,38.918
hun,2002,36.135
hun,2003,34.507
hun,2004,30.818
hun,2005,30.317
hun,2006,30.171
hun,2007,29.504
hun,2008,28.693
hun,2009,27.759
hun,2010,27.562
hun,2011,27.057
hun,2012,27.957
hun,2013,31.043
hun,2014,33.076
hun,2015,34.46
hun,2016,36.218
hun,2017,36.533
hun,2018,37.096
hun,2019,37.262
hun,2020,35.3
idn,1990,61.415
idn,1991,61.647
idn,1992,61.368
idn,1993,59.972
idn,1994,62.877
idn,1995,62.308
idn,1996,61.73
idn,1997,60.53
idn,1998,60.074
idn,1999,61.719
idn,2000,61.16
idn,2001,61.182
idn,2002,60.253
idn,2003,59.545
idn,2004,60.854
idn,2005,57.072
idn,2006,57.853
idn,2007,60.647
idn,2008,59.625
idn,2009,57.345
idn,2010,56.121
idn,2011,56.076
idn,2012,57.532
idn,2013,56.496
idn,2014,55.137
idn,2015,55.36
idn,2016,55.344
idn,2017,55.108
idn,2018,56.831
idn,2019,56.058
idn,2020,55.176
ind,1990,66.587
ind,1991,66.241
ind,1992,65.928
ind,1993,65.641
ind,1994,65.365
ind,1995,64.988
ind,1996,64.607
ind,1997,64.22
ind,1998,63.831
ind,1999,63.44
ind,2000,63.048
ind,2001,62.867
ind,2002,62.686
ind,2003,62.502
ind,2004,62.31
ind,2005,62.107
ind,2006,60.119
ind,2007,58.087
ind,2008,56.021
ind,2009,53.935
ind,2010,51.838
ind,2011,50.197
ind,2012,48.524
ind,2013,47.268
ind,2014,46.012
ind,2015,44.758
ind,2016,43.514
ind,2017,42.276
ind,2018,41.045
ind,2019,41.201
ind,2020,36.552
irl,1990,70.814
irl,1991,69.226
irl,1992,63.142
irl,1993,62.42
irl,1994,62.135
irl,1995,62.174
irl,1996,60.437
irl,1997,63.604
irl,1998,68.46
irl,1999,71.125
irl,2000,72.758
irl,2001,70.637
irl,2002,67.336
irl,2003,67.771
irl,2004,66.802
irl,2005,71.717
irl,2006,74.761
irl,2007,74.424
irl,2008,69.952
irl,2009,62.636
irl,2010,55.953
irl,2011,53.545
irl,2012,51.867
irl,2013,51.541
irl,2014,50.089
irl,2015,50.005
irl,2016,52.459
irl,2017,47.752
irl,2018,48.252
irl,2019,48.083
irl,2020,44.163
irn,1990,62.009
irn,1991,60.886
irn,1992,58.67
irn,1993,56.496
irn,1994,54.396
irn,1995,52.379
irn,1996,50.433
irn,1997,50.841
irn,1998,51.23
irn,1999,51.572
irn,2000,51.851
irn,2001,52.085
irn,2002,52.263
irn,2003,52.378
irn,2004,52.429
irn,2005,52.42
irn,2006,50.386
irn,2007,48.415
irn,2008,45.692
irn,2009,46.392
irn,2010,45.855
irn,2011,43.29
irn,2012,43.99
irn,2013,42.18
irn,2014,40.582
irn,2015,40.384
irn,2016,41.837
irn,2017,42.997
irn,2018,42.233
irn,2019,40.865
irn,2020,36.631
irq,1990,68.782
irq,1991,68.507
irq,1992,67.804
irq,1993,67.59
irq,1994,67.352
irq,1995,66.992
irq,1996,66.711
irq,1997,66.163
irq,1998,65.084
irq,1999,63.995
irq,2000,62.893
irq,2001,61.761
irq,2002,60.633
irq,2003,59.507
irq,2004,58.383
irq,2005,57.263
irq,2006,56.117
irq,2007,54.985
irq,2008,54.53
irq,2009,54.096
irq,2010,53.681
irq,2011,53.314
irq,2012,52.926
irq,2013,53.611
irq,2014,54.246
irq,2015,51.493
irq,2016,48.65
irq,2017,49.087
irq,2018,49.167
irq,2019,48.792
irq,2020,47.837
isl,1990,58.182
isl,1991,58.706
isl,1992,61.27
isl,1993,56.725
isl,1994,57.865
isl,1995,70.703
isl,1996,66.774
isl,1997,63.497
isl,1998,69.437
isl,1999,67.967
isl,2000,73.107
isl,2001,79.728
isl,2002,70.687
isl,2003,71.704
isl,2004,72.75
isl,2005,73.826
isl,2006,76.83
isl,2007,79.859
isl,2008,76.409
isl,2009,69.964
isl,2010,70.638
isl,2011,70.845
isl,2012,72.606
isl,2013,74.091
isl,2014,77.047
isl,2015,78.127
isl,2016,82.258
isl,2017,81.328
isl,2018,78.809
isl,2019,75.198
isl,2020,69.185
isr,1990,61.631
isr,1991,63.892
isr,1992,63.784
isr,1993,68.961
isr,1994,68.913
isr,1995,68.077
isr,1996,65.854
isr,1997,65.078
isr,1998,63.135
isr,1999,61.392
isr,2000,62.002
isr,2001,60.635
isr,2002,56.477
isr,2003,55.35
isr,2004,56.304
isr,2005,57.864
isr,2006,58.368
isr,2007,58.316
isr,2008,56.974
isr,2009,54.302
isr,2010,54.378
isr,2011,52.457
isr,2012,50.296
isr,2013,50.888
isr,2014,50.785
isr,2015,49.82
isr,2016,48.888
isr,2017,48.466
isr,2018,46.703
isr,2019,45.131
isr,2020,41.339
ita,1990,50.715
ita,1991,50.423
ita,1992,46.454
ita,1993,45.914
ita,1994,43.808
ita,1995,43.735
ita,1996,43.196
ita,1997,42.622
ita,1998,43.593
ita,1999,42.289
ita,2000,42.075
ita,2001,40.026
ita,2002,39.514
ita,2003,38.935
ita,2004,41.357
ita,2005,38.771
ita,2006,37.589
ita,2007,35.967
ita,2008,35.722
ita,2009,33.771
ita,2010,32.782
ita,2011,31.186
ita,2012,32.852
ita,2013,30.646
ita,2014,30.94
ita,2015,30.395
ita,2016,30.19
ita,2017,29.934
ita,2018,29.928
ita,2019,29.798
ita,2020,28.464
jam,1990,59.026
jam,1991,57.859
jam,1992,56.67
jam,1993,55.471
jam,1994,54.272
jam,1995,53.08
jam,1996,51.836
jam,1997,50.592
jam,1998,49.355
jam,1999,47.71
jam,2000,47.015
jam,2001,46.342
jam,2002,45.647
jam,2003,44.967
jam,2004,45.005
jam,2005,44.091
jam,2006,43.208
jam,2007,42.313
jam,2008,41.468
jam,2009,39.554
jam,2010,37.898
jam,2011,36.901
jam,2012,36.902
jam,2013,38.379
jam,2014,37.231
jam,2015,37.821
jam,2016,39
jam,2017,38.556
jam,2018,36.205
jam,2019,36.907
jam,2020,33.961
jor,1990,50.216
jor,1991,50.583
jor,1992,49.447
jor,1993,49.428
jor,1994,49.256
jor,1995,48.844
jor,1996,48.858
jor,1997,48.7
jor,1998,48.53
jor,1999,48.302
jor,2000,47.996
jor,2001,47.571
jor,2002,47.1
jor,2003,46.8
jor,2004,46.161
jor,2005,45.625
jor,2006,45.15
jor,2007,44.711
jor,2008,44.394
jor,2009,44.266
jor,2010,44.449
jor,2011,44.703
jor,2012,44.947
jor,2013,45.135
jor,2014,45.22
jor,2015,45.267
jor,2016,45.237
jor,2017,45.118
jor,2018,42.745
jor,2019,41.526
jor,2020,38.682
jpn,1990,43.433
jpn,1991,44.995
jpn,1992,46.614
jpn,1993,47.525
jpn,1994,47.973
jpn,1995,48.052
jpn,1996,48.945
jpn,1997,49.362
jpn,1998,48.808
jpn,1999,47.732
jpn,2000,47.129
jpn,2001,46.006
jpn,2002,45.634
jpn,2003,44.998
jpn,2004,43.645
jpn,2005,44.118
jpn,2006,44.375
jpn,2007,44.685
jpn,2008,44.098
jpn,2009,42.264
jpn,2010,42.181
jpn,2011,41.642
jpn,2012,41.048
jpn,2013,41.945
jpn,2014,42.635
jpn,2015,42.882
jpn,2016,44.625
jpn,2017,44.254
jpn,2018,46.943
jpn,2019,48.451
jpn,2020,48.032
kaz,1990,54.482
kaz,1991,55.633
kaz,1992,56.131
kaz,1993,56.961
kaz,1994,58.021
kaz,1995,58.599
kaz,1996,58.456
kaz,1997,58.199
kaz,1998,58.23
kaz,1999,57.949
kaz,2000,57.153
kaz,2001,56.035
kaz,2002,55.206
kaz,2003,54.183
kaz,2004,53.189
kaz,2005,51.968
kaz,2006,51.224
kaz,2007,50.824
kaz,2008,50.424
kaz,2009,49.022
kaz,2010,47.935
kaz,2011,47.448
kaz,2012,46.901
kaz,2013,46.309
kaz,2014,48.257
kaz,2015,50.266
kaz,2016,47.926
kaz,2017,45.588
kaz,2018,45.626
kaz,2019,45.055
kaz,2020,42.377
ken,1990,54.686
ken,1991,54.087
ken,1992,53.275
ken,1993,52.34
ken,1994,51.386
ken,1995,50.471
ken,1996,49.795
ken,1997,49.26
ken,1998,48.809
ken,1999,48.268
ken,2000,48.252
ken,2001,48.222
ken,2002,48.19
ken,2003,48.148
ken,2004,48.085
ken,2005,47.996
ken,2006,47.849
ken,2007,47.688
ken,2008,47.525
ken,2009,47.376
ken,2010,47.25
ken,2011,47.128
ken,2012,47.022
ken,2013,46.935
ken,2014,46.872
ken,2015,46.832
ken,2016,46.807
ken,2017,45.557
ken,2018,44.297
ken,2019,42.983
ken,2020,42.231
kgz,1990,51.847
kgz,1991,52.493
kgz,1992,53.503
kgz,1993,54.491
kgz,1994,55.671
kgz,1995,56.014
kgz,1996,55.775
kgz,1997,55.398
kgz,1998,55.384
kgz,1999,55.299
kgz,2000,55.116
kgz,2001,54.916
kgz,2002,54.999
kgz,2003,54.705
kgz,2004,54.394
kgz,2005,55.656
kgz,2006,56.973
kgz,2007,57.6
kgz,2008,58.236
kgz,2009,58.147
kgz,2010,58.694
kgz,2011,56.761
kgz,2012,55.303
kgz,2013,58.236
kgz,2014,53.857
kgz,2015,52.926
kgz,2016,52.945
kgz,2017,52.018
kgz,2018,50.914
kgz,2019,50.604
kgz,2020,46.609
khm,1990,63.111
khm,1991,62.826
khm,1992,62.49
khm,1993,62.262
khm,1994,64.156
