geo,time,fm_ast_cgov_zg_m3
che,1961,1.46379
che,1962,2.26596
che,1963,1.4878
che,1964,-1.96504
che,1965,1.68157
che,1966,0.85237
che,1967,1.3559
che,1968,0.87683
che,1969,1.48817
che,1970,0.57038
che,1971,0.86559
che,1972,1.30194
che,1973,1.77219
che,1974,-0.98824
che,1975,-0.31461
che,1976,0.01407
che,1977,0.22272
che,1978,-0.54449
che,1979,3.46737
che,1980,1.36925
che,1981,0.34023
che,1982,0.55761
che,1983,-4.3374
che,1984,7.389
che,1985,-1.26607
che,1986,-0.03899
che,1987,0.74266
che,1988,-0.91948
che,1989,1.07626
che,1990,1.03545
che,1991,0.82563
che,1992,0.66696
che,1993,2.89391
che,1994,0.47723
che,1995,0.18975
che,1996,0.45169
che,1997,0.0074
che,1998,-2.48937
che,1999,-0.01909
che,2000,2.09241
che,2001,1.09997
che,2002,0.24206
che,2003,0.36785
che,2004,0.01842
che,2005,-1.33852
che,2006,0.11063
che,2007,-0.0484
che,2008,2.78843
che,2009,-0.25358
che,2010,0.16579
che,2011,0.66554
che,2012,0.88806
che,2013,-5.88977
che,2014,0.27973
che,2015,-0.14396
che,2016,-0.01256
chl,1962,52.44253
chl,1963,-29.69072
chl,1964,82.80731
chl,1965,44.77011
chl,1966,30.31441
chl,1967,31.79883
chl,1968,13.24902
chl,1969,12.52728
chl,1970,35.7406
chl,1971,126.11478
chl,1972,166.48185
chl,1973,775.7085
chl,1974,862.18905
chl,1975,1100.95484
chl,1976,247.04909
chl,1977,119.06087
chl,1978,-17.86891
chl,1979,-0.58355
chl,1980,-30.82816
chl,1981,-8.76014
chl,1982,18.80599
chl,1983,26.75689
chl,1984,52.9176
chl,1985,98.83048
chl,1986,30.94632
chl,1987,17.44293
chl,1988,3.68818
chl,1989,1.33148
chl,1990,8.94786
chl,1991,-0.7514
chl,1992,-3.34617
chl,1993,2.78567
chl,1994,-6.36649
chl,1995,-1.95435
chl,1996,-1.62716
chl,1997,-0.88379
chl,1998,1.12065
chl,1999,3.22563
chl,2000,4.03178
chl,2001,1.95028
chl,2002,1.99438
chl,2003,-2.08356
chl,2004,-2.33168
chl,2005,-5.03738
chl,2006,-3.1113
chl,2007,1.08806
chl,2008,-3.33928
chl,2009,0.6865
chl,2010,-0.46905
chl,2011,0.40172
chl,2012,0.60727
chl,2013,1.10123
chl,2014,-0.99379
chl,2015,-0.57531
chl,2016,0.53424
chl,2017,2.98704
chl,2018,-0.62099
chl,2019,0.49452
chl,2020,6.44774
chn,1978,-6.52377
chn,1979,44.77914
chn,1980,5.02335
chn,1981,-1.97475
chn,1982,0.97082
chn,1983,0.50757
chn,1984,3.28074
chn,1985,-5.22996
chn,1986,3.11596
chn,1987,2.35327
chn,1988,1.22402
chn,1989,-0.61237
chn,1990,1.52812
chn,1991,1.09863
chn,1992,2.3039
chn,1993,0.71237
chn,1994,0.41703
chn,1995,0.71206
chn,1996,0.84569
chn,1997,-0.74074
chn,1998,3.51368
chn,1999,0.97769
chn,2000,-0.00098
chn,2001,3.78078
chn,2002,1.48072
chn,2003,-0.08668
chn,2004,1.16424
chn,2005,-0.18065
chn,2006,0.05408
chn,2007,3.7203
chn,2008,0.30408
chn,2009,0.64269
chn,2010,0.34673
chn,2011,1.06904
chn,2012,0.97698
chn,2013,-0.16836
chn,2014,0.54254
chn,2015,3.52092
chn,2016,4.6007
chn,2017,2.74443
chn,2018,2.77401
chn,2019,2.16057
chn,2020,2.56523
civ,1963,-18.43927
civ,1964,0.11013
civ,1965,0.04041
civ,1966,-2.2104
civ,1967,6.96942
civ,1968,-11.66066
civ,1969,2.10918
civ,1970,-8.08312
civ,1971,0
civ,1972,5.12755
civ,1973,-12.22014
civ,1974,-8.708
civ,1975,5.73899
civ,1976,1.52928
civ,1977,-15.5654
civ,1978,-6.00774
civ,1979,-1.11071
civ,1980,10.46877
civ,1981,19.96494
civ,1982,2.42007
civ,1983,20.25775
civ,1984,3.59564
civ,1985,-1.66964
civ,1986,2.54355
civ,1987,-6.28943
civ,1988,8.5416
civ,1989,-3.66407
civ,1990,-3.00924
civ,1991,1.48199
civ,1992,17.88677
civ,1993,1.00999
civ,1994,15.80639
civ,1995,0.29369
civ,1996,2.08957
civ,1997,0.00577
civ,1998,4.35797
civ,1999,3.81226
civ,2000,-7.61577
civ,2001,-4.47979
civ,2002,-0.81864
civ,2003,-2.27359
civ,2004,-7.55864
civ,2005,3.2605
civ,2006,-0.8268
civ,2007,1.83543
civ,2008,3.87402
civ,2009,8.98507
civ,2010,4.49488
civ,2011,-0.4993
civ,2012,6.55495
civ,2013,4.75303
civ,2014,3.52895
civ,2015,-1.38777
civ,2016,4.35182
civ,2017,2.61906
civ,2018,3.93192
civ,2019,4.86957
civ,2020,10.37142
cmr,1961,-6.81549
cmr,1962,-2.40063
cmr,1963,-20.78397
cmr,1964,-7.27038
cmr,1965,7.85397
cmr,1966,1.33313
cmr,1967,3.77474
cmr,1968,5.57937
cmr,1969,-3.48049
cmr,1970,-17.80629
cmr,1971,13.09873
cmr,1972,12.6769
cmr,1973,0.69101
cmr,1974,5.5423
cmr,1975,7.51651
cmr,1976,-6.92793
cmr,1977,-4.30587
cmr,1978,-2.97363
cmr,1979,-9.04213
cmr,1980,-4.13003
cmr,1981,-24.13519
cmr,1982,3.8253
cmr,1983,1.96636
cmr,1984,5.93792
cmr,1985,3.818
cmr,1986,5.29928
cmr,1987,-27.49626
cmr,1988,22.01829
cmr,1989,5.47159
cmr,1990,-2.02005
cmr,1991,32.45477
cmr,1992,21.44771
cmr,1993,4.8046
cmr,1994,0.68317
cmr,1995,-2.2462
cmr,1996,-5.77015
cmr,1997,12.65741
cmr,1998,-3.19767
cmr,1999,4.67755
cmr,2000,-12.33124
cmr,2001,2.73346
cmr,2002,-1.75143
cmr,2003,0.61924
cmr,2004,0.47577
cmr,2005,-8.48292
cmr,2006,-23.58621
cmr,2007,-17.25717
cmr,2008,-11.4999
cmr,2009,1.36622
cmr,2010,2.83308
cmr,2011,4.90787
cmr,2012,7.71336
cmr,2013,0.25518
cmr,2014,2.47468
cmr,2015,-10.73734
cmr,2016,16.9227
cmr,2017,1.89102
cmr,2018,8.28657
cod,1964,6.06742
cod,1965,37.07467
cod,1966,9.33464
cod,1967,2.44302
cod,1968,7.63717
cod,1969,-4.25567
cod,1970,10.01683
cod,1971,16.09725
cod,1972,11.52118
cod,1973,9.35403
cod,1974,36.90025
cod,1975,24.12489
cod,1976,66.34095
cod,1977,46.01076
cod,1978,43.8547
cod,1979,27.75587
cod,1980,20.87667
cod,1981,44.32254
cod,1982,84.68679
cod,1983,95.97305
cod,1984,-3.07446
cod,1985,4.72163
cod,1986,40.76953
cod,1987,21.48232
cod,1988,119.36285
cod,1989,108.13774
cod,1990,421.57688
cod,1991,2501.12611
cod,1992,3171.04223
cod,1993,1371.63639
cod,1994,1836.01695
cod,1995,-7.91977
cod,2001,-3.2648
cod,2002,-33.20842
cod,2003,24.91329
cod,2004,-22.9358
cod,2005,20.18368
cod,2006,8.02808
cod,2007,6.02405
cod,2008,2.9207
cod,2009,-17.15064
cod,2010,-40.11141
cod,2011,72.06927
cod,2012,-19.22446
cod,2013,5.4601
cod,2014,2.45116
cod,2015,6.14183
cod,2016,12.75975
cod,2017,0.46041
cod,2018,0.44621
cod,2019,8.11023
cog,1961,1.81582
cog,1962,-31.02653
cog,1963,40.60773
cog,1964,-6.47821
cog,1965,-10.74481
cog,1966,8.54139
cog,1967,17.3445
cog,1968,13.20408
cog,1969,6.96408
cog,1970,1.30664
cog,1971,-7.08673
cog,1972,11.67433
cog,1973,7.36348
cog,1974,6.85072
cog,1975,20.14466
cog,1976,6.89185
cog,1977,13.40896
cog,1978,14.32867
cog,1979,-0.15589
cog,1980,3.4442
cog,1981,-27.33182
cog,1982,17.81729
cog,1983,-0.12755
cog,1984,-2.85418
cog,1985,-1.27165
cog,1986,-2.82082
cog,1987,-2.06918
cog,1988,22.6802
cog,1989,22.03396
cog,1990,-9.36252
cog,1991,2.71874
cog,1992,14.82665
cog,1993,-2.98631
cog,1994,-2.66661
cog,1995,1.99475
cog,1996,1.58305
cog,1997,10.9598
cog,1998,8.7467
cog,1999,-11.66693
cog,2000,-11.68191
cog,2001,26.3396
cog,2002,7.58628
cog,2003,0.14671
cog,2004,4.30121
cog,2005,-78.42538
cog,2006,-93.12103
cog,2007,9.06191
cog,2008,-86.54721
cog,2009,12.46263
cog,2010,-37.16571
cog,2011,-28.09244
cog,2012,17.73826
cog,2013,0.13479
cog,2014,15.34311
cog,2015,33.13471
cog,2016,29.11073
cog,2017,4.24494
cog,2018,2.36115
cog,2019,-5.13009
col,1961,3.78705
col,1962,16.84976
col,1963,3.40838
col,1964,7.86468
col,1965,13.54338
col,1966,-2.0186
col,1967,7.29289
col,1968,0.22546
col,1969,0.86035
col,1970,0.01226
col,1971,6.77179
col,1972,1.73579
col,1973,2.53771
col,1974,7.27356
col,1975,4.8043
col,1976,-0.21755
col,1977,2.02149
col,1978,0.84321
col,1979,-8.89245
col,1980,1.43017
col,1981,1.67201
col,1982,8.74989
col,1983,8.13496
col,1984,17.21719
col,1985,1.06108
col,1988,10.47212
col,1991,-4.32784
col,1992,-1.68734
col,1993,-0.02429
col,1994,-0.68151
col,1995,-1.2687
col,1996,-0.37777
col,1997,0.25629
col,1998,4.17126
col,1999,5.36813
col,2000,6.04771
col,2001,15.33241
col,2002,-14.31393
col,2003,13.2165
col,2004,2.76548
col,2005,6.69456
col,2006,-7.21482
col,2007,-6.88328
col,2008,2.54176
col,2009,7.23959
col,2010,-0.66507
col,2011,-0.68989
col,2012,1.20731
col,2013,-1.05465
col,2014,-1.33244
col,2015,-0.06966
col,2016,0.55999
col,2017,1.74752
col,2018,0.33482
col,2019,2.23644
col,2020,4.54322
com,1983,2.71917
com,1984,4.92297
com,1985,4.7876
com,1986,-4.92315
com,1987,-2.52072
com,1988,-4.18566
com,1989,19.12542
com,1990,-6.0228
com,1991,4.48031
com,1992,4.97148
com,1993,-10.42349
com,1994,7.23669
com,1995,-4.81637
com,1996,2.84292
com,1997,-7.3275
com,1998,6.77044
com,1999,2.21898
com,2000,-1.80768
com,2001,-12.21584
com,2002,1.84667
com,2003,-2.22781
com,2004,1.242
com,2005,3.09319
com,2006,2.46966
com,2007,0.16171
com,2008,5.06708
com,2009,3.97644
com,2010,-2.64424
com,2011,0.39645
com,2012,-5.85759
com,2013,4.47198
com,2014,3.27886
com,2015,-13.09584
com,2016,12.75044
com,2017,-3.42439
com,2018,2.81073
com,2019,5.4417
com,2020,-4.88277
cpv,1977,4.19144
cpv,1978,8.72591
cpv,1979,4.08336
cpv,1980,-2.39457
cpv,1981,16.79389
cpv,1982,-4.32889
cpv,1983,4.99214
cpv,1984,-1.92743
cpv,1985,-2.75556
cpv,1986,6.90777
cpv,1987,1.92367
cpv,1988,1.09683
cpv,1989,4.16743
cpv,1990,4.18026
cpv,1991,16.51236
cpv,1992,10.81918
cpv,1993,8.74549
cpv,1994,26.66755
cpv,1995,7.52667
cpv,1996,4.42278
cpv,1997,4.08237
cpv,1998,0.25975
cpv,1999,-24.84293
cpv,2000,26.79331
cpv,2001,20.51705
cpv,2002,5.91851
cpv,2003,1.07138
cpv,2004,-0.12296
cpv,2005,0.20507
cpv,2006,0.3093
cpv,2007,-7.24155
cpv,2008,-1.93164
cpv,2009,-0.96369
cpv,2010,-1.28498
cpv,2011,2.93664
cpv,2012,3.85229
cpv,2013,1.56251
cpv,2014,1.90451
cpv,2015,-0.27563
cpv,2016,0.56032
cpv,2017,1.48847
cpv,2018,0.39145
cpv,2019,-4.4847
cpv,2020,2.22516
cri,1961,2.58007
cri,1962,0.32973
cri,1963,10.65932
cri,1964,2.79977
cri,1965,3.28786
cri,1966,8.43358
cri,1967,6.31357
cri,1968,-1.30087
cri,1969,-5.33209
cri,1970,-5.90498
cri,1971,5.07161
cri,1972,5.04967
cri,1973,-1.71737
cri,1974,2.4574
cri,1975,13.33024
cri,1976,0.58716
cri,1977,14.75845
cri,1978,10.00889
cri,1979,26.2948
cri,1980,16.58161
cri,1981,3.55035
cri,1982,-6.79477
cri,1983,6.30226
cri,1984,1.64438
cri,1985,-1.50548
cri,1986,6.56784
cri,1987,6.10994
cri,1988,1.53111
cri,1989,1.92189
cri,1990,4.90161
cri,1991,-0.40287
cri,1992,0.84735
cri,1993,1.38535
cri,1994,3.79588
cri,1995,5.58653
cri,1996,31.63635
cri,1997,19.70858
cri,1998,13.68665
cri,1999,-20.90646
cri,2000,-0.2166
cri,2001,-19.17261
cri,2002,6.07156
cri,2003,4.39804
cri,2004,9.29619
cri,2005,-2.56384
cri,2006,-2.39682
cri,2007,-3.48115
cri,2008,0.72165
cri,2009,3.18349
cri,2010,-0.02606
cri,2011,2.39711
cri,2012,-3.71196
cri,2013,3.75727
cri,2014,3.04029
cri,2015,2.7673
cri,2016,1.03777
cri,2017,2.15289
cri,2018,0.38008
cri,2019,-1.89267
cri,2020,9.35796
cze,1994,-2.70261
cze,1995,2.12667
cze,1996,-3.42022
cze,1997,-2.69846
cze,1998,1.15476
cze,1999,1.76571
cze,2000,2.59796
cze,2001,7.50885
cze,2002,8.88195
cze,2003,10.37917
cze,2004,-6.32539
cze,2005,-9.13574
cze,2006,2.41578
cze,2007,-2.96347
cze,2008,0.34395
cze,2009,3.89081
cze,2010,1.90434
cze,2011,3.5425
cze,2012,-0.41308
cze,2013,0.79954
cze,2014,5.25928
cze,2015,-2.51868
cze,2016,-4.44782
cze,2017,-5.12935
cze,2018,0.3707
cze,2019,-0.24875
cze,2020,3.38547
dji,1985,-1.40845
dji,1986,3.55319
dji,1987,-4.70401
dji,1988,0.10256
dji,1989,-0.11
dji,1990,1.40133
dji,1991,3.66517
dji,1992,4.97688
dji,1993,2.44794
dji,1994,5.16599
dji,1995,3.38567
dji,1996,3.36941
dji,1997,-2.55625
dji,1998,-11.56662
dji,1999,0.75781
dji,2000,1.12455
dji,2001,1.17092
dji,2002,2.0539
dji,2003,0.32612
dji,2004,0.57449
dji,2005,-0.30515
dji,2006,-0.74611
dji,2007,-0.18733
dji,2008,-0.85319
dji,2009,-0.2295
dji,2010,0.15126
dji,2011,1.16575
dji,2012,3.50807
dji,2013,-3.65965
dji,2014,-1.29344
dji,2015,0.25457
dji,2016,0.73744
dji,2017,-0.69749
dji,2018,0.48328
dji,2019,0.98439
dji,2020,0.42686
dma,1976,5.21749
dma,1977,15.48476
dma,1978,-9.25561
dma,1979,2.51376
dma,1980,8.08206
dma,1981,-4.11964
dma,1982,1.55867
dma,1983,-0.85838
dma,1984,2.22781
dma,1985,7.10178
dma,1986,8.40646
dma,1987,-13.03619
dma,1988,-13.39831
dma,1989,3.93731
dma,1990,13.02144
dma,1991,5.33955
dma,1992,0.3827
dma,1993,-0.50217
dma,1994,2.30078
dma,1995,1.84003
dma,1996,1.24545
dma,1997,0.77023
dma,1998,-4.61139
dma,1999,1.58951
dma,2000,1.76863
dma,2001,3.84068
dma,2002,-6.73772
dma,2003,-3.8378
dma,2004,-1.96999
dma,2005,0.39703
dma,2006,-8.46042
dma,2007,-0.77181
dma,2008,0.9422
dma,2009,1.52196
dma,2010,-1.02343
dma,2011,1.51822
dma,2012,1.55409
dma,2013,4.76062
dma,2014,0.63797
dma,2015,-8.12042
dma,2016,-17.31276
dma,2017,-1.44658
dma,2018,15.70481
dma,2019,4.9159
dma,2020,-1.12269
dnk,1961,2.00135
dnk,1962,-0.13204
dnk,1963,-2.74188
dnk,1964,-5.59247
dnk,1965,-1.94922
dnk,1966,-3.386
dnk,1967,1.96764
dnk,1968,4.31397
dnk,1969,-2.7493
dnk,1970,-3.12241
dnk,1971,-1.8369
dnk,1972,-1.94562
dnk,1973,-3.2358
dnk,1974,1.29668
dnk,1975,7.46908
dnk,1976,-0.69629
dnk,1977,-2.42031
dnk,1978,-0.88074
dnk,1979,9.02441
dnk,1980,6.99504
dnk,1981,10.62206
dnk,1982,5.31822
dnk,1983,10.27004
dnk,1984,12.34554
dnk,1985,2.83935
dnk,1986,-9.7726
dnk,1987,-7.94154
dnk,1988,5.36665
dnk,1989,0.43996
dnk,1990,-3.13657
dnk,1991,11.47847
dnk,1992,-5.90944
dnk,1993,-17.59761
dnk,1994,16.15422
dnk,1995,-1.63071
dnk,1996,-1.69706
dnk,1997,-2.39642
dnk,1998,-0.24766
dnk,1999,-1.30257
dnk,2000,2.9589
dnk,2001,1.10976
dnk,2002,0.12651
dnk,2003,-1.42294
dnk,2004,-7.04835
dnk,2005,-0.54426
dnk,2006,-5.18522
dnk,2007,-2.80311
dnk,2008,-17.22195
dnk,2009,8.11832
dnk,2010,-0.00513
dnk,2011,-2.47988
dnk,2012,5.0493
dnk,2013,-1.13555
dnk,2014,-2.6659
dnk,2015,4.87082
dnk,2016,3.38236
dnk,2017,-2.50214
dnk,2018,1.77287
dnk,2019,4.15061
dnk,2020,-1.07083
dom,1961,27.88536
dom,1962,-8.78165
dom,1963,39.42857
dom,1964,11.93651
dom,1965,2.84939
dom,1966,0.35758
dom,1967,-21.85687
dom,1968,5.28561
dom,1969,-1.0162
dom,1970,7.4541
dom,1971,26.22565
dom,1972,6.00511
dom,1973,0.66225
dom,1974,12.12678
dom,1975,0.84764
dom,1976,-2.0714
dom,1977,2.69142
dom,1978,3.07522
dom,1979,4.45811
dom,1980,4.79522
dom,1981,11.50424
dom,1982,8.46386
dom,1983,7.41857
dom,1984,8.68237
dom,1985,-4.52736
dom,1986,0.69857
dom,1987,-7.51045
dom,1988,4.97406
dom,1989,-2.79804
dom,1990,2.03355
dom,1991,-7.09598
dom,1992,-8.89093
dom,1993,-1.91119
dom,1994,7.45864
dom,1995,-1.78357
dom,1996,0.72596
dom,1997,2.09168
dom,1998,1.53777
dom,1999,2.40828
dom,2000,2.79388
dom,2001,-6.7515
dom,2002,1.18141
dom,2003,1.1906
dom,2004,15.08351
dom,2005,14.97631
dom,2006,27.49458
dom,2007,6.14033
dom,2008,8.543
dom,2009,7.79072
dom,2010,0.09136
dom,2011,2.29669
dom,2012,12.87849
dom,2013,3.84404
dom,2014,2.45398
dom,2015,7.59519
dom,2016,5.21245
dom,2017,3.13609
dom,2018,0.71056
dom,2019,5.50656
dom,2020,0.09006
dza,1965,7.06795
dza,1966,-6.01475
dza,1967,7.07735
dza,1968,8.73967
dza,1969,-3.75
dza,1970,18.81938
dza,1971,-2.60803
dza,1972,-10.60682
dza,1973,-2.19417
dza,1974,-21.67763
dza,1975,9.46449
dza,1976,7.48192
dza,1977,10.84534
dza,1978,17.31632
dza,1979,-0.86571
dza,1980,6.96332
dza,1981,-10.23423
dza,1982,5.84862
dza,1983,9.17615
dza,1984,7.6498
dza,1985,1.99777
dza,1986,11.0109
dza,1987,7.78535
dza,1988,7.53172
dza,1989,2.41428
dza,1990,2.51374
dza,1991,-3.27504
dza,1992,13.5652
dza,1993,54.93336
dza,1994,-11.88943
dza,1995,-10.00136
dza,1996,-16.60695
dza,1997,14.56788
dza,1998,10.82595
dza,1999,9.03678
dza,2000,-11.64191
dza,2001,3.35789
dza,2002,-0.6491
dza,2003,-6.82044
dza,2004,-14.12218
dza,2005,-28.0482
dza,2006,-10.27743
dza,2007,-19.05675
dza,2008,-24.85647
dza,2009,0.1767
dza,2010,-0.87099
dza,2011,-3.80573
dza,2012,-2.51525
dza,2013,-0.30901
dza,2014,10.377
dza,2015,20.4956
dza,2016,16.06574
dza,2017,15.49682
dza,2018,10.41734
dza,2019,3.72406
dza,2020,11.9163
ecu,1961,5.76752
ecu,1962,0.45286
ecu,1963,-2.15486
ecu,1964,0.17544
ecu,1965,11.02316
ecu,1966,3.509
ecu,1967,-4.35602
ecu,1968,12.43248
ecu,1969,11.08472
ecu,1970,-1.9483
ecu,1971,5.43604
ecu,1972,-0.69656
ecu,1973,-7.44033
ecu,1974,0.32631
ecu,1975,-6.72353
ecu,1976,2.257
ecu,1977,-3.01104
ecu,1978,-8.4559
ecu,1979,3.45824
ecu,1980,-2.93836
ecu,1981,-5.62639
ecu,1982,7.16362
ecu,1983,-4.08324
ecu,1984,-15.63147
ecu,1985,35.23684
ecu,1986,-3.20292
ecu,1987,4.04563
ecu,1988,32.44554
ecu,1989,-33.18802
ecu,1990,-28.86383
ecu,1991,8.69352
ecu,1992,-3.27927
ecu,1993,130.42639
ecu,1994,-1.78623
ecu,1995,-74.7522
ecu,1996,-0.06563
ecu,1997,3.92535
ecu,1998,12.17096
ecu,1999,16.37197
ecu,2000,-28.09031
ecu,2001,-20.71019
ecu,2002,-6.66412
ecu,2003,-6.77634
ecu,2004,-8.53513
ecu,2005,1.794
ecu,2006,-4.40342
ecu,2007,5.61952
ecu,2008,-6.77302
ecu,2009,-6.0483
ecu,2010,4.32438
ecu,2011,0.46779
ecu,2012,1.57797
ecu,2013,1.76123
ecu,2014,4.01693
ecu,2015,0.66288
ecu,2016,7.15884
ecu,2017,-2.01665
ecu,2018,-3.15696
ecu,2019,0.32307
ecu,2020,2.05287
egy,1961,7.54639
egy,1962,8.6812
egy,1963,20.90405
egy,1964,13.40833
egy,1965,8.38711
egy,1966,13.02715
egy,1967,9.51596
egy,1968,3.41517
egy,1969,2.84254
egy,1970,10.39612
egy,1971,12.51217
egy,1972,10.41495
egy,1973,15.23064
egy,1974,17.62945
egy,1975,47.28148
egy,1976,13.18743
egy,1977,10.75922
egy,1978,63.18757
egy,1979,26.26389
egy,1980,14.68606
egy,1981,2.69359
egy,1982,21.10431
egy,1983,5.90582
egy,1984,10.50499
egy,1985,8.94606
egy,1986,7.92598
egy,1987,10.72577
egy,1988,12.75103
egy,1989,16.05056
egy,1990,15.23289
egy,1991,2.59806
egy,1992,2.54914
egy,1993,-3.09052
egy,1994,2.42498
egy,1995,0.58533
egy,1996,-0.21683
egy,1997,2.75561
egy,1998,4.91063
egy,1999,0.61939
egy,2000,7.73672
egy,2001,2.8095
egy,2002,11.21094
egy,2003,9.30251
egy,2004,6.98956
egy,2005,-1.55942
egy,2006,2.2982
egy,2007,0.82598
egy,2008,4.60208
egy,2009,10.47589
egy,2010,2.45937
egy,2011,17.3087
egy,2012,15.58556
egy,2013,21.30887
egy,2014,18.69557
egy,2015,19.28569
egy,2016,20.80912
egy,2017,1.43958
egy,2018,10.17362
egy,2019,6.31699
egy,2020,13.60195
eri,1996,20.53555
eri,1997,2.00109
eri,1998,36.17499
eri,1999,40.06092
eri,2000,25.72672
eri,2001,1.02562
eri,2002,13.97168
eri,2003,13.02109
eri,2004,11.50221
eri,2005,10.93288
eri,2006,8.56466
eri,2007,8.81888
eri,2008,13.96995
eri,2009,11.86872
eri,2010,12.62456
eri,2011,10.1534
eri,2012,8.44988
eri,2013,1.43924
eri,2014,1.11631
eth,1961,-0.35308
eth,1962,-5.72519
eth,1963,5.0103
eth,1964,6.42112
eth,1965,-1.40838
eth,1966,-0.52276
eth,1967,7.95528
eth,1968,4.10309
eth,1969,4.46689
eth,1970,-1.9129
eth,1971,-0.35796
eth,1972,2.38607
eth,1973,-1.64175
eth,1974,-4.9093
eth,1975,14.76265
eth,1976,16.28802
eth,1977,10.81703
eth,1978,12.68128
eth,1979,10.51238
eth,1980,6.92392
eth,1981,-0.7045
eth,1982,12.3223
eth,1983,28.87875
eth,1984,11.26121
eth,1985,5.62993
eth,1986,6.89814
eth,1987,1.15698
eth,1988,8.07542
eth,1989,14.56094
eth,1990,23.08406
eth,1991,12.31247
eth,1992,11.13932
eth,1993,9.80358
eth,1994,0.48996
eth,1995,-3.45852
eth,1996,-4.57467
eth,1997,6.5478
eth,1998,4.7467
eth,1999,16.83189
eth,2000,19.79229
eth,2001,-6.99714
eth,2002,5.80582
eth,2003,8.53306
eth,2004,5.61687
eth,2005,12.76688
eth,2006,5.34974
eth,2007,12.85789
eth,2008,2.47336
fji,1962,-0.16452
fji,1963,2.21779
fji,1964,3.22442
fji,1965,0.57492
fji,1966,1.64437
fji,1967,-1.29701
fji,1968,2.27957
fji,1969,7.2009
fji,1970,-4.25705
fji,1971,2.87614
fji,1972,2.55496
fji,1973,-14.7904
fji,1974,4.80913
fji,1975,-0.99335
fji,1976,4.03292
fji,1977,1.57694
fji,1978,7.03791
fji,1979,2.36596
fji,1980,-2.45801
fji,1981,-0.93086
fji,1982,5.2082
fji,1983,-1.38636
fji,1984,-0.99788
fji,1985,0.05174
fji,1986,3.73748
fji,1987,5.89561
fji,1988,-12.00091
fji,1989,1.44242
fji,1990,-1.17516
fji,1991,2.48235
fji,1992,2.45587
fji,1993,-0.25318
fji,1994,-2.51942
fji,1995,-0.45805
fji,1996,-0.5298
fji,1997,-0.12262
fji,1998,-0.23783
fji,1999,-0.16968
fji,2000,4.64785
fji,2001,-18.67405
fji,2002,9.79745
fji,2003,10.48211
fji,2004,-1.23077
fji,2005,5.42464
fji,2006,2.43931
fji,2007,-1.61413
fji,2008,-3.22337
fji,2009,3.66559
fji,2010,-2.82832
fji,2011,-1.678
fji,2012,-2.05658
fji,2013,-0.43053
fji,2014,0.38149
fji,2015,-0.05951
fji,2016,-2.60375
fji,2017,-2.71335
fji,2018,2.56334
fji,2019,0.63192
fji,2020,3.68802
fsm,1996,-21.71205
fsm,1997,9.37846
fsm,1998,-18.80698
fsm,1999,9.0513
fsm,2000,-10.46192
fsm,2001,25.66773
fsm,2002,-18.02364
fsm,2003,19.30747
fsm,2004,29.49732
fsm,2005,4.54785
fsm,2006,-9.43723
fsm,2007,-12.23825
fsm,2008,26.41648
fsm,2009,-24.65063
fsm,2010,18.49492
fsm,2011,-10.07204
fsm,2012,-6.01823
fsm,2013,-15.62958
fsm,2014,-1.35682
fsm,2015,-12.94018
fsm,2016,-20.04723
fsm,2017,-13.71708
fsm,2018,-10.61309
fsm,2019,-79.77683
gab,1961,-2.96296
gab,1962,1.60256
gab,1963,10.04071
gab,1964,11.30435
gab,1965,-7.76362
gab,1966,11.30435
gab,1967,-11.08647
gab,1968,13.49842
gab,1969,0.98241
gab,1970,-6.9828
gab,1971,-23.05233
gab,1972,-0.91007
gab,1973,-19.73016
gab,1974,-15.99065
gab,1975,-1.93982
gab,1976,52.02838
gab,1977,13.4892
gab,1978,-21.34683
gab,1979,18.146
gab,1980,-1.01967
gab,1981,-21.06812
gab,1982,-17.15161
gab,1983,5.05718
gab,1984,0.95825
gab,1985,9.80892
gab,1986,10.45398
gab,1987,23.40413
gab,1988,13.65477
gab,1989,-1.95386
gab,1990,-20.98032
gab,1991,-2.7736
gab,1992,19.7383
gab,1993,3.88846
gab,1994,32.09178
gab,1995,5.83374
gab,1996,-4.0063
gab,1997,-6.77152
gab,1998,25.35848
gab,1999,-6.51087
gab,2000,-42.22287
gab,2001,28.99336
gab,2002,-8.76549
gab,2003,1.13025
gab,2004,-15.60149
gab,2005,-12.76841
gab,2006,-13.37265
gab,2007,-44.52877
gab,2008,28.58104
gab,2009,4.39712
gab,2010,23.59438
gab,2011,0.74168
gab,2012,2.11721
gab,2013,-24.59759
gab,2014,7.8106
gab,2015,10.91245
gab,2016,25.82258
gab,2017,0.41819
gab,2018,12.02644
gab,2019,4.18154
gbr,1961,1.00758
gbr,1962,44.74545
gbr,1963,4.31174
gbr,1964,8.42761
gbr,1965,8.79002
gbr,1966,5.44302
gbr,1967,23.92148
gbr,1968,14.12399
gbr,1969,-52.25401
gbr,1970,61.76829
gbr,1971,6.90366
gbr,1972,6.90521
gbr,1973,16.1196
gbr,1974,9.30212
gbr,1975,20.71388
gbr,1976,-0.10474
gbr,1977,-9.22644
gbr,1978,6.89191
gbr,1979,2.75833
gbr,1980,9.16219
gbr,1981,-46.39309
gbr,1982,2.05416
gbr,1983,-0.82238
gbr,1984,-1.91365
gbr,1985,4.42766
gbr,1986,-2.83184
gbr,1987,-0.58646
