geo,time,sl_gdp_pcap_em_kd
cyp,1994,47123.87718
cyp,1995,49588.72741
cyp,1996,49207.46263
cyp,1997,49317.85249
cyp,1998,50854.16366
cyp,1999,53273.88269
cyp,2000,54525.29835
cyp,2001,53556.93328
cyp,2002,53757.03561
cyp,2003,53258.9508
cyp,2004,54868.15698
cyp,2005,56618.35825
cyp,2006,57200.94113
cyp,2007,57617.30841
cyp,2008,58415.67392
cyp,2009,57520.33677
cyp,2010,57675.24366
cyp,2011,58599.5324
cyp,2012,58705.75379
cyp,2013,57052.67704
cyp,2014,55242.20016
cyp,2015,57108.51922
cyp,2016,59933.56885
cyp,2017,61190.05801
cyp,2018,61472.01063
cyp,2019,62694.15129
cyp,2020,59468.92511
cze,1991,44156.17558
cze,1992,43700.34718
cze,1993,44079.35418
cze,1994,44822.38516
cze,1995,47386.38876
cze,1996,49294.19796
cze,1997,49440.61201
cze,1998,49976.79765
cze,1999,51896.33431
cze,2000,54534.47027
cze,2001,55986.80258
cze,2002,56308.28643
cze,2003,58703.56509
cze,2004,62036.54927
cze,2005,65178.83674
cze,2006,68848.86809
cze,2007,71331.15292
cze,2008,72141.12732
cze,2009,69780.07674
cze,2010,72054.60022
cze,2011,73066.12969
cze,2012,72255.95864
cze,2013,71538.75623
cze,2014,72557.44721
cze,2015,75521.22107
cze,2016,75848.17905
cze,2017,78461.64327
cze,2018,79905.52398
cze,2019,82186.7122
cze,2020,78458.28945
deu,1991,81095.59029
deu,1992,83959.44021
deu,1993,84464.05006
deu,1994,87439.66271
deu,1995,88680.01865
deu,1996,89813.01618
deu,1997,92154.88377
deu,1998,93823.96814
deu,1999,94114.88327
deu,2000,96215.26704
deu,2001,97269.71405
deu,2002,97719.66857
deu,2003,97944.73465
deu,2004,100632.55881
deu,2005,98956.72669
deu,2006,100573.35974
deu,2007,101350.358
deu,2008,100932.40531
deu,2009,95266.36546
deu,2010,98452.6559
deu,2011,101655.32129
deu,2012,101353.42319
deu,2013,100776.17827
deu,2014,102109.64269
deu,2015,102719.61541
deu,2016,102312.48168
deu,2017,104081.00993
deu,2018,104580.61713
deu,2019,104313.41427
deu,2020,100861.73306
dji,2013,24512.76995
dji,2014,25676.83273
dji,2015,27065.71661
dji,2016,28304.63674
dji,2017,29241.72654
dji,2018,31183.65532
dji,2019,33100.5802
dji,2020,34246.85475
dnk,1991,77159.38189
dnk,1992,78039.53356
dnk,1993,80177.86019
dnk,1994,85621.11802
dnk,1995,86627.47443
dnk,1996,87926.8337
dnk,1997,88956.93549
dnk,1998,90871.54166
dnk,1999,92713.9283
dnk,2000,95818.34561
dnk,2001,96619.16605
dnk,2002,96260.26229
dnk,2003,97851.18703
dnk,2004,99341.58183
dnk,2005,101389.01609
dnk,2006,103432.78635
dnk,2007,103987.04987
dnk,2008,103514.33295
dnk,2009,101614.48941
dnk,2010,105744.78051
dnk,2011,107321.36073
dnk,2012,108149.46744
dnk,2013,109404.24538
dnk,2014,110029.76501
dnk,2015,110678.59154
dnk,2016,112096.71749
dnk,2017,114051.18544
dnk,2018,114658.98719
dnk,2019,115423.96983
dnk,2020,113933.0538
dom,1991,18631.6944
dom,1992,20072.7569
dom,1993,20988.77786
dom,1994,21051.27902
dom,1995,21683.00282
dom,1996,22412.54678
dom,1997,23749.38251
dom,1998,24723.35796
dom,1999,25568.61501
dom,2000,26160.62676
dom,2001,27048.61642
dom,2002,27414.05069
dom,2003,26999.59884
dom,2004,26861.70105
dom,2005,29023.26033
dom,2006,30388.03818
dom,2007,31883.98167
dom,2008,31913.59407
dom,2009,33047.23127
dom,2010,34268.9492
dom,2011,34163.56793
dom,2012,33980.25637
dom,2013,35379.48846
dom,2014,36851.03313
dom,2015,37592.63275
dom,2016,39066.85301
dom,2017,39712.51632
dom,2018,40963.98271
dom,2019,41724.69686
dom,2020,41363.48351
dza,1991,42037.12999
dza,1992,43289.75884
dza,1993,41669.42756
dza,1994,40495.19741
dza,1995,43033.11688
dza,1996,41322.69642
dza,1997,38971.1427
dza,1998,40542.35396
dza,1999,41696.84438
dza,2000,43101.67511
dza,2001,41822.63792
dza,2002,42342.54347
dza,2003,43148.82595
dza,2004,40830.94524
dza,2005,41199.20242
dza,2006,39748.42119
dza,2007,41142.35427
dza,2008,40345.32376
dza,2009,39895.39484
dza,2010,40171.44561
dza,2011,42252.37564
dza,2012,41533.49721
dza,2013,40307.03321
dza,2014,43434.88596
dza,2015,44302.50444
dza,2016,44384.5693
dza,2017,44464.71577
dza,2018,44464.50652
dza,2019,44345.18648
dza,2020,44479.10847
ecu,1991,22463.05921
ecu,1992,22336.88354
ecu,1993,22162.8185
ecu,1994,22375.47766
ecu,1995,22296.82602
ecu,1996,22124.62196
ecu,1997,22197.17624
ecu,1998,21658.52506
ecu,1999,20314.37665
ecu,2000,20021.33525
ecu,2001,20302.43033
ecu,2002,20861.3657
ecu,2003,21179.78331
ecu,2004,21540.69981
ecu,2005,22053.6614
ecu,2006,22120.17332
ecu,2007,22389.30038
ecu,2008,23548.81435
ecu,2009,24252.48368
ecu,2010,24943.46349
ecu,2011,26548.95729
ecu,2012,27107.63336
ecu,2013,27905.29367
ecu,2014,28314.82762
ecu,2015,26498.97671
ecu,2016,25098.74714
ecu,2017,24746.97838
ecu,2018,24980.73578
ecu,2019,24707.41002
ecu,2020,25214.84778
egy,1991,23965.95052
egy,1992,24057.53031
egy,1993,24306.39041
egy,1994,24122.45592
egy,1995,25107.75952
egy,1996,25381.03648
egy,1997,26221.90961
egy,1998,27210.69397
egy,1999,27138.10683
egy,2000,29153.50934
egy,2001,30301.97797
egy,2002,31618.2514
egy,2003,31365.6825
egy,2004,30848.5624
egy,2005,31059.8114
egy,2006,31479.70378
egy,2007,31696.62858
egy,2008,33402.49726
egy,2009,34194.37441
egy,2010,34035.70943
egy,2011,35518.68946
egy,2012,36120.44011
egy,2013,36473.9197
egy,2014,37043.0978
egy,2015,38803.75914
egy,2016,39792.31986
egy,2017,41866.9143
egy,2018,43919.2699
egy,2019,45702.21391
egy,2020,48312.12882
esp,1991,86165.83006
esp,1992,84807.24893
esp,1993,87454.92902
esp,1994,90128.40179
esp,1995,90054.06938
esp,1996,90366.97696
esp,1997,90311.16808
esp,1998,90592.1521
esp,1999,89466.33447
esp,2000,89607.36873
esp,2001,89862.16567
esp,2002,88824.22163
esp,2003,87974.23772
esp,2004,87495.23924
esp,2005,85355.35719
esp,2006,85558.16002
esp,2007,86022.40023
esp,2008,87278.62404
esp,2009,89853.06226
esp,2010,91684.97184
esp,2011,92435.44867
esp,2012,93616.5971
esp,2013,94781.74855
esp,2014,94926.97324
esp,2015,95796.50353
esp,2016,95981.84207
esp,2017,96340.92333
esp,2018,96107.5241
esp,2019,96004.5726
esp,2020,88307.95568
est,1995,27115.1439
est,1996,29496.76694
est,1997,34617.1586
est,1998,36973.38084
est,1999,38230.8293
est,2000,42218.00646
est,2001,45153.36323
est,2002,47369.30096
est,2003,50156.72546
est,2004,52886.40452
est,2005,56936.91603
est,2006,59419.92539
est,2007,63359.2326
est,2008,60262.10186
est,2009,56790.5065
est,2010,60835.08672
est,2011,61520.83167
est,2012,62225.64488
est,2013,62507.8598
est,2014,64034.71846
est,2015,63506.62133
est,2016,65106.2468
est,2017,67292.53465
est,2018,69502.4223
est,2019,71648.21519
est,2020,71199.121
eth,1991,1701.02398
eth,1992,1501.74801
eth,1993,1639.98714
eth,1994,1635.49741
eth,1995,1670.68
eth,1996,1814.78683
eth,1997,1810.18948
eth,1998,1690.47872
eth,1999,1718.28755
eth,2000,1755.76463
eth,2001,1838.22337
eth,2002,1802.95379
eth,2003,1703.44761
eth,2004,1866.99254
eth,2005,2015.25509
eth,2006,2167.03605
eth,2007,2341.25245
eth,2008,2511.48467
eth,2009,2642.09864
eth,2010,2871.22312
eth,2011,3077.12426
eth,2012,3221.42498
eth,2013,3431.7421
eth,2014,3648.23106
eth,2015,3885.37354
eth,2016,4110.97559
eth,2017,4356.03307
eth,2018,4502.63037
eth,2019,4724.7766
eth,2020,5096.24843
fin,1991,64046.1014
fin,1992,66658.84675
fin,1993,70465.49131
fin,1994,74062.80592
fin,1995,76685.39445
fin,1996,80134.73426
fin,1997,83080.66765
fin,1998,85168.10041
fin,1999,86150.51574
fin,2000,89850.56938
fin,2001,90557.7593
fin,2002,91706.2545
fin,2003,93686.57381
fin,2004,97652.44675
fin,2005,97361.40112
fin,2006,99526.46591
fin,2007,102803.51157
fin,2008,101958.37875
fin,2009,96548.20209
fin,2010,100046.58141
fin,2011,101486.42834
fin,2012,99728.38688
fin,2013,99911.18981
fin,2014,99963.9052
fin,2015,100936.36743
fin,2016,103343.09962
fin,2017,105591.71559
fin,2018,104060.54114
fin,2019,104333.40274
fin,2020,102933.43465
fji,1991,22939.6696
fji,1992,23936.01464
fji,1993,24001.6539
fji,1994,24732.794
fji,1995,24857.17228
fji,1996,25704.25445
fji,1997,24850.12528
fji,1998,24841.70625
fji,1999,26706.99032
fji,2000,26097.35065
fji,2001,26146.7663
fji,2002,26631.66835
fji,2003,26614.98234
fji,2004,27667.58783
fji,2005,28135.23491
fji,2006,27860.41355
fji,2007,26786.04016
fji,2008,26175.23679
fji,2009,25025.52543
fji,2010,25029.14767
fji,2011,25220.122
fji,2012,26132.3384
fji,2013,28025.49907
fji,2014,30370.46833
fji,2015,32146.42902
fji,2016,33123.87375
fji,2017,34710.23669
fji,2018,35783.59769
fji,2019,35303.50738
fji,2020,29788.89951
fra,1991,84038.18351
fra,1992,85635.27004
fra,1993,85743.6168
fra,1994,88749.67427
fra,1995,89473.76165
fra,1996,90292.68951
fra,1997,92675.73399
fra,1998,94928.43622
fra,1999,96898.64095
fra,2000,97978.20478
fra,2001,97720.80704
fra,2002,97715.95692
fra,2003,96101.48753
fra,2004,98915.26444
fra,2005,99277.18561
fra,2006,101102.58556
fra,2007,101799.44814
fra,2008,100684.80645
fra,2009,98715.14521
fra,2010,100393.95307
fra,2011,102500.89358
fra,2012,102606.24317
fra,2013,103292.32509
fra,2014,104773.16507
fra,2015,105727.34938
fra,2016,106470.8871
fra,2017,107997.74298
fra,2018,109074.73455
fra,2019,110592.53149
fra,2020,102454.70009
gab,1991,78520.79002
gab,1992,74223.70804
gab,1993,75076.58741
gab,1994,75772.33923
gab,1995,77372.3097
gab,1996,78029.34821
gab,1997,80228.22305
gab,1998,80747.94937
gab,1999,71611.56592
gab,2000,68258.05657
gab,2001,67740.6161
gab,2002,65696.72385
gab,2003,65235.05566
gab,2004,63759.34782
gab,2005,63439.7723
gab,2006,60196.50501
gab,2007,62153.20236
gab,2008,58627.34234
gab,2009,57103.31069
gab,2010,59378.56188
gab,2011,61141.08969
gab,2012,61831.7181
gab,2013,62783.91766
gab,2014,63116.63107
gab,2015,63376.14761
gab,2016,62962.76253
gab,2017,61696.96128
gab,2018,60759.05397
gab,2019,61680.42909
gab,2020,60689.49513
gbr,1991,66325.17702
gbr,1992,67690.25017
gbr,1993,70344.9858
gbr,1994,72572.66359
gbr,1995,73701.11631
gbr,1996,74743.91147
gbr,1997,77003.13296
gbr,1998,78498.03479
gbr,1999,80434.29962
gbr,2000,82203.38079
gbr,2001,83123.21955
gbr,2002,84275.11831
gbr,2003,85845.67476
gbr,2004,86930.97799
gbr,2005,87960.38915
gbr,2006,89372.9288
gbr,2007,90732.44465
gbr,2008,89717.50551
gbr,2009,87234.33152
gbr,2010,88854.99939
gbr,2011,89780.10849
gbr,2012,90096.24125
gbr,2013,90622.62956
gbr,2014,91153.71233
gbr,2015,91936.25524
gbr,2016,92583.82432
gbr,2017,93545.15604
gbr,2018,93985.1943
gbr,2019,94572.41784
gbr,2020,86412.31573
geo,1991,17927.79996
geo,1992,9951.50573
geo,1993,6868.28135
geo,1994,6324.41689
geo,1995,6658.18237
geo,1996,8126.91781
geo,1997,9377.38144
geo,1998,10279.07093
geo,1999,10559.04848
geo,2000,10868.46645
geo,2001,11193.67932
geo,2002,12278.24883
geo,2003,13272.48851
geo,2004,14521.0286
geo,2005,16364.39034
geo,2006,18404.35817
geo,2007,20322.94462
geo,2008,21924.21092
geo,2009,21666.31481
geo,2010,22708.22924
geo,2011,24182.84504
geo,2012,25459.55693
geo,2013,26605.72071
geo,2014,26964.25122
geo,2015,27088.73959
geo,2016,28134.80065
geo,2017,29636.95834
geo,2018,31831.0497
geo,2019,33682.43717
geo,2020,36211.61046
gha,1991,5876.66972
gha,1992,6012.00551
gha,1993,6166.19667
gha,1994,6236.36452
gha,1995,6361.44503
gha,1996,6536.87463
gha,1997,6698.69218
gha,1998,6899.48733
gha,1999,7185.75111
gha,2000,7302.23058
gha,2001,7335.70943
gha,2002,7396.07551
gha,2003,7501.20811
gha,2004,7636.23716
gha,2005,7797.44066
gha,2006,7997.27725
gha,2007,8146.63394
gha,2008,8678.68871
gha,2009,8890.95579
gha,2010,9372.33944
gha,2011,10475.7137
gha,2012,11237.96593
gha,2013,11839.19389
gha,2014,11962.2622
gha,2015,11998.77727
gha,2016,11937.14164
gha,2017,12418.98851
gha,2018,12873.31094
gha,2019,13383.59475
gha,2020,13279.02533
gin,1991,4493.47566
gin,1992,4530.93364
gin,1993,4645.70174
gin,1994,4713.68131
gin,1995,4807.98289
gin,1996,4909.34353
gin,1997,5042.64237
gin,1998,5103.49465
gin,1999,5174.28013
gin,2000,5183.85162
gin,2001,5277.11362
gin,2002,5451.00938
gin,2003,5422.51815
gin,2004,5443.49139
gin,2005,5491.73957
gin,2006,5436.33232
gin,2007,5668.48391
gin,2008,5761.4402
gin,2009,5559.74455
gin,2010,5679.99781
gin,2011,5853.15819
gin,2012,6047.71434
gin,2013,6129.69399
gin,2014,6188.97098
gin,2015,6247.14525
gin,2016,6702.95808
gin,2017,7155.15743
gin,2018,7362.81565
gin,2019,7523.29271
gin,2020,8095.70993
gmb,1991,7755.12663
gmb,1992,7795.81309
gmb,1993,7819.66212
gmb,1994,7631.67042
gmb,1995,7494.50108
gmb,1996,7476.5588
gmb,1997,7640.43992
gmb,1998,7694.80259
gmb,1999,7950.25975
gmb,2000,8133.02294
gmb,2001,8320.75465
gmb,2002,7781.05376
gmb,2003,8015.34938
gmb,2004,8272.76106
gmb,2005,7792.56908
gmb,2006,7485.36569
gmb,2007,7444.56317
gmb,2008,7631.59537
gmb,2009,7853.7487
gmb,2010,8026.384
gmb,2011,7143.82759
gmb,2012,7260.5974
gmb,2013,7235.74722
gmb,2014,6912.3864
gmb,2015,6963.79775
gmb,2016,6887.87796
gmb,2017,7000.76867
gmb,2018,7278.46771
gmb,2019,7491.88828
gmb,2020,7622.64543
gnb,1991,5651.22759
gnb,1992,5593.93175
gnb,1993,5585.22318
gnb,1994,5629.49266
gnb,1995,5733.90388
gnb,1996,6277.08911
gnb,1997,6547.41624
gnb,1998,4601.7689
gnb,1999,4542.27084
gnb,2000,4674.01836
gnb,2001,4661.52179
gnb,2002,4501.57091
gnb,2003,4407.19968
gnb,2004,4400.41604
gnb,2005,4459.54892
gnb,2006,4439.68297
gnb,2007,4457.63556
gnb,2008,4467.30751
gnb,2009,4490.85876
gnb,2010,4576.52728
gnb,2011,4809.54136
gnb,2012,4592.60057
gnb,2013,4608.28841
gnb,2014,4524.06418
gnb,2015,4673.04174
gnb,2016,4838.43492
gnb,2017,4990.64955
gnb,2018,4919.79964
gnb,2019,5006.24796
gnb,2020,4832.22429
gnq,1991,3311.12688
gnq,1992,4327.65683
gnq,1993,4653.22575
gnq,1994,5240.41558
gnq,1995,5924.01062
gnq,1996,9466.23554
gnq,1997,22626.12821
gnq,1998,26720.7741
gnq,1999,32062.96835
gnq,2000,36213.97175
gnq,2001,56659.86333
gnq,2002,64825.13543
gnq,2003,70683.69907
gnq,2004,93187.13439
gnq,2005,103975.01845
gnq,2006,106636.39417
gnq,2007,116944.89484
gnq,2008,130963.92885
gnq,2009,126541.25388
gnq,2010,110210.44
gnq,2011,111968.17435
gnq,2012,115631.41755
gnq,2013,105825.43963
gnq,2014,101669.51509
gnq,2015,88608.85745
gnq,2016,77702.35434
gnq,2017,70468.35208
gnq,2018,63569.87438
gnq,2019,57630.75021
gnq,2020,54761.11152
grc,1991,68535.55061
grc,1992,67673.7429
grc,1993,66238.59709
grc,1994,66447.2039
grc,1995,67053.99108
grc,1996,68204.82318
grc,1997,71670.7722
grc,1998,70104.63531
grc,1999,72067.55148
grc,2000,73928.03698
grc,2001,76860.55291
grc,2002,78662.69433
grc,2003,81776.26915
grc,2004,85315.02748
grc,2005,85390.65498
grc,2006,88726.20782
grc,2007,91131.28931
grc,2008,89969.97633
grc,2009,86947.21171
grc,2010,84935.15612
grc,2011,82510.45076
grc,2012,84229.24789
grc,2013,86515.86627
grc,2014,86530.87797
grc,2015,84715.28009
grc,2016,82693.8076
grc,2017,81541.93105
grc,2018,80977.0373
grc,2019,80275.39582
grc,2020,73451.72778
gtm,1991,16977.85394
gtm,1992,17266.85212
gtm,1993,17444.48387
gtm,1994,17632.13255
gtm,1995,17952.56045
gtm,1996,17996.85097
gtm,1997,18232.19932
gtm,1998,18563.9063
gtm,1999,18724.92945
gtm,2000,18847.13053
gtm,2001,18739.8029
gtm,2002,18910.17154
gtm,2003,18904.62298
gtm,2004,19009.17292
gtm,2005,19189.57808
gtm,2006,19734.90094
gtm,2007,20468.88949
gtm,2008,20642.89218
gtm,2009,20261.03983
gtm,2010,20337.88867
gtm,2011,20563.94089
gtm,2012,20724.31167
gtm,2013,21179.52438
gtm,2014,21286.84841
gtm,2015,21568.51947
gtm,2016,21571.89861
gtm,2017,21556.57283
gtm,2018,21653.21601
gtm,2019,21900.21488
gtm,2020,22967.81551
guy,1991,15414.0034
guy,1992,16416.73628
guy,1993,17561.14262
guy,1994,19087.5516
guy,1995,20126.43082
guy,1996,21792.86654
guy,1997,23278.9388
guy,1998,23111.76542
guy,1999,24077.76247
guy,2000,24094.1986
guy,2001,24887.03488
guy,2002,25443.34601
guy,2003,25353.37009
guy,2004,25754.10863
guy,2005,25194.8161
guy,2006,26149.77809
guy,2007,27814.68339
guy,2008,28031.01079
guy,2009,28855.79332
guy,2010,29695.22524
guy,2011,31020.59168
guy,2012,32425.35511
guy,2013,33354.23766
guy,2014,33678.39763
guy,2015,33691.17078
guy,2016,34796.67849
guy,2017,35922.51866
guy,2018,37354.48521
guy,2019,38890.17231
guy,2020,59858.58006
hkg,1991,60765.17749
hkg,1992,64984.11874
hkg,1993,67332.92041
hkg,1994,69367.60597
hkg,1995,70773.38115
hkg,1996,70281.25645
hkg,1997,72459.62954
hkg,1998,68703.09396
hkg,1999,71450.40915
hkg,2000,75714.1783
hkg,2001,74279.7247
hkg,2002,75985.86667
hkg,2003,79121.67434
hkg,2004,83952.80758
hkg,2005,88577.69537
hkg,2006,92330.13396
hkg,2007,96159.4791
hkg,2008,97178.16063
hkg,2009,95985.37672
hkg,2010,102293.49022
hkg,2011,104317.88855
hkg,2012,103694.67389
hkg,2013,105076.05336
hkg,2014,107307.18122
hkg,2015,108953.31349
hkg,2016,110922.40107
hkg,2017,114300.07285
hkg,2018,116617.58849
hkg,2019,115612.40703
hkg,2020,114646.06818
hnd,1991,10997.32827
hnd,1992,11084.12231
hnd,1993,11396.39299
hnd,1994,11073.93151
hnd,1995,11344.23336
hnd,1996,11307.94556
hnd,1997,11297.7138
hnd,1998,11392.312
hnd,1999,10936.77725
hnd,2000,11607.63434
hnd,2001,11659.39621
hnd,2002,11803.9684
hnd,2003,12200.73696
hnd,2004,12742.94767
hnd,2005,13050.30885
hnd,2006,13672.82904
hnd,2007,14227.18099
hnd,2008,14217.61696
hnd,2009,13191.19257
hnd,2010,13135.78659
hnd,2011,13758.93107
hnd,2012,14100.52788
hnd,2013,13363.18969
hnd,2014,13255.77456
hnd,2015,13253.35664
hnd,2016,13635.87274
hnd,2017,13521.3668
hnd,2018,13265.36791
hnd,2019,13985.73142
hnd,2020,13580.78865
hrv,1995,38225.55611
hrv,1996,41189.37259
hrv,1997,44377.87586
hrv,1998,46746.05317
hrv,1999,48224.10108
hrv,2000,52145.18927
hrv,2001,56725.80525
hrv,2002,57409.98229
hrv,2003,60495.14771
hrv,2004,61472.88055
hrv,2005,65046.91257
hrv,2006,67474.19335
hrv,2007,64870.84016
hrv,2008,64939.61593
hrv,2009,60749.59994
hrv,2010,62350.95818
hrv,2011,64903.94538
hrv,2012,65772.26
hrv,2013,67232.38345
hrv,2014,65158.15929
hrv,2015,65882.67197
hrv,2016,67986.33051
hrv,2017,69255.12471
hrv,2018,70353.25814
hrv,2019,71958.01539
hrv,2020,67130.7554
hti,1991,10132.0421
hti,1992,9459.7503
hti,1993,8808.01795
hti,1994,7631.0564
hti,1995,8198.73204
hti,1996,8398.41045
hti,1997,8464.574
hti,1998,8478.98852
hti,1999,8538.63957
hti,2000,8568.48518
hti,2001,8418.53475
hti,2002,8389.84292
hti,2003,8566.43533
hti,2004,8360.46835
hti,2005,8502.94552
hti,2006,8541.5166
hti,2007,8815.49075
hti,2008,8756.84805
hti,2009,8952.82371
hti,2010,8197.10486
hti,2011,8335.0842
hti,2012,8158.8714
hti,2013,8317.5549
hti,2014,8282.34597
hti,2015,8330.437
hti,2016,8317.13282
hti,2017,8363.45481
hti,2018,8344.73527
hti,2019,8071.01928
hti,2020,7984.69481
hun,1991,41422.80741
hun,1992,40502.39585
hun,1993,42618.77188
hun,1994,44571.85655
hun,1995,45678.68437
hun,1996,46579.35111
hun,1997,48146.88731
hun,1998,49196.66825
hun,1999,48699.61726
hun,2000,50407.94766
hun,2001,52606.75968
hun,2002,54994.21669
hun,2003,56427.01825
hun,2004,59528.97017
hun,2005,62077.06495
hun,2006,64182.215
hun,2007,64729.60167
hun,2008,66189.93782
hun,2009,63378.36991
hun,2010,64314.9187
hun,2011,65045.6802
hun,2012,63230.56442
hun,2013,63263.4885
hun,2014,62521.43796
hun,2015,63062.48137
hun,2016,62349.34496
hun,2017,63885.40548
hun,2018,66566.9134
hun,2019,68987.94922
hun,2020,66689.14429
idn,1991,11566.43254
idn,1992,11958.04088
idn,1993,12563.13303
idn,1994,13168.67882
idn,1995,13931.90794
idn,1996,14706.36524
idn,1997,15128.97298
idn,1998,12827.99397
idn,1999,12702.89039
idn,2000,12898.6691
idn,2001,13264.78134
idn,2002,13953.11347
idn,2003,14471.62277
idn,2004,15073.90128
idn,2005,16115.13985
idn,2006,16670.25607
idn,2007,16988.6844
idn,2008,17523.93774
idn,2009,17934.54499
idn,2010,18526.95519
idn,2011,19135.6794
idn,2012,19655.79731
idn,2013,20577.89243
idn,2014,21227.40254
idn,2015,22004.80224
idn,2016,22805.763
idn,2017,23317.55511
idn,2018,23939.69793
idn,2019,24351.11626
idn,2020,23966.37638
ind,1991,5251.19023
ind,1992,5422.29639
ind,1993,5548.00588
ind,1994,5781.29264
ind,1995,6084.28332
ind,1996,6403.41655
ind,1997,6510.25513
ind,1998,6766.43677
ind,1999,7210.59111
ind,2000,7312.98582
ind,2001,7477.90202
ind,2002,7567.4103
ind,2003,7972.18285
ind,2004,8395.11563
ind,2005,8844.20838
ind,2006,9497.75584
ind,2007,10166.94756
ind,2008,10413.40856
ind,2009,11199.94863
ind,2010,12105.8129
ind,2011,12714.42059
ind,2012,13398.75539
ind,2013,14154.03563
ind,2014,15104.8225
ind,2015,16216.93241
ind,2016,17452.64167
ind,2017,18541.71024
ind,2018,19673.84305
ind,2019,20062.98529
ind,2020,20202.78134
irl,1991,76962.72808
irl,1992,79494.25875
irl,1993,80192.38351
irl,1994,81810.79409
irl,1995,85630.57572
irl,1996,88914.57598
irl,1997,94131.83772
irl,1998,94583.16771
irl,1999,98046.4763
irl,2000,102148.87072
irl,2001,104741.23774
irl,2002,108959.28271
irl,2003,110008.64769
irl,2004,114614.27264
irl,2005,114568.08235
irl,2006,115911.01167
irl,2007,118085.02621
irl,2008,114027.53146
irl,2009,117795.17747
irl,2010,124970.09609
irl,2011,128742.91192
irl,2012,129371.17311
irl,2013,127393.46295
irl,2014,135317.85076
irl,2015,164315.21356
irl,2016,161841.4727
irl,2017,171519.14714
irl,2018,181790.01056
irl,2019,185460.39669
irl,2020,198772.11864
irn,1991,42110.09093
irn,1992,42412.77922
irn,1993,41906.04616
irn,1994,40361.10851
irn,1995,40273.67294
irn,1996,41130.715
irn,1997,39888.27595
irn,1998,39309.1608
irn,1999,38283.80021
irn,2000,39048.78145
irn,2001,38080.61016
irn,2002,39449.50372
irn,2003,40630.72542
irn,2004,40339.33518
irn,2005,40954.44576
irn,2006,42709.18719
irn,2007,45800.24668
irn,2008,47412.29248
irn,2009,46840.45338
irn,2010,50616.80177
irn,2011,52528.8319
irn,2012,47170.05601
irn,2013,45643.92247
irn,2014,47588.06525
irn,2015,45416.13056
irn,2016,50246.27281
irn,2017,49982.35784
irn,2018,46137.09926
irn,2019,42164.34227
irn,2020,46715.22629
irq,1991,12526.89479
irq,1992,16080.26178
irq,1993,20196.90761
irq,1994,20242.08462
irq,1995,19964.19614
irq,1996,21354.68927
irq,1997,25032.5968
irq,1998,32638.55395
irq,1999,37114.46964
irq,2000,41970.20853
irq,2001,41452.69816
irq,2002,36906.50598
irq,2003,22671.69425
irq,2004,33736.27892
irq,2005,33482.0813
irq,2006,34701.56212
irq,2007,34794.05364
irq,2008,37057.09483
irq,2009,37589.41108
irq,2010,39008.24341
irq,2011,40317.8431
irq,2012,43965.65909
irq,2013,44751.79731
irq,2014,42512.61051
irq,2015,42655.58537
irq,2016,46928.29829
irq,2017,47186.24281
irq,2018,46762.01306
irq,2019,48165.49881
irq,2020,40694.38104
isl,1995,61237.68577
isl,1996,63545.71983
isl,1997,67313.21924
isl,1998,69435.69996
isl,1999,69331.18799
isl,2000,70369.47912
isl,2001,72125.52629
isl,2002,73563.39634
isl,2003,75688.89032
isl,2004,81173.91095
isl,2005,83717.20497
isl,2006,85944.97273
isl,2007,89884.44486
isl,2008,91247.05593
isl,2009,89199.16225
isl,2010,86541.15551
isl,2011,88003.28592
isl,2012,87344.69879
isl,2013,88856.14951
isl,2014,87405.1643
isl,2015,88479.32783
isl,2016,90750.41662
isl,2017,93291.36519
isl,2018,96747.57952
isl,2019,98769.4459
isl,2020,95141.96251
isr,1995,65200.43664
isr,1996,67608.06283
isr,1997,69764.36285
isr,1998,72380.6554
isr,1999,72903.87948
isr,2000,76353.42031
isr,2001,75244.18009
isr,2002,75388.23216
isr,2003,74949.66008
isr,2004,76165.32336
isr,2005,75924.30186
isr,2006,77621.1645
isr,2007,78891.58351
isr,2008,78580.30806
isr,2009,78997.82436
isr,2010,80415.54413
isr,2011,82575.8702
isr,2012,82552.01883
isr,2013,84314.56963
isr,2014,85245.02272
isr,2015,85161.4713
isr,2016,86835.97704
isr,2017,88571.41331
isr,2018,90208.94
isr,2019,92222.18511
isr,2020,91545.32626
ita,1991,97077.26776
ita,1992,100595.45101
ita,1993,101300.87186
ita,1994,105315.20093
ita,1995,109694.12173
ita,1996,110694.40702
ita,1997,112498.33243
ita,1998,113799.04914
ita,1999,114241.14927
ita,2000,117053.47088
ita,2001,117134.88157
ita,2002,115571.81744
ita,2003,113648.98957
ita,2004,112315.83942
ita,2005,113797.39409
ita,2006,114402.49235
ita,2007,115429.13782
ita,2008,113501.48454
ita,2009,109552.57407
ita,2010,112392.95492
ita,2011,113141.82962
ita,2012,110067.0666
ita,2013,109167.8238
ita,2014,108096.76249
ita,2015,108118.16583
ita,2016,108133.62436
ita,2017,108661.89066
ita,2018,108715.6017
ita,2019,109477.61572
ita,2020,101904.89307
jam,1991,23476.82805
jam,1992,23802.4725
jam,1993,26086.46946
jam,1994,25998.82691
jam,1995,26730.94292
jam,1996,26467.07364
jam,1997,26112.55342
jam,1998,25102.09253
jam,1999,25433.34175
jam,2000,25596.96784
jam,2001,25764.65011
jam,2002,25943.70782
