geo,time,sp_pop_65up_to_zs
dza,2009,5.34794
dza,2010,5.45621
dza,2011,5.5086
dza,2012,5.56603
dza,2013,5.63673
dza,2014,5.73312
dza,2015,5.86364
dza,2016,6.00798
dza,2017,6.1772
dza,2018,6.3625
dza,2019,6.55278
dza,2020,6.74293
ecu,1960,4.69902
ecu,1961,4.67139
ecu,1962,4.62543
ecu,1963,4.56829
ecu,1964,4.5091
ecu,1965,4.45128
ecu,1966,4.4114
ecu,1967,4.37021
ecu,1968,4.32734
ecu,1969,4.28138
ecu,1970,4.23246
ecu,1971,4.2037
ecu,1972,4.17093
ecu,1973,4.13782
ecu,1974,4.10919
ecu,1975,4.08758
ecu,1976,4.09387
ecu,1977,4.10346
ecu,1978,4.11246
ecu,1979,4.11565
ecu,1980,4.11098
ecu,1981,4.12055
ecu,1982,4.12148
ecu,1983,4.11804
ecu,1984,4.11496
ecu,1985,4.11497
ecu,1986,4.13392
ecu,1987,4.15349
ecu,1988,4.17504
ecu,1989,4.19968
ecu,1990,4.22857
ecu,1991,4.27615
ecu,1992,4.32618
ecu,1993,4.37888
ecu,1994,4.4339
ecu,1995,4.49143
ecu,1996,4.56904
ecu,1997,4.64606
ecu,1998,4.72399
ecu,1999,4.80463
ecu,2000,4.88943
ecu,2001,4.98036
ecu,2002,5.07458
ecu,2003,5.17389
ecu,2004,5.28006
ecu,2005,5.39442
ecu,2006,5.50784
ecu,2007,5.62809
ecu,2008,5.75216
ecu,2009,5.8752
ecu,2010,5.9957
ecu,2011,6.10117
ecu,2012,6.20193
ecu,2013,6.31
ecu,2014,6.44079
ecu,2015,6.60245
ecu,2016,6.76381
ecu,2017,6.95114
ecu,2018,7.15729
ecu,2019,7.3722
ecu,2020,7.5911
egy,1960,3.79776
egy,1961,3.83349
egy,1962,3.87554
egy,1963,3.92113
egy,1964,3.96427
egy,1965,4.00315
egy,1966,4.04325
egy,1967,4.07626
egy,1968,4.10547
egy,1969,4.13667
egy,1970,4.17292
egy,1971,4.21511
egy,1972,4.25984
egy,1973,4.30467
egy,1974,4.34477
egy,1975,4.37764
egy,1976,4.41517
egy,1977,4.44221
egy,1978,4.46131
egy,1979,4.4756
egy,1980,4.48674
egy,1981,4.50233
egy,1982,4.51423
egy,1983,4.52413
egy,1984,4.53356
egy,1985,4.54395
egy,1986,4.55541
egy,1987,4.56481
egy,1988,4.57368
egy,1989,4.58494
egy,1990,4.60093
egy,1991,4.63596
egy,1992,4.67383
egy,1993,4.71274
egy,1994,4.74916
egy,1995,4.78143
egy,1996,4.83006
egy,1997,4.86453
egy,1998,4.88808
egy,1999,4.90459
egy,2000,4.9159
egy,2001,4.92753
egy,2002,4.93617
egy,2003,4.93763
egy,2004,4.92437
egy,2005,4.89506
egy,2006,4.87879
egy,2007,4.84368
egy,2008,4.80587
egy,2009,4.78587
egy,2010,4.79296
egy,2011,4.85036
egy,2012,4.9197
egy,2013,4.99125
egy,2014,5.0534
egy,2015,5.10221
egy,2016,5.1466
egy,2017,5.18793
egy,2018,5.22978
egy,2019,5.27633
egy,2020,5.33168
eri,1960,2.76124
eri,1961,2.74279
eri,1962,2.72394
eri,1963,2.70266
eri,1964,2.67493
eri,1965,2.6399
eri,1966,2.63624
eri,1967,2.62604
eri,1968,2.61114
eri,1969,2.59325
eri,1970,2.57356
eri,1971,2.57628
eri,1972,2.57583
eri,1973,2.57248
eri,1974,2.56649
eri,1975,2.55892
eri,1976,2.57433
eri,1977,2.58516
eri,1978,2.59242
eri,1979,2.59665
eri,1980,2.59857
eri,1981,2.61767
eri,1982,2.63145
eri,1983,2.64171
eri,1984,2.64984
eri,1985,2.65657
eri,1986,2.68555
eri,1987,2.70985
eri,1988,2.73032
eri,1989,2.74998
eri,1990,2.77116
eri,1991,2.87841
eri,1992,2.99061
eri,1993,3.10816
eri,1994,3.23075
eri,1995,3.35874
eri,1996,3.45938
eri,1997,3.55957
eri,1998,3.65758
eri,1999,3.7493
eri,2000,3.82976
eri,2001,3.8471
eri,2002,3.84675
eri,2003,3.8361
eri,2004,3.82425
eri,2005,3.81564
eri,2006,3.86392
eri,2007,3.90564
eri,2008,3.94129
eri,2009,3.9719
eri,2010,4.00008
eri,2011,4.08386
esp,1960,8.21295
esp,1961,8.31182
esp,1962,8.40719
esp,1963,8.50507
esp,1964,8.61385
esp,1965,8.74051
esp,1966,8.91381
esp,1967,9.09768
esp,1968,9.28559
esp,1969,9.46719
esp,1970,9.63649
esp,1971,9.79076
esp,1972,9.91982
esp,1973,10.03454
esp,1974,10.14729
esp,1975,10.2647
esp,1976,10.43661
esp,1977,10.61463
esp,1978,10.79043
esp,1979,10.95028
esp,1980,11.08958
esp,1981,11.23424
esp,1982,11.36321
esp,1983,11.49408
esp,1984,11.65089
esp,1985,11.84862
esp,1986,12.11471
esp,1987,12.40327
esp,1988,12.71434
esp,1989,13.04473
esp,1990,13.39044
esp,1991,13.71443
esp,1992,14.04298
esp,1993,14.38004
esp,1994,14.73085
esp,1995,15.09855
esp,1996,15.42743
esp,1997,15.77503
esp,1998,16.11792
esp,1999,16.42156
esp,2000,16.66692
esp,2001,16.72323
esp,2002,16.72216
esp,2003,16.6914
esp,2004,16.66895
esp,2005,16.67802
esp,2006,16.70025
esp,2007,16.74037
esp,2008,16.81064
esp,2009,16.91563
esp,2010,17.05418
esp,2011,17.32906
esp,2012,17.64279
esp,2013,17.98088
esp,2014,18.31928
esp,2015,18.64683
esp,2016,18.91054
esp,2017,19.14585
esp,2018,19.37851
esp,2019,19.64782
esp,2020,19.97761
est,1960,10.54619
est,1961,10.64641
est,1962,10.73814
est,1963,10.83087
est,1964,10.93155
est,1965,11.04576
est,1966,11.20003
est,1967,11.35687
est,1968,11.51236
est,1969,11.65666
est,1970,11.7859
est,1971,11.95552
est,1972,12.08311
est,1973,12.18288
est,1974,12.27544
est,1975,12.37143
est,1976,12.46523
est,1977,12.56675
est,1978,12.64068
est,1979,12.63088
est,1980,12.51364
est,1981,12.39645
est,1982,12.1707
est,1983,11.89439
est,1984,11.64656
est,1985,11.4709
est,1986,11.422
est,1987,11.41914
est,1988,11.46009
est,1989,11.54077
est,1990,11.66187
est,1991,12.02608
est,1992,12.43269
est,1993,12.85639
est,1994,13.2555
est,1995,13.60117
est,1996,13.96374
est,1997,14.25387
est,1998,14.49832
est,1999,14.7441
est,2000,15.01774
est,2001,15.41434
est,2002,15.82035
est,2003,16.20792
est,2004,16.52858
est,2005,16.75509
est,2006,16.99483
est,2007,17.15798
est,2008,17.2713
est,2009,17.382
est,2010,17.52405
est,2011,17.73612
est,2012,17.98476
est,2013,18.26055
est,2014,18.54435
est,2015,18.82204
est,2016,19.05812
est,2017,19.31317
est,2018,19.62636
est,2019,19.99181
est,2020,20.37323
eth,1960,2.64031
eth,1961,2.63169
eth,1962,2.61334
eth,1963,2.59175
eth,1964,2.57496
eth,1965,2.56664
eth,1966,2.5958
eth,1967,2.62906
eth,1968,2.66147
eth,1969,2.68676
eth,1970,2.70216
eth,1971,2.73533
eth,1972,2.75765
eth,1973,2.77131
eth,1974,2.77978
eth,1975,2.78585
eth,1976,2.86766
eth,1977,2.95156
eth,1978,3.03927
eth,1979,3.12579
eth,1980,3.20369
eth,1981,3.17945
eth,1982,3.14186
eth,1983,3.09808
eth,1984,3.05595
eth,1985,3.01819
eth,1986,3.05537
eth,1987,3.09417
eth,1988,3.12808
eth,1989,3.1503
eth,1990,3.15927
eth,1991,3.15409
eth,1992,3.13629
eth,1993,3.11319
eth,1994,3.09553
eth,1995,3.09039
eth,1996,3.09404
eth,1997,3.10368
eth,1998,3.11261
eth,1999,3.11289
eth,2000,3.10157
eth,2001,3.10972
eth,2002,3.11129
eth,2003,3.10977
eth,2004,3.10952
eth,2005,3.11343
eth,2006,3.14938
eth,2007,3.18534
eth,2008,3.22217
eth,2009,3.26077
eth,2010,3.30147
eth,2011,3.33531
eth,2012,3.3688
eth,2013,3.40077
eth,2014,3.42915
eth,2015,3.45341
eth,2016,3.47298
eth,2017,3.48783
eth,2018,3.50113
eth,2019,3.51669
eth,2020,3.53689
fin,1960,7.32805
fin,1961,7.45438
fin,1962,7.5936
fin,1963,7.74395
fin,1964,7.89682
fin,1965,8.0503
fin,1966,8.2669
fin,1967,8.48216
fin,1968,8.70085
fin,1969,8.93223
fin,1970,9.18134
fin,1971,9.48615
fin,1972,9.79579
fin,1973,10.10135
fin,1974,10.38987
fin,1975,10.65384
fin,1976,10.99803
fin,1977,11.30975
fin,1978,11.58673
fin,1979,11.82417
fin,1980,12.0194
fin,1981,12.15056
fin,1982,12.24694
fin,1983,12.3259
fin,1984,12.41174
fin,1985,12.52229
fin,1986,12.69296
fin,1987,12.87604
fin,1988,13.06639
fin,1989,13.25519
fin,1990,13.43541
fin,1991,13.64124
fin,1992,13.82883
fin,1993,13.99818
fin,1994,14.14854
fin,1995,14.28119
fin,1996,14.43551
fin,1997,14.58108
fin,1998,14.72096
fin,1999,14.85717
fin,2000,14.99393
fin,2001,15.20718
fin,2002,15.41612
fin,2003,15.62218
fin,2004,15.82537
fin,2005,16.02705
fin,2006,16.19927
fin,2007,16.35777
fin,2008,16.54607
fin,2009,16.82512
fin,2010,17.22957
fin,2011,17.73314
fin,2012,18.34384
fin,2013,19.01078
fin,2014,19.65889
fin,2015,20.24438
fin,2016,20.79095
fin,2017,21.27875
fin,2018,21.72079
fin,2019,22.14064
fin,2020,22.55449
fji,1960,2.16351
fji,1961,2.1466
fji,1962,2.14815
fji,1963,2.15772
fji,1964,2.16273
fji,1965,2.16114
fji,1966,2.17798
fji,1967,2.19168
fji,1968,2.20568
fji,1969,2.22619
fji,1970,2.25372
fji,1971,2.30007
fji,1972,2.3434
fji,1973,2.38515
fji,1974,2.42777
fji,1975,2.47439
fji,1976,2.51703
fji,1977,2.54657
fji,1978,2.5621
fji,1979,2.5665
fji,1980,2.56349
fji,1981,2.62695
fji,1982,2.68809
fji,1983,2.73787
fji,1984,2.76723
fji,1985,2.77546
fji,1986,2.83452
fji,1987,2.87718
fji,1988,2.90609
fji,1989,2.92315
fji,1990,2.93066
fji,1991,2.96206
fji,1992,2.98481
fji,1993,3.00068
fji,1994,3.01329
fji,1995,3.0208
fji,1996,3.09771
fji,1997,3.17836
fji,1998,3.25899
fji,1999,3.33746
fji,2000,3.41526
fji,2001,3.53755
fji,2002,3.65958
fji,2003,3.78911
fji,2004,3.93295
fji,2005,4.09455
fji,2006,4.23762
fji,2007,4.38357
fji,2008,4.53132
fji,2009,4.6767
fji,2010,4.81869
fji,2011,4.9095
fji,2012,4.97475
fji,2013,5.00989
fji,2014,5.00927
fji,2015,4.97279
fji,2016,5.13779
fji,2017,5.2921
fji,2018,5.44968
fji,2019,5.62423
fji,2020,5.81742
fra,1960,11.65107
fra,1961,11.72142
fra,1962,11.80291
fra,1963,11.89648
fra,1964,11.9972
fra,1965,12.10427
fra,1966,12.27156
fra,1967,12.43717
fra,1968,12.59432
fra,1969,12.73481
fra,1970,12.85477
fra,1971,13.02612
fra,1972,13.16088
fra,1973,13.26984
fra,1974,13.36977
fra,1975,13.46842
fra,1976,13.62929
fra,1977,13.80134
fra,1978,13.94401
fra,1979,13.99241
fra,1980,13.91623
fra,1981,13.79377
fra,1982,13.53852
fra,1983,13.2371
fra,1984,13.01244
fra,1985,12.93073
fra,1986,13.0135
fra,1987,13.22477
fra,1988,13.51253
fra,1989,13.79733
fra,1990,14.03602
fra,1991,14.31419
fra,1992,14.55106
fra,1993,14.75823
fra,1994,14.95752
fra,1995,15.16029
fra,1996,15.37353
fra,1997,15.57209
fra,1998,15.7549
fra,1999,15.91719
fra,2000,16.05737
fra,2001,16.16933
fra,2002,16.2702
fra,2003,16.35709
fra,2004,16.42364
fra,2005,16.4719
fra,2006,16.51431
fra,2007,16.52662
fra,2008,16.54954
fra,2009,16.64524
fra,2010,16.85203
fra,2011,17.13528
fra,2012,17.51694
fra,2013,17.96879
fra,2014,18.43586
fra,2015,18.88112
fra,2016,19.28412
fra,2017,19.669
fra,2018,20.03462
fra,2019,20.39137
fra,2020,20.75346
fsm,1960,3.46633
fsm,1961,3.46817
fsm,1962,3.44755
fsm,1963,3.41214
fsm,1964,3.37838
fsm,1965,3.34884
fsm,1966,3.33444
fsm,1967,3.31042
fsm,1968,3.29177
fsm,1969,3.27708
fsm,1970,3.26294
fsm,1971,3.39712
fsm,1972,3.55818
fsm,1973,3.73535
fsm,1974,3.92923
fsm,1975,4.14079
fsm,1976,4.04282
fsm,1977,3.92997
fsm,1978,3.80239
fsm,1979,3.65727
fsm,1980,3.50473
fsm,1981,3.51882
fsm,1982,3.51741
fsm,1983,3.51362
fsm,1984,3.50141
fsm,1985,3.49019
fsm,1986,3.50264
fsm,1987,3.5086
fsm,1988,3.51905
fsm,1989,3.51383
fsm,1990,3.50879
fsm,1991,3.5365
fsm,1992,3.53293
fsm,1993,3.49613
fsm,1994,3.45846
fsm,1995,3.45953
fsm,1996,3.52563
fsm,1997,3.60066
fsm,1998,3.66424
fsm,1999,3.68432
fsm,2000,3.64891
fsm,2001,3.73135
fsm,2002,3.79426
fsm,2003,3.83813
fsm,2004,3.86964
fsm,2005,3.88866
fsm,2006,3.77713
fsm,2007,3.6431
fsm,2008,3.49323
fsm,2009,3.34936
fsm,2010,3.21831
fsm,2011,3.21895
fsm,2012,3.24383
fsm,2013,3.29286
fsm,2014,3.3589
fsm,2015,3.44185
fsm,2016,3.6211
fsm,2017,3.80678
fsm,2018,3.9968
fsm,2019,4.19277
fsm,2020,4.39043
gab,1960,7.55917
gab,1961,7.56447
gab,1962,7.54156
gab,1963,7.49488
gab,1964,7.42377
gab,1965,7.33031
gab,1966,7.27401
gab,1967,7.1958
gab,1968,7.0971
gab,1969,6.98109
gab,1970,6.84898
gab,1971,6.80838
gab,1972,6.75212
gab,1973,6.67951
gab,1974,6.58835
gab,1975,6.47825
gab,1976,6.42544
gab,1977,6.35056
gab,1978,6.26245
gab,1979,6.16898
gab,1980,6.07508
gab,1981,6.04233
gab,1982,6.00343
gab,1983,5.95795
gab,1984,5.90152
gab,1985,5.83527
gab,1986,5.8085
gab,1987,5.76861
gab,1988,5.72229
gab,1989,5.67515
gab,1990,5.63272
gab,1991,5.61231
gab,1992,5.58649
gab,1993,5.55605
gab,1994,5.52033
gab,1995,5.47972
gab,1996,5.44748
gab,1997,5.40462
gab,1998,5.35143
gab,1999,5.28751
gab,2000,5.21346
gab,2001,5.14037
gab,2002,5.05086
gab,2003,4.94821
gab,2004,4.8333
gab,2005,4.70908
gab,2006,4.60336
gab,2007,4.4852
gab,2008,4.35866
gab,2009,4.22703
gab,2010,4.09177
gab,2011,4.00039
gab,2012,3.90637
gab,2013,3.81108
gab,2014,3.71706
gab,2015,3.62661
gab,2016,3.60586
gab,2017,3.58462
gab,2018,3.56391
gab,2019,3.54473
gab,2020,3.52881
gbr,1960,11.76738
gbr,1961,11.8618
gbr,1962,11.94647
gbr,1963,12.02703
gbr,1964,12.10812
gbr,1965,12.19676
gbr,1966,12.36397
gbr,1967,12.53801
gbr,1968,12.71089
gbr,1969,12.87569
gbr,1970,13.03192
gbr,1971,13.26873
gbr,1972,13.48354
gbr,1973,13.6818
gbr,1974,13.86917
gbr,1975,14.04792
gbr,1976,14.292
gbr,1977,14.51625
gbr,1978,14.71153
gbr,1979,14.85862
gbr,1980,14.94726
gbr,1981,15.05435
gbr,1982,15.09093
gbr,1983,15.08922
gbr,1984,15.09549
gbr,1985,15.1359
gbr,1986,15.25854
gbr,1987,15.40844
gbr,1988,15.56062
gbr,1989,15.67955
gbr,1990,15.7488
gbr,1991,15.84687
gbr,1992,15.89696
gbr,1993,15.91051
gbr,1994,15.9039
gbr,1995,15.88815
gbr,1996,15.90657
gbr,1997,15.91049
gbr,1998,15.90669
gbr,1999,15.89958
gbr,2000,15.89315
gbr,2001,15.92927
gbr,2002,15.95942
gbr,2003,15.98652
gbr,2004,16.01129
gbr,2005,16.03562
gbr,2006,16.10983
gbr,2007,16.17324
gbr,2008,16.25088
gbr,2009,16.37708
gbr,2010,16.56974
gbr,2011,16.80813
gbr,2012,17.10614
gbr,2013,17.42987
gbr,2014,17.72803
gbr,2015,17.97421
gbr,2016,18.15837
gbr,2017,18.29114
gbr,2018,18.39587
gbr,2019,18.5087
gbr,2020,18.65335
geo,1960,8.64109
geo,1961,8.44574
geo,1962,8.2318
geo,1963,8.01847
geo,1964,7.82779
geo,1965,7.67244
geo,1966,7.65684
geo,1967,7.66541
geo,1968,7.69002
geo,1969,7.71705
geo,1970,7.7403
geo,1971,7.89919
geo,1972,8.03031
geo,1973,8.14656
geo,1974,8.26909
geo,1975,8.40938
geo,1976,8.60154
geo,1977,8.81287
geo,1978,9.01551
geo,1979,9.16648
geo,1980,9.24624
geo,1981,9.23932
geo,1982,9.16735
geo,1983,9.05985
geo,1984,8.95695
geo,1985,8.88456
geo,1986,8.88589
geo,1987,8.89968
geo,1988,8.95087
geo,1989,9.0788
geo,1990,9.30987
geo,1991,9.74019
geo,1992,10.2133
geo,1993,10.69882
geo,1994,11.14335
geo,1995,11.52098
geo,1996,11.91305
geo,1997,12.23372
geo,1998,12.48095
geo,1999,12.69037
geo,2000,12.93285
geo,2001,13.27253
geo,2002,13.66815
geo,2003,14.05598
geo,2004,14.34156
geo,2005,14.48379
geo,2006,14.61947
geo,2007,14.59922
geo,2008,14.4761
geo,2009,14.33763
geo,2010,14.24086
geo,2011,14.19141
geo,2012,14.18314
geo,2013,14.21122
geo,2014,14.26698
geo,2015,14.34892
geo,2016,14.4981
geo,2017,14.67353
geo,2018,14.86549
geo,2019,15.06106
geo,2020,15.25331
gha,1960,2.34494
gha,1961,2.35673
gha,1962,2.36757
gha,1963,2.37618
gha,1964,2.38051
gha,1965,2.38069
gha,1966,2.40883
gha,1967,2.42979
gha,1968,2.44466
gha,1969,2.4551
gha,1970,2.46214
gha,1971,2.48832
gha,1972,2.5091
gha,1973,2.52549
gha,1974,2.53817
gha,1975,2.54834
gha,1976,2.58523
gha,1977,2.61572
gha,1978,2.64041
gha,1979,2.65915
gha,1980,2.672
gha,1981,2.69468
gha,1982,2.71117
gha,1983,2.72299
gha,1984,2.73171
gha,1985,2.7386
gha,1986,2.76081
gha,1987,2.77844
gha,1988,2.79215
gha,1989,2.80246
gha,1990,2.81025
gha,1991,2.83008
gha,1992,2.84619
gha,1993,2.85945
gha,1994,2.87035
gha,1995,2.8797
gha,1996,2.89195
gha,1997,2.89696
gha,1998,2.89572
gha,1999,2.88913
gha,2000,2.87806
gha,2001,2.87636
gha,2002,2.8697
gha,2003,2.85855
gha,2004,2.84244
gha,2005,2.82207
gha,2006,2.8278
gha,2007,2.82678
gha,2008,2.82442
gha,2009,2.82712
gha,2010,2.838
gha,2011,2.87362
gha,2012,2.91325
gha,2013,2.952
gha,2014,2.98286
gha,2015,3.00379
gha,2016,3.0307
gha,2017,3.04981
gha,2018,3.0689
gha,2019,3.09732
gha,2020,3.14035
gin,1960,3.44331
gin,1961,3.41517
gin,1962,3.36723
gin,1963,3.30367
gin,1964,3.23061
gin,1965,3.15098
gin,1966,3.15725
gin,1967,3.15355
gin,1968,3.13925
gin,1969,3.11318
gin,1970,3.07586
gin,1971,3.11026
gin,1972,3.1301
gin,1973,3.13738
gin,1974,3.13456
gin,1975,3.12325
gin,1976,3.17801
gin,1977,3.22123
gin,1978,3.25214
gin,1979,3.26972
gin,1980,3.27398
gin,1981,3.32347
gin,1982,3.36166
gin,1983,3.3891
gin,1984,3.406
gin,1985,3.41294
gin,1986,3.44943
gin,1987,3.47745
gin,1988,3.49783
gin,1989,3.51116
gin,1990,3.51855
gin,1991,3.54447
gin,1992,3.56317
gin,1993,3.57503
gin,1994,3.5799
gin,1995,3.57803
gin,1996,3.56461
gin,1997,3.54104
gin,1998,3.50935
gin,1999,3.47154
gin,2000,3.4294
gin,2001,3.40195
gin,2002,3.36382
gin,2003,3.31587
gin,2004,3.25872
gin,2005,3.1928
gin,2006,3.17991
gin,2007,3.16084
gin,2008,3.13342
gin,2009,3.09424
gin,2010,3.04295
gin,2011,3.01619
gin,2012,2.97748
gin,2013,2.93572
gin,2014,2.90147
gin,2015,2.87973
gin,2016,2.88993
gin,2017,2.90682
gin,2018,2.92602
gin,2019,2.94191
gin,2020,2.95232
gmb,1960,2.1778
gmb,1961,2.19388
gmb,1962,2.20246
gmb,1963,2.20152
gmb,1964,2.18959
gmb,1965,2.16726
gmb,1966,2.18495
gmb,1967,2.18972
gmb,1968,2.18444
gmb,1969,2.16919
gmb,1970,2.14616
gmb,1971,2.17165
gmb,1972,2.18997
gmb,1973,2.20108
gmb,1974,2.20468
gmb,1975,2.20064
gmb,1976,2.22981
gmb,1977,2.25121
gmb,1978,2.26558
gmb,1979,2.27346
gmb,1980,2.2751
gmb,1981,2.289
gmb,1982,2.29844
gmb,1983,2.30734
gmb,1984,2.3204
gmb,1985,2.33783
gmb,1986,2.3519
gmb,1987,2.36444
gmb,1988,2.37485
gmb,1989,2.38064
gmb,1990,2.38313
gmb,1991,2.41328
gmb,1992,2.43782
gmb,1993,2.45791
gmb,1994,2.47374
gmb,1995,2.4873
gmb,1996,2.51046
gmb,1997,2.53006
gmb,1998,2.54506
gmb,1999,2.55659
gmb,2000,2.56545
gmb,2001,2.58214
gmb,2002,2.59218
gmb,2003,2.598
gmb,2004,2.60209
gmb,2005,2.6062
gmb,2006,2.62409
gmb,2007,2.63756
gmb,2008,2.64704
gmb,2009,2.65383
gmb,2010,2.65821
gmb,2011,2.66965
gmb,2012,2.67715
gmb,2013,2.67855
gmb,2014,2.67079
gmb,2015,2.65363
gmb,2016,2.63906
gmb,2017,2.61689
gmb,2018,2.58998
gmb,2019,2.56093
gmb,2020,2.53142
gnb,1960,3.5226
gnb,1961,3.57039
gnb,1962,3.61403
gnb,1963,3.64813
gnb,1964,3.66556
gnb,1965,3.66349
gnb,1966,3.67636
gnb,1967,3.67523
gnb,1968,3.66929
gnb,1969,3.67038
gnb,1970,3.68457
gnb,1971,3.74476
gnb,1972,3.80753
gnb,1973,3.86881
gnb,1974,3.92425
gnb,1975,3.97264
gnb,1976,4.03818
gnb,1977,4.07043
gnb,1978,4.06247
gnb,1979,4.00477
gnb,1980,3.8892
gnb,1981,3.88042
gnb,1982,3.84993
gnb,1983,3.79953
gnb,1984,3.73392
gnb,1985,3.65631
gnb,1986,3.6091
gnb,1987,3.55408
gnb,1988,3.49104
gnb,1989,3.42067
gnb,1990,3.34403
gnb,1991,3.3102
gnb,1992,3.26731
gnb,1993,3.21672
gnb,1994,3.1592
gnb,1995,3.09527
gnb,1996,3.0731
gnb,1997,3.04624
gnb,1998,3.01333
gnb,1999,2.9718
gnb,2000,2.9225
gnb,2001,2.89812
gnb,2002,2.86483
gnb,2003,2.8277
gnb,2004,2.79157
gnb,2005,2.75903
gnb,2006,2.75468
gnb,2007,2.75195
gnb,2008,2.74594
gnb,2009,2.73101
gnb,2010,2.70662
gnb,2011,2.70072
gnb,2012,2.68508
gnb,2013,2.66822
gnb,2014,2.66196
gnb,2015,2.67142
gnb,2016,2.71785
gnb,2017,2.77155
gnb,2018,2.82372
gnb,2019,2.86326
gnb,2020,2.88577
gnq,1960,5.68865
gnq,1961,5.68451
gnq,1962,5.65405
gnq,1963,5.60489
gnq,1964,5.5377
gnq,1965,5.45639
gnq,1966,5.40482
gnq,1967,5.33294
gnq,1968,5.24994
gnq,1969,5.16743
gnq,1970,5.09537
gnq,1971,5.14379
gnq,1972,5.17857
gnq,1973,5.18934
gnq,1974,5.15782
gnq,1975,5.05629
gnq,1976,5.08868
gnq,1977,5.07937
gnq,1978,5.03342
gnq,1979,4.94462
gnq,1980,4.80977
gnq,1981,4.68692
gnq,1982,4.5856
gnq,1983,4.5064
gnq,1984,4.44877
gnq,1985,4.4238
gnq,1986,4.371
gnq,1987,4.3292
gnq,1988,4.29485
gnq,1989,4.25926
gnq,1990,4.22293
gnq,1991,4.18895
gnq,1992,4.13803
gnq,1993,4.07944
gnq,1994,4.02131
gnq,1995,3.96644
gnq,1996,3.90383
gnq,1997,3.8398
gnq,1998,3.77445
gnq,1999,3.70576
gnq,2000,3.63373
gnq,2001,3.56407
gnq,2002,3.49097
gnq,2003,3.41725
gnq,2004,3.34319
gnq,2005,3.27056
gnq,2006,3.19301
gnq,2007,3.11785
gnq,2008,3.04226
gnq,2009,2.96518
gnq,2010,2.8867
gnq,2011,2.81065
gnq,2012,2.73082
gnq,2013,2.65372
gnq,2014,2.58751
gnq,2015,2.5355
gnq,2016,2.50835
gnq,2017,2.48375
gnq,2018,2.45788
gnq,2019,2.42451
gnq,2020,2.38142
grc,1960,7.04682
grc,1961,7.16532
grc,1962,7.30094
grc,1963,7.45045
grc,1964,7.6039
grc,1965,7.75745
grc,1966,8.18257
grc,1967,8.62586
grc,1968,9.09564
grc,1969,9.60982
grc,1970,10.17872
grc,1971,10.45897
grc,1972,10.7507
grc,1973,11.04168
grc,1974,11.31252
grc,1975,11.55471
grc,1976,11.79483
grc,1977,12.00576
grc,1978,12.1879
grc,1979,12.34179
grc,1980,12.46843
grc,1981,12.53035
grc,1982,12.58381
grc,1983,12.63564
grc,1984,12.69037
grc,1985,12.74984
grc,1986,12.81289
grc,1987,12.90516
grc,1988,13.0529
grc,1989,13.27271
grc,1990,13.56309
grc,1991,13.76151
grc,1992,13.97705
grc,1993,14.21666
grc,1994,14.48592
grc,1995,14.7852
grc,1996,15.10995
grc,1997,15.45026
grc,1998,15.79719
grc,1999,16.13406
grc,2000,16.45049
grc,2001,16.81765
grc,2002,17.16234
grc,2003,17.47047
grc,2004,17.723
grc,2005,17.91312
grc,2006,18.22253
grc,2007,18.45142
grc,2008,18.64263
grc,2009,18.8625
grc,2010,19.15182
grc,2011,19.39703
grc,2012,19.72402
grc,2013,20.10188
grc,2014,20.47728
grc,2015,20.821
grc,2016,21.12996
grc,2017,21.39935
grc,2018,21.65527
grc,2019,21.94147
grc,2020,22.28439
grd,1960,4.9593
grd,1961,4.97443
grd,1962,5.00519
grd,1963,5.02714
grd,1964,5.03171
grd,1965,5.01923
grd,1966,5.06457
grd,1967,5.11892
grd,1968,5.18082
grd,1969,5.2466
grd,1970,5.30828
grd,1971,5.54972
grd,1972,5.7521
grd,1973,5.92512
grd,1974,6.09179
grd,1975,6.26635
grd,1976,6.43127
grd,1977,6.61775
grd,1978,6.81249
grd,1979,7.00226
grd,1980,7.15585
grd,1981,7.05795
grd,1982,6.91459
grd,1983,6.732
grd,1984,6.52538
grd,1985,6.2984
grd,1986,6.45567
grd,1987,6.67464
grd,1988,6.99042
grd,1989,7.42334
grd,1990,7.96628
grd,1991,7.92245
grd,1992,7.89996
grd,1993,7.86012
grd,1994,7.79048
grd,1995,7.69185
grd,1996,7.80388
grd,1997,7.91497
grd,1998,8.06697
grd,1999,8.27671
grd,2000,8.53325
grd,2001,8.61219
grd,2002,8.6902
grd,2003,8.76016
grd,2004,8.80332
grd,2005,8.82755
grd,2006,8.95619
grd,2007,9.09687
grd,2008,9.27306
grd,2009,9.50477
grd,2010,9.79545
grd,2011,9.73819
grd,2012,9.69883
grd,2013,9.66627
grd,2014,9.62792
grd,2015,9.58494
grd,2016,9.60358
grd,2017,9.60369
grd,2018,9.62191
grd,2019,9.67742
grd,2020,9.79266
gtm,1960,2.63084
gtm,1961,2.66107
gtm,1962,2.68507
gtm,1963,2.70466
gtm,1964,2.7233
gtm,1965,2.74209
gtm,1966,2.77652
gtm,1967,2.80928
gtm,1968,2.8365
gtm,1969,2.85342
gtm,1970,2.859
gtm,1971,2.87414
gtm,1972,2.87924
gtm,1973,2.87826
gtm,1974,2.87627
gtm,1975,2.87675
gtm,1976,2.89994
gtm,1977,2.92288
gtm,1978,2.94302
