geo,time,sl_uem_totl_fe_zs
dji,2001,37.431
dji,2002,37.35
dji,2003,37.284
dji,2004,37.232
dji,2005,37.186
dji,2006,37.096
dji,2007,37.046
dji,2008,36.99
dji,2009,37
dji,2010,36.894
dji,2011,36.807
dji,2012,36.792
dji,2013,36.731
dji,2014,36.635
dji,2015,36.555
dji,2016,36.533
dji,2017,36.489
dji,2018,36.434
dji,2019,36.442
dji,2020,38.948
dji,2021,39.358
dnk,1991,10.022
dnk,1992,9.872
dnk,1993,11.082
dnk,1994,9.004
dnk,1995,8.652
dnk,1996,8.384
dnk,1997,6.437
dnk,1998,6.405
dnk,1999,5.894
dnk,2000,4.975
dnk,2001,4.779
dnk,2002,4.313
dnk,2003,5.754
dnk,2004,5.435
dnk,2005,5.277
dnk,2006,4.537
dnk,2007,4.198
dnk,2008,4.069
dnk,2009,5.668
dnk,2010,6.764
dnk,2011,7.622
dnk,2012,7.795
dnk,2013,7.669
dnk,2014,7.147
dnk,2015,6.53
dnk,2016,6.381
dnk,2017,6.046
dnk,2018,5.347
dnk,2019,5.269
dnk,2020,5.984
dnk,2021,4.94
dom,1991,10.489
dom,1992,10.254
dom,1993,10.362
dom,1994,10.53
dom,1995,10.502
dom,1996,10.538
dom,1997,10.494
dom,1998,10.581
dom,1999,10.641
dom,2000,10.722
dom,2001,11.319
dom,2002,10.208
dom,2003,10.07
dom,2004,10.04
dom,2005,9.746
dom,2006,8.919
dom,2007,7.609
dom,2008,7.423
dom,2009,7.929
dom,2010,7.062
dom,2011,8.382
dom,2012,9.239
dom,2013,10.567
dom,2014,9.734
dom,2015,10.921
dom,2016,10.746
dom,2017,8.133
dom,2018,9.127
dom,2019,9.632
dom,2020,9.055
dom,2021,12.578
dza,1991,16.585
dza,1992,20.72
dza,1993,23.305
dza,1994,25.718
dza,1995,30.738
dza,1996,28.506
dza,1997,26.167
dza,1998,27.177
dza,1999,28.516
dza,2000,29.718
dza,2001,27.804
dza,2002,27.03
dza,2003,25.431
dza,2004,18.202
dza,2005,17.211
dza,2006,15.198
dza,2007,19.026
dza,2008,17.613
dza,2009,18.093
dza,2010,19.085
dza,2011,17.156
dza,2012,17.018
dza,2013,16.285
dza,2014,15.581
dza,2015,16.567
dza,2016,18.239
dza,2017,18.415
dza,2018,18.52
dza,2019,18.63
dza,2020,21.45
dza,2021,22.132
ecu,1991,5.855
ecu,1992,6.045
ecu,1993,6.088
ecu,1994,5.947
ecu,1995,6.128
ecu,1996,6.202
ecu,1997,6.046
ecu,1998,6.122
ecu,1999,6.821
ecu,2000,6.383
ecu,2001,5.236
ecu,2002,5.643
ecu,2003,6.157
ecu,2004,5.712
ecu,2005,4.71
ecu,2006,4.37
ecu,2007,3.917
ecu,2008,5.006
ecu,2009,5.891
ecu,2010,4.973
ecu,2011,4.29
ecu,2012,3.82
ecu,2013,3.662
ecu,2014,4.142
ecu,2015,4.521
ecu,2016,5.848
ecu,2017,4.928
ecu,2018,4.391
ecu,2019,4.591
ecu,2020,7.332
ecu,2021,7.794
egy,1991,20.959
egy,1992,16.984
egy,1993,22.279
egy,1994,22.726
egy,1995,23.629
egy,1996,18.477
egy,1997,19.698
egy,1998,19.508
egy,1999,18.984
egy,2000,22.671
egy,2001,21.694
egy,2002,23.934
egy,2003,23.527
egy,2004,25.124
egy,2005,24.871
egy,2006,23.686
egy,2007,18.223
egy,2008,18.684
egy,2009,22.13
egy,2010,21.898
egy,2011,22.294
egy,2012,23.893
egy,2013,24.05
egy,2014,23.878
egy,2015,24.648
egy,2016,23.424
egy,2017,22.749
egy,2018,21.224
egy,2019,21.209
egy,2020,23.62
egy,2021,24.279
eri,1991,5.918
eri,1992,6.155
eri,1993,6.349
eri,1994,6.541
eri,1995,6.709
eri,1996,6.775
eri,1997,6.803
eri,1998,6.732
eri,1999,6.674
eri,2000,6.583
eri,2001,6.596
eri,2002,6.587
eri,2003,6.495
eri,2004,6.284
eri,2005,6.209
eri,2006,6.211
eri,2007,6.186
eri,2008,6.069
eri,2009,6.201
eri,2010,6.562
eri,2011,6.568
eri,2012,6.556
eri,2013,6.563
eri,2014,6.614
eri,2015,6.776
eri,2016,6.835
eri,2017,6.824
eri,2018,6.76
eri,2019,6.776
eri,2020,8.773
eri,2021,9.163
esp,1991,23.31
esp,1992,25.252
esp,1993,28.757
esp,1994,31.612
esp,1995,30.547
esp,1996,29.541
esp,1997,28.01
esp,1998,26.63
esp,1999,22.85
esp,2000,20.358
esp,2001,15.052
esp,2002,16.055
esp,2003,15.683
esp,2004,15.034
esp,2005,11.991
esp,2006,11.336
esp,2007,10.691
esp,2008,12.834
esp,2009,18.134
esp,2010,20.22
esp,2011,21.813
esp,2012,25.034
esp,2013,26.667
esp,2014,25.424
esp,2015,23.551
esp,2016,21.372
esp,2017,19.022
esp,2018,17.017
esp,2019,15.988
esp,2020,17.429
esp,2021,16.781
est,1991,1.526
est,1992,3.464
est,1993,6.632
est,1994,7.918
est,1995,8.873
est,1996,9.238
est,1997,9.535
est,1998,8.504
est,1999,10.131
est,2000,11.609
est,2001,13.232
est,2002,8.679
est,2003,10.381
est,2004,8.825
est,2005,6.903
est,2006,5.585
est,2007,3.757
est,2008,5.132
est,2009,10.299
est,2010,14.097
est,2011,11.58
est,2012,9.098
est,2013,8.156
est,2014,6.808
est,2015,6.134
est,2016,6.064
est,2017,5.3
est,2018,5.323
est,2019,4.847
est,2020,6.619
est,2021,6.066
eth,1991,3.271
eth,1992,3.287
eth,1993,3.225
eth,1994,3.269
eth,1995,3.607
eth,1996,3.928
eth,1997,4.311
eth,1998,4.687
eth,1999,4.986
eth,2000,4.701
eth,2001,4.411
eth,2002,4.161
eth,2003,3.896
eth,2004,3.555
eth,2005,3.284
eth,2006,3.243
eth,2007,3.196
eth,2008,3.156
eth,2009,3.12
eth,2010,3.066
eth,2011,3.028
eth,2012,2.994
eth,2013,2.945
eth,2014,2.954
eth,2015,2.961
eth,2016,2.972
eth,2017,2.98
eth,2018,2.996
eth,2019,2.999
eth,2020,4.044
eth,2021,4.704
fin,1991,5.026
fin,1992,9.65
fin,1993,14.417
fin,1994,14.874
fin,1995,16.154
fin,1996,15.554
fin,1997,15.181
fin,1998,13.579
fin,1999,12.443
fin,2000,11.99
fin,2001,10.761
fin,2002,10.165
fin,2003,9.937
fin,2004,10.574
fin,2005,8.608
fin,2006,8.083
fin,2007,7.187
fin,2008,6.693
fin,2009,7.568
fin,2010,7.636
fin,2011,7.096
fin,2012,7.051
fin,2013,7.516
fin,2014,7.945
fin,2015,8.842
fin,2016,8.581
fin,2017,8.39
fin,2018,7.298
fin,2019,6.165
fin,2020,7.488
fin,2021,6.984
fji,1991,5.043
fji,1992,4.841
fji,1993,4.952
fji,1994,4.894
fji,1995,4.973
fji,1996,4.93
fji,1997,5.121
fji,1998,5.045
fji,1999,4.874
fji,2000,5.151
fji,2001,5.071
fji,2002,5.056
fji,2003,5.128
fji,2004,5.034
fji,2005,5.168
fji,2006,5.041
fji,2007,5.018
fji,2008,4.886
fji,2009,4.866
fji,2010,4.687
fji,2011,4.623
fji,2012,4.83
fji,2013,4.926
fji,2014,5.082
fji,2015,5.302
fji,2016,5.559
fji,2017,5.482
fji,2018,5.526
fji,2019,5.649
fji,2020,5.949
fji,2021,6.685
fra,1991,11.63
fra,1992,12.861
fra,1993,13.42
fra,1994,14.496
fra,1995,14.074
fra,1996,14.505
fra,1997,14.438
fra,1998,14.116
fra,1999,13.909
fra,2000,12.201
fra,2001,10.508
fra,2002,9.797
fra,2003,9.133
fra,2004,9.871
fra,2005,9.265
fra,2006,9.113
fra,2007,8.093
fra,2008,7.439
fra,2009,8.803
fra,2010,9.069
fra,2011,9.119
fra,2012,9.358
fra,2013,9.79
fra,2014,10.025
fra,2015,9.904
fra,2016,9.853
fra,2017,9.374
fra,2018,9.061
fra,2019,8.348
fra,2020,7.953
fra,2021,8.012
gab,1991,16.136
gab,1992,16.15
gab,1993,16.01
gab,1994,16.57
gab,1995,17.121
gab,1996,17.704
gab,1997,18.258
gab,1998,18.864
gab,1999,19.59
gab,2000,20.103
gab,2001,20.65
gab,2002,21.273
gab,2003,21.838
gab,2004,22.457
gab,2005,23.035
gab,2006,24.308
gab,2007,25.383
gab,2008,26.727
gab,2009,27.885
gab,2010,28.984
gab,2011,28.881
gab,2012,28.811
gab,2013,28.71
gab,2014,28.642
gab,2015,28.562
gab,2016,28.542
gab,2017,28.513
gab,2018,28.446
gab,2019,28.327
gab,2020,29.814
gab,2021,30.5
gbr,1991,7.401
gbr,1992,7.434
gbr,1993,7.758
gbr,1994,7.405
gbr,1995,6.923
gbr,1996,6.336
gbr,1997,5.81
gbr,1998,5.356
gbr,1999,5.148
gbr,2000,4.861
gbr,2001,4.116
gbr,2002,4.362
gbr,2003,4.064
gbr,2004,4.184
gbr,2005,4.29
gbr,2006,4.95
gbr,2007,4.957
gbr,2008,5.094
gbr,2009,6.423
gbr,2010,6.88
gbr,2011,7.341
gbr,2012,7.381
gbr,2013,7.033
gbr,2014,5.821
gbr,2015,5.124
gbr,2016,4.682
gbr,2017,4.219
gbr,2018,3.942
gbr,2019,3.534
gbr,2020,4.155
gbr,2021,4.301
geo,1991,2.574
geo,1992,5.142
geo,1993,5.136
geo,1994,7.979
geo,1995,7.206
geo,1996,10.883
geo,1997,10.863
geo,1998,13.704
geo,1999,12.14
geo,2000,10.497
geo,2001,10.642
geo,2002,10.979
geo,2003,11.542
geo,2004,11.762
geo,2005,12.668
geo,2006,11.641
geo,2007,12.563
geo,2008,17.587
geo,2009,19.056
geo,2010,17.529
geo,2011,17.353
geo,2012,18.338
geo,2013,16.152
geo,2014,14.455
geo,2015,13.91
geo,2016,12.539
geo,2017,12.709
geo,2018,11.228
geo,2019,10.151
geo,2020,16.314
geo,2021,9.646
gha,1991,3.52
gha,1992,5.634
gha,1993,6.151
gha,1994,6.696
gha,1995,7.219
gha,1996,7.748
gha,1997,8.29
gha,1998,8.823
gha,1999,10.771
gha,2000,10.743
gha,2001,9.759
gha,2002,8.769
gha,2003,7.773
gha,2004,6.778
gha,2005,5.779
gha,2006,4.776
gha,2007,5.066
gha,2008,5.303
gha,2009,5.616
gha,2010,5.868
gha,2011,5.942
gha,2012,6.115
gha,2013,6.264
gha,2014,6.437
gha,2015,6.576
gha,2016,5.49
gha,2017,4.38
gha,2018,4.443
gha,2019,4.491
gha,2020,4.833
gha,2021,4.962
gin,1991,3.768
gin,1992,3.745
gin,1993,3.715
gin,1994,3.706
gin,1995,3.684
gin,1996,3.667
gin,1997,3.643
gin,1998,3.635
gin,1999,3.614
gin,2000,3.604
gin,2001,3.574
gin,2002,3.541
gin,2003,3.657
gin,2004,3.738
gin,2005,3.822
gin,2006,3.924
gin,2007,3.97
gin,2008,4.08
gin,2009,4.212
gin,2010,4.253
gin,2011,4.335
gin,2012,4.422
gin,2013,4.529
gin,2014,4.621
gin,2015,4.71
gin,2016,4.735
gin,2017,4.83
gin,2018,4.958
gin,2019,5.057
gin,2020,6.144
gin,2021,6.487
gmb,1991,11.456
gmb,1992,11.543
gmb,1993,11.636
gmb,1994,11.728
gmb,1995,11.783
gmb,1996,11.828
gmb,1997,11.858
gmb,1998,11.93
gmb,1999,11.957
gmb,2000,12.026
gmb,2001,12.085
gmb,2002,12.246
gmb,2003,12.2
gmb,2004,12.258
gmb,2005,12.423
gmb,2006,12.468
gmb,2007,12.493
gmb,2008,12.523
gmb,2009,12.585
gmb,2010,12.661
gmb,2011,12.891
gmb,2012,12.807
gmb,2013,12.796
gmb,2014,12.807
gmb,2015,12.708
gmb,2016,12.701
gmb,2017,12.636
gmb,2018,12.577
gmb,2019,12.557
gmb,2020,14.429
gmb,2021,14.82
gnb,1991,6.819
gnb,1992,6.94
gnb,1993,6.98
gnb,1994,7.006
gnb,1995,6.999
gnb,1996,7.084
gnb,1997,7.132
gnb,1998,7.079
gnb,1999,7.038
gnb,2000,6.955
gnb,2001,7.147
gnb,2002,7.295
gnb,2003,7.332
gnb,2004,7.22
gnb,2005,7.228
gnb,2006,7.158
gnb,2007,7.051
gnb,2008,6.837
gnb,2009,6.896
gnb,2010,7.187
gnb,2011,7.052
gnb,2012,6.906
gnb,2013,6.789
gnb,2014,6.73
gnb,2015,6.795
gnb,2016,6.864
gnb,2017,6.848
gnb,2018,6.779
gnb,2019,6.804
gnb,2020,7.554
gnb,2021,7.694
gnq,1991,8.901
gnq,1992,9.056
gnq,1993,9.152
gnq,1994,9.233
gnq,1995,9.305
gnq,1996,9.41
gnq,1997,9.474
gnq,1998,9.432
gnq,1999,9.421
gnq,2000,9.374
gnq,2001,9.68
gnq,2002,9.931
gnq,2003,10.063
gnq,2004,10.03
gnq,2005,10.154
gnq,2006,10.124
gnq,2007,10.044
gnq,2008,9.838
gnq,2009,9.982
gnq,2010,10.412
gnq,2011,10.282
gnq,2012,10.126
gnq,2013,9.944
gnq,2014,9.834
gnq,2015,9.889
gnq,2016,9.955
gnq,2017,9.896
gnq,2018,9.774
gnq,2019,9.782
gnq,2020,11.09
gnq,2021,10.609
grc,1991,13.021
grc,1992,13.05
grc,1993,13.787
grc,1994,13.829
grc,1995,13.952
grc,1996,15.693
grc,1997,15.07
grc,1998,16.797
grc,1999,18.307
grc,2000,17.143
grc,2001,16.001
grc,2002,15.428
grc,2003,14.548
grc,2004,16.06
grc,2005,15.518
grc,2006,13.83
grc,2007,12.969
grc,2008,11.547
grc,2009,13.316
grc,2010,16.362
grc,2011,21.535
grc,2012,28.244
grc,2013,31.392
grc,2014,30.2
grc,2015,28.893
grc,2016,28.143
grc,2017,26.117
grc,2018,24.284
grc,2019,21.544
grc,2020,19.824
grc,2021,18.843
gtm,1991,3.323
gtm,1992,3.29
gtm,1993,3.324
gtm,1994,3.325
gtm,1995,3.299
gtm,1996,3.369
gtm,1997,3.328
gtm,1998,3.311
gtm,1999,3.353
gtm,2000,3.366
gtm,2001,3.415
gtm,2002,3.371
gtm,2003,3.419
gtm,2004,3.378
gtm,2005,3.45
gtm,2006,3.457
gtm,2007,3.5
gtm,2008,3.68
gtm,2009,3.86
gtm,2010,3.849
gtm,2011,3.616
gtm,2012,3.468
gtm,2013,3.659
gtm,2014,3.385
gtm,2015,3.544
gtm,2016,3.461
gtm,2017,3.516
gtm,2018,2.809
gtm,2019,2.917
gtm,2020,4.483
gtm,2021,4.634
gum,1991,3.383
gum,1992,3.699
gum,1993,5.153
gum,1994,6.917
gum,1995,7.063
gum,1996,7.304
gum,1997,8.441
gum,1998,6.7
gum,1999,11.995
gum,2000,13.104
gum,2001,11.233
gum,2002,9.62
gum,2003,8.875
gum,2004,7.758
gum,2005,7.726
gum,2006,7.571
gum,2007,9.95
gum,2008,9.813
gum,2009,9.876
gum,2010,9.287
gum,2011,15.816
gum,2012,11.548
gum,2013,10.903
gum,2014,7.217
gum,2015,6.561
gum,2016,5.142
gum,2017,5.183
gum,2018,5.308
gum,2019,5.274
gum,2020,6.524
gum,2021,6.802
guy,1991,15.177
guy,1992,15.127
guy,1993,15.082
guy,1994,15.081
guy,1995,15.119
guy,1996,15.105
guy,1997,15.138
guy,1998,15.23
guy,1999,15.203
guy,2000,15.261
guy,2001,15.237
guy,2002,15.259
guy,2003,14.834
guy,2004,14.377
guy,2005,13.975
guy,2006,13.486
guy,2007,13.724
guy,2008,14.024
guy,2009,14.255
guy,2010,14.507
guy,2011,14.745
guy,2012,15.006
guy,2013,15.285
guy,2014,15.565
guy,2015,15.834
guy,2016,16.06
guy,2017,16.315
guy,2018,16.56
guy,2019,16.513
guy,2020,19.203
guy,2021,19.524
hkg,1991,1.589
hkg,1992,1.891
hkg,1993,1.941
hkg,1994,1.701
hkg,1995,2.937
hkg,1996,2.386
hkg,1997,2.074
hkg,1998,4.023
hkg,1999,5.076
hkg,2000,4.012
hkg,2001,3.86
hkg,2002,5.898
hkg,2003,6.187
hkg,2004,5.548
hkg,2005,4.411
hkg,2006,3.725
hkg,2007,3.375
hkg,2008,2.981
hkg,2009,4.329
hkg,2010,3.5
hkg,2011,2.796
hkg,2012,2.762
hkg,2013,2.97
hkg,2014,3.011
hkg,2015,3.177
hkg,2016,3.079
hkg,2017,2.861
hkg,2018,2.425
hkg,2019,2.305
hkg,2020,4.748
hkg,2021,4.408
hnd,1991,5.385
hnd,1992,2.935
hnd,1993,3.083
hnd,1994,3.299
hnd,1995,3.389
hnd,1996,4.415
hnd,1997,3.32
hnd,1998,4.35
hnd,1999,3.793
hnd,2000,3.862
hnd,2001,4.078
hnd,2002,4.789
hnd,2003,6.543
hnd,2004,8.292
hnd,2005,6.439
hnd,2006,4.421
hnd,2007,4.331
hnd,2008,3.874
hnd,2009,4.296
hnd,2010,5.448
hnd,2011,6.382
hnd,2012,5.168
hnd,2013,7.544
hnd,2014,9.38
hnd,2015,8.955
hnd,2016,9.03
hnd,2017,8.016
hnd,2018,7.243
hnd,2019,8.215
hnd,2020,11.45
hnd,2021,11.906
hrv,1991,11.169
hrv,1992,11.112
hrv,1993,10.863
hrv,1994,10.892
hrv,1995,10.52
hrv,1996,10.107
hrv,1997,10.145
hrv,1998,12.076
hrv,1999,14.518
hrv,2000,17.31
hrv,2001,17.89
hrv,2002,17.307
hrv,2003,15.644
hrv,2004,15.289
hrv,2005,13.857
hrv,2006,12.69
hrv,2007,11.343
hrv,2008,10.346
hrv,2009,10.703
hrv,2010,12.305
hrv,2011,13.724
hrv,2012,15.979
hrv,2013,16.759
hrv,2014,18.262
hrv,2015,16.9
hrv,2016,13.785
hrv,2017,11.908
hrv,2018,9.337
hrv,2019,7.162
hrv,2020,7.58
hrv,2021,8.603
hti,1991,8.744
hti,1992,8.819
hti,1993,8.77
hti,1994,8.822
hti,1995,8.43
hti,1996,8.465
hti,1997,8.434
hti,1998,8.388
hti,1999,8.324
hti,2000,9.665
hti,2001,11.037
hti,2002,12.371
hti,2003,13.681
hti,2004,15.156
hti,2005,16.38
hti,2006,17.799
hti,2007,19.042
hti,2008,18.73
hti,2009,18.189
hti,2010,18.087
hti,2011,17.341
hti,2012,17.073
hti,2013,16.918
hti,2014,16.835
hti,2015,16.822
hti,2016,16.756
hti,2017,16.678
hti,2018,16.635
hti,2019,16.681
hti,2020,18.407
hti,2021,18.962
hun,1991,7.624
hun,1992,8.714
hun,1993,10.382
hun,1994,9.367
hun,1995,8.69
hun,1996,9.026
hun,1997,7.856
hun,1998,8.096
hun,1999,6.222
hun,2000,5.786
hun,2001,4.875
hun,2002,5.077
hun,2003,5.386
hun,2004,5.857
hun,2005,7.429
hun,2006,7.909
hun,2007,7.738
hun,2008,8.005
hun,2009,9.737
hun,2010,10.66
hun,2011,10.982
hun,2012,10.608
hun,2013,10.142
hun,2014,7.914
hun,2015,7.037
hun,2016,5.105
hun,2017,4.573
hun,2018,3.987
hun,2019,3.496
hun,2020,4.48
hun,2021,4.334
idn,1991,2.989
idn,1992,2.965
idn,1993,3.029
idn,1994,5.151
idn,1995,5.502
idn,1996,5.894
idn,1997,5.645
idn,1998,6.126
idn,1999,6.885
idn,2000,6.716
idn,2001,7.377
idn,2002,7.842
idn,2003,8.309
idn,2004,9.18
idn,2005,10.04
idn,2006,9.279
idn,2007,9.904
idn,2008,8.104
idn,2009,6.705
idn,2010,6.388
idn,2011,5.564
idn,2012,4.786
idn,2013,4.272
idn,2014,3.882
idn,2015,4.423
idn,2016,3.869
idn,2017,3.599
idn,2018,4.181
idn,2019,3.348
idn,2020,3.778
idn,2021,3.965
ind,1991,6.276
ind,1992,6.379
ind,1993,6.32
ind,1994,6.342
ind,1995,6.334
ind,1996,6.295
ind,1997,6.15
ind,1998,6.176
ind,1999,6.217
ind,2000,6.026
ind,2001,6.014
ind,2002,5.944
ind,2003,6.022
ind,2004,5.982
ind,2005,5.939
ind,2006,5.904
ind,2007,5.852
ind,2008,5.681
ind,2009,5.772
ind,2010,5.746
ind,2011,5.611
ind,2012,5.571
ind,2013,5.548
ind,2014,5.526
ind,2015,5.491
ind,2016,5.447
ind,2017,5.357
ind,2018,5.298
ind,2019,4.932
ind,2020,5.507
ind,2021,4.533
irl,1991,16.591
irl,1992,15.306
irl,1993,15.842
irl,1994,14.707
irl,1995,12.067
irl,1996,11.781
irl,1997,10.157
irl,1998,7.339
irl,1999,5.615
irl,2000,4.272
irl,2001,3.544
irl,2002,3.752
irl,2003,4.008
irl,2004,3.83
irl,2005,4.005
irl,2006,4.209
irl,2007,4.929
irl,2008,5.699
irl,2009,9.51
irl,2010,11.405
irl,2011,12.498
irl,2012,12.748
irl,2013,12.415
irl,2014,10.875
irl,2015,8.913
irl,2016,7.597
irl,2017,6.287
irl,2018,5.691
irl,2019,4.69
irl,2020,5.647
irl,2021,6.647
irn,1991,24.417
irn,1992,22.409
irn,1993,20.197
irn,1994,17.999
irn,1995,15.689
irn,1996,13.414
irn,1997,14.979
irn,1998,16.42
irn,1999,17.882
irn,2000,19.187
irn,2001,20.666
irn,2002,21.848
irn,2003,18.916
irn,2004,16.182
irn,2005,17.651
irn,2006,16.542
irn,2007,16.122
irn,2008,16.928
irn,2009,17.041
irn,2010,20.746
irn,2011,21.062
irn,2012,19.822
irn,2013,19.937
irn,2014,19.833
irn,2015,19.584
irn,2016,20.849
irn,2017,19.938
irn,2018,18.986
irn,2019,17.569
irn,2020,19.764
irn,2021,18.956
irq,1991,9.437
irq,1992,9.168
irq,1993,9.048
irq,1994,9.006
irq,1995,8.892
irq,1996,8.722
irq,1997,8.546
irq,1998,8.435
irq,1999,8.324
irq,2000,8.207
irq,2001,8.16
irq,2002,8.087
irq,2003,7.961
irq,2004,7.714
irq,2005,7.678
irq,2006,7.54
irq,2007,7.437
irq,2008,8.419
irq,2009,9.46
irq,2010,10.461
irq,2011,11.476
irq,2012,12.454
irq,2013,17.239
irq,2014,21.966
irq,2015,22.159
irq,2016,22.277
irq,2017,30.956
irq,2018,30.593
irq,2019,30.128
irq,2020,32.111
irq,2021,32.819
isl,1991,2.894
isl,1992,4.907
isl,1993,5.603
isl,1994,5.543
isl,1995,4.912
isl,1996,3.45
isl,1997,3.817
isl,1998,3.806
isl,1999,2.789
isl,2000,2.631
isl,2001,2.231
isl,2002,2.65
isl,2003,3.973
isl,2004,2.754
isl,2005,2.492
isl,2006,3.053
isl,2007,2.266
isl,2008,2.59
isl,2009,5.689
isl,2010,6.729
isl,2011,6.205
isl,2012,5.659
isl,2013,5.081
isl,2014,4.789
isl,2015,4.054
isl,2016,3.049
isl,2017,2.719
isl,2018,2.537
isl,2019,3.123
isl,2020,5.295
isl,2021,6.293
isr,1991,16.432
isr,1992,17.108
isr,1993,14.868
isr,1994,12.342
isr,1995,10.732
isr,1996,9.689
isr,1997,10.893
isr,1998,11.211
isr,1999,11.535
isr,2000,11.166
isr,2001,12.008
isr,2002,12.742
isr,2003,13.814
isr,2004,13.766
isr,2005,11.626
isr,2006,11.045
isr,2007,9.812
isr,2008,7.857
isr,2009,9.178
isr,2010,7.952
isr,2011,6.953
isr,2012,6.982
isr,2013,6.242
isr,2014,5.916
isr,2015,5.387
isr,2016,4.942
isr,2017,4.326
isr,2018,3.953
isr,2019,3.925
isr,2020,4.121
isr,2021,4.936
ita,1991,15.754
ita,1992,13.898
ita,1993,14.854
ita,1994,15.325
ita,1995,16.124
ita,1996,16.235
ita,1997,16.405
ita,1998,16.544
ita,1999,16.267
ita,2000,14.851
ita,2001,13.031
ita,2002,12.605
ita,2003,11.948
ita,2004,10.238
ita,2005,10.044
ita,2006,8.778
ita,2007,7.843
ita,2008,8.487
ita,2009,9.223
ita,2010,9.592
ita,2011,9.54
ita,2012,11.824
ita,2013,13.066
ita,2014,13.794
ita,2015,12.692
ita,2016,12.773
ita,2017,12.386
ita,2018,11.768
ita,2019,11.099
ita,2020,10.189
ita,2021,11.256
jam,1991,22.981
jam,1992,23.035
jam,1993,22.654
jam,1994,22.055
jam,1995,22.659
jam,1996,23.245
jam,1997,23.544
jam,1998,22.203
jam,1999,22.877
jam,2000,22.379
jam,2001,21.039
jam,2002,19.73
jam,2003,16.4
jam,2004,17.351
jam,2005,15.81
jam,2006,14.454
jam,2007,14.282
jam,2008,14.631
jam,2009,14.876
jam,2010,16.267
jam,2011,16.816
jam,2012,18.101
jam,2013,20.093
jam,2014,18.165
jam,2015,17.878
jam,2016,17.413
jam,2017,15.382
jam,2018,11.904
jam,2019,9.911
jam,2020,11.983
jam,2021,11.116
jor,1991,29.172
jor,1992,28.833
jor,1993,29.357
jor,1994,29.099
jor,1995,28.659
jor,1996,23.485
jor,1997,22.773
jor,1998,22.098
jor,1999,21.403
jor,2000,20.695
jor,2001,20.137
jor,2002,21.641
jor,2003,20.379
jor,2004,22.627
jor,2005,25.003
jor,2006,24.214
jor,2007,25.19
jor,2008,23.945
jor,2009,23.803
jor,2010,21.41
jor,2011,20.947
jor,2012,19.703
jor,2013,21.589
jor,2014,20.083
jor,2015,22.078
jor,2016,23.698
jor,2017,27.152
jor,2018,24.004
jor,2019,23.877
jor,2020,26.543
jor,2021,27.233
jpn,1991,2.22
jpn,1992,2.261
jpn,1993,2.62
jpn,1994,3.02
jpn,1995,3.261
jpn,1996,3.34
jpn,1997,3.4
jpn,1998,3.982
jpn,1999,4.52
jpn,2000,4.512
jpn,2001,4.735
jpn,2002,5.123
jpn,2003,4.888
jpn,2004,4.412
jpn,2005,4.22
jpn,2006,3.919
jpn,2007,3.772
jpn,2008,3.854
jpn,2009,4.784
jpn,2010,4.605
jpn,2011,4.148
jpn,2012,4.052
jpn,2013,3.658
jpn,2014,3.426
jpn,2015,3.113
jpn,2016,2.814
jpn,2017,2.635
jpn,2018,2.178
jpn,2019,2.23
jpn,2020,2.519
jpn,2021,2.538
kaz,1991,1.021
kaz,1992,1.136
kaz,1993,1.263
kaz,1994,8.596
kaz,1995,12.537
kaz,1996,14.819
kaz,1997,14.903
kaz,1998,15.07
kaz,1999,15.477
kaz,2000,14.687
kaz,2001,12.042
kaz,2002,11.205
kaz,2003,10.398
kaz,2004,9.833
kaz,2005,9.567
kaz,2006,9.22
kaz,2007,8.65
kaz,2008,7.958
kaz,2009,7.546
kaz,2010,6.64
kaz,2011,6.214
kaz,2012,6.491
kaz,2013,5.865
kaz,2014,5.684
kaz,2015,5.516
kaz,2016,5.526
kaz,2017,5.435
kaz,2018,5.372
kaz,2019,5.308
kaz,2020,5.375
kaz,2021,5.464
ken,1991,3.423
ken,1992,3.422
ken,1993,3.399
ken,1994,3.368
ken,1995,3.34
ken,1996,3.325
ken,1997,3.332
ken,1998,3.298
ken,1999,3.287
ken,2000,3.281
ken,2001,3.244
ken,2002,3.247
ken,2003,3.215
ken,2004,3.185
ken,2005,3.162
ken,2006,3.14
ken,2007,3.12
ken,2008,3.14
ken,2009,3.103
ken,2010,3.053
ken,2011,3.047
ken,2012,3.036
ken,2013,3.008
ken,2014,2.99
ken,2015,2.967
ken,2016,2.945
ken,2017,3.717
ken,2018,4.473
ken,2019,5.252
ken,2020,5.99
ken,2021,6.094
kgz,1991,1.116
kgz,1992,1.228
kgz,1993,3.8
kgz,1994,5.255
kgz,1995,6.267
kgz,1996,8.183
kgz,1997,8.427
kgz,1998,10.022
kgz,1999,9.478
kgz,2000,8.526
kgz,2001,8.886
kgz,2002,14.257
kgz,2003,11.077
kgz,2004,9.267
kgz,2005,9.053
kgz,2006,9.032
kgz,2007,9.052
kgz,2008,9.401
kgz,2009,9.769
kgz,2010,9.938
kgz,2011,9.852
kgz,2012,9.475
kgz,2013,9.66
kgz,2014,9.492
kgz,2015,9.023
kgz,2016,8.738
kgz,2017,8.908
kgz,2018,8.893
kgz,2019,8.899
kgz,2020,10.941
kgz,2021,11.649
khm,1991,1.175
khm,1992,1.217
khm,1993,1.298
khm,1994,2.143
khm,1995,1.274
khm,1996,1.376
khm,1997,1.403
