geo,time,gc_xpn_intp_zs
mlt,2014,7.05459
mlt,2015,6.47204
mlt,2016,5.95096
mlt,2017,5.31981
mlt,2018,4.48369
mlt,2019,3.98801
mmr,2012,12.62276
mmr,2013,9.44712
mmr,2014,8.17428
mmr,2015,7.00083
mmr,2016,8.52958
mmr,2017,8.74538
mmr,2018,11.58132
mmr,2019,10.23352
mng,1992,0.66261
mng,1993,6.09027
mng,1994,3.13494
mng,1995,2.36451
mng,1996,3.99935
mng,1997,11.90268
mng,1998,6.39199
mng,1999,8.46468
mng,2000,6.63767
mng,2001,5.35925
mng,2002,5.95768
mng,2003,3.92244
mng,2006,1.92287
mng,2007,1.61488
mng,2008,1.18867
mng,2009,1.6987
mng,2010,1.87575
mng,2011,1.1596
mng,2012,2.7867
mng,2013,5.94209
mng,2014,9.48498
mng,2015,13.1325
mng,2016,15.03925
mng,2017,17.41937
mng,2018,14.37615
moz,2010,3.51517
moz,2011,3.8689
moz,2012,3.91697
moz,2016,11.57141
moz,2017,12.1816
moz,2018,15.30813
moz,2019,15.27326
mus,1973,11.07256
mus,1974,5.81635
mus,1975,4.71423
mus,1976,4.92007
mus,1977,5.6389
mus,1978,7.56085
mus,1979,9.45803
mus,1980,15.31514
mus,1981,17.62078
mus,1982,21.10834
mus,1983,21.75522
mus,1984,22.53983
mus,1985,23.37328
mus,1986,23.21828
mus,1987,20.25158
mus,1988,15.53588
mus,1989,13.60522
mus,1990,17.87834
mus,1991,18.71104
mus,1992,15.42223
mus,1993,11.70374
mus,1994,11.03761
mus,1995,12.47952
mus,1996,13.11127
mus,1997,13.16563
mus,1998,13.87123
mus,1999,12.58644
mus,2000,12.25046
mus,2001,12.79039
mus,2002,12.19332
mus,2003,13.92147
mus,2004,13.93652
mus,2005,12.10147
mus,2006,11.78649
mus,2007,14.60142
mus,2008,15.54787
mus,2009,13.19318
mus,2010,10.96888
mus,2011,9.45487
mus,2012,9.26151
mus,2013,7.79552
mus,2014,7.79799
mus,2015,10.16247
mus,2016,9.80725
mus,2017,7.51039
mus,2018,7.27165
mus,2019,7.96436
mwi,2009,8.95285
mwi,2010,11.10645
mwi,2011,9.99224
mwi,2012,9.15981
mwi,2013,8.73401
mwi,2014,17.20951
mwi,2015,15.85609
mwi,2016,17.94793
mwi,2017,21.40298
mwi,2018,17.62944
mwi,2019,18.46968
mwi,2020,17.98643
mys,1996,14.3294
mys,1997,13.41952
mys,1998,14.5482
mys,1999,14.20725
mys,2000,15.38668
mys,2001,14.57658
mys,2002,14.27559
mys,2003,14.28746
mys,2004,12.1955
mys,2005,12.06977
mys,2006,11.81658
mys,2007,10.70977
mys,2008,8.49364
mys,2009,9.20573
mys,2010,10.43052
mys,2011,9.84609
mys,2012,9.58805
mys,2013,9.89996
mys,2014,10.37169
mys,2015,11.28009
mys,2016,12.63965
mys,2017,12.8297
mys,2018,13.25178
mys,2019,12.54232
nam,1991,0.83828
nam,1992,0.74666
nam,1999,7.4185
nam,2000,6.66831
nam,2001,7.31418
nam,2002,8.52806
nam,2003,8.08825
nam,2004,9.12249
nam,2005,9.87917
nam,2006,9.71575
nam,2007,8.25226
nam,2008,6.18105
nam,2009,5.80671
nam,2010,4.10008
nam,2011,3.65274
nam,2012,5.07512
nam,2013,4.29671
nam,2014,4.11296
nam,2015,4.72787
nam,2016,7.71955
nam,2017,8.6279
nam,2018,9.99305
nam,2019,15.48694
ner,1976,5.78997
ner,1977,9.65596
ner,1978,7.17004
ner,1979,13.78448
ner,1980,10.39501
nic,1990,0.00784
nic,1991,4.95002
nic,1992,12.22128
nic,1993,15.7696
nic,1994,19.71686
nic,1995,16.76353
nic,1996,12.63691
nic,1997,19.18273
nic,1998,18.61549
nic,1999,10.21094
nic,2000,12.69348
nic,2001,12.45638
nic,2002,14.16719
nic,2003,18.14855
nic,2004,12.38805
nic,2005,10.7581
nic,2006,9.40017
nic,2007,7.85032
nic,2008,5.78232
nic,2009,6.54194
nic,2010,7.09796
nic,2011,6.89128
nic,2012,6.53026
nic,2013,6.14895
nic,2014,5.54671
nic,2015,5.50808
nic,2016,6.02347
nic,2017,6.41789
nic,2018,6.5727
nic,2019,7.81865
nld,1973,3.13614
nld,1974,2.91389
nld,1975,2.68099
nld,1976,2.97523
nld,1977,3.05257
nld,1978,3.19273
nld,1979,3.33189
nld,1980,3.83636
nld,1981,4.58175
nld,1982,5.57546
nld,1983,6.51848
nld,1984,7.47627
nld,1985,8.35991
nld,1986,8.76813
nld,1987,8.59721
nld,1988,8.76825
nld,1989,8.50971
nld,1990,8.63484
nld,1991,8.88183
nld,1992,9.02187
nld,1993,9.33036
nld,1994,9.25944
nld,1995,9.15748
nld,1996,9.99099
nld,1997,9.51933
nld,1998,9.36588
nld,1999,8.84052
nld,2000,7.63343
nld,2001,6.70163
nld,2002,6.05281
nld,2003,5.54214
nld,2004,5.45776
nld,2005,5.19946
nld,2006,4.62362
nld,2007,4.56992
nld,2008,4.75749
nld,2009,4.41025
nld,2010,3.93178
nld,2011,4.02116
nld,2012,3.80168
nld,2013,3.5653
nld,2014,3.45293
nld,2015,3.16382
nld,2016,2.86055
nld,2017,2.56952
nld,2018,2.26134
nld,2019,1.99909
nor,1972,2.93255
nor,1973,3.0465
nor,1974,3.32369
nor,1975,2.76696
nor,1976,4.46638
nor,1977,5.10037
nor,1978,5.70291
nor,1979,6.76916
nor,1980,7.52868
nor,1981,7.08557
nor,1982,6.53108
nor,1983,6.88098
nor,1984,6.92378
nor,1985,7.51901
nor,1986,9.03442
nor,1987,8.54836
nor,1988,6.84048
nor,1989,6.85575
nor,1990,6.53474
nor,1991,5.69509
nor,1992,5.55975
nor,1993,6.09495
nor,1994,6.12232
nor,1995,5.74608
nor,1996,5.45024
nor,1997,4.87979
nor,1998,4.53478
nor,1999,3.89227
nor,2000,4.03071
nor,2001,4.60782
nor,2002,3.78952
nor,2003,4.3449
nor,2004,3.89496
nor,2005,4.3458
nor,2006,6.69126
nor,2007,6.87448
nor,2008,5.3093
nor,2009,3.06147
nor,2010,2.46908
nor,2011,2.11839
nor,2012,1.48485
nor,2013,1.34761
nor,2014,1.20759
nor,2015,1.14369
nor,2016,0.93211
nor,2017,0.79138
nor,2018,0.95678
nor,2019,0.90444
npl,2004,8.3526
npl,2010,5.35209
npl,2011,5.76064
npl,2012,6.2301
npl,2013,5.55301
npl,2014,3.9697
npl,2015,2.73201
npl,2016,2.33731
npl,2017,1.93278
npl,2018,2.3313
npl,2019,2.4735
nru,2014,0
nru,2015,0
nru,2016,0
nru,2017,0
nru,2018,0
nzl,1972,9.06863
nzl,1973,8.34028
nzl,1974,7.90132
nzl,1975,7.54612
nzl,1976,9.22111
nzl,1977,9.4501
nzl,1978,9.75731
nzl,1979,10.82239
nzl,1980,10.59508
nzl,1981,11.32448
nzl,1982,11.93788
nzl,1983,14.89063
nzl,1984,16.29
nzl,1985,18.93566
nzl,1986,18.7428
nzl,1987,18.46406
nzl,1988,16.32586
nzl,2001,6.26467
nzl,2002,5.27818
nzl,2003,5.52766
nzl,2004,5.35414
nzl,2005,5.2648
nzl,2006,4.5495
nzl,2007,3.85642
nzl,2008,2.16287
nzl,2009,3.45983
nzl,2010,3.60743
nzl,2011,3.79198
nzl,2012,4.75285
nzl,2013,4.9038
nzl,2014,4.51351
nzl,2015,4.55506
nzl,2016,4.27027
nzl,2017,4.06533
nzl,2018,3.85141
nzl,2019,3.60028
pan,2014,13.89329
pan,2015,12.78286
pan,2016,12.59649
pan,2017,12.0709
pan,2018,12.64101
per,1972,6.66667
per,1973,12.5
per,1974,9.52381
per,1975,11.82796
per,1976,8.59375
per,1977,14.81481
per,1978,23.52941
per,1979,28.87029
per,1980,21.77009
per,1981,24.02516
per,1982,22.28892
per,1983,27.28679
per,1984,29.20312
per,1985,30.61833
per,1986,19.49221
per,1987,16.12546
per,1988,25.68627
per,1989,18.18879
per,1990,39.48821
per,1991,26.72148
per,1992,25.8976
per,1993,27.35929
per,1994,23.46328
per,1995,19.18881
per,1996,14.89531
per,1997,11.74787
per,1998,12.59276
per,1999,13.04348
per,2000,13.24059
per,2001,12.16149
per,2002,12.07531
per,2003,12.19115
per,2004,11.90249
per,2005,10.846
per,2006,11.10296
per,2007,10.14598
per,2008,9.09557
per,2009,7.22932
per,2010,6.66871
per,2011,6.47743
per,2012,5.96592
per,2013,5.75635
per,2014,5.13964
per,2015,4.95152
per,2016,5.53776
per,2017,5.64388
per,2018,6.32906
per,2019,6.28371
phl,1990,39.37936
phl,1991,37.53645
phl,1992,36.31897
phl,1993,32.61
phl,2000,28.06931
phl,2001,30.28335
phl,2002,28.40997
phl,2003,31.43953
phl,2004,34.29752
phl,2005,32.30651
phl,2006,33.86397
phl,2007,27.73865
phl,2008,25.87058
phl,2009,23.72953
phl,2010,23.35733
phl,2011,20.63092
phl,2012,21.12574
phl,2013,20.40564
phl,2014,19.1354
phl,2015,16.69279
phl,2016,15.15746
phl,2017,13.77804
phl,2018,13.4523
phl,2019,12.46255
plw,2008,0.8017
plw,2009,0.59481
plw,2010,0.72664
plw,2011,0.60948
plw,2012,0.50051
plw,2013,0.53594
plw,2014,0.47976
plw,2015,0.66668
plw,2016,0.36328
plw,2017,0.37811
plw,2018,0.37363
plw,2019,0.46011
png,1990,12.16855
png,1991,8.87089
png,1992,11.23917
png,1993,10.75998
png,1994,12.26133
png,1995,19.71193
png,1996,14.89138
png,1997,15.18991
png,1998,18.02679
png,1999,14.83156
png,2000,13.88802
png,2001,14.99021
png,2002,20.60908
png,2014,7.50889
png,2015,9.33261
png,2016,10.43658
png,2017,12.67975
png,2018,12.74716
png,2019,13.26509
pol,1984,0.20352
pol,1985,0.63422
pol,1986,0.43448
pol,1987,0.54019
pol,1988,0.5076
pol,1994,9.6375
pol,1995,9.36683
pol,1996,2.15191
pol,1997,9.49467
pol,1998,8.99811
pol,1999,6.94987
pol,2000,7.4952
pol,2001,7.64213
pol,2002,6.9679
pol,2003,7.04664
pol,2004,6.87131
pol,2005,6.29747
pol,2006,6.17612
pol,2007,5.8323
pol,2008,5.52743
pol,2009,6.33818
pol,2010,6.40146
pol,2011,6.76314
pol,2012,6.99346
pol,2013,6.5841
pol,2014,5.23486
pol,2015,4.8255
pol,2016,4.61346
pol,2017,4.30541
pol,2018,4.03761
pol,2019,3.73594
prt,1975,2.55754
prt,1976,3.63864
prt,1978,7.96296
prt,1979,8.69051
prt,1980,8.4757
prt,1981,13.26005
prt,1982,14.34444
prt,1983,15.70568
prt,1984,18.56815
prt,1985,17.32096
prt,1986,20.57512
prt,1987,19.87614
prt,1988,19.2162
prt,1989,17.0872
prt,1990,18.95454
prt,1991,18.34342
prt,1992,19.33571
prt,1993,15.66487
prt,1994,13.2141
prt,2010,7.00041
prt,2011,10.01202
prt,2012,11.10749
prt,2013,10.74023
prt,2014,10.40854
prt,2015,10.51958
prt,2016,10.1555
prt,2017,9.17748
prt,2018,8.63774
prt,2019,7.76975
pry,2005,6.62599
pry,2006,5.52148
pry,2007,4.96975
pry,2008,3.83303
pry,2009,3.11144
pry,2010,2.2665
pry,2011,1.53499
pry,2012,1.12153
pry,2013,1.72399
pry,2014,1.98736
pry,2015,2.93135
pry,2016,3.64844
pry,2017,4.02658
pry,2018,4.16605
pry,2019,4.90707
rou,1980,0
rou,1981,0
rou,1982,0
rou,1983,0
rou,1984,0
rou,1985,3.21241
rou,1986,2.00933
rou,1987,2.07077
rou,1988,1.2087
rou,1989,0.32191
rou,1990,0
rou,1991,0.1214
rou,1992,0.63962
rou,1993,2.63589
rou,1994,4.38279
rou,2007,1.83505
rou,2008,1.74428
rou,2009,3.51585
rou,2010,3.82942
rou,2011,4.35563
rou,2012,5.10111
rou,2013,5.36276
rou,2014,4.97142
rou,2015,4.85403
rou,2016,4.61303
rou,2017,4.2191
rou,2018,3.81005
rou,2019,3.82689
rus,1999,16.64497
rus,2000,16.67779
rus,2001,11.35437
rus,2002,9.12172
rus,2003,7.17657
rus,2004,5.05971
rus,2005,4.83305
rus,2006,3.29396
rus,2007,1.83943
rus,2008,1.74959
rus,2009,1.42128
rus,2010,1.56176
rus,2011,1.93993
rus,2012,2.03481
rus,2013,2.12039
rus,2014,2.0741
rus,2015,2.66117
rus,2016,2.52145
rus,2017,2.50617
rus,2018,2.69117
rus,2019,2.91801
rwa,1990,7.88267
rwa,1991,14.37182
rwa,1992,11.80231
rwa,2014,4.44186
rwa,2015,4.40473
rwa,2016,4.51066
rwa,2017,5.02475
rwa,2018,5.93047
rwa,2019,5.71065
sau,2010,2.25779
sau,2011,1.34545
sau,2012,0.85613
sau,2013,0.62948
sau,2014,0.42964
sau,2015,0.32972
sau,2016,0.7105
sau,2017,1.25047
sau,2018,1.68379
sau,2019,2.37356
sdn,1998,7.63942
sdn,1999,9.94686
sdn,2009,6.04112
sdn,2010,6.90668
sdn,2012,9.61058
sdn,2013,4.17763
sdn,2014,7.4851
sdn,2015,6.53861
sdn,2016,4.77144
sen,2015,8.20297
sen,2016,9.08279
sen,2017,9.69585
sen,2018,11.04669
sgp,1972,8.03213
sgp,1973,10.42391
sgp,1974,10.50147
sgp,1975,10.45564
sgp,1976,13.46816
sgp,1977,16.09538
sgp,1978,18.96307
sgp,1979,19.51519
sgp,1980,18.66801
sgp,1981,14.20926
sgp,1982,17.13662
sgp,1983,25.59287
sgp,1984,24.15816
sgp,1985,16.33043
sgp,1986,12.84404
sgp,1987,30.86179
sgp,1988,13.99408
sgp,1989,14.76491
sgp,1990,16.79967
sgp,1991,18.7224
sgp,1992,14.09554
sgp,1993,8.62468
sgp,1994,9.24404
sgp,1995,8.24576
sgp,1996,5.07563
sgp,1997,4.89514
sgp,1998,4.38888
sgp,1999,3.87873
sgp,2000,2.0398
sgp,2001,1.70703
sgp,2002,1.67084
sgp,2003,1.40159
sgp,2004,1.03992
sgp,2005,0.75775
sgp,2006,0.45727
sgp,2007,0.16601
sgp,2008,0.08305
sgp,2009,0.08337
sgp,2010,0.0133
sgp,2011,0.00958
sgp,2012,0.00701
sgp,2013,0.00546
sgp,2014,0.00172
sgp,2015,0.00356
sgp,2016,0.00438
sgp,2017,0.00103
sgp,2018,0.00079
sgp,2019,0.61671
slb,2011,1.11175
slb,2012,0.83202
slb,2013,0.51483
slb,2014,0.45176
slb,2015,0.36234
slb,2016,0.33009
slb,2017,0.3908
slb,2018,0.2952
slb,2019,0.52814
slb,2020,0.61416
slv,1998,9.68974
slv,1999,9.1084
slv,2000,8.86843
slv,2001,6.86917
slv,2002,11.28075
slv,2003,11.31862
slv,2004,13.37047
slv,2005,12.47383
slv,2006,14.23419
slv,2007,12.22171
slv,2008,10.56619
slv,2009,10.09537
slv,2010,10.75117
slv,2011,10.03445
slv,2012,10.15707
slv,2013,10.62488
slv,2014,11.6151
slv,2015,10.63896
slv,2016,10.87505
slv,2017,11.10734
slv,2018,11.35028
slv,2019,11.47455
smr,1995,0.74963
smr,2002,2.265
smr,2003,0.97068
smr,2004,0.79841
smr,2005,0.64017
smr,2006,2.46092
smr,2007,2.61975
smr,2008,1.1894
smr,2009,1.20723
smr,2010,0.87895
smr,2011,0.89793
smr,2012,0.90811
smr,2013,0.63193
smr,2014,1.14618
smr,2015,1.08747
smr,2016,1.19348
smr,2017,1.15347
smr,2018,0.8263
smr,2019,0.66556
som,2017,0
som,2018,0
som,2019,0
srb,2007,1.95551
srb,2008,1.45507
srb,2009,1.92963
srb,2010,2.73961
srb,2011,3.2937
srb,2012,4.56264
srb,2013,5.48315
srb,2014,6.51889
srb,2015,7.29999
srb,2016,7.36808
srb,2017,6.69265
srb,2018,5.81903
srb,2019,5.34456
svk,1995,5.07643
svk,1996,4.68123
svk,1997,5.1535
svk,1998,5.59233
svk,1999,6.98796
svk,2000,7.54758
svk,2001,8.89684
svk,2002,7.88824
svk,2003,6.21702
svk,2004,5.75481
svk,2005,4.42511
svk,2006,3.81763
svk,2007,3.92547
svk,2008,3.72632
svk,2009,3.39021
svk,2010,3.18827
svk,2011,3.8105
svk,2012,4.4202
svk,2013,4.642
svk,2014,4.74081
svk,2015,4.24883
svk,2016,4.10852
svk,2017,3.6546
svk,2018,3.40355
svk,2019,3.04915
svn,1992,1.28617
svn,1993,3.22285
svn,1994,3.75053
svn,2002,5.10929
svn,2003,4.56043
svn,2004,4.03424
svn,2005,3.68168
svn,2006,3.40715
svn,2007,3.26433
svn,2008,2.77329
svn,2009,3.00841
svn,2010,3.6667
svn,2011,4.08817
svn,2012,4.53365
svn,2013,4.65757
svn,2014,7.15931
svn,2015,7.38887
svn,2016,7.27961
svn,2017,6.37556
svn,2018,5.26508
svn,2019,4.50342
swe,1972,3.70992
swe,1973,3.84615
swe,1974,3.81194
swe,1975,4.43128
swe,1976,3.98187
swe,1977,4.30945
swe,1978,4.59984
swe,1979,4.96951
swe,1980,7.16791
swe,1981,9.93103
swe,1982,10.39721
swe,1983,15.39198
swe,1984,17.74141
swe,1985,19.74385
swe,1986,16.62418
swe,1987,15.38591
swe,1988,12.19462
swe,1989,11.13601
swe,1990,11.68529
swe,1991,10.04708
swe,1992,9.1317
swe,1993,9.97285
swe,1994,12.77991
swe,1995,10.68773
swe,1996,11.70054
swe,1997,12.13432
swe,1998,10.59963
swe,1999,9.79649
swe,2000,8.76225
swe,2001,7.08544
swe,2002,7.69439
swe,2003,5.38187
swe,2004,4.53735
swe,2005,4.71322
swe,2006,4.46972
swe,2007,4.51397
swe,2008,4.09338
swe,2009,2.96226
swe,2010,2.75433
swe,2011,2.84085
swe,2012,2.05188
swe,2013,1.92667
swe,2014,1.68147
swe,2015,1.57185
swe,2016,1.46351
swe,2017,1.29167
swe,2018,1.28599
swe,2019,1.00114
syc,1985,9.85591
syc,1986,6.74197
syc,1987,18.77038
syc,1988,20.04652
syc,1989,18.09582
syc,1993,17.62877
syc,1994,19.74205
syc,1995,21.52245
syc,1996,19.76527
syc,1997,19.89746
syc,1998,19.58379
syc,1999,20.5397
syc,2000,17.34539
syc,2005,16.89272
syc,2006,21.39694
syc,2007,18.96809
syc,2008,19.68207
syc,2009,22.2594
syc,2010,18.63906
syc,2011,10.71396
syc,2012,13.91985
syc,2013,9.64012
syc,2014,9.56158
syc,2015,11.4751
syc,2016,9.75146
syc,2017,9.08336
syc,2018,0
tgo,2004,11.44347
tgo,2005,6.47443
tgo,2006,5.25419
tgo,2007,5.93731
tgo,2008,5.50986
tgo,2009,5.4648
tgo,2010,6.25633
tgo,2011,4.1893
tgo,2012,5.37272
tgo,2013,6.73453
tgo,2014,8.14821
tgo,2015,10.32316
tgo,2016,12.82637
tgo,2017,11.38412
tgo,2018,13.22067
tgo,2019,15.64342
tha,1972,10.4356
tha,1973,10.62391
tha,1974,10.98943
tha,1975,9.79096
tha,1976,7.87931
tha,1977,8.44724
tha,1978,8.36477
tha,1979,9.47284
tha,1980,9.5115
tha,1981,11.80853
tha,1982,12.08361
tha,1983,14.96967
tha,1984,15.32427
tha,1985,17.09465
tha,1986,18.91369
tha,1987,19.05413
tha,1988,19.65209
tha,1989,18.97545
tha,1990,15.63578
tha,1991,12.08344
tha,1992,9.10062
tha,1993,6.81436
tha,1994,5.15146
tha,1995,3.07267
tha,1996,1.95632
tha,1997,2.46571
tha,1998,1.12267
tha,1999,4.77694
tha,2000,8.5105
tha,2001,7.5723
tha,2002,6.14839
tha,2003,7.20468
tha,2004,7.90023
tha,2005,7.78807
tha,2006,8.91049
tha,2007,6.21391
tha,2008,5.42303
tha,2009,5.48574
tha,2010,6.70393
tha,2011,6.07567
tha,2012,6.07193
tha,2013,5.77406
tha,2014,5.72741
tha,2015,5.27477
tha,2016,4.38018
tha,2017,5.00434
tha,2018,5.44767
tha,2019,5.56988
tjk,1998,12.09665
tjk,1999,4.39815
tjk,2000,4.36424
tjk,2001,5.68598
tjk,2003,11.10376
tjk,2004,5.22607
tls,2010,0
tls,2011,0.06627
tls,2012,0.00005
tls,2013,0
tls,2014,0
tls,2015,0.01021
tls,2016,0
tls,2017,0.00005
tls,2018,0
tls,2019,0.12571
tto,2001,18.15306
tto,2002,17.18701
tto,2003,16.47963
tto,2004,12.6649
tto,2005,11.14351
tto,2006,7.17077
tto,2007,8.03716
tto,2008,6.40443
tto,2009,8.7411
tto,2010,7.58728
tto,2011,6.43559
tto,2012,5.89937
tto,2013,5.18449
tto,2014,5.31546
tto,2015,5.98745
tto,2016,7.04776
tto,2017,7.04776
tto,2018,9.44073
tun,1972,5.96659
tun,1973,5.29721
tun,1974,5.03876
tun,1975,3.8274
tun,1976,3.86379
tun,1977,3.6814
tun,1978,4.43752
tun,1979,5.80918
tun,1980,5.40599
tun,1981,5.88717
tun,1982,6.51996
tun,1983,6.79851
tun,1984,7.87287
tun,1985,8.88113
tun,1986,9.70483
tun,1987,10.8993
tun,1988,10.41541
tun,1989,10.36288
tun,1990,10.9081
tun,1991,11.43583
tun,1992,11.53643
tun,1993,12.28626
tun,1994,12.47604
tun,1995,13.12624
tun,1996,14.12846
tun,1997,13.68273
tun,1998,12.44867
tun,1999,12.35505
tun,2000,12.05497
tun,2001,11.22598
tun,2002,10.83548
tun,2003,10.07678
tun,2004,9.87933
tun,2005,9.69981
tun,2006,9.55118
tun,2007,9.05629
tun,2008,7.56452
tun,2009,7.21258
tun,2010,6.51411
tun,2011,5.33871
tun,2012,5.09858
tur,1972,3.48028
tur,1973,3.62976
tur,1974,3.77668
tur,1975,3.59869
tur,1976,3.53753
tur,1977,3.0321
tur,1978,2.83465
tur,1979,2.86483
tur,1980,2.9347
tur,1981,6.22133
tur,1983,7.78674
tur,1984,9.71823
tur,1985,10.15093
tur,1986,15.52971
tur,1987,17.72064
tur,1988,18.05154
tur,1989,18.13818
tur,1990,20.76891
tur,1991,15.34553
tur,1992,13.09128
tur,1993,15.18596
tur,1994,20.91382
tur,1995,12.98808
tur,1996,13.33525
tur,1997,28.6687
tur,1998,39.29344
tur,2008,14.8274
tur,2009,12.55343
tur,2010,10.38938
tur,2011,9.4787
tur,2012,9.11546
tur,2013,7.55703
tur,2014,7.41755
tur,2015,6.62161
tur,2016,6.20123
tur,2017,6.42556
tur,2018,8.29743
tur,2019,6.87467
tur,2020,9.01943
tza,2009,5.32673
tza,2010,5.32673
tza,2011,4.46853
tza,2012,5.06717
tza,2013,6.75731
tza,2014,7.35527
tza,2015,9.00785
tza,2016,10.02232
tza,2017,9.14994
tza,2018,10.58218
uga,2015,12.31345
uga,2016,14.78826
uga,2017,19.31919
uga,2018,15.85163
uga,2019,14.14565
ukr,1999,9.16819
ukr,2000,9.41877
ukr,2001,6.96073
ukr,2002,4.20045
ukr,2003,3.172
ukr,2004,2.68304
ukr,2005,2.05218
ukr,2006,1.68678
ukr,2007,1.48299
ukr,2008,1.24912
ukr,2009,2.66454
ukr,2010,3.75505
ukr,2011,4.94269
ukr,2012,4.46412
ukr,2013,5.8421
ukr,2014,7.38373
ukr,2015,11.68201
ukr,2016,12.18393
ukr,2017,11.12712
ukr,2018,9.77739
ukr,2019,9.12211
ury,1972,2.41379
ury,1973,2.5878
ury,1974,1.21827
ury,1975,1.90904
ury,1976,0.90025
ury,1977,1.58198
ury,1978,4.14173
ury,1979,3.52561
ury,1980,1.76796
ury,1981,1.43941
ury,1982,3.66251
ury,1983,5.30128
ury,1984,8.797
ury,1985,9.77593
ury,1986,8.35703
ury,1987,7.04885
ury,1988,6.89761
ury,1989,8.67389
ury,1990,8.64457
ury,1991,7.47823
ury,1992,6.45062
ury,1993,5.07026
ury,1994,6.06881
ury,1995,6.04372
ury,1996,4.38272
ury,1997,5.04559
ury,1998,4.94123
ury,1999,6.56349
ury,2000,7.23804
ury,2001,8.08728
ury,2002,13.12986
ury,2003,18.77102
ury,2004,17.84892
ury,2005,15.90001
ury,2006,15.70087
ury,2007,14.24448
ury,2008,11.2424
ury,2009,9.36186
ury,2010,8.08168
ury,2011,8.33492
ury,2012,7.60995
ury,2013,7.6109
ury,2014,7.16317
ury,2015,7.1984
ury,2016,6.97717
ury,2017,7.89152
ury,2018,8.09249
ury,2019,7.41745
usa,1972,6.50971
usa,1973,6.14685
usa,1974,8.32338
usa,1975,7.48339
usa,1976,7.76368
usa,1977,8.19407
usa,1978,7.62269
usa,1979,9.46854
usa,1980,10.44616
usa,1981,11.64883
usa,1982,12.89541
usa,1983,12.91
usa,1984,14.25556
usa,1985,15.81754
usa,1986,15.19527
usa,1987,15.05536
usa,1988,15.27642
usa,1989,15.36096
usa,1990,15.27237
usa,1991,15.53663
usa,1992,15.22251
usa,1993,14.36352
usa,1994,14.18633
usa,1995,14.92793
usa,1996,15.62295
usa,1997,15.29859
usa,1998,14.92326
usa,1999,13.82486
usa,2000,12.86215
usa,2001,16.03888
usa,2002,13.71801
usa,2003,12.32005
usa,2004,12.24751
usa,2005,12.72909
usa,2006,13.07963
usa,2007,13.50714
usa,2008,11.53704
usa,2009,9.57204
usa,2010,9.72726
usa,2011,10.75829
usa,2012,10.87207
usa,2013,10.77348
usa,2014,11.02141
usa,2015,10.47277
usa,2016,10.74336
usa,2017,10.9339
usa,2018,11.75844
usa,2019,11.97618
usa,2020,8.05045
uzb,2011,0.22946
uzb,2012,0.19918
uzb,2013,0.14335
uzb,2014,0.17251
uzb,2015,0.1705
uzb,2016,0.15215
uzb,2017,0.23807
uzb,2018,0.37249
uzb,2019,1.16644
vct,2000,10.2709
vct,2001,9.52427
vct,2002,9.55042
vct,2003,10.21684
vct,2004,9.56668
vct,2005,11.39526
vct,2006,12.15716
vct,2007,11.95073
vct,2008,10.85284
vct,2009,10.86144
vct,2010,11.07504
vct,2011,9.2975
vct,2012,9.07878
vct,2013,9.75245
vct,2014,8.97212
vct,2015,8.74244
vct,2016,8.30111
vct,2017,8.82525
vut,1990,4.94477
vut,1995,2.6812
vut,1996,2.48418
vut,1997,2.27273
vut,1998,2.51523
vut,1999,3.79475
vut,2009,2.39451
vut,2010,2.20731
vut,2011,2.99397
vut,2012,2.94946
vut,2013,3.53629
vut,2014,3.32007
vut,2015,3.65356
vut,2016,4.19448
vut,2017,3.79413
vut,2018,3.71565
vut,2019,3.14854
wsm,2012,2.7983
wsm,2013,2.94264
wsm,2014,2.7105
wsm,2015,3.16911
wsm,2016,3.37293
wsm,2017,3.16297
wsm,2018,2.97702
wsm,2019,2.58773
zaf,1972,7.96156
zaf,1973,8.64446
zaf,1974,6.8484
zaf,1975,6.17174
zaf,1976,7.02866
zaf,1977,7.48217
zaf,1978,8.43091
zaf,1979,8.7709
zaf,1980,9.06357
zaf,1981,10.0594
zaf,1982,10.31578
zaf,1983,10.94347
zaf,1984,12.67526
zaf,1985,13.07106
zaf,1986,13.111
zaf,1987,13.40136
zaf,1988,13.58824
zaf,1989,15.07186
zaf,1990,14.25726
zaf,1991,15.48774
zaf,1992,15.11933
zaf,1993,15.56548
zaf,1994,16.77731
zaf,1995,18.25123
zaf,1996,17.58708
zaf,1997,19.42214
zaf,1998,19.74766
zaf,1999,18.91212
zaf,2000,18.106
zaf,2001,16.80168
zaf,2002,14.55834
zaf,2003,12.56919
zaf,2004,11.56133
zaf,2005,10.85936
zaf,2006,9.85032
zaf,2007,8.6731
zaf,2008,7.69761
zaf,2009,7.1155
zaf,2010,7.68831
zaf,2011,8.0327
zaf,2012,8.4089
zaf,2013,8.35318
zaf,2014,8.98474
zaf,2015,9.07444
zaf,2016,10.07697
zaf,2017,10.41924
zaf,2018,10.48559
zaf,2019,10.63304
zmb,1998,15.94674
zmb,1999,19.8926
zmb,2001,6.5523
zmb,2002,16.05697
zmb,2003,26.02577
zmb,2004,25.78557
zmb,2005,19.41484
zmb,2006,9.55496
zmb,2007,6.84334
zmb,2008,9.93412
zmb,2009,9.38191
zmb,2010,10.73307
zmb,2011,6.43667
zmb,2012,8.43215
zmb,2013,8.94106
zmb,2014,14.28577
