geo,time,se_prm_enrr_fe
atg,2017,102.82641
atg,2018,104.59891
aus,1971,110.99759
aus,1972,110.52985
aus,1973,109.97828
aus,1974,105.2713
aus,1975,107.87774
aus,1976,108.68254
aus,1977,110.73629
aus,1978,111.79675
aus,1979,111.33701
aus,1980,110.44851
aus,1981,108.95792
aus,1982,107.8881
aus,1983,106.44315
aus,1984,105.60108
aus,1985,104.48739
aus,1986,105.15201
aus,1987,105.6768
aus,1988,106.44132
aus,1989,106.62736
aus,1990,106.21698
aus,1991,105.87964
aus,1992,105.76632
aus,1993,105.63567
aus,1994,105.61465
aus,1995,101.06561
aus,1996,101.52036
aus,1997,101.34434
aus,1998,101.43297
aus,1999,101.54875
aus,2000,101.87554
aus,2001,101.90325
aus,2002,102.7679
aus,2003,102.85733
aus,2004,103.3166
aus,2005,103.57591
aus,2006,103.97981
aus,2007,105.6681
aus,2008,105.48767
aus,2009,105.42822
aus,2010,105.52375
aus,2011,105.54086
aus,2012,105.7682
aus,2013,105.83486
aus,2014,105.32171
aus,2015,101.61505
aus,2016,100.73303
aus,2017,100.33393
aus,2018,100.1046
aus,2019,99.68692
aut,1971,102.69288
aut,1972,102.3229
aut,1973,100.86574
aut,1974,99.95599
aut,1975,99.37843
aut,1976,98.88279
aut,1977,99.17562
aut,1978,96.94747
aut,1979,96.48981
aut,1980,95.94238
aut,1981,96.09273
aut,1982,96.88662
aut,1983,96.77799
aut,1984,96.77938
aut,1985,96.33006
aut,1986,98.16577
aut,1987,100.19358
aut,1988,102.95883
aut,1989,104.99682
aut,1990,105.09811
aut,1991,104.00055
aut,1992,103.60898
aut,1993,103.04599
aut,1994,102.1002
aut,1995,101.89484
aut,1996,102.02621
aut,1997,102.37931
aut,1998,103.1752
aut,1999,103.29928
aut,2000,103.12229
aut,2001,102.40321
aut,2002,100.74664
aut,2003,100.16291
aut,2004,100.80128
aut,2005,100.75367
aut,2006,101.127
aut,2007,101.0241
aut,2008,99.86408
aut,2009,99.62869
aut,2010,99.125
aut,2011,99.25192
aut,2012,100.1678
aut,2013,100.63965
aut,2014,101.29374
aut,2015,101.52334
aut,2016,101.99711
aut,2017,102.96837
aut,2018,103.04343
aut,2019,102.74821
aze,1991,113.25757
aze,1992,112.29992
aze,1993,110.08417
aze,1994,110.41137
aze,1995,119.97006
aze,1996,97.36618
aze,1997,93.51743
aze,1998,91.99482
aze,1999,95.51113
aze,2000,96.29398
aze,2001,98.03727
aze,2002,97.10727
aze,2003,93.37204
aze,2004,95.41022
aze,2005,92.78384
aze,2006,91.04317
aze,2007,94.61507
aze,2008,93.80725
aze,2009,94.52098
aze,2010,93.23661
aze,2011,94.57047
aze,2012,96.88853
aze,2013,98.8165
aze,2014,105.49295
aze,2015,105.63598
aze,2016,105.8647
aze,2017,104.19372
aze,2018,100.01462
aze,2019,99.53544
aze,2020,98.037
bdi,1971,18.32746
bdi,1972,18.07637
bdi,1973,16.82661
bdi,1974,15.83239
bdi,1975,16.17981
bdi,1976,16.46325
bdi,1977,16.7678
bdi,1978,17.89626
bdi,1979,18.35188
bdi,1980,19.83913
bdi,1981,21.68287
bdi,1982,24.37497
bdi,1983,30.41692
bdi,1984,35.0775
bdi,1985,39.47718
bdi,1986,43.70869
bdi,1987,50.22615
bdi,1988,58.42292
bdi,1989,60.29687
bdi,1990,61.05598
bdi,1991,64.10808
bdi,1992,60.21564
bdi,1993,59.38383
bdi,1995,43.87209
bdi,1996,35.29329
bdi,1997,36.37833
bdi,1998,42.65449
bdi,1999,49.60515
bdi,2000,51.45976
bdi,2001,53.89005
bdi,2002,57.55716
bdi,2003,63.35286
bdi,2004,69.17116
bdi,2005,74.68912
bdi,2006,97.97104
bdi,2007,111.04192
bdi,2008,119.79903
bdi,2009,129.36992
bdi,2010,136.38741
bdi,2011,141.29478
bdi,2012,140.26465
bdi,2013,137.95145
bdi,2014,136.47198
bdi,2015,132.81546
bdi,2016,129.4978
bdi,2017,124.78438
bdi,2018,122.17842
bdi,2019,119.83962
bdi,2021,115.88058
bel,1971,107.80264
bel,1972,106.6124
bel,1973,101.80352
bel,1974,103.53171
bel,1975,103.67131
bel,1976,104.50322
bel,1977,104.62349
bel,1978,104.45675
bel,1979,104.04608
bel,1980,103.79934
bel,1981,103.29004
bel,1982,102.72443
bel,1983,100.00812
bel,1984,99.36458
bel,1985,98.81594
bel,1986,99.31518
bel,1987,100.73713
bel,1988,102.07917
bel,1989,102.48807
bel,1990,101.99549
bel,1991,101.49108
bel,1992,99.94535
bel,1993,102.30022
bel,1994,101.54458
bel,1995,101.47028
bel,1996,101.72046
bel,1999,103.40448
bel,2000,104.53788
bel,2001,103.74379
bel,2002,102.80492
bel,2003,101.90845
bel,2004,100.6175
bel,2005,100.23297
bel,2006,100.43634
bel,2007,101.37481
bel,2008,102.03599
bel,2009,101.95695
bel,2010,101.80219
bel,2011,101.84109
bel,2012,102.03899
bel,2013,103.89094
bel,2014,103.63292
bel,2015,103.06613
bel,2016,103.25745
bel,2017,103.9583
bel,2018,103.60319
bel,2019,103.19204
ben,1971,21.45869
ben,1972,23.56799
ben,1973,26.04644
ben,1974,24.57161
ben,1975,28.26746
ben,1976,30.21932
ben,1977,31.15068
ben,1978,32.42301
ben,1979,36.4115
ben,1980,39.28931
ben,1981,38.76735
ben,1982,41.82389
ben,1983,43.18863
ben,1984,42.6574
ben,1985,42.85756
ben,1986,41.89245
ben,1987,42.25982
ben,1988,41.68263
ben,1989,41.46286
ben,1990,34.9034
ben,1991,38.92698
ben,1992,41.48562
ben,1993,45.57431
ben,1994,47.40607
ben,1995,50.65423
ben,1996,53.4313
ben,1997,57.40762
ben,1998,61.55357
ben,1999,63.14743
ben,2000,67.00986
ben,2001,74.412
ben,2002,80.25989
ben,2003,84.52934
ben,2004,89.86066
ben,2005,88.95443
ben,2006,91.14298
ben,2008,104.45796
ben,2009,110.50946
ben,2010,113.18227
ben,2011,115.83195
ben,2012,120.94827
ben,2013,122.963
ben,2014,124.42811
ben,2015,127.615
ben,2016,126.53536
ben,2017,122.3356
ben,2018,117.95891
ben,2019,112.39728
ben,2020,109.67425
bfa,1971,9.01524
bfa,1972,9.535
bfa,1973,9.81744
bfa,1974,10.22481
bfa,1975,10.71842
bfa,1976,10.98221
bfa,1977,11.25941
bfa,1978,11.73987
bfa,1979,12.23532
bfa,1980,12.99772
bfa,1981,13.83415
bfa,1982,14.99141
bfa,1983,16.32366
bfa,1984,17.40856
bfa,1985,19.08304
bfa,1986,20.80537
bfa,1987,22.33892
bfa,1988,22.88896
bfa,1989,24.0508
bfa,1990,25.08402
bfa,1991,26.29791
bfa,1992,27.07433
bfa,1993,27.97051
bfa,1994,29.11163
bfa,1995,30.85933
bfa,1996,32.63789
bfa,1998,35.12664
bfa,1999,36.36086
bfa,2000,37.31592
bfa,2001,38.92946
bfa,2002,39.93372
bfa,2003,42.20346
bfa,2004,47.29276
bfa,2005,51.80413
bfa,2006,55.77161
bfa,2007,61.65748
bfa,2008,67.89957
bfa,2009,72.87089
bfa,2010,74.28184
bfa,2011,78.47821
bfa,2012,81.77779
bfa,2013,84.26593
bfa,2014,86.17988
bfa,2015,87.20173
bfa,2016,90.09287
bfa,2017,92.92847
bfa,2018,95.27731
bfa,2019,94.28289
bfa,2020,93.05973
bgd,1970,36.77577
bgd,1971,33.82008
bgd,1972,45.60529
bgd,1973,54.23527
bgd,1974,50.67871
bgd,1975,55.55429
bgd,1976,56.94861
bgd,1977,56.91495
bgd,1978,55.66431
bgd,1979,54.69713
bgd,1980,53.76432
bgd,1981,57.52066
bgd,1982,59.16526
bgd,1983,54.85811
bgd,1984,58.78841
bgd,1985,56.97407
bgd,1986,56.60137
bgd,1987,55.75403
bgd,1988,71.63406
bgd,1989,71.91479
bgd,1990,76.59801
bgd,2005,103.95454
bgd,2006,105.25839
bgd,2007,105.24104
bgd,2008,102.59263
bgd,2009,105.38209
bgd,2010,109.25345
bgd,2017,119.05796
bgd,2018,120.75175
bgd,2020,124.98738
bgr,1971,105.07452
bgr,1972,103.47647
bgr,1973,101.39003
bgr,1974,99.14585
bgr,1975,95.68466
bgr,1976,97.87399
bgr,1977,100.19553
bgr,1978,102.84934
bgr,1979,103.39597
bgr,1980,100.87816
bgr,1981,100.39214
bgr,1982,103.34578
bgr,1983,104.46817
bgr,1984,106.29048
bgr,1985,106.92362
bgr,1986,104.5054
bgr,1987,105.21344
bgr,1988,103.03938
bgr,1989,100.57409
bgr,1990,93.77723
bgr,1991,92.58635
bgr,1992,92.49764
bgr,1993,93.50394
bgr,1994,95.48006
bgr,1995,96.93654
bgr,1996,100.00526
bgr,1997,100.99741
bgr,1998,101.68413
bgr,1999,101.77753
bgr,2000,101.97974
bgr,2001,103.10971
bgr,2002,102.4344
bgr,2003,103.7963
bgr,2004,104.42591
bgr,2005,102.80189
bgr,2006,102.67974
bgr,2007,106.17787
bgr,2008,108.59023
bgr,2009,109.61375
bgr,2010,108.15707
bgr,2011,103.32466
bgr,2012,99.89592
bgr,2013,97.61666
bgr,2014,96.28931
bgr,2015,93.70726
bgr,2016,90.58599
bgr,2017,89.05228
bgr,2018,87.19066
bgr,2019,85.63107
bhr,1971,89.36671
bhr,1972,92.78976
bhr,1973,95.22506
bhr,1974,96.34696
bhr,1975,99.26253
bhr,1976,97.72773
bhr,1977,97.43367
bhr,1978,97.03924
bhr,1979,99.54052
bhr,1980,100.72629
bhr,1981,100.56469
bhr,1982,98.87458
bhr,1983,102.22804
bhr,1984,107.2209
bhr,1985,110.97651
bhr,1986,113.31323
bhr,1987,113.18496
bhr,1988,113.18631
bhr,1989,113.49299
bhr,1990,112.17345
bhr,1991,112.1722
bhr,1992,108.58957
bhr,1993,108.77884
bhr,1994,108.14222
bhr,1995,108.27504
bhr,1996,107.40954
bhr,1997,106.77405
bhr,1998,107.16298
bhr,1999,107.46704
bhr,2000,105.80178
bhr,2001,102.65964
bhr,2002,101.9924
bhr,2003,101.41034
bhr,2004,100.20301
bhr,2005,97.50829
bhr,2006,101.00628
bhr,2011,95.7298
bhr,2012,95.77789
bhr,2013,98.50305
bhr,2014,100.35145
bhr,2015,101.70948
bhr,2016,102.16062
bhr,2017,100.99798
bhr,2018,98.75316
bhr,2019,97.73763
bhs,1976,104.64199
bhs,1977,107.00658
bhs,1978,109.00073
bhs,1979,107.10991
bhs,1980,103.78054
bhs,1982,102.78354
bhs,1983,101.83759
bhs,1985,105.92622
bhs,1986,107.36988
bhs,1992,94.79436
bhs,1993,96.31874
bhs,1995,96.15339
bhs,1996,103.23778
bhs,1997,99.16841
bhs,1998,99.18507
bhs,1999,95.04099
bhs,2002,92.91248
bhs,2004,97.09423
bhs,2005,98.84745
bhs,2006,94.53941
blr,1993,97.09889
blr,1994,96.6514
blr,1995,96.32274
blr,1996,96.88535
blr,1997,97.70621
blr,1998,100.07575
blr,1999,110.5989
blr,2000,113.03545
blr,2001,114.3054
blr,2002,111.65204
blr,2003,101.72812
blr,2004,98.31362
blr,2005,96.73935
blr,2006,98.2897
blr,2007,100.99321
blr,2008,104.57726
blr,2009,105.57436
blr,2010,104.25981
blr,2011,102.06472
blr,2012,99.84607
blr,2013,98.30365
blr,2014,98.46263
blr,2015,99.22947
blr,2016,101.22424
blr,2017,101.67542
blr,2018,100.38261
blz,1971,111.44419
blz,1974,108.5326
blz,1976,108.41394
blz,1977,108.44862
blz,1986,109.12713
blz,1987,110.9458
blz,1991,112.09187
blz,1992,111.11313
blz,1993,112.1507
blz,1994,114.88987
blz,1995,117.03994
blz,1996,120.20273
blz,1997,119.5474
blz,1999,116.65759
blz,2000,112.99211
blz,2001,110.04314
blz,2002,105.23287
blz,2003,109.60925
blz,2004,111.05422
blz,2005,110.76292
blz,2006,111.69231
blz,2007,111.91712
blz,2008,110.09626
blz,2009,110.86599
blz,2010,110.31811
blz,2011,108.94403
blz,2012,111.82892
blz,2013,109.41333
blz,2014,108.85525
blz,2015,110.18898
blz,2016,111.62242
blz,2017,110.36801
blz,2018,108.73155
blz,2019,108.59159
blz,2020,105.15975
bmu,1971,98.47591
bmu,1972,99.35596
bmu,1973,90.78714
bmu,1974,91.52054
bmu,1975,90.78732
bmu,1976,94.21203
bmu,1977,95.68991
bmu,1978,97.22308
bmu,1979,90.92906
bmu,1980,91.63246
bmu,1981,91.32637
bmu,1982,91.40675
bmu,1983,91.42672
bmu,1984,91.77991
bmu,1985,91.9713
bmu,1995,100.54701
bmu,1997,113.09431
bmu,2001,97.85374
bmu,2002,99.03692
bmu,2003,99.18864
bmu,2004,100.28771
bmu,2005,100.04168
bmu,2006,101.18694
bmu,2011,97.55535
bmu,2012,95.58685
bmu,2013,95.41109
bmu,2014,96.54165
bmu,2015,100.19871
bol,1970,73.63778
bol,1971,77.48537
bol,1973,82.76979
bol,1974,85.68758
bol,1975,90.91034
bol,1976,93.46434
bol,1977,91.38094
bol,1978,92.99418
bol,1979,94.5608
bol,1980,95.58928
bol,1981,95.45904
bol,1983,98.93133
bol,1984,105.78433
bol,1986,103.58541
bol,1987,109.71624
bol,1989,99.78017
bol,1990,102.52477
bol,1991,104.43667
bol,1992,104.81612
bol,1993,106.53688
bol,1994,108.73207
bol,1995,111.2442
bol,1996,112.48854
bol,1997,113.79012
bol,1998,115.13866
bol,1999,117.41966
bol,2000,117.36041
bol,2001,116.53197
bol,2002,117.23113
bol,2003,115.87395
bol,2004,115.42229
bol,2005,114.88491
bol,2006,113.34209
bol,2007,112.37399
bol,2008,110.73989
bol,2009,106.611
bol,2010,104.21731
bol,2011,100.28627
bol,2012,97.59756
bol,2013,95.94832
bol,2014,94.75959
bol,2015,94.9035
bol,2016,95.74906
bol,2017,96.87381
bol,2018,97.64904
bol,2019,98.2386
bra,1999,163.02089
bra,2001,145.8849
bra,2002,141.54553
bra,2003,136.47261
bra,2004,130.36465
bra,2005,129.16457
bra,2007,124.87829
bra,2008,127.31312
bra,2009,128.18803
bra,2011,102.87155
bra,2012,106.19047
bra,2013,112.04061
bra,2014,112.30751
bra,2015,110.97401
bra,2016,112.98342
bra,2017,113.92524
bra,2018,112.91453
bra,2019,109.36793
brb,1971,100.97821
brb,1972,100.158
brb,1973,101.94989
brb,1974,89.97327
brb,1975,100.29966
brb,1976,107.46483
brb,1977,113.29507
brb,1978,114.66863
brb,1979,113.64389
brb,1980,100.74549
brb,1981,98.03264
brb,1982,96.68934
brb,1983,96.78165
brb,1984,105.84945
brb,1985,106.41166
brb,1989,119.94578
brb,1990,114.03409
brb,1992,106.36716
brb,1999,101.35361
brb,2000,99.68349
brb,2001,98.68148
brb,2002,96.31148
brb,2003,95.64628
brb,2004,93.99914
brb,2005,95.94287
brb,2006,97.2526
brb,2007,99.98203
brb,2008,101.23825
brb,2009,100.80485
brb,2010,100.39665
brb,2011,98.32091
brb,2014,95.40845
brb,2015,95.57431
brb,2016,97.16936
brb,2017,96.00156
brb,2018,97.46608
brb,2019,98.15725
brb,2020,98.10646
brn,1970,127.56447
brn,1971,129.3159
brn,1972,130.23692
brn,1973,128.04335
brn,1974,125.89125
brn,1975,121.29732
brn,1976,120.77794
brn,1977,122.69307
brn,1978,121.09476
brn,1979,105.48387
brn,1980,102.80506
brn,1981,103.59027
brn,1982,100.87778
brn,1983,101.177
brn,1984,103.36108
brn,1986,109.90435
brn,1987,108.16478
brn,1988,112.424
brn,1989,115.56908
brn,1991,107.85039
brn,1992,108.84905
brn,1993,111.59536
brn,1994,112.58095
brn,1995,110.83545
brn,1996,109.78845
brn,1997,107.03035
brn,1998,108.70361
brn,1999,107.69
brn,2000,107.17024
brn,2001,104.76167
brn,2002,105.72976
brn,2003,109.23833
brn,2004,109.10208
brn,2005,108.41043
brn,2006,107.60268
brn,2007,107.21554
brn,2008,106.06656
brn,2009,106.16509
brn,2010,106.30196
brn,2011,106.48795
brn,2012,105.44908
brn,2013,105.92838
brn,2014,105.53414
brn,2015,105.34552
brn,2016,107.06718
brn,2017,104.86244
brn,2018,103.59343
brn,2019,100.53287
brn,2020,98.50823
btn,1970,2.01209
btn,1971,7.68054
btn,1972,7.55612
btn,1974,11.51703
btn,1976,15.77206
btn,1977,17.63909
btn,1978,17.74462
btn,1979,20.84781
btn,1982,33.97371
btn,1983,37.37241
btn,1984,39.68808
btn,1985,41.03084
btn,1986,38.4506
btn,1988,42.95695
btn,1991,38.38523
btn,1992,43.23899
btn,1993,48.04215
btn,1994,51.10796
btn,1995,54.90876
btn,1996,58.96104
btn,1997,62.63228
btn,1998,65.00314
btn,1999,67.50096
btn,2000,71.12827
btn,2001,74.34742
btn,2002,77.46347
btn,2003,81.74066
btn,2004,86.67045
btn,2005,89.8837
btn,2006,93.99925
btn,2007,97.57617
btn,2008,101.51905
btn,2009,106.11353
btn,2010,109.44818
btn,2011,111.66232
btn,2012,112.7385
btn,2013,107.47085
btn,2014,106.22304
btn,2015,104.80431
btn,2016,102.90592
btn,2017,101.26469
btn,2018,100.22383
btn,2020,106.63319
bwa,1970,71.18296
bwa,1971,65.46015
bwa,1972,66.31472
bwa,1973,72.9589
bwa,1974,76.83111
bwa,1975,83.68316
bwa,1976,86.98685
bwa,1977,91.15609
bwa,1978,92.6876
bwa,1979,95.66549
bwa,1980,100.33805
bwa,1981,102.80213
bwa,1982,103.48825
bwa,1983,106.37217
bwa,1984,107.87908
bwa,1985,110.13731
bwa,1986,110.26943
bwa,1987,111.36248
bwa,1988,112.48146
bwa,1989,114.23911
bwa,1990,114.65169
bwa,1991,116.86277
bwa,1992,114.55892
bwa,1993,113.08956
bwa,1994,112.87607
bwa,1995,111.47584
bwa,1996,111.93514
bwa,1997,112.206
bwa,1998,110.44607
bwa,1999,110.43153
bwa,2000,110.5248
bwa,2001,111.4573
bwa,2002,111.13534
bwa,2003,110.95998
bwa,2004,110.06117
bwa,2005,110.43005
bwa,2006,110.39937
bwa,2007,108.52855
bwa,2008,107.31993
bwa,2009,106.59484
bwa,2012,104.10452
bwa,2013,103.6491
bwa,2014,102.14022
bwa,2015,102.06448
caf,1971,42.49178
caf,1972,42.15825
caf,1973,45.4595
caf,1974,47.13919
caf,1975,48.73321
caf,1976,51.67723
caf,1977,52.71732
caf,1978,51.97777
caf,1979,51.7922
caf,1980,53.082
caf,1981,51.89171
caf,1982,52.97763
caf,1983,51.64432
caf,1984,55.97233
caf,1985,57.66633
caf,1986,61.17837
caf,1987,51.64782
caf,1988,52.204
caf,1989,52.82027
caf,1990,56.5328
caf,1991,53.11304
caf,1992,47.1146
caf,2001,63.85292
caf,2002,55.26375
caf,2003,55.35895
caf,2004,46.40422
caf,2005,52.6202
caf,2006,52.25868
caf,2007,60.59329
caf,2008,70.07289
caf,2009,71.39013
caf,2010,73.40723
caf,2011,74.54874
caf,2012,75.71212
caf,2016,89.3694
can,1971,102.17622
can,1972,100.31841
can,1973,98.15672
can,1974,96.91194
can,1975,97.47542
can,1976,98.35029
can,1977,98.88003
can,1978,99.47874
can,1979,99.60193
can,1980,99.71307
can,1981,99.56155
can,1982,104.38661
can,1983,103.31689
can,1984,102.66192
can,1985,102.48915
can,1986,102.83674
can,1987,102.90975
can,1988,102.98863
can,1989,102.60388
can,1990,103.86007
can,1991,103.59396
can,1992,102.88195
can,1993,101.96994
can,1994,101.12625
can,1995,101.09291
can,1996,102.06591
can,1998,99.77519
can,1999,100.32963
can,2000,100.86913
can,2004,98.01963
can,2005,96.93871
can,2006,98.50983
can,2007,98.72111
can,2008,97.92086
can,2009,99.08513
can,2010,98.90506
can,2011,98.54883
can,2012,100.06698
can,2013,100.91373
can,2014,102.15868
can,2015,102.90796
can,2016,101.06847
can,2017,100.81914
can,2018,101.2754
can,2019,100.69402
che,1973,94.4015
che,1974,93.68452
che,1975,93.18697
che,1976,92.5116
che,1977,83.84048
che,1978,84.68825
che,1979,83.61332
che,1980,82.99566
che,1981,82.92342
che,1982,82.82508
che,1983,82.4299
che,1984,82.09162
che,1985,81.82275
che,1986,82.10592
che,1987,83.40747
che,1988,85.22351
che,1989,87.67335
che,1990,90.13831
che,1991,91.45242
che,1992,91.93563
che,1993,95.3273
che,1994,94.44411
che,1995,95.9262
che,1996,98.03136
che,1998,105.19219
che,1999,105.5985
che,2000,106.59656
che,2001,105.68524
che,2002,104.7198
che,2003,104.12201
che,2004,103.19076
che,2005,102.1477
che,2006,101.76763
che,2007,101.87495
che,2008,102.27318
che,2009,102.58719
che,2010,102.60698
che,2011,102.85256
che,2012,103.02621
che,2013,103.50073
che,2014,103.52739
che,2015,104.03302
che,2016,104.25858
che,2017,104.82491
che,2018,105.14774
che,2019,105.52161
chl,1970,117.14577
chl,1971,123.6006
chl,1972,124.24552
chl,1973,125.22264
chl,1974,124.87713
chl,1975,122.29884
chl,1976,119.13153
chl,1977,117.84352
chl,1978,116.93006
chl,1979,116.67908
chl,1980,113.57668
chl,1981,111.39866
chl,1982,108.31165
chl,1983,106.77241
chl,1984,102.87573
chl,1985,102.72146
chl,1986,100.83548
chl,1989,99.92447
chl,1990,101.52033
chl,1991,101.9147
chl,1992,99.09862
chl,1993,99.45096
chl,1996,98.79131
chl,1997,77.27416
chl,1998,101.51123
chl,1999,102.28864
chl,2000,101.7448
chl,2002,99.60859
chl,2003,98.43982
chl,2004,101.67651
chl,2005,102.14626
chl,2006,102.96232
chl,2007,104.04642
chl,2008,104.65088
chl,2009,103.82598
chl,2010,102.22481
chl,2011,101.71235
chl,2012,101.55767
chl,2013,99.81939
chl,2014,99.34767
chl,2015,99.13218
chl,2016,99.45711
chl,2017,99.94247
chl,2018,100.664
chl,2019,100.88662
chn,1974,99.70216
chn,1975,108.96678
chn,1976,112.53715
chn,1977,108.30091
chn,1978,102.53646
chn,1979,100.32783
chn,1980,100.7516
chn,1981,101.62637
chn,1982,100.12945
chn,1983,99.63011
chn,1984,100.62605
chn,1985,105.4429
chn,1986,112.17604
chn,1987,117.41046
chn,1988,119.79486
chn,1989,120.76775
chn,1990,120.63996
chn,1991,118.44505
chn,1992,116.66322
chn,1993,113.76862
chn,1994,111.05683
chn,1995,108.62555
chn,1996,105.64649
chn,1997,103.67685
chn,1998,104.37068
chn,2001,111.83423
chn,2006,100.56225
chn,2007,100.07257
chn,2008,99.90914
