geo,time,tx_qty_mrch_xd_wd
are,2014,249.28514
are,2015,271.7805
are,2016,282.62958
are,2017,275.44277
are,2018,306.18414
are,2019,318.57628
are,2020,275.14726
arg,1980,35.82606
arg,1981,43.9369
arg,1982,42.56895
arg,1983,40.75162
arg,1984,42.7481
arg,1985,39.84331
arg,1986,30.96838
arg,1987,29.09112
arg,1988,44.46028
arg,1989,47.85066
arg,1990,62.5261
arg,1991,48.89471
arg,1992,47.88466
arg,1993,50.81587
arg,1994,56.72769
arg,1995,73.01242
arg,1996,77.92592
arg,1997,92.05588
arg,1998,101.3652
arg,1999,97.23946
arg,2000,100
arg,2001,105.83944
arg,2002,106.35138
arg,2003,110.07479
arg,2004,111.7731
arg,2005,124.63855
arg,2006,130.44833
arg,2007,138.09858
arg,2008,137.09985
arg,2009,122.12138
arg,2010,138.29651
arg,2011,143.92838
arg,2012,133.6985
arg,2013,128.81433
arg,2014,118.93434
arg,2015,116.43047
arg,2016,124.7832
arg,2017,124.45397
arg,2018,123.95977
arg,2019,139.14941
arg,2020,120.65911
arm,2000,100
arm,2001,119.56258
arm,2002,177.84764
arm,2003,229.30671
arm,2004,210.65866
arm,2005,269.4342
arm,2006,224.70124
arm,2007,242.55494
arm,2008,190.67042
arm,2009,142.76253
arm,2010,168.3258
arm,2011,198.67505
arm,2012,218.46817
arm,2013,248.26381
arm,2014,261.60077
arm,2015,286.09763
arm,2016,354.00311
arm,2017,394.75946
arm,2018,399.08075
arm,2019,445.19297
arm,2020,419.37734
asm,2000,100
asm,2001,95.95296
asm,2002,121.08047
asm,2003,120.80556
asm,2004,105.20509
asm,2005,89.885
asm,2006,62.14031
asm,2007,43.84498
asm,2008,40.56262
asm,2009,60.70893
asm,2010,36.54595
asm,2011,32.20376
asm,2012,45.0361
asm,2013,41.34764
asm,2014,36.61896
asm,2015,42.83963
asm,2016,43.06813
asm,2017,43.41184
asm,2018,53.16011
asm,2019,46.4217
asm,2020,52.24814
atg,2000,100
atg,2001,88.08443
atg,2002,83.88573
atg,2003,97.24168
atg,2004,120.31949
atg,2005,174.05431
atg,2006,140.39568
atg,2007,102.77863
atg,2008,90.87016
atg,2009,74.52529
atg,2010,60.71671
atg,2011,63.14517
atg,2012,71.98965
atg,2013,80.92528
atg,2014,116.27895
atg,2015,87.85874
atg,2016,85.33393
atg,2017,28.59971
atg,2018,32.68735
atg,2019,49.10996
atg,2020,29.62391
aus,2000,100
aus,2001,101.13822
aus,2002,101.77212
aus,2003,100.29813
aus,2004,104.98443
aus,2005,108.64305
aus,2006,110.94825
aus,2007,113.67455
aus,2008,120.18529
aus,2009,114.20455
aus,2010,128.77167
aus,2011,129.92575
aus,2012,132.6671
aus,2013,140.96956
aus,2014,148.6873
aus,2015,153.73723
aus,2016,164.97927
aus,2017,164.36584
aus,2018,172.76363
aus,2019,173.6512
aus,2020,167.02673
aut,2000,100
aut,2001,106.80194
aut,2002,113.25049
aut,2003,118.42255
aut,2004,129.82217
aut,2005,132.73395
aut,2006,138.63962
aut,2007,147.17634
aut,2008,147.43518
aut,2009,120.61387
aut,2010,138.23894
aut,2011,146.36306
aut,2012,146.04102
aut,2013,148.4405
aut,2014,151.30505
aut,2015,152.13021
aut,2016,150.25442
aut,2017,157.95127
aut,2018,161.65824
aut,2019,162.43155
aut,2020,149.82515
aze,2000,100
aze,2001,149.67159
aze,2002,140.34193
aze,2003,145.89881
aze,2004,160.47378
aze,2005,253.06575
aze,2006,359.81059
aze,2007,536.31682
aze,2008,569.649
aze,2009,599.70297
aze,2010,594.80082
aze,2011,572.13691
aze,2012,533.04622
aze,2013,536.39731
aze,2014,518.33027
aze,2015,523.38719
aze,2016,499.96774
aze,2017,474.93681
aze,2018,485.94146
aze,2019,526.02577
aze,2020,500.61041
bdi,1980,18.62086
bdi,1981,29.02213
bdi,1982,32.49143
bdi,1983,27.7043
bdi,1984,33.78532
bdi,1985,37.20931
bdi,1986,39.1267
bdi,1987,32.73922
bdi,1988,38.91664
bdi,1989,27.42438
bdi,1990,33.99711
bdi,1991,40.68884
bdi,1992,50.98413
bdi,1993,41.95255
bdi,1994,58.48725
bdi,1995,47.99912
bdi,1996,29.528
bdi,1997,65.53631
bdi,1998,62.65806
bdi,1999,82.9161
bdi,2000,100
bdi,2001,97.25232
bdi,2002,73.61853
bdi,2003,83.84784
bdi,2004,92.03947
bdi,2005,88.08319
bdi,2006,75.29363
bdi,2007,69.6755
bdi,2008,56.44408
bdi,2009,67.21477
bdi,2010,80.97136
bdi,2011,77.10571
bdi,2012,86.14187
bdi,2013,71.10795
bdi,2014,102.51671
bdi,2015,101.89554
bdi,2016,102.01872
bdi,2017,130.16603
bdi,2018,140.4355
bdi,2019,138.42555
bdi,2020,109.99489
bel,2000,100
bel,2001,102.63501
bel,2002,110.67663
bel,2003,110.69735
bel,2004,119.06887
bel,2005,123.08521
bel,2006,128.9389
bel,2007,135.5701
bel,2008,133.05196
bel,2009,117.89744
bel,2010,127.99952
bel,2011,133.30751
bel,2012,132.08884
bel,2013,135.26405
bel,2014,137.88257
bel,2015,139.60409
bel,2016,144.41248
bel,2017,145.33795
bel,2018,147.11265
bel,2019,147.03203
bel,2020,137.475
ben,1980,28.08581
ben,1981,17.86057
ben,1982,8.56049
ben,1983,25.68821
ben,1984,65.34214
ben,1985,61.61923
ben,1986,37.32714
ben,1987,35.43926
ben,1988,19.11523
ben,1989,66.93628
ben,1990,68.59491
ben,1991,85.81655
ben,1992,123.91024
ben,1993,116.35835
ben,1994,111.42537
ben,1995,82.95735
ben,1996,119.07995
ben,1997,96.61493
ben,1998,91.09538
ben,1999,96.06061
ben,2000,100
ben,2001,108.90999
ben,2002,134.2148
ben,2003,131.58614
ben,2004,125.1124
ben,2005,114.89469
ben,2006,131.87889
ben,2007,170.56327
ben,2008,165.7849
ben,2009,178.8948
ben,2010,154.26181
ben,2011,132.33008
ben,2012,147.52591
ben,2013,215.30068
ben,2014,285.01341
ben,2015,211.32123
ben,2016,215.37306
ben,2017,250.51833
ben,2018,358.90468
ben,2019,347.48587
ben,2020,260.14009
bfa,1980,56.68937
bfa,1981,55.6333
bfa,1982,41.37262
bfa,1983,37.93603
bfa,1984,46.5448
bfa,1985,42.17488
bfa,1986,47.03645
bfa,1987,67.53154
bfa,1988,54.70906
bfa,1989,34.04076
bfa,1990,52.19235
bfa,1991,39.30121
bfa,1992,34.1787
bfa,1993,37.75397
bfa,1994,41.49259
bfa,1995,89.38025
bfa,1996,78.96739
bfa,1997,86.22306
bfa,1998,125.16629
bfa,1999,111.93538
bfa,2000,100
bfa,2001,118.73891
bfa,2002,134.67303
bfa,2003,136.97839
bfa,2004,201.22989
bfa,2005,213.67799
bfa,2006,250.18289
bfa,2007,232.26654
bfa,2008,216.57601
bfa,2009,289.58404
bfa,2010,387.67857
bfa,2011,449.61878
bfa,2012,414.52437
bfa,2013,494.6787
bfa,2014,555.56651
bfa,2015,548.12448
bfa,2016,590.09482
bfa,2017,646.32522
bfa,2018,715.06217
bfa,2019,682.20353
bfa,2020,776.37557
bgd,1980,14.45517
bgd,1981,16.04577
bgd,1982,16.47123
bgd,1983,16.17391
bgd,1984,20.21603
bgd,1985,18.14874
bgd,1986,18.83641
bgd,1987,21.94137
bgd,1988,24.90639
bgd,1989,25.17437
bgd,1990,32.24454
bgd,1991,31.04888
bgd,1992,39.02738
bgd,1993,43.4115
bgd,1994,51.97432
bgd,1995,68.63556
bgd,1996,68.84976
bgd,1997,78.78479
bgd,1998,81.15715
bgd,1999,85.29669
bgd,2000,100
bgd,2001,96.46684
bgd,2002,98.32717
bgd,2003,111.52272
bgd,2004,130.75613
bgd,2005,144.90196
bgd,2006,184.19214
bgd,2007,191.37323
bgd,2008,227.78399
bgd,2009,219.28454
bgd,2010,271.40762
bgd,2011,316.13403
bgd,2012,318.45886
bgd,2013,380.29877
bgd,2014,401.05185
bgd,2015,435.01651
bgd,2016,469.01143
bgd,2017,485.04462
bgd,2018,528.64057
bgd,2019,527.51894
bgd,2020,427.48163
bgr,2000,100
bgr,2001,110.66062
bgr,2002,118.78574
bgr,2003,132.5581
bgr,2004,147.09635
bgr,2005,162.66006
bgr,2006,183.74971
bgr,2007,192.7179
bgr,2008,205.03954
bgr,2009,174.41741
bgr,2010,209.30217
bgr,2011,247.85688
bgr,2012,245.47338
bgr,2013,273.42137
bgr,2014,276.1435
bgr,2015,290.90178
bgr,2016,312.94227
bgr,2017,342.92024
bgr,2018,339.00431
bgr,2019,350.58279
bgr,2020,331.87749
bhr,2000,100
bhr,2001,95.08402
bhr,2002,102.75681
bhr,2003,107.20423
bhr,2004,103.587
bhr,2005,111.83025
bhr,2006,108.37273
bhr,2007,113.13371
bhr,2008,117.51895
bhr,2009,105.28524
bhr,2010,109.25873
bhr,2011,120.78409
bhr,2012,127.18605
bhr,2013,145.43457
bhr,2014,137.95918
bhr,2015,142.76042
bhr,2016,117.74116
bhr,2017,122.95925
bhr,2018,129.19604
bhr,2019,134.10027
bhr,2020,114.27075
bhs,2000,100
bhs,2001,80.489
bhs,2002,88.53302
bhs,2003,76.02883
bhs,2004,75.45294
bhs,2005,78.15063
bhs,2006,91.55772
bhs,2007,99.16373
bhs,2008,99.71545
bhs,2009,97.79841
bhs,2010,82.2425
bhs,2011,78.44855
bhs,2012,90.96996
bhs,2013,90.10144
bhs,2014,80.823
bhs,2015,64.34021
bhs,2016,63.57158
bhs,2017,70.45042
bhs,2018,73.75085
bhs,2019,80.58341
bhs,2020,45.47271
bih,2000,100
bih,2001,98.33354
bih,2002,96.13664
bih,2003,118.24473
bih,2004,144.07753
bih,2005,179.06254
bih,2006,225.01057
bih,2007,261.5641
bih,2008,285.08417
bih,2009,245.01355
bih,2010,273.83798
bih,2011,289.37326
bih,2012,265.60799
bih,2013,299.49153
bih,2014,312.94379
bih,2015,295.05007
bih,2016,319.0365
bih,2017,366.30775
bih,2018,379.67971
bih,2019,354.38469
bih,2020,331.84845
blr,2000,100
blr,2001,105.2679
blr,2002,115.52201
blr,2003,131.11577
blr,2004,158.24081
blr,2005,153.37629
blr,2006,166.01148
blr,2007,174.8416
blr,2008,175.98613
blr,2009,155.97639
blr,2010,160.40763
blr,2011,213.29152
blr,2012,236.24706
blr,2013,195.06556
blr,2014,202.86399
blr,2015,207.35215
blr,2016,208.02516
blr,2017,224.92172
blr,2018,236.887
blr,2019,236.41777
blr,2020,235.31631
blz,2000,100
blz,2001,83.62386
blz,2002,150.04292
blz,2003,170.84325
blz,2004,154.84323
blz,2005,145.71618
blz,2006,162.58671
blz,2007,161.22324
blz,2008,145.22022
blz,2009,121.81331
blz,2010,133.43581
blz,2011,137.00465
blz,2012,144.22565
blz,2013,144.56
blz,2014,139.23985
blz,2015,142.86009
blz,2016,108.51947
blz,2017,111.50969
blz,2018,109.57491
blz,2019,112.22259
blz,2020,70.15172
bmu,2000,100
bmu,2001,75.09938
bmu,2002,117.21657
bmu,2003,107.82631
bmu,2004,139.27443
bmu,2005,97.17991
bmu,2006,48.06419
bmu,2007,43.65047
bmu,2008,30.92865
bmu,2009,40.08045
bmu,2010,18.28955
bmu,2011,16.09834
bmu,2012,12.98326
bmu,2013,15.14096
bmu,2014,27.96452
bmu,2015,28.86827
bmu,2016,26.60933
bmu,2017,25.22753
bmu,2018,25.49206
bmu,2019,27.79652
bmu,2020,15.68027
bol,1980,51.08852
bol,1981,50.48233
bol,1982,45.48652
bol,1983,43.87382
bol,1984,39.28426
bol,1985,35.70672
bol,1986,49.87956
bol,1987,44.97053
bol,1988,48.33326
bol,1989,64.8918
bol,1990,74.57592
bol,1991,74.21279
bol,1992,73.10783
bol,1993,74.89923
bol,1994,89.32882
bol,1995,88.63782
bol,1996,83.31959
bol,1997,86.25088
bol,1998,89.78121
bol,1999,89.06059
bol,2000,100
bol,2001,110.5892
bol,2002,110.88412
bol,2003,126.97743
bol,2004,136.38427
bol,2005,157.67557
bol,2006,184.65662
bol,2007,186.60024
bol,2008,218.35442
bol,2009,196.20678
bol,2010,219.51202
bol,2011,228.68781
bol,2012,275.38455
bol,2013,290.75042
bol,2014,311.16901
bol,2015,287.37784
bol,2016,268.69965
bol,2017,253.46673
bol,2018,257.51723
bol,2019,247.98329
bol,2020,201.37958
bra,1980,31.50582
bra,1981,38.79367
bra,1982,35.90668
bra,1983,42.29201
bra,1984,50.5399
bra,1985,51.71547
bra,1986,44.58396
bra,1987,51.74555
bra,1988,59.61132
bra,1989,61.79869
bra,1990,57.60328
bra,1991,56.83396
bra,1992,64.97705
bra,1993,72.90698
bra,1994,74.57536
bra,1995,72.15856
bra,1996,74.08315
bra,1997,80.84332
bra,1998,82.89031
bra,1999,88.93654
bra,2000,100
bra,2001,109.61003
bra,2002,119.12463
bra,2003,137.86784
bra,2004,161.82769
bra,2005,176.92633
bra,2006,182.86158
bra,2007,192.87677
bra,2008,188.26994
bra,2009,168.27072
bra,2010,183.96108
bra,2011,189.19434
bra,2012,188.58964
bra,2013,194.32179
bra,2014,190.76641
bra,2015,207.8275
bra,2016,215.93489
bra,2017,230.07699
bra,2018,240.18035
bra,2019,235.06148
bra,2020,234.71724
brb,2000,100
brb,2001,98.90961
brb,2002,95.03918
brb,2003,88.23265
brb,2004,84.89515
brb,2005,92.23555
brb,2006,118.26089
brb,2007,114.01392
brb,2008,91.95655
brb,2009,75.3125
brb,2010,80.72564
brb,2011,76.86364
brb,2012,92.97521
brb,2013,79.37489
brb,2014,82.98419
brb,2015,92.38409
brb,2016,102.52005
brb,2017,94.65249
brb,2018,82.14589
brb,2019,83.13559
brb,2020,64.99505
brn,2000,100
brn,2001,94.49374
brn,2002,108.48138
brn,2003,108.27071
brn,2004,102.78734
brn,2005,88.44093
brn,2006,86.36962
brn,2007,81.11462
brn,2008,74.32131
brn,2009,77.45686
brn,2010,86.47663
brn,2011,91.73788
brn,2012,89.20551
brn,2013,82.57124
brn,2014,81.45647
brn,2015,75.45472
brn,2016,79.44344
brn,2017,71.80736
brn,2018,65.31995
brn,2019,87.62317
brn,2020,111.13232
btn,2000,100
btn,2001,97.16008
btn,2002,103.98089
btn,2003,114.72632
btn,2004,126.69873
btn,2005,151.87776
btn,2006,215.8946
btn,2007,348.18206
btn,2008,201.36268
btn,2009,233.80251
btn,2010,265.68408
btn,2011,239.25922
btn,2012,215.02058
btn,2013,232.77975
btn,2014,254.601
btn,2015,278.23175
btn,2016,280.66162
btn,2017,267.31929
btn,2018,244.7099
btn,2019,287.53322
btn,2020,295.09455
bwa,1980,22.95222
bwa,1981,19.55307
bwa,1982,27.78193
bwa,1983,38.89198
bwa,1984,46.91679
bwa,1985,58.33923
bwa,1986,61.97876
bwa,1987,85.21212
bwa,1988,73.64869
bwa,1989,75.09509
bwa,1990,62.65003
bwa,1991,67.2698
bwa,1992,63.73055
bwa,1993,64.76852
bwa,1994,66.12749
bwa,1995,72.43716
bwa,1996,89.04218
bwa,1997,96.97854
bwa,1998,71.0875
bwa,1999,95.54577
bwa,2000,100
bwa,2001,95.42219
bwa,2002,94.8913
bwa,2003,107.35928
bwa,2004,123.97529
bwa,2005,149.99719
bwa,2006,136.70535
bwa,2007,139.4227
bwa,2008,142.26851
bwa,2009,106.23039
bwa,2010,131.50591
bwa,2011,149.9332
bwa,2012,152.32847
bwa,2013,206.98056
bwa,2014,216.45607
bwa,2015,169.38871
bwa,2016,201.73587
bwa,2017,165.01629
bwa,2018,182.66728
bwa,2019,145.28886
bwa,2020,123.23524
caf,1980,20.92674
caf,1981,17.48269
caf,1982,19.47451
caf,1983,14.4751
caf,1984,17.66232
caf,1985,16.64441
caf,1986,11.2798
caf,1987,21.07142
caf,1988,20.63688
caf,1989,19.909
caf,1990,17.13922
caf,1991,22.08661
caf,1992,17.57214
caf,1993,19.18532
caf,1994,44.35663
caf,1995,43.05356
caf,1996,42.09949
caf,1997,61.28755
caf,1998,66.81096
caf,1999,75.91626
caf,2000,100
caf,2001,90.91594
caf,2002,96.69955
caf,2003,77.66793
caf,2004,75.8299
caf,2005,70.39918
caf,2006,83.79576
caf,2007,87.0647
caf,2008,71.40878
caf,2009,60.9767
caf,2010,65.08696
caf,2011,78.51635
caf,2012,89.0541
caf,2013,50.25612
caf,2014,38.68854
caf,2015,38.40553
caf,2016,53.57349
caf,2017,62.43079
caf,2018,72.14499
caf,2019,67.78031
caf,2020,55.39742
can,2000,100
can,2001,97.10175
can,2002,100.25004
can,2003,97.87967
can,2004,102.12084
can,2005,104.51847
can,2006,106.17664
can,2007,108.43401
can,2008,104.05638
can,2009,88.32446
can,2010,94.43732
can,2011,99.43845
can,2012,103.10881
can,2013,105.87854
can,2014,113.29922
can,2015,120.82693
can,2016,120.57267
can,2017,123.25733
can,2018,126.31434
can,2019,129.25167
can,2020,121.50871
che,2000,100
che,2001,100.81356
che,2002,106.34552
che,2003,105.43975
che,2004,111.29892
che,2005,116.68936
che,2006,128.39959
che,2007,137.50203
che,2008,140.03024
che,2009,118.38985
che,2010,129.00587
che,2011,139.17529
che,2012,193.20529
che,2013,218.72596
che,2014,184.37931
che,2015,183.38977
che,2016,187.67021
che,2017,180.48964
che,2018,178.81418
che,2019,175.79932
chl,1980,16.77646
chl,1981,15.85005
chl,1982,18.19828
chl,1983,19.17291
chl,1984,19.1953
chl,1985,21.76088
chl,1986,22.26272
chl,1987,26.14633
chl,1988,33.07066
chl,1989,33.91326
chl,1990,37.57279
chl,1991,41.19057
chl,1992,48.23512
chl,1993,49.36516
chl,1994,54.9142
chl,1995,59.15931
chl,1996,70.87095
chl,1997,82.46959
chl,1998,90.39255
chl,1999,98.17364
chl,2000,100
chl,2001,108.1726
chl,2002,108.59768
chl,2003,114.91551
chl,2004,131.98303
chl,2005,134.88871
chl,2006,140.65851
chl,2007,150.39747
chl,2008,148.44808
chl,2009,143.78582
chl,2010,144.26697
chl,2011,150.48776
chl,2012,153.09879
chl,2013,159.49459
chl,2014,162.08641
chl,2015,160.00564
chl,2016,160.55942
chl,2017,157.53745
chl,2018,167.10726
chl,2019,163.00712
chl,2020,167.87577
chn,1980,7.19096
chn,1981,8.74352
chn,1982,9.42837
chn,1983,10.25153
chn,1984,12.34005
chn,1985,12.61493
chn,1986,15.52048
chn,1987,18.40145
chn,1988,21.66726
chn,1989,22.4281
chn,1990,25.68642
chn,1991,29.44489
chn,1992,34.08466
chn,1993,37.95357
chn,1994,48.5572
chn,1995,56.85936
chn,1996,56.64713
chn,1997,67.91726
chn,1998,70.88444
chn,1999,77.4473
chn,2000,100
chn,2001,109.69419
chn,2002,138.65825
chn,2003,182.7852
chn,2004,226.83472
chn,2005,283.64419
chn,2006,346.17198
chn,2007,414.85603
chn,2008,450.29588
chn,2009,403.19296
chn,2010,516.49261
chn,2011,561.89229
chn,2012,596.83917
chn,2013,647.42028
chn,2014,684.47058
chn,2015,680.59046
chn,2016,690.24707
chn,2017,738.92754
chn,2018,769.44075
chn,2019,784.49257
chn,2020,803.00994
civ,1980,55.99386
civ,1981,56.17034
civ,1982,56.83341
civ,1983,53.23573
civ,1984,62.16208
civ,1985,63.11881
civ,1986,63.90731
civ,1987,62.48634
civ,1988,58.87759
civ,1989,69.42995
civ,1990,76.71303
civ,1991,67.07308
civ,1992,63.20528
civ,1993,67.47947
civ,1994,69.14676
civ,1995,80.23492
civ,1996,89.33764
civ,1997,99.5541
civ,1998,99.56126
civ,1999,102.47331
civ,2000,100
civ,2001,96.4206
civ,2002,100.98037
civ,2003,107.82337
civ,2004,120.24944
civ,2005,116.67562
civ,2006,115.57416
civ,2007,104.32515
civ,2008,97.78778
civ,2009,114.75549
civ,2010,96.9272
civ,2011,93.75844
civ,2012,100.55299
civ,2013,106.85596
civ,2014,106.6935
civ,2015,105.07599
civ,2016,101.96388
civ,2017,119.28505
civ,2018,109.45693
civ,2019,116.71811
civ,2020,109.98812
cmr,1980,58.59157
cmr,1981,58.08456
cmr,1982,33.78708
cmr,1983,41.29352
cmr,1984,46.95434
cmr,1985,44.83133
cmr,1986,49.01951
cmr,1987,51.93407
cmr,1988,57.54689
cmr,1989,85.52715
cmr,1990,125.49379
cmr,1991,100.4663
cmr,1992,112.12041
cmr,1993,110.59298
cmr,1994,96.88796
cmr,1995,94.04919
cmr,1996,102.64515
cmr,1997,108.80801
cmr,1998,131.64191
cmr,1999,127.53738
cmr,2000,100
cmr,2001,100.37159
cmr,2002,97.08043
cmr,2003,112.03848
cmr,2004,101.31812
cmr,2005,94.21943
cmr,2006,101.30422
cmr,2007,109.47548
cmr,2008,107.38642
cmr,2009,85.66485
cmr,2010,76.59048
cmr,2011,72.82745
cmr,2012,71.87358
cmr,2013,78.916
cmr,2014,91.23823
cmr,2015,94.50256
cmr,2016,82.81264
cmr,2017,74.80378
cmr,2018,76.49131
cmr,2019,88.06403
cmr,2020,81.38179
cod,1980,84.09933
cod,1981,71.9184
cod,1982,65.83059
cod,1983,87.68463
cod,1984,147.49082
cod,1985,156.29217
cod,1986,145.28837
cod,1987,154.90431
cod,1988,188.18849
cod,1989,170.98189
cod,1990,136.02339
cod,1991,119.21631
cod,1992,70.66697
cod,1993,66.90058
cod,1994,62.59968
cod,1995,80.96033
cod,1996,86.94737
cod,1997,73.79593
cod,1998,56.25477
cod,1999,110.59744
cod,2000,100
cod,2001,111.68498
cod,2002,148.10952
cod,2003,171.7608
cod,2004,213.03709
cod,2005,227.98008
cod,2006,216.04613
cod,2007,223.26711
cod,2008,246.11662
cod,2009,260.76466
cod,2010,315.69547
cod,2011,349.0666
cod,2012,352.83591
cod,2013,359.55947
cod,2014,466.99247
cod,2015,425.18432
cod,2016,418.98722
cod,2017,784.65181
cod,2018,1177.60112
cod,2019,860.04096
cod,2020,927.77505
cog,1980,39.76603
cog,1981,34.30533
cog,1982,44.30419
cog,1983,32.95555
cog,1984,60.142
cog,1985,57.47992
cog,1986,65.01209
cog,1987,63.0436
cog,1988,73.84185
cog,1989,82.10651
cog,1990,53.26022
cog,1991,56.67106
cog,1992,65.77097
cog,1993,89.44976
cog,1994,64.20757
cog,1995,73.60755
cog,1996,70.18151
cog,1997,95.7443
cog,1998,112.13983
cog,1999,93.54224
cog,2000,100
cog,2001,92.29202
cog,2002,102.60512
cog,2003,103.91795
cog,2004,104.5236
cog,2005,104.94286
cog,2006,111.04794
cog,2007,103.76885
cog,2008,112.83239
cog,2009,134.57458
cog,2010,91.10564
cog,2011,140.17353
cog,2012,74.59975
cog,2013,111.97951
cog,2014,98.21324
cog,2015,127.33666
cog,2016,130.53348
cog,2017,116.98043
cog,2018,128.06704
cog,2019,70.00684
cog,2020,51.4115
col,1980,35.81751
col,1981,29.03715
col,1982,28.26982
col,1983,29.49348
col,1984,32.76456
col,1985,34.46748
col,1986,41.60936
col,1987,46.82985
col,1988,48.88295
col,1989,53.44768
col,1990,66.50236
col,1991,71.08572
col,1992,73.64892
col,1993,74.73422
col,1994,72.5199
col,1995,83.80281
col,1996,83.67846
col,1997,90.14246
col,1998,98.22577
col,1999,100.84767
col,2000,100
col,2001,105.0702
col,2002,105.68851
col,2003,112.93904
col,2004,121.53443
col,2005,135.09249
col,2006,140.62011
col,2007,153.97872
col,2008,158.65294
col,2009,158.80707
col,2010,162.83998
col,2011,184.76442
col,2012,202.78416
col,2013,214.02285
col,2014,224.73127
col,2015,224.43939
col,2016,228.71111
col,2017,224.0298
col,2018,220.07711
col,2019,222.88631
col,2020,217.88121
com,1980,117.34911
com,1981,249.35755
com,1982,300.50578
com,1983,244.67498
com,1984,140.71872
com,1985,264.99979
com,1986,267.48226
com,1987,134.16434
com,1988,228.61255
com,1989,205.78443
com,1990,170.88619
com,1991,265.09492
com,1992,225.19519
com,1993,265.52582
com,1994,182.36169
com,1995,120.40618
com,1996,67.30779
com,1997,70.12802
com,1998,51.71406
com,1999,58.97491
com,2000,100
com,2001,204.66207
com,2002,239.99171
com,2003,282.38165
com,2004,208.15747
com,2005,139.70281
com,2006,94.24514
com,2007,99.44122
com,2008,41.05767
com,2009,100.00727
com,2010,116.5285
com,2011,103.3654
com,2012,76.85575
com,2013,82.66029
com,2014,88.35892
com,2015,54.95031
com,2016,111.55867
com,2017,181.94364
com,2018,248.90101
com,2019,257.37547
com,2020,137.66251
cpv,1980,50.93101
cpv,1981,18.32682
cpv,1982,32.03288
cpv,1983,53.82147
cpv,1984,38.73531
cpv,1985,108.74951
cpv,1986,61.15076
cpv,1987,83.66195
cpv,1988,33.27256
cpv,1989,72.43537
cpv,1990,51.97867
cpv,1991,37.47799
cpv,1992,36.87367
cpv,1993,34.1467
cpv,1994,36.13799
cpv,1995,62.1687
cpv,1996,96.10233
cpv,1997,111.0741
cpv,1998,83.17886
cpv,1999,92.0671
cpv,2000,100
cpv,2001,92.12405
cpv,2002,97.91676
cpv,2003,116.49732
