geo,time,dt_nfl_undp_cd
arg,2002,330000.01311
arg,2003,189999.99762
arg,2004,-39999.99911
arg,2005,560000.00238
arg,2006,779999.97139
arg,2007,1029999.97139
arg,2008,850000.02384
arg,2009,670000.01669
arg,2010,829999.98331
arg,2011,460000.00834
arg,2012,320087.9097
arg,2013,364244.01402
arg,2014,258070.4689
arg,2015,451508.58164
arg,2016,384264.64796
arg,2017,158069.20826
arg,2018,150000.00596
arg,2019,400000.00596
arm,1994,50000.00075
arm,1995,289999.99166
arm,1996,439999.99762
arm,1997,1990000.00954
arm,1998,2650000.09537
arm,1999,3230000.01907
arm,2000,1100000.02384
arm,2001,460000.00834
arm,2002,800000.01192
arm,2003,819999.99285
arm,2004,980000.01907
arm,2005,1320000.05245
arm,2006,1909999.96662
arm,2007,2160000.08583
arm,2008,1470000.02861
arm,2009,1279999.97139
arm,2010,1399999.97616
arm,2011,1080000.04292
arm,2012,855411.41033
arm,2013,938781.02303
arm,2014,720303.29704
arm,2015,480667.79971
arm,2016,608697.05677
arm,2017,399019.98639
arm,2018,331085.62231
arm,2019,337749.98784
atg,1974,289999.99166
atg,1975,370000.00477
atg,1976,170000.00179
atg,1977,150000.00596
atg,1978,289999.99166
atg,1979,200000.00298
atg,1980,579999.98331
atg,1981,540000.02146
atg,1982,419999.98689
atg,1983,189999.99762
atg,1984,250000
atg,1985,200000.00298
atg,1986,189999.99762
atg,1987,270000.01073
atg,1988,180000.00715
atg,1989,250000
atg,1990,289999.99166
atg,1991,239999.99464
atg,1992,70000.0003
atg,1993,109999.9994
atg,1994,119999.99732
atg,1995,79999.99821
atg,1996,100000.00149
atg,1997,189999.99762
atg,1998,100000.00149
atg,1999,119999.99732
atg,2000,79999.99821
atg,2001,50000.00075
atg,2003,19999.99955
atg,2014,23262.4393
atg,2015,213.64
atg,2016,62063.0011
atg,2017,81019.9976
aze,1994,9999.99978
aze,1995,660000.02623
aze,1996,970000.02861
aze,1997,4400000.09537
aze,1998,1340000.03338
aze,1999,2710000.03815
aze,2000,2069999.93324
aze,2001,2210000.03815
aze,2002,2170000.07629
aze,2003,2450000.04768
aze,2004,2430000.06676
aze,2005,2910000.08583
aze,2006,2960000.03815
aze,2007,2130000.11444
aze,2008,2769999.98093
aze,2009,1429999.94755
aze,2010,1360000.01431
aze,2011,1039999.96185
aze,2012,876727.34261
aze,2013,1102743.98327
aze,2014,1149257.42149
aze,2015,607991.99343
aze,2016,449699.52106
aze,2017,439119.90523
aze,2018,165036.75282
aze,2019,255070.00089
bdi,1968,1340000.03338
bdi,1969,1360000.01431
bdi,1970,2019999.98093
bdi,1971,2220000.02861
bdi,1972,1899999.97616
bdi,1973,2339999.91417
bdi,1974,2420000.07629
bdi,1975,3579999.92371
bdi,1976,3269999.98093
bdi,1977,2839999.91417
bdi,1978,3480000.01907
bdi,1979,4480000.01907
bdi,1980,5840000.15259
bdi,1981,6710000.03815
bdi,1982,7719999.79019
bdi,1983,7800000.19073
bdi,1984,6179999.82834
bdi,1985,6539999.96185
bdi,1986,7579999.92371
bdi,1987,5039999.96185
bdi,1988,5449999.80927
bdi,1989,6170000.07629
bdi,1990,8260000.22888
bdi,1991,12579999.92371
bdi,1992,8779999.73297
bdi,1993,5320000.17166
bdi,1994,1759999.99046
bdi,1995,3700000.04768
bdi,1996,4579999.92371
bdi,1997,7210000.03815
bdi,1998,5309999.94278
bdi,1999,9359999.65668
bdi,2000,6360000.13351
bdi,2001,4489999.77112
bdi,2002,5440000.05722
bdi,2003,6010000.22888
bdi,2004,8890000.34332
bdi,2005,6489999.77112
bdi,2006,5210000.03815
bdi,2007,4099999.90463
bdi,2008,8039999.96185
bdi,2009,11460000.03815
bdi,2010,13020000.45776
bdi,2011,8140000.34332
bdi,2012,7458555.22156
bdi,2013,6643060.20737
bdi,2014,8838396.07239
bdi,2015,7289007.66373
bdi,2016,8361888.8855
bdi,2017,8718194.00787
bdi,2018,10564922.33276
bdi,2019,9443802.83356
ben,1968,439999.99762
ben,1969,1019999.98093
ben,1970,970000.02861
ben,1971,1090000.03338
ben,1972,910000.02623
ben,1973,850000.02384
ben,1974,1379999.99523
ben,1975,3279999.97139
ben,1976,2990000.00954
ben,1977,2079999.92371
ben,1978,2869999.88556
ben,1979,4059999.94278
ben,1980,4239999.77112
ben,1981,5869999.88556
ben,1982,4389999.86649
ben,1983,3740000.00954
ben,1984,4989999.77112
ben,1985,5349999.90463
ben,1986,4559999.94278
ben,1987,5969999.79019
ben,1988,5900000.09537
ben,1989,6260000.22888
ben,1990,5659999.84741
ben,1991,8449999.80927
ben,1992,8329999.92371
ben,1993,6389999.86649
ben,1994,3700000.04768
ben,1995,1779999.97139
ben,1996,4150000.09537
ben,1997,5510000.22888
ben,1998,4460000.03815
ben,1999,3359999.8951
ben,2000,2970000.02861
ben,2001,860000.01431
ben,2002,2839999.91417
ben,2003,5019999.98093
ben,2004,2250000
ben,2005,3240000.00954
ben,2006,2440000.05722
ben,2007,2920000.07629
ben,2008,5840000.15259
ben,2009,5849999.90463
ben,2010,5000000
ben,2011,3859999.8951
ben,2012,3988340.85464
ben,2013,3956039.90555
ben,2014,4242110.25238
ben,2015,3781036.61537
ben,2016,3898795.60471
ben,2017,3400936.12671
ben,2018,3788172.00661
ben,2019,4462170.12405
bfa,1968,1370000.00477
bfa,1969,730000.01907
bfa,1970,1419999.95708
bfa,1971,1299999.95232
bfa,1972,1490000.00954
bfa,1973,1559999.94278
bfa,1974,1850000.02384
bfa,1975,4010000.22888
bfa,1976,4019999.98093
bfa,1977,3349999.90463
bfa,1978,3109999.8951
bfa,1979,4239999.77112
bfa,1980,6179999.82834
bfa,1981,9010000.22888
bfa,1982,11750000
bfa,1983,7619999.88556
bfa,1984,8199999.80927
bfa,1985,7800000.19073
bfa,1986,11199999.80927
bfa,1987,11760000.22888
bfa,1988,11760000.22888
bfa,1989,12489999.77112
bfa,1990,10300000.19073
bfa,1991,11100000.38147
bfa,1992,10520000.45776
bfa,1993,7710000.03815
bfa,1994,6449999.80927
bfa,1995,7570000.17166
bfa,1996,6079999.92371
bfa,1997,5469999.79019
bfa,1998,4889999.86649
bfa,1999,5280000.20981
bfa,2000,4170000.07629
bfa,2001,3920000.07629
bfa,2002,4989999.77112
bfa,2003,5889999.86649
bfa,2004,6989999.77112
bfa,2005,5880000.11444
bfa,2006,5989999.77112
bfa,2007,5429999.82834
bfa,2008,7619999.88556
bfa,2009,8460000.03815
bfa,2010,7429999.82834
bfa,2011,4250000
bfa,2012,5850581.16913
bfa,2013,5553369.04526
bfa,2014,5226506.71005
bfa,2015,5536527.15683
bfa,2016,5414412.49847
bfa,2017,5072149.27673
bfa,2018,3894630.43213
bfa,2019,5999594.21158
bgd,1972,29999.99933
bgd,1973,209999.99344
bgd,1974,2220000.02861
bgd,1975,3369999.88556
bgd,1976,4260000.22888
bgd,1977,6929999.82834
bgd,1978,13340000.15259
bgd,1979,13399999.61853
bgd,1980,18790000.91553
bgd,1981,23110000.61035
bgd,1982,21540000.91553
bgd,1983,24479999.54224
bgd,1984,25959999.08447
bgd,1985,28500000
bgd,1986,33630001.06812
bgd,1987,35180000.30518
bgd,1988,29659999.84741
bgd,1989,33849998.47412
bgd,1990,23979999.54224
bgd,1991,21200000.76294
bgd,1992,23930000.30518
bgd,1993,18920000.07629
bgd,1994,17500000
bgd,1995,11180000.30518
bgd,1996,5929999.82834
bgd,1997,9289999.96185
bgd,1998,20790000.91553
bgd,1999,13880000.11444
bgd,2000,18829999.92371
bgd,2001,12220000.26703
bgd,2002,14390000.34332
bgd,2003,15890000.34332
bgd,2004,19590000.15259
bgd,2005,16000000
bgd,2006,11829999.92371
bgd,2007,16420000.07629
bgd,2008,5900000.09537
bgd,2009,12880000.11444
bgd,2010,19690000.53406
bgd,2011,16889999.38965
bgd,2012,14710339.5462
bgd,2013,15022704.12445
bgd,2014,11278807.64008
bgd,2015,11221616.745
bgd,2016,7086114.88342
bgd,2017,6543824.19586
bgd,2018,4379250.04959
bgd,2019,6625977.51617
bgr,1990,1059999.94278
bgr,1991,649999.97616
bgr,1992,310000.00238
bgr,1993,419999.98689
bgr,1994,720000.02861
bgr,1995,400000.00596
bgr,1996,600000.02384
bgr,1997,920000.01669
bgr,1998,1409999.96662
bgr,1999,949999.98808
bgr,2000,829999.98331
bgr,2001,649999.97616
bgr,2002,699999.98808
bgr,2003,680000.00715
bgr,2004,639999.98569
bhr,1970,19999.99955
bhr,1972,90000.00358
bhr,1973,379999.99523
bhr,1974,500000
bhr,1975,939999.99762
bhr,1976,589999.97377
bhr,1977,819999.99285
bhr,1978,589999.97377
bhr,1979,1799999.95232
bhr,1980,2049999.95232
bhr,1981,1840000.03338
bhr,1982,1419999.95708
bhr,1983,1080000.04292
bhr,1984,959999.97854
bhr,1985,400000.00596
bhr,1986,490000.00954
bhr,1987,589999.97377
bhr,1988,709999.97854
bhr,1989,180000.00715
bhr,1990,9999.99978
bhr,1991,-70000.0003
bhr,1992,159999.99642
bhr,1993,19999.99955
bhr,1994,119999.99732
bhr,1995,50000.00075
bhr,1996,119999.99732
bhr,1997,90000.00358
bhr,1998,-29999.99933
bhr,1999,-29999.99933
bhr,2000,-389999.98569
bhs,1968,9999.99978
bhs,1969,19999.99955
bhs,1970,59999.99866
bhs,1971,109999.9994
bhs,1972,289999.99166
bhs,1973,400000.00596
bhs,1974,409999.99642
bhs,1975,519999.98093
bhs,1976,400000.00596
bhs,1977,300000.01192
bhs,1978,250000
bhs,1979,349999.99404
bhs,1980,1009999.99046
bhs,1981,1009999.99046
bhs,1982,589999.97377
bhs,1983,449999.98808
bhs,1984,330000.01311
bhs,1985,319999.99285
bhs,1986,289999.99166
bhs,1987,50000.00075
bhs,1988,159999.99642
bhs,1989,319999.99285
bhs,1990,319999.99285
bhs,1991,300000.01192
bhs,1992,19999.99955
bhs,1993,-19999.99955
bhs,1994,50000.00075
bhs,1997,19999.99955
bhs,1998,140000.0006
bhs,1999,39999.99911
bhs,2001,-9999.99978
bhs,2002,29999.99933
bih,1994,90000.00358
bih,1995,200000.00298
bih,1996,3569999.93324
bih,1997,4750000
bih,1998,5000000
bih,1999,5260000.22888
bih,2000,-2279999.97139
bih,2001,209999.99344
bih,2002,1059999.94278
bih,2003,1610000.01431
bih,2004,800000.01192
bih,2005,850000.02384
bih,2006,819999.99285
bih,2007,819999.99285
bih,2008,1129999.99523
bih,2009,1000000
bih,2010,509999.99046
bih,2011,610000.01431
bih,2012,588762.87937
bih,2013,608008.02708
bih,2014,625968.03904
bih,2015,410542.69671
bih,2016,427326.88785
bih,2017,353799.2537
bih,2018,350428.1342
bih,2019,348030.00093
blr,1993,29999.99933
blr,1994,159999.99642
blr,1995,649999.97616
blr,1996,660000.02623
blr,1997,600000.02384
blr,1998,699999.98808
blr,1999,479999.98927
blr,2000,449999.98808
blr,2001,310000.00238
blr,2002,219999.99881
blr,2003,389999.98569
blr,2004,550000.01192
blr,2005,589999.97377
blr,2006,829999.98331
blr,2007,759999.99046
blr,2008,1649999.97616
blr,2009,850000.02384
blr,2010,839999.97377
blr,2011,250000
blr,2012,166895.64288
blr,2013,219075.9927
blr,2014,718966.24565
blr,2015,456957.60846
blr,2016,474326.75958
blr,2017,423511.02829
blr,2018,290556.87785
blr,2019,213739.63356
blz,1969,59999.99866
blz,1970,79999.99821
blz,1971,70000.0003
blz,1972,79999.99821
blz,1973,180000.00715
blz,1974,150000.00596
blz,1975,349999.99404
blz,1976,270000.01073
blz,1977,219999.99881
blz,1978,189999.99762
blz,1979,230000.00417
blz,1980,319999.99285
blz,1981,330000.01311
blz,1982,569999.99285
blz,1983,370000.00477
blz,1984,219999.99881
blz,1985,270000.01073
blz,1986,259999.99046
blz,1987,389999.98569
blz,1988,340000.00358
blz,1989,379999.99523
blz,1990,250000
blz,1991,500000
blz,1992,100000.00149
blz,1993,289999.99166
blz,1994,259999.99046
blz,1995,280000.00119
blz,1996,140000.0006
blz,1997,170000.00179
blz,1998,200000.00298
blz,1999,50000.00075
blz,2000,19999.99955
blz,2001,-39999.99911
blz,2002,129999.99523
blz,2003,29999.99933
blz,2004,50000.00075
blz,2005,19999.99955
blz,2006,19999.99955
blz,2007,150000.00596
blz,2009,400000.00596
blz,2010,610000.01431
blz,2011,360000.01431
blz,2012,241484.82084
blz,2013,152602.00202
blz,2014,82869.97676
blz,2015,107455.41006
blz,2016,253206.13384
blz,2017,98004.6317
blz,2018,46715.43837
blz,2019,68310
bmu,1977,50000.00075
bmu,1978,140000.0006
bmu,1979,119999.99732
bmu,1980,219999.99881
bmu,1981,180000.00715
bmu,1982,59999.99866
bmu,1983,19999.99955
bmu,1984,29999.99933
bmu,1985,19999.99955
bmu,1986,50000.00075
bmu,1987,100000.00149
bmu,1989,9999.99978
bmu,1991,70000.0003
bol,1968,990000.00954
bol,1969,1409999.96662
bol,1970,1490000.00954
bol,1971,2650000.09537
bol,1972,3089999.91417
bol,1973,3259999.99046
bol,1974,2619999.88556
bol,1975,3480000.01907
bol,1976,3329999.92371
bol,1977,2200000.04768
bol,1978,2599999.90463
bol,1979,4760000.22888
bol,1980,3750000
bol,1981,5329999.92371
bol,1982,2910000.08583
bol,1983,2869999.88556
bol,1984,2700000.04768
bol,1985,7639999.86649
bol,1986,6969999.79019
bol,1987,9350000.38147
bol,1988,10140000.34332
bol,1989,13289999.96185
bol,1990,3119999.88556
bol,1991,6250000
bol,1992,6639999.86649
bol,1993,4590000.15259
bol,1994,3119999.88556
bol,1995,2380000.11444
bol,1996,300000.01192
bol,1997,1350000.02384
bol,1998,730000.01907
bol,1999,2210000.03815
bol,2000,1389999.98569
bol,2001,1240000.00954
bol,2002,949999.98808
bol,2003,1830000.04292
bol,2004,1419999.95708
bol,2005,910000.02623
bol,2006,1059999.94278
bol,2007,1620000.00477
bol,2008,1639999.98569
bol,2009,2049999.95232
bol,2010,1539999.96185
bol,2011,1509999.99046
bol,2012,1917096.01879
bol,2013,2037208.08029
bol,2014,2230715.03639
bol,2015,850953.40014
bol,2016,841895.93792
bol,2017,772763.25226
bol,2018,357908.1893
bol,2019,403860.00276
bra,1968,2970000.02861
bra,1969,3130000.11444
bra,1970,3470000.02861
bra,1971,3950000.04768
bra,1972,4369999.88556
bra,1973,5219999.79019
bra,1974,5369999.88556
bra,1975,8640000.34332
bra,1976,7059999.94278
bra,1977,6730000.01907
bra,1978,8850000.38147
bra,1979,10869999.88556
bra,1980,11569999.69482
bra,1981,9699999.80927
bra,1982,8810000.41962
bra,1983,8800000.19073
bra,1984,6860000.13351
bra,1985,5860000.13351
bra,1986,6920000.07629
bra,1987,7619999.88556
bra,1988,12699999.80927
bra,1989,13239999.77112
bra,1990,5119999.88556
bra,1991,3720000.02861
bra,1992,3019999.98093
bra,1993,2740000.00954
bra,1994,629999.99523
bra,1995,2490000.00954
bra,1996,2970000.02861
bra,1997,1870000.00477
bra,1998,899999.97616
bra,1999,300000.01192
bra,2000,-389999.98569
bra,2001,319999.99285
bra,2002,400000.00596
bra,2003,990000.00954
bra,2004,1110000.01431
bra,2005,670000.01669
bra,2006,959999.97854
bra,2007,370000.00477
bra,2008,500000
bra,2009,920000.01669
bra,2010,1379999.99523
bra,2011,959999.97854
bra,2012,953420.28141
bra,2013,937382.99608
bra,2014,444284.94573
bra,2015,429040.61079
bra,2016,184919.99805
bra,2017,150000.00596
bra,2018,149999.99106
bra,2019,359479.99358
brb,1968,109999.9994
brb,1969,79999.99821
brb,1970,109999.9994
brb,1971,129999.99523
brb,1972,159999.99642
brb,1973,109999.9994
brb,1974,280000.00119
brb,1975,829999.98331
brb,1976,1080000.04292
brb,1977,319999.99285
brb,1978,330000.01311
brb,1979,610000.01431
brb,1980,730000.01907
brb,1981,389999.98569
brb,1982,400000.00596
brb,1983,469999.99881
brb,1984,360000.01431
brb,1985,340000.00358
brb,1986,289999.99166
brb,1987,400000.00596
brb,1988,140000.0006
brb,1989,209999.99344
brb,1990,289999.99166
brb,1991,330000.01311
brb,1992,389999.98569
brb,1993,9999.99978
brb,1994,250000
brb,1995,-200000.00298
brb,1996,59999.99866
brb,1997,239999.99464
brb,1998,70000.0003
brb,2000,9999.99978
brb,2003,29999.99933
brb,2004,360000.01431
brb,2005,259999.99046
brb,2006,39999.99911
brb,2007,50000.00075
brb,2008,239999.99464
brb,2009,219999.99881
brb,2010,250000
brn,1968,9999.99978
brn,1971,29999.99933
brn,1975,9999.99978
brn,1976,39999.99911
brn,1977,29999.99933
brn,1978,39999.99911
brn,1979,29999.99933
brn,1980,9999.99978
brn,1983,39999.99911
brn,1985,90000.00358
brn,1986,29999.99933
brn,1987,39999.99911
brn,1988,9999.99978
brn,1989,29999.99933
brn,1990,9999.99978
brn,1992,9999.99978
brn,1995,9999.99978
brn,1998,9999.99978
btn,1973,9999.99978
btn,1974,200000.00298
btn,1975,1019999.98093
btn,1976,1429999.94755
btn,1977,1539999.96185
btn,1978,1419999.95708
btn,1979,2339999.91417
btn,1980,3289999.96185
btn,1981,4780000.20981
btn,1982,4230000.01907
btn,1983,4460000.03815
btn,1984,5190000.05722
btn,1985,6199999.80927
btn,1986,6849999.90463
btn,1987,4389999.86649
btn,1988,7659999.84741
btn,1989,9960000.03815
btn,1990,9989999.77112
btn,1991,6570000.17166
btn,1992,4869999.88556
btn,1993,4300000.19073
btn,1994,2980000.01907
btn,1995,1559999.94278
btn,1996,2349999.90463
btn,1997,3049999.95232
btn,1998,3130000.11444
btn,1999,3859999.8951
btn,2000,3390000.1049
btn,2001,1419999.95708
btn,2002,1120000.00477
btn,2003,1210000.03815
btn,2004,1639999.98569
btn,2005,1919999.95708
btn,2006,2309999.94278
btn,2007,1990000.00954
btn,2008,1679999.94755
btn,2009,1659999.96662
btn,2010,1450000.04768
btn,2011,1330000.04292
btn,2012,1281253.09944
btn,2013,1147760.98728
btn,2014,1231027.96078
btn,2015,686211.22837
btn,2016,858461.14159
btn,2017,534287.92953
btn,2018,512182.59335
btn,2019,870334.38683
bwa,1968,1440000.05722
bwa,1969,620000.00477
bwa,1970,709999.97854
bwa,1971,870000.00477
bwa,1972,949999.98808
bwa,1973,1289999.96185
bwa,1974,1389999.98569
bwa,1975,2049999.95232
bwa,1976,1840000.03338
bwa,1977,1259999.99046
bwa,1978,1490000.00954
bwa,1979,1700000.04768
bwa,1980,2250000
bwa,1981,2880000.11444
bwa,1982,2279999.97139
bwa,1983,1720000.02861
bwa,1984,2240000.00954
bwa,1985,2420000.07629
bwa,1986,2089999.91417
bwa,1987,2970000.02861
bwa,1988,5179999.82834
bwa,1989,6119999.88556
bwa,1990,2769999.98093
bwa,1991,59999.99866
bwa,1992,1490000.00954
bwa,1993,569999.99285
bwa,1994,1080000.04292
bwa,1995,1600000.02384
bwa,1996,-1610000.01431
bwa,1997,610000.01431
bwa,1998,620000.00477
bwa,1999,670000.01669
bwa,2000,910000.02623
bwa,2001,720000.02861
bwa,2002,469999.99881
bwa,2003,479999.98927
bwa,2004,460000.00834
bwa,2005,579999.98331
bwa,2006,519999.98093
bwa,2007,920000.01669
bwa,2008,1090000.03338
bwa,2009,1120000.00477
bwa,2010,1169999.95708
bwa,2011,469999.99881
bwa,2012,658469.14053
bwa,2013,409588.00912
bwa,2014,737059.29518
bwa,2015,362055.6891
bwa,2016,484668.8509
bwa,2017,414951.41387
bwa,2018,145529.5682
bwa,2019,500450.01507
caf,1968,759999.99046
caf,1969,860000.01431
caf,1970,949999.98808
caf,1971,1649999.97616
caf,1972,1399999.97616
caf,1973,1490000.00954
caf,1974,1519999.98093
caf,1975,2109999.8951
caf,1976,2119999.88556
caf,1977,2190000.05722
caf,1978,2390000.1049
caf,1979,2869999.88556
caf,1980,2730000.01907
caf,1981,3289999.96185
caf,1982,2970000.02861
caf,1983,2299999.95232
caf,1984,4440000.05722
caf,1985,4090000.15259
caf,1986,5039999.96185
caf,1987,6670000.07629
caf,1988,7449999.80927
caf,1989,7139999.86649
caf,1990,6389999.86649
caf,1991,6559999.94278
caf,1992,4800000.19073
caf,1993,2890000.1049
caf,1994,1669999.95708
caf,1995,2190000.05722
caf,1996,2740000.00954
caf,1997,3519999.98093
caf,1998,5800000.19073
caf,1999,1879999.99523
caf,2000,1049999.95232
caf,2001,1149999.97616
caf,2002,3269999.98093
caf,2003,2180000.06676
caf,2004,4159999.84741
caf,2005,2559999.94278
caf,2006,3319999.93324
caf,2007,3220000.02861
caf,2008,3880000.11444
caf,2009,5989999.77112
caf,2010,4400000.09537
caf,2011,4300000.19073
caf,2012,3507530.2124
caf,2013,2954010.96344
caf,2014,4111786.36551
caf,2015,4355675.22049
caf,2016,5740872.38312
caf,2017,4512260.43701
caf,2018,7305573.94028
caf,2019,7461543.56003
chl,1968,2970000.02861
chl,1969,2480000.01907
chl,1970,3160000.08583
chl,1971,5619999.88556
chl,1972,4250000
chl,1973,3630000.11444
chl,1974,2779999.97139
chl,1975,4429999.82834
chl,1976,3599999.90463
chl,1977,3710000.03815
chl,1978,3160000.08583
chl,1979,3410000.08583
chl,1980,4849999.90463
chl,1981,4639999.86649
chl,1982,3099999.90463
chl,1983,2069999.93324
chl,1984,1970000.02861
chl,1985,2420000.07629
chl,1986,3039999.96185
chl,1987,2579999.92371
chl,1988,3220000.02861
chl,1989,3819999.93324
chl,1990,4550000.19073
chl,1991,3630000.11444
chl,1992,2960000.03815
chl,1993,-750000
chl,1994,3099999.90463
chl,1995,1519999.98093
chl,1996,920000.01669
chl,1997,639999.98569
chl,1998,1259999.99046
chl,1999,189999.99762
chl,2000,1139999.98569
chl,2001,3150000.09537
chl,2002,-4559999.94278
chl,2003,200000.00298
chl,2004,500000
chl,2005,649999.97616
chl,2006,19999.99955
chl,2007,540000.02146
chl,2008,649999.97616
chl,2009,870000.00477
chl,2010,949999.98808
chl,2011,1649999.97616
chl,2012,1241459.13124
chl,2013,1026556.96869
chl,2014,910983.02603
chl,2015,748273.90909
chl,2016,323856.35376
chl,2017,198487.37121
chn,1979,1159999.96662
chn,1980,11600000.38147
chn,1981,15539999.96185
chn,1982,18299999.23706
chn,1983,20659999.84741
chn,1984,15369999.88556
chn,1985,14420000.07629
chn,1986,17329999.92371
chn,1987,27719999.31335
chn,1988,31239999.77112
chn,1989,30559999.46594
chn,1990,39830001.83105
chn,1991,35759998.32153
chn,1992,35479999.54224
chn,1993,30760000.22888
chn,1994,25170000.07629
chn,1995,28860000.61035
chn,1996,22430000.30518
chn,1997,26760000.22888
chn,1998,14380000.11444
chn,1999,15539999.96185
chn,2000,12729999.54224
chn,2001,8880000.11444
chn,2002,9649999.61853
chn,2003,8600000.38147
chn,2004,8960000.03815
chn,2005,9350000.38147
