geo,time,tm_tax_mrch_ip_zs
aut,2010,5.3808
aut,2011,4.86514
aut,2012,4.97687
aut,2013,4.92104
aut,2014,5.72271
aut,2015,5.7666
aut,2016,5.49608
aut,2017,5.43584
aut,2018,5.33983
aut,2019,5.69718
aut,2020,1.81363
aze,2002,2.49778
aze,2005,1.81086
aze,2007,49.35284
aze,2008,46.95254
aze,2009,48.43185
aze,2011,48.78334
aze,2012,1.46934
aze,2013,49.01972
aze,2014,49.67143
aze,2015,47.87932
aze,2019,1.67283
aze,2020,1.28015
bdi,2002,38.29942
bdi,2003,38.55378
bdi,2005,52.35014
bdi,2006,33.16303
bdi,2007,27.4254
bdi,2008,34.10583
bdi,2009,34.33259
bdi,2010,32.87421
bdi,2011,32.66484
bdi,2012,34.07158
bdi,2013,30.67799
bdi,2014,30.81542
bdi,2015,32.24494
bdi,2016,32.64164
bdi,2018,34.94585
bdi,2019,36.16372
bdi,2020,37.7653
bel,1988,4.2084
bel,1989,4.33863
bel,1990,11.52495
bel,1991,6.32139
bel,1992,6.29284
bel,1993,5.0853
bel,1994,5.15762
bel,1995,7.16216
bel,1996,9.90679
bel,1997,8.83796
bel,1998,6.8
bel,1999,6.02538
bel,2000,5.60611
bel,2001,6.48846
bel,2002,8.09425
bel,2003,8.34967
bel,2004,5.7215
bel,2005,4.78067
bel,2006,6.03921
bel,2007,5.87075
bel,2008,4.74231
bel,2009,4.64618
bel,2010,5.3808
bel,2011,4.86514
bel,2012,4.97687
bel,2013,4.92104
bel,2014,5.72271
bel,2015,5.7666
bel,2016,5.49608
bel,2017,5.43584
bel,2018,5.33983
bel,2019,5.69718
bel,2020,1.81363
ben,2001,54.91421
ben,2002,54.27822
ben,2003,56.78314
ben,2004,56.92238
ben,2005,57.00217
ben,2006,52.25749
ben,2007,49.246
ben,2008,49.246
ben,2009,49.246
ben,2010,49.246
ben,2011,50.2417
ben,2012,50.2417
ben,2013,50.2613
ben,2014,49.04523
ben,2015,35.31845
ben,2016,34.82972
ben,2017,47.03642
ben,2018,45.66171
ben,2019,40.23338
ben,2020,40.23338
bfa,1993,0
bfa,2001,49.11658
bfa,2002,48.76171
bfa,2003,52.11876
bfa,2004,52.17646
bfa,2005,51.55442
bfa,2006,45.79851
bfa,2007,44.52575
bfa,2008,44.52575
bfa,2009,44.52575
bfa,2010,43.65068
bfa,2011,43.95579
bfa,2012,43.77546
bfa,2013,43.78819
bfa,2014,44.94579
bfa,2015,32.8833
bfa,2016,34.60229
bfa,2017,40.76823
bfa,2018,40.23964
bfa,2019,38.16735
bfa,2020,35.96661
bgd,1989,98.1748
bgd,1994,99.21765
bgd,1998,70.96005
bgd,1999,56.76496
bgd,2000,56.5235
bgd,2001,51.93149
bgd,2002,52.6596
bgd,2003,51.53139
bgd,2004,50.06915
bgd,2005,40.7384
bgd,2006,39.9897
bgd,2007,39.8988
bgd,2008,37.27554
bgd,2009,40.49057
bgd,2010,39.69631
bgd,2011,39.38807
bgd,2012,38.73507
bgd,2013,38.26114
bgd,2015,36.38932
bgd,2016,39.2642
bgd,2019,39.04702
bgd,2020,40.09254
bgr,1988,4.2084
bgr,1989,4.33863
bgr,1990,11.52495
bgr,1991,6.32139
bgr,1992,6.29284
bgr,1993,5.0853
bgr,1994,5.15762
bgr,1995,7.16216
bgr,1996,9.90679
bgr,1997,8.83796
bgr,1998,6.8
bgr,1999,6.02538
bgr,2000,5.60611
bgr,2001,6.48846
bgr,2002,8.09425
bgr,2003,8.34967
bgr,2004,5.7215
bgr,2005,4.78067
bgr,2006,6.03921
bgr,2007,5.87075
bgr,2008,4.74231
bgr,2009,4.64618
bgr,2010,5.3808
bgr,2011,4.86514
bgr,2012,4.97687
bgr,2013,4.92104
bgr,2014,5.72271
bgr,2015,5.7666
bgr,2016,5.49608
bgr,2017,5.43584
bgr,2018,5.33983
bgr,2019,5.69718
bgr,2020,1.81363
bhr,1999,4.0941
bhr,2000,3.69297
bhr,2001,4.02447
bhr,2002,1.08413
bhr,2003,1.03629
bhr,2004,1.03096
bhr,2005,0.24641
bhr,2006,0.30033
bhr,2007,0.30558
bhr,2008,0.27495
bhr,2009,0.35701
bhr,2010,1.09115
bhr,2011,0.86132
bhr,2012,0.86132
bhr,2013,0.05125
bhr,2014,0.04029
bhr,2015,0.03057
bhr,2016,0.03033
bhr,2017,0.14869
bhr,2018,0.09512
bhr,2019,0.05003
bhr,2020,0.00511
bhs,1999,86.33472
bhs,2002,79.39535
bhs,2006,77.35849
bhs,2010,69.00594
bhs,2011,69.21086
bhs,2013,63.04242
bhs,2014,62.70565
bhs,2015,62.22646
bhs,2016,60.83206
bhs,2018,48.99764
bih,2001,0
bih,2006,4.55492
bih,2007,14.72964
bih,2008,14.04759
bih,2009,8.26727
bih,2010,2.6381
bih,2011,7.87042
bih,2012,1.861
bih,2013,7.32289
bih,2014,7.95915
bih,2015,6.43012
bih,2016,6.80456
bih,2017,7.39747
bih,2018,1.96832
bih,2019,2.24327
bih,2020,2.25282
blr,1996,29.75232
blr,1997,30.65093
blr,2000,11.90355
blr,2001,11.56335
blr,2002,18.26527
blr,2008,35.60637
blr,2009,35.268
blr,2010,7.26258
blr,2011,22.48344
blr,2012,7.59048
blr,2013,22.98426
blr,2014,9.747
blr,2015,6.97517
blr,2016,4.05809
blr,2017,3.67272
blr,2018,0.6103
blr,2019,0.75581
blr,2020,0.66343
blz,1996,42.62115
blz,1999,36.30095
blz,2001,38.91418
blz,2002,40.96794
blz,2003,39.8051
blz,2006,35.87183
blz,2007,43.34929
blz,2008,43.82792
blz,2009,39.46376
blz,2010,39.45773
blz,2011,43.78255
blz,2012,33.82914
blz,2013,42.33278
blz,2014,42.33278
blz,2015,41.82791
blz,2016,40.19353
blz,2017,40.08161
blz,2018,32.40198
blz,2019,33.21486
blz,2020,33.38049
bmu,2007,66.90309
bmu,2008,67.09677
bmu,2009,66.99983
bmu,2010,65.3824
bmu,2011,68.06493
bmu,2012,63.81161
bmu,2013,64.26066
bmu,2014,63.39843
bmu,2015,63.746
bmu,2016,63.70781
bmu,2017,62.84516
bmu,2018,59.95472
bmu,2019,60.3581
bmu,2020,58.81205
bol,1993,0
bol,1994,0
bol,1995,0
bol,1996,0
bol,1997,0
bol,1998,0
bol,1999,0
bol,2000,0
bol,2001,0
bol,2002,3.79852
bol,2003,0
bol,2004,0
bol,2005,0
bol,2006,0
bol,2007,0
bol,2008,0
bol,2009,15.26575
bol,2010,12.26579
bol,2011,17.47509
bol,2012,12.00555
bol,2013,18.20892
bol,2014,18.55166
bol,2015,18.43832
bol,2016,18.43294
bol,2017,20.10099
bol,2018,12.20401
bol,2019,12.20401
bol,2020,12.0087
bra,1989,92.19012
bra,1990,83.00277
bra,1991,75.80614
bra,1992,70.36043
bra,1993,57.75788
bra,1994,46.95707
bra,1995,42.69305
bra,1996,45.72871
bra,1997,45.74
bra,1998,59.09689
bra,1999,24.17611
bra,2000,57.47601
bra,2001,45.77842
bra,2002,45.0433
bra,2003,44.05417
bra,2004,37.64192
bra,2005,27.74958
bra,2006,25.54869
bra,2007,26.47801
bra,2008,26.3877
bra,2009,26.3968
bra,2010,26.67794
bra,2011,27.52846
bra,2012,28.02613
bra,2013,30.72899
bra,2014,27.94946
bra,2015,27.61372
bra,2016,27.4411
bra,2017,28.29957
bra,2018,28.15164
bra,2019,27.91542
bra,2020,28.03717
brb,1996,45.78502
brb,1999,41.11235
brb,2000,42.05156
brb,2001,46.03466
brb,2002,46.14849
brb,2003,46.46261
brb,2004,39.29014
brb,2006,45.25788
brb,2007,44.89736
brb,2010,42.47361
brb,2011,42.58085
brb,2012,35.56998
brb,2013,46.8065
brb,2020,30.96554
brn,1992,8.9683
brn,1996,13.07131
brn,1997,13.07221
brn,1998,13.07221
brn,1999,12.37892
brn,2000,12.35282
brn,2001,10.28755
brn,2002,10.25295
brn,2003,9.97855
brn,2004,19.26837
brn,2005,19.74796
brn,2006,20.18741
brn,2007,19.57359
brn,2008,14.90985
brn,2009,14.46776
brn,2010,21.67292
brn,2011,12.90381
brn,2014,6.45996
brn,2016,6.28356
brn,2017,0
brn,2018,0
brn,2019,0
brn,2020,0
btn,1996,50.63776
btn,2002,51.33929
btn,2004,62.52962
btn,2005,62.65007
btn,2007,32.48627
btn,2015,32.80128
btn,2019,22.32469
btn,2020,20.72088
bwa,2001,20.24209
bwa,2002,21.05528
bwa,2004,18.71347
bwa,2005,18.07318
bwa,2006,18.09358
bwa,2007,17.91892
bwa,2008,27.61328
bwa,2009,26.97409
bwa,2010,18.51237
bwa,2011,25.85319
bwa,2012,16.42199
bwa,2013,18.77437
bwa,2014,26.93761
bwa,2015,28.44274
bwa,2016,29.10993
bwa,2017,14.9441
bwa,2018,8.7086
bwa,2019,18.8013
bwa,2020,20.88158
caf,1995,52.30646
caf,1997,48.88169
caf,2001,54.85526
caf,2002,54.04903
caf,2003,94.59746
caf,2004,94.59746
caf,2005,96.86961
caf,2006,93.7299
caf,2007,49.72409
caf,2008,49.72409
caf,2009,49.72409
caf,2010,49.72409
caf,2011,50.6316
caf,2012,51.744
caf,2013,43.17304
caf,2015,43.39688
caf,2016,43.39688
caf,2017,43.39688
can,1989,14.92023
can,1993,13.26004
can,1995,13.59058
can,1996,12.45095
can,1997,11.06351
can,1998,10.38867
can,1999,9.84096
can,2000,9.64012
can,2001,10.13896
can,2002,10.34778
can,2003,9.50834
can,2004,7.65847
can,2005,7.62413
can,2006,7.57997
can,2007,7.72852
can,2008,7.9108
can,2009,8.03431
can,2010,7.63419
can,2011,7.47488
can,2012,8.39727
can,2013,7.85527
can,2014,7.85752
can,2015,7.85612
can,2016,7.66054
can,2017,5.20998
can,2018,5.22518
can,2019,5.12038
can,2020,5.17655
che,1990,11.86687
che,1993,13.68609
che,1995,20.96551
che,1996,13.98622
che,1997,11.99581
che,1998,11.20609
che,1999,11.09457
che,2000,11.27209
che,2001,12.35989
che,2002,12.37932
che,2003,12.372
che,2004,12.4724
che,2005,13.02703
che,2006,12.10289
che,2007,10.57238
che,2008,9.98809
che,2009,10.2565
che,2010,9.21862
che,2011,10.16626
che,2012,11.75478
che,2013,9.83151
che,2014,10.11528
che,2015,10.04102
che,2016,10.83146
che,2017,10.345
che,2018,9.89902
che,2019,9.43741
che,2020,10.50847
chl,1992,0
chl,1993,0
chl,1994,0
chl,1995,0
chl,1996,0
chl,1997,0
chl,1998,0
chl,1999,0
chl,2000,0
chl,2001,0
chl,2002,0
chl,2003,0
chl,2004,0.00679
chl,2005,0.00666
chl,2006,0
chl,2007,0
chl,2008,0.01115
chl,2009,0
chl,2010,0.00912
chl,2011,0
chl,2012,0
chl,2013,0
chl,2015,0
chl,2016,0
chl,2017,0
chl,2018,0
chl,2019,0
chl,2020,0
chn,1992,76.96164
chn,1993,76.22266
chn,1994,73.00536
chn,1996,52.5029
chn,1997,41.59121
chn,1998,42.41833
chn,1999,40.94209
chn,2000,42.4396
chn,2001,40.45974
chn,2002,26.1491
chn,2003,22.3696
chn,2004,16.10332
chn,2005,19.11529
chn,2006,12.0346
chn,2007,14.36057
chn,2008,13.24268
chn,2009,13.27619
chn,2010,11.32672
chn,2011,13.35629
chn,2014,16.23131
chn,2015,16.04741
chn,2016,17.07809
chn,2017,15.15545
chn,2018,11.00744
chn,2019,1.76562
chn,2020,1.65844
civ,1993,0
civ,1996,0
civ,2001,49.23088
civ,2002,51.03405
civ,2003,50.84951
civ,2004,50.81239
civ,2005,50.86607
civ,2006,49.85496
civ,2007,48.65257
civ,2008,48.64885
civ,2009,48.38617
civ,2010,47.34746
civ,2011,46.8099
civ,2012,46.39595
civ,2013,46.39727
civ,2014,46.59917
civ,2015,43.32009
civ,2016,42.463
civ,2017,43.23328
civ,2018,41.83257
civ,2019,42.51389
civ,2020,42.62535
cmr,1994,50.66763
cmr,1995,49.06862
cmr,2001,51.97595
cmr,2002,50.9236
cmr,2003,54.64231
cmr,2004,54.64231
cmr,2005,55.85417
cmr,2006,54.58046
cmr,2007,52.20929
cmr,2008,52.16158
cmr,2009,52.58427
cmr,2010,52.16158
cmr,2011,54.33902
cmr,2012,54.33621
cmr,2013,52.18728
cmr,2014,54.06737
cmr,2019,54.70288
cod,2003,43.24953
cod,2006,43.80862
cod,2007,42.66155
cod,2008,42.87905
cod,2009,42.80825
cod,2010,35.3583
cod,2014,32.85471
cod,2019,34.33764
cod,2020,31.28804
cog,1994,60.86804
cog,1997,36.65151
cog,2001,56.20631
cog,2002,56.10092
cog,2003,58.13418
cog,2004,58.13418
cog,2005,60.2596
cog,2006,58.13418
cog,2007,50.59586
cog,2008,50.57077
cog,2009,50.57077
cog,2010,50.57077
cog,2011,50.57077
cog,2013,51.4442
cog,2014,51.40752
cog,2015,44.08327
col,1991,1.67713
col,1992,16.46958
col,1994,19.54801
col,1995,22.40898
col,1996,19.73834
col,1997,20.56377
col,1998,20.58937
col,1999,20.74054
col,2000,22.5627
col,2001,22.48724
col,2002,23.17685
col,2003,22.75112
col,2004,20.72866
col,2005,21.53221
col,2006,19.16419
col,2007,40.98051
col,2008,41.37587
col,2009,41.20208
col,2010,19.95921
col,2011,17.27228
col,2012,0.79477
col,2013,17.87185
col,2014,17.66989
col,2015,1.00373
col,2016,0.82152
col,2017,9.24567
col,2018,0.47088
col,2019,0.49111
col,2020,0.38053
com,2008,48.4862
com,2010,0.49386
com,2011,50.21871
com,2012,2.39033
com,2013,50.007
com,2014,41.71705
com,2015,50.35876
com,2017,44.19663
com,2018,50.14788
com,2019,49.4514
com,2020,48.13549
cpv,2005,46.33845
cpv,2006,46.54277
cpv,2007,46.83506
cpv,2008,46.83506
cpv,2009,47.39524
cpv,2010,44.44983
cpv,2011,44.35204
cpv,2012,43.6633
cpv,2013,43.80984
cpv,2015,43.47313
cpv,2019,42.43577
cpv,2020,39.17789
cri,1995,27.02726
cri,1996,29.22439
cri,1997,24.71099
cri,1998,21.83216
cri,1999,20.59341
cri,2000,0.42771
cri,2001,0.45955
cri,2002,0.55384
cri,2003,0.59072
cri,2004,0.81997
cri,2005,0.548
cri,2006,0.46964
cri,2007,0.3363
cri,2008,0.39818
cri,2009,0.64225
cri,2010,0.50799
cri,2011,0.51194
cri,2012,0.55826
cri,2013,0.53112
cri,2014,0.31087
cri,2016,0.30209
cri,2018,0.57729
cri,2019,0.63884
cri,2020,0.56316
cub,1993,30.61284
cub,1996,11.12712
cub,1997,10.96374
cub,1998,11.12712
cub,1999,11.2365
cub,2000,11.18803
cub,2001,13.47821
cub,2002,11.56545
cub,2003,13.34322
cub,2004,12.15872
cub,2005,11.37559
cub,2006,11.18256
cub,2007,34.03802
cub,2008,33.60649
cub,2009,31.43524
cub,2010,11.2849
cub,2011,31.14913
cub,2012,11.24335
cub,2013,29.65789
cub,2015,26.08864
cub,2016,29.58626
cub,2017,28.49418
cub,2019,9.11303
cub,2020,9.0125
cym,2016,84.60017
cyp,1988,4.2084
cyp,1989,4.33863
cyp,1990,11.52495
cyp,1991,6.32139
cyp,1992,6.29284
cyp,1993,5.0853
cyp,1994,5.15762
cyp,1995,7.16216
cyp,1996,9.90679
cyp,1997,8.83796
cyp,1998,6.8
cyp,1999,6.02538
cyp,2000,5.60611
cyp,2001,6.48846
cyp,2002,8.09425
cyp,2003,8.34967
cyp,2004,5.7215
cyp,2005,4.78067
cyp,2006,6.03921
cyp,2007,5.87075
cyp,2008,4.74231
cyp,2009,4.64618
cyp,2010,5.3808
cyp,2011,4.86514
cyp,2012,4.97687
cyp,2013,4.92104
cyp,2014,5.72271
cyp,2015,5.7666
cyp,2016,5.49608
cyp,2017,5.43584
cyp,2018,5.33983
cyp,2019,5.69718
cyp,2020,1.81363
cze,1988,4.2084
cze,1989,4.33863
cze,1990,11.52495
cze,1991,6.32139
cze,1992,6.29284
cze,1993,5.0853
cze,1994,5.15762
cze,1995,7.16216
cze,1996,9.90679
cze,1997,8.83796
cze,1998,6.8
cze,1999,6.02538
cze,2000,5.60611
cze,2001,6.48846
cze,2002,8.09425
cze,2003,8.34967
cze,2004,5.7215
cze,2005,4.78067
cze,2006,6.03921
cze,2007,5.87075
cze,2008,4.74231
cze,2009,4.64618
cze,2010,5.3808
cze,2011,4.86514
cze,2012,4.97687
cze,2013,4.92104
cze,2014,5.72271
cze,2015,5.7666
cze,2016,5.49608
cze,2017,5.43584
cze,2018,5.33983
cze,2019,5.69718
cze,2020,1.81363
deu,1988,4.2084
deu,1989,4.33863
deu,1990,11.52495
deu,1991,6.32139
deu,1992,6.29284
deu,1993,5.0853
deu,1994,5.15762
deu,1995,7.16216
deu,1996,9.90679
deu,1997,8.83796
deu,1998,6.8
deu,1999,6.02538
deu,2000,5.60611
deu,2001,6.48846
deu,2002,8.09425
deu,2003,8.34967
deu,2004,5.7215
deu,2005,4.78067
deu,2006,6.03921
deu,2007,5.87075
deu,2008,4.74231
deu,2009,4.64618
deu,2010,5.3808
deu,2011,4.86514
deu,2012,4.97687
deu,2013,4.92104
deu,2014,5.72271
deu,2015,5.7666
deu,2016,5.49608
deu,2017,5.43584
deu,2018,5.33983
deu,2019,5.69718
deu,2020,1.81363
dji,1998,89.15919
dji,1999,89.18053
dji,2002,91.3944
dji,2005,87.00854
dji,2006,85.82728
dji,2009,59.75375
dji,2011,65.02237
dji,2012,65.02237
dji,2014,61.82604
dma,1996,49.01432
dma,1997,49.32323
dma,1998,49.32323
dma,1999,41.48304
dma,2000,9.40151
dma,2001,43.68288
dma,2002,45.82848
dma,2003,46.19593
dma,2006,38.87793
dma,2007,43.33563
dma,2010,44.7714
dma,2011,36.75565
dma,2012,35.83931
dma,2013,41.08882
dma,2015,51.20538
dma,2016,39.23952
dma,2017,35.77573
dma,2020,32.16018
dnk,1988,4.2084
dnk,1989,4.33863
dnk,1990,11.52495
dnk,1991,6.32139
dnk,1992,6.29284
dnk,1993,5.0853
dnk,1994,5.15762
dnk,1995,7.16216
dnk,1996,9.90679
dnk,1997,8.83796
dnk,1998,6.8
dnk,1999,6.02538
dnk,2000,5.60611
dnk,2001,6.48846
dnk,2002,8.09425
dnk,2003,8.34967
dnk,2004,5.7215
dnk,2005,4.78067
dnk,2006,6.03921
dnk,2007,5.87075
dnk,2008,4.74231
dnk,2009,4.64618
dnk,2010,5.3808
dnk,2011,4.86514
dnk,2012,4.97687
dnk,2013,4.92104
dnk,2014,5.72271
dnk,2015,5.7666
dnk,2016,5.49608
dnk,2017,5.43584
dnk,2018,5.33983
dnk,2019,5.69718
dnk,2020,1.81363
dom,1996,31.66029
dom,1997,34.78753
dom,1998,31.66029
dom,1999,31.66029
dom,2000,54.98217
dom,2001,32.44298
dom,2002,34.3158
dom,2003,34.72948
dom,2004,34.74808
dom,2005,34.10371
dom,2006,31.01136
dom,2007,28.14805
dom,2008,29.35386
dom,2010,28.63282
dom,2011,33.83272
dom,2012,34.51998
dom,2013,34.20402
dom,2015,28.57312
dom,2016,27.09089
dom,2017,22.24644
dom,2018,22.21086
dom,2020,21.69278
dza,1993,44.49336
dza,1997,51.98045
dza,1998,50.5245
dza,2001,50.7981
dza,2002,42.32887
dza,2003,41.15364
dza,2005,40.80536
dza,2006,40.02033
dza,2007,39.9162
dza,2008,60.5801
dza,2009,53.3737
dza,2014,44.97395
dza,2015,45.00845
dza,2016,45.11365
dza,2017,46.2756
dza,2018,33.20832
dza,2019,33.40194
dza,2020,33.62692
ecu,1993,20.00772
ecu,1994,19.10766
ecu,1995,19.40509
ecu,1996,19.35828
ecu,1997,17.96049
ecu,1998,20.0174
ecu,1999,33.48579
ecu,2000,18.52468
ecu,2001,20.08577
ecu,2002,21.08453
ecu,2003,21.07591
ecu,2004,21.02178
ecu,2005,23.8344
ecu,2006,17.67758
ecu,2007,34.08267
ecu,2008,30.26006
ecu,2009,26.16324
ecu,2010,20.22407
ecu,2011,23.97408
ecu,2012,15.05264
ecu,2014,24.70806
ecu,2015,31.21974
ecu,2016,30.8259
ecu,2017,25.3499
ecu,2018,20.66246
ecu,2019,20.70441
ecu,2020,17.99107
egy,1995,53.61995
egy,1997,0
egy,1998,47.59731
egy,1999,55.78107
egy,2000,55.68724
egy,2001,55.74379
egy,2002,52.7817
egy,2003,52.65113
egy,2004,27.61975
egy,2005,21.67499
egy,2006,26.17504
egy,2007,21.92608
egy,2008,18.10436
egy,2009,18.44026
egy,2010,17.81903
egy,2011,17.38908
egy,2012,16.53617
egy,2013,17.65771
egy,2014,10.48145
egy,2015,10.6356
egy,2016,10.0835
egy,2017,11.26129
egy,2018,11.33019
egy,2019,8.78266
eri,2002,23.92198
eri,2006,22.39865
esp,1988,4.2084
esp,1989,4.33863
esp,1990,11.52495
esp,1991,6.32139
esp,1992,6.29284
esp,1993,5.0853
esp,1994,5.15762
esp,1995,7.16216
esp,1996,9.90679
esp,1997,8.83796
esp,1998,6.8
esp,1999,6.02538
esp,2000,5.60611
esp,2001,6.48846
esp,2002,8.09425
esp,2003,8.34967
esp,2004,5.7215
esp,2005,4.78067
esp,2006,6.03921
esp,2007,5.87075
esp,2008,4.74231
esp,2009,4.64618
esp,2010,5.3808
esp,2011,4.86514
esp,2012,4.97687
esp,2013,4.92104
esp,2014,5.72271
esp,2015,5.7666
esp,2016,5.49608
esp,2017,5.43584
esp,2018,5.33983
esp,2019,5.69718
esp,2020,1.81363
est,1988,4.2084
est,1989,4.33863
est,1990,11.52495
est,1991,6.32139
est,1992,6.29284
est,1993,5.0853
est,1994,5.15762
est,1995,7.16216
est,1996,9.90679
est,1997,8.83796
est,1998,6.8
est,1999,6.02538
est,2000,5.60611
est,2001,6.48846
est,2002,8.09425
est,2003,8.34967
est,2004,5.7215
est,2005,4.78067
est,2006,6.03921
est,2007,5.87075
est,2008,4.74231
est,2009,4.64618
est,2010,5.3808
est,2011,4.86514
est,2012,4.97687
est,2013,4.92104
est,2014,5.72271
est,2015,5.7666
est,2016,5.49608
est,2017,5.43584
est,2018,5.33983
est,2019,5.69718
est,2020,1.81363
eth,1995,65.56939
eth,2001,52.29612
eth,2002,52.9056
eth,2006,57.36474
eth,2008,55.95241
eth,2009,56.27558
eth,2010,55.97333
eth,2011,56.61039
eth,2012,56.44977
eth,2015,54.9368
eth,2018,54.62141
fin,1988,4.2084
fin,1989,4.33863
fin,1990,11.52495
fin,1991,6.32139
fin,1992,6.29284
fin,1993,5.0853
fin,1994,5.15762
fin,1995,7.16216
fin,1996,9.90679
fin,1997,8.83796
fin,1998,6.8
fin,1999,6.02538
fin,2000,5.60611
fin,2001,6.48846
fin,2002,8.09425
fin,2003,8.34967
fin,2004,5.7215
fin,2005,4.78067
fin,2006,6.03921
fin,2007,5.87075
fin,2008,4.74231
fin,2009,4.64618
fin,2010,5.3808
fin,2011,4.86514
fin,2012,4.97687
fin,2013,4.92104
fin,2014,5.72271
fin,2015,5.7666
fin,2016,5.49608
fin,2017,5.43584
fin,2018,5.33983
fin,2019,5.69718
fin,2020,1.81363
fji,2003,27.03262
fji,2004,26.54107
fji,2006,26.17118
fji,2007,26.03761
fji,2008,42.71139
fji,2009,24.65703
fji,2010,23.82271
fji,2011,40.91761
fji,2012,23.60029
fji,2013,40.30247
fji,2015,19.83338
fji,2017,41.3595
fji,2018,24.67055
fji,2019,23.77132
fji,2020,23.05997
fra,1988,4.2084
fra,1989,4.33863
fra,1990,11.52495
fra,1991,6.32139
fra,1992,6.29284
fra,1993,5.0853
fra,1994,5.15762
fra,1995,7.16216
fra,1996,9.90679
fra,1997,8.83796
fra,1998,6.8
fra,1999,6.02538
fra,2000,5.60611
fra,2001,6.48846
fra,2002,8.09425
fra,2003,8.34967
fra,2004,5.7215
fra,2005,4.78067
fra,2006,6.03921
fra,2007,5.87075
fra,2008,4.74231
fra,2009,4.64618
fra,2010,5.3808
fra,2011,4.86514
fra,2012,4.97687
fra,2013,4.92104
fra,2014,5.72271
