geo,time,sh_sta_suic_fe_p5
hnd,2002,0.8
hnd,2003,0.9
hnd,2004,0.9
hnd,2005,0.9
hnd,2006,0.9
hnd,2007,0.9
hnd,2008,0.8
hnd,2009,0.8
hnd,2010,0.8
hnd,2011,0.8
hnd,2012,0.8
hnd,2013,0.8
hnd,2014,0.8
hnd,2015,0.8
hnd,2016,0.8
hnd,2017,0.8
hnd,2018,0.8
hnd,2019,0.8
hrv,2000,10.3
hrv,2001,9.8
hrv,2002,10
hrv,2003,8.5
hrv,2004,10.2
hrv,2005,9.9
hrv,2006,10
hrv,2007,9
hrv,2008,8.3
hrv,2009,7.8
hrv,2010,9
hrv,2011,8.4
hrv,2012,8.6
hrv,2013,7
hrv,2014,8.7
hrv,2015,9.2
hrv,2016,7.8
hrv,2017,7.6
hrv,2018,8.1
hrv,2019,8.1
hti,2000,9.7
hti,2001,9.5
hti,2002,9.4
hti,2003,9.3
hti,2004,8.9
hti,2005,9.4
hti,2006,9.5
hti,2007,9.7
hti,2008,9.6
hti,2009,9.7
hti,2010,10.1
hti,2011,9.2
hti,2012,8.8
hti,2013,8.7
hti,2014,8.6
hti,2015,8.5
hti,2016,8.2
hti,2017,7.8
hti,2018,7.7
hti,2019,7.6
hun,2000,15.9
hun,2001,13.2
hun,2002,12.5
hun,2003,12.2
hun,2004,12.5
hun,2005,11.6
hun,2006,11.8
hun,2007,11.3
hun,2008,11.3
hun,2009,11.1
hun,2010,11
hun,2011,11.5
hun,2012,11.4
hun,2013,10.4
hun,2014,9.3
hun,2015,9.9
hun,2016,9.3
hun,2017,8.2
hun,2018,8.1
hun,2019,8.3
idn,2000,1.9
idn,2001,1.8
idn,2002,1.8
idn,2003,1.7
idn,2004,1.6
idn,2005,1.5
idn,2006,1.5
idn,2007,1.4
idn,2008,1.4
idn,2009,1.4
idn,2010,1.3
idn,2011,1.3
idn,2012,1.2
idn,2013,1.2
idn,2014,1.2
idn,2015,1.1
idn,2016,1.1
idn,2017,1.1
idn,2018,1.1
idn,2019,1.1
ind,2000,16.4
ind,2001,15.9
ind,2002,15
ind,2003,14
ind,2004,13.6
ind,2005,13.7
ind,2006,13.5
ind,2007,12.9
ind,2008,12.6
ind,2009,12.4
ind,2010,12.9
ind,2011,12.8
ind,2012,12.2
ind,2013,11.8
ind,2014,11
ind,2015,10.8
ind,2016,10.6
ind,2017,10.5
ind,2018,11
ind,2019,11.1
irl,2000,4.8
irl,2001,4.5
irl,2002,4.5
irl,2003,5.6
irl,2004,4.2
irl,2005,5.1
irl,2006,4.5
irl,2007,5
irl,2008,5.9
irl,2009,5.4
irl,2010,5.4
irl,2011,4.6
irl,2012,4.5
irl,2013,4.7
irl,2014,4
irl,2015,4
irl,2016,4
irl,2017,4.1
irl,2018,4
irl,2019,3.9
irn,2000,6.2
irn,2001,6.1
irn,2002,5.9
irn,2003,5.5
irn,2004,5.3
irn,2005,4.9
irn,2006,4.6
irn,2007,4.8
irn,2008,4.5
irn,2009,4.3
irn,2010,4.3
irn,2011,4.3
irn,2012,4.1
irn,2013,3.8
irn,2014,3.6
irn,2015,3.3
irn,2016,3.2
irn,2017,3
irn,2018,2.9
irn,2019,2.8
irq,2000,2.7
irq,2001,2.7
irq,2002,2.7
irq,2003,2.5
irq,2004,2.5
irq,2005,2.5
irq,2006,2.4
irq,2007,2.3
irq,2008,2.3
irq,2009,2.4
irq,2010,2.5
irq,2011,2.6
irq,2012,2.6
irq,2013,2.5
irq,2014,2.4
irq,2015,2.4
irq,2016,2.3
irq,2017,2.2
irq,2018,2.1
irq,2019,2
isl,2000,6.3
isl,2001,6.4
isl,2002,6.2
isl,2003,5.7
isl,2004,7.3
isl,2005,8.3
isl,2006,7.8
isl,2007,10.3
isl,2008,8.9
isl,2009,8.5
isl,2010,5.8
isl,2011,5.4
isl,2012,8.6
isl,2013,7.3
isl,2014,9.4
isl,2015,5.9
isl,2016,4.6
isl,2017,2.7
isl,2018,3.8
isl,2019,3.9
isr,2000,3
isr,2001,2.5
isr,2002,2.9
isr,2003,2.5
isr,2004,2.7
isr,2005,3.8
isr,2006,2.7
isr,2007,2
isr,2008,2
isr,2009,2.7
isr,2010,2.5
isr,2011,2.4
isr,2012,2.3
isr,2013,2.6
isr,2014,2.5
isr,2015,2.1
isr,2016,2.1
isr,2017,2.5
isr,2018,2.4
isr,2019,2.3
ita,2000,3.9
ita,2001,3.6
ita,2002,3.5
ita,2003,3.8
ita,2004,3.5
ita,2005,3.5
ita,2006,3.4
ita,2007,3.3
ita,2008,3.4
ita,2009,3.4
ita,2010,3.2
ita,2011,3.3
ita,2012,3.6
ita,2013,3.7
ita,2014,3.5
ita,2015,3.6
ita,2016,3.2
ita,2017,3.5
ita,2018,3.5
ita,2019,3.5
jam,2000,0.9
jam,2001,0.8
jam,2002,0.8
jam,2003,0.8
jam,2004,0.8
jam,2005,0.7
jam,2006,0.7
jam,2007,0.7
jam,2008,0.8
jam,2009,0.9
jam,2010,0.9
jam,2011,0.9
jam,2012,0.9
jam,2013,0.9
jam,2014,1
jam,2015,1.1
jam,2016,1
jam,2017,1
jam,2018,1
jam,2019,1.1
jor,2000,1.8
jor,2001,1.7
jor,2002,1.6
jor,2003,1.6
jor,2004,1.6
jor,2005,1.3
jor,2006,1.2
jor,2007,1
jor,2008,0.9
jor,2009,0.8
jor,2010,0.8
jor,2011,0.7
jor,2012,0.7
jor,2013,0.7
jor,2014,0.7
jor,2015,0.7
jor,2016,0.7
jor,2017,0.7
jor,2018,0.7
jor,2019,0.7
jpn,2000,13.6
jpn,2001,13
jpn,2002,13.1
jpn,2003,13.8
jpn,2004,13.2
jpn,2005,13.2
jpn,2006,13.5
jpn,2007,14.2
jpn,2008,13.9
jpn,2009,13.8
jpn,2010,13.8
jpn,2011,14.3
jpn,2012,12.9
jpn,2013,12.9
jpn,2014,12.3
jpn,2015,11.4
jpn,2016,10.5
jpn,2017,10.1
jpn,2018,10.2
jpn,2019,9.2
kaz,2000,11.5
kaz,2001,11.8
kaz,2002,12.1
kaz,2003,12.4
kaz,2004,12.4
kaz,2005,12.3
kaz,2006,12.3
kaz,2007,12.3
kaz,2008,12
kaz,2009,10.9
kaz,2010,10.5
kaz,2011,10
kaz,2012,9.6
kaz,2013,9.2
kaz,2014,8.5
kaz,2015,8.2
kaz,2016,7.8
kaz,2017,7.6
kaz,2018,7.1
kaz,2019,6.8
ken,2000,4.4
ken,2001,3.9
ken,2002,3.6
ken,2003,3.2
ken,2004,2.7
ken,2005,3
ken,2006,3
ken,2007,3.4
ken,2008,3.4
ken,2009,3.3
ken,2010,3.4
ken,2011,3.1
ken,2012,3
ken,2013,3.2
ken,2014,3.1
ken,2015,2.9
ken,2016,2.8
ken,2017,2.8
ken,2018,3.1
ken,2019,3.2
kgz,2000,4.8
kgz,2001,4.3
kgz,2002,4.7
kgz,2003,4.6
kgz,2004,4.4
kgz,2005,4.8
kgz,2006,4.7
kgz,2007,4.7
kgz,2008,4.6
kgz,2009,4.8
kgz,2010,4.6
kgz,2011,4.8
kgz,2012,4.4
kgz,2013,4
kgz,2014,4.1
kgz,2015,3.9
kgz,2016,3.7
kgz,2017,3.5
kgz,2018,3.4
kgz,2019,3.2
khm,2000,3.9
khm,2001,3.9
khm,2002,3.8
khm,2003,3.7
khm,2004,3.8
khm,2005,3.8
khm,2006,3.7
khm,2007,3.6
khm,2008,3.4
khm,2009,3.2
khm,2010,3.2
khm,2011,3.1
khm,2012,3.1
khm,2013,3
khm,2014,2.9
khm,2015,2.9
khm,2016,2.9
khm,2017,2.8
khm,2018,2.8
khm,2019,2.8
kir,2000,9.9
kir,2001,9.8
kir,2002,9.8
kir,2003,9.6
kir,2004,9.6
kir,2005,9.6
kir,2006,9.6
kir,2007,9.8
kir,2008,9.9
kir,2009,9.8
kir,2010,9.7
kir,2011,9.7
kir,2012,9.6
kir,2013,9.6
kir,2014,9.5
kir,2015,9.4
kir,2016,9.3
kir,2017,9.1
kir,2018,8.6
kir,2019,8.7
kor,2000,9
kor,2001,9.5
kor,2002,12
kor,2003,15.1
kor,2004,16.1
kor,2005,17.9
kor,2006,15.5
kor,2007,19.5
kor,2008,20.4
kor,2009,24.4
kor,2010,23
kor,2011,21.9
kor,2012,19.5
kor,2013,18.6
kor,2014,17.2
kor,2015,16.5
kor,2016,16
kor,2017,14.7
kor,2018,15.9
kor,2019,16.9
kwt,2000,1.6
kwt,2001,1.5
kwt,2002,1.4
kwt,2003,1.3
kwt,2004,1.3
kwt,2005,1.3
kwt,2006,1.2
kwt,2007,1.2
kwt,2008,1.2
kwt,2009,1.1
kwt,2010,1
kwt,2011,0.9
kwt,2012,0.9
kwt,2013,0.8
kwt,2014,0.8
kwt,2015,0.7
kwt,2016,0.7
kwt,2017,0.7
kwt,2018,0.7
kwt,2019,0.7
lao,2000,5.6
lao,2001,5.6
lao,2002,5.4
lao,2003,5.2
lao,2004,5
lao,2005,5
lao,2006,4.8
lao,2007,4.6
lao,2008,4.5
lao,2009,4.3
lao,2010,4.2
lao,2011,4.1
lao,2012,3.8
lao,2013,3.7
lao,2014,3.5
lao,2015,3.5
lao,2016,3.4
lao,2017,3.4
lao,2018,3.3
lao,2019,3.2
lbn,2000,2.3
lbn,2001,2.2
lbn,2002,2.1
lbn,2003,2
lbn,2004,2
lbn,2005,1.9
lbn,2006,1.8
lbn,2007,1.9
lbn,2008,1.9
lbn,2009,1.9
lbn,2010,1.9
lbn,2011,1.9
lbn,2012,1.8
lbn,2013,1.8
lbn,2014,1.8
lbn,2015,1.7
lbn,2016,1.7
lbn,2017,1.8
lbn,2018,1.6
lbn,2019,1.7
lbr,2000,3.9
lbr,2001,3.8
lbr,2002,3.8
lbr,2003,3.9
lbr,2004,4.2
lbr,2005,3.9
lbr,2006,4
lbr,2007,4.2
lbr,2008,4.1
lbr,2009,3.9
lbr,2010,3.9
lbr,2011,4
lbr,2012,4
lbr,2013,3.9
lbr,2014,4
lbr,2015,3.7
lbr,2016,3.7
lbr,2017,3.7
lbr,2018,3.5
lbr,2019,3.3
lby,2000,3
lby,2001,2.9
lby,2002,2.9
lby,2003,2.7
lby,2004,2.5
lby,2005,2.5
lby,2006,2.5
lby,2007,3.2
lby,2008,3.4
lby,2009,3.9
lby,2010,3.7
lby,2011,3.2
lby,2012,3.4
lby,2013,3.1
lby,2014,3.2
lby,2015,3.1
lby,2016,3
lby,2017,3.2
lby,2018,3.4
lby,2019,2.9
lca,2000,1.9
lca,2001,1.8
lca,2002,1.6
lca,2003,1.6
lca,2004,1.6
lca,2005,1.6
lca,2006,1.6
lca,2007,1.6
lca,2008,1.7
lca,2009,1.6
lca,2010,1.7
lca,2011,1.6
lca,2012,1.8
lca,2013,1.8
lca,2014,1.8
lca,2015,1.8
lca,2016,1.6
lca,2017,1.7
lca,2018,1.7
lca,2019,1.7
lka,2000,14.4
lka,2001,10.2
lka,2002,9.9
lka,2003,10.2
lka,2004,9.8
lka,2005,18.8
lka,2006,8
lka,2007,8.7
lka,2008,8
lka,2009,8.7
lka,2010,11.4
lka,2011,7.4
lka,2012,7.1
lka,2013,6.7
lka,2014,5.2
lka,2015,6.7
lka,2016,6.6
lka,2017,6.4
lka,2018,6.3
lka,2019,6.2
lso,2000,12.7
lso,2001,12.3
lso,2002,12.9
lso,2003,14.7
lso,2004,15
lso,2005,14.4
lso,2006,18.8
lso,2007,19.1
lso,2008,25.9
lso,2009,26
lso,2010,25.9
lso,2011,29.4
lso,2012,34.5
lso,2013,37.5
lso,2014,39.5
lso,2015,39.3
lso,2016,36
lso,2017,30.8
lso,2018,29.9
lso,2019,30.1
ltu,2000,18.4
ltu,2001,16.3
ltu,2002,14
ltu,2003,15.3
ltu,2004,15.3
ltu,2005,14.4
ltu,2006,12.3
ltu,2007,11.4
ltu,2008,12.4
ltu,2009,12.2
ltu,2010,12.9
ltu,2011,14.2
ltu,2012,12.5
ltu,2013,13.9
ltu,2014,11.6
ltu,2015,11.9
ltu,2016,9.6
ltu,2017,11.5
ltu,2018,10.1
ltu,2019,9.6
lux,2000,9.2
lux,2001,9.2
lux,2002,8.3
lux,2003,8.9
lux,2004,5.7
lux,2005,6.7
lux,2006,7.5
lux,2007,7.8
lux,2008,7.8
lux,2009,6.4
lux,2010,6.8
lux,2011,7.4
lux,2012,7.7
lux,2013,7
lux,2014,9.1
lux,2015,7.7
lux,2016,6.4
lux,2017,6
lux,2018,6.7
lux,2019,7.1
lva,2000,12.8
lva,2001,11.5
lva,2002,12.8
lva,2003,11
lva,2004,9.5
lva,2005,10.2
lva,2006,7.1
lva,2007,8.1
lva,2008,9.4
lva,2009,9.2
lva,2010,5.9
lva,2011,7.2
lva,2012,7.3
lva,2013,6.2
lva,2014,7.1
lva,2015,8.4
lva,2016,8.2
lva,2017,8.3
lva,2018,4.3
lva,2019,7
mar,2000,7.6
mar,2001,7.5
mar,2002,7.4
mar,2003,7.3
mar,2004,7.1
mar,2005,7.1
mar,2006,6.9
mar,2007,6.9
mar,2008,6.7
mar,2009,6.6
mar,2010,6.4
mar,2011,6.2
mar,2012,6
mar,2013,5.8
mar,2014,5.5
mar,2015,5.3
mar,2016,5.1
mar,2017,5
mar,2018,4.8
mar,2019,4.7
mda,2000,4.6
mda,2001,5.8
mda,2002,5.8
mda,2003,5.3
mda,2004,5.8
mda,2005,5.9
mda,2006,5.7
mda,2007,5
mda,2008,6.3
mda,2009,5.6
mda,2010,5.8
mda,2011,4.4
mda,2012,5.9
mda,2013,5.2
mda,2014,4.7
mda,2015,5.4
mda,2016,4.7
mda,2017,4
mda,2018,3.8
mda,2019,4.1
mdg,2000,3.5
mdg,2001,3.4
mdg,2002,3.5
mdg,2003,3.6
mdg,2004,3.6
mdg,2005,3.5
mdg,2006,3.5
mdg,2007,3.4
mdg,2008,3.4
mdg,2009,3.4
mdg,2010,3.5
mdg,2011,3.5
mdg,2012,3.4
mdg,2013,3.4
mdg,2014,3.4
mdg,2015,3.4
mdg,2016,3.4
mdg,2017,3.4
mdg,2018,3.3
mdg,2019,3.4
mdv,2000,1.6
mdv,2001,1.6
mdv,2002,1.4
mdv,2003,1.3
mdv,2004,1.1
mdv,2005,1.1
mdv,2006,1
mdv,2007,1
mdv,2008,0.9
mdv,2009,0.9
mdv,2010,0.9
mdv,2011,0.9
mdv,2012,0.8
mdv,2013,0.8
mdv,2014,0.8
mdv,2015,0.8
mdv,2016,0.8
mdv,2017,0.8
mdv,2018,0.8
mdv,2019,0.8
mex,2000,1.1
mex,2001,1.4
mex,2002,1.3
mex,2003,1.4
mex,2004,1.3
mex,2005,1.4
mex,2006,1.3
mex,2007,1.5
mex,2008,1.7
mex,2009,1.8
mex,2010,1.7
mex,2011,2
mex,2012,1.9
mex,2013,2
mex,2014,2.3
mex,2015,2.3
mex,2016,2.1
mex,2017,2.2
mex,2018,2.2
mex,2019,2.2
mkd,2000,5.5
mkd,2001,4.9
mkd,2002,5.8
mkd,2003,5.2
mkd,2004,6.9
mkd,2005,4.8
mkd,2006,4.9
mkd,2007,5.3
mkd,2008,5.2
mkd,2009,4.8
mkd,2010,4
mkd,2011,3.7
mkd,2012,6
mkd,2013,3.9
mkd,2014,4.7
mkd,2015,4.7
mkd,2016,4.7
mkd,2017,4.8
mkd,2018,4.8
mkd,2019,4.8
mli,2000,4.1
mli,2001,4
mli,2002,3.9
mli,2003,3.7
mli,2004,3.7
mli,2005,3.7
mli,2006,3.6
mli,2007,3.5
mli,2008,3.6
mli,2009,3.5
mli,2010,3.4
mli,2011,3.3
mli,2012,3.4
mli,2013,3.4
mli,2014,3.3
mli,2015,3.2
mli,2016,3.2
mli,2017,3
mli,2018,3
mli,2019,2.9
mlt,2000,2.9
mlt,2001,4.5
mlt,2002,3.3
mlt,2003,3.8
mlt,2004,3.1
mlt,2005,2.9
mlt,2006,1.8
mlt,2007,1.9
mlt,2008,1.6
mlt,2009,1.6
mlt,2010,1.6
mlt,2011,2.2
mlt,2012,2
mlt,2013,2.7
mlt,2014,2.4
mlt,2015,2.7
mlt,2016,2.2
mlt,2017,2
mlt,2018,2.3
mlt,2019,2.3
mmr,2000,2.4
mmr,2001,2.3
mmr,2002,2.2
mmr,2003,2.2
mmr,2004,2.2
mmr,2005,2.1
mmr,2006,2.1
mmr,2007,1.9
mmr,2008,1.7
mmr,2009,1.7
mmr,2010,1.5
mmr,2011,1.5
mmr,2012,1.3
mmr,2013,1.3
mmr,2014,1.3
mmr,2015,1.2
mmr,2016,1.2
mmr,2017,1.1
mmr,2018,1.1
mmr,2019,1.1
mne,2000,11.2
mne,2001,10.9
mne,2002,11.1
mne,2003,11.4
mne,2004,11.4
mne,2005,11.1
mne,2006,11.2
mne,2007,10.7
mne,2008,10.8
mne,2009,10.8
mne,2010,10.5
mne,2011,10.7
mne,2012,10.9
mne,2013,10.7
mne,2014,10.9
mne,2015,10.9
mne,2016,10.7
mne,2017,10.7
mne,2018,10.7
mne,2019,10.4
mng,2000,10
mng,2001,9.5
mng,2002,9.1
mng,2003,9.2
mng,2004,9.2
mng,2005,9
mng,2006,8.7
mng,2007,8.1
mng,2008,8
mng,2009,8.3
mng,2010,8.2
mng,2011,7.8
mng,2012,7.5
mng,2013,7.1
mng,2014,6.6
mng,2015,6.4
mng,2016,6.2
mng,2017,5.9
mng,2018,5.6
mng,2019,5.4
moz,2000,5.8
moz,2001,5.7
moz,2002,5.5
moz,2003,5.5
moz,2004,5.5
moz,2005,5.5
moz,2006,5.4
moz,2007,5.3
moz,2008,5.9
moz,2009,6.6
moz,2010,6.9
moz,2011,7.2
moz,2012,7.6
moz,2013,7.1
moz,2014,6.1
moz,2015,5.9
moz,2016,5.6
moz,2017,5.5
moz,2018,5.7
moz,2019,5.7
mrt,2000,2.8
mrt,2001,2.7
mrt,2002,2.6
mrt,2003,2.6
mrt,2004,2.6
mrt,2005,2.5
mrt,2006,2.5
mrt,2007,2.4
mrt,2008,2.4
mrt,2009,2.4
mrt,2010,2.3
mrt,2011,2.3
mrt,2012,2.3
mrt,2013,2.3
mrt,2014,2.2
mrt,2015,2.2
mrt,2016,2.2
mrt,2017,2.2
mrt,2018,2.2
mrt,2019,2.2
mus,2000,5.1
mus,2001,6.4
mus,2002,4.8
mus,2003,4
mus,2004,3.9
mus,2005,4.1
mus,2006,4.2
mus,2007,5.2
mus,2008,2
mus,2009,3.5
mus,2010,3.1
mus,2011,3.9
mus,2012,4.4
mus,2013,2.7
mus,2014,4
mus,2015,3.8
mus,2016,2.7
mus,2017,4.1
mus,2018,4.4
mus,2019,2.8
mwi,2000,5.3
mwi,2001,4.7
mwi,2002,4.1
mwi,2003,3.7
mwi,2004,3.4
mwi,2005,3.1
mwi,2006,3.5
mwi,2007,3.8
mwi,2008,3.8
mwi,2009,4
mwi,2010,4
mwi,2011,3.3
mwi,2012,2.8
mwi,2013,2.4
mwi,2014,2.2
mwi,2015,2.2
mwi,2016,2.1
mwi,2017,2
mwi,2018,1.8
mwi,2019,1.7
mys,2000,2.3
mys,2001,2.1
mys,2002,2.1
mys,2003,2.2
mys,2004,2.2
mys,2005,2.1
mys,2006,2.1
mys,2007,2.1
mys,2008,2.1
mys,2009,2.1
mys,2010,2.1
mys,2011,2.1
mys,2012,2.1
mys,2013,2.1
mys,2014,2.1
mys,2015,2.2
mys,2016,2.2
mys,2017,2.2
mys,2018,2.3
mys,2019,2.3
nam,2000,8.8
nam,2001,8.5
nam,2002,8.5
nam,2003,7.9
nam,2004,6.5
nam,2005,7.5
nam,2006,7.8
nam,2007,7.1
nam,2008,5.4
nam,2009,5.5
nam,2010,5
nam,2011,3.8
nam,2012,3.3
nam,2013,3.5
nam,2014,4.6
nam,2015,5.3
nam,2016,4.6
nam,2017,3.9
nam,2018,3.1
nam,2019,3.2
ner,2000,3.5
ner,2001,3.6
ner,2002,3.5
ner,2003,3.5
ner,2004,3.4
ner,2005,3.4
ner,2006,3.4
ner,2007,3.4
ner,2008,3.4
ner,2009,3.3
ner,2010,3.4
ner,2011,3.4
ner,2012,3.4
ner,2013,3.4
ner,2014,3.4
ner,2015,3.4
ner,2016,3.3
ner,2017,3.3
ner,2018,3.3
ner,2019,3.3
nga,2000,2.9
nga,2001,2.9
nga,2002,2.9
nga,2003,2.8
nga,2004,2.9
nga,2005,2.8
nga,2006,2.8
nga,2007,2.7
nga,2008,2.6
nga,2009,2.5
nga,2010,2.4
nga,2011,2.3
nga,2012,2.2
nga,2013,2.2
nga,2014,2.1
nga,2015,2
nga,2016,2
nga,2017,2
nga,2018,2
nga,2019,1.9
nic,2000,3.6
nic,2001,3.3
nic,2002,2.9
nic,2003,3
nic,2004,2.8
nic,2005,2.3
nic,2006,2.1
nic,2007,2.4
nic,2008,2.8
nic,2009,3
nic,2010,2.3
nic,2011,2.9
nic,2012,2.5
nic,2013,2.5
nic,2014,2.2
nic,2015,2.2
nic,2016,1.8
nic,2017,2.1
nic,2018,2.2
nic,2019,1.9
nld,2000,6.4
nld,2001,6.3
nld,2002,6.5
nld,2003,6.3
nld,2004,6.3
nld,2005,6.3
nld,2006,6
nld,2007,5.1
nld,2008,5.6
nld,2009,5.7
nld,2010,5.8
nld,2011,6.2
nld,2012,7
nld,2013,7.5
nld,2014,7.7
nld,2015,7.9
nld,2016,8
nld,2017,8.1
nld,2018,8.5
nld,2019,8.3
nor,2000,6.8
nor,2001,7.3
nor,2002,6.7
nor,2003,6.7
nor,2004,8.6
nor,2005,8.3
nor,2006,7.5
nor,2007,7.4
nor,2008,7.7
nor,2009,7.4
nor,2010,8
nor,2011,7.7
nor,2012,6.9
nor,2013,7.9
nor,2014,6.7
nor,2015,8.7
nor,2016,8.6
nor,2017,8
nor,2018,7.8
nor,2019,7.7
npl,2000,2.3
npl,2001,2
npl,2002,2.3
npl,2003,2.3
npl,2004,2.1
npl,2005,2.4
npl,2006,2.3
npl,2007,2.4
npl,2008,2.5
npl,2009,2.5
npl,2010,2.5
npl,2011,2.6
npl,2012,2.6
npl,2013,2.7
npl,2014,2.6
npl,2015,2.7
npl,2016,2.7
npl,2017,2.7
npl,2018,2.7
npl,2019,2.7
nzl,2000,4.6
nzl,2001,7
nzl,2002,6.3
nzl,2003,7.8
nzl,2004,5.9
nzl,2005,6.7
nzl,2006,7
nzl,2007,6.3
nzl,2008,6.5
nzl,2009,5.5
nzl,2010,7.2
nzl,2011,5.5
nzl,2012,6.8
nzl,2013,7
nzl,2014,5.8
nzl,2015,6.5
nzl,2016,6.3
nzl,2017,6.6
nzl,2018,6
nzl,2019,5.8
omn,2000,1.6
omn,2001,1.6
omn,2002,1.6
omn,2003,1.6
omn,2004,1.5
omn,2005,1.5
omn,2006,1.6
omn,2007,1.5
omn,2008,1.4
omn,2009,1.4
omn,2010,1.5
omn,2011,1.4
omn,2012,1.3
omn,2013,1.3
omn,2014,1.2
omn,2015,1.2
omn,2016,1.1
omn,2017,1.1
omn,2018,1
omn,2019,1
pak,2000,4.6
pak,2001,4.7
pak,2002,4.8
pak,2003,4.9
pak,2004,4.9
pak,2005,4.8
pak,2006,4.9
pak,2007,4.7
pak,2008,4.7
pak,2009,4.6
pak,2010,4.6
pak,2011,4.5
pak,2012,4.5
pak,2013,4.5
pak,2014,4.5
pak,2015,4.5
pak,2016,4.5
pak,2017,4.5
pak,2018,4.4
pak,2019,4.3
pan,2000,1.5
pan,2001,1.6
pan,2002,2.2
pan,2003,1.3
pan,2004,2.1
pan,2005,1.5
pan,2006,0.8
pan,2007,1.2
pan,2008,1.9
pan,2009,1.5
pan,2010,1.1
pan,2011,1.2
pan,2012,0.9
pan,2013,0.7
pan,2014,1.1
pan,2015,1.1
pan,2016,1
pan,2017,0.9
pan,2018,1
pan,2019,1
per,2000,2.3
per,2001,2.1
per,2002,2
per,2003,2
per,2004,1.8
per,2005,1.8
per,2006,1.7
per,2007,1.6
per,2008,1.6
per,2009,1.9
per,2010,1.9
per,2011,1.8
per,2012,1.8
per,2013,1.7
per,2014,1.6
per,2015,1.5
per,2016,1.4
per,2017,1.4
per,2018,1.4
per,2019,1.4
phl,2000,0.9
phl,2001,0.7
phl,2002,0.9
phl,2003,1
phl,2004,0.9
phl,2005,1
phl,2006,0.9
phl,2007,1
phl,2008,1
phl,2009,1.3
phl,2010,1.3
phl,2011,1.5
phl,2012,1.3
phl,2013,1.2
phl,2014,1
phl,2015,1.1
phl,2016,1.1
phl,2017,1.1
phl,2018,1.1
phl,2019,1.2
png,2000,1
png,2001,1.2
png,2002,1.2
png,2003,1.2
png,2004,1.3
png,2005,1.3
png,2006,1.3
png,2007,1.4
png,2008,1.3
png,2009,1.3
png,2010,1.4
png,2011,1.4
png,2012,1.4
png,2013,1.5
png,2014,1.6
png,2015,1.6
png,2016,1.6
png,2017,1.5
png,2018,1.5
png,2019,1.6
pol,2000,5.4
pol,2001,4.8
pol,2002,5.6
pol,2003,5
pol,2004,5.1
pol,2005,5.1
pol,2006,4.9
pol,2007,4.6
pol,2008,4.7
pol,2009,5.4
pol,2010,4.8
pol,2011,4.4
pol,2012,4.6
pol,2013,4.8
pol,2014,4.6
pol,2015,4.1
pol,2016,3.4
pol,2017,3.4
pol,2018,3.1
pol,2019,3.1
prk,2000,9
prk,2001,8.8
prk,2002,8.7
prk,2003,8.3
prk,2004,8.1
prk,2005,8
prk,2006,7.9
prk,2007,8.1
prk,2008,8.3
prk,2009,8.2
prk,2010,8.3
prk,2011,8.4
prk,2012,8.3
prk,2013,8.4
prk,2014,8.4
prk,2015,8.6
prk,2016,8.5
prk,2017,8
prk,2018,7.6
prk,2019,7.6
prt,2000,3.1
prt,2001,4
prt,2002,5.2
prt,2003,5.3
prt,2004,5
prt,2005,5.3
prt,2006,5.2
prt,2007,6.6
prt,2008,6.2
prt,2009,6.1
prt,2010,6.6
prt,2011,5.4
prt,2012,5.6
prt,2013,5.9
prt,2014,7
prt,2015,7.8
prt,2016,5.2
prt,2017,6
prt,2018,6.3
prt,2019,5.7
pry,2000,2.3
pry,2001,2.5
pry,2002,3.2
pry,2003,2.2
pry,2004,2.9
pry,2005,3.5
pry,2006,2.7
pry,2007,2.6
pry,2008,2.3
pry,2009,2.5
pry,2010,2.2
pry,2011,2.7
pry,2012,3.2
pry,2013,2.8
pry,2014,3.8
pry,2015,3.2
pry,2016,2.8
pry,2017,3.4
pry,2018,3.2
pry,2019,3.2
qat,2000,2.2
qat,2001,2.2
qat,2002,2.2
qat,2003,1.9
qat,2004,1.8
qat,2005,1.7
qat,2006,2.1
qat,2007,2.5
qat,2008,2.3
qat,2009,2.2
qat,2010,2.2
qat,2011,2.1
qat,2012,2
qat,2013,1.8
qat,2014,1.8
qat,2015,1.9
qat,2016,1.8
qat,2017,1.8
qat,2018,1.7
qat,2019,1.7
rou,2000,4.6
rou,2001,3.9
rou,2002,4.8
rou,2003,4.7
rou,2004,4.1
rou,2005,4.4
rou,2006,4.5
rou,2007,4.2
rou,2008,4.2
rou,2009,3.6
rou,2010,4.5
rou,2011,3.7
rou,2012,3.5
rou,2013,3.7
rou,2014,3.3
rou,2015,3.5
rou,2016,3.2
rou,2017,3.5
rou,2018,3.3
rou,2019,3.3
rus,2000,16.1
rus,2001,15.9
rus,2002,16
rus,2003,15.9
rus,2004,15.4
rus,2005,15.4
rus,2006,14.1
rus,2007,13.5
rus,2008,13.2
rus,2009,12.8
rus,2010,12.6
rus,2011,12
rus,2012,11.6
rus,2013,11.2
rus,2014,11.3
rus,2015,11
rus,2016,10.7
rus,2017,10
rus,2018,9.7
rus,2019,9.1
rwa,2000,9
rwa,2001,8.1
rwa,2002,7.4
rwa,2003,6.6
rwa,2004,5.8
rwa,2005,5.5
rwa,2006,5.4
rwa,2007,5.1
rwa,2008,4.8
rwa,2009,4.4
rwa,2010,4.1
rwa,2011,3.9
rwa,2012,3.7
rwa,2013,3.4
