geo,time,sh_dyn_ncom_zs
hnd,2000,17
hnd,2001,16.9
hnd,2002,17.2
hnd,2003,17.3
hnd,2004,17.3
hnd,2005,17.4
hnd,2006,17.5
hnd,2007,17.3
hnd,2008,17.1
hnd,2009,16.9
hnd,2010,16.9
hnd,2011,17.1
hnd,2012,20.8
hnd,2013,20.9
hnd,2014,21
hnd,2015,21.2
hnd,2016,19.3
hnd,2017,19.5
hnd,2018,18.8
hnd,2019,18.7
hrv,2000,22.9
hrv,2001,22.3
hrv,2002,22
hrv,2003,21.9
hrv,2004,20.6
hrv,2005,20.7
hrv,2006,19.8
hrv,2007,19.9
hrv,2008,20.1
hrv,2009,19.5
hrv,2010,18.8
hrv,2011,18.3
hrv,2012,17.8
hrv,2013,17
hrv,2014,17
hrv,2015,17.6
hrv,2016,17
hrv,2017,16.8
hrv,2018,16.3
hrv,2019,16.1
hti,2000,34.5
hti,2001,34.2
hti,2002,33.8
hti,2003,33.8
hti,2004,33.7
hti,2005,33.8
hti,2006,33.7
hti,2007,33.9
hti,2008,33.8
hti,2009,33.7
hti,2010,33.7
hti,2011,33.5
hti,2012,33.3
hti,2013,32.9
hti,2014,32.8
hti,2015,32.6
hti,2016,32.2
hti,2017,31.7
hti,2018,31.6
hti,2019,31.3
hun,2000,29.1
hun,2001,27.2
hun,2002,27.1
hun,2003,27.2
hun,2004,26.8
hun,2005,26.7
hun,2006,26.2
hun,2007,25.9
hun,2008,25.3
hun,2009,25.3
hun,2010,24.5
hun,2011,24.5
hun,2012,23.7
hun,2013,23.1
hun,2014,23
hun,2015,23.2
hun,2016,22.8
hun,2017,23.1
hun,2018,22.7
hun,2019,22.1
idn,2000,25.6
idn,2001,25.7
idn,2002,25.8
idn,2003,25.9
idn,2004,26
idn,2005,26.1
idn,2006,26.1
idn,2007,26.2
idn,2008,26.2
idn,2009,26.2
idn,2010,26.1
idn,2011,25.9
idn,2012,25.8
idn,2013,25.7
idn,2014,25.6
idn,2015,25.6
idn,2016,25.4
idn,2017,25.2
idn,2018,25
idn,2019,24.8
ind,2000,25.1
ind,2001,24.9
ind,2002,24.6
ind,2003,23.9
ind,2004,22.5
ind,2005,22.5
ind,2006,22.8
ind,2007,23.1
ind,2008,23.3
ind,2009,23.2
ind,2010,23.7
ind,2011,23.9
ind,2012,23.7
ind,2013,22.7
ind,2014,22
ind,2015,22.6
ind,2016,22.6
ind,2017,22.2
ind,2018,22
ind,2019,21.9
irl,2000,17.7
irl,2001,16.7
irl,2002,15.7
irl,2003,15.4
irl,2004,14.5
irl,2005,13.9
irl,2006,13.4
irl,2007,13
irl,2008,13
irl,2009,12.8
irl,2010,11.3
irl,2011,11.9
irl,2012,11.6
irl,2013,11.4
irl,2014,10.9
irl,2015,10.6
irl,2016,10.4
irl,2017,10.2
irl,2018,9.9
irl,2019,9.7
irn,2000,20.6
irn,2001,20.2
irn,2002,19.7
irn,2003,19.2
irn,2004,18.7
irn,2005,18.1
irn,2006,17.6
irn,2007,17.1
irn,2008,16.6
irn,2009,16.1
irn,2010,15.5
irn,2011,15.3
irn,2012,15.3
irn,2013,15.3
irn,2014,15.3
irn,2015,15.4
irn,2016,15.2
irn,2017,15.1
irn,2018,14.9
irn,2019,14.8
irq,2000,29.4
irq,2001,28.7
irq,2002,28.3
irq,2003,28.3
irq,2004,27.9
irq,2005,27.6
irq,2006,27.3
irq,2007,27.1
irq,2008,26.9
irq,2009,26.6
irq,2010,26.3
irq,2011,26
irq,2012,25.5
irq,2013,25
irq,2014,24.6
irq,2015,24.3
irq,2016,24
irq,2017,23.7
irq,2018,23.4
irq,2019,23.5
isl,2000,13.3
isl,2001,12.6
isl,2002,12.2
isl,2003,11.8
isl,2004,11.5
isl,2005,11.4
isl,2006,11
isl,2007,10.6
isl,2008,10.2
isl,2009,9.9
isl,2010,9.9
isl,2011,9.7
isl,2012,9.4
isl,2013,9.3
isl,2014,9.3
isl,2015,9.2
isl,2016,8.8
isl,2017,8.7
isl,2018,8.5
isl,2019,8.7
isr,2000,14.3
isr,2001,13.7
isr,2002,13
isr,2003,12.7
isr,2004,12
isr,2005,12.2
isr,2006,11.6
isr,2007,11.5
isr,2008,11
isr,2009,10.3
isr,2010,10.4
isr,2011,10
isr,2012,9.9
isr,2013,9.9
isr,2014,9.5
isr,2015,9.6
isr,2016,9.2
isr,2017,9
isr,2018,8.9
isr,2019,8.8
ita,2000,13.6
ita,2001,13.2
ita,2002,12.9
ita,2003,12.7
ita,2004,12
ita,2005,11.8
ita,2006,11.4
ita,2007,11.2
ita,2008,10.9
ita,2009,10.8
ita,2010,10.4
ita,2011,10.5
ita,2012,10.4
ita,2013,10
ita,2014,9.8
ita,2015,9.8
ita,2016,9.3
ita,2017,9.4
ita,2018,9.1
ita,2019,9
jam,2000,18.2
jam,2001,17.8
jam,2002,17.1
jam,2003,16.6
jam,2004,15.7
jam,2005,14.1
jam,2006,14.3
jam,2007,15.5
jam,2008,17.5
jam,2009,18.9
jam,2010,16.1
jam,2011,17.4
jam,2012,15.5
jam,2013,15.2
jam,2014,16.6
jam,2015,16.8
jam,2016,16.7
jam,2017,16.6
jam,2018,16.7
jam,2019,16.9
jor,2000,23.9
jor,2001,23.6
jor,2002,23.2
jor,2003,22.2
jor,2004,22
jor,2005,21.8
jor,2006,21.3
jor,2007,20
jor,2008,18.6
jor,2009,17.7
jor,2010,17.1
jor,2011,16.3
jor,2012,15.9
jor,2013,15.3
jor,2014,15.1
jor,2015,14.9
jor,2016,14.8
jor,2017,15
jor,2018,15.2
jor,2019,15.3
jpn,2000,11.4
jpn,2001,11.1
jpn,2002,10.8
jpn,2003,10.6
jpn,2004,10.5
jpn,2005,10.3
jpn,2006,10
jpn,2007,9.9
jpn,2008,9.7
jpn,2009,9.6
jpn,2010,9.5
jpn,2011,9.4
jpn,2012,9.1
jpn,2013,8.9
jpn,2014,8.8
jpn,2015,8.6
jpn,2016,8.7
jpn,2017,8.6
jpn,2018,8.4
jpn,2019,8.3
kaz,2000,41.5
kaz,2001,40.2
kaz,2002,39.1
kaz,2003,39.8
kaz,2004,37.9
kaz,2005,37.6
kaz,2006,36.3
kaz,2007,35.6
kaz,2008,33.3
kaz,2009,31.2
kaz,2010,31.4
kaz,2011,30.4
kaz,2012,29.2
kaz,2013,27.3
kaz,2014,26.3
kaz,2015,25.6
kaz,2016,24.8
kaz,2017,24.1
kaz,2018,23.1
kaz,2019,22.4
ken,2000,22.1
ken,2001,21.8
ken,2002,21.8
ken,2003,21.5
ken,2004,21.4
ken,2005,22.2
ken,2006,22.3
ken,2007,22.7
ken,2008,22.7
ken,2009,22.4
ken,2010,22.2
ken,2011,22.1
ken,2012,22
ken,2013,21.9
ken,2014,21.5
ken,2015,21.1
ken,2016,20.8
ken,2017,20.8
ken,2018,21
ken,2019,21
kgz,2000,33.5
kgz,2001,31.5
kgz,2002,32.6
kgz,2003,33.2
kgz,2004,32
kgz,2005,32.5
kgz,2006,32.8
kgz,2007,32.1
kgz,2008,30.6
kgz,2009,29.5
kgz,2010,27.9
kgz,2011,28.4
kgz,2012,26.9
kgz,2013,26.2
kgz,2014,26.3
kgz,2015,24.9
kgz,2016,23
kgz,2017,22.3
kgz,2018,21.3
kgz,2019,20.3
khm,2000,27.2
khm,2001,26.7
khm,2002,26.2
khm,2003,25.7
khm,2004,25.5
khm,2005,25.2
khm,2006,24.9
khm,2007,24.5
khm,2008,24.1
khm,2009,23.8
khm,2010,23.7
khm,2011,23.5
khm,2012,23.4
khm,2013,23.2
khm,2014,23
khm,2015,22.8
khm,2016,22.7
khm,2017,22.6
khm,2018,22.6
khm,2019,22.5
kir,2000,56
kir,2001,55.7
kir,2002,55.4
kir,2003,54.9
kir,2004,54.6
kir,2005,54.5
kir,2006,54
kir,2007,53.9
kir,2008,53.7
kir,2009,53.4
kir,2010,53
kir,2011,52.8
kir,2012,52.4
kir,2013,52.3
kir,2014,52
kir,2015,51.7
kir,2016,51.5
kir,2017,51.3
kir,2018,51
kir,2019,50.8
kor,2000,16.5
kor,2001,15.8
kor,2002,15.5
kor,2003,14.9
kor,2004,14.3
kor,2005,13.5
kor,2006,12.7
kor,2007,12.2
kor,2008,11.6
kor,2009,11
kor,2010,10.6
kor,2011,10
kor,2012,9.5
kor,2013,9
kor,2014,8.7
kor,2015,8.4
kor,2016,8.2
kor,2017,7.8
kor,2018,7.5
kor,2019,7.3
kwt,2000,17.3
kwt,2001,15.3
kwt,2002,16.4
kwt,2003,15.9
kwt,2004,15.9
kwt,2005,15.7
kwt,2006,15.7
kwt,2007,15.2
kwt,2008,16.2
kwt,2009,15
kwt,2010,13.2
kwt,2011,12
kwt,2012,11.8
kwt,2013,11.5
kwt,2014,11.3
kwt,2015,11.4
kwt,2016,11.5
kwt,2017,11.7
kwt,2018,11.8
kwt,2019,11.9
lao,2000,31.6
lao,2001,31.7
lao,2002,31.1
lao,2003,30.8
lao,2004,30.5
lao,2005,30.4
lao,2006,30.2
lao,2007,29.7
lao,2008,29.4
lao,2009,28.8
lao,2010,28.3
lao,2011,27.8
lao,2012,27.4
lao,2013,27.1
lao,2014,26.9
lao,2015,26.8
lao,2016,26.7
lao,2017,26.7
lao,2018,26.8
lao,2019,26.8
lbn,2000,20.2
lbn,2001,19.9
lbn,2002,19.8
lbn,2003,19.8
lbn,2004,19.9
lbn,2005,20.1
lbn,2006,20.1
lbn,2007,20.5
lbn,2008,20.6
lbn,2009,20.7
lbn,2010,20.7
lbn,2011,20.8
lbn,2012,20.8
lbn,2013,20.8
lbn,2014,20.7
lbn,2015,20.6
lbn,2016,20.4
lbn,2017,20.3
lbn,2018,19.9
lbn,2019,19.9
lbr,2000,19.7
lbr,2001,19
lbr,2002,19
lbr,2003,18.5
lbr,2004,19.2
lbr,2005,18.6
lbr,2006,19
lbr,2007,19.7
lbr,2008,19.7
lbr,2009,19.8
lbr,2010,20
lbr,2011,20.4
lbr,2012,20.2
lbr,2013,19.5
lbr,2014,19.5
lbr,2015,18
lbr,2016,17.8
lbr,2017,17.7
lbr,2018,17.6
lbr,2019,17.8
lby,2000,19.4
lby,2001,19.3
lby,2002,19.2
lby,2003,18.7
lby,2004,17.8
lby,2005,17.8
lby,2006,17.8
lby,2007,19.3
lby,2008,18.8
lby,2009,18.8
lby,2010,17.8
lby,2011,17.6
lby,2012,17.7
lby,2013,17.4
lby,2014,18
lby,2015,18.2
lby,2016,18.4
lby,2017,18.8
lby,2018,19
lby,2019,18.6
lca,2000,20.3
lca,2001,20
lca,2002,19.1
lca,2003,19
lca,2004,18.6
lca,2005,18.5
lca,2006,18.4
lca,2007,17.7
lca,2008,17.7
lca,2009,17.2
lca,2010,17
lca,2011,16.5
lca,2012,16.8
lca,2013,16.9
lca,2014,17.2
lca,2015,17.3
lca,2016,17.6
lca,2017,17.8
lca,2018,17.9
lca,2019,17.7
lka,2000,19.2
lka,2001,18.6
lka,2002,17.7
lka,2003,17.8
lka,2004,17.4
lka,2005,18.7
lka,2006,17.3
lka,2007,16.9
lka,2008,16.9
lka,2009,17.2
lka,2010,17
lka,2011,15.7
lka,2012,15.2
lka,2013,15.2
lka,2014,14.9
lka,2015,14.6
lka,2016,14.3
lka,2017,13.9
lka,2018,13.6
lka,2019,13.2
lso,2000,32.2
lso,2001,31.9
lso,2002,33.3
lso,2003,35.3
lso,2004,36.1
lso,2005,36.5
lso,2006,39.1
lso,2007,40.1
lso,2008,42.5
lso,2009,42.9
lso,2010,43.2
lso,2011,43.9
lso,2012,45.7
lso,2013,47.3
lso,2014,48.1
lso,2015,47.9
lso,2016,46.3
lso,2017,44.2
lso,2018,43.4
lso,2019,42.7
ltu,2000,24.2
ltu,2001,24.5
ltu,2002,24.6
ltu,2003,24.5
ltu,2004,24.9
ltu,2005,25.7
ltu,2006,26.4
ltu,2007,26.6
ltu,2008,25.2
ltu,2009,24.4
ltu,2010,23.7
ltu,2011,23.7
ltu,2012,22.9
ltu,2013,22.2
ltu,2014,21.4
ltu,2015,22.2
ltu,2016,21.4
ltu,2017,19.8
ltu,2018,19.8
ltu,2019,19.3
lux,2000,15.2
lux,2001,15
lux,2002,14.5
lux,2003,14.2
lux,2004,13.9
lux,2005,13.6
lux,2006,13
lux,2007,12.4
lux,2008,12.2
lux,2009,11.9
lux,2010,11.8
lux,2011,11.3
lux,2012,10.8
lux,2013,10.4
lux,2014,10
lux,2015,9.7
lux,2016,9.5
lux,2017,9.6
lux,2018,9.6
lux,2019,9.7
lva,2000,27.9
lva,2001,29.1
lva,2002,28.9
lva,2003,28.2
lva,2004,28.1
lva,2005,28.4
lva,2006,29.1
lva,2007,28.6
lva,2008,27.2
lva,2009,26
lva,2010,26
lva,2011,25.2
lva,2012,24.1
lva,2013,23.5
lva,2014,23.2
lva,2015,22
lva,2016,22
lva,2017,22.3
lva,2018,22.2
lva,2019,21.6
mar,2000,25.8
mar,2001,25.5
mar,2002,25
mar,2003,25.2
mar,2004,25.1
mar,2005,25
mar,2006,24.9
mar,2007,25
mar,2008,24.8
mar,2009,24.6
mar,2010,24.4
mar,2011,24.3
mar,2012,24.2
mar,2013,24.7
mar,2014,24.5
mar,2015,24.4
mar,2016,24.3
mar,2017,24.2
mar,2018,24.2
mar,2019,24.1
mda,2000,33
mda,2001,31
mda,2002,31.9
mda,2003,32
mda,2004,31.4
mda,2005,32.3
mda,2006,31.2
mda,2007,30.1
mda,2008,29.2
mda,2009,29.6
mda,2010,29.9
mda,2011,27
mda,2012,26.2
mda,2013,25.2
mda,2014,25.6
mda,2015,26.6
mda,2016,25.9
mda,2017,24.4
mda,2018,24.5
mda,2019,24.1
mdg,2000,28.7
mdg,2001,28.3
mdg,2002,28.8
mdg,2003,29.3
mdg,2004,29.2
mdg,2005,28.6
mdg,2006,28.4
mdg,2007,28
mdg,2008,27.9
mdg,2009,27.8
mdg,2010,27.7
mdg,2011,27.6
mdg,2012,27.2
mdg,2013,27
mdg,2014,27.1
mdg,2015,26.6
mdg,2016,26.5
mdg,2017,26.2
mdg,2018,26.1
mdg,2019,26
mdv,2000,25.7
mdv,2001,25.1
mdv,2002,24
mdv,2003,23.3
mdv,2004,21.7
mdv,2005,20.7
mdv,2006,19.7
mdv,2007,18.8
mdv,2008,18
mdv,2009,17.3
mdv,2010,16.5
mdv,2011,15.5
mdv,2012,14.6
mdv,2013,13.9
mdv,2014,13.1
mdv,2015,12.7
mdv,2016,12.3
mdv,2017,12.2
mdv,2018,11.8
mdv,2019,11.6
mex,2000,16.7
mex,2001,16.5
mex,2002,17
mex,2003,17.1
mex,2004,16.7
mex,2005,16.7
mex,2006,16.4
mex,2007,16.1
mex,2008,16.4
mex,2009,16.1
mex,2010,15.9
mex,2011,15.4
mex,2012,15.5
mex,2013,15.2
mex,2014,15.6
mex,2015,15.7
mex,2016,16
mex,2017,15.7
mex,2018,15.6
mex,2019,15.6
mkd,2000,30.2
mkd,2001,29.8
mkd,2002,30.2
mkd,2003,29.2
mkd,2004,28.1
mkd,2005,28.3
mkd,2006,28.8
mkd,2007,28.7
mkd,2008,27.4
mkd,2009,27.2
mkd,2010,26.6
mkd,2011,26.6
mkd,2012,25.7
mkd,2013,24.8
mkd,2014,24.9
mkd,2015,24.5
mkd,2016,24
mkd,2017,23.6
mkd,2018,23.2
mkd,2019,22.7
mli,2000,25
mli,2001,24.6
mli,2002,24.4
mli,2003,24.1
mli,2004,23.9
mli,2005,23.9
mli,2006,23.7
mli,2007,23.8
mli,2008,23.9
mli,2009,23.9
mli,2010,23.7
mli,2011,23.5
mli,2012,23.5
mli,2013,23.5
mli,2014,23.5
mli,2015,23.3
mli,2016,23.1
mli,2017,22.7
mli,2018,22.6
mli,2019,22.3
mlt,2000,15.8
mlt,2001,15.2
mlt,2002,14.4
mlt,2003,13.9
mlt,2004,13.4
mlt,2005,13.2
mlt,2006,13
mlt,2007,12.8
mlt,2008,12.4
mlt,2009,12.1
mlt,2010,11.8
mlt,2011,11.5
mlt,2012,11.1
mlt,2013,10.9
mlt,2014,10.8
mlt,2015,10.7
mlt,2016,10.6
mlt,2017,10.5
mlt,2018,10.5
mlt,2019,10.5
mmr,2000,32.2
mmr,2001,31.9
mmr,2002,31.8
mmr,2003,31.8
mmr,2004,32.1
mmr,2005,31.6
mmr,2006,31.5
mmr,2007,30.7
mmr,2008,29.6
mmr,2009,29
mmr,2010,28.3
mmr,2011,28
mmr,2012,27.4
mmr,2013,26.8
mmr,2014,26.5
mmr,2015,26.1
mmr,2016,25.9
mmr,2017,25.3
mmr,2018,25.2
mmr,2019,24.9
mne,2000,24.8
mne,2001,25.2
mne,2002,25.6
mne,2003,25.9
mne,2004,25.9
mne,2005,25.8
mne,2006,25.6
mne,2007,24.8
mne,2008,24.3
mne,2009,24.1
mne,2010,23.6
mne,2011,23.6
mne,2012,23.1
mne,2013,22.7
mne,2014,22.7
mne,2015,22.8
mne,2016,22.8
mne,2017,22.8
mne,2018,22.5
mne,2019,22.3
mng,2000,46.4
mng,2001,46.6
mng,2002,46.1
mng,2003,45.3
mng,2004,44.3
mng,2005,43.6
mng,2006,42.6
mng,2007,41.5
mng,2008,40.8
mng,2009,41.4
mng,2010,41.6
mng,2011,40.9
mng,2012,38.5
mng,2013,37.4
mng,2014,36.5
mng,2015,36.1
mng,2016,35.8
mng,2017,35.4
mng,2018,35.2
mng,2019,35
moz,2000,28.9
moz,2001,28.6
moz,2002,28.6
moz,2003,28.7
moz,2004,29
moz,2005,29.4
moz,2006,29.7
moz,2007,29.9
moz,2008,30.7
moz,2009,31.6
moz,2010,32.3
moz,2011,32.8
moz,2012,33.3
moz,2013,33.1
moz,2014,32.4
moz,2015,31.8
moz,2016,31.3
moz,2017,30.9
moz,2018,30.8
moz,2019,30.6
mrt,2000,18.7
mrt,2001,18.3
mrt,2002,18
mrt,2003,17.6
mrt,2004,17.8
mrt,2005,17.1
mrt,2006,17.1
mrt,2007,17.1
mrt,2008,16.6
mrt,2009,16.6
mrt,2010,16.4
mrt,2011,16
mrt,2012,16.5
mrt,2013,16.2
mrt,2014,16.1
mrt,2015,15.9
mrt,2016,15.9
mrt,2017,15.9
mrt,2018,16
mrt,2019,16.1
mus,2000,29.1
mus,2001,28.9
mus,2002,28.8
mus,2003,28.3
mus,2004,28.3
mus,2005,27.8
mus,2006,26.8
mus,2007,27
mus,2008,25.9
mus,2009,25.2
mus,2010,24.4
mus,2011,24.1
mus,2012,24.1
mus,2013,23.6
mus,2014,23.4
mus,2015,23.5
mus,2016,23.2
mus,2017,23.1
mus,2018,23.2
mus,2019,23.2
mwi,2000,31.4
mwi,2001,30.4
mwi,2002,29.4
mwi,2003,28.8
mwi,2004,28.4
mwi,2005,27.6
mwi,2006,27.8
mwi,2007,27.9
mwi,2008,27.6
mwi,2009,27.7
mwi,2010,27.6
mwi,2011,26.4
mwi,2012,25.4
mwi,2013,24.6
mwi,2014,24.3
mwi,2015,24
mwi,2016,23.7
mwi,2017,23.4
mwi,2018,22.9
mwi,2019,22.6
mys,2000,23.2
mys,2001,22
mys,2002,21.5
mys,2003,21.7
mys,2004,21.1
mys,2005,20.4
mys,2006,20
mys,2007,19.6
mys,2008,19.7
mys,2009,19.5
mys,2010,18.9
mys,2011,18.6
mys,2012,18.2
mys,2013,17.4
mys,2014,17.7
mys,2015,17.7
mys,2016,18
mys,2017,18.1
mys,2018,18.1
mys,2019,18.4
nam,2000,31.3
nam,2001,30.7
nam,2002,30.6
nam,2003,30
nam,2004,28.9
nam,2005,29.7
nam,2006,29.4
nam,2007,28.5
nam,2008,26.6
nam,2009,26
nam,2010,25.6
nam,2011,24.4
nam,2012,23.5
nam,2013,23.4
nam,2014,24
nam,2015,24.7
nam,2016,23.9
nam,2017,23.8
nam,2018,22.8
nam,2019,22.6
ner,2000,21.6
ner,2001,21.9
ner,2002,21.7
ner,2003,22.1
ner,2004,21.6
ner,2005,21.8
ner,2006,21.6
ner,2007,21.6
ner,2008,21.3
ner,2009,21.3
ner,2010,21.4
ner,2011,21.4
ner,2012,21.5
ner,2013,21.5
ner,2014,21.5
ner,2015,21.5
ner,2016,21.4
ner,2017,21.3
ner,2018,21.1
ner,2019,21
nga,2000,21.9
nga,2001,21.9
nga,2002,21.6
nga,2003,21.4
nga,2004,21.2
nga,2005,20.7
nga,2006,20.3
nga,2007,20
nga,2008,19.6
nga,2009,19.2
nga,2010,18.8
nga,2011,18.7
nga,2012,18.5
nga,2013,18.3
nga,2014,18
nga,2015,17.8
nga,2016,17.6
nga,2017,17.3
nga,2018,17.1
nga,2019,16.9
nic,2000,15.3
nic,2001,15.4
nic,2002,16.1
nic,2003,15.8
nic,2004,15.8
nic,2005,16.5
nic,2006,14.6
nic,2007,15.7
nic,2008,16.1
nic,2009,16
nic,2010,15.4
nic,2011,15.7
nic,2012,16
nic,2013,15.9
nic,2014,16
nic,2015,15
nic,2016,15.8
nic,2017,15.6
nic,2018,15.6
nic,2019,15.3
nld,2000,16.5
nld,2001,15.9
nld,2002,15.8
nld,2003,15.1
nld,2004,14.6
nld,2005,14
nld,2006,13.5
nld,2007,13.2
nld,2008,13
nld,2009,12.7
nld,2010,12.6
nld,2011,12.2
nld,2012,12
nld,2013,11.6
nld,2014,11.1
nld,2015,11.2
nld,2016,11.1
nld,2017,10.6
nld,2018,10.4
nld,2019,10.3
nor,2000,14.3
nor,2001,14
nor,2002,13.9
nor,2003,13.1
nor,2004,12.7
nor,2005,12.3
nor,2006,12
nor,2007,12
nor,2008,11.7
nor,2009,11.3
nor,2010,11.3
nor,2011,10.8
nor,2012,10.7
nor,2013,10.5
nor,2014,9.9
nor,2015,9.5
nor,2016,9.5
nor,2017,9.2
nor,2018,8.9
nor,2019,8.7
npl,2000,19.2
npl,2001,18.8
npl,2002,18
npl,2003,18.1
npl,2004,18.1
npl,2005,18.4
npl,2006,18.8
npl,2007,19
npl,2008,19.4
npl,2009,20
npl,2010,20.2
npl,2011,20.8
npl,2012,21.1
npl,2013,21.3
npl,2014,21.5
npl,2015,21.5
npl,2016,21.3
npl,2017,21.4
npl,2018,21.5
npl,2019,21.5
nzl,2000,15.9
nzl,2001,15.8
nzl,2002,15.2
nzl,2003,14.6
nzl,2004,14.3
nzl,2005,13.3
nzl,2006,13.1
nzl,2007,13
nzl,2008,12.3
nzl,2009,12
nzl,2010,11.8
nzl,2011,11.9
nzl,2012,11.4
nzl,2013,11
nzl,2014,10.8
nzl,2015,10.9
nzl,2016,10.8
nzl,2017,10.9
nzl,2018,10.4
nzl,2019,10.3
omn,2000,34.9
omn,2001,34.6
omn,2002,34.4
omn,2003,34.2
omn,2004,33.7
omn,2005,34
omn,2006,34.3
omn,2007,33.9
omn,2008,34
omn,2009,33.4
omn,2010,32.7
omn,2011,30.8
omn,2012,30.1
omn,2013,27.1
omn,2014,24.5
omn,2015,23.8
omn,2016,22.8
omn,2017,22.5
omn,2018,21.7
omn,2019,21.5
pak,2000,33.5
pak,2001,33.6
pak,2002,33.7
pak,2003,33.7
pak,2004,33.5
pak,2005,33.3
pak,2006,33.1
pak,2007,32.7
pak,2008,32.4
pak,2009,32
pak,2010,31.8
pak,2011,31.5
pak,2012,31.3
pak,2013,31.1
pak,2014,30.9
pak,2015,30.7
pak,2016,30.4
pak,2017,30.1
pak,2018,29.8
pak,2019,29.4
pan,2000,12.4
pan,2001,12.2
pan,2002,12.4
pan,2003,12.5
pan,2004,12.3
pan,2005,12.1
pan,2006,12.2
pan,2007,11.5
pan,2008,11.5
pan,2009,11.6
pan,2010,11.5
pan,2011,11.5
pan,2012,11.8
pan,2013,11.5
pan,2014,11.5
pan,2015,11.3
pan,2016,10.7
pan,2017,11.1
pan,2018,10.8
pan,2019,10.7
per,2000,12.1
per,2001,11.5
per,2002,11.5
per,2003,11.5
per,2004,11
per,2005,10.8
per,2006,10.5
per,2007,10.1
per,2008,10.3
per,2009,11.6
per,2010,11.8
per,2011,11.6
per,2012,11.2
per,2013,10.9
per,2014,10.5
per,2015,10.1
per,2016,10
per,2017,9.9
per,2018,9.8
per,2019,9.7
phl,2000,23.1
phl,2001,23.8
phl,2002,24.4
phl,2003,24
phl,2004,24.2
phl,2005,24.3
phl,2006,25
phl,2007,24.6
phl,2008,24.6
phl,2009,24.8
phl,2010,24.4
phl,2011,24.2
phl,2012,24.8
phl,2013,24.8
phl,2014,24
phl,2015,24.6
phl,2016,24.6
phl,2017,24.6
phl,2018,24.6
phl,2019,24.5
png,2000,31.4
png,2001,32.7
png,2002,32.6
png,2003,33.8
png,2004,34.6
png,2005,35
png,2006,35.2
png,2007,35.7
png,2008,35.5
png,2009,34.9
png,2010,35.4
png,2011,35.4
png,2012,36.2
png,2013,36.1
png,2014,36.4
png,2015,36.4
png,2016,36.3
png,2017,35.9
png,2018,35.9
png,2019,36
pol,2000,25
pol,2001,24.3
pol,2002,23.4
pol,2003,23.2
pol,2004,22.9
pol,2005,22.5
pol,2006,22.4
pol,2007,22.2
pol,2008,21.6
pol,2009,21.5
pol,2010,20.6
pol,2011,20
pol,2012,20.1
pol,2013,19.7
pol,2014,19
pol,2015,19.4
pol,2016,18.6
pol,2017,18.2
pol,2018,17.4
pol,2019,17
prk,2000,24.1
prk,2001,24
prk,2002,24.5
prk,2003,23.8
prk,2004,23.5
prk,2005,23.2
prk,2006,23.2
prk,2007,23.9
prk,2008,25.1
prk,2009,25.3
prk,2010,25.8
prk,2011,26
prk,2012,25.8
prk,2013,25.8
prk,2014,25.9
prk,2015,26.1
prk,2016,25.8
prk,2017,24.9
prk,2018,23.9
prk,2019,23.9
prt,2000,15.8
prt,2001,15.5
prt,2002,15
prt,2003,14.8
prt,2004,14
prt,2005,14.2
prt,2006,13.5
prt,2007,13.1
prt,2008,12.9
prt,2009,12.7
prt,2010,12.4
prt,2011,12.2
prt,2012,12.1
prt,2013,11.8
prt,2014,11.5
prt,2015,11.5
prt,2016,11.5
prt,2017,11.3
prt,2018,11.4
prt,2019,11
pry,2000,16.8
pry,2001,16
pry,2002,16.1
pry,2003,16.7
pry,2004,17.4
pry,2005,17.2
pry,2006,17.5
pry,2007,17.3
pry,2008,16.9
pry,2009,17.3
pry,2010,17.3
pry,2011,16.5
pry,2012,16.2
pry,2013,16.1
pry,2014,15.8
pry,2015,16
pry,2016,16.3
pry,2017,16.5
pry,2018,16.2
pry,2019,16
qat,2000,27.6
qat,2001,26.4
qat,2002,26.4
qat,2003,25.4
qat,2004,23.8
qat,2005,23
qat,2006,22.1
qat,2007,21.4
qat,2008,20
qat,2009,18.7
qat,2010,17.3
qat,2011,16
qat,2012,14.9
qat,2013,13.7
qat,2014,12.8
qat,2015,11.7
qat,2016,11.2
qat,2017,10.8
qat,2018,10.8
qat,2019,10.7
rou,2000,26.5
rou,2001,26.7
rou,2002,27.2
rou,2003,26.8
rou,2004,25.7
rou,2005,25.5
rou,2006,24.8
rou,2007,24.1
rou,2008,23.7
rou,2009,23.7
rou,2010,23.1
rou,2011,22.1
rou,2012,22
rou,2013,21.4
rou,2014,21.7
rou,2015,21.7
rou,2016,21.6
rou,2017,21.5
rou,2018,21.7
rou,2019,21
rus,2000,36.9
rus,2001,37.5
rus,2002,38.4
rus,2003,38.3
rus,2004,37.4
rus,2005,37.3
rus,2006,34.6
rus,2007,32.8
rus,2008,32.8
rus,2009,31.6
rus,2010,30.9
rus,2011,29.1
rus,2012,27.7
rus,2013,26.8
rus,2014,28.4
rus,2015,26.4
rus,2016,27
rus,2017,25.4
rus,2018,25.3
rus,2019,24.2
rwa,2000,36.7
rwa,2001,34.1
rwa,2002,31.8
rwa,2003,29.5
rwa,2004,27.5
rwa,2005,26
rwa,2006,25
rwa,2007,24.2
rwa,2008,23.4
rwa,2009,22.5
rwa,2010,22
rwa,2011,21.5
rwa,2012,21.2
rwa,2013,20.8
rwa,2014,20.8
