geo,time,sp_dyn_le00_in
deu,1971,70.74288
deu,1972,70.867
deu,1973,71.01668
deu,1974,71.19541
deu,1975,71.40173
deu,1976,71.63415
deu,1977,71.88368
deu,1978,72.14329
deu,1979,72.40854
deu,1980,72.6779
deu,1981,72.95039
deu,1982,73.227
deu,1983,73.5052
deu,1984,73.78293
deu,1985,74.05463
deu,1986,74.31373
deu,1987,74.55968
deu,1988,74.79249
deu,1989,75.01315
deu,1990,75.22776
deu,1991,75.31951
deu,1992,75.81951
deu,1993,75.87073
deu,1994,76.27073
deu,1995,76.42195
deu,1996,76.67317
deu,1997,77.07317
deu,1998,77.47561
deu,1999,77.72683
deu,2000,77.92683
deu,2001,78.32927
deu,2002,78.22927
deu,2003,78.38049
deu,2004,78.68049
deu,2005,78.93171
deu,2006,79.13171
deu,2007,79.53415
deu,2008,79.73659
deu,2009,79.83659
deu,2010,79.9878
deu,2011,80.43659
deu,2012,80.53902
deu,2013,80.49024
deu,2014,81.09024
deu,2015,80.64146
deu,2016,80.99024
deu,2017,80.99268
deu,2018,80.89268
deu,2019,81.29268
deu,2020,80.94146
dji,1960,44.038
dji,1961,44.469
dji,1962,44.892
dji,1963,45.309
dji,1964,45.727
dji,1965,46.166
dji,1966,46.654
dji,1967,47.203
dji,1968,47.814
dji,1969,48.476
dji,1970,49.16
dji,1971,49.827
dji,1972,50.442
dji,1973,50.982
dji,1974,51.442
dji,1975,51.832
dji,1976,52.177
dji,1977,52.513
dji,1978,52.865
dji,1979,53.241
dji,1980,53.639
dji,1981,54.049
dji,1982,54.451
dji,1983,54.828
dji,1984,55.174
dji,1985,55.488
dji,1986,55.772
dji,1987,56.032
dji,1988,56.271
dji,1989,56.488
dji,1990,56.678
dji,1991,56.831
dji,1992,56.943
dji,1993,57.017
dji,1994,57.056
dji,1995,57.065
dji,1996,57.05
dji,1997,57.022
dji,1998,56.998
dji,1999,56.992
dji,2000,57.022
dji,2001,57.1
dji,2002,57.235
dji,2003,57.427
dji,2004,57.682
dji,2005,57.991
dji,2006,58.34
dji,2007,58.719
dji,2008,59.124
dji,2009,59.561
dji,2010,60.062
dji,2011,60.667
dji,2012,61.395
dji,2013,62.239
dji,2014,63.171
dji,2015,64.136
dji,2016,65.064
dji,2017,65.893
dji,2018,66.582
dji,2019,67.112
dji,2020,67.49
dma,1982,71.46341
dma,1987,71.96341
dma,1992,73.95122
dma,1997,75.95122
dma,2002,76.59756
dnk,1960,72.17659
dnk,1961,72.43829
dnk,1962,72.31976
dnk,1963,72.40049
dnk,1964,72.48512
dnk,1965,72.37073
dnk,1966,72.44415
dnk,1967,72.9222
dnk,1968,73.12146
dnk,1969,73.22098
dnk,1970,73.34341
dnk,1971,73.41463
dnk,1972,73.43902
dnk,1973,73.6822
dnk,1974,73.80829
dnk,1975,74.07512
dnk,1976,73.73976
dnk,1977,74.63244
dnk,1978,74.39293
dnk,1979,74.21927
dnk,1980,74.10171
dnk,1981,74.23049
dnk,1982,74.55122
dnk,1983,74.42049
dnk,1984,74.5622
dnk,1985,74.42756
dnk,1986,74.57976
dnk,1987,74.69122
dnk,1988,74.77171
dnk,1989,74.79976
dnk,1990,74.80537
dnk,1991,75.1578
dnk,1992,75.19415
dnk,1993,75.11683
dnk,1994,75.37512
dnk,1995,75.21268
dnk,1996,75.59146
dnk,1997,75.94512
dnk,1998,76.13902
dnk,1999,76.34146
dnk,2000,76.59268
dnk,2001,76.79268
dnk,2002,76.89512
dnk,2003,77.1439
dnk,2004,77.49268
dnk,2005,77.8439
dnk,2006,78.09512
dnk,2007,78.19512
dnk,2008,78.44634
dnk,2009,78.59756
dnk,2010,79.1
dnk,2011,79.8
dnk,2012,80.05122
dnk,2013,80.3
dnk,2014,80.7
dnk,2015,80.70244
dnk,2016,80.85366
dnk,2017,81.10244
dnk,2018,80.95366
dnk,2019,81.45122
dnk,2020,81.55122
dom,1960,51.602
dom,1961,52.306
dom,1962,52.997
dom,1963,53.675
dom,1964,54.34
dom,1965,54.993
dom,1966,55.635
dom,1967,56.267
dom,1968,56.889
dom,1969,57.498
dom,1970,58.093
dom,1971,58.671
dom,1972,59.229
dom,1973,59.764
dom,1974,60.277
dom,1975,60.764
dom,1976,61.226
dom,1977,61.663
dom,1978,62.079
dom,1979,62.477
dom,1980,62.861
dom,1981,63.234
dom,1982,63.601
dom,1983,63.964
dom,1984,64.326
dom,1985,64.692
dom,1986,65.065
dom,1987,65.443
dom,1988,65.822
dom,1989,66.201
dom,1990,66.574
dom,1991,66.932
dom,1992,67.272
dom,1993,67.591
dom,1994,67.887
dom,1995,68.164
dom,1996,68.425
dom,1997,68.677
dom,1998,68.925
dom,1999,69.175
dom,2000,69.429
dom,2001,69.69
dom,2002,69.957
dom,2003,70.227
dom,2004,70.499
dom,2005,70.771
dom,2006,71.041
dom,2007,71.304
dom,2008,71.559
dom,2009,71.806
dom,2010,72.046
dom,2011,72.284
dom,2012,72.523
dom,2013,72.763
dom,2014,73.003
dom,2015,73.241
dom,2016,73.471
dom,2017,73.689
dom,2018,73.892
dom,2019,74.081
dom,2020,74.257
dza,1960,46.141
dza,1961,46.599
dza,1962,47.056
dza,1963,47.509
dza,1964,47.958
dza,1965,48.394
dza,1966,48.811
dza,1967,49.21
dza,1968,49.597
dza,1969,49.982
dza,1970,50.372
dza,1971,50.773
dza,1972,51.201
dza,1973,51.676
dza,1974,52.218
dza,1975,52.866
dza,1976,53.661
dza,1977,54.609
dza,1978,55.7
dza,1979,56.909
dza,1980,58.198
dza,1981,59.519
dza,1982,60.813
dza,1983,62.029
dza,1984,63.13
dza,1985,64.087
dza,1986,64.884
dza,1987,65.545
dza,1988,66.097
dza,1989,66.554
dza,1990,66.938
dza,1991,67.27
dza,1992,67.575
dza,1993,67.877
dza,1994,68.194
dza,1995,68.54
dza,1996,68.919
dza,1997,69.323
dza,1998,69.745
dza,1999,70.183
dza,2000,70.64
dza,2001,71.116
dza,2002,71.605
dza,2003,72.101
dza,2004,72.594
dza,2005,73.072
dza,2006,73.521
dza,2007,73.936
dza,2008,74.311
dza,2009,74.644
dza,2010,74.938
dza,2011,75.199
dza,2012,75.436
dza,2013,75.661
dza,2014,75.878
dza,2015,76.09
dza,2016,76.298
dza,2017,76.499
dza,2018,76.693
dza,2019,76.88
dza,2020,77.063
ecu,1960,52.982
ecu,1961,53.547
ecu,1962,54.098
ecu,1963,54.635
ecu,1964,55.158
ecu,1965,55.669
ecu,1966,56.174
ecu,1967,56.676
ecu,1968,57.181
ecu,1969,57.69
ecu,1970,58.203
ecu,1971,58.718
ecu,1972,59.232
ecu,1973,59.745
ecu,1974,60.258
ecu,1975,60.774
ecu,1976,61.298
ecu,1977,61.834
ecu,1978,62.382
ecu,1979,62.942
ecu,1980,63.512
ecu,1981,64.089
ecu,1982,64.669
ecu,1983,65.246
ecu,1984,65.814
ecu,1985,66.371
ecu,1986,66.911
ecu,1987,67.436
ecu,1988,67.943
ecu,1989,68.431
ecu,1990,68.899
ecu,1991,69.347
ecu,1992,69.777
ecu,1993,70.189
ecu,1994,70.587
ecu,1995,70.972
ecu,1996,71.348
ecu,1997,71.716
ecu,1998,72.075
ecu,1999,72.425
ecu,2000,72.761
ecu,2001,73.078
ecu,2002,73.371
ecu,2003,73.641
ecu,2004,73.887
ecu,2005,74.112
ecu,2006,74.319
ecu,2007,74.514
ecu,2008,74.705
ecu,2009,74.895
ecu,2010,75.089
ecu,2011,75.289
ecu,2012,75.495
ecu,2013,75.707
ecu,2014,75.923
ecu,2015,76.143
ecu,2016,76.365
ecu,2017,76.584
ecu,2018,76.8
ecu,2019,77.01
ecu,2020,77.216
egy,1960,48.042
egy,1961,48.609
egy,1962,49.134
egy,1963,49.628
egy,1964,50.101
egy,1965,50.545
egy,1966,50.945
egy,1967,51.292
egy,1968,51.592
egy,1969,51.865
egy,1970,52.146
egy,1971,52.479
egy,1972,52.894
egy,1973,53.408
egy,1974,54.021
egy,1975,54.717
egy,1976,55.465
egy,1977,56.222
egy,1978,56.958
egy,1979,57.659
egy,1980,58.332
egy,1981,58.995
egy,1982,59.671
egy,1983,60.372
egy,1984,61.091
egy,1985,61.806
egy,1986,62.487
egy,1987,63.11
egy,1988,63.662
egy,1989,64.143
egy,1990,64.572
egy,1991,64.978
egy,1992,65.392
egy,1993,65.831
egy,1994,66.298
egy,1995,66.779
egy,1996,67.249
egy,1997,67.68
egy,1998,68.051
egy,1999,68.357
egy,2000,68.602
egy,2001,68.796
egy,2002,68.961
egy,2003,69.116
egy,2004,69.271
egy,2005,69.434
egy,2006,69.608
egy,2007,69.788
egy,2008,69.971
egy,2009,70.159
egy,2010,70.349
egy,2011,70.543
egy,2012,70.736
egy,2013,70.928
egy,2014,71.117
egy,2015,71.302
egy,2016,71.482
egy,2017,71.656
egy,2018,71.825
egy,2019,71.99
egy,2020,72.15
eri,1960,38.419
eri,1961,39.075
eri,1962,39.693
eri,1963,40.259
eri,1964,40.768
eri,1965,41.221
eri,1966,41.63
eri,1967,42.015
eri,1968,42.394
eri,1969,42.773
eri,1970,43.156
eri,1971,43.545
eri,1972,43.934
eri,1973,44.316
eri,1974,44.691
eri,1975,45.054
eri,1976,45.404
eri,1977,45.739
eri,1978,46.059
eri,1979,46.364
eri,1980,46.654
eri,1981,46.927
eri,1982,47.187
eri,1983,47.441
eri,1984,47.695
eri,1985,47.956
eri,1986,48.23
eri,1987,48.522
eri,1988,48.841
eri,1989,49.192
eri,1990,49.588
eri,1991,50.04
eri,1992,50.545
eri,1993,51.1
eri,1994,51.696
eri,1995,52.316
eri,1996,52.938
eri,1997,53.548
eri,1998,54.137
eri,1999,54.707
eri,2000,55.273
eri,2001,55.864
eri,2002,56.5
eri,2003,57.191
eri,2004,57.932
eri,2005,58.707
eri,2006,59.487
eri,2007,60.243
eri,2008,60.952
eri,2009,61.602
eri,2010,62.193
eri,2011,62.732
eri,2012,63.238
eri,2013,63.726
eri,2014,64.201
eri,2015,64.664
eri,2016,65.111
eri,2017,65.538
eri,2018,65.941
eri,2019,66.321
eri,2020,66.679
esp,1960,69.10927
esp,1961,69.48049
esp,1962,69.51902
esp,1963,69.68122
esp,1964,70.39976
esp,1965,70.80927
esp,1966,71.05512
esp,1967,71.25293
esp,1968,71.5378
esp,1969,71.05756
esp,1970,72.02732
esp,1971,71.63024
esp,1972,72.81805
esp,1973,72.61073
esp,1974,72.96976
esp,1975,73.31878
esp,1976,73.64268
esp,1977,74.13195
esp,1978,74.29561
esp,1979,74.81878
esp,1980,75.34927
esp,1981,75.52854
esp,1982,76.13415
esp,1983,75.90902
esp,1984,76.29537
esp,1985,76.25951
esp,1986,76.51049
esp,1987,76.72805
esp,1988,76.74707
esp,1989,76.81366
esp,1990,76.83756
esp,1991,76.97122
esp,1992,77.41
esp,1993,77.54659
esp,1994,77.90146
esp,1995,77.98073
esp,1996,78.12049
esp,1997,78.60415
esp,1998,78.66585
esp,1999,78.71707
esp,2000,78.96585
esp,2001,79.36829
esp,2002,79.56829
esp,2003,79.61951
esp,2004,79.87073
esp,2005,80.17073
esp,2006,80.82195
esp,2007,80.87317
esp,2008,81.17561
esp,2009,81.47561
esp,2010,81.62683
esp,2011,82.47561
esp,2012,82.42683
esp,2013,83.07805
esp,2014,83.22927
esp,2015,82.83171
esp,2016,83.32927
esp,2017,83.28293
esp,2018,83.43171
esp,2019,83.83171
esp,2020,82.33415
est,1960,67.9029
est,1961,68.3608
est,1962,68.74102
est,1963,69.05356
est,1964,69.30993
est,1965,69.51763
est,1966,69.6812
est,1967,69.80212
est,1968,69.88293
est,1969,69.9281
est,1970,69.9371
est,1971,69.90534
est,1972,69.83283
est,1973,69.72459
est,1974,69.59022
est,1975,69.44132
est,1976,69.29002
est,1977,69.14695
est,1978,69.02627
est,1979,68.93859
est,1980,68.90563
est,1981,68.97805
est,1982,69.12683
est,1983,69.37561
est,1984,69.27805
est,1985,69.38049
est,1986,70.08537
est,1987,70.6439
est,1988,70.69756
est,1989,70.03902
est,1990,69.47561
est,1991,69.37317
est,1992,68.86341
est,1993,67.90976
est,1994,66.5
est,1995,67.5439
est,1996,69.6122
est,1997,69.80976
est,1998,69.35854
est,1999,70.06341
est,2000,70.41707
est,2001,70.25854
est,2002,70.90488
est,2003,71.31707
est,2004,71.90976
est,2005,72.56829
est,2006,72.69146
est,2007,72.81463
est,2008,73.77073
est,2009,74.82439
est,2010,75.42927
est,2011,76.22927
est,2012,76.32683
est,2013,77.14146
est,2014,77.03415
est,2015,77.59024
est,2016,77.64146
est,2017,78.09268
est,2018,78.2439
est,2019,78.64634
est,2020,78.34634
eth,1960,38.419
eth,1961,39.082
eth,1962,39.711
eth,1963,40.29
eth,1964,40.81
eth,1965,41.267
eth,1966,41.668
eth,1967,42.026
eth,1968,42.355
eth,1969,42.659
eth,1970,42.944
eth,1971,43.213
eth,1972,43.465
eth,1973,43.693
eth,1974,43.894
eth,1975,44.044
eth,1976,44.116
eth,1977,44.103
eth,1978,44.016
eth,1979,43.881
eth,1980,43.747
eth,1981,43.675
eth,1982,43.712
eth,1983,43.885
eth,1984,44.199
eth,1985,44.633
eth,1986,45.147
eth,1987,45.682
eth,1988,46.194
eth,1989,46.667
eth,1990,47.099
eth,1991,47.504
eth,1992,47.911
eth,1993,48.344
eth,1994,48.81
eth,1995,49.303
eth,1996,49.81
eth,1997,50.32
eth,1998,50.835
eth,1999,51.366
eth,2000,51.941
eth,2001,52.595
eth,2002,53.349
eth,2003,54.211
eth,2004,55.174
eth,2005,56.223
eth,2006,57.334
eth,2007,58.467
eth,2008,59.581
eth,2009,60.645
eth,2010,61.627
eth,2011,62.505
eth,2012,63.281
eth,2013,63.961
eth,2014,64.547
eth,2015,65.048
eth,2016,65.482
eth,2017,65.872
eth,2018,66.24
eth,2019,66.597
eth,2020,66.953
fin,1960,68.81976
fin,1961,68.84415
fin,1962,68.5778
fin,1963,69.01268
fin,1964,69.22098
fin,1965,68.9778
fin,1966,69.47707
fin,1967,69.66659
fin,1968,69.61634
fin,1969,69.50341
fin,1970,70.17951
fin,1971,70.01756
fin,1972,70.70732
fin,1973,71.22366
fin,1974,71.13488
fin,1975,71.67366
fin,1976,71.81293
fin,1977,72.35024
fin,1978,72.89707
fin,1979,73.15537
fin,1980,73.44
fin,1981,73.74659
fin,1982,74.29805
fin,1983,74.20098
fin,1984,74.51902
fin,1985,74.22293
fin,1986,74.56
fin,1987,74.59195
fin,1988,74.57707
fin,1989,74.7922
fin,1990,74.81317
fin,1991,75.22756
fin,1992,75.45537
fin,1993,75.70512
fin,1994,76.39561
fin,1995,76.40951
fin,1996,76.69341
fin,1997,76.87854
fin,1998,77.09073
fin,1999,77.29122
fin,2000,77.46585
fin,2001,77.96585
fin,2002,78.11951
fin,2003,78.36829
fin,2004,78.71463
fin,2005,78.81707
fin,2006,79.21463
fin,2007,79.26341
fin,2008,79.56829
fin,2009,79.71951
fin,2010,79.87073
fin,2011,80.47073
fin,2012,80.62683
fin,2013,80.97561
fin,2014,81.18049
fin,2015,81.48049
fin,2016,81.42927
fin,2017,81.63171
fin,2018,81.73415
fin,2019,81.98293
fin,2020,82.13171
fji,1960,60.811
fji,1961,61.172
fji,1962,61.478
fji,1963,61.741
fji,1964,61.967
fji,1965,62.157
fji,1966,62.302
fji,1967,62.401
fji,1968,62.456
fji,1969,62.481
fji,1970,62.492
fji,1971,62.512
fji,1972,62.555
fji,1973,62.633
fji,1974,62.752
fji,1975,62.913
fji,1976,63.11
fji,1977,63.327
fji,1978,63.552
fji,1979,63.776
fji,1980,63.997
fji,1981,64.217
fji,1982,64.436
fji,1983,64.651
fji,1984,64.857
fji,1985,65.041
fji,1986,65.19
fji,1987,65.299
fji,1988,65.365
fji,1989,65.391
fji,1990,65.379
fji,1991,65.336
fji,1992,65.278
fji,1993,65.218
fji,1994,65.17
fji,1995,65.15
fji,1996,65.175
fji,1997,65.246
fji,1998,65.36
fji,1999,65.512
fji,2000,65.687
fji,2001,65.863
fji,2002,66.022
fji,2003,66.152
fji,2004,66.247
fji,2005,66.313
fji,2006,66.362
fji,2007,66.413
fji,2008,66.477
fji,2009,66.559
fji,2010,66.655
fji,2011,66.759
fji,2012,66.859
fji,2013,66.95
fji,2014,67.03
fji,2015,67.103
fji,2016,67.175
fji,2017,67.252
fji,2018,67.341
fji,2019,67.444
fji,2020,67.561
fra,1960,69.86829
fra,1961,70.11707
fra,1962,70.31463
fra,1963,70.51463
fra,1964,70.66341
fra,1965,70.8122
fra,1966,70.96098
fra,1967,71.16098
fra,1968,71.30976
fra,1969,71.45854
fra,1970,71.65854
fra,1971,71.90732
fra,1972,72.10732
fra,1973,72.3561
fra,1974,72.60488
fra,1975,72.85366
fra,1976,73.10244
fra,1977,73.35122
fra,1978,73.60244
fra,1979,73.85122
fra,1980,74.05122
fra,1981,74.3
fra,1982,74.5
fra,1983,74.8
fra,1984,75
fra,1985,75.3
fra,1986,75.6
fra,1987,75.8
fra,1988,76.1
fra,1989,76.34878
fra,1990,76.6
fra,1991,76.84878
fra,1992,77.1
fra,1993,77.3
fra,1994,77.64878
fra,1995,77.75122
fra,1996,77.95366
fra,1997,78.30488
fra,1998,78.60488
fra,1999,78.7561
fra,2000,79.0561
fra,2001,79.15854
fra,2002,79.26098
fra,2003,79.11463
fra,2004,80.16341
fra,2005,80.16341
fra,2006,80.8122
fra,2007,81.1122
fra,2008,81.21463
fra,2009,81.41463
fra,2010,81.66341
fra,2011,82.11463
fra,2012,81.96829
fra,2013,82.21951
fra,2014,82.71951
fra,2015,82.32195
fra,2016,82.57317
fra,2017,82.57561
fra,2018,82.67561
fra,2019,82.82683
fra,2020,82.17561
fro,1973,74.49756
fro,1978,75.98537
fro,1986,75.26585
fro,1987,75.46585
fro,1988,75.71463
fro,1989,75.91463
fro,1990,76.11463
fro,1991,76.36341
fro,1992,76.61463
fro,1993,76.91463
fro,1994,77.16585
fro,1995,77.36585
fro,1996,77.56829
fro,1997,77.82195
fro,1998,78.02683
fro,1999,78.23171
fro,2000,78.43659
fro,2001,78.64146
fro,2002,78.8439
fro,2003,78.9439
fro,2004,79.09268
fro,2005,79.29024
fro,2006,79.63902
fro,2007,79.9878
fro,2008,80.13659
fro,2009,80.38537
fro,2010,80.6878
fro,2011,80.93902
fro,2012,81.19024
fro,2013,81.44146
fro,2014,81.59268
fro,2015,81.79268
fro,2016,82.09268
fro,2017,82.29268
fro,2018,82.5439
fro,2019,82.79268
fro,2020,83.09268
fsm,1960,54.513
fsm,1961,54.954
fsm,1962,55.396
fsm,1963,55.838
fsm,1964,56.279
fsm,1965,56.717
fsm,1966,57.153
fsm,1967,57.585
fsm,1968,58.012
fsm,1969,58.434
fsm,1970,58.851
fsm,1971,59.265
fsm,1972,59.675
fsm,1973,60.079
fsm,1974,60.473
fsm,1975,60.85
fsm,1976,61.206
fsm,1977,61.535
fsm,1978,61.834
fsm,1979,62.1
fsm,1980,62.331
fsm,1981,62.528
fsm,1982,62.693
fsm,1983,62.834
fsm,1984,62.955
fsm,1985,63.064
fsm,1986,63.169
fsm,1987,63.273
fsm,1988,63.38
fsm,1989,63.492
fsm,1990,63.605
fsm,1991,63.715
fsm,1992,63.814
fsm,1993,63.901
fsm,1994,63.978
fsm,1995,64.049
fsm,1996,64.121
fsm,1997,64.202
fsm,1998,64.298
fsm,1999,64.413
fsm,2000,64.55
fsm,2001,64.71
fsm,2002,64.888
fsm,2003,65.08
fsm,2004,65.282
fsm,2005,65.489
fsm,2006,65.697
fsm,2007,65.901
fsm,2008,66.099
fsm,2009,66.29
fsm,2010,66.471
fsm,2011,66.646
fsm,2012,66.817
fsm,2013,66.986
fsm,2014,67.152
fsm,2015,67.315
fsm,2016,67.471
fsm,2017,67.618
fsm,2018,67.755
fsm,2019,67.883
fsm,2020,68.002
gab,1960,39.694
gab,1961,40.082
gab,1962,40.56
gab,1963,41.149
gab,1964,41.849
gab,1965,42.651
gab,1966,43.528
gab,1967,44.442
gab,1968,45.357
gab,1969,46.255
gab,1970,47.125
gab,1971,47.967
gab,1972,48.793
gab,1973,49.612
gab,1974,50.425
gab,1975,51.234
gab,1976,52.041
gab,1977,52.848
gab,1978,53.652
gab,1979,54.452
gab,1980,55.252
gab,1981,56.061
gab,1982,56.873
gab,1983,57.674
gab,1984,58.444
gab,1985,59.153
gab,1986,59.767
gab,1987,60.266
gab,1988,60.633
gab,1989,60.865
gab,1990,60.965
gab,1991,60.944
gab,1992,60.833
gab,1993,60.659
gab,1994,60.439
gab,1995,60.175
gab,1996,59.854
gab,1997,59.479
gab,1998,59.066
gab,1999,58.646
gab,2000,58.264
gab,2001,57.968
gab,2002,57.791
gab,2003,57.759
gab,2004,57.885
gab,2005,58.181
gab,2006,58.641
gab,2007,59.229
gab,2008,59.904
gab,2009,60.637
gab,2010,61.4
gab,2011,62.168
gab,2012,62.924
gab,2013,63.648
gab,2014,64.318
gab,2015,64.913
gab,2016,65.418
gab,2017,65.839
gab,2018,66.187
gab,2019,66.467
gab,2020,66.69
gbm,1994,76.52927
gbm,2002,77.96585
gbr,1960,71.12683
gbr,1961,70.87805
gbr,1962,70.92683
gbr,1963,70.82683
gbr,1964,71.62439
gbr,1965,71.62439
gbr,1966,71.57317
gbr,1967,72.12439
gbr,1968,71.72439
gbr,1969,71.72195
gbr,1970,71.97317
gbr,1971,72.27317
gbr,1972,72.12439
gbr,1973,72.32439
gbr,1974,72.52439
gbr,1975,72.72439
gbr,1976,72.77561
gbr,1977,73.22439
gbr,1978,73.17561
gbr,1979,73.27561
gbr,1980,73.67561
gbr,1981,74.02683
gbr,1982,74.17805
gbr,1983,74.37805
gbr,1984,74.77805
gbr,1985,74.62927
gbr,1986,74.92927
gbr,1987,75.28049
gbr,1988,75.38049
gbr,1989,75.58293
gbr,1990,75.88049
gbr,1991,76.08293
gbr,1992,76.43415
gbr,1993,76.38537
gbr,1994,76.88537
gbr,1995,76.83659
gbr,1996,77.0878
gbr,1997,77.21098
gbr,1998,77.19024
gbr,1999,77.39024
gbr,2000,77.74146
gbr,2001,77.99268
gbr,2002,78.1439
gbr,2003,78.44634
gbr,2004,78.74634
gbr,2005,79.04878
gbr,2006,79.24878
gbr,2007,79.44878
gbr,2008,79.6
gbr,2009,80.05122
gbr,2010,80.40244
gbr,2011,80.95122
gbr,2012,80.90488
gbr,2013,81.00488
gbr,2014,81.30488
gbr,2015,80.9561
gbr,2016,81.1561
gbr,2017,81.2561
gbr,2018,81.2561
gbr,2019,81.20488
gbr,2020,80.90244
geo,1960,63.651
geo,1961,64.058
geo,1962,64.469
geo,1963,64.881
geo,1964,65.291
geo,1965,65.694
geo,1966,66.084
geo,1967,66.455
geo,1968,66.805
geo,1969,67.136
geo,1970,67.452
geo,1971,67.766
geo,1972,68.082
geo,1973,68.401
geo,1974,68.718
geo,1975,69.014
geo,1976,69.266
geo,1977,69.461
geo,1978,69.592
geo,1979,69.665
geo,1980,69.7
geo,1981,69.726
geo,1982,69.768
geo,1983,69.844
geo,1984,69.954
geo,1985,70.088
geo,1986,70.226
geo,1987,70.339
geo,1988,70.407
geo,1989,70.425
geo,1990,70.386
geo,1991,70.29
geo,1992,70.156
geo,1993,70.003
geo,1994,69.849
geo,1995,69.718
geo,1996,69.635
geo,1997,69.613
geo,1998,69.654
geo,1999,69.756
geo,2000,69.902
geo,2001,70.065
geo,2002,70.22
geo,2003,70.349
geo,2004,70.451
geo,2005,70.538
geo,2006,70.635
geo,2007,70.765
geo,2008,70.946
geo,2009,71.18
geo,2010,71.46
geo,2011,71.773
geo,2012,72.097
geo,2013,72.412
geo,2014,72.707
geo,2015,72.973
geo,2016,73.207
geo,2017,73.414
geo,2018,73.6
geo,2019,73.767
geo,2020,73.919
gha,1960,45.843
gha,1961,46.279
gha,1962,46.696
gha,1963,47.093
gha,1964,47.469
gha,1965,47.823
gha,1966,48.155
gha,1967,48.469
gha,1968,48.768
gha,1969,49.057
gha,1970,49.34
gha,1971,49.625
gha,1972,49.912
gha,1973,50.206
gha,1974,50.507
gha,1975,50.811
gha,1976,51.113
gha,1977,51.409
gha,1978,51.698
gha,1979,51.984
gha,1980,52.277
gha,1981,52.585
gha,1982,52.92
gha,1983,53.286
gha,1984,53.685
gha,1985,54.127
gha,1986,54.622
gha,1987,55.159
gha,1988,55.717
gha,1989,56.271
gha,1990,56.776
gha,1991,57.182
gha,1992,57.462
gha,1993,57.605
gha,1994,57.62
gha,1995,57.528
gha,1996,57.366
gha,1997,57.187
gha,1998,57.045
gha,1999,56.972
gha,2000,57.002
gha,2001,57.158
gha,2002,57.425
gha,2003,57.785
gha,2004,58.225
gha,2005,58.719
gha,2006,59.234
gha,2007,59.741
gha,2008,60.216
gha,2009,60.645
gha,2010,61.03
gha,2011,61.381
gha,2012,61.72
gha,2013,62.064
gha,2014,62.416
gha,2015,62.772
gha,2016,63.124
gha,2017,63.463
gha,2018,63.78
gha,2019,64.074
gha,2020,64.347
gin,1960,34.89
gin,1961,35.086
gin,1962,35.266
gin,1963,35.432
gin,1964,35.588
gin,1965,35.74
gin,1966,35.89
gin,1967,36.048
gin,1968,36.222
gin,1969,36.421
gin,1970,36.655
gin,1971,36.932
gin,1972,37.255
gin,1973,37.624
gin,1974,38.041
gin,1975,38.502
gin,1976,39
gin,1977,39.527
gin,1978,40.082
gin,1979,40.667
gin,1980,41.3
gin,1981,42.002
gin,1982,42.783
gin,1983,43.64
gin,1984,44.558
gin,1985,45.52
gin,1986,46.503
gin,1987,47.474
gin,1988,48.399
gin,1989,49.247
gin,1990,49.987
gin,1991,50.593
gin,1992,51.066
gin,1993,51.413
gin,1994,51.64
gin,1995,51.744
gin,1996,51.727
gin,1997,51.616
gin,1998,51.456
gin,1999,51.295
gin,2000,51.203
gin,2001,51.255
gin,2002,51.484
gin,2003,51.901
gin,2004,52.499
gin,2005,53.238
gin,2006,54.052
gin,2007,54.864
gin,2008,55.614
gin,2009,56.279
gin,2010,56.861
gin,2011,57.387
gin,2012,57.905
gin,2013,58.447
gin,2014,59.016
gin,2015,59.598
gin,2016,60.17
gin,2017,60.706
gin,2018,61.185
gin,2019,61.602
gin,2020,61.962
gmb,1960,32.054
gmb,1961,32.336
gmb,1962,32.67
gmb,1963,33.07
gmb,1964,33.543
gmb,1965,34.097
gmb,1966,34.735
gmb,1967,35.445
gmb,1968,36.211
gmb,1969,37.023
gmb,1970,37.868
gmb,1971,38.734
gmb,1972,39.61
gmb,1973,40.485
gmb,1974,41.352
gmb,1975,42.205
gmb,1976,43.047
gmb,1977,43.882
gmb,1978,44.712
gmb,1979,45.533
gmb,1980,46.341
gmb,1981,47.133
gmb,1982,47.903
gmb,1983,48.645
gmb,1984,49.348
gmb,1985,49.998
gmb,1986,50.577
gmb,1987,51.082
gmb,1988,51.518
gmb,1989,51.892
gmb,1990,52.221
gmb,1991,52.528
gmb,1992,52.834
gmb,1993,53.157
gmb,1994,53.508
gmb,1995,53.889
gmb,1996,54.296
gmb,1997,54.715
gmb,1998,55.133
gmb,1999,55.547
gmb,2000,55.956
gmb,2001,56.359
gmb,2002,56.761
gmb,2003,57.159
gmb,2004,57.553
gmb,2005,57.939
gmb,2006,58.313
gmb,2007,58.671
gmb,2008,59.012
gmb,2009,59.334
gmb,2010,59.637
gmb,2011,59.917
gmb,2012,60.178
gmb,2013,60.426
gmb,2014,60.667
gmb,2015,60.91
gmb,2016,61.166
gmb,2017,61.44
gmb,2018,61.735
gmb,2019,62.05
gmb,2020,62.383
gnb,1960,37.478
gnb,1961,37.752
gnb,1962,38.042
gnb,1963,38.349
gnb,1964,38.671
gnb,1965,39.004
gnb,1966,39.343
gnb,1967,39.679
gnb,1968,40.01
gnb,1969,40.333
gnb,1970,40.649
gnb,1971,40.961
gnb,1972,41.276
gnb,1973,41.597
