geo,time,dt_dod_dstc_cd
afg,2006,19149951.9
afg,2007,21653848.1
afg,2008,18364190.3
afg,2009,21352709.1
afg,2010,105067801.3
afg,2011,80311627
afg,2012,113208153.5
afg,2013,105900007.2
afg,2014,174074254.5
afg,2015,287800758.1
afg,2016,354559350.4
afg,2017,469566085
afg,2018,433736004
afg,2019,419862000
afg,2020,431431000
ago,1989,612607986.4
ago,1990,988436108.4
ago,1991,1297672619.4
ago,1992,1928777993.2
ago,1993,1880316458.9
ago,1994,2170673955.3
ago,1995,1957808164.2
ago,1996,1168519201.9
ago,1997,1266688669.9
ago,1998,1684519067
ago,1999,1585490036.8
ago,2000,1322915747.5
ago,2001,1451104782.3
ago,2002,1207525379.6
ago,2003,1074445507.7
ago,2004,1196323951.4
ago,2005,2316049837.9
ago,2006,2132485280.1
ago,2007,2269905861.5
ago,2008,2390637402.7
ago,2009,2592563310.2
ago,2010,4567673350
ago,2011,6061667120.6
ago,2012,8696153334.4
ago,2013,11341475129.1
ago,2014,7659997207.3
ago,2015,6050528839.7
ago,2016,4403910065.6
ago,2017,3708448673.4
ago,2018,2831731180
ago,2019,3263005515.4
ago,2020,6376640275.1
alb,1991,425285623.2
alb,1992,492446965.5
alb,1993,577384270.8
alb,1994,581342091
alb,1995,62336399.2
alb,1996,31589079.6
alb,1997,47783414.8
alb,1998,34905746
alb,1999,29038739.8
alb,2000,36665780.4
alb,2001,30618859.5
alb,2002,29046332.8
alb,2003,149434035.8
alb,2004,1227000
alb,2005,155038000
alb,2006,386475000
alb,2007,510666758.6
alb,2008,1149654325.7
alb,2009,680539000
alb,2010,743172000
alb,2011,1091790000
alb,2012,1469894000
alb,2013,1585545000
alb,2014,1748013000
alb,2015,1586286000
alb,2016,1646817000
alb,2017,1891757000
alb,2018,1903947000
alb,2019,607216000
alb,2020,669882000
arg,1970,639000000
arg,1971,687000000
arg,1972,745000000
arg,1973,794000000
arg,1974,839000000
arg,1975,849000000
arg,1976,1020000000
arg,1977,2724000000
arg,1978,3428000000
arg,1979,6911000000
arg,1980,10383400000
arg,1981,12921335000
arg,1982,16521000000
arg,1983,8913443821.4
arg,1984,10718236231.7
arg,1985,6731406247.9
arg,1986,4409872619.7
arg,1987,3532995273.5
arg,1988,5717914909.5
arg,1989,8524665275.7
arg,1990,10440396127
arg,1991,13545803095.6
arg,1992,16176291841.2
arg,1993,8652721196.1
arg,1994,7170908909.8
arg,1995,21354822279.8
arg,1996,23497457471.7
arg,1997,31988007695.3
arg,1998,30956044184.1
arg,1999,29415210000
arg,2000,28325319330.3
arg,2001,20003921785
arg,2002,14834758132.5
arg,2003,22386271299.8
arg,2004,26548725130.7
arg,2005,35040535349.5
arg,2006,28250475405.5
arg,2007,19200772122
arg,2008,19439501013
arg,2009,19285823131.6
arg,2010,16413011633.1
arg,2011,25745591622.2
arg,2012,25251911426.5
arg,2013,36691603037.6
arg,2014,33891139953.7
arg,2015,59434245510.8
arg,2016,41016686116.4
arg,2017,55506714368.8
arg,2018,67770246382.3
arg,2019,67016027158.4
arg,2020,42606862448.4
arm,1993,20000
arm,1994,1066584.4
arm,1995,2140000
arm,1996,1400000
arm,1997,22000000
arm,1998,45170000
arm,1999,49200000
arm,2000,44419000
arm,2001,41972000
arm,2002,220000000
arm,2003,404000000
arm,2004,410000000
arm,2005,297850000
arm,2006,306860000
arm,2007,500637000
arm,2008,520782000
arm,2009,529168000
arm,2010,655743000
arm,2011,903691000
arm,2012,842033000
arm,2013,1149875000
arm,2014,908221000
arm,2015,663652000
arm,2016,1071619000
arm,2017,888667000
arm,2018,1133724000
arm,2019,1594613000
arm,2020,1602871000
aze,1993,40000
aze,1994,9615000
aze,1995,14032076.5
aze,1996,15481000
aze,1997,4000000
aze,1998,1480000
aze,1999,29000000
aze,2000,156210000
aze,2001,102860000
aze,2002,82380000
aze,2003,103000000
aze,2004,138000000
aze,2005,186000000
aze,2006,520000000
aze,2007,1132000000
aze,2008,1136000000
aze,2009,595000000
aze,2010,999000000
aze,2011,91000000
aze,2012,1631115000
aze,2013,1604885000
aze,2014,2020737000
aze,2015,1547517000
aze,2016,1395983000
aze,2017,674712000
aze,2018,569722000
aze,2019,616855000
aze,2020,452165000
bdi,1977,5000000
bdi,1978,5000000
bdi,1979,13000000
bdi,1980,12000000
bdi,1981,10000000
bdi,1982,16000000
bdi,1983,10000000
bdi,1984,12028107.4
bdi,1985,31587228.8
bdi,1986,24066898.6
bdi,1987,37319802.6
bdi,1988,12674854.9
bdi,1989,16441856.4
bdi,1990,13362339.6
bdi,1991,13365405.4
bdi,1992,12961057
bdi,1993,5189279.2
bdi,1994,5620957.9
bdi,1995,14898341.1
bdi,1996,8213415.8
bdi,1997,15808266.1
bdi,1998,20092841.3
bdi,1999,69692458.9
bdi,2000,65002565.6
bdi,2001,88392820.2
bdi,2002,96341205.5
bdi,2003,47555535.7
bdi,2004,22561392.3
bdi,2005,34061209.9
bdi,2006,37615945.6
bdi,2007,13801085.1
bdi,2008,17988424
bdi,2009,7000000
bdi,2010,15739332
bdi,2011,422532.3
bdi,2012,7265000
bdi,2013,31265000
bdi,2014,48265000
bdi,2015,265000
bdi,2016,265000
bdi,2017,265000
bdi,2018,265000
bdi,2019,266382.8
bdi,2020,265000
ben,1970,880231.4
ben,1971,1224400.1
ben,1972,2015652.1
ben,1973,2916241.1
ben,1974,4072118.8
ben,1975,5279608
ben,1976,4982549.5
ben,1977,32439646.8
ben,1978,62162265.5
ben,1979,97807042.5
ben,1980,73410200.9
ben,1981,84467984.8
ben,1982,78293519.5
ben,1983,83298735.1
ben,1984,88553359.7
ben,1985,145828223.8
ben,1986,171316666.9
ben,1987,210013522
ben,1988,151430405.2
ben,1989,70789213.1
ben,1990,55534709.2
ben,1991,61864235.7
ben,1992,27530400.5
ben,1993,33104115.8
ben,1994,30942562
ben,1995,47004468.9
ben,1996,46883209.3
ben,1997,136149251.1
ben,1998,85947239.9
ben,1999,122058757.7
ben,2000,66301000
ben,2001,80095000
ben,2002,75055000
ben,2003,35051000
ben,2004,25445000
ben,2005,40884022.5
ben,2006,40906850.8
ben,2007,116910542.9
ben,2008,89346923.3
ben,2009,211105922.6
ben,2010,338628273.7
ben,2011,494779658.8
ben,2012,163552912.6
ben,2013,177274860.2
ben,2014,59436509.9
ben,2015,66202354.1
ben,2016,53464899.5
ben,2017,61741656.6
ben,2018,46162855.9
ben,2019,12000000
ben,2020,282711000
bfa,1977,30002375.3
bfa,1978,78007111.6
bfa,1979,38000000
bfa,1980,35000000
bfa,1981,35000000
bfa,1982,32029784
bfa,1983,27512056.7
bfa,1984,29971422
bfa,1985,44757237.5
bfa,1986,54742058.1
bfa,1987,77422266.3
bfa,1988,75324581.2
bfa,1989,68524036.6
bfa,1990,84036902.1
bfa,1991,75763586.2
bfa,1992,52251790.4
bfa,1993,29874600.7
bfa,1994,40782778.9
bfa,1995,55835323.7
bfa,1996,53362211.9
bfa,1997,65848938.9
bfa,1998,59422815.3
bfa,1999,103403390.9
bfa,2000,84311602
bfa,2001,63471333.8
bfa,2002,11234550.9
bfa,2003,14139000
bfa,2004,24096000
bfa,2005,22221536.9
bfa,2006,89063000
bfa,2007,155015802.5
bfa,2008,8530127.6
bfa,2009,0
bfa,2010,0
bfa,2011,0
bfa,2012,0
bfa,2013,0
bfa,2014,0
bfa,2015,0
bfa,2016,0
bfa,2017,0
bfa,2018,0
bfa,2019,0
bfa,2020,0
bgd,1972,0
bgd,1973,530584.1
bgd,1974,46012.9
bgd,1975,2024818.7
bgd,1976,3212769.1
bgd,1977,27045602.3
bgd,1978,72401604.2
bgd,1979,111149808
bgd,1980,212042930
bgd,1981,228043884
bgd,1982,209043591.5
bgd,1983,170044968.6
bgd,1984,133040477.5
bgd,1985,135053446.5
bgd,1986,125060454.5
bgd,1987,74033369
bgd,1988,49794094
bgd,1989,67532000.2
bgd,1990,155934434.8
bgd,1991,218572710.1
bgd,1992,232693084.2
bgd,1993,152837980.2
bgd,1994,194536652.7
bgd,1995,199198149.8
bgd,1996,163065470
bgd,1997,175000000
bgd,1998,149720000
bgd,1999,254290000
bgd,2000,334000000
bgd,2001,360743000
bgd,2002,572094000
bgd,2003,617000000
bgd,2004,712000000
bgd,2005,688428094
bgd,2006,1178000000
bgd,2007,1369670044.5
bgd,2008,1893535805.6
bgd,2009,1933321570.7
bgd,2010,2947346678
bgd,2011,2103336253.1
bgd,2012,1957166190.7
bgd,2013,3732779938.7
bgd,2014,4151019894.8
bgd,2015,6630821000
bgd,2016,7834619000
bgd,2017,10764940000
bgd,2018,9029402000
bgd,2019,9737331000
bgd,2020,10986456000
bgr,1985,50000000
bgr,1986,60000000
bgr,1987,351000000
bgr,1988,629000000
bgr,1989,854000000
bgr,1990,1055515569.2
bgr,1991,1566860977
bgr,1992,1594125926.4
bgr,1993,1852600900.9
bgr,1994,435910685.9
bgr,1995,512273843.5
bgr,1996,1146803148.6
bgr,1997,1997049185.9
bgr,1998,1762616246.1
bgr,1999,1288301000
bgr,2000,1450772000
bgr,2001,1228985000
bgr,2002,1843112000
bgr,2003,2662500000
bgr,2004,3267474000
bgr,2005,4442460000
bgr,2006,8040120000
bgr,2007,14036473000
bgr,2008,18334200000
bgr,2009,17797030000
bgr,2010,15143258000
bgr,2011,12847627000
bgr,2012,13779930000
bgr,2013,13323751000
bgr,2014,11148703000
bgr,2015,8772782000
bgr,2016,8609323000
bgr,2017,9536000000
bgr,2018,9546065000
bgr,2019,9894822000
bgr,2020,11875646000
bih,1999,39627270.5
bih,2000,38202547.3
bih,2001,40000000
bih,2002,342690504.4
bih,2003,104000000
bih,2004,252000000
bih,2005,821000000
bih,2006,1161000000
