geo,time,dt_dod_dstc_cd
bih,2007,1387000000
bih,2008,1162000000
bih,2009,1457000000
bih,2010,1149000000
bih,2011,1328000000
bih,2012,1132004000
bih,2013,1019980000
bih,2014,780924000
bih,2015,646558000
bih,2016,647186000
bih,2017,285556000
bih,2018,766060000
bih,2019,359200000
bih,2020,473797000
blr,1993,6933000
blr,1994,69958458.6
blr,1995,109925771.1
blr,1996,956571895.3
blr,1997,1144305808
blr,1998,1347538642.5
blr,1999,1310118529.9
blr,2000,1238629764.4
blr,2001,1308685425.3
blr,2002,1629009944
blr,2003,1974921098
blr,2004,2936100000
blr,2005,3503058000
blr,2006,4382054000
blr,2007,7361162000
blr,2008,7557961000
blr,2009,9076115000
blr,2010,11863739000
blr,2011,13445500000
blr,2012,11635309000
blr,2013,14062081000
blr,2014,12827405000
blr,2015,11474471000
blr,2016,10621954000
blr,2017,9724596000
blr,2018,9525980000
blr,2019,10198508000
blr,2020,10185716000
blz,1977,7000000
blz,1978,11000000
blz,1979,38000000
blz,1980,16000000
blz,1981,4167632
blz,1982,7403820.5
blz,1983,21792004.6
blz,1984,17954774.3
blz,1985,13262609.2
blz,1986,11904905.3
blz,1987,14765746.2
blz,1988,5481041.2
blz,1989,5083321
blz,1990,6095000
blz,1991,10761620.1
blz,1992,10994565.3
blz,1993,18935405.3
blz,1994,16217255.8
blz,1995,35719179.1
blz,1996,31090453.9
blz,1997,182014000
blz,1998,50520000
blz,1999,51000004.6
blz,2000,50000000
blz,2001,50844000
blz,2002,45899912.1
blz,2003,80983129
blz,2004,1307858.1
blz,2005,6855342.4
blz,2006,7725024.5
blz,2007,7274490.2
blz,2008,7484268.8
blz,2009,9510727.2
blz,2010,6912209.1
blz,2011,7818819.9
blz,2012,6138014.7
blz,2013,5721899.9
blz,2014,5434078.1
blz,2015,7091994.4
blz,2016,4097730.8
blz,2017,4803547.1
blz,2018,3633664.8
blz,2019,4209000
blz,2020,7989799.1
bol,1970,91032000
bol,1971,100389000
bol,1972,118383000
bol,1973,123258000
bol,1974,137258000
bol,1975,156258000
bol,1976,199258000
bol,1977,285258000
bol,1978,364329000
bol,1979,533773325.4
bol,1980,302504074.5
bol,1981,302823213.1
bol,1982,236385028
bol,1983,311349686.6
bol,1984,508985775.6
bol,1985,656053057.1
bol,1986,757278786.5
bol,1987,829255540.4
bol,1988,352613037.1
bol,1989,254918833.3
bol,1990,154302621.6
bol,1991,144946549.6
bol,1992,175958288
bol,1993,207209456
bol,1994,300103234.3
bol,1995,306663668.7
bol,1996,374142597.1
bol,1997,429479123.5
bol,1998,413055336.1
bol,1999,412587000
bol,2000,402436360.6
bol,2001,380000000
bol,2002,370000000
bol,2003,332020000
bol,2004,272400000
bol,2005,181750000
bol,2006,614800000
bol,2007,223000000
bol,2008,270030000
bol,2009,304400000
bol,2010,336340000
bol,2011,323740000
bol,2012,329760000
bol,2013,250400000
bol,2014,288900000
bol,2015,426000000
bol,2016,475000000
bol,2017,270000000
bol,2018,703000000
bol,2019,637330000
bol,2020,577437000
bra,1970,714020876.8
bra,1971,923022229.4
bra,1972,1415046641.1
bra,1973,1801054970.7
bra,1974,2702061538.3
bra,1975,3306105104.6
bra,1976,4044543195.1
bra,1977,6000976473.1
bra,1978,7077643411
bra,1979,8642818018.7
bra,1980,13539523518.3
bra,1981,15352380193.4
bra,1982,17483417302.3
bra,1983,14262149725.8
bra,1984,11017824013.2
bra,1985,9378448505.2
bra,1986,9429420800.4
bra,1987,13373133528.8
bra,1988,10492175721.7
bra,1989,18013705278.5
bra,1990,23715154534.7
bra,1991,26311969629.6
bra,1992,24089113087.6
bra,1993,31322613713.6
bra,1994,32175432929
bra,1995,31228623433.7
bra,1996,35921638352.6
bra,1997,34849033342
bra,1998,29880547116
bra,1999,29230433690.4
bra,2000,30973172427.9
bra,2001,28273268000
bra,2002,23395008000
bra,2003,24594244000
bra,2004,25267023724.2
bra,2005,23993000000
bra,2006,20323012406.9
bra,2007,39246096480.1
bra,2008,36644096483.8
bra,2009,39786080218
bra,2010,65492336215
bra,2011,42140332332.6
bra,2012,32583031548.5
bra,2013,33506511326.1
bra,2014,58176937891.1
bra,2015,52341440000
bra,2016,57201751000
bra,2017,52408392000
bra,2018,66843894000
bra,2019,79179372000
bra,2020,68983074000
btn,1985,0
btn,1986,0
btn,1987,0
btn,1988,0
btn,1989,2006000
btn,1990,3263209.1
btn,1991,1492492
btn,1992,891344.4
btn,1993,1710056.7
btn,1994,703052
btn,1995,575384.7
btn,1996,104000
btn,1997,2000000
btn,1998,0
btn,1999,2010000
btn,2000,1530000
btn,2001,30000
btn,2002,1023000
btn,2003,4401000
btn,2004,0
btn,2005,12475624.1
btn,2006,16000000
btn,2007,18000000
btn,2008,8000000
btn,2009,5000000
btn,2010,6000000
btn,2011,8000000
btn,2012,75000000
btn,2013,0
btn,2014,3413000
btn,2015,0
btn,2016,87000
btn,2017,3006000
btn,2018,4313000
btn,2019,27776000
btn,2020,1454000
bwa,1973,0
bwa,1974,0
bwa,1975,0
bwa,1976,0
bwa,1977,3000000
bwa,1978,3000000
bwa,1979,17122320
bwa,1980,4000000
bwa,1981,8000000
bwa,1982,3000000
bwa,1983,4000000
bwa,1984,5000000
bwa,1985,2000000
bwa,1986,3112164
bwa,1987,4255821.5
bwa,1988,3755712.9
bwa,1989,3558906.7
bwa,1990,5776458.8
bwa,1991,6634330.5
bwa,1992,6304140.1
bwa,1993,7758849.3
bwa,1994,11228855
bwa,1995,10193522.6
bwa,1996,6012000
bwa,1997,40000000
bwa,1998,7430000
bwa,1999,19710000
bwa,2000,9000000
bwa,2001,16000000
bwa,2002,13000000
bwa,2003,23000000
bwa,2004,21000000
bwa,2005,42000000
bwa,2006,0
bwa,2007,22000000
bwa,2008,45001540.3
bwa,2009,158000000
bwa,2010,360000000
bwa,2011,407000000
bwa,2012,416000000
bwa,2013,397251000
bwa,2014,419450000
bwa,2015,384602000
bwa,2016,378875000
bwa,2017,107800000
bwa,2018,250862781.6
bwa,2019,139205000
bwa,2020,217765000
caf,1970,85679.8
caf,1971,266910.3
caf,1972,535696.3
caf,1973,893053.8
caf,1974,1435857.6
caf,1975,2182371.7
caf,1976,4199622.6
caf,1977,16082444.1
caf,1978,16211338.8
caf,1979,24067020.6
caf,1980,24582067.9
caf,1981,19452642.7
caf,1982,19442632.2
caf,1983,14939476.3
caf,1984,13303413.4
caf,1985,18075647.4
caf,1986,28275705.1
caf,1987,29377457.3
caf,1988,38408626.5
caf,1989,36780135.4
caf,1990,37743144.2
caf,1991,43956195.7
caf,1992,53896980.9
caf,1993,73133613.6
caf,1994,44263984.4
caf,1995,57136051.4
caf,1996,54741843.2
caf,1997,62836850.4
caf,1998,60130892.7
caf,1999,60239112.7
caf,2000,38057029.9
caf,2001,33919886.7
caf,2002,53264462.7
caf,2003,101152256
caf,2004,111931173.3
caf,2005,108952752.9
caf,2006,114277037.7
caf,2007,98545631.6
caf,2008,89244170.2
caf,2009,85500112
caf,2010,85925502.8
caf,2011,111155360.8
caf,2012,85454787.4
caf,2013,88514998.7
caf,2014,88688555.7
caf,2015,90316520.7
caf,2016,88665086.4
caf,2017,88771205.6
caf,2018,88394295.3
caf,2019,132264031.7
caf,2020,132780430.8
chn,1982,2300000000
chn,1983,3984000000
chn,1984,5600000000
chn,1985,6419000000
chn,1986,6076000000
chn,1987,8221000000
chn,1988,8806000000
chn,1989,6907000000
chn,1990,9317000000
chn,1991,10780000000
chn,1992,13765000000
chn,1993,15296000000
chn,1994,17483000000
chn,1995,22325450000
chn,1996,25407080000
chn,1997,31464000000
chn,1998,17340000000
chn,1999,15180000000
chn,2000,13080000000
chn,2001,56300000000
chn,2002,65680000000
chn,2003,88093000000
chn,2004,115770000000
chn,2005,148267000000
chn,2006,173377000000
chn,2007,203698000000
chn,2008,187188000000
chn,2009,240509000071.39999
chn,2010,512323000066.20001
chn,2011,771361000064.09985
chn,2012,792108000065.40002
chn,2013,1077031000068.40002
chn,2014,1239452085974.1001
chn,2015,822244079544.5
chn,2016,801396077737.5
chn,2017,1030633085053.19995
chn,2018,1218901082134.19995
chn,2019,1205312080771.3999
chn,2020,1236232086566
civ,1970,107000000
civ,1971,148000000
civ,1972,167000000
civ,1973,248000000
civ,1974,305000000
civ,1975,420000000
civ,1976,524000000
civ,1977,478000000
civ,1978,729006000
civ,1979,857087000
civ,1980,1059323000
civ,1981,1165580000
civ,1982,1106898000
civ,1983,887345140.5
civ,1984,640680535.2
civ,1985,739140171.6
civ,1986,825933474.7
civ,1987,1404926624.4
civ,1988,1886609024.7
civ,1989,2896470989.7
civ,1990,3596806873.1
civ,1991,3934648635
civ,1992,4419499332.5
civ,1993,5125005212.4
civ,1994,3214736239.6
civ,1995,3909651522.4
civ,1996,5805389971.4
civ,1997,2661115927.2
civ,1998,1575621401.8
civ,1999,1255826511.4
civ,2000,915572340.7
civ,2001,1145850960.2
civ,2002,806251934.3
civ,2003,359423139.2
civ,2004,708420477.2
civ,2005,883004228.2
civ,2006,1821849590.4
civ,2007,1903604628.4
civ,2008,1343910715.4
civ,2009,482437130.3
civ,2010,410947839.4
civ,2011,471509783.4
civ,2012,736849286.7
civ,2013,0
civ,2014,0
civ,2015,0
civ,2016,269196000
civ,2017,27853000
civ,2018,137858000
civ,2019,889878955.2
civ,2020,1058679115.4
cmr,1970,0
cmr,1971,0
cmr,1972,12179.9
cmr,1973,51054.3
cmr,1974,1191907.5
cmr,1975,652899.6
cmr,1976,0
cmr,1977,111417428.6
cmr,1978,164142358.4
cmr,1979,242687275.6
cmr,1980,278249010.7
cmr,1981,252808413
cmr,1982,404122274.7
cmr,1983,335066579.2
cmr,1984,392539930.8
cmr,1985,546342530.2
cmr,1986,798703961.4
cmr,1987,766482031.1
cmr,1988,817721300.1
cmr,1989,599359707.9
cmr,1990,935978872.3
cmr,1991,965444535.6
cmr,1992,795094877.9
cmr,1993,896443369.7
cmr,1994,704415638.1
cmr,1995,990644866.2
cmr,1996,1212222083.1
cmr,1997,1279656732
cmr,1998,1304859134
cmr,1999,1197644145.4
cmr,2000,1224016346
cmr,2001,924311762.1
cmr,2002,735646024.9
cmr,2003,360577834.1
cmr,2004,547929535.9
cmr,2005,333817653.1
cmr,2006,493044168.3
cmr,2007,237492019.9
cmr,2008,40343582.4
cmr,2009,2539415.7
cmr,2010,8678680.1
cmr,2011,68003070.5
cmr,2012,157189608.5
cmr,2013,442522015.5
cmr,2014,176930528.1
cmr,2015,298852237.5
cmr,2016,262473514.8
cmr,2017,527612000
cmr,2018,433298000
cmr,2019,377264000
cmr,2020,368806825.3
cod,1970,34000000
cod,1971,40000000
cod,1972,66000000
cod,1973,102126767.7
cod,1974,154806949.2
cod,1975,226453069.9
cod,1976,328304265.4
cod,1977,388983181.3
cod,1978,482874540.3
cod,1979,550544802.3
cod,1980,325726370.3
cod,1981,392186020.9
cod,1982,462963493.3
cod,1983,280414188.9
cod,1984,330725025.7
cod,1985,405485396.8
cod,1986,417477426.3
cod,1987,583669124.5
cod,1988,834344357.3
cod,1989,645386559.4
cod,1990,743510847.8
cod,1991,1082342400.3
cod,1992,1556329474.7
cod,1993,2036798285.4
cod,1994,2547854874.2
cod,1995,3116151971.5
cod,1996,3119016388.5
cod,1997,3299718442.6
cod,1998,3562104235.9
cod,1999,3371012161.3
cod,2000,3428734625
cod,2001,3548015413.7
cod,2002,525705803
cod,2003,466613889.1
cod,2004,463609144
cod,2005,374037956.2
cod,2006,506993471.9
cod,2007,616905933.3
cod,2008,653672492
cod,2009,618927606.7
cod,2010,435006994.7
cod,2011,223921556.5
cod,2012,258493886.4
cod,2013,441813380.3
cod,2014,182831628.5
cod,2015,164999916.2
cod,2016,214896040.1
cod,2017,126013659.9
cod,2018,93630602.9
cod,2019,208935924.2
cod,2020,131116080.5
cog,1970,320912.2
cog,1971,656917.5
cog,1972,1486751.1
cog,1973,3032007.9
cog,1974,3818752.3
cog,1975,4493813.6
cog,1976,6975476.5
cog,1977,128383258.9
cog,1978,121782288.1
cog,1979,191911511.4
cog,1980,246884428.2
cog,1981,116479656
cog,1982,186281897.9
cog,1983,172127787.6
cog,1984,194164679.5
cog,1985,678972321.5
cog,1986,701171311.7
cog,1987,896678025.8
cog,1988,585137963.4
cog,1989,757322928
cog,1990,731824647.9
cog,1991,775492887.9
cog,1992,876459477
cog,1993,947796007.2
cog,1994,601775088.4
cog,1995,1010316051.2
cog,1996,515645566.4
cog,1997,732018423
cog,1998,826645398.2
cog,1999,1064170749.3
cog,2000,873920553.9
cog,2001,1121705998.1
cog,2002,973352007.3
cog,2003,1048274978.4
cog,2004,950076190.4
cog,2005,787660655.9
cog,2006,814056432.3
cog,2007,325553760
cog,2008,267077872.1
cog,2009,255745616.7
cog,2010,197001348.5
cog,2011,148776449.9
cog,2012,193362589.4
cog,2013,229416179.9
cog,2014,209952893.6
cog,2015,447977946.3
cog,2016,187289645.5
cog,2017,274591227.7
cog,2018,273778765.8
cog,2019,231955602.4
cog,2020,281669805.4
col,1970,602000000
col,1971,677000000
col,1972,761000000
col,1973,855000000
col,1974,901000000
col,1975,1012000000
col,1976,1062000000
col,1977,1964000000
col,1978,1927000000
col,1979,2012000000
col,1980,2337000000
col,1981,2774000000
col,1982,3124003000
col,1983,3260000000
col,1984,2868000763.8
col,1985,3104094051.5
col,1986,1597012238.7
col,1987,1655924624.1
col,1988,1610428707.9
col,1989,1616917259.3
col,1990,1438368896
col,1991,1751194732.3
col,1992,2550970794.6
col,1993,3652534315.9
col,1994,4491523494.9
col,1995,5544916446.8
col,1996,5883747000
col,1997,5759000000
col,1998,6232410000
col,1999,3965094000
col,2000,2870954000
col,2001,3287000000
col,2002,3659000000
col,2003,3556000000
col,2004,5119600000
col,2005,5636873000
col,2006,4762523000
col,2007,5160664000
col,2008,5632913000
col,2009,4012706000
col,2010,7912264000
col,2011,10596094000
col,2012,10333992000
col,2013,10890771000
col,2014,12221311000
col,2015,11934868000
col,2016,11280179000
col,2017,13028715000
col,2018,14917509000
col,2019,15635427000
col,2020,14071202000
com,1976,30530
com,1977,1128253.6
com,1978,1358185.6
com,1979,1652411.9
com,1980,1002000
com,1981,2054000
com,1982,1108936.8
com,1983,2172230.2
com,1984,3247652.4
com,1985,4565827.4
com,1986,7705225
com,1987,15163270.7
com,1988,11000645.7
com,1989,12780364.9
com,1990,12394301.9
com,1991,12523664.5
com,1992,11789662.1
com,1993,13998060.2
com,1994,9842225.9
com,1995,9988028.3
com,1996,9362482.6
com,1997,13815938.1
com,1998,12788211.4
com,1999,19841976.4
com,2000,28134324.6
com,2001,23898536.7
com,2002,29392135.8
com,2003,27467966.1
com,2004,33988537.7
com,2005,33739109
com,2006,36331315.5
com,2007,11623335.5
com,2008,5598493.9
com,2009,4744529.7
com,2010,4423143.8
com,2011,4673920.4
com,2012,4125469.6
com,2013,1605516.1
com,2014,1599581.4
com,2015,1473066.1
com,2016,1516180.4
com,2017,1102036.9
com,2018,1235495.5
com,2019,1896221.4
com,2020,1181050.6
cpv,1981,6000
cpv,1982,12000
cpv,1983,1928.6
cpv,1984,0
cpv,1985,1022935.5
cpv,1986,6871153.5
cpv,1987,10407803.7
cpv,1988,4516031.1
cpv,1989,2435071
cpv,1990,4650888.4
cpv,1991,4709237.2
cpv,1992,6005597.2
cpv,1993,6957018.6
cpv,1994,9777251.2
cpv,1995,29217949.1
cpv,1996,5927932.7
cpv,1997,6955998.6
cpv,1998,5509087.4
cpv,1999,19237639.9
cpv,2000,3908398.9
cpv,2001,3605129.4
cpv,2002,3122285.2
cpv,2003,1783819.7
cpv,2004,1046652.5
cpv,2005,939808.3
cpv,2006,721000
cpv,2007,1287000
cpv,2008,1441540.3
cpv,2009,1459000
cpv,2010,0
cpv,2011,0
cpv,2012,0
cpv,2013,0
cpv,2014,0
cpv,2015,0
cpv,2016,0
cpv,2017,0
cpv,2018,0
cpv,2019,55313
cpv,2020,0
cri,1970,41000000
cri,1971,47006000
cri,1972,57000000
cri,1973,67083000
cri,1974,85000000
cri,1975,115000000
cri,1976,142000000
cri,1977,223027000
cri,1978,284315000
cri,1979,353011000
cri,1980,575529000
cri,1981,621878629.7
cri,1982,778408908.1
cri,1983,503228513.9
cri,1984,338743006.1
cri,1985,380199845
cri,1986,475082890.6
cri,1987,584351523.4
cri,1988,601954395.9
cri,1989,712123538.8
cri,1990,385049793
cri,1991,353060958.7
cri,1992,355026110.9
cri,1993,384683492.7
cri,1994,407773924.9
cri,1995,443035973.7
cri,1996,385434683.2
cri,1997,546446907.7
cri,1998,696376329.7
cri,1999,784240405.8
cri,2000,962211168.7
cri,2001,1167387569.2
cri,2002,1504373562.8
cri,2003,1632326738.6
cri,2004,1672398562.2
cri,2005,2096807637.5
cri,2006,2355431636
cri,2007,3233704000
cri,2008,3988645000
cri,2009,2243432000
cri,2010,2430970000
cri,2011,2810150000
cri,2012,2903510000
cri,2013,2410933000
cri,2014,2346747000
cri,2015,2604033000
cri,2016,2554826000
cri,2017,2538418000
cri,2018,3369553000
cri,2019,2755125000
cri,2020,3941600000
dji,1977,0
dji,1978,0
dji,1979,0
dji,1980,0
dji,1981,0
dji,1982,0
dji,1983,0
dji,1984,326750
dji,1985,0
dji,1986,56471.3
dji,1987,0
dji,1988,0
dji,1989,534
dji,1990,73405.5
dji,1991,159952.5
dji,1992,650467.1
dji,1993,1550565
dji,1994,2755833.5
dji,1995,3538425.8
dji,1996,4234496.7
dji,1997,4252481.4
dji,1998,6302181.3
dji,1999,6549856.3
dji,2000,44468397.5
dji,2001,46014302.1
dji,2002,35183208.6
dji,2003,11249673.3
dji,2004,47122946
dji,2005,87247944.6
dji,2006,105168047.2
dji,2007,140892932.4
dji,2008,146721027.9
dji,2009,120254634.8
dji,2010,121504449.5
dji,2011,88640005.9
dji,2012,112297207
dji,2013,97920091.4
dji,2014,77052055.5
dji,2015,4077193.9
dji,2016,53668079.8
dji,2017,278129873.8
dji,2018,239635891.8
dji,2019,375402691.2
dji,2020,252863704.7
dma,1981,104940
dma,1982,200198
dma,1983,0
dma,1984,0
dma,1985,0
dma,1986,0
