geo,time,ne_dab_defl_zs
arg,2012,353.51066
arg,2013,440.34362
arg,2014,623.33763
arg,2015,789.19745
arg,2016,1107.48544
arg,2017,1374.79823
arg,2018,1960.33238
arg,2019,3008.38473
arg,2020,4130.53025
arm,1994,13.11584
arm,1995,36.57949
arm,1996,43.32139
arm,1997,50.62269
arm,1998,56.80333
arm,1999,56.5557
arm,2000,59.26945
arm,2001,62.51704
arm,2002,62.81582
arm,2003,63.31667
arm,2004,68.67376
arm,2005,70.7573
arm,2006,74.31073
arm,2007,76.09708
arm,2008,80.0164
arm,2009,88.08286
arm,2010,94.55759
arm,2011,99.24959
arm,2012,100
arm,2013,105.86375
arm,2014,109.46515
arm,2015,113.68924
arm,2016,113.96843
arm,2017,115.50167
arm,2018,117.33995
arm,2019,120.06009
arm,2020,121.49594
aus,2020,100
aut,1970,23.10131
aut,1971,24.62413
aut,1972,26.44028
aut,1973,28.3495
aut,1974,31.55412
aut,1975,33.33852
aut,1976,35.39631
aut,1977,37.23917
aut,1978,39.05598
aut,1979,40.83099
aut,1980,43.2797
aut,1981,46.15462
aut,1982,48.7336
aut,1983,50.34073
aut,1984,52.71739
aut,1985,54.56229
aut,1986,55.81601
aut,1987,56.82328
aut,1988,57.69906
aut,1989,59.46374
aut,1990,61.30495
aut,1991,63.46548
aut,1992,65.76345
aut,1993,67.73035
aut,1994,69.3654
aut,1995,70.72609
aut,1996,71.73726
aut,1997,72.67822
aut,1998,73.02717
aut,1999,73.4519
aut,2000,74.73992
aut,2001,76.24932
aut,2002,76.96166
aut,2003,78.08306
aut,2004,79.47164
aut,2005,81.76069
aut,2006,83.41986
aut,2007,85.42529
aut,2008,87.61539
aut,2009,88.65315
aut,2010,90.29055
aut,2011,92.82643
aut,2012,95.14256
aut,2013,96.78194
aut,2014,98.45448
aut,2015,100
aut,2016,101.42688
aut,2017,103.0622
aut,2018,105.16232
aut,2019,107.21211
aut,2020,109.5518
aze,1993,1.24547
aze,1994,18.25675
aze,1995,107.11951
aze,1996,120.28826
aze,1997,110.15497
aze,1998,111.39931
aze,1999,96.26351
aze,2000,91.93144
aze,2001,97.34252
aze,2002,97.42362
aze,2003,99.52425
aze,2004,101.51294
aze,2005,100
aze,2006,98.15074
aze,2007,117.36387
aze,2008,143.86622
aze,2009,150.56879
aze,2010,185.36499
aze,2011,190.8895
aze,2012,209.84772
bdi,1997,33.70818
bdi,1998,38.78445
bdi,1999,43.67195
bdi,2000,61.90874
bdi,2001,70.58084
bdi,2002,71.1104
bdi,2003,79.83404
bdi,2004,89.12528
bdi,2005,100
bdi,2006,102.04719
bdi,2007,110.47211
bdi,2008,136.48132
bdi,2009,151.55031
bdi,2010,161.82507
bdi,2011,179.59764
bdi,2012,204.11653
bdi,2013,218.20437
bdi,2014,230.23317
bdi,2015,241.73721
bdi,2016,253.313
bdi,2017,278.83343
bdi,2018,271.88834
bdi,2019,269.80304
bdi,2020,289.66585
bel,1970,20.33598
bel,1971,21.59627
bel,1972,22.74623
bel,1973,24.30056
bel,1974,27.94854
bel,1975,31.33144
bel,1976,33.90448
bel,1977,36.27118
bel,1978,37.82544
bel,1979,39.45782
bel,1980,42.12736
bel,1981,44.97359
bel,1982,48.49756
bel,1983,50.94903
bel,1984,53.80922
bel,1985,55.8954
bel,1986,56.09909
bel,1987,56.88938
bel,1988,57.73387
bel,1989,60.28108
bel,1990,62.25336
bel,1991,63.93458
bel,1992,65.41658
bel,1993,67.42057
bel,1994,69.03623
bel,1995,69.88887
bel,1996,70.5628
bel,1997,71.31753
bel,1998,72.42256
bel,1999,73.33198
bel,2000,75.70794
bel,2001,77.12158
bel,2002,78.06715
bel,2003,79.79955
bel,2004,81.91558
bel,2005,84.10913
bel,2006,86.49848
bel,2007,88.15001
bel,2008,91.72122
bel,2009,90.22331
bel,2010,93.07823
bel,2011,95.8936
bel,2012,97.74575
bel,2013,98.68823
bel,2014,99.41736
bel,2015,100
bel,2016,101.25497
bel,2017,103.52069
bel,2018,105.77069
bel,2019,106.95645
bel,2020,107.97167
ben,1960,5.59304
ben,1961,5.6873
ben,1962,5.83605
ben,1963,5.91693
ben,1964,5.95063
ben,1965,6.05851
ben,1966,5.98641
ben,1967,5.883
ben,1968,5.9652
ben,1969,6.29045
ben,1970,6.56951
ben,1971,6.57888
ben,1972,7.01894
ben,1973,7.20769
ben,1974,8.65098
ben,1975,9.90177
ben,1976,11.44231
ben,1977,11.95058
ben,1978,13.32466
ben,1979,14.85295
ben,1980,16.03123
ben,1981,18.16513
ben,1982,21.37015
ben,1983,22.57267
ben,1984,23.07299
ben,1985,22.37383
ben,1986,22.11212
ben,1987,22.99443
ben,1988,22.64982
ben,1989,23.12839
ben,1990,23.44832
ben,1991,23.36679
ben,1992,24.06519
ben,1993,24.96216
ben,1994,34.70411
ben,1995,39.57114
ben,1996,41.31116
ben,1997,42.90369
ben,1998,45.68858
ben,1999,68.93802
ben,2000,70.71012
ben,2001,72.4802
ben,2002,74.12628
ben,2003,75.90444
ben,2004,75.32468
ben,2005,80.09321
ben,2006,81.82093
ben,2007,82.66981
ben,2008,87.80488
ben,2009,89.23213
ben,2010,89.81424
ben,2011,92.5465
ben,2012,99.31217
ben,2013,99.71953
ben,2014,100.1041
ben,2015,100
ben,2016,99.62301
ben,2017,100.22575
ben,2018,101.22564
ben,2019,99.6078
ben,2020,103.00315
bfa,1965,10.92407
bfa,1966,11.16891
bfa,1967,10.64235
bfa,1968,10.49387
bfa,1969,11.25947
bfa,1970,11.89076
bfa,1971,12.27657
bfa,1972,13.45356
bfa,1973,13.78666
bfa,1974,15.39861
bfa,1975,16.8035
bfa,1976,17.91091
bfa,1977,20.71398
bfa,1978,24.38674
bfa,1979,27.14959
bfa,1980,28.71253
bfa,1981,32.57571
bfa,1982,35.85467
bfa,1983,37.76282
bfa,1984,39.91724
bfa,1985,43.07384
bfa,1986,39.6803
bfa,1987,40.11022
bfa,1988,41.37532
bfa,1989,44.1507
bfa,1990,44.56742
bfa,1991,43.52129
bfa,1992,43.50699
bfa,1993,43.05035
bfa,1994,53.25986
bfa,1995,56.06633
bfa,1996,56.8698
bfa,1997,58.16986
bfa,1998,61.55845
bfa,1999,75.36472
bfa,2000,74.95264
bfa,2001,77.75576
bfa,2002,79.59347
bfa,2003,80.91703
bfa,2004,80.53468
bfa,2005,84.33291
bfa,2006,84.29875
bfa,2007,86.6575
bfa,2008,94.63408
bfa,2009,95.51859
bfa,2010,95.57994
bfa,2011,98.99774
bfa,2012,102.99079
bfa,2013,103.69601
bfa,2014,103.04934
bfa,2015,100
bfa,2016,100.64906
bfa,2017,101.71774
bfa,2018,102.40597
bfa,2019,100.30551
bgd,1960,1.53046
bgd,1961,1.60659
bgd,1962,1.69268
bgd,1963,1.72829
bgd,1964,1.61591
bgd,1965,1.75276
bgd,1966,1.85116
bgd,1967,2.15923
bgd,1968,2.1757
bgd,1969,2.36321
bgd,1970,2.30872
bgd,1971,2.30127
bgd,1972,2.25938
bgd,1973,4.1341
bgd,1974,6.61998
bgd,1975,11.94408
bgd,1976,10.26372
bgd,1977,10.23553
bgd,1978,12.7338
bgd,1979,14.31483
bgd,1980,16.67582
bgd,1981,17.85554
bgd,1982,20.4371
bgd,1983,22.81703
bgd,1984,25.21694
bgd,1985,27.98146
bgd,1986,30.39829
bgd,1987,33.93339
bgd,1988,36.33643
bgd,1989,39.46414
bgd,1990,41.37936
bgd,1991,44.68475
bgd,1992,46.86959
bgd,1993,47.85323
bgd,1994,49.29408
bgd,1995,53.41723
bgd,1996,64.23972
bgd,1997,68.39693
bgd,1998,72.18641
bgd,1999,75.13638
bgd,2000,77.51695
bgd,2001,79.89705
bgd,2002,83.78073
bgd,2003,89.19543
bgd,2004,91.39239
bgd,2005,95.51053
bgd,2006,100.00003
bgd,2007,107.13075
bgd,2008,117.97148
bgd,2009,126.10031
bgd,2010,134.28569
bgd,2011,145.49823
bgd,2012,158.68352
bgd,2013,170.23936
bgd,2014,180.35605
bgd,2015,191.72184
bgd,2016,204.53662
bgd,2017,216.3572
bgd,2018,228.63311
bgd,2019,240.28199
bgd,2020,248.83714
bgr,1980,0.05837
bgr,1981,0.05685
bgr,1982,0.05656
bgr,1983,0.05618
bgr,1984,0.05692
bgr,1985,0.05852
bgr,1986,0.06163
bgr,1987,0.06107
bgr,1988,0.06006
bgr,1989,0.06474
bgr,1990,0.07224
bgr,1991,0.25523
bgr,1992,0.43151
bgr,1993,0.67907
bgr,1994,1.16977
bgr,1995,2.15047
bgr,1996,3.70425
bgr,1997,41.86223
bgr,1998,54.95559
bgr,1999,55.60746
bgr,2000,58.7504
bgr,2001,62.11739
bgr,2002,64.1875
bgr,2003,64.75196
bgr,2004,67.44836
bgr,2005,72.26171
bgr,2006,75.73804
bgr,2007,82.63209
bgr,2008,89.35306
bgr,2009,90.70346
bgr,2010,91.08387
bgr,2011,94.621
bgr,2012,97.08086
bgr,2013,97.46582
bgr,2014,98.02224
bgr,2015,100
bgr,2016,101.35678
bgr,2017,106.02497
bgr,2018,109.70167
bgr,2019,113.74513
bgr,2020,113.43772
bhr,2000,73.37046
bhr,2001,71.39771
bhr,2002,81.02392
bhr,2003,83.79078
bhr,2004,94.07804
bhr,2005,99.17419
bhr,2006,101.61038
bhr,2007,104.59973
bhr,2008,106.27604
bhr,2009,101.08887
bhr,2010,100
bhr,2011,101.1688
bhr,2012,110.62582
bhr,2013,106.76263
bhr,2014,108.61381
bhr,2015,108.67536
bhr,2016,110.95428
bhr,2017,114.01561
bhr,2018,118.00657
bhr,2019,118.87242
bhs,1989,43.76526
bhs,1990,45.229
bhs,1991,47.68918
bhs,1992,48.918
bhs,1993,48.9049
bhs,1994,50.17614
bhs,1995,51.51161
bhs,1996,52.4957
bhs,1997,64.04213
bhs,1998,75.50547
bhs,1999,73.04712
bhs,2000,74.0375
bhs,2001,77.74254
bhs,2002,75.10479
bhs,2003,76.79901
bhs,2004,80.93091
bhs,2005,83.6369
bhs,2006,88.22807
bhs,2007,88.55972
bhs,2008,91.72951
bhs,2009,95.2446
bhs,2010,98.34134
bhs,2011,99.58728
bhs,2012,99.99957
bhs,2013,100.9853
bhs,2014,102.98168
bhs,2015,104.78171
bhs,2016,104.97052
bhs,2017,105.53599
bhs,2018,106.61718
bhs,2019,107.15965
bhs,2020,96.96769
bih,2000,73.52688
bih,2001,75.84085
bih,2002,77.67103
bih,2003,77.63156
bih,2004,79.02583
bih,2005,81.77596
bih,2006,85.06331
bih,2007,88.75127
bih,2008,95.44705
bih,2009,95.16713
bih,2010,95.90272
bih,2011,99.14238
bih,2012,100.5066
bih,2013,100.85865
bih,2014,100.46388
bih,2015,100
bih,2016,99.2806
bih,2017,100.69756
bih,2018,102.66501
bih,2019,104.45052
bih,2020,104.58564
blr,1990,0
blr,1991,0
blr,1992,0.00003
blr,1993,0.00045
blr,1994,0.00974
blr,1995,0.0728
blr,1996,0.10981
blr,1997,0.18849
blr,1998,0.32831
blr,1999,1.36354
blr,2000,3.77121
blr,2001,6.47496
blr,2002,9.19898
blr,2003,11.76515
blr,2004,14.1661
blr,2005,16.13374
blr,2006,17.07842
blr,2007,18.81384
blr,2008,21.46078
blr,2009,24.44885
blr,2010,26.97977
blr,2011,41.49637
blr,2012,70.31106
blr,2013,84.93992
blr,2014,100
blr,2015,115.25061
blr,2016,128.40476
blr,2017,138.43367
blr,2018,150.09836
blr,2019,161.66156
blr,2020,172.95722
blz,1980,51.12558
blz,1981,62.77013
blz,1982,57.50857
blz,1983,61.20611
blz,1984,67.42012
blz,1985,72.93312
blz,1986,74.37165
blz,1987,76.16038
blz,1988,77.30156
blz,1989,81.67615
blz,1990,80.42794
blz,1991,82.00066
blz,1992,87.81604
blz,1993,90.05216
blz,1994,91.20179
blz,1995,94.31857
blz,1996,98.07416
blz,1997,99.36475
blz,1998,100.18314
blz,1999,101.11827
blz,2000,100
blz,2001,100.10982
blz,2002,101.55726
blz,2003,103.35638
blz,2004,106.9526
blz,2005,110.39886
blz,2006,115.89677
blz,2007,119.50512
blz,2008,126.16851
blz,2009,126.27407
blz,2010,127.60598
blz,2011,130.10945
blz,2012,131.9601
blz,2013,133.01576
blz,2014,134.79326
blz,2015,133.05056
blz,2016,136.50554
blz,2017,137.23213
blz,2018,144.34152
blz,2019,144.8019
blz,2020,133.13067
bmu,2014,96.22966
bmu,2015,98.14514
bmu,2016,94.76877
bmu,2017,102.67509
bmu,2018,106.64567
bmu,2019,109.8279
bmu,2020,110.4129
bol,1970,0.00011
bol,1971,0.00012
bol,1972,0.00014
bol,1973,0.0002
bol,1974,0.00031
bol,1975,0.00036
bol,1976,0.00038
bol,1977,0.00043
bol,1978,0.00051
bol,1979,0.00059
bol,1980,0.00072
bol,1981,0.00094
bol,1982,0.0025
bol,1983,0.00896
bol,1984,0.14113
bol,1985,16.68851
bol,1986,55.79523
bol,1987,63.07294
bol,1988,75.08858
bol,1989,85.50437
bol,1990,100
bol,1991,121.26605
bol,1992,138.87751
bol,1993,150.61304
bol,1994,162.7643
bol,1995,179.95354
bol,1996,198.96404
bol,1997,209.12293
bol,1998,223.90374
bol,1999,229.78939
bol,2000,243.5428
bol,2001,247.88839
bol,2002,251.94267
bol,2003,262.14429
bol,2004,276.14845
bol,2005,291.67076
bol,2006,319.05954
bol,2007,346.50266
bol,2008,375.75866
bol,2009,381.57379
bol,2010,396.67538
bol,2011,444.00041
bol,2012,469.29285
bol,2013,504.26624
bol,2014,538.03412
bol,2015,552.95418
bol,2016,550.61302
bol,2017,565.32656
bol,2018,578.06425
bol,2019,576.87833
bol,2020,573.11586
bra,1970,0
bra,1971,0
bra,1972,0
bra,1973,0
bra,1974,0
bra,1975,0
bra,1976,0
bra,1977,0
bra,1978,0
bra,1979,0
bra,1980,0
bra,1981,0
bra,1982,0
bra,1983,0
bra,1984,0
bra,1985,0
bra,1986,0
bra,1987,0
bra,1988,0
bra,1989,0.00002
bra,1990,0.00058
bra,1991,0.00287
bra,1992,0.03027
bra,1993,0.6448
bra,1994,15.05613
bra,1995,29.11998
bra,1996,34.71867
bra,1997,37.42795
bra,1998,39.26429
bra,1999,42.94146
bra,2000,45.98706
bra,2001,49.8152
bra,2002,54.00782
bra,2003,61.9314
bra,2004,66.55618
bra,2005,71.32628
bra,2006,75.80348
bra,2007,81.10434
bra,2008,88.20202
bra,2009,92.14468
bra,2010,100
bra,2011,107.21594
bra,2012,115.55346
bra,2013,124.63426
bra,2014,134.80542
bra,2015,145.29234
bra,2016,156.90349
bra,2017,163.20887
bra,2018,169.82548
bra,2019,177.38586
bra,2020,183.69295
brn,1990,67.10769
brn,1991,67.90049
brn,1992,69.09371
brn,1993,70.26623
brn,1994,71.1415
brn,1995,78.3133
brn,1996,60.25407
brn,1997,78.19645
brn,1998,79.46636
brn,1999,82.6309
brn,2000,94.55656
brn,2001,94.64447
brn,2002,89.81175
brn,2003,93.51027
brn,2004,95.75792
brn,2005,96.34317
brn,2006,97.05304
brn,2007,98.75807
brn,2008,90.01387
brn,2009,90.11499
brn,2010,100.00348
brn,2011,100.61847
brn,2012,100.97844
brn,2013,102.16672
brn,2014,100.77319
brn,2015,99.88757
brn,2016,97.74001
brn,2017,96.88345
brn,2018,96.88131
brn,2019,96.92194
brn,2020,99.02552
btn,1990,43.07908
btn,1991,46.91207
btn,1992,51.5148
btn,1993,58.45181
btn,1994,64.88042
btn,1995,68.77521
btn,1996,75.06321
btn,1997,83.7141
btn,1998,92.16259
btn,1999,96.98747
btn,2000,99.99998
btn,2001,104.9348
btn,2002,109.47519
btn,2003,112.62119
btn,2004,116.8509
btn,2005,123.41838
btn,2006,135.058
btn,2007,138.65254
btn,2008,143.1279
btn,2009,150.03189
btn,2010,158.47323
btn,2011,172.5702
btn,2012,188.78306
btn,2013,200.74492
btn,2014,214.92173
btn,2015,223.79609
btn,2016,232.35044
btn,2017,243.88088
btn,2018,248.68644
btn,2019,250.53736
btn,2020,267.71585
bwa,1975,2.99674
bwa,1976,3.35136
bwa,1977,3.7179
bwa,1978,4.15672
bwa,1979,4.76288
bwa,1980,5.55387
bwa,1981,6.23041
bwa,1982,6.96123
bwa,1983,7.8499
bwa,1984,8.51024
bwa,1985,8.8801
bwa,1986,9.7411
bwa,1987,10.67933
bwa,1988,12.81928
bwa,1989,14.63041
bwa,1990,15.89394
bwa,1991,17.31001
bwa,1992,18.85581
bwa,1993,20.89434
bwa,1994,23.45054
bwa,1995,25.16668
bwa,1996,26.4021
bwa,1997,28.11129
bwa,1998,32.34063
bwa,1999,34.98611
bwa,2000,39.21866
bwa,2001,43.97657
bwa,2002,46.27465
bwa,2003,49.51068
bwa,2004,53.6963
bwa,2005,58.6121
bwa,2006,61.20065
bwa,2007,64.91621
bwa,2008,75.40541
bwa,2009,73.43066
bwa,2010,80.83127
bwa,2011,84.99101
bwa,2012,90.89534
bwa,2013,90.44486
bwa,2014,96.46913
bwa,2015,98.55941
bwa,2016,99.99999
bwa,2017,104.32335
bwa,2018,107.0844
bwa,2019,109.27599
bwa,2020,109.8078
caf,2009,112.22013
caf,2010,119.93475
caf,2011,131.9525
caf,2012,148.30421
caf,2013,158.14877
caf,2014,180.07712
caf,2015,183.66168
caf,2016,173.73068
caf,2017,209.3845
caf,2018,196.11599
caf,2019,192.83222
caf,2020,185.31814
can,1970,16.50027
can,1971,17.23171
can,1972,18.17332
can,1973,19.68263
can,1974,22.22143
can,1975,24.61341
can,1976,26.92406
can,1977,29.02374
can,1978,31.24291
can,1979,34.15188
can,1980,37.51326
can,1981,42.10357
can,1982,45.68052
can,1983,48.33966
can,1984,50.35848
can,1985,52.2288
can,1986,54.32532
can,1987,56.54392
can,1988,58.85691
can,1989,61.33272
can,1990,63.62968
can,1991,65.81357
can,1992,67.01579
can,1993,68.17986
can,1994,69.27317
can,1995,70.15789
can,1996,70.97777
can,1997,72.04356
can,1998,73.03139
can,1999,74.01515
can,2000,75.84463
can,2001,77.45801
can,2002,79.26702
can,2003,80.38364
can,2004,81.77034
can,2005,83.2799
can,2006,85.16595
can,2007,87.17717
can,2008,89.37574
can,2009,90.09471
can,2010,91.2036
can,2011,93.22257
can,2012,94.77413
can,2013,96.21872
can,2014,98.56773
can,2015,100
can,2016,101.10217
can,2017,102.51533
can,2018,104.1115
can,2019,105.88732
can,2020,107.77355
che,1970,37.71145
che,1971,40.82423
che,1972,44.34025
che,1973,48.12519
che,1974,52.17617
che,1975,53.95972
che,1976,54.15495
che,1977,54.82268
che,1978,55.41998
che,1979,57.37148
che,1980,60.60612
che,1981,64.28808
che,1982,67.66553
che,1983,69.25315
che,1984,71.92102
che,1985,74.47128
che,1986,74.98391
che,1987,75.86881
che,1988,78.64959
che,1989,81.08605
che,1990,84.55173
che,1991,88.37647
che,1992,90.07241
che,1993,91.11996
che,1994,91.10197
che,1995,91.01577
che,1996,91.51194
che,1997,91.90144
che,1998,91.31351
che,1999,91.18768
che,2000,93.17499
che,2001,94.05794
che,2002,92.7912
che,2003,93.28922
che,2004,94.08694
che,2005,95.29686
che,2006,97.58508
che,2007,100.24372
che,2008,102.05692
che,2009,101.80012
che,2010,101.53221
che,2011,101.21235
che,2012,101.06097
che,2013,102.04028
che,2014,101.67038
che,2015,100
che,2016,100.72461
che,2017,101.2636
che,2018,102.03309
che,2019,101.8659
che,2020,103.40818
chl,1960,0.00003
chl,1961,0.00003
chl,1962,0.00004
chl,1963,0.00005
chl,1964,0.00008
chl,1965,0.00011
chl,1966,0.00014
chl,1967,0.00018
chl,1968,0.00024
chl,1969,0.00032
chl,1970,0.00046
chl,1971,0.00054
chl,1972,0.00099
chl,1973,0.00507
chl,1974,0.04451
chl,1975,0.20351
chl,1976,0.69847
chl,1977,1.45406
chl,1978,2.29747
chl,1979,3.39219
chl,1980,4.50928
chl,1981,5.08949
chl,1982,5.37036
chl,1983,6.79958
chl,1984,8.38055
chl,1985,11.59382
chl,1986,14.19204
chl,1987,17.65682
chl,1988,20.67658
chl,1989,23.80713
chl,1990,29.85839
chl,1991,36.15586
chl,1992,41.40021
chl,1993,47.12205
chl,1994,51.39023
chl,1995,54.97426
chl,1996,57.67676
chl,1997,59.31056
chl,1998,60.76686
chl,1999,60.55671
chl,2000,63.67551
chl,2001,66.90663
chl,2002,69.20057
chl,2003,69.8975
chl,2004,70.42291
chl,2005,73.43035
chl,2006,76.64555
chl,2007,79.24421
chl,2008,87.09345
chl,2009,87.00372
chl,2010,92.27929
chl,2011,95.50001
chl,2012,98.33632
chl,2013,100.82328
chl,2014,106.01868
chl,2015,113.0243
chl,2016,116.35317
chl,2017,120.04099
chl,2018,124.39103
chl,2019,126.70737
chl,2020,131.91236
chn,1995,68.51266
chn,1996,71.13079
chn,1997,72.15825
chn,1998,70.47525
chn,1999,68.62004
chn,2000,69.00768
chn,2001,68.62007
chn,2002,67.86194
chn,2003,68.56355
chn,2004,71.57651
chn,2005,72.47567
chn,2006,73.83754
chn,2007,78.29926
chn,2008,84.23692
chn,2009,82.94418
chn,2010,87.21543
chn,2011,94.65487
chn,2012,97.3599
chn,2013,99.75832
chn,2014,100.74593
chn,2015,100
chn,2016,100.90797
chn,2017,105.59851
chn,2018,109.72431
chn,2019,112.31514
chn,2020,112.67049
civ,2008,87.97434
civ,2009,90.76595
civ,2010,92.68055
civ,2011,105.59132
civ,2012,93.11393
civ,2013,97.54904
civ,2014,96.91655
civ,2015,100
civ,2016,96.27977
civ,2017,94.66953
civ,2018,94.37052
civ,2019,96.20158
civ,2020,98.64566
cmr,1965,7.11278
cmr,1966,7.19359
cmr,1967,8.93217
cmr,1968,9.29848
cmr,1969,9.78809
cmr,1970,10.21745
cmr,1971,10.45577
cmr,1972,11.57643
cmr,1973,12.45518
cmr,1974,13.5932
cmr,1975,14.77211
cmr,1976,18.00059
cmr,1977,17.76039
cmr,1978,18.99528
cmr,1979,22.41222
cmr,1980,24.75555
cmr,1981,27.11799
cmr,1982,27.1191
cmr,1983,32.79761
cmr,1984,37.9527
cmr,1985,42.5878
cmr,1986,40.13969
cmr,1987,40.4854
cmr,1988,43.31705
cmr,1989,47.32469
cmr,1990,45.05219
cmr,1991,44.52648
cmr,1992,50.0328
cmr,1993,63.18141
cmr,1994,65.03521
cmr,1995,70.58458
cmr,1996,72.27819
cmr,1997,73.27508
cmr,1998,76.01564
cmr,1999,77.07049
cmr,2000,76.30859
cmr,2001,79.54831
cmr,2002,83.25006
cmr,2003,84.59058
cmr,2004,84.28287
cmr,2005,83.36198
cmr,2006,84.8234
cmr,2007,85.76159
cmr,2008,90.08958
cmr,2009,92.3152
cmr,2010,92.08842
cmr,2011,94.38822
cmr,2012,95.13403
cmr,2013,96.15849
cmr,2014,98.17975
cmr,2015,99.72217
cmr,2016,100
cmr,2017,100.84511
cmr,2018,102.15797
cmr,2019,102.22594
cmr,2020,103.65054
cod,1994,0.00133
cod,1995,0.00736
cod,1996,0.0596
cod,1997,0.16503
cod,1998,0.21689
cod,1999,1.06623
cod,2000,29.71236
cod,2001,49.74228
cod,2002,67.09341
cod,2003,73.02007
cod,2004,77.14411
cod,2005,100
cod,2006,112.99757
cod,2007,130.44358
cod,2008,168.20855
cod,2009,217.48502
cod,2010,248.79416
cod,2011,267.56965
cod,2012,268.96091
cod,2013,272.30829
cod,2014,283.46731
cod,2015,296.64116
cod,2016,314.23208
cod,2017,433.93936
cod,2018,576.14365
cod,2019,553.21883
cod,2020,560.74291
cog,1960,6.9828
cog,1961,6.64739
cog,1962,8.10553
cog,1963,9.79095
cog,1964,10.55394
cog,1965,10.63652
cog,1966,10.2908
cog,1967,9.56873
cog,1968,10.2254
cog,1969,11.05935
cog,1970,12.02946
cog,1971,12.57961
cog,1972,13.76583
cog,1973,13.22577
cog,1974,13.31458
cog,1975,16.57832
cog,1976,20.45829
cog,1977,23.99125
cog,1978,26.7879
cog,1979,29.70396
cog,1980,30.8571
cog,1981,35.54928
cog,1982,32.30289
cog,1983,34.86696
cog,1984,39.21041
cog,1985,47.55245
cog,1986,46.99926
cog,1987,52.23337
cog,1988,54.95975
cog,1989,58.60039
cog,1990,44.38451
cog,1991,46.17434
cog,1992,45.44659
cog,1993,44.23098
cog,1994,55.2322
cog,1995,61.91245
cog,1996,73.32336
cog,1997,75.66823
cog,1998,81.13324
cog,1999,71.88469
cog,2000,76.11238
cog,2001,79.67272
cog,2002,74.59173
cog,2003,65.00151
cog,2004,81.17144
cog,2005,100
cog,2006,113.34865
cog,2007,128.53971
cog,2008,127.45486
cog,2009,136.33424
cog,2010,121.23804
cog,2011,144.48183
cog,2012,156.08367
cog,2013,156.13339
cog,2014,156.22387
cog,2015,157.298
cog,2016,161.08144
cog,2017,166.51777
cog,2018,174.49291
cog,2019,182.3859
cog,2020,199.32963
col,1960,0.03448
col,1961,0.0372
col,1962,0.03906
col,1963,0.048
col,1964,0.0545
col,1965,0.06022
col,1966,0.07117
col,1967,0.07758
col,1968,0.0846
col,1969,0.0914
col,1970,0.09986
col,1971,0.11069
col,1972,0.1245
col,1973,0.14794
col,1974,0.18925
col,1975,0.23218
col,1976,0.28124
col,1977,0.35578
col,1978,0.42113
col,1979,0.53315
col,1980,0.67498
col,1981,0.84498
col,1982,1.04616
col,1983,1.2622
col,1984,1.53537
col,1985,1.93192
col,1986,2.41527
col,1987,3.08887
col,1988,3.97501
col,1989,4.93608
col,1990,7.75115
col,1991,9.8194
col,1992,12.17015
col,1993,15.22083
col,1994,17.7331
