geo,time,dc_dac_cecl_cd
cmr,1986,26840000.15259
cmr,1987,8680000.30518
cmr,1988,30450000.76294
cmr,1989,145779998.7793
cmr,1990,94800003.05176
cmr,1991,121849998.47412
cmr,1992,126889999.38965
cmr,1993,10829999.92371
cmr,1994,114069999.69482
cmr,1995,53590000.15259
cmr,1996,47759998.32153
cmr,1997,15329999.92371
cmr,1998,29280000.68665
cmr,1999,17540000.91553
cmr,2000,38659999.84741
cmr,2001,41360000.61035
cmr,2002,40979999.54224
cmr,2003,61470001.2207
cmr,2004,44189998.62671
cmr,2005,39299999.23706
cmr,2006,43709999.08447
cmr,2007,66910003.66211
cmr,2008,69989997.86377
cmr,2009,59220001.2207
cmr,2010,74220001.2207
cmr,2011,56939998.62671
cmr,2012,99279998.7793
cmr,2013,85559997.55859
cmr,2014,124809997.55859
cmr,2015,56189998.62671
cmr,2016,75199996.94824
cmr,2017,82720001.2207
cmr,2018,68870002.74658
cmr,2019,93620002.74658
cod,1960,250000
cod,1961,330000.01311
cod,1962,970000.02861
cod,1963,1320000.05245
cod,1964,2900000.09537
cod,1965,3740000.00954
cod,1966,3160000.08583
cod,1967,4789999.96185
cod,1968,3539999.96185
cod,1969,9020000.45776
cod,1970,14060000.41962
cod,1971,20159999.84741
cod,1972,14520000.45776
cod,1973,14210000.03815
cod,1974,11109999.65668
cod,1975,18840000.15259
cod,1976,20059999.46594
cod,1977,31350000.38147
cod,1978,19040000.91553
cod,1979,19299999.23706
cod,1980,23010000.22888
cod,1981,44500000
cod,1982,18479999.54224
cod,1983,50659999.84741
cod,1984,34220001.2207
cod,1985,20520000.45776
cod,1986,23000000
cod,1987,21049999.23706
cod,1988,36950000.76294
cod,1989,53650001.52588
cod,1990,51700000.76294
cod,1991,15449999.80927
cod,1992,18709999.08447
cod,1993,3079999.92371
cod,1994,8399999.61853
cod,1995,21149999.61853
cod,1996,27770000.45776
cod,1997,10760000.22888
cod,1998,12630000.11444
cod,1999,6090000.15259
cod,2000,33490001.67847
cod,2001,43360000.61035
cod,2002,72010002.13623
cod,2003,80059997.55859
cod,2004,249809997.55859
cod,2005,213580001.83105
cod,2006,222220001.2207
cod,2007,158009994.50684
cod,2008,224259994.50684
cod,2009,232759994.50684
cod,2010,364260009.76562
cod,2011,313470001.2207
cod,2012,284239990.23438
cod,2013,335920013.42773
cod,2014,213029998.7793
cod,2015,195490005.49316
cod,2016,207339996.33789
cod,2017,173910003.66211
cod,2018,207970001.2207
cod,2019,205029998.7793
cog,1960,19999.99955
cog,1961,109999.9994
cog,1962,2819999.93324
cog,1963,4380000.11444
cog,1964,6090000.15259
cog,1965,3930000.06676
cog,1966,3089999.91417
cog,1967,5130000.11444
cog,1968,3910000.08583
cog,1969,2230000.01907
cog,1970,3700000.04768
cog,1971,4130000.11444
cog,1972,4559999.94278
cog,1973,4579999.92371
cog,1974,8079999.92371
cog,1975,9710000.03815
cog,1976,13260000.22888
cog,1977,5409999.84741
cog,1978,13539999.96185
cog,1979,12439999.58038
cog,1980,7179999.82834
cog,1981,4860000.13351
cog,1982,1659999.96662
cog,1983,6429999.82834
cog,1984,7380000.11444
cog,1985,16090000.15259
cog,1986,1210000.03815
cog,1987,-109999.9994
cog,1988,2339999.91417
cog,1989,4440000.05722
cog,1990,9399999.61853
cog,1991,8130000.11444
cog,1992,5780000.20981
cog,1993,1379999.99523
cog,1994,5940000.05722
cog,1995,16180000.30518
cog,1996,10220000.26703
cog,1997,4150000.09537
cog,1998,730000.01907
cog,1999,2200000.04768
cog,2000,1779999.97139
cog,2001,2380000.11444
cog,2002,6929999.82834
cog,2003,9289999.96185
cog,2004,12970000.26703
cog,2005,15909999.84741
cog,2006,55889999.38965
cog,2007,37509998.32153
cog,2008,47209999.08447
cog,2009,26149999.61853
cog,2010,32169998.16895
cog,2011,25940000.53406
cog,2012,39799999.23706
cog,2013,22790000.91553
cog,2014,28420000.07629
cog,2015,19280000.68665
cog,2016,13810000.41962
cog,2017,11229999.54224
cog,2018,20010000.22888
cog,2019,14550000.19073
col,1971,1470000.02861
col,1972,5059999.94278
col,1973,1639999.98569
col,1974,2119999.88556
col,1976,140000.0006
col,1978,59999.99866
col,1979,230000.00417
col,1983,180000.00715
col,1985,910000.02623
col,1986,2200000.04768
col,1987,1059999.94278
col,1988,3390000.1049
col,1989,3970000.02861
col,1990,5199999.80927
col,1991,5389999.86649
col,1992,7150000.09537
col,1993,13779999.73297
col,1994,12079999.92371
col,1995,14050000.19073
col,1996,25299999.23706
col,1997,13260000.22888
col,1998,10479999.54224
col,1999,17649999.61853
col,2000,14600000.38147
col,2001,15689999.58038
col,2002,17399999.61853
col,2003,31399999.61853
col,2004,42659999.84741
col,2005,54919998.16895
col,2006,69800003.05176
col,2007,73769996.64307
col,2008,57040000.91553
col,2009,45869998.93188
col,2010,53659999.84741
col,2011,46020000.45776
col,2012,39549999.23706
col,2013,35630001.06812
col,2014,46009998.32153
col,2015,39060001.37329
col,2016,90989997.86377
col,2017,72220001.2207
col,2018,84269996.64307
col,2019,67510002.13623
com,1968,1870000.00477
com,1969,19999.99955
com,1970,1080000.04292
com,1971,660000.02623
com,1972,50000.00075
com,1973,540000.02146
com,1974,109999.9994
com,1975,3529999.97139
com,1976,980000.01907
com,1977,3519999.98093
com,1978,3910000.08583
com,1979,2140000.1049
com,1980,3039999.96185
com,1981,4659999.84741
com,1982,4179999.82834
com,1983,2289999.96185
com,1984,2779999.97139
com,1985,6050000.19073
com,1986,5460000.03815
com,1987,6159999.84741
com,1988,8989999.77112
com,1989,3579999.92371
com,1990,7400000.09537
com,1991,13699999.80927
com,1992,11390000.34332
com,1993,8859999.65668
com,1994,7650000.09537
com,1995,4710000.03815
com,1996,6230000.01907
com,1997,3140000.1049
com,1998,10329999.92371
com,1999,6809999.94278
com,2000,3849999.90463
com,2001,3539999.96185
com,2002,1779999.97139
com,2003,2579999.92371
com,2004,5190000.05722
com,2005,2880000.11444
com,2006,4809999.94278
com,2007,13439999.58038
com,2008,9869999.88556
com,2009,15229999.54224
com,2010,10670000.07629
com,2011,7920000.07629
com,2012,11689999.58038
com,2013,8510000.22888
com,2014,11670000.07629
com,2015,10970000.26703
com,2016,8689999.58038
com,2017,9029999.73297
com,2018,12000000
com,2019,5039999.96185
cpv,1975,1470000.02861
cpv,1976,1769999.98093
cpv,1977,3829999.92371
cpv,1978,4280000.20981
cpv,1979,2859999.8951
cpv,1980,5250000
cpv,1981,6760000.22888
cpv,1982,3150000.09537
cpv,1983,3549999.95232
cpv,1984,7590000.15259
cpv,1985,3009999.99046
cpv,1986,10680000.30518
cpv,1987,6119999.88556
cpv,1988,6230000.01907
cpv,1989,4079999.92371
cpv,1990,9899999.61853
cpv,1991,9890000.34332
cpv,1992,13550000.19073
cpv,1993,9279999.73297
cpv,1994,10960000.03815
cpv,1995,10909999.84741
cpv,1996,16030000.68665
cpv,1997,22090000.15259
cpv,1998,14659999.84741
cpv,1999,7469999.79019
cpv,2000,1559999.94278
cpv,2001,1710000.03815
cpv,2002,15479999.54224
cpv,2003,22149999.61853
cpv,2004,27850000.38147
cpv,2005,15989999.77112
cpv,2006,9430000.30518
cpv,2007,15090000.15259
cpv,2008,27950000.76294
cpv,2009,22559999.46594
cpv,2010,36930000.30518
cpv,2011,27959999.08447
cpv,2012,9500000
cpv,2013,12489999.77112
cpv,2014,17360000.61035
cpv,2015,21440000.53406
cpv,2016,35790000.91553
cpv,2017,30000000
cpv,2018,8250000
cpv,2019,28790000.91553
cri,1971,9999.99978
cri,1979,29999.99933
cri,1983,519999.98093
cri,1984,2660000.08583
cri,1985,899999.97616
cri,1986,4030000.20981
cri,1987,4400000.09537
cri,1988,6900000.09537
cri,1989,5610000.13351
cri,1990,4900000.09537
cri,1991,4010000.22888
cri,1992,6860000.13351
cri,1993,6090000.15259
cri,1994,4010000.22888
cri,1995,9500000
cri,1996,5699999.80927
cri,1997,3220000.02861
cri,1998,2539999.96185
cri,1999,2819999.93324
cri,2000,1120000.00477
cri,2001,1269999.98093
cri,2002,1419999.95708
cri,2003,1750000
cri,2004,6880000.11444
cri,2005,2210000.03815
cri,2006,7320000.17166
cri,2007,7909999.84741
cri,2008,5860000.13351
cri,2009,6769999.98093
cri,2010,4230000.01907
cri,2011,1889999.98569
cri,2012,3880000.11444
cri,2013,7469999.79019
cri,2014,8300000.19073
cri,2015,19129999.16077
cri,2016,21399999.61853
cri,2017,15800000.19073
cri,2018,29610000.61035
cri,2019,3200000.04768
cub,1977,2940000.05722
cub,1978,9130000.11444
cub,1990,100000.00149
cub,1992,259999.99046
cub,1993,13050000.19073
cub,1994,17690000.53406
cub,1995,15880000.11444
cub,1996,21909999.84741
cub,1997,20290000.91553
cub,1998,15220000.26703
cub,1999,13960000.03815
cub,2000,6909999.84741
cub,2001,12000000
cub,2002,5679999.82834
cub,2003,3329999.92371
cub,2004,4800000.19073
cub,2005,2059999.94278
cub,2006,2789999.96185
cub,2007,2099999.90463
cub,2008,2609999.8951
cub,2009,16850000.38147
cub,2010,24899999.61853
cub,2011,4800000.19073
cub,2012,7500000
cub,2013,12920000.07629
cub,2014,9760000.22888
cub,2015,14810000.41962
cub,2016,12369999.88556
cub,2017,11170000.07629
cub,2018,12470000.26703
cub,2019,20149999.61853
cym,1978,2849999.90463
cym,1980,180000.00715
cym,1981,239999.99464
cym,1989,519999.98093
cym,1991,449999.98808
cym,1992,529999.97139
cym,1993,759999.99046
cym,1994,140000.0006
cym,1995,-39999.99911
cym,1996,-180000.00715
cym,1997,-180000.00715
cym,1998,1759999.99046
cym,1999,2839999.91417
cym,2000,-409999.99642
cym,2001,-649999.97616
cym,2002,-660000.02623
cym,2003,-1330000.04292
cym,2004,-460000.00834
cyp,1972,379999.99523
cyp,1973,109999.9994
cyp,1974,2759999.99046
cyp,1975,1509999.99046
cyp,1976,2640000.1049
cyp,1977,59999.99866
cyp,1978,3369999.88556
cyp,1983,829999.98331
cyp,1984,2369999.88556
cyp,1985,2900000.09537
cyp,1986,4150000.09537
cyp,1987,6960000.03815
cyp,1988,1580000.04292
cyp,1989,3390000.1049
cyp,1990,379999.99523
cyp,1991,2440000.05722
cyp,1992,7690000.05722
cyp,1993,4880000.11444
cyp,1994,660000.02623
cyp,1995,6349999.90463
cyp,1996,8989999.77112
cyp,1997,42259998.32153
cyp,1998,18229999.54224
cyp,1999,49189998.62671
cyp,2000,45189998.62671
cyp,2001,29659999.84741
cyp,2002,12659999.84741
cyp,2003,8439999.58038
cyp,2004,22760000.22888
cze,1990,3130000.11444
cze,1991,186399993.89648
cze,1992,28600000.38147
cze,1993,44040000.91553
cze,1994,84239997.86377
cze,1995,74489997.86377
cze,1996,54619998.93188
cze,1997,56990001.67847
cze,1998,396279998.7793
cze,1999,284279998.7793
cze,2000,409920013.42773
cze,2001,281970001.2207
cze,2002,107410003.66211
cze,2003,217279998.7793
cze,2004,234279998.7793
dji,1969,219999.99881
dji,1970,930000.00715
dji,1971,449999.98808
dji,1972,239999.99464
dji,1973,59999.99866
dji,1974,740000.00954
dji,1975,310000.00238
dji,1977,1240000.00954
dji,1978,870000.00477
dji,1979,2130000.11444
dji,1980,2720000.02861
dji,1981,4409999.84741
dji,1982,2410000.08583
dji,1983,1509999.99046
dji,1984,2500000
dji,1985,1360000.01431
dji,1986,1269999.98093
dji,1987,1519999.98093
dji,1988,2430000.06676
dji,1989,4320000.17166
dji,1990,3599999.90463
dji,1991,4969999.79019
dji,1992,4460000.03815
dji,1993,4360000.13351
dji,1994,2529999.97139
dji,1995,1250000
dji,1996,5059999.94278
dji,1997,3269999.98093
dji,1998,8819999.69482
dji,1999,5900000.09537
dji,2000,1809999.94278
dji,2001,6570000.17166
dji,2002,1850000.02384
dji,2003,7650000.09537
dji,2004,5599999.90463
dji,2005,3190000.05722
dji,2006,1629999.99523
dji,2007,5650000.09537
dji,2008,11500000
dji,2009,10270000.45776
dji,2010,9979999.54224
dji,2011,12340000.15259
dji,2012,17610000.61035
dji,2013,31329999.92371
dji,2014,31639999.38965
dji,2015,9479999.54224
dji,2016,13170000.07629
dji,2017,14689999.58038
dji,2018,32450000.76294
dji,2019,37630001.06812
dma,1979,439999.99762
dma,1980,6769999.98093
dma,1981,3559999.94278
dma,1982,930000.00715
dma,1983,970000.02861
dma,1984,360000.01431
dma,1985,3509999.99046
dma,1986,819999.99285
dma,1987,2150000.09537
dma,1988,3269999.98093
dma,1989,1799999.95232
dma,1990,1700000.04768
dma,1991,2190000.05722
dma,1992,1519999.98093
dma,1993,1500000
dma,1994,7880000.11444
dma,1995,13489999.77112
dma,1996,17790000.91553
dma,1997,-670000.01669
dma,1998,11569999.69482
dma,1999,239999.99464
dma,2000,800000.01192
dma,2001,5079999.92371
dma,2002,8789999.96185
dma,2003,810000.00238
dma,2004,3390000.1049
dma,2005,3099999.90463
dma,2006,12840000.15259
dma,2007,14090000.15259
dma,2008,18709999.08447
dma,2009,22549999.23706
dma,2010,23459999.08447
dma,2011,15590000.15259
dma,2012,4719999.79019
dma,2013,11520000.45776
dma,2014,4880000.11444
dma,2015,2319999.93324
dma,2016,9720000.26703
dma,2017,9439999.58038
dma,2018,16069999.69482
dma,2019,13109999.65668
dom,1971,9999.99978
dom,1972,50000.00075
dom,1976,70000.0003
dom,1978,109999.9994
dom,1980,469999.99881
dom,1983,39999.99911
dom,1984,270000.01073
dom,1985,90000.00358
dom,1986,3339999.91417
dom,1987,4469999.79019
dom,1988,5719999.79019
dom,1989,3000000
dom,1990,9899999.61853
dom,1991,7630000.11444
dom,1992,19340000.15259
dom,1993,19329999.92371
dom,1994,16889999.38965
dom,1995,15029999.73297
dom,1996,16030000.68665
dom,1997,26159999.84741
dom,1998,37880001.06812
dom,1999,28340000.15259
dom,2000,12850000.38147
dom,2001,13960000.03815
dom,2002,21100000.38147
dom,2003,21440000.53406
dom,2004,18040000.91553
dom,2005,25860000.61035
dom,2006,48919998.16895
dom,2007,102680000.30518
dom,2008,60990001.67847
dom,2009,66139999.38965
dom,2010,80730003.35693
dom,2011,35049999.23706
dom,2012,62889999.38965
dom,2013,48849998.47412
dom,2014,56849998.47412
dom,2015,32180000.30518
dom,2016,48180000.30518
dom,2017,39840000.15259
dom,2018,28319999.69482
dom,2019,48509998.32153
dza,1963,4110000.13351
dza,1964,1710000.03815
dza,1965,219999.99881
dza,1966,4079999.92371
dza,1967,2619999.88556
dza,1969,1220000.02861
dza,1970,3789999.96185
dza,1971,5090000.15259
dza,1972,7000000
dza,1973,8399999.61853
dza,1974,10649999.61853
dza,1975,509999.99046
dza,1978,660000.02623
dza,1979,50000.00075
dza,1980,639999.98569
dza,1981,4989999.77112
dza,1982,1740000.00954
dza,1983,2380000.11444
dza,1984,2900000.09537
dza,1985,6980000.01907
dza,1986,3210000.03815
dza,1987,7500000
dza,1988,5369999.88556
dza,1989,21149999.61853
dza,1990,10000000
dza,1991,12319999.69482
dza,1992,9619999.88556
dza,1993,46029998.7793
dza,1994,37139999.38965
dza,1995,18340000.15259
dza,1996,22040000.91553
dza,1997,34009998.32153
dza,1998,244820007.32422
dza,1999,11399999.61853
dza,2000,52540000.91553
dza,2001,97769996.64307
dza,2002,50299999.23706
dza,2003,55180000.30518
dza,2004,71910003.66211
dza,2005,56950000.76294
dza,2006,-13770000.45776
dza,2007,85709999.08447
dza,2008,88110000.61035
dza,2009,82750000
dza,2010,51750000
dza,2011,68550003.05176
dza,2012,45099998.47412
dza,2013,51599998.47412
dza,2014,39799999.23706
dza,2015,30170000.07629
dza,2016,56520000.45776
dza,2017,66269996.64307
dza,2018,50470001.2207
dza,2019,52000000
ecu,1975,9999.99978
ecu,1976,19999.99955
ecu,1977,109999.9994
ecu,1978,159999.99642
ecu,1979,259999.99046
ecu,1980,750000
ecu,1981,1590000.03338
ecu,1982,980000.01907
ecu,1983,3430000.06676
ecu,1984,949999.98808
ecu,1985,1409999.96662
ecu,1986,460000.00834
ecu,1987,2329999.92371
ecu,1988,2779999.97139
ecu,1989,5090000.15259
ecu,1990,6900000.09537
ecu,1991,9859999.65668
ecu,1992,7019999.98093
ecu,1993,9010000.22888
ecu,1994,8899999.61853
ecu,1995,12000000
ecu,1996,9420000.07629
ecu,1997,10520000.45776
ecu,1998,13829999.92371
ecu,1999,12989999.77112
ecu,2000,7070000.17166
ecu,2001,5699999.80927
ecu,2002,9369999.88556
ecu,2003,15890000.34332
ecu,2004,15989999.77112
ecu,2005,35060001.37329
ecu,2006,28500000
ecu,2007,34900001.52588
ecu,2008,40409999.84741
ecu,2009,62630001.06812
ecu,2010,24739999.77112
ecu,2011,30680000.30518
ecu,2012,41869998.93188
ecu,2013,26590000.15259
ecu,2014,22790000.91553
ecu,2015,157059997.55859
ecu,2016,51619998.93188
ecu,2017,65010002.13623
ecu,2018,179869995.11719
ecu,2019,77500000
egy,1970,1940000.05722
egy,1971,5760000.22888
egy,1972,9149999.61853
egy,1973,9369999.88556
egy,1974,11369999.88556
egy,1975,6599999.90463
egy,1976,10470000.26703
egy,1977,15409999.84741
egy,1978,26479999.54224
egy,1979,28430000.30518
egy,1980,32009998.32153
egy,1981,57529998.7793
egy,1982,35119998.93188
egy,1983,35500000
egy,1984,38009998.32153
egy,1985,34340000.15259
egy,1986,22639999.38965
egy,1987,69639999.38965
egy,1988,77239997.86377
egy,1989,65279998.7793
egy,1990,47900001.52588
egy,1991,289950012.20703
egy,1992,72290000.91553
egy,1993,57369998.93188
egy,1994,136470001.2207
egy,1995,94260002.13623
egy,1996,97879997.25342
egy,1997,196960006.71387
egy,1998,189820007.32422
egy,1999,150850006.10352
egy,2000,72500000
egy,2001,70970001.2207
egy,2002,44189998.62671
egy,2003,58830001.83105
egy,2004,183899993.89648
egy,2005,182830001.83105
egy,2006,228470001.2207
egy,2007,220660003.66211
egy,2008,203630004.88281
egy,2009,204679992.67578
egy,2010,136860000.61035
egy,2011,67559997.55859
egy,2012,769429992.67578
egy,2013,-1909999.96662
egy,2014,305890014.64844
egy,2015,147539993.28613
egy,2016,309559997.55859
egy,2017,109919998.16894
egy,2018,276809997.55859
egy,2019,544830017.08984
eri,1994,1450000.04768
eri,1995,24829999.92371
eri,1996,7989999.77112
eri,1997,7449999.80927
eri,1998,5869999.88556
eri,1999,5989999.77112
eri,2000,5809999.94278
eri,2001,22989999.77112
eri,2002,14880000.11444
eri,2003,24579999.92371
eri,2004,11149999.61853
eri,2005,29329999.92371
eri,2006,14920000.07629
eri,2007,36119998.93188
eri,2008,17409999.84741
eri,2009,42869998.93188
eri,2010,37049999.23706
eri,2011,39830001.83105
eri,2012,8739999.77112
eri,2013,12289999.96185
eri,2014,11640000.34332
eri,2015,13630000.11444
eri,2016,13810000.41962
eri,2017,5409999.84741
eri,2018,9260000.22888
eri,2019,4260000.22888
est,1992,14050000.19073
est,1993,6710000.03815
est,1994,8020000.45776
est,1995,16469999.31335
est,1996,20629999.16077
est,1997,26950000.76294
est,1998,48020000.45776
est,1999,53310001.37329
est,2000,38750000
est,2001,41209999.08447
est,2002,35860000.61035
est,2003,59750000
est,2004,108300003.05176
eth,1973,1279999.97139
eth,1974,13390000.34332
eth,1975,8119999.88556
eth,1976,18520000.45776
eth,1977,4150000.09537
eth,1978,8699999.80927
eth,1979,18290000.91553
eth,1980,32180000.30518
eth,1981,41479999.54224
eth,1982,26909999.84741
eth,1983,47380001.06812
eth,1984,57919998.16895
eth,1985,103339996.33789
eth,1986,85699996.94824
eth,1987,95910003.66211
eth,1988,153350006.10352
eth,1989,53840000.15259
eth,1990,109199996.94824
eth,1991,161479995.72754
eth,1992,290619995.11719
eth,1993,121279998.7793
eth,1994,181929992.67578
eth,1995,80209999.08447
eth,1996,51840000.15259
eth,1997,40700000.76294
eth,1998,115010002.13623
eth,1999,82800003.05176
eth,2000,68989997.86377
eth,2001,100000000
eth,2002,116550003.05176
eth,2003,149139999.38965
eth,2004,112650001.52588
eth,2005,163470001.2207
eth,2006,194369995.11719
eth,2007,364760009.76562
eth,2008,447140014.64844
eth,2009,202470001.2207
eth,2010,237559997.55859
eth,2011,198779998.7793
eth,2012,226360000.61035
eth,2013,120809997.55859
eth,2014,267850006.10352
eth,2015,155309997.55859
eth,2016,333170013.42773
eth,2017,212869995.11719
eth,2018,271000000
eth,2019,200910003.66211
fji,1975,150000.00596
fji,1976,689999.99762
fji,1977,1710000.03815
fji,1978,379999.99523
fji,1979,3150000.09537
fji,1980,2259999.99046
fji,1981,6760000.22888
fji,1982,2349999.90463
fji,1983,6409999.84741
fji,1984,4309999.94278
fji,1985,3599999.90463
fji,1986,6800000.19073
fji,1987,1399999.97616
fji,1988,2700000.04768
fji,1989,1700000.04768
fji,1990,2900000.09537
fji,1991,1389999.98569
fji,1992,5250000
fji,1993,6639999.86649
fji,1994,1750000
fji,1995,-759999.99046
fji,1996,2900000.09537
fji,1997,2259999.99046
fji,1998,-850000.02384
fji,1999,-7199999.80927
fji,2000,-2799999.95232
fji,2001,-1259999.99046
fji,2002,-769999.98093
fji,2003,4010000.22888
fji,2004,21879999.16077
fji,2005,19770000.45776
fji,2006,8960000.03815
fji,2007,10739999.77112
fji,2008,6030000.20981
fji,2009,12800000.19073
fji,2010,6230000.01907
fji,2011,7239999.77112
fji,2012,7630000.11444
fji,2013,12869999.88556
fji,2014,9279999.73297
fji,2015,19129999.16077
fji,2016,11359999.65668
fji,2017,33520000.45776
fji,2018,11840000.15259
fji,2019,11659999.84741
fsm,2006,70000.0003
fsm,2007,689999.99762
fsm,2008,4289999.96185
fsm,2009,1649999.97616
fsm,2010,500000
fsm,2011,1659999.96662
fsm,2012,70000.0003
fsm,2013,910000.02623
fsm,2014,519999.98093
fsm,2015,59999.99866
fsm,2016,9999.99978
fsm,2017,2059999.94278
gab,1960,9999.99978
gab,1961,469999.99881
gab,1962,2170000.07629
gab,1963,2569999.93324
gab,1964,3390000.1049
gab,1965,3180000.06676
gab,1966,2309999.94278
gab,1967,2359999.8951
gab,1968,3309999.94278
gab,1969,4730000.01907
gab,1970,5789999.96185
gab,1971,6360000.13351
gab,1972,7460000.03815
gab,1973,16559999.46594
gab,1974,569999.99285
gab,1975,370000.00477
gab,1976,79999.99821
gab,1977,1210000.03815
gab,1978,4449999.80927
gab,1979,7050000.19073
gab,1980,3430000.06676
gab,1981,839999.97377
gab,1982,779999.97139
gab,1983,3269999.98093
gab,1984,2589999.91417
gab,1985,4960000.03815
gab,1986,1740000.00954
gab,1987,1529999.97139
gab,1988,5949999.80927
gab,1989,9890000.34332
gab,1990,2299999.95232
gab,1991,70000.0003
gab,1992,490000.00954
gab,1993,250000
gab,1994,17829999.92371
gab,1995,4300000.19073
gab,1996,11840000.15259
gab,1997,8560000.41962
gab,1998,6059999.94278
gab,1999,10729999.54224
gab,2000,19079999.92371
gab,2001,13829999.92371
gab,2002,18500000
gab,2003,26389999.38965
gab,2004,9609999.65668
gab,2005,14770000.45776
gab,2006,2730000.01907
gab,2007,9399999.61853
gab,2008,14289999.96185
gab,2009,9220000.26703
gab,2010,13119999.88556
gab,2011,600000.02384
gab,2012,5579999.92371
gab,2013,6599999.90463
gab,2014,5690000.05722
gab,2015,7889999.86649
gab,2016,9029999.73297
gab,2017,11770000.45776
gab,2018,3569999.93324
gab,2019,3059999.94278
geo,1992,4449999.80927
geo,1993,759999.99046
geo,1994,91919998.16895
geo,1995,24840000.15259
geo,1996,35529998.7793
geo,1997,21479999.54224
geo,1998,24159999.84741
geo,1999,27659999.84741
geo,2000,13760000.22888
geo,2001,23479999.54224
geo,2002,10859999.65668
geo,2003,28309999.46594
geo,2004,36150001.52588
geo,2005,35860000.61035
geo,2006,55110000.61035
geo,2007,28049999.23706
geo,2008,113410003.66211
geo,2009,167699996.94824
geo,2010,154690002.44141
geo,2011,183139999.38965
geo,2012,165759994.50684
geo,2013,225690002.44141
geo,2014,167169998.16895
geo,2015,146309997.55859
geo,2016,189089996.33789
geo,2017,250949996.94824
geo,2018,275480010.98633
geo,2019,166770004.27246
gha,1970,19999.99955
gha,1971,90000.00358
gha,1972,100000.00149
gha,1973,19999.99955
gha,1975,9999.99978
gha,1976,7760000.22888
gha,1977,3160000.08583
gha,1978,11109999.65668
gha,1979,6809999.94278
gha,1980,8569999.69482
gha,1981,16409999.84741
gha,1982,39439998.62671
gha,1983,13739999.77112
gha,1984,46439998.62671
gha,1985,11470000.26703
gha,1986,39419998.16895
gha,1987,11770000.45776
gha,1988,20420000.07629
gha,1989,19549999.23706
gha,1990,20100000.38147
gha,1991,27120000.83923
gha,1992,62049999.23706
gha,1993,60880001.06812
gha,1994,42360000.61035
gha,1995,53840000.15259
gha,1996,73699996.94824
gha,1997,24590000.15259
gha,1998,32509998.32153
gha,1999,25629999.16077
gha,2000,16409999.84741
gha,2001,18139999.38965
gha,2002,42439998.62671
gha,2003,71230003.35693
gha,2004,63520000.45776
gha,2005,77419998.16895
gha,2006,61880001.06812
gha,2007,85220001.2207
gha,2008,118489997.86377
gha,2009,166880004.88281
gha,2010,105559997.55859
gha,2011,73199996.94824
gha,2012,85599998.47412
gha,2013,33250000
gha,2014,49020000.45776
gha,2015,157339996.33789
gha,2016,60400001.52588
gha,2017,31479999.54224
gha,2018,78599998.47412
gha,2019,41639999.38965
gin,1971,270000.01073
gin,1972,239999.99464
gin,1973,29999.99933
gin,1975,29999.99933
gin,1977,9999.99978
gin,1978,7929999.82834
gin,1979,8699999.80927
gin,1980,21059999.46594
gin,1981,21450000.76294
gin,1982,7969999.79019
gin,1983,12340000.15259
gin,1984,13859999.65668
gin,1985,8199999.80927
gin,1986,12890000.34332
gin,1987,13060000.41962
gin,1988,12289999.96185
gin,1989,30809999.46594
gin,1990,32700000.76294
gin,1991,55139999.38965
gin,1992,53630001.06812
gin,1993,38830001.83105
gin,1994,47500000
gin,1995,65050003.05176
gin,1996,61479999.54224
gin,1997,38060001.37329
gin,1998,49810001.37329
gin,1999,41689998.62671
gin,2000,15569999.69482
gin,2001,14329999.92371
gin,2002,42159999.84741
gin,2003,46020000.45776
gin,2004,37569999.69482
gin,2005,15220000.26703
gin,2006,21340000.15259
gin,2007,30899999.61853
gin,2008,36560001.37329
gin,2009,41189998.62671
gin,2010,72360000.61035
gin,2011,36310001.37329
gin,2012,30479999.54224
gin,2013,41770000.45776
gin,2014,53470001.2207
gin,2015,87010002.13623
gin,2016,77480003.35693
gin,2017,82180000.30518
gin,2018,105290000.91553
gin,2019,81489997.86377
gmb,1974,1009999.99046
gmb,1975,810000.00238
gmb,1976,479999.98927
gmb,1977,230000.00417
gmb,1978,3099999.90463
gmb,1979,6070000.17166
gmb,1980,9420000.07629
gmb,1981,13739999.77112
gmb,1982,6659999.84741
gmb,1983,2009999.99046
gmb,1984,4039999.96185
gmb,1985,2180000.06676
gmb,1986,10420000.07629
gmb,1987,7599999.90463
gmb,1988,8310000.41962
gmb,1989,6940000.05722
gmb,1990,5300000.19073
gmb,1991,9229999.54224
gmb,1992,15970000.26703
gmb,1993,9399999.61853
gmb,1994,10619999.88556
gmb,1995,3339999.91417
gmb,1996,2460000.03815
gmb,1997,1610000.01431
gmb,1998,7989999.77112
gmb,1999,2720000.02861
gmb,2000,7559999.94278
gmb,2001,4019999.98093
gmb,2002,6110000.13351
gmb,2003,3670000.07629
gmb,2004,3500000
gmb,2005,1960000.03815
gmb,2006,1460000.03815
gmb,2007,9199999.80927
gmb,2008,9890000.34332
gmb,2009,15239999.77112
gmb,2010,22680000.30518
gmb,2011,38049999.23706
gmb,2012,20399999.61853
gmb,2013,16780000.68665
gmb,2014,15039999.96185
gmb,2015,9329999.92371
gmb,2016,6739999.77112
gmb,2017,49909999.84741
gmb,2018,50340000.15259
gmb,2019,53840000.15259
gnb,1975,2900000.09537
gnb,1976,1129999.99523
gnb,1977,7460000.03815
