geo,time,fp_cpi_totl
aut,1968,23.5154
aut,1969,24.23977
aut,1970,25.29973
aut,1971,26.4899
aut,1972,28.17337
aut,1973,30.29513
aut,1974,33.17977
aut,1975,35.98189
aut,1976,38.61529
aut,1977,40.73705
aut,1978,42.19312
aut,1979,43.75739
aut,1980,46.5265
aut,1981,49.69171
aut,1982,52.39297
aut,1983,54.14246
aut,1984,57.20865
aut,1985,59.03333
aut,1986,60.04011
aut,1987,60.88184
aut,1988,62.04816
aut,1989,63.64178
aut,1990,65.71769
aut,1991,67.91097
aut,1992,70.64157
aut,1993,73.20712
aut,1994,75.36922
aut,1995,77.06003
aut,1996,78.4941
aut,1997,79.51921
aut,1998,80.25275
aut,1999,80.70938
aut,2000,82.60191
aut,2001,84.79086
aut,2002,86.32588
aut,2003,87.49607
aut,2004,89.29955
aut,2005,91.35267
aut,2006,92.66956
aut,2007,94.67915
aut,2008,97.72398
aut,2009,98.21877
aut,2010,100
aut,2011,103.28658
aut,2012,105.85395
aut,2013,107.97119
aut,2014,109.70501
aut,2015,110.68858
aut,2016,111.67547
aut,2017,113.99974
aut,2018,116.27789
aut,2019,118.05798
aut,2020,119.68944
aut,2021,123.00084
aze,1991,0.04302
aze,1992,0.03845
aze,1993,0.47215
aze,1994,8.32026
aze,1995,42.57976
aze,1996,51.00834
aze,1997,52.88256
aze,1998,52.47394
aze,1999,48.00045
aze,2000,48.86686
aze,2001,49.62292
aze,2002,50.99805
aze,2003,52.13728
aze,2004,55.63514
aze,2005,61.02034
aze,2006,66.10268
aze,2007,77.14167
aze,2008,93.225
aze,2009,94.58333
aze,2010,100
aze,2011,107.85833
aze,2012,109.00833
aze,2013,111.64167
aze,2014,113.175
aze,2015,117.73333
aze,2016,132.38333
aze,2017,149.50833
aze,2018,152.9
aze,2019,156.89156
aze,2020,161.22147
aze,2021,171.94318
bdi,1965,1.46845
bdi,1966,1.5336
bdi,1967,1.5169
bdi,1968,1.60878
bdi,1969,1.67352
bdi,1970,1.67018
bdi,1971,1.73449
bdi,1972,1.8009
bdi,1973,1.90907
bdi,1974,2.20922
bdi,1975,2.55629
bdi,1976,2.73156
bdi,1977,2.91825
bdi,1978,3.61558
bdi,1979,4.93674
bdi,1980,5.06009
bdi,1981,5.67577
bdi,1982,6.00883
bdi,1983,6.49862
bdi,1984,7.42902
bdi,1985,7.71164
bdi,1986,7.84086
bdi,1987,8.3986
bdi,1988,8.77543
bdi,1989,9.79879
bdi,1990,10.48491
bdi,1991,11.42823
bdi,1992,11.63661
bdi,1993,12.76296
bdi,1994,14.65862
bdi,1995,17.48234
bdi,1996,22.10411
bdi,1997,28.98105
bdi,1998,32.6038
bdi,1999,33.70758
bdi,2000,41.94302
bdi,2001,45.84212
bdi,2002,45.21607
bdi,2003,50.03043
bdi,2004,54.12113
bdi,2005,61.2933
bdi,2006,62.97606
bdi,2007,68.27365
bdi,2008,84.93716
bdi,2009,93.90265
bdi,2010,100
bdi,2011,109.59217
bdi,2012,129.49525
bdi,2013,139.77453
bdi,2014,145.93209
bdi,2015,154.02357
bdi,2016,162.58372
bdi,2017,188.68253
bdi,2018,183.37169
bdi,2019,182.11234
bdi,2020,195.44498
bdi,2021,211.87123
bel,1960,15.59608
bel,1961,15.7509
bel,1962,15.97214
bel,1963,16.31522
bel,1964,16.99536
bel,1965,17.68626
bel,1966,18.42454
bel,1967,18.92759
bel,1968,19.43891
bel,1969,20.16864
bel,1970,20.95693
bel,1971,21.86722
bel,1972,23.05864
bel,1973,24.66244
bel,1974,27.78911
bel,1975,31.33728
bel,1976,34.17914
bel,1977,36.60449
bel,1978,38.24093
bel,1979,39.94994
bel,1980,42.60609
bel,1981,45.85587
bel,1982,49.8575
bel,1983,53.67739
bel,1984,57.08149
bel,1985,59.86063
bel,1986,60.63545
bel,1987,61.57735
bel,1988,62.29222
bel,1989,64.22767
bel,1990,66.44244
bel,1991,68.57878
bel,1992,70.24384
bel,1993,72.17865
bel,1994,73.89473
bel,1995,74.97948
bel,1996,76.53682
bel,1997,77.78296
bel,1998,78.52132
bel,1999,79.40142
bel,2000,81.4218
bel,2001,83.43232
bel,2002,84.80496
bel,2003,86.15248
bel,2004,87.95934
bel,2005,90.40587
bel,2006,92.02523
bel,2007,93.7029
bel,2008,97.90964
bel,2009,97.8576
bel,2010,100
bel,2011,103.53208
bel,2012,106.47204
bel,2013,107.65718
bel,2014,108.02322
bel,2015,108.62969
bel,2016,110.77388
bel,2017,113.1289
bel,2018,115.45163
bel,2019,117.11046
bel,2020,117.978
bel,2021,120.85696
ben,1992,38.90351
ben,1993,39.07492
ben,1994,54.13082
ben,1995,61.95952
ben,1996,65.00436
ben,1997,67.2576
ben,1998,71.12715
ben,1999,71.35953
ben,2000,74.33195
ben,2001,77.29355
ben,2002,79.21751
ben,2003,80.39567
ben,2004,81.09824
ben,2005,85.44877
ben,2006,88.6806
ben,2007,89.83173
ben,2008,96.97093
ben,2009,97.83986
ben,2010,100
ben,2011,102.70424
ben,2012,109.63131
ben,2013,110.10151
ben,2014,109.49732
ben,2015,109.73688
ben,2016,108.86552
ben,2017,110.7918
ben,2018,111.50619
ben,2019,110.72004
ben,2020,114.0668
bfa,1960,10.7133
bfa,1961,12.70192
bfa,1962,12.91479
bfa,1963,13.63469
bfa,1964,13.88626
bfa,1965,13.78486
bfa,1966,14.11075
bfa,1967,13.49922
bfa,1968,13.46052
bfa,1969,14.7602
bfa,1970,15.02184
bfa,1971,15.33148
bfa,1972,14.88328
bfa,1973,16.01499
bfa,1974,17.41144
bfa,1975,20.67729
bfa,1976,18.94025
bfa,1977,24.61969
bfa,1978,26.65553
bfa,1979,30.65212
bfa,1980,34.39248
bfa,1981,36.99108
bfa,1982,41.45211
bfa,1983,44.83202
bfa,1984,47.00501
bfa,1985,50.2512
bfa,1986,48.93877
bfa,1987,47.62634
bfa,1988,49.65313
bfa,1989,49.4139
bfa,1990,49.16471
bfa,1991,50.22794
bfa,1992,49.22784
bfa,1993,49.50029
bfa,1994,61.96341
bfa,1995,66.58517
bfa,1996,70.6454
bfa,1997,72.28345
bfa,1998,75.95858
bfa,1999,75.14384
bfa,2000,74.91524
bfa,2001,78.66657
bfa,2002,80.37812
bfa,2003,82.01346
bfa,2004,81.68522
bfa,2005,86.92536
bfa,2006,88.95343
bfa,2007,88.74827
bfa,2008,98.20866
bfa,2009,100.77012
bfa,2010,100
bfa,2011,102.75977
bfa,2012,106.68329
bfa,2013,107.2527
bfa,2014,106.97589
bfa,2015,107.7513
bfa,2016,108.22652
bfa,2017,109.83152
bfa,2018,111.97976
bfa,2019,108.35902
bfa,2020,110.40127
bfa,2021,114.43452
bgd,1986,24.28
bgd,1987,26.67758
bgd,1988,28.65513
bgd,1989,30.38747
bgd,1990,32.24922
bgd,1991,34.29942
bgd,1992,35.54589
bgd,1993,36.61753
bgd,1994,38.56329
bgd,1995,42.53447
bgd,1996,43.54557
bgd,1997,45.85592
bgd,1998,49.70884
bgd,1999,52.74441
bgd,2000,53.90914
bgd,2001,54.99119
bgd,2002,56.82381
bgd,2003,60.04499
bgd,2004,64.60092
bgd,2005,69.1531
bgd,2006,73.83149
bgd,2007,80.55531
bgd,2008,87.7263
bgd,2009,92.48412
bgd,2010,100
bgd,2011,111.39517
bgd,2012,118.32116
bgd,2013,127.23123
bgd,2014,136.12678
bgd,2015,144.55885
bgd,2016,152.52914
bgd,2017,161.22646
bgd,2018,170.16424
bgd,2019,179.67982
bgd,2020,189.90553
bgd,2021,200.43704
bgr,1985,0.02483
bgr,1986,0.02551
bgr,1987,0.0262
bgr,1988,0.02682
bgr,1989,0.02854
bgr,1990,0.03533
bgr,1991,0.15489
bgr,1992,0.2963
bgr,1993,0.51224
bgr,1994,1.00428
bgr,1995,1.62749
bgr,1996,3.60664
bgr,1997,41.77841
bgr,1998,49.57936
bgr,1999,50.85506
bgr,2000,56.1014
bgr,2001,60.23099
bgr,2002,63.73049
bgr,2003,65.22729
bgr,2004,69.2369
bgr,2005,72.72564
bgr,2006,78.00668
bgr,2007,84.56122
bgr,2008,95.00344
bgr,2009,97.61908
bgr,2010,100
bgr,2011,104.2199
bgr,2012,107.29915
bgr,2013,108.25421
bgr,2014,106.71897
bgr,2015,106.60731
bgr,2016,105.75589
bgr,2017,107.93615
bgr,2018,110.97406
bgr,2019,114.41839
bgr,2020,116.33197
bgr,2021,120.1683
bhr,1965,17.96565
bhr,1966,18.34913
bhr,1967,19.13045
bhr,1968,19.75359
bhr,1969,19.71524
bhr,1970,20.0364
bhr,1971,21.1964
bhr,1972,22.27492
bhr,1973,25.46732
bhr,1974,31.67957
bhr,1975,36.79891
bhr,1976,45.07711
bhr,1977,53.06979
bhr,1978,61.44714
bhr,1979,62.80266
bhr,1980,65.23282
bhr,1981,72.63323
bhr,1982,79.08721
bhr,1983,81.43799
bhr,1984,81.70055
bhr,1985,79.54695
bhr,1986,77.72048
bhr,1987,76.36425
bhr,1988,76.59597
bhr,1989,77.73411
bhr,1990,78.45652
bhr,1991,79.05625
bhr,1992,78.91995
bhr,1993,80.92362
bhr,1994,81.58469
bhr,1995,83.79077
bhr,1996,83.41184
bhr,1997,85.44005
bhr,1998,85.12688
bhr,1999,84.0308
bhr,2000,83.4385
bhr,2001,82.43092
bhr,2002,82.02244
bhr,2003,83.32957
bhr,2004,85.29027
bhr,2005,87.49605
bhr,2006,89.25251
bhr,2007,92.15917
bhr,2008,95.4087
bhr,2009,98.07586
bhr,2010,100
bhr,2011,99.59996
bhr,2012,102.34633
bhr,2013,105.72377
bhr,2014,108.52286
bhr,2015,110.52904
bhr,2016,113.60926
bhr,2017,115.1847
bhr,2018,117.58937
bhr,2019,118.77211
bhr,2020,116.01932
bhr,2021,115.31588
bhs,1966,13.96234
bhs,1967,14.72157
bhs,1968,15.39009
bhs,1969,16.76531
bhs,1970,17.79673
bhs,1971,18.61804
bhs,1972,19.8898
bhs,1973,20.98011
bhs,1974,23.7226
bhs,1975,26.18018
bhs,1976,27.29436
bhs,1977,28.16502
bhs,1978,29.88564
bhs,1979,32.60266
bhs,1980,36.54688
bhs,1981,40.60888
bhs,1982,43.05054
bhs,1983,44.77256
bhs,1984,46.5484
bhs,1985,48.69195
bhs,1986,51.33777
bhs,1987,54.29301
bhs,1988,56.68321
bhs,1989,59.73711
bhs,1990,62.52642
bhs,1991,66.97498
bhs,1992,70.81814
bhs,1993,72.74644
bhs,1994,73.76441
bhs,1995,75.28911
bhs,1996,76.32745
bhs,1997,76.74279
bhs,1998,77.76854
bhs,1999,78.74396
bhs,2000,80.00884
bhs,2001,81.64502
bhs,2002,83.41963
bhs,2003,85.94312
bhs,2004,86.787
bhs,2005,88.16831
bhs,2006,90.27538
bhs,2007,92.52556
bhs,2008,96.67955
bhs,2009,98.6738
bhs,2010,100
bhs,2011,103.19878
bhs,2012,105.23527
bhs,2013,105.99551
bhs,2014,107.60002
bhs,2015,109.60298
bhs,2016,109.22334
bhs,2017,110.88157
bhs,2018,113.394
bhs,2019,116.21891
bhs,2020,116.26368
bih,2005,85.0497
bih,2006,90.25948
bih,2007,91.61407
bih,2008,98.41829
bih,2009,98.04286
bih,2010,100
bih,2011,103.67125
bih,2012,105.79928
bih,2013,105.70084
bih,2014,104.7525
bih,2015,103.66724
bih,2016,102.02505
bih,2017,102.85159
bih,2018,104.3091
bih,2019,104.89614
bih,2020,103.79337
bih,2021,105.85018
blr,1992,0.00014
blr,1993,0.00187
blr,1994,0.04333
blr,1995,0.3507
blr,1996,0.53557
blr,1997,0.87799
blr,1998,1.51779
blr,1999,5.9752
blr,2000,16.05061
blr,2001,25.86313
blr,2002,36.86468
blr,2003,47.33345
blr,2004,55.9047
blr,2005,61.68462
blr,2006,66.00077
blr,2007,71.5625
blr,2008,82.18085
blr,2009,92.8197
blr,2010,100
blr,2011,153.2287
blr,2012,243.97033
blr,2013,288.64681
blr,2014,340.94833
blr,2015,387.09395
blr,2016,432.91263
blr,2017,459.02522
blr,2018,481.39031
blr,2019,508.33929
blr,2020,536.54269
blr,2021,587.30115
bol,1960,0.00002
bol,1961,0.00002
bol,1962,0.00003
bol,1963,0.00003
bol,1964,0.00003
bol,1965,0.00003
bol,1966,0.00003
bol,1967,0.00003
bol,1968,0.00004
bol,1969,0.00004
bol,1970,0.00004
bol,1971,0.00004
bol,1972,0.00004
bol,1973,0.00006
bol,1974,0.00009
bol,1975,0.0001
bol,1976,0.0001
bol,1977,0.00011
bol,1978,0.00012
bol,1979,0.00015
bol,1980,0.00021
bol,1981,0.00028
bol,1982,0.00063
bol,1983,0.00238
bol,1984,0.03294
bol,1985,3.9031
bol,1986,14.68877
bol,1987,16.8302
bol,1988,19.52338
bol,1989,22.48576
bol,1990,26.33504
bol,1991,31.98314
bol,1992,35.84041
bol,1993,38.89684
bol,1994,41.95959
bol,1995,46.23662
bol,1996,51.98174
bol,1997,54.42927
bol,1998,58.60576
bol,1999,59.87136
bol,2000,62.63037
bol,2001,63.62597
bol,2002,64.21659
bol,2003,66.35967
bol,2004,69.3043
bol,2005,73.04204
bol,2006,76.16999
bol,2007,82.80106
bol,2008,94.39884
bol,2009,97.55786
bol,2010,100
bol,2011,109.88446
bol,2012,114.84641
bol,2013,121.43446
bol,2014,128.4371
bol,2015,133.65115
bol,2016,138.49361
bol,2017,142.40295
bol,2018,145.63843
bol,2019,148.31752
bol,2020,149.7128
bol,2021,150.81676
bra,1980,0
bra,1981,0
bra,1982,0
bra,1983,0
bra,1984,0
bra,1985,0
bra,1986,0
bra,1987,0
bra,1988,0
bra,1989,0.00003
bra,1990,0.00089
bra,1991,0.00476
bra,1992,0.05003
bra,1993,1.01437
bra,1994,22.07154
bra,1995,36.64032
bra,1996,42.41397
bra,1997,45.35187
bra,1998,46.8009
bra,1999,49.07469
bra,2000,52.53158
bra,2001,56.12493
bra,2002,60.86758
bra,2003,69.8242
bra,2004,74.43063
bra,2005,79.54367
bra,2006,82.87143
bra,2007,85.88901
bra,2008,90.76629
bra,2009,95.20298
bra,2010,100
bra,2011,106.63645
bra,2012,112.39855
bra,2013,119.3721
bra,2014,126.92721
bra,2015,138.38861
bra,2016,150.48259
bra,2017,155.66879
bra,2018,161.37381
bra,2019,167.39786
bra,2020,172.77429
bra,2021,187.11743
brb,1966,6.13836
brb,1967,6.36148
brb,1968,6.83788
brb,1969,7.23689
brb,1970,7.76404
brb,1971,8.34395
brb,1972,9.33493
brb,1973,10.90834
brb,1974,15.15419
brb,1975,18.22965
brb,1976,19.13872
brb,1977,20.73726
brb,1978,22.70365
brb,1979,25.69368
brb,1980,29.40141
brb,1981,33.68448
brb,1982,37.16492
brb,1983,39.10876
brb,1984,40.94131
brb,1985,42.54421
brb,1986,43.11008
brb,1987,44.53777
brb,1988,46.70179
brb,1989,49.59269
brb,1990,51.11745
brb,1991,54.31614
brb,1992,57.62611
brb,1993,58.26774
brb,1994,58.31272
brb,1995,59.40834
brb,1996,60.82591
brb,1997,65.51592
brb,1998,64.6846
brb,1999,65.69372
brb,2000,67.29389
brb,2001,69.02862
brb,2002,69.11508
brb,2003,70.23435
brb,2004,71.21371
brb,2005,75.54506
brb,2006,81.06564
brb,2007,84.33601
brb,2008,91.17407
brb,2009,94.49633
brb,2010,100
brb,2011,109.4322
brb,2012,114.39314
brb,2013,116.46836
brb,2014,118.52927
brb,2015,117.21029
brb,2016,118.71284
brb,2017,124.24507
brb,2018,128.80961
brb,2019,134.09117
brn,1977,49.39792
brn,1980,58.38834
brn,1981,63.72331
brn,1982,67.77394
brn,1983,68.56431
brn,1984,70.67196
brn,1985,72.33502
brn,1986,73.62348
brn,1987,74.54146
brn,1988,75.43062
brn,1989,76.41446
brn,1990,78.04871
brn,1991,79.29749
brn,1992,80.31212
brn,1993,83.72675
brn,1994,85.78854
brn,1995,90.90724
brn,1996,92.72187
brn,1997,94.30886
brn,1998,93.8926
brn,1999,93.50236
brn,2000,94.95927
brn,2001,95.52512
brn,2002,93.31374
brn,2003,93.59368
brn,2004,94.35574
brn,2005,95.52994
brn,2006,95.68268
brn,2007,96.60867
brn,2008,98.62294
brn,2009,99.6444
brn,2010,100
brn,2011,100.13791
brn,2012,100.24983
brn,2013,100.64001
brn,2014,100.43158
brn,2015,99.94112
brn,2016,99.66259
brn,2017,98.40634
brn,2018,99.41505
brn,2019,99.02682
brn,2020,100.94825
btn,1980,13.94179
btn,1981,15.32664
btn,1982,16.84466
btn,1983,19.88069
btn,1984,21.27887
btn,1985,21.67835
btn,1986,23.83553
btn,1987,25.35355
btn,1988,27.91021
btn,1989,30.36034
btn,1990,33.39637
btn,1991,37.49768
btn,1992,43.48985
btn,1993,48.36349
btn,1994,51.74573
btn,1995,56.65931
btn,1996,61.63947
btn,1997,65.65423
btn,1998,72.59849
btn,1999,77.51873
btn,2000,80.628
btn,2001,83.37774
btn,2002,85.44837
btn,2003,86.78662
btn,2004,71.07075
btn,2005,74.84569
btn,2006,78.58831
btn,2007,82.64041
btn,2008,89.52201
btn,2009,93.42618
btn,2010,100
btn,2011,108.84899
btn,2012,120.73492
btn,2013,129.19442
btn,2014,139.88016
btn,2015,146.24212
btn,2016,150.95095
btn,2017,158.43069
btn,2018,162.74629
btn,2019,167.18345
btn,2020,176.59482
btn,2021,189.56891
bwa,1974,3.03858
bwa,1975,3.40244
bwa,1976,3.80163
bwa,1977,4.30225
bwa,1978,4.69135
bwa,1979,5.24194
bwa,1980,5.95654
bwa,1981,6.93508
bwa,1982,7.70746
bwa,1983,8.51498
bwa,1984,9.24535
bwa,1985,9.99372
bwa,1986,10.99326
bwa,1987,12.07081
bwa,1988,13.07893
bwa,1989,14.59282
bwa,1990,16.25587
bwa,1991,18.16837
bwa,1992,21.10576
bwa,1993,24.13039
bwa,1994,26.67444
bwa,1995,29.4786
bwa,1996,32.45088
bwa,1997,35.28058
bwa,1998,37.63076
bwa,1999,40.54688
bwa,2000,44.03451
bwa,2001,46.92275
bwa,2002,50.69196
bwa,2003,55.3505
bwa,2004,59.19498
bwa,2005,64.2918
bwa,2006,71.72086
bwa,2007,76.79942
bwa,2008,86.55462
bwa,2009,93.50262
bwa,2010,100
bwa,2011,108.45987
bwa,2012,116.63439
bwa,2013,123.49786
bwa,2014,128.93455
bwa,2015,132.88257
bwa,2016,136.62316
bwa,2017,141.14303
bwa,2018,145.71327
bwa,2019,149.7537
bwa,2020,152.58458
bwa,2021,163.6332
caf,1980,36.77505
caf,1981,36.76279
caf,1982,41.65081
caf,1983,47.73708
caf,1984,48.95065
caf,1985,54.05319
caf,1986,55.26677
caf,1987,51.40539
caf,1988,49.36744
caf,1989,49.70761
caf,1990,49.70148
caf,1991,48.32854
caf,1992,47.82902
caf,1993,46.43463
caf,1994,57.84409
caf,1995,68.94402
caf,1996,71.51215
caf,1997,72.66443
caf,1998,71.29456
caf,1999,70.28631
caf,2000,72.53786
caf,2001,75.31959
caf,2002,77.0759
caf,2003,80.26277
caf,2004,78.60421
caf,2005,80.87078
caf,2006,86.2853
caf,2007,87.11356
caf,2008,95.17937
caf,2009,98.53088
caf,2010,100
caf,2011,101.19448
caf,2012,106.73821
caf,2013,114.19792
caf,2014,131.21191
caf,2015,133.05277
caf,2016,139.63281
caf,2017,145.47047
caf,2018,147.81568
caf,2019,151.78509
caf,2020,155.28173
can,1960,13.3443
can,1961,13.48025
can,1962,13.62335
can,1963,13.84516
can,1964,14.1099
can,1965,14.43904
can,1966,14.98998
can,1967,15.52662
can,1968,16.15627
can,1969,16.89325
can,1970,17.4585
can,1971,17.93074
can,1972,18.82513
can,1973,20.23469
can,1974,22.45993
can,1975,24.8569
can,1976,26.73154
can,1977,28.86377
can,1978,31.45392
can,1979,34.33028
can,1980,37.80767
can,1981,42.5229
can,1982,47.10218
can,1983,49.86405
can,1984,52.01059
can,1985,54.07127
can,1986,56.33944
can,1987,58.79365
can,1988,61.16199
can,1989,64.21007
can,1990,67.27962
can,1991,71.06468
can,1992,72.12364
can,1993,73.4688
can,1994,73.59044
can,1995,75.17172
can,1996,76.35232
can,1997,77.59015
can,1998,78.36291
can,1999,79.72238
can,2000,81.89038
can,2001,83.95821
can,2002,85.85432
can,2003,88.22267
can,2004,89.86119
can,2005,91.85031
can,2006,93.68918
can,2007,95.69262
can,2008,97.96079
can,2009,98.25415
can,2010,100
can,2011,102.91214
can,2012,104.47195
can,2013,105.4522
can,2014,107.46279
can,2015,108.67201
can,2016,110.22467
can,2017,111.98483
can,2018,114.5249
can,2019,116.7573
can,2020,117.59445
can,2021,121.58701
che,1960,24.04119
che,1961,24.48485
che,1962,25.54161
che,1963,26.4203
che,1964,27.23419
che,1965,28.16409
che,1966,29.50921
che,1967,30.69111
che,1968,31.42641
che,1969,32.20863
che,1970,33.37329
che,1971,35.56699
che,1972,37.93575
che,1973,41.2569
che,1974,45.28663
che,1975,48.31929
che,1976,49.1482
che,1977,49.78516
che,1978,50.29735
che,1979,52.13201
che,1980,54.22902
che,1981,57.74866
che,1982,61.0144
che,1983,62.8142
che,1984,64.65557
che,1985,66.87675
che,1986,67.37853
che,1987,68.349
che,1988,69.62881
che,1989,71.82579
che,1990,75.70723
che,1991,80.14336
che,1992,83.37878
che,1993,86.12412
che,1994,86.858
che,1995,88.4213
che,1996,89.13895
che,1997,89.60268
che,1998,89.61875
che,1999,90.34148
che,2000,91.74947
che,2001,92.6569
che,2002,93.25241
che,2003,93.84762
che,2004,94.60113
che,2005,95.70981
che,2006,96.72386
che,2007,97.43222
che,2008,99.79597
che,2009,99.31647
che,2010,100
che,2011,100.23135
che,2012,99.53719
che,2013,99.32088
che,2014,99.30776
che,2015,98.17177
che,2016,97.7451
che,2017,98.26685
che,2018,99.18696
che,2019,99.5469
che,2020,98.82431
che,2021,99.39928
chl,1970,0.00112
chl,1971,0.00135
chl,1972,0.0024
chl,1973,0.01087
chl,1974,0.06574
chl,1975,0.31209
chl,1976,0.97349
chl,1977,1.86866
chl,1978,2.61775
chl,1979,3.4918
chl,1980,4.71875
chl,1981,5.64773
chl,1982,6.20917
chl,1983,7.90162
chl,1984,9.47089
chl,1985,12.37879
chl,1986,14.78978
chl,1987,17.73012
chl,1988,20.33367
chl,1989,23.79608
chl,1990,29.99174
chl,1991,36.52526
chl,1992,42.15958
chl,1993,47.52555
chl,1994,52.96396
chl,1995,57.32428
chl,1996,61.54285
chl,1997,65.3178
chl,1998,68.6557
chl,1999,70.94666
