geo,time,gc_nfn_totl_gd_zs
gnq,2007,16.26292
gnq,2008,15.73375
gnq,2009,31.59925
gnq,2010,25.55566
gnq,2011,22.51885
gnq,2012,28.06583
gnq,2013,22.66683
gnq,2014,21.75833
gnq,2015,21.12598
grc,1972,4.63335
grc,1973,4.73293
grc,1974,3.79645
grc,1975,4.50545
grc,1976,4.56957
grc,1977,4.50338
grc,1978,4.22588
grc,1979,3.87119
grc,1980,3.60409
grc,1981,4.09543
grc,1982,3.2121
grc,1983,3.66274
grc,1984,3.83053
grc,1985,3.53601
grc,1986,2.87759
grc,1987,2.74962
grc,1988,2.56582
grc,1989,3.03224
grc,1990,2.5115
grc,1995,3.32138
grc,1996,3.36094
grc,1997,3.54104
grc,1998,4.63427
grc,1999,5.5184
grc,2000,4.6762
grc,2001,4.79914
grc,2002,4.93207
grc,2003,5.82265
grc,2004,5.25977
grc,2005,3.92537
grc,2006,3.82215
grc,2007,4.07014
grc,2008,4.63861
grc,2009,4.10088
grc,2010,2.82031
grc,2011,2.04714
grc,2012,1.98322
grc,2013,4.09485
grc,2014,3.33792
grc,2015,3.83855
grc,2016,2.95998
gtm,1990,0.9053
gtm,1991,0.80687
gtm,1992,0.74048
gtm,1993,1.0278
gtm,1994,0.93956
gtm,1995,1.31798
gtm,1996,1.02421
gtm,1997,1.39095
gtm,1998,1.43258
gtm,1999,1.5845
gtm,2000,1.22786
gtm,2001,1.1423
gtm,2002,0.94372
gtm,2003,0.72479
gtm,2004,0.66858
gtm,2005,0.81875
gtm,2006,1.63372
gtm,2007,1.81085
gtm,2008,1.91283
gtm,2009,1.78379
gtm,2010,1.87255
gtm,2011,1.79079
gtm,2012,0.95544
gtm,2013,-0.84023
gtm,2014,0.9555
gtm,2015,0.4331
gtm,2016,0.25499
hnd,1972,2.34745
hnd,1973,2.56438
hnd,1974,3.40261
hnd,1975,4.59964
hnd,1976,4.20994
hnd,2003,2.949
hnd,2004,2.75789
hnd,2005,2.77952
hnd,2006,1.8035
hnd,2007,2.28714
hnd,2008,2.98716
hnd,2009,3.09224
hnd,2010,2.15383
hnd,2011,2.02876
hnd,2012,1.87232
hnd,2013,2.94093
hnd,2014,2.29088
hnd,2015,2.11356
hrv,1995,1.73901
hrv,1996,1.82078
hrv,1997,1.74169
hrv,1998,2.06685
hrv,1999,2.82679
hrv,2000,1.828
hrv,2001,0.84321
hrv,2002,2.876
hrv,2003,3.40867
hrv,2004,3.30715
hrv,2005,2.45978
hrv,2006,2.05749
hrv,2007,2.40499
hrv,2008,1.21092
hrv,2009,1.08036
hrv,2010,0.80648
hrv,2011,0.99905
hrv,2012,0.93638
hrv,2013,1.08753
hrv,2014,0.95889
hun,1991,1.86347
hun,1992,1.82397
hun,1993,4.04462
hun,1994,2.26323
hun,1995,1.34268
hun,1996,1.52615
hun,1997,1.55301
hun,1998,1.75521
hun,1999,1.20164
hun,2000,1.93897
hun,2001,2.3831
hun,2002,3.0276
hun,2003,1.84431
hun,2004,2.12335
hun,2005,2.51535
hun,2006,3.15683
hun,2007,2.78106
hun,2008,1.8668
hun,2009,1.99944
hun,2010,1.48141
hun,2011,1.58077
hun,2012,2.45455
hun,2013,2.74852
hun,2014,3.42525
hun,2015,4.18698
hun,2016,1.96295
idn,1972,5.30237
idn,1973,5.01969
idn,1974,4.10908
idn,1975,7.22958
idn,1976,8.903
idn,1977,7.22751
idn,1978,9.00818
idn,1979,9.47685
idn,1980,10.2804
idn,1981,12.61221
idn,1982,9.19296
idn,1983,8.81847
idn,1984,6.71761
idn,1985,8.27801
idn,1986,9.57425
idn,1987,8.98508
idn,1988,8.95557
idn,1989,7.8875
idn,1990,7.07474
idn,1991,6.92855
idn,1992,8.37564
idn,1993,5.9632
idn,1994,6.19905
idn,1995,4.96574
idn,1996,4.27476
idn,1997,4.18442
idn,1998,4.78293
idn,2002,2.02544
idn,2003,3.40431
idn,2004,2.62852
idn,2008,1.46867
idn,2009,1.35106
idn,2010,1.16611
idn,2011,1.5019
idn,2012,1.67632
idn,2013,1.88932
idn,2014,1.46537
idn,2015,2.1479
idn,2016,1.23874
ind,1974,0.90579
ind,1975,0.72642
ind,1976,0.59252
ind,1977,0.4201
ind,1978,0.45176
ind,1979,0.42651
ind,1980,0.42363
ind,1981,0.48907
ind,1982,0.51693
ind,1983,0.52338
ind,1984,0.63445
ind,1985,0.59114
ind,1986,0.77772
ind,1987,0.51456
ind,1988,0.53218
ind,1989,0.47073
ind,1990,0.42978
ind,1991,-0.06161
ind,1992,0.12927
ind,1993,0.34818
ind,1994,-0.20602
ind,1995,0.19343
ind,1996,0.26154
ind,1997,0.21879
ind,1998,-0.05868
ind,1999,0.23599
ind,2000,0.14136
ind,2001,-0.08185
ind,2002,0.27778
ind,2003,-0.21711
ind,2004,0.286
ind,2005,0.47581
ind,2006,0.4508
ind,2007,-0.28359
ind,2008,0.55532
ind,2009,0.13127
ind,2010,0.19404
ind,2011,0.24656
ind,2012,0.22667
ind,2013,0.04901
irl,1972,0.90919
irl,1973,1.04788
irl,1974,1.15463
irl,1975,1.09627
irl,1976,0.77933
irl,1977,0.88395
irl,1978,1.13885
irl,1979,1.20658
irl,1980,1.31339
irl,1981,1.2225
irl,1982,1.30204
irl,1983,0.92163
irl,1984,0.76013
irl,1985,0.86509
irl,1986,0.76386
irl,1987,0.68346
irl,1988,0.47186
irl,1989,0.31785
irl,1990,0.45286
irl,1991,0.43319
irl,1992,0.40467
irl,1993,0.42819
irl,1994,0.49505
irl,1995,0.60513
irl,1996,0.64945
irl,1997,0.57375
irl,1998,0.74828
irl,1999,0.86138
irl,2000,0.94458
irl,2001,1.0584
irl,2002,1.11481
irl,2003,0.93493
irl,2004,0.87132
irl,2005,1.0605
irl,2006,1.15856
irl,2007,1.50799
irl,2008,2.23982
irl,2009,1.42135
irl,2010,1.45391
irl,2011,1.25871
irl,2012,1.20533
irl,2013,1.34771
irl,2014,1.82723
irl,2015,1.33908
irl,2016,1.55716
irn,1972,8.2886
irn,1973,8.56634
irn,1974,8.10589
irn,1975,11.68195
irn,1976,10.85353
irn,1977,15.19862
irn,1978,12.31841
irn,1979,7.13303
irn,1980,7.69916
irn,1981,7.81458
irn,1982,8.18775
irn,1983,7.95562
irn,1984,5.57882
irn,1985,4.32564
irn,1986,4.03719
irn,1987,3.60413
irn,1988,3.12777
irn,1989,3.08459
irn,1990,4.5195
irn,1991,4.55142
irn,1992,4.5407
irn,1993,6.34486
irn,1994,6.84741
irn,1995,6.83234
irn,1996,6.46385
irn,1997,6.00812
irn,1998,4.49303
irn,1999,5.79626
irn,2000,4.38255
irn,2001,3.51284
irn,2002,5.86667
irn,2003,5.45024
irn,2004,4.51013
irn,2005,6.42314
irn,2006,6.58972
irn,2007,5.21507
irn,2008,5.89649
irn,2009,5.28723
irq,2014,16.22501
irq,2015,9.57772
irq,2016,8.0989
isl,1972,2.61781
isl,1973,3.79626
isl,1974,2.83274
isl,1975,2.70999
isl,1976,1.5158
isl,1977,2.13339
isl,1978,1.63734
isl,1979,1.59524
isl,1980,1.8807
isl,1981,1.92755
isl,1982,2.04031
isl,1983,1.92552
isl,1984,1.86055
isl,1985,1.91271
isl,1986,1.44874
isl,1987,1.23821
isl,1988,1.30365
isl,1989,1.16848
isl,1990,1.59794
isl,1991,1.62569
isl,1992,1.39226
isl,1993,1.75703
isl,1994,1.75072
isl,1995,1.48323
isl,1996,1.59598
isl,1997,1.06683
isl,1998,1.67986
isl,1999,1.78134
isl,2000,1.53066
isl,2001,1.92538
isl,2002,1.7326
isl,2003,2.02383
isl,2004,1.71139
isl,2005,1.25904
isl,2006,1.27238
isl,2007,1.62019
isl,2008,1.94129
isl,2009,1.93384
isl,2010,1.39723
isl,2011,0.74818
isl,2012,0.80991
isl,2013,1.51922
isl,2014,1.76254
isl,2015,1.79676
isl,2016,1.73811
isr,1995,0.89453
isr,1996,0.93783
isr,1997,0.81121
isr,1998,0.86273
isr,1999,0.76758
isr,2000,1.0136
isr,2001,1.3482
isr,2002,1.37607
isr,2003,1.46616
isr,2004,1.05863
isr,2005,0.84647
isr,2006,0.70668
isr,2007,0.67157
isr,2008,0.68807
isr,2009,0.64374
isr,2010,0.37689
isr,2011,0.32233
isr,2012,0.60238
isr,2013,0.55191
isr,2014,0.65804
isr,2015,0.33841
isr,2016,0.50147
ita,1973,1.31361
ita,1974,1.44304
ita,1975,1.64397
ita,1976,1.42952
ita,1977,1.39072
ita,1978,0.27863
ita,1979,0.3577
ita,1980,0.37898
ita,1986,0.9504
ita,1987,0.88326
ita,1988,0.9334
ita,1989,0.81826
ita,1995,1.16081
ita,1996,1.12977
ita,1997,1.09202
ita,1998,1.10857
ita,1999,1.17521
ita,2000,-0.02019
ita,2001,1.05638
ita,2002,0.45339
ita,2003,1.03425
ita,2004,0.95785
ita,2005,1.05964
ita,2006,1.03826
ita,2007,1.10135
ita,2008,1.20003
ita,2009,1.54372
ita,2010,1.30018
ita,2011,1.30724
ita,2012,1.01245
ita,2013,0.96459
ita,2014,1.0052
ita,2015,0.90081
ita,2016,0.97647
jam,1988,8.18387
jam,1989,6.05656
jam,1990,4.15816
jam,1991,4.78268
jam,1992,5.00128
jam,1993,3.40947
jam,1994,3.26047
jam,1995,3.42117
jam,1996,4.06479
jam,1997,4.07496
jam,1998,2.14851
jam,1999,2.42103
jam,2000,2.20758
jam,2001,2.19683
jam,2002,1.50292
jam,2003,0.85255
jam,2004,1.729
jam,2005,2.20972
jam,2006,2.99698
jam,2007,4.67482
jam,2008,4.14779
jam,2009,3.23042
jam,2010,4.82261
jam,2011,4.29038
jam,2012,2.87323
jam,2013,2.58285
jam,2014,1.4929
jam,2015,1.97311
jam,2016,2.3825
jor,1990,4.89715
jor,1991,6.68729
jor,1992,5.24477
jor,1993,5.88576
jor,1994,5.17816
jor,1995,5.03882
jor,1996,5.07104
jor,1997,4.30225
jor,1998,4.92313
jor,1999,4.41974
jor,2000,3.97803
jor,2001,4.76275
jor,2002,3.38801
jor,2003,3.56204
jor,2004,3.34842
jor,2005,3.80287
jor,2006,3.3819
jor,2007,3.5404
jor,2008,1.10758
jor,2009,5.39838
jor,2010,2.86374
jor,2011,3.57502
jor,2012,1.74929
jor,2013,2.68981
jor,2014,2.522
jor,2015,2.47474
jor,2016,2.20416
jpn,1972,1.08174
jpn,1973,0.82199
jpn,1974,0.94582
jpn,1975,1.01688
jpn,1976,0.95267
jpn,1977,1.02784
jpn,1978,1.13874
jpn,1979,1.09431
jpn,1980,1.03736
jpn,1981,0.95971
jpn,1982,0.91478
jpn,1983,0.88891
jpn,1984,0.81751
jpn,1985,0.76479
jpn,1986,0.80863
jpn,1987,0.94475
jpn,1988,0.85154
jpn,1989,0.7443
jpn,1990,0.76608
jpn,1994,1.362
jpn,1995,1.46122
jpn,1996,1.36406
jpn,1997,1.25114
jpn,1998,1.40474
jpn,1999,1.55067
jpn,2000,1.52246
jpn,2001,1.42478
jpn,2002,1.44917
jpn,2003,1.38819
jpn,2004,1.28137
jpn,2005,1.32608
jpn,2006,1.25814
jpn,2007,1.22506
jpn,2008,1.28585
jpn,2009,1.45254
jpn,2010,1.23516
jpn,2011,1.2418
jpn,2012,1.20422
jpn,2013,1.38207
jpn,2014,1.24357
jpn,2015,1.13865
jpn,2016,1.11804
kaz,1997,-2.37863
kaz,1998,-2.27144
kaz,1999,-0.83716
kaz,2000,-0.28568
kaz,2001,0.40169
kaz,2002,1.49447
kaz,2003,1.90975
kaz,2004,1.98869
kaz,2010,1.40189
kaz,2011,1.28689
kaz,2012,1.25044
kaz,2013,1.40165
kaz,2014,1.23777
kaz,2015,1.01327
kaz,2016,1.17684
ken,2014,4.64121
ken,2015,7.18172
ken,2016,4.23607
kgz,2013,4.54687
kgz,2014,5.97405
kgz,2015,6.16617
kgz,2016,6.91437
khm,2002,8.12487
khm,2003,6.57913
khm,2004,5.62681
khm,2005,4.53947
khm,2006,4.51196
khm,2007,5.94229
khm,2008,6.52039
khm,2009,8.74349
khm,2010,9.41065
khm,2011,8.63477
khm,2012,8.50539
khm,2013,8.76206
khm,2014,8.01422
khm,2015,7.16414
khm,2016,7.23661
kir,2010,1.97977
kir,2011,5.71001
kir,2012,4.92264
kir,2013,4.38841
kir,2014,3.5362
kir,2015,3.93136
kir,2016,6.02368
kna,1990,1.85646
kna,1991,2.48211
kna,1992,2.51006
kna,1993,2.91797
kna,1994,2.27874
kna,2000,8.28176
kna,2001,7.44483
kna,2002,4.38583
kna,2003,6.33677
kna,2004,5.48161
kna,2005,6.28497
kna,2006,5.75445
kna,2007,7.01485
kna,2008,5.68509
kna,2009,5.17778
kna,2010,3.77086
kna,2011,2.38503
kna,2012,2.25702
kna,2013,5.18058
kna,2014,4.59305
kor,1972,1.92141
kor,1973,1.1398
kor,1974,0.96142
kor,1975,1.22349
kor,1976,1.19535
kor,1977,1.33813
kor,1978,1.33575
kor,1979,1.25917
kor,1980,1.26872
kor,1981,1.17375
kor,1982,1.55359
kor,1983,1.34694
kor,1984,1.29149
kor,1985,1.0303
kor,1986,1.15647
kor,1987,1.14464
kor,1988,0.87811
kor,1989,0.95355
kor,1990,0.82471
kor,1991,1.15019
kor,1992,0.93572
kor,1993,0.87093
kor,1994,0.90713
kor,1995,0.93023
kor,1996,1.27554
kor,1997,1.29667
kor,1998,1.34388
kor,1999,1.88989
kor,2000,1.22248
kor,2001,1.22637
kor,2002,1.02284
kor,2003,1.22371
kor,2004,2.03295
kor,2005,1.04977
kor,2006,0.90917
kor,2007,1.56261
kor,2008,1.59147
kor,2009,1.04648
kor,2010,1.00116
kor,2011,0.93424
kor,2012,1.71135
kor,2013,1.7053
kor,2014,1.6827
kor,2015,1.67244
kor,2016,1.51174
kwt,1972,5.12295
kwt,1973,5.48594
kwt,1974,3.93391
kwt,1977,6.81263
kwt,1978,13.17919
kwt,1979,7.47098
kwt,1980,8.78439
kwt,1981,12.42521
kwt,1982,17.78729
kwt,1983,15.09015
kwt,1984,15.50298
kwt,1985,14.06215
kwt,1986,18.43235
kwt,1987,11.87166
kwt,1988,6.85928
kwt,1989,5.61397
kwt,1990,6.95282
kwt,1991,1.8851
kwt,1992,8.71878
kwt,1993,5.13118
kwt,1994,3.79404
kwt,1995,3.9685
kwt,1996,2.85287
kwt,1997,2.49818
kwt,1998,2.83311
kwt,2001,4.00935
kwt,2002,3.96031
kwt,2003,4.01621
kwt,2004,3.79067
kwt,2008,4.15272
kwt,2009,4.76453
kwt,2010,6.18818
kwt,2011,4.74334
kwt,2012,4.28141
kwt,2013,4.12819
kwt,2014,5.10102
kwt,2015,7.57108
lbn,1998,5.88933
lbn,1999,5.92228
lbn,2000,3.9239
lbn,2001,2.04683
lbn,2002,3.0133
lbn,2003,3.19405
lbn,2004,3.67259
lbn,2005,2.2684
lbn,2006,2.86503
lbn,2007,2.09219
lbn,2008,2.02791
lbn,2009,1.59523
lbn,2010,1.79404
lbn,2011,1.91678
lbn,2012,1.76468
lbn,2013,1.87435
lbn,2014,2.23368
lbn,2015,1.75471
lbn,2016,1.73843
lbr,2005,1.00832
lbr,2006,0.32738
lbr,2007,1.30371
lbr,2008,1.2338
lbr,2010,1.31267
lbr,2011,2.59845
lbr,2012,1.86316
lbr,2013,0.78342
lca,2000,5.9855
lca,2001,5.04402
lca,2002,4.8084
lca,2003,6.48185
lca,2004,5.34501
lca,2005,7.6358
lca,2006,7.31184
lca,2007,5.99535
lca,2008,4.46155
lca,2009,5.28911
lca,2010,3.42651
lca,2011,6.29043
lca,2012,5.45692
lca,2013,6.13611
lca,2014,4.59942
lka,1990,3.63474
lka,1991,3.77043
lka,1992,2.96132
lka,1993,4.11578
lka,1994,2.89198
lka,1995,3.36822
lka,1996,2.72129
lka,1997,2.83183
lka,1998,3.16095
lka,1999,2.97686
lka,2000,2.6157
lka,2001,2.55848
lka,2002,1.59025
lka,2003,1.9794
lka,2004,1.92946
lka,2005,3.59021
lka,2006,2.98416
lka,2007,3.10072
lka,2008,2.9208
lka,2009,2.96801
lka,2010,2.46736
lka,2011,2.7997
lka,2012,2.01239
lka,2013,2.63273
lka,2014,2.26518
lka,2015,2.85976
lka,2016,2.73251
lso,2003,6.14946
lso,2004,4.68532
lso,2005,6.53029
lso,2006,4.7057
lso,2007,10.16088
lso,2008,8.57695
lso,2009,11.71718
lso,2010,12.31741
lso,2011,15.90573
lso,2012,16.69026
lso,2013,14.92846
lso,2014,11.26285
lso,2015,12.24003
lso,2016,10.8332
lso,2017,10.68184
ltu,1995,2.3984
ltu,1996,1.73068
ltu,1997,1.37988
ltu,1998,1.44145
ltu,1999,2.10809
ltu,2000,2.02532
ltu,2001,1.25567
ltu,2002,1.89986
ltu,2003,2.09897
ltu,2004,2.52102
ltu,2005,2.79536
ltu,2006,3.1114
ltu,2007,3.72658
ltu,2008,3.48341
ltu,2009,2.78119
ltu,2010,2.55739
ltu,2011,2.35425
ltu,2012,1.94651
ltu,2013,2.14146
ltu,2014,2.10314
ltu,2015,2.55208
ltu,2016,1.96926
lux,1972,2.38223
lux,1973,2.62083
lux,1974,2.13693
lux,1975,2.24515
lux,1976,2.33868
lux,1977,2.28543
lux,1978,2.49121
lux,1979,2.35916
lux,1980,3.48684
lux,1981,2.66472
lux,1982,2.98181
lux,1983,2.89115
lux,1984,2.31298
lux,1985,2.23491
lux,1986,1.95907
lux,1987,2.19309
lux,1988,2.41984
lux,1989,2.00114
lux,1990,2.06189
lux,1991,2.11195
lux,1992,2.66204
lux,1993,2.54578
lux,1994,2.22974
lux,1995,2.22425
lux,1996,3.07711
lux,1997,2.31021
lux,1998,2.84164
lux,1999,2.49419
lux,2000,2.26945
lux,2001,0.94934
lux,2002,2.8387
lux,2003,3.13962
lux,2004,2.95601
lux,2005,3.17409
lux,2006,2.36605
lux,2007,2.17889
lux,2008,2.18755
lux,2009,2.56044
lux,2010,3.0958
lux,2011,2.64848
lux,2012,2.51844
lux,2013,2.0891
lux,2014,2.24498
lux,2015,2.44847
lux,2016,2.43047
lva,1995,1.81597
lva,1996,2.30488
lva,1997,1.31381
lva,1998,1.50509
lva,1999,1.5569
lva,2000,1.61483
lva,2001,1.36673
lva,2002,1.21621
lva,2003,2.66448
lva,2004,3.52839
lva,2005,3.38265
lva,2006,5.28375
lva,2007,5.32516
lva,2008,3.33009
lva,2009,2.09437
lva,2010,2.15617
lva,2011,3.56796
lva,2012,3.57264
lva,2013,3.16687
lva,2014,3.37439
lva,2015,4.89292
lva,2016,3.58175
mac,1996,2.1954
mac,1997,2.52868
mac,1998,2.84568
mac,1999,2.21555
mac,2000,1.45645
mac,2001,1.59833
mac,2002,2.49385
mac,2003,3.73532
mac,2004,4.0647
mac,2005,4.57322
mac,2006,3.82224
mac,2007,2.5206
mac,2008,2.00194
mac,2009,2.4605
mac,2010,2.42358
mac,2011,3.18292
mac,2012,4.04288
mac,2013,0.80298
mac,2014,1.73016
mac,2015,2.5601
mac,2016,2.51239
mar,1990,6.70785
mar,1991,5.24198
mar,1992,5.71875
mar,1993,5.28461
mar,1994,4.73807
mar,1995,3.02593
mar,1997,1.4291
mar,1998,2.81229
mar,1999,3.22017
mar,2002,3.32903
mar,2003,2.88737
mar,2004,2.7969
mar,2005,2.8726
mar,2006,2.74987
mar,2007,2.93824
mar,2008,3.70611
mar,2009,4.29804
mar,2010,3.76108
mar,2011,4.40698
mar,2012,5.43221
mar,2013,5.08977
mar,2014,5.36788
mar,2015,0.22663
mar,2016,5.65896
mda,1997,0.6953
mda,1998,2.01269
mda,1999,-0.20046
mda,2000,-0.02122
mda,2001,0.31756
mda,2003,2.50733
mda,2004,1.73014
mda,2005,1.93987
mda,2006,2.26281
mda,2007,3.98484
mda,2008,3.62242
mda,2009,2.41123
mda,2010,1.56754
mda,2011,1.32779
mda,2012,1.40576
mda,2013,1.27003
mda,2014,1.15754
mda,2015,0.676
mda,2016,1.8701
mdg,2008,9.15158
mdg,2009,3.86868
mdg,2010,4.37967
mdg,2011,3.59853
mdg,2012,2.34188
mdg,2013,2.66398
mdg,2014,3.3036
mdg,2015,3.01198
mdg,2016,4.43231
mdv,1990,17.19488
mdv,1991,23.27001
mdv,1992,20.74131
mdv,1993,19.87715
mdv,1994,16.08844
mdv,1995,17.80201
mdv,1996,13.84456
mdv,1997,12.54474
mdv,1998,12.80334
mdv,1999,13.63161
mdv,2000,11.70043
mdv,2001,8.67618
mdv,2002,8.8974
mdv,2003,8.75241
mdv,2004,6.17891
mdv,2005,7.36752
mdv,2006,6.9877
mdv,2007,7.22884
mdv,2008,9.75648
mdv,2009,7.74623
mdv,2010,7.60339
mdv,2011,7.53744
mex,1972,1.9469
mex,1973,2.31548
mex,1974,2.11111
mex,1975,2.18182
mex,1976,2.33406
mex,1977,2.48783
mex,1978,3.08087
mex,1979,3.29205
mex,1980,4.04815
mex,1981,4.20597
mex,1982,3.3231
mex,1983,1.7329
mex,1984,1.89204
mex,1985,1.65098
mex,1986,1.67157
mex,1987,1.41044
mex,1988,1.06414
mex,1989,1.13417
mex,1990,1.05648
mex,1991,1.17796
mex,1992,1.09659
mex,1993,0.93962
mex,1994,1.00583
mex,1995,0.73607
mex,1996,0.72971
mex,1997,0.79765
mex,1998,0.55915
mex,1999,0.44019
mex,2000,0.39143
mex,2008,0.50662
mex,2009,0.64539
mex,2010,0.65553
mex,2011,0.74391
mex,2012,0.69705
mex,2013,0.59019
mex,2014,0.7357
mex,2015,0.6467
mex,2016,0.50817
mhl,2008,9.1218
mhl,2009,10.83607
mhl,2010,10.27747
mhl,2011,7.6109
mhl,2012,4.04551
mhl,2013,3.87896
mhl,2014,2.98029
mhl,2015,3.78905
mhl,2016,3.06598
mkd,2005,1.77835
mkd,2006,1.94797
mkd,2007,2.45671
mkd,2008,2.91113
mkd,2009,1.99845
mkd,2010,1.70754
mkd,2011,2.22605
mkd,2012,3.06919
mkd,2013,2.54204
mkd,2014,2.53163
mkd,2015,2.46456
mkd,2016,1.93838
mli,2000,8.5453
mli,2001,6.54844
mli,2002,7.29331
mli,2003,7.81918
mli,2004,8.37185
mli,2005,8.04474
mli,2006,9.00502
mli,2007,11.04263
mli,2008,6.72087
mli,2009,7.81789
mli,2010,7.14935
mli,2011,7.14984
mli,2012,2.11225
mli,2013,5.94581
mli,2014,2.79721
mli,2015,6.77348
mli,2016,9.16997
mlt,1972,4.83101
mlt,1973,4.89557
mlt,1974,4.40773
mlt,1975,10.13004
mlt,1976,8.61236
mlt,1977,5.3486
mlt,1978,6.13335
mlt,1980,5.4602
mlt,1981,3.49577
mlt,1982,4.15897
mlt,1983,5.71095
mlt,1984,7.15789
mlt,1985,7.29377
mlt,1986,8.03782
mlt,1987,8.78099
mlt,1988,6.74233
mlt,1989,9.68801
mlt,1990,29.51152
mlt,1991,27.8088
mlt,1992,12.73487
mlt,1993,12.52968
mlt,1994,12.00661
mlt,1995,6.38865
mlt,1996,7.85604
mlt,1997,8.63664
mlt,1998,10.05876
mlt,1999,10.75456
mlt,2000,8.95441
mlt,2001,7.81201
mlt,2002,9.13841
mlt,2003,10.3358
mlt,2004,6.90821
mlt,2005,8.6546
mlt,2006,8.46142
mlt,2007,7.25648
mlt,2008,2.15236
mlt,2009,1.94265
mlt,2010,1.98921
mlt,2011,2.45119
mlt,2012,2.97727
mlt,2013,2.52127
mlt,2014,3.19191
mlt,2015,3.76952
mlt,2016,2.27538
mmr,2003,5.31323
mmr,2004,5.19017
mmr,2005,6.15445
mmr,2012,7.98334
mmr,2013,8.11727
mmr,2014,7.32409
mmr,2015,6.5303
mmr,2016,5.24845
mmr,2017,6.05877
mng,1992,1.4787
mng,1993,3.93495
mng,1994,2.29414
mng,1995,2.74447
mng,1996,2.76519
mng,1997,1.47086
mng,1998,1.6025
mng,1999,2.63204
mng,2000,2.19834
mng,2001,3.03554
mng,2002,5.55783
mng,2003,7.3095
mng,2006,11.74768
mng,2007,8.33767
mng,2008,8.87997
mng,2009,6.48329
mng,2010,5.21384
mng,2011,8.38131
mng,2012,7.66602
mng,2013,5.64855
mng,2014,5.61516
mng,2015,4.15436
mng,2016,7.92265
moz,2010,6.66383
moz,2011,7.14045
moz,2012,6.5929
moz,2013,9.95858
mus,1976,2.74872
mus,1977,4.14553
mus,1978,3.8319
mus,1979,3.12304
mus,1980,2.93205
mus,1981,3.28338
mus,1982,2.50576
mus,1983,2.05751
mus,1984,1.59958
mus,1985,2.55145
mus,1986,2.12132
mus,1987,2.38502
mus,1988,2.49939
mus,1989,3.05614
mus,1990,3.54944
mus,1991,3.54407
mus,1992,3.96015
mus,1993,3.55241
mus,1994,3.54883
mus,1995,3.21795
mus,1996,2.99135
mus,1997,3.1576
mus,1998,1.9372
mus,1999,1.15448
mus,2000,1.58239
mus,2001,2.73082
mus,2002,2.96563
mus,2003,3.84816
mus,2004,3.24452
mus,2005,2.42861
mus,2006,2.23341
mus,2007,1.74938
mus,2008,1.81524
mus,2009,2.14813
mus,2010,3.03965
mus,2011,3.34326
mus,2012,3.47811
mus,2013,3.79956
mus,2014,3.02503
mus,2015,0.90982
mus,2016,1.43525
mwi,2009,5.58022
mwi,2010,5.95664
mwi,2011,5.33631
mwi,2012,5.20533
mwi,2013,5.44196
mwi,2014,4.4111
mwi,2015,4.91879
mwi,2016,4.99034
mwi,2017,4.19264
mys,1996,3.13283
mys,1997,3.53236
mys,1998,4.07071
mys,1999,4.89201
mys,2000,5.08977
mys,2001,7.42625
mys,2002,9.02005
mys,2003,9.34047
mys,2004,6.20507
mys,2005,5.63029
mys,2006,5.94238
mys,2007,6.08037
mys,2008,5.59461
mys,2009,6.71606
mys,2010,6.20451
mys,2011,5.2189
mys,2012,4.81318
mys,2013,4.11225
mys,2014,3.56333
mys,2015,3.42578
mys,2016,3.25904
nam,1991,3.8766
nam,1992,4.50565
nam,1999,3.88198
nam,2000,3.38073
nam,2001,3.35609
nam,2002,3.09613
nam,2003,3.06247
nam,2004,2.67066
nam,2005,2.67767
nam,2006,3.03746
nam,2007,3.00022
nam,2008,4.12286
nam,2009,4.763
nam,2010,4.42158
nam,2011,4.49696
nam,2012,3.29783
nam,2013,4.35276
nam,2014,6.4206
nam,2015,6.20867
nam,2016,4.02297
nic,1990,1.97487
nic,1991,1.9559
nic,1992,3.36267
nic,1993,2.4456
nic,1994,2.1555
nic,1995,2.24773
nic,1996,2.79905
nic,1997,2.24422
nic,1998,2.54373
nic,1999,4.10426
nic,2000,4.62678
nic,2001,3.59542
nic,2002,3.24577
nic,2003,4.25453
nic,2004,4.6062
nic,2005,4.17388
nic,2006,2.71378
nic,2007,2.86689
nic,2008,2.09483
nic,2009,2.15322
nic,2010,1.98609
nic,2011,1.76451
nic,2012,1.90276
nic,2013,2.04349
nic,2014,2.30357
nic,2015,2.37855
nic,2016,2.70796
nld,1973,1.23979
nld,1974,1.04035
nld,1975,1.15569
nld,1976,1.0047
nld,1977,0.83404
nld,1978,0.83329
nld,1979,0.89062
nld,1980,0.95103
nld,1981,0.94004
nld,1982,0.80581
nld,1983,0.82204
nld,1984,0.95288
nld,1985,0.77652
nld,1986,0.67259
nld,1987,0.61848
nld,1988,0.53316
nld,1989,0.52753
nld,1990,0.56585
nld,1991,0.55201
nld,1992,0.4982
nld,1993,0.59088
nld,1994,0.67388
nld,1995,1.57328
nld,1996,1.62027
nld,1997,1.64835
nld,1998,1.29969
nld,1999,1.68304
nld,2000,1.06396
nld,2001,1.84897
nld,2002,1.94905
nld,2003,1.90364
nld,2004,1.69545
nld,2005,1.43023
nld,2006,1.51511
nld,2007,1.4908
nld,2008,1.58703
nld,2009,1.73471
nld,2010,1.75111
nld,2011,1.65024
nld,2012,1.52436
nld,2013,0.88363
nld,2014,1.3798
nld,2015,1.38224
nld,2016,1.4887
nor,1972,1.47601
nor,1973,1.32689
nor,1974,1.35524
