geo,time,dc_dac_norl_cd
dji,2014,479999.98927
dji,2015,250000
dma,2017,119999.99732
dom,1973,9999.99978
dom,1980,610000.01431
dom,1981,529999.97139
dom,1983,560000.00238
dom,1984,19999.99955
dom,1985,439999.99762
dom,1986,119999.99732
dom,1987,920000.01669
dom,1988,180000.00715
dom,1989,170000.00179
dom,1990,330000.01311
dom,1991,259999.99046
dom,1992,289999.99166
dom,1993,270000.01073
dom,1994,250000
dom,1995,360000.01431
dom,1996,479999.98927
dom,1997,379999.99523
dom,1998,759999.99046
dom,1999,349999.99404
dom,2000,209999.99344
dom,2001,419999.98689
dom,2002,430000.00715
dom,2003,460000.00834
dom,2004,639999.98569
dom,2005,479999.98927
dom,2006,790000.02146
dom,2007,400000.00596
dom,2008,340000.00358
dom,2009,289999.99166
dom,2010,259999.99046
dom,2011,289999.99166
dom,2012,259999.99046
dom,2013,289999.99166
dom,2014,250000
dom,2015,170000.00179
dom,2016,39999.99911
dom,2017,59999.99866
dom,2019,9999.99978
dza,1963,310000.00238
dza,1964,100000.00149
dza,1966,59999.99866
dza,1967,59999.99866
dza,1968,39999.99911
dza,1970,140000.0006
dza,1972,109999.9994
dza,1973,109999.9994
dza,1974,340000.00358
dza,1975,569999.99285
dza,1976,569999.99285
dza,1977,140000.0006
dza,1978,159999.99642
dza,1980,300000.01192
dza,1981,959999.97854
dza,1984,19999.99955
dza,1985,1179999.94755
dza,1987,59999.99866
dza,1988,9999.99978
dza,1990,59999.99866
dza,1994,79999.99821
dza,1995,159999.99642
dza,1996,150000.00596
dza,1997,100000.00149
dza,1998,1450000.04768
dza,1999,949999.98808
dza,2000,1049999.95232
dza,2001,2109999.8951
dza,2002,3230000.01907
dza,2003,3359999.8951
dza,2004,1570000.05245
dza,2005,740000.00954
dza,2006,1039999.96185
dza,2007,1269999.98093
dza,2008,59999.99866
dza,2009,910000.02623
dza,2010,1019999.98093
dza,2011,899999.97616
dza,2012,189999.99762
dza,2013,109999.9994
dza,2014,59999.99866
dza,2015,709999.97854
dza,2016,610000.01431
dza,2017,620000.00477
dza,2018,569999.99285
dza,2019,1139999.98569
ecu,1969,9999.99978
ecu,1970,9999.99978
ecu,1972,59999.99866
ecu,1973,9999.99978
ecu,1974,39999.99911
ecu,1975,189999.99762
ecu,1976,129999.99523
ecu,1980,100000.00149
ecu,1981,449999.98808
ecu,1982,509999.99046
ecu,1983,409999.99642
ecu,1984,180000.00715
ecu,1985,219999.99881
ecu,1986,500000
ecu,1987,1059999.94278
ecu,1988,270000.01073
ecu,1989,239999.99464
ecu,1990,560000.00238
ecu,1991,769999.98093
ecu,1992,500000
ecu,1993,660000.02623
ecu,1994,479999.98927
ecu,1995,879999.99523
ecu,1996,1610000.01431
ecu,1997,1559999.94278
ecu,1998,2599999.90463
ecu,1999,1990000.00954
ecu,2000,2099999.90463
ecu,2001,2819999.93324
ecu,2002,2250000
ecu,2003,2690000.05722
ecu,2004,2410000.08583
ecu,2005,1750000
ecu,2006,1899999.97616
ecu,2007,2230000.01907
ecu,2008,3039999.96185
ecu,2009,1639999.98569
ecu,2010,3049999.95232
ecu,2011,2900000.09537
ecu,2012,2250000
ecu,2013,2400000.09537
ecu,2014,2259999.99046
ecu,2015,1870000.00477
ecu,2016,4239999.77112
ecu,2017,1759999.99046
ecu,2018,9899999.61853
ecu,2019,14470000.26703
egy,1966,9999.99978
egy,1967,50000.00075
egy,1968,90000.00358
egy,1969,59999.99866
egy,1970,70000.0003
egy,1971,100000.00149
egy,1972,100000.00149
egy,1973,219999.99881
egy,1974,270000.01073
egy,1975,200000.00298
egy,1976,159999.99642
egy,1977,159999.99642
egy,1978,280000.00119
egy,1979,310000.00238
egy,1980,1159999.96662
egy,1981,550000.01192
egy,1982,469999.99881
egy,1983,1149999.97616
egy,1984,540000.02146
egy,1985,360000.01431
egy,1986,250000
egy,1987,230000.00417
egy,1988,550000.01192
egy,1989,870000.00477
egy,1990,2549999.95232
egy,1991,600000.02384
egy,1992,219999.99881
egy,1993,959999.97854
egy,1994,3069999.93324
egy,1995,1190000.05722
egy,1996,4730000.01907
egy,1997,3250000
egy,1998,1610000.01431
egy,1999,1220000.02861
egy,2000,1090000.03338
egy,2001,920000.01669
egy,2002,600000.02384
egy,2003,660000.02623
egy,2004,660000.02623
egy,2005,560000.00238
egy,2006,540000.02146
egy,2007,360000.01431
egy,2008,219999.99881
egy,2009,689999.99762
egy,2010,670000.01669
egy,2011,1870000.00477
egy,2012,1159999.96662
egy,2013,2069999.93324
egy,2014,2559999.94278
egy,2015,4409999.84741
egy,2016,3880000.11444
egy,2017,4139999.86649
egy,2018,4300000.19073
egy,2019,4400000.09537
eri,1993,6789999.96185
eri,1994,9119999.88556
eri,1995,14130000.11444
eri,1996,13420000.07629
eri,1997,8810000.41962
eri,1998,5389999.86649
eri,1999,7440000.05722
eri,2000,6409999.84741
eri,2001,4550000.19073
eri,2002,13460000.03815
eri,2003,21549999.23706
eri,2004,18629999.16077
eri,2005,18829999.92371
eri,2006,17899999.61853
eri,2007,10180000.30518
eri,2008,8899999.61853
eri,2009,9630000.11444
eri,2010,9630000.11444
eri,2011,8069999.69482
eri,2012,3200000.04768
eri,2013,39999.99911
eri,2014,140000.0006
eri,2015,1370000.00477
eri,2016,1990000.00954
eri,2017,519999.98093
eri,2018,560000.00238
eri,2019,589999.97377
est,1991,119999.99732
est,1992,839999.97377
est,1993,1360000.01431
est,1994,2339999.91417
est,1995,2049999.95232
est,1996,2829999.92371
est,1997,1809999.94278
est,1998,2710000.03815
est,1999,769999.98093
est,2000,280000.00119
est,2001,2500000
est,2002,689999.99762
est,2003,519999.98093
est,2004,360000.01431
eth,1964,100000.00149
eth,1965,100000.00149
eth,1966,230000.00417
eth,1967,159999.99642
eth,1968,109999.9994
eth,1969,200000.00298
eth,1970,180000.00715
eth,1971,109999.9994
eth,1972,119999.99732
eth,1973,400000.00596
eth,1974,939999.99762
eth,1975,340000.00358
eth,1976,400000.00596
eth,1977,419999.98689
eth,1978,370000.00477
eth,1979,1490000.00954
eth,1980,1000000
eth,1981,1850000.02384
eth,1982,1909999.96662
eth,1983,2289999.96185
eth,1984,8960000.03815
eth,1985,11960000.03815
eth,1986,9399999.61853
eth,1987,11649999.61853
eth,1988,16850000.38147
eth,1989,21110000.61035
eth,1990,25469999.31335
eth,1991,25940000.53406
eth,1992,26899999.61853
eth,1993,9869999.88556
eth,1994,29079999.92371
eth,1995,24610000.61035
eth,1996,21379999.16077
eth,1997,28420000.07629
eth,1998,26719999.31335
eth,1999,23930000.30518
eth,2000,23569999.69482
eth,2001,16250000
eth,2002,28479999.54224
eth,2003,37180000.30518
eth,2004,34040000.91553
eth,2005,38069999.69482
eth,2006,41799999.23706
eth,2007,34139999.38965
eth,2008,37279998.7793
eth,2009,37810001.37329
eth,2010,32560001.37329
eth,2011,29090000.15259
eth,2012,39150001.52588
eth,2013,61069999.69482
eth,2014,59470001.2207
eth,2015,48340000.15259
eth,2016,52590000.15259
eth,2017,60049999.23706
eth,2018,63970001.2207
eth,2019,79330001.83105
fji,1984,9999.99978
fji,1985,39999.99911
fji,1986,50000.00075
fji,1987,70000.0003
fji,1988,50000.00075
fji,1994,9999.99978
fji,1995,9999.99978
fji,1996,349999.99404
fji,1997,129999.99523
fji,1998,19999.99955
fji,1999,19999.99955
fji,2000,100000.00149
fji,2001,19999.99955
fji,2002,39999.99911
fji,2004,29999.99933
fji,2010,9999.99978
fji,2014,159999.99642
fji,2016,39999.99911
gab,1998,9999.99978
gab,2004,70000.0003
gab,2005,170000.00179
gab,2009,19999.99955
gab,2013,50000.00075
gab,2014,100000.00149
gab,2015,70000.0003
gab,2016,150000.00596
gab,2017,79999.99821
gab,2018,230000.00417
gab,2019,219999.99881
geo,1994,479999.98927
geo,1995,2509999.99046
geo,1996,1129999.99523
geo,1997,1620000.00477
geo,1998,2259999.99046
geo,1999,2289999.96185
geo,2000,2049999.95232
geo,2001,3109999.8951
geo,2002,4440000.05722
geo,2003,5019999.98093
geo,2004,4840000.15259
geo,2005,8369999.88556
geo,2006,7420000.07629
geo,2007,6519999.98093
geo,2008,13119999.88556
geo,2009,10989999.77112
geo,2010,10010000.22888
geo,2011,10109999.65668
geo,2012,6730000.01907
geo,2013,6550000.19073
geo,2014,4989999.77112
geo,2015,5659999.84741
geo,2016,2789999.96185
geo,2017,4300000.19073
geo,2018,4449999.80927
geo,2019,6300000.19073
gha,1964,19999.99955
gha,1965,70000.0003
gha,1966,109999.9994
gha,1968,29999.99933
gha,1969,360000.01431
gha,1970,180000.00715
gha,1971,119999.99732
gha,1972,409999.99642
gha,1973,649999.97616
gha,1974,200000.00298
gha,1975,1129999.99523
gha,1976,460000.00834
gha,1977,460000.00834
gha,1978,389999.98569
gha,1979,680000.00715
gha,1980,1149999.97616
gha,1981,200000.00298
gha,1982,209999.99344
gha,1983,1429999.94755
gha,1984,409999.99642
gha,1985,449999.98808
gha,1986,490000.00954
gha,1987,4110000.13351
gha,1988,910000.02623
gha,1989,500000
gha,1990,639999.98569
gha,1991,12750000
gha,1992,1610000.01431
gha,1993,629999.99523
gha,1994,610000.01431
gha,1995,439999.99762
gha,1996,1580000.04292
gha,1997,1129999.99523
gha,1998,1110000.01431
gha,1999,759999.99046
gha,2000,3220000.02861
gha,2001,540000.02146
gha,2002,699999.98808
gha,2003,610000.01431
gha,2004,1730000.01907
gha,2005,1090000.03338
gha,2006,1019999.98093
gha,2007,1210000.03815
gha,2008,990000.00954
gha,2009,2460000.03815
gha,2010,3640000.1049
gha,2011,8050000.19073
gha,2012,8270000.45776
gha,2013,6559999.94278
gha,2014,6489999.77112
gha,2015,4099999.90463
gha,2016,3359999.8951
gha,2017,2779999.97139
gha,2018,4139999.86649
gha,2019,3970000.02861
gib,2002,9999.99978
gin,1984,109999.9994
gin,1985,200000.00298
gin,1986,2640000.1049
gin,1987,1179999.94755
gin,1988,490000.00954
gin,1989,39999.99911
gin,1990,750000
gin,1992,9999.99978
gin,1993,3599999.90463
gin,1995,159999.99642
gin,1996,2970000.02861
gin,1997,1000000
gin,1998,70000.0003
gin,1999,59999.99866
gin,2001,3019999.98093
gin,2002,550000.01192
gin,2003,3380000.11444
gin,2004,1620000.00477
gin,2005,1129999.99523
gin,2006,610000.01431
gin,2007,140000.0006
gin,2014,660000.02623
gin,2015,140000.0006
gin,2016,79999.99821
gin,2017,119999.99732
gin,2018,180000.00715
gin,2019,150000.00596
gmb,1967,39999.99911
gmb,1980,200000.00298
gmb,1983,920000.01669
gmb,1984,370000.00477
gmb,1985,839999.97377
gmb,1986,1129999.99523
gmb,1987,1409999.96662
gmb,1988,3839999.91417
gmb,1989,3039999.96185
gmb,1990,2329999.92371
gmb,1991,1620000.00477
gmb,1992,1320000.05245
gmb,1993,1269999.98093
gmb,1994,730000.01907
gmb,1995,449999.98808
gmb,1996,319999.99285
gmb,1997,750000
gmb,1998,-150000.00596
gmb,1999,150000.00596
gmb,2000,189999.99762
gmb,2001,239999.99464
gmb,2002,689999.99762
gmb,2003,300000.01192
gmb,2004,259999.99046
gmb,2005,259999.99046
gmb,2006,250000
gmb,2007,119999.99732
gmb,2008,70000.0003
gmb,2009,109999.9994
gmb,2010,129999.99523
gmb,2011,289999.99166
gmb,2012,50000.00075
gmb,2013,129999.99523
gmb,2014,200000.00298
gmb,2015,140000.0006
gmb,2016,150000.00596
gmb,2017,109999.9994
gmb,2018,289999.99166
gmb,2019,239999.99464
gnb,1975,1159999.96662
gnb,1976,1610000.01431
gnb,1977,2920000.07629
gnb,1978,2980000.01907
gnb,1979,2829999.92371
gnb,1980,340000.00358
gnb,1981,270000.01073
gnb,1982,289999.99166
gnb,1983,159999.99642
gnb,1985,9999.99978
gnb,1986,109999.9994
gnb,1988,9999.99978
gnb,1989,9999.99978
gnb,1991,2309999.94278
gnb,1994,90000.00358
gnb,1996,29999.99933
gnb,1997,19999.99955
gnb,1998,310000.00238
gnb,1999,19999.99955
gnb,2000,9999.99978
gnb,2001,19999.99955
gnb,2002,29999.99933
gnb,2003,50000.00075
gnb,2004,59999.99866
gnb,2005,50000.00075
gnb,2006,349999.99404
gnb,2007,689999.99762
gnb,2008,349999.99404
gnb,2012,170000.00179
gnb,2013,0
gnb,2014,19999.99955
gnb,2015,170000.00179
gnb,2016,79999.99821
gnb,2017,140000.0006
gnb,2018,100000.00149
gnb,2019,79999.99821
gnq,1991,19999.99955
gnq,1992,50000.00075
gnq,1993,19999.99955
gnq,1994,39999.99911
gnq,1996,9999.99978
gnq,1998,29999.99933
gnq,1999,29999.99933
gnq,2000,39999.99911
gnq,2001,39999.99911
grd,1986,9999.99978
grd,1987,29999.99933
grd,1988,29999.99933
grd,1989,9999.99978
grd,1990,29999.99933
grd,1991,9999.99978
gtm,1974,29999.99933
gtm,1975,29999.99933
gtm,1976,1100000.02384
gtm,1977,230000.00417
gtm,1980,39999.99911
gtm,1983,389999.98569
gtm,1984,620000.00477
gtm,1985,600000.02384
gtm,1986,500000
gtm,1987,1210000.03815
gtm,1988,1299999.95232
gtm,1989,1889999.98569
gtm,1990,2579999.92371
gtm,1991,2609999.8951
gtm,1992,3460000.03815
gtm,1993,4119999.88556
gtm,1994,7980000.01907
gtm,1995,11789999.96185
gtm,1996,15109999.65668
gtm,1997,15220000.26703
gtm,1998,11489999.77112
gtm,1999,13189999.58038
gtm,2000,8119999.88556
gtm,2001,9949999.80927
gtm,2002,11449999.80927
gtm,2003,12380000.11444
gtm,2004,12970000.26703
gtm,2005,20950000.76294
gtm,2006,14939999.58038
gtm,2007,14829999.92371
gtm,2008,11340000.15259
gtm,2009,7710000.03815
gtm,2010,9380000.11444
gtm,2011,11060000.41962
gtm,2012,8779999.73297
gtm,2013,12390000.34332
gtm,2014,12670000.07629
gtm,2015,9380000.11444
gtm,2016,7079999.92371
gtm,2017,5750000
gtm,2018,5110000.13351
gtm,2019,4769999.98093
guy,1986,19999.99955
guy,1987,19999.99955
guy,1988,259999.99046
guy,1989,79999.99821
guy,1990,50000.00075
guy,1991,50000.00075
guy,1992,59999.99866
guy,1997,1659999.96662
guy,1998,79999.99821
guy,1999,70000.0003
guy,2000,2299999.95232
guy,2004,29999.99933
guy,2010,29229999.54224
guy,2011,39069999.69482
guy,2012,389999.98569
guy,2013,159999.99642
guy,2014,92319999.69482
guy,2015,5599999.90463
guy,2016,3680000.06676
guy,2017,4320000.17166
guy,2018,3460000.03815
guy,2019,47700000.76294
hkg,1985,19999.99955
hkg,1986,90000.00358
hkg,1987,90000.00358
hkg,1988,90000.00358
hkg,1995,19999.99955
hnd,1972,29999.99933
hnd,1973,19999.99955
hnd,1974,50000.00075
hnd,1982,389999.98569
hnd,1983,259999.99046
hnd,1984,360000.01431
hnd,1985,219999.99881
hnd,1986,109999.9994
hnd,1987,439999.99762
hnd,1988,319999.99285
hnd,1989,519999.98093
hnd,1990,920000.01669
hnd,1991,689999.99762
hnd,1992,680000.00715
hnd,1993,649999.97616
hnd,1994,959999.97854
hnd,1995,899999.97616
hnd,1996,1200000.04768
hnd,1997,2000000
hnd,1998,4659999.84741
hnd,1999,3700000.04768
hnd,2000,1970000.02861
hnd,2001,21829999.92371
hnd,2002,879999.99523
hnd,2003,1629999.99523
hnd,2004,1840000.03338
hnd,2005,1690000.05722
hnd,2006,1580000.04292
hnd,2007,1490000.00954
hnd,2008,1590000.03338
hnd,2009,1409999.96662
hnd,2010,1490000.00954
hnd,2011,1529999.97139
hnd,2012,4440000.05722
hnd,2013,11430000.30518
hnd,2014,1840000.03338
hnd,2015,1289999.96185
hnd,2016,1240000.00954
hnd,2017,1309999.94278
hnd,2018,270000.01073
hnd,2019,519999.98093
hrv,1994,3990000.00954
hrv,1995,3490000.00954
hrv,1996,5539999.96185
hrv,1997,8930000.30518
hrv,1998,13569999.69482
hrv,1999,3829999.92371
hrv,2000,5019999.98093
hrv,2001,18059999.46594
hrv,2002,13189999.58038
hrv,2003,14220000.26703
hrv,2004,14880000.11444
hrv,2005,15489999.77112
hrv,2006,14939999.58038
hrv,2007,6920000.07629
hrv,2008,4230000.01907
hrv,2009,3599999.90463
hrv,2010,3460000.03815
hti,1977,19999.99955
hti,1980,9999.99978
hti,1986,9999.99978
hti,1987,50000.00075
hti,1988,479999.98927
hti,1989,70000.0003
hti,1990,150000.00596
hti,1991,70000.0003
hti,1992,100000.00149
hti,1993,189999.99762
hti,1994,1379999.99523
hti,1995,1080000.04292
hti,1996,1059999.94278
hti,1997,930000.00715
hti,1998,1179999.94755
hti,1999,1200000.04768
hti,2000,1740000.00954
hti,2001,2079999.92371
hti,2002,1669999.95708
hti,2003,2039999.96185
hti,2004,6960000.03815
hti,2005,4980000.01907
hti,2006,8000000
hti,2007,7699999.80927
hti,2008,10350000.38147
hti,2009,4280000.20981
hti,2010,66779998.7793
hti,2011,24120000.83923
hti,2012,22239999.77112
hti,2013,14220000.26703
hti,2014,14170000.07629
hti,2015,8300000.19073
hti,2016,10390000.34332
hti,2017,10939999.58038
hti,2018,8800000.19073
hti,2019,2470000.02861
hun,1990,400000.00596
hun,1991,689999.99762
hun,1992,610000.01431
hun,1993,1750000
hun,1994,509999.99046
hun,1995,709999.97854
hun,1996,769999.98093
hun,1997,289999.99166
hun,1998,170000.00179
hun,2001,79999.99821
hun,2002,280000.00119
hun,2003,349999.99404
hun,2004,129999.99523
idn,1969,19999.99955
idn,1970,29999.99933
idn,1971,19999.99955
idn,1972,150000.00596
idn,1973,129999.99523
idn,1974,180000.00715
idn,1975,100000.00149
idn,1976,479999.98927
idn,1977,3500000
idn,1978,2690000.05722
idn,1979,1460000.03815
idn,1980,3740000.00954
idn,1981,829999.98331
idn,1982,4130000.11444
idn,1983,1070000.05245
idn,1984,1879999.99523
idn,1985,1559999.94278
idn,1986,4230000.01907
idn,1987,629999.99523
idn,1988,1990000.00954
idn,1989,479999.98927
idn,1990,-180000.00715
idn,1991,-219999.99881
idn,1992,11779999.73297
idn,1993,3089999.91417
idn,1994,1320000.05245
idn,1995,21149999.61853
idn,1996,13720000.26703
idn,1997,9159999.84741
idn,1998,3750000
idn,1999,8590000.15259
idn,2000,5800000.19073
idn,2001,4619999.88556
idn,2002,6050000.19073
idn,2003,6570000.17166
idn,2004,7369999.88556
idn,2005,45090000.15259
idn,2006,10260000.22888
idn,2007,16409999.84741
idn,2008,10659999.84741
idn,2009,12890000.34332
idn,2010,41939998.62671
idn,2011,11909999.84741
idn,2012,14199999.80927
idn,2013,27979999.54224
idn,2014,37759998.32153
idn,2015,32080001.83105
idn,2016,53729999.54224
idn,2017,33770000.45776
idn,2018,24280000.68665
idn,2019,47659999.84741
ind,1960,699999.98808
ind,1961,899999.97616
ind,1962,889999.98569
ind,1963,879999.99523
ind,1964,819999.99285
ind,1965,1370000.00477
ind,1966,1950000.04768
ind,1967,1080000.04292
ind,1968,1720000.02861
ind,1969,1120000.00477
ind,1970,2589999.91417
ind,1971,4820000.17166
ind,1972,5849999.90463
ind,1973,8050000.19073
ind,1974,7820000.17166
ind,1975,8920000.07629
ind,1976,9630000.11444
ind,1977,15239999.77112
ind,1978,21219999.31335
ind,1979,22049999.23706
ind,1980,22360000.61035
ind,1981,19680000.30518
ind,1982,20950000.76294
ind,1983,20389999.38965
ind,1984,19399999.61853
ind,1985,23399999.61853
ind,1986,24799999.23706
ind,1987,30399999.61853
ind,1988,27770000.45776
ind,1989,24940000.53406
ind,1990,25030000.68665
ind,1991,21260000.22888
ind,1992,19879999.16077
ind,1993,13729999.54224
ind,1994,12489999.77112
ind,1995,8199999.80927
ind,1996,13390000.34332
ind,1997,13810000.41962
ind,1998,11050000.19073
ind,1999,9850000.38147
ind,2000,8029999.73297
ind,2001,11600000.38147
ind,2002,8460000.03815
ind,2003,8109999.65668
ind,2004,13199999.80927
ind,2005,28690000.53406
ind,2006,18250000
ind,2007,32669998.16895
ind,2008,34880001.06812
ind,2009,16079999.92371
ind,2010,23989999.77112
ind,2011,29350000.38147
ind,2012,37139999.38965
ind,2013,34369998.93188
ind,2014,23709999.08447
ind,2015,17079999.92371
ind,2016,17649999.61853
ind,2017,18180000.30518
ind,2018,10250000
ind,2019,13699999.80927
irn,1964,9999.99978
irn,1965,59999.99866
irn,1966,79999.99821
irn,1967,150000.00596
irn,1968,209999.99344
irn,1969,209999.99344
irn,1970,140000.0006
irn,1971,19999.99955
irn,1972,19999.99955
irn,1973,19999.99955
irn,1974,19999.99955
irn,1975,9999.99978
irn,1987,39999.99911
irn,1988,200000.00298
irn,1989,9999.99978
irn,1990,540000.02146
irn,1992,59999.99866
irn,1993,59999.99866
irn,1994,810000.00238
irn,1995,479999.98927
irn,1996,959999.97854
irn,1997,2240000.00954
irn,1998,910000.02623
irn,1999,1759999.99046
irn,2000,5199999.80927
irn,2001,3720000.02861
irn,2002,5340000.15259
irn,2003,9699999.80927
irn,2004,11489999.77112
irn,2005,4309999.94278
irn,2006,2640000.1049
irn,2007,90000.00358
irn,2008,1279999.97139
irn,2009,800000.01192
irn,2010,7340000.15259
irn,2011,2349999.90463
irn,2012,2869999.88556
irn,2013,2029999.97139
irn,2014,3319999.93324
irn,2015,2460000.03815
irn,2016,1929999.94755
irn,2017,2539999.96185
irn,2018,1720000.02861
irn,2019,2490000.00954
irq,1967,9999.99978
irq,1972,9999.99978
irq,1973,9999.99978
irq,1984,19999.99955
irq,1990,59999.99866
irq,1991,1570000.05245
irq,1992,3220000.02861
irq,1993,1590000.03338
irq,1994,1980000.01907
irq,1995,3700000.04768
irq,1996,3990000.00954
irq,1997,5150000.09537
irq,1998,11529999.73297
irq,1999,22190000.53406
irq,2000,14010000.22888
irq,2001,10659999.84741
irq,2002,17870000.83923
irq,2003,58680000.30518
irq,2004,18510000.22888
irq,2005,24020000.45776
irq,2006,22610000.61035
irq,2007,16879999.16077
irq,2008,17409999.84741
irq,2009,11640000.34332
irq,2010,7699999.80927
irq,2011,8130000.11444
irq,2012,8000000
irq,2013,10550000.19073
irq,2014,34549999.23706
irq,2015,28360000.61035
irq,2016,47939998.62671
irq,2017,51500000
irq,2018,29280000.68665
irq,2019,31799999.23706
isr,1967,9999.99978
isr,1968,9999.99978
isr,1969,9999.99978
isr,1970,9999.99978
isr,1984,9999.99978
isr,1990,79999.99821
isr,1991,2309999.94278
isr,1992,19999.99955
isr,1993,9999.99978
jam,1973,19999.99955
jam,1974,9999.99978
jam,1977,39999.99911
jam,1978,1659999.96662
jam,1979,3619999.88556
jam,1980,5949999.80927
jam,1981,1350000.02384
jam,1982,3230000.01907
jam,1983,2930000.06676
jam,1984,1720000.02861
jam,1985,2250000
jam,1986,2259999.99046
jam,1987,2589999.91417
jam,1988,3039999.96185
jam,1989,2230000.01907
jam,1990,2569999.93324
jam,1991,1559999.94278
jam,1992,1139999.98569
jam,1993,879999.99523
jam,1994,1100000.02384
jam,1995,810000.00238
jam,1996,310000.00238
jam,1997,340000.00358
jam,1998,340000.00358
jam,1999,360000.01431
jam,2000,360000.01431
jam,2001,310000.00238
jam,2002,569999.99285
jam,2003,500000
jam,2004,330000.01311
jam,2005,389999.98569
jam,2006,349999.99404
jam,2007,230000.00417
jam,2008,140000.0006
jam,2009,119999.99732
jam,2010,119999.99732
jam,2017,9999.99978
jam,2019,9999.99978
jor,1970,9999.99978
jor,1971,9999.99978
jor,1972,9999.99978
jor,1974,50000.00075
jor,1975,19999.99955
jor,1983,4519999.98093
jor,1984,50000.00075
jor,1985,-230000.00417
jor,1986,-29999.99933
jor,1987,-620000.00477
jor,1988,-639999.98569
jor,1989,-579999.98331
jor,1990,790000.02146
jor,1991,119999.99732
jor,1992,59999.99866
jor,1993,70000.0003
jor,1994,19999.99955
jor,1995,910000.02623
jor,1996,100000.00149
jor,1997,589999.97377
jor,1998,1480000.01907
jor,1999,2990000.00954
jor,2000,3359999.8951
jor,2001,2039999.96185
jor,2002,2259999.99046
jor,2003,1529999.97139
jor,2004,1309999.94278
jor,2005,1549999.95232
jor,2006,3839999.91417
jor,2007,4579999.92371
jor,2008,2410000.08583
jor,2009,790000.02146
jor,2010,370000.00477
jor,2011,3180000.06676
jor,2012,2980000.01907
jor,2013,10810000.41962
jor,2014,11140000.34332
jor,2015,14729999.54224
jor,2016,30090000.15259
jor,2017,30930000.30518
jor,2018,32459999.08447
jor,2019,25270000.45776
kaz,1995,100000.00149
kaz,1996,9999.99978
kaz,1997,9999.99978
kaz,1998,90000.00358
kaz,1999,1110000.01431
kaz,2000,959999.97854
kaz,2001,949999.98808
kaz,2002,1759999.99046
kaz,2003,1480000.01907
kaz,2004,1509999.99046
kaz,2005,2329999.92371
kaz,2006,2630000.11444
kaz,2007,2460000.03815
kaz,2008,4880000.11444
kaz,2009,3059999.94278
kaz,2010,4250000
kaz,2011,2930000.06676
kaz,2012,2369999.88556
kaz,2013,1860000.01431
kaz,2014,620000.00477
kaz,2015,90000.00358
kaz,2017,19999.99955
ken,1964,19999.99955
ken,1965,159999.99642
ken,1966,330000.01311
ken,1967,689999.99762
ken,1968,1639999.98569
ken,1969,3420000.07629
ken,1970,2549999.95232
ken,1971,2980000.01907
ken,1972,3730000.01907
ken,1973,4260000.22888
ken,1974,5949999.80927
ken,1975,9260000.22888
ken,1976,8850000.38147
ken,1977,12569999.69482
ken,1978,13170000.07629
ken,1979,19219999.31335
ken,1980,21049999.23706
ken,1981,20569999.69482
ken,1982,23680000.30518
ken,1983,22229999.54224
ken,1984,20549999.23706
ken,1985,21120000.83923
ken,1986,31680000.30518
ken,1987,30180000.30518
ken,1988,31340000.15259
ken,1989,27149999.61853
ken,1990,22500000
ken,1991,5199999.80927
ken,1992,2599999.90463
ken,1993,2329999.92371
ken,1994,2849999.90463
ken,1995,2230000.01907
ken,1996,2660000.08583
ken,1997,2809999.94278
ken,1998,2539999.96185
ken,1999,1980000.01907
ken,2000,2890000.1049
ken,2001,4039999.96185
ken,2002,2960000.03815
ken,2003,10270000.45776
ken,2004,7940000.05722
ken,2005,9850000.38147
ken,2006,12340000.15259
ken,2007,13020000.45776
ken,2008,21280000.68665
ken,2009,15520000.45776
ken,2010,13369999.88556
ken,2011,19739999.77112
ken,2012,14470000.26703
ken,2013,23520000.45776
ken,2014,16799999.23706
ken,2015,13869999.88556
ken,2016,10300000.19073
ken,2017,11829999.92371
ken,2018,14630000.11444
ken,2019,13029999.73297
kgz,1993,689999.99762
kgz,1994,129999.99523
kgz,1995,370000.00477
kgz,1996,219999.99881
kgz,1997,569999.99285
kgz,1998,300000.01192
kgz,1999,1230000.01907
kgz,2000,289999.99166
kgz,2001,509999.99046
kgz,2002,1309999.94278
kgz,2003,3069999.93324
kgz,2004,3069999.93324
kgz,2005,3079999.92371
kgz,2006,2259999.99046
kgz,2007,2940000.05722
kgz,2008,3460000.03815
kgz,2009,3380000.11444
kgz,2010,6320000.17166
kgz,2011,3339999.91417
kgz,2012,3470000.02861
kgz,2013,2799999.95232
kgz,2014,1629999.99523
kgz,2015,1299999.95232
kgz,2016,479999.98927
kgz,2017,769999.98093
kgz,2018,50000.00075
kgz,2019,870000.00477
khm,1979,860000.01431
khm,1980,200000.00298
khm,1982,1009999.99046
khm,1984,379999.99523
khm,1985,250000
khm,1986,230000.00417
khm,1987,349999.99404
khm,1989,289999.99166
khm,1990,2039999.96185
khm,1991,2740000.00954
khm,1992,5289999.96185
khm,1993,4699999.80927
khm,1994,4989999.77112
khm,1995,4500000
khm,1996,5840000.15259
khm,1997,8819999.69482
khm,1998,7230000.01907
khm,1999,6340000.15259
khm,2000,6150000.09537
khm,2001,5619999.88556
khm,2002,3119999.88556
khm,2003,2500000
khm,2004,3309999.94278
khm,2005,3650000.09537
khm,2006,3140000.1049
khm,2007,3809999.94278
khm,2008,10590000.15259
khm,2009,3170000.07629
khm,2010,4719999.79019
