geo,time,dt_nfl_ifad_cd
bdi,2007,16350000.38147
bdi,2008,5480000.01907
bdi,2009,3839999.91417
bdi,2010,5219999.79019
bdi,2011,7550000.19073
bdi,2012,8229999.54224
bdi,2013,9489999.77112
bdi,2014,13260000.22888
bdi,2015,6866016.86478
bdi,2016,12617388.72528
bdi,2017,13623663.90228
bdi,2018,17157449.72229
bdi,2019,16918939.59045
ben,1982,1090000.03338
ben,1983,1500000
ben,1984,3160000.08583
ben,1985,4389999.86649
ben,1986,4780000.20981
ben,1987,6550000.19073
ben,1988,1029999.97139
ben,1989,3450000.04768
ben,1990,5400000.09537
ben,1991,460000.00834
ben,1992,1470000.02861
ben,1993,1159999.96662
ben,1994,1480000.01907
ben,1995,1159999.96662
ben,1996,1090000.03338
ben,1997,280000.00119
ben,1998,1289999.96185
ben,1999,1230000.01907
ben,2000,1700000.04768
ben,2001,2059999.94278
ben,2002,2490000.00954
ben,2003,4829999.92371
ben,2004,6369999.88556
ben,2005,6340000.15259
ben,2006,2819999.93324
ben,2007,1250000
ben,2008,689999.99762
ben,2009,1570000.05245
ben,2010,1649999.97616
ben,2011,850000.02384
ben,2012,639999.98569
ben,2013,1820000.05245
ben,2014,3680000.06676
ben,2015,1943029.99973
ben,2016,369576.15614
ben,2017,777830.1239
ben,2018,-669225.51394
ben,2019,2367526.53122
bfa,1982,219999.99881
bfa,1983,1039999.96185
bfa,1984,810000.00238
bfa,1985,949999.98808
bfa,1986,1750000
bfa,1987,5829999.92371
bfa,1988,1409999.96662
bfa,1989,860000.01431
bfa,1990,1690000.05722
bfa,1991,209999.99344
bfa,1992,1169999.95708
bfa,1993,-270000.01073
bfa,1994,-959999.97854
bfa,1995,1409999.96662
bfa,1996,1370000.00477
bfa,1997,1269999.98093
bfa,1998,1070000.05245
bfa,1999,2329999.92371
bfa,2000,2500000
bfa,2001,3170000.07629
bfa,2002,3009999.99046
bfa,2003,3859999.8951
bfa,2004,4940000.05722
bfa,2005,5699999.80927
bfa,2006,9159999.84741
bfa,2007,5500000
bfa,2008,6210000.03815
bfa,2009,3170000.07629
bfa,2010,2619999.88556
bfa,2011,2240000.00954
bfa,2012,3490000.00954
bfa,2013,1559999.94278
bfa,2014,4300000.19073
bfa,2015,3651211.97701
bfa,2016,3751127.00462
bfa,2017,7661964.4165
bfa,2018,8822879.79126
bfa,2019,16943433.7616
bgd,1980,8199999.80927
bgd,1981,8460000.03815
bgd,1982,4099999.90463
bgd,1983,4579999.92371
bgd,1984,6320000.17166
bgd,1985,16200000.76294
bgd,1986,23040000.91553
bgd,1987,21159999.84741
bgd,1988,7599999.90463
bgd,1989,10250000
bgd,1990,21340000.15259
bgd,1991,4579999.92371
bgd,1992,9729999.54224
bgd,1993,3740000.00954
bgd,1994,3240000.00954
bgd,1995,4980000.01907
bgd,1996,5659999.84741
bgd,1997,3960000.03815
bgd,1998,8319999.69482
bgd,1999,7349999.90463
bgd,2000,12560000.41962
bgd,2001,7170000.07629
bgd,2002,5920000.07629
bgd,2003,8430000.30518
bgd,2004,8369999.88556
bgd,2005,8539999.96185
bgd,2006,3029999.97139
bgd,2007,6260000.22888
bgd,2008,5829999.92371
bgd,2009,9010000.22888
bgd,2010,17700000.76294
bgd,2011,21590000.15259
bgd,2012,16329999.92371
bgd,2013,12000000
bgd,2014,19159999.84741
bgd,2015,27059179.30603
bgd,2016,42216526.03149
bgd,2017,27037046.4325
bgd,2018,14593912.12463
bgd,2019,19100282.66907
bih,1996,6019999.98093
bih,1997,250000
bih,1998,3779999.97139
bih,1999,7519999.98093
bih,2000,2309999.94278
bih,2002,1080000.04292
bih,2003,589999.97377
bih,2004,1820000.05245
bih,2005,2150000.09537
bih,2006,3940000.05722
bih,2007,2599999.90463
bih,2008,1590000.03338
bih,2009,4019999.98093
bih,2010,2930000.06676
bih,2011,1690000.05722
bih,2012,2210000.03815
bih,2013,1200000.04768
bih,2014,540000.02146
bih,2015,-636552.98948
bih,2016,859086.2751
bih,2017,1716223.59753
bih,2018,3590306.9973
bih,2019,2095401.5255
blz,1988,430000.00715
blz,1989,129999.99523
blz,1990,330000.01311
blz,1991,140000.0006
blz,1992,209999.99344
blz,1993,189999.99762
blz,1994,230000.00417
blz,1995,-189999.99762
blz,1996,-280000.00119
blz,1997,-129999.99523
blz,1998,-129999.99523
blz,1999,70000.0003
blz,2000,100000.00149
blz,2001,340000.00358
blz,2002,-79999.99821
blz,2003,0
blz,2004,-159999.99642
blz,2005,29999.99933
blz,2006,-200000.00298
blz,2007,-209999.99344
blz,2008,-140000.0006
blz,2009,-70000.0003
blz,2010,289999.99166
blz,2011,289999.99166
blz,2012,-280000.00119
blz,2013,319999.99285
blz,2014,469999.99881
blz,2015,-68740.00281
blz,2016,174280.00271
blz,2017,-16809.99994
blz,2018,-160300.0015
blz,2019,1258000.01621
bol,1981,259999.99046
bol,1982,129999.99523
bol,1983,720000.02861
bol,1984,550000.01192
bol,1985,3390000.1049
bol,1986,2309999.94278
bol,1987,3240000.00954
bol,1988,2289999.96185
bol,1989,3480000.01907
bol,1990,3079999.92371
bol,1991,4440000.05722
bol,1992,1960000.03815
bol,1993,3109999.8951
bol,1994,1850000.02384
bol,1995,1490000.00954
bol,1996,3670000.07629
bol,1997,2789999.96185
bol,1998,460000.00834
bol,1999,360000.01431
bol,2000,419999.98689
bol,2001,-759999.99046
bol,2002,-980000.01907
bol,2003,1480000.01907
bol,2004,460000.00834
bol,2005,600000.02384
bol,2006,209999.99344
bol,2007,-349999.99404
bol,2008,959999.97854
bol,2009,1149999.97616
bol,2010,100000.00149
bol,2011,970000.02861
bol,2012,1100000.02384
bol,2013,1299999.95232
bol,2014,1720000.02861
bol,2015,3777870.89348
bol,2016,4517248.15369
bol,2017,10187236.78589
bol,2018,3084120.51201
bol,2019,1270928.26366
bra,1981,1820000.05245
bra,1982,2589999.91417
bra,1983,980000.01907
bra,1984,-319999.99285
bra,1985,1259999.99046
bra,1986,500000
bra,1987,2539999.96185
bra,1988,-1360000.01431
bra,1989,-1509999.99046
bra,1990,-600000.02384
bra,1991,-1080000.04292
bra,1992,-1059999.94278
bra,1993,-1080000.04292
bra,1994,-1110000.01431
bra,1995,-1200000.04768
bra,1996,1879999.99523
bra,1997,3579999.92371
bra,1998,-1200000.04768
bra,1999,3569999.93324
bra,2000,1419999.95708
bra,2001,4550000.19073
bra,2002,1110000.01431
bra,2003,200000.00298
bra,2004,379999.99523
bra,2005,-1629999.99523
bra,2007,-250000
bra,2008,7260000.22888
bra,2009,419999.98689
bra,2010,2660000.08583
bra,2011,2039999.96185
bra,2012,-1750000
bra,2013,879999.99523
bra,2014,2069999.93324
bra,2015,3507400.03586
bra,2016,7572820.18661
bra,2017,10138580.32227
bra,2018,30427820.20569
bra,2019,8469869.61365
btn,1981,330000.01311
btn,1982,720000.02861
btn,1983,720000.02861
btn,1984,620000.00477
btn,1985,920000.01669
btn,1986,449999.98808
btn,1987,1850000.02384
btn,1989,550000.01192
btn,1990,1320000.05245
btn,1991,720000.02861
btn,1992,759999.99046
btn,1993,1320000.05245
btn,1994,920000.01669
btn,1995,980000.01907
btn,1996,430000.00715
btn,1997,490000.00954
btn,1998,680000.00715
btn,1999,259999.99046
btn,2000,370000.00477
btn,2001,589999.97377
btn,2002,3130000.11444
btn,2003,990000.00954
btn,2004,59999.99866
btn,2005,939999.99762
btn,2006,2109999.8951
btn,2007,990000.00954
btn,2008,1429999.94755
btn,2009,1559999.94278
btn,2010,4039999.96185
btn,2011,2500000
btn,2012,529999.97139
btn,2013,2299999.95232
btn,2014,1129999.99523
btn,2015,862966.00103
btn,2016,1267682.31392
btn,2017,219223.42479
btn,2018,1413239.83669
btn,2019,1120541.9302
bwa,1983,50000.00075
bwa,1984,340000.00358
bwa,1985,759999.99046
bwa,1986,430000.00715
bwa,1987,720000.02861
bwa,1988,-389999.98569
bwa,1991,70000.0003
bwa,1992,-449999.98808
bwa,1993,949999.98808
bwa,1994,-289999.99166
bwa,1995,-310000.00238
bwa,1996,-300000.01192
bwa,1997,-280000.00119
bwa,1998,-280000.00119
bwa,1999,-280000.00119
bwa,2000,-270000.01073
bwa,2002,-129999.99523
bwa,2012,600000.02384
bwa,2014,-239999.99464
bwa,2015,192647.99356
bwa,2016,456094.35439
bwa,2017,153524.48821
bwa,2018,-8334.14216
bwa,2019,-32999.99982
caf,1980,79999.99821
caf,1981,349999.99404
caf,1982,419999.98689
caf,1983,370000.00477
caf,1984,280000.00119
caf,1985,1129999.99523
caf,1986,1129999.99523
caf,1987,1950000.04768
caf,1988,1480000.01907
caf,1989,1299999.95232
caf,1990,1799999.95232
caf,1991,2420000.07629
caf,1992,1899999.97616
caf,1993,2640000.1049
caf,1994,2049999.95232
caf,1995,2410000.08583
caf,1996,2000000
caf,1997,1899999.97616
caf,1998,790000.02146
caf,1999,2579999.92371
caf,2000,1179999.94755
caf,2001,-59999.99866
caf,2004,19999.99955
caf,2009,-7730000.01907
caf,2010,-899999.97616
caf,2011,-500000
caf,2012,1600000.02384
caf,2013,1669999.95708
caf,2014,540000.02146
caf,2015,619058.19178
caf,2016,1728962.77905
caf,2017,1170910.59685
caf,2018,-1053482.05566
caf,2019,718583.52423
chl,1997,1100000.02384
chl,1998,-509999.99046
chl,1999,990000.00954
chl,2000,689999.99762
chl,2001,-469999.99881
chl,2002,-469999.99881
chl,2003,-509999.99046
chl,2004,-2259999.99046
chn,1981,400000.00596
chn,1982,3450000.04768
chn,1983,2980000.01907
chn,1984,10329999.92371
chn,1985,19709999.08447
chn,1986,22959999.08447
chn,1987,32979999.54224
chn,1988,10710000.03815
chn,1989,6730000.01907
chn,1990,17489999.77112
chn,1991,13699999.80927
chn,1992,12479999.54224
chn,1993,14210000.03815
chn,1994,10810000.41962
chn,1995,10319999.69482
chn,1996,17940000.53406
chn,1997,26469999.31335
chn,1998,12670000.07629
chn,1999,12689999.58038
chn,2000,6550000.19073
chn,2001,11229999.54224
chn,2002,3829999.92371
chn,2003,4360000.13351
chn,2004,5500000
chn,2005,11750000
chn,2006,14670000.07629
chn,2007,26790000.91553
chn,2008,11390000.34332
chn,2009,15720000.26703
chn,2010,13710000.03815
chn,2011,22920000.07629
chn,2012,34750000
chn,2013,12159999.84741
chn,2014,26209999.08447
chn,2015,32838554.38232
chn,2016,21832637.78687
chn,2017,15020208.35876
chn,2018,33433708.19092
chn,2019,8506978.03497
civ,1985,70000.0003
civ,1986,140000.0006
civ,1987,550000.01192
civ,1988,620000.00477
civ,1989,990000.00954
civ,1990,460000.00834
civ,1991,490000.00954
civ,1992,529999.97139
civ,1993,-370000.00477
civ,1994,280000.00119
civ,1995,959999.97854
civ,1996,-709999.97854
civ,1997,239999.99464
civ,1998,-90000.00358
civ,1999,-439999.99762
civ,2000,1610000.01431
civ,2001,250000
civ,2002,1840000.03338
civ,2003,759999.99046
civ,2004,1149999.97616
civ,2005,1720000.02861
civ,2006,1740000.00954
civ,2007,-109999.9994
civ,2008,850000.02384
civ,2009,2740000.00954
civ,2010,2289999.96185
civ,2011,1299999.95232
civ,2012,1889999.98569
civ,2013,7239999.77112
civ,2014,4969999.79019
civ,2015,5864464.28299
civ,2016,1869946.36059
civ,2017,7138752.93732
civ,2018,5624519.82498
civ,2019,4717507.36237
cmr,1983,379999.99523
cmr,1984,720000.02861
cmr,1985,889999.98569
cmr,1986,4929999.82834
cmr,1987,5539999.96185
cmr,1988,2339999.91417
cmr,1989,860000.01431
cmr,1990,7170000.07629
cmr,1991,1590000.03338
cmr,1992,-129999.99523
cmr,1994,-19999.99955
cmr,1995,-70000.0003
cmr,1996,-1269999.98093
cmr,1997,-3799999.95232
cmr,1998,-769999.98093
cmr,1999,-449999.98808
cmr,2000,-889999.98569
cmr,2001,349999.99404
cmr,2002,-540000.02146
cmr,2003,1429999.94755
cmr,2004,2029999.97139
cmr,2005,2250000
cmr,2006,2970000.02861
cmr,2007,4150000.09537
cmr,2008,2690000.05722
cmr,2009,2460000.03815
cmr,2010,3109999.8951
cmr,2011,1600000.02384
cmr,2012,4679999.82834
cmr,2013,5570000.17166
cmr,2014,7000000
cmr,2015,5329324.24545
cmr,2016,5553721.90475
cmr,2017,6217556.47659
cmr,2018,5618309.97467
cmr,2019,5822579.86069
cod,1981,750000
cod,1982,349999.99404
cod,1983,1080000.04292
cod,1984,2390000.1049
cod,1985,3349999.90463
cod,1986,4750000
cod,1987,4449999.80927
cod,1988,340000.00358
cod,1989,3039999.96185
cod,1990,2960000.03815
cod,1991,2289999.96185
cod,1992,159999.99642
cod,1993,59999.99866
cod,1994,-9999.99978
cod,2003,-1220000.02861
cod,2005,1340000.03338
cod,2006,-2890000.1049
cod,2007,829999.98331
cod,2008,25690000.53406
cod,2009,3279999.97139
cod,2010,3170000.07629
cod,2011,7530000.20981
cod,2012,9699999.80927
cod,2013,6650000.09537
cod,2014,6300000.19073
cod,2015,8258101.46332
cod,2016,-1059512.49599
cod,2017,-1661663.53226
cod,2018,5715000.15259
cod,2019,26303609.84802
cog,1984,39999.99911
cog,1985,449999.98808
cog,1986,119999.99732
cog,1987,2329999.92371
cog,1988,910000.02623
cog,1989,660000.02623
cog,1990,479999.98927
cog,1991,870000.00477
cog,1992,250000
cog,1994,-1169999.95708
cog,1996,-270000.01073
cog,1997,-59999.99866
cog,1998,-319999.99285
cog,2000,-540000.02146
cog,2001,-50000.00075
cog,2003,-2440000.05722
cog,2004,-129999.99523
cog,2006,959999.97854
cog,2007,2990000.00954
cog,2008,11369999.88556
cog,2009,2430000.06676
cog,2010,2890000.1049
cog,2011,2619999.88556
cog,2012,3230000.01907
cog,2013,1370000.00477
cog,2014,2200000.04768
cog,2015,1800585.98518
cog,2016,1867715.00111
cog,2017,2864263.29613
cog,2018,-575039.9828
cog,2019,2082471.13228
col,1985,949999.98808
col,1986,159999.99642
col,1987,2099999.90463
col,1988,639999.98569
col,1989,2640000.1049
col,1991,-579999.98331
col,1992,-540000.02146
col,1993,-550000.01192
col,1994,-569999.99285
col,1995,-610000.01431
col,1996,-579999.98331
col,1997,460000.00834
col,1998,-529999.97139
col,1999,-620000.00477
col,2000,-460000.00834
col,2001,-699999.98808
col,2002,800000.01192
col,2003,-39999.99911
col,2004,870000.00477
col,2005,720000.02861
col,2006,2740000.00954
col,2007,750000
col,2008,3960000.03815
col,2009,2559999.94278
col,2010,980000.01907
col,2011,1909999.96662
col,2012,680000.00715
col,2013,-610000.01431
col,2014,819999.99285
col,2015,-1162212.0142
col,2016,1755869.98463
col,2017,193542.16754
col,2018,-2306459.90372
col,2019,7642610.07309
com,1985,330000.01311
com,1986,579999.98331
com,1987,939999.99762
com,1988,100000.00149
com,1989,140000.0006
com,1990,379999.99523
com,1992,259999.99046
com,1993,159999.99642
com,1994,100000.00149
com,1995,519999.98093
com,1996,829999.98331
com,1997,519999.98093
com,1998,159999.99642
com,1999,-109999.9994
com,2000,310000.00238
com,2001,419999.98689
com,2002,720000.02861
com,2003,389999.98569
com,2004,340000.00358
com,2005,0
com,2006,-109999.9994
com,2007,4050000.19073
com,2008,-150000.00596
com,2009,-170000.00179
com,2010,790000.02146
com,2011,1070000.05245
com,2012,629999.99523
com,2013,1909999.96662
com,2014,409999.99642
com,2015,-103338.21923
com,2016,-149675.77159
com,2017,-265674.29304
com,2018,1042397.85671
com,2019,407124.19152
cpv,1981,529999.97139
cpv,1982,500000
cpv,1983,319999.99285
cpv,1984,469999.99881
cpv,1985,180000.00715
cpv,1991,219999.99881
cpv,1992,740000.00954
cpv,1993,1230000.01907
cpv,1994,2609999.8951
cpv,1995,980000.01907
cpv,1996,449999.98808
cpv,1997,-50000.00075
cpv,1998,-189999.99762
cpv,1999,-180000.00715
cpv,2000,529999.97139
cpv,2001,-39999.99911
cpv,2002,750000
cpv,2003,449999.98808
cpv,2004,569999.99285
cpv,2005,159999.99642
cpv,2006,340000.00358
cpv,2007,649999.97616
cpv,2008,740000.00954
cpv,2009,1539999.96185
cpv,2010,970000.02861
cpv,2011,519999.98093
cpv,2012,860000.01431
cpv,2013,1730000.01907
cpv,2014,-600000.02384
cpv,2015,720987.02192
cpv,2016,1044000.38719
cpv,2017,1437730.90839
cpv,2018,1941579.58031
cpv,2019,1748270.86926
cri,1983,509999.99046
cri,1984,720000.02861
cri,1985,1679999.94755
cri,1986,2369999.88556
cri,1987,970000.02861
cri,1988,-680000.00715
cri,1989,-219999.99881
cri,1990,-319999.99285
cri,1991,-490000.00954
cri,1992,-70000.0003
cri,1993,-250000
cri,1994,-50000.00075
cri,1995,-740000.00954
cri,1996,-370000.00477
cri,1997,-219999.99881
cri,1998,-839999.97377
cri,1999,-610000.01431
cri,2000,-50000.00075
cri,2001,-19999.99955
cri,2002,-9999.99978
cri,2003,349999.99404
cri,2004,479999.98927
cri,2005,250000
cri,2006,-490000.00954
cri,2007,-349999.99404
cri,2008,-720000.02861
cri,2009,-349999.99404
cri,2010,-340000.00358
cri,2011,-349999.99404
cri,2012,-170000.00179
cub,1981,1320000.05245
cub,1982,189999.99762
cub,1983,3920000.07629
cub,1984,1740000.00954
cub,1985,1200000.04768
cub,1986,839999.97377
cub,1987,1370000.00477
cub,1988,239999.99464
cub,1989,-119999.99732
cub,1990,879999.99523
cub,1992,230000.00417
cub,1993,0
cub,1994,0
cub,2012,-1440000.05722
cub,2014,-15420000.07629
cub,2015,34729.99856
cub,2016,-1156447.17216
cub,2017,1508948.80295
cub,2018,-22080.00049
cub,2019,3460399.38927
cyp,1986,150000.00596
cyp,1988,-70000.0003
dji,1981,90000.00358
dji,1983,370000.00477
dji,1984,340000.00358
dji,1985,280000.00119
dji,1986,119999.99732
dji,1987,189999.99762
dji,1989,289999.99166
dji,1990,189999.99762
dji,1991,310000.00238
dji,1992,19999.99955
dji,1993,100000.00149
dji,1994,-29999.99933
dji,1995,-39999.99911
dji,1996,-140000.0006
dji,1998,-59999.99866
dji,1999,-59999.99866
dji,2000,-59999.99866
dji,2001,-439999.99762
dji,2002,-70000.0003
dji,2003,-90000.00358
dji,2004,-39999.99911
dji,2005,-70000.0003
dji,2006,270000.01073
dji,2007,3349999.90463
dji,2008,810000.00238
dji,2009,759999.99046
dji,2010,720000.02861
dji,2011,2220000.02861
dji,2012,1370000.00477
dji,2013,1570000.05245
dji,2014,699999.98808
dji,2015,1024587.98885
dji,2016,862338.18531
dji,2017,1646230.10159
dji,2018,2343462.94403
dji,2019,5968274.11652
dma,1981,170000.00179
dma,1982,280000.00119
dma,1983,340000.00358
dma,1984,119999.99732
dma,1985,319999.99285
dma,1986,180000.00715
dma,1987,230000.00417
dma,1988,200000.00298
dma,1989,360000.01431
dma,1990,579999.98331
dma,1991,400000.00596
dma,1992,-90000.00358
dma,1993,-19999.99955
dma,1994,-170000.00179
dma,1995,-180000.00715
dma,1996,-170000.00179
dma,1997,239999.99464
dma,1998,230000.00417
dma,1999,-9999.99978
dma,2000,90000.00358
dma,2002,90000.00358
dma,2003,-159999.99642
dma,2004,-289999.99166
dma,2005,-180000.00715
dma,2006,-250000
dma,2007,-219999.99881
dma,2008,-189999.99762
dma,2009,-219999.99881
dma,2010,-219999.99881
dma,2011,-230000.00417
dma,2012,-219999.99881
dma,2013,-219999.99881
dma,2014,-200000.00298
dma,2015,-199292.00411
dma,2016,-86283.9967
dma,2017,-40943.7418
dma,2018,-39990.00043
dma,2019,-35999.99845
dom,1980,699999.98808
dom,1981,-59999.99866
dom,1982,1000000
dom,1983,1320000.05245
dom,1984,1840000.03338
dom,1985,1970000.02861
dom,1986,1960000.03815
dom,1987,5219999.79019
dom,1988,-159999.99642
dom,1989,1110000.01431
dom,1990,2200000.04768
dom,1991,-2240000.00954
dom,1992,-1049999.95232
dom,1993,270000.01073
dom,1994,-699999.98808
dom,1995,-1169999.95708
dom,1996,-1700000.04768
dom,1997,-959999.97854
dom,1998,-1190000.05722
dom,1999,-289999.99166
dom,2000,1450000.04768
dom,2002,949999.98808
dom,2003,2569999.93324
dom,2004,-560000.00238
dom,2005,-629999.99523
dom,2006,400000.00596
dom,2007,-759999.99046
dom,2008,-1289999.96185
dom,2009,-1289999.96185
dom,2010,-1330000.04292
dom,2011,-1370000.00477
dom,2012,-70000.0003
dom,2013,-460000.00834
dom,2014,3650000.09537
dom,2015,1726526.97563
dom,2016,8200734.13849
dom,2017,1211180.92537
dom,2018,-1875210.04677
dom,2019,-2551709.89037
dza,1988,560000.00238
dza,1989,899999.97616
dza,1990,289999.99166
dza,1991,3099999.90463
dza,1992,-1259999.99046
dza,1993,-159999.99642
dza,1994,-1720000.02861
dza,1995,-340000.00358
dza,1996,-170000.00179
dza,1997,-850000.02384
dza,1998,-1220000.02861
dza,1999,639999.98569
dza,2000,289999.99166
dza,2001,-1080000.04292
dza,2002,-699999.98808
dza,2003,310000.00238
dza,2004,-730000.01907
dza,2005,259999.99046
dza,2006,-720000.02861
dza,2007,-1220000.02861
dza,2008,-79999.99821
dza,2009,-779999.97139
ecu,1982,280000.00119
ecu,1984,-189999.99762
ecu,1985,310000.00238
ecu,1987,1120000.00477
ecu,1988,430000.00715
ecu,1989,-449999.98808
ecu,1990,939999.99762
ecu,1991,400000.00596
ecu,1992,9999.99978
ecu,1993,-59999.99866
ecu,1994,910000.02623
ecu,1995,629999.99523
ecu,1996,1110000.01431
ecu,1997,1169999.95708
ecu,1998,1360000.01431
ecu,1999,-19999.99955
ecu,2000,3460000.03815
ecu,2001,6690000.05722
ecu,2002,2740000.00954
ecu,2003,-230000.00417
ecu,2004,-1850000.02384
ecu,2005,-2230000.01907
ecu,2006,-2180000.06676
ecu,2007,-1269999.98093
ecu,2008,-1730000.01907
ecu,2009,-1470000.02861
ecu,2010,-140000.0006
ecu,2011,1669999.95708
ecu,2012,3000000
ecu,2013,4099999.90463
ecu,2014,4670000.07629
ecu,2015,5487383.84247
ecu,2016,1011019.94514
ecu,2017,-458510.10084
ecu,2018,-2193480.0148
ecu,2019,3209764.95743
egy,1981,19999.99955
egy,1982,540000.02146
egy,1983,709999.97854
egy,1984,1720000.02861
egy,1985,7090000.15259
egy,1986,8409999.84741
egy,1987,6130000.11444
egy,1988,2609999.8951
egy,1989,7139999.86649
egy,1990,9840000.15259
egy,1991,2680000.06676
egy,1992,9359999.65668
egy,1993,5480000.01907
egy,1994,689999.99762
egy,1995,2140000.1049
egy,1996,7099999.90463
egy,1997,2150000.09537
egy,1998,639999.98569
egy,1999,4500000
egy,2000,5409999.84741
egy,2001,-1029999.97139
egy,2002,1879999.99523
egy,2003,1210000.03815
egy,2004,3259999.99046
egy,2005,6519999.98093
egy,2006,6199999.80927
egy,2007,5510000.22888
egy,2008,6539999.96185
egy,2009,-2710000.03815
egy,2010,-5510000.22888
egy,2011,-1730000.01907
egy,2012,379999.99523
egy,2013,-3089999.91417
egy,2014,3279999.97139
egy,2015,7506408.21457
egy,2016,16161891.93726
egy,2017,22626783.37097
egy,2018,15402657.50885
egy,2019,1331964.73122
eri,1995,730000.01907
eri,1997,1129999.99523
eri,1998,209999.99344
eri,1999,59999.99866
eri,2000,769999.98093
eri,2001,4429999.82834
eri,2002,2849999.90463
eri,2003,1450000.04768
eri,2004,930000.00715
eri,2005,990000.00954
eri,2006,2369999.88556
eri,2007,4349999.90463
eri,2008,2539999.96185
eri,2009,2390000.1049
eri,2010,3730000.01907
eri,2011,4389999.86649
eri,2012,2450000.04768
eri,2013,1250000
eri,2014,4650000.09537
eri,2015,3801424.02649
eri,2016,6069920.53986
eri,2017,934327.96001
eri,2018,1701061.36799
eri,2019,2083560.22835
eth,1981,469999.99881
eth,1982,1940000.05722
eth,1983,5960000.03815
eth,1984,3640000.1049
eth,1985,8369999.88556
