geo,time,gc_rev_socl_cn
aze,2010,1109900000
aze,2011,1226800000
aze,2012,1422500000
aze,2013,1584200000
aze,2014,1743800000
aze,2015,1805200000
aze,2016,1921000000
aze,2017,2085700000
aze,2018,2327100000
aze,2019,2989800000
bdi,1973,34000000
bdi,1974,40000000
bdi,1975,49000000
bdi,1976,53000000
bdi,1977,68000000
bdi,1978,87000000
bdi,1979,103000000
bdi,1980,121000000
bdi,1981,336000000
bdi,1991,2507000000
bdi,1992,2855000000
bdi,1993,3023000000
bdi,1994,3085000000
bdi,1995,3143000000
bdi,1996,3288000000
bdi,1997,3731000000
bdi,1998,4281450000
bdi,1999,5357400000
bel,1995,31148500000
bel,1996,31868100000
bel,1997,32970800000
bel,1998,34311800000
bel,1999,35528800000
bel,2000,36475900000
bel,2001,38023200000
bel,2002,39880000000
bel,2003,40589900000
bel,2004,41808300000
bel,2005,42962400000
bel,2006,44941800000
bel,2007,47749800000
bel,2008,50460700000
bel,2009,51531000000
bel,2010,52610000000
bel,2011,55181500000
bel,2012,57429900000
bel,2013,58841100000
bel,2014,59627200000
bel,2015,61063300000
bel,2016,60235800000
bel,2017,62004500000
bel,2018,63452800000
bel,2019,65530400000
ben,1976,1950000000
ben,1977,1947000000
ben,1978,2128000000
ben,1979,2529000000
bfa,2002,0
bfa,2003,0
bfa,2004,0
bfa,2005,0
bfa,2006,0
bfa,2007,0
bfa,2008,0
bfa,2009,0
bfa,2010,0
bfa,2011,0
bfa,2012,0
bfa,2013,0
bfa,2014,0
bfa,2015,0
bfa,2016,0
bfa,2017,0
bfa,2018,0
bfa,2019,0
bgd,2001,0
bgd,2002,0
bgd,2003,0
bgd,2004,0
bgd,2005,0
bgd,2006,0
bgd,2007,0
bgd,2008,0
bgd,2009,0
bgd,2010,0
bgd,2011,0
bgd,2012,0
bgd,2013,0
bgd,2014,0
bgd,2015,0
bgd,2016,0
bgr,1990,4846000
bgr,1991,11745000
bgr,1992,21269000
bgr,1993,29680000
bgr,1994,45413000
bgr,1995,86640000
bgr,1996,148363000
bgr,1997,1458881000
bgr,1998,2130130000
bgr,1999,2474156000
bgr,2000,2967718000
bgr,2001,2975549000
bgr,2002,3175428000
bgr,2003,3692196000
bgr,2004,4079504000
bgr,2005,4420282000
bgr,2006,4296832000
bgr,2007,4890278000
bgr,2008,5392646000
bgr,2009,5273073000
bgr,2010,4969795000
bgr,2011,5417004000
bgr,2012,5596034000
bgr,2013,6116026000
bgr,2014,6575341000
bgr,2015,6965723000
bgr,2016,7369543000
bgr,2017,8456563000
bgr,2018,9514141000
bgr,2019,10613563000
bhr,1974,0
bhr,1975,0
bhr,1976,1900000
bhr,1977,6500000
bhr,1978,7700000
bhr,1979,8100000
bhr,1980,10800000
bhr,1981,13700000
bhr,1982,18800000
bhr,1983,21400000
bhr,1984,19300000
bhr,1985,21500000
bhr,1986,34300000
bhr,1987,32400000
bhr,1988,33300000
bhr,1989,39600000
bhr,1990,37600000
bhr,1991,40900000
bhr,1992,37300000
bhr,1993,47000000
bhr,1994,46400000
bhr,1995,62900000
bhr,1996,64400000
bhr,1997,33000000
bhr,1998,72400000
bhr,1999,77800000
bhr,2000,81100000
bhr,2001,76500000
bhr,2002,52800000
bhr,2003,55000000
bhr,2004,52700000
bhs,1990,0
bhs,1991,0
bhs,1992,0
bhs,1993,0
bhs,1994,0
bhs,1995,0
bhs,1996,0
bhs,1997,0
bhs,1998,0
bhs,1999,397000
bhs,2000,0
bhs,2001,0
bhs,2002,0
bhs,2003,0
bhs,2004,0
bhs,2005,0
bhs,2006,0
bhs,2007,0
bhs,2008,0
bhs,2009,0
bhs,2010,0
bhs,2011,0
bhs,2012,0
bhs,2013,0
bhs,2014,0
bhs,2015,0
bhs,2016,0
bhs,2017,0
bhs,2018,0
bhs,2019,0
bih,2005,2099805771.96
bih,2006,2535973072.21
bih,2007,2908609516.63
bih,2008,3568510900.28
bih,2009,3638386382.92
bih,2010,3812947312.04
bih,2011,4036390620
bih,2012,4046648071
bih,2013,4116680138
bih,2014,4234847912.64
bih,2015,4329617912.08
bih,2016,4473559004.31
bih,2017,4734232634.97
bih,2018,5041780624.23
bih,2019,5345659236.38
blr,1992,920
blr,1993,10010
blr,1994,144080
blr,1995,1136530
blr,1996,1817340
blr,1997,3553610
blr,1998,7001260
blr,1999,29785850
blr,2000,92875000
blr,2001,186339000
blr,2002,284562000
blr,2003,388281600
blr,2004,537421600
blr,2005,734546000
blr,2006,928774100
blr,2007,1125668642.6
blr,2008,1449652800
blr,2009,1579940700
blr,2010,1924944532.7
blr,2011,2880190000
blr,2012,5543570000
blr,2013,7629800000
blr,2014,9090916100
blr,2015,9715235683.4
blr,2016,10090785550.78
blr,2017,11004154131
blr,2018,12911601726
blr,2019,14564980995.47
blz,1990,0
blz,1991,184000
blz,1992,391000
blz,1993,281000
blz,1994,318000
blz,1995,462000
blz,1996,306000
blz,1997,363000
blz,1998,380000
blz,1999,366000
blz,2000,445000
blz,2001,0
blz,2002,9043000
blz,2003,9984000
blz,2004,0
blz,2005,0
blz,2006,0
blz,2007,0
blz,2008,0
blz,2009,0
blz,2010,0
blz,2011,0
blz,2012,770012.52929
blz,2013,775800.63861
blz,2014,782138.76496
blz,2015,762475.9753
blz,2016,597386.5481
blz,2017,0
bol,1985,22400000
bol,1986,139800000
bol,1987,108500000
bol,1988,29500000
bol,1989,133700000
bol,1990,185800000
bol,1991,245600000
bol,1992,285000000
bol,1993,286300000
bol,1994,320400000
bol,1995,383100000
bol,1996,869200000
bol,1997,1010700000
bol,1998,768500000
bol,1999,951200000
bol,2000,872900000
bol,2001,964680000
bol,2002,1084640812.52
bol,2003,1430854602.19
bol,2004,1338700000
bol,2005,1523178962.31
bol,2006,1684872430.7
bol,2007,1879986161.76
bra,2010,355753265039.03302
bra,2011,406256893698.70203
bra,2012,449296503317.30402
bra,2013,492880944176.03601
bra,2014,534546757978.59003
bra,2015,554718312807.12805
bra,2016,582065437733.01196
bra,2017,621117796082.58203
bra,2018,646876993595.68799
bra,2019,686207028942.00403
brb,2003,100408000
brb,2004,118800000
brb,2005,1117237.85
brb,2006,1211584.86
brb,2007,1022855
brb,2008,948837
brb,2009,754591
brb,2010,776818
brb,2011,508956
brb,2012,476473
brb,2013,420526
brb,2014,441533
brb,2015,552516
brb,2016,239182
btn,1982,0
btn,1983,0
btn,1984,0
btn,1985,4000000
btn,1986,2300000
btn,1988,0
btn,1989,0
btn,1990,0
btn,1991,0
btn,1992,0
btn,1993,0
btn,1994,0
btn,1995,0
btn,1996,0
btn,1997,0
btn,1998,0
btn,1999,0
btn,2000,0
btn,2001,0
btn,2002,0
btn,2003,0
btn,2004,0
btn,2005,36001000
btn,2006,44060000
btn,2007,49419000
btn,2008,58194000
btn,2009,71275000
btn,2010,22820624.53
btn,2011,23303583.23
btn,2012,23317877.4
btn,2013,22611941.28
btn,2014,24098000
btn,2015,214476688.98
btn,2016,222634965
btn,2017,207722000
btn,2018,224200000
bwa,1990,0
bwa,1991,0
bwa,1992,0
bwa,1993,0
bwa,1994,0
bwa,1995,0
bwa,1996,0
bwa,2006,0
bwa,2007,0
bwa,2008,0
bwa,2009,0
bwa,2010,0
bwa,2011,0
bwa,2012,0
bwa,2013,0
bwa,2014,0
bwa,2015,0
bwa,2016,0
bwa,2017,0
bwa,2018,0
bwa,2019,0
caf,2004,4446600558.7154
caf,2008,2000705733
caf,2009,2365405520
caf,2010,1824898176
caf,2011,1987488416
caf,2012,2196698491
caf,2014,0
caf,2015,0
caf,2016,0
caf,2017,0
caf,2018,0
can,1990,23144000000
can,1991,25911000000
can,1992,29547000000
can,1993,30827000000
can,1994,32871000000
can,1995,33953000000
can,1996,33585000000
can,1997,35812000000
can,1998,37285000000
can,1999,39659000000
can,2000,43672000000
can,2001,46965000000
can,2002,50740000000
can,2003,53041000000
can,2004,53977000000
can,2005,56664000000
can,2006,57936000000
can,2007,62218000000
can,2008,63341000000
can,2009,64667000000
can,2010,64969000000
can,2011,67728000000
can,2012,72389000000
can,2013,76823000000
can,2014,79628000000
can,2015,82853000000
can,2016,84187000000
can,2017,84290000000
can,2018,88005000000
can,2019,93607000000
che,1972,6517000000
che,1973,9353000000
che,1974,10976000000
che,1975,12017000000
che,1976,12885000000
che,1977,13681000000
che,1978,14519000000
che,1979,15143000000
che,1980,16077000000
che,1981,17338000000
che,1982,18682000000
che,1983,20048000000
che,1984,21751000000
che,1985,23368000000
che,1986,24671000000
che,1987,26014000000
che,1988,27964000000
che,1989,30166000000
che,1990,19958798067.75
che,1991,21535844446.9
che,1992,22438283054.52
che,1993,25831586604.91
che,1994,25803223712.53
che,1995,28030172832.93
che,1996,28386442059.28
che,1997,28750364106.91
che,1998,28367370474.94
che,1999,29497771126.39
che,2000,30884820347.57
che,2001,32593479069.51
che,2002,33282967946.38
che,2003,32459230133.87
che,2004,31668609722.81
che,2005,32240761459.8
che,2006,33294131017.28
che,2007,34905423876.96
che,2008,36865484152.05
che,2009,38153810000.85
che,2010,38330307832.6
che,2011,40961620946.01
che,2012,41861561843.11
che,2013,42786251836.19
che,2014,43447218205.66
che,2015,44189320747.8
che,2016,44684450086.44
che,2017,45171184184.32
che,2018,46001640621.28
che,2019,47141299864.29
chl,1972,20000000
chl,1973,60000000
chl,1974,250000000
chl,1975,1130000000
chl,1976,4370000000
chl,1977,10560000000
chl,1978,18130000000
chl,1979,40720000000
chl,1980,59710000000
chl,1981,51710000000
chl,1982,31320000000
chl,1983,35720000000
chl,1984,45570000000
chl,1985,54600000000
chl,1986,68650000000
chl,1987,84170000000
chl,1988,91870000000
chl,1989,127700000000
chl,1990,159560000000
chl,1991,188480000000
chl,1992,246150000000
chl,1993,276350000000
chl,1994,312910000000
chl,1995,349120000000
chl,1996,403050000000
chl,1997,449470000000
chl,1998,496840000000
chl,1999,527040000000
chl,2000,576760000000
chl,2001,628050000000
chl,2002,678900000000
chl,2003,727980000000
chl,2004,827630000000
chl,2005,932000000000
chl,2006,1050000000000
chl,2007,1148650000000
chl,2008,1289230000000
chl,2009,1371752398000
chl,2010,1493990000000
chl,2011,1623815597000
chl,2012,1802466000000
chl,2013,1968970000000
chl,2014,2110088627000
chl,2015,2252489302000
chl,2016,2441419589000
chl,2017,2627557000000
chl,2018,2786172675000
chl,2019,2994905889000
chn,2005,0
chn,2006,0
chn,2007,0
chn,2008,0
chn,2009,0
chn,2010,0
chn,2011,0
chn,2012,0
chn,2013,0
chn,2014,3003895310100
chn,2015,3381464321313.18945
chn,2016,3647922000000
chn,2017,4241766000000
chn,2018,5754500000000
civ,1995,52200000000
civ,2001,0
civ,2002,0
civ,2003,0
civ,2004,0
civ,2005,0
civ,2006,0
civ,2007,0
civ,2008,0
civ,2009,0
civ,2010,0
civ,2011,0
civ,2012,0
civ,2013,0
civ,2014,0
civ,2015,0
civ,2016,0
civ,2017,0
civ,2018,0
civ,2019,0
cmr,1990,8800000000
cmr,1991,8600000000
cmr,1992,16600000000
cmr,1993,18000000000
cmr,1994,13710000000
cmr,1995,11730000000
cmr,1998,17750000000
cmr,1999,18710000000
cmr,2012,34345000000
cmr,2013,36941000000
cmr,2014,41000000000
cmr,2015,44700000000
cmr,2016,44700000000
cmr,2017,45800000000
cmr,2018,48131650312
cod,1972,0.00002
cod,1973,0.00003
cod,1974,0.00003
cod,1975,0.00004
cod,1976,0.00005
cod,1977,0.00006
cod,1978,0.00007
cod,1979,0.0001
cod,1980,0.00025
cod,1981,0.00027
cod,1982,0.00035
cod,1983,0.00042
cod,1984,0.00078
cod,1985,0.00105
cod,1986,0.00146
cod,1987,0.00199
cod,1988,0.00415
cod,1989,0.01806
cog,2001,0
cog,2002,0
cog,2003,0
cog,2004,0
cog,2005,0
cog,2006,0
cog,2007,0
cog,2008,0
cog,2009,0
cog,2010,0
cog,2011,0
cog,2012,0
cog,2013,0
cog,2014,0
cog,2015,0
cog,2016,0
cog,2017,0
cog,2018,49600000000
col,1998,2014149113675.66968
col,1999,2229425010507.08008
col,2000,2463824941717.85986
col,2003,6956549781000
col,2008,18284371000000
col,2009,14833585000000
col,2010,15068232000000
col,2011,26730895000000
col,2012,34031174000000
col,2013,27224209000000
col,2014,33340326484218.89453
col,2015,35018818716921.39844
col,2016,42392921402684
col,2017,17493632468724.19922
col,2018,30637790507652.89453
col,2019,34924725889491.60156
cpv,2005,3115176217
cpv,2006,3807659627
cpv,2007,4404662989
cpv,2008,5122523984
cpv,2009,4360183158
cpv,2010,5489982449
cpv,2011,6549239676
cpv,2012,6773116127
cpv,2013,6702795255
cpv,2014,7522351572
cpv,2015,7920017044
cpv,2016,9459487234
cpv,2017,10168686308
cri,1972,170000000
cri,1973,210000000
cri,1974,390000000
cri,1975,640000000
cri,1976,800000000
cri,1977,720000000
cri,1978,1340000000
cri,1979,1830000000
cri,1980,2130000000
cri,1981,2570000000
cri,1982,3940000000
cri,1983,7070000000
cri,1984,8670000000
cri,1985,10860000000
cri,1986,13450000000
cri,1987,19680000000
cri,1988,23630000000
cri,1989,30840000000
cri,1990,35970000000
cri,1991,48260000000
cri,1992,61930000000
cri,1993,81920000000
cri,1994,104240000000
cri,1995,120310000000
cri,1996,148470000000
cri,1997,189600000000
cri,1998,219930000000
cri,1999,283010000000
cri,2000,343640000000
cri,2001,399300000000
cri,2002,456090000000
cri,2003,510700000000
cri,2004,580428000000
cri,2005,697260000000
cri,2006,839300000000
cri,2007,1006400000000
cri,2008,1220623257377.13989
cri,2009,1391885717046.65991
cri,2010,1604618487693.06006
cri,2011,1800535273793.17993
cri,2012,1980168334694.67993
cri,2013,2136840000000
cri,2014,2332186872585.87012
cri,2015,2527789993632.31982
cri,2016,2769644015702.85986
cri,2017,2883988286881.60938
cri,2018,3119222525644.83984
cri,2019,3272034908491.52002
cyp,1972,6321825.33309
cyp,1973,7876652.64474
cyp,1974,7261556.12585
cyp,1975,7346986.19792
cyp,1976,8953071.55281
cyp,1977,11328027.55632
cyp,1978,16539261.95252
cyp,1979,19871034.7632
cyp,1980,28875364.35926
cyp,1981,65456521.21912
cyp,1982,73504034.008
cyp,1983,82610879.69054
cyp,1984,100363248.66644
cyp,1985,113229017.52
cyp,1986,122848443.63495
cyp,1987,133817664.88858
cyp,1988,150049378.58166
cyp,1989,164435802.71804
cyp,1990,321183463.77971
cyp,1991,344450435.29693
cyp,1992,393349026.6286
cyp,1993,454246018.57956
cyp,1994,500137711.45919
cyp,1995,793987089.80751
cyp,1996,844561692.47224
cyp,1997,901799840.75835
cyp,1998,992355717.15128
cyp,1999,1026356885.83467
cyp,2000,1104781691.99384
cyp,2001,1230534758.07912
cyp,2002,1257359800.70873
cyp,2003,1402932643.51398
cyp,2004,1661444041.59419
cyp,2005,1897743620.93652
cyp,2006,1927985866.44888
cyp,2007,2041266142.01212
cyp,2008,2276711420.63375
cyp,2009,1464200000
cyp,2010,1552300000
cyp,2011,1566000000
cyp,2012,1510400000
cyp,2013,1362300000
cyp,2014,1444600000
cyp,2015,1482900000
cyp,2016,1542900000
cyp,2017,1710100000
cyp,2018,1846900000
cyp,2019,2391200000
cze,1993,134492000000
cze,1994,164912000000
cze,1995,225507000000
cze,1996,257481000000
cze,1997,284700000000
cze,1998,306501000000
cze,1999,321591000000
cze,2000,342210000000
cze,2001,366790000000
cze,2002,397953000000
cze,2003,421368000000
cze,2004,452741000000
cze,2005,482059000000
cze,2006,524665000000
cze,2007,576647000000
cze,2008,599159000000
cze,2009,559307000000
cze,2010,577575000000
cze,2011,592018000000
cze,2012,599681000000
cze,2013,606057000000
cze,2014,628082000000
cze,2015,662215000000
cze,2016,702331000000
cze,2017,758736000000
cze,2018,832893000000
cze,2019,893890000000
deu,1972,49636215826.52889
deu,1973,58905937632.6163
deu,1974,65077230638.6547
deu,1975,71171829862.5136
deu,1976,80564261720.0882
deu,1977,86367424571.66521
deu,1978,92390442932.15668
deu,1979,99441157973.85248
deu,1980,117397728841.464
deu,1981,126856628643.59399
deu,1982,135216250901.15199
deu,1983,138115275867.535
deu,1984,140635944841.832
deu,1985,147794031178.57901
deu,1986,155944023764.84698
deu,1987,162110203852.073
deu,1988,169861388771.008
deu,1989,177944913412.72
deu,1991,247287000000
deu,1992,271613000000
deu,1993,288281000000
deu,1994,309458000000
deu,1995,328922000000
deu,1996,344326000000
deu,1997,355992000000
deu,1998,359030000000
deu,1999,363281000000
deu,2000,364043000000
deu,2001,368926000000
deu,2002,374147000000
deu,2003,381244000000
deu,2004,380892000000
deu,2005,380128000000
deu,2006,383836000000
deu,2007,382838000000
deu,2008,390031000000
deu,2009,392099000000
deu,2010,402316000000
deu,2011,417942000000
deu,2012,429995000000
deu,2013,440490000000
deu,2014,456875000000
deu,2015,475201000000
deu,2016,497421000000
deu,2017,521708000000
deu,2018,543905000000
deu,2019,567386000000
dnk,1972,2717000000
dnk,1973,987000000
dnk,1974,1101000000
dnk,1975,1228000000
dnk,1976,1387000000
dnk,1977,1613000000
dnk,1978,1796000000
dnk,1979,2335000000
dnk,1980,3018000000
dnk,1981,3957000000
dnk,1982,5833000000
dnk,1983,9197000000
dnk,1984,10447000000
dnk,1985,11436000000
dnk,1986,10276000000
dnk,1987,13334000000
dnk,1988,9828000000
dnk,1989,10535000000
dnk,1990,11946000000
dnk,1991,12203000000
dnk,1992,13218000000
dnk,1993,14157000000
dnk,1994,15237000000
dnk,1995,13814000000
dnk,1996,14415000000
dnk,1997,15065000000
dnk,1998,15224000000
dnk,1999,24463000000
dnk,2000,27944000000
dnk,2001,27844000000
dnk,2002,21154000000
dnk,2003,21372000000
dnk,2004,21539000000
dnk,2005,21653000000
dnk,2006,21558000000
dnk,2007,21265000000
dnk,2008,21110000000
dnk,2009,20795000000
dnk,2010,21985000000
dnk,2011,22570000000
dnk,2012,20986000000
dnk,2013,19045000000
dnk,2014,18808000000
dnk,2015,18745000000
dnk,2016,18529000000
dnk,2017,18370000000
dnk,2018,18187000000
dnk,2019,18229000000
dom,1972,13700000
dom,1973,15200000
dom,1974,16900000
dom,1975,19300000
dom,1976,20600000
dom,1977,22000000
dom,1978,25000000
dom,1979,29700000
dom,1980,36400000
dom,1981,35900000
dom,1982,39000000
dom,1983,43300000
dom,1984,59200000
dom,1985,59400000
dom,1986,75800000
dom,1987,118600000
dom,1988,175500000
dom,1989,247300000
dom,1990,378800000
dom,1991,582200000
dom,1992,748900000
dom,1993,906100000
dom,1994,1013500000
dom,1995,1142900000
dom,1996,1301500000
dom,1997,1732000000
dom,1998,1926300000
dom,1999,2150700000
dom,2000,2669100000
dom,2001,2792985470.7
dom,2002,2973547757.15
dom,2003,2529211778.26
dom,2004,869444061.98
dom,2005,1220639416.28
dom,2006,2611484306.59
dom,2007,3024548307.58
dom,2008,4582153050.28
dom,2009,6397639817.89
dom,2010,8703558214.98
dom,2011,5359831246.12
dom,2012,5589026484
dom,2013,5974075144.16
dom,2014,8661667368.96
dom,2015,11513546473.38
dom,2016,9934854217.39
dom,2017,8977877543.37
dom,2018,9667943494.47
dom,2019,9769657267.2
egy,1975,270000000
egy,1976,321000000
egy,1977,395000000
egy,1978,436000000
egy,1979,542000000
egy,1981,707000000
egy,1982,1051000000
egy,1983,1175000000
egy,1984,1404000000
egy,1985,1836000000
egy,1986,2177000000
egy,1987,2319000000
egy,1988,2646000000
egy,1989,3036000000
egy,1990,3412000000
egy,1991,3866000000
egy,1992,4429000000
egy,1993,5357000000
egy,1994,6272000000
egy,1995,7157000000
egy,1996,0
egy,1997,0
egy,2002,0
egy,2003,0
egy,2004,0
egy,2005,0
egy,2006,0
egy,2007,0
egy,2008,0
egy,2009,0
egy,2010,0
egy,2011,0
egy,2012,0
egy,2013,0
egy,2014,0
egy,2015,0
esp,1972,1595687137.13894
esp,1973,1993557150.24101
esp,1974,2516437681.0549
esp,1975,3372879929.80179
esp,1976,3872922000.64909
esp,1977,5927782385.53724
esp,1978,7657495221.95377
esp,1979,9225535802.29106
esp,1980,10580818097.6765
esp,1981,10936016251.3673
esp,1982,14213936268.6765
esp,1983,16286827016.6961
esp,1984,17693796353.0586
esp,1985,18877790198.6946
esp,1986,21465147308.0668
esp,1987,24987078239.7557
esp,1988,27451227867.7293
esp,1989,31602418472.708
esp,1990,35085884629.7164
esp,1991,38869856838.9167
esp,1992,43175507554.7222
esp,1993,45590374190.1362
esp,1994,47953553784.5732
esp,2017,141854000000
esp,2018,148855000000
esp,2019,160028000000
est,1991,512221.23187
est,1992,4458448.76064
est,1993,9724850.94762
est,1994,13958641.27323
est,1995,340690000
est,1996,424390000
est,1997,509780000
est,1998,565200000
est,1999,595890000
est,2000,676410000
est,2001,746970000
est,2002,860470000
est,2003,931710000
est,2004,1013100000
est,2005,1159160000
est,2006,1366860000
est,2007,1701400000
est,2008,1916390000
est,2009,1848140000
est,2010,1906720000
est,2011,1964730000
est,2012,2032540000
est,2013,2111940000
est,2014,2222980000
est,2015,2345470000
est,2016,2491950000
est,2017,2705980000
est,2018,3037990000
est,2019,3323040000
eth,1990,61500000
eth,1991,64200000
eth,1992,47800000
eth,1993,64400000
eth,1994,67400000
eth,1995,75700000
eth,1996,80800000
eth,1997,88200000
eth,1998,92100000
eth,1999,200000
eth,2001,0
eth,2002,0
eth,2003,0
eth,2004,0
eth,2005,0
eth,2006,0
eth,2007,0
eth,2008,0
eth,2009,0
eth,2010,0
eth,2011,0
eth,2012,0
eth,2013,0
eth,2014,0
eth,2015,0
eth,2016,0
eth,2017,0
eth,2018,0
eth,2019,0
fin,1972,202161887.60674
fin,1973,286255850.83749
fin,1974,340244175.23164
fin,1975,462012233.98977
fin,1976,590844185.65929
fin,1977,625659086.43682
fin,1978,613549555.73159
fin,1979,757350232.85618
fin,1980,851030907.89525
fin,1981,997018028.06384
fin,1982,1134259376.05643
fin,1983,1166551457.93704
fin,1984,1320611598.57578
fin,1985,1585339394.8262
fin,1986,1938702228.32184
fin,1987,1973180753.24645
fin,1988,2134304786.79658
fin,1989,2333607479.65347
fin,1990,2322338888.58054
fin,1991,2201916333.2341
fin,1992,2465298626.07283
fin,1993,3585262028.38003
fin,1994,4109335607.2341
fin,1995,13887000000
fin,1996,13833000000
fin,1997,14109000000
fin,1998,15065000000
fin,1999,15798000000
fin,2000,15992000000
fin,2001,17016000000
fin,2002,17268000000
fin,2003,17375000000
fin,2004,17988000000
fin,2005,19108000000
fin,2006,20505000000
fin,2007,21612000000
fin,2008,22559000000
fin,2009,22275000000
fin,2010,22902000000
fin,2011,24037000000
fin,2012,25528000000
fin,2013,25902000000
fin,2014,26288000000
fin,2015,26942000000
fin,2016,27938000000
fin,2017,27300000000
fin,2018,27916000000
fin,2019,28541000000
fji,1990,0
fji,1991,10000
fji,1992,10000
fji,1993,20000
fji,1994,0
fji,1995,0
fji,1996,0
fji,2004,0
fji,2005,0
fji,2006,0
fji,2010,0
fji,2011,0
fji,2012,0
fji,2013,0
fji,2014,0
fji,2015,0
fji,2016,0
fji,2017,0
fji,2018,0
fji,2019,0
fra,1972,18675004611.5828
fra,1973,21510556332.1986
fra,1974,25840108421.7411
fra,1975,32029538521.5799
fra,1976,38264703326.59
fra,1977,44774276362.6274
fra,1978,51085665676.2562
fra,1979,61650382570.8088
fra,1980,69821649894.7339
fra,1981,78465509172.09509
fra,1982,91926757394.15848
