geo,time,gc_tax_ypkg_cn
afg,2006,4361376969.55
afg,2007,5644579908.75
afg,2008,8615069861.25
afg,2009,15840312929.06
afg,2010,18245323987.15
afg,2011,21516806132.02
afg,2012,25610320670.005
afg,2013,27653398808
afg,2014,33099262219.0668
afg,2015,39794987704.39
afg,2016,25170226474.71
afg,2017,28026389585.45
ago,1999,2218511047
ago,2000,23521887574
ago,2001,35587683336
ago,2002,77439702088
ago,2003,167772000000
ago,2004,272013000000
ago,2005,440617000000
ago,2006,838209000000
ago,2007,880727000000
ago,2008,1381600000000
ago,2009,679586000000
ago,2010,920379000000
ago,2011,1292900000000
ago,2012,1413540000000
ago,2013,1401100000000
ago,2014,1356426466256.25
ago,2015,1054233866328.62
ago,2016,1103411896918.56006
ago,2017,1306581620098.53003
ago,2018,1847024725088.29004
ago,2019,2297181715418.20947
alb,1995,4014000000
alb,1996,4808340000
alb,1997,3592253000
alb,1998,6399875000
alb,2002,20894170000
alb,2003,22504710000
alb,2004,27220340000
alb,2011,46423500000
alb,2012,44484930000
alb,2013,44012200000
alb,2014,48711520000
alb,2015,54624180000
alb,2016,42779830000
alb,2017,63746660000
alb,2018,70977490000
alb,2019,79835840000
are,1997,0
are,1998,0
are,1999,0
are,2011,0
are,2012,0
are,2013,0
are,2014,0
are,2015,0
are,2016,0
are,2017,0
are,2018,0
are,2019,0
arg,1990,171200000
arg,1991,451900000
arg,1992,840900000
arg,1993,2899200000
arg,1994,4065600000
arg,1995,3730600000
arg,1996,4689800000
arg,1997,5426900000
arg,1998,6519700000
arg,1999,6434500000
arg,2000,6866200000
arg,2001,6655200000
arg,2002,5740400000
arg,2003,10374253526.43
arg,2004,15381533675.54
arg,2005,19271300000
arg,2006,23073800000
arg,2007,22960000000
arg,2008,28584400000
arg,2009,29674400000
arg,2010,40930900000
arg,2011,57335400000
arg,2012,73374200000
arg,2013,97290900000
arg,2014,141679100000
arg,2015,199986500000
arg,2016,217639400000
arg,2017,267036900000
arg,2018,272779800000
arg,2019,340512746662.73999
arm,2004,52424200300
arm,2005,73172304416.8
arm,2006,100797800000
arm,2007,122332040782.60001
arm,2008,139960814153
arm,2009,142025528422
arm,2010,151753625090
arm,2011,179052957519
arm,2012,210321000000
arm,2013,394858264388
arm,2014,408579270700
arm,2015,427211147743
arm,2016,475150492660
arm,2017,469577057759
arm,2018,548011494210
arm,2019,591217918053
aus,1972,5300000000
aus,1973,5718000000
aus,1974,7518000000
aus,1975,10156000000
aus,1976,11831000000
aus,1977,13967000000
aus,1978,15337000000
aus,1979,15947000000
aus,1980,18588000000
aus,1981,22399000000
aus,1982,26483000000
aus,1983,28075000000
aus,1984,29649000000
aus,1985,35334000000
aus,1986,39435000000
aus,1987,45433000000
aus,1988,51366000000
aus,1989,58558000000
aus,1990,64326000000
aus,1991,66668000000
aus,1992,63060000000
aus,1993,64242000000
aus,1994,66387000000
aus,1995,73895000000
aus,1996,82614000000
aus,1997,90436000000
aus,1998,95365000000
aus,1999,102309000000
aus,2000,114519000000
aus,2001,124602000000
aus,2002,122722000000
aus,2003,134115000000
aus,2004,145425000000
aus,2005,162714000000
aus,2006,175923000000
aus,2007,189057000000
aus,2008,208220000000
aus,2009,200995000000
aus,2010,186648000000
aus,2011,204537000000
aus,2012,230845000000
aus,2013,241802000000
aus,2014,248425000000
aus,2015,258605000000
aus,2016,265111000000
aus,2017,281140000000
aus,2018,312474000000
aus,2019,338656000000
aut,1972,2124953671.06822
aut,1973,2365500752.16383
aut,1974,2968685275.75707
aut,1975,3063886688.51697
aut,1976,3249202415.64501
aut,1977,3684512692.31049
aut,1978,4518070100.21584
aut,1979,4840737483.92113
aut,1980,5265146835.46144
aut,1981,5776036859.66149
aut,1982,5857430433.92949
aut,1983,6073268751.40804
aut,1984,6701162038.61834
aut,1985,6679360188.36799
aut,1986,7018015595.59021
aut,1987,6852321533.68749
aut,1988,7865380841.98746
aut,1989,7561608395.1658
aut,1990,8597923010.39948
aut,1991,9634237625.63316
aut,1992,10866042164.7784
aut,1993,11632740565.2493
aut,1994,11398734039.2288
aut,1995,19525350000
aut,1996,22008630000
aut,1997,23883590000
aut,1998,25060380000
aut,1999,25258510000
aut,2000,26053970000
aut,2001,30412120000
aut,2002,28771890000
aut,2003,29028770000
aut,2004,29795840000
aut,2005,29943280000
aut,2006,31431450000
aut,2007,34634990000
aut,2008,37492670000
aut,2009,33075090000
aut,2010,34250130000
aut,2011,36236600000
aut,2012,38221490000
aut,2013,39960420000
aut,2014,41841060000
aut,2015,44904610000
aut,2016,41802750000
aut,2017,43796310000
aut,2018,46663350000
aut,2019,48743500000
aze,1994,16793800
aze,1995,118214600
aze,1996,76490400
aze,1997,95980800
aze,1998,129093800
aze,1999,145083000
aze,2008,3498400000
aze,2009,1920500000
aze,2010,2026500000
aze,2011,2861600000
aze,2012,3072800000
aze,2013,3247200000
aze,2014,3292400000
aze,2015,3217200000
aze,2016,3128900000
aze,2017,3326100000
aze,2018,3495500000
aze,2019,3498100000
bdi,1973,494000000
bdi,1974,576000000
bdi,1975,672000000
bdi,1976,874000000
bdi,1977,1110000000
bdi,1978,1545000000
bdi,1979,1824000000
bdi,1980,2220000000
bdi,1981,2626000000
bdi,1982,3280000000
bdi,1983,3175000000
bdi,1984,3521000000
bdi,1985,3704000000
bdi,1986,4109000000
bdi,1991,8085000000
bdi,1992,8374000000
bdi,1993,9192000000
bdi,1994,7009000000
bdi,1995,9039000000
bdi,1996,9712000000
bdi,1997,10322000000
bdi,1998,13139220000
bdi,1999,15121500000
bel,1995,31233700000
bel,1996,31764900000
bel,1997,34050200000
bel,1998,36796000000
bel,1999,37042100000
bel,2000,40195100000
bel,2001,41436100000
bel,2002,42242400000
bel,2003,41891400000
bel,2004,44449200000
bel,2005,46694500000
bel,2006,48367500000
bel,2007,49991800000
bel,2008,53145200000
bel,2009,47163100000
bel,2010,50963200000
bel,2011,54741700000
bel,2012,57909200000
bel,2013,60919600000
bel,2014,62725100000
bel,2015,58589300000
bel,2016,53485700000
bel,2017,58388700000
bel,2018,62018900000
bel,2019,58606200000
ben,1976,4864000000
ben,1977,4417000000
ben,1978,5626000000
ben,1979,4241000000
bfa,2002,61680853970
bfa,2003,67243940286
bfa,2004,72840053413.69998
bfa,2005,79692212330
bfa,2006,85737288056
bfa,2007,98150925410
bfa,2008,103469343798
bfa,2009,106686379778
bfa,2010,133581000000
bfa,2011,201024000000
bfa,2012,256029000000
bfa,2013,277195000000
bfa,2014,262613984564
bfa,2015,234438093844
bfa,2016,285800000000
bfa,2017,317967999120
bfa,2018,370127503737.13098
bfa,2019,442962025017.23102
bgd,2001,30749390000
bgd,2002,35152230000
bgd,2003,38064300000
bgd,2004,42808910000
bgd,2005,49365686000
bgd,2006,64007913000
bgd,2007,86220381000
bgd,2008,116684050000
bgd,2009,134332992000
bgd,2010,162347076000
bgd,2011,219557300000
bgd,2012,281592700000
bgd,2013,344029800000
bgd,2014,378289600000
bgd,2015,407226900000
bgd,2016,450780000000
bgr,1990,6353000
bgr,1991,18874000
bgr,1992,15095000
bgr,1993,12613000
bgr,1994,29605000
bgr,1995,49316000
bgr,1996,104347000
bgr,1997,1000520000
bgr,1998,1127469000
bgr,1999,1047886000
bgr,2000,1062344000
bgr,2001,1297252000
bgr,2002,1109784000
bgr,2003,2119581000
bgr,2004,2260516000
bgr,2005,2089866000
bgr,2006,2442908000
bgr,2007,4560130000
bgr,2008,4188660000
bgr,2009,3769512000
bgr,2010,3541863000
bgr,2011,3599922000
bgr,2012,3725615000
bgr,2013,4054870000
bgr,2014,4386851000
bgr,2015,4650821000
bgr,2016,5095857000
bgr,2017,5638228000
bgr,2018,6128902000
bgr,2019,6386166000
bhr,1974,47800000
bhr,1975,48300000
bhr,1976,28500000
bhr,1977,29600000
bhr,1978,28800000
bhr,1979,30700000
bhr,1980,8000000
bhr,1981,13600000
bhr,1982,12100000
bhr,1983,13800000
bhr,1984,18600000
bhr,1985,20200000
bhr,1986,19100000
bhr,1987,19100000
bhr,1988,15200000
bhr,1989,16700000
bhr,1990,24800000
bhr,1991,25600000
bhr,1992,22700000
bhr,1993,25000000
bhr,1994,28900000
bhr,1995,23300000
bhr,1996,31200000
bhr,1997,31900000
bhr,1998,34400000
bhr,1999,32000000
bhr,2000,34100000
bhr,2001,44400000
bhr,2002,40800000
bhr,2003,40900000
bhr,2004,54700000
bhs,1990,0
bhs,1991,0
bhs,1992,0
bhs,1993,0
bhs,1994,0
bhs,1995,0
bhs,1996,0
bhs,1997,0
bhs,1998,0
bhs,1999,0
bhs,2000,0
bhs,2001,0
bhs,2002,0
bhs,2003,0
bhs,2004,0
bhs,2005,0
bhs,2006,0
bhs,2007,0
bhs,2008,0
bhs,2009,0
bhs,2010,0
bhs,2011,0
bhs,2012,0
bhs,2013,0
bhs,2014,0
bhs,2015,0
bhs,2016,0
bhs,2017,0
bhs,2018,0
bhs,2019,0
bih,2005,126803840.19
bih,2006,168072010.46
bih,2007,289056150.43
bih,2008,257984452.6
bih,2009,493320248.45
bih,2010,625354603.56
bih,2011,678187869.2
bih,2012,698438348.2
bih,2013,710823815.6
bih,2014,704010442.1
bih,2015,753240090.59
bih,2016,854078720.83
bih,2017,1001947734.41
bih,2018,1101538460.74
bih,2019,1116183171.27
blr,1992,340
blr,1993,4710
blr,1994,123730
blr,1995,593380
blr,1996,452320
blr,1997,1124150
blr,1998,2113720
blr,1999,9315280
blr,2000,28701000
blr,2001,46862000
blr,2002,45717000
blr,2003,68784400
blr,2004,115331000
blr,2005,175651900
blr,2006,186746800
blr,2007,228394600
blr,2008,353865789
blr,2009,288143500
blr,2010,353532210.32
blr,2011,281950000
blr,2012,549160000
blr,2013,524682000
blr,2014,658420200
blr,2015,819184492.76
blr,2016,729034078.7
blr,2017,1022212211
blr,2018,1289276509.2
blr,2019,1287986369.2
blz,1990,41248000
blz,1991,46075000
blz,1992,60086000
blz,1993,60193000
blz,1994,56609000
blz,1995,45362000
blz,1996,51883000
blz,1997,55767000
blz,1998,64093000
blz,1999,64541000
blz,2000,76320000
blz,2001,76987000
blz,2002,78947000
blz,2003,89113000
blz,2004,99811000
blz,2005,129458000
blz,2006,138203000
blz,2007,180093000
blz,2008,196674000
blz,2009,213356000
blz,2010,240125000
blz,2011,238218000
blz,2012,233125333.55
blz,2013,246798576.7
blz,2014,273830247.7
blz,2015,255587002.84
blz,2016,261707011.23
blz,2017,270222938.61
bol,1985,6200000
bol,1986,14500000
bol,1987,30300000
bol,1988,65100000
bol,1989,93700000
bol,1990,103300000
bol,1991,144900000
bol,1992,176400000
bol,1993,205700000
bol,1994,137000000
bol,1995,132100000
bol,1996,416600000
bol,1997,524200000
bol,1998,617800000
bol,1999,710900000
bol,2000,723500000
bol,2001,635030000
bol,2002,841371815.09
bol,2003,893363390.12
bol,2004,1192900000
bol,2005,1750428079.22
bol,2006,2350468759.06
bol,2007,2583552386.12
bra,2010,258483252669.505
bra,2011,313999181238.89899
bra,2012,324933236431.25201
bra,2013,360771120032.12097
bra,2014,382156001660.04199
bra,2015,401126727899.34094
bra,2016,453199914841.20697
bra,2017,458685465245.77698
bra,2018,490756763507.03802
bra,2019,537921729481.01001
brb,2003,604735000
brb,2004,596500000
brb,2005,721842000
brb,2006,817876638.27
brb,2007,936265621
brb,2008,897374602
brb,2009,816792471
brb,2010,762703518
brb,2011,772269044
brb,2012,746267224
brb,2013,639267340
brb,2014,693041070
brb,2015,752577289
brb,2016,861069604
btn,1982,19000000
btn,1983,30200000
btn,1984,33100000
btn,1985,38800000
btn,1986,57500000
btn,1988,71800000
btn,1989,76200000
btn,1990,71200000
btn,1991,72800000
btn,1992,82300000
btn,1993,144200000
btn,1994,165300000
btn,1995,263500000
btn,1996,426100000
btn,1997,492000000
btn,1998,667684000
btn,1999,725000000
btn,2000,1056700000
btn,2001,1191774000
btn,2002,1305038000
btn,2003,1272687000
btn,2004,1419442000
btn,2005,1529843000
btn,2006,1833190000
btn,2007,2109058000
btn,2008,2546872000
btn,2009,3281840000
btn,2010,6077176108
btn,2011,7029869657
btn,2012,7541906481
btn,2013,7812792278
btn,2014,9349707000
btn,2015,9609952654.96
btn,2016,10405238519.73
btn,2017,10404514000
btn,2018,11808069893.78
bwa,1990,1390800000
bwa,1991,1190900000
bwa,1992,1297500000
bwa,1993,1415300000
bwa,1994,1381100000
bwa,1995,1127100000
bwa,1996,1233800000
bwa,2006,6875100000
bwa,2007,6342120000
bwa,2008,8059700000
bwa,2009,7920130000
bwa,2010,9362100000
bwa,2011,11248670000
bwa,2012,9986980000
bwa,2013,13660830000
bwa,2014,15882170000
bwa,2015,13807910000
bwa,2016,16784710000
bwa,2017,13778750000
bwa,2018,15079400000
bwa,2019,15344580000
caf,2004,9429000000
caf,2008,11362003967
caf,2009,13798619219.63
caf,2010,13805830864
caf,2011,17678747577
caf,2012,13903145110
caf,2014,3086935451
caf,2015,6701687154
caf,2016,8855617381.90406
caf,2017,14273531180
caf,2018,10728919283.728
can,1990,70993000000
can,1991,70620000000
can,1992,71767000000
can,1993,70883000000
can,1994,72774000000
can,1995,79088000000
can,1996,86962000000
can,1997,97176000000
can,1998,102531000000
can,1999,111940000000
can,2000,126021000000
can,2001,122455000000
can,2002,116384000000
can,2003,120839000000
can,2004,131626000000
can,2005,140467000000
can,2006,151477000000
can,2007,162310000000
can,2008,161614000000
can,2009,148853000000
can,2010,148935000000
can,2011,162023000000
can,2012,165331000000
can,2013,171886000000
can,2014,183637000000
can,2015,192392000000
can,2016,197245000000
can,2017,210482000000
can,2018,229336000000
can,2019,242729000000
che,1972,2428000000
che,1973,2517000000
che,1974,3429000000
che,1975,3422000000
che,1976,4940000000
che,1977,4267000000
che,1978,4570000000
che,1979,4046000000
che,1980,4680000000
che,1981,5108000000
che,1982,6057000000
che,1983,5818000000
che,1984,6801000000
che,1985,6523000000
che,1986,8034000000
che,1987,7214000000
che,1988,9194000000
che,1989,8564000000
che,1990,10889632040
che,1991,11111286488.96
che,1992,12471931570.94
che,1993,9985950574.93
che,1994,12646238860.85
che,1995,10468193253.09
che,1996,12442589865.36
che,1997,12210746895.06
che,1998,15230894257.14
che,1999,12342571078.7
che,2000,17049900188.94
che,2001,13286067008.68
che,2002,14110704524.47
che,2003,14232957068.02
che,2004,14664659340.87
che,2005,16341169164.73
che,2006,18318633531.51
che,2007,19737744033.36
che,2008,24076424881.68
che,2009,22367567988.96
che,2010,22749953447.57
che,2011,22907369557.48
che,2012,22747272886.1
che,2013,23905690410.32
che,2014,23656222689.75
che,2015,26838207185.61
che,2016,26847027469.37
che,2017,30773314183.18
che,2018,30947179695.35
che,2019,33260065485.6
chl,1972,10000000
chl,1973,50000000
chl,1974,470000000
chl,1975,2130000000
chl,1976,4810000000
chl,1977,10420000000
chl,1978,17750000000
chl,1979,35560000000
chl,1980,60690000000
chl,1981,66170000000
chl,1982,70600000000
chl,1983,61240000000
chl,1984,61650000000
chl,1985,84710000000
chl,1986,107060000000
chl,1987,118860000000
chl,1988,164330000000
chl,1989,202880000000
chl,1990,237800000000
chl,1991,494260000000
chl,1992,631980000000
chl,1993,759200000000
chl,1994,880980000000
chl,1995,998180000000
chl,1996,1227490000000
chl,1997,1302360000000
chl,1998,1431400000000
chl,1999,1312200000000
chl,2000,1911690000000
chl,2001,1964920000000
chl,2002,2211660000000
chl,2003,2484550000000
chl,2004,3432700000000
chl,2005,5171000000000
chl,2006,8198000000000
chl,2007,9412090000000
chl,2008,6697719000000
chl,2009,5162042940717.13965
chl,2010,6500790476286.33984
chl,2011,7483934781559.76953
chl,2012,8724434666099.79004
chl,2013,8269540000000
chl,2014,8832128846690.42969
chl,2015,10007505024509
chl,2016,11919812698150
chl,2017,13887298000000
chl,2018,15412446681421.30078
chl,2019,16136842000410
chn,2005,446096510000
chn,2006,565270000000
chn,2007,755876560000
chn,2008,940778000000
chn,2009,998589954400
chn,2010,1069814500000
chn,2011,1365643000000
chn,2012,1557560000000
chn,2013,1836283740000
chn,2014,2023958310000
chn,2015,2281059960000
chn,2016,2476984030000
chn,2017,2760352730700
chn,2018,3056652616500
civ,1990,105706000000
civ,1995,173200000000
civ,2001,140600000000
civ,2002,136200000000
civ,2003,247100000000
civ,2004,249000000000
civ,2005,325600000000
civ,2006,380540000000
civ,2007,428800000000
civ,2008,491000000000
civ,2009,424736000000
civ,2010,423500000000
civ,2011,347000000000
civ,2012,497533000000
civ,2013,611471000000
civ,2014,635527378048
civ,2015,751304506763.98499
civ,2016,811393376427.87292
civ,2017,905532774701.00989
civ,2018,1047241206428.41003
civ,2019,530742452155.90094
cmr,1990,90590000000
cmr,1991,87380000000
cmr,1992,90500000000
cmr,1993,89150000000
cmr,1994,91940000000
cmr,1995,91150000000
cmr,1998,163690000000
cmr,1999,179980000000
cmr,2012,602719000000
cmr,2013,659978000000
cmr,2014,742900000000
cmr,2015,816800000000
cmr,2016,712400000000
cmr,2017,641100000000
cmr,2018,729924633711
cog,2001,0
cog,2002,0
cog,2003,25300000000
cog,2004,58316499216
cog,2005,64318896983
cog,2006,73000000000
cog,2007,85810000000
cog,2008,115192000000
cog,2009,135177000000
cog,2010,174864000000
cog,2011,219047800661
cog,2012,249584447829
cog,2013,294900486037
cog,2014,330351389333
cog,2015,383067300000
cog,2016,352336300000
cog,2017,323840840296
cog,2018,245112812283
col,1998,6109152000000
col,1999,6409510569746.86035
col,2000,7505021762874.55078
col,2003,13057762156006.80078
col,2008,19757140000000
col,2009,23061140000000
col,2010,20539039000000
col,2011,23354949000000
col,2012,33447065000000
col,2013,33978556000000
col,2014,50855164918230.39844
col,2015,53333034058020.39844
col,2016,55110004336646.89844
col,2017,65018537144583
col,2018,70795174226372.29688
col,2019,68571665207231.60156
cpv,2005,5596687891
cpv,2006,6648644812
cpv,2007,7455483553
cpv,2008,8380415470
cpv,2009,7910099718
cpv,2010,7697397150
cpv,2011,8678347848
cpv,2012,8602980464
cpv,2013,8446349551
cpv,2014,7735040858
cpv,2015,9482180262
cpv,2016,9648466646.74
cpv,2017,10953689100
cri,1972,220000000
cri,1973,300000000
cri,1974,390000000
cri,1975,440000000
cri,1976,590000000
cri,1977,750000000
cri,1978,910000000
cri,1979,940000000
cri,1980,1010000000
cri,1981,1490000000
cri,1982,2950000000
cri,1983,4750000000
cri,1984,4810000000
cri,1985,5190000000
cri,1986,5920000000
cri,1987,6610000000
cri,1988,8040000000
cri,1989,9600000000
cri,1990,11820000000
cri,1991,14540000000
cri,1992,19020000000
cri,1993,26940000000
cri,1994,34800000000
cri,1995,47170000000
cri,1996,54000000000
cri,1997,66300000000
cri,1998,88590000000
cri,1999,131930000000
cri,2000,133100000000
cri,2001,163100000000
cri,2002,185650000000
cri,2003,233100000000
cri,2004,268040000000
cri,2005,323590000000
cri,2006,394105521644.57001
cri,2007,531551766603.92999
cri,2008,689224637114.30005
cri,2009,687420234392.79004
cri,2010,748093582768.08997
cri,2011,784402992336.38
cri,2012,838828017538.33984
cri,2013,939129000000
cri,2014,1011228856656.71997
cri,2015,1136009117407.71997
cri,2016,1262081367188.96997
cri,2017,1395551897541.62012
cri,2018,1519724340441.22998
cri,2019,1661670999227.91992
cyp,1972,12336102.40674
cyp,1973,15889993.4048
cyp,1974,15291982.90032
cyp,1975,21015797.72893
cyp,1976,23254065.61713
cyp,1977,24279226.48196
cyp,1978,29644235.00788
cyp,1979,40083789.81469
cyp,1980,62261436.52375
cyp,1981,65097714.91643
cyp,1982,75195549.43497
cyp,1983,96194261.14948
cyp,1984,117517607.13785
cyp,1985,138465060.80913
cyp,1986,140242006.30816
cyp,1987,159668804.6966
cyp,1988,179693613.58953
cyp,1989,222254875.49421
cyp,1990,451239120.12752
cyp,1991,401639892.26334
cyp,1992,467412146.75304
cyp,1993,525156274.30769
cyp,1994,651446009.29324
cyp,1995,979882926.62924
cyp,1996,984837870.80923
cyp,1997,1044126340.82498
cyp,1998,1240444646.4391
cyp,1999,1480332288.80832
cyp,2000,1672549950.96314
cyp,2001,1824786339.38976
cyp,2002,1891592655.74756
cyp,2003,1682288979.17898
cyp,2004,1486654114.14141
cyp,2005,1858616647.929
cyp,2006,2402464486.71904
cyp,2007,3433434596.44543
cyp,2008,3471536408.58811
cyp,2009,1717400000
cyp,2010,1742700000
cyp,2011,1921900000
cyp,2012,1836000000
cyp,2013,1711400000
cyp,2014,1635700000
cyp,2015,1589500000
cyp,2016,1633900000
cyp,2017,1833300000
cyp,2018,1962600000
cyp,2019,2061100000
cze,1993,72389000000
cze,1994,69428000000
cze,1995,79376000000
cze,1996,74843000000
cze,1997,87051000000
cze,1998,88789000000
cze,1999,91799000000
cze,2000,93938000000
cze,2001,149435000000
cze,2002,158907000000
cze,2003,175508000000
cze,2004,190958000000
cze,2005,189159000000
cze,2006,203874000000
cze,2007,227461000000
cze,2008,214258000000
cze,2009,190157000000
cze,2010,185522000000
cze,2011,194642000000
cze,2012,196177000000
cze,2013,197930000000
cze,2014,212774000000
cze,2015,224742000000
cze,2016,243268000000
cze,2017,267174000000
cze,2018,295316000000
cze,2019,312469000000
deu,1972,20978305885.4808
deu,1973,25324286875.6487
deu,1974,28008569251.9288
deu,1975,27067792190.5278
deu,1976,30386076499.49129
deu,1977,35289365640.163
deu,1978,36680079557.0167
deu,1979,38914425077.8442
deu,1980,40427849046.185
deu,1981,40438074883.8089
deu,1982,41762320856.1071
deu,1983,42539484515.5254
deu,1984,44574426202.6863
deu,1985,49170940214.6403
deu,1986,51108736444.374
deu,1987,52499450361.2277
deu,1988,54784925070.1748
deu,1989,60838620943.538
deu,1990,58415097426.668
deu,1991,75668000000
deu,1992,83040000000
deu,1993,79354000000
deu,1994,80904000000
deu,1995,91810000000
deu,1996,90980000000
deu,1997,91640000000
deu,1998,95560000000
deu,1999,102940000000
deu,2000,109094000000
deu,2001,96940000000
deu,2002,94768000000
deu,2003,95438000000
deu,2004,93025000000
deu,2005,95837000000
deu,2006,106427000000
deu,2007,116330000000
deu,2008,121709000000
deu,2009,109633000000
deu,2010,108354000000
deu,2011,118461000000
deu,2012,127212000000
deu,2013,133138000000
deu,2014,138557000000
deu,2015,145945000000
deu,2016,155930000000
deu,2017,166444000000
deu,2018,176271000000
deu,2019,181821000000
dnk,1972,21299000000
dnk,1973,25556000000
dnk,1974,31677000000
dnk,1975,30209000000
dnk,1976,32997000000
dnk,1977,34654000000
dnk,1978,39404000000
dnk,1979,42924000000
dnk,1980,47606000000
dnk,1981,51895000000
dnk,1982,58057000000
dnk,1983,63270000000
dnk,1984,77671000000
dnk,1985,91492000000
dnk,1986,104754000000
dnk,1987,108836000000
dnk,1988,116819000000
dnk,1989,121149000000
dnk,1990,115795000000
dnk,1991,120413000000
dnk,1992,127773000000
dnk,1993,136926000000
dnk,1994,151404000000
dnk,1995,163370000000
dnk,1996,169940000000
dnk,1997,176287000000
dnk,1998,173730000000
dnk,1999,181679000000
dnk,2000,195535000000
dnk,2001,180678000000
dnk,2002,181954000000
dnk,2003,188464000000
dnk,2004,212058000000
dnk,2005,246503000000
dnk,2006,242283000000
dnk,2007,300351000000
dnk,2008,299958000000
dnk,2009,286864000000
dnk,2010,297821000000
dnk,2011,301841000000
dnk,2012,322252000000
dnk,2013,338577000000
dnk,2014,406215000000
dnk,2015,364226000000
dnk,2016,364195000000
dnk,2017,386030000000
dnk,2018,366709000000
dnk,2019,436289000000
dom,1972,62500000
dom,1973,72000000
dom,1974,99200000
dom,1975,127000000
dom,1976,123400000
dom,1977,108300000
dom,1978,111300000
dom,1979,131500000
dom,1980,182100000
dom,1981,186200000
dom,1982,177700000
dom,1983,195100000
dom,1984,241700000
dom,1985,326800000
dom,1986,407300000
dom,1987,488400000
dom,1988,825500000
dom,1989,1268100000
dom,1990,1554000000
dom,1991,2320900000
dom,1992,2711300000
dom,1993,3071200000
dom,1994,3171800000
dom,1995,4074900000
dom,1996,4566700000
dom,1997,6017700000
dom,1998,6697200000
dom,1999,8231300000
dom,2000,9798100000
dom,2001,14302930782.5
dom,2002,14904088482.2
dom,2003,20384773841.97
dom,2004,24373880283.19
dom,2005,29569630083.9
dom,2006,38981923846.33
dom,2007,55231966337.76
dom,2008,58534660956.02
dom,2009,54127720121.84
dom,2010,53643540853.38
dom,2011,65204906716.44
dom,2012,92274416755
dom,2013,108248544306.34
dom,2014,125097667913.81
dom,2015,118768953824.87
dom,2016,134804560706.74001
dom,2017,153295807852.32001
dom,2018,168489703262.47
dom,2019,191769548389.28
egy,1975,142000000
egy,1976,199000000
egy,1977,277000000
egy,1978,512000000
egy,1979,626000000
egy,1981,1481000000
egy,1982,1605000000
egy,1983,1945000000
egy,1984,1634000000
egy,1985,1978000000
egy,1986,2433000000
egy,1987,2358000000
egy,1988,2776000000
egy,1989,3395000000
egy,1990,4245000000
egy,1991,6407000000
egy,1992,9989000000
egy,1993,11114000000
egy,1994,12004000000
egy,1995,12134000000
egy,1996,13707000000
egy,1997,14589000000
egy,2002,19623000000
egy,2003,20842000000
egy,2004,27280000000
egy,2005,31571400000
egy,2006,48268600000
egy,2007,58534900000
egy,2008,67058000000
egy,2009,80254700000
egy,2010,76617500000
egy,2011,89593000000
egy,2012,91245000000
egy,2013,117762000000
egy,2014,120926000000
egy,2015,129818000000
esp,1972,650896109.04764
esp,1973,821583546.69263
esp,1974,1057781303.71546
esp,1975,1373312658.51694
esp,1976,1808445422.0908
esp,1977,2356568461.28881
esp,1978,3332612118.80807
esp,1979,4193261452.28565
esp,1980,5104395802.53146
esp,1981,5696993737.45387
esp,1982,5796761746.78158
esp,1983,7667111415.62391
esp,1984,8961090476.36219
esp,1985,11321265010.2773
esp,1986,12690370584.0636
esp,1987,18482925246.11449
esp,1988,20565432187.80429
esp,1989,27489692642.4098
esp,1990,29522315579.4358
esp,1991,33046049547.4379
esp,1992,35641820826.2714
esp,1993,35420047359.7538
esp,1994,35887634776.9644
esp,2017,64754000000
esp,2018,72641000000
esp,2019,70721000000
est,1991,490980.79801
est,1992,2164890.37392
est,1993,4250946.06065
est,1994,9099075.08859
est,1995,300890000
est,1996,335200000
est,1997,413410000
est,1998,520710000
est,1999,521950000
est,2000,476070000
est,2001,501540000
est,2002,585080000
est,2003,701410000
est,2004,769320000
est,2005,781780000
est,2006,946090000
est,2007,1196700000
est,2008,1277090000
est,2009,1044870000
est,2010,970200000
est,2011,1046910000
est,2012,1183680000
est,2013,1357170000
est,2014,1478620000
est,2015,1606770000
est,2016,1627870000
est,2017,1709970000
est,2018,1929050000
est,2019,2040690000
eth,1990,889900000
eth,1991,798000000
eth,1992,660000000
eth,1993,693600000
eth,1994,899600000
eth,1995,1253600000
eth,1996,1676500000
eth,1997,1808000000
eth,1998,1943300000
eth,1999,2081400000
eth,2001,1574400000
eth,2002,1914600000
eth,2003,1662800000
eth,2004,1512500000
eth,2005,1685600000
eth,2006,2066000000
eth,2007,2636000000
eth,2008,3798800000
eth,2009,5193700000
eth,2010,8353900000
eth,2011,12413940000
eth,2012,17542627909.87
eth,2013,19437101605.08
eth,2014,25465740423.19
eth,2015,31002380356.91
eth,2016,35676680025.63
eth,2017,41412369888.38
eth,2018,48372067862.82
eth,2019,58769297322.31
fin,1972,774505401.35526
fin,1973,1014005008.63645
fin,1974,1331039250.0164
fin,1975,1600139932.35482
fin,1976,2175679016.70611
fin,1977,2136491229.84057
fin,1978,1865876856.164
fin,1979,1963930417.29106
fin,1980,2492376882.23313
fin,1981,3154364560.78564
fin,1982,3358040139.73053
fin,1983,3787087540.13384
fin,1984,4534682873.25526
fin,1985,5224926123.4533
fin,1986,6070406829.77532
fin,1987,5545828687.14186
fin,1988,7003513445.78378
fin,1989,7705529850.83413
fin,1990,8461702768.20508
fin,1991,8074029597.7113
fin,1992,8430924377.66263
fin,1993,6681097190.75706
fin,1994,7928042477.54271
