geo,time,gc_tax_ypkg_cn
tza,2010,1304537000000
tza,2011,1627349000000
tza,2012,2214326600000
tza,2013,2950142600000
tza,2014,3699502000000
tza,2015,3647813400000
tza,2016,4524645900000
tza,2017,4738516300000
tza,2018,5064062000000
uga,2015,3354738490176.08008
uga,2016,3809580075254.43018
uga,2017,4278776265909.14014
uga,2018,4641463466045.5
uga,2019,5483780506385.71973
ukr,1999,3364000000
ukr,2000,5802300000
ukr,2001,6313800000
ukr,2002,8161926170
ukr,2003,13086878656.09
ukr,2004,16659815155.66
ukr,2005,24110800000
ukr,2006,25863100000
ukr,2007,33964000000
ukr,2008,47456340000
ukr,2009,32569800000
ukr,2010,39969200000
ukr,2011,60898920000
ukr,2012,62376050000
ukr,2013,61883452820
ukr,2014,52587700000
ukr,2015,79838300000
ukr,2016,114154600000
ukr,2017,141945300000
ukr,2018,188624100000
ukr,2019,217040300000
ury,1972,13000
ury,1973,39000
ury,1974,72000
ury,1975,107000
ury,1976,193000
ury,1977,371000
ury,1978,560000
ury,1979,1018000
ury,1980,2231000
ury,1981,2127000
ury,1982,1592000
ury,1983,3339000
ury,1984,3599000
ury,1985,8616000
ury,1986,18086000
ury,1987,30706000
ury,1988,56516000
ury,1989,83000000
ury,1990,175000000
ury,1991,337000000
ury,1992,716000000
ury,1993,1281000000
ury,1994,1809000000
ury,1995,3211000000
ury,1996,5991000000
ury,1997,7154000000
ury,1998,8891000000
ury,1999,9945000000
ury,2000,10194000000
ury,2001,5311217475
ury,2002,5185783235
ury,2003,5407572781
ury,2004,9650566522
ury,2005,11969122550
ury,2006,14429516761
ury,2007,18682613646
ury,2008,33681887395
ury,2009,37338844266.86089
ury,2010,43604967875.3363
ury,2011,48271500000
ury,2012,55019800000
ury,2013,68397100000
ury,2014,72164100000
ury,2015,82996100000
ury,2016,177916100000
ury,2017,123644800000
ury,2018,138307400000
ury,2019,147428500917.88501
usa,1972,126960000000
usa,1973,139470000000
usa,1974,157640000000
usa,1975,163080000000
usa,1976,173070000000
usa,1977,211690000000
usa,1978,241030000000
usa,1979,283590000000
usa,1980,308740000000
usa,1981,346780000000
usa,1982,347420000000
usa,1983,326080000000
usa,1984,355530000000
usa,1985,396100000000
usa,1986,412310000000
usa,1987,476720000000
usa,1988,495650000000
usa,1989,549320000000
usa,1990,560570000000
usa,1991,566130000000
usa,1992,576940000000
usa,1993,627410000000
usa,1994,683680000000
usa,1995,747430000000
usa,1996,828530000000
usa,1997,920250000000
usa,1998,1017270000000
usa,1999,1064250000000
usa,2000,1212030000000
usa,2001,1141539700000
usa,2002,966360000000
usa,2003,963656700000
usa,2004,1045333100000
usa,2005,1268411800000
usa,2006,1435528000000
usa,2007,1513031800000
usa,2008,1395528400000
usa,2009,1032281500000
usa,2010,1176818000000
usa,2011,1369780200000
usa,2012,1457785700000
usa,2013,1619408300000
usa,2014,1763762300000
usa,2015,1883845200000
usa,2016,1883866800000
usa,2017,1884565700000
usa,2018,1854324400000
usa,2019,1957991000000
usa,2020,1916838300000
uzb,2011,4820684100000
uzb,2012,5856967400000
uzb,2013,6612110000000
uzb,2014,7727786624220
uzb,2015,8101121636364.97949
uzb,2016,10029413409406.80078
uzb,2017,12883474308743.19922
uzb,2018,16045960724039.09961
uzb,2019,16291584613958.90039
vct,1990,33300000
vct,1991,43600000
vct,1992,43700000
vct,1993,43500000
vct,1994,52000000
vct,1995,49400000
vct,1996,55900000
vct,1997,61000000
vct,1998,72900000
vct,1999,70600000
vct,2000,71498000
vct,2001,70849000
vct,2002,87861000
vct,2003,77004000
vct,2004,80387000
vct,2005,89810000
vct,2006,98798214
vct,2007,103573264
vct,2008,110391731
vct,2009,110353508
vct,2010,108810122
vct,2011,114397916
vct,2012,122410478
vct,2013,111440844
vct,2014,140030000
vct,2015,129700000
vct,2016,155830000
vct,2017,150930000
vut,1990,0
vut,1995,0
vut,1996,0
vut,1997,0
vut,1998,0
vut,1999,0
vut,2009,0
vut,2010,0
vut,2011,0
vut,2012,0
vut,2013,0
vut,2014,0
vut,2015,0
vut,2016,0
vut,2017,0
vut,2018,0
vut,2019,0
wsm,2012,91392141.49
wsm,2013,101116194.09
wsm,2014,103318988.1
wsm,2015,107384663.5
wsm,2016,114322711.51
wsm,2017,117036819.16
wsm,2018,115519292.23
wsm,2019,131598914.44
zaf,1972,1806000000
zaf,1973,2401000000
zaf,1974,3061000000
zaf,1975,3543000000
zaf,1976,3879000000
zaf,1977,4299000000
zaf,1978,4749000000
zaf,1979,5761000000
zaf,1980,8042000000
zaf,1981,8559000000
zaf,1982,10056000000
zaf,1983,11523000000
zaf,1984,13851000000
zaf,1985,17513000000
zaf,1986,19692000000
zaf,1987,22199000000
zaf,1988,26734000000
zaf,1989,33926000000
zaf,1990,38725000000
zaf,1991,45065000000
zaf,1992,46283000000
zaf,1993,50912000000
zaf,1994,58268000000
zaf,1995,68317000000
zaf,1996,82852000000
zaf,1997,95003800000
zaf,1998,108380600000
zaf,1999,116148900000
zaf,2000,126145200000
zaf,2001,147311000000
zaf,2002,164566000000
zaf,2003,171962800000
zaf,2004,195219000000
zaf,2005,230804000000
zaf,2006,279990000000
zaf,2007,332058000000
zaf,2008,383483000000
zaf,2009,359045000000
zaf,2010,379941232665.09998
zaf,2011,426584000000
zaf,2012,457317482568.96997
zaf,2013,507759154457.04999
zaf,2014,561789779510.37
zaf,2015,606820534542.23999
zaf,2016,664526445797.87
zaf,2017,711703019241.59998
zaf,2018,738740596844.7699
zaf,2019,772680576009.84998
zmb,1990,9253800
zmb,1991,13528400
zmb,1992,44246600
zmb,1993,75606000
zmb,1994,131993600
zmb,1995,162200000
zmb,1996,242700000
zmb,1997,305100000
zmb,1998,395800000
zmb,1999,477700000
zmb,2001,927526083.159
zmb,2002,1236297150.274
zmb,2003,1598556558.778
zmb,2004,2017318739.526
zmb,2005,2403131193.7
zmb,2006,2883000000
zmb,2007,3516016459.725
zmb,2008,3910205242.808
zmb,2009,4417241126.014
zmb,2010,6424628930.847
zmb,2011,9009815000
zmb,2012,10193669000
zmb,2013,9495297000
zmb,2014,10826361000
zmb,2015,12233153000
zmb,2016,14573122000
zmb,2017,16106438111
zmb,2018,20206000281
zmb,2019,23213897711
zwe,2009,206542774.21
zwe,2010,700682826.5
zwe,2011,900744036.94
zwe,2012,1121995918
zwe,2015,1296593904
zwe,2016,1152611620
zwe,2017,1243968814
zwe,2018,1882583181
