geo,time,sh_dyn_mort_ma
brn,2004,10.3
brn,2005,10.3
brn,2006,10.3
brn,2007,10.3
brn,2008,10.3
brn,2009,10.4
brn,2010,10.5
brn,2011,10.7
brn,2012,10.9
brn,2013,11.1
brn,2014,11.3
brn,2015,11.5
brn,2016,11.8
brn,2017,12
brn,2018,12.3
brn,2019,12.5
brn,2020,12.6
btn,1969,292.1
btn,1970,283
btn,1971,274.2
btn,1972,265.5
btn,1973,256.8
btn,1974,248.3
btn,1975,240.1
btn,1976,231.8
btn,1977,223.9
btn,1978,215.9
btn,1979,208.3
btn,1980,200.5
btn,1981,192.9
btn,1982,185.5
btn,1983,178.2
btn,1984,171
btn,1985,164.1
btn,1986,157.4
btn,1987,150.8
btn,1988,144.4
btn,1989,138.1
btn,1990,132
btn,1991,126.3
btn,1992,120.6
btn,1993,115.3
btn,1994,110
btn,1995,104.9
btn,1996,99.9
btn,1997,95
btn,1998,90.3
btn,1999,85.6
btn,2000,81.1
btn,2001,76.9
btn,2002,72.7
btn,2003,68.8
btn,2004,65
btn,2005,61.3
btn,2006,57.8
btn,2007,54.4
btn,2008,51.2
btn,2009,48.3
btn,2010,45.5
btn,2011,43.1
btn,2012,41
btn,2013,39.2
btn,2014,37.6
btn,2015,36
btn,2016,34.7
btn,2017,33.5
btn,2018,32.3
btn,2019,31.2
btn,2020,30.2
bwa,1960,176.2
bwa,1961,171.1
bwa,1962,166
bwa,1963,161.4
bwa,1964,156.6
bwa,1965,152
bwa,1966,147.8
bwa,1967,143.3
bwa,1968,139
bwa,1969,134.3
bwa,1970,129.6
bwa,1971,124.6
bwa,1972,119.4
bwa,1973,114
bwa,1974,108.7
bwa,1975,103.2
bwa,1976,97.7
bwa,1977,92.5
bwa,1978,87.4
bwa,1979,82.6
bwa,1980,78.1
bwa,1981,73.8
bwa,1982,69.8
bwa,1983,66.1
bwa,1984,62.8
bwa,1985,59.6
bwa,1986,56.9
bwa,1987,54.7
bwa,1988,53.2
bwa,1989,52.7
bwa,1990,53.3
bwa,1991,55.2
bwa,1992,58.2
bwa,1993,61.4
bwa,1994,65.3
bwa,1995,69.5
bwa,1996,73.5
bwa,1997,77.3
bwa,1998,80.5
bwa,1999,83
bwa,2000,84.5
bwa,2001,84.1
bwa,2002,82.2
bwa,2003,80
bwa,2004,76.7
bwa,2005,70.8
bwa,2006,65.3
bwa,2007,62.6
bwa,2008,61.7
bwa,2009,59.4
bwa,2010,55.4
bwa,2011,56.1
bwa,2012,55
bwa,2013,53.7
bwa,2014,54.3
bwa,2015,53.7
bwa,2016,53.2
bwa,2017,51.8
bwa,2018,50.9
bwa,2019,50.1
bwa,2020,48.8
caf,1960,287.2
caf,1961,281.9
caf,1962,276.4
caf,1963,270.7
caf,1964,264.8
caf,1965,258.9
caf,1966,252.7
caf,1967,246.6
caf,1968,240.5
caf,1969,234.8
caf,1970,229.2
caf,1971,224.2
caf,1972,219.5
caf,1973,215.3
caf,1974,211.3
caf,1975,207.4
caf,1976,204
caf,1977,200.7
caf,1978,197.5
caf,1979,194.7
caf,1980,192.3
caf,1981,190.2
caf,1982,188.5
caf,1983,187
caf,1984,185.9
caf,1985,184.8
caf,1986,183.9
caf,1987,183.2
caf,1988,183
caf,1989,183.5
caf,1990,184.2
caf,1991,184.6
caf,1992,184.3
caf,1993,183.7
caf,1994,182.8
caf,1995,181.9
caf,1996,180.9
caf,1997,179.7
caf,1998,178.4
caf,1999,176.9
caf,2000,175.6
caf,2001,174
caf,2002,172.4
caf,2003,170.8
caf,2004,169.1
caf,2005,167.4
caf,2006,165
caf,2007,162.5
caf,2008,159.5
caf,2009,155.5
caf,2010,151.7
caf,2011,147.1
caf,2012,142.6
caf,2013,138.9
caf,2014,134.5
caf,2015,129.6
caf,2016,124.4
caf,2017,120.6
caf,2018,117.2
caf,2019,112.5
caf,2020,109
can,1960,36.4
can,1961,35.2
can,1962,34
can,1963,32.8
can,1964,31.5
can,1965,30.2
can,1966,29
can,1967,27.7
can,1968,26.6
can,1969,25.6
can,1970,24.5
can,1971,23.4
can,1972,22.2
can,1973,21.1
can,1974,19.9
can,1975,18.8
can,1976,17.7
can,1977,16.7
can,1978,15.7
can,1979,14.8
can,1980,13.9
can,1981,13.1
can,1982,12.4
can,1983,11.8
can,1984,11.2
can,1985,10.8
can,1986,10.4
can,1987,10.1
can,1988,9.8
can,1989,9.5
can,1990,9.1
can,1991,8.8
can,1992,8.5
can,1993,8.2
can,1994,7.9
can,1995,7.6
can,1996,7.4
can,1997,7.2
can,1998,7
can,1999,6.9
can,2000,6.8
can,2001,6.7
can,2002,6.7
can,2003,6.7
can,2004,6.6
can,2005,6.6
can,2006,6.5
can,2007,6.4
can,2008,6.3
can,2009,6.2
can,2010,6.2
can,2011,6.1
can,2012,6
can,2013,5.9
can,2014,5.8
can,2015,5.7
can,2016,5.7
can,2017,5.6
can,2018,5.5
can,2019,5.5
can,2020,5.4
che,1960,30
che,1961,29.4
che,1962,28.6
che,1963,27.7
che,1964,26.6
che,1965,25.5
che,1966,24.4
che,1967,23.4
che,1968,22.5
che,1969,21.7
che,1970,20.8
che,1971,19.9
che,1972,19
che,1973,17.9
che,1974,16.8
che,1975,15.7
che,1976,14.6
che,1977,13.7
che,1978,12.9
che,1979,12.3
che,1980,11.7
che,1981,11.2
che,1982,10.9
che,1983,10.6
che,1984,10.3
che,1985,10.1
che,1986,9.9
che,1987,9.8
che,1988,9.6
che,1989,9.4
che,1990,9.1
che,1991,8.7
che,1992,8.3
che,1993,7.8
che,1994,7.4
che,1995,7.1
che,1996,6.8
che,1997,6.6
che,1998,6.4
che,1999,6.3
che,2000,6.2
che,2001,6.1
che,2002,6
che,2003,5.8
che,2004,5.7
che,2005,5.5
che,2006,5.4
che,2007,5.2
che,2008,5.1
che,2009,5
che,2010,4.9
che,2011,4.9
che,2012,4.8
che,2013,4.7
che,2014,4.7
che,2015,4.6
che,2016,4.5
che,2017,4.5
che,2018,4.4
che,2019,4.4
che,2020,4.3
chl,1960,165.9
chl,1961,156.9
chl,1962,150.3
chl,1963,143.5
chl,1964,134.3
chl,1965,122.4
chl,1966,110.6
chl,1967,100.4
chl,1968,92.7
chl,1969,87.6
chl,1970,85.4
chl,1971,84.1
chl,1972,83.4
chl,1973,81.3
chl,1974,76.7
chl,1975,69.8
chl,1976,61.3
chl,1977,53.1
chl,1978,46
chl,1979,40.3
chl,1980,36.1
chl,1981,32.7
chl,1982,29.6
chl,1983,27
chl,1984,25.3
chl,1985,24.6
chl,1986,24.4
chl,1987,24.1
chl,1988,23.5
chl,1989,22.4
chl,1990,20.9
chl,1991,19.3
chl,1992,17.8
chl,1993,16.4
chl,1994,15.2
chl,1995,14.3
chl,1996,13.7
chl,1997,13.3
chl,1998,13
chl,1999,12.6
chl,2000,11.9
chl,2001,11.2
chl,2002,10.7
chl,2003,10.4
chl,2004,10.2
chl,2005,10
chl,2006,9.8
chl,2007,9.7
chl,2008,9.7
chl,2009,9.6
chl,2010,9.4
chl,2011,9.2
chl,2012,9.1
chl,2013,9
chl,2014,8.8
chl,2015,8.6
chl,2016,8.3
chl,2017,8
chl,2018,7.8
chl,2019,7.6
chl,2020,7.3
chn,1969,120.7
chn,1970,114.8
chn,1971,109.2
chn,1972,103.6
chn,1973,98.1
chn,1974,92.6
chn,1975,87
chn,1976,81.7
chn,1977,76.7
chn,1978,72.2
chn,1979,68.2
chn,1980,64.8
chn,1981,62
chn,1982,59.7
chn,1983,58
chn,1984,56.9
chn,1985,56.3
chn,1986,56
chn,1987,56
chn,1988,56.1
chn,1989,56.1
chn,1990,55.9
chn,1991,55.4
chn,1992,54.4
chn,1993,53.1
chn,1994,51.4
chn,1995,49.7
chn,1996,47.6
chn,1997,45.6
chn,1998,43.4
chn,1999,41.1
chn,2000,38.6
chn,2001,36
chn,2002,33.2
chn,2003,30.5
chn,2004,27.9
chn,2005,25.5
chn,2006,23.3
chn,2007,21.4
chn,2008,19.6
chn,2009,18.1
chn,2010,16.8
chn,2011,15.5
chn,2012,14.4
chn,2013,13.3
chn,2014,12.3
chn,2015,11.4
chn,2016,10.5
chn,2017,9.7
chn,2018,9
chn,2019,8.4
chn,2020,7.8
civ,1960,338.8
civ,1961,330.6
civ,1962,322.3
civ,1963,314.4
civ,1964,306.8
civ,1965,298.9
civ,1966,291.2
civ,1967,283.7
civ,1968,276
civ,1969,268.6
civ,1970,261
civ,1971,253.1
civ,1972,244.6
civ,1973,235.8
civ,1974,226.7
civ,1975,217.6
civ,1976,208.9
civ,1977,200.8
civ,1978,193.6
civ,1979,187.2
civ,1980,181.9
civ,1981,177.4
civ,1982,173.7
civ,1983,170.7
civ,1984,168.4
civ,1985,166.5
civ,1986,165.3
civ,1987,164.5
civ,1988,164.2
civ,1989,164.3
civ,1990,164.6
civ,1991,164.9
civ,1992,165.2
civ,1993,165.4
civ,1994,165.4
civ,1995,164.9
civ,1996,163.7
civ,1997,162.1
civ,1998,160
civ,1999,157.4
civ,2000,154.5
civ,2001,151.2
civ,2002,147.7
civ,2003,144.1
civ,2004,140.4
civ,2005,136.4
civ,2006,132.7
civ,2007,128.8
civ,2008,124.8
civ,2009,120.2
civ,2010,116.2
civ,2011,112.8
civ,2012,109.6
civ,2013,106.2
civ,2014,102.6
civ,2015,99.4
civ,2016,96.9
civ,2017,94.3
civ,2018,91.3
civ,2019,88.2
civ,2020,85.6
cmr,1960,289.3
cmr,1961,282.9
cmr,1962,277.5
cmr,1963,272.9
cmr,1964,268
cmr,1965,262.2
cmr,1966,255.3
cmr,1967,247.1
cmr,1968,238.4
cmr,1969,229.4
cmr,1970,220.7
cmr,1971,213.1
cmr,1972,207.6
cmr,1973,203.6
cmr,1974,201.1
cmr,1975,200
cmr,1976,199
cmr,1977,197.8
cmr,1978,195.8
cmr,1979,192.6
cmr,1980,188.3
cmr,1981,182.7
cmr,1982,176.5
cmr,1983,169.8
cmr,1984,163.2
cmr,1985,157.1
cmr,1986,151.8
cmr,1987,147.7
cmr,1988,145
cmr,1989,143.9
cmr,1990,144.2
cmr,1991,145.8
cmr,1992,148.1
cmr,1993,150.9
cmr,1994,153.3
cmr,1995,155.1
cmr,1996,156.4
cmr,1997,156.9
cmr,1998,156.4
cmr,1999,154.8
cmr,2000,152.4
cmr,2001,149.4
cmr,2002,145.8
cmr,2003,142.2
cmr,2004,138.7
cmr,2005,135.5
cmr,2006,132.2
cmr,2007,128.9
cmr,2008,125.4
cmr,2009,122
cmr,2010,117.6
cmr,2011,113.1
cmr,2012,108.4
cmr,2013,103.5
cmr,2014,98.9
cmr,2015,94.4
cmr,2016,90.3
cmr,2017,86.6
cmr,2018,83.3
cmr,2019,80.4
cmr,2020,77.8
cod,1969,260.5
cod,1970,256.9
cod,1971,253.5
cod,1972,250.1
cod,1973,246.2
cod,1974,242.6
cod,1975,238.9
cod,1976,235.1
cod,1977,231.3
cod,1978,227.9
cod,1979,224.2
cod,1980,220.6
cod,1981,217.3
cod,1982,214.1
cod,1983,211.1
cod,1984,208.2
cod,1985,205.5
cod,1986,203.1
cod,1987,200.6
cod,1988,198.2
cod,1989,196
cod,1990,193.6
cod,1991,191.4
cod,1992,189.4
cod,1993,187.5
cod,1994,185.6
cod,1995,183.7
cod,1996,181.7
cod,1997,179.1
cod,1998,176.2
cod,1999,172.6
cod,2000,168.6
cod,2001,164.3
cod,2002,159.6
cod,2003,154.7
cod,2004,149.8
cod,2005,144.9
cod,2006,140
cod,2007,135
cod,2008,130.3
cod,2009,125.8
cod,2010,121.5
cod,2011,117.5
cod,2012,113.6
cod,2013,109.8
cod,2014,106.2
cod,2015,102.9
cod,2016,99.6
cod,2017,96.2
cod,2018,93.1
cod,2019,90.3
cod,2020,87.4
cog,1960,201.7
cog,1961,194
cog,1962,186.6
cog,1963,180.1
cog,1964,173.9
cog,1965,168.1
cog,1966,162.5
cog,1967,157.3
cog,1968,152.6
cog,1969,148
cog,1970,143.8
cog,1971,140
cog,1972,136.2
cog,1973,132.9
cog,1974,129.6
cog,1975,126.7
cog,1976,123.8
cog,1977,121
cog,1978,118.4
cog,1979,115.7
cog,1980,113.1
cog,1981,110.4
cog,1982,107.8
cog,1983,105.1
cog,1984,102.5
cog,1985,100
cog,1986,98.1
cog,1987,96.6
cog,1988,95.8
cog,1989,95.9
cog,1990,96.8
cog,1991,98.5
cog,1992,100.8
cog,1993,103.9
cog,1994,107.2
cog,1995,110.9
cog,1996,114.7
cog,1997,118.2
cog,1998,120.7
cog,1999,121.6
cog,2000,120.4
cog,2001,117.2
cog,2002,112.2
cog,2003,105.9
cog,2004,98.8
cog,2005,91.7
cog,2006,85
cog,2007,78.9
cog,2008,73.9
cog,2009,69.8
cog,2010,66.6
cog,2011,64.3
cog,2012,62.5
cog,2013,60.6
cog,2014,58.8
cog,2015,56.9
cog,2016,55
cog,2017,53.3
cog,2018,51.7
cog,2019,56.5
cog,2020,48.6
col,1960,141.7
col,1961,137.1
col,1962,132.9
col,1963,128.8
col,1964,125
col,1965,121.4
col,1966,117.9
col,1967,114.4
col,1968,110.8
col,1969,107.3
col,1970,103.7
col,1971,99.9
col,1972,96.1
col,1973,92.2
col,1974,88.2
col,1975,84
col,1976,79.8
col,1977,75.6
col,1978,71.3
col,1979,67.3
col,1980,63.4
col,1981,59.8
col,1982,56.4
col,1983,53.2
col,1984,50.3
col,1985,47.8
col,1986,45.6
col,1987,43.7
col,1988,42.1
col,1989,40.7
col,1990,39.3
col,1991,38.1
col,1992,36.9
col,1993,35.6
col,1994,34.4
col,1995,33.2
col,1996,32
col,1997,30.9
col,1998,29.8
col,1999,28.8
col,2000,27.9
col,2001,27
col,2002,26.2
col,2003,25.4
col,2004,24.6
col,2005,23.8
col,2006,23.1
col,2007,22.4
col,2008,21.7
col,2009,21
col,2010,20.3
col,2011,19.7
col,2012,19
col,2013,18.4
col,2014,17.7
col,2015,17.2
col,2016,16.6
col,2017,16.1
col,2018,15.6
col,2019,15.1
col,2020,14.6
com,1970,238.2
com,1971,232.9
com,1972,227.7
com,1973,222.7
com,1974,217.5
com,1975,212.2
com,1976,206.7
com,1977,201.2
com,1978,195.3
com,1979,189.3
com,1980,183.2
com,1981,177.3
com,1982,171.4
com,1983,165.6
com,1984,160.1
com,1985,154.9
com,1986,149.8
com,1987,145
com,1988,140.4
com,1989,136.2
com,1990,132.1
com,1991,128
com,1992,124
com,1993,120.2
com,1994,116.9
com,1995,114.1
com,1996,111.9
com,1997,110.2
com,1998,108.8
com,1999,107.8
com,2000,107.1
com,2001,106.6
com,2002,106.5
com,2003,105.8
com,2004,104.7
com,2005,102.9
com,2006,100.8
com,2007,98.2
com,2008,95.5
com,2009,93
com,2010,90.5
com,2011,87.8
com,2012,85.1
com,2013,82.5
com,2014,80.2
com,2015,77.9
com,2016,75.4
com,2017,73.1
com,2018,71
com,2019,68.5
com,2020,66.4
cpv,1960,188.1
cpv,1961,186.1
cpv,1962,183.8
cpv,1963,181.4
cpv,1964,178.8
cpv,1965,175.7
cpv,1966,172
cpv,1967,167.5
cpv,1968,162.7
cpv,1969,157.4
cpv,1970,151.2
cpv,1971,144.8
cpv,1972,138
cpv,1973,131.2
cpv,1974,124.5
cpv,1975,118.1
cpv,1976,112.1
cpv,1977,106.9
cpv,1978,102.3
cpv,1979,98.7
cpv,1980,95.9
cpv,1981,93.8
cpv,1982,91.9
cpv,1983,90.1
cpv,1984,87.8
cpv,1985,84.5
cpv,1986,80.5
cpv,1987,75.9
cpv,1988,71.4
cpv,1989,67.5
cpv,1990,64.6
cpv,1991,62.8
cpv,1992,62
cpv,1993,61.7
cpv,1994,61.6
cpv,1995,60.6
cpv,1996,58.5
cpv,1997,55
cpv,1998,50.5
cpv,1999,45.7
cpv,2000,41.2
cpv,2001,37.3
cpv,2002,34.3
cpv,2003,32.3
cpv,2004,31.1
cpv,2005,30.5
cpv,2006,30.3
cpv,2007,30.2
cpv,2008,29.9
cpv,2009,29.4
cpv,2010,28.7
cpv,2011,27.6
cpv,2012,26.2
cpv,2013,24.6
cpv,2014,23
cpv,2015,21.4
cpv,2016,19.8
cpv,2017,18.4
cpv,2018,17.3
cpv,2019,16.3
cpv,2020,15.5
cri,1960,100.8
cri,1961,97.8
cri,1962,97.2
cri,1963,97.9
cri,1964,97.5
cri,1965,95.4
cri,1966,92.6
cri,1967,89.6
cri,1968,86.7
cri,1969,83.6
cri,1970,80
cri,1971,75.5
cri,1972,69.8
cri,1973,63.3
cri,1974,56.6
cri,1975,49.9
cri,1976,43.5
cri,1977,37.7
cri,1978,32.9
cri,1979,29.4
cri,1980,27.3
cri,1981,26.2
cri,1982,25.7
cri,1983,25.5
cri,1984,25.2
cri,1985,24.7
cri,1986,23.7
cri,1987,22.5
cri,1988,21.1
cri,1989,19.7
cri,1990,18.7
cri,1991,17.9
cri,1992,17.3
cri,1993,16.9
cri,1994,16.6
cri,1995,16.4
cri,1996,16.2
cri,1997,16
cri,1998,15.6
cri,1999,15
cri,2000,14.4
cri,2001,13.8
cri,2002,13.3
cri,2003,12.9
cri,2004,12.6
cri,2005,12.4
cri,2006,12.3
cri,2007,12.1
cri,2008,11.9
cri,2009,11.7
cri,2010,11.4
cri,2011,11.1
cri,2012,10.7
cri,2013,10.4
cri,2014,10
cri,2015,9.8
cri,2016,9.5
cri,2017,9.3
cri,2018,9
cri,2019,8.7
cri,2020,8.5
cub,1960,58.2
cub,1961,56
cub,1962,54
cub,1963,52
cub,1964,50.1
cub,1965,48
cub,1966,46.2
cub,1967,44.3
cub,1968,42.5
cub,1969,40.9
cub,1970,39.4
cub,1971,37.9
cub,1972,36.3
cub,1973,34.6
cub,1974,32.9
cub,1975,31.3
cub,1976,29.8
cub,1977,28.4
cub,1978,27
cub,1979,25.8
cub,1980,24.5
cub,1981,23.4
cub,1982,22.4
cub,1983,21.4
cub,1984,20.3
cub,1985,19.4
cub,1986,18.5
cub,1987,17.6
cub,1988,16.8
cub,1989,16.1
cub,1990,15.3
cub,1991,14.6
cub,1992,14
cub,1993,13.3
cub,1994,12.7
cub,1995,12.2
cub,1996,11.7
cub,1997,11.2
cub,1998,10.7
cub,1999,10.3
cub,2000,9.9
cub,2001,9.5
cub,2002,9.1
cub,2003,8.8
cub,2004,8.5
cub,2005,8.2
cub,2006,7.9
cub,2007,7.7
cub,2008,7.4
cub,2009,7.2
cub,2010,7
cub,2011,6.9
cub,2012,6.7
cub,2013,6.5
cub,2014,6.4
cub,2015,6.2
cub,2016,6.1
cub,2017,6
cub,2018,5.9
cub,2019,5.8
cub,2020,5.6
cyp,1971,41.8
cyp,1972,39
cyp,1973,36.4
cyp,1974,33.6
cyp,1975,30.6
cyp,1976,27.6
cyp,1977,24.8
cyp,1978,22.5
cyp,1979,21.2
cyp,1980,20.7
cyp,1981,20.4
cyp,1982,19.6
cyp,1983,18.1
cyp,1984,16.3
cyp,1985,14.6
cyp,1986,13.2
cyp,1987,12.5
cyp,1988,12.3
cyp,1989,12.3
cyp,1990,12.3
cyp,1991,12.2
cyp,1992,11.8
cyp,1993,11.1
cyp,1994,10.4
cyp,1995,9.8
cyp,1996,9.2
cyp,1997,8.6
cyp,1998,8
cyp,1999,7.5
cyp,2000,7
cyp,2001,6.4
cyp,2002,6
cyp,2003,5.6
cyp,2004,5.2
cyp,2005,4.8
cyp,2006,4.5
cyp,2007,4.2
cyp,2008,4
cyp,2009,3.8
cyp,2010,3.6
cyp,2011,3.5
cyp,2012,3.4
cyp,2013,3.2
cyp,2014,3.2
cyp,2015,3.1
cyp,2016,3.1
cyp,2017,3.1
cyp,2018,3.1
cyp,2019,3
cyp,2020,3
cze,1981,17.5
cze,1982,17
cze,1983,16.5
cze,1984,16.2
cze,1985,16
cze,1986,15.7
cze,1987,15.2
cze,1988,14.6
cze,1989,14.1
cze,1990,13.7
cze,1991,13.2
cze,1992,12.4
cze,1993,11.5
cze,1994,10.5
cze,1995,9.5
cze,1996,8.6
cze,1997,7.8
cze,1998,7
cze,1999,6.5
cze,2000,6.1
cze,2001,5.8
cze,2002,5.5
cze,2003,5.3
cze,2004,5.1
cze,2005,4.9
cze,2006,4.6
cze,2007,4.4
cze,2008,4.2
cze,2009,3.9
cze,2010,3.8
cze,2011,3.6
cze,2012,3.5
cze,2013,3.5
cze,2014,3.5
cze,2015,3.5
cze,2016,3.6
cze,2017,3.6
cze,2018,3.5
cze,2019,3.4
cze,2020,3.3
deu,1968,30.6
deu,1969,29.8
deu,1970,29
deu,1971,28.1
deu,1972,27.2
deu,1973,26.2
deu,1974,24.9
deu,1975,23.5
deu,1976,22.1
deu,1977,20.6
deu,1978,19.3
deu,1979,18
deu,1980,16.8
deu,1981,15.8
deu,1982,14.8
deu,1983,13.9
deu,1984,13.2
deu,1985,12.5
deu,1986,11.9
deu,1987,11.3
deu,1988,10.8
deu,1989,10.2
deu,1990,9.6
deu,1991,9
deu,1992,8.5
deu,1993,8
deu,1994,7.6
deu,1995,7.2
deu,1996,6.8
deu,1997,6.6
deu,1998,6.3
deu,1999,6.1
deu,2000,5.9
deu,2001,5.7
deu,2002,5.6
deu,2003,5.5
deu,2004,5.3
deu,2005,5.2
deu,2006,5
deu,2007,4.9
deu,2008,4.8
deu,2009,4.7
deu,2010,4.6
deu,2011,4.5
deu,2012,4.4
deu,2013,4.3
deu,2014,4.3
deu,2015,4.2
deu,2016,4.2
deu,2017,4.2
deu,2018,4.1
deu,2019,4
deu,2020,3.9
dji,1976,182.5
dji,1977,177.4
dji,1978,172.6
dji,1979,168.1
dji,1980,163.4
dji,1981,158.9
dji,1982,154.6
dji,1983,150.3
dji,1984,146.1
dji,1985,142.1
dji,1986,138.2
dji,1987,134.7
dji,1988,131.3
dji,1989,128.3
dji,1990,125.8
dji,1991,123.5
dji,1992,121.5
dji,1993,119.7
dji,1994,118.2
dji,1995,116.7
dji,1996,115.2
dji,1997,113.6
dji,1998,111.7
dji,1999,109.7
dji,2000,107.4
dji,2001,104.9
dji,2002,102.5
dji,2003,99.9
dji,2004,97.4
dji,2005,94.8
dji,2006,92.3
dji,2007,89.6
dji,2008,87.1
dji,2009,84.6
dji,2010,82.5
dji,2011,80.1
dji,2012,77.9
dji,2013,75.7
dji,2014,73.4
dji,2015,71.2
dji,2016,69
dji,2017,66.8
dji,2018,64.8
dji,2019,62.7
dji,2020,60.8
dma,1960,142.2
dma,1961,129.6
dma,1962,118
dma,1963,107.6
dma,1964,98.1
dma,1965,89.5
dma,1966,81.6
dma,1967,74.5
dma,1968,68.1
dma,1969,62.3
dma,1970,57.1
dma,1971,52.3
dma,1972,48
dma,1973,44.2
dma,1974,40.7
dma,1975,37.5
dma,1976,34.7
dma,1977,32.2
dma,1978,30
dma,1979,33.2
dma,1980,26.3
dma,1981,24.8
dma,1982,23.4
dma,1983,22.3
dma,1984,21.2
dma,1985,20.3
dma,1986,19.6
dma,1987,19
dma,1988,18.4
dma,1989,18
dma,1990,17.6
dma,1991,17.4
dma,1992,17.2
dma,1993,17.1
dma,1994,17
dma,1995,17
dma,1996,17.1
dma,1997,17.3
dma,1998,17.5
dma,1999,17.8
dma,2000,18.2
dma,2001,18.6
dma,2002,19.2
dma,2003,19.8
dma,2004,20.5
dma,2005,21.2
dma,2006,22.1
dma,2007,23
dma,2008,24.1
dma,2009,25.2
dma,2010,26.4
dma,2011,27.8
dma,2012,29.2
dma,2013,30.6
dma,2014,32.2
dma,2015,33.7
dma,2016,35.3
dma,2017,36.8
dma,2018,38.3
dma,2019,39.6
dma,2020,40.8
dnk,1960,28.5
dnk,1961,27.9
dnk,1962,27.2
dnk,1963,26.4
dnk,1964,25.4
dnk,1965,24.3
dnk,1966,23.1
dnk,1967,21.9
dnk,1968,20.8
dnk,1969,20
dnk,1970,19.2
dnk,1971,18.2
dnk,1972,17.1
dnk,1973,16
dnk,1974,15
dnk,1975,14.1
dnk,1976,13.4
dnk,1977,12.7
dnk,1978,12.1
dnk,1979,11.7
dnk,1980,11.3
dnk,1981,11.1
dnk,1982,10.9
dnk,1983,10.8
dnk,1984,10.8
dnk,1985,10.9
dnk,1986,11
dnk,1987,11
dnk,1988,10.8
dnk,1989,10.5
dnk,1990,10
dnk,1991,9.4
dnk,1992,8.8
dnk,1993,8.2
dnk,1994,7.6
dnk,1995,7.2
dnk,1996,6.9
dnk,1997,6.6
dnk,1998,6.5
dnk,1999,6.3
dnk,2000,6.3
dnk,2001,6.2
dnk,2002,6
dnk,2003,5.9
dnk,2004,5.7
dnk,2005,5.4
dnk,2006,5.2
dnk,2007,5
dnk,2008,4.8
dnk,2009,4.6
dnk,2010,4.5
dnk,2011,4.4
dnk,2012,4.4
dnk,2013,4.4
dnk,2014,4.5
dnk,2015,4.5
dnk,2016,4.4
dnk,2017,4.4
dnk,2018,4.2
dnk,2019,4.1
dnk,2020,4
dom,1960,151.3
dom,1961,150.1
dom,1962,148.6
dom,1963,146.7
dom,1964,144.5
dom,1965,141.9
dom,1966,139.2
dom,1967,136.5
dom,1968,133.7
dom,1969,130.8
dom,1970,127.8
dom,1971,124.5
dom,1972,120.8
dom,1973,117.2
dom,1974,113.3
dom,1975,109.4
dom,1976,105.6
dom,1977,101.9
dom,1978,98.4
dom,1979,95.1
dom,1980,91.8
dom,1981,88.7
dom,1982,85.7
dom,1983,82.8
dom,1984,79.9
dom,1985,77.1
dom,1986,74.3
dom,1987,71.6
dom,1988,68.9
dom,1989,66.3
dom,1990,63.8
dom,1991,61.2
dom,1992,58.7
dom,1993,56.2
dom,1994,53.8
dom,1995,51.6
dom,1996,49.5
dom,1997,47.6
dom,1998,45.9
dom,1999,44.5
dom,2000,43.2
dom,2001,42.1
dom,2002,41.3
dom,2003,40.5
dom,2004,39.9
dom,2005,39.4
dom,2006,39
dom,2007,38.7
dom,2008,38.4
dom,2009,38.3
dom,2010,38.2
dom,2011,38.1
dom,2012,38
dom,2013,38
dom,2014,38
dom,2015,38
dom,2016,37.9
dom,2017,37.9
dom,2018,37.7
dom,2019,37.3
dom,2020,36.7
dza,1960,243.9
dza,1961,243.9
dza,1962,244.2
dza,1963,245
dza,1964,246.1
dza,1965,246.9
dza,1966,247.6
dza,1967,247.5
dza,1968,246.4
dza,1969,244.2
dza,1970,240.7
dza,1971,235.7
dza,1972,229.6
dza,1973,222.4
dza,1974,214.2
dza,1975,205.3
dza,1976,196
dza,1977,186.3
dza,1978,176.1
dza,1979,165.1
dza,1980,152.5
dza,1981,137.8
dza,1982,122.4
dza,1983,106.8
dza,1984,92.1
dza,1985,79.7
dza,1986,70.2
dza,1987,63.1
dza,1988,58.4
dza,1989,55.3
dza,1990,53.2
dza,1991,51.7
dza,1992,50.5
dza,1993,49.3
dza,1994,48.1
dza,1995,46.9
dza,1996,45.9
dza,1997,45
dza,1998,44.3
dza,1999,43.4
dza,2000,42.5
dza,2001,41.6
dza,2002,40.8
dza,2003,38.9
dza,2004,37.1
dza,2005,35.5
dza,2006,33.8
dza,2007,32.4
dza,2008,30.8
dza,2009,29.9
dza,2010,28.9
dza,2011,28.1
dza,2012,27.5
dza,2013,27.1
dza,2014,26.8
dza,2015,26.6
dza,2016,26.2
dza,2017,25.8
dza,2018,25.2
dza,2019,24.6
dza,2020,24
ecu,1960,183.4
ecu,1961,178.3
ecu,1962,173.6
ecu,1963,169
ecu,1964,164.6
ecu,1965,160.7
ecu,1966,157.2
ecu,1967,154
ecu,1968,151.1
ecu,1969,148.3
ecu,1970,145.3
ecu,1971,141.9
ecu,1972,137.8
ecu,1973,133.2
ecu,1974,128.2
ecu,1975,122.6
ecu,1976,117.2
ecu,1977,112
ecu,1978,107.2
ecu,1979,102.6
ecu,1980,97.9
ecu,1981,93.3
ecu,1982,88.6
ecu,1983,84
ecu,1984,79.6
ecu,1985,75.4
ecu,1986,71.5
ecu,1987,68.1
