geo,time,nv_ind_manf_zs
fro,1998,6.9103
fro,1999,7.23325
fro,2000,6.55558
fro,2001,7.6489
fro,2002,7.26395
fro,2003,6.79936
fro,2004,6.5471
fro,2005,5.92874
fro,2006,5.72658
fro,2007,5.35984
fro,2008,5.2997
fro,2009,5.66584
fro,2010,5.4834
fro,2011,5.50462
fro,2012,5.84454
fro,2013,5.4052
fro,2014,6.3782
fro,2015,6.39259
fro,2016,4.69491
fro,2017,5.80882
fro,2018,5.18321
fro,2019,6.32455
fsm,1983,0.37559
fsm,1995,1.36044
fsm,1996,1.15515
fsm,1997,1.40355
fsm,1998,1.50224
fsm,1999,1.42554
fsm,2000,1.59038
fsm,2001,1.85226
fsm,2002,1.74742
fsm,2003,1.60769
fsm,2004,1.37053
fsm,2005,0.53144
fsm,2006,0.35659
fsm,2007,0.36922
fsm,2008,0.39917
fsm,2009,0.41019
fsm,2010,0.42079
fsm,2011,0.42923
fsm,2012,0.39627
fsm,2013,0.36335
fsm,2014,0.36662
fsm,2015,0.41884
fsm,2016,0.55715
fsm,2017,0.52811
fsm,2018,0.49237
fsm,2019,0.49287
fsm,2020,0.49263
gab,1965,7.20721
gab,1966,6.62252
gab,1967,9.13174
gab,1968,7.9561
gab,1969,7.13423
gab,1970,6.81564
gab,1971,7.13606
gab,1972,7.74193
gab,1973,6.64184
gab,1974,3.65886
gab,1975,4.26038
gab,1976,3.86594
gab,1977,4.72327
gab,1978,5.97181
gab,1979,5.01086
gab,1980,4.55651
gab,1981,4.03049
gab,1982,4.28968
gab,1983,4.48038
gab,1984,5.37206
gab,1985,7.24958
gab,1986,9.32298
gab,1987,8.47815
gab,1988,7.60266
gab,1989,6.4021
gab,1990,5.58435
gab,1991,6.17241
gab,1992,6.19486
gab,1993,6.29197
gab,1994,4.73104
gab,1995,4.52489
gab,1996,4.06138
gab,1997,4.39677
gab,1998,5.61059
gab,1999,4.72658
gab,2000,3.72485
gab,2001,2.54116
gab,2002,2.67454
gab,2003,2.66734
gab,2004,2.78172
gab,2005,12.92979
gab,2006,11.46784
gab,2007,12.78163
gab,2008,14.22278
gab,2009,19.02437
gab,2010,17.08046
gab,2011,19.1528
gab,2012,16.50141
gab,2013,17.16241
gab,2014,17.39341
gab,2015,16.68703
gab,2016,17.45601
gab,2017,17.62242
gab,2018,18.94156
gab,2019,18.80257
gab,2020,18.26881
gbm,2012,3.59071
gbm,2013,3.19857
gbm,2014,2.65466
gbm,2015,2.67987
gbm,2016,2.41022
gbm,2017,2.08077
gbm,2018,2.1598
gbm,2019,2.14283
gbr,1990,16.66799
gbr,1991,16.26394
gbr,1992,16.04603
gbr,1993,15.68186
gbr,1994,16.40381
gbr,1995,15.48203
gbr,1996,15.26167
gbr,1997,15.05881
gbr,1998,14.4457
gbr,1999,13.84906
gbr,2000,13.3401
gbr,2001,12.45045
gbr,2002,12.14523
gbr,2003,11.6067
gbr,2004,10.98016
gbr,2005,10.5168
gbr,2006,10.19549
gbr,2007,9.64592
gbr,2008,9.50648
gbr,2009,9.10681
gbr,2010,9.49749
gbr,2011,9.33861
gbr,2012,9.29489
gbr,2013,9.5057
gbr,2014,9.32601
gbr,2015,9.21336
gbr,2016,8.99517
gbr,2017,8.9476
gbr,2018,8.84698
gbr,2019,8.87973
gbr,2020,8.64894
geo,1996,16.89544
geo,1997,15.15072
geo,1998,13.25939
geo,1999,12.7666
geo,2000,12.24537
geo,2001,12.23105
geo,2002,12.80445
geo,2003,13.03231
geo,2004,12.22174
geo,2005,12.09459
geo,2006,11.11828
geo,2007,10.94811
geo,2008,10.44304
geo,2009,9.92828
geo,2010,9.13865
geo,2011,9.81055
geo,2012,9.49158
geo,2013,9.51174
geo,2014,9.60577
geo,2015,8.86459
geo,2016,7.79021
geo,2017,8.59706
geo,2018,8.83442
geo,2019,8.8681
geo,2020,9.34531
gha,1965,9.75443
gha,1966,10.2108
gha,1967,11.9016
gha,1968,12.58824
gha,1969,12.3938
gha,1970,11.42098
gha,1971,11
gha,1972,10.87034
gha,1973,11.68238
gha,1974,10.77253
gha,1975,13.95041
gha,1976,13.14741
gha,1977,10.78563
gha,1978,8.63909
gha,1979,8.67054
gha,1980,7.80827
gha,1981,5.97307
gha,1982,3.60551
gha,1983,3.85844
gha,1984,6.39634
gha,1985,11.5325
gha,1986,11.14994
gha,1987,9.88204
gha,1988,9.56339
gha,1989,10.0066
gha,1990,9.76285
gha,1991,9.2719
gha,1992,9.33106
gha,1993,9.38251
gha,1994,9.10663
gha,1995,9.32699
gha,1996,8.63415
gha,1997,9.05168
gha,1998,8.98763
gha,1999,9.02438
gha,2000,9.01685
gha,2001,9.00299
gha,2002,9.02726
gha,2003,8.97552
gha,2004,8.742
gha,2005,8.65539
gha,2006,9.7484
gha,2007,8.5964
gha,2008,7.54412
gha,2009,6.77209
gha,2010,6.38866
gha,2011,6.42377
gha,2012,5.66059
gha,2013,11.58855
gha,2014,11.01995
gha,2015,11.0983
gha,2016,10.82042
gha,2017,10.15222
gha,2018,10.12013
gha,2019,10.16122
gha,2020,10.47381
gin,1988,4.48629
gin,1989,4.44714
gin,1990,4.72971
gin,1991,3.9139
gin,1992,4.49929
gin,1993,4.60438
gin,1994,4.5111
gin,1995,3.83327
gin,1996,3.693
gin,1997,3.46561
gin,1998,3.66906
gin,1999,3.84458
gin,2000,3.7754
gin,2001,3.77629
gin,2002,3.78631
gin,2003,5.92798
gin,2004,5.66554
gin,2005,6.08399
gin,2006,11.38061
gin,2007,11.43786
gin,2008,12.67172
gin,2009,12.56367
gin,2010,10.63329
gin,2011,10.47127
gin,2012,10.52986
gin,2013,10.80078
gin,2014,11.0825
gin,2015,12.11874
gin,2016,10.92668
gin,2017,10.02158
gin,2018,9.69365
gin,2019,8.61096
gin,2020,8.6354
gmb,1966,2.97657
gmb,1967,2.9755
gmb,1968,2.97376
gmb,1969,2.97556
gmb,1970,2.93713
gmb,1971,2.96943
gmb,1972,2.95608
gmb,1973,2.92969
gmb,1974,2.95912
gmb,1975,2.97719
gmb,1976,3.68442
gmb,1977,3.97916
gmb,1978,3.76674
gmb,1979,3.50281
gmb,1980,4.8807
gmb,1981,5.67314
gmb,1982,4.64975
gmb,1983,6.6495
gmb,1984,8.67684
gmb,1985,6.67273
gmb,1986,6.25778
gmb,1987,5.99372
gmb,1988,4.8017
gmb,1989,4.92655
gmb,1990,5.52976
gmb,1991,9.21347
gmb,1992,8.8959
gmb,1993,8.70432
gmb,1994,8.02479
gmb,1995,8.15271
gmb,1996,7.57446
gmb,1997,8.02024
gmb,1998,7.54353
gmb,1999,7.15405
gmb,2000,6.76669
gmb,2001,6.63161
gmb,2002,7.0209
gmb,2003,5.91664
gmb,2004,5.26208
gmb,2005,6.30202
gmb,2006,6.64541
gmb,2007,6.50908
gmb,2008,5.59133
gmb,2009,4.82997
gmb,2010,4.55084
gmb,2011,5.48871
gmb,2012,5.74816
gmb,2013,5.6112
gmb,2014,6.51178
gmb,2015,6.34925
gmb,2016,5.58626
gmb,2017,4.46929
gmb,2018,4.25546
gmb,2019,3.78943
gmb,2020,2.84059
gnb,1970,21.2455
gnb,1986,14.41178
gnb,1987,7.90422
gnb,1988,5.99835
gnb,1989,7.3778
gnb,1990,7.86431
gnb,1991,3.6139
gnb,1992,2.42156
gnb,1993,3.39166
gnb,1994,6.79572
gnb,1995,7.42771
gnb,1996,6.9754
gnb,1997,11.0045
gnb,1998,9.14286
gnb,1999,10.0585
gnb,2005,12.831
gnb,2006,12.57194
gnb,2007,11.41816
gnb,2008,12.61218
gnb,2009,12.01169
gnb,2010,11.34204
gnb,2011,11.09653
gnb,2012,12.21176
gnb,2013,12.68043
gnb,2014,12.38173
gnb,2015,10.70264
gnb,2016,11.32828
gnb,2017,10.49912
gnb,2018,9.1097
gnq,2006,7.13369
gnq,2007,14.51442
gnq,2008,20.36752
gnq,2009,18.03796
gnq,2010,21.01648
gnq,2011,22.46849
gnq,2012,17.08975
gnq,2013,19.28579
gnq,2014,20.12563
gnq,2015,17.84466
gnq,2016,18.50431
gnq,2017,25.7506
gnq,2018,25.57014
gnq,2019,23.23657
gnq,2020,20.65908
grc,1995,10.98397
grc,1996,10.08111
grc,1997,9.08122
grc,1998,8.98904
grc,1999,9.53666
grc,2000,9.49263
grc,2001,9.93917
grc,2002,9.83591
grc,2003,9.1548
grc,2004,8.74617
grc,2005,8.58648
grc,2006,8.45822
grc,2007,8.46389
grc,2008,8.50377
grc,2009,7.6395
grc,2010,7.85353
grc,2011,7.9711
grc,2012,7.79297
grc,2013,7.61416
grc,2014,7.63352
grc,2015,8.29439
grc,2016,8.09983
grc,2017,8.10803
grc,2018,8.17254
grc,2019,7.99111
grc,2020,8.92975
grd,1977,2.01028
grd,1978,1.93987
grd,1979,1.85329
grd,1980,2.45212
grd,1981,2.30559
grd,1982,3.54293
grd,1983,3.00732
grd,1984,3.47988
grd,1985,3.84922
grd,1986,3.61911
grd,1987,3.80843
grd,1988,4.08053
grd,1989,4.07894
grd,1990,4.26096
grd,1991,4.29206
grd,1992,4.75215
grd,1993,4.1654
grd,1994,4.3812
grd,1995,4.58611
grd,1996,4.61397
grd,1997,4.54802
grd,1998,4.5829
grd,1999,4.75043
grd,2000,4.53463
grd,2001,4.50765
grd,2002,4.36593
grd,2003,3.8885
grd,2004,3.36139
grd,2005,2.89581
grd,2006,3.38349
grd,2007,3.59419
grd,2008,3.31366
grd,2009,3.31535
grd,2010,3.45304
grd,2011,3.37742
grd,2012,3.24683
grd,2013,3.38066
grd,2014,3.42072
grd,2015,3.41926
grd,2016,3.3533
grd,2017,3.0806
grd,2018,3.1166
grd,2019,3.37198
grd,2020,3.12897
grl,2003,6.48287
grl,2004,7.94234
grl,2005,8.31328
grl,2006,6.97657
grl,2007,5.82904
grl,2008,6.09935
grl,2009,4.7328
grl,2010,4.34366
grl,2011,5.30943
grl,2012,5.18837
grl,2013,5.06913
grl,2014,4.36399
grl,2015,4.05976
grl,2016,4.57426
grl,2017,2.536
grl,2018,4.8888
grl,2019,4.29667
gtm,1965,14.07911
gtm,1966,14.7353
gtm,1967,15.34896
gtm,1968,15.73616
gtm,1969,16.11534
gtm,1970,15.78624
gtm,1971,16.0186
gtm,1972,15.74129
gtm,1973,15.93989
gtm,1974,15.66928
gtm,1975,15.1443
gtm,1976,15.57491
gtm,1977,15.99236
gtm,1978,16.21385
gtm,1979,16.34888
gtm,1980,16.64789
gtm,1981,16.02609
gtm,1982,15.74743
gtm,1983,15.85358
gtm,1984,15.85647
gtm,1985,15.83787
gtm,1986,15.91388
gtm,1987,15.68125
gtm,1988,15.42572
gtm,1989,15.18129
gtm,1990,15.05099
gtm,1991,14.86376
gtm,1992,14.6426
gtm,1993,14.49709
gtm,1994,14.34611
gtm,1995,14.11392
gtm,1996,13.96892
gtm,1997,13.74618
gtm,1998,13.56736
gtm,1999,13.39703
gtm,2000,13.1709
gtm,2001,19.9898
gtm,2002,18.80801
gtm,2003,18.76241
gtm,2004,19.19369
gtm,2005,19.00164
gtm,2006,19.0348
gtm,2007,18.59078
gtm,2008,18.76713
gtm,2009,18.95369
gtm,2010,18.93837
gtm,2011,18.9569
gtm,2012,19.42673
gtm,2013,14.41642
gtm,2014,14.07665
gtm,2015,14.32633
gtm,2016,14.1906
gtm,2017,14.14044
gtm,2018,13.96447
gtm,2019,13.80208
gtm,2020,14.08969
guy,1960,9.32145
guy,1961,9.88701
guy,1962,10.6523
guy,1963,13.17624
guy,1964,11.08116
guy,1965,11.77931
guy,1966,10.93107
guy,1967,10.93346
guy,1968,10.66376
guy,1969,10.52948
guy,1970,10.64227
guy,1971,10.86687
guy,1972,10.66244
guy,1973,9.97208
guy,1974,12.60082
guy,1975,13.60842
guy,1976,11.87395
guy,1977,10.92736
guy,1978,10.84641
guy,1979,11.00973
guy,1980,10.74271
guy,1981,12.5861
guy,1982,12.37898
guy,1983,10.76294
guy,1984,11.00421
guy,1985,11.64103
guy,1986,12.48848
guy,1987,12.02878
guy,1988,11.11648
guy,1989,11.72314
guy,1990,4.55155
guy,1991,3.73146
guy,1992,3.76599
guy,1993,3.34382
guy,1994,3.0694
guy,1995,3.22416
guy,1996,3.10787
guy,1997,3.09061
guy,1998,2.95457
guy,1999,2.97659
guy,2000,2.64129
guy,2001,2.69782
guy,2002,2.85523
guy,2003,2.68908
guy,2004,2.63139
guy,2005,3.07145
guy,2006,6.78966
guy,2007,6.72345
guy,2008,6.91088
guy,2009,6.56112
guy,2010,5.74411
guy,2011,6.0184
guy,2012,6.01571
guy,2013,6.34595
guy,2014,6.04622
guy,2015,5.9391
guy,2016,4.96674
guy,2017,4.7893
guy,2018,4.66841
guy,2019,5.04918
guy,2020,4.24402
hkg,2000,4.59058
hkg,2001,4.0552
hkg,2002,3.52822
hkg,2003,3.10519
hkg,2004,2.99693
hkg,2005,2.80754
hkg,2006,2.63977
hkg,2007,1.96062
hkg,2008,1.84517
hkg,2009,1.73055
hkg,2010,1.71195
hkg,2011,1.58072
hkg,2012,1.50217
hkg,2013,1.41028
hkg,2014,1.23385
hkg,2015,1.11397
hkg,2016,1.07788
hkg,2017,1.02652
hkg,2018,0.97248
hkg,2019,1.03236
hkg,2020,0.94289
hnd,1960,11.33621
hnd,1961,11.24368
hnd,1962,11.37331
hnd,1963,11.59191
hnd,1964,11.64114
hnd,1965,11.30443
hnd,1966,11.4465
hnd,1967,11.38606
hnd,1968,11.67285
hnd,1969,12.32784
hnd,1970,12.51729
hnd,1971,13.40629
hnd,1972,13.7609
hnd,1973,14.30137
hnd,1974,14.20976
hnd,1975,14.19039
hnd,1976,13.46439
hnd,1977,13.26745
hnd,1978,16.81156
hnd,1979,18.15908
hnd,1980,16.63214
hnd,1981,15.52929
hnd,1982,17.0898
hnd,1983,17.66326
hnd,1984,19.19739
hnd,1985,18.88554
hnd,1986,18.69144
hnd,1987,19.8748
hnd,1988,18.71466
hnd,1989,20.11537
hnd,1990,21.54128
hnd,1991,19.4827
hnd,1992,19.36827
hnd,1993,18.49432
hnd,1994,20.44378
hnd,1995,19.85702
hnd,1996,20.23397
hnd,1997,19.2473
hnd,1998,19.47766
hnd,1999,20.93633
hnd,2000,20.53562
hnd,2001,19.63853
hnd,2002,19.89222
hnd,2003,19.77401
hnd,2004,19.15725
hnd,2005,19.08397
hnd,2006,18.97013
hnd,2007,17.95145
hnd,2008,17.80522
hnd,2009,16.63064
hnd,2010,16.53656
hnd,2011,17.19439
hnd,2012,17.68614
hnd,2013,17.29426
hnd,2014,17.25459
hnd,2015,17.54311
hnd,2016,17.14677
hnd,2017,17.12666
hnd,2018,16.89271
hnd,2019,16.35107
hnd,2020,16.02881
hrv,1995,18.30809
hrv,1996,16.42341
hrv,1997,16.77948
hrv,1998,15.95473
hrv,1999,15.93964
hrv,2000,16.66064
hrv,2001,16.35268
hrv,2002,15.22957
hrv,2003,14.85614
hrv,2004,15.02909
hrv,2005,14.30237
hrv,2006,13.80197
hrv,2007,13.89527
hrv,2008,13.51985
hrv,2009,13.28209
hrv,2010,12.98683
hrv,2011,13.61324
hrv,2012,13.5526
hrv,2013,12.63992
hrv,2014,12.7534
hrv,2015,12.77565
hrv,2016,12.89746
hrv,2017,12.76358
hrv,2018,12.31308
hrv,2019,11.91594
hrv,2020,12.1245
hti,1988,13.61747
hti,1989,14.45115
hti,1990,13.71583
hti,1991,11.45143
hti,1992,11.3877
hti,1993,13.1891
hti,1994,13.47243
hti,1995,19.19387
hti,1996,14.15761
hti,1997,10.77775
hti,1998,9.62112
hti,1999,10.06259
hti,2000,13.02901
hti,2001,13.82011
hti,2002,13.69268
hti,2003,14.43225
hti,2004,15.83805
hti,2005,15.92497
hti,2006,16.45285
hti,2007,15.59734
hti,2008,17.02154
hti,2009,16.86289
hti,2010,14.4766
hti,2011,14.65406
hti,2012,16.12659
hti,2013,15.76674
hti,2014,16.62959
hti,2015,16.98738
hti,2016,16.4623
hti,2017,16.4476
hti,2018,16.63875
hti,2019,17.0105
hti,2020,17.63778
hun,1995,18.18897
hun,1996,18.069
hun,1997,19.73487
hun,1998,19.97962
hun,1999,19.33785
hun,2000,19.10706
hun,2001,19.17472
hun,2002,18.55766
hun,2003,18.57478
hun,2004,18.95121
hun,2005,19.01112
hun,2006,19.68505
hun,2007,19.05008
hun,2008,18.25869
hun,2009,17.12434
hun,2010,18.07091
hun,2011,18.43024
hun,2012,18.46633
hun,2013,18.70747
hun,2014,19.43201
hun,2015,20.20945
hun,2016,19.60172
hun,2017,19.12328
hun,2018,18.50089
hun,2019,17.48545
hun,2020,17.49017
idn,1983,13.42839
idn,1984,15.06283
idn,1985,16.36745
idn,1986,16.75808
idn,1987,16.94513
idn,1988,18.474
idn,1989,18.1376
idn,1990,19.89303
idn,1991,20.95644
idn,1992,21.75644
idn,1993,22.30495
idn,1994,23.34804
idn,1995,24.13318
idn,1996,25.61663
idn,1997,26.79295
idn,1998,24.99567
idn,1999,25.99488
idn,2000,22.65975
idn,2001,30.7546
idn,2002,31.95328
idn,2003,28.25284
idn,2004,28.06583
idn,2005,27.40751
idn,2006,27.53757
idn,2007,27.04841
idn,2008,27.81427
idn,2009,26.35547
idn,2010,22.03863
idn,2011,21.76085
idn,2012,21.45096
idn,2013,21.02869
idn,2014,21.07518
idn,2015,20.98579
idn,2016,20.52297
idn,2017,20.16002
idn,2018,19.86319
idn,2019,19.70369
idn,2020,19.87827
ind,1960,14.75012
ind,1961,15.35384
ind,1962,15.8633
ind,1963,15.75239
ind,1964,14.85074
ind,1965,15.01091
ind,1966,14.50399
ind,1967,13.23186
ind,1968,13.52279
ind,1969,14.14647
ind,1970,14.45655
ind,1971,14.98229
ind,1972,15.10255
ind,1973,15.01529
ind,1974,16.34591
ind,1975,15.83849
ind,1976,16.26589
ind,1977,16.08087
ind,1978,17.09644
ind,1979,17.85203
ind,1980,16.75238
ind,1981,16.77044
ind,1982,16.37
ind,1983,16.66445
ind,1984,16.7078
ind,1985,16.41801
ind,1986,16.22158
ind,1987,16.20955
ind,1988,16.10153
ind,1989,16.90285
ind,1990,16.5976
ind,1991,15.67626
ind,1992,15.8008
ind,1993,15.91571
ind,1994,16.76414
ind,1995,17.86585
ind,1996,17.59634
ind,1997,16.51858
ind,1998,15.71932
ind,1999,15.18054
ind,2000,15.92702
ind,2001,15.30702
ind,2002,15.5587
ind,2003,15.58739
ind,2004,15.82725
ind,2005,15.97302
ind,2006,17.30365
ind,2007,16.86457
ind,2008,17.09867
ind,2009,17.14358
ind,2010,17.02993
ind,2011,16.13934
ind,2012,15.81692
ind,2013,15.25302
ind,2014,15.06557
ind,2015,15.58385
ind,2016,15.16224
ind,2017,15.01824
ind,2018,14.85326
ind,2019,13.32744
ind,2020,13.09523
irl,1995,20.68711
irl,1996,20.43954
irl,1997,21.7901
irl,1998,23.24454
irl,1999,23.53153
irl,2000,23.11914
irl,2001,25.24987
irl,2002,26.74511
irl,2003,23.35858
irl,2004,21.12736
irl,2005,19.59208
irl,2006,18.57306
irl,2007,17.97274
irl,2008,17.55907
irl,2009,20.38869
irl,2010,19.49618
irl,2011,21.0181
irl,2012,20.12802
irl,2013,19.68521
irl,2014,20.02609
irl,2015,34.90355
irl,2016,33.34783
irl,2017,32.14317
irl,2018,33.0255
irl,2019,32.01058
irl,2020,34.51644
irn,1960,8.5425
irn,1961,8.90996
irn,1962,9.95671
irn,1963,10.38073
irn,1964,10.59922
irn,1965,10.81533
irn,1966,11.32368
irn,1967,11.8221
irn,1968,11.99893
irn,1969,12.52657
irn,1970,12.42126
irn,1971,11.91651
irn,1972,11.70565
irn,1973,10.98557
irn,1974,8.73703
irn,1975,9.11293
irn,1976,9.4155
irn,1977,9.19537
irn,1978,8.82532
irn,1979,7.46535
irn,1980,9.8287
irn,1981,10.57036
irn,1982,10.14412
irn,1983,9.0625
irn,1984,9.46709
irn,1985,8.87593
irn,1986,9.15969
irn,1987,10.24176
irn,1988,11.31026
irn,1989,10.91542
irn,1990,14.51243
irn,1991,15.95461
irn,1992,16.0683
irn,1993,13.5643
irn,1994,15.51251
irn,1995,15.34432
irn,1996,16.50554
irn,1997,17.43598
irn,1998,16.89071
irn,1999,16.65999
irn,2000,16.63923
irn,2001,17.14813
irn,2002,15.09666
irn,2003,14.79314
irn,2004,15.70243
irn,2005,15.04149
irn,2006,15.03351
irn,2007,12.90762
irn,2008,12.96846
irn,2009,13.27449
irn,2010,12.78391
irn,2011,12.2096
irn,2012,14.44423
irn,2013,13.74564
irn,2014,13.7505
irn,2015,12.37444
irn,2016,11.89556
irn,2017,11.99471
irn,2018,13.49075
irn,2019,14.78214
irn,2020,17.6914
irq,1968,9.14451
irq,1969,9.58853
irq,1970,9.89846
irq,1971,8.67242
irq,1972,10.22271
irq,1973,10.13374
irq,1974,5.52207
irq,1975,6.80875
irq,1976,7.24394
irq,1977,8.34045
irq,1978,7.21391
irq,1979,5.62898
irq,1980,4.51597
irq,1981,6.36826
irq,1982,7.64076
irq,1983,8.01917
irq,1984,8.93897
irq,1985,9.85824
irq,1986,11.98335
irq,1987,11.76761
irq,1988,13.59084
irq,1989,13.20175
irq,1990,3.68108
irq,1991,3.19894
irq,1992,2.86912
irq,1993,2.65546
irq,1994,1.48477
irq,1995,1.39335
irq,1996,1.00502
irq,1997,0.65222
irq,1998,0.86118
irq,1999,0.87522
irq,2000,0.90811
irq,2001,1.47601
irq,2002,1.52194
irq,2003,1.02659
irq,2004,1.76139
irq,2005,1.32053
irq,2006,1.54122
irq,2007,1.63106
irq,2008,1.72244
irq,2009,2.61115
irq,2010,2.26991
irq,2011,2.8219
irq,2012,2.72178
irq,2013,2.29763
irq,2014,1.87706
irq,2015,2.17521
irq,2016,2.25287
irq,2017,2.1744
irq,2018,2.03198
irq,2019,2.12425
irq,2020,3.01269
isl,1995,12.22482
isl,1996,12.17081
isl,1997,14.0934
isl,1998,13.56356
isl,1999,11.97242
isl,2000,11.67119
isl,2001,13.43669
isl,2002,11.69933
isl,2003,11.05574
isl,2004,10.59372
isl,2005,8.75605
isl,2006,9.13181
isl,2007,7.91431
isl,2008,10.99002
isl,2009,10.87323
isl,2010,12.97003
isl,2011,13.21731
isl,2012,11.73585
isl,2013,11.67789
isl,2014,11.46143
isl,2015,10.69687
isl,2016,9.3148
isl,2017,8.89817
isl,2018,8.62288
isl,2019,8.62212
isl,2020,8.6938
isr,1995,15.49698
isr,1996,15.71613
isr,1997,16.04971
isr,1998,16.23808
isr,1999,16.25553
isr,2000,16.96221
isr,2001,15.62781
isr,2002,14.97336
isr,2003,14.53205
isr,2004,14.47308
isr,2005,15.07692
isr,2006,15.28349
isr,2007,15.63346
isr,2008,14.93096
isr,2009,14.1468
isr,2010,14.12585
isr,2011,13.64449
isr,2012,13.91482
isr,2013,12.73375
isr,2014,12.52618
isr,2015,12.70077
isr,2016,11.81251
isr,2017,11.33848
isr,2018,11.48591
isr,2019,11.2864
isr,2020,11.32377
ita,1990,20.02446
ita,1991,19.09649
ita,1992,18.57669
ita,1993,18.3987
ita,1994,18.67634
ita,1995,18.99765
ita,1996,18.64707
ita,1997,18.45551
ita,1998,18.35673
ita,1999,17.83118
ita,2000,17.57324
ita,2001,17.14257
ita,2002,16.80621
ita,2003,16.13052
ita,2004,15.8962
ita,2005,15.5488
ita,2006,15.60537
ita,2007,15.95543
ita,2008,15.47026
ita,2009,13.71377
ita,2010,14.22933
ita,2011,14.21405
ita,2012,13.84963
ita,2013,13.88002
ita,2014,13.97624
ita,2015,14.39537
ita,2016,14.79103
ita,2017,14.91387
ita,2018,15.00978
ita,2019,14.87202
ita,2020,14.84604
jam,1993,13.41418
jam,1994,13.47982
jam,1995,12.23286
jam,1996,12.1228
jam,1997,11.09923
jam,1998,10.37139
jam,1999,9.96478
jam,2000,9.34591
jam,2001,8.93732
jam,2002,8.42176
jam,2003,8.28396
jam,2004,8.21747
jam,2005,7.75152
jam,2006,7.61498
jam,2007,7.68942
jam,2008,8.03915
jam,2009,8.20948
jam,2010,7.75065
jam,2011,7.88642
jam,2012,8.08553
jam,2013,8.1688
jam,2014,8.12872
jam,2015,7.95715
jam,2016,7.67466
jam,2017,7.70702
jam,2018,7.6733
jam,2019,7.73846
jam,2020,7.95271
jor,1965,10.87768
jor,1966,11.95745
jor,1967,9.39716
jor,1968,12.77445
jor,1969,12.01923
jor,1970,10.4641
jor,1971,10.44591
jor,1972,10.22727
jor,1973,11.60916
jor,1974,6.94841
jor,1975,7.79995
jor,1976,8.57095
jor,1977,8.81141
jor,1978,8.48944
jor,1979,9.34606
jor,1980,8.98206
jor,1981,11.53296
jor,1982,10.99036
jor,1983,10.59543
jor,1984,10.76572
jor,1985,9.60278
jor,1986,12.24669
jor,1987,12.82363
jor,1988,11.05609
jor,1989,10.76873
jor,1990,12.76678
jor,1991,11.74422
jor,1992,12.31222
jor,1993,11.41311
jor,1994,13.44088
jor,1995,12.86984
jor,1996,11.60413
jor,1997,12.10009
jor,1998,13.2266
jor,1999,13.16645
jor,2000,13.45613
jor,2001,13.53259
jor,2002,14.53772
jor,2003,14.97663
jor,2004,16.23617
jor,2005,15.98086
jor,2006,16.9997
jor,2007,18.91386
jor,2008,21.15498
jor,2009,20.12829
jor,2010,18.92654
jor,2011,19.30847
jor,2012,18.78887
jor,2013,19.27667
jor,2014,18.84794
jor,2015,18.36162
jor,2016,18.00541
jor,2017,18.04876
jor,2018,17.89706
jor,2019,17.70206
jor,2020,17.27053
jpn,1994,23.46922
jpn,1995,23.47177
jpn,1996,23.36116
jpn,1997,23.35049
jpn,1998,22.83664
jpn,1999,22.40186
jpn,2000,22.45221
jpn,2001,21.11972
jpn,2002,20.7147
jpn,2003,20.91713
jpn,2004,21.12059
jpn,2005,21.42337
jpn,2006,21.39929
jpn,2007,21.87551
jpn,2008,21.27403
jpn,2009,19.04768
jpn,2010,20.7662
jpn,2011,19.53555
jpn,2012,19.66671
jpn,2013,19.32903
jpn,2014,19.59361
jpn,2015,20.46247
jpn,2016,20.28804
jpn,2017,20.43595
jpn,2018,20.6867
jpn,2019,20.3067
kaz,1995,14.60702
kaz,1996,13.24728
kaz,1997,13.33635
kaz,1998,12.0199
kaz,1999,14.09165
kaz,2000,16.49804
kaz,2001,16.44509
kaz,2002,14.49613
kaz,2003,14.21775
kaz,2004,13.31415
kaz,2005,12.04139
kaz,2006,11.63246
kaz,2007,11.49161
kaz,2008,11.77389
kaz,2009,10.87215
kaz,2010,11.32132
kaz,2011,11.08657
kaz,2012,11.0808
kaz,2013,10.63497
kaz,2014,10.31824
kaz,2015,10.27541
kaz,2016,11.33014
kaz,2017,11.28016
kaz,2018,11.42862
kaz,2019,11.46636
kaz,2020,13.07253
ken,1960,8.70858
ken,1961,9.18609
ken,1962,8.62147
ken,1963,8.69231
ken,1964,9.57948
ken,1965,10.52189
ken,1966,10.0024
ken,1967,10.29078
ken,1968,10.35753
ken,1969,10.91293
ken,1970,10.85461
ken,1971,11.2857
ken,1972,10.35477
ken,1973,10.77764
ken,1974,11.2586
ken,1975,10.61252
ken,1976,9.91882
ken,1977,9.67471
ken,1978,10.69992
ken,1979,10.72869
ken,1980,10.94973
ken,1981,10.58275
ken,1982,10.60019
ken,1983,10.25879
ken,1984,10.33049
ken,1985,10.28453
ken,1986,10.35636
ken,1987,9.94954
ken,1988,10.15566
ken,1989,10.0392
ken,1990,10.05327
ken,1991,10.41255
ken,1992,9.30708
ken,1993,8.51098
ken,1994,9.02396
ken,1995,8.36345
ken,1996,11.85948
ken,1997,11.56828
ken,1998,10.92996
ken,1999,10.14458
ken,2000,10.31558
ken,2001,9.77994
ken,2002,9.82361
ken,2003,9.70903
ken,2004,10.00079
ken,2005,10.53609
ken,2006,12.68936
ken,2007,12.79044
ken,2008,12.09577
ken,2009,11.49295
ken,2010,11.16038
