geo,time,sh_dth_0509
arg,2020,583
arm,1990,130
arm,1991,120
arm,1992,110
arm,1993,101
arm,1994,92
arm,1995,85
arm,1996,78
arm,1997,72
arm,1998,66
arm,1999,60
arm,2000,55
arm,2001,50
arm,2002,46
arm,2003,43
arm,2004,40
arm,2005,37
arm,2006,35
arm,2007,34
arm,2008,34
arm,2009,35
arm,2010,36
arm,2011,37
arm,2012,38
arm,2013,39
arm,2014,40
arm,2015,41
arm,2016,42
arm,2017,43
arm,2018,43
arm,2019,43
arm,2020,43
atg,1990,2
atg,1991,2
atg,1992,2
atg,1993,2
atg,1994,2
atg,1995,2
atg,1996,2
atg,1997,2
atg,1998,2
atg,1999,2
atg,2000,2
atg,2001,2
atg,2002,2
atg,2003,2
atg,2004,2
atg,2005,2
atg,2006,2
atg,2007,2
atg,2008,1
atg,2009,1
atg,2010,1
atg,2011,1
atg,2012,1
atg,2013,1
atg,2014,1
atg,2015,1
atg,2016,1
atg,2017,1
atg,2018,1
atg,2019,1
atg,2020,1
aus,1990,227
aus,1991,222
aus,1992,216
aus,1993,209
aus,1994,202
aus,1995,196
aus,1996,190
aus,1997,185
aus,1998,180
aus,1999,175
aus,2000,170
aus,2001,164
aus,2002,158
aus,2003,151
aus,2004,145
aus,2005,140
aus,2006,136
aus,2007,133
aus,2008,131
aus,2009,130
aus,2010,129
aus,2011,128
aus,2012,128
aus,2013,128
aus,2014,127
aus,2015,126
aus,2016,124
aus,2017,121
aus,2018,117
aus,2019,112
aus,2020,108
aut,1990,82
aut,1991,81
aut,1992,78
aut,1993,76
aut,1994,73
aut,1995,70
aut,1996,67
aut,1997,65
aut,1998,63
aut,1999,61
aut,2000,59
aut,2001,56
aut,2002,54
aut,2003,50
aut,2004,47
aut,2005,45
aut,2006,42
aut,2007,40
aut,2008,38
aut,2009,37
aut,2010,36
aut,2011,35
aut,2012,33
aut,2013,32
aut,2014,31
aut,2015,31
aut,2016,30
aut,2017,29
aut,2018,29
aut,2019,28
aut,2020,28
aze,1990,541
aze,1991,578
aze,1992,699
aze,1993,649
aze,1994,672
aze,1995,679
aze,1996,671
aze,1997,648
aze,1998,615
aze,1999,577
aze,2000,539
aze,2001,500
aze,2002,458
aze,2003,415
aze,2004,372
aze,2005,333
aze,2006,301
aze,2007,275
aze,2008,255
aze,2009,240
aze,2010,228
aze,2011,219
aze,2012,214
aze,2013,214
aze,2014,217
aze,2015,223
aze,2016,232
aze,2017,244
aze,2018,259
aze,2019,274
aze,2020,320
bdi,1990,6964
bdi,1991,7642
bdi,1992,8272
bdi,1993,13435
bdi,1994,9155
bdi,1995,9328
bdi,1996,9406
bdi,1997,9371
bdi,1998,9208
bdi,1999,8949
bdi,2000,8574
bdi,2001,8071
bdi,2002,7439
bdi,2003,6725
bdi,2004,6014
bdi,2005,5351
bdi,2006,4798
bdi,2007,4368
bdi,2008,4065
bdi,2009,3869
bdi,2010,3751
bdi,2011,3721
bdi,2012,3754
bdi,2013,3837
bdi,2014,3939
bdi,2015,4048
bdi,2016,4144
bdi,2017,4216
bdi,2018,4266
bdi,2019,4292
bdi,2020,4295
bel,1990,117
bel,1991,114
bel,1992,110
bel,1993,106
bel,1994,103
bel,1995,100
bel,1996,97
bel,1997,93
bel,1998,91
bel,1999,88
bel,2000,85
bel,2001,82
bel,2002,78
bel,2003,75
bel,2004,71
bel,2005,68
bel,2006,66
bel,2007,64
bel,2008,62
bel,2009,60
bel,2010,59
bel,2011,58
bel,2012,58
bel,2013,57
bel,2014,57
bel,2015,56
bel,2016,55
bel,2017,54
bel,2018,53
bel,2019,52
bel,2020,50
ben,1990,4367
ben,1991,4360
ben,1992,4365
ben,1993,4365
ben,1994,4357
ben,1995,4338
ben,1996,4346
ben,1997,4354
ben,1998,4356
ben,1999,4357
ben,2000,4353
ben,2001,4364
ben,2002,4375
ben,2003,4382
ben,2004,4380
ben,2005,4369
ben,2006,4378
ben,2007,4378
ben,2008,4373
ben,2009,4362
ben,2010,4344
ben,2011,4339
ben,2012,4337
ben,2013,4331
ben,2014,4320
ben,2015,4298
ben,2016,4279
ben,2017,4259
ben,2018,4222
ben,2019,4192
ben,2020,4155
bfa,1990,7924
bfa,1991,8052
bfa,1992,8165
bfa,1993,8264
bfa,1994,8338
bfa,1995,8381
bfa,1996,8487
bfa,1997,8588
bfa,1998,8656
bfa,1999,8686
bfa,2000,8657
bfa,2001,8657
bfa,2002,8629
bfa,2003,8575
bfa,2004,8483
bfa,2005,8348
bfa,2006,8257
bfa,2007,8154
bfa,2008,8053
bfa,2009,7964
bfa,2010,7869
bfa,2011,7811
bfa,2012,7768
bfa,2013,7733
bfa,2014,7696
bfa,2015,7619
bfa,2016,7569
bfa,2017,7505
bfa,2018,7407
bfa,2019,7313
bfa,2020,7202
bgd,1990,48758
bgd,1991,76856
bgd,1992,45253
bgd,1993,43811
bgd,1994,42620
bgd,1995,41223
bgd,1996,38891
bgd,1997,34874
bgd,1998,29924
bgd,1999,25341
bgd,2000,21814
bgd,2001,19718
bgd,2002,19042
bgd,2003,19460
bgd,2004,20308
bgd,2005,21000
bgd,2006,21306
bgd,2007,20828
bgd,2008,19667
bgd,2009,18110
bgd,2010,16403
bgd,2011,14746
bgd,2012,13254
bgd,2013,11996
bgd,2014,10997
bgd,2015,10287
bgd,2016,9869
bgd,2017,9731
bgd,2018,9746
bgd,2019,9740
bgd,2020,9635
bgr,1990,250
bgr,1991,239
bgr,1992,229
bgr,1993,221
bgr,1994,215
bgr,1995,209
bgr,1996,201
bgr,1997,189
bgr,1998,171
bgr,1999,151
bgr,2000,133
bgr,2001,117
bgr,2002,105
bgr,2003,97
bgr,2004,91
bgr,2005,87
bgr,2006,84
bgr,2007,82
bgr,2008,81
bgr,2009,79
bgr,2010,76
bgr,2011,73
bgr,2012,70
bgr,2013,68
bgr,2014,66
bgr,2015,64
bgr,2016,62
bgr,2017,59
bgr,2018,55
bgr,2019,51
bgr,2020,48
bhr,1990,22
bhr,1991,22
bhr,1992,23
bhr,1993,23
bhr,1994,23
bhr,1995,23
bhr,1996,23
bhr,1997,23
bhr,1998,23
bhr,1999,24
bhr,2000,25
bhr,2001,24
bhr,2002,24
bhr,2003,23
bhr,2004,23
bhr,2005,23
bhr,2006,23
bhr,2007,22
bhr,2008,21
bhr,2009,21
bhr,2010,20
bhr,2011,20
bhr,2012,20
bhr,2013,19
bhr,2014,19
bhr,2015,19
bhr,2016,19
bhr,2017,19
bhr,2018,19
bhr,2019,19
bhr,2020,19
bhs,1990,16
bhs,1991,16
bhs,1992,16
bhs,1993,16
bhs,1994,15
bhs,1995,15
bhs,1996,14
bhs,1997,14
bhs,1998,15
bhs,1999,15
bhs,2000,14
bhs,2001,14
bhs,2002,13
bhs,2003,13
bhs,2004,13
bhs,2005,12
bhs,2006,12
bhs,2007,11
bhs,2008,11
bhs,2009,11
bhs,2010,10
bhs,2011,10
bhs,2012,9
bhs,2013,9
bhs,2014,8
bhs,2015,8
bhs,2016,8
bhs,2017,7
bhs,2018,6
bhs,2019,45
bhs,2020,6
bih,1990,101
bih,1991,92
bih,1992,522
bih,1993,504
bih,1994,315
bih,1995,81
bih,1996,57
bih,1997,53
bih,1998,49
bih,1999,46
bih,2000,42
bih,2001,40
bih,2002,37
bih,2003,36
bih,2004,34
bih,2005,32
bih,2006,31
bih,2007,28
bih,2008,26
bih,2009,23
bih,2010,21
bih,2011,20
bih,2012,19
bih,2013,19
bih,2014,20
bih,2015,20
bih,2016,20
bih,2017,20
bih,2018,19
bih,2019,17
bih,2020,16
blr,1990,344
blr,1991,336
blr,1992,327
blr,1993,315
blr,1994,302
blr,1995,286
blr,1996,268
blr,1997,248
blr,1998,224
blr,1999,201
blr,2000,179
blr,2001,162
blr,2002,147
blr,2003,134
blr,2004,124
blr,2005,115
blr,2006,106
blr,2007,100
blr,2008,95
blr,2009,92
blr,2010,88
blr,2011,86
blr,2012,83
blr,2013,82
blr,2014,80
blr,2015,78
blr,2016,75
blr,2017,72
blr,2018,70
blr,2019,68
blr,2020,66
blz,1990,14
blz,1991,14
blz,1992,14
blz,1993,14
blz,1994,14
blz,1995,14
blz,1996,14
blz,1997,14
blz,1998,15
blz,1999,15
blz,2000,16
blz,2001,16
blz,2002,16
blz,2003,16
blz,2004,16
blz,2005,16
blz,2006,16
blz,2007,15
blz,2008,15
blz,2009,15
blz,2010,14
blz,2011,14
blz,2012,13
blz,2013,12
blz,2014,12
blz,2015,11
blz,2016,11
blz,2017,11
blz,2018,10
blz,2019,10
blz,2020,10
bol,1990,1332
bol,1991,1292
bol,1992,1254
bol,1993,1220
bol,1994,1187
bol,1995,1150
bol,1996,1120
bol,1997,1089
bol,1998,1058
bol,1999,1025
bol,2000,994
bol,2001,967
bol,2002,940
bol,2003,912
bol,2004,885
bol,2005,856
bol,2006,828
bol,2007,801
bol,2008,772
bol,2009,741
bol,2010,712
bol,2011,684
bol,2012,657
bol,2013,630
bol,2014,606
bol,2015,583
bol,2016,563
bol,2017,545
bol,2018,527
bol,2019,509
bol,2020,492
bra,1990,7073
bra,1991,6901
bra,1992,6708
bra,1993,6500
bra,1994,6291
bra,1995,6096
bra,1996,5917
bra,1997,5746
bra,1998,5591
bra,1999,5453
bra,2000,5322
bra,2001,5206
bra,2002,5110
bra,2003,5031
bra,2004,4953
bra,2005,4865
bra,2006,4769
bra,2007,4653
bra,2008,4515
bra,2009,4359
bra,2010,4199
bra,2011,4038
bra,2012,3869
bra,2013,3698
bra,2014,3531
bra,2015,3380
bra,2016,3253
bra,2017,3153
bra,2018,3077
bra,2019,3015
bra,2020,2951
brb,1990,5
brb,1991,5
brb,1992,5
brb,1993,5
brb,1994,5
brb,1995,5
brb,1996,4
brb,1997,4
brb,1998,4
brb,1999,4
brb,2000,4
brb,2001,4
brb,2002,4
brb,2003,4
brb,2004,3
brb,2005,3
brb,2006,3
brb,2007,3
brb,2008,3
brb,2009,3
brb,2010,3
brb,2011,3
brb,2012,3
brb,2013,2
brb,2014,2
brb,2015,2
brb,2016,2
brb,2017,2
brb,2018,2
brb,2019,2
brb,2020,2
brn,1990,12
brn,1991,12
brn,1992,12
brn,1993,11
brn,1994,11
brn,1995,11
brn,1996,11
brn,1997,11
brn,1998,11
brn,1999,11
brn,2000,10
brn,2001,10
brn,2002,10
brn,2003,10
brn,2004,9
brn,2005,9
brn,2006,9
brn,2007,9
brn,2008,9
brn,2009,9
brn,2010,8
brn,2011,8
brn,2012,8
brn,2013,8
brn,2014,7
brn,2015,7
brn,2016,7
brn,2017,7
brn,2018,7
brn,2019,7
brn,2020,8
btn,1990,219
btn,1991,214
btn,1992,208
btn,1993,202
btn,1994,197
btn,1995,191
btn,1996,187
btn,1997,182
btn,1998,176
btn,1999,170
btn,2000,182
btn,2001,155
btn,2002,147
btn,2003,138
btn,2004,128
btn,2005,118
btn,2006,109
btn,2007,100
btn,2008,91
btn,2009,82
btn,2010,74
btn,2011,66
btn,2012,59
btn,2013,53
btn,2014,49
btn,2015,45
btn,2016,42
btn,2017,39
btn,2018,37
btn,2019,35
btn,2020,33
bwa,1990,511
bwa,1991,504
bwa,1992,493
bwa,1993,478
bwa,1994,462
bwa,1995,445
bwa,1996,431
bwa,1997,417
bwa,1998,405
bwa,1999,391
bwa,2000,376
bwa,2001,362
bwa,2002,347
bwa,2003,331
bwa,2004,316
bwa,2005,304
bwa,2006,332
bwa,2007,285
bwa,2008,279
bwa,2009,274
bwa,2010,268
bwa,2011,262
bwa,2012,256
bwa,2013,250
bwa,2014,245
bwa,2015,241
bwa,2016,236
bwa,2017,232
bwa,2018,229
bwa,2019,225
bwa,2020,220
caf,1990,1446
caf,1991,1455
caf,1992,1471
caf,1993,1489
caf,1994,1510
caf,1995,1526
caf,1996,1555
caf,1997,1584
caf,1998,1611
caf,1999,1638
caf,2000,1665
caf,2001,1715
caf,2002,1770
caf,2003,1838
caf,2004,1910
caf,2005,1977
caf,2006,2058
caf,2007,2138
caf,2008,2212
caf,2009,2266
caf,2010,2304
caf,2011,2351
caf,2012,2381
caf,2013,2398
caf,2014,2609
caf,2015,2382
caf,2016,2357
caf,2017,2330
caf,2018,2297
caf,2019,2257
caf,2020,2212
can,1990,377
can,1991,366
can,1992,354
can,1993,342
can,1994,329
can,1995,317
can,1996,306
can,1997,295
can,1998,285
can,1999,274
can,2000,263
can,2001,251
can,2002,239
can,2003,225
can,2004,212
can,2005,201
can,2006,192
can,2007,184
can,2008,177
can,2009,172
can,2010,168
can,2011,165
can,2012,162
can,2013,162
can,2014,162
can,2015,162
can,2016,161
can,2017,159
can,2018,155
can,2019,151
can,2020,147
che,1990,72
che,1991,71
che,1992,69
che,1993,68
che,1994,66
che,1995,64
che,1996,62
che,1997,59
che,1998,57
che,1999,55
che,2000,53
che,2001,50
che,2002,48
che,2003,45
che,2004,43
che,2005,40
che,2006,38
che,2007,36
che,2008,34
che,2009,33
che,2010,32
che,2011,31
che,2012,30
che,2013,29
che,2014,29
che,2015,29
che,2016,29
che,2017,28
che,2018,28
che,2019,28
che,2020,28
chl,1990,401
chl,1991,388
chl,1992,378
chl,1993,370
chl,1994,362
chl,1995,354
chl,1996,345
chl,1997,335
chl,1998,325
chl,1999,313
chl,2000,301
chl,2001,288
chl,2002,274
chl,2003,259
chl,2004,244
chl,2005,230
chl,2006,218
chl,2007,207
chl,2008,198
chl,2009,190
chl,2010,223
chl,2011,177
chl,2012,172
chl,2013,168
chl,2014,166
chl,2015,163
chl,2016,160
chl,2017,157
chl,2018,154
chl,2019,150
chl,2020,146
chn,1990,92212
chn,1991,89891
chn,1992,89209
chn,1993,89407
chn,1994,89024
chn,1995,86466
chn,1996,82046
chn,1997,74739
chn,1998,65398
chn,1999,55788
chn,2000,47965
chn,2001,42194
chn,2002,38008
chn,2003,35235
chn,2004,33187
chn,2005,31098
chn,2006,28969
chn,2007,27006
chn,2008,29531
chn,2009,23521
chn,2010,22070
chn,2011,20874
chn,2012,19879
chn,2013,19125
chn,2014,18476
chn,2015,17903
chn,2016,17374
chn,2017,16849
chn,2018,16417
chn,2019,15925
chn,2020,15453
civ,1990,6341
civ,1991,6458
civ,1992,6566
civ,1993,6663
civ,1994,6743
civ,1995,6808
civ,1996,6922
civ,1997,7032
civ,1998,7134
civ,1999,7227
civ,2000,7307
civ,2001,7467
civ,2002,7643
civ,2003,7816
civ,2004,8003
civ,2005,8178
civ,2006,8380
civ,2007,8585
civ,2008,8792
civ,2009,8971
civ,2010,9147
civ,2011,9319
civ,2012,9448
civ,2013,9550
civ,2014,9624
civ,2015,9686
civ,2016,9736
civ,2017,9761
civ,2018,9799
civ,2019,9822
civ,2020,9821
cmr,1990,7834
cmr,1991,8067
cmr,1992,8278
cmr,1993,8459
cmr,1994,8612
cmr,1995,8736
cmr,1996,8884
cmr,1997,9008
cmr,1998,9101
cmr,1999,9155
cmr,2000,9181
cmr,2001,9267
cmr,2002,9330
cmr,2003,9385
cmr,2004,9438
cmr,2005,9475
cmr,2006,9567
cmr,2007,9691
cmr,2008,9837
cmr,2009,9970
cmr,2010,10076
cmr,2011,10169
cmr,2012,10272
cmr,2013,10344
cmr,2014,10408
cmr,2015,10434
cmr,2016,10485
cmr,2017,10516
cmr,2018,10501
cmr,2019,10424
cmr,2020,10285
cod,1990,26895
cod,1991,27454
cod,1992,28041
cod,1993,28572
cod,1994,28951
cod,1995,29224
cod,1996,29570
cod,1997,29763
cod,1998,29866
cod,1999,29909
cod,2000,29905
cod,2001,30160
cod,2002,30458
cod,2003,30735
cod,2004,31000
cod,2005,31218
cod,2006,31591
cod,2007,32057
cod,2008,32578
cod,2009,33085
cod,2010,33537
cod,2011,34127
cod,2012,34720
cod,2013,35239
cod,2014,35762
cod,2015,36184
cod,2016,36513
cod,2017,36744
cod,2018,36883
cod,2019,36952
cod,2020,36942
cog,1990,1409
cog,1991,1373
cog,1992,1337
cog,1993,1303
cog,1994,1275
cog,1995,1245
cog,1996,1224
cog,1997,1203
cog,1998,1183
cog,1999,1159
cog,2000,1136
cog,2001,1115
cog,2002,1095
cog,2003,1075
cog,2004,1049
cog,2005,1026
cog,2006,1003
cog,2007,981
cog,2008,960
cog,2009,935
cog,2010,911
cog,2011,894
cog,2012,878
cog,2013,862
cog,2014,851
cog,2015,837
cog,2016,828
cog,2017,816
cog,2018,808
cog,2019,1173
cog,2020,782
col,1990,1728
col,1991,1674
col,1992,1621
col,1993,1570
col,1994,1522
col,1995,1483
col,1996,1454
col,1997,1439
col,1998,1434
col,1999,1431
col,2000,1421
col,2001,1402
col,2002,1370
col,2003,1330
col,2004,1285
col,2005,1242
col,2006,1203
col,2007,1167
col,2008,1132
col,2009,1098
col,2010,1060
col,2011,1021
col,2012,979
col,2013,938
col,2014,901
col,2015,871
col,2016,847
col,2017,828
col,2018,813
col,2019,798
col,2020,781
com,1990,149
com,1991,150
com,1992,150
com,1993,151
com,1994,151
com,1995,150
com,1996,150
com,1997,149
com,1998,148
com,1999,146
com,2000,144
com,2001,143
com,2002,142
com,2003,142
com,2004,141
com,2005,142
com,2006,142
com,2007,142
com,2008,142
com,2009,142
com,2010,141
com,2011,140
com,2012,139
com,2013,139
com,2014,138
com,2015,137
com,2016,135
com,2017,134
com,2018,133
com,2019,131
com,2020,129
cpv,1990,34
cpv,1991,34
cpv,1992,34
cpv,1993,35
cpv,1994,35
cpv,1995,61
cpv,1996,35
cpv,1997,34
cpv,1998,33
cpv,1999,32
cpv,2000,31
cpv,2001,29
cpv,2002,28
cpv,2003,26
cpv,2004,24
cpv,2005,22
cpv,2006,20
cpv,2007,19
cpv,2008,18
cpv,2009,17
cpv,2010,16
cpv,2011,15
cpv,2012,14
cpv,2013,14
cpv,2014,13
cpv,2015,12
cpv,2016,12
cpv,2017,11
cpv,2018,11
cpv,2019,10
cpv,2020,10
cri,1990,104
cri,1991,104
cri,1992,105
cri,1993,105
cri,1994,105
cri,1995,104
cri,1996,103
cri,1997,101
cri,1998,99
cri,1999,96
cri,2000,93
cri,2001,90
cri,2002,87
cri,2003,84
cri,2004,81
cri,2005,78
cri,2006,76
cri,2007,73
cri,2008,69
cri,2009,66
cri,2010,64
cri,2011,62
cri,2012,60
cri,2013,58
cri,2014,57
cri,2015,56
cri,2016,55
cri,2017,54
cri,2018,53
cri,2019,52
cri,2020,51
cub,1990,285
cub,1991,284
cub,1992,286
cub,1993,288
cub,1994,289
cub,1995,286
cub,1996,278
cub,1997,264
cub,1998,244
cub,1999,222
cub,2000,203
cub,2001,187
cub,2002,174
cub,2003,165
cub,2004,159
cub,2005,152
cub,2006,146
cub,2007,139
cub,2008,133
cub,2009,127
cub,2010,122
cub,2011,118
cub,2012,116
cub,2013,114
cub,2014,112
cub,2015,111
cub,2016,110
cub,2017,110
cub,2018,110
cub,2019,109
cub,2020,108
cyp,1990,15
cyp,1991,15
cyp,1992,15
cyp,1993,15
cyp,1994,15
cyp,1995,15
cyp,1996,15
cyp,1997,16
cyp,1998,16
cyp,1999,16
cyp,2000,16
cyp,2001,16
cyp,2002,16
cyp,2003,16
cyp,2004,15
cyp,2005,14
cyp,2006,14
cyp,2007,13
cyp,2008,12
cyp,2009,11
cyp,2010,11
cyp,2011,10
cyp,2012,10
cyp,2013,10
cyp,2014,9
cyp,2015,9
cyp,2016,9
cyp,2017,9
cyp,2018,8
cyp,2019,8
cyp,2020,8
cze,1990,176
cze,1991,162
cze,1992,153
cze,1993,148
cze,1994,145
cze,1995,140
cze,1996,133
cze,1997,126
cze,1998,118
cze,1999,109
cze,2000,101
cze,2001,92
cze,2002,83
cze,2003,74
cze,2004,66
cze,2005,59
cze,2006,54
cze,2007,51
cze,2008,50
cze,2009,50
cze,2010,50
cze,2011,49
cze,2012,49
cze,2013,49
cze,2014,49
cze,2015,49
cze,2016,48
cze,2017,47
cze,2018,45
cze,2019,43
cze,2020,41
deu,1990,873
deu,1991,842
deu,1992,806
deu,1993,767
deu,1994,726
deu,1995,685
deu,1996,642
deu,1997,599
deu,1998,556
deu,1999,517
deu,2000,485
deu,2001,459
deu,2002,438
deu,2003,422
deu,2004,407
deu,2005,392
deu,2006,375
deu,2007,357
deu,2008,340
deu,2009,324
deu,2010,311
deu,2011,302
deu,2012,295
deu,2013,288
deu,2014,282
deu,2015,278
deu,2016,277
deu,2017,277
deu,2018,278
deu,2019,279
deu,2020,280
dji,1990,278
dji,1991,279
dji,1992,282
dji,1993,287
dji,1994,294
dji,1995,298
dji,1996,301
dji,1997,299
dji,1998,292
dji,1999,283
dji,2000,273
dji,2001,266
dji,2002,260
dji,2003,255
dji,2004,250
dji,2005,244
dji,2006,234
dji,2007,224
dji,2008,214
dji,2009,204
dji,2010,194
dji,2011,188
dji,2012,181
dji,2013,174
dji,2014,167
dji,2015,161
dji,2016,156
dji,2017,153
dji,2018,152
dji,2019,151
dji,2020,148
dma,1990,3
dma,1991,2
dma,1992,2
dma,1993,2
dma,1994,2
dma,1995,2
dma,1996,2
dma,1997,2
dma,1998,2
dma,1999,2
dma,2000,2
dma,2001,2
dma,2002,2
dma,2003,2
dma,2004,2
dma,2005,2
dma,2006,2
dma,2007,2
dma,2008,2
dma,2009,2
dma,2010,2
dma,2011,1
dma,2012,1
dma,2013,1
dma,2014,1
dma,2015,1
dma,2016,1
dma,2017,1
dma,2018,1
dma,2019,1
dma,2020,1
dnk,1990,51
dnk,1991,49
dnk,1992,47
dnk,1993,47
dnk,1994,46
dnk,1995,46
dnk,1996,46
dnk,1997,45
dnk,1998,45
dnk,1999,44
dnk,2000,43
dnk,2001,42
dnk,2002,40
dnk,2003,38
dnk,2004,36
dnk,2005,34
dnk,2006,32
dnk,2007,30
dnk,2008,28
dnk,2009,27
dnk,2010,26
dnk,2011,24
dnk,2012,23
dnk,2013,23
dnk,2014,22
dnk,2015,21
dnk,2016,20
dnk,2017,19
dnk,2018,18
dnk,2019,17
dnk,2020,16
dom,1990,783
dom,1991,757
dom,1992,731
dom,1993,707
dom,1994,684
dom,1995,663
dom,1996,644
dom,1997,627
dom,1998,612
dom,1999,597
dom,2000,582
dom,2001,566
dom,2002,550
dom,2003,531
dom,2004,513
dom,2005,495
dom,2006,478
dom,2007,461
dom,2008,445
dom,2009,430
dom,2010,416
dom,2011,403
dom,2012,390
dom,2013,377
dom,2014,365
dom,2015,354
dom,2016,342
dom,2017,334
dom,2018,324
dom,2019,316
dom,2020,307
dza,1990,4059
dza,1991,3967
dza,1992,3862
dza,1993,3745
dza,1994,3614
dza,1995,3473
dza,1996,3327
dza,1997,3172
dza,1998,3008
dza,1999,2831
dza,2000,2644
dza,2001,2453
dza,2002,2251
dza,2003,2257
dza,2004,1864
dza,2005,1709
dza,2006,1588
dza,2007,1495
dza,2008,1428
dza,2009,1383
dza,2010,1359
dza,2011,1357
dza,2012,1385
dza,2013,1433
dza,2014,1487
dza,2015,1525
dza,2016,1547
dza,2017,1552
dza,2018,1542
dza,2019,1522
dza,2020,1499
ecu,1990,977
ecu,1991,944
ecu,1992,910
ecu,1993,876
ecu,1994,846
ecu,1995,819
ecu,1996,798
ecu,1997,782
ecu,1998,768
ecu,1999,756
ecu,2000,744
ecu,2001,731
ecu,2002,716
ecu,2003,700
ecu,2004,682
ecu,2005,661
ecu,2006,638
ecu,2007,613
ecu,2008,586
ecu,2009,559
ecu,2010,533
ecu,2011,509
ecu,2012,488
ecu,2013,468
ecu,2014,451
ecu,2015,435
ecu,2016,419
ecu,2017,404
ecu,2018,389
ecu,2019,375
ecu,2020,359
egy,1990,9076
egy,1991,8542
egy,1992,8058
egy,1993,7643
egy,1994,7288
egy,1995,6954
egy,1996,6638
egy,1997,6285
egy,1998,5896
egy,1999,5502
egy,2000,5153
egy,2001,4866
egy,2002,4654
egy,2003,4525
egy,2004,4470
egy,2005,4466
egy,2006,4523
egy,2007,4614
egy,2008,4705
egy,2009,4775
egy,2010,4826
egy,2011,4860
egy,2012,4861
egy,2013,4841
egy,2014,4817
egy,2015,4811
egy,2016,4834
egy,2017,4924
egy,2018,5068
egy,2019,5221
egy,2020,5313
eri,1990,2009
eri,1991,1913
eri,1992,1809
eri,1993,1698
eri,1994,1580
eri,1995,1461
eri,1996,1325
eri,1997,1196
eri,1998,1077
eri,1999,968
eri,2000,873
eri,2001,778
eri,2002,695
eri,2003,622
eri,2004,561
eri,2005,513
eri,2006,484
eri,2007,466
eri,2008,458
eri,2009,451
eri,2010,445
eri,2011,441
eri,2012,442
eri,2013,441
eri,2014,439
eri,2015,433
eri,2016,422
eri,2017,405
eri,2018,382
eri,2019,357
eri,2020,335
esp,1990,569
esp,1991,520
esp,1992,478
esp,1993,444
esp,1994,414
esp,1995,387
esp,1996,362
esp,1997,341
esp,1998,323
esp,1999,308
esp,2000,293
esp,2001,281
esp,2002,270
esp,2003,258
esp,2004,247
esp,2005,238
esp,2006,234
esp,2007,229
