geo,time,sh_sta_hygn_ru_zs
gnb,2016,9.2234
gnb,2017,10.5253
gnb,2018,11.82719
gnb,2019,13.12909
gnb,2020,14.43098
gnq,2007,19.8915
gnq,2008,19.8915
gnq,2009,19.8915
gnq,2010,19.8915
gnq,2011,19.8915
gnq,2012,19.8915
gnq,2013,19.8915
gnq,2014,19.8915
gnq,2015,19.8915
gtm,2011,69.92723
gtm,2012,69.92723
gtm,2013,69.92723
gtm,2014,69.92723
gtm,2015,69.92723
gtm,2016,69.92723
gtm,2017,69.92723
gtm,2018,69.92723
gtm,2019,69.92723
guy,2010,78.14103
guy,2011,78.14103
guy,2012,78.14103
guy,2013,78.14103
guy,2014,78.14103
guy,2015,78.14103
guy,2016,78.14103
guy,2017,78.14103
guy,2018,78.14103
hnd,2008,80.33214
hnd,2009,80.33214
hnd,2010,80.33214
hnd,2011,80.33214
hnd,2012,80.33214
hnd,2013,80.33214
hnd,2014,80.33214
hnd,2015,80.33214
hnd,2016,80.33214
hti,2006,17.87037
hti,2007,17.87037
hti,2008,17.87037
hti,2009,17.87037
hti,2010,17.87037
hti,2011,17.6029
hti,2012,17.33542
hti,2013,17.06795
hti,2014,16.80048
hti,2015,16.533
hti,2016,16.26553
hti,2017,15.99805
hti,2018,15.73058
hti,2019,15.46311
hti,2020,15.46311
idn,2006,58.38391
idn,2007,58.38391
idn,2008,58.38391
idn,2009,58.38391
idn,2010,58.38391
idn,2011,62.05874
idn,2012,65.73358
idn,2013,69.40842
idn,2014,73.08326
idn,2015,76.75809
idn,2016,80.43293
idn,2017,84.10777
idn,2018,87.78261
idn,2019,91.45744
idn,2020,91.45744
ind,2010,60.01136
ind,2011,60.01136
ind,2012,60.01136
ind,2013,60.01136
ind,2014,60.01136
ind,2015,60.01136
ind,2016,60.01136
ind,2017,60.01136
ind,2018,60.01136
ind,2019,60.01136
ind,2020,60.01136
irq,2005,77.47466
irq,2006,77.47466
irq,2007,77.47466
irq,2008,77.47466
irq,2009,77.47466
irq,2010,79.23794
irq,2011,81.00122
irq,2012,82.7645
irq,2013,84.52778
irq,2014,86.29107
irq,2015,88.05435
irq,2016,89.81763
irq,2017,91.58091
irq,2018,93.34419
irq,2019,95.10747
irq,2020,96.87075
jam,2007,63.33875
jam,2008,63.33875
jam,2009,63.33875
jam,2010,63.33875
jam,2011,63.33875
jam,2012,63.33875
jam,2013,63.33875
jam,2014,63.33875
jam,2015,63.33875
kaz,2011,98.72555
kaz,2012,98.72555
kaz,2013,98.72555
kaz,2014,98.72555
kaz,2015,98.72555
kaz,2016,98.72555
kaz,2017,98.72555
kaz,2018,98.72555
kaz,2019,98.72555
ken,2011,24.17404
ken,2012,24.17404
ken,2013,24.17404
ken,2014,24.17404
ken,2015,24.17404
ken,2016,24.17404
ken,2017,24.17404
ken,2018,24.17404
ken,2019,24.17404
ken,2020,24.17404
kgz,2006,79.98237
kgz,2007,79.98237
kgz,2008,79.98237
kgz,2009,79.98237
kgz,2010,79.98237
kgz,2011,81.9917
kgz,2012,84.00103
kgz,2013,86.01036
kgz,2014,88.01969
kgz,2015,90.02902
kgz,2016,92.03836
kgz,2017,94.04769
kgz,2018,96.05702
kgz,2019,98.06635
kgz,2020,100
khm,2008,55.93132
khm,2009,55.93132
khm,2010,55.93132
khm,2011,55.93132
khm,2012,55.93132
khm,2013,57.79558
khm,2014,59.65985
khm,2015,61.52411
khm,2016,63.38838
khm,2017,65.25264
khm,2018,67.1169
khm,2019,68.98117
khm,2020,70.84543
kir,2015,51.48181
kir,2016,51.48181
kir,2017,51.48181
kir,2018,51.48181
kir,2019,51.48181
kir,2020,51.48181
lao,2013,45.55875
lao,2014,45.55875
lao,2015,45.55875
lao,2016,45.55875
lao,2017,45.55875
lao,2018,45.55875
lao,2019,45.55875
lao,2020,45.55875
lbr,2009,0.59905
lbr,2010,0.59905
lbr,2011,0.59905
lbr,2012,0.59905
lbr,2013,0.59905
lbr,2014,0.59905
lbr,2015,0.59905
lbr,2016,0.59905
lbr,2017,0.59905
lca,2008,87.19406
lca,2009,87.19406
lca,2010,87.19406
lca,2011,87.19406
lca,2012,87.19406
lca,2013,87.19406
lca,2014,87.19406
lca,2015,87.19406
lca,2016,87.19406
lso,2008,3.55039
lso,2009,3.55039
lso,2010,3.55039
lso,2011,3.55039
lso,2012,3.55039
lso,2013,3.55039
lso,2014,3.55039
lso,2015,3.55039
lso,2016,3.55039
lso,2017,3.55039
lso,2018,3.55039
lso,2019,3.55039
lso,2020,3.55039
mda,2008,82.25892
mda,2009,82.25892
mda,2010,82.25892
mda,2011,82.25892
mda,2012,82.25892
mda,2013,82.25892
mda,2014,82.25892
mda,2015,82.25892
mda,2016,82.25892
mdg,2000,14.81233
mdg,2001,14.81233
mdg,2002,14.81233
mdg,2003,15.07563
mdg,2004,15.33893
mdg,2005,15.60224
mdg,2006,15.86554
mdg,2007,16.12885
mdg,2008,16.39215
mdg,2009,16.65545
mdg,2010,16.91876
mdg,2011,17.18206
mdg,2012,17.44536
mdg,2013,17.70867
mdg,2014,17.97197
mdg,2015,18.23527
mdg,2016,18.49858
mdg,2017,18.76188
mdg,2018,19.02519
mdg,2019,19.28849
mdg,2020,19.55179
mdv,2013,94.9742
mdv,2014,94.9742
mdv,2015,94.9742
mdv,2016,94.9742
mdv,2017,94.9742
mdv,2018,94.9742
mdv,2019,94.9742
mdv,2020,94.9742
mex,2011,83.50701
mex,2012,83.50701
mex,2013,83.50701
mex,2014,83.50701
mex,2015,83.50701
mex,2016,83.50701
mex,2017,83.50701
mex,2018,83.50701
mex,2019,83.50701
mhl,2013,80.24665
mhl,2014,80.24665
mhl,2015,80.24665
mhl,2016,80.24665
mhl,2017,80.24665
mhl,2018,80.24665
mhl,2019,80.24665
mhl,2020,80.24665
mkd,2000,99.75111
mkd,2001,99.75111
mkd,2002,99.75111
mkd,2003,99.75111
mkd,2004,99.75111
mkd,2005,99.75111
mkd,2006,99.75111
mkd,2007,99.75111
mkd,2008,99.75111
mkd,2009,99.75111
mkd,2010,99.75111
mkd,2011,99.75111
mkd,2012,99.75111
mkd,2013,99.75111
mkd,2014,99.75111
mkd,2015,99.75111
mkd,2016,99.75111
mkd,2017,99.75111
mkd,2018,99.75111
mkd,2019,99.75111
mkd,2020,99.75111
mli,2014,9.12037
mli,2015,9.12037
mli,2016,9.12037
mli,2017,9.12037
mli,2018,9.12037
mli,2019,9.12037
mli,2020,9.12037
mmr,2010,70.65723
mmr,2011,70.65723
mmr,2012,70.65723
mmr,2013,70.65723
mmr,2014,70.65723
mmr,2015,70.65723
mmr,2016,70.65723
mmr,2017,70.65723
mmr,2018,70.65723
mmr,2019,70.65723
mmr,2020,70.65723
mne,2014,99.27729
mne,2015,99.27729
mne,2016,99.27729
mne,2017,99.27729
mne,2018,99.27729
mne,2019,99.27729
mne,2020,99.27729
mng,2004,31.52701
mng,2005,31.52701
mng,2006,31.52701
mng,2007,31.52701
mng,2008,31.52701
mng,2009,35.66248
mng,2010,39.79794
mng,2011,43.93341
mng,2012,48.06888
mng,2013,52.20434
mng,2014,56.33981
mng,2015,60.47527
mng,2016,64.61074
mng,2017,68.74621
mng,2018,72.88167
mng,2019,77.01714
mng,2020,81.15261
moz,2007,7.58949
moz,2008,7.58949
moz,2009,7.58949
moz,2010,7.58949
moz,2011,7.58949
moz,2012,7.58949
moz,2013,7.58949
moz,2014,7.58949
moz,2015,7.58949
mrt,2011,36.33147
mrt,2012,36.33147
mrt,2013,36.33147
mrt,2014,36.33147
mrt,2015,36.33147
mrt,2016,36.33147
mrt,2017,36.33147
mrt,2018,36.33147
mrt,2019,36.33147
mwi,2000,13.49006
mwi,2001,13.13066
mwi,2002,12.77127
mwi,2003,12.41187
mwi,2004,12.05248
mwi,2005,11.69309
mwi,2006,11.33369
mwi,2007,10.9743
mwi,2008,10.6149
mwi,2009,10.25551
mwi,2010,9.89611
mwi,2011,9.53672
mwi,2012,9.17733
mwi,2013,8.81793
mwi,2014,8.45854
mwi,2015,8.09914
mwi,2016,7.73975
mwi,2017,7.38035
mwi,2018,7.02096
mwi,2019,7.02096
mwi,2020,7.02096
nam,2009,27.48043
nam,2010,27.48043
nam,2011,27.48043
nam,2012,27.48043
nam,2013,27.48043
nam,2014,27.48043
nam,2015,27.48043
nam,2016,27.48043
nam,2017,27.48043
ner,2000,1.64005
ner,2001,1.64005
ner,2002,1.64005
ner,2003,1.64005
ner,2004,1.64005
ner,2005,2.81774
ner,2006,3.99543
ner,2007,5.17311
ner,2008,6.3508
ner,2009,7.52849
ner,2010,8.70617
ner,2011,9.88386
ner,2012,11.06154
ner,2013,12.23923
ner,2014,13.41692
ner,2015,14.5946
ner,2016,15.77229
ner,2017,16.94998
ner,2018,18.12766
ner,2019,19.30535
ner,2020,20.48304
nga,2011,25.00286
nga,2012,25.00286
nga,2013,25.00286
nga,2014,25.00286
nga,2015,25.00286
nga,2016,25.00286
nga,2017,25.00286
nga,2018,25.00286
nga,2019,25.00286
nga,2020,25.00286
npl,2005,41.27251
npl,2006,41.27251
npl,2007,41.27251
npl,2008,41.27251
npl,2009,41.27251
npl,2010,42.86169
npl,2011,44.45087
npl,2012,46.04005
npl,2013,47.62923
npl,2014,49.21841
npl,2015,50.80759
npl,2016,52.39678
npl,2017,53.98596
npl,2018,55.57514
npl,2019,57.16432
npl,2020,58.7535
pak,2007,35.65792
pak,2008,35.65792
pak,2009,35.65792
pak,2010,35.65792
pak,2011,35.65792
pak,2012,39.90985
pak,2013,44.16179
pak,2014,48.41372
pak,2015,52.66566
pak,2016,56.91759
pak,2017,61.16952
pak,2018,65.42146
pak,2019,69.67339
pak,2020,73.92533
per,2009,54.99118
per,2010,54.99118
per,2011,54.99118
per,2012,54.99118
per,2013,54.99118
per,2014,54.99118
per,2015,54.99118
per,2016,54.99118
per,2017,54.99118
per,2018,54.99118
per,2019,54.99118
per,2020,54.99118
phl,2011,78.50947
phl,2012,78.50947
phl,2013,78.50947
phl,2014,78.50947
phl,2015,78.50947
phl,2016,78.50947
phl,2017,78.50947
phl,2018,78.50947
phl,2019,78.50947
phl,2020,78.50947
png,2014,24.72726
png,2015,24.72726
png,2016,24.72726
png,2017,24.72726
png,2018,24.72726
png,2019,24.72726
png,2020,24.72726
pry,2012,71.99361
pry,2013,71.99361
pry,2014,71.99361
pry,2015,71.99361
pry,2016,71.99361
pry,2017,71.99361
pry,2018,71.99361
pry,2019,71.99361
pry,2020,71.99361
pse,2016,91.79379
pse,2017,91.79379
pse,2018,91.79379
pse,2019,91.79379
pse,2020,91.79379
rwa,2000,0.18329
rwa,2001,0.33709
rwa,2002,0.49089
rwa,2003,0.6447
rwa,2004,0.7985
rwa,2005,0.95231
rwa,2006,1.10611
rwa,2007,1.25992
rwa,2008,1.41372
rwa,2009,1.56752
rwa,2010,1.72133
rwa,2011,1.87513
rwa,2012,2.02894
rwa,2013,2.18274
rwa,2014,2.33654
rwa,2015,2.49035
rwa,2016,2.64415
rwa,2017,2.79796
rwa,2018,2.79796
rwa,2019,2.79796
rwa,2020,2.79796
sen,2011,10.30122
sen,2012,10.30122
sen,2013,10.30122
sen,2014,10.30122
sen,2015,10.30122
sen,2016,10.30122
sen,2017,10.30122
sen,2018,10.30122
sen,2019,10.30122
sen,2020,10.30122
slb,2009,28.40395
slb,2010,28.40395
slb,2011,28.40395
slb,2012,28.40395
slb,2013,28.40395
slb,2014,28.40395
slb,2015,28.40395
slb,2016,28.40395
slb,2017,28.40395
slb,2018,28.40395
slb,2019,28.40395
slb,2020,28.40395
sle,2004,1.48844
sle,2005,1.48844
sle,2006,1.48844
sle,2007,1.48844
sle,2008,1.48844
sle,2009,2.94494
sle,2010,4.40144
sle,2011,5.85794
sle,2012,7.31445
sle,2013,8.77095
sle,2014,10.22745
sle,2015,11.68395
sle,2016,13.14046
sle,2017,14.59696
sle,2018,16.05346
sle,2019,17.50996
sle,2020,18.96647
slv,2010,86.27332
slv,2011,86.27332
slv,2012,86.27332
slv,2013,86.27332
slv,2014,86.27332
slv,2015,86.27332
slv,2016,86.27332
slv,2017,86.27332
slv,2018,86.27332
som,2013,19.0097
som,2014,19.0097
som,2015,19.0097
som,2016,19.0097
som,2017,19.0097
som,2018,19.0097
som,2019,19.0097
som,2020,19.0097
srb,2006,98.03233
srb,2007,98.03233
srb,2008,98.03233
srb,2009,98.03233
srb,2010,98.03233
srb,2011,98.03233
srb,2012,98.03233
srb,2013,98.03233
srb,2014,98.03233
stp,2008,49.08229
stp,2009,49.08229
stp,2010,49.08229
stp,2011,49.08229
stp,2012,49.08229
stp,2013,48.41832
stp,2014,47.75434
stp,2015,47.09036
stp,2016,46.42638
stp,2017,45.7624
stp,2018,45.09842
stp,2019,44.43444
stp,2020,43.77046
sur,2014,66.83833
sur,2015,66.83833
sur,2016,66.83833
sur,2017,66.83833
sur,2018,66.83833
sur,2019,66.83833
sur,2020,66.83833
swz,2004,16.78873
swz,2005,16.78873
swz,2006,16.78873
swz,2007,16.78873
swz,2008,16.78873
swz,2009,16.78873
swz,2010,16.78873
swz,2011,16.78873
swz,2012,16.78873
swz,2013,16.78873
swz,2014,16.78873
swz,2015,16.78873
swz,2016,16.78873
swz,2017,16.78873
swz,2018,16.78873
swz,2019,16.78873
swz,2020,16.78873
syr,2014,80.2353
syr,2015,80.2353
syr,2016,80.2353
syr,2017,80.2353
syr,2018,80.2353
syr,2019,80.2353
syr,2020,80.2353
tcd,2004,7.57497
tcd,2005,7.57497
tcd,2006,7.57497
tcd,2007,7.57497
tcd,2008,7.57497
tcd,2009,8.81556
tcd,2010,10.05615
tcd,2011,11.29673
tcd,2012,12.53732
tcd,2013,13.7779
tcd,2014,15.01849
tcd,2015,16.25908
tcd,2016,17.49966
tcd,2017,18.74025
tcd,2018,19.98084
tcd,2019,21.22142
tcd,2020,22.46201
tgo,2004,1.91745
tgo,2005,1.91745
tgo,2006,1.91745
tgo,2007,1.91745
tgo,2008,1.91745
tgo,2009,2.63673
tgo,2010,3.356
tgo,2011,4.07528
tgo,2012,4.79456
tgo,2013,5.51383
tgo,2014,6.23311
tgo,2015,6.95239
tgo,2016,7.67166
tgo,2017,8.39094
tgo,2018,9.11021
tgo,2019,9.82949
tgo,2020,9.82949
tha,2010,83.16192
tha,2011,83.16192
tha,2012,83.16192
tha,2013,83.16192
tha,2014,83.16192
tha,2015,83.16192
tha,2016,83.16192
tha,2017,83.16192
tha,2018,83.16192
tha,2019,83.16192
tha,2020,83.16192
tjk,2006,66.52019
tjk,2007,66.52019
tjk,2008,66.52019
tjk,2009,66.52019
tjk,2010,66.52019
tjk,2011,66.63987
tjk,2012,66.75955
tjk,2013,66.87923
tjk,2014,66.99891
tjk,2015,67.11859
tjk,2016,67.23827
tjk,2017,67.35795
tjk,2018,67.47763
tjk,2019,67.59731
tjk,2020,67.59731
tkm,2000,60.588
tkm,2001,62.9938
tkm,2002,65.39959
tkm,2003,67.80539
tkm,2004,70.21119
tkm,2005,72.61699
tkm,2006,75.02278
tkm,2007,77.42858
tkm,2008,79.83438
tkm,2009,82.24018
tkm,2010,84.64597
tkm,2011,87.05177
tkm,2012,89.45757
tkm,2013,91.86337
tkm,2014,94.26916
tkm,2015,96.67496
tkm,2016,99.08076
tkm,2017,100
tkm,2018,100
tkm,2019,100
tkm,2020,100
tls,2012,21.92583
tls,2013,21.92583
tls,2014,21.92583
tls,2015,21.92583
tls,2016,21.92583
tls,2017,21.92583
tls,2018,21.92583
tls,2019,21.92583
tls,2020,21.92583
ton,2015,66.26848
ton,2016,66.26848
ton,2017,66.26848
ton,2018,66.26848
ton,2019,66.26848
ton,2020,66.26848
tun,2006,66.99527
tun,2007,66.99527
tun,2008,66.99527
tun,2009,66.99527
tun,2010,66.99527
tun,2011,67.02843
tun,2012,67.0616
tun,2013,67.09476
tun,2014,67.12792
tun,2015,67.16108
tun,2016,67.19424
tun,2017,67.2274
tun,2018,67.26056
tun,2019,67.29372
tun,2020,67.32688
tza,2012,40.48421
tza,2013,40.48421
tza,2014,40.48421
tza,2015,40.48421
tza,2016,40.48421
tza,2017,40.48421
tza,2018,40.48421
tza,2019,40.48421
tza,2020,40.48421
uga,2000,1.51852
uga,2001,2.44582
uga,2002,3.37312
uga,2003,4.30042
uga,2004,5.22772
uga,2005,6.15502
uga,2006,7.08232
uga,2007,8.00962
uga,2008,8.93692
uga,2009,9.86422
uga,2010,10.79151
uga,2011,11.71881
uga,2012,12.64611
uga,2013,13.57341
uga,2014,14.50071
uga,2015,15.42801
uga,2016,16.35531
uga,2017,17.28261
uga,2018,18.20991
uga,2019,18.20991
uga,2020,18.20991
vnm,2005,82.2079
vnm,2006,82.2079
vnm,2007,82.2079
vnm,2008,82.2079
vnm,2009,82.2079
vnm,2010,82.2079
vnm,2011,82.2079
vnm,2012,82.2079
vnm,2013,82.2079
vnm,2014,82.2079
vnm,2015,82.2079
vnm,2016,82.2079
vnm,2017,82.2079
vnm,2018,82.2079
vnm,2019,82.2079
vnm,2020,82.2079
vut,2009,17.46723
vut,2010,17.46723
vut,2011,17.46723
vut,2012,17.46723
vut,2013,17.46723
vut,2014,17.46723
vut,2015,17.46723
vut,2016,17.46723
vut,2017,17.46723
yem,2009,36.48768
yem,2010,36.48768
yem,2011,36.48768
yem,2012,36.48768
yem,2013,36.48768
yem,2014,36.48768
yem,2015,36.48768
yem,2016,36.48768
yem,2017,36.48768
zaf,2012,27.48104
zaf,2013,27.48104
zaf,2014,27.48104
zaf,2015,27.48104
zaf,2016,27.48104
zaf,2017,27.48104
zaf,2018,27.48104
zaf,2019,27.48104
zaf,2020,27.48104
zmb,2008,9.23329
zmb,2009,9.23329
zmb,2010,9.23329
zmb,2011,9.23329
zmb,2012,9.23329
zmb,2013,9.23329
zmb,2014,9.23329
zmb,2015,9.23329
zmb,2016,9.23329
zmb,2017,9.23329
zmb,2018,9.23329
zmb,2019,9.23329
zmb,2020,9.23329
zwe,2009,36.10724
zwe,2010,36.10724
zwe,2011,36.10724
zwe,2012,36.10724
zwe,2013,36.10724
zwe,2014,36.10724
zwe,2015,36.10724
zwe,2016,36.10724
zwe,2017,36.10724
zwe,2018,36.10724
zwe,2019,36.10724
zwe,2020,36.10724
