geo,time,sl_emp_totl_sp_fe_ne_zs
hun,1996,36.38
hun,1997,36.04
hun,1998,37.25
hun,1999,38.89
hun,2000,39.26
hun,2001,39.12
hun,2002,39.29
hun,2003,40.09
hun,2004,39.77
hun,2005,39.88
hun,2006,39.97
hun,2007,39.65
hun,2008,39.31
hun,2009,38.66
hun,2010,39.11
hun,2011,39.14
hun,2012,40.2
hun,2013,40.55
hun,2014,42.78
hun,2015,44.02
hun,2016,45.58
hun,2017,46.16
hun,2018,46.75
hun,2019,47.05
hun,2020,46.32
idn,1976,54.82
idn,1977,41.86
idn,1978,46.73
idn,1982,44.39
idn,1986,51.75
idn,1988,52.77
idn,1989,52.25
idn,1990,49.19
idn,1991,48.12
idn,1992,48.94
idn,1993,48.03
idn,1994,48.2
idn,1996,47.75
idn,1997,47.11
idn,1998,48.02
idn,1999,47.64
idn,2000,48.22
idn,2001,46.31
idn,2002,44.24
idn,2003,43.83
idn,2004,42.87
idn,2005,41.29
idn,2006,41.66
idn,2007,44.84
idn,2008,46.31
idn,2009,46.94
idn,2010,47.71
idn,2011,48.13
idn,2012,49.01
idn,2013,48.54
idn,2014,48.66
idn,2015,48.51
idn,2016,48.97
idn,2017,50.12
idn,2018,50.89
idn,2019,52.11
idn,2020,51.17
ind,1994,30.27
ind,2000,29.96
ind,2005,31.28
ind,2010,25.3
ind,2012,22.48
ind,2018,19.73
ind,2019,20.45
ind,2020,25.04
irl,1983,28.78
irl,1984,27.67
irl,1985,26.9
irl,1986,27.25
irl,1987,28.26
irl,1988,28.05
irl,1989,28.87
irl,1990,30.08
irl,1991,30.06
irl,1992,31.19
irl,1993,32.46
irl,1994,33.7
irl,1995,35.12
irl,1996,36.66
irl,1997,38.34
irl,1998,40.71
irl,1999,43.34
irl,2000,45.14
irl,2001,45.88
irl,2002,46.96
irl,2003,47.17
irl,2004,47.54
irl,2005,49.74
irl,2006,50.8
irl,2007,54.17
irl,2008,53.59
irl,2009,50.77
irl,2010,48.95
irl,2011,48.09
irl,2012,47.78
irl,2013,48.41
irl,2014,48.96
irl,2015,49.97
irl,2016,51.36
irl,2017,52.15
irl,2018,52.85
irl,2019,53.61
irl,2020,51.98
irn,1986,6.1
irn,1991,6.6
irn,1996,9.86
irn,2005,15.48
irn,2006,15.14
irn,2007,14.34
irn,2008,12.33
irn,2009,13.11
irn,2010,12.09
irn,2011,10.85
irn,2012,11.93
irn,2013,10.75
irn,2014,10.47
irn,2015,11.6
irn,2016,12.88
irn,2017,13.93
irn,2018,14.2
irn,2019,14
irn,2020,11.7
irq,2007,11.31
irq,2012,10.42
irq,2014,10.63
irq,2016,11.31
irq,2017,7.72
isl,1991,70.79
isl,1992,70.61
isl,1993,70.31
isl,1994,70.77
isl,1995,73.61
isl,1996,73.13
isl,1997,71.56
isl,1998,73.07
isl,1999,76.09
isl,2000,77.67
isl,2001,76.71
isl,2002,76.18
isl,2003,75.61
isl,2004,74.69
isl,2005,75.16
isl,2006,75.37
isl,2007,75.98
isl,2008,75.02
isl,2009,72.06
isl,2010,71.61
isl,2011,71.65
isl,2012,72.71
isl,2013,73.7
isl,2014,74.89
isl,2015,76.44
isl,2016,77.32
isl,2017,76.75
isl,2018,75.94
isl,2019,74.97
isl,2020,71.03
isr,1983,34.65
isr,1984,34.92
isr,1985,34.43
isr,1986,35.46
isr,1987,36.05
isr,1988,37
isr,1989,37.06
isr,1990,40.17
isr,1991,39.56
isr,1992,40.39
isr,1993,42.21
isr,1994,44.71
isr,1995,46.31
isr,1996,46.62
isr,1997,46.09
isr,1998,45.87
isr,1999,46.77
isr,2000,47.76
isr,2001,47.68
isr,2002,46.87
isr,2003,47.15
isr,2004,47.57
isr,2005,49.22
isr,2006,49.74
isr,2007,50.87
isr,2008,51.89
isr,2009,52.13
isr,2010,52.95
isr,2011,53.18
isr,2012,54.07
isr,2013,54.59
isr,2014,55.69
isr,2015,55.93
isr,2016,56.44
isr,2017,56.7
isr,2018,57.43
isr,2019,57.24
isr,2020,55.81
ita,1983,28.18
ita,1984,27.84
ita,1985,28.02
ita,1986,28.35
ita,1987,28.48
ita,1988,28.67
ita,1989,29.04
ita,1990,29.5
ita,1991,30.35
ita,1992,29.31
ita,1993,28.6
ita,1994,28.4
ita,1995,28.16
ita,1996,28.47
ita,1997,28.59
ita,1998,28.95
ita,1999,29.64
ita,2000,30.38
ita,2001,31.5
ita,2002,32.14
ita,2003,32.88
ita,2004,34.52
ita,2005,34.24
ita,2006,34.84
ita,2007,34.97
ita,2008,35.38
ita,2009,34.7
ita,2010,34.51
ita,2011,34.73
ita,2012,35.02
ita,2013,34.49
ita,2014,34.58
ita,2015,34.72
ita,2016,35.28
ita,2017,35.86
ita,2018,36.26
ita,2019,36.68
ita,2020,35.78
jam,1995,47.87
jam,1996,46.61
jam,1997,45.34
jam,1999,42.89
jam,2001,42.47
jam,2007,48.9
jam,2008,50.58
jam,2009,48.75
jam,2010,47.11
jam,2011,46.92
jam,2012,46.7
jam,2013,46.25
jam,2014,46.92
jam,2015,46.2
jam,2016,49.68
jam,2017,51.35
jam,2018,52.36
jam,2019,53.88
jam,2020,51.26
jam,2021,51.12
jor,1999,9.4
jor,2000,9.7
jor,2001,9.3
jor,2002,9.6
jor,2003,8.9
jor,2004,8.7
jor,2005,8.7
jor,2006,8.9
jor,2007,11
jor,2008,10.8
jor,2009,11.3
jor,2010,11.5
jor,2011,11.6
jor,2012,11.3
jor,2013,10.3
jor,2014,10
jor,2017,12.29
jor,2018,11.07
jor,2019,10.15
jor,2020,10.95
jpn,1960,53.62
jpn,1961,53.52
jpn,1962,52.61
jpn,1963,51.3
jpn,1964,50.45
jpn,1965,49.97
jpn,1966,50.17
jpn,1967,50.44
jpn,1968,50.08
jpn,1969,49.56
jpn,1970,49.34
jpn,1971,48.25
jpn,1972,47.12
jpn,1973,47.63
jpn,1974,45.93
jpn,1975,44.96
jpn,1976,44.99
jpn,1977,45.81
jpn,1978,46.42
jpn,1979,46.67
jpn,1980,46.66
jpn,1981,46.66
jpn,1982,46.94
jpn,1983,47.68
jpn,1984,47.5
jpn,1985,47.38
jpn,1986,47.25
jpn,1987,47.25
jpn,1988,47.6
jpn,1989,48.32
jpn,1990,48.98
jpn,1991,49.53
jpn,1992,49.59
jpn,1993,49
jpn,1994,48.71
jpn,1995,48.39
jpn,1996,48.33
jpn,1997,48.62
jpn,1998,48.12
jpn,1999,47.41
jpn,2000,47.06
jpn,2001,46.82
jpn,2002,46.05
jpn,2003,45.89
jpn,2004,46.12
jpn,2005,46.33
jpn,2006,46.58
jpn,2007,46.63
jpn,2008,46.55
jpn,2009,46.18
jpn,2010,46.17
jpn,2011,46.15
jpn,2012,46.14
jpn,2013,47
jpn,2014,47.57
jpn,2015,47.93
jpn,2016,48.84
jpn,2017,49.72
jpn,2018,51.33
jpn,2019,52.19
jpn,2020,51.83
jpn,2021,52.18
kaz,2002,57.64
kaz,2003,58.24
kaz,2004,58.38
kaz,2008,61.38
kaz,2020,60.3
ken,1999,61.04
ken,2005,49.1
ken,2006,50.88
ken,2016,69.36
ken,2019,59.59
kgz,2002,47.4
kgz,2010,47.2
kgz,2011,47.63
kgz,2012,46.88
kgz,2013,44.44
kgz,2014,45.59
kgz,2015,45.41
kgz,2016,44.09
kgz,2017,41.79
kgz,2018,41.93
kgz,2019,42.71
kgz,2020,42.1
khm,1998,69.2
khm,2000,74.13
khm,2001,79.98
khm,2004,77.63
khm,2007,73.83
khm,2008,71.42
khm,2009,76.95
khm,2010,80.63
khm,2011,81.45
khm,2012,60.73
khm,2013,74.07
khm,2014,73.83
khm,2015,73.09
khm,2016,75.27
khm,2017,76.28
khm,2019,61.61
kir,2000,12.93
kir,2005,16.65
kir,2010,34.45
kir,2015,31.68
kir,2019,26.2
kna,1980,39.99
kna,1991,54.33
kna,2001,61.67
kor,1977,26.24
kor,1978,27.76
kor,1979,27.99
kor,1980,41.25
kor,1981,41.26
kor,1982,42.31
kor,1983,41.87
kor,1984,39.77
kor,1985,40.93
kor,1986,42.2
kor,1987,44.13
kor,1988,44.23
kor,1989,45.7
kor,1990,46.14
kor,1991,46.19
kor,1992,46.11
kor,1993,46.02
kor,1994,46.9
kor,1995,47.56
kor,1996,48.09
kor,1997,48.6
kor,1998,44.39
kor,1999,45.19
kor,2000,47.78
kor,2001,48.51
kor,2002,49.17
kor,2003,48.01
kor,2004,49.17
kor,2005,49.24
kor,2006,49.66
kor,2007,49.72
kor,2008,49.43
kor,2009,48.49
kor,2010,48.62
kor,2011,48.9
kor,2012,49.16
kor,2013,49.52
kor,2014,50.41
kor,2015,50.62
kor,2016,50.79
kor,2017,51.31
kor,2018,51.31
kor,2019,51.92
kor,2020,51.06
kos,2002,8.8
kos,2003,8.3
kos,2004,9.9
kos,2005,11.7
kos,2006,11.8
kos,2007,12.7
kos,2008,10.5
kos,2009,11.1
kos,2012,9.67
kos,2013,11.6
kos,2014,11.12
kos,2015,10.17
kos,2016,11.12
kos,2017,10.93
kos,2018,9.66
kos,2019,11.48
kos,2020,12.02
kwt,1983,23.73
kwt,1988,33.53
kwt,1997,33.04
kwt,2003,45.63
kwt,2005,45.03
kwt,2006,53.9
kwt,2007,55.1
kwt,2009,54.06
kwt,2010,57.8
kwt,2015,54.5
kwt,2016,46.98
lao,1995,69.5
lao,2003,92.89
lao,2005,65.4
lao,2010,76.15
lao,2017,33.68
lbn,1997,18.8
lbn,2004,18.43
lbn,2007,18.98
lbn,2019,25.09
lbr,2007,65.34
lbr,2010,53.44
lbr,2014,69.99
lbr,2016,70.45
lbr,2017,17.75
lby,2012,25.3
lca,1993,47.8
lca,2000,65.8
lca,2003,44.94
lca,2004,46.3
lca,2005,46.9
lca,2006,48.2
lca,2007,48.3
lca,2008,44.68
lca,2009,48.08
lca,2011,49.31
lca,2012,50.88
lca,2013,48.24
lca,2017,51.21
lca,2018,51.18
lca,2019,54.02
lie,2000,50.58
lie,2001,50.31
lie,2002,49.42
lie,2003,49.5
lie,2004,49.45
lie,2005,49.35
lie,2006,49.82
lie,2007,50.9
lie,2008,51.34
lie,2009,50.89
lie,2010,50.77
lie,2011,52.93
lie,2012,52.39
lie,2013,51.9
lie,2014,51.78
lie,2015,52.08
lie,2016,51.9
lie,2017,52.1
lka,1981,15.59
lka,1985,30.23
lka,1994,29.31
lka,1995,29.16
lka,1996,29.78
lka,1997,30.64
lka,1998,35.55
lka,1999,33.6
lka,2001,28.2
lka,2002,29.2
lka,2005,27.2
lka,2009,32.17
lka,2010,31.78
lka,2011,31.83
lka,2012,30.89
lka,2013,33.08
lka,2014,32.37
lka,2015,33.15
lka,2016,33.37
lka,2017,34.25
lka,2018,31.18
lka,2019,31.9
lso,1986,27.3
lso,1997,24.8
lso,1999,48.31
lso,2008,24.53
lso,2013,41.73
lso,2019,35.14
ltu,1998,47.1
ltu,1999,48.48
ltu,2000,47.49
ltu,2001,46.02
ltu,2002,45.89
ltu,2003,47.77
ltu,2004,45.78
ltu,2005,46.43
ltu,2006,47.38
ltu,2007,48.03
ltu,2008,47.67
ltu,2009,46.56
ltu,2010,44.9
ltu,2011,45.9
ltu,2012,47.04
ltu,2013,47.4
ltu,2014,48.91
ltu,2015,50
ltu,2016,51.95
ltu,2017,52.66
ltu,2018,53.47
ltu,2019,54.12
ltu,2020,52.93
lux,1983,31.34
lux,1984,31.88
lux,1985,33.42
lux,1986,33.38
lux,1987,34.28
lux,1988,33.33
lux,1989,33.7
lux,1990,32.81
lux,1991,35.12
lux,1992,37.98
lux,1993,36.39
lux,1994,36.71
lux,1995,34.29
lux,1996,35.3
lux,1997,36.75
lux,1998,36.9
lux,1999,39.36
lux,2000,40.07
lux,2001,41.47
lux,2002,41.93
lux,2003,41.6
lux,2004,42.19
lux,2005,43.65
lux,2006,46.3
lux,2007,48
lux,2008,45.16
lux,2009,46.84
lux,2010,47.25
lux,2011,47.11
lux,2012,48.82
lux,2013,49.14
lux,2014,50.36
lux,2015,50.55
lux,2016,49.97
lux,2017,51.94
lux,2018,52.52
lux,2019,52.74
lux,2020,53.04
lva,1998,44.68
lva,1999,43.24
lva,2000,42.46
lva,2001,43.96
lva,2002,44.83
lva,2003,44.74
lva,2004,44.52
lva,2005,45.63
lva,2006,48.71
lva,2007,50.16
lva,2008,51.11
lva,2009,46.82
lva,2010,45.13
lva,2011,45.74
lva,2012,46.76
lva,2013,48.02
lva,2014,48.18
lva,2015,49.44
lva,2016,50.37
lva,2017,50.95
lva,2018,52.23
lva,2019,52.66
lva,2020,52.07
mac,1992,46.58
mac,1993,46.86
mac,1994,47.09
mac,1995,47.62
mac,1997,52.53
mac,1998,51.82
mac,2000,54.05
mac,2003,51.51
mac,2004,52.93
mac,2005,54.56
mac,2006,56.42
mac,2007,59.52
mac,2008,61.94
mac,2009,64.51
mac,2010,64.71
mac,2011,66.01
mac,2012,65.66
mac,2013,66.57
mac,2014,67.19
mac,2015,66.96
mac,2016,66.33
mar,1990,20.95
mar,1995,21.86
mar,1998,17.25
mar,1999,25.98
mar,2000,25.3
mar,2001,22.05
mar,2002,21.62
mar,2003,23.48
mar,2004,25.11
mar,2005,25
mar,2006,18.55
mar,2007,25.6
mar,2008,24.8
mar,2009,17.48
mar,2010,23.43
mar,2011,22.88
mar,2012,22.28
mar,2013,22.71
mar,2014,22.65
mar,2015,22.21
mar,2016,21.19
mco,2016,39.22
mda,2009,37.74
mda,2010,36.41
mda,2011,37.09
mda,2012,36.54
mda,2013,36.97
mda,2014,38.87
mda,2015,39.76
mda,2016,40.16
mda,2017,39.1
mda,2018,41.37
mda,2019,36.52
mda,2020,34.96
mdg,2003,83.8
mdg,2005,90.77
mdg,2010,59.4
mdg,2012,90.74
mdg,2015,82.08
mdv,1990,20.26
mdv,1995,27.93
mdv,2000,36.83
mdv,2009,32.94
mdv,2010,28.8
mdv,2014,45.41
mdv,2016,39.81
mdv,2019,43.43
mex,1991,34.15
mex,1992,35.06
mex,1993,37.28
mex,1994,36.22
mex,1995,36
mex,1996,36.78
mex,1997,39.08
mex,1998,39.3
mex,1999,39.13
mex,2000,39.61
mex,2001,39.01
mex,2002,36.68
mex,2003,37.04
mex,2004,37.83
mex,2005,39.31
mex,2006,40.47
mex,2007,40.74
mex,2008,40.56
mex,2009,40.47
mex,2010,40.31
mex,2011,40.64
mex,2012,41.7
mex,2013,41.7
mex,2014,40.95
mex,2015,41.41
mex,2016,41.69
mex,2017,41.4
mex,2018,41.97
mex,2019,43.19
mex,2020,39.26
mhl,1980,26.47
mhl,1999,22.22
mhl,2011,27.74
mhl,2019,26.66
mkd,1996,30.7
mkd,1997,27.9
mkd,1998,29.8
mkd,2001,30.94
mkd,2002,28.07
mkd,2003,27.65
mkd,2006,26.33
mkd,2007,27.71
mkd,2008,28.13
mkd,2009,28.63
mkd,2010,29.08
mkd,2011,30.11
mkd,2012,29.98
mkd,2013,31.58
mkd,2014,31.41
mkd,2015,32.57
mkd,2016,32.7
mkd,2017,33.4
mkd,2018,34.49
mkd,2019,36.67
mkd,2020,36.62
mli,1997,23.9
mli,2004,32.78
mli,2006,60.8
mli,2007,67.43
mli,2009,4.71
mli,2010,44.78
mli,2013,65.33
mli,2014,56.89
mli,2015,56.36
mli,2016,49.3
mli,2017,53.68
mli,2018,50.79
mlt,2000,27.77
mlt,2001,27.17
mlt,2002,28.39
mlt,2003,27.74
mlt,2004,26.22
mlt,2005,27.75
mlt,2006,27.91
mlt,2007,29.79
mlt,2008,31.19
mlt,2009,31.4
mlt,2010,32.29
mlt,2011,33.49
mlt,2012,36.28
mlt,2013,38.67
mlt,2014,40.63
mlt,2015,41.19
mlt,2016,42.88
mlt,2017,44.83
mlt,2018,47.85
mlt,2019,49.21
mlt,2020,50.61
mmr,2015,51.14
mmr,2017,46.77
mmr,2018,47.97
mmr,2019,45.78
mne,2007,34.8
mne,2008,36.1
mne,2009,34.4
mne,2010,33.44
mne,2011,33.65
mne,2012,34.62
mne,2013,35.41
mne,2014,37.79
mne,2015,39.4
mne,2016,39.45
mne,2017,39.41
mne,2018,40.82
mne,2019,42.08
mne,2020,37.87
mng,1998,51.82
mng,2000,46.3
mng,2002,34.71
mng,2003,52.5
mng,2006,62.03
mng,2007,51.7
mng,2008,51.27
mng,2009,50.53
mng,2010,51.06
mng,2011,52.59
mng,2012,53.72
mng,2013,51.6
mng,2014,52.1
mng,2015,51.73
mng,2016,49.8
mng,2017,50.9
mng,2018,49.64
mng,2019,48.68
mng,2020,48.34
mnp,2010,57.88
moz,2015,75.28
mrt,1988,41.02
mrt,2012,24.56
mrt,2017,24.1
mus,1995,33.57
mus,1996,33.5
mus,1997,33.8
mus,1998,34.9
mus,1999,35.1
mus,2001,32.5
mus,2002,33.92
mus,2003,37.85
mus,2004,34.96
mus,2005,34.99
mus,2006,35.33
mus,2007,34.91
mus,2008,36.42
mus,2009,36.96
mus,2010,37.99
mus,2011,37.61
mus,2012,37.89
mus,2013,39.83
mus,2014,40.17
mus,2015,41.25
mus,2016,40.43
mus,2017,40.81
mus,2018,40.89
mus,2019,41.49
mus,2020,52.35
mwi,1983,90.07
mwi,1987,63.7
mwi,1998,77.91
mwi,2004,83.3
mwi,2005,77.49
mwi,2011,67.52
mwi,2013,67.86
mwi,2017,38.32
mwi,2020,40.63
mys,1982,42.44
mys,1983,43.59
mys,1984,42.36
mys,1985,42.82
mys,1986,42.63
mys,1987,43.59
mys,1988,43.74
mys,1989,43.69
mys,1990,45.17
mys,1992,44.97
mys,1993,44.29
mys,1995,42.99
mys,1996,45.54
mys,1997,44.65
mys,1998,42.91
mys,1999,43.2
mys,2000,46.11
mys,2001,45.05
mys,2002,44.93
mys,2003,45.99
mys,2004,45.44
mys,2005,44.22
mys,2011,46.43
mys,2014,51.95
mys,2015,52.27
mys,2016,52.18
mys,2017,52.8
mys,2019,53.72
mys,2020,52.75
nam,1991,33.5
nam,1994,43.4
nam,1997,37.1
nam,2000,37.4
nam,2001,31.6
nam,2004,30.64
nam,2008,28.4
nam,2010,41.9
nam,2012,43.06
nam,2013,46.53
nam,2014,45.56
nam,2016,41.72
nam,2018,45.11
ncl,1996,32.61
ncl,2009,51.25
ncl,2014,49.72
ner,2001,43.89
ner,2005,29.29
ner,2011,69.04
ner,2012,19.5
ner,2014,62.7
ner,2017,13.89
nga,1983,35.22
nga,1986,33.48
nga,2003,47.4
nga,2011,54.8
nga,2013,50.03
nga,2019,45.63
nic,2001,42.8
nic,2002,41.5
nic,2003,43.19
nic,2004,42.27
nic,2005,43.88
nic,2006,42.34
nic,2007,41.05
nic,2012,62.85
nic,2013,61.23
nic,2014,45.35
nld,1979,26.07
nld,1980,27.52
nld,1981,28.74
nld,1982,28.76
nld,1983,29.34
nld,1985,30.48
nld,1986,29.77
nld,1987,35.67
nld,1988,36.51
nld,1989,37.26
nld,1990,39.11
nld,1991,40.36
nld,1992,42.51
nld,1993,42.98
nld,1994,43.85
nld,1995,44.12
nld,1996,45.29
nld,1997,47.02
nld,1998,48.48
nld,1999,50.47
nld,2000,52.27
nld,2001,53.72
nld,2002,54.27
nld,2003,54.33
nld,2004,54.06
nld,2005,51.77
nld,2006,52.69
nld,2007,54.41
nld,2008,55.73
nld,2009,55.9
nld,2010,55.45
nld,2011,55.58
nld,2012,55.6
nld,2013,54.91
nld,2014,53.93
nld,2015,54.52
nld,2016,54.86
nld,2017,55.71
nld,2018,56.76
nld,2019,57.8
nld,2020,57.51
nld_curacao,2018,44.14
nld_curacao,2020,43.04
nor,1990,59.39
nor,1991,59.22
nor,1992,59.07
nor,1993,59.04
nor,1994,59.74
nor,1995,60.45
nor,1996,62.58
nor,1997,64.35
nor,1998,66.39
nor,1999,67
nor,2000,66.95
nor,2001,66.99
nor,2002,67.59
nor,2003,66.38
nor,2004,66.38
nor,2005,65.64
nor,2006,65.98
nor,2007,67.71
nor,2008,68.93
nor,2009,67.92
nor,2010,66.62
nor,2011,66.58
nor,2012,66.64
nor,2013,66.12
nor,2014,60.78
nor,2015,59.76
nor,2016,59.63
nor,2017,59.17
nor,2018,59.57
nor,2019,60.01
nor,2020,59.44
npl,1996,63.7
npl,1999,80.51
npl,2003,93
npl,2008,78.74
npl,2013,74.9
npl,2014,76.4
npl,2017,22.88
nru,2013,46.07
nzl,1986,51.96
nzl,1987,52.41
nzl,1988,51.11
nzl,1989,49.22
nzl,1990,49.95
nzl,1991,48.99
nzl,1992,48.75
nzl,1993,49.09
nzl,1994,50.74
nzl,1995,52.2
nzl,1996,53.58
nzl,1997,53.16
nzl,1998,52.64
nzl,1999,53.44
nzl,2000,53.98
nzl,2001,55.12
nzl,2002,55.77
nzl,2003,56.27
nzl,2004,57.07
nzl,2005,58.27
nzl,2006,58.71
nzl,2007,59.27
nzl,2008,59.38
nzl,2009,58.25
nzl,2010,57.6
nzl,2011,58.15
nzl,2012,57.88
nzl,2013,58.44
nzl,2014,59.51
nzl,2015,59.67
nzl,2016,61.06
nzl,2017,62.09
nzl,2018,62.79
nzl,2019,62.9
nzl,2020,61.92
omn,2000,7.62
omn,2008,22.86
omn,2010,23.84
omn,2016,25.68
omn,2018,33.03
omn,2020,34.98
pak,1985,10.16
pak,1986,10.99
pak,1988,12.42
pak,1989,10.1
pak,1990,12.01
pak,1991,12.3
pak,1992,14.13
pak,1993,13.65
pak,1994,13.87
pak,1995,12.06
pak,1997,14.05
pak,1998,14.51
pak,2000,13.97
pak,2002,14.72
pak,2004,16.95
pak,2006,19.02
pak,2007,19.42
pak,2008,19.87
pak,2009,20.97
pak,2010,21.93
pak,2011,22.23
pak,2013,22.1
pak,2014,22.75
pak,2015,22.74
pak,2018,20.86
pak,2019,22.05
pan,1979,30.17
pan,1983,28.66
pan,1984,29.25
pan,1985,30.51
pan,1986,29.7
pan,1988,28.23
pan,1989,29.72
pan,1991,29.6
pan,1992,31.3
pan,1993,32.42
pan,1994,32.99
pan,1995,33.98
pan,1997,35.31
pan,1998,35.66
pan,1999,35.9
pan,2000,34.1
pan,2001,34
pan,2002,37.06
pan,2003,37.64
pan,2004,38.79
pan,2005,40.66
pan,2006,39.99
pan,2007,41.9
pan,2008,43.6
pan,2009,43.99
pan,2010,43.5
pan,2011,43.53
pan,2012,45.65
pan,2013,46.8
pan,2014,46.83
pan,2015,47.61
pan,2016,47.66
pan,2017,47.21
pan,2018,48.82
pan,2019,50.18
pan,2020,40.06
pan,2021,41.75
per,1990,42.3
per,1991,40.5
per,1992,38.3
per,1993,40.6
per,1994,41.1
per,1995,45.7
per,1997,50.51
per,1998,50.96
per,1999,53.95
per,2000,48.6
per,2001,50.8
per,2002,65.01
per,2003,59.3
per,2004,63.42
per,2005,61.06
per,2006,64.25
per,2007,66.88
per,2008,67.02
per,2009,67.57
per,2010,69
per,2011,68.46
per,2012,68.22
per,2013,67.37
per,2014,66.88
per,2015,65.33
per,2016,64.97
per,2017,66.63
per,2018,67.1
per,2019,67.38
per,2020,52.9
phl,1975,22.04
phl,1976,20.97
phl,1978,43.66
phl,1983,45.85
phl,1985,44.05
phl,1987,43.03
phl,1988,43.38
phl,1989,42.48
phl,1990,42.85
phl,1991,42.37
phl,1992,42.44
phl,1993,42.8
phl,1994,42.7
phl,1995,43.72
phl,1996,44.44
phl,1997,41.8
phl,1998,41.55
phl,1999,42.94
phl,2000,42.52
phl,2001,45.7
phl,2002,46.19
phl,2003,45.13
phl,2004,44.78
phl,2005,45.35
phl,2006,45.43
phl,2007,45.72
phl,2008,45.07
phl,2009,45.78
phl,2010,46.19
phl,2011,46.96
phl,2012,46.55
phl,2013,46.4
phl,2014,47.21
phl,2015,47.01
phl,2016,46.7
phl,2017,43.7
phl,2018,44.18
phl,2019,45.24
phl,2020,41.38
plw,2000,47.25
plw,2014,54.59
png,2010,47.07
pol,1992,53.13
pol,1993,52.13
pol,1994,51.87
pol,1995,51.78
pol,1996,51.82
pol,1997,43.49
pol,1998,43.87
pol,1999,42.9
pol,2000,40.93
pol,2001,40.24
pol,2002,38.88
pol,2003,38.44
pol,2004,38.01
pol,2005,38.56
pol,2006,39.65
pol,2007,41.48
pol,2008,42.9
pol,2009,43.18
pol,2010,42.82
pol,2011,42.79
pol,2012,42.89
pol,2013,42.81
pol,2014,43.85
pol,2015,44.7
pol,2016,45.33
pol,2017,46.05
pol,2018,46.6
pol,2019,46.42
pol,2020,46.32
pri,2010,29.8
pri,2011,29
pri,2012,29.5
pri,2015,28.86
prt,1978,39.34
prt,1979,40.83
prt,1980,40.49
prt,1981,41.84
prt,1982,41.56
prt,1984,44.09
prt,1985,41.45
prt,1986,40.23
prt,1987,41.85
prt,1988,42.71
prt,1989,43.7
prt,1990,44.44
prt,1991,47.09
prt,1992,47.1
prt,1993,46.39
prt,1994,45.73
prt,1995,45.63
prt,1996,45.17
prt,1997,45.73
prt,1998,48.95
prt,1999,49.66
prt,2000,50.24
prt,2001,50.8
prt,2002,51.2
prt,2003,50.8
prt,2004,50.41
prt,2005,50.52
prt,2006,50.6
prt,2007,50.65
prt,2008,50.95
prt,2009,50.04
prt,2010,49.24
prt,2011,47.51
prt,2012,46.22
prt,2013,45.28
prt,2014,46.11
prt,2015,46.9
prt,2016,47.53
prt,2017,49.02
prt,2018,50.43
prt,2019,50.87
prt,2020,49.83
pry,1993,51.42
pry,1994,52.33
pry,1996,46.6
pry,1998,45.68
pry,1999,44.87
pry,2001,48.78
pry,2002,45.76
pry,2003,47.43
pry,2004,52.26
pry,2005,52.27
pry,2006,47.84
pry,2007,50.69
pry,2008,50.66
pry,2009,51.52
pry,2010,49.82
pry,2011,51.21
pry,2012,56.65
pry,2013,55.03
pry,2014,50.98
pry,2015,52.41
pry,2016,52.74
pry,2017,53.77
pry,2018,54.99
pry,2019,55.35
pry,2020,51.57
pse,2000,11.31
pse,2001,8.94
pse,2002,8.68
pse,2003,10.48
pse,2004,10.81
pse,2005,10.5
pse,2006,11.57
pse,2007,12.69
pse,2008,11.68
pse,2009,11.49
pse,2010,10.85
pse,2011,11.94
pse,2012,11.78
pse,2013,11.3
pse,2014,12.03
pse,2015,11.62
pse,2016,10.62
pse,2017,9.92
pse,2018,10.07
pse,2019,10.61
pse,2020,9.66
pyf,1988,38.96
pyf,1996,40.7
pyf,2002,41.22
pyf,2007,41.2
pyf,2012,37.92
qat,1997,33.63
qat,2004,39.02
qat,2007,48.04
qat,2009,48.19
qat,2010,50.8
qat,2011,50.39
qat,2012,50.92
qat,2013,52.31
qat,2014,54.32
qat,2015,59.67
qat,2016,60.46
qat,2017,57.63
qat,2018,57.63
qat,2019,57.38
qat,2020,56.61
rou,1995,55.4
rou,1997,56.18
rou,1998,55.4
rou,1999,55.45
rou,2000,54.51
rou,2001,53.69
rou,2002,47.4
rou,2003,45.94
rou,2004,45.71
rou,2005,43.86
rou,2006,44.91
rou,2007,44.89
rou,2008,44.62
rou,2009,43.91
rou,2010,43.33
rou,2011,43.11
rou,2012,43.43
rou,2013,43.08
rou,2014,43.34
rou,2015,42.58
rou,2016,42.22
rou,2017,44.03
rou,2018,44.04
rou,2019,44.02
rou,2020,43.21
rus,1992,60.76
rus,1993,57.98
rus,1994,54.36
rus,1995,52.94
rus,1996,51.91
rus,1997,49.52
rus,1998,47.92
rus,1999,52.01
rus,2000,53.81
rus,2001,53.85
rus,2002,55.51
rus,2003,55.27
rus,2004,56.26
rus,2005,57.2
rus,2006,57.81
rus,2007,58.89
rus,2008,58.53
rus,2009,57.74
rus,2010,58.01
rus,2011,59.17
rus,2012,60.06
rus,2013,59.78
rus,2014,60.29
rus,2015,60.08
rus,2016,60.42
rus,2017,52.84
rus,2018,53.19
rus,2019,52.91
rus,2020,52.07
rwa,1989,88.5
rwa,1996,92.84
rwa,2002,76.83
rwa,2014,82.68
rwa,2017,35.71
rwa,2018,36.65
rwa,2019,36.31
