geo,time,sl_tlf_cact_fe_zs
cze,2002,50.749
cze,2003,50.849
cze,2004,50.489
cze,2005,50.669
cze,2006,50.567
cze,2007,49.781
cze,2008,49.333
cze,2009,49.548
cze,2010,49.322
cze,2011,49.464
cze,2012,50.036
cze,2013,50.914
cze,2014,50.858
cze,2015,51.247
cze,2016,51.865
cze,2017,52.294
cze,2018,52.782
cze,2019,52.598
cze,2020,51.823
cze,2021,51.668
deu,1990,45.352
deu,1991,48.097
deu,1992,47.859
deu,1993,47.614
deu,1994,47.794
deu,1995,47.698
deu,1996,47.857
deu,1997,48.209
deu,1998,48.432
deu,1999,48.996
deu,2000,48.873
deu,2001,49.313
deu,2002,49.376
deu,2003,49.757
deu,2004,49.453
deu,2005,51.123
deu,2006,52.001
deu,2007,52.428
deu,2008,52.537
deu,2009,52.935
deu,2010,53.041
deu,2011,53.991
deu,2012,54.024
deu,2013,54.583
deu,2014,54.774
deu,2015,54.719
deu,2016,55.669
deu,2017,55.927
deu,2018,55.968
deu,2019,56.593
deu,2020,56.838
deu,2021,56.843
dji,1990,14.223
dji,1991,14.215
dji,1992,14.28
dji,1993,14.398
dji,1994,14.514
dji,1995,14.594
dji,1996,14.712
dji,1997,14.788
dji,1998,14.846
dji,1999,14.935
dji,2000,15.075
dji,2001,15.182
dji,2002,15.335
dji,2003,15.511
dji,2004,15.672
dji,2005,15.807
dji,2006,16.025
dji,2007,16.223
dji,2008,16.422
dji,2009,16.632
dji,2010,16.85
dji,2011,16.967
dji,2012,17.081
dji,2013,17.191
dji,2014,17.306
dji,2015,17.433
dji,2016,17.495
dji,2017,17.603
dji,2018,17.732
dji,2019,17.848
dji,2020,17.142
dji,2021,17.218
dnk,1990,61.437
dnk,1991,61.684
dnk,1992,62.386
dnk,1993,61.849
dnk,1994,58.288
dnk,1995,57.459
dnk,1996,58.749
dnk,1997,59.015
dnk,1998,59.506
dnk,1999,60.032
dnk,2000,60.217
dnk,2001,59.655
dnk,2002,60.232
dnk,2003,59.721
dnk,2004,60.38
dnk,2005,60.387
dnk,2006,60.925
dnk,2007,60.649
dnk,2008,59.899
dnk,2009,59.639
dnk,2010,58.845
dnk,2011,58.584
dnk,2012,58.142
dnk,2013,57.59
dnk,2014,57.013
dnk,2015,56.73
dnk,2016,57.558
dnk,2017,57.613
dnk,2018,57.565
dnk,2019,57.988
dnk,2020,57.752
dnk,2021,57.721
dom,1990,35.113
dom,1991,35.14
dom,1992,35.985
dom,1993,36.531
dom,1994,36.688
dom,1995,37.115
dom,1996,37.567
dom,1997,38.281
dom,1998,38.831
dom,1999,39.317
dom,2000,39.689
dom,2001,38.318
dom,2002,39.973
dom,2003,39.091
dom,2004,39.058
dom,2005,39.676
dom,2006,40.479
dom,2007,40.161
dom,2008,41.752
dom,2009,38.852
dom,2010,41.594
dom,2011,43.587
dom,2012,45.135
dom,2013,45.019
dom,2014,45.303
dom,2015,48.096
dom,2016,48.761
dom,2017,48.96
dom,2018,50.23
dom,2019,52.51
dom,2020,47.349
dom,2021,49.577
dza,1990,10.923
dza,1991,11.042
dza,1992,11.163
dza,1993,11.313
dza,1994,11.475
dza,1995,11.647
dza,1996,11.824
dza,1997,11.963
dza,1998,12.105
dza,1999,12.25
dza,2000,12.4
dza,2001,12.557
dza,2002,12.718
dza,2003,12.882
dza,2004,13.05
dza,2005,13.221
dza,2006,13.396
dza,2007,13.574
dza,2008,13.756
dza,2009,13.94
dza,2010,14.178
dza,2011,14.375
dza,2012,15.823
dza,2013,16.602
dza,2014,15.619
dza,2015,16.3
dza,2016,16.945
dza,2017,16.819
dza,2018,16.692
dza,2019,16.6
dza,2020,15.445
dza,2021,15.684
ecu,1990,47.061
ecu,1991,47.434
ecu,1992,47.488
ecu,1993,47.525
ecu,1994,47.909
ecu,1995,47.999
ecu,1996,48.004
ecu,1997,48.459
ecu,1998,51.623
ecu,1999,51.123
ecu,2000,50.621
ecu,2001,50.117
ecu,2002,49.61
ecu,2003,49.102
ecu,2004,52.673
ecu,2005,51.861
ecu,2006,52.646
ecu,2007,51.904
ecu,2008,51.978
ecu,2009,49.619
ecu,2010,47.969
ecu,2011,47.026
ecu,2012,48.041
ecu,2013,48.092
ecu,2014,47.656
ecu,2015,51.881
ecu,2016,55.386
ecu,2017,56.155
ecu,2018,54.466
ecu,2019,54.393
ecu,2020,48.293
ecu,2021,53.344
egy,1990,22.273
egy,1991,22.282
egy,1992,23.096
egy,1993,22.412
egy,1994,23.232
egy,1995,21.863
egy,1996,21.161
egy,1997,20.478
egy,1998,19.811
egy,1999,20.641
egy,2000,20.534
egy,2001,20.457
egy,2002,18.298
egy,2003,19.027
egy,2004,19.777
egy,2005,20.549
egy,2006,21.344
egy,2007,23.401
egy,2008,21.952
egy,2009,22.966
egy,2010,23.233
egy,2011,22.569
egy,2012,22.545
egy,2013,23.054
egy,2014,23.202
egy,2015,22.848
egy,2016,23.154
egy,2017,22.261
egy,2018,18.483
egy,2019,15.9
egy,2020,15.423
egy,2021,15.385
eri,1990,72.32
eri,1991,72.195
eri,1992,72.081
eri,1993,71.98
eri,1994,71.891
eri,1995,71.816
eri,1996,71.887
eri,1997,71.977
eri,1998,72.083
eri,1999,72.194
eri,2000,72.297
eri,2001,72.587
eri,2002,72.866
eri,2003,73.133
eri,2004,73.387
eri,2005,73.623
eri,2006,73.612
eri,2007,73.59
eri,2008,73.556
eri,2009,73.504
eri,2010,73.442
eri,2011,73.297
eri,2012,73.169
eri,2013,73.057
eri,2014,72.958
eri,2015,72.873
eri,2016,72.917
eri,2017,72.936
eri,2018,72.955
eri,2019,73.004
eri,2020,67.95
eri,2021,70.183
esp,1990,32.471
esp,1991,32.46
esp,1992,34.562
esp,1993,35.094
esp,1994,36.311
esp,1995,36.777
esp,1996,37.293
esp,1997,38.046
esp,1998,38.384
esp,1999,39.074
esp,2000,40.668
esp,2001,39.533
esp,2002,42.11
esp,2003,43.617
esp,2004,44.999
esp,2005,46.501
esp,2006,47.918
esp,2007,48.976
esp,2008,50.365
esp,2009,51.462
esp,2010,52.161
esp,2011,52.819
esp,2012,53.444
esp,2013,53.384
esp,2014,53.115
esp,2015,53.134
esp,2016,53.05
esp,2017,52.631
esp,2018,52.419
esp,2019,52.689
esp,2020,51.613
esp,2021,52.654
est,1990,66.644
est,1991,64.973
est,1992,61.946
est,1993,59.999
est,1994,59.654
est,1995,57.916
est,1996,56.141
est,1997,54.345
est,1998,52.536
est,1999,51.529
est,2000,52.638
est,2001,52.332
est,2002,51.16
est,2003,52.409
est,2004,53.291
est,2005,53.595
est,2006,54.771
est,2007,54.041
est,2008,54.716
est,2009,54.679
est,2010,55.086
est,2011,55.664
est,2012,55.398
est,2013,55.39
est,2014,54.574
est,2015,55.914
est,2016,56.348
est,2017,57.049
est,2018,57.363
est,2019,57.62
est,2020,57.559
est,2021,57.453
eth,1990,66.594
eth,1991,66.57
eth,1992,66.559
eth,1993,66.558
eth,1994,66.565
eth,1995,67.354
eth,1996,68.125
eth,1997,68.886
eth,1998,69.637
eth,1999,70.377
eth,2000,71.105
eth,2001,71.826
eth,2002,72.534
eth,2003,73.23
eth,2004,73.914
eth,2005,74.588
eth,2006,74.549
eth,2007,74.511
eth,2008,74.472
eth,2009,74.433
eth,2010,74.393
eth,2011,74.353
eth,2012,74.312
eth,2013,74.273
eth,2014,74.369
eth,2015,74.468
eth,2016,74.551
eth,2017,74.639
eth,2018,74.729
eth,2019,74.817
eth,2020,71.029
eth,2021,72.335
fin,1990,58.981
fin,1991,57.718
fin,1992,56.328
fin,1993,55.492
fin,1994,54.777
fin,1995,56.249
fin,1996,54.592
fin,1997,54.834
fin,1998,55.1
fin,1999,56.146
fin,2000,56.188
fin,2001,56.533
fin,2002,56.857
fin,2003,56.526
fin,2004,56.309
fin,2005,56.749
fin,2006,57.046
fin,2007,57.355
fin,2008,57.369
fin,2009,56.945
fin,2010,56.008
fin,2011,55.786
fin,2012,55.968
fin,2013,55.517
fin,2014,55.466
fin,2015,55.595
fin,2016,54.99
fin,2017,55.189
fin,2018,55.879
fin,2019,55.789
fin,2020,55.25
fin,2021,56.46
fji,1990,39.5
fji,1991,39.55
fji,1992,39.479
fji,1993,39.468
fji,1994,39.422
fji,1995,39.409
fji,1996,39.372
fji,1997,38.969
fji,1998,38.565
fji,1999,38.157
fji,2000,37.747
fji,2001,37.325
fji,2002,36.902
fji,2003,36.479
fji,2004,36.058
fji,2005,34.834
fji,2006,36.572
fji,2007,38.335
fji,2008,40.121
fji,2009,41.924
fji,2010,43.739
fji,2011,45.562
fji,2012,44.138
fji,2013,42.731
fji,2014,41.339
fji,2015,39.801
fji,2016,38.284
fji,2017,38.296
fji,2018,38.308
fji,2019,38.315
fji,2020,37.957
fji,2021,37.701
fra,1990,46.622
fra,1991,46.822
fra,1992,47.248
fra,1993,47.72
fra,1994,47.92
fra,1995,48.166
fra,1996,48.555
fra,1997,48.24
fra,1998,48.559
fra,1999,48.899
fra,2000,49.066
fra,2001,48.871
fra,2002,49.085
fra,2003,50.32
fra,2004,50.135
fra,2005,50.456
fra,2006,50.52
fra,2007,50.897
fra,2008,51.101
fra,2009,51.444
fra,2010,51.455
fra,2011,51.323
fra,2012,51.541
fra,2013,51.73
fra,2014,51.639
fra,2015,51.587
fra,2016,51.527
fra,2017,51.305
fra,2018,51.424
fra,2019,51.252
fra,2020,50.622
fra,2021,51.897
gab,1990,38.374
gab,1991,38.312
gab,1992,38.266
gab,1993,38.236
gab,1994,38.224
gab,1995,38.231
gab,1996,38.237
gab,1997,38.263
gab,1998,38.308
gab,1999,38.367
gab,2000,38.44
gab,2001,38.534
gab,2002,38.639
gab,2003,38.75
gab,2004,38.86
gab,2005,38.962
gab,2006,39.118
gab,2007,39.259
gab,2008,39.382
gab,2009,39.485
gab,2010,39.568
gab,2011,39.679
gab,2012,39.781
gab,2013,39.86
gab,2014,39.915
gab,2015,39.955
gab,2016,39.845
gab,2017,39.747
gab,2018,39.663
gab,2019,39.602
gab,2020,39.001
gab,2021,39.117
gbr,1990,52.497
gbr,1991,52.318
gbr,1992,52.47
gbr,1993,52.543
gbr,1994,52.589
gbr,1995,52.562
gbr,1996,52.995
gbr,1997,53.398
gbr,1998,53.429
gbr,1999,53.791
gbr,2000,54.193
gbr,2001,54.085
gbr,2002,54.647
gbr,2003,54.562
gbr,2004,54.926
gbr,2005,55.39
gbr,2006,55.894
gbr,2007,55.674
gbr,2008,55.957
gbr,2009,56.14
gbr,2010,56.056
gbr,2011,56.195
gbr,2012,56.403
gbr,2013,56.749
gbr,2014,57.019
gbr,2015,57.197
gbr,2016,57.495
gbr,2017,57.79
gbr,2018,58.026
gbr,2019,58.461
gbr,2020,58.603
gbr,2021,58.044
geo,1990,57.203
geo,1991,57.893
geo,1992,58.667
geo,1993,59.538
geo,1994,60.521
geo,1995,59.861
geo,1996,58.437
geo,1997,57.192
geo,1998,56.691
geo,1999,58.109
geo,2000,55.001
geo,2001,58.063
geo,2002,55.836
geo,2003,57.43
geo,2004,56.77
geo,2005,55.847
geo,2006,53.56
geo,2007,54.82
geo,2008,54.054
geo,2009,54.5
geo,2010,55.677
geo,2011,56.023
geo,2012,57.153
geo,2013,56.331
geo,2014,57.242
geo,2015,58.888
geo,2016,57.799
geo,2017,56.623
geo,2018,55.534
geo,2019,54.51
geo,2020,50.733
geo,2021,50.995
gha,1990,76.422
gha,1991,76.459
gha,1992,76.048
gha,1993,75.632
gha,1994,75.211
gha,1995,74.786
gha,1996,74.356
gha,1997,73.921
gha,1998,73.482
gha,1999,73.038
gha,2000,72.59
gha,2001,72.114
gha,2002,71.634
gha,2003,71.149
gha,2004,70.659
gha,2005,70.165
gha,2006,69.666
gha,2007,69.162
gha,2008,68.654
gha,2009,68.141
gha,2010,67.624
gha,2011,67.104
gha,2012,66.579
gha,2013,66.05
gha,2014,65.518
gha,2015,64.981
gha,2016,65.041
gha,2017,65.114
gha,2018,65.194
gha,2019,65.279
gha,2020,64.657
gha,2021,64.527
gin,1990,63.427
gin,1991,63.307
gin,1992,63.218
gin,1993,63.155
gin,1994,63.114
gin,1995,63.091
gin,1996,63.007
gin,1997,62.949
gin,1998,62.914
gin,1999,62.901
gin,2000,62.911
gin,2001,62.839
gin,2002,62.794
gin,2003,62.774
gin,2004,62.773
gin,2005,62.787
gin,2006,62.81
gin,2007,62.844
gin,2008,62.889
gin,2009,62.944
gin,2010,63.007
gin,2011,63.07
gin,2012,63.145
gin,2013,63.229
gin,2014,63.318
gin,2015,63.409
gin,2016,63.553
gin,2017,63.702
gin,2018,63.856
gin,2019,64.014
gin,2020,61.487
gin,2021,62.061
gmb,1990,45.372
gmb,1991,45.156
gmb,1992,44.981
gmb,1993,44.836
gmb,1994,45.1
gmb,1995,45.37
gmb,1996,45.654
gmb,1997,45.945
gmb,1998,46.237
gmb,1999,46.529
gmb,2000,46.817
gmb,2001,47.1
gmb,2002,47.382
gmb,2003,47.661
gmb,2004,47.939
gmb,2005,48.216
gmb,2006,48.488
gmb,2007,48.761
gmb,2008,49.032
gmb,2009,49.304
gmb,2010,49.576
gmb,2011,49.847
gmb,2012,50.117
gmb,2013,50.168
gmb,2014,50.22
gmb,2015,50.274
gmb,2016,50.293
gmb,2017,50.322
gmb,2018,50.361
gmb,2019,50.414
gmb,2020,48.115
gmb,2021,48.917
gnb,1990,63.635
gnb,1991,63.62
gnb,1992,63.611
gnb,1993,63.614
gnb,1994,63.638
gnb,1995,63.686
gnb,1996,63.682
gnb,1997,63.708
gnb,1998,63.752
gnb,1999,63.803
gnb,2000,63.855
gnb,2001,63.912
gnb,2002,63.975
gnb,2003,64.044
gnb,2004,64.118
gnb,2005,64.193
gnb,2006,64.233
gnb,2007,64.276
gnb,2008,64.317
gnb,2009,64.355
gnb,2010,64.389
gnb,2011,64.397
gnb,2012,64.411
gnb,2013,64.428
gnb,2014,64.447
gnb,2015,64.47
gnb,2016,64.482
gnb,2017,64.502
gnb,2018,64.531
gnb,2019,64.571
gnb,2020,63.623
gnb,2021,63.868
gnq,1990,49.498
gnq,1991,49.463
gnq,1992,49.397
gnq,1993,49.333
gnq,1994,49.313
gnq,1995,49.351
gnq,1996,49.437
gnq,1997,49.576
gnq,1998,49.732
gnq,1999,49.868
gnq,2000,49.974
gnq,2001,50.052
gnq,2002,50.138
gnq,2003,50.203
gnq,2004,50.239
gnq,2005,50.256
gnq,2006,50.328
gnq,2007,50.406
gnq,2008,50.468
gnq,2009,50.521
gnq,2010,50.582
gnq,2011,50.626
gnq,2012,50.713
gnq,2013,50.803
gnq,2014,50.887
gnq,2015,50.978
gnq,2016,51.008
gnq,2017,51.085
gnq,2018,51.169
gnq,2019,51.251
gnq,2020,49.414
gnq,2021,49.926
grc,1990,35.143
grc,1991,32.858
grc,1992,33.93
grc,1993,34.225
grc,1994,34.657
grc,1995,35.097
grc,1996,36.185
grc,1997,35.82
grc,1998,39.286
grc,1999,40.228
grc,2000,40.236
grc,2001,39.456
grc,2002,39.991
grc,2003,40.645
grc,2004,41.97
grc,2005,42.02
grc,2006,42.34
grc,2007,42.26
grc,2008,42.355
grc,2009,43.438
grc,2010,44.014
grc,2011,43.712
grc,2012,43.915
grc,2013,43.685
grc,2014,44.039
grc,2015,44.673
grc,2016,44.953
grc,2017,44.671
grc,2018,44.253
grc,2019,44.357
grc,2020,43.441
grc,2021,43.297
gtm,1990,39.64
gtm,1991,39.778
gtm,1992,40.001
gtm,1993,40.157
gtm,1994,40.348
gtm,1995,40.646
gtm,1996,40.744
gtm,1997,41.005
gtm,1998,41.341
gtm,1999,41.577
gtm,2000,41.771
gtm,2001,41.879
gtm,2002,42.108
gtm,2003,42.231
gtm,2004,42.439
gtm,2005,42.154
gtm,2006,41.865
gtm,2007,41.574
gtm,2008,41.284
gtm,2009,40.993
gtm,2010,40.704
gtm,2011,40.415
gtm,2012,40.192
gtm,2013,39.97
gtm,2014,40.255
gtm,2015,38.71
gtm,2016,39.777
gtm,2017,38.901
gtm,2018,39.193
gtm,2019,39.522
gtm,2020,36.274
gtm,2021,37.363
gum,1990,59.501
gum,1991,59.531
gum,1992,59.584
gum,1993,59.649
gum,1994,59.72
gum,1995,59.789
gum,1996,59.855
gum,1997,59.92
gum,1998,59.983
gum,1999,60.042
gum,2000,60.095
gum,2001,58.117
gum,2002,54.438
gum,2003,53.549
gum,2004,52.655
gum,2005,54.849
gum,2006,55.254
gum,2007,48.373
gum,2008,50.902
gum,2009,53.414
gum,2010,56.497
gum,2011,56.182
gum,2012,56.258
gum,2013,56.321
gum,2014,56.379
gum,2015,56.379
gum,2016,56.367
gum,2017,56.347
gum,2018,56.305
gum,2019,56.333
gum,2020,53.543
gum,2021,53.941
guy,1990,37.096
guy,1991,37.783
guy,1992,38.518
guy,1993,39.22
guy,1994,38.691
guy,1995,38.15
guy,1996,37.569
guy,1997,36.978
guy,1998,36.383
guy,1999,35.792
guy,2000,35.211
guy,2001,34.663
guy,2002,34.116
guy,2003,34.562
guy,2004,35.022
guy,2005,35.497
guy,2006,35.989
guy,2007,36.504
guy,2008,37.03
guy,2009,37.553
guy,2010,38.065
guy,2011,38.57
guy,2012,39.061
guy,2013,39.547
guy,2014,40.041
guy,2015,40.55
guy,2016,41.073
guy,2017,41.607
guy,2018,42.152
guy,2019,42.506
guy,2020,39.689
guy,2021,40.304
hkg,1990,46.627
hkg,1991,47.807
hkg,1992,46.297
hkg,1993,46.574
hkg,1994,47.252
hkg,1995,47.536
hkg,1996,47.808
hkg,1997,48.055
hkg,1998,48.71
hkg,1999,48.844
hkg,2000,48.98
hkg,2001,50.653
hkg,2002,51.935
hkg,2003,51.595
hkg,2004,51.816
hkg,2005,51.915
hkg,2006,52.627
hkg,2007,53.062
hkg,2008,53.149
hkg,2009,53.241
hkg,2010,51.908
hkg,2011,52.943
hkg,2012,53.529
hkg,2013,54.479
hkg,2014,54.535
hkg,2015,54.721
hkg,2016,54.78
hkg,2017,55.05
hkg,2018,55.105
hkg,2019,54.939
hkg,2020,54.163
hkg,2021,53.524
hnd,1990,44.452
hnd,1991,43.982
hnd,1992,44.384
hnd,1993,44.834
hnd,1994,44.719
hnd,1995,45.137
hnd,1996,45.162
hnd,1997,45.429
hnd,1998,45.608
hnd,1999,45.409
hnd,2000,43.701
hnd,2001,43.278
hnd,2002,42.86
hnd,2003,42.45
hnd,2004,42.046
hnd,2005,41.649
hnd,2006,38.71
hnd,2007,38.07
hnd,2008,39.669
hnd,2009,41.14
hnd,2010,42.86
hnd,2011,39.884
hnd,2012,38.49
hnd,2013,43.596
hnd,2014,46.178
hnd,2015,46.715
hnd,2016,46.066
hnd,2017,45.921
hnd,2018,50.167
hnd,2019,44.674
hnd,2020,41.34
hnd,2021,42.33
hrv,1990,45.74
hrv,1991,46.034
hrv,1992,45.775
hrv,1993,45.523
hrv,1994,45.277
hrv,1995,45.037
hrv,1996,44.801
hrv,1997,44.571
hrv,1998,44.346
hrv,1999,44.124
hrv,2000,43.905
hrv,2001,42.369
hrv,2002,43.905
hrv,2003,42.749
hrv,2004,43.548
hrv,2005,42.545
hrv,2006,42.737
hrv,2007,45.131
hrv,2008,45.737
hrv,2009,46.713
hrv,2010,46.146
hrv,2011,44.627
hrv,2012,44.559
hrv,2013,44.607
hrv,2014,46.451
hrv,2015,46.902
hrv,2016,45.456
hrv,2017,45.596
hrv,2018,45.53
hrv,2019,45.197
hrv,2020,44.703
hrv,2021,45.925
hti,1990,56.823
hti,1991,56.888
hti,1992,56.959
hti,1993,57.036
hti,1994,57.118
hti,1995,57.205
hti,1996,57.143
hti,1997,57.085
hti,1998,57.033
hti,1999,56.986
hti,2000,56.945
hti,2001,57.256
hti,2002,57.566
hti,2003,57.877
hti,2004,58.187
hti,2005,58.496
hti,2006,58.935
hti,2007,59.373
hti,2008,59.809
hti,2009,60.244
hti,2010,60.677
hti,2011,61.185
hti,2012,61.449
hti,2013,61.85
hti,2014,62.105
hti,2015,62.202
hti,2016,62.299
hti,2017,62.365
hti,2018,62.462
hti,2019,62.319
hti,2020,60.173
hti,2021,60.686
hun,1990,46.525
hun,1991,46.701
hun,1992,46.764
hun,1993,44.749
hun,1994,42.779
hun,1995,40.612
hun,1996,39.953
hun,1997,39.109
hun,1998,40.526
hun,1999,41.462
hun,2000,41.679
hun,2001,41.107
hun,2002,41.37
hun,2003,42.34
hun,2004,42.223
hun,2005,43.053
hun,2006,43.376
hun,2007,42.957
hun,2008,42.718
hun,2009,42.824
hun,2010,43.761
hun,2011,43.957
hun,2012,44.974
hun,2013,45.135
hun,2014,46.463
hun,2015,47.37
hun,2016,48.051
hun,2017,48.385
hun,2018,48.714
hun,2019,48.787
hun,2020,48.545
hun,2021,52.064
idn,1990,50.371
idn,1991,49.426
idn,1992,50.282
idn,1993,49.345
idn,1994,50.607
idn,1995,50.621
idn,1996,50.629
idn,1997,49.791
idn,1998,51.052
idn,1999,51.128
idn,2000,51.631
idn,2001,49.945
idn,2002,48.008
idn,2003,47.802
idn,2004,47.19
idn,2005,46.034
idn,2006,45.96
idn,2007,49.791
idn,2008,50.333
idn,2009,50.251
idn,2010,50.923
idn,2011,50.937
idn,2012,51.445
idn,2013,50.674
idn,2014,50.599
idn,2015,50.735
idn,2016,50.909
idn,2017,51.964
idn,2018,53.09
idn,2019,53.925
idn,2020,53.176
idn,2021,53.704
ind,1990,30.443
ind,1991,30.453
ind,1992,30.493
ind,1993,30.57
ind,1994,30.692
ind,1995,30.656
ind,1996,30.621
ind,1997,30.584
ind,1998,30.548
ind,1999,30.512
ind,2000,30.477
ind,2001,30.771
ind,2002,31.065
ind,2003,31.362
ind,2004,31.658
ind,2005,31.955
ind,2006,30.712
ind,2007,29.49
ind,2008,28.29
ind,2009,27.114
ind,2010,25.965
ind,2011,24.509
ind,2012,23.099
ind,2013,22.65
ind,2014,22.208
ind,2015,21.775
ind,2016,21.351
ind,2017,20.934
ind,2018,20.526
ind,2019,21.179
ind,2020,18.603
ind,2021,19.233
irl,1990,38.399
irl,1991,39.001
irl,1992,38.92
irl,1993,40.563
irl,1994,41.572
irl,1995,42.106
irl,1996,43.597
irl,1997,44.692
irl,1998,46.976
irl,1999,48.988
irl,2000,50.081
irl,2001,50.244
irl,2002,51.285
irl,2003,51.749
irl,2004,51.96
irl,2005,54.548
irl,2006,55.383
irl,2007,57.015
irl,2008,56.849
irl,2009,56.119
irl,2010,55.243
irl,2011,54.962
irl,2012,54.764
irl,2013,55.269
irl,2014,54.931
irl,2015,54.852
irl,2016,55.588
irl,2017,55.648
irl,2018,56.038
irl,2019,56.238
irl,2020,55.088
irl,2021,56.526
irn,1990,10
irn,1991,10.041
irn,1992,10.142
irn,1993,10.245
irn,1994,10.354
irn,1995,10.471
irn,1996,10.593
irn,1997,11.333
irn,1998,12.114
irn,1999,12.934
irn,2000,13.79
irn,2001,14.682
irn,2002,15.61
irn,2003,16.578
irn,2004,17.588
irn,2005,18.645
irn,2006,18.033
irn,2007,17.019
irn,2008,14.807
irn,2009,15.774
irn,2010,15.239
irn,2011,13.74
irn,2012,14.785
irn,2013,13.315
irn,2014,12.929
irn,2015,14.283
irn,2016,16.131
irn,2017,17.351
irn,2018,17.44
irn,2019,16.928
irn,2020,13.835
irn,2021,14.354
irq,1990,8.282
irq,1991,8.333
irq,1992,8.399
irq,1993,8.454
irq,1994,8.505
irq,1995,8.551
irq,1996,8.599
irq,1997,8.643
irq,1998,8.944
irq,1999,9.255
irq,2000,9.574
irq,2001,9.901
irq,2002,10.238
irq,2003,10.585
irq,2004,10.942
irq,2005,11.309
irq,2006,11.69
irq,2007,12.082
irq,2008,12.01
irq,2009,11.938
irq,2010,11.866
irq,2011,11.79
irq,2012,11.716
irq,2013,12.608
irq,2014,13.552
irq,2015,14.012
irq,2016,14.484
irq,2017,11.193
irq,2018,11.287
irq,2019,11.338
irq,2020,11.066
irq,2021,11.078
isl,1990,67.733
isl,1991,67.454
isl,1992,68.736
isl,1993,68.988
isl,1994,69.375
isl,1995,71.284
isl,1996,69.554
isl,1997,68.557
isl,1998,70.127
isl,1999,72.212
isl,2000,73.743
isl,2001,72.617
isl,2002,71.968
isl,2003,71.607
isl,2004,71.243
isl,2005,70.877
isl,2006,71.505
isl,2007,71.542
isl,2008,70.909
isl,2009,70.266
isl,2010,70.628
isl,2011,70.212
isl,2012,70.837
isl,2013,71.476
isl,2014,72.15
isl,2015,73.099
isl,2016,73.179
isl,2017,72.319
isl,2018,71.059
isl,2019,70.213
isl,2020,68.057
isl,2021,61.671
isr,1990,46.22
isr,1991,46.632
isr,1992,47.93
isr,1993,49.068
isr,1994,50.703
isr,1995,51.66
isr,1996,51.458
isr,1997,51.415
isr,1998,51.335
isr,1999,52.478
isr,2000,53.486
isr,2001,53.74
isr,2002,53.302
isr,2003,54.187
isr,2004,54.679
isr,2005,55.292
isr,2006,55.666
isr,2007,56.17
isr,2008,56.212
isr,2009,57.14
isr,2010,57.482
isr,2011,57.14
isr,2012,58.12
isr,2013,58.229
isr,2014,59.197
isr,2015,59.113
isr,2016,59.377
isr,2017,59.251
isr,2018,59.78
isr,2019,59.556
isr,2020,58.196
isr,2021,58.518
ita,1990,34.97
ita,1991,35.955
ita,1992,33.982
ita,1993,33.536
ita,1994,33.489
ita,1995,33.517
ita,1996,33.962
ita,1997,34.186
ita,1998,34.681
ita,1999,35.413
ita,2000,35.699
ita,2001,36.237
ita,2002,36.79
ita,2003,37.347
ita,2004,38.418
ita,2005,38.051
ita,2006,38.193
ita,2007,37.945
ita,2008,38.681
ita,2009,38.25
ita,2010,38.191
ita,2011,38.408
ita,2012,39.721
ita,2013,39.692
ita,2014,40.139
ita,2015,39.786
ita,2016,40.458
ita,2017,40.943
ita,2018,41.106
ita,2019,41.258
ita,2020,39.84
ita,2021,39.89
jam,1990,62.35
jam,1991,61.763
jam,1992,61.168
jam,1993,60.566
jam,1994,59.959
jam,1995,59.348
jam,1996,58.732
jam,1997,58.113
jam,1998,57.493
jam,1999,56.398
jam,2000,54.898
jam,2001,53.406
jam,2002,53.15
jam,2003,52.896
jam,2004,55.273
jam,2005,55.864
jam,2006,56.441
jam,2007,57.014
jam,2008,57.284
jam,2009,55.615
jam,2010,54.696
jam,2011,54.778
jam,2012,54.868
jam,2013,56.255
jam,2014,55.866
jam,2015,56.251
jam,2016,58.596
jam,2017,59.073
jam,2018,57.916
jam,2019,58.439
jam,2020,54.93
jam,2021,56.095
jor,1990,13.865
jor,1991,14.128
jor,1992,14.356
jor,1993,14.572
jor,1994,14.804
jor,1995,15.06
jor,1996,15.114
jor,1997,15.199
jor,1998,15.302
jor,1999,15.4
jor,2000,15.484
jor,2001,15.567
jor,2002,15.639
jor,2003,15.714
jor,2004,15.769
jor,2005,15.815
jor,2006,15.849
jor,2007,15.891
jor,2008,15.943
jor,2009,16.007
jor,2010,16.093
jor,2011,16.177
jor,2012,16.274
jor,2013,16.379
jor,2014,16.498
jor,2015,16.647
jor,2016,16.799
jor,2017,16.961
jor,2018,14.976
jor,2019,13.996
jor,2020,13.332
jor,2021,13.469
jpn,1990,50.076
jpn,1991,50.674
jpn,1992,50.716
jpn,1993,50.282
jpn,1994,50.143
jpn,1995,49.945
jpn,1996,49.988
jpn,1997,50.387
jpn,1998,50.051
jpn,1999,49.595
jpn,2000,49.211
jpn,2001,49.074
jpn,2002,48.477
jpn,2003,48.183
jpn,2004,48.179
jpn,2005,48.3
jpn,2006,48.407
jpn,2007,48.392
jpn,2008,48.369
jpn,2009,48.44
jpn,2010,48.342
jpn,2011,48.093
jpn,2012,48.03
jpn,2013,48.836
jpn,2014,49.132
jpn,2015,49.569
jpn,2016,50.262
jpn,2017,51.095
jpn,2018,52.444
jpn,2019,53.323
jpn,2020,53.182
jpn,2021,53.3
kaz,1990,64.742
