geo,time,se_sec_durs
atg,1988,5
atg,1989,5
atg,1990,5
atg,1991,5
atg,1992,5
atg,1993,5
atg,1994,5
atg,1995,5
atg,1996,5
atg,1997,5
atg,1998,5
atg,1999,5
atg,2000,5
atg,2001,5
atg,2002,5
atg,2003,5
atg,2004,5
atg,2005,5
atg,2006,5
atg,2007,5
atg,2008,5
atg,2009,5
atg,2010,5
atg,2011,5
atg,2012,5
atg,2013,5
atg,2014,5
atg,2015,5
atg,2016,5
atg,2017,5
atg,2018,5
atg,2019,5
atg,2020,5
atg,2021,5
aus,1970,6
aus,1971,6
aus,1972,6
aus,1973,6
aus,1974,6
aus,1975,6
aus,1976,6
aus,1977,6
aus,1978,6
aus,1979,6
aus,1980,6
aus,1981,6
aus,1982,6
aus,1983,6
aus,1984,6
aus,1985,6
aus,1986,6
aus,1987,6
aus,1988,6
aus,1989,6
aus,1990,6
aus,1991,6
aus,1992,6
aus,1993,6
aus,1994,6
aus,1995,6
aus,1996,6
aus,1997,6
aus,1998,6
aus,1999,6
aus,2000,6
aus,2001,6
aus,2002,6
aus,2003,6
aus,2004,6
aus,2005,6
aus,2006,6
aus,2007,6
aus,2008,6
aus,2009,6
aus,2010,6
aus,2011,6
aus,2012,6
aus,2013,6
aus,2014,6
aus,2015,6
aus,2016,6
aus,2017,6
aus,2018,6
aus,2019,6
aus,2020,6
aus,2021,6
aut,1970,8
aut,1971,8
aut,1972,8
aut,1973,8
aut,1974,8
aut,1975,8
aut,1976,8
aut,1977,8
aut,1978,8
aut,1979,8
aut,1980,8
aut,1981,8
aut,1982,8
aut,1983,8
aut,1984,8
aut,1985,8
aut,1986,8
aut,1987,8
aut,1988,8
aut,1989,8
aut,1990,8
aut,1991,8
aut,1992,8
aut,1993,8
aut,1994,8
aut,1995,8
aut,1996,8
aut,1997,8
aut,1998,8
aut,1999,8
aut,2000,8
aut,2001,8
aut,2002,8
aut,2003,8
aut,2004,8
aut,2005,8
aut,2006,8
aut,2007,8
aut,2008,8
aut,2009,8
aut,2010,8
aut,2011,8
aut,2012,8
aut,2013,8
aut,2014,8
aut,2015,8
aut,2016,8
aut,2017,8
aut,2018,8
aut,2019,8
aut,2020,8
aut,2021,8
aze,1970,7
aze,1971,7
aze,1972,7
aze,1973,7
aze,1974,7
aze,1975,7
aze,1976,7
aze,1977,7
aze,1978,7
aze,1979,7
aze,1980,7
aze,1981,7
aze,1982,7
aze,1983,7
aze,1984,7
aze,1985,7
aze,1986,7
aze,1987,7
aze,1988,7
aze,1989,7
aze,1990,7
aze,1991,7
aze,1992,7
aze,1993,7
aze,1994,7
aze,1995,7
aze,1996,7
aze,1997,7
aze,1998,7
aze,1999,7
aze,2000,7
aze,2001,7
aze,2002,7
aze,2003,7
aze,2004,7
aze,2005,7
aze,2006,7
aze,2007,7
aze,2008,7
aze,2009,7
aze,2010,7
aze,2011,7
aze,2012,7
aze,2013,7
aze,2014,7
aze,2015,7
aze,2016,8
aze,2017,8
aze,2018,8
aze,2019,8
aze,2020,8
aze,2021,8
bdi,1970,6
bdi,1971,6
bdi,1972,6
bdi,1973,7
bdi,1974,7
bdi,1975,7
bdi,1976,7
bdi,1977,7
bdi,1978,7
bdi,1979,7
bdi,1980,7
bdi,1981,7
bdi,1982,7
bdi,1983,7
bdi,1984,7
bdi,1985,7
bdi,1986,7
bdi,1987,7
bdi,1988,7
bdi,1989,7
bdi,1990,7
bdi,1991,7
bdi,1992,7
bdi,1993,7
bdi,1994,7
bdi,1995,7
bdi,1996,7
bdi,1997,7
bdi,1998,7
bdi,1999,7
bdi,2000,7
bdi,2001,7
bdi,2002,7
bdi,2003,7
bdi,2004,7
bdi,2005,7
bdi,2006,7
bdi,2007,7
bdi,2008,7
bdi,2009,7
bdi,2010,7
bdi,2011,7
bdi,2012,7
bdi,2013,7
bdi,2014,7
bdi,2015,7
bdi,2016,7
bdi,2017,6
bdi,2018,6
bdi,2019,6
bdi,2020,7
bdi,2021,6
bel,1970,6
bel,1971,6
bel,1972,6
bel,1973,6
bel,1974,6
bel,1975,6
bel,1976,6
bel,1977,6
bel,1978,6
bel,1979,6
bel,1980,6
bel,1981,6
bel,1982,6
bel,1983,6
bel,1984,6
bel,1985,6
bel,1986,6
bel,1987,6
bel,1988,6
bel,1989,6
bel,1990,6
bel,1991,6
bel,1992,6
bel,1993,6
bel,1994,6
bel,1995,6
bel,1996,6
bel,1997,6
bel,1998,6
bel,1999,6
bel,2000,6
bel,2001,6
bel,2002,6
bel,2003,6
bel,2004,6
bel,2005,6
bel,2006,6
bel,2007,6
bel,2008,6
bel,2009,6
bel,2010,6
bel,2011,6
bel,2012,6
bel,2013,6
bel,2014,6
bel,2015,6
bel,2016,6
bel,2017,6
bel,2018,6
bel,2019,6
bel,2020,6
bel,2021,6
ben,1970,7
ben,1971,7
ben,1972,7
ben,1973,7
ben,1974,7
ben,1975,7
ben,1976,7
ben,1977,7
ben,1978,7
ben,1979,7
ben,1980,7
ben,1981,7
ben,1982,7
ben,1983,7
ben,1984,7
ben,1985,7
ben,1986,7
ben,1987,7
ben,1988,7
ben,1989,7
ben,1990,7
ben,1991,7
ben,1992,7
ben,1993,7
ben,1994,7
ben,1995,7
ben,1996,7
ben,1997,7
ben,1998,7
ben,1999,7
ben,2000,7
ben,2001,7
ben,2002,7
ben,2003,7
ben,2004,7
ben,2005,7
ben,2006,7
ben,2007,7
ben,2008,7
ben,2009,7
ben,2010,7
ben,2011,7
ben,2012,7
ben,2013,7
ben,2014,7
ben,2015,7
ben,2016,7
ben,2017,7
ben,2018,7
ben,2019,7
ben,2020,7
ben,2021,7
bfa,1970,7
bfa,1971,7
bfa,1972,7
bfa,1973,7
bfa,1974,7
bfa,1975,7
bfa,1976,7
bfa,1977,7
bfa,1978,7
bfa,1979,7
bfa,1980,7
bfa,1981,7
bfa,1982,7
bfa,1983,7
bfa,1984,7
bfa,1985,7
bfa,1986,7
bfa,1987,7
bfa,1988,7
bfa,1989,7
bfa,1990,7
bfa,1991,7
bfa,1992,7
bfa,1993,7
bfa,1994,7
bfa,1995,7
bfa,1996,7
bfa,1997,7
bfa,1998,7
bfa,1999,7
bfa,2000,7
bfa,2001,7
bfa,2002,7
bfa,2003,7
bfa,2004,7
bfa,2005,7
bfa,2006,7
bfa,2007,7
bfa,2008,7
bfa,2009,7
bfa,2010,7
bfa,2011,7
bfa,2012,7
bfa,2013,7
bfa,2014,7
bfa,2015,7
bfa,2016,7
bfa,2017,7
bfa,2018,7
bfa,2019,7
bfa,2020,7
bfa,2021,7
bgd,1970,7
bgd,1971,7
bgd,1972,7
bgd,1973,7
bgd,1974,7
bgd,1975,7
bgd,1976,7
bgd,1977,7
bgd,1978,7
bgd,1979,7
bgd,1980,7
bgd,1981,7
bgd,1982,7
bgd,1983,7
bgd,1984,7
bgd,1985,7
bgd,1986,7
bgd,1987,7
bgd,1988,7
bgd,1989,7
bgd,1990,7
bgd,1991,7
bgd,1992,7
bgd,1993,7
bgd,1994,7
bgd,1995,7
bgd,1996,7
bgd,1997,7
bgd,1998,7
bgd,1999,7
bgd,2000,7
bgd,2001,7
bgd,2002,7
bgd,2003,7
bgd,2004,7
bgd,2005,7
bgd,2006,7
bgd,2007,7
bgd,2008,7
bgd,2009,7
bgd,2010,7
bgd,2011,7
bgd,2012,7
bgd,2013,7
bgd,2014,7
bgd,2015,7
bgd,2016,7
bgd,2017,7
bgd,2018,7
bgd,2019,7
bgd,2020,7
bgd,2021,7
bgr,1970,7
bgr,1971,7
bgr,1972,7
bgr,1973,7
bgr,1974,7
bgr,1975,7
bgr,1976,7
bgr,1977,7
bgr,1978,7
bgr,1979,7
bgr,1980,7
bgr,1981,7
bgr,1982,7
bgr,1983,7
bgr,1984,7
bgr,1985,7
bgr,1986,7
bgr,1987,7
bgr,1988,7
bgr,1989,7
bgr,1990,7
bgr,1991,7
bgr,1992,7
bgr,1993,7
bgr,1994,7
bgr,1995,7
bgr,1996,7
bgr,1997,7
bgr,1998,7
bgr,1999,7
bgr,2000,7
bgr,2001,7
bgr,2002,7
bgr,2003,8
bgr,2004,8
bgr,2005,8
bgr,2006,8
bgr,2007,8
bgr,2008,8
bgr,2009,8
bgr,2010,8
bgr,2011,8
bgr,2012,8
bgr,2013,8
bgr,2014,8
bgr,2015,8
bgr,2016,8
bgr,2017,8
bgr,2018,8
bgr,2019,8
bgr,2020,8
bgr,2021,8
bhr,1970,5
bhr,1971,5
bhr,1972,5
bhr,1973,5
bhr,1974,5
bhr,1975,5
bhr,1976,5
bhr,1977,5
bhr,1978,5
bhr,1979,5
bhr,1980,6
bhr,1981,6
bhr,1982,6
bhr,1983,6
bhr,1984,6
bhr,1985,6
bhr,1986,6
bhr,1987,6
bhr,1988,6
bhr,1989,6
bhr,1990,6
bhr,1991,6
bhr,1992,6
bhr,1993,6
bhr,1994,6
bhr,1995,6
bhr,1996,6
bhr,1997,6
bhr,1998,6
bhr,1999,6
bhr,2000,6
bhr,2001,6
bhr,2002,6
bhr,2003,6
bhr,2004,6
bhr,2005,6
bhr,2006,6
bhr,2007,6
bhr,2008,6
bhr,2009,6
bhr,2010,6
bhr,2011,6
bhr,2012,6
bhr,2013,6
bhr,2014,6
bhr,2015,6
bhr,2016,6
bhr,2017,6
bhr,2018,6
bhr,2019,6
bhr,2020,6
bhr,2021,6
bhs,1970,6
bhs,1971,6
bhs,1972,6
bhs,1973,6
bhs,1974,6
bhs,1975,6
bhs,1976,6
bhs,1977,6
bhs,1978,6
bhs,1979,6
bhs,1980,6
bhs,1981,6
bhs,1982,6
bhs,1983,6
bhs,1984,6
bhs,1985,6
bhs,1986,6
bhs,1987,6
bhs,1988,6
bhs,1989,6
bhs,1990,6
bhs,1991,6
bhs,1992,6
bhs,1993,6
bhs,1994,6
bhs,1995,6
bhs,1996,6
bhs,1997,6
bhs,1998,6
bhs,1999,6
bhs,2000,6
bhs,2001,6
bhs,2002,6
bhs,2003,6
bhs,2004,6
bhs,2005,6
bhs,2006,6
bhs,2007,6
bhs,2008,6
bhs,2009,6
bhs,2010,6
bhs,2011,6
bhs,2012,6
bhs,2013,6
bhs,2014,6
bhs,2015,6
bhs,2016,6
bhs,2017,6
bhs,2018,6
bhs,2019,6
bhs,2020,6
bhs,2021,6
bih,1970,8
bih,1971,8
bih,1972,8
bih,1973,8
bih,1974,8
bih,1975,8
bih,1976,8
bih,1977,8
bih,1978,8
bih,1979,8
bih,1980,8
bih,1981,8
bih,1982,8
bih,1983,8
bih,1984,8
bih,1985,8
bih,1986,8
bih,1987,8
bih,1988,8
bih,1989,8
bih,1990,8
bih,1991,8
bih,1992,8
bih,1993,8
bih,1994,8
bih,1995,8
bih,1996,8
bih,1997,8
bih,1998,8
bih,1999,8
bih,2000,8
bih,2001,8
bih,2002,8
bih,2003,8
bih,2004,8
bih,2005,8
bih,2006,8
bih,2007,8
bih,2008,8
bih,2009,8
bih,2010,8
bih,2011,8
bih,2012,8
bih,2013,8
bih,2014,8
bih,2015,8
bih,2016,8
bih,2017,8
bih,2018,8
bih,2019,8
bih,2020,8
bih,2021,8
blr,1970,5
blr,1971,5
blr,1972,5
blr,1973,5
blr,1974,5
blr,1975,5
blr,1976,5
blr,1977,5
blr,1978,5
blr,1979,5
blr,1980,5
blr,1981,5
blr,1982,5
blr,1983,5
blr,1984,5
blr,1985,5
blr,1986,5
blr,1987,5
blr,1988,5
blr,1989,5
blr,1990,5
blr,1991,7
blr,1992,7
blr,1993,7
blr,1994,7
blr,1995,7
blr,1996,7
blr,1997,7
blr,1998,7
blr,1999,7
blr,2000,7
blr,2001,7
blr,2002,7
blr,2003,7
blr,2004,7
blr,2005,7
blr,2006,7
blr,2007,7
blr,2008,7
blr,2009,7
blr,2010,7
blr,2011,7
blr,2012,7
blr,2013,7
blr,2014,7
blr,2015,7
blr,2016,7
blr,2017,7
blr,2018,7
blr,2019,7
blr,2020,7
blr,2021,7
blz,1970,6
blz,1971,6
blz,1972,6
blz,1973,6
blz,1974,6
blz,1975,6
blz,1976,6
blz,1977,6
blz,1978,6
blz,1979,6
blz,1980,6
blz,1981,6
blz,1982,6
blz,1983,6
blz,1984,6
blz,1985,6
blz,1986,6
blz,1987,6
blz,1988,6
blz,1989,6
blz,1990,6
blz,1991,6
blz,1992,6
blz,1993,6
blz,1994,6
blz,1995,6
blz,1996,6
blz,1997,6
blz,1998,6
blz,1999,6
blz,2000,6
blz,2001,6
blz,2002,6
blz,2003,6
blz,2004,6
blz,2005,6
blz,2006,6
blz,2007,6
blz,2008,6
blz,2009,6
blz,2010,6
blz,2011,6
blz,2012,6
blz,2013,6
blz,2014,6
blz,2015,6
blz,2016,6
blz,2017,6
blz,2018,6
blz,2019,6
blz,2020,6
blz,2021,6
bmu,1970,5
bmu,1971,5
bmu,1972,5
bmu,1973,5
bmu,1974,5
bmu,1975,5
bmu,1976,5
bmu,1977,5
bmu,1978,5
bmu,1979,5
bmu,1980,5
bmu,1981,5
bmu,1982,5
bmu,1983,5
bmu,1984,5
bmu,1985,5
bmu,1986,5
bmu,1987,5
bmu,1988,5
bmu,1989,5
bmu,1990,5
bmu,1991,5
bmu,1992,5
bmu,1993,5
bmu,1994,5
bmu,1995,5
bmu,1996,5
bmu,1997,5
bmu,1998,7
bmu,1999,7
bmu,2000,7
bmu,2001,7
bmu,2002,7
bmu,2003,7
bmu,2004,7
bmu,2005,7
bmu,2006,7
bmu,2007,7
bmu,2008,7
bmu,2009,7
bmu,2010,7
bmu,2011,7
bmu,2012,7
bmu,2013,7
bmu,2014,7
bmu,2015,7
bmu,2016,7
bmu,2017,7
bmu,2018,7
bmu,2019,7
bmu,2020,7
bmu,2021,7
bol,1970,6
bol,1971,6
bol,1972,6
bol,1973,6
bol,1974,6
bol,1975,6
bol,1976,6
bol,1977,6
bol,1978,6
bol,1979,6
bol,1980,6
bol,1981,6
bol,1982,6
bol,1983,6
bol,1984,6
bol,1985,6
bol,1986,6
bol,1987,6
bol,1988,6
bol,1989,6
bol,1990,6
bol,1991,6
bol,1992,6
bol,1993,6
bol,1994,6
bol,1995,6
bol,1996,6
bol,1997,6
bol,1998,6
bol,1999,6
bol,2000,6
bol,2001,6
bol,2002,6
bol,2003,6
bol,2004,6
bol,2005,6
bol,2006,6
bol,2007,6
bol,2008,6
bol,2009,6
bol,2010,6
bol,2011,6
bol,2012,6
bol,2013,6
bol,2014,6
bol,2015,6
bol,2016,6
bol,2017,6
bol,2018,6
bol,2019,6
bol,2020,6
bol,2021,6
bra,1970,7
bra,1971,7
bra,1972,7
bra,1973,7
bra,1974,7
bra,1975,7
bra,1976,7
bra,1977,7
bra,1978,7
bra,1979,7
bra,1980,7
bra,1981,7
bra,1982,7
bra,1983,7
bra,1984,7
bra,1985,7
bra,1986,7
bra,1987,7
bra,1988,7
bra,1989,7
bra,1990,7
bra,1991,7
bra,1992,7
bra,1993,7
bra,1994,7
bra,1995,7
bra,1996,7
bra,1997,7
bra,1998,7
bra,1999,7
bra,2000,7
bra,2001,7
bra,2002,7
bra,2003,7
bra,2004,7
bra,2005,7
bra,2006,7
bra,2007,7
bra,2008,7
bra,2009,7
bra,2010,7
bra,2011,7
bra,2012,7
bra,2013,7
bra,2014,7
bra,2015,7
bra,2016,7
bra,2017,7
bra,2018,7
bra,2019,7
bra,2020,7
bra,2021,7
brb,1970,6
brb,1971,6
brb,1972,6
brb,1973,6
brb,1974,6
brb,1975,6
brb,1976,6
brb,1977,6
brb,1978,6
brb,1979,6
brb,1980,6
brb,1981,6
brb,1982,6
brb,1983,6
brb,1984,6
brb,1985,6
brb,1986,6
brb,1987,6
brb,1988,6
brb,1989,6
brb,1990,6
brb,1991,6
brb,1992,6
brb,1993,6
brb,1994,6
brb,1995,6
brb,1996,6
brb,1997,6
brb,1998,5
brb,1999,5
brb,2000,5
brb,2001,5
brb,2002,5
brb,2003,5
brb,2004,5
brb,2005,5
brb,2006,5
brb,2007,5
brb,2008,5
brb,2009,5
brb,2010,5
brb,2011,5
brb,2012,5
brb,2013,5
brb,2014,5
brb,2015,5
brb,2016,5
brb,2017,5
brb,2018,5
brb,2019,5
brb,2020,5
brb,2021,5
brn,1970,7
brn,1971,7
brn,1972,7
brn,1973,7
brn,1974,7
brn,1975,7
brn,1976,7
brn,1977,7
brn,1978,7
brn,1979,7
brn,1980,7
brn,1981,7
brn,1982,7
brn,1983,7
brn,1984,7
brn,1985,7
brn,1986,7
brn,1987,7
brn,1988,7
brn,1989,7
brn,1990,7
brn,1991,7
brn,1992,7
brn,1993,7
brn,1994,7
brn,1995,7
brn,1996,7
brn,1997,7
brn,1998,7
brn,1999,7
brn,2000,7
brn,2001,7
brn,2002,7
brn,2003,7
brn,2004,7
brn,2005,7
brn,2006,7
brn,2007,7
brn,2008,7
brn,2009,7
brn,2010,7
brn,2011,7
brn,2012,7
brn,2013,7
brn,2014,7
brn,2015,7
brn,2016,7
brn,2017,7
brn,2018,7
brn,2019,7
brn,2020,7
brn,2021,7
btn,1970,5
btn,1971,5
btn,1972,5
btn,1973,5
btn,1974,5
btn,1975,5
btn,1976,5
btn,1977,5
btn,1978,5
btn,1979,5
btn,1980,5
btn,1981,5
btn,1982,5
btn,1983,5
btn,1984,5
btn,1985,5
btn,1986,6
btn,1987,6
btn,1988,6
btn,1989,6
btn,1990,6
btn,1991,6
btn,1992,6
btn,1993,6
btn,1994,6
btn,1995,6
btn,1996,6
btn,1997,6
btn,1998,6
btn,1999,6
btn,2000,6
btn,2001,6
btn,2002,6
btn,2003,6
btn,2004,6
btn,2005,6
btn,2006,6
btn,2007,6
btn,2008,6
btn,2009,6
btn,2010,6
btn,2011,6
btn,2012,6
btn,2013,6
btn,2014,6
btn,2015,6
btn,2016,6
btn,2017,6
btn,2018,6
btn,2019,6
btn,2020,6
btn,2021,6
bwa,1970,5
bwa,1971,5
bwa,1972,5
bwa,1973,5
bwa,1974,5
bwa,1975,5
bwa,1976,5
bwa,1977,5
bwa,1978,5
bwa,1979,5
bwa,1980,5
bwa,1981,5
bwa,1982,5
bwa,1983,5
bwa,1984,5
bwa,1985,5
bwa,1986,5
bwa,1987,5
bwa,1988,5
bwa,1989,5
bwa,1990,5
bwa,1991,5
bwa,1992,5
bwa,1993,5
bwa,1994,5
bwa,1995,5
bwa,1996,5
bwa,1997,5
bwa,1998,5
bwa,1999,5
bwa,2000,5
bwa,2001,5
bwa,2002,5
bwa,2003,5
bwa,2004,5
bwa,2005,5
bwa,2006,5
bwa,2007,5
bwa,2008,5
bwa,2009,5
bwa,2010,5
bwa,2011,5
bwa,2012,5
bwa,2013,5
bwa,2014,5
bwa,2015,5
bwa,2016,5
bwa,2017,5
bwa,2018,5
bwa,2019,5
bwa,2020,5
bwa,2021,5
caf,1970,7
caf,1971,7
caf,1972,7
caf,1973,7
caf,1974,7
caf,1975,7
caf,1976,7
caf,1977,7
caf,1978,7
caf,1979,7
caf,1980,7
caf,1981,7
caf,1982,7
caf,1983,7
caf,1984,7
caf,1985,7
caf,1986,7
caf,1987,7
caf,1988,7
caf,1989,7
caf,1990,7
caf,1991,7
caf,1992,7
caf,1993,7
caf,1994,7
caf,1995,7
caf,1996,7
caf,1997,7
caf,1998,7
caf,1999,7
caf,2000,7
caf,2001,7
caf,2002,7
caf,2003,7
caf,2004,7
caf,2005,7
caf,2006,7
caf,2007,7
caf,2008,7
caf,2009,7
caf,2010,7
caf,2011,7
caf,2012,7
caf,2013,7
caf,2014,7
caf,2015,7
caf,2016,7
caf,2017,7
caf,2018,7
caf,2019,7
caf,2020,7
caf,2021,7
can,1970,6
can,1971,6
can,1972,6
can,1973,6
can,1974,6
can,1975,6
can,1976,6
can,1977,6
can,1978,6
can,1979,6
can,1980,6
can,1981,6
can,1982,6
can,1983,6
can,1984,6
can,1985,6
can,1986,6
can,1987,6
can,1988,6
can,1989,6
can,1990,6
can,1991,6
can,1992,6
can,1993,6
can,1994,6
can,1995,6
can,1996,6
can,1997,6
can,1998,6
can,1999,6
can,2000,6
can,2001,6
can,2002,6
can,2003,6
can,2004,6
can,2005,6
can,2006,6
can,2007,6
can,2008,6
can,2009,6
can,2010,6
can,2011,6
can,2012,6
can,2013,6
can,2014,6
can,2015,6
can,2016,6
can,2017,6
can,2018,6
can,2019,6
can,2020,6
can,2021,6
che,1970,7
che,1971,7
che,1972,7
che,1973,7
che,1974,7
che,1975,7
che,1976,7
che,1977,7
che,1978,7
che,1979,7
che,1980,7
che,1981,7
che,1982,7
che,1983,7
che,1984,7
che,1985,7
che,1986,7
che,1987,7
che,1988,7
che,1989,7
che,1990,7
che,1991,7
che,1992,7
che,1993,7
che,1994,7
che,1995,7
che,1996,7
che,1997,7
che,1998,7
che,1999,7
che,2000,7
che,2001,7
che,2002,7
che,2003,7
che,2004,7
che,2005,7
che,2006,7
che,2007,7
che,2008,7
che,2009,7
