geo,time,se_sec_durs
che,2010,7
che,2011,7
che,2012,7
che,2013,7
che,2014,7
che,2015,7
che,2016,7
che,2017,7
che,2018,7
che,2019,7
che,2020,7
che,2021,7
chl,1970,6
chl,1971,6
chl,1972,6
chl,1973,6
chl,1974,6
chl,1975,6
chl,1976,6
chl,1977,6
chl,1978,6
chl,1979,6
chl,1980,6
chl,1981,6
chl,1982,6
chl,1983,6
chl,1984,6
chl,1985,6
chl,1986,6
chl,1987,6
chl,1988,6
chl,1989,6
chl,1990,6
chl,1991,6
chl,1992,6
chl,1993,6
chl,1994,6
chl,1995,6
chl,1996,6
chl,1997,4
chl,1998,6
chl,1999,6
chl,2000,6
chl,2001,6
chl,2002,6
chl,2003,6
chl,2004,6
chl,2005,6
chl,2006,6
chl,2007,6
chl,2008,6
chl,2009,6
chl,2010,6
chl,2011,6
chl,2012,6
chl,2013,6
chl,2014,6
chl,2015,6
chl,2016,6
chl,2017,6
chl,2018,6
chl,2019,6
chl,2020,6
chl,2021,6
chn,1970,4
chn,1971,4
chn,1972,4
chn,1973,4
chn,1974,4
chn,1975,4
chn,1976,4
chn,1977,5
chn,1978,6
chn,1979,6
chn,1980,6
chn,1981,6
chn,1982,6
chn,1983,6
chn,1984,6
chn,1985,6
chn,1986,6
chn,1987,6
chn,1988,6
chn,1989,6
chn,1990,6
chn,1991,6
chn,1992,6
chn,1993,6
chn,1994,6
chn,1995,6
chn,1996,6
chn,1997,6
chn,1998,6
chn,1999,6
chn,2000,6
chn,2001,6
chn,2002,6
chn,2003,6
chn,2004,6
chn,2005,6
chn,2006,6
chn,2007,6
chn,2008,6
chn,2009,6
chn,2010,6
chn,2011,6
chn,2012,6
chn,2013,6
chn,2014,6
chn,2015,6
chn,2016,6
chn,2017,6
chn,2018,6
chn,2019,6
chn,2020,6
chn,2021,6
civ,1970,7
civ,1971,7
civ,1972,7
civ,1973,7
civ,1974,7
civ,1975,7
civ,1976,7
civ,1977,7
civ,1978,7
civ,1979,7
civ,1980,7
civ,1981,7
civ,1982,7
civ,1983,7
civ,1984,7
civ,1985,7
civ,1986,7
civ,1987,7
civ,1988,7
civ,1989,7
civ,1990,7
civ,1991,7
civ,1992,7
civ,1993,7
civ,1994,7
civ,1995,7
civ,1996,7
civ,1997,7
civ,1998,7
civ,1999,7
civ,2000,7
civ,2001,7
civ,2002,7
civ,2003,7
civ,2004,7
civ,2005,7
civ,2006,7
civ,2007,7
civ,2008,7
civ,2009,7
civ,2010,7
civ,2011,7
civ,2012,7
civ,2013,7
civ,2014,7
civ,2015,7
civ,2016,7
civ,2017,7
civ,2018,7
civ,2019,7
civ,2020,7
civ,2021,7
cmr,1970,7
cmr,1971,7
cmr,1972,7
cmr,1973,7
cmr,1974,7
cmr,1975,7
cmr,1976,7
cmr,1977,7
cmr,1978,7
cmr,1979,7
cmr,1980,7
cmr,1981,7
cmr,1982,7
cmr,1983,7
cmr,1984,7
cmr,1985,7
cmr,1986,7
cmr,1987,7
cmr,1988,7
cmr,1989,7
cmr,1990,7
cmr,1991,7
cmr,1992,7
cmr,1993,7
cmr,1994,7
cmr,1995,7
cmr,1996,7
cmr,1997,7
cmr,1998,7
cmr,1999,7
cmr,2000,7
cmr,2001,7
cmr,2002,7
cmr,2003,7
cmr,2004,7
cmr,2005,7
cmr,2006,7
cmr,2007,7
cmr,2008,7
cmr,2009,7
cmr,2010,7
cmr,2011,7
cmr,2012,7
cmr,2013,7
cmr,2014,7
cmr,2015,7
cmr,2016,7
cmr,2017,7
cmr,2018,7
cmr,2019,7
cmr,2020,7
cod,1970,6
cod,1971,6
cod,1972,6
cod,1973,6
cod,1974,6
cod,1975,6
cod,1976,6
cod,1977,6
cod,1978,6
cod,1979,6
cod,1980,6
cod,1981,6
cod,1982,6
cod,1983,6
cod,1984,6
cod,1985,6
cod,1986,6
cod,1987,6
cod,1988,6
cod,1989,6
cod,1990,6
cod,1991,6
cod,1992,6
cod,1993,6
cod,1994,6
cod,1995,6
cod,1996,6
cod,1997,6
cod,1998,6
cod,1999,6
cod,2000,6
cod,2001,6
cod,2002,6
cod,2003,6
cod,2004,6
cod,2005,6
cod,2006,6
cod,2007,6
cod,2008,6
cod,2009,6
cod,2010,6
cod,2011,6
cod,2012,6
cod,2013,6
cod,2014,6
cod,2015,6
cod,2016,6
cod,2017,6
cod,2018,6
cod,2019,6
cod,2020,6
cod,2021,6
cog,1970,7
cog,1971,7
cog,1972,7
cog,1973,7
cog,1974,7
cog,1975,7
cog,1976,7
cog,1977,7
cog,1978,7
cog,1979,7
cog,1980,7
cog,1981,7
cog,1982,7
cog,1983,7
cog,1984,7
cog,1985,7
cog,1986,7
cog,1987,7
cog,1988,7
cog,1989,7
cog,1990,7
cog,1991,7
cog,1992,7
cog,1993,7
cog,1994,7
cog,1995,7
cog,1996,7
cog,1997,7
cog,1998,7
cog,1999,7
cog,2000,7
cog,2001,7
cog,2002,7
cog,2003,7
cog,2004,7
cog,2005,7
cog,2006,7
cog,2007,7
cog,2008,7
cog,2009,7
cog,2010,7
cog,2011,7
cog,2012,7
cog,2013,7
cog,2014,7
cog,2015,7
cog,2016,7
cog,2017,7
cog,2018,7
cog,2019,7
cog,2020,7
cog,2021,7
col,1970,6
col,1971,6
col,1972,6
col,1973,6
col,1974,6
col,1975,6
col,1976,6
col,1977,6
col,1978,6
col,1979,6
col,1980,6
col,1981,6
col,1982,6
col,1983,6
col,1984,6
col,1985,6
col,1986,6
col,1987,6
col,1988,6
col,1989,6
col,1990,6
col,1991,6
col,1992,6
col,1993,6
col,1994,6
col,1995,6
col,1996,6
col,1997,6
col,1998,6
col,1999,6
col,2000,6
col,2001,6
col,2002,6
col,2003,6
col,2004,6
col,2005,6
col,2006,6
col,2007,6
col,2008,6
col,2009,6
col,2010,6
col,2011,6
col,2012,6
col,2013,6
col,2014,6
col,2015,6
col,2016,6
col,2017,6
col,2018,6
col,2019,6
col,2020,6
col,2021,6
com,1970,7
com,1971,7
com,1972,7
com,1973,7
com,1974,7
com,1975,7
com,1976,7
com,1977,7
com,1978,7
com,1979,7
com,1980,7
com,1981,7
com,1982,7
com,1983,7
com,1984,7
com,1985,7
com,1986,7
com,1987,7
com,1988,7
com,1989,7
com,1990,7
com,1991,7
com,1992,7
com,1993,7
com,1994,7
com,1995,7
com,1996,7
com,1997,7
com,1998,7
com,1999,7
com,2000,7
com,2001,7
com,2002,7
com,2003,7
com,2004,7
com,2005,7
com,2006,7
com,2007,7
com,2008,7
com,2009,7
com,2010,7
com,2011,7
com,2012,7
com,2013,7
com,2014,7
com,2015,7
com,2016,7
com,2017,7
com,2018,7
com,2019,7
com,2020,7
com,2021,7
cpv,1970,5
cpv,1971,5
cpv,1972,5
cpv,1973,5
cpv,1974,5
cpv,1975,5
cpv,1976,5
cpv,1977,5
cpv,1978,5
cpv,1979,5
cpv,1980,5
cpv,1981,5
cpv,1982,5
cpv,1983,5
cpv,1984,5
cpv,1985,5
cpv,1986,5
cpv,1987,5
cpv,1988,5
cpv,1989,5
cpv,1990,5
cpv,1991,6
cpv,1992,6
cpv,1993,6
cpv,1994,6
cpv,1995,6
cpv,1996,6
cpv,1997,6
cpv,1998,6
cpv,1999,6
cpv,2000,6
cpv,2001,6
cpv,2002,6
cpv,2003,6
cpv,2004,6
cpv,2005,6
cpv,2006,6
cpv,2007,6
cpv,2008,6
cpv,2009,6
cpv,2010,6
cpv,2011,6
cpv,2012,6
cpv,2013,6
cpv,2014,6
cpv,2015,6
cpv,2016,6
cpv,2017,6
cpv,2018,6
cpv,2019,6
cpv,2020,6
cpv,2021,6
cri,1970,5
cri,1971,5
cri,1972,5
cri,1973,5
cri,1974,5
cri,1975,5
cri,1976,5
cri,1977,5
cri,1978,5
cri,1979,5
cri,1980,5
cri,1981,5
cri,1982,5
cri,1983,5
cri,1984,5
cri,1985,5
cri,1986,5
cri,1987,5
cri,1988,5
cri,1989,5
cri,1990,5
cri,1991,5
cri,1992,5
cri,1993,5
cri,1994,5
cri,1995,5
cri,1996,5
cri,1997,5
cri,1998,5
cri,1999,5
cri,2000,5
cri,2001,5
cri,2002,5
cri,2003,5
cri,2004,5
cri,2005,5
cri,2006,5
cri,2007,5
cri,2008,5
cri,2009,5
cri,2010,5
cri,2011,5
cri,2012,5
cri,2013,5
cri,2014,5
cri,2015,5
cri,2016,5
cri,2017,5
cri,2018,5
cri,2019,5
cri,2020,5
cri,2021,5
cub,1970,7
cub,1971,7
cub,1972,7
cub,1973,7
cub,1974,7
cub,1975,7
cub,1976,7
cub,1977,7
cub,1978,6
cub,1979,6
cub,1980,6
cub,1981,6
cub,1982,6
cub,1983,6
cub,1984,6
cub,1985,6
cub,1986,6
cub,1987,6
cub,1988,6
cub,1989,6
cub,1990,6
cub,1991,6
cub,1992,6
cub,1993,6
cub,1994,6
cub,1995,6
cub,1996,6
cub,1997,6
cub,1998,6
cub,1999,6
cub,2000,6
cub,2001,6
cub,2002,6
cub,2003,6
cub,2004,6
cub,2005,6
cub,2006,6
cub,2007,6
cub,2008,6
cub,2009,6
cub,2010,6
cub,2011,6
cub,2012,6
cub,2013,6
cub,2014,6
cub,2015,6
cub,2016,6
cub,2017,6
cub,2018,6
cub,2019,6
cub,2020,6
cub,2021,6
cym,1970,6
cym,1971,6
cym,1972,6
cym,1973,6
cym,1974,6
cym,1975,6
cym,1976,6
cym,1977,6
cym,1978,6
cym,1979,6
cym,1980,6
cym,1981,6
cym,1982,6
cym,1983,6
cym,1984,6
cym,1985,6
cym,1986,6
cym,1987,6
cym,1988,6
cym,1989,6
cym,1990,6
cym,1991,6
cym,1992,6
cym,1993,6
cym,1994,6
cym,1995,6
cym,1996,6
cym,1997,6
cym,1998,6
cym,1999,6
cym,2000,6
cym,2001,6
cym,2002,6
cym,2003,6
cym,2004,6
cym,2005,6
cym,2006,6
cym,2007,6
cym,2008,6
cym,2009,6
cym,2010,6
cym,2011,6
cym,2012,6
cym,2013,6
cym,2014,6
cym,2015,6
cym,2016,6
cym,2017,6
cym,2018,6
cym,2019,6
cym,2020,6
cym,2021,6
cyp,1970,6
cyp,1971,6
cyp,1972,6
cyp,1973,6
cyp,1974,6
cyp,1975,6
cyp,1976,6
cyp,1977,6
cyp,1978,6
cyp,1979,6
cyp,1980,6
cyp,1981,6
cyp,1982,6
cyp,1983,6
cyp,1984,6
cyp,1985,6
cyp,1986,6
cyp,1987,6
cyp,1988,6
cyp,1989,6
cyp,1990,6
cyp,1991,6
cyp,1992,6
cyp,1993,6
cyp,1994,6
cyp,1995,6
cyp,1996,6
cyp,1997,6
cyp,1998,6
cyp,1999,6
cyp,2000,6
cyp,2001,6
cyp,2002,6
cyp,2003,6
cyp,2004,6
cyp,2005,6
cyp,2006,6
cyp,2007,6
cyp,2008,6
cyp,2009,6
cyp,2010,6
cyp,2011,6
cyp,2012,6
cyp,2013,6
cyp,2014,6
cyp,2015,6
cyp,2016,6
cyp,2017,6
cyp,2018,6
cyp,2019,6
cyp,2020,6
cyp,2021,6
cze,1970,8
cze,1971,8
cze,1972,8
cze,1973,8
cze,1974,8
cze,1975,8
cze,1976,8
cze,1977,8
cze,1978,8
cze,1979,8
cze,1980,8
cze,1981,8
cze,1982,8
cze,1983,8
cze,1984,8
cze,1985,8
cze,1986,8
cze,1987,8
cze,1988,8
cze,1989,8
cze,1990,8
cze,1991,8
cze,1992,8
cze,1993,8
cze,1994,8
cze,1995,8
cze,1996,8
cze,1997,8
cze,1998,8
cze,1999,8
cze,2000,8
cze,2001,8
cze,2002,8
cze,2003,8
cze,2004,8
cze,2005,8
cze,2006,8
cze,2007,8
cze,2008,8
cze,2009,8
cze,2010,8
cze,2011,8
cze,2012,8
cze,2013,8
cze,2014,8
cze,2015,8
cze,2016,8
cze,2017,8
cze,2018,8
cze,2019,8
cze,2020,8
cze,2021,8
deu,1970,9
deu,1971,9
deu,1972,9
deu,1973,9
deu,1974,9
deu,1975,9
deu,1976,9
deu,1977,9
deu,1978,9
deu,1979,9
deu,1980,9
deu,1981,9
deu,1982,9
deu,1983,9
deu,1984,9
deu,1985,9
deu,1986,9
deu,1987,9
deu,1988,9
deu,1989,9
deu,1990,9
deu,1991,9
deu,1992,9
deu,1993,9
deu,1994,9
deu,1995,9
deu,1996,9
deu,1997,9
deu,1998,9
deu,1999,9
deu,2000,9
deu,2001,9
deu,2002,9
deu,2003,9
deu,2004,9
deu,2005,9
deu,2006,9
deu,2007,9
deu,2008,9
deu,2009,9
deu,2010,9
deu,2011,9
deu,2012,9
deu,2013,9
deu,2014,9
deu,2015,9
deu,2016,9
deu,2017,9
deu,2018,9
deu,2019,9
deu,2020,9
deu,2021,9
dji,1970,7
dji,1971,7
dji,1972,7
dji,1973,7
dji,1974,7
dji,1975,7
dji,1976,7
dji,1977,7
dji,1978,7
dji,1979,7
dji,1980,7
dji,1981,7
dji,1982,7
dji,1983,7
dji,1984,7
dji,1985,7
dji,1986,7
dji,1987,7
dji,1988,7
dji,1989,7
dji,1990,7
dji,1991,7
dji,1992,7
dji,1993,7
dji,1994,7
dji,1995,7
dji,1996,7
dji,1997,7
dji,1998,7
dji,1999,7
dji,2000,7
dji,2001,7
dji,2002,7
dji,2003,7
dji,2004,7
dji,2005,7
dji,2006,7
dji,2007,7
dji,2008,7
dji,2009,7
dji,2010,7
dji,2011,7
dji,2012,7
dji,2013,7
dji,2014,7
dji,2015,7
dji,2016,7
dji,2017,7
dji,2018,7
dji,2019,7
dji,2020,7
dji,2021,7
dma,1970,5
dma,1971,5
dma,1972,5
dma,1973,5
dma,1974,5
dma,1975,5
dma,1976,5
dma,1977,5
dma,1978,5
dma,1979,5
dma,1980,5
dma,1981,5
dma,1982,5
dma,1983,5
dma,1984,5
dma,1985,5
dma,1986,5
dma,1987,5
dma,1988,5
dma,1989,5
dma,1990,5
dma,1991,5
dma,1992,5
dma,1993,5
dma,1994,5
dma,1995,5
dma,1996,5
dma,1997,5
dma,1998,5
dma,1999,5
dma,2000,5
dma,2001,5
dma,2002,5
dma,2003,5
dma,2004,5
dma,2005,5
dma,2006,5
dma,2007,5
dma,2008,5
dma,2009,5
dma,2010,5
dma,2011,5
dma,2012,5
dma,2013,5
dma,2014,5
dma,2015,5
dma,2016,5
dma,2017,5
dma,2018,5
dma,2019,5
dma,2020,5
dma,2021,5
dnk,1970,6
dnk,1971,6
dnk,1972,6
dnk,1973,6
dnk,1974,6
dnk,1975,6
dnk,1976,6
dnk,1977,6
dnk,1978,6
dnk,1979,6
dnk,1980,6
dnk,1981,6
dnk,1982,6
dnk,1983,6
dnk,1984,6
dnk,1985,6
dnk,1986,6
dnk,1987,6
dnk,1988,6
dnk,1989,6
dnk,1990,6
dnk,1991,6
dnk,1992,6
dnk,1993,6
dnk,1994,6
dnk,1995,6
dnk,1996,6
dnk,1997,6
dnk,1998,6
dnk,1999,6
dnk,2000,6
dnk,2001,6
dnk,2002,6
dnk,2003,6
dnk,2004,6
dnk,2005,6
dnk,2006,6
dnk,2007,6
dnk,2008,6
dnk,2009,6
dnk,2010,6
dnk,2011,6
dnk,2012,6
dnk,2013,6
dnk,2014,6
dnk,2015,6
dnk,2016,6
dnk,2017,6
dnk,2018,6
dnk,2019,6
dnk,2020,6
dnk,2021,6
dom,1970,6
dom,1971,6
dom,1972,6
dom,1973,6
dom,1974,6
dom,1975,6
dom,1976,6
dom,1977,6
dom,1978,6
dom,1979,6
dom,1980,6
dom,1981,6
dom,1982,6
dom,1983,6
dom,1984,6
dom,1985,6
dom,1986,6
dom,1987,6
dom,1988,6
dom,1989,6
dom,1990,6
dom,1991,6
dom,1992,6
dom,1993,6
dom,1994,6
dom,1995,6
dom,1996,6
dom,1997,6
dom,1998,6
dom,1999,6
dom,2000,6
dom,2001,6
dom,2002,6
dom,2003,6
dom,2004,6
dom,2005,6
dom,2006,6
dom,2007,6
dom,2008,6
dom,2009,6
dom,2010,6
dom,2011,6
dom,2012,6
dom,2013,6
dom,2014,6
dom,2015,6
dom,2016,6
dom,2017,6
dom,2018,6
dom,2019,6
dom,2020,6
dom,2021,6
dza,1970,7
dza,1971,6
dza,1972,7
dza,1973,7
dza,1974,7
dza,1975,7
dza,1976,7
dza,1977,7
dza,1978,7
dza,1979,7
dza,1980,7
dza,1981,7
dza,1982,7
dza,1983,7
dza,1984,7
dza,1985,7
dza,1986,7
dza,1987,7
dza,1988,7
dza,1989,6
dza,1990,6
dza,1991,6
dza,1992,6
dza,1993,6
dza,1994,6
dza,1995,6
dza,1996,6
dza,1997,6
dza,1998,6
dza,1999,6
dza,2000,6
dza,2001,6
dza,2002,6
dza,2003,6
dza,2004,6
dza,2005,6
dza,2006,6
dza,2007,7
dza,2008,7
dza,2009,7
dza,2010,7
dza,2011,7
dza,2012,7
dza,2013,7
dza,2014,7
dza,2015,7
dza,2016,7
dza,2017,7
dza,2018,7
dza,2019,7
dza,2020,7
dza,2021,7
ecu,1970,6
ecu,1971,6
ecu,1972,6
ecu,1973,6
ecu,1974,6
ecu,1975,6
ecu,1976,6
ecu,1977,6
ecu,1978,6
ecu,1979,6
ecu,1980,6
ecu,1981,6
ecu,1982,6
ecu,1983,6
ecu,1984,6
ecu,1985,6
ecu,1986,6
ecu,1987,6
ecu,1988,6
ecu,1989,6
ecu,1990,6
ecu,1991,6
ecu,1992,6
ecu,1993,6
ecu,1994,6
ecu,1995,6
ecu,1996,6
ecu,1997,6
ecu,1998,6
ecu,1999,6
ecu,2000,6
ecu,2001,6
ecu,2002,6
ecu,2003,6
ecu,2004,6
ecu,2005,6
ecu,2006,6
ecu,2007,6
ecu,2008,6
ecu,2009,6
ecu,2010,6
ecu,2011,6
ecu,2012,6
ecu,2013,6
ecu,2014,6
ecu,2015,6
ecu,2016,6
ecu,2017,6
ecu,2018,6
ecu,2019,6
ecu,2020,6
ecu,2021,6
egy,1970,6
egy,1971,6
egy,1972,6
egy,1973,6
egy,1974,6
egy,1975,6
egy,1976,6
egy,1977,6
egy,1978,6
egy,1979,6
egy,1980,6
egy,1981,6
egy,1982,6
egy,1983,6
egy,1984,6
egy,1985,6
egy,1986,6
egy,1987,6
egy,1988,6
egy,1989,6
egy,1990,6
egy,1991,6
egy,1992,6
egy,1993,6
egy,1994,6
egy,1995,6
egy,1996,6
egy,1997,6
egy,1998,6
egy,1999,6
egy,2000,6
egy,2001,6
egy,2002,6
egy,2003,6
egy,2004,6
egy,2005,6
egy,2006,6
egy,2007,6
egy,2008,6
egy,2009,6
egy,2010,6
egy,2011,6
egy,2012,6
egy,2013,6
egy,2014,6
egy,2015,6
egy,2016,6
egy,2017,6
egy,2018,6
egy,2019,6
egy,2020,6
egy,2021,6
eri,1970,6
eri,1971,6
eri,1972,6
eri,1973,6
eri,1974,6
eri,1975,6
eri,1976,6
eri,1977,6
eri,1978,6
eri,1979,6
eri,1980,6
eri,1981,6
eri,1982,6
eri,1983,6
eri,1984,6
eri,1985,6
eri,1986,6
eri,1987,6
eri,1988,6
eri,1989,6
eri,1990,6
eri,1991,6
eri,1992,6
eri,1993,6
eri,1994,6
eri,1995,6
eri,1996,6
eri,1997,6
eri,1998,6
eri,1999,6
eri,2000,6
eri,2001,6
eri,2002,6
eri,2003,6
eri,2004,7
eri,2005,7
eri,2006,7
eri,2007,7
eri,2008,7
eri,2009,7
eri,2010,7
eri,2011,7
eri,2012,7
eri,2013,7
eri,2014,7
eri,2015,7
eri,2016,7
eri,2017,7
eri,2018,7
eri,2019,7
eri,2020,7
eri,2021,7
esp,1970,7
esp,1971,7
esp,1972,7
esp,1973,7
esp,1974,7
esp,1975,7
esp,1976,7
esp,1977,7
esp,1978,7
esp,1979,7
esp,1980,7
esp,1981,7
esp,1982,7
esp,1983,7
esp,1984,7
esp,1985,7
esp,1986,7
esp,1987,7
esp,1988,7
esp,1989,7
esp,1990,7
esp,1991,7
esp,1992,7
esp,1993,7
esp,1994,7
esp,1995,7
esp,1996,6
esp,1997,6
esp,1998,6
esp,1999,6
esp,2000,6
esp,2001,6
esp,2002,6
esp,2003,6
esp,2004,6
esp,2005,6
esp,2006,6
esp,2007,6
esp,2008,6
esp,2009,6
esp,2010,6
esp,2011,6
esp,2012,6
esp,2013,6
esp,2014,6
esp,2015,6
esp,2016,6
esp,2017,6
esp,2018,6
esp,2019,6
esp,2020,6
esp,2021,6
est,1970,6
est,1971,6
est,1972,6
est,1973,6
est,1974,6
est,1975,6
est,1976,6
est,1977,6
est,1978,6
est,1979,6
est,1980,6
est,1981,6
est,1982,6
est,1983,6
est,1984,6
est,1985,6
est,1986,6
est,1987,6
est,1988,6
est,1989,6
est,1990,6
est,1991,6
est,1992,6
est,1993,6
est,1994,6
est,1995,6
est,1996,6
est,1997,6
est,1998,6
est,1999,6
est,2000,6
est,2001,6
est,2002,6
est,2003,6
est,2004,6
est,2005,6
est,2006,6
est,2007,6
est,2008,6
est,2009,6
est,2010,6
est,2011,6
est,2012,6
est,2013,6
est,2014,6
est,2015,6
est,2016,6
est,2017,6
est,2018,6
est,2019,6
est,2020,6
est,2021,6
eth,1970,6
eth,1971,6
eth,1972,6
eth,1973,6
eth,1974,6
eth,1975,6
eth,1976,6
eth,1977,6
eth,1978,6
eth,1979,6
eth,1980,6
eth,1981,6
eth,1982,6
eth,1983,6
eth,1984,6
eth,1985,6
eth,1986,6
eth,1987,6
eth,1988,6
eth,1989,6
eth,1990,6
eth,1991,6
eth,1992,6
eth,1993,6
eth,1994,6
eth,1995,6
eth,1996,6
eth,1997,6
eth,1998,6
eth,1999,6
eth,2000,6
eth,2001,6
eth,2002,6
eth,2003,6
eth,2004,6
eth,2005,6
eth,2006,6
eth,2007,6
eth,2008,6
eth,2009,6
eth,2010,6
eth,2011,6
eth,2012,6
eth,2013,6
eth,2014,6
eth,2015,6
eth,2016,6
eth,2017,6
eth,2018,6
eth,2019,6
eth,2020,6
eth,2021,6
fin,1970,6
fin,1971,6
fin,1972,6
fin,1973,6
fin,1974,6
fin,1975,6
fin,1976,6
fin,1977,6
fin,1978,6
fin,1979,6
fin,1980,6
fin,1981,6
fin,1982,6
fin,1983,6
fin,1984,6
fin,1985,6
fin,1986,6
fin,1987,6
fin,1988,6
fin,1989,6
fin,1990,6
fin,1991,6
fin,1992,6
fin,1993,6
fin,1994,6
fin,1995,6
fin,1996,6
fin,1997,6
fin,1998,6
fin,1999,6
fin,2000,6
fin,2001,6
fin,2002,6
fin,2003,6
fin,2004,6
fin,2005,6
fin,2006,6
fin,2007,6
fin,2008,6
fin,2009,6
fin,2010,6
fin,2011,6
fin,2012,6
fin,2013,6
fin,2014,6
fin,2015,6
fin,2016,6
fin,2017,6
fin,2018,6
fin,2019,6
fin,2020,6
fin,2021,6
fji,1970,6
fji,1971,6
fji,1972,6
fji,1973,6
fji,1974,6
fji,1975,6
fji,1976,6
fji,1977,6
fji,1978,6
fji,1979,6
fji,1980,6
fji,1981,6
fji,1982,6
fji,1983,6
fji,1984,6
fji,1985,6
fji,1986,6
fji,1987,6
fji,1988,6
fji,1989,6
fji,1990,6
fji,1991,7
fji,1992,7
fji,1993,7
fji,1994,7
fji,1995,7
fji,1996,7
fji,1997,7
fji,1998,7
fji,1999,7
fji,2000,7
fji,2001,7
fji,2002,7
fji,2003,7
fji,2004,7
fji,2005,7
fji,2006,7
fji,2007,7
fji,2008,7
fji,2009,7
fji,2010,7
fji,2011,7
fji,2012,7
fji,2013,7
fji,2014,7
fji,2015,7
fji,2016,7
fji,2017,7
fji,2018,7
fji,2019,7
fji,2020,7
fji,2021,7
fra,1970,7
fra,1971,7
fra,1972,7
fra,1973,7
fra,1974,7
fra,1975,7
fra,1976,7
fra,1977,7
fra,1978,7
fra,1979,7
fra,1980,7
fra,1981,7
fra,1982,7
fra,1983,7
fra,1984,7
fra,1985,7
fra,1986,7
fra,1987,7
fra,1988,7
fra,1989,7
fra,1990,7
fra,1991,7
fra,1992,7
fra,1993,7
fra,1994,7
fra,1995,7
fra,1996,7
fra,1997,7
fra,1998,7
fra,1999,7
fra,2000,7
fra,2001,7
fra,2002,7
fra,2003,7
fra,2004,7
fra,2005,7
fra,2006,7
fra,2007,7
fra,2008,7
fra,2009,7
fra,2010,7
fra,2011,7
fra,2012,7
fra,2013,7
fra,2014,7
fra,2015,7
fra,2016,7
fra,2017,7
fra,2018,7
fra,2019,7
fra,2020,7
fra,2021,7
fsm,1970,6
fsm,1971,6
fsm,1972,6
fsm,1973,6
fsm,1974,6
fsm,1975,6
fsm,1976,6
fsm,1977,6
fsm,1978,6
fsm,1979,6
fsm,1980,6
fsm,1981,6
fsm,1982,6
fsm,1983,6
fsm,1984,6
fsm,1985,6
fsm,1986,6
fsm,1987,6
fsm,1988,6
fsm,1989,6
fsm,1990,6
fsm,1991,6
fsm,1992,6
fsm,1993,6
fsm,1994,6
fsm,1995,6
fsm,1996,6
fsm,1997,6
fsm,1998,6
fsm,1999,6
fsm,2000,6
fsm,2001,6
fsm,2002,6
fsm,2003,6
fsm,2004,6
fsm,2005,6
fsm,2006,6
fsm,2007,6
fsm,2008,6
fsm,2009,6
fsm,2010,6
fsm,2011,6
fsm,2012,6
fsm,2013,6
fsm,2014,6
fsm,2015,6
fsm,2016,6
fsm,2017,6
fsm,2018,6
fsm,2019,6
fsm,2020,6
fsm,2021,6
gab,1970,7
gab,1971,7
gab,1972,7
gab,1973,7
gab,1974,7
gab,1975,7
gab,1976,7
gab,1977,7
gab,1978,7
gab,1979,7
gab,1980,7
gab,1981,7
gab,1982,7
gab,1983,7
gab,1984,7
gab,1985,7
gab,1986,7
gab,1987,7
gab,1988,7
gab,1989,7
gab,1990,7
gab,1991,7
gab,1992,7
gab,1993,7
gab,1994,7
gab,1995,7
gab,1996,7
gab,1997,7
gab,1998,7
gab,1999,7
gab,2000,7
gab,2001,7
gab,2002,7
gab,2003,7
gab,2004,7
gab,2005,7
gab,2006,7
gab,2007,7
gab,2008,7
gab,2009,7
gab,2010,7
gab,2011,7
gab,2012,7
gab,2013,7
gab,2014,7
gab,2015,7
gab,2016,7
gab,2017,7
gab,2018,7
gab,2019,7
gab,2020,7
gab,2021,7
gbr,1970,7
gbr,1971,7
gbr,1972,7
gbr,1973,7
gbr,1974,7
gbr,1975,7
gbr,1976,7
gbr,1977,7
gbr,1978,7
gbr,1979,7
gbr,1980,7
gbr,1981,7
gbr,1982,7
gbr,1983,7
gbr,1984,7
gbr,1985,7
gbr,1986,7
gbr,1987,7
gbr,1988,7
gbr,1989,7
gbr,1990,7
gbr,1991,7
gbr,1992,7
gbr,1993,7
gbr,1994,7
gbr,1995,7
gbr,1996,7
gbr,1997,7
gbr,1998,7
gbr,1999,7
gbr,2000,7
gbr,2001,7
gbr,2002,7
gbr,2003,7
gbr,2004,7
gbr,2005,7
gbr,2006,7
gbr,2007,7
gbr,2008,7
gbr,2009,7
gbr,2010,7
gbr,2011,7
gbr,2012,7
gbr,2013,7
gbr,2014,7
gbr,2015,7
gbr,2016,7
gbr,2017,7
gbr,2018,7
gbr,2019,7
gbr,2020,7
gbr,2021,7
geo,1970,7
geo,1971,7
geo,1972,7
geo,1973,7
geo,1974,7
geo,1975,7
geo,1976,7
geo,1977,7
geo,1978,7
geo,1979,7
geo,1980,7
geo,1981,7
geo,1982,7
geo,1983,7
geo,1984,7
geo,1985,7
geo,1986,7
geo,1987,7
geo,1988,7
geo,1989,7
geo,1990,7
geo,1991,7
geo,1992,7
geo,1993,7
geo,1994,7
geo,1995,7
geo,1996,7
geo,1997,7
geo,1998,7
geo,1999,7
geo,2000,7
geo,2001,7
geo,2002,7
geo,2003,7
geo,2004,5
geo,2005,5
geo,2006,5
geo,2007,5
geo,2008,5
geo,2009,6
geo,2010,6
geo,2011,6
geo,2012,6
geo,2013,6
geo,2014,6
geo,2015,6
geo,2016,6
geo,2017,6
geo,2018,6
