geo,time,ip_jrn_artc_sc
grl,2005,16.39
grl,2006,14.22
grl,2007,15.41
grl,2008,15.94
grl,2009,11.79
grl,2010,21.4
grl,2011,18.64
grl,2012,25.44
grl,2013,31.74
grl,2014,23.77
grl,2015,29.92
grl,2016,23.09
grl,2017,24.29
grl,2018,30
gtm,2000,24.52
gtm,2001,23.62
gtm,2002,23.58
gtm,2003,26.71
gtm,2004,27.55
gtm,2005,44.75
gtm,2006,34.47
gtm,2007,30.89
gtm,2008,34.57
gtm,2009,54.33
gtm,2010,52.25
gtm,2011,44.8
gtm,2012,67.74
gtm,2013,73.86
gtm,2014,65.67
gtm,2015,83.29
gtm,2016,86.16
gtm,2017,103.77
gtm,2018,99.89
guy,2000,10.27
guy,2001,8.31
guy,2002,7.86
guy,2003,7.29
guy,2004,11.3
guy,2005,19.19
guy,2006,10.14
guy,2007,10.95
guy,2008,10.07
guy,2009,9.98
guy,2010,20.13
guy,2011,11.15
guy,2012,13.39
guy,2013,13.74
guy,2014,13.11
guy,2015,9.85
guy,2016,13.07
guy,2017,15.74
guy,2018,13.7
hnd,2000,11.37
hnd,2001,7.95
hnd,2002,10.37
hnd,2003,10.78
hnd,2004,12.46
hnd,2005,14.02
hnd,2006,11.33
hnd,2007,12.07
hnd,2008,17.73
hnd,2009,17.07
hnd,2010,23.63
hnd,2011,19.09
hnd,2012,26.74
hnd,2013,19.55
hnd,2014,26.87
hnd,2015,30.85
hnd,2016,33.38
hnd,2017,43.62
hnd,2018,45.1
hrv,2000,1711.69
hrv,2001,1764.98
hrv,2002,1978.94
hrv,2003,2254.44
hrv,2004,2382.48
hrv,2005,2899.78
hrv,2006,2868.85
hrv,2007,3345.26
hrv,2008,3575.31
hrv,2009,3937.85
hrv,2010,3863.66
hrv,2011,4431.51
hrv,2012,4294.02
hrv,2013,4164.84
hrv,2014,4014.91
hrv,2015,4050.72
hrv,2016,3966.92
hrv,2017,4227.47
hrv,2018,4276.9
hti,2000,5.21
hti,2001,4.69
hti,2002,6.03
hti,2003,5.6
hti,2004,6.32
hti,2005,8.33
hti,2006,14.05
hti,2007,10.85
hti,2008,7.27
hti,2009,11.67
hti,2010,15.05
hti,2011,18.15
hti,2012,16.54
hti,2013,30.38
hti,2014,38.08
hti,2015,32.87
hti,2016,32.62
hti,2017,41.52
hti,2018,29.18
hun,2000,4399.5
hun,2001,4411.01
hun,2002,4647.56
hun,2003,4640.53
hun,2004,4875.73
hun,2005,5580.83
hun,2006,5561.03
hun,2007,5877.07
hun,2008,6442.02
hun,2009,6034.26
hun,2010,5910.15
hun,2011,6430.05
hun,2012,6519.56
hun,2013,6299.56
hun,2014,6728.01
hun,2015,6533.46
hun,2016,6473.35
hun,2017,6645.69
hun,2018,6700.92
idn,2000,395.72
idn,2001,326.74
idn,2002,383.99
idn,2003,373.93
idn,2004,456.9
idn,2005,580.13
idn,2006,682.82
idn,2007,689.57
idn,2008,746.01
idn,2009,1085.13
idn,2010,1427.33
idn,2011,1901.49
idn,2012,2088.11
idn,2013,2825.09
idn,2014,3390.49
idn,2015,4623.15
idn,2016,7354.4
idn,2017,14579.71
idn,2018,26947.57
ind,2000,21770.72
ind,2001,22947.58
ind,2002,24853.47
ind,2003,27295.91
ind,2004,29347.65
ind,2005,33516.09
ind,2006,38515.35
ind,2007,43627.4
ind,2008,48998.11
ind,2009,54797.65
ind,2010,62436.88
ind,2011,74142.9
ind,2012,80493.3
ind,2013,86348.11
ind,2014,96425.77
ind,2015,101813.08
ind,2016,112167.34
ind,2017,121631.31
ind,2018,135787.79
irl,2000,2661.9
irl,2001,2827.14
irl,2002,3037.19
irl,2003,3106.03
irl,2004,3846.32
irl,2005,4739.54
irl,2006,4828.34
irl,2007,5491.29
irl,2008,5762.49
irl,2009,6407.76
irl,2010,6976.23
irl,2011,7319.96
irl,2012,7079.47
irl,2013,7127.84
irl,2014,7194.18
irl,2015,6847.04
irl,2016,7044.16
irl,2017,7108.63
irl,2018,7174.11
irn,2000,1567.77
irn,2001,1907.03
irn,2002,2769.16
irn,2003,3838.54
irn,2004,5125.69
irn,2005,7089.89
irn,2006,10032.85
irn,2007,13352.19
irn,2008,17034.49
irn,2009,20696.31
irn,2010,25319.91
irn,2011,31514.73
irn,2012,32103.33
irn,2013,33171.3
irn,2014,36463.16
irn,2015,37229.52
irn,2016,42855.86
irn,2017,46727.38
irn,2018,48305.64
irq,2000,91.98
irq,2001,92.61
irq,2002,105.64
irq,2003,120.19
irq,2004,92.74
irq,2005,140.61
irq,2006,248
irq,2007,242.15
irq,2008,309.54
irq,2009,373.46
irq,2010,553.68
irq,2011,639.74
irq,2012,825.53
irq,2013,839.22
irq,2014,865.95
irq,2015,894.35
irq,2016,1235.96
irq,2017,2259.36
irq,2018,6073.39
isl,2000,214.51
isl,2001,234.81
isl,2002,305.66
isl,2003,258.25
isl,2004,303.88
isl,2005,359.28
isl,2006,376.74
isl,2007,382.36
isl,2008,422.58
isl,2009,483.54
isl,2010,559.28
isl,2011,544.73
isl,2012,632.94
isl,2013,582.95
isl,2014,596.7
isl,2015,608.6
isl,2016,662.79
isl,2017,629.31
isl,2018,680.89
isr,2000,9245.52
isr,2001,9290.11
isr,2002,9669.6
isr,2003,9844.56
isr,2004,10309.14
isr,2005,10460.49
isr,2006,11009.5
isr,2007,11192.87
isr,2008,11328.61
isr,2009,11173.52
isr,2010,10914.56
isr,2011,11248.86
isr,2012,11622.78
isr,2013,11395.49
isr,2014,12112.79
isr,2015,12048.66
isr,2016,12244.1
isr,2017,12270.41
isr,2018,12234.69
ita,2000,36055.55
ita,2001,37370.98
ita,2002,39082.27
ita,2003,42162.94
ita,2004,44344.85
ita,2005,47752.97
ita,2006,50333.06
ita,2007,54056.39
ita,2008,56157.13
ita,2009,58354.93
ita,2010,58650.95
ita,2011,60453.21
ita,2012,64351.57
ita,2013,67591.55
ita,2014,69720.32
ita,2015,70519.39
ita,2016,70534.27
ita,2017,71485.25
ita,2018,71240.28
jam,2000,106.93
jam,2001,150.16
jam,2002,147.47
jam,2003,140.02
jam,2004,164.78
jam,2005,140.76
jam,2006,143.46
jam,2007,174.37
jam,2008,213.84
jam,2009,208.18
jam,2010,181.98
jam,2011,202.75
jam,2012,210.75
jam,2013,202.85
jam,2014,209.81
jam,2015,153.19
jam,2016,160.88
jam,2017,166.37
jam,2018,163.85
jor,2000,538.64
jor,2001,540.28
jor,2002,593.13
jor,2003,654.22
jor,2004,742.57
jor,2005,785.51
jor,2006,925.57
jor,2007,1073.46
jor,2008,1241.3
jor,2009,1290.98
jor,2010,1448.64
jor,2011,1438.91
jor,2012,1411.59
jor,2013,1437.09
jor,2014,1411.34
jor,2015,1454.47
jor,2016,1710.6
jor,2017,1962.14
jor,2018,2627.29
jpn,2000,97047.6
jpn,2001,96497.65
jpn,2002,98555.05
jpn,2003,100691.14
jpn,2004,103446.22
jpn,2005,111707.84
jpn,2006,112126.95
jpn,2007,109981.96
jpn,2008,108241.42
jpn,2009,109131.25
jpn,2010,109024.97
jpn,2011,111258.23
jpn,2012,109643.54
jpn,2013,108995.98
jpn,2014,105855.88
jpn,2015,101306.59
jpn,2016,101297.3
jpn,2017,101084.19
jpn,2018,98792.5
kaz,2000,190.17
kaz,2001,194.91
kaz,2002,216.99
kaz,2003,244.56
kaz,2004,233.57
kaz,2005,242.24
kaz,2006,222.31
kaz,2007,216.01
kaz,2008,231.66
kaz,2009,266.89
kaz,2010,323.91
kaz,2011,380.93
kaz,2012,445.67
kaz,2013,628.87
kaz,2014,934.87
kaz,2015,1171.06
kaz,2016,1601.18
kaz,2017,1958.82
kaz,2018,2367.46
ken,2000,356.83
ken,2001,403.73
ken,2002,432.13
ken,2003,418
ken,2004,443.44
ken,2005,453.39
ken,2006,488.86
ken,2007,554.96
ken,2008,582.61
ken,2009,699.27
ken,2010,693.92
ken,2011,799.26
ken,2012,789.97
ken,2013,874.67
ken,2014,949.02
ken,2015,961.87
ken,2016,1069.28
ken,2017,1179.58
ken,2018,1246.76
kgz,2000,28.88
kgz,2001,27.97
kgz,2002,26.96
kgz,2003,20.7
kgz,2004,33.11
kgz,2005,44.83
kgz,2006,51.2
kgz,2007,38.24
kgz,2008,52.57
kgz,2009,33.71
kgz,2010,33.83
kgz,2011,48.83
kgz,2012,50.45
kgz,2013,61.43
kgz,2014,53.41
kgz,2015,51.24
kgz,2016,106.78
kgz,2017,107.1
kgz,2018,137.06
khm,2000,12.15
khm,2001,13.24
khm,2002,23.24
khm,2003,24.71
khm,2004,35.55
khm,2005,35.52
khm,2006,44.75
khm,2007,51.93
khm,2008,53.11
khm,2009,63.68
khm,2010,56.13
khm,2011,72.35
khm,2012,76.5
khm,2013,86.96
khm,2014,94.57
khm,2015,109.36
khm,2016,120.62
khm,2017,120.26
khm,2018,145.74
kir,2000,0
kir,2001,0.5
kir,2002,0
kir,2003,0.11
kir,2004,0
kir,2005,0
kir,2006,1.86
kir,2007,2.12
kir,2008,0
kir,2009,0.33
kir,2010,0.33
kir,2011,0
kir,2012,1
kir,2013,1.05
kir,2014,1.94
kir,2015,1.48
kir,2016,2.17
kir,2017,2.54
kir,2018,0.62
kna,2000,1.5
kna,2001,1
kna,2002,0.34
kna,2003,0.17
kna,2004,0.73
kna,2005,1.96
kna,2006,2.94
kna,2007,1.97
kna,2008,4.16
kna,2009,2.82
kna,2010,4.74
kna,2011,4.76
kna,2012,10.01
kna,2013,12.85
kna,2014,13.95
kna,2015,17.13
kna,2016,21.99
kna,2017,28.32
kna,2018,25.53
kor,2000,15905.06
kor,2001,18512.07
kor,2002,20091.98
kor,2003,23608.45
kor,2004,27661.76
kor,2005,31833.9
kor,2006,36859.56
kor,2007,41496.3
kor,2008,44094.48
kor,2009,45913.84
kor,2010,50589.14
kor,2011,53719.87
kor,2012,56267.53
kor,2013,57863.47
kor,2014,60705.29
kor,2015,62645.93
kor,2016,62735.09
kor,2017,63979.21
kor,2018,66376.17
kos,2000,0
kos,2001,0
kos,2002,0
kos,2003,0
kos,2004,0
kos,2005,0
kos,2006,0
kos,2007,0
kos,2008,56.5
kos,2009,101.32
kos,2010,118.29
kos,2011,106.73
kos,2012,113.4
kos,2013,123.34
kos,2014,122.23
kos,2015,136.84
kos,2016,187.91
kos,2017,261.45
kos,2018,278.43
kwt,2000,505.95
kwt,2001,519.86
kwt,2002,510.48
kwt,2003,526.87
kwt,2004,560.04
kwt,2005,620.39
kwt,2006,644.42
kwt,2007,724.09
kwt,2008,762.03
kwt,2009,801.4
kwt,2010,744.52
kwt,2011,804.28
kwt,2012,834.56
kwt,2013,881.28
kwt,2014,799.38
kwt,2015,875.06
kwt,2016,825.56
kwt,2017,861.13
kwt,2018,1003.84
lao,2000,8.57
lao,2001,7.01
lao,2002,13.29
lao,2003,17.72
lao,2004,37.96
lao,2005,23.81
lao,2006,39.42
lao,2007,28.22
lao,2008,34.59
lao,2009,41.96
lao,2010,42.5
lao,2011,49.51
lao,2012,61.64
lao,2013,71.78
lao,2014,56.12
lao,2015,71.61
lao,2016,88.18
lao,2017,76.98
lao,2018,86.91
lbn,2000,377.65
lbn,2001,411.06
lbn,2002,372.36
lbn,2003,459.13
lbn,2004,481.8
lbn,2005,558.42
lbn,2006,631.07
lbn,2007,648.1
lbn,2008,729.58
lbn,2009,762.95
lbn,2010,791.37
lbn,2011,873.78
lbn,2012,1013.01
lbn,2013,1088.88
lbn,2014,1206.99
lbn,2015,1288.51
lbn,2016,1446.98
lbn,2017,1537.56
lbn,2018,1776.31
lbr,2000,1
lbr,2001,0
lbr,2002,0.69
lbr,2003,0.5
lbr,2004,1.42
lbr,2005,1.08
lbr,2006,3.55
lbr,2007,2.65
lbr,2008,2.14
lbr,2009,2.33
lbr,2010,3.36
lbr,2011,9.22
lbr,2012,7.85
lbr,2013,5.49
lbr,2014,7.7
lbr,2015,11.56
lbr,2016,16.55
lbr,2017,24.52
lbr,2018,25.39
lby,2000,61.74
lby,2001,47.89
lby,2002,40.82
lby,2003,53.55
lby,2004,66.37
lby,2005,79.76
lby,2006,91.25
lby,2007,111.64
lby,2008,132.26
lby,2009,233.71
lby,2010,300.02
lby,2011,128.24
lby,2012,153.28
lby,2013,207.14
lby,2014,190.52
lby,2015,181.28
lby,2016,144.21
lby,2017,172.36
lby,2018,161.9
lca,2000,2.5
lca,2001,2.63
lca,2002,2.17
lca,2003,0.09
lca,2004,1.58
lca,2005,2.35
lca,2006,3.35
lca,2007,2.54
lca,2008,2.67
lca,2009,2
lca,2010,2.78
lca,2011,5.24
lca,2012,1.25
lca,2013,3.7
lca,2014,0.16
lca,2015,3.11
lca,2016,4.91
lca,2017,2.43
lca,2018,3.81
lie,2000,15.87
lie,2001,7.22
lie,2002,6.65
lie,2003,15.02
lie,2004,19.79
lie,2005,33.57
lie,2006,33.9
lie,2007,24.27
lie,2008,39.7
lie,2009,25.21
lie,2010,39.4
lie,2011,39.47
lie,2012,32.84
lie,2013,31.48
lie,2014,40.31
lie,2015,30.85
lie,2016,41.87
lie,2017,33.89
lie,2018,30.4
lka,2000,204.59
lka,2001,214.9
lka,2002,245.67
lka,2003,264.46
lka,2004,263.94
lka,2005,333.58
lka,2006,382.77
lka,2007,438.99
lka,2008,512.86
lka,2009,487.93
lka,2010,502.34
lka,2011,575.19
lka,2012,610.59
lka,2013,731.61
lka,2014,707.91
lka,2015,746.51
lka,2016,1082.79
lka,2017,1181.27
lka,2018,1347.54
lso,2000,5.92
lso,2001,12.25
lso,2002,12.58
lso,2003,6.43
lso,2004,4.88
lso,2005,6.03
lso,2006,10.92
lso,2007,9.75
lso,2008,10.42
lso,2009,11.05
lso,2010,12.18
lso,2011,12.64
lso,2012,21.26
lso,2013,15.44
lso,2014,11.63
lso,2015,17.34
lso,2016,20.89
lso,2017,21.03
lso,2018,18.54
ltu,2000,599.75
ltu,2001,645.05
ltu,2002,1002.13
ltu,2003,958.16
ltu,2004,1228.67
ltu,2005,1510.94
ltu,2006,1760.37
ltu,2007,1703.5
ltu,2008,2533.16
ltu,2009,2304.45
ltu,2010,2359.5
ltu,2011,2446.03
ltu,2012,2285.45
ltu,2013,2265.95
ltu,2014,2492.17
ltu,2015,2464.44
ltu,2016,2306.22
ltu,2017,2404.65
ltu,2018,2267.3
lux,2000,65.26
lux,2001,67.06
lux,2002,81.08
lux,2003,88.13
lux,2004,151.73
lux,2005,160.34
lux,2006,200.18
lux,2007,219.6
lux,2008,322.45
lux,2009,395.89
lux,2010,457.41
lux,2011,595.57
lux,2012,597.98
lux,2013,770.2
lux,2014,877.68
lux,2015,816.12
lux,2016,857.78
lux,2017,814.16
lux,2018,869.1
lva,2000,288.03
lva,2001,341.05
lva,2002,363.52
lva,2003,278.45
lva,2004,294.56
lva,2005,450.23
lva,2006,389.02
lva,2007,494.93
lva,2008,648.81
lva,2009,711.61
lva,2010,817.22
lva,2011,1318.3
lva,2012,1200.72
lva,2013,1239.28
lva,2014,1171.05
lva,2015,1474.02
lva,2016,1390.79
lva,2017,1602.91
lva,2018,1417.73
mar,2000,872.58
mar,2001,965.54
mar,2002,956.5
mar,2003,926.13
mar,2004,967.27
mar,2005,913.86
mar,2006,968.33
mar,2007,1044.23
mar,2008,1210.72
mar,2009,1456.62
mar,2010,1649.46
mar,2011,1967.35
mar,2012,2233.72
mar,2013,2378.42
mar,2014,2900.24
mar,2015,2980.65
mar,2016,3838.75
mar,2017,4707.82
mar,2018,5056.77
mco,2000,13.84
mco,2001,25.93
mco,2002,22.94
mco,2003,26.67
mco,2004,38.43
mco,2005,36.54
mco,2006,34.08
mco,2007,31.12
mco,2008,35.39
mco,2009,43.84
mco,2010,37.92
mco,2011,49.33
mco,2012,30.16
mco,2013,37.72
mco,2014,39.69
mco,2015,41.94
mco,2016,42.92
mco,2017,51.35
mco,2018,45.12
mda,2000,191.46
mda,2001,151.96
mda,2002,150.79
mda,2003,160.18
mda,2004,126.74
mda,2005,204.46
mda,2006,143.33
mda,2007,148.15
mda,2008,164.84
mda,2009,179.4
mda,2010,174.07
mda,2011,187.84
mda,2012,208.07
mda,2013,212.04
mda,2014,213.4
mda,2015,192.78
mda,2016,299.63
mda,2017,257.06
mda,2018,210.37
mdg,2000,57.23
mdg,2001,60.8
mdg,2002,41.2
mdg,2003,65.2
mdg,2004,48.16
mdg,2005,56.73
mdg,2006,61.62
mdg,2007,106.01
mdg,2008,81.92
mdg,2009,86.6
mdg,2010,81.22
mdg,2011,99.46
mdg,2012,94.61
mdg,2013,115.63
mdg,2014,121.32
mdg,2015,121.86
mdg,2016,108.2
mdg,2017,138.99
mdg,2018,127.41
mdv,2000,0.5
mdv,2001,5.08
mdv,2002,1
mdv,2003,2.42
mdv,2004,1.67
mdv,2005,3.21
mdv,2006,3.63
mdv,2007,4.83
mdv,2008,0.92
mdv,2009,2.95
mdv,2010,3.26
mdv,2011,6.73
mdv,2012,8.94
mdv,2013,7.04
mdv,2014,6.87
mdv,2015,7.08
mdv,2016,5.64
mdv,2017,7.06
mdv,2018,7.44
mex,2000,5053.71
mex,2001,5470.52
mex,2002,5986.61
mex,2003,6723.17
mex,2004,7308.35
mex,2005,8306.8
mex,2006,9379.34
mex,2007,9611.38
mex,2008,10459.3
mex,2009,10717.65
mex,2010,11318.23
mex,2011,11859.26
mex,2012,12585.07
mex,2013,13295.3
mex,2014,14345.85
mex,2015,14585.58
mex,2016,15199.9
mex,2017,16004.9
mex,2018,16345.64
mhl,2000,2.13
mhl,2001,2.08
mhl,2002,1
mhl,2003,3.83
mhl,2004,0.83
mhl,2005,3.83
mhl,2006,3.78
mhl,2007,1.54
mhl,2008,0.56
mhl,2009,1.72
mhl,2010,3
mhl,2011,1.48
mhl,2012,1.49
mhl,2013,1.33
mhl,2014,1.19
mhl,2015,3.59
mhl,2016,1.39
mhl,2017,0.72
mhl,2018,2.31
mkd,2000,123.28
mkd,2001,140.89
mkd,2002,125.94
mkd,2003,135.55
mkd,2004,137.05
mkd,2005,173.23
mkd,2006,190.79
mkd,2007,254.32
mkd,2008,288.22
mkd,2009,320.87
mkd,2010,357.19
mkd,2011,459.9
mkd,2012,475.58
mkd,2013,479.95
mkd,2014,543.06
mkd,2015,548.28
mkd,2016,510.01
mkd,2017,498.61
mkd,2018,493.05
mli,2000,16.01
mli,2001,28.39
mli,2002,32.92
mli,2003,36.36
mli,2004,34.55
mli,2005,40.43
mli,2006,63.38
mli,2007,69.1
mli,2008,66.6
mli,2009,71.49
mli,2010,72.45
mli,2011,86.33
mli,2012,86.31
mli,2013,65.33
mli,2014,73.97
mli,2015,71.93
mli,2016,86.07
mli,2017,100.89
mli,2018,90.37
mlt,2000,43.1
mlt,2001,51.48
mlt,2002,55.39
mlt,2003,77.44
mlt,2004,61.88
mlt,2005,75.15
mlt,2006,83.85
mlt,2007,106.35
mlt,2008,177.19
mlt,2009,161
mlt,2010,189.38
mlt,2011,194.89
mlt,2012,245.92
mlt,2013,286.34
mlt,2014,286.42
mlt,2015,314.53
mlt,2016,333.94
mlt,2017,395.95
mlt,2018,422.02
mmr,2000,14.82
mmr,2001,10.91
mmr,2002,11.62
mmr,2003,11.68
mmr,2004,16.84
mmr,2005,51.05
mmr,2006,28.71
mmr,2007,38.23
mmr,2008,60.76
mmr,2009,88.36
mmr,2010,54.14
mmr,2011,96.44
mmr,2012,40.35
mmr,2013,35.78
mmr,2014,45.48
mmr,2015,73.66
mmr,2016,112.85
mmr,2017,141.03
mmr,2018,230.65
mne,2000,0
mne,2001,0
mne,2002,0
mne,2003,0
mne,2004,0
mne,2005,0
mne,2006,0
mne,2007,64.39
mne,2008,67.19
mne,2009,73.23
mne,2010,108.55
mne,2011,140.31
mne,2012,159.29
mne,2013,194.71
mne,2014,204.37
mne,2015,224.17
mne,2016,243.51
mne,2017,284.38
mne,2018,249.51
mng,2000,26.6
mng,2001,26.94
mng,2002,26.45
mng,2003,37.67
mng,2004,35.14
mng,2005,38.49
mng,2006,49.03
mng,2007,110.19
mng,2008,93.8
mng,2009,100.55
mng,2010,92.48
mng,2011,103.29
mng,2012,129.65
mng,2013,164.43
mng,2014,116.16
mng,2015,104.4
mng,2016,118.87
mng,2017,146.56
mng,2018,140.85
moz,2000,21.54
moz,2001,31.12
moz,2002,23.46
moz,2003,26.58
moz,2004,31.25
moz,2005,38.87
moz,2006,45.02
moz,2007,41.5
moz,2008,48.7
moz,2009,57.04
moz,2010,47.98
moz,2011,75.34
moz,2012,63.77
moz,2013,69.22
moz,2014,86.77
moz,2015,105.02
moz,2016,108.62
moz,2017,133.25
moz,2018,139.25
mrt,2000,6.67
mrt,2001,7.27
mrt,2002,7.1
mrt,2003,4.95
mrt,2004,6.39
mrt,2005,10.96
mrt,2006,7.28
mrt,2007,9.21
mrt,2008,3.94
mrt,2009,7.3
mrt,2010,5.23
mrt,2011,13.44
mrt,2012,12.99
mrt,2013,15.51
mrt,2014,13.17
mrt,2015,14.06
mrt,2016,20.54
mrt,2017,16.07
mrt,2018,20.32
mus,2000,54.71
mus,2001,48.46
mus,2002,65.04
mus,2003,47.07
mus,2004,57.18
mus,2005,70.47
mus,2006,61.03
mus,2007,54.09
mus,2008,67.39
mus,2009,79.93
mus,2010,86.65
mus,2011,62.84
mus,2012,117.36
mus,2013,126.42
mus,2014,122.22
mus,2015,119.52
mus,2016,162.16
mus,2017,168.32
mus,2018,126.94
mwi,2000,64.37
mwi,2001,74.08
mwi,2002,77.31
mwi,2003,75.39
mwi,2004,80.85
mwi,2005,84.11
mwi,2006,87.55
mwi,2007,130.44
mwi,2008,112.58
mwi,2009,105.41
mwi,2010,127.91
mwi,2011,142.97
mwi,2012,156.13
mwi,2013,138.98
mwi,2014,173.25
mwi,2015,178.87
mwi,2016,192.37
mwi,2017,228.59
mwi,2018,231.21
mys,2000,1326.26
mys,2001,1169.43
mys,2002,1476.66
mys,2003,1769.12
mys,2004,2087.59
mys,2005,2475.37
mys,2006,3245.24
mys,2007,3876.96
mys,2008,5993.59
mys,2009,8001.42
mys,2010,11236.54
mys,2011,13853.18
mys,2012,14459.91
mys,2013,15631.66
mys,2014,17378.77
mys,2015,18635.26
mys,2016,20467.76
mys,2017,22257.81
mys,2018,23661.33
nam,2000,17.76
nam,2001,45.07
nam,2002,35.39
nam,2003,45.11
nam,2004,32.65
nam,2005,52.08
nam,2006,34.66
nam,2007,40.1
nam,2008,33.2
nam,2009,33.39
nam,2010,38.31
nam,2011,49.59
nam,2012,65.22
nam,2013,86.03
nam,2014,97.47
nam,2015,101.71
nam,2016,110.45
nam,2017,115.28
nam,2018,156.31
ner,2000,23.73
ner,2001,28.2
ner,2002,20.82
ner,2003,23.92
ner,2004,22.46
ner,2005,21.18
ner,2006,29.42
ner,2007,29.74
ner,2008,28.05
ner,2009,55
ner,2010,67.24
ner,2011,31.39
ner,2012,30.93
ner,2013,31.32
ner,2014,48.3
ner,2015,57.39
ner,2016,56.85
ner,2017,58.63
ner,2018,55.18
nga,2000,1049.88
nga,2001,1062.31
nga,2002,1237.83
nga,2003,1312.88
nga,2004,1519.82
nga,2005,1734.5
nga,2006,2178.71
nga,2007,2411.91
nga,2008,2475.43
nga,2009,3079.37
nga,2010,3410.64
nga,2011,3646.72
nga,2012,3301.59
nga,2013,3349.42
nga,2014,3745.83
nga,2015,3675.64
nga,2016,4018.76
nga,2017,4432.57
nga,2018,5602.28
nic,2000,12.14
nic,2001,10.86
nic,2002,7.73
nic,2003,13.91
nic,2004,17.2
nic,2005,20.36
nic,2006,33.28
nic,2007,23.12
nic,2008,28.04
nic,2009,28.13
nic,2010,30.04
nic,2011,31.32
nic,2012,32.35
nic,2013,28.75
nic,2014,33.78
nic,2015,26.17
nic,2016,38.09
nic,2017,41.43
nic,2018,43.67
nld,2000,18713.17
nld,2001,18656.09
nld,2002,19541.09
nld,2003,19944.32
nld,2004,21463.3
nld,2005,24101.65
nld,2006,24604.57
nld,2007,25669.59
nld,2008,26599.89
nld,2009,28565.69
nld,2010,29159.31
nld,2011,30041.53
nld,2012,31045.38
nld,2013,31504.37
nld,2014,31878.57
nld,2015,31141.82
nld,2016,31014.65
nld,2017,31048.39
nld,2018,30457.33
nor,2000,5056.22
nor,2001,5148.27
nor,2002,5169.95
nor,2003,5283.46
nor,2004,5746.73
nor,2005,6747.22
nor,2006,7140.62
nor,2007,7730.01
nor,2008,7921.48
nor,2009,8796.57
nor,2010,9050.18
nor,2011,9687.88
nor,2012,10281.23
nor,2013,10378.26
nor,2014,10683.94
nor,2015,10529.7
nor,2016,11179.02
nor,2017,11670.76
nor,2018,11802.78
npl,2000,101.86
npl,2001,114.02
npl,2002,123.98
npl,2003,234.04
npl,2004,223.35
npl,2005,297.9
npl,2006,366
npl,2007,391.72
npl,2008,354.06
npl,2009,391.43
npl,2010,388.88
npl,2011,398.92
npl,2012,413.18
npl,2013,481.65
npl,2014,520.72
npl,2015,538.47
npl,2016,632.76
npl,2017,674.78
npl,2018,792.11
nru,2000,0
nru,2001,0.33
nru,2002,0
nru,2003,0
nru,2004,0.23
nru,2005,0.5
nru,2006,0.27
nru,2007,0
nru,2008,0
nru,2009,0.67
nru,2010,0
nru,2011,0.74
nru,2012,0.5
nru,2013,0.34
nru,2014,0.37
nru,2015,0.33
nru,2016,0.47
nru,2017,0
nru,2018,0
nzl,2000,4279.85
nzl,2001,4378.53
nzl,2002,4350
nzl,2003,4445.92
nzl,2004,4872.76
nzl,2005,5342.03
nzl,2006,5674.17
nzl,2007,6064.43
nzl,2008,6393.61
nzl,2009,6650.94
nzl,2010,6905.05
nzl,2011,7637.86
nzl,2012,7726.31
nzl,2013,7714.41
nzl,2014,7935.41
nzl,2015,7722.99
nzl,2016,7907.93
nzl,2017,7970.15
nzl,2018,7888.75
omn,2000,212.64
omn,2001,240.05
omn,2002,244.02
omn,2003,297.14
omn,2004,308.58
omn,2005,322.34
omn,2006,349.29
omn,2007,410.46
omn,2008,408.43
omn,2009,462.75
omn,2010,513.85
omn,2011,602.68
omn,2012,606.94
omn,2013,678.74
omn,2014,698.11
omn,2015,754.13
omn,2016,793.78
omn,2017,785.83
omn,2018,856.43
pak,2000,1042.38
pak,2001,1224.8
pak,2002,1365.82
pak,2003,1461.93
pak,2004,1722.07
pak,2005,2334.65
pak,2006,2808.75
pak,2007,3384.71
pak,2008,4093.14
pak,2009,4924.35
pak,2010,5691.09
pak,2011,6359.46
pak,2012,6842.22
pak,2013,7591.18
pak,2014,7810.86
pak,2015,8451.51
pak,2016,9799.81
pak,2017,11487.23
pak,2018,12904.31
pan,2000,43.25
pan,2001,59.24
pan,2002,51.09
pan,2003,63.62
pan,2004,67.4
pan,2005,79.02
pan,2006,84.57
pan,2007,100.51
pan,2008,118.48
pan,2009,117.94
pan,2010,121.9
pan,2011,129.77
pan,2012,156.26
pan,2013,159.41
pan,2014,172.08
pan,2015,165.04
pan,2016,154.45
pan,2017,176.81
pan,2018,172.88
per,2000,175.8
per,2001,198.21
per,2002,192.97
per,2003,263.83
per,2004,260.11
per,2005,287.76
per,2006,433.51
per,2007,399.52
per,2008,400.26
per,2009,492.22
per,2010,545.12
per,2011,596.85
per,2012,637.19
per,2013,666.7
per,2014,744.18
per,2015,902.11
per,2016,1064.63
per,2017,1378.89
per,2018,1629.88
phl,2000,341.78
phl,2001,299.89
phl,2002,402.99
phl,2003,373.34
phl,2004,376.1
phl,2005,446.63
phl,2006,423.32
phl,2007,500.28
phl,2008,542.52
phl,2009,578.44
phl,2010,662.71
phl,2011,875.81
phl,2012,827.64
phl,2013,933.73
phl,2014,1047.44
phl,2015,1401.65
phl,2016,1684.31
phl,2017,1855.39
phl,2018,2237.34
plw,2000,2.33
plw,2001,3.09
plw,2002,1.83
plw,2003,1.83
plw,2004,2.38
plw,2005,10.98
plw,2006,4.29
plw,2007,5.47
