geo,time,se_sec_enrl_lo_tc_zs
srb,2016,8.15128
srb,2017,7.96711
srb,2018,7.79948
ssd,2011,48.15422
ssd,2015,46.74512
stp,2003,23.45143
stp,2004,23.42051
stp,2011,19.49612
stp,2012,23.18008
stp,2016,24.24846
stp,2017,19.1986
sur,2001,16.55161
sur,2002,15.55628
sur,2005,16.52497
sur,2006,15.66345
sur,2007,15.40229
sur,2008,14.55433
sur,2009,14.95751
sur,2010,14.64105
sur,2011,14.80473
sur,2012,14.81298
sur,2013,14.70939
sur,2014,14.20757
sur,2015,13.86122
sur,2016,12.50078
sur,2017,13.42011
sur,2018,14.21859
svk,1998,13.00568
svk,1999,12.91041
svk,2000,12.9172
svk,2001,13.80807
svk,2002,13.38833
svk,2003,13.3183
svk,2004,13.15721
svk,2005,13.39915
svk,2006,13.01622
svk,2007,13.07815
svk,2008,12.71229
svk,2009,12.25564
svk,2010,11.91751
svk,2011,11.49435
svk,2012,11.17365
svk,2013,10.99898
svk,2014,10.94092
svk,2015,10.97905
svk,2016,10.84435
svk,2017,10.88577
svn,1996,14.48993
svn,1997,14.15753
svn,1998,13.91627
svn,1999,13.80075
svn,2000,13.44434
svn,2001,12.84635
svn,2002,12.57608
svn,2003,12.97186
svn,2004,11.14055
svn,2005,10.31638
svn,2006,9.57774
svn,2007,7.31468
svn,2008,7.35607
svn,2009,7.34254
svn,2010,7.1681
svn,2011,7.08765
svn,2012,7.02434
svn,2013,7.27727
svn,2014,7.32115
svn,2015,7.54179
svn,2016,5.91137
swe,1993,8.0211
swe,1994,8.43129
swe,1995,10.74724
swe,1997,10.79184
swe,1998,12.61663
swe,1999,12.34201
swe,2000,11.81644
swe,2001,11.52017
swe,2002,11.24872
swe,2003,11.0524
swe,2004,9.88788
swe,2005,10.10216
swe,2006,9.73337
swe,2007,9.73292
swe,2008,9.64877
swe,2009,9.50917
swe,2010,9.58097
swe,2011,9.48075
swe,2012,9.49987
swe,2013,10.93158
swe,2014,11.08316
swe,2015,11.2194
swe,2016,11.40446
swe,2017,11.25636
swz,1996,22.34166
swz,2003,19.32175
syc,1995,13.49281
syc,1996,14.08456
syc,1999,14.00852
syr,1996,16.64287
tca,1999,9.2
tca,2001,9.14458
tca,2002,8.87778
tcd,1999,40.90617
tcd,2000,36.10914
tcd,2010,42.7431
tcd,2011,43.52003
tcd,2012,41.55428
tcd,2015,35.05109
tcd,2016,35.43202
tgo,1995,34.59856
tgo,1999,44.35664
tgo,2011,33.93276
tha,2001,23.41108
tha,2002,23.41106
tha,2006,21.908
tha,2007,21.46585
tha,2008,20.37913
tha,2010,21.75878
tha,2011,21.78903
tha,2012,20.87792
tha,2015,25.50455
tha,2016,25.32996
tha,2017,25.32998
tha,2018,24.86055
tjk,2003,21.61915
tls,2001,29.98848
tls,2002,32.02924
tls,2003,33.66102
tls,2008,38.39836
tls,2009,26.30213
tls,2010,25.86044
tls,2011,25.2543
tls,2017,27.65483
tls,2018,26.94886
ton,1998,17.0757
ton,1999,15.26935
ton,2015,14.5237
tto,1999,21.94774
tto,2000,21.11853
tto,2001,19.32119
tto,2002,18.99371
tto,2003,18.96205
tto,2005,16.48096
tto,2007,13.91599
tto,2008,13.52173
tto,2009,13.49841
tun,1999,22.89057
tun,2000,24.42678
tun,2001,24.42673
tun,2002,24.47359
tun,2003,20.52475
tun,2004,18.67177
tun,2009,15.94538
tun,2010,15.14807
tun,2017,13.42738
tun,2018,13.62578
tur,1994,45.55136
tur,1995,41.23547
tur,1997,19.21385
tur,2012,20.0621
tur,2013,20.63689
tur,2014,19.50969
tur,2015,17.82753
tur,2017,17.12476
tuv,2001,25.25806
tuv,2016,9.19512
tuv,2018,7.86842
ury,1998,13.48332
ury,1999,11.92856
ury,2000,11.84899
ury,2001,11.25142
ury,2003,10.55901
ury,2005,12.08782
ury,2006,12.8506
ury,2007,11.40186
ury,2008,11.45714
ury,2009,11.27878
ury,2010,10.1362
usa,2014,14.79886
usa,2015,14.70835
usa,2017,14.54548
uzb,2012,10.58343
uzb,2013,9.33363
uzb,2014,8.9533
uzb,2015,8.90712
uzb,2016,8.78566
uzb,2017,8.76802
uzb,2018,8.49857
vct,2001,24.0807
vct,2002,23.8796
vct,2003,22.03846
vct,2004,18.06667
vct,2008,21.65738
vct,2009,14.19854
vct,2010,17.84634
vgb,1999,6.35802
vgb,2001,10.42574
vgb,2002,10.55769
vgb,2003,11.26471
vgb,2004,10.94737
vgb,2005,10.27273
vgb,2006,10.70248
vgb,2007,10.24409
vgb,2009,9.50365
vgb,2010,9.81429
vgb,2011,8.88966
vnm,1998,29.2579
vnm,1999,28.65016
vnm,2000,27.62088
vnm,2001,26.32162
vnm,2002,25.71566
vnm,2003,24.74851
vnm,2004,23.53538
vnm,2005,22.6083
vnm,2006,21.05867
vnm,2007,20.0195
vnm,2008,18.73162
vnm,2009,17.59008
vnm,2010,16.60995
vnm,2011,15.88789
vnm,2012,15.79127
vnm,2013,15.43995
vnm,2014,15.62477
vnm,2015,16.3117
vnm,2016,16.38986
vnm,2017,16.83703
vnm,2018,17.5546
vut,2000,30.82375
vut,2013,17.77791
vut,2015,18.37394
wsm,1995,25.48817
wsm,1999,25.96203
wsm,2000,24.16959
wsm,2001,25.15385
wsm,2002,25.89538
wsm,2007,26.5864
wsm,2009,26.98889
wsm,2010,23.61408
yem,1999,22.38793
yem,2010,11.69245
yem,2011,11.09061
yem,2016,26.76057
zaf,2010,11.16471
zmb,1998,27.56296
zmb,1999,51.22026
zmb,2000,49.87407
zmb,2001,48.02181
zmb,2002,48.09464
zmb,2004,53.54816
zmb,2005,56.48266
zmb,2006,57.00244
zmb,2007,55.35768
zmb,2008,54.17773
zmb,2010,52.98369
zmb,2011,55.86353
zmb,2012,49.22157
zmb,2013,47.94506
zmb,2014,21.12651
