geo,time,sp_dyn_le00_ma_in
kos,2015,69.2
kos,2016,69.7
kos,2017,70.1
kos,2018,70.5
kos,2019,70.8
kos,2020,68.6
kwt,1960,58.26
kwt,1961,59.016
kwt,1962,59.758
kwt,1963,60.478
kwt,1964,61.172
kwt,1965,61.83
kwt,1966,62.448
kwt,1967,63.024
kwt,1968,63.56
kwt,1969,64.058
kwt,1970,64.523
kwt,1971,64.96
kwt,1972,65.377
kwt,1973,65.784
kwt,1974,66.184
kwt,1975,66.585
kwt,1976,66.991
kwt,1977,67.4
kwt,1978,67.809
kwt,1979,68.215
kwt,1980,68.614
kwt,1981,69
kwt,1982,69.366
kwt,1983,69.708
kwt,1984,70.022
kwt,1985,70.308
kwt,1986,70.566
kwt,1987,70.8
kwt,1988,71.013
kwt,1989,71.208
kwt,1990,71.384
kwt,1991,71.542
kwt,1992,71.683
kwt,1993,71.806
kwt,1994,71.916
kwt,1995,72.014
kwt,1996,72.099
kwt,1997,72.176
kwt,1998,72.246
kwt,1999,72.314
kwt,2000,72.382
kwt,2001,72.453
kwt,2002,72.528
kwt,2003,72.61
kwt,2004,72.702
kwt,2005,72.81
kwt,2006,72.939
kwt,2007,73.089
kwt,2008,73.258
kwt,2009,73.441
kwt,2010,73.63
kwt,2011,73.816
kwt,2012,73.99
kwt,2013,74.146
kwt,2014,74.281
kwt,2015,74.396
kwt,2016,74.495
kwt,2017,74.584
kwt,2018,74.672
kwt,2019,74.76
kwt,2020,74.851
lao,1960,41.543
lao,1961,41.869
lao,1962,42.195
lao,1963,42.521
lao,1964,42.847
lao,1965,43.174
lao,1966,43.502
lao,1967,43.832
lao,1968,44.163
lao,1969,44.495
lao,1970,44.825
lao,1971,45.152
lao,1972,45.473
lao,1973,45.789
lao,1974,46.099
lao,1975,46.399
lao,1976,46.687
lao,1977,46.964
lao,1978,47.238
lao,1979,47.514
lao,1980,47.809
lao,1981,48.14
lao,1982,48.517
lao,1983,48.94
lao,1984,49.403
lao,1985,49.887
lao,1986,50.365
lao,1987,50.815
lao,1988,51.226
lao,1989,51.599
lao,1990,51.948
lao,1991,52.299
lao,1992,52.679
lao,1993,53.107
lao,1994,53.589
lao,1995,54.121
lao,1996,54.691
lao,1997,55.276
lao,1998,55.861
lao,1999,56.437
lao,2000,57.001
lao,2001,57.557
lao,2002,58.111
lao,2003,58.668
lao,2004,59.226
lao,2005,59.785
lao,2006,60.341
lao,2007,60.893
lao,2008,61.435
lao,2009,61.963
lao,2010,62.477
lao,2011,62.973
lao,2012,63.452
lao,2013,63.912
lao,2014,64.351
lao,2015,64.765
lao,2016,65.15
lao,2017,65.508
lao,2018,65.838
lao,2019,66.142
lao,2020,66.425
lbn,1960,61.565
lbn,1961,61.865
lbn,1962,62.157
lbn,1963,62.441
lbn,1964,62.719
lbn,1965,62.995
lbn,1966,63.27
lbn,1967,63.544
lbn,1968,63.816
lbn,1969,64.085
lbn,1970,64.347
lbn,1971,64.598
lbn,1972,64.834
lbn,1973,65.054
lbn,1974,65.258
lbn,1975,65.446
lbn,1976,65.617
lbn,1977,65.777
lbn,1978,65.931
lbn,1979,66.085
lbn,1980,66.243
lbn,1981,66.411
lbn,1982,66.591
lbn,1983,66.786
lbn,1984,67.001
lbn,1985,67.237
lbn,1986,67.494
lbn,1987,67.771
lbn,1988,68.065
lbn,1989,68.377
lbn,1990,68.707
lbn,1991,69.058
lbn,1992,69.428
lbn,1993,69.815
lbn,1994,70.219
lbn,1995,70.636
lbn,1996,71.064
lbn,1997,71.499
lbn,1998,71.938
lbn,1999,72.378
lbn,2000,72.821
lbn,2001,73.272
lbn,2002,73.73
lbn,2003,74.191
lbn,2004,74.645
lbn,2005,75.081
lbn,2006,75.484
lbn,2007,75.844
lbn,2008,76.152
lbn,2009,76.405
lbn,2010,76.6
lbn,2011,76.739
lbn,2012,76.833
lbn,2013,76.896
lbn,2014,76.937
lbn,2015,76.967
lbn,2016,76.996
lbn,2017,77.031
lbn,2018,77.076
lbn,2019,77.14
lbn,2020,77.224
lbr,1960,31.735
lbr,1961,32.081
lbr,1962,32.488
lbr,1963,32.962
lbr,1964,33.501
lbr,1965,34.097
lbr,1966,34.734
lbr,1967,35.392
lbr,1968,36.057
lbr,1969,36.719
lbr,1970,37.383
lbr,1971,38.058
lbr,1972,38.753
lbr,1973,39.472
lbr,1974,40.206
lbr,1975,40.949
lbr,1976,41.693
lbr,1977,42.422
lbr,1978,43.115
lbr,1979,43.751
lbr,1980,44.299
lbr,1981,44.733
lbr,1982,45.045
lbr,1983,45.236
lbr,1984,45.313
lbr,1985,45.277
lbr,1986,45.13
lbr,1987,44.905
lbr,1988,44.654
lbr,1989,44.428
lbr,1990,44.31
lbr,1991,44.387
lbr,1992,44.693
lbr,1993,45.232
lbr,1994,45.985
lbr,1995,46.885
lbr,1996,47.831
lbr,1997,48.726
lbr,1998,49.503
lbr,1999,50.145
lbr,2000,50.681
lbr,2001,51.181
lbr,2002,51.732
lbr,2003,52.389
lbr,2004,53.16
lbr,2005,54.023
lbr,2006,54.927
lbr,2007,55.807
lbr,2008,56.616
lbr,2009,57.338
lbr,2010,57.978
lbr,2011,58.561
lbr,2012,59.126
lbr,2013,59.698
lbr,2014,60.279
lbr,2015,60.856
lbr,2016,61.409
lbr,2017,61.911
lbr,2018,62.347
lbr,2019,62.715
lbr,2020,63.02
lby,1960,41.449
lby,1961,43.034
lby,1962,44.639
lby,1963,46.205
lby,1964,47.686
lby,1965,49.051
lby,1966,50.291
lby,1967,51.437
lby,1968,52.512
lby,1969,53.524
lby,1970,54.482
lby,1971,55.397
lby,1972,56.281
lby,1973,57.142
lby,1974,57.984
lby,1975,58.808
lby,1976,59.613
lby,1977,60.389
lby,1978,61.129
lby,1979,61.828
lby,1980,62.482
lby,1981,63.083
lby,1982,63.633
lby,1983,64.135
lby,1984,64.594
lby,1985,65.019
lby,1986,65.423
lby,1987,65.814
lby,1988,66.199
lby,1989,66.58
lby,1990,66.952
lby,1991,67.307
lby,1992,67.635
lby,1993,67.928
lby,1994,68.186
lby,1995,68.41
lby,1996,68.604
lby,1997,68.777
lby,1998,68.935
lby,1999,69.084
lby,2000,69.232
lby,2001,69.389
lby,2002,69.553
lby,2003,69.717
lby,2004,69.873
lby,2005,69.991
lby,2006,70.04
lby,2007,70.004
lby,2008,69.884
lby,2009,69.695
lby,2010,69.473
lby,2011,69.266
lby,2012,69.119
lby,2013,69.062
lby,2014,69.105
lby,2015,69.239
lby,2016,69.442
lby,2017,69.672
lby,2018,69.895
lby,2019,70.097
lby,2020,70.271
lca,1960,54.811
lca,1961,55.65
lca,1962,56.484
lca,1963,57.307
lca,1964,58.108
lca,1965,58.871
lca,1966,59.576
lca,1967,60.214
lca,1968,60.785
lca,1969,61.292
lca,1970,61.748
lca,1971,62.17
lca,1972,62.581
lca,1973,62.996
lca,1974,63.424
lca,1975,63.865
lca,1976,64.313
lca,1977,64.753
lca,1978,65.178
lca,1979,65.583
lca,1980,65.968
lca,1981,66.334
lca,1982,66.686
lca,1983,67.03
lca,1984,67.367
lca,1985,67.702
lca,1986,68.037
lca,1987,68.373
lca,1988,68.709
lca,1989,69.045
lca,1990,69.381
lca,1991,69.715
lca,1992,70.044
lca,1993,70.363
lca,1994,70.668
lca,1995,70.951
lca,1996,71.206
lca,1997,71.431
lca,1998,71.625
lca,1999,71.793
lca,2000,71.939
lca,2001,72.072
lca,2002,72.201
lca,2003,72.333
lca,2004,72.474
lca,2005,72.625
lca,2006,72.786
lca,2007,72.953
lca,2008,73.121
lca,2009,73.289
lca,2010,73.457
lca,2011,73.624
lca,2012,73.791
lca,2013,73.958
lca,2014,74.122
lca,2015,74.282
lca,2016,74.435
lca,2017,74.581
lca,2018,74.72
lca,2019,74.851
lca,2020,74.977
lie,1994,75.3
lie,1995,75
lie,1996,72.3
lie,1997,71.9
lie,1998,73.6
lie,1999,75.5
lie,2000,73.9
lie,2001,76.3
lie,2002,77.1
lie,2003,78.4
lie,2004,78.6
lie,2005,77.4
lie,2006,78.9
lie,2007,79.1
lie,2008,80
lie,2009,79.5
lie,2010,79.5
lie,2011,79.5
lie,2012,79.7
lie,2013,80.7
lie,2014,81
lie,2015,80.9
lie,2016,80.6
lie,2017,81.6
lie,2018,80.7
lie,2019,82.6
lie,2020,80.1
lka,1960,57.343
lka,1961,57.709
lka,1962,58.105
lka,1963,58.551
lka,1964,59.054
lka,1965,59.607
lka,1966,60.195
lka,1967,60.787
lka,1968,61.358
lka,1969,61.899
lka,1970,62.4
lka,1971,62.863
lka,1972,63.296
lka,1973,63.707
lka,1974,64.099
lka,1975,64.48
lka,1976,64.863
lka,1977,65.248
lka,1978,65.628
lka,1979,65.99
lka,1980,66.298
lka,1981,66.51
lka,1982,66.606
lka,1983,66.584
lka,1984,66.462
lka,1985,66.287
lka,1986,66.125
lka,1987,66.029
lka,1988,66.031
lka,1989,66.132
lka,1990,66.282
lka,1991,66.404
lka,1992,66.435
lka,1993,66.35
lka,1994,66.172
lka,1995,65.988
lka,1996,65.913
lka,1997,66.043
lka,1998,66.427
lka,1999,67.057
lka,2000,67.872
lka,2001,68.769
lka,2002,69.624
lka,2003,70.343
lka,2004,70.886
lka,2005,71.247
lka,2006,71.457
lka,2007,71.591
lka,2008,71.711
lka,2009,71.842
lka,2010,71.995
lka,2011,72.172
lka,2012,72.356
lka,2013,72.536
lka,2014,72.713
lka,2015,72.887
lka,2016,73.062
lka,2017,73.238
lka,2018,73.415
lka,2019,73.596
lka,2020,73.779
lso,1960,43.066
lso,1961,43.296
lso,1962,43.506
lso,1963,43.707
lso,1964,43.91
lso,1965,44.125
lso,1966,44.364
lso,1967,44.633
lso,1968,44.939
lso,1969,45.288
lso,1970,45.69
lso,1971,46.148
lso,1972,46.659
lso,1973,47.215
lso,1974,47.81
lso,1975,48.438
lso,1976,49.096
lso,1977,49.774
lso,1978,50.457
lso,1979,51.129
lso,1980,51.78
lso,1981,52.401
lso,1982,52.985
lso,1983,53.519
lso,1984,53.985
lso,1985,54.37
lso,1986,54.668
lso,1987,54.872
lso,1988,54.971
lso,1989,54.948
lso,1990,54.777
lso,1991,54.431
lso,1992,53.907
lso,1993,53.21
lso,1994,52.352
lso,1995,51.339
lso,1996,50.176
lso,1997,48.9
lso,1998,47.562
lso,1999,46.218
lso,2000,44.92
lso,2001,43.712
lso,2002,42.631
lso,2003,41.717
lso,2004,41.012
lso,2005,40.566
lso,2006,40.418
lso,2007,40.555
lso,2008,40.95
lso,2009,41.579
lso,2010,42.412
lso,2011,43.417
lso,2012,44.538
lso,2013,45.71
lso,2014,46.878
lso,2015,47.979
lso,2016,48.969
lso,2017,49.837
lso,2018,50.582
lso,2019,51.201
lso,2020,51.703
ltu,1960,66.94
ltu,1961,66.81
ltu,1962,65.91
ltu,1963,66.78
ltu,1964,68.27
ltu,1965,68.13
ltu,1966,68.13
ltu,1967,67.96
ltu,1968,67.66
ltu,1969,67.07
ltu,1970,66.78
ltu,1971,67.55
ltu,1972,66.81
ltu,1973,67.22
ltu,1974,67.01
ltu,1975,66.36
ltu,1976,66.28
ltu,1977,66.19
ltu,1978,65.99
ltu,1979,65.57
ltu,1980,65.57
ltu,1981,65.49
ltu,1982,65.91
ltu,1983,65.89
ltu,1984,65.32
ltu,1985,65.75
ltu,1986,67.91
ltu,1987,67.72
ltu,1988,67.45
ltu,1989,66.84
ltu,1990,66.39
ltu,1991,65.13
ltu,1992,64.81
ltu,1993,63.13
ltu,1994,62.54
ltu,1995,63.26
ltu,1996,64.63
ltu,1997,65.47
ltu,1998,66
ltu,1999,66.4
ltu,2000,66.8
ltu,2001,66
ltu,2002,66.2
ltu,2003,66.5
ltu,2004,66.4
ltu,2005,65.4
ltu,2006,65.3
ltu,2007,64.9
ltu,2008,66.3
ltu,2009,67.5
ltu,2010,68
ltu,2011,68.1
ltu,2012,68.4
ltu,2013,68.5
ltu,2014,69.2
ltu,2015,69.2
ltu,2016,69.5
ltu,2017,70.7
ltu,2018,70.9
ltu,2019,71.6
ltu,2020,70.1
lux,1960,65.362
lux,1961,65.627
lux,1962,65.863
lux,1963,66.066
lux,1964,66.233
lux,1965,66.362
lux,1966,66.453
lux,1967,66.515
lux,1968,66.561
lux,1969,66.599
lux,1970,66.642
lux,1971,66.699
lux,1972,66.778
lux,1973,66.885
lux,1974,67.025
lux,1975,67.202
lux,1976,67.419
lux,1977,67.668
lux,1978,67.941
lux,1979,68.233
lux,1980,68.537
lux,1981,68.845
lux,1982,69.152
lux,1983,69.454
lux,1984,69.749
lux,1985,70.036
lux,1986,70.319
lux,1987,70.604
lux,1988,70.894
lux,1989,71.189
lux,1990,71.487
lux,1991,72
lux,1992,72.6
lux,1993,72.2
lux,1994,73.2
lux,1995,73
lux,1996,73.3
lux,1997,74.1
lux,1998,73.7
lux,1999,74.6
lux,2000,74.8
lux,2001,74.8
lux,2002,74.6
lux,2003,74.8
lux,2004,76
lux,2005,76.7
lux,2006,76.8
lux,2007,76.7
lux,2008,78.1
lux,2009,78.1
lux,2010,77.9
lux,2011,78.5
lux,2012,79.1
lux,2013,79.8
lux,2014,79.4
lux,2015,80
lux,2016,80.1
lux,2017,79.9
lux,2018,80.1
lux,2019,80.2
lux,2020,79.4
lva,1960,66.26
lva,1961,66.33
lva,1962,65.85
lva,1963,66.19
lva,1964,67.35
lva,1965,66.79
lva,1966,67
lva,1967,66.75
lva,1968,65.76
lva,1969,65.27
lva,1970,65.65
lva,1971,65.75
lva,1972,65.23
lva,1973,65.35
lva,1974,64.98
lva,1975,63.94
lva,1976,63.96
lva,1977,64.29
lva,1978,64.1
lva,1979,63.52
lva,1980,63.75
lva,1981,63.44
lva,1982,64.26
lva,1983,63.88
lva,1984,64.08
lva,1985,64.75
lva,1986,66.32
lva,1987,66.41
lva,1988,66.23
lva,1989,65.37
lva,1990,64.2
lva,1991,63.73
lva,1992,62.64
lva,1993,60.43
lva,1994,59.04
lva,1995,60.04
lva,1996,63.04
lva,1997,63.92
lva,1998,63.5
lva,1999,64.46
lva,2000,64.9
lva,2001,65.2
lva,2002,65.4
lva,2003,65.9
lva,2004,67.1
lva,2005,65.6
lva,2006,65.5
lva,2007,65.8
lva,2008,67.2
lva,2009,68.3
lva,2010,68.8
lva,2011,68.6
lva,2012,68.9
lva,2013,69.3
lva,2014,69.1
lva,2015,69.7
lva,2016,69.8
lva,2017,69.8
lva,2018,70.1
lva,2019,70.9
lva,2020,70.9
mac,1960,62.996
mac,1961,63.437
mac,1962,63.864
mac,1963,64.278
mac,1964,64.685
mac,1965,65.091
mac,1966,65.508
mac,1967,65.942
mac,1968,66.396
mac,1969,66.872
mac,1970,67.366
mac,1971,67.875
mac,1972,68.388
mac,1973,68.895
mac,1974,69.389
mac,1975,69.863
mac,1976,70.309
mac,1977,70.729
mac,1978,71.123
mac,1979,71.493
mac,1980,71.844
mac,1981,72.184
mac,1982,72.521
mac,1983,72.857
mac,1984,73.194
mac,1985,73.526
mac,1986,73.844
mac,1987,74.14
mac,1988,74.413
mac,1989,74.665
mac,1990,74.909
mac,1991,75.16
mac,1992,75.429
mac,1993,75.723
mac,1994,76.04
mac,1995,76.371
mac,1996,76.701
mac,1997,77.014
mac,1998,77.299
mac,1999,77.551
mac,2000,77.77
mac,2001,77.96
mac,2002,78.134
mac,2003,78.302
mac,2004,78.472
mac,2005,78.649
mac,2006,78.84
mac,2007,79.045
mac,2008,79.261
mac,2009,79.487
mac,2010,79.716
mac,2011,79.944
mac,2012,80.161
mac,2013,80.364
mac,2014,80.55
mac,2015,80.718
mac,2016,80.871
mac,2017,81.013
mac,2018,81.149
mac,2019,81.281
mac,2020,81.412
maf,1982,70
maf,1983,69.5
maf,1984,69.7
maf,1985,69.4
maf,1986,70.3
maf,1987,70.5
maf,1988,71.1
maf,1989,71.2
maf,1990,71.4
maf,1991,72.9
maf,1992,72.4
maf,1993,72.5
maf,1994,72.7
maf,1995,72.9
maf,1996,73.1
maf,1997,73.2
maf,1998,73.4
maf,1999,73.6
maf,2000,73.8
maf,2001,73.9
maf,2002,74.1
maf,2003,74.3
maf,2004,74.4
maf,2005,74.6
maf,2006,74.8
maf,2007,74.9
maf,2008,75.1
maf,2009,75.3
maf,2010,75.4
maf,2011,75.6
maf,2012,75.8
maf,2013,75.9
maf,2014,76.1
maf,2015,76.2
maf,2016,76.4
maf,2017,76.5
maf,2018,76.7
maf,2019,76.9
maf,2020,77
mar,1960,47.152
mar,1961,47.709
mar,1962,48.251
mar,1963,48.765
mar,1964,49.242
mar,1965,49.68
mar,1966,50.08
mar,1967,50.457
mar,1968,50.824
mar,1969,51.186
mar,1970,51.549
mar,1971,51.911
mar,1972,52.276
mar,1973,52.649
mar,1974,53.039
mar,1975,53.457
mar,1976,53.918
mar,1977,54.425
mar,1978,54.982
mar,1979,55.589
mar,1980,56.245
mar,1981,56.946
mar,1982,57.681
mar,1983,58.434
mar,1984,59.189
mar,1985,59.932
mar,1986,60.649
mar,1987,61.334
mar,1988,61.978
mar,1989,62.576
mar,1990,63.118
mar,1991,63.601
mar,1992,64.031
mar,1993,64.421
mar,1994,64.783
mar,1995,65.13
mar,1996,65.475
mar,1997,65.832
mar,1998,66.214
mar,1999,66.633
mar,2000,67.108
mar,2001,67.654
mar,2002,68.266
mar,2003,68.931
mar,2004,69.632
mar,2005,70.339
mar,2006,71.019
mar,2007,71.644
mar,2008,72.194
mar,2009,72.66
mar,2010,73.046
mar,2011,73.366
mar,2012,73.646
mar,2013,73.912
mar,2014,74.172
mar,2015,74.433
mar,2016,74.694
mar,2017,74.948
mar,2018,75.19
mar,2019,75.423
mar,2020,75.646
mda,1960,58.024
mda,1961,58.444
mda,1962,58.872
mda,1963,59.304
mda,1964,59.732
mda,1965,60.141
mda,1966,60.515
mda,1967,60.843
mda,1968,61.115
mda,1969,61.329
mda,1970,61.483
mda,1971,61.582
mda,1972,61.639
mda,1973,61.667
mda,1974,61.675
mda,1975,61.666
mda,1976,61.636
mda,1977,61.588
mda,1978,61.535
mda,1979,61.493
mda,1980,61.502
mda,1981,61.603
mda,1982,61.814
mda,1983,62.13
mda,1984,62.532
mda,1985,62.976
mda,1986,63.404
mda,1987,63.76
mda,1988,64.003
mda,1989,64.115
mda,1990,64.092
mda,1991,63.945
mda,1992,63.722
mda,1993,63.469
mda,1994,63.217
mda,1995,63.001
mda,1996,62.853
mda,1997,62.779
mda,1998,62.783
mda,1999,62.866
mda,2000,63.012
mda,2001,63.195
mda,2002,63.387
mda,2003,63.569
mda,2004,63.739
mda,2005,63.916
mda,2006,64.127
mda,2007,64.398
mda,2008,64.739
mda,2009,65.14
mda,2010,65.577
mda,2011,66.014
mda,2012,66.415
mda,2013,66.753
mda,2014,67.017
mda,2015,67.208
mda,2016,67.34
mda,2017,67.439
mda,2018,67.53
mda,2019,67.624
mda,2020,67.728
mdg,1960,39.042
mdg,1961,39.527
mdg,1962,40.01
mdg,1963,40.491
mdg,1964,40.972
mdg,1965,41.453
mdg,1966,41.936
mdg,1967,42.421
mdg,1968,42.908
mdg,1969,43.395
mdg,1970,43.879
mdg,1971,44.361
mdg,1972,44.836
mdg,1973,45.302
mdg,1974,45.753
mdg,1975,46.189
mdg,1976,46.61
mdg,1977,47.014
mdg,1978,47.396
mdg,1979,47.752
mdg,1980,48.061
mdg,1981,48.302
mdg,1982,48.471
mdg,1983,48.576
mdg,1984,48.637
mdg,1985,48.683
mdg,1986,48.75
mdg,1987,48.874
mdg,1988,49.084
mdg,1989,49.398
mdg,1990,49.832
mdg,1991,50.388
mdg,1992,51.045
mdg,1993,51.775
mdg,1994,52.559
mdg,1995,53.376
mdg,1996,54.207
mdg,1997,55.034
mdg,1998,55.838
mdg,1999,56.601
mdg,2000,57.305
mdg,2001,57.938
mdg,2002,58.506
mdg,2003,59.016
mdg,2004,59.477
mdg,2005,59.899
mdg,2006,60.299
mdg,2007,60.693
mdg,2008,61.093
mdg,2009,61.505
mdg,2010,61.93
mdg,2011,62.363
mdg,2012,62.793
mdg,2013,63.211
mdg,2014,63.613
mdg,2015,63.999
mdg,2016,64.369
mdg,2017,64.728
mdg,2018,65.077
mdg,2019,65.417
mdg,2020,65.749
mdv,1960,37.135
mdv,1961,37.773
mdv,1962,38.445
mdv,1963,39.142
mdv,1964,39.859
mdv,1965,40.591
mdv,1966,41.335
mdv,1967,42.094
mdv,1968,42.87
mdv,1969,43.664
mdv,1970,44.479
mdv,1971,45.316
mdv,1972,46.18
mdv,1973,47.071
mdv,1974,47.987
mdv,1975,48.931
mdv,1976,49.908
mdv,1977,50.913
mdv,1978,51.935
mdv,1979,52.962
mdv,1980,53.978
mdv,1981,54.964
mdv,1982,55.907
mdv,1983,56.798
mdv,1984,57.634
mdv,1985,58.414
mdv,1986,59.142
mdv,1987,59.832
mdv,1988,60.502
mdv,1989,61.161
mdv,1990,61.819
mdv,1991,62.487
mdv,1992,63.165
mdv,1993,63.858
mdv,1994,64.568
mdv,1995,65.302
mdv,1996,66.064
mdv,1997,66.848
mdv,1998,67.644
mdv,1999,68.443
mdv,2000,69.229
mdv,2001,69.99
mdv,2002,70.712
mdv,2003,71.387
mdv,2004,72.008
mdv,2005,72.571
mdv,2006,73.077
mdv,2007,73.536
mdv,2008,73.957
mdv,2009,74.348
mdv,2010,74.713
mdv,2011,75.059
mdv,2012,75.388
mdv,2013,75.706
mdv,2014,76.016
mdv,2015,76.323
mdv,2016,76.629
mdv,2017,76.931
mdv,2018,77.229
mdv,2019,77.523
mdv,2020,77.816
mex,1960,55.091
mex,1961,55.662
mex,1962,56.17
mex,1963,56.619
mex,1964,57.019
mex,1965,57.382
mex,1966,57.722
mex,1967,58.053
mex,1968,58.387
mex,1969,58.734
mex,1970,59.1
mex,1971,59.486
mex,1972,59.884
mex,1973,60.291
mex,1974,60.705
mex,1975,61.126
mex,1976,61.553
mex,1977,61.986
mex,1978,62.423
mex,1979,62.864
mex,1980,63.309
mex,1981,63.759
mex,1982,64.213
mex,1983,64.672
mex,1984,65.133
mex,1985,65.599
mex,1986,66.07
mex,1987,66.545
mex,1988,67.021
mex,1989,67.492
mex,1990,67.951
mex,1991,68.386
mex,1992,68.793
mex,1993,69.171
mex,1994,69.522
mex,1995,69.859
mex,1996,70.199
mex,1997,70.553
mex,1998,70.923
mex,1999,71.302
mex,2000,71.668
mex,2001,71.995
mex,2002,72.259
mex,2003,72.445
mex,2004,72.55
mex,2005,72.575
mex,2006,72.532
mex,2007,72.447
mex,2008,72.342
mex,2009,72.233
mex,2010,72.135
mex,2011,72.056
mex,2012,71.997
mex,2013,71.958
mex,2014,71.943
mex,2015,71.954
mex,2016,71.99
mex,2017,72.046
mex,2018,72.118
mex,2019,72.203
mex,2020,72.302
mhl,1987,69.8
mhl,1999,65.7
mhl,2000,62.8
mkd,1960,60.195
mkd,1961,60.785
mkd,1962,61.359
mkd,1963,61.92
mkd,1964,62.468
mkd,1965,63.001
mkd,1966,63.514
mkd,1967,64.003
mkd,1968,64.461
mkd,1969,64.883
mkd,1970,65.264
mkd,1971,65.601
mkd,1972,65.893
mkd,1973,66.142
mkd,1974,66.352
mkd,1975,66.519
mkd,1976,66.643
mkd,1977,66.729
mkd,1978,66.79
mkd,1979,66.841
mkd,1980,66.908
mkd,1981,67.018
mkd,1982,67.184
mkd,1983,67.411
mkd,1984,67.692
mkd,1985,68.01
mkd,1986,68.333
mkd,1987,68.631
mkd,1988,68.883
mkd,1989,69.082
mkd,1990,69.233
mkd,1991,69.352
mkd,1992,69.464
mkd,1993,69.588
mkd,1994,69.4
mkd,1995,69.8
mkd,1996,70.3
mkd,1997,70.3
mkd,1998,70.2
mkd,1999,70.4
mkd,2000,70.8
mkd,2001,70.9
mkd,2002,70.6
mkd,2003,70.9
mkd,2004,71.5
mkd,2005,71.6
mkd,2006,71.7
mkd,2007,71.8
mkd,2008,72.4
mkd,2009,72.3
mkd,2010,72.9
mkd,2011,73.1
mkd,2012,73
mkd,2013,73.4
mkd,2014,73.5
mkd,2015,73.5
mkd,2016,73.4
mkd,2017,74.1
mkd,2018,74.6
mkd,2019,74.7
mkd,2020,73.62
mli,1960,27.436
mli,1961,27.548
mli,1962,27.707
mli,1963,27.932
mli,1964,28.233
mli,1965,28.619
mli,1966,29.09
mli,1967,29.631
mli,1968,30.225
mli,1969,30.863
mli,1970,31.533
mli,1971,32.222
mli,1972,32.925
mli,1973,33.633
mli,1974,34.342
mli,1975,35.054
mli,1976,35.774
mli,1977,36.51
mli,1978,37.262
mli,1979,38.027
mli,1980,38.797
mli,1981,39.565
mli,1982,40.319
mli,1983,41.049
mli,1984,41.746
mli,1985,42.403
mli,1986,43.019
mli,1987,43.596
mli,1988,44.129
mli,1989,44.613
mli,1990,45.026
mli,1991,45.341
mli,1992,45.555
mli,1993,45.684
mli,1994,45.754
mli,1995,45.81
mli,1996,45.905
mli,1997,46.084
mli,1998,46.382
mli,1999,46.813
mli,2000,47.386
mli,2001,48.092
mli,2002,48.889
mli,2003,49.733
mli,2004,50.592
mli,2005,51.429
mli,2006,52.212
mli,2007,52.926
mli,2008,53.566
mli,2009,54.127
mli,2010,54.62
mli,2011,55.065
mli,2012,55.491
mli,2013,55.922
mli,2014,56.364
mli,2015,56.818
mli,2016,57.275
mli,2017,57.718
mli,2018,58.137
mli,2019,58.529
mli,2020,58.894
mlt,1960,67.623
mlt,1961,67.79
mlt,1962,67.937
mlt,1963,68.078
mlt,1964,68.225
mlt,1965,68.385
mlt,1966,68.563
mlt,1967,68.751
mlt,1968,68.945
mlt,1969,69.141
mlt,1970,69.337
mlt,1971,69.524
mlt,1972,69.701
mlt,1973,69.865
mlt,1974,70.019
mlt,1975,70.165
mlt,1976,70.308
mlt,1977,70.456
mlt,1978,70.617
mlt,1979,70.799
mlt,1980,71.012
mlt,1981,71.267
mlt,1982,71.564
mlt,1983,71.9
mlt,1984,72.27
mlt,1985,72.664
mlt,1986,73.072
mlt,1987,73.478
mlt,1988,73.869
mlt,1989,74.236
mlt,1990,74.569
mlt,1991,74.863
mlt,1992,75.123
mlt,1993,75.353
mlt,1994,75.559
mlt,1995,74.9
mlt,1996,75
mlt,1997,75.3
mlt,1998,75.1
mlt,1999,75.5
mlt,2000,76.3
mlt,2001,76.6
mlt,2002,76.3
mlt,2003,76.4
mlt,2004,77.4
mlt,2005,77.3
mlt,2006,77
mlt,2007,77.5
mlt,2008,77.1
mlt,2009,77.9
mlt,2010,79.3
mlt,2011,78.6
mlt,2012,78.6
mlt,2013,79.6
mlt,2014,79.9
mlt,2015,79.8
mlt,2016,80.6
mlt,2017,80.2
mlt,2018,80.4
mlt,2019,81.2
mlt,2020,80.8
mmr,1960,39.556
mmr,1961,40.139
mmr,1962,40.751
mmr,1963,41.406
mmr,1964,42.106
mmr,1965,42.834
mmr,1966,43.561
mmr,1967,44.253
mmr,1968,44.884
mmr,1969,45.445
mmr,1970,45.936
mmr,1971,46.369
mmr,1972,46.765
mmr,1973,47.146
mmr,1974,47.522
mmr,1975,47.897
mmr,1976,48.273
mmr,1977,48.646
mmr,1978,49.016
mmr,1979,49.384
mmr,1980,49.755
mmr,1981,50.132
mmr,1982,50.517
mmr,1983,50.91
mmr,1984,51.308
mmr,1985,51.709
mmr,1986,52.108
mmr,1987,52.5
mmr,1988,52.881
mmr,1989,53.251
mmr,1990,53.609
mmr,1991,53.957
mmr,1992,54.299
mmr,1993,54.638
mmr,1994,54.976
mmr,1995,55.316
mmr,1996,55.66
mmr,1997,56.008
mmr,1998,56.357
mmr,1999,56.705
mmr,2000,57.044
mmr,2001,57.362
mmr,2002,57.656
mmr,2003,57.926
mmr,2004,58.18
mmr,2005,58.43
mmr,2006,58.693
mmr,2007,58.984
mmr,2008,59.313
mmr,2009,59.684
mmr,2010,60.102
mmr,2011,60.566
