geo,time,sl_uem_1524_ma_zs
bgd,2004,7.153
bgd,2005,7.567
bgd,2006,5.836
bgd,2007,6.854
bgd,2008,7.719
bgd,2009,8.533
bgd,2010,5.944
bgd,2011,7.231
bgd,2012,8.512
bgd,2013,9.786
bgd,2014,9.814
bgd,2015,9.874
bgd,2016,9.921
bgd,2017,10.449
bgd,2018,10.61
bgd,2019,10.753
bgd,2020,12.766
bgr,1991,24.184
bgr,1992,33.255
bgr,1993,35.518
bgr,1994,27.685
bgr,1995,24.032
bgr,1996,27.061
bgr,1997,30.229
bgr,1998,26.976
bgr,1999,30.575
bgr,2000,35.685
bgr,2001,42.181
bgr,2002,38.782
bgr,2003,29.261
bgr,2004,24.97
bgr,2005,23.329
bgr,2006,18.913
bgr,2007,14.525
bgr,2008,13.784
bgr,2009,17.868
bgr,2010,23.231
bgr,2011,26.005
bgr,2012,29.514
bgr,2013,30.215
bgr,2014,23.796
bgr,2015,21.242
bgr,2016,17.429
bgr,2017,13.244
bgr,2018,13.195
bgr,2019,9.304
bgr,2020,14.551
bhr,1991,2.418
bhr,1992,2.451
bhr,1993,2.347
bhr,1994,2.519
bhr,1995,2.495
bhr,1996,2.423
bhr,1997,2.371
bhr,1998,2.308
bhr,1999,2.29
bhr,2000,2.281
bhr,2001,2.21
bhr,2002,2.156
bhr,2003,2.125
bhr,2004,2.152
bhr,2005,2.216
bhr,2006,2.194
bhr,2007,2.209
bhr,2008,2.301
bhr,2009,2.413
bhr,2010,2.489
bhr,2011,2.633
bhr,2012,2.66
bhr,2013,2.676
bhr,2014,2.736
bhr,2015,2.831
bhr,2016,2.901
bhr,2017,3.035
bhr,2018,3.224
bhr,2019,3.436
bhr,2020,4.769
bhs,1991,20.948
bhs,1992,23.75
bhs,1993,20.664
bhs,1994,22.523
bhs,1995,18.38
bhs,1996,18.685
bhs,1997,16.532
bhs,1998,10.44
bhs,1999,10.553
bhs,2000,12.393
bhs,2001,14.188
bhs,2002,17.66
bhs,2003,20.329
bhs,2004,18.018
bhs,2005,16.857
bhs,2006,14.724
bhs,2007,16.527
bhs,2008,14.448
bhs,2009,22.716
bhs,2010,23.773
bhs,2011,24.944
bhs,2012,29.016
bhs,2013,32.305
bhs,2014,25.483
bhs,2015,21.066
bhs,2016,20.368
bhs,2017,16.607
bhs,2018,22.073
bhs,2019,22.174
bhs,2020,27.471
bih,1991,28.857
bih,1992,30.608
bih,1993,32.743
bih,1994,35.441
bih,1995,37.704
bih,1996,39.835
bih,1997,41.771
bih,1998,43.779
bih,1999,45.427
bih,2000,47.169
bih,2001,49.148
bih,2002,51.304
bih,2003,53.303
bih,2004,55.654
bih,2005,58.169
bih,2006,60.19
bih,2007,55.585
bih,2008,44.573
bih,2009,46.231
bih,2010,55.024
bih,2011,56.093
bih,2012,62.566
bih,2013,59.577
bih,2014,61.273
bih,2015,59.766
bih,2016,52.181
bih,2017,42.978
bih,2018,35.439
bih,2019,30.906
bih,2020,32.125
blr,1991,1.339
blr,1992,6.967
blr,1993,18.981
blr,1994,28.603
blr,1995,39.339
blr,1996,53.178
blr,1997,36.746
blr,1998,30.111
blr,1999,27.611
blr,2000,26.275
blr,2001,24.717
blr,2002,23.254
blr,2003,21.89
blr,2004,20.654
blr,2005,19.085
blr,2006,17.654
blr,2007,16.145
blr,2008,14.761
blr,2009,12.984
blr,2010,13.187
blr,2011,13.08
blr,2012,12.94
blr,2013,12.895
blr,2014,12.886
blr,2015,12.673
blr,2016,12.66
blr,2017,11.296
blr,2018,12.686
blr,2019,12.78
blr,2020,13.936
blz,1991,14.672
blz,1992,14.803
blz,1993,15.004
blz,1994,17.595
blz,1995,19.391
blz,1996,22.357
blz,1997,17.108
blz,1998,20.495
blz,1999,17.438
blz,2000,14.253
blz,2001,11.272
blz,2002,14.357
blz,2003,14.333
blz,2004,14.471
blz,2005,14.569
blz,2006,12.264
blz,2007,11.676
blz,2008,11.272
blz,2009,11.393
blz,2010,11.423
blz,2011,11.495
blz,2012,11.552
blz,2013,11.641
blz,2014,12.039
blz,2015,11.271
blz,2016,11.218
blz,2017,9.722
blz,2018,9.858
blz,2019,10.037
blz,2020,12.563
bol,1991,5.192
bol,1992,5.397
bol,1993,5.228
bol,1994,5.191
bol,1995,4.517
bol,1996,3.873
bol,1997,3.21
bol,1998,3.31
bol,1999,3.585
bol,2000,3.618
bol,2001,3.754
bol,2002,3.821
bol,2003,3.911
bol,2004,3.939
bol,2005,4.021
bol,2006,4.094
bol,2007,4.258
bol,2008,4.315
bol,2009,4.275
bol,2010,4.316
bol,2011,4.32
bol,2012,2.531
bol,2013,5.297
bol,2014,3.026
bol,2015,5.804
bol,2016,6.109
bol,2017,5.966
bol,2018,6.671
bol,2019,7.976
bol,2020,15.269
bra,1991,9.885
bra,1992,10.025
bra,1993,9.829
bra,1994,9.814
bra,1995,9.935
bra,1996,10.66
bra,1997,12.139
bra,1998,14.199
bra,1999,15.423
bra,2000,14.747
bra,2001,14.97
bra,2002,14.879
bra,2003,15.401
bra,2004,14.403
bra,2005,15.562
bra,2006,13.952
bra,2007,13.064
bra,2008,11.944
bra,2009,13.919
bra,2010,12.462
bra,2011,12.233
bra,2012,13.103
bra,2013,13.121
bra,2014,13.179
bra,2015,16.66
bra,2016,23.704
bra,2017,25.608
bra,2018,25.044
bra,2019,23.832
bra,2020,27.006
brb,1991,36.377
brb,1992,36.803
brb,1993,40.262
brb,1994,35.429
brb,1995,33.708
brb,1996,24.717
brb,1997,26.208
brb,1998,20.087
brb,1999,18.281
brb,2000,18.14
brb,2001,20.526
brb,2002,20.618
brb,2003,23.889
brb,2004,21.447
brb,2005,18.162
brb,2006,18.662
brb,2007,15.492
brb,2008,16.386
brb,2009,23.978
brb,2010,25.91
brb,2011,23.074
brb,2012,25.864
brb,2013,27.16
brb,2014,28.702
brb,2015,28.031
brb,2016,24.721
brb,2017,26.611
brb,2018,24.118
brb,2019,29.574
brb,2020,33.787
brn,1991,10.479
brn,1992,10.915
brn,1993,11.037
brn,1994,11.637
brn,1995,12.193
brn,1996,12.45
brn,1997,12.554
brn,1998,13.079
brn,1999,13.88
brn,2000,14.452
brn,2001,14.823
brn,2002,15.375
brn,2003,15.812
brn,2004,16.2
brn,2005,16.867
brn,2006,17.723
brn,2007,17.793
brn,2008,18.101
brn,2009,18.69
brn,2010,19.797
brn,2011,20.864
brn,2012,21.477
brn,2013,22.058
brn,2014,22.951
brn,2015,25.226
brn,2016,26.922
brn,2017,29.388
brn,2018,30.268
brn,2019,18.992
brn,2020,20.573
btn,1991,4.397
btn,1992,4.572
btn,1993,4.526
btn,1994,4.655
btn,1995,4.757
btn,1996,4.703
btn,1997,4.689
btn,1998,4.698
btn,1999,4.111
btn,2000,3.856
btn,2001,3.914
btn,2002,4.207
btn,2003,4.31
btn,2004,6.372
btn,2005,10.066
btn,2006,9.217
btn,2007,10.26
btn,2008,9.851
btn,2009,10.231
btn,2010,6.879
btn,2011,6.512
btn,2012,6.896
btn,2013,8.86
btn,2014,8.208
btn,2015,7.959
btn,2016,8.214
btn,2017,8.328
btn,2018,8.511
btn,2019,8.829
btn,2020,11.401
bwa,1991,19.525
bwa,1992,24.006
bwa,1993,28.492
bwa,1994,32.994
bwa,1995,32.737
bwa,1996,32.594
bwa,1997,33.164
bwa,1998,34.023
bwa,1999,31.95
bwa,2000,29.962
bwa,2001,33.222
bwa,2002,37.907
bwa,2003,42.323
bwa,2004,37.085
bwa,2005,32.1
bwa,2006,27.422
bwa,2007,26.925
bwa,2008,26.432
bwa,2009,26.042
bwa,2010,28.993
bwa,2011,30.132
bwa,2012,31.222
bwa,2013,32.178
bwa,2014,33.323
bwa,2015,34.443
bwa,2016,35.415
bwa,2017,36.5
bwa,2018,37.534
bwa,2019,38.61
bwa,2020,44.367
caf,1991,9.994
caf,1992,10.144
caf,1993,10.259
caf,1994,10.266
caf,1995,10.237
caf,1996,10.269
caf,1997,10.29
caf,1998,10.181
caf,1999,10.129
caf,2000,10.04
caf,2001,9.978
caf,2002,10.016
caf,2003,9.942
caf,2004,9.644
caf,2005,9.513
caf,2006,9.406
caf,2007,9.362
caf,2008,9.109
caf,2009,9.074
caf,2010,9.31
caf,2011,9.179
caf,2012,9.05
caf,2013,9.044
caf,2014,9.073
caf,2015,9.235
caf,2016,9.304
caf,2017,9.387
caf,2018,9.378
caf,2019,9.505
caf,2020,10.532
can,1991,18.532
can,1992,19.742
can,1993,19.699
can,1994,17.929
can,1995,16.355
can,1996,16.88
can,1997,17.124
can,1998,16.544
can,1999,15.293
can,2000,13.85
can,2001,14.5
can,2002,15.385
can,2003,15.341
can,2004,14.989
can,2005,14.134
can,2006,12.854
can,2007,12.264
can,2008,12.996
can,2009,18.258
can,2010,17.224
can,2011,16.071
can,2012,16.091
can,2013,15.161
can,2014,14.959
can,2015,15
can,2016,14.777
can,2017,13.221
can,2018,12.527
can,2019,12.366
can,2020,21.017
chanisl,1991,10.203
chanisl,1992,11.784
chanisl,1993,14.559
chanisl,1994,15.279
chanisl,1995,14.935
chanisl,1996,14.903
chanisl,1997,13.83
chanisl,1998,12.417
chanisl,1999,11.897
chanisl,2000,10.133
chanisl,2001,10.267
chanisl,2002,11.212
chanisl,2003,12.23
chanisl,2004,12.923
chanisl,2005,12.804
chanisl,2006,11.872
chanisl,2007,11.044
chanisl,2008,11.694
chanisl,2009,17.301
chanisl,2010,18.112
chanisl,2011,18.635
chanisl,2012,21.162
chanisl,2013,22.74
chanisl,2014,21.79
chanisl,2015,19.953
chanisl,2016,18.13
chanisl,2017,16.42
chanisl,2018,14.726
chanisl,2019,14.46
chanisl,2020,16.469
che,1991,2.95
che,1992,4.775
che,1993,6.883
che,1994,5.428
che,1995,5.386
che,1996,5.507
che,1997,8.473
che,1998,4.702
che,1999,6.563
che,2000,5.805
che,2001,5.751
che,2002,7.117
che,2003,8.29
che,2004,8.045
che,2005,8.476
che,2006,7.903
che,2007,6.891
che,2008,6.648
che,2009,7.984
che,2010,7.779
che,2011,7.498
che,2012,8.604
che,2013,8.7
che,2014,8.632
che,2015,9.225
che,2016,8.757
che,2017,8.135
che,2018,8.382
che,2019,8.77
che,2020,9.173
chl,1991,10.963
chl,1992,9.199
chl,1993,9.956
chl,1994,11.705
chl,1995,10.171
chl,1996,14.583
chl,1997,14.004
chl,1998,14.856
chl,1999,21.668
chl,2000,20.807
chl,2001,21.549
chl,2002,21.627
chl,2003,20.432
chl,2004,20.064
chl,2005,18.656
chl,2006,18.396
chl,2007,18.113
chl,2008,19.835
chl,2009,23.45
chl,2010,17.215
chl,2011,15.622
chl,2012,14.824
chl,2013,14.55
chl,2014,14.904
chl,2015,14.394
chl,2016,14.714
chl,2017,16.069
chl,2018,16.715
chl,2019,19.119
chl,2020,23.716
chn,1991,4.95
chn,1992,5.02
chn,1993,5.789
chn,1994,6.341
chn,1995,6.661
chn,1996,7.029
chn,1997,7.38
chn,1998,7.496
chn,1999,7.592
chn,2000,7.66
chn,2001,8.941
chn,2002,9.955
chn,2003,10.713
chn,2004,10.469
chn,2005,10.527
chn,2006,10.322
chn,2007,10.155
chn,2008,10.756
chn,2009,11.123
chn,2010,10.755
chn,2011,10.904
chn,2012,11.074
chn,2013,11.255
chn,2014,11.427
chn,2015,11.579
chn,2016,11.409
chn,2017,11.241
chn,2018,10.876
chn,2019,11.52
chn,2020,12.815
civ,1991,10.58
civ,1992,10.656
civ,1993,9.253
civ,1994,7.858
civ,1995,6.442
civ,1996,6.387
civ,1997,6.363
civ,1998,6.311
civ,1999,6.649
civ,2000,6.993
civ,2001,7.302
civ,2002,7.634
civ,2003,7.95
civ,2004,8.245
civ,2005,8.549
civ,2006,8.859
civ,2007,9.161
civ,2008,9.452
civ,2009,9.74
civ,2010,10.037
civ,2011,10.377
civ,2012,10.53
civ,2013,5.441
civ,2014,4.571
civ,2015,3.693
civ,2016,2.813
civ,2017,4.567
civ,2018,4.64
civ,2019,4.715
civ,2020,4.929
cmr,1991,14.631
cmr,1992,14.842
cmr,1993,15.164
cmr,1994,15.235
cmr,1995,15.468
cmr,1996,15.71
cmr,1997,15.173
cmr,1998,14.671
cmr,1999,14.165
cmr,2000,13.672
cmr,2001,13.15
cmr,2002,11.498
cmr,2003,9.851
cmr,2004,8.198
cmr,2005,6.613
cmr,2006,5.367
cmr,2007,4.129
cmr,2008,4.488
cmr,2009,4.86
cmr,2010,5.235
cmr,2011,5.316
cmr,2012,5.399
cmr,2013,5.479
cmr,2014,5.561
cmr,2015,5.625
cmr,2016,5.692
cmr,2017,5.76
cmr,2018,5.818
cmr,2019,5.879
cmr,2020,6.16
cod,1991,6.461
cod,1992,6.456
cod,1993,6.457
cod,1994,6.409
cod,1995,6.383
cod,1996,6.366
cod,1997,6.366
cod,1998,6.337
cod,1999,6.333
cod,2000,6.33
cod,2001,6.288
cod,2002,6.246
cod,2003,6.212
cod,2004,6.183
cod,2005,6.16
cod,2006,6.799
cod,2007,7.435
cod,2008,8.08
cod,2009,8.746
cod,2010,9.38
cod,2011,10.043
cod,2012,10.71
cod,2013,10.654
cod,2014,10.606
cod,2015,10.586
cod,2016,10.577
cod,2017,10.539
cod,2018,10.502
cod,2019,10.492
cod,2020,11.827
cog,1991,35.945
cog,1992,36.177
cog,1993,36.501
cog,1994,36.881
cog,1995,37.065
cog,1996,37.371
cog,1997,37.795
cog,1998,38.106
cog,1999,38.616
cog,2000,38.886
cog,2001,39.309
cog,2002,39.7
cog,2003,40.196
cog,2004,40.595
cog,2005,40.947
cog,2006,40.965
cog,2007,41.223
cog,2008,41.046
cog,2009,40.98
cog,2010,41.018
cog,2011,40.991
cog,2012,40.732
cog,2013,40.729
cog,2014,40.444
cog,2015,40.419
cog,2016,40.4
cog,2017,40.193
cog,2018,40.081
cog,2019,39.91
cog,2020,43.376
col,1991,15.26
col,1992,13.989
col,1993,10.887
col,1994,10.373
col,1995,13.138
col,1996,18.134
col,1997,18.861
col,1998,23.793
col,1999,32.247
col,2000,32.379
col,2001,22.295
col,2002,22.077
col,2003,19.991
col,2004,20.105
col,2005,17.759
col,2006,17.73
col,2007,16.979
col,2008,17.101
col,2009,17.601
col,2010,17.175
col,2011,16.204
col,2012,14.989
col,2013,13.878
col,2014,13.915
col,2015,12.434
col,2016,13.595
col,2017,13.737
col,2018,14.472
col,2019,15.951
col,2020,20.814
com,1991,11.467
com,1992,11.284
com,1993,11.308
com,1994,11.376
com,1995,11.261
com,1996,11.291
com,1997,11.213
com,1998,11.223
com,1999,11.204
com,2000,11.097
com,2001,11.167
com,2002,11.159
com,2003,11.16
com,2004,11.164
com,2005,11.917
com,2006,12.693
com,2007,13.501
com,2008,14.261
com,2009,15.081
com,2010,15.895
com,2011,16.725
com,2012,17.585
com,2013,18.422
com,2014,19.328
com,2015,19.354
com,2016,19.306
com,2017,19.291
com,2018,19.295
com,2019,19.319
com,2020,21.309
cpv,1991,17.957
cpv,1992,18.073
cpv,1993,18.273
cpv,1994,18.374
cpv,1995,18.568
cpv,1996,18.74
cpv,1997,18.858
cpv,1998,18.926
cpv,1999,18.976
cpv,2000,18.963
cpv,2001,19.075
cpv,2002,19.075
cpv,2003,19.12
cpv,2004,19.144
cpv,2005,19.282
cpv,2006,19.592
cpv,2007,19.901
cpv,2008,20.369
cpv,2009,20.867
cpv,2010,21.309
cpv,2011,22.233
cpv,2012,23.293
cpv,2013,24.414
cpv,2014,25.6
cpv,2015,26.823
cpv,2016,28.04
cpv,2017,29.36
cpv,2018,24.509
cpv,2019,24.855
cpv,2020,29.591
cri,1991,10.107
cri,1992,6.829
cri,1993,7.661
cri,1994,6.91
cri,1995,10.886
cri,1996,10.343
cri,1997,10.03
cri,1998,9.32
cri,1999,12.2
cri,2000,9.583
cri,2001,12.306
cri,2002,12.827
cri,2003,13.367
cri,2004,12.492
cri,2005,11.761
cri,2006,10.859
cri,2007,8.601
cri,2008,10.046
cri,2009,15.997
cri,2010,15.209
cri,2011,18.02
cri,2012,19.251
cri,2013,18.913
cri,2014,21.153
cri,2015,19.844
cri,2016,17.991
cri,2017,17.931
cri,2018,21.721
cri,2019,28.423
cri,2020,34.091
cub,1991,12.804
cub,1992,13.017
cub,1993,13.285
cub,1994,13.296
cub,1995,13.597
cub,1996,12.301
cub,1997,11.959
cub,1998,11.145
cub,1999,10.998
cub,2000,9.761
cub,2001,7.899
cub,2002,6.391
cub,2003,4.253
cub,2004,4.059
cub,2005,4.459
cub,2006,4.277
cub,2007,4.268
cub,2008,3.259
cub,2009,3.526
cub,2010,6.455
cub,2011,8.172
cub,2012,9.346
cub,2013,8.785
cub,2014,6.867
cub,2015,6.569
cub,2016,5.434
cub,2017,5.061
cub,2018,4.763
cub,2019,4.863
cub,2020,6.539
cyp,1991,4.337
cyp,1992,4.061
cyp,1993,3.627
cyp,1994,3.998
cyp,1995,3.873
cyp,1996,4.612
cyp,1997,5.385
cyp,1998,5.563
cyp,1999,8.61
cyp,2000,6.635
cyp,2001,5.793
cyp,2002,7.24
cyp,2003,8.419
cyp,2004,7.484
cyp,2005,11.987
cyp,2006,8.483
cyp,2007,9.745
cyp,2008,7.962
cyp,2009,12.745
cyp,2010,14.958
cyp,2011,21.345
cyp,2012,27.08
cyp,2013,38.465
cyp,2014,35.571
cyp,2015,32.879
cyp,2016,25.113
cyp,2017,25.739
cyp,2018,23.271
cyp,2019,17.842
cyp,2020,21.961
cze,1991,5.038
cze,1992,4.525
cze,1993,6.955
cze,1994,7.852
cze,1995,7.126
cze,1996,6.405
cze,1997,6.733
cze,1998,9.243
cze,1999,16.128
cze,2000,17.223
cze,2001,16.246
cze,2002,15.558
cze,2003,16.063
cze,2004,21.379
cze,2005,19.378
cze,2006,16.665
cze,2007,10.608
cze,2008,9.832
cze,2009,16.623
cze,2010,18.238
cze,2011,18.097
cze,2012,19.802
cze,2013,18.614
cze,2014,15.049
cze,2015,11.328
cze,2016,9.92
cze,2017,7.406
cze,2018,6.394
cze,2019,5.353
cze,2020,7.233
deu,1991,5.197
deu,1992,5.449
deu,1993,7.646
deu,1994,9.436
deu,1995,8.704
deu,1996,10.472
deu,1997,11.935
deu,1998,10.836
deu,1999,9.87
deu,2000,9.478
deu,2001,8.976
deu,2002,11.062
deu,2003,13.605
deu,2004,15.345
deu,2005,16.821
deu,2006,14.797
deu,2007,12.628
deu,2008,11.046
deu,2009,12.465
deu,2010,10.735
deu,2011,9.17
deu,2012,8.688
deu,2013,8.457
deu,2014,8.342
deu,2015,7.876
deu,2016,7.847
deu,2017,7.616
deu,2018,7.081
deu,2019,6.584
deu,2020,7.92
dji,1991,50.32
dji,1992,50.58
dji,1993,51.303
dji,1994,51.719
dji,1995,52.227
dji,1996,52.833
dji,1997,53.265
dji,1998,53.678
dji,1999,54.127
dji,2000,54.882
dji,2001,55.411
dji,2002,56.054
dji,2003,56.832
dji,2004,57.647
dji,2005,58.447
dji,2006,59.798
dji,2007,61.33
dji,2008,63.016
dji,2009,65.043
dji,2010,66.95
dji,2011,68.066
dji,2012,69.336
dji,2013,70.523
dji,2014,71.654
dji,2015,72.863
dji,2016,73.943
dji,2017,75.191
dji,2018,75.392
dji,2019,75.639
dji,2020,80.265
dnk,1991,10.737
dnk,1992,12.102
dnk,1993,14.465
dnk,1994,10.171
dnk,1995,7.802
dnk,1996,8.968
dnk,1997,6.592
dnk,1998,6.702
dnk,1999,9.364
dnk,2000,6.504
dnk,2001,7.282
dnk,2002,8.725
dnk,2003,10.569
dnk,2004,8.426
dnk,2005,8.633
dnk,2006,7.875
dnk,2007,7.603
dnk,2008,8.651
dnk,2009,15.194
dnk,2010,17.868
dnk,2011,18.126
dnk,2012,16.664
