geo,time,sl_uem_1524_ma_zs
dnk,2013,16.125
dnk,2014,15.44
dnk,2015,13.07
dnk,2016,13.425
dnk,2017,12.855
dnk,2018,11.755
dnk,2019,10.364
dnk,2020,12.541
dom,1991,8.531
dom,1992,8.342
dom,1993,8.385
dom,1994,8.452
dom,1995,8.386
dom,1996,8.364
dom,1997,8.29
dom,1998,8.294
dom,1999,8.275
dom,2000,8.264
dom,2001,9.304
dom,2002,9.142
dom,2003,10.389
dom,2004,8.831
dom,2005,10.885
dom,2006,7.269
dom,2007,8.66
dom,2008,6.932
dom,2009,8.456
dom,2010,8.115
dom,2011,11.002
dom,2012,11.976
dom,2013,11.981
dom,2014,9.288
dom,2015,12.176
dom,2016,11.775
dom,2017,9.964
dom,2018,10.321
dom,2019,11.858
dom,2020,11.627
dza,1991,35.468
dza,1992,41.846
dza,1993,44.704
dza,1994,47.094
dza,1995,54.022
dza,1996,48.338
dza,1997,43.15
dza,1998,45.785
dza,1999,49.057
dza,2000,52.184
dza,2001,48.153
dza,2002,46.953
dza,2003,44.385
dza,2004,34.683
dza,2005,31.174
dza,2006,23.87
dza,2007,26.633
dza,2008,22.49
dza,2009,19.243
dza,2010,18.851
dza,2011,19.903
dza,2012,24.884
dza,2013,22.034
dza,2014,22.832
dza,2015,26.943
dza,2016,22.419
dza,2017,22.963
dza,2018,23.395
dza,2019,23.772
dza,2020,27.347
ecu,1991,7.778
ecu,1992,8.007
ecu,1993,8.07
ecu,1994,7.937
ecu,1995,8.155
ecu,1996,8.247
ecu,1997,8.118
ecu,1998,8.007
ecu,1999,8.739
ecu,2000,8.266
ecu,2001,7.34
ecu,2002,8.934
ecu,2003,10.666
ecu,2004,9.116
ecu,2005,6.69
ecu,2006,6.582
ecu,2007,6.547
ecu,2008,7.86
ecu,2009,8.188
ecu,2010,7.587
ecu,2011,7.351
ecu,2012,7.307
ecu,2013,6.834
ecu,2014,7.541
ecu,2015,7.239
ecu,2016,8.022
ecu,2017,6.622
ecu,2018,6.455
ecu,2019,6.852
ecu,2020,8.696
egy,1991,18.284
egy,1992,20.021
egy,1993,23.533
egy,1994,23.106
egy,1995,22.963
egy,1996,19.925
egy,1997,16.67
egy,1998,15.887
egy,1999,13.817
egy,2000,15.726
egy,2001,18.895
egy,2002,20.721
egy,2003,24.658
egy,2004,19.799
egy,2005,23.126
egy,2006,20.895
egy,2007,17.189
egy,2008,16.717
egy,2009,15.209
egy,2010,14.329
egy,2011,22.149
egy,2012,27.801
egy,2013,28.627
egy,2014,27.18
egy,2015,31.943
egy,2016,30.842
egy,2017,29.652
egy,2018,18.187
egy,2019,13.211
egy,2020,15.209
eri,1991,8.906
eri,1992,9.282
eri,1993,9.6
eri,1994,9.772
eri,1995,9.856
eri,1996,9.8
eri,1997,9.715
eri,1998,9.504
eri,1999,9.346
eri,2000,9.162
eri,2001,8.799
eri,2002,8.611
eri,2003,8.39
eri,2004,8.066
eri,2005,7.93
eri,2006,7.945
eri,2007,8.033
eri,2008,7.983
eri,2009,8.116
eri,2010,8.529
eri,2011,8.629
eri,2012,8.746
eri,2013,8.97
eri,2014,9.224
eri,2015,9.622
eri,2016,9.811
eri,2017,10.028
eri,2018,10.114
eri,2019,10.305
eri,2020,13.011
esp,1991,25.247
esp,1992,27.766
esp,1993,38.771
esp,1994,41.023
esp,1995,36.321
esp,1996,36.471
esp,1997,33.594
esp,1998,29.264
esp,1999,22.957
esp,2000,19.673
esp,2001,16.447
esp,2002,16.871
esp,2003,19.21
esp,2004,19.533
esp,2005,16.799
esp,2006,15.03
esp,2007,15.255
esp,2008,23.63
esp,2009,39.085
esp,2010,43.097
esp,2011,48.107
esp,2012,54.139
esp,2013,56.184
esp,2014,53.398
esp,2015,48.652
esp,2016,44.07
esp,2017,39.611
esp,2018,35.378
esp,2019,31.088
esp,2020,37.382
est,1991,3.064
est,1992,6.962
est,1993,9.391
est,1994,11.049
est,1995,12.371
est,1996,15.247
est,1997,20.384
est,1998,17.058
est,1999,22.159
est,2000,22.125
est,2001,17.997
est,2002,17.218
est,2003,23.684
est,2004,26.726
est,2005,16.07
est,2006,9.967
est,2007,12.138
est,2008,12.58
est,2009,31.48
est,2010,35.581
est,2011,23.797
est,2012,22.757
est,2013,17.781
est,2014,19.193
est,2015,13.821
est,2016,15.741
est,2017,13.815
est,2018,12.257
est,2019,10.49
est,2020,17.442
eth,1991,4.493
eth,1992,4.487
eth,1993,4.401
eth,1994,4.423
eth,1995,4.287
eth,1996,4.136
eth,1997,4.031
eth,1998,3.916
eth,1999,3.758
eth,2000,3.564
eth,2001,3.372
eth,2002,3.204
eth,2003,3.028
eth,2004,2.81
eth,2005,2.633
eth,2006,2.628
eth,2007,2.621
eth,2008,2.617
eth,2009,2.614
eth,2010,2.598
eth,2011,2.591
eth,2012,2.585
eth,2013,2.571
eth,2014,2.611
eth,2015,2.653
eth,2016,2.698
eth,2017,2.743
eth,2018,2.798
eth,2019,2.846
eth,2020,3.933
fin,1991,16.444
fin,1992,25.97
fin,1993,31.063
fin,1994,31.496
fin,1995,40.933
fin,1996,41.353
fin,1997,33.869
fin,1998,33.546
fin,1999,28.613
fin,2000,28.613
fin,2001,26.651
fin,2002,29.641
fin,2003,28.462
fin,2004,28.502
fin,2005,20.403
fin,2006,18.783
fin,2007,16.267
fin,2008,16.872
fin,2009,23.822
fin,2010,23.469
fin,2011,21.467
fin,2012,19.724
fin,2013,22.591
fin,2014,22.511
fin,2015,24.999
fin,2016,21.519
fin,2017,20.73
fin,2018,17.113
fin,2019,18.498
fin,2020,22.912
fji,1991,7.184
fji,1992,6.945
fji,1993,7.015
fji,1994,6.912
fji,1995,6.938
fji,1996,6.85
fji,1997,7.011
fji,1998,6.897
fji,1999,6.688
fji,2000,6.936
fji,2001,6.884
fji,2002,6.905
fji,2003,7.016
fji,2004,6.967
fji,2005,7.139
fji,2006,7.894
fji,2007,8.771
fji,2008,9.519
fji,2009,10.428
fji,2010,11.085
fji,2011,11.969
fji,2012,12.042
fji,2013,11.896
fji,2014,11.852
fji,2015,11.795
fji,2016,11.801
fji,2017,11.81
fji,2018,11.987
fji,2019,12.241
fji,2020,12.787
fra,1991,16.755
fra,1992,18.337
fra,1993,23.131
fra,1994,26.748
fra,1995,23.437
fra,1996,24.778
fra,1997,26.653
fra,1998,23.915
fra,1999,24.524
fra,2000,18.878
fra,2001,15.944
fra,2002,17.407
fra,2003,16.442
fra,2004,19.63
fra,2005,19.346
fra,2006,20.233
fra,2007,18.184
fra,2008,18.393
fra,2009,23.887
fra,2010,22.008
fra,2011,21.231
fra,2012,23.952
fra,2013,23.688
fra,2014,25.044
fra,2015,25.669
fra,2016,24.846
fra,2017,22.905
fra,2018,21.44
fra,2019,20.675
fra,2020,20.341
gab,1991,42.409
gab,1992,42.858
gab,1993,42.953
gab,1994,41.584
gab,1995,40.208
gab,1996,38.903
gab,1997,37.553
gab,1998,36.322
gab,1999,35.333
gab,2000,33.974
gab,2001,32.637
gab,2002,31.431
gab,2003,30.151
gab,2004,28.94
gab,2005,27.67
gab,2006,28.466
gab,2007,29.044
gab,2008,29.9
gab,2009,30.556
gab,2010,31.129
gab,2011,31.252
gab,2012,31.434
gab,2013,31.607
gab,2014,31.821
gab,2015,32.026
gab,2016,32.183
gab,2017,32.324
gab,2018,32.418
gab,2019,32.453
gab,2020,34.085
gbr,1991,15.922
gbr,1992,19.018
gbr,1993,20.879
gbr,1994,19.329
gbr,1995,18.057
gbr,1996,17.967
gbr,1997,15.604
gbr,1998,13.941
gbr,1999,14.128
gbr,2000,13.365
gbr,2001,11.674
gbr,2002,12.717
gbr,2003,12.921
gbr,2004,11.472
gbr,2005,14.073
gbr,2006,15.402
gbr,2007,15.6
gbr,2008,16.775
gbr,2009,21.622
gbr,2010,21.716
gbr,2011,23.55
gbr,2012,23.723
gbr,2013,22.815
gbr,2014,18.827
gbr,2015,16.118
gbr,2016,14.705
gbr,2017,13.416
gbr,2018,12.165
gbr,2019,12.92
gbr,2020,15.274
geo,1991,4.571
geo,1992,9.13
geo,1993,9.106
geo,1994,14.112
geo,1995,12.656
geo,1996,19.001
geo,1997,18.976
geo,1998,24.054
geo,1999,24.005
geo,2000,20.928
geo,2001,19.928
geo,2002,27.418
geo,2003,19.939
geo,2004,24.852
geo,2005,26.633
geo,2006,29.195
geo,2007,28.134
geo,2008,34.292
geo,2009,39.934
geo,2010,38.967
geo,2011,39.681
geo,2012,36.569
geo,2013,41.341
geo,2014,40.476
geo,2015,34.767
geo,2016,37.385
geo,2017,26.434
geo,2018,26.525
geo,2019,28.657
geo,2020,40.156
gha,1991,5.246
gha,1992,5.816
gha,1993,6.841
gha,1994,7.899
gha,1995,8.941
gha,1996,9.995
gha,1997,11.067
gha,1998,12.131
gha,1999,15.137
gha,2000,16.339
gha,2001,15.156
gha,2002,13.959
gha,2003,12.749
gha,2004,11.537
gha,2005,10.317
gha,2006,9.084
gha,2007,9.343
gha,2008,9.524
gha,2009,9.826
gha,2010,10.042
gha,2011,10.815
gha,2012,11.744
gha,2013,12.645
gha,2014,13.596
gha,2015,14.492
gha,2016,11.759
gha,2017,8.972
gha,2018,9.096
gha,2019,9.194
gha,2020,9.755
gin,1991,7.222
gin,1992,7.188
gin,1993,7.141
gin,1994,7.122
gin,1995,7.083
gin,1996,7.048
gin,1997,7.003
gin,1998,6.982
gin,1999,6.943
gin,2000,6.918
gin,2001,6.861
gin,2002,6.801
gin,2003,6.768
gin,2004,6.689
gin,2005,6.615
gin,2006,6.578
gin,2007,6.47
gin,2008,6.439
gin,2009,6.433
gin,2010,6.322
gin,2011,6.262
gin,2012,6.206
gin,2013,6.171
gin,2014,6.12
gin,2015,6.065
gin,2016,5.955
gin,2017,5.908
gin,2018,5.889
gin,2019,5.842
gin,2020,7.037
gmb,1991,10.707
gmb,1992,10.673
gmb,1993,10.643
gmb,1994,10.626
gmb,1995,10.574
gmb,1996,10.493
gmb,1997,10.394
gmb,1998,10.323
gmb,1999,10.221
gmb,2000,10.148
gmb,2001,10.069
gmb,2002,10.056
gmb,2003,9.905
gmb,2004,9.824
gmb,2005,9.811
gmb,2006,9.722
gmb,2007,9.618
gmb,2008,9.516
gmb,2009,9.435
gmb,2010,9.365
gmb,2011,9.387
gmb,2012,9.22
gmb,2013,9.345
gmb,2014,9.487
gmb,2015,9.562
gmb,2016,9.691
gmb,2017,9.785
gmb,2018,9.882
gmb,2019,10.004
gmb,2020,11.752
gnb,1991,10.454
gnb,1992,10.627
gnb,1993,10.727
gnb,1994,10.711
gnb,1995,10.652
gnb,1996,10.668
gnb,1997,10.674
gnb,1998,10.574
gnb,1999,10.511
gnb,2000,10.411
gnb,2001,10.335
gnb,2002,10.375
gnb,2003,10.307
gnb,2004,10.03
gnb,2005,9.916
gnb,2006,9.798
gnb,2007,9.754
gnb,2008,9.514
gnb,2009,9.51
gnb,2010,9.798
gnb,2011,9.655
gnb,2012,9.542
gnb,2013,9.555
gnb,2014,9.664
gnb,2015,9.95
gnb,2016,10.122
gnb,2017,10.329
gnb,2018,10.436
gnb,2019,10.692
gnb,2020,11.748
gnq,1991,14.581
gnq,1992,14.844
gnq,1993,15.093
gnq,1994,15.197
gnq,1995,15.284
gnq,1996,15.254
gnq,1997,15.181
gnq,1998,15.07
gnq,1999,15.082
gnq,2000,15.109
gnq,2001,15.044
gnq,2002,15.163
gnq,2003,15.216
gnq,2004,14.977
gnq,2005,15.033
gnq,2006,14.928
gnq,2007,14.963
gnq,2008,14.722
gnq,2009,14.917
gnq,2010,15.553
gnq,2011,15.335
gnq,2012,15.2
gnq,2013,15.195
gnq,2014,15.317
gnq,2015,15.818
gnq,2016,15.927
gnq,2017,16.096
gnq,2018,16.139
gnq,2019,16.487
gnq,2020,18.364
grc,1991,16.256
grc,1992,16.565
grc,1993,18.245
grc,1994,19.155
grc,1995,18.918
grc,1996,20.769
grc,1997,21.46
grc,1998,20.949
grc,1999,22.595
grc,2000,21.739
grc,2001,20.909
grc,2002,18.657
grc,2003,17.843
grc,2004,18.654
grc,2005,18.899
grc,2006,17.602
grc,2007,15.542
grc,2008,16.853
grc,2009,19.522
grc,2010,26.794
grc,2011,38.755
grc,2012,48.492
grc,2013,53.723
grc,2014,47.408
grc,2015,45.248
grc,2016,44.261
grc,2017,39.329
grc,2018,36.405
grc,2019,33.463
grc,2020,31.369
gtm,1991,4.127
gtm,1992,4.081
gtm,1993,4.103
gtm,1994,4.089
gtm,1995,4.048
gtm,1996,4.107
gtm,1997,4.056
gtm,1998,4.031
gtm,1999,4.061
gtm,2000,4.062
gtm,2001,4.098
gtm,2002,4.051
gtm,2003,4.087
gtm,2004,4.461
gtm,2005,4.498
gtm,2006,4.471
gtm,2007,4.48
gtm,2008,4.608
gtm,2009,4.722
gtm,2010,4.681
gtm,2011,4.209
gtm,2012,3.815
gtm,2013,5.408
gtm,2014,4.536
gtm,2015,3.83
gtm,2016,4.432
gtm,2017,3.704
gtm,2018,3.766
gtm,2019,3.939
gtm,2020,5.967
gum,1991,6.894
gum,1992,7.713
gum,1993,11.552
gum,1994,16.458
gum,1995,17.545
gum,1996,18.796
gum,1997,22.382
gum,1998,18.148
gum,1999,33.185
gum,2000,37.079
gum,2001,32.296
gum,2002,28.209
gum,2003,22.771
gum,2004,16.735
gum,2005,13.761
gum,2006,15.367
gum,2007,15.76
gum,2008,17.244
gum,2009,18.966
gum,2010,15.562
gum,2011,24.042
gum,2012,27.106
gum,2013,25.423
gum,2014,16.743
gum,2015,15.135
gum,2016,11.808
gum,2017,11.884
gum,2018,12.11
gum,2019,12.068
gum,2020,14.391
guy,1991,25.06
guy,1992,25.57
guy,1993,25.116
guy,1994,24.484
guy,1995,23.871
guy,1996,23.218
guy,1997,22.692
guy,1998,22.314
guy,1999,21.836
guy,2000,21.514
guy,2001,21.085
guy,2002,20.704
guy,2003,20.201
guy,2004,19.581
guy,2005,18.939
guy,2006,18.124
guy,2007,18.284
guy,2008,18.536
guy,2009,18.726
guy,2010,18.949
guy,2011,19.102
guy,2012,19.253
guy,2013,19.418
guy,2014,19.608
guy,2015,19.824
guy,2016,20.043
guy,2017,20.331
guy,2018,20.632
guy,2019,20.724
guy,2020,24.144
hkg,1991,4.701
hkg,1992,4.724
hkg,1993,4.826
hkg,1994,5.039
hkg,1995,7.758
hkg,1996,7.668
hkg,1997,5.786
hkg,1998,11.973
hkg,1999,16.002
hkg,2000,11.935
hkg,2001,13.419
hkg,2002,18.047
hkg,2003,18.232
hkg,2004,15.129
hkg,2005,13.701
hkg,2006,12.939
hkg,2007,11.034
hkg,2008,10.418
hkg,2009,15.139
hkg,2010,14.087
hkg,2011,10.95
hkg,2012,10.944
hkg,2013,11.352
hkg,2014,10.435
hkg,2015,11.388
hkg,2016,10.983
hkg,2017,9.217
hkg,2018,10.01
hkg,2019,10.517
hkg,2020,17.32
hnd,1991,7.201
hnd,1992,5.455
hnd,1993,5.458
hnd,1994,5.551
hnd,1995,5.46
hnd,1996,7.438
hnd,1997,5.681
hnd,1998,6.536
hnd,1999,6.536
hnd,2000,6.502
hnd,2001,6.681
hnd,2002,6.101
hnd,2003,7.843
hnd,2004,8.081
hnd,2005,6.936
hnd,2006,4.697
hnd,2007,4.472
hnd,2008,4.206
hnd,2009,4.435
hnd,2010,5.718
hnd,2011,5.682
hnd,2012,4.795
hnd,2013,7.249
hnd,2014,9.256
hnd,2015,6.805
hnd,2016,8.435
hnd,2017,7.592
hnd,2018,7.718
hnd,2019,7.716
hnd,2020,11.13
hrv,1991,41.707
hrv,1992,39.678
hrv,1993,37.085
hrv,1994,35.268
hrv,1995,32.458
hrv,1996,29.674
hrv,1997,28.809
hrv,1998,32.394
hrv,1999,37.088
hrv,2000,42.152
hrv,2001,38.33
hrv,2002,34.227
hrv,2003,33.58
hrv,2004,29.108
hrv,2005,29.872
hrv,2006,26.906
hrv,2007,21.994
hrv,2008,20.521
hrv,2009,23.633
hrv,2010,31.411
hrv,2011,37.026
hrv,2012,42.168
hrv,2013,49.938
hrv,2014,44.892
hrv,2015,41.398
hrv,2016,31.204
hrv,2017,27.1
hrv,2018,19.61
hrv,2019,14.572
hrv,2020,18.752
hti,1991,14.481
hti,1992,14.73
hti,1993,14.782
hti,1994,14.967
hti,1995,14.462
hti,1996,14.595
hti,1997,14.611
hti,1998,14.6
hti,1999,14.574
hti,2000,17.061
hti,2001,19.423
hti,2002,21.712
hti,2003,23.961
hti,2004,26.467
hti,2005,28.607
hti,2006,31.158
hti,2007,33.509
hti,2008,32.093
hti,2009,30.388
hti,2010,29.126
hti,2011,27.177
hti,2012,25.787
hti,2013,25.692
hti,2014,25.654
hti,2015,25.67
hti,2016,25.633
hti,2017,25.572
hti,2018,25.553
hti,2019,25.606
hti,2020,27.965
hun,1991,18.57
hun,1992,21.539
hun,1993,26.338
hun,1994,24.237
hun,1995,20.663
hun,1996,20.813
hun,1997,18.803
hun,1998,17.123
hun,1999,13.508
hun,2000,13.671
hun,2001,11.487
hun,2002,12.269
hun,2003,13.405
hun,2004,14.523
hun,2005,19.585
hun,2006,18.63
hun,2007,17.426
hun,2008,18.876
hun,2009,27.776
hun,2010,27.663
hun,2011,26.905
hun,2012,28.982
hun,2013,25.507
hun,2014,19.924
hun,2015,18.191
hun,2016,12.879
hun,2017,9.69
hun,2018,9.795
hun,2019,11.935
hun,2020,11.866
idn,1991,7.277
idn,1992,7.803
idn,1993,8.099
idn,1994,11.929
idn,1995,12.599
idn,1996,13.37
idn,1997,13.245
idn,1998,14.937
idn,1999,18.064
idn,2000,18.353
idn,2001,17.447
idn,2002,19.705
idn,2003,19.739
idn,2004,21.143
idn,2005,23.272
idn,2006,22.526
idn,2007,20.967
idn,2008,18.418
idn,2009,17.99
idn,2010,16.936
idn,2011,17.789
idn,2012,15.372
idn,2013,15.713
idn,2014,15.591
idn,2015,16.994
idn,2016,15.71
idn,2017,14.665
idn,2018,15.972
idn,2019,13.598
idn,2020,14.809
ind,1991,15.17
ind,1992,15.583
ind,1993,15.616
ind,1994,15.838
ind,1995,15.99
ind,1996,16.069
ind,1997,15.88
ind,1998,16.119
ind,1999,16.407
ind,2000,16.108
ind,2001,16.268
ind,2002,16.281
ind,2003,16.702
ind,2004,16.827
ind,2005,16.967
ind,2006,17.385
ind,2007,17.797
ind,2008,17.893
ind,2009,18.805
ind,2010,19.398
ind,2011,19.586
ind,2012,20.105
ind,2013,20.586
ind,2014,21.093
ind,2015,21.576
ind,2016,22.039
ind,2017,22.346
ind,2018,22.787
ind,2019,22.478
ind,2020,25.15
irl,1991,23.866
irl,1992,23.45
irl,1993,25.784
irl,1994,24.027
irl,1995,19.394
irl,1996,18.377
irl,1997,16.132
irl,1998,11.461
irl,1999,8.404
irl,2000,6.073
irl,2001,6.222
irl,2002,8.382
irl,2003,8.65
irl,2004,8.604
irl,2005,8.709
irl,2006,8.626
irl,2007,10.286
irl,2008,16.571
irl,2009,31.65
irl,2010,34.79
irl,2011,36.104
irl,2012,37.451
irl,2013,30.425
irl,2014,26.753
irl,2015,23.743
irl,2016,19.765
irl,2017,16.135
irl,2018,14.898
irl,2019,14.3
irl,2020,15.359
irn,1991,18.545
irn,1992,18.422
irn,1993,18.127
irn,1994,17.836
irn,1995,17.413
irn,1996,17.023
irn,1997,17.893
irn,1998,18.602
irn,1999,19.353
irn,2000,19.961
irn,2001,20.829
irn,2002,21.419
irn,2003,19.409
irn,2004,17.573
irn,2005,20.516
irn,2006,21.015
irn,2007,20.021
irn,2008,20.222
irn,2009,22.626
irn,2010,25.322
irn,2011,22.743
irn,2012,23.124
irn,2013,19.904
irn,2014,21.119
irn,2015,22.113
irn,2016,25.208
irn,2017,23.943
irn,2018,24.073
irn,2019,22.508
irn,2020,25.497
irq,1991,15.986
irq,1992,15.706
irq,1993,15.714
irq,1994,15.885
irq,1995,15.925
irq,1996,15.866
irq,1997,15.807
irq,1998,15.922
irq,1999,16.04
irq,2000,16.152
irq,2001,16.413
irq,2002,16.621
irq,2003,16.712
irq,2004,16.526
irq,2005,16.805
irq,2006,16.86
irq,2007,16.98
irq,2008,16.483
irq,2009,16.091
irq,2010,15.614
irq,2011,15.169
irq,2012,14.696
irq,2013,15.791
irq,2014,16.849
irq,2015,18.318
irq,2016,19.882
irq,2017,21.67
irq,2018,21.737
irq,2019,21.758
irq,2020,23.563
isl,1991,5.838
isl,1992,8.883
isl,1993,10.15
isl,1994,12.927
isl,1995,13.705
isl,1996,9.223
isl,1997,8.268
isl,1998,6.162
isl,1999,3.401
isl,2000,4.844
isl,2001,5.4
isl,2002,9.251
isl,2003,13.05
isl,2004,16.552
isl,2005,8.304
isl,2006,8.415
isl,2007,7.244
isl,2008,8.582
isl,2009,19.374
isl,2010,18.061
isl,2011,17.902
isl,2012,14.52
isl,2013,13.359
isl,2014,12.56
isl,2015,10.532
isl,2016,6.495
isl,2017,8.283
isl,2018,6.324
isl,2019,11.474
isl,2020,10.912
isr,1991,20.094
isr,1992,20.652
isr,1993,18.879
isr,1994,14.532
isr,1995,12.863
isr,1996,12.023
isr,1997,13.848
isr,1998,16.378
isr,1999,15.897
isr,2000,17.227
isr,2001,18.677
isr,2002,20.834
isr,2003,22.106
isr,2004,19.582
isr,2005,17.099
isr,2006,17.371
isr,2007,15.391
isr,2008,11.986
isr,2009,15.603
isr,2010,14.895
isr,2011,11.967
isr,2012,11.642
isr,2013,10.466
isr,2014,10.139
isr,2015,8.956
isr,2016,8.269
isr,2017,6.756
isr,2018,6.975
isr,2019,6.152
isr,2020,7.666
ita,1991,24.247
ita,1992,24.323
ita,1993,26.379
ita,1994,28.744
ita,1995,29.821
ita,1996,30.866
ita,1997,29.861
ita,1998,30.337
ita,1999,28.696
ita,2000,28.376
ita,2001,24.795
ita,2002,23.769
ita,2003,23.863
ita,2004,20.978
ita,2005,21.598
ita,2006,19.269
ita,2007,18.373
ita,2008,18.843
ita,2009,23.235
ita,2010,26.912
ita,2011,27.189
ita,2012,33.81
ita,2013,39.112
ita,2014,41.359
ita,2015,38.879
ita,2016,36.52
ita,2017,33.026
ita,2018,30.476
ita,2019,27.821
ita,2020,28.021
jam,1991,18.954
jam,1992,19.177
jam,1993,22.711
jam,1994,20.608
jam,1995,24.597
jam,1996,24.172
jam,1997,26.803
jam,1998,27.374
jam,1999,27.029
jam,2000,26.894
jam,2001,26.278
jam,2002,24.428
jam,2003,19.068
jam,2004,22.951
jam,2005,21.253
jam,2006,19.267
jam,2007,16.529
jam,2008,19.602
jam,2009,22.596
jam,2010,24.316
jam,2011,24.634
jam,2012,27.38
jam,2013,31.159
jam,2014,28.185
jam,2015,27.828
jam,2016,28.55
jam,2017,24.629
jam,2018,21.585
jam,2019,18.206
jam,2020,21.468
jor,1991,32.985
jor,1992,32.952
jor,1993,33.994
jor,1994,28.577
jor,1995,22.967
jor,1996,23.141
jor,1997,23.574
jor,1998,24.047
jor,1999,24.499
jor,2000,24.943
jor,2001,27.947
jor,2002,28.987
jor,2003,27.73
jor,2004,27.073
jor,2005,26.641
jor,2006,25.112
jor,2007,22.328
jor,2008,22.067
jor,2009,22.859
jor,2010,23.233
jor,2011,24.745
jor,2012,23.565
jor,2013,23.722
jor,2014,22.696
jor,2015,25.07
jor,2016,30.587
jor,2017,31.592
jor,2018,36.393
jor,2019,34.081
jor,2020,37.829
jpn,1991,4.769
jpn,1992,4.805
jpn,1993,4.925
jpn,1994,5.657
jpn,1995,6.286
jpn,1996,6.94
jpn,1997,6.849
jpn,1998,8.26
jpn,1999,10.065
jpn,2000,10.321
jpn,2001,10.672
jpn,2002,11.359
jpn,2003,11.615
jpn,2004,10.995
jpn,2005,10.005
jpn,2006,9.213
jpn,2007,8.338
jpn,2008,7.853
jpn,2009,10.162
jpn,2010,10.771
jpn,2011,9.364
jpn,2012,8.919
jpn,2013,7.483
jpn,2014,7.107
jpn,2015,5.937
jpn,2016,5.704
jpn,2017,4.682
jpn,2018,4.085
jpn,2019,3.959
jpn,2020,5.043
kaz,1991,1.646
kaz,1992,1.808
kaz,1993,1.999
kaz,1994,13.505
kaz,1995,19.451
kaz,1996,22.642
kaz,1997,22.596
kaz,1998,22.758
kaz,1999,23.097
kaz,2000,21.618
kaz,2001,17.554
kaz,2002,14.919
kaz,2003,12.73
kaz,2004,12.908
kaz,2005,11.594
kaz,2006,10.13
kaz,2007,8.443
kaz,2008,6.709
kaz,2009,5.427
kaz,2010,4.774
kaz,2011,4.172
kaz,2012,2.914
kaz,2013,3.636
kaz,2014,3.597
kaz,2015,3.572
kaz,2016,3.641
kaz,2017,3.627
kaz,2018,3.682
kaz,2019,3.735
kaz,2020,3.435
ken,1991,6.475
ken,1992,6.52
ken,1993,6.536
ken,1994,6.544
ken,1995,6.561
ken,1996,6.583
ken,1997,6.639
ken,1998,6.62
ken,1999,6.652
ken,2000,6.678
ken,2001,6.655
ken,2002,6.706
ken,2003,6.697
ken,2004,6.698
ken,2005,6.726
ken,2006,6.778
ken,2007,6.839
ken,2008,6.986
ken,2009,7.014
ken,2010,7.01
ken,2011,7.094
ken,2012,7.164
ken,2013,7.192
ken,2014,7.233
ken,2015,7.253
ken,2016,7.27
ken,2017,8.663
ken,2018,10.055
ken,2019,11.519
ken,2020,12.734
kgz,1991,1.641
kgz,1992,1.804
kgz,1993,5.55
kgz,1994,7.652
kgz,1995,8.968
kgz,1996,11.525
kgz,1997,11.76
kgz,1998,13.971
kgz,1999,13.098
kgz,2000,11.671
kgz,2001,12.066
kgz,2002,19.269
kgz,2003,15.379
kgz,2004,13.54
kgz,2005,13.368
kgz,2006,13.498
kgz,2007,13.639
kgz,2008,14.283
kgz,2009,15.206
kgz,2010,14.371
kgz,2011,14.438
kgz,2012,16.051
kgz,2013,11.976
kgz,2014,12.023
kgz,2015,12.554
kgz,2016,12.742
kgz,2017,11.72
kgz,2018,11.99
kgz,2019,12.184
kgz,2020,14.805
khm,1991,0.7
khm,1992,0.704
khm,1993,0.707
khm,1994,0.618
khm,1995,0.671
khm,1996,0.66
khm,1997,0.889
khm,1998,1.103
khm,1999,1.297
khm,2000,1.474
khm,2001,1.552
khm,2002,1.676
khm,2003,1.786
khm,2004,1.891
khm,2005,2.015
khm,2006,2.169
khm,2007,2.321
khm,2008,1.298
khm,2009,0.775
khm,2010,0.996
khm,2011,0.774
khm,2012,0.779
khm,2013,0.792
khm,2014,1.088
khm,2015,0.523
khm,2016,1.039
khm,2017,0.304
khm,2018,0.323
khm,2019,0.345
khm,2020,0.679
kor,1991,8.927
kor,1992,8.658
kor,1993,11.013
kor,1994,8.551
kor,1995,7.288
kor,1996,7.57
kor,1997,8.711
kor,1998,19.574
kor,1999,16.746
kor,2000,12.007
kor,2001,10.938
kor,2002,9.162
kor,2003,10.691
kor,2004,10.885
kor,2005,10.685
kor,2006,10.089
kor,2007,9.79
kor,2008,10.597
kor,2009,10.689
kor,2010,9.823
kor,2011,9.778
kor,2012,8.138
kor,2013,7.897
kor,2014,9.257
kor,2015,9.883
kor,2016,10.268
kor,2017,10.069
kor,2018,10.342
kor,2019,10.2
kor,2020,10.751
kwt,1991,2.686
kwt,1992,2.568
kwt,1993,2.621
kwt,1994,2.408
kwt,1995,2.585
kwt,1996,2.542
kwt,1997,2.497
kwt,1998,2.456
kwt,1999,2.412
kwt,2000,2.783
kwt,2001,2.676
kwt,2002,3.649
kwt,2003,4.46
kwt,2004,5.991
kwt,2005,5.484
kwt,2006,4.724
kwt,2007,5.966
kwt,2008,6.726
kwt,2009,6.529
kwt,2010,9.687
kwt,2011,10.867
kwt,2012,12.072
kwt,2013,13.201
kwt,2014,14.192
kwt,2015,13.827
kwt,2016,8.907
kwt,2017,9.161
kwt,2018,9.303
kwt,2019,9.469
kwt,2020,13.069
lao,1991,6.044
lao,1992,6.044
lao,1993,6.146
