geo,time,sh_dyn_mort
som,1984,193
som,1985,191.2
som,1986,189.5
som,1987,187.6
som,1988,186
som,1989,183.4
som,1990,180.1
som,1991,176.5
som,1992,174
som,1993,172.9
som,1994,172.7
som,1995,172.7
som,1996,172.7
som,1997,172.7
som,1998,172.7
som,1999,172.7
som,2000,172.7
som,2001,172.7
som,2002,172.7
som,2003,172.7
som,2004,172.7
som,2005,172.6
som,2006,172
som,2007,170.1
som,2008,166.5
som,2009,161.9
som,2010,157.4
som,2011,152.8
som,2012,147.8
som,2013,143
som,2014,138.4
som,2015,134.3
som,2016,130.3
som,2017,126.1
som,2018,122
som,2019,118.3
som,2020,114.6
srb,1984,40.6
srb,1985,39.1
srb,1986,37.6
srb,1987,36
srb,1988,34
srb,1989,31.4
srb,1990,28.3
srb,1991,25.6
srb,1992,24.1
srb,1993,23.2
srb,1994,21.8
srb,1995,19.7
srb,1996,17.4
srb,1997,15.5
srb,1998,14
srb,1999,13.1
srb,2000,12.6
srb,2001,12.2
srb,2002,11.5
srb,2003,10.5
srb,2004,9.7
srb,2005,8.9
srb,2006,8.4
srb,2007,8.1
srb,2008,8
srb,2009,7.8
srb,2010,7.6
srb,2011,7.4
srb,2012,7.1
srb,2013,6.9
srb,2014,6.6
srb,2015,6.3
srb,2016,6
srb,2017,5.9
srb,2018,5.8
srb,2019,5.7
srb,2020,5.6
ssd,1960,352.4
ssd,1961,349.4
ssd,1962,346.7
ssd,1963,343.6
ssd,1964,340.4
ssd,1965,337.3
ssd,1966,334.2
ssd,1967,331.3
ssd,1968,328.2
ssd,1969,324.7
ssd,1970,321.7
ssd,1971,318
ssd,1972,314.8
ssd,1973,311.2
ssd,1974,308.3
ssd,1975,305.1
ssd,1976,301.6
ssd,1977,298.1
ssd,1978,295
ssd,1979,291.6
ssd,1980,288.3
ssd,1981,285.3
ssd,1982,282.3
ssd,1983,279.1
ssd,1984,275.9
ssd,1985,272.2
ssd,1986,268
ssd,1987,263.9
ssd,1988,259.6
ssd,1989,255.1
ssd,1990,250.5
ssd,1991,245.8
ssd,1992,240.2
ssd,1993,234.2
ssd,1994,227.8
ssd,1995,220.9
ssd,1996,213.9
ssd,1997,206.4
ssd,1998,198.2
ssd,1999,189.8
ssd,2000,181.2
ssd,2001,172.1
ssd,2002,163.4
ssd,2003,155.1
ssd,2004,147.3
ssd,2005,139.7
ssd,2006,132.7
ssd,2007,126.1
ssd,2008,119.9
ssd,2009,114
ssd,2010,108.4
ssd,2011,103.5
ssd,2012,100
ssd,2013,98.3
ssd,2014,97.9
ssd,2015,97.9
ssd,2016,97.9
ssd,2017,97.9
ssd,2018,97.9
ssd,2019,97.9
ssd,2020,97.9
stp,1965,95.4
stp,1966,92.3
stp,1967,89.6
stp,1968,87.7
stp,1969,86.2
stp,1970,85.6
stp,1971,85.6
stp,1972,86
stp,1973,86.6
stp,1974,87.3
stp,1975,87.8
stp,1976,88.3
stp,1977,88.8
stp,1978,89.3
stp,1979,89.9
stp,1980,90.7
stp,1981,91.9
stp,1982,93.5
stp,1983,95.4
stp,1984,97.6
stp,1985,100
stp,1986,114.4
stp,1987,104.1
stp,1988,105.7
stp,1989,107.1
stp,1990,108.2
stp,1991,108.9
stp,1992,109.1
stp,1993,108.5
stp,1994,106.9
stp,1995,104.5
stp,1996,101.2
stp,1997,97.1
stp,1998,92.5
stp,1999,87.4
stp,2000,82
stp,2001,76.5
stp,2002,71
stp,2003,65.6
stp,2004,60.4
stp,2005,55.5
stp,2006,50.9
stp,2007,46.7
stp,2008,42.9
stp,2009,39.3
stp,2010,36.1
stp,2011,33
stp,2012,30.2
stp,2013,27.7
stp,2014,25.3
stp,2015,23.1
stp,2016,21.2
stp,2017,19.5
stp,2018,18.1
stp,2019,17
stp,2020,16.1
sur,1983,57.1
sur,1984,55.1
sur,1985,53.4
sur,1986,51.6
sur,1987,49.9
sur,1988,48.3
sur,1989,46.7
sur,1990,45.1
sur,1991,43.6
sur,1992,42
sur,1993,40.5
sur,1994,39
sur,1995,37.6
sur,1996,36.2
sur,1997,34.9
sur,1998,33.6
sur,1999,32.4
sur,2000,31.2
sur,2001,30.1
sur,2002,29.1
sur,2003,28.2
sur,2004,27.3
sur,2005,26.5
sur,2006,25.7
sur,2007,25
sur,2008,24.4
sur,2009,23.7
sur,2010,23.1
sur,2011,22.5
sur,2012,22
sur,2013,21.4
sur,2014,20.9
sur,2015,20.3
sur,2016,19.8
sur,2017,19.3
sur,2018,18.7
sur,2019,18.1
sur,2020,17.6
svk,1981,21.6
svk,1982,20.7
svk,1983,19.9
svk,1984,19
svk,1985,18.2
svk,1986,17.4
svk,1987,16.7
svk,1988,16
svk,1989,15.3
svk,1990,14.7
svk,1991,14.1
svk,1992,13.6
svk,1993,13
svk,1994,12.5
svk,1995,11.9
svk,1996,11.5
svk,1997,11
svk,1998,10.5
svk,1999,10.1
svk,2000,9.8
svk,2001,9.4
svk,2002,9.1
svk,2003,8.8
svk,2004,8.5
svk,2005,8.2
svk,2006,7.9
svk,2007,7.7
svk,2008,7.4
svk,2009,7.2
svk,2010,7
svk,2011,6.8
svk,2012,6.6
svk,2013,6.5
svk,2014,6.4
svk,2015,6.2
svk,2016,6.1
svk,2017,6
svk,2018,5.9
svk,2019,5.8
svk,2020,5.8
svn,1981,18
svn,1982,17
svn,1983,16.1
svn,1984,15.2
svn,1985,14.4
svn,1986,13.5
svn,1987,12.7
svn,1988,11.9
svn,1989,11.1
svn,1990,10.4
svn,1991,9.7
svn,1992,9
svn,1993,8.5
svn,1994,7.9
svn,1995,7.4
svn,1996,6.9
svn,1997,6.5
svn,1998,6.1
svn,1999,5.8
svn,2000,5.5
svn,2001,5.2
svn,2002,4.9
svn,2003,4.7
svn,2004,4.4
svn,2005,4.2
svn,2006,4
svn,2007,3.8
svn,2008,3.6
svn,2009,3.4
svn,2010,3.2
svn,2011,3.1
svn,2012,2.9
svn,2013,2.8
svn,2014,2.7
svn,2015,2.6
svn,2016,2.5
svn,2017,2.4
svn,2018,2.3
svn,2019,2.3
svn,2020,2.2
swe,1960,19.6
swe,1961,19.2
swe,1962,18.6
swe,1963,17.9
swe,1964,17.1
swe,1965,16.3
swe,1966,15.5
swe,1967,14.9
swe,1968,14.4
swe,1969,13.9
swe,1970,13.4
swe,1971,12.9
swe,1972,12.3
swe,1973,11.6
swe,1974,11
swe,1975,10.4
swe,1976,9.8
swe,1977,9.4
swe,1978,9
swe,1979,8.7
swe,1980,8.4
swe,1981,8.2
swe,1982,8
swe,1983,7.8
swe,1984,7.7
swe,1985,7.6
swe,1986,7.5
swe,1987,7.4
swe,1988,7.3
swe,1989,7.2
swe,1990,7
swe,1991,6.6
swe,1992,6.2
swe,1993,5.7
swe,1994,5.2
swe,1995,4.8
swe,1996,4.5
swe,1997,4.3
swe,1998,4.2
swe,1999,4.1
swe,2000,4.1
swe,2001,4.1
swe,2002,4
swe,2003,3.9
swe,2004,3.7
swe,2005,3.6
swe,2006,3.4
swe,2007,3.3
swe,2008,3.2
swe,2009,3.1
swe,2010,3.1
swe,2011,3
swe,2012,3
swe,2013,2.9
swe,2014,2.9
swe,2015,2.9
swe,2016,2.8
swe,2017,2.8
swe,2018,2.7
swe,2019,2.7
swe,2020,2.6
swz,1960,208.8
swz,1961,205.4
swz,1962,202.1
swz,1963,198.6
swz,1964,194.9
swz,1965,190.7
swz,1966,186.5
swz,1967,182.5
swz,1968,178.5
swz,1969,174.3
swz,1970,169.9
swz,1971,165
swz,1972,159.7
swz,1973,153.9
swz,1974,148
swz,1975,142.1
swz,1976,136.1
swz,1977,130.4
swz,1978,124.9
swz,1979,119.5
swz,1980,114
swz,1981,108.4
swz,1982,102.8
swz,1983,107.9
swz,1984,91.6
swz,1985,86.3
swz,1986,81.3
swz,1987,76.7
swz,1988,72.7
swz,1989,69.6
swz,1990,67.4
swz,1991,66.8
swz,1992,68.2
swz,1993,71.7
swz,1994,77
swz,1995,83.5
swz,1996,90
swz,1997,96.2
swz,1998,102
swz,1999,107.2
swz,2000,112.2
swz,2001,115.8
swz,2002,117.7
swz,2003,119.2
swz,2004,119.7
swz,2005,119.4
swz,2006,109
swz,2007,103.8
swz,2008,101.9
swz,2009,96
swz,2010,85.5
swz,2011,73.4
swz,2012,66
swz,2013,62.5
swz,2014,62.4
swz,2015,57.2
swz,2016,55.6
swz,2017,57.9
swz,2018,52.2
swz,2019,48
swz,2020,46.6
syc,1960,104.5
syc,1961,103.1
syc,1962,101.6
syc,1963,99.9
syc,1964,97.9
syc,1965,95.4
syc,1966,92.4
syc,1967,88.9
syc,1968,84.9
syc,1969,80.4
syc,1970,75.5
syc,1971,70.5
syc,1972,65.5
syc,1973,60.5
syc,1974,55.6
syc,1975,50.8
syc,1976,46.1
syc,1977,41.6
syc,1978,37.5
syc,1979,33.7
syc,1980,30.4
syc,1981,27.6
syc,1982,25.2
syc,1983,23.3
syc,1984,21.7
syc,1985,20.4
syc,1986,19.3
syc,1987,18.4
syc,1988,17.6
syc,1989,16.9
syc,1990,16.3
syc,1991,15.8
syc,1992,15.3
syc,1993,14.9
syc,1994,14.6
syc,1995,14.4
syc,1996,14.1
syc,1997,14
syc,1998,13.9
syc,1999,13.8
syc,2000,13.8
syc,2001,13.7
syc,2002,13.7
syc,2003,13.7
syc,2004,13.7
syc,2005,13.7
syc,2006,13.8
syc,2007,13.8
syc,2008,13.9
syc,2009,14
syc,2010,14.1
syc,2011,14.2
syc,2012,14.4
syc,2013,14.5
syc,2014,14.7
syc,2015,14.8
syc,2016,14.8
syc,2017,14.7
syc,2018,14.5
syc,2019,14.3
syc,2020,13.9
syr,1960,170
syr,1961,161.5
syr,1962,154.1
syr,1963,147.3
syr,1964,141
syr,1965,134.9
syr,1966,128.8
syr,1967,122.7
syr,1968,116.5
syr,1969,110.5
syr,1970,104.5
syr,1971,98.9
syr,1972,93.7
syr,1973,88.9
syr,1974,84.3
syr,1975,80
syr,1976,75.7
syr,1977,71.6
syr,1978,67.6
syr,1979,63.8
syr,1980,60.1
syr,1981,63
syr,1982,70.2
syr,1983,50.6
syr,1984,47.9
syr,1985,45.5
syr,1986,43.4
syr,1987,41.5
syr,1988,39.7
syr,1989,38.2
syr,1990,36.7
syr,1991,35.2
syr,1992,33.7
syr,1993,32.2
syr,1994,30.7
syr,1995,29.2
syr,1996,27.8
syr,1997,26.4
syr,1998,25.2
syr,1999,24
syr,2000,23
syr,2001,22.1
syr,2002,21.4
syr,2003,20.7
syr,2004,20.1
syr,2005,19.7
syr,2006,19.3
syr,2007,19.1
syr,2008,18.9
syr,2009,18.8
syr,2010,18.9
syr,2011,20.1
syr,2012,37
syr,2013,45.3
syr,2014,47
syr,2015,41.6
syr,2016,39.5
syr,2017,23.5
syr,2018,23.4
syr,2019,22.2
syr,2020,22.4
tcd,1972,252.9
tcd,1973,251.5
tcd,1974,249.9
tcd,1975,248.6
tcd,1976,247.1
tcd,1977,245.5
tcd,1978,243.9
tcd,1979,242.1
tcd,1980,240.2
tcd,1981,237.9
tcd,1982,235.5
tcd,1983,232.8
tcd,1984,229.9
tcd,1985,227
tcd,1986,224
tcd,1987,221.1
tcd,1988,218.1
tcd,1989,215.1
tcd,1990,212.1
tcd,1991,209.2
tcd,1992,206.4
tcd,1993,203.7
tcd,1994,201.2
tcd,1995,198.8
tcd,1996,196.3
tcd,1997,193.6
tcd,1998,190.6
tcd,1999,187.4
tcd,2000,184
tcd,2001,180.5
tcd,2002,177.1
tcd,2003,173.8
tcd,2004,170.4
tcd,2005,166.9
tcd,2006,163.3
tcd,2007,159.6
tcd,2008,155.7
tcd,2009,151.7
tcd,2010,147.7
tcd,2011,143.7
tcd,2012,139.8
tcd,2013,135.9
tcd,2014,132.3
tcd,2015,128.7
tcd,2016,124.9
tcd,2017,121.1
tcd,2018,117.3
tcd,2019,113.5
tcd,2020,110
tgo,1960,261.2
tgo,1961,258.5
tgo,1962,255.7
tgo,1963,252.8
tgo,1964,249.7
tgo,1965,246.3
tgo,1966,242.7
tgo,1967,238.8
tgo,1968,234.6
tgo,1969,230.4
tgo,1970,225.9
tgo,1971,221.2
tgo,1972,216.6
tgo,1973,211.7
tgo,1974,206.9
tgo,1975,202.1
tgo,1976,197.3
tgo,1977,192.7
tgo,1978,188.2
tgo,1979,183.7
tgo,1980,179.3
tgo,1981,175
tgo,1982,171
tgo,1983,167.2
tgo,1984,163.6
tgo,1985,160.3
tgo,1986,157.2
tgo,1987,154.4
tgo,1988,151.9
tgo,1989,149.6
tgo,1990,147.5
tgo,1991,145.5
tgo,1992,143.5
tgo,1993,141.4
tgo,1994,139
tgo,1995,136.3
tgo,1996,133.5
tgo,1997,130.3
tgo,1998,127
tgo,1999,123.5
tgo,2000,119.9
tgo,2001,116.4
tgo,2002,112.9
tgo,2003,109.5
tgo,2004,106.3
tgo,2005,103.1
tgo,2006,100.1
tgo,2007,97.3
tgo,2008,94.4
tgo,2009,91.7
tgo,2010,89
tgo,2011,86.2
tgo,2012,83.5
tgo,2013,80.9
tgo,2014,78.3
tgo,2015,75.9
tgo,2016,73.4
tgo,2017,71.1
tgo,2018,68.8
tgo,2019,66.5
tgo,2020,64.4
tha,1960,146.6
tha,1961,141.6
tha,1962,136.5
tha,1963,131.6
tha,1964,126.8
tha,1965,122.1
tha,1966,117.5
tha,1967,112.8
tha,1968,108.1
tha,1969,103.5
tha,1970,98.9
tha,1971,94.3
tha,1972,89.8
tha,1973,85.5
tha,1974,81.3
tha,1975,77.4
tha,1976,73.7
tha,1977,70.2
tha,1978,66.9
tha,1979,63.8
tha,1980,60.8
tha,1981,58
tha,1982,55.4
tha,1983,52.8
tha,1984,50.4
tha,1985,48
tha,1986,45.7
tha,1987,43.5
tha,1988,41.3
tha,1989,39.2
tha,1990,37.1
tha,1991,35.1
tha,1992,33.3
tha,1993,31.5
tha,1994,29.9
tha,1995,28.4
tha,1996,27
tha,1997,25.6
tha,1998,24.3
tha,1999,23.1
tha,2000,22
tha,2001,20.9
tha,2002,19.9
tha,2003,18.9
tha,2004,18
tha,2005,17.2
tha,2006,16.4
tha,2007,15.6
tha,2008,14.9
tha,2009,14.2
tha,2010,13.6
tha,2011,13
tha,2012,12.4
tha,2013,11.8
tha,2014,11.3
tha,2015,10.8
tha,2016,10.3
tha,2017,9.9
tha,2018,9.4
tha,2019,9
tha,2020,8.7
tjk,1972,156.4
tjk,1973,151
tjk,1974,145.9
tjk,1975,141.2
tjk,1976,137.3
tjk,1977,134.3
tjk,1978,132.1
tjk,1979,130.8
tjk,1980,129.9
tjk,1981,129.3
tjk,1982,128.4
tjk,1983,126.4
tjk,1984,123.2
tjk,1985,119.1
tjk,1986,114
tjk,1987,108.9
tjk,1988,104.7
tjk,1989,102.3
tjk,1990,102.3
tjk,1991,105.2
tjk,1992,109.8
tjk,1993,113.2
tjk,1994,113.8
tjk,1995,111.7
tjk,1996,107.7
tjk,1997,102.5
tjk,1998,96.4
tjk,1999,90
tjk,2000,83.6
tjk,2001,77.2
tjk,2002,71
tjk,2003,65.2
tjk,2004,60.1
tjk,2005,55.6
tjk,2006,51.9
tjk,2007,48.8
tjk,2008,46.3
tjk,2009,44.3
tjk,2010,42.7
tjk,2011,41.4
tjk,2012,40.3
tjk,2013,39.4
tjk,2014,38.4
tjk,2015,37.5
tjk,2016,36.5
tjk,2017,35.3
tjk,2018,34.3
tjk,2019,33.3
tjk,2020,32.3
tkm,1977,133.5
tkm,1978,128.7
tkm,1979,124.1
tkm,1980,119.4
tkm,1981,114.6
tkm,1982,109.9
tkm,1983,105
tkm,1984,100.3
tkm,1985,95.7
tkm,1986,91.3
tkm,1987,87.4
tkm,1988,84
tkm,1989,81.4
tkm,1990,79.5
tkm,1991,78.6
tkm,1992,78.6
tkm,1993,78.9
tkm,1994,79.3
tkm,1995,79.4
tkm,1996,79.1
tkm,1997,77.9
tkm,1998,75.9
tkm,1999,73.1
tkm,2000,69.7
tkm,2001,66
tkm,2002,62.2
tkm,2003,58.6
tkm,2004,55.2
tkm,2005,52.3
tkm,2006,49.6
tkm,2007,47.4
tkm,2008,45.5
tkm,2009,44.1
tkm,2010,43.1
tkm,2011,42.5
tkm,2012,42
tkm,2013,41.9
tkm,2014,42
tkm,2015,42.2
tkm,2016,42.5
tkm,2017,42.9
tkm,2018,42.8
tkm,2019,42.4
tkm,2020,41.8
tls,1985,222
tls,1986,211.8
tls,1987,202
tls,1988,192.5
tls,1989,183.6
tls,1990,175.2
tls,1991,167.3
tls,1992,159.9
tls,1993,152.6
tls,1994,145.5
tls,1995,138.8
tls,1996,132.2
tls,1997,125.8
tls,1998,119.5
tls,1999,113.5
tls,2000,107.7
tls,2001,102.1
tls,2002,96.5
tls,2003,91.2
tls,2004,86
tls,2005,80.9
tls,2006,76.1
tls,2007,71.6
tls,2008,67.7
tls,2009,64.4
tls,2010,61.5
tls,2011,58.8
tls,2012,56.3
tls,2013,54.2
tls,2014,52.1
tls,2015,50.2
tls,2016,48.4
tls,2017,46.8
tls,2018,45.1
tls,2019,43.7
tls,2020,42.3
ton,1963,78
ton,1964,73.1
ton,1965,68.6
ton,1966,64.2
ton,1967,60
ton,1968,56
ton,1969,52.3
ton,1970,48.9
ton,1971,45.8
ton,1972,43.1
ton,1973,40.8
ton,1974,38.6
ton,1975,36.7
ton,1976,35
ton,1977,33.4
ton,1978,31.9
ton,1979,30.6
ton,1980,29.4
ton,1981,28.4
ton,1982,27.5
ton,1983,26.8
ton,1984,26.2
ton,1985,25.6
ton,1986,25
ton,1987,24.4
ton,1988,23.7
ton,1989,22.9
ton,1990,22.1
ton,1991,21.3
ton,1992,20.6
ton,1993,19.9
ton,1994,19.3
ton,1995,18.8
ton,1996,18.4
ton,1997,18.1
ton,1998,17.7
ton,1999,17.3
ton,2000,16.9
ton,2001,16.5
ton,2002,16
ton,2003,15.6
ton,2004,15.1
ton,2005,14.7
ton,2006,14.3
ton,2007,14
ton,2008,13.7
ton,2009,13.4
ton,2010,13.2
ton,2011,12.9
ton,2012,12.8
ton,2013,12.6
ton,2014,12.5
ton,2015,12.4
ton,2016,12.3
ton,2017,12.1
ton,2018,11.9
ton,2019,11.7
ton,2020,11.4
tto,1960,67.8
tto,1961,65.4
tto,1962,63.2
tto,1963,61.2
tto,1964,59.3
tto,1965,57.7
tto,1966,56.3
tto,1967,55
tto,1968,53.9
tto,1969,52.8
tto,1970,51.7
tto,1971,50.7
tto,1972,49.6
tto,1973,48.4
tto,1974,47.2
tto,1975,46
tto,1976,44.7
tto,1977,43.3
tto,1978,42
tto,1979,40.6
tto,1980,39.4
tto,1981,38.1
tto,1982,36.9
tto,1983,35.8
tto,1984,34.8
tto,1985,33.8
tto,1986,33
tto,1987,32.2
tto,1988,31.5
tto,1989,30.8
tto,1990,30.3
tto,1991,29.7
tto,1992,29.3
tto,1993,29
tto,1994,28.7
tto,1995,28.5
tto,1996,28.3
tto,1997,28.2
tto,1998,28
tto,1999,28
tto,2000,27.9
tto,2001,27.7
tto,2002,27.4
tto,2003,27
tto,2004,26.4
tto,2005,25.9
tto,2006,25.2
tto,2007,24.4
tto,2008,23.8
tto,2009,23.2
tto,2010,22.5
tto,2011,21.8
tto,2012,21.2
tto,2013,20.6
tto,2014,19.9
tto,2015,19.3
tto,2016,18.8
tto,2017,18.3
tto,2018,17.7
tto,2019,17.2
tto,2020,16.6
tun,1962,271.9
tun,1963,259.5
tun,1964,247.4
tun,1965,235.5
tun,1966,223.8
tun,1967,212.1
tun,1968,200.9
tun,1969,190.1
tun,1970,180
tun,1971,170.2
tun,1972,161
tun,1973,151.8
tun,1974,142.8
tun,1975,134
tun,1976,125.2
tun,1977,116.8
tun,1978,108.9
tun,1979,101.7
tun,1980,95.3
tun,1981,89.6
tun,1982,84.4
tun,1983,79.6
tun,1984,75
tun,1985,70.9
tun,1986,67
tun,1987,63.6
tun,1988,60.5
tun,1989,57.8
tun,1990,55.3
tun,1991,52.9
tun,1992,50.5
tun,1993,48.1
tun,1994,45.5
tun,1995,42.8
tun,1996,40.1
tun,1997,37.3
tun,1998,34.6
tun,1999,32.2
tun,2000,29.9
tun,2001,27.9
tun,2002,26.1
tun,2003,24.6
tun,2004,23.2
tun,2005,22
tun,2006,21
tun,2007,20.2
tun,2008,19.4
tun,2009,18.9
tun,2010,18.4
tun,2011,18
tun,2012,17.7
tun,2013,17.5
tun,2014,17.3
tun,2015,17.2
tun,2016,17.1
tun,2017,17.1
tun,2018,17
tun,2019,16.9
tun,2020,16.6
tur,1960,257
tur,1961,249.3
tur,1962,241.4
tur,1963,233.5
tur,1964,225.7
tur,1965,218.3
tur,1966,211.3
tur,1967,204.9
tur,1968,198.8
tur,1969,192.9
tur,1970,187.2
tur,1971,181.5
tur,1972,175.8
tur,1973,170
tur,1974,164.1
tur,1975,158.1
tur,1976,152.1
tur,1977,146.1
tur,1978,140.1
tur,1979,134
tur,1980,127.9
tur,1981,121.8
tur,1982,115.8
tur,1983,109.9
tur,1984,104.1
tur,1985,98.6
tur,1986,93.3
tur,1987,88.2
tur,1988,83.3
tur,1989,78.6
tur,1990,74.2
tur,1991,69.8
tur,1992,65.6
tur,1993,61.5
tur,1994,57.6
tur,1995,53.9
tur,1996,50.4
tur,1997,47
tur,1998,43.8
tur,1999,40.8
tur,2000,37.9
tur,2001,35.3
tur,2002,32.7
tur,2003,30.4
tur,2004,28.2
tur,2005,26.2
tur,2006,24.3
tur,2007,22.5
tur,2008,20.9
tur,2009,19.5
tur,2010,18.1
tur,2011,16.9
tur,2012,15.8
tur,2013,14.7
tur,2014,13.8
tur,2015,13
tur,2016,12.1
tur,2017,11.4
tur,2018,10.7
tur,2019,10.1
tur,2020,9.5
tuv,1960,169.6
tuv,1961,161.7
tuv,1962,154.3
tuv,1963,147.4
tuv,1964,140.7
tuv,1965,134.3
tuv,1966,128.1
tuv,1967,122.4
tuv,1968,116.8
tuv,1969,111.4
tuv,1970,106
tuv,1971,100.7
tuv,1972,95.4
tuv,1973,90.2
tuv,1974,84.9
tuv,1975,80.1
tuv,1976,75.8
tuv,1977,71.9
tuv,1978,68.6
tuv,1979,65.7
tuv,1980,63.1
tuv,1981,61
tuv,1982,59.1
tuv,1983,57.5
tuv,1984,56.2
tuv,1985,55.3
tuv,1986,54.6
tuv,1987,54.1
tuv,1988,53.7
tuv,1989,53.2
tuv,1990,52.8
tuv,1991,52.2
tuv,1992,51.5
tuv,1993,50.7
tuv,1994,49.7
tuv,1995,48.6
tuv,1996,47.3
tuv,1997,46
tuv,1998,44.6
tuv,1999,43.3
tuv,2000,42.1
tuv,2001,41.2
tuv,2002,40.3
tuv,2003,39.5
tuv,2004,38.7
tuv,2005,37.7
tuv,2006,36.6
tuv,2007,35.3
tuv,2008,34
tuv,2009,32.6
tuv,2010,31.3
tuv,2011,30.1
tuv,2012,29
tuv,2013,27.9
tuv,2014,26.9
tuv,2015,26
tuv,2016,25.1
tuv,2017,24.3
tuv,2018,23.5
tuv,2019,22.7
tuv,2020,22
tza,1960,241.6
tza,1961,239.8
tza,1962,238
tza,1963,235.8
tza,1964,233.3
tza,1965,230.7
tza,1966,227.8
tza,1967,224.8
tza,1968,221.6
tza,1969,218.3
tza,1970,215
tza,1971,211.5
tza,1972,207.8
tza,1973,203.9
tza,1974,199.9
tza,1975,195.6
tza,1976,191.3
tza,1977,187.1
tza,1978,183.3
tza,1979,180
tza,1980,178.1
tza,1981,177.4
tza,1982,177.5
tza,1983,178
tza,1984,178.1
tza,1985,177.5
tza,1986,175.8
tza,1987,173.5
tza,1988,170.7
tza,1989,168
tza,1990,165.6
tza,1991,163.6
tza,1992,161.8
tza,1993,160.1
tza,1994,158.2
tza,1995,155.9
tza,1996,152.8
tza,1997,148.6
tza,1998,143.4
tza,1999,137
tza,2000,129.7
tza,2001,121.9
tza,2002,114
tza,2003,106.5
tza,2004,99.9
tza,2005,93.9
tza,2006,88.8
tza,2007,83.8
tza,2008,79.6
tza,2009,75.4
tza,2010,71.9
tza,2011,68.4
tza,2012,65.3
tza,2013,62.7
tza,2014,59.9
tza,2015,58.1
tza,2016,56
tza,2017,54.1
tza,2018,52.1
tza,2019,50.5
tza,2020,48.9
uga,1960,222.9
uga,1961,219.2
uga,1962,215.6
uga,1963,212
uga,1964,208.8
uga,1965,205.4
uga,1966,202.1
uga,1967,198.8
uga,1968,195.9
uga,1969,193.3
uga,1970,192
uga,1971,191.7
uga,1972,192.5
uga,1973,194.5
uga,1974,197.7
uga,1975,201.8
uga,1976,206.4
uga,1977,211
uga,1978,215.1
uga,1979,217.8
uga,1980,219.8
uga,1981,218.2
uga,1982,213.7
uga,1983,207.8
uga,1984,201.9
uga,1985,197.5
uga,1986,194.2
uga,1987,191.8
uga,1988,189.5
uga,1989,186.7
uga,1990,183.1
uga,1991,178.9
uga,1992,174.5
uga,1993,170.7
uga,1994,167.6
uga,1995,165.4
uga,1996,163.2
uga,1997,160.5
uga,1998,156.9
uga,1999,152.1
uga,2000,146.1
uga,2001,139.3
uga,2002,131.6
uga,2003,123.5
uga,2004,115.1
uga,2005,107.1
uga,2006,99.6
uga,2007,92.8
uga,2008,86.8
uga,2009,81.5
uga,2010,76.3
uga,2011,71.6
uga,2012,66.7
uga,2013,62.3
uga,2014,58.8
uga,2015,55.7
uga,2016,52.4
uga,2017,49.9
uga,2018,47.4
uga,2019,45.3
uga,2020,43.3
ukr,1971,32.9
ukr,1972,31.9
ukr,1973,30.9
ukr,1974,30.1
ukr,1975,29.3
ukr,1976,28.7
ukr,1977,28.1
ukr,1978,27.6
ukr,1979,27
ukr,1980,26.4
ukr,1981,25.7
ukr,1982,24.8
ukr,1983,23.9
ukr,1984,23
ukr,1985,22.1
ukr,1986,21.3
ukr,1987,20.5
ukr,1988,20
ukr,1989,19.5
ukr,1990,19.3
ukr,1991,19.3
ukr,1992,19.5
ukr,1993,19.8
ukr,1994,20.1
ukr,1995,20.2
ukr,1996,20.3
ukr,1997,20
ukr,1998,19.6
ukr,1999,19
ukr,2000,18.3
ukr,2001,17.4
ukr,2002,16.6
ukr,2003,15.8
ukr,2004,15.1
ukr,2005,14.5
ukr,2006,14
ukr,2007,13.4
ukr,2008,12.9
ukr,2009,12.3
ukr,2010,11.7
ukr,2011,11.2
ukr,2012,10.7
ukr,2013,10.2
ukr,2014,9.8
ukr,2015,9.5
ukr,2016,9.2
ukr,2017,8.9
ukr,2018,8.6
ukr,2019,8.4
ukr,2020,8.1
ury,1960,63.5
ury,1961,62.2
ury,1962,60.7
ury,1963,59.4
ury,1964,58.3
ury,1965,57.8
ury,1966,57.4
ury,1967,56.9
ury,1968,56.2
ury,1969,55.2
ury,1970,54
ury,1971,53.1
ury,1972,53.2
ury,1973,54
ury,1974,54.9
ury,1975,55.2
ury,1976,54.4
ury,1977,52.1
ury,1978,48.5
ury,1979,44.1
ury,1980,39.6
ury,1981,35.8
ury,1982,32.9
ury,1983,30.9
ury,1984,29.5
ury,1985,28.5
ury,1986,27.4
ury,1987,26.2
ury,1988,25
ury,1989,23.8
ury,1990,22.9
ury,1991,22.2
ury,1992,21.7
ury,1993,21.3
ury,1994,21
ury,1995,20.5
ury,1996,19.9
ury,1997,19.1
ury,1998,18.3
ury,1999,17.5
ury,2000,17
ury,2001,16.5
ury,2002,16.2
ury,2003,15.7
ury,2004,15.1
ury,2005,14.4
ury,2006,13.5
ury,2007,12.6
ury,2008,11.8
ury,2009,11.2
ury,2010,10.7
ury,2011,10.3
ury,2012,10
ury,2013,9.7
ury,2014,9.3
ury,2015,8.9
ury,2016,8.4
ury,2017,7.8
ury,2018,7.3
ury,2019,6.7
ury,2020,6.2
usa,1960,30.1
usa,1961,29.5
usa,1962,28.9
usa,1963,28.3
usa,1964,27.7
usa,1965,27.1
usa,1966,26.4
usa,1967,25.7
