geo,time,sh_dyn_mort
usa,1968,24.9
usa,1969,24.1
usa,1970,23.2
usa,1971,22.4
usa,1972,21.5
usa,1973,20.6
usa,1974,19.7
usa,1975,18.8
usa,1976,17.9
usa,1977,17.1
usa,1978,16.3
usa,1979,15.6
usa,1980,15
usa,1981,14.4
usa,1982,13.9
usa,1983,13.4
usa,1984,13
usa,1985,12.7
usa,1986,12.4
usa,1987,12.1
usa,1988,11.9
usa,1989,11.6
usa,1990,11.2
usa,1991,10.9
usa,1992,10.5
usa,1993,10.1
usa,1994,9.8
usa,1995,9.5
usa,1996,9.2
usa,1997,8.9
usa,1998,8.8
usa,1999,8.6
usa,2000,8.4
usa,2001,8.3
usa,2002,8.2
usa,2003,8.1
usa,2004,8.1
usa,2005,8
usa,2006,7.9
usa,2007,7.7
usa,2008,7.6
usa,2009,7.5
usa,2010,7.3
usa,2011,7.2
usa,2012,7.1
usa,2013,7
usa,2014,6.9
usa,2015,6.8
usa,2016,6.7
usa,2017,6.6
usa,2018,6.5
usa,2019,6.4
usa,2020,6.3
uzb,1979,126.7
uzb,1980,117.8
uzb,1981,109.8
uzb,1982,102.4
uzb,1983,95.6
uzb,1984,89.6
uzb,1985,84.3
uzb,1986,79.8
uzb,1987,76.1
uzb,1988,73.2
uzb,1989,71.4
uzb,1990,70.6
uzb,1991,70.4
uzb,1992,70.3
uzb,1993,70.3
uzb,1994,70.1
uzb,1995,69.5
uzb,1996,68.6
uzb,1997,67.3
uzb,1998,65.7
uzb,1999,63.5
uzb,2000,60.7
uzb,2001,57.4
uzb,2002,53.9
uzb,2003,50.4
uzb,2004,46.8
uzb,2005,43.4
uzb,2006,40.1
uzb,2007,37
uzb,2008,34
uzb,2009,31.3
uzb,2010,28.7
uzb,2011,26.4
uzb,2012,24.4
uzb,2013,22.5
uzb,2014,20.8
uzb,2015,19.3
uzb,2016,18
uzb,2017,16.8
uzb,2018,15.8
uzb,2019,14.8
uzb,2020,13.9
vct,1960,174.6
vct,1961,163.4
vct,1962,149.8
vct,1963,135.2
vct,1964,121
vct,1965,108.3
vct,1966,97.5
vct,1967,88.8
vct,1968,82.2
vct,1969,77.5
vct,1970,74.8
vct,1971,73.8
vct,1972,74
vct,1973,74.9
vct,1974,75.5
vct,1975,74.8
vct,1976,72.4
vct,1977,68.6
vct,1978,63.6
vct,1979,58.2
vct,1980,52.8
vct,1981,47.9
vct,1982,43.2
vct,1983,39
vct,1984,35.3
vct,1985,32.2
vct,1986,29.6
vct,1987,27.6
vct,1988,25.9
vct,1989,24.7
vct,1990,23.8
vct,1991,23.1
vct,1992,22.6
vct,1993,22.3
vct,1994,22.2
vct,1995,22.2
vct,1996,22.2
vct,1997,22.3
vct,1998,22.3
vct,1999,22.3
vct,2000,22.2
vct,2001,22
vct,2002,21.9
vct,2003,21.7
vct,2004,21.6
vct,2005,21.5
vct,2006,21.3
vct,2007,21.1
vct,2008,20.8
vct,2009,20.4
vct,2010,19.8
vct,2011,19.2
vct,2012,18.6
vct,2013,18
vct,2014,17.4
vct,2015,16.7
vct,2016,16.2
vct,2017,15.6
vct,2018,15.1
vct,2019,14.6
vct,2020,14.1
ven,1960,79.6
ven,1961,77
ven,1962,74.8
ven,1963,72.9
ven,1964,71.2
ven,1965,69.8
ven,1966,68.5
ven,1967,67.2
ven,1968,65.9
ven,1969,64.4
ven,1970,62.8
ven,1971,61
ven,1972,59.1
ven,1973,57.1
ven,1974,55.4
ven,1975,53.6
ven,1976,51.8
ven,1977,49.9
ven,1978,48
ven,1979,46
ven,1980,44.1
ven,1981,42.2
ven,1982,40.5
ven,1983,39
ven,1984,37.6
ven,1985,36.2
ven,1986,34.9
ven,1987,33.6
ven,1988,32.2
ven,1989,30.8
ven,1990,29.5
ven,1991,28.5
ven,1992,27.8
ven,1993,27.2
ven,1994,26.8
ven,1995,26.3
ven,1996,25.5
ven,1997,24.5
ven,1998,23.5
ven,1999,44.4
ven,2000,21.6
ven,2001,20.9
ven,2002,20.3
ven,2003,19.8
ven,2004,19.1
ven,2005,18.5
ven,2006,17.9
ven,2007,17.4
ven,2008,17.2
ven,2009,17
ven,2010,17.1
ven,2011,17.2
ven,2012,17.3
ven,2013,17.6
ven,2014,18
ven,2015,19.1
ven,2016,24.2
ven,2017,24.2
ven,2018,24.2
ven,2019,24.2
ven,2020,24.2
vnm,1964,86.6
vnm,1965,86
vnm,1966,85.4
vnm,1967,84.9
vnm,1968,84.2
vnm,1969,83.5
vnm,1970,82.7
vnm,1971,81.9
vnm,1972,81
vnm,1973,79.9
vnm,1974,78.6
vnm,1975,77.2
vnm,1976,75.8
vnm,1977,74.2
vnm,1978,72.6
vnm,1979,70.9
vnm,1980,69.3
vnm,1981,67.7
vnm,1982,66.2
vnm,1983,64.8
vnm,1984,63.4
vnm,1985,62
vnm,1986,60.4
vnm,1987,58.5
vnm,1988,56.4
vnm,1989,54.1
vnm,1990,51.6
vnm,1991,49
vnm,1992,46.5
vnm,1993,43.9
vnm,1994,41.5
vnm,1995,39.1
vnm,1996,36.8
vnm,1997,34.8
vnm,1998,32.9
vnm,1999,31.3
vnm,2000,29.8
vnm,2001,28.5
vnm,2002,27.4
vnm,2003,26.4
vnm,2004,25.6
vnm,2005,24.9
vnm,2006,24.4
vnm,2007,23.9
vnm,2008,23.5
vnm,2009,23.2
vnm,2010,22.9
vnm,2011,22.7
vnm,2012,22.4
vnm,2013,22.2
vnm,2014,22
vnm,2015,21.8
vnm,2016,21.6
vnm,2017,21.4
vnm,2018,21.3
vnm,2019,21.1
vnm,2020,20.9
vut,1960,152.1
vut,1961,148.2
vut,1962,144.2
vut,1963,140
vut,1964,135.5
vut,1965,130.7
vut,1966,126
vut,1967,121.3
vut,1968,116.5
vut,1969,111.8
vut,1970,107.3
vut,1971,102.8
vut,1972,98.7
vut,1973,94.6
vut,1974,90.9
vut,1975,87.2
vut,1976,83.5
vut,1977,79.8
vut,1978,75.9
vut,1979,71.8
vut,1980,67.6
vut,1981,63.3
vut,1982,59.1
vut,1983,54.8
vut,1984,50.8
vut,1985,47.3
vut,1986,44.1
vut,1987,41.3
vut,1988,38.9
vut,1989,37
vut,1990,35.3
vut,1991,33.9
vut,1992,32.7
vut,1993,31.7
vut,1994,30.8
vut,1995,30.2
vut,1996,29.7
vut,1997,29.4
vut,1998,29.1
vut,1999,28.8
vut,2000,28.5
vut,2001,28.3
vut,2002,28.1
vut,2003,28.1
vut,2004,28.1
vut,2005,28.2
vut,2006,28.4
vut,2007,28.6
vut,2008,28.8
vut,2009,29
vut,2010,29.1
vut,2011,29.3
vut,2012,29.3
vut,2013,29.1
vut,2014,28.8
vut,2015,28.2
vut,2016,27.6
vut,2017,26.9
vut,2018,26.3
vut,2019,25.6
vut,2020,24.9
wsm,1960,106.9
wsm,1961,102.7
wsm,1962,98.8
wsm,1963,95.1
wsm,1964,110.8
wsm,1965,88.6
wsm,1966,85.4
wsm,1967,82.2
wsm,1968,78.8
wsm,1969,75.4
wsm,1970,71.9
wsm,1971,68.6
wsm,1972,65.3
wsm,1973,62.2
wsm,1974,59.1
wsm,1975,56.2
wsm,1976,53.4
wsm,1977,50.7
wsm,1978,48.2
wsm,1979,45.9
wsm,1980,43.7
wsm,1981,41.8
wsm,1982,40.1
wsm,1983,38.5
wsm,1984,37
wsm,1985,35.6
wsm,1986,34.2
wsm,1987,33
wsm,1988,31.9
wsm,1989,30.8
wsm,1990,29.9
wsm,1991,29
wsm,1992,28.1
wsm,1993,27.2
wsm,1994,26.2
wsm,1995,25.3
wsm,1996,24.4
wsm,1997,23.6
wsm,1998,22.8
wsm,1999,21.9
wsm,2000,21.2
wsm,2001,20.6
wsm,2002,20.1
wsm,2003,19.7
wsm,2004,19.4
wsm,2005,19.3
wsm,2006,19.3
wsm,2007,19.3
wsm,2008,19.3
wsm,2009,25.7
wsm,2010,19.3
wsm,2011,19.2
wsm,2012,19.1
wsm,2013,18.9
wsm,2014,18.7
wsm,2015,18.6
wsm,2016,18.4
wsm,2017,18.1
wsm,2018,17.8
wsm,2019,17.4
wsm,2020,17
yem,1960,429.7
yem,1961,422.7
yem,1962,415.5
yem,1963,407.8
yem,1964,399.6
yem,1965,390.2
yem,1966,379.7
yem,1967,368.2
yem,1968,356
yem,1969,343.2
yem,1970,330.8
yem,1971,318.5
yem,1972,306.7
yem,1973,295.6
yem,1974,284.2
yem,1975,272.5
yem,1976,260.3
yem,1977,247.8
yem,1978,235
yem,1979,222
yem,1980,209.1
yem,1981,196.7
yem,1982,184.7
yem,1983,173.4
yem,1984,163.3
yem,1985,154.6
yem,1986,147.2
yem,1987,140.8
yem,1988,135.3
yem,1989,130.5
yem,1990,126.4
yem,1991,122.8
yem,1992,119.6
yem,1993,116.7
yem,1994,114.2
yem,1995,111.9
yem,1996,109.6
yem,1997,106.8
yem,1998,103.4
yem,1999,99.4
yem,2000,95
yem,2001,90.3
yem,2002,85.7
yem,2003,81.2
yem,2004,76.9
yem,2005,73
yem,2006,69.1
yem,2007,65.6
yem,2008,62.4
yem,2009,60.1
yem,2010,58.8
yem,2011,58.5
yem,2012,58.8
yem,2013,58.4
yem,2014,58.7
yem,2015,60.7
yem,2016,60.3
yem,2017,60.2
yem,2018,61.6
yem,2019,61.5
yem,2020,59.6
zaf,1974,130.5
zaf,1975,123.7
zaf,1976,117.2
zaf,1977,111.1
zaf,1978,105.4
zaf,1979,100
zaf,1980,95
zaf,1981,90.2
zaf,1982,85.8
zaf,1983,81.7
zaf,1984,77.9
zaf,1985,74.4
zaf,1986,71.1
zaf,1987,68.1
zaf,1988,65.3
zaf,1989,62.9
zaf,1990,60.9
zaf,1991,59.6
zaf,1992,58.9
zaf,1993,59.1
zaf,1994,60.1
zaf,1995,61.7
zaf,1996,63.8
zaf,1997,65.6
zaf,1998,67.8
zaf,1999,70
zaf,2000,71.5
zaf,2001,73.1
zaf,2002,74.3
zaf,2003,75.7
zaf,2004,77.7
zaf,2005,78.8
zaf,2006,79.2
zaf,2007,75.3
zaf,2008,68.9
zaf,2009,60.3
zaf,2010,52
zaf,2011,45.6
zaf,2012,41.5
zaf,2013,39.3
zaf,2014,37.6
zaf,2015,36.3
zaf,2016,35.2
zaf,2017,34.6
zaf,2018,33.9
zaf,2019,33
zaf,2020,32.2
zmb,1960,204.5
zmb,1961,200.8
zmb,1962,197.2
zmb,1963,194.4
zmb,1964,191.9
zmb,1965,190.2
zmb,1966,189.3
zmb,1967,188.6
zmb,1968,187.3
zmb,1969,185
zmb,1970,181.4
zmb,1971,176.5
zmb,1972,170.7
zmb,1973,165
zmb,1974,159.9
zmb,1975,156.3
zmb,1976,154.6
zmb,1977,154.3
zmb,1978,154.8
zmb,1979,155.5
zmb,1980,156.4
zmb,1981,157.1
zmb,1982,158
zmb,1983,159.9
zmb,1984,163.1
zmb,1985,167.1
zmb,1986,171.3
zmb,1987,175.3
zmb,1988,178.2
zmb,1989,180.2
zmb,1990,181.5
zmb,1991,182.2
zmb,1992,181.9
zmb,1993,180.4
zmb,1994,177.5
zmb,1995,174.1
zmb,1996,170.9
zmb,1997,168.2
zmb,1998,165.3
zmb,1999,161.6
zmb,2000,155.9
zmb,2001,146.9
zmb,2002,136.1
zmb,2003,125.4
zmb,2004,115.2
zmb,2005,106.2
zmb,2006,98.5
zmb,2007,93.2
zmb,2008,88.7
zmb,2009,83.6
zmb,2010,79
zmb,2011,76.8
zmb,2012,74.7
zmb,2013,71.1
zmb,2014,68.3
zmb,2015,67.7
zmb,2016,65.3
zmb,2017,64.6
zmb,2018,65.4
zmb,2019,64.1
zmb,2020,61.4
zwe,1960,150.9
zwe,1961,147
zwe,1962,142.9
zwe,1963,138.6
zwe,1964,134.2
zwe,1965,130.1
zwe,1966,126.3
zwe,1967,122.8
zwe,1968,119.8
zwe,1969,117.7
zwe,1970,116
zwe,1971,114.9
zwe,1972,114.3
zwe,1973,114
zwe,1974,113.9
zwe,1975,114.1
zwe,1976,114.3
zwe,1977,114.3
zwe,1978,113.8
zwe,1979,112.2
zwe,1980,109.5
zwe,1981,105.4
zwe,1982,99.9
zwe,1983,93.8
zwe,1984,87.8
zwe,1985,82.5
zwe,1986,78.5
zwe,1987,76.3
zwe,1988,75.6
zwe,1989,76.5
zwe,1990,78.9
zwe,1991,82
zwe,1992,86
zwe,1993,90.2
zwe,1994,93.9
zwe,1995,97
zwe,1996,98.9
zwe,1997,99.3
zwe,1998,98.5
zwe,1999,97.1
zwe,2000,95.5
zwe,2001,93.8
zwe,2002,92.6
zwe,2003,91.6
zwe,2004,92.4
zwe,2005,93.1
zwe,2006,95
zwe,2007,95.7
zwe,2008,94.5
zwe,2009,91.3
zwe,2010,86.4
zwe,2011,80.8
zwe,2012,72.2
zwe,2013,66.3
zwe,2014,62.7
zwe,2015,61.3
zwe,2016,58.7
zwe,2017,57
zwe,2018,54.8
zwe,2019,54.2
zwe,2020,53.9
