geo,time,ny_adj_dco2_gn_zs
aut,1992,0.38898
aut,1993,0.42036
aut,1994,0.41079
aut,1995,0.38156
aut,1996,0.42523
aut,1997,0.49097
aut,1998,0.50362
aut,1999,0.51531
aut,2000,0.59258
aut,2001,0.65663
aut,2002,0.63652
aut,2003,0.57769
aut,2004,0.52905
aut,2005,0.54394
aut,2006,0.52195
aut,2007,0.45945
aut,2008,0.42485
aut,2009,0.43328
aut,2010,0.48813
aut,2011,0.44825
aut,2012,0.47229
aut,2013,0.46855
aut,2014,0.44787
aut,2015,0.5634
aut,2016,0.55798
aut,2017,0.55682
aut,2018,0.53603
aut,2019,0.55846
aze,1993,17.11058
aze,1994,18.56748
aze,1995,16.73884
aze,1996,15.72527
aze,1997,12.48653
aze,1998,12.23458
aze,1999,11.18864
aze,2000,11.09661
aze,2001,10.45165
aze,2002,10.19889
aze,2003,9.40185
aze,2004,8.86181
aze,2005,6.8777
aze,2006,5.23793
aze,2007,2.80316
aze,2008,2.18208
aze,2009,2.1596
aze,2010,1.7717
aze,2011,1.62195
aze,2012,1.68052
aze,2013,1.63771
aze,2014,1.73137
aze,2015,2.56071
aze,2016,3.81743
aze,2017,3.56731
aze,2018,3.28661
aze,2019,3.36471
bdi,1970,0.07006
bdi,1971,0.08547
bdi,1972,0.09441
bdi,1973,0.08098
bdi,1974,0.0993
bdi,1975,0.076
bdi,1976,0.08838
bdi,1977,0.08787
bdi,1978,0.08993
bdi,1979,0.0823
bdi,1980,0.1025
bdi,1981,0.11767
bdi,1982,0.12274
bdi,1983,0.15909
bdi,1984,0.19901
bdi,1985,0.18974
bdi,1986,0.19264
bdi,1987,0.22963
bdi,1988,0.23075
bdi,1989,0.27899
bdi,1990,0.22676
bdi,1991,0.26414
bdi,1992,0.27108
bdi,1993,0.3433
bdi,1994,0.37623
bdi,1995,0.36887
bdi,1996,0.45059
bdi,1997,0.42995
bdi,1998,0.48219
bdi,1999,0.56401
bdi,2000,0.56941
bdi,2001,0.46085
bdi,2002,0.52799
bdi,2003,0.44162
bdi,2004,0.49143
bdi,2005,0.32548
bdi,2006,0.36197
bdi,2007,0.35593
bdi,2008,0.31776
bdi,2009,0.29827
bdi,2010,0.43507
bdi,2011,0.57145
bdi,2012,0.51882
bdi,2013,0.54092
bdi,2014,0.48007
bdi,2015,0.45199
bdi,2016,0.60094
bdi,2017,0.63529
bdi,2018,0.76076
bdi,2019,0.87976
bel,1970,1.2262
bel,1971,1.14279
bel,1972,1.05149
bel,1973,0.9397
bel,1974,0.869
bel,1975,0.748
bel,1976,0.79329
bel,1977,0.72198
bel,1978,0.69473
bel,1979,0.69441
bel,1980,0.68682
bel,1981,0.85264
bel,1982,1.0025
bel,1983,0.97331
bel,1984,1.11639
bel,1985,1.1242
bel,1986,0.82928
bel,1987,0.69754
bel,1988,0.6616
bel,1989,0.74623
bel,1990,0.62402
bel,1991,0.67065
bel,1992,0.63473
bel,1993,0.66087
bel,1994,0.65582
bel,1995,0.58349
bel,1996,0.65789
bel,1997,0.73786
bel,1998,0.76542
bel,1999,0.76819
bel,2000,0.88212
bel,2001,0.92207
bel,2002,0.8266
bel,2003,0.73265
bel,2004,0.65524
bel,2005,0.64601
bel,2006,0.63414
bel,2007,0.55863
bel,2008,0.53016
bel,2009,0.55902
bel,2010,0.64462
bel,2011,0.56913
bel,2012,0.58195
bel,2013,0.58945
bel,2014,0.57676
bel,2015,0.73694
bel,2016,0.72454
bel,2017,0.71112
bel,2018,0.68622
bel,2019,0.725
ben,1970,0.22548
ben,1971,0.25104
ben,1972,0.28853
ben,1973,0.24712
ben,1974,0.26621
ben,1975,0.26728
ben,1976,0.16366
ben,1977,0.18886
ben,1978,0.20387
ben,1979,0.17843
ben,1980,0.2375
ben,1981,0.24018
ben,1982,0.30483
ben,1983,0.34951
ben,1984,0.43332
ben,1985,0.67537
ben,1986,0.50744
ben,1987,0.35699
ben,1988,0.37319
ben,1989,0.4922
ben,1990,0.44652
ben,1991,0.53814
ben,1992,0.73631
ben,1993,0.71113
ben,1994,1.18557
ben,1995,0.95499
ben,1996,0.87
ben,1997,0.90062
ben,1998,0.85117
ben,1999,0.75729
ben,2000,0.84836
ben,2001,0.9652
ben,2002,1.01042
ben,2003,0.93236
ben,2004,0.89989
ben,2005,0.84975
ben,2006,1.35445
ben,2007,1.42466
ben,2008,1.21366
ben,2009,1.33074
ben,2010,1.53255
ben,2011,1.41239
ben,2012,1.34714
ben,2013,1.30877
ben,2014,1.36807
ben,2015,1.86682
ben,2016,1.9849
ben,2017,2.03219
ben,2018,2.01624
ben,2019,2.21687
bfa,1970,0.0825
bfa,1971,0.08863
bfa,1972,0.08469
bfa,1973,0.08173
bfa,1974,0.09988
bfa,1975,0.09649
bfa,1976,0.09489
bfa,1977,0.10685
bfa,1978,0.12399
bfa,1979,0.13521
bfa,1980,0.14492
bfa,1981,0.22739
bfa,1982,0.2585
bfa,1983,0.31068
bfa,1984,0.28221
bfa,1985,0.28661
bfa,1986,0.22913
bfa,1987,0.22243
bfa,1988,0.22886
bfa,1989,0.36028
bfa,1990,0.22838
bfa,1991,0.25699
bfa,1992,0.37875
bfa,1993,0.3793
bfa,1994,0.50223
bfa,1995,0.4046
bfa,1996,0.43462
bfa,1997,0.54646
bfa,1998,0.52674
bfa,1999,0.49085
bfa,2000,0.65387
bfa,2001,0.60857
bfa,2002,0.5616
bfa,2003,0.48368
bfa,2004,0.44837
bfa,2005,0.43166
bfa,2006,0.50985
bfa,2007,0.5408
bfa,2008,0.50932
bfa,2009,0.56186
bfa,2010,0.61131
bfa,2011,0.56557
bfa,2012,0.68489
bfa,2013,0.72379
bfa,2014,0.74683
bfa,2015,1.02517
bfa,2016,1.00179
bfa,2017,1.0372
bfa,2018,1.05843
bfa,2019,1.20916
bgd,1973,0.18359
bgd,1974,0.13557
bgd,1975,0.10194
bgd,1976,0.24199
bgd,1977,0.28839
bgd,1978,0.23718
bgd,1979,0.24726
bgd,1980,0.27099
bgd,1981,0.27773
bgd,1982,0.35713
bgd,1983,0.37797
bgd,1984,0.41324
bgd,1985,0.41987
bgd,1986,0.50054
bgd,1987,0.48458
bgd,1988,0.53581
bgd,1989,0.52255
bgd,1990,0.5325
bgd,1991,0.60015
bgd,1992,0.63749
bgd,1993,0.66436
bgd,1994,0.74107
bgd,1995,0.82634
bgd,1996,0.72434
bgd,1997,0.78173
bgd,1998,0.78486
bgd,1999,0.864
bgd,2000,0.93088
bgd,2001,1.13765
bgd,2002,1.19029
bgd,2003,1.17852
bgd,2004,1.22249
bgd,2005,1.26554
bgd,2006,1.40551
bgd,2007,1.35107
bgd,2008,1.34711
bgd,2009,1.35933
bgd,2010,1.37972
bgd,2011,1.35748
bgd,2012,1.45301
bgd,2013,1.38494
bgd,2014,1.34597
bgd,2015,1.35681
bgd,2016,1.29218
bgd,2017,1.30939
bgd,2018,1.35587
bgd,2019,1.39362
bgr,1980,2.55641
bgr,1981,2.94457
bgr,1982,3.67688
bgr,1983,4.55933
bgr,1984,4.38467
bgr,1985,4.86884
bgr,1986,4.41072
bgr,1987,3.34986
bgr,1988,4.2404
bgr,1989,4.64164
bgr,1990,4.75219
bgr,1991,7.49887
bgr,1992,7.13397
bgr,1993,8.94755
bgr,1994,8.34607
bgr,1995,4.78078
bgr,1996,7.56811
bgr,1997,7.79944
bgr,1998,5.6891
bgr,1999,5.81102
bgr,2000,6.25428
bgr,2001,6.34284
bgr,2002,5.37084
bgr,2003,4.62027
bgr,2004,3.89729
bgr,2005,3.71689
bgr,2006,3.57637
bgr,2007,3.26272
bgr,2008,2.62166
bgr,2009,2.33843
bgr,2010,2.55324
bgr,2011,2.64628
bgr,2012,2.6135
bgr,2013,2.35272
bgr,2014,2.52507
bgr,2015,3.16992
bgr,2016,2.8737
bgr,2017,2.71442
bgr,2018,2.542
bgr,2019,2.52686
bhr,1980,1.77383
bhr,1981,1.7864
bhr,1982,2.11901
bhr,1983,1.82686
bhr,1984,2.13846
bhr,1985,2.88719
bhr,1986,4.02054
bhr,1987,3.87569
bhr,1988,3.99819
bhr,1989,3.82843
bhr,1990,3.38379
bhr,1991,3.16538
bhr,1992,3.05388
bhr,1993,4.10192
bhr,1994,4.06781
bhr,1995,3.91285
bhr,1996,4.09276
bhr,1997,4.69155
bhr,1998,5.23327
bhr,1999,5.03954
bhr,2000,3.95279
bhr,2001,3.1606
bhr,2002,3.53061
bhr,2003,3.33234
bhr,2004,3.14612
bhr,2005,2.96901
bhr,2006,2.6332
bhr,2007,3.21922
bhr,2008,3.2172
bhr,2009,3.79195
bhr,2010,3.57987
bhr,2011,3.43727
bhr,2012,2.87723
bhr,2013,3.23792
bhr,2014,3.32406
bhr,2015,3.90107
bhr,2016,3.73973
bhr,2017,3.6226
bhr,2018,3.56484
bhr,2019,3.63534
bhs,1970,1.33612
bhs,1971,3.52498
bhs,1972,3.5177
bhs,1973,4.05317
bhs,1974,4.0646
bhs,1975,4.09755
bhs,1976,5.00995
bhs,1977,7.36111
bhs,1978,4.89351
bhs,1979,3.97981
bhs,1980,4.28642
bhs,1981,1.58472
bhs,1982,1.22417
bhs,1983,1.05214
bhs,1984,0.87148
bhs,1985,0.65612
bhs,1986,0.59797
bhs,1987,0.57109
bhs,1988,0.6247
bhs,1989,0.75922
bhs,1990,0.7454
bhs,1991,0.80595
bhs,1992,0.81987
bhs,1993,0.83298
bhs,1994,0.82077
bhs,1995,0.68603
bhs,1996,0.62325
bhs,1997,0.40975
bhs,1998,0.49298
bhs,1999,0.45935
bhs,2000,0.45638
bhs,2001,0.44688
bhs,2002,0.44692
bhs,2003,0.47317
bhs,2004,0.48772
bhs,2005,0.44038
bhs,2006,0.43753
bhs,2007,0.44458
bhs,2008,0.60441
bhs,2009,0.45043
bhs,2010,0.68925
bhs,2011,0.54297
bhs,2012,0.55818
bhs,2013,0.88079
bhs,2014,0.74108
bhs,2015,0.62008
bhs,2016,0.55831
bhs,2017,0.57248
bhs,2018,0.61202
bhs,2019,0.61235
bih,1994,4.33708
bih,1995,3.22827
bih,1996,2.64511
bih,1997,4.03432
bih,1998,3.68471
bih,1999,3.41193
bih,2000,4.20283
bih,2001,4.13864
bih,2002,4.02496
bih,2003,3.41797
bih,2004,3.09683
bih,2005,3.21961
bih,2006,3.2496
bih,2007,2.79974
bih,2008,2.73036
bih,2009,3.12325
bih,2010,3.48359
bih,2011,3.78977
bih,2012,3.98908
bih,2013,3.8417
bih,2014,3.48927
bih,2015,3.96203
bih,2016,4.62334
bih,2017,4.65098
bih,2018,4.51943
bih,2019,4.79922
blr,1992,6.87501
blr,1993,6.61308
blr,1994,6.41921
blr,1995,6.68276
blr,1996,6.50471
blr,1997,7.0225
blr,1998,6.57556
blr,1999,8.23875
blr,2000,7.87578
blr,2001,8.31778
blr,2002,7.26118
blr,2003,6.29659
blr,2004,5.53771
blr,2005,4.55807
blr,2006,4.12231
blr,2007,3.46379
blr,2008,2.80436
blr,2009,3.37501
blr,2010,3.20789
blr,2011,3.16218
blr,2012,3.04701
blr,2013,2.79861
blr,2014,2.76779
blr,2015,3.75521
blr,2016,4.59971
blr,2017,4.12811
blr,2018,3.94252
blr,2019,3.82355
blz,1970,0.62137
blz,1971,0.71337
blz,1972,0.75695
blz,1973,0.6458
blz,1974,0.60716
blz,1975,0.67702
blz,1976,0.87293
blz,1977,0.84257
blz,1978,0.87175
blz,1979,0.82437
blz,1980,0.62673
blz,1981,0.68073
blz,1982,0.76087
blz,1983,0.76818
blz,1984,0.73474
blz,1985,0.87414
blz,1986,0.88309
blz,1987,0.83985
blz,1988,0.85421
blz,1989,0.95586
blz,1990,0.93513
blz,1991,1.19796
blz,1992,0.94696
blz,1993,0.9786
blz,1994,0.98666
blz,1995,0.96644
blz,1996,0.79742
blz,1997,1.02013
blz,1998,0.96548
blz,1999,0.89332
blz,2000,0.9437
blz,2001,1.08314
blz,2002,1.01675
blz,2003,1.01576
blz,2004,0.92515
blz,2005,0.99208
blz,2006,1.00106
blz,2007,1.10107
blz,2008,0.9855
blz,2009,1.32013
blz,2010,1.24241
blz,2011,1.31436
blz,2012,1.05548
blz,2013,1.13607
blz,2014,1.09239
blz,2015,1.23682
blz,2016,1.22663
blz,2017,1.25678
blz,2018,1.35124
blz,2019,1.37628
bmu,1970,0.30302
bmu,1971,0.29181
bmu,1972,0.30572
bmu,1973,0.48407
bmu,1974,0.48521
bmu,1975,0.50744
bmu,1976,0.50063
bmu,1977,0.45516
bmu,1978,0.43778
bmu,1979,0.49567
bmu,1980,0.42981
bmu,1981,0.35273
bmu,1982,0.37417
bmu,1983,0.39921
bmu,1984,0.37184
bmu,1985,0.37753
bmu,1986,0.3288
bmu,1987,0.43242
bmu,1988,0.47858
bmu,1989,0.59082
bmu,1990,0.37834
bmu,1991,0.41884
bmu,1992,0.36809
bmu,1993,0.41485
bmu,1994,0.41663
bmu,1995,0.3999
bmu,2007,0.26926
bmu,2008,0.2429
bmu,2009,0.19355
bmu,2010,0.2563
bmu,2011,0.20424
bmu,2012,0.17096
bmu,2013,0.24349
bmu,2014,0.32806
bmu,2015,0.2811
bmu,2016,0.30998
bmu,2017,0.32492
bmu,2018,0.34371
bmu,2019,0.36003
bol,1976,0.74456
bol,1977,0.67602
bol,1978,0.71983
bol,1979,0.64577
bol,1980,0.70524
bol,1981,0.62707
bol,1982,0.65759
bol,1983,0.70512
bol,1984,0.61873
bol,1985,0.76617
bol,1986,1.00325
bol,1987,1.0118
bol,1988,1.06931
bol,1989,1.2804
bol,1990,1.51069
bol,1991,1.51005
bol,1992,1.63743
bol,1993,1.98601
bol,1994,2.18127
bol,1995,2.31389
bol,1996,2.17646
bol,1997,2.34436
bol,1998,2.25759
bol,1999,2.29311
bol,2000,2.51423
bol,2001,2.10902
bol,2002,2.72031
bol,2003,2.99207
bol,2004,2.91974
bol,2005,3.08655
bol,2006,3.33371
bol,2007,2.50916
bol,2008,2.19743
bol,2009,2.29731
bol,2010,2.31141
bol,2011,2.11412
bol,2012,2.29605
bol,2013,2.1521
bol,2014,2.18583
bol,2015,2.18956
bol,2016,2.32899
bol,2017,2.34955
bol,2018,2.41109
bol,2019,2.55814
bra,1970,0.59415
bra,1971,0.5989
bra,1972,0.59673
bra,1973,0.55234
bra,1974,0.50088
bra,1975,0.50416
bra,1976,0.45301
bra,1977,0.44845
bra,1978,0.47082
bra,1979,0.49698
bra,1980,0.53021
bra,1981,0.49026
bra,1982,0.50433
bra,1983,0.72391
bra,1984,0.75445
bra,1985,0.79813
bra,1986,0.75266
bra,1987,0.74502
bra,1988,0.70978
bra,1989,0.54523
bra,1990,0.56302
bra,1991,0.47681
bra,1992,0.75239
bra,1993,0.75762
bra,1994,0.66033
bra,1995,0.52123
bra,1996,0.54789
bra,1997,0.58208
bra,1998,0.64773
bra,1999,1.00101
bra,2000,0.95663
bra,2001,1.20957
bra,2002,1.36384
bra,2003,1.24857
bra,2004,1.14612
bra,2005,0.93197
bra,2006,0.78798
bra,2007,0.68262
bra,2008,0.62772
bra,2009,0.62162
bra,2010,0.55983
bra,2011,0.51375
bra,2012,0.60731
bra,2013,0.66745
bra,2014,0.74491
bra,2015,0.99169
bra,2016,0.94472
bra,2017,0.88277
bra,2018,1.05526
bra,2019,1.1603
brb,1986,0.58459
brb,1987,0.57291
brb,1988,0.57231
brb,1989,0.5712
brb,1990,0.65987
brb,1991,0.77779
brb,1992,0.67764
brb,1993,0.76242
brb,1994,0.51519
brb,1995,0.57147
brb,1996,0.57269
brb,1997,0.60535
brb,1998,0.68514
brb,1999,0.72036
brb,2000,0.72116
brb,2001,0.7827
brb,2002,0.81126
brb,2003,0.85577
brb,2004,0.84751
brb,2005,0.85095
brb,2006,0.84064
brb,2007,0.77934
brb,2008,0.95656
brb,2009,1.04158
brb,2010,0.95497
brb,2011,1.04585
brb,2012,1.02913
brb,2013,1.04418
brb,2014,0.93803
brb,2015,0.96848
brb,2016,0.99455
brb,2017,0.9943
brb,2018,0.99881
brb,2019,0.9894
brn,1989,2.42931
brn,1990,2.13226
brn,1991,1.83781
brn,1992,1.67007
brn,1993,1.69732
brn,1994,1.68198
brn,1995,1.54682
brn,1996,1.51555
brn,1997,1.61234
brn,1998,2.22721
brn,1999,1.50929
brn,2000,1.45781
brn,2001,1.56099
brn,2002,1.50989
brn,2003,1.46937
brn,2004,1.3991
brn,2005,1.22016
brn,2006,1.03754
brn,2007,1.75692
brn,2008,1.69097
brn,2009,2.01208
brn,2010,1.72116
brn,2011,1.60287
brn,2012,1.61481
brn,2013,1.4092
brn,2014,1.7835
brn,2015,1.81083
brn,2016,2.24968
brn,2017,2.23542
brn,2018,2.17942
brn,2019,2.30211
btn,1980,0.1286
btn,1981,0.16058
btn,1982,0.22476
btn,1983,0.2026
btn,1984,0.33475
btn,1985,0.42094
btn,1986,0.32221
btn,1987,0.47015
btn,1988,0.4592
btn,1989,0.27096
btn,1990,0.55326
btn,1991,1.04886
btn,1992,1.30301
btn,1993,1.21781
btn,1994,1.24312
btn,1995,1.43436
btn,1996,1.70221
btn,1997,1.94218
btn,1998,2.03651
btn,1999,1.96827
btn,2000,1.7343
btn,2001,1.61962
btn,2002,1.64267
btn,2003,1.34295
btn,2004,1.01767
btn,2005,1.17218
btn,2006,1.1026
btn,2007,0.87683
btn,2008,0.94931
btn,2009,0.90917
btn,2010,0.95371
btn,2011,1.31667
btn,2012,1.5833
btn,2013,1.82463
btn,2014,1.973
btn,2015,1.99461
btn,2016,2.29988
btn,2017,2.39479
btn,2018,2.81987
btn,2019,3.26404
bwa,1972,0.04035
bwa,1973,0.06865
bwa,1974,0.10361
bwa,1975,0.21428
bwa,1976,0.70104
bwa,1977,0.82461
bwa,1978,0.73571
bwa,1979,0.66416
bwa,1980,0.62659
bwa,1981,0.65418
bwa,1982,0.82509
bwa,1983,0.75668
bwa,1984,0.81726
bwa,1985,1.05587
bwa,1986,0.80822
bwa,1987,0.72776
bwa,1988,0.56672
bwa,1989,0.57945
bwa,1990,0.89011
bwa,1991,0.84239
bwa,1992,0.87426
bwa,1993,1.00779
bwa,1994,1.10218
bwa,1995,0.99135
bwa,1996,0.95648
bwa,1997,0.95068
bwa,1998,1.16626
bwa,1999,1.0755
bwa,2000,1.29031
bwa,2001,1.39623
bwa,2002,1.69142
bwa,2003,1.18154
bwa,2004,1.07374
bwa,2005,1.04811
bwa,2006,1.08165
bwa,2007,1.06619
bwa,2008,1.18361
bwa,2009,1.07282
bwa,2010,1.07807
bwa,2011,0.80142
bwa,2012,1.11159
bwa,2013,1.28104
bwa,2014,1.46049
bwa,2015,1.34866
bwa,2016,1.58141
bwa,2017,1.54089
bwa,2018,1.59339
bwa,2019,1.74752
caf,1970,0.29508
caf,1971,0.26182
caf,1972,0.22395
caf,1973,0.19671
caf,1974,0.14842
caf,1975,0.11092
caf,1976,0.12508
caf,1977,0.12077
caf,1978,0.1251
caf,1979,0.08532
caf,1980,0.08567
caf,1981,0.14012
caf,1982,0.15106
caf,1983,0.18827
caf,1984,0.21089
caf,1985,0.17487
caf,1986,0.14094
caf,1987,0.22472
caf,1988,0.20075
caf,1989,0.23579
caf,1990,0.16922
caf,1991,0.19328
caf,1992,0.20759
caf,1993,0.24897
caf,1994,0.41396
caf,1995,0.32789
caf,1996,0.37867
caf,1997,0.44127
caf,1998,0.45009
caf,1999,0.47303
caf,2000,0.55134
caf,2001,0.51584
caf,2002,0.504
caf,2003,0.4332
caf,2004,0.41167
caf,2005,0.41087
caf,2006,0.42118
caf,2007,0.38548
caf,2008,0.3454
caf,2009,0.34011
caf,2010,0.35023
caf,2011,0.33932
caf,2012,0.36135
caf,2013,0.54153
caf,2014,0.50919
caf,2015,0.59406
caf,2016,0.57736
caf,2017,0.56384
caf,2018,0.58751
caf,2019,0.66341
can,1970,1.03904
can,1971,1.02049
can,1972,1.03147
can,1973,0.95981
can,1974,0.89575
can,1975,0.94071
can,1976,0.86108
can,1977,0.93608
can,1978,1.01419
can,1979,1.07639
can,1980,1.06782
can,1981,1.0439
can,1982,1.06884
can,1983,1.02429
can,1984,1.0848
can,1985,1.10506
can,1986,1.07218
can,1987,1.04379
can,1988,0.99493
can,1989,0.96644
can,1990,0.9179
can,1991,0.92328
can,1992,1.03103
can,1993,1.11719
