geo,time,sh_dth_imrt
can,1980,3708
can,1981,3511
can,1982,3333
can,1983,3181
can,1984,3056
can,1985,2954
can,1986,2872
can,1987,2803
can,1988,2741
can,1989,2679
can,1990,2613
can,1991,2539
can,1992,2453
can,1993,2359
can,1994,2256
can,1995,2151
can,1996,2045
can,1997,1946
can,1998,1863
can,1999,1801
can,2000,1760
can,2001,1742
can,2002,1742
can,2003,1755
can,2004,1776
can,2005,1800
can,2006,1825
can,2007,1845
can,2008,1860
can,2009,1869
can,2010,1871
can,2011,1866
can,2012,1855
can,2013,1839
can,2014,1820
can,2015,1799
can,2016,1777
can,2017,1757
can,2018,1736
can,2019,1715
can,2020,1692
che,1960,2074
che,1961,2096
che,1962,2102
che,1963,2082
che,1964,2038
che,1965,1970
che,1966,1887
che,1967,1798
che,1968,1704
che,1969,1604
che,1970,1496
che,1971,1381
che,1972,1262
che,1973,1142
che,1974,1025
che,1975,918
che,1976,824
che,1977,748
che,1978,687
che,1979,641
che,1980,607
che,1981,584
che,1982,568
che,1983,557
che,1984,550
che,1985,546
che,1986,545
che,1987,544
che,1988,544
che,1989,539
che,1990,530
che,1991,515
che,1992,495
che,1993,472
che,1994,449
che,1995,428
che,1996,410
che,1997,395
che,1998,381
che,1999,370
che,2000,359
che,2001,348
che,2002,338
che,2003,329
che,2004,321
che,2005,315
che,2006,311
che,2007,309
che,2008,308
che,2009,308
che,2010,309
che,2011,311
che,2012,313
che,2013,316
che,2014,317
che,2015,318
che,2016,317
che,2017,316
che,2018,314
che,2019,313
che,2020,311
chl,1960,36880
chl,1961,35228
chl,1962,33960
chl,1963,32605
chl,1964,30572
chl,1965,27805
chl,1966,24948
chl,1967,22496
chl,1968,20640
chl,1969,19415
chl,1970,18748
chl,1971,18367
chl,1972,17997
chl,1973,17373
chl,1974,16267
chl,1975,14665
chl,1976,12842
chl,1977,11041
chl,1978,9474
chl,1979,8278
chl,1980,7430
chl,1981,6751
chl,1982,6128
chl,1983,5613
chl,1984,5311
chl,1985,5234
chl,1986,5258
chl,1987,5270
chl,1988,5203
chl,1989,5029
chl,1990,4753
chl,1991,4414
chl,1992,4061
chl,1993,3725
chl,1994,3426
chl,1995,3177
chl,1996,2981
chl,1997,2839
chl,1998,2714
chl,1999,2559
chl,2000,2367
chl,2001,2189
chl,2002,2063
chl,2003,1981
chl,2004,1925
chl,2005,1883
chl,2006,1859
chl,2007,1856
chl,2008,1863
chl,2009,1862
chl,2010,1845
chl,2011,1816
chl,2012,1784
chl,2013,1747
chl,2014,1698
chl,2015,1635
chl,2016,1566
chl,2017,1498
chl,2018,1434
chl,2019,1375
chl,2020,1315
chn,1970,2375362
chn,1971,2226150
chn,1972,2062575
chn,1973,1888300
chn,1974,1710869
chn,1975,1537558
chn,1976,1377773
chn,1977,1239716
chn,1978,1124519
chn,1979,1036863
chn,1980,976554
chn,1981,944968
chn,1982,938976
chn,1983,955704
chn,1984,990272
chn,1985,1033968
chn,1986,1077649
chn,1987,1112503
chn,1988,1128095
chn,1989,1119582
chn,1990,1085145
chn,1991,1028400
chn,1992,958292
chn,1993,883999
chn,1994,814239
chn,1995,752502
chn,1996,700267
chn,1997,654780
chn,1998,611874
chn,1999,569310
chn,2000,526220
chn,2001,482938
chn,2002,440707
chn,2003,400570
chn,2004,363860
chn,2005,330779
chn,2006,301922
chn,2007,276900
chn,2008,255258
chn,2009,235984
chn,2010,218492
chn,2011,202048
chn,2012,186494
chn,2013,171789
chn,2014,157771
chn,2015,144446
chn,2016,131852
chn,2017,120075
chn,2018,109028
chn,2019,98805
chn,2020,89463
civ,1960,39018
civ,1961,39035
civ,1962,39072
civ,1963,39143
civ,1964,39270
civ,1965,39437
civ,1966,39644
civ,1967,39942
civ,1968,40291
civ,1969,40643
civ,1970,41056
civ,1971,41474
civ,1972,41839
civ,1973,42174
civ,1974,42477
civ,1975,42707
civ,1976,42871
civ,1977,42989
civ,1978,43105
civ,1979,43294
civ,1980,43615
civ,1981,43962
civ,1982,44405
civ,1983,44967
civ,1984,45631
civ,1985,46409
civ,1986,47346
civ,1987,48399
civ,1988,49579
civ,1989,50888
civ,1990,52278
civ,1991,53709
civ,1992,55166
civ,1993,56602
civ,1994,57984
civ,1995,59292
civ,1996,60345
civ,1997,61299
civ,1998,61968
civ,1999,62438
civ,2000,62680
civ,2001,62603
civ,2002,62255
civ,2003,61718
civ,2004,61084
civ,2005,60167
civ,2006,59545
civ,2007,58581
civ,2008,57634
civ,2009,56919
civ,2010,56379
civ,2011,56031
civ,2012,55571
civ,2013,55179
civ,2014,54812
civ,2015,54603
civ,2016,54568
civ,2017,54308
civ,2018,53931
civ,2019,53248
civ,2020,52807
cmr,1960,34967
cmr,1961,35110
cmr,1962,35433
cmr,1963,35825
cmr,1964,36200
cmr,1965,36455
cmr,1966,36504
cmr,1967,36334
cmr,1968,36040
cmr,1969,35692
cmr,1970,35431
cmr,1971,35303
cmr,1972,35410
cmr,1973,35779
cmr,1974,36433
cmr,1975,37312
cmr,1976,38301
cmr,1977,39298
cmr,1978,40238
cmr,1979,41013
cmr,1980,41553
cmr,1981,41899
cmr,1982,42002
cmr,1983,41967
cmr,1984,41786
cmr,1985,41581
cmr,1986,41472
cmr,1987,41558
cmr,1988,41919
cmr,1989,42602
cmr,1990,43650
cmr,1991,44991
cmr,1992,46507
cmr,1993,48107
cmr,1994,49617
cmr,1995,50975
cmr,1996,52218
cmr,1997,53312
cmr,1998,54188
cmr,1999,54721
cmr,2000,55026
cmr,2001,55145
cmr,2002,55160
cmr,2003,55136
cmr,2004,55162
cmr,2005,55341
cmr,2006,55280
cmr,2007,55327
cmr,2008,55069
cmr,2009,54940
cmr,2010,54006
cmr,2011,53331
cmr,2012,52259
cmr,2013,50881
cmr,2014,49835
cmr,2015,48381
cmr,2016,47442
cmr,2017,46265
cmr,2018,45193
cmr,2019,44484
cmr,2020,43599
cod,1970,133664
cod,1971,135787
cod,1972,137928
cod,1973,140145
cod,1974,142288
cod,1975,144357
cod,1976,146515
cod,1977,148656
cod,1978,150793
cod,1979,152978
cod,1980,155215
cod,1981,157534
cod,1982,159915
cod,1983,162272
cod,1984,164701
cod,1985,167431
cod,1986,170428
cod,1987,173704
cod,1988,177395
cod,1989,181469
cod,1990,185784
cod,1991,190331
cod,1992,195050
cod,1993,199931
cod,1994,204739
cod,1995,209366
cod,1996,213616
cod,1997,217425
cod,1998,220550
cod,1999,223181
cod,2000,225201
cod,2001,226885
cod,2002,228389
cod,2003,229781
cod,2004,230944
cod,2005,232115
cod,2006,233253
cod,2007,234120
cod,2008,235005
cod,2009,235715
cod,2010,236037
cod,2011,236137
cod,2012,235825
cod,2013,235182
cod,2014,234519
cod,2015,233407
cod,2016,232148
cod,2017,230172
cod,2018,228461
cod,2019,226753
cod,2020,225011
cog,1960,4884
cog,1961,4844
cog,1962,4814
cog,1963,4795
cog,1964,4793
cog,1965,4793
cog,1966,4795
cog,1967,4796
cog,1968,4805
cog,1969,4818
cog,1970,4841
cog,1971,4862
cog,1972,4888
cog,1973,4921
cog,1974,4955
cog,1975,4985
cog,1976,5017
cog,1977,5032
cog,1978,5040
cog,1979,5038
cog,1980,5019
cog,1981,4999
cog,1982,4968
cog,1983,4932
cog,1984,4901
cog,1985,4877
cog,1986,4873
cog,1987,4897
cog,1988,4963
cog,1989,5069
cog,1990,5233
cog,1991,5443
cog,1992,5705
cog,1993,6022
cog,1994,6386
cog,1995,6779
cog,1996,7205
cog,1997,7634
cog,1998,8026
cog,1999,8333
cog,2000,8517
cog,2001,8572
cog,2002,8494
cog,2003,8319
cog,2004,8063
cog,2005,7766
cog,2006,7468
cog,2007,7197
cog,2008,6964
cog,2009,6793
cog,2010,6678
cog,2011,6594
cog,2012,6535
cog,2013,6460
cog,2014,6363
cog,2015,6252
cog,2016,6135
cog,2017,6026
cog,2018,5935
cog,2019,6201
cog,2020,5759
col,1960,67853
col,1961,67469
col,1962,66967
col,1963,66260
col,1964,65365
col,1965,64194
col,1966,62740
col,1967,61019
col,1968,59042
col,1969,56864
col,1970,54611
col,1971,52430
col,1972,50400
col,1973,48506
col,1974,46797
col,1975,45198
col,1976,43699
col,1977,42212
col,1978,40691
col,1979,39114
col,1980,37469
col,1981,35801
col,1982,34178
col,1983,32623
col,1984,31211
col,1985,29929
col,1986,28834
col,1987,27956
col,1988,27221
col,1989,26591
col,1990,26043
col,1991,25499
col,1992,24902
col,1993,24236
col,1994,23491
col,1995,22687
col,1996,21850
col,1997,21015
col,1998,20204
col,1999,19436
col,2000,18698
col,2001,17984
col,2002,17268
col,2003,16571
col,2004,15864
col,2005,15136
col,2006,14425
col,2007,13734
col,2008,13083
col,2009,12494
col,2010,11950
col,2011,11460
col,2012,11019
col,2013,10612
col,2014,10239
col,2015,9896
col,2016,9575
col,2017,9251
col,2018,8925
col,2019,8592
col,2020,8268
com,1971,1532
com,1972,1532
com,1973,1534
com,1974,1540
com,1975,1550
com,1976,1562
com,1977,1575
com,1978,1586
com,1979,1595
com,1980,1605
com,1981,1612
com,1982,1616
com,1983,1614
com,1984,1608
com,1985,1598
com,1986,1583
com,1987,1566
com,1988,1547
com,1989,1528
com,1990,1507
com,1991,1484
com,1992,1460
com,1993,1438
com,1994,1421
com,1995,1411
com,1996,1406
com,1997,1409
com,1998,1416
com,1999,1428
com,2000,1442
com,2001,1462
com,2002,1487
com,2003,1508
com,2004,1521
com,2005,1523
com,2006,1520
com,2007,1512
com,2008,1505
com,2009,1494
com,2010,1485
com,2011,1469
com,2012,1451
com,2013,1430
com,2014,1412
com,2015,1389
com,2016,1367
com,2017,1341
com,2018,1314
com,2019,1286
com,2020,1257
cpv,1960,1179
cpv,1961,1179
cpv,1962,1180
cpv,1963,1180
cpv,1964,1177
cpv,1965,1173
cpv,1966,1163
cpv,1967,1147
cpv,1968,1128
cpv,1969,1101
cpv,1970,1067
cpv,1971,1029
cpv,1972,986
cpv,1973,944
cpv,1974,902
cpv,1975,863
cpv,1976,828
cpv,1977,799
cpv,1978,778
cpv,1979,765
cpv,1980,760
cpv,1981,762
cpv,1982,767
cpv,1983,773
cpv,1984,773
cpv,1985,765
cpv,1986,746
cpv,1987,722
cpv,1988,694
cpv,1989,667
cpv,1990,645
cpv,1991,630
cpv,1992,619
cpv,1993,610
cpv,1994,599
cpv,1995,579
cpv,1996,548
cpv,1997,507
cpv,1998,460
cpv,1999,411
cpv,2000,368
cpv,2001,332
cpv,2002,304
cpv,2003,284
cpv,2004,272
cpv,2005,265
cpv,2006,261
cpv,2007,258
cpv,2008,255
cpv,2009,251
cpv,2010,244
cpv,2011,235
cpv,2012,223
cpv,2013,210
cpv,2014,196
cpv,2015,182
cpv,2016,168
cpv,2017,155
cpv,2018,144
cpv,2019,135
cpv,2020,127
cri,1960,4057
cri,1961,3872
cri,1962,4079
cri,1963,4463
cri,1964,4635
cri,1965,4465
cri,1966,4151
cri,1967,3926
cri,1968,3812
cri,1969,3733
cri,1970,3618
cri,1971,3424
cri,1972,3134
cri,1973,2809
cri,1974,2543
cri,1975,2337
cri,1976,2116
cri,1977,1852
cri,1978,1592
cri,1979,1411
cri,1980,1348
cri,1981,1365
cri,1982,1427
cri,1983,1501
cri,1984,1557
cri,1985,1570
cri,1986,1531
cri,1987,1434
cri,1988,1309
cri,1989,1219
cri,1990,1186
cri,1991,1168
cri,1992,1133
cri,1993,1090
cri,1994,1060
cri,1995,1052
cri,1996,1044
cri,1997,1019
cri,1998,977
cri,1999,919
cri,2000,853
cri,2001,794
cri,2002,753
cri,2003,729
cri,2004,717
cri,2005,709
cri,2006,702
cri,2007,693
cri,2008,681
cri,2009,669
cri,2010,657
cri,2011,642
cri,2012,619
cri,2013,591
cri,2014,568
cri,2015,552
cri,2016,541
cri,2017,533
cri,2018,519
cri,2019,496
cri,2020,462
cub,1960,9566
cub,1961,9778
cub,1962,9921
cub,1963,9937
cub,1964,9809
cub,1965,9544
cub,1966,9174
cub,1967,8739
cub,1968,8285
cub,1969,7835
cub,1970,7380
cub,1971,6914
cub,1972,6406
cub,1973,5868
cub,1974,5309
cub,1975,4753
cub,1976,4225
cub,1977,3757
cub,1978,3367
cub,1979,3059
cub,1980,2831
cub,1981,2673
cub,1982,2569
cub,1983,2494
cub,1984,2435
cub,1985,2378
cub,1986,2311
cub,1987,2228
cub,1988,2128
cub,1989,2015
cub,1990,1892
cub,1991,1764
cub,1992,1643
cub,1993,1530
cub,1994,1433
cub,1995,1350
cub,1996,1277
cub,1997,1212
cub,1998,1150
cub,1999,1089
cub,2000,1030
cub,2001,973
cub,2002,916
cub,2003,863
cub,2004,814
cub,2005,770
cub,2006,732
cub,2007,700
cub,2008,675
cub,2009,655
cub,2010,638
cub,2011,623
cub,2012,608
cub,2013,593
cub,2014,576
cub,2015,557
cub,2016,536
cub,2017,515
cub,2018,494
cub,2019,475
cub,2020,456
cyp,1972,381
cyp,1973,357
cyp,1974,332
cyp,1975,305
cyp,1976,279
cyp,1977,254
cyp,1978,236
cyp,1979,227
cyp,1980,227
cyp,1981,229
cyp,1982,223
cyp,1983,210
cyp,1984,191
cyp,1985,172
cyp,1986,156
cyp,1987,148
cyp,1988,145
cyp,1989,146
cyp,1990,147
cyp,1991,146
cyp,1992,140
cyp,1993,132
cyp,1994,122
cyp,1995,113
cyp,1996,103
cyp,1997,94
cyp,1998,86
cyp,1999,78
cyp,2000,70
cyp,2001,64
cyp,2002,59
cyp,2003,54
cyp,2004,50
cyp,2005,47
cyp,2006,43
cyp,2007,41
cyp,2008,39
cyp,2009,38
cyp,2010,36
cyp,2011,35
cyp,2012,33
cyp,2013,32
cyp,2014,31
cyp,2015,31
cyp,2016,30
cyp,2017,30
cyp,2018,29
cyp,2019,28
cyp,2020,27
cze,1982,1967
cze,1983,1829
cze,1984,1726
cze,1985,1651
cze,1986,1588
cze,1987,1518
cze,1988,1442
cze,1989,1375
cze,1990,1315
cze,1991,1241
cze,1992,1136
cze,1993,1011
cze,1994,880
cze,1995,756
cze,1996,646
cze,1997,553
cze,1998,481
cze,1999,430
cze,2000,398
cze,2001,379
cze,2002,371
cze,2003,367
cze,2004,365
cze,2005,361
cze,2006,353
cze,2007,344
cze,2008,332
cze,2009,319
cze,2010,306
cze,2011,295
cze,2012,286
cze,2013,281
cze,2014,280
cze,2015,282
cze,2016,284
cze,2017,283
cze,2018,277
cze,2019,267
cze,2020,253
deu,1969,26311
deu,1970,24103
deu,1971,21923
deu,1972,19846
deu,1973,17939
deu,1974,16229
deu,1975,14743
deu,1976,13496
deu,1977,12462
deu,1978,11579
deu,1979,10821
deu,1980,10160
deu,1981,9578
deu,1982,9060
deu,1983,8601
deu,1984,8192
deu,1985,7815
deu,1986,7445
deu,1987,7062
deu,1988,6660
deu,1989,6243
deu,1990,5817
deu,1991,5404
deu,1992,5019
deu,1993,4679
deu,1994,4388
deu,1995,4142
deu,1996,3934
deu,1997,3752
deu,1998,3589
deu,1999,3438
deu,2000,3300
deu,2001,3170
deu,2002,3046
deu,2003,2930
deu,2004,2818
deu,2005,2714
deu,2006,2617
deu,2007,2530
deu,2008,2454
deu,2009,2391
deu,2010,2345
deu,2011,2320
deu,2012,2316
deu,2013,2332
deu,2014,2365
deu,2015,2408
deu,2016,2449
deu,2017,2476
deu,2018,2485
deu,2019,2473
deu,2020,2442
dji,1977,1421
dji,1978,1477
dji,1979,1531
dji,1980,1579
dji,1981,1626
dji,1982,1670
dji,1983,1715
dji,1984,1757
dji,1985,1800
dji,1986,1842
dji,1987,1884
dji,1988,1927
dji,1989,1965
dji,1990,1997
dji,1991,2021
dji,1992,2032
dji,1993,2027
dji,1994,2009
dji,1995,1978
dji,1996,1938
dji,1997,1893
dji,1998,1849
dji,1999,1808
dji,2000,1771
dji,2001,1733
dji,2002,1694
dji,2003,1653
dji,2004,1607
dji,2005,1560
dji,2006,1508
dji,2007,1456
dji,2008,1409
dji,2009,1363
dji,2010,1322
dji,2011,1283
dji,2012,1246
dji,2013,1211
dji,2014,1174
dji,2015,1136
dji,2016,1100
dji,2017,1062
dji,2018,1025
dji,2019,989
dji,2020,953
dma,1961,171
dma,1962,156
dma,1963,143
dma,1964,131
dma,1965,122
dma,1966,113
dma,1967,105
dma,1968,97
dma,1969,88
dma,1970,80
dma,1971,72
dma,1972,64
dma,1973,56
dma,1974,50
dma,1975,44
dma,1976,39
dma,1977,35
dma,1978,32
dma,1979,33
dma,1980,28
dma,1981,27
dma,1982,26
dma,1983,25
dma,1984,24
dma,1985,23
dma,1986,22
dma,1987,21
dma,1988,20
dma,1989,20
dma,1990,20
dma,1991,20
dma,1992,20
dma,1993,20
dma,1994,20
dma,1995,20
dma,1996,19
dma,1997,19
dma,1998,18
dma,1999,18
dma,2000,17
dma,2001,17
dma,2002,17
dma,2003,16
dma,2004,16
dma,2005,17
dma,2006,17
dma,2007,17
dma,2008,18
dma,2009,18
dma,2010,19
dma,2011,20
dma,2012,21
dma,2013,22
dma,2014,24
dma,2015,25
dma,2016,27
dma,2017,28
dma,2018,29
dma,2019,30
dma,2020,31
dnk,1960,1660
dnk,1961,1640
dnk,1962,1610
dnk,1963,1567
dnk,1964,1509
dnk,1965,1437
dnk,1966,1353
dnk,1967,1268
dnk,1968,1192
dnk,1969,1128
dnk,1970,1064
dnk,1971,991
dnk,1972,913
dnk,1973,836
dnk,1974,765
dnk,1975,700
dnk,1976,642
dnk,1977,591
dnk,1978,546
dnk,1979,507
dnk,1980,475
dnk,1981,449
dnk,1982,431
dnk,1983,422
dnk,1984,421
dnk,1985,427
dnk,1986,437
dnk,1987,449
dnk,1988,458
dnk,1989,460
dnk,1990,454
dnk,1991,439
dnk,1992,420
dnk,1993,399
dnk,1994,379
dnk,1995,362
dnk,1996,347
dnk,1997,335
dnk,1998,325
dnk,1999,318
dnk,2000,312
dnk,2001,306
dnk,2002,299
dnk,2003,291
dnk,2004,281
dnk,2005,270
dnk,2006,258
dnk,2007,246
dnk,2008,234
dnk,2009,223
dnk,2010,215
dnk,2011,210
dnk,2012,207
dnk,2013,206
dnk,2014,207
dnk,2015,208
dnk,2016,208
dnk,2017,207
dnk,2018,204
dnk,2019,201
dnk,2020,196
dom,1960,17021
dom,1961,17206
dom,1962,17314
dom,1963,17343
dom,1964,17290
dom,1965,17181
dom,1966,17018
dom,1967,16820
dom,1968,16603
dom,1969,16367
dom,1970,16090
dom,1971,15775
dom,1972,15431
dom,1973,15044
dom,1974,14627
dom,1975,14212
dom,1976,13808
dom,1977,13428
dom,1978,13072
dom,1979,12741
dom,1980,12419
dom,1981,12112
dom,1982,11808
dom,1983,11517
dom,1984,11237
dom,1985,10964
dom,1986,10695
dom,1987,10430
dom,1988,10165
dom,1989,9895
dom,1990,9616
dom,1991,9329
dom,1992,9024
dom,1993,8705
dom,1994,8385
dom,1995,8061
dom,1996,7751
dom,1997,7460
dom,1998,7201
dom,1999,6971
dom,2000,6774
dom,2001,6609
dom,2002,6471
dom,2003,6351
dom,2004,6251
dom,2005,6167
dom,2006,6100
dom,2007,6045
dom,2008,6006
dom,2009,5980
dom,2010,5965
dom,2011,5958
dom,2012,5961
dom,2013,5972
dom,2014,5984
dom,2015,5988
dom,2016,5989
dom,2017,5962
dom,2018,5915
dom,2019,5822
dom,2020,5692
dza,1960,77283
dza,1961,79174
dza,1962,81145
dza,1963,83171
dza,1964,85163
dza,1965,87160
dza,1966,89084
dza,1967,90907
dza,1968,92532
dza,1969,93961
dza,1970,95109
dza,1971,95907
dza,1972,96359
dza,1973,96360
dza,1974,95965
dza,1975,95091
dza,1976,93789
dza,1977,92075
dza,1978,89855
dza,1979,87011
dza,1980,83143
dza,1981,78140
dza,1982,71976
dza,1983,64716
dza,1984,57147
dza,1985,50385
dza,1986,45020
dza,1987,40963
dza,1988,38010
dza,1989,35923
dza,1990,34286
dza,1991,32848
dza,1992,31421
dza,1993,29915
dza,1994,28267
dza,1995,26612
dza,1996,25027
dza,1997,23568
dza,1998,22342
dza,1999,21382
dza,2000,20639
dza,2001,20074
dza,2002,19675
dza,2003,19434
dza,2004,19345
dza,2005,19386
dza,2006,19536
dza,2007,19750
dza,2008,19960
dza,2009,20161
dza,2010,20359
dza,2011,20594
dza,2012,20873
dza,2013,21184
dza,2014,21473
dza,2015,21648
dza,2016,21610
dza,2017,21337
dza,2018,20873
dza,2019,20239
dza,2020,19465
ecu,1960,23189
ecu,1961,23142
ecu,1962,23109
ecu,1963,23099
ecu,1964,23075
ecu,1965,23079
ecu,1966,23116
ecu,1967,23185
ecu,1968,23241
ecu,1969,23274
ecu,1970,23221
ecu,1971,23077
ecu,1972,22781
ecu,1973,22352
ecu,1974,21781
ecu,1975,21136
ecu,1976,20493
ecu,1977,19876
ecu,1978,19280
ecu,1979,18707
ecu,1980,18127
ecu,1981,17545
ecu,1982,16930
ecu,1983,16330
ecu,1984,15739
ecu,1985,15171
ecu,1986,14625
ecu,1987,14150
ecu,1988,13685
ecu,1989,13249
ecu,1990,12810
ecu,1991,12364
ecu,1992,11909
ecu,1993,11429
ecu,1994,10935
ecu,1995,10419
ecu,1996,9894
ecu,1997,9368
ecu,1998,8863
ecu,1999,8378
ecu,2000,7935
ecu,2001,7533
ecu,2002,7177
ecu,2003,6856
ecu,2004,6577
ecu,2005,6324
ecu,2006,6094
ecu,2007,5866
ecu,2008,5645
ecu,2009,5425
ecu,2010,5213
ecu,2011,5015
ecu,2012,4832
ecu,2013,4664
ecu,2014,4509
ecu,2015,4373
ecu,2016,4246
ecu,2017,4128
ecu,2018,4012
ecu,2019,3886
ecu,2020,3753
egy,1960,255677
egy,1961,251021
egy,1962,246049
egy,1963,241469
egy,1964,237416
egy,1965,234274
egy,1966,231942
egy,1967,230459
egy,1968,229570
egy,1969,229067
egy,1970,228665
egy,1971,227958
egy,1972,226412
egy,1973,223914
egy,1974,219998
egy,1975,215319
egy,1976,210089
egy,1977,204647
egy,1978,199247
egy,1979,193874
egy,1980,188885
egy,1981,183548
egy,1982,177352
egy,1983,170150
egy,1984,161965
egy,1985,153268
egy,1986,144633
egy,1987,136459
egy,1988,128933
egy,1989,122220
egy,1990,116014
egy,1991,110029
egy,1992,104150
egy,1993,98380
egy,1994,92799
egy,1995,87381
egy,1996,82257
egy,1997,77570
egy,1998,73241
egy,1999,69317
egy,2000,65760
egy,2001,62607
egy,2002,59911
egy,2003,57601
egy,2004,55698
egy,2005,54251
egy,2006,53314
egy,2007,52791
egy,2008,52693
egy,2009,52878
egy,2010,53175
egy,2011,53395
egy,2012,53365
egy,2013,52987
egy,2014,52215
egy,2015,51007
egy,2016,49616
egy,2017,47930
egy,2018,46141
egy,2019,44335
egy,2020,42651
eri,1975,8371
eri,1976,8414
eri,1977,8479
eri,1978,8563
eri,1979,8671
eri,1980,8804
eri,1981,8946
eri,1982,9097
eri,1983,9242
eri,1984,9360
eri,1985,9435
eri,1986,9445
eri,1987,9367
eri,1988,9184
eri,1989,8896
eri,1990,8502
eri,1991,8000
eri,1992,7418
eri,1993,6798
eri,1994,6180
eri,1995,5609
eri,1996,5125
eri,1997,4746
eri,1998,4474
eri,1999,4302
eri,2000,4223
eri,2001,4224
eri,2002,4283
eri,2003,4370
eri,2004,4463
eri,2005,4549
eri,2006,4605
eri,2007,4616
eri,2008,4583
eri,2009,4514
eri,2010,4410
eri,2011,4275
eri,2012,4119
eri,2013,3962
eri,2014,3811
eri,2015,3668
eri,2016,3532
eri,2017,3406
eri,2018,3290
eri,2019,3184
eri,2020,3082
esp,1975,12424
esp,1976,11359
esp,1977,10304
esp,1978,9269
esp,1979,8272
esp,1980,7352
esp,1981,6538
esp,1982,5831
esp,1983,5231
esp,1984,4728
esp,1985,4313
esp,1986,3970
esp,1987,3685
esp,1988,3439
esp,1989,3219
esp,1990,3018
esp,1991,2828
esp,1992,2642
esp,1993,2457
esp,1994,2276
esp,1995,2109
esp,1996,1971
esp,1997,1862
esp,1998,1785
esp,1999,1738
esp,2000,1716
esp,2001,1719
esp,2002,1738
esp,2003,1765
esp,2004,1789
esp,2005,1802
esp,2006,1796
esp,2007,1767
esp,2008,1716
esp,2009,1645
esp,2010,1560
esp,2011,1468
esp,2012,1377
esp,2013,1295
esp,2014,1225
esp,2015,1169
esp,2016,1128
esp,2017,1099
esp,2018,1077
esp,2019,1059
esp,2020,1039
est,1981,384
est,1982,375
est,1983,369
est,1984,365
est,1985,361
est,1986,355
est,1987,347
est,1988,335
est,1989,319
est,1990,299
est,1991,277
est,1992,254
est,1993,229
est,1994,205
est,1995,182
est,1996,162
est,1997,145
est,1998,131
est,1999,119
est,2000,110
est,2001,102
est,2002,95
est,2003,90
est,2004,85
est,2005,81
est,2006,76
est,2007,71
est,2008,66
est,2009,60
est,2010,55
est,2011,49
est,2012,45
est,2013,40
est,2014,37
est,2015,34
est,2016,31
est,2017,28
est,2018,26
est,2019,24
est,2020,22
eth,1967,178164
eth,1968,182757
eth,1969,187907
eth,1970,193206
eth,1971,198658
eth,1972,203933
eth,1973,209151
eth,1974,214138
eth,1975,218735
eth,1976,223169
eth,1977,227504
eth,1978,231628
eth,1979,235627
eth,1980,239491
eth,1981,242931
eth,1982,245897
eth,1983,248364
eth,1984,250540
eth,1985,252700
eth,1986,255202
eth,1987,257833
eth,1988,260446
eth,1989,262764
eth,1990,264749
eth,1991,266309
eth,1992,267327
eth,1993,267531
eth,1994,266764
eth,1995,265516
eth,1996,263534
eth,1997,260786
eth,1998,257156
eth,1999,252828
eth,2000,247496
eth,2001,240720
eth,2002,232838
eth,2003,224068
eth,2004,214932
eth,2005,205677
eth,2006,196895
eth,2007,188757
eth,2008,181356
eth,2009,174702
eth,2010,168763
eth,2011,163338
eth,2012,158244
eth,2013,153408
eth,2014,148951
eth,2015,144651
eth,2016,140339
eth,2017,136197
eth,2018,132502
eth,2019,129345
eth,2020,126555
fin,1960,1824
fin,1961,1705
fin,1962,1596
fin,1963,1495
fin,1964,1399
fin,1965,1304
fin,1966,1213
fin,1967,1125
fin,1968,1041
fin,1969,960
fin,1970,883
fin,1971,813
fin,1972,751
fin,1973,699
fin,1974,654
fin,1975,614
fin,1976,579
fin,1977,547
fin,1978,516
fin,1979,487
fin,1980,461
fin,1981,438
fin,1982,419
fin,1983,404
fin,1984,392
fin,1985,384
fin,1986,377
fin,1987,373
fin,1988,368
fin,1989,362
fin,1990,352
fin,1991,339
fin,1992,323
fin,1993,305
fin,1994,286
fin,1995,268
fin,1996,251
fin,1997,236
fin,1998,223
fin,1999,212
fin,2000,203
fin,2001,196
fin,2002,191
fin,2003,187
fin,2004,183
fin,2005,178
fin,2006,173
fin,2007,167
fin,2008,161
fin,2009,154
fin,2010,147
fin,2011,140
fin,2012,133
fin,2013,126
fin,2014,119
fin,2015,114
fin,2016,108
fin,2017,104
fin,2018,100
fin,2019,96
fin,2020,93
fji,1960,1031
fji,1961,999
fji,1962,966
fji,1963,930
fji,1964,895
fji,1965,861
fji,1966,830
fji,1967,806
fji,1968,788
fji,1969,776
fji,1970,770
fji,1971,770
fji,1972,776
fji,1973,783
fji,1974,790
fji,1975,795
fji,1976,797
fji,1977,795
fji,1978,788
fji,1979,776
fji,1980,760
fji,1981,739
fji,1982,715
fji,1983,690
fji,1984,664
fji,1985,637
fji,1986,611
fji,1987,584
fji,1988,559
fji,1989,536
fji,1990,515
fji,1991,496
fji,1992,477
fji,1993,461
fji,1994,445
fji,1995,430
fji,1996,417
fji,1997,405
fji,1998,395
fji,1999,387
fji,2000,381
fji,2001,376
fji,2002,374
fji,2003,373
fji,2004,374
fji,2005,376
fji,2006,378
fji,2007,380
fji,2008,381
fji,2009,380
fji,2010,380
fji,2011,380
fji,2012,381
fji,2013,384
fji,2014,388
fji,2015,395
fji,2016,402
fji,2017,409
fji,2018,416
fji,2019,422
fji,2020,426
fra,1960,19610
