geo,time,tm_tax_mrch_br_zs
afg,2018,13.56
ago,2002,59.16
ago,2004,59.16
ago,2005,59.19
ago,2006,59.19
ago,2008,59.18
ago,2009,59.18
ago,2010,59.19
ago,2011,59.19
ago,2012,59.19
ago,2013,59.19
ago,2014,59.08
ago,2015,59.08
ago,2016,59.08
ago,2018,59.07
ago,2019,59.07
ago,2020,59.07
alb,2000,6.85
alb,2001,6.85
alb,2002,6.85
alb,2003,6.84
alb,2004,6.84
alb,2005,6.84
alb,2006,6.84
alb,2007,6.84
alb,2008,6.84
alb,2009,6.89
alb,2010,6.89
alb,2011,6.89
alb,2012,6.79
alb,2013,6.79
alb,2014,6.79
alb,2015,6.79
alb,2016,6.79
alb,2017,6.82
alb,2018,6.82
alb,2019,6.82
alb,2020,6.82
are,2003,14.31
are,2005,14.31
are,2006,14.31
are,2007,14.45
are,2008,14.45
are,2009,14.45
are,2011,14.45
are,2012,14.62
are,2013,14.62
are,2014,14.62
are,2015,14.62
are,2016,14.62
are,2017,14.66
are,2018,14.66
are,2019,14.66
are,2020,14.66
arg,1995,31.8
arg,1996,31.78
arg,1997,31.78
arg,1998,31.78
arg,1999,31.78
arg,2000,31.78
arg,2001,31.78
arg,2002,31.77
arg,2003,31.77
arg,2004,31.77
arg,2005,31.77
arg,2006,31.77
arg,2007,31.77
arg,2008,31.74
arg,2009,31.74
arg,2010,31.74
arg,2011,31.74
arg,2012,31.74
arg,2013,31.74
arg,2014,31.74
arg,2015,31.74
arg,2016,31.74
arg,2017,31.74
arg,2018,31.78
arg,2019,31.78
arg,2020,31.78
arm,2003,8.42
arm,2004,8.42
arm,2005,8.42
arm,2006,8.44
arm,2007,8.44
arm,2008,8.44
arm,2009,8.47
arm,2010,8.47
arm,2011,8.47
arm,2012,8.47
arm,2013,8.47
arm,2014,8.68
arm,2015,8.68
arm,2016,8.68
arm,2017,8.7
arm,2018,8.7
arm,2019,8.7
arm,2020,8.7
atg,1996,58.57
atg,1999,58.69
atg,2000,58.69
atg,2001,58.69
atg,2002,58.69
atg,2003,58.69
atg,2004,58.69
atg,2005,58.69
atg,2006,58.69
atg,2007,58.69
atg,2008,58.69
atg,2009,58.69
atg,2010,58.7
atg,2011,58.7
atg,2012,58.75
atg,2013,58.69
atg,2014,58.75
atg,2015,58.75
atg,2016,58.75
atg,2017,58.75
atg,2018,58.75
atg,2019,58.75
atg,2020,58.75
aus,1996,9.68
aus,1997,9.68
aus,1998,9.68
aus,1999,9.68
aus,2000,9.68
aus,2001,9.68
aus,2002,10.02
aus,2003,10.02
aus,2004,10.03
aus,2005,10.03
aus,2006,10.03
aus,2007,9.93
aus,2008,9.93
aus,2009,9.93
aus,2010,9.93
aus,2011,9.93
aus,2012,9.62
aus,2013,9.62
aus,2014,9.62
aus,2015,9.5
aus,2016,9.5
aus,2017,9.56
aus,2018,9.56
aus,2019,9.56
aus,2020,9.56
aut,1995,4.09
aut,1996,6.16
aut,1997,6.09
aut,1998,6.07
aut,1999,6.08
aut,2000,6.1
aut,2001,6.32
aut,2002,6.24
aut,2003,6.24
aut,2004,6.09
aut,2005,6.27
aut,2006,6.23
aut,2007,6.16
aut,2008,5.93
aut,2009,5.9
aut,2010,5.88
aut,2011,5.83
aut,2012,6.02
aut,2013,5.92
aut,2014,5.9
aut,2015,4.39
aut,2016,4.39
aut,2017,4.39
aut,2018,4.39
aut,2019,4.39
aut,2020,4.39
bdi,2002,66.2
bdi,2003,66.2
bdi,2005,66.68
bdi,2006,66.68
bdi,2007,66.68
bdi,2008,66.68
bdi,2009,66.3
bdi,2010,66.3
bdi,2011,66.3
bdi,2012,69.02
bdi,2013,69.02
bdi,2014,69.02
bdi,2015,69.02
bdi,2016,69.02
bdi,2018,69.4
bdi,2019,69.4
bdi,2020,69.4
bel,1995,4.09
bel,1996,6.16
bel,1997,6.09
bel,1998,6.07
bel,1999,6.08
bel,2000,6.1
bel,2001,6.32
bel,2002,6.24
bel,2003,6.24
bel,2004,6.09
bel,2005,6.27
bel,2006,6.23
bel,2007,6.16
bel,2008,5.93
bel,2009,5.9
bel,2010,5.88
bel,2011,5.83
bel,2012,6.02
bel,2013,5.92
bel,2014,5.9
bel,2015,4.39
bel,2016,4.39
bel,2017,4.39
bel,2018,4.39
bel,2019,4.39
bel,2020,4.39
ben,2001,28.34
ben,2002,28.34
ben,2003,28.55
ben,2004,28.55
ben,2005,28.55
ben,2006,28.55
ben,2007,28.4
ben,2008,28.4
ben,2009,28.4
ben,2010,28.4
ben,2011,28.4
ben,2012,28.4
ben,2013,28.4
ben,2014,28.4
ben,2015,29.37
ben,2016,29.37
ben,2017,29.53
ben,2018,29.53
ben,2019,29.53
ben,2020,29.53
bfa,2001,42.03
bfa,2002,42.03
bfa,2003,42.28
bfa,2004,42.28
bfa,2005,42.28
bfa,2006,42.28
bfa,2007,42.22
bfa,2008,42.22
bfa,2009,42.22
bfa,2010,42.22
bfa,2011,42.22
bfa,2012,42.22
bfa,2013,42.22
bfa,2014,42.22
bfa,2015,44.03
bfa,2016,44.03
bfa,2017,44.31
bfa,2018,44.31
bfa,2019,44.31
bfa,2020,44.31
bgd,1998,155.88
bgd,1999,155.88
bgd,2000,155.88
bgd,2001,155.88
bgd,2002,155.88
bgd,2003,156.72
bgd,2004,156.72
bgd,2005,156.72
bgd,2006,156.72
bgd,2007,156.72
bgd,2008,156.25
bgd,2009,156.25
bgd,2010,156.25
bgd,2011,156.25
bgd,2012,158.07
bgd,2013,158.07
bgd,2015,158.07
bgd,2016,158.07
bgd,2019,158.91
bgd,2020,158.91
bgr,1995,4.09
bgr,1996,6.16
bgr,1997,6.09
bgr,1998,6.07
bgr,1999,6.08
bgr,2000,6.1
bgr,2001,6.32
bgr,2002,6.24
bgr,2003,6.24
bgr,2004,6.09
bgr,2005,6.27
bgr,2006,6.23
bgr,2007,6.16
bgr,2008,5.93
bgr,2009,5.9
bgr,2010,5.88
bgr,2011,5.83
bgr,2012,6.02
bgr,2013,5.92
bgr,2014,5.9
bgr,2015,4.39
bgr,2016,4.39
bgr,2017,4.39
bgr,2018,4.39
bgr,2019,4.39
bgr,2020,4.39
bhr,1999,34.49
bhr,2000,34.49
bhr,2001,34.49
bhr,2002,34.43
bhr,2003,34.43
bhr,2004,34.43
bhr,2005,34.43
bhr,2006,34.43
bhr,2007,34.66
bhr,2008,34.66
bhr,2009,34.66
bhr,2010,34.66
bhr,2011,34.66
bhr,2012,34.66
bhr,2013,34.67
bhr,2014,34.67
bhr,2015,34.67
bhr,2016,34.67
bhr,2017,34.71
bhr,2018,34.71
bhr,2019,34.71
bhr,2020,34.71
blz,1996,58.36
blz,1999,58.39
blz,2001,58.39
blz,2002,58.39
blz,2003,58.39
blz,2006,58.37
blz,2007,58.37
blz,2008,58.37
blz,2009,58.33
blz,2010,58.33
blz,2011,58.33
blz,2012,58.33
blz,2013,59.3
blz,2014,59.3
blz,2015,59.3
blz,2016,59.3
blz,2017,59.3
blz,2018,59.31
blz,2019,59.31
blz,2020,59.31
bol,1995,39.98
bol,1996,39.98
bol,1997,39.98
bol,1998,39.98
bol,1999,39.98
bol,2000,39.98
bol,2001,39.98
bol,2002,39.98
bol,2003,39.98
bol,2004,39.98
bol,2005,39.98
bol,2006,39.98
bol,2007,39.98
bol,2008,39.98
bol,2009,39.98
bol,2010,39.98
bol,2011,39.98
bol,2012,39.98
bol,2013,39.97
bol,2014,39.97
bol,2015,39.97
bol,2016,39.97
bol,2017,39.98
bol,2018,39.98
bol,2019,39.98
bol,2020,39.98
bra,1995,31.36
bra,1996,31.37
bra,1997,31.37
bra,1998,31.37
bra,1999,31.37
bra,2000,31.37
bra,2001,31.37
bra,2002,31.38
bra,2003,31.38
bra,2004,31.38
bra,2005,31.38
bra,2006,31.38
bra,2007,31.39
bra,2008,31.39
bra,2009,31.39
bra,2010,31.39
bra,2011,31.39
bra,2012,31.39
bra,2013,31.44
bra,2014,31.44
bra,2015,31.44
bra,2016,31.44
bra,2017,31.47
bra,2018,31.47
bra,2019,31.47
bra,2020,31.47
brb,1996,78.01
brb,1999,78.18
brb,2000,78.18
brb,2001,78.18
brb,2002,78.18
brb,2003,78.18
brb,2004,78.18
brb,2006,78.18
brb,2007,78.18
brb,2010,78.18
brb,2011,78.18
brb,2012,78.24
brb,2013,78.24
brb,2020,78.93
brn,1996,24.35
brn,1997,24.35
brn,1998,24.35
brn,1999,24.35
brn,2000,24.35
brn,2001,24.35
brn,2002,24.35
brn,2003,24.35
brn,2004,24.35
brn,2005,24.35
brn,2006,24.35
brn,2007,26.53
brn,2008,26.54
brn,2009,26.47
brn,2010,26.44
brn,2011,26.43
brn,2014,26.51
brn,2016,24.31
brn,2017,24.28
brn,2018,24.28
brn,2019,24.28
brn,2020,24.28
bwa,2001,18.87
bwa,2002,18.74
bwa,2004,18.74
bwa,2005,18.74
bwa,2006,18.74
bwa,2007,18.75
bwa,2008,18.75
bwa,2009,18.75
bwa,2010,18.75
bwa,2011,18.75
bwa,2012,18.9
bwa,2013,18.9
bwa,2014,18.9
bwa,2015,18.9
bwa,2016,18.9
bwa,2017,18.98
bwa,2018,18.98
bwa,2019,18.98
bwa,2020,18.98
caf,1995,36.06
caf,1997,36.06
caf,2001,36.1
caf,2002,36.1
caf,2003,36.08
caf,2004,36.08
caf,2005,36.08
caf,2006,36.08
caf,2007,36.15
caf,2008,36.15
caf,2009,36.15
caf,2010,36.15
caf,2011,36.15
caf,2012,36.15
caf,2013,35.89
caf,2015,35.89
caf,2016,35.89
caf,2017,35.89
can,1995,4.99
can,1996,5.01
can,1997,5.01
can,1998,5.01
can,1999,5.01
can,2000,5.01
can,2001,5.01
can,2002,5.02
can,2003,5.02
can,2004,5.02
can,2005,5.02
can,2006,5.02
can,2007,6.14
can,2008,6.11
can,2009,6.09
can,2010,6.09
can,2011,6.1
can,2012,6.04
can,2013,6.02
can,2014,6.02
can,2015,4.91
can,2016,4.91
can,2017,4.93
can,2018,4.93
can,2019,4.93
can,2020,4.93
che,1995,0
che,1996,0
che,1997,0
che,1998,0
che,1999,0
che,2000,0
che,2001,0
che,2002,12.52
che,2003,12.36
che,2004,12.07
che,2005,12.52
che,2006,12.27
che,2007,11.75
che,2008,10.84
che,2009,10.85
che,2010,11.13
che,2011,11.6
che,2012,12.47
che,2013,12.45
che,2014,12.39
che,2015,0
che,2016,0
che,2017,0
che,2018,0
che,2019,0
che,2020,0
chl,1995,25.13
chl,1996,25.13
chl,1997,25.13
chl,1998,25.13
chl,1999,25.13
chl,2000,25.13
chl,2001,25.13
chl,2002,25.13
chl,2003,25.13
chl,2004,25.13
chl,2005,25.13
chl,2006,25.13
chl,2007,25.13
chl,2008,25.13
chl,2009,25.13
chl,2010,25.13
chl,2011,25.13
chl,2012,25.15
chl,2013,25.15
chl,2015,25.15
chl,2016,25.15
chl,2017,25.15
chl,2018,25.15
chl,2019,25.15
chl,2020,25.15
chn,2001,10.02
chn,2002,10
chn,2003,10
chn,2004,10
chn,2005,10
chn,2006,10
chn,2007,9.94
chn,2008,9.94
chn,2009,9.94
chn,2010,9.94
chn,2011,9.94
chn,2014,9.98
chn,2015,9.98
chn,2016,9.98
chn,2017,10.01
chn,2018,10.01
chn,2019,10.01
chn,2020,10.01
civ,1996,10.96
civ,2001,10.96
civ,2002,10.96
civ,2003,11.02
civ,2004,11.02
civ,2005,11.02
civ,2006,11.02
civ,2007,11.06
civ,2008,11.06
civ,2009,11.06
civ,2010,11.06
civ,2011,11.06
civ,2012,11.06
civ,2013,11.06
civ,2014,11.06
civ,2015,11.17
civ,2016,11.17
civ,2017,11.23
civ,2018,11.23
civ,2019,11.23
civ,2020,11.23
cmr,1995,79.88
cmr,2001,79.88
cmr,2002,79.88
cmr,2003,79.88
cmr,2004,79.88
cmr,2005,79.88
cmr,2006,79.88
cmr,2007,79.87
cmr,2008,79.87
cmr,2009,79.87
cmr,2010,79.87
cmr,2011,79.88
cmr,2012,79.88
cmr,2013,79.88
cmr,2014,79.88
cmr,2019,79.88
cod,2003,96.26
cod,2006,96.26
cod,2007,96.26
cod,2008,96.26
cod,2009,96.26
cod,2010,96.07
cod,2014,96.1
cod,2019,96.1
cod,2020,96.1
cog,1997,27.07
cog,2001,27.07
cog,2002,27.07
cog,2003,27.08
cog,2004,27.08
cog,2005,27.08
cog,2006,27.08
cog,2007,27.23
cog,2008,27.23
cog,2009,27.23
cog,2010,27.23
cog,2011,27.23
cog,2013,27.45
cog,2014,27.45
cog,2015,27.45
col,1995,41.94
col,1996,41.89
col,1997,41.89
col,1998,41.89
col,1999,41.89
col,2000,41.89
col,2001,41.89
col,2002,41.85
col,2003,41.85
col,2004,41.85
col,2005,41.85
col,2006,41.85
col,2007,41.85
col,2008,42
col,2009,42
col,2010,42
col,2011,42
col,2012,42
col,2013,42.71
col,2014,42.71
col,2015,42.71
col,2016,42.71
col,2017,42.84
col,2018,42.84
col,2019,42.84
col,2020,42.84
cpv,2008,15.74
cpv,2009,15.74
cpv,2010,15.74
cpv,2011,15.74
cpv,2012,15.74
cpv,2013,15.96
cpv,2015,15.96
cpv,2019,15.96
cpv,2020,15.91
cri,1995,42.81
cri,1996,42.81
cri,1997,42.73
cri,1998,42.73
cri,1999,42.73
cri,2000,42.73
cri,2001,42.73
cri,2002,42.78
cri,2003,42.78
cri,2004,42.78
cri,2005,42.78
cri,2006,42.78
cri,2007,43.02
cri,2008,43.02
cri,2009,43.02
cri,2010,43.02
cri,2011,43.02
cri,2012,43.02
cri,2013,43.02
cri,2014,43.02
cri,2016,43.02
cri,2018,43.05
cri,2019,43.05
cri,2020,43.05
cub,1996,19.77
cub,1997,19.77
cub,1998,19.77
cub,1999,19.77
cub,2000,19.77
cub,2001,19.77
cub,2002,19.77
cub,2003,20.37
cub,2004,20.37
cub,2005,20.37
cub,2006,20.37
cub,2007,20.37
cub,2008,20.37
cub,2009,20.91
cub,2010,20.91
cub,2011,20.91
cub,2012,20.91
cub,2013,20.91
cub,2015,21.62
cub,2016,21.62
cub,2017,21.62
cub,2019,21.77
cub,2020,21.77
cyp,1995,4.09
cyp,1996,6.16
cyp,1997,6.09
cyp,1998,6.07
cyp,1999,6.08
cyp,2000,6.1
cyp,2001,6.32
cyp,2002,6.24
cyp,2003,6.24
cyp,2004,6.09
cyp,2005,6.27
cyp,2006,6.23
cyp,2007,6.16
cyp,2008,5.93
cyp,2009,5.9
cyp,2010,5.88
cyp,2011,5.83
cyp,2012,6.02
cyp,2013,5.92
cyp,2014,5.9
cyp,2015,4.39
cyp,2016,4.39
cyp,2017,4.39
cyp,2018,4.39
cyp,2019,4.39
cyp,2020,4.39
cze,1995,4.09
cze,1996,6.16
cze,1997,6.09
cze,1998,6.07
cze,1999,6.08
cze,2000,6.1
cze,2001,6.32
cze,2002,6.24
cze,2003,6.24
cze,2004,6.09
