geo,time,tm_tax_mrch_br_zs
cze,2005,6.27
cze,2006,6.23
cze,2007,6.16
cze,2008,5.93
cze,2009,5.9
cze,2010,5.88
cze,2011,5.83
cze,2012,6.02
cze,2013,5.92
cze,2014,5.9
cze,2015,4.39
cze,2016,4.39
cze,2017,4.39
cze,2018,4.39
cze,2019,4.39
cze,2020,4.39
deu,1995,4.09
deu,1996,6.16
deu,1997,6.09
deu,1998,6.07
deu,1999,6.08
deu,2000,6.1
deu,2001,6.32
deu,2002,6.24
deu,2003,6.24
deu,2004,6.09
deu,2005,6.27
deu,2006,6.23
deu,2007,6.16
deu,2008,5.93
deu,2009,5.9
deu,2010,5.88
deu,2011,5.83
deu,2012,6.02
deu,2013,5.92
deu,2014,5.9
deu,2015,4.39
deu,2016,4.39
deu,2017,4.39
deu,2018,4.39
deu,2019,4.39
deu,2020,4.39
dji,1998,41.03
dji,1999,41.03
dji,2002,41.03
dji,2005,41.03
dji,2006,41.03
dji,2009,41.26
dji,2011,41.28
dji,2012,41.28
dji,2014,41.28
dma,1996,58.67
dma,1997,58.7
dma,1998,58.7
dma,1999,58.7
dma,2000,58.7
dma,2001,58.7
dma,2002,58.7
dma,2003,58.7
dma,2006,58.73
dma,2007,58.73
dma,2010,58.73
dma,2011,58.73
dma,2012,58.73
dma,2013,58.73
dma,2015,58.73
dma,2016,58.73
dma,2017,58.73
dma,2020,59.77
dnk,1995,4.09
dnk,1996,6.16
dnk,1997,6.09
dnk,1998,6.07
dnk,1999,6.08
dnk,2000,6.1
dnk,2001,6.32
dnk,2002,6.24
dnk,2003,6.24
dnk,2004,6.09
dnk,2005,6.27
dnk,2006,6.23
dnk,2007,6.16
dnk,2008,5.93
dnk,2009,5.9
dnk,2010,5.88
dnk,2011,5.83
dnk,2012,6.02
dnk,2013,5.92
dnk,2014,5.9
dnk,2015,4.39
dnk,2016,4.39
dnk,2017,4.39
dnk,2018,4.39
dnk,2019,4.39
dnk,2020,4.39
dom,1996,34.37
dom,1997,34.35
dom,1998,34.37
dom,1999,34.37
dom,2000,34.35
dom,2001,34.37
dom,2002,34.37
dom,2003,34.37
dom,2004,34.37
dom,2005,34.27
dom,2006,34.28
dom,2007,34.36
dom,2008,34.36
dom,2010,34.36
dom,2011,34.36
dom,2012,34.51
dom,2013,34.51
dom,2015,34.51
dom,2016,34.51
dom,2017,34.55
dom,2018,34.55
dom,2020,34.55
ecu,1996,21.63
ecu,1997,21.63
ecu,1998,21.63
ecu,1999,21.63
ecu,2000,21.63
ecu,2001,21.63
ecu,2002,21.63
ecu,2003,21.63
ecu,2004,21.63
ecu,2005,21.63
ecu,2006,21.63
ecu,2007,21.63
ecu,2008,21.7
ecu,2009,21.7
ecu,2010,21.7
ecu,2011,21.7
ecu,2012,21.7
ecu,2014,21.84
ecu,2015,21.84
ecu,2016,21.84
ecu,2017,21.84
ecu,2018,21.85
ecu,2019,21.85
ecu,2020,21.85
egy,1995,35.64
egy,1997,36.62
egy,1998,35.64
egy,1999,36.63
egy,2000,36.63
egy,2001,36.63
egy,2002,36.63
egy,2003,36.63
egy,2004,36.47
egy,2005,36.47
egy,2006,36.47
egy,2007,36.85
egy,2008,36.84
egy,2009,36.84
egy,2010,36.84
egy,2011,36.83
egy,2012,36.83
egy,2013,36.83
egy,2014,36.57
egy,2015,36.53
egy,2016,36.53
egy,2017,36.53
egy,2018,36.53
egy,2019,36.59
esp,1995,4.09
esp,1996,6.16
esp,1997,6.09
esp,1998,6.07
esp,1999,6.08
esp,2000,6.1
esp,2001,6.32
esp,2002,6.24
esp,2003,6.24
esp,2004,6.09
esp,2005,6.27
esp,2006,6.23
esp,2007,6.16
esp,2008,5.93
esp,2009,5.9
esp,2010,5.88
esp,2011,5.83
esp,2012,6.02
esp,2013,5.92
esp,2014,5.9
esp,2015,4.39
esp,2016,4.39
esp,2017,4.39
esp,2018,4.39
esp,2019,4.39
esp,2020,4.39
est,1995,4.09
est,1996,6.16
est,1997,6.09
est,1998,6.07
est,1999,6.08
est,2000,6.1
est,2001,6.32
est,2002,6.24
est,2003,6.24
est,2004,6.09
est,2005,6.27
est,2006,6.23
est,2007,6.16
est,2008,5.93
est,2009,5.9
est,2010,5.88
est,2011,5.83
est,2012,6.02
est,2013,5.92
est,2014,5.9
est,2015,4.39
est,2016,4.39
est,2017,4.39
est,2018,4.39
est,2019,4.39
est,2020,4.39
fin,1995,4.09
fin,1996,6.16
fin,1997,6.09
fin,1998,6.07
fin,1999,6.08
fin,2000,6.1
fin,2001,6.32
fin,2002,6.24
fin,2003,6.24
fin,2004,6.09
fin,2005,6.27
fin,2006,6.23
fin,2007,6.16
fin,2008,5.93
fin,2009,5.9
fin,2010,5.88
fin,2011,5.83
fin,2012,6.02
fin,2013,5.92
fin,2014,5.9
fin,2015,4.39
fin,2016,4.39
fin,2017,4.39
fin,2018,4.39
fin,2019,4.39
fin,2020,4.39
fji,2003,40.11
fji,2004,40.11
fji,2006,40.11
fji,2007,42.84
fji,2008,42.72
fji,2009,42.43
fji,2010,42.24
fji,2011,42.05
fji,2012,41.99
fji,2013,41.92
fji,2015,40.12
fji,2017,40.12
fji,2018,40.12
fji,2019,40.12
fji,2020,40.12
fra,1995,4.09
fra,1996,6.16
fra,1997,6.09
fra,1998,6.07
fra,1999,6.08
fra,2000,6.1
fra,2001,6.32
fra,2002,6.24
fra,2003,6.24
fra,2004,6.09
fra,2005,6.27
fra,2006,6.23
fra,2007,6.16
fra,2008,5.93
fra,2009,5.9
fra,2010,5.88
fra,2011,5.83
fra,2012,6.02
fra,2013,5.92
fra,2014,5.9
fra,2015,4.39
fra,2016,4.39
fra,2017,4.39
fra,2018,4.39
fra,2019,4.39
fra,2020,4.39
gab,1995,23.09
gab,1998,23.1
gab,2000,23.13
gab,2001,23.13
gab,2002,23.13
gab,2003,23.01
gab,2004,23.01
gab,2005,23.01
gab,2007,22.82
gab,2008,22.82
gab,2009,22.82
gab,2010,22.82
gab,2011,22.82
gab,2012,22.82
gab,2013,22.82
gab,2015,22.82
gab,2016,22.82
gab,2019,22.82
geo,2001,7.07
geo,2002,7.07
geo,2003,7.07
geo,2004,7.07
geo,2005,7.07
geo,2006,7.07
geo,2007,7.28
geo,2008,7.27
geo,2009,7.27
geo,2010,7.27
geo,2011,7.25
geo,2012,7.25
geo,2013,7.27
geo,2015,7.12
geo,2016,7.12
geo,2020,7.12
gha,2000,92.21
gha,2001,92.26
gha,2002,92.26
gha,2003,92.26
gha,2004,92.26
gha,2007,92.85
gha,2008,92.85
gha,2009,92.85
gha,2010,92.49
gha,2013,92.47
gha,2016,92.47
gha,2017,92.47
gha,2018,92.78
gha,2019,92.78
gha,2020,92.78
gin,1998,20.16
gin,2004,20.16
gin,2005,20.29
gin,2008,20.29
gin,2009,20.29
gin,2010,20.29
gin,2012,20.29
gin,2017,20.9
gin,2018,20.9
gin,2019,20.9
gin,2020,20.9
gmb,2003,96.58
gmb,2007,96.58
gmb,2008,96.58
gmb,2009,96.58
gmb,2010,101.96
gmb,2011,101.96
gmb,2012,101.96
gmb,2013,101.96
gmb,2018,103.47
gmb,2020,103.47
gnb,2001,48.65
gnb,2002,48.65
gnb,2003,48.65
gnb,2004,48.65
gnb,2005,48.65
gnb,2006,48.65
gnb,2007,48.66
gnb,2008,48.66
gnb,2009,48.66
gnb,2010,48.66
gnb,2011,48.66
gnb,2012,48.66
gnb,2013,48.66
gnb,2014,48.66
gnb,2017,48.52
gnb,2018,48.52
gnb,2019,48.52
gnb,2020,48.52
grc,1995,4.09
grc,1996,6.16
grc,1997,6.09
grc,1998,6.07
grc,1999,6.08
grc,2000,6.1
grc,2001,6.32
grc,2002,6.24
grc,2003,6.24
grc,2004,6.09
grc,2005,6.27
grc,2006,6.23
grc,2007,6.16
grc,2008,5.93
grc,2009,5.9
grc,2010,5.88
grc,2011,5.83
grc,2012,6.02
grc,2013,5.92
grc,2014,5.9
grc,2015,4.39
grc,2016,4.39
grc,2017,4.39
grc,2018,4.39
grc,2019,4.39
grc,2020,4.39
grd,1996,56.81
grd,1999,56.82
grd,2000,56.82
grd,2001,56.82
grd,2002,56.82
grd,2003,56.82
grd,2006,56.82
grd,2007,56.82
grd,2008,56.82
grd,2010,56.64
grd,2011,56.64
grd,2012,56.64
grd,2013,56.64
grd,2015,57.33
grd,2016,57.33
grd,2019,57.33
gtm,1995,41.15
gtm,1997,41.18
gtm,1998,41.18
gtm,1999,41.18
gtm,2000,41.18
gtm,2001,41.18
gtm,2002,41.04
gtm,2003,41.04
gtm,2004,41.04
gtm,2005,41.04
gtm,2006,41.04
gtm,2007,41.24
gtm,2008,41.24
gtm,2009,41.24
gtm,2010,41.24
gtm,2011,41.24
gtm,2012,41.59
gtm,2013,41.59
gtm,2014,41.59
gtm,2015,41.59
gtm,2020,41.68
guy,1996,56.57
guy,1999,56.62
guy,2000,56.62
guy,2001,56.62
guy,2002,56.62
guy,2003,56.62
guy,2006,56.61
guy,2007,56.56
guy,2008,56.56
guy,2009,56.56
guy,2010,56.56
guy,2011,56.56
guy,2012,56.56
guy,2013,56.56
guy,2015,56.56
guy,2016,56.56
guy,2017,56.56
guy,2018,56.56
guy,2019,57.23
guy,2020,57.24
hkg,1996,0
hkg,1997,0
hkg,1998,0
hkg,1999,0
hkg,2000,0
hkg,2001,0
hkg,2002,0
hkg,2003,0
hkg,2004,0
hkg,2005,0
hkg,2006,0
hkg,2007,0
hkg,2008,0
hkg,2009,0
hkg,2010,0
hkg,2011,0
hkg,2012,0
hkg,2013,0
hkg,2014,0
hkg,2015,0
hkg,2016,0
hkg,2017,0
hkg,2018,0
hkg,2019,0
hkg,2020,0
hnd,1995,31.9
hnd,1996,31.86
hnd,1997,31.86
hnd,1998,31.86
hnd,1999,31.86
hnd,2000,31.86
hnd,2001,31.86
hnd,2002,31.83
hnd,2003,31.83
hnd,2004,31.83
hnd,2005,31.83
hnd,2006,31.83
hnd,2007,32
hnd,2008,32
hnd,2009,32
hnd,2010,32
hnd,2011,32
hnd,2012,32.07
hnd,2013,32.07
hnd,2015,32.07
hnd,2018,32.12
hnd,2020,32.12
hrv,1995,4.09
hrv,1996,6.16
hrv,1997,6.09
hrv,1998,6.07
hrv,1999,6.08
hrv,2000,6.1
hrv,2001,6.32
hrv,2002,6.24
hrv,2003,6.24
hrv,2004,6.09
hrv,2005,6.27
hrv,2006,6.23
hrv,2007,6.16
hrv,2008,5.93
hrv,2009,5.9
hrv,2010,5.88
hrv,2011,5.83
hrv,2012,6.02
hrv,2013,5.92
hrv,2014,5.9
hrv,2015,4.39
hrv,2016,4.39
hrv,2017,4.39
hrv,2018,4.39
hrv,2019,4.39
hrv,2020,4.39
hti,2001,17.61
hti,2002,17.61
hti,2007,18.13
hti,2008,18.13
hti,2009,18.12
hti,2010,18.12
hti,2011,18.12
hti,2012,18.12
hti,2013,18.12
hti,2014,18.11
hti,2015,17.63
hti,2016,17.72
hti,2020,17.75
hun,1995,4.09
hun,1996,6.16
hun,1997,6.09
hun,1998,6.07
hun,1999,6.08
hun,2000,6.1
hun,2001,6.32
hun,2002,6.24
hun,2003,6.24
hun,2004,6.09
hun,2005,6.27
hun,2006,6.23
hun,2007,6.16
hun,2008,5.93
hun,2009,5.9
hun,2010,5.88
hun,2011,5.83
hun,2012,6.02
hun,2013,5.92
hun,2014,5.9
hun,2015,4.39
hun,2016,4.39
hun,2017,4.39
hun,2018,4.39
hun,2019,4.39
hun,2020,4.39
idn,1995,37.19
idn,1996,37.14
idn,1997,37.19
idn,1998,37.14
idn,1999,37.14
idn,2000,37.14
idn,2001,37.14
idn,2002,37.13
idn,2003,37.13
idn,2004,37.13
idn,2005,37.13
idn,2006,37.13
idn,2007,37.21
idn,2008,37.21
idn,2009,37.21
idn,2010,37.21
idn,2011,37.21
idn,2012,37.21
idn,2013,37.21
idn,2016,37.32
idn,2017,37.33
idn,2018,37.33
idn,2019,37.33
idn,2020,37.33
ind,1996,49.61
ind,1997,49.61
ind,1999,49.61
ind,2000,49.61
ind,2001,49.61
ind,2002,51.16
ind,2003,49.38
ind,2004,49.4
ind,2005,49.38
ind,2006,49.35
ind,2007,49.17
ind,2008,49.1
ind,2009,49.12
ind,2010,49.11
ind,2011,51.45
ind,2012,51.4
ind,2013,51.38
ind,2015,51.93
ind,2016,51.93
ind,2017,51.96
ind,2018,51.96
ind,2019,51.96
ind,2020,51.96
irl,1995,4.09
irl,1996,6.16
irl,1997,6.09
irl,1998,6.07
irl,1999,6.08
irl,2000,6.1
irl,2001,6.32
irl,2002,6.24
irl,2003,6.24
irl,2004,6.09
irl,2005,6.27
irl,2006,6.23
irl,2007,6.16
irl,2008,5.93
irl,2009,5.9
irl,2010,5.88
irl,2011,5.83
irl,2012,6.02
irl,2013,5.92
irl,2014,5.9
irl,2015,4.39
irl,2016,4.39
irl,2017,4.39
irl,2018,4.39
irl,2019,4.39
irl,2020,4.39
isl,1996,13.5
