geo,time,se_com_durs
hti,2002,6
hti,2003,6
hti,2004,6
hti,2005,6
hti,2006,6
hti,2007,6
hti,2008,6
hti,2009,6
hti,2010,6
hti,2011,6
hti,2012,6
hti,2013,6
hti,2014,6
hti,2015,6
hti,2016,6
hti,2017,6
hti,2018,6
hti,2019,6
hti,2020,6
hun,1999,13
hun,2000,13
hun,2001,13
hun,2002,13
hun,2003,13
hun,2004,13
hun,2005,13
hun,2006,13
hun,2007,13
hun,2008,13
hun,2009,13
hun,2010,13
hun,2011,13
hun,2012,13
hun,2013,11
hun,2014,11
hun,2015,13
hun,2016,13
hun,2017,13
hun,2018,13
hun,2019,13
hun,2020,13
hun,2021,13
idn,2002,9
idn,2003,9
idn,2004,9
idn,2005,9
idn,2006,9
idn,2007,9
idn,2008,9
idn,2009,9
idn,2010,9
idn,2011,9
idn,2012,9
idn,2013,9
idn,2014,9
idn,2015,9
idn,2016,9
idn,2017,9
idn,2018,9
idn,2019,9
idn,2020,9
ind,2009,8
ind,2010,8
ind,2011,8
ind,2012,8
ind,2013,8
ind,2014,8
ind,2015,8
ind,2016,8
ind,2017,8
ind,2018,8
ind,2019,8
ind,2020,8
irl,1998,8
irl,1999,8
irl,2000,10
irl,2001,10
irl,2002,10
irl,2003,10
irl,2004,10
irl,2005,10
irl,2006,10
irl,2007,10
irl,2008,10
irl,2009,10
irl,2010,10
irl,2011,10
irl,2012,10
irl,2013,10
irl,2014,10
irl,2015,10
irl,2016,10
irl,2017,10
irl,2018,10
irl,2019,10
irl,2020,10
irn,1998,5
irn,1999,5
irn,2000,5
irn,2001,5
irn,2002,5
irn,2003,5
irn,2004,5
irn,2005,8
irn,2006,8
irn,2007,8
irn,2008,8
irn,2009,8
irn,2010,8
irn,2011,8
irn,2012,8
irn,2013,9
irn,2014,9
irn,2015,9
irn,2016,9
irn,2017,9
irn,2018,9
irn,2019,9
irn,2020,9
irq,1998,6
irq,1999,6
irq,2000,6
irq,2001,6
irq,2002,6
irq,2003,6
irq,2004,6
irq,2005,6
irq,2006,6
irq,2007,6
irq,2008,6
irq,2009,6
irq,2010,6
irq,2011,6
irq,2012,6
irq,2013,6
irq,2014,6
irq,2015,6
irq,2016,6
irq,2017,6
irq,2018,6
irq,2019,6
irq,2020,6
isl,1998,10
isl,1999,10
isl,2000,10
isl,2001,10
isl,2002,10
isl,2003,10
isl,2004,10
isl,2005,10
isl,2006,10
isl,2007,10
isl,2008,10
isl,2009,10
isl,2010,10
isl,2011,10
isl,2012,10
isl,2013,10
isl,2014,10
isl,2015,10
isl,2016,10
isl,2017,10
isl,2018,10
isl,2019,10
isl,2020,10
isl,2021,10
isr,1998,11
isr,1999,11
isr,2000,11
isr,2001,11
isr,2002,11
isr,2003,11
isr,2004,11
isr,2005,11
isr,2006,11
isr,2007,11
isr,2008,11
isr,2009,13
isr,2010,13
isr,2011,13
isr,2012,13
isr,2013,13
isr,2014,13
isr,2015,13
isr,2016,15
isr,2017,15
isr,2018,15
isr,2019,15
isr,2020,15
ita,1998,8
ita,1999,8
ita,2000,8
ita,2001,8
ita,2002,8
ita,2003,12
ita,2004,12
ita,2005,12
ita,2006,12
ita,2007,12
ita,2008,12
ita,2009,12
ita,2010,12
ita,2011,12
ita,2012,12
ita,2013,12
ita,2014,12
ita,2015,12
ita,2016,12
ita,2017,12
ita,2018,12
ita,2019,12
ita,2020,12
ita,2021,12
jam,1998,6
jam,1999,6
jam,2000,6
jam,2001,6
jam,2002,6
jam,2003,6
jam,2004,6
jam,2005,6
jam,2006,6
jam,2007,6
jam,2008,6
jam,2009,6
jam,2010,6
jam,2011,6
jam,2012,6
jam,2013,6
jam,2014,6
jam,2015,6
jam,2016,6
jam,2017,6
jam,2018,6
jam,2019,6
jam,2020,6
jor,1998,10
jor,1999,10
jor,2000,10
jor,2001,10
jor,2002,10
jor,2003,10
jor,2004,10
jor,2005,10
jor,2006,10
jor,2007,10
jor,2008,10
jor,2009,10
jor,2010,10
jor,2011,10
jor,2012,10
jor,2013,10
jor,2014,10
jor,2015,10
jor,2016,10
jor,2017,10
jor,2018,10
jor,2019,10
jor,2020,10
jpn,1998,9
jpn,1999,9
jpn,2000,9
jpn,2001,9
jpn,2002,9
jpn,2003,9
jpn,2004,9
jpn,2005,9
jpn,2006,9
jpn,2007,9
jpn,2008,9
jpn,2009,9
jpn,2010,9
jpn,2011,9
jpn,2012,9
jpn,2013,9
jpn,2014,9
jpn,2015,9
jpn,2016,9
jpn,2017,9
jpn,2018,9
jpn,2019,9
jpn,2020,9
kaz,1998,9
kaz,1999,9
kaz,2000,9
kaz,2001,9
kaz,2002,9
kaz,2003,9
kaz,2004,9
kaz,2005,9
kaz,2006,9
kaz,2007,9
kaz,2008,9
kaz,2009,9
kaz,2010,9
kaz,2011,9
kaz,2012,9
kaz,2013,9
kaz,2014,9
kaz,2015,9
kaz,2016,9
kaz,2017,9
kaz,2018,9
kaz,2019,9
kaz,2020,9
kaz,2021,9
ken,1998,8
ken,1999,8
ken,2000,8
ken,2001,8
ken,2002,8
ken,2003,8
ken,2004,8
ken,2005,8
ken,2006,8
ken,2007,8
ken,2008,8
ken,2009,8
ken,2010,8
ken,2011,8
ken,2012,8
ken,2013,12
ken,2014,12
ken,2015,12
ken,2016,12
ken,2017,12
ken,2018,12
ken,2019,12
ken,2020,12
kgz,1998,9
kgz,1999,9
kgz,2000,9
kgz,2001,9
kgz,2002,9
kgz,2003,9
kgz,2004,9
kgz,2005,9
kgz,2006,9
kgz,2007,9
kgz,2008,9
kgz,2009,9
kgz,2010,9
kgz,2011,9
kgz,2012,9
kgz,2013,9
kgz,2014,10
kgz,2015,10
kgz,2016,10
kgz,2017,10
kgz,2018,10
kgz,2019,10
kgz,2020,10
kgz,2021,10
kir,2013,9
kir,2014,9
kir,2015,9
kir,2016,9
kir,2017,9
kir,2018,9
kir,2019,9
kir,2020,9
kna,1998,12
kna,1999,12
kna,2000,12
kna,2001,12
kna,2002,12
kna,2003,12
kna,2004,12
kna,2005,12
kna,2006,12
kna,2007,12
kna,2008,12
kna,2009,12
kna,2010,12
kna,2011,12
kna,2012,12
kna,2013,12
kna,2014,12
kna,2015,12
kna,2016,12
kna,2017,12
kna,2018,12
kna,2019,12
kna,2020,12
kor,1997,6
kor,1998,6
kor,1999,6
kor,2000,6
kor,2001,6
kor,2002,7
kor,2003,8
kor,2004,9
kor,2005,9
kor,2006,9
kor,2007,9
kor,2008,9
kor,2009,9
kor,2010,9
kor,2011,9
kor,2012,9
kor,2013,9
kor,2014,9
kor,2015,9
kor,2016,9
kor,2017,9
kor,2018,9
kor,2019,9
kor,2020,9
kwt,1998,9
kwt,1999,9
kwt,2000,9
kwt,2001,9
kwt,2002,9
kwt,2003,9
kwt,2004,9
kwt,2005,9
kwt,2006,9
kwt,2007,9
kwt,2008,9
kwt,2009,9
kwt,2010,9
kwt,2011,9
kwt,2012,9
kwt,2013,9
kwt,2014,9
kwt,2015,9
kwt,2016,9
kwt,2017,9
kwt,2018,9
kwt,2019,9
kwt,2020,9
lao,1998,5
lao,1999,5
lao,2000,5
lao,2001,5
lao,2002,5
lao,2003,5
lao,2004,5
lao,2005,5
lao,2006,5
lao,2007,5
lao,2008,5
lao,2009,5
lao,2010,5
lao,2011,5
lao,2012,5
lao,2013,5
lao,2014,5
lao,2015,5
lao,2016,9
lao,2017,9
lao,2018,9
lao,2019,9
lao,2020,9
lao,2021,9
lbn,1998,6
lbn,1999,6
lbn,2000,6
lbn,2001,6
lbn,2002,9
lbn,2003,9
lbn,2004,9
lbn,2005,9
lbn,2006,9
lbn,2007,9
lbn,2008,9
lbn,2009,9
lbn,2010,9
lbn,2011,9
lbn,2012,9
lbn,2013,10
lbn,2014,10
lbn,2015,10
lbn,2016,10
lbn,2017,10
lbn,2018,10
lbn,2019,10
lbn,2020,10
lbr,2003,6
lbr,2004,6
lbr,2005,6
lbr,2006,6
lbr,2007,6
lbr,2008,6
lbr,2009,6
lbr,2010,6
lbr,2011,6
lbr,2012,6
lbr,2013,6
lbr,2014,6
lbr,2015,6
lbr,2016,6
lbr,2017,6
lbr,2018,6
lbr,2019,6
lbr,2020,6
lby,1998,9
lby,1999,9
lby,2000,9
lby,2001,9
lby,2002,9
lby,2003,9
lby,2004,9
lby,2005,9
lby,2006,9
lby,2007,9
lby,2008,9
lby,2009,9
lby,2010,9
lby,2011,9
lby,2012,9
lby,2013,9
lby,2014,9
lby,2015,9
lby,2016,9
lby,2017,9
lby,2018,9
lby,2019,9
lby,2020,9
lca,1998,10
lca,1999,10
lca,2000,10
lca,2001,10
lca,2002,10
lca,2003,10
lca,2004,10
lca,2005,10
lca,2006,10
lca,2007,10
lca,2008,10
lca,2009,10
lca,2010,10
lca,2011,10
lca,2012,10
lca,2013,10
lca,2014,10
lca,2015,10
lca,2016,10
lca,2017,10
lca,2018,10
lca,2019,10
lca,2020,10
lie,1998,9
lie,1999,9
lie,2000,9
lie,2001,9
lie,2002,9
lie,2003,9
lie,2004,9
lie,2005,9
lie,2006,9
lie,2007,9
lie,2008,9
lie,2009,9
lie,2010,9
lie,2011,9
lie,2012,9
lie,2013,9
lie,2014,9
lie,2015,9
lie,2016,9
lie,2017,9
lie,2018,9
lie,2019,9
lie,2020,9
lie,2021,9
lka,1998,9
lka,1999,9
lka,2000,9
lka,2001,9
lka,2002,9
lka,2003,9
lka,2004,9
lka,2005,9
lka,2006,9
lka,2007,9
lka,2008,9
lka,2009,9
lka,2010,9
lka,2011,9
lka,2012,9
lka,2013,9
lka,2014,9
lka,2015,9
lka,2016,11
lka,2017,11
lka,2018,11
lka,2019,11
lka,2020,11
lso,2010,7
lso,2011,7
lso,2012,7
lso,2013,7
lso,2014,7
lso,2015,7
lso,2016,7
lso,2017,7
lso,2018,7
lso,2019,7
lso,2020,7
ltu,1998,10
ltu,1999,10
ltu,2000,10
ltu,2001,10
ltu,2002,10
ltu,2003,10
ltu,2004,10
ltu,2005,10
ltu,2006,10
ltu,2007,10
ltu,2008,10
ltu,2009,10
ltu,2010,10
ltu,2011,10
ltu,2012,10
ltu,2013,10
ltu,2014,10
ltu,2015,10
ltu,2016,10
ltu,2017,11
ltu,2018,11
ltu,2019,11
ltu,2020,11
ltu,2021,11
lux,1998,11
lux,1999,11
lux,2000,11
lux,2001,11
lux,2002,11
lux,2003,11
lux,2004,11
lux,2005,11
lux,2006,11
lux,2007,11
lux,2008,11
lux,2009,12
lux,2010,12
lux,2011,12
lux,2012,12
lux,2013,12
lux,2014,12
lux,2015,12
lux,2016,12
lux,2017,12
lux,2018,12
lux,2019,12
lux,2020,12
lux,2021,12
lva,1998,11
lva,1999,11
lva,2000,11
lva,2001,11
lva,2002,11
lva,2003,11
lva,2004,11
lva,2005,11
lva,2006,11
lva,2007,11
lva,2008,11
lva,2009,11
lva,2010,11
lva,2011,11
lva,2012,11
lva,2013,11
lva,2014,11
lva,2015,11
lva,2016,11
lva,2017,11
lva,2018,11
lva,2019,11
lva,2020,11
lva,2021,11
mac,1998,10
mac,1999,10
mac,2000,10
mac,2001,10
mac,2002,10
mac,2003,10
mac,2004,10
mac,2005,10
mac,2006,10
mac,2007,10
mac,2008,10
mac,2009,10
mac,2010,10
mac,2011,10
mac,2012,10
mac,2013,10
mac,2014,10
mac,2015,10
mac,2016,10
mac,2017,10
mac,2018,10
mac,2019,10
mac,2020,10
mar,1998,6
mar,1999,6
mar,2000,9
mar,2001,9
mar,2002,9
mar,2003,9
mar,2004,9
mar,2005,9
mar,2006,9
mar,2007,9
mar,2008,9
mar,2009,9
mar,2010,9
mar,2011,9
mar,2012,9
mar,2013,9
mar,2014,9
mar,2015,9
mar,2016,9
mar,2017,9
mar,2018,9
mar,2019,9
mar,2020,9
mco,2007,11
mco,2008,11
mco,2009,11
mco,2010,11
mco,2011,11
mco,2012,11
mco,2013,11
mco,2014,11
mco,2015,11
mco,2016,11
mco,2017,11
mco,2018,11
mco,2019,11
mco,2020,11
mco,2021,11
mda,1998,9
mda,1999,9
mda,2000,9
mda,2001,9
mda,2002,9
mda,2003,9
mda,2004,9
mda,2005,9
mda,2006,9
mda,2007,9
mda,2008,9
mda,2009,9
mda,2010,9
mda,2011,9
mda,2012,9
mda,2013,9
mda,2014,9
mda,2015,9
mda,2016,9
mda,2017,12
mda,2018,12
mda,2019,12
mda,2020,12
mdg,1998,5
mdg,1999,5
mdg,2000,5
mdg,2001,5
mdg,2002,5
mdg,2003,5
mdg,2004,5
mdg,2005,5
mdg,2006,5
mdg,2007,5
mdg,2008,5
mdg,2009,5
mdg,2010,5
mdg,2011,5
mdg,2012,5
mdg,2013,5
mdg,2014,5
mdg,2015,5
mdg,2016,5
mdg,2017,5
mdg,2018,5
mdg,2019,5
mdg,2020,5
mdv,1998,7
mdv,1999,7
mdv,2000,7
mdv,2001,7
mdv,2002,7
mdv,2003,7
mdv,2004,7
mdv,2005,7
mdv,2006,7
mdv,2007,7
mdv,2008,7
mdv,2009,7
mdv,2010,7
mdv,2011,7
mdv,2012,7
mdv,2013,7
mdv,2014,7
mdv,2015,7
mdv,2016,7
mdv,2017,7
mdv,2018,7
mdv,2019,7
mdv,2020,7
mex,1998,9
mex,1999,9
mex,2000,9
mex,2001,11
mex,2002,11
mex,2003,11
mex,2004,11
mex,2005,11
mex,2006,11
mex,2007,11
mex,2008,11
mex,2009,11
mex,2010,11
mex,2011,11
mex,2012,14
mex,2013,14
mex,2014,14
mex,2015,14
mex,2016,14
mex,2017,14
mex,2018,14
mex,2019,14
mex,2020,14
mhl,1998,9
mhl,1999,9
mhl,2000,9
mhl,2001,9
mhl,2002,9
mhl,2003,9
mhl,2004,9
mhl,2005,9
mhl,2006,9
mhl,2007,9
mhl,2008,9
mhl,2009,9
mhl,2010,9
mhl,2011,9
mhl,2012,9
mhl,2013,9
mhl,2014,9
mhl,2015,13
mhl,2016,13
mhl,2017,13
mhl,2018,13
mhl,2019,13
mhl,2020,13
mkd,2004,9
mkd,2005,9
mkd,2006,9
mkd,2007,9
mkd,2008,9
mkd,2009,9
mkd,2010,13
mkd,2011,13
mkd,2012,13
mkd,2013,13
mkd,2014,13
mkd,2015,13
mkd,2016,13
mkd,2017,13
mkd,2018,13
mkd,2019,13
mkd,2020,13
mli,1998,9
mli,1999,9
mli,2000,9
mli,2001,9
mli,2002,9
mli,2003,9
mli,2004,9
mli,2005,9
mli,2006,9
mli,2007,9
mli,2008,9
mli,2009,9
mli,2010,9
mli,2011,9
mli,2012,9
mli,2013,9
mli,2014,9
mli,2015,9
mli,2016,9
mli,2017,9
mli,2018,9
mli,2019,9
mli,2020,9
mlt,1998,11
mlt,1999,11
mlt,2000,11
mlt,2001,11
mlt,2002,11
mlt,2003,11
mlt,2004,11
mlt,2005,11
mlt,2006,11
mlt,2007,11
mlt,2008,11
mlt,2009,11
mlt,2010,11
mlt,2011,11
mlt,2012,11
mlt,2013,11
mlt,2014,11
mlt,2015,11
mlt,2016,11
mlt,2017,11
mlt,2018,11
mlt,2019,11
mlt,2020,11
mlt,2021,11
mmr,1998,5
mmr,1999,5
mmr,2000,5
mmr,2001,5
mmr,2002,5
mmr,2003,5
mmr,2004,5
mmr,2005,5
mmr,2006,5
mmr,2007,5
mmr,2008,5
mmr,2009,5
mmr,2010,5
mmr,2011,5
mmr,2012,5
mmr,2013,5
mmr,2014,5
mmr,2015,5
mmr,2016,5
mmr,2017,5
mmr,2018,5
mmr,2019,5
mmr,2020,5
mne,2001,9
mne,2002,9
mne,2003,9
mne,2004,9
mne,2005,9
mne,2006,9
mne,2007,9
mne,2008,9
mne,2009,9
mne,2010,9
mne,2011,9
mne,2012,9
mne,2013,9
mne,2014,9
mne,2015,9
mne,2016,9
mne,2017,9
mne,2018,9
mne,2019,9
mne,2020,9
mng,1998,8
mng,1999,8
mng,2000,8
mng,2001,8
mng,2002,9
mng,2003,9
mng,2004,9
mng,2005,9
mng,2006,12
mng,2007,12
mng,2008,12
mng,2009,12
mng,2010,12
mng,2011,12
mng,2012,12
mng,2013,12
mng,2014,12
mng,2015,12
mng,2016,12
mng,2017,12
mng,2018,12
mng,2019,12
mng,2020,12
mng,2021,12
mrt,2001,9
mrt,2002,9
mrt,2003,9
mrt,2004,9
mrt,2005,9
mrt,2006,9
mrt,2007,9
mrt,2008,9
mrt,2009,9
mrt,2010,9
mrt,2011,9
mrt,2012,9
mrt,2013,9
mrt,2014,9
mrt,2015,9
mrt,2016,9
mrt,2017,9
mrt,2018,9
mrt,2019,9
mrt,2020,9
mus,1998,6
mus,1999,6
mus,2000,6
mus,2001,6
mus,2002,6
mus,2003,6
mus,2004,11
mus,2005,11
mus,2006,11
mus,2007,11
mus,2008,11
mus,2009,11
mus,2010,11
mus,2011,11
mus,2012,11
mus,2013,11
mus,2014,11
mus,2015,11
mus,2016,11
mus,2017,11
mus,2018,11
mus,2019,11
mus,2020,11
mwi,1998,8
mwi,1999,8
mwi,2000,8
mwi,2001,8
mwi,2002,8
mwi,2003,8
mwi,2004,8
mwi,2005,8
mwi,2006,8
mwi,2007,8
mwi,2008,8
mwi,2009,8
mwi,2010,8
mwi,2011,8
mwi,2012,8
mwi,2013,8
mwi,2014,8
mwi,2015,8
mwi,2016,8
mwi,2017,8
mwi,2018,8
mwi,2019,8
mwi,2020,8
mys,2003,6
mys,2004,6
mys,2005,6
mys,2006,6
mys,2007,6
mys,2008,6
mys,2009,6
mys,2010,6
mys,2011,6
mys,2012,6
mys,2013,6
mys,2014,6
mys,2015,6
mys,2016,6
mys,2017,6
mys,2018,6
mys,2019,6
mys,2020,6
nam,1998,7
nam,1999,7
nam,2000,7
nam,2001,7
nam,2002,7
nam,2003,7
nam,2004,7
nam,2005,7
nam,2006,7
nam,2007,7
nam,2008,7
nam,2009,7
nam,2010,7
nam,2011,7
nam,2012,7
nam,2013,7
nam,2014,7
nam,2015,7
nam,2016,7
nam,2017,7
nam,2018,7
nam,2019,7
nam,2020,7
ncl,1998,0
ncl,1999,0
ncl,2018,0
ncl,2019,0
ncl,2020,0
nga,2004,9
nga,2005,9
nga,2006,9
nga,2007,9
nga,2008,9
nga,2009,9
nga,2010,9
nga,2011,9
nga,2012,9
nga,2013,9
nga,2014,9
nga,2015,9
nga,2016,9
nga,2017,9
nga,2018,9
nga,2019,9
nga,2020,9
nic,1998,6
nic,1999,6
nic,2000,6
nic,2001,6
nic,2002,6
nic,2003,6
nic,2004,6
nic,2005,6
nic,2006,7
nic,2007,7
nic,2008,7
nic,2009,7
nic,2010,7
nic,2011,7
nic,2012,7
nic,2013,7
nic,2014,7
nic,2015,7
nic,2016,7
nic,2017,7
nic,2018,7
nic,2019,7
nic,2020,7
nld,1997,13
nld,1998,13
nld,1999,13
nld,2000,13
nld,2001,13
nld,2002,13
nld,2003,13
nld,2004,13
nld,2005,13
nld,2006,13
nld,2007,13
nld,2008,13
nld,2009,13
nld,2010,13
nld,2011,13
nld,2012,13
nld,2013,13
nld,2014,13
nld,2015,13
nld,2016,13
nld,2017,13
nld,2018,13
nld,2019,13
nld,2020,13
nld,2021,13
nld_curacao,1998,9
nld_curacao,1999,9
nld_curacao,2000,9
nld_curacao,2001,9
nld_curacao,2002,9
nld_curacao,2003,9
nld_curacao,2004,9
nld_curacao,2005,9
nld_curacao,2006,9
nld_curacao,2007,14
nld_curacao,2008,14
nld_curacao,2009,14
nld_curacao,2010,14
nld_curacao,2011,14
nld_curacao,2012,14
nld_curacao,2013,14
nld_curacao,2014,14
nld_curacao,2015,14
nld_curacao,2016,14
nld_curacao,2017,14
nld_curacao,2018,14
nld_curacao,2019,14
nld_curacao,2020,14
nor,1998,10
nor,1999,10
nor,2000,10
nor,2001,10
nor,2002,10
nor,2003,10
nor,2004,10
nor,2005,10
nor,2006,10
nor,2007,10
nor,2008,10
nor,2009,10
nor,2010,10
nor,2011,10
nor,2012,10
nor,2013,10
nor,2014,10
nor,2015,10
nor,2016,10
nor,2017,10
nor,2018,10
nor,2019,10
nor,2020,10
nor,2021,10
npl,2015,9
npl,2016,9
npl,2017,9
npl,2018,9
npl,2019,9
npl,2020,9
nru,1998,10
nru,1999,10
nru,2000,10
nru,2001,10
nru,2002,10
nru,2003,10
nru,2004,10
nru,2005,10
nru,2006,10
nru,2007,10
nru,2008,10
nru,2009,10
nru,2010,10
nru,2011,14
nru,2012,14
nru,2013,14
nru,2014,14
nru,2015,14
nru,2016,14
nru,2017,14
nru,2018,14
nru,2019,14
nru,2020,14
nzl,1998,10
nzl,1999,10
nzl,2000,10
nzl,2001,10
nzl,2002,10
nzl,2003,10
nzl,2004,10
nzl,2005,10
nzl,2006,10
nzl,2007,10
nzl,2008,10
nzl,2009,10
nzl,2010,10
nzl,2011,10
nzl,2012,10
nzl,2013,10
nzl,2014,10
nzl,2015,10
nzl,2016,10
nzl,2017,10
nzl,2018,10
nzl,2019,10
nzl,2020,10
nzl,2021,10
omn,2015,10
omn,2016,10
omn,2017,10
omn,2018,10
omn,2019,10
omn,2020,10
pak,1998,12
pak,1999,12
pak,2000,12
pak,2001,12
pak,2002,12
pak,2003,12
pak,2004,12
pak,2005,12
pak,2006,12
pak,2007,12
pak,2008,12
pak,2009,12
pak,2010,12
pak,2011,12
pak,2012,12
pak,2013,12
pak,2014,12
pak,2015,12
pak,2016,12
pak,2017,12
pak,2018,12
pak,2019,12
pak,2020,12
pan,1998,11
pan,1999,11
pan,2000,11
pan,2001,11
pan,2002,11
pan,2003,11
pan,2004,11
pan,2005,11
pan,2006,11
pan,2007,11
pan,2008,11
pan,2009,11
pan,2010,11
pan,2011,11
pan,2012,11
pan,2013,11
pan,2014,11
pan,2015,11
pan,2016,11
pan,2017,11
pan,2018,11
pan,2019,11
pan,2020,11
per,1998,12
per,1999,12
per,2000,12
per,2001,12
per,2002,12
per,2003,12
per,2004,12
per,2005,12
per,2006,12
per,2007,12
per,2008,12
per,2009,12
per,2010,12
per,2011,12
per,2012,14
per,2013,14
per,2014,14
per,2015,14
per,2016,14
per,2017,14
per,2018,14
per,2019,14
per,2020,14
phl,1998,10
phl,1999,10
phl,2000,10
phl,2001,10
phl,2002,10
phl,2003,10
phl,2004,10
phl,2005,10
phl,2006,10
phl,2007,10
phl,2008,10
phl,2009,10
phl,2010,10
phl,2011,10
phl,2012,11
phl,2013,11
phl,2014,11
phl,2015,11
phl,2016,11
phl,2017,11
phl,2018,13
phl,2019,13
phl,2020,13
plw,2001,12
plw,2002,12
plw,2003,12
plw,2004,12
plw,2005,12
plw,2006,12
plw,2007,12
plw,2008,12
plw,2009,12
plw,2010,12
plw,2011,12
plw,2012,12
plw,2013,12
plw,2014,12
plw,2015,12
plw,2016,12
plw,2017,12
plw,2018,12
plw,2019,12
plw,2020,12
pol,2000,9
pol,2001,9
pol,2002,9
pol,2003,9
pol,2004,9
pol,2005,10
pol,2006,10
pol,2007,10
pol,2008,10
pol,2009,10
pol,2010,10
pol,2011,10
pol,2012,10
pol,2013,10
pol,2014,10
pol,2015,10
pol,2016,10
pol,2017,10
pol,2018,10
pol,2019,10
pol,2020,10
pol,2021,10
pri,1997,14
pri,1998,13
pri,1999,13
pri,2000,13
pri,2001,16
pri,2002,16
pri,2003,16
pri,2004,16
pri,2005,16
pri,2006,16
pri,2007,16
pri,2008,16
pri,2009,13
pri,2010,13
pri,2011,13
pri,2012,13
pri,2013,13
pri,2014,13
pri,2015,13
pri,2016,13
pri,2017,13
pri,2018,13
pri,2019,13
pri,2020,13
prk,1975,11
prk,1976,11
prk,1977,11
prk,1978,11
prk,1979,11
prk,1980,11
prk,1981,11
prk,1982,11
prk,1983,11
prk,1984,11
prk,1985,11
prk,1986,11
prk,1987,11
prk,1988,11
prk,1989,11
prk,1990,11
prk,1991,11
prk,1992,11
prk,1993,11
prk,1994,11
prk,1995,11
prk,1996,11
prk,1997,11
prk,1998,11
prk,1999,11
prk,2000,11
prk,2001,11
prk,2002,11
prk,2003,11
prk,2004,11
prk,2005,11
prk,2006,11
prk,2007,11
prk,2008,11
prk,2009,11
prk,2010,11
prk,2011,11
prk,2012,11
prk,2013,11
prk,2014,12
prk,2015,12
prk,2016,12
prk,2017,12
prk,2018,12
prk,2019,12
prk,2020,12
prt,1998,9
prt,1999,9
prt,2000,9
prt,2001,9
prt,2002,9
prt,2003,9
prt,2004,9
prt,2005,9
prt,2006,9
prt,2007,9
prt,2008,9
prt,2009,12
prt,2010,12
prt,2011,12
prt,2012,12
prt,2013,12
prt,2014,12
prt,2015,12
prt,2016,12
prt,2017,12
prt,2018,12
prt,2019,12
prt,2020,12
prt,2021,12
pry,1998,9
pry,1999,9
pry,2000,9
pry,2001,9
pry,2002,9
pry,2003,9
pry,2004,9
pry,2005,9
pry,2006,9
pry,2007,9
pry,2008,9
pry,2009,9
pry,2010,9
pry,2011,13
pry,2012,13
pry,2013,13
pry,2014,13
pry,2015,13
pry,2016,13
pry,2017,13
pry,2018,13
pry,2019,13
pry,2020,13
pse,1998,10
pse,1999,10
pse,2000,10
pse,2001,10
pse,2002,10
pse,2003,10
pse,2004,10
pse,2005,10
pse,2006,10
pse,2007,10
pse,2008,10
pse,2009,10
pse,2010,10
pse,2011,10
pse,2012,10
pse,2013,10
pse,2014,10
pse,2015,10
pse,2016,10
pse,2017,10
pse,2018,10
pse,2019,10
pse,2020,10
qat,2001,9
qat,2002,9
qat,2003,9
qat,2004,9
qat,2005,9
qat,2006,9
qat,2007,9
qat,2008,9
qat,2009,9
qat,2010,9
qat,2011,9
qat,2012,9
qat,2013,9
qat,2014,9
qat,2015,9
qat,2016,9
qat,2017,9
qat,2018,9
qat,2019,9
qat,2020,9
rou,1999,8
rou,2000,8
rou,2001,8
rou,2002,8
rou,2003,10
rou,2004,10
rou,2005,10
rou,2006,10
rou,2007,10
rou,2008,10
rou,2009,10
rou,2010,10
rou,2011,10
rou,2012,10
rou,2013,10
rou,2014,10
rou,2015,10
rou,2016,10
rou,2017,10
rou,2018,10
rou,2019,10
rou,2020,10
rus,1998,8
rus,1999,8
rus,2000,8
rus,2001,8
rus,2002,8
rus,2003,8
rus,2004,9
rus,2005,9
rus,2006,9
rus,2007,9
rus,2008,9
rus,2009,9
rus,2010,9
rus,2011,9
rus,2012,9
rus,2013,11
rus,2014,11
rus,2015,11
rus,2016,11
rus,2017,11
rus,2018,11
rus,2019,11
rus,2020,11
rus,2021,11
rwa,1998,6
rwa,1999,6
rwa,2000,6
rwa,2001,6
rwa,2002,6
rwa,2003,6
rwa,2004,6
rwa,2005,6
rwa,2006,6
rwa,2007,6
rwa,2008,6
rwa,2009,6
rwa,2010,6
rwa,2011,6
rwa,2012,6
rwa,2013,6
rwa,2014,6
rwa,2015,6
rwa,2016,6
rwa,2017,6
rwa,2018,6
rwa,2019,6
rwa,2020,6
sau,2004,9
sau,2005,9
sau,2006,9
sau,2007,9
sau,2008,9
sau,2009,9
sau,2010,9
sau,2011,9
sau,2012,9
sau,2013,9
sau,2014,9
sau,2015,9
sau,2016,9
sau,2017,9
sau,2018,9
sau,2019,9
sau,2020,9
sdn,2005,6
sdn,2006,6
sdn,2007,6
sdn,2008,6
sdn,2009,6
sdn,2010,8
sdn,2011,8
sdn,2012,8
sdn,2013,8
sdn,2014,8
sdn,2015,8
sdn,2016,8
sdn,2017,8
sdn,2018,8
sdn,2019,8
sdn,2020,8
sen,1998,6
sen,1999,6
sen,2000,6
sen,2001,6
sen,2002,6
sen,2003,6
sen,2004,11
sen,2005,11
sen,2006,11
sen,2007,11
sen,2008,11
sen,2009,11
sen,2010,11
sen,2011,11
sen,2012,11
sen,2013,11
sen,2014,11
sen,2015,11
sen,2016,11
sen,2017,11
sen,2018,11
sen,2019,11
sen,2020,11
sgp,2000,6
sgp,2001,6
sgp,2002,6
sgp,2003,6
sgp,2004,6
sgp,2005,6
sgp,2006,6
