geo,time,se_sec_priv_zs
ken,2008,11.70027
ken,2009,12.65125
kgz,1999,0.23604
kgz,2000,0.22124
kgz,2001,0.38021
kgz,2002,0.25819
kgz,2003,0.22942
kgz,2004,0.45645
kgz,2005,0.69994
kgz,2006,1.04038
kgz,2007,1.3562
kgz,2014,2.97364
kgz,2015,2.97246
kgz,2016,2.83581
kgz,2017,2.7205
kgz,2018,2.85204
kgz,2019,3.00627
kgz,2020,3.2553
khm,1999,0
khm,2000,0.5382
khm,2002,0.37508
khm,2003,0.31685
khm,2006,1.22839
khm,2007,1.97207
kna,2002,3.75
kna,2003,3.29429
kna,2004,3.89444
kna,2005,3.40188
kna,2007,3.78151
kna,2008,3.8444
kna,2009,3.4192
kna,2010,4.08447
kna,2011,4.46823
kna,2012,5.20011
kna,2013,11.74875
kna,2014,4.32494
kna,2015,4.88652
kna,2016,5.60479
kor,1998,41.44557
kor,1999,40.82295
kor,2000,39.60417
kor,2001,38.42321
kor,2002,36.99252
kor,2003,35.85363
kor,2004,34.33548
kor,2005,33.28642
kor,2006,32.36088
kor,2007,32.23275
kor,2008,31.94433
kor,2009,31.9087
kor,2010,31.66861
kor,2011,31.5479
kor,2012,31.3942
kor,2013,31.13515
kor,2014,31.04455
kor,2015,31.22897
kor,2016,31.46969
kor,2017,31.26802
kor,2018,30.75199
kor,2019,30.21483
kwt,1999,26.90403
kwt,2000,27.45326
kwt,2001,27.26568
kwt,2003,27.0803
kwt,2004,27.6148
kwt,2006,29.26611
kwt,2007,29.3727
kwt,2008,29.47707
kwt,2009,30.75997
kwt,2010,31.51574
kwt,2012,33.85643
kwt,2013,35.06485
kwt,2014,36.37138
kwt,2015,34.97601
lao,1999,0.68133
lao,2000,0.86853
lao,2001,0.82978
lao,2002,0.84521
lao,2003,0.83965
lao,2004,1.11439
lao,2005,1.57367
lao,2006,1.36324
lao,2007,1.54742
lao,2008,1.91743
lao,2009,2.2004
lao,2010,2.69049
lao,2011,2.89053
lao,2012,3.14115
lao,2013,3.31178
lao,2014,3.03139
lao,2015,2.78243
lao,2016,2.76741
lao,2017,2.81433
lao,2019,3.29068
lao,2020,3.61865
lbn,1999,57.03413
lbn,2000,55.35177
lbn,2001,52.97237
lbn,2002,52.96088
lbn,2003,53.00913
lbn,2004,53.87005
lbn,2005,55.38305
lbn,2006,56.41944
lbn,2007,55.63408
lbn,2008,57.95267
lbn,2009,58.6693
lbn,2010,59.56981
lbn,2011,61.25673
lbn,2012,60.6323
lbn,2013,60.37154
lbn,2014,59.67723
lbn,2015,62.20324
lbn,2016,61.18336
lbn,2017,60.26118
lbn,2018,59.0971
lbn,2019,58.11743
lbn,2020,56.69915
lbr,1999,37.15292
lbr,2014,59.98062
lbr,2015,58.36831
lby,2002,2.78956
lby,2003,2.7905
lby,2006,2.15939
lca,2003,4.8664
lca,2005,4.05972
lca,2006,3.67949
lca,2007,3.75017
lca,2008,3.04109
lca,2009,2.96292
lca,2010,2.82824
lca,2011,3.00487
lca,2012,3.26065
lca,2013,3.40804
lca,2014,3.57511
lca,2015,3.74574
lca,2016,3.70254
lca,2017,3.46239
lca,2018,3.09532
lca,2019,3.44041
lca,2020,4.05815
lie,2003,3.62519
lie,2004,3.81913
lie,2005,4.04201
lie,2006,3.82445
lie,2007,3.56579
lie,2008,4.07719
lie,2009,4.01018
lie,2010,4.06231
lie,2011,5.06367
lie,2012,4.852
lie,2014,3.07056
lie,2015,2.50821
lie,2016,3.02567
lie,2017,3.24074
lie,2018,3.79009
lie,2019,3.80602
lka,2010,6.44115
lka,2011,7.11504
lka,2012,7.32857
lka,2013,7.28877
lso,1998,11.07219
lso,1999,0
lso,2000,0
lso,2002,0.20667
lso,2004,1.47556
lso,2005,2.09004
lso,2010,0.94259
lso,2011,1.1641
lso,2012,0.85029
lso,2013,1.32515
lso,2015,2.55857
lso,2016,1.43811
ltu,1999,0.20764
ltu,2000,0.2168
ltu,2001,0.24408
ltu,2002,0.28453
ltu,2003,0.30606
ltu,2004,0.36123
ltu,2005,0.39202
ltu,2006,0.44165
ltu,2007,0.64891
ltu,2008,0.7274
ltu,2009,1.01229
ltu,2010,1.09622
ltu,2011,1.31452
ltu,2012,1.44773
ltu,2013,1.68584
ltu,2014,2.61043
ltu,2015,2.81756
ltu,2016,3.01112
ltu,2017,3.19815
ltu,2018,3.46062
ltu,2019,3.89124
lux,1999,17.50069
lux,2000,17.87792
lux,2001,17.78849
lux,2002,17.92115
lux,2003,18.25671
lux,2004,18.03851
lux,2005,18.43599
lux,2006,18.63331
lux,2007,18.11092
lux,2008,18.15802
lux,2010,17.71676
lux,2011,17.92853
lux,2012,18.12736
lux,2013,17.83769
lux,2014,18.03422
lux,2015,18.35329
lux,2016,18.44913
lux,2017,18.49993
lux,2018,18.80449
lux,2019,19.40216
lva,1999,0.7667
lva,2001,1.00477
lva,2002,1.10951
lva,2003,1.11203
lva,2004,1.17713
lva,2005,1.25538
lva,2006,1.26068
lva,2007,1.33081
lva,2008,1.34898
lva,2009,1.40976
lva,2010,1.39101
lva,2011,1.45184
lva,2012,1.15142
lva,2013,1.88275
lva,2014,2.45435
lva,2015,2.56791
lva,2016,3.15615
lva,2017,3.43388
lva,2018,3.75023
lva,2019,4.4255
mac,1999,93.55284
mac,2000,93.36104
mac,2001,93.3056
mac,2002,92.77911
mac,2003,93.78503
mac,2004,94.08287
mac,2005,94.26932
mac,2006,95.19108
mac,2007,95.15305
mac,2008,95.5247
mac,2009,95.38242
mac,2010,95.35608
mac,2011,95.34709
mac,2012,95.51587
mac,2013,95.54258
mac,2014,95.74156
mac,2015,95.95187
mac,2016,95.91929
mac,2017,96.06159
mac,2018,95.98617
mac,2019,96.25317
mac,2020,96.42749
mar,1999,4.82326
mar,2000,4.97534
mar,2001,5.00131
mar,2003,4.62454
mar,2004,4.75216
mar,2017,9.94039
mar,2018,10.3297
mar,2019,10.72189
mar,2020,11.43346
mco,1999,23.41311
mco,2000,23.96722
mco,2001,24.67183
mco,2004,22.74204
mco,2008,22.32172
mco,2009,21.34571
mco,2010,21.74058
mco,2011,22.28758
mco,2012,23.37963
mco,2013,23.60289
mco,2014,23.20908
mco,2015,29.90598
mco,2016,31.63603
mco,2017,32.07823
mco,2018,32.07823
mco,2019,32.5816
mco,2020,32.69458
mco,2021,33.06948
mda,2002,1.36888
mda,2003,1.33905
mda,2004,1.49687
mda,2005,1.36437
mda,2006,1.21376
mda,2007,1.11469
mda,2008,1.12154
mda,2009,1.24993
mda,2010,1.26943
mda,2011,1.25915
mda,2012,1.25016
mda,2013,1.32982
mda,2014,1.39356
mda,2015,1.54291
mda,2016,1.65095
mda,2017,1.68659
mda,2018,1.77478
mda,2019,2.02679
mda,2020,2.2601
mdg,2006,42.41071
mdg,2007,40.85066
mdg,2008,40.51193
mdg,2009,40.29619
mdg,2011,35.99517
mdg,2012,36.26136
mdg,2014,40.15028
mdg,2015,41.0383
mdg,2016,40.89702
mdg,2017,42.42016
mdg,2018,42.74523
mdg,2019,43.09845
mdv,1999,20.45637
mdv,2000,17.47626
mdv,2001,12.94347
mdv,2002,10.88902
mdv,2003,9.41563
mdv,2004,10.5963
mdv,2018,4.77048
mdv,2019,5.1895
mex,1999,15.10843
mex,2000,15.96107
mex,2001,16.34583
mex,2002,16.03613
mex,2003,15.53407
mex,2004,15.45906
mex,2005,14.96762
mex,2006,14.96758
mex,2007,15.15537
mex,2008,15.49456
mex,2009,13.75321
mex,2010,13.6451
mex,2011,13.34784
mex,2012,13.43162
mex,2013,13.06799
mex,2014,13.78999
mex,2015,13.17162
mex,2016,13.17664
mex,2017,13.14292
mex,2018,13.27434
mex,2019,12.74539
mhl,1999,35.21907
mhl,2002,34.3932
mhl,2009,20.94091
mhl,2016,18.03636
mhl,2019,20.78418
mhl,2020,20.86759
mkd,1998,0
mkd,2002,0.45057
mkd,2003,0.50721
mkd,2004,0.49638
mkd,2005,0.60139
mkd,2007,0.62775
mkd,2008,0.49693
mkd,2009,0.58474
mkd,2010,1.08279
mkd,2012,1.0642
mkd,2013,0.94438
mkd,2014,0.96292
mkd,2015,1.29434
mkd,2017,0
mkd,2018,1.51012
mli,2003,24.75723
mli,2004,22.90393
mli,2005,25.54501
mli,2006,26.17627
mli,2007,28.25012
mli,2008,31.07308
mli,2009,32.31794
mli,2010,32.05299
mli,2011,31.2598
mli,2013,39.4567
mli,2015,39.43694
mli,2016,39.16767
mli,2018,43.76685
mlt,1998,25.5535
mlt,1999,26.2769
mlt,2000,26.57593
mlt,2001,27.37154
mlt,2002,28.03841
mlt,2003,28.37904
mlt,2004,28.1745
mlt,2005,26.71385
mlt,2006,28.0866
mlt,2007,27.73838
mlt,2008,28.30518
mlt,2010,28.94546
mlt,2011,33.04062
mlt,2012,34.3994
mlt,2013,34.87366
mlt,2014,36.50347
mlt,2015,37.24604
mlt,2016,37.97957
mlt,2017,35.38687
mlt,2018,35.80922
mlt,2019,36.81387
mmr,2014,1.2679
mmr,2016,4.41515
mmr,2017,4.9439
mmr,2018,5.58047
mne,2009,0.18786
mne,2010,0.19248
mne,2012,0.20631
mne,2015,0.13388
mne,2016,0.13666
mne,2017,0.18584
mne,2018,0.32583
mne,2019,0.38491
mne,2020,0.49893
mng,1999,0.12766
mng,2000,0.29135
mng,2001,1.35094
mng,2002,1.64452
mng,2003,2.21758
mng,2004,2.8521
mng,2005,3.65749
mng,2009,6.78568
mng,2010,7.20479
mng,2019,9.47157
moz,2005,14.69545
moz,2006,13.55901
moz,2007,12.99153
moz,2008,11.39428
moz,2009,11.91948
moz,2010,11.89876
moz,2011,12.72796
moz,2012,12.51733
moz,2013,9.55587
moz,2014,9.47655
moz,2015,10.59611
moz,2017,13.32907
mrt,1999,0
mrt,2002,8.83399
mrt,2003,9.4068
mrt,2004,10.1174
mrt,2005,12.63848
mrt,2006,16.77582
mrt,2008,22.62557
mrt,2009,23.07613
mrt,2010,27.1791
mrt,2011,25.73922
mrt,2012,25.07342
mrt,2013,25.48799
mrt,2014,28.96607
mrt,2015,29.35967
mrt,2016,26.56563
mrt,2018,24.56467
mrt,2019,25.9596
mus,1998,73.92752
mus,1999,73.52167
mus,2000,67.66826
mus,2001,68.36229
mus,2002,73.25126
mus,2006,63.07388
mus,2007,61.20356
mus,2008,59.21381
mus,2009,58.06652
mus,2010,57.23138
mus,2011,56.83409
mus,2012,56.84416
mus,2013,57.8817
mus,2014,59.59579
mus,2015,58.21732
mus,2016,58.90914
mus,2017,57.05756
mus,2018,56.58694
mus,2019,57.96485
mwi,2006,12.45873
mwi,2012,5.91923
mwi,2013,6.53907
mwi,2014,7.77921
mwi,2015,9.41525
mwi,2016,8.83606
mwi,2018,10.23195
mys,1998,6.49076
mys,1999,7.54673
mys,2000,5.80731
mys,2001,6.5548
mys,2002,3.47586
mys,2003,5.27399
mys,2004,5.323
mys,2005,3.20539
mys,2006,4.09747
mys,2007,3.83848
mys,2008,4.00993
mys,2009,3.09591
mys,2010,4.48711
mys,2011,4.67849
mys,2012,7.6878
mys,2013,8.4519
mys,2014,11.13367
mys,2015,11.25279
mys,2016,9.65034
mys,2017,9.60614
mys,2018,8.94723
mys,2019,9.31979
nam,1998,4.53051
nam,1999,4.41743
nam,2000,4.25134
nam,2001,3.94724
nam,2002,4.43016
nam,2004,6.10788
nam,2005,4.69805
nam,2006,4.85952
nam,2007,4.92154
ner,1999,16.40094
ner,2002,15.85872
ner,2003,14.91315
ner,2004,11.54961
ner,2005,10.8775
ner,2006,10.38896
ner,2007,14.78484
ner,2009,20.00585
ner,2012,19.39348
ner,2013,19.06048
ner,2014,18.61321
ner,2015,18.36483
ner,2016,15.78672
ner,2017,14.81587
nga,2006,11.84669
nga,2007,13.67924
nga,2008,12.90229
nga,2009,19.97813
nga,2010,21.53159
nga,2011,24.1818
nga,2012,18.69932
nga,2013,18.71513
nga,2014,22.64641
nga,2015,22.27214
nga,2016,19.03315
nga,2018,22.80181
nic,1999,32.06353
nic,2000,30.49818
nic,2001,34.53823
nic,2002,29.12487
nic,2004,28.26623
nic,2005,27.22306
nic,2006,26.15168
nic,2007,23.7399
nic,2008,23.28223
nic,2010,21.83357
nld,2011,3.32049
nld,2012,3.43264
nld,2015,5.91405
nld,2016,5.38288
nld,2017,7.17702
nld,2018,6.53488
nld,2019,6.5036
nld_curacao,2013,69.44469
nld_curacao,2020,0
nor,1998,6.40026
nor,1999,6.72201
nor,2000,7.07046
nor,2001,7.15624
nor,2002,6.81179
nor,2003,6.41284
nor,2004,6.59438
nor,2005,6.61719
nor,2008,6.70329
nor,2009,6.63874
nor,2010,7.89846
nor,2011,8.16549
nor,2012,6.90377
nor,2013,7.72003
nor,2014,7.07388
nor,2015,7.02246
nor,2016,7.21073
nor,2017,7.27445
nor,2018,7.2143
nor,2019,7.29497
npl,2001,15.90953
npl,2002,16.59273
nru,2002,19.02269
nzl,1998,9.03696
nzl,1999,9.74591
nzl,2000,10.15946
nzl,2001,11.25911
nzl,2002,10.09692
nzl,2003,9.99214
nzl,2004,19.75435
nzl,2005,21.65629
nzl,2006,21.16226
nzl,2007,20.33326
nzl,2008,20.46552
nzl,2009,22.92308
nzl,2010,19.48535
nzl,2011,10.92371
nzl,2012,10.20408
nzl,2013,9.94873
nzl,2014,10.04743
nzl,2015,9.71171
nzl,2016,9.21324
nzl,2017,9.08156
nzl,2018,9.13778
nzl,2019,14.9521
omn,1999,0.8536
omn,2000,0.9005
omn,2001,0.90257
omn,2002,0.91337
omn,2003,0.96705
omn,2009,7.53847
omn,2011,6.97505
omn,2012,8.99066
omn,2013,10.14671
omn,2015,11.08853
omn,2016,11.42469
omn,2017,11.50962
omn,2018,13.06789
omn,2019,12.87674
omn,2020,12.68236
pak,2003,24.52093
pak,2004,25.77832
pak,2005,26.39674
pak,2006,32.41058
pak,2007,31.41084
pak,2008,31.35269
pak,2009,31.65394
pak,2010,31.31665
pak,2011,30.87807
pak,2012,31.11896
pak,2013,31.06556
pak,2014,34.71887
pak,2015,35.83028
pak,2016,35.41467
pak,2017,32.09049
pak,2018,32.47
pak,2019,33.55282
pan,1999,16.33498
pan,2000,15.69188
pan,2001,14.94324
pan,2002,14.50674
pan,2004,14.83694
pan,2005,15.14144
pan,2006,15.54989
pan,2007,15.74758
pan,2008,15.73249
pan,2009,18.0489
pan,2010,16.39293
pan,2011,16.21153
pan,2013,16.4718
pan,2014,16.1111
pan,2015,16.42763
pan,2016,16.13562
pan,2020,17.96505
per,1999,15.97443
per,2000,16.89048
per,2001,17.18188
per,2002,17.31051
per,2003,16.83819
per,2005,24.23302
per,2006,22.29955
per,2007,22.74328
per,2008,22.94156
per,2009,24.06757
per,2010,24.09922
per,2011,25.7331
per,2013,30.0136
per,2014,30.05006
per,2015,29.92608
per,2016,29.4577
per,2017,29.18178
per,2018,26.99436
per,2019,26.58929
per,2020,24.29312
phl,1998,27.9855
phl,1999,26.343
phl,2001,22.6652
phl,2002,21.51671
phl,2003,20.45408
phl,2004,19.72251
phl,2005,19.89833
phl,2006,20.39226
phl,2007,20.27639
phl,2008,20.47611
phl,2009,19.83605
phl,2014,19.36102
phl,2015,18.48934
phl,2016,18.0794
phl,2018,24.73032
phl,2019,24.33981
plw,1999,27.19339
plw,2000,29.14256
plw,2004,27.58469
plw,2007,28.22712
plw,2020,22.74989
png,1998,2.42319
png,2012,0.53916
png,2018,2.79739
pol,2001,5.00168
pol,2002,5.42282
pol,2003,5.62484
pol,2004,2.33827
pol,2005,2.45734
pol,2006,2.76788
pol,2007,3.09653
pol,2008,3.51946
pol,2009,3.87503
pol,2010,4.14794
pol,2011,4.34424
pol,2012,4.5773
pol,2013,11.46668
pol,2014,11.20283
pol,2015,11.07265
pol,2016,10.98339
pol,2017,11.21278
pol,2018,11.32688
pol,2019,11.27208
pri,2010,21.27798
pri,2011,25.25814
pri,2012,24.615
pri,2013,24.45206
pri,2014,24.75299
pri,2015,23.94323
pri,2016,27.20455
pri,2018,25.62179
prt,1999,11.8119
prt,2000,12.39652
prt,2001,13.58397
prt,2002,14.21565
prt,2003,14.66707
prt,2004,15.14808
prt,2005,15.03744
prt,2006,15.54036
prt,2007,15.67162
prt,2008,15.97887
prt,2009,15.93699
prt,2010,16.07547
prt,2011,16.32851
prt,2012,16.63822
prt,2013,16.80934
prt,2014,16.53902
prt,2015,16.641
prt,2016,17.57492
prt,2017,17.5513
prt,2018,17.32004
prt,2019,16.89239
pry,1998,29.26269
pry,1999,29.41342
pry,2000,27.60049
pry,2001,26.28837
pry,2002,25.64134
pry,2003,19.88389
pry,2004,20.09331
pry,2005,21.09089
pry,2006,20.42548
pry,2008,21.54087
pry,2009,21.62509
pry,2010,21.6221
pry,2011,21.59559
pry,2012,21.80212
pry,2016,21.00741
pry,2020,19.04625
pse,2010,24.83627
pse,2011,24.54257
pse,2012,25.45549
pse,2013,25.91098
pse,2014,26.70559
pse,2015,27.38608
pse,2016,27.95437
pse,2017,28.46155
pse,2018,28.62915
pse,2019,28.46321
pse,2020,28.72081
qat,1999,26.2212
qat,2001,28.82743
qat,2002,30.35765
qat,2003,31.69134
qat,2004,32.26697
qat,2005,32.17664
qat,2006,33.44107
qat,2007,34.22517
qat,2008,37.80038
qat,2009,38.44017
qat,2010,38.60339
qat,2011,39.62256
qat,2012,41.241
qat,2013,42.79169
qat,2014,43.96943
qat,2015,45.91438
qat,2016,47.68362
qat,2017,48.15027
qat,2018,49.18121
qat,2019,46.49524
qat,2020,46.9246
rou,1999,0.62741
rou,2000,0.50901
rou,2001,0.54002
rou,2002,0.59862
rou,2003,0.60434
rou,2004,0.64556
rou,2005,0.53119
rou,2006,0.71077
rou,2007,0.99817
rou,2008,1.21599
rou,2009,1.59623
rou,2010,1.8376
rou,2011,1.81874
rou,2012,1.62835
rou,2013,1.29724
rou,2014,1.20155
rou,2015,1.09856
rou,2016,1.06742
rou,2017,1.16231
rou,2018,1.26088
rou,2019,1.44273
rus,2003,0.41546
rus,2004,0.47963
rus,2005,0.50645
rus,2006,0.61925
rus,2007,0.6381
rus,2008,0.67378
rus,2009,0.71233
rus,2011,0.7632
rus,2012,0.8973
rus,2013,1.01496
rus,2014,1.18245
rus,2015,1.25409
rus,2016,1.26807
rus,2017,1.2898
rus,2018,1.30575
rus,2019,1.46033
rwa,1999,42.48756
rwa,2000,43.71779
rwa,2001,43.54115
rwa,2002,43.59428
rwa,2003,46.50773
rwa,2007,41.07452
rwa,2008,37.13529
rwa,2009,31.90512
rwa,2010,24.24604
rwa,2011,20.6004
rwa,2012,18.98405
rwa,2013,17.98623
rwa,2014,12.83376
rwa,2015,16.45557
rwa,2016,15.51971
rwa,2017,13.62992
rwa,2018,12.44734
rwa,2019,11.33473
sau,2005,8.39262
sau,2007,11.38544
sau,2015,12.70719
sau,2016,13.0359
sau,2017,12.39965
sau,2018,11.84377
sau,2019,11.46353
sau,2020,14.16537
sdn,2010,13.25369
sdn,2012,14.50071
sdn,2014,16.23933
sdn,2015,14.33213
sdn,2016,19.37261
sdn,2017,20.34699
sdn,2018,18.62546
sen,2000,26.2708
sen,2001,25.06923
sen,2002,24.07532
sen,2004,26.24717
sen,2005,23.47924
sen,2008,19.75619
sen,2010,20.97564
sen,2019,23.25976
sen,2020,23.76657
sgp,2007,5.88583
sgp,2008,5.96468
sgp,2009,6.36759
sgp,2016,4.2282
sgp,2017,4.9796
sgp,2018,5.16589
sgp,2019,5.3121
slb,2006,25.80755
slb,2007,26.92083
slb,2010,34.00997
slb,2011,30.97149
slb,2012,29.84638
sle,2001,1.85836
sle,2011,10.78978
sle,2012,8.49077
sle,2013,6.97137
sle,2015,7.65868
sle,2016,9.27708
sle,2017,10.0575
slv,1998,24.93668
slv,2000,23.02861
slv,2001,21.4259
slv,2003,20.15005
slv,2005,17.78608
slv,2006,17.98842
slv,2007,18.54326
slv,2008,17.96201
slv,2009,16.88434
slv,2010,16.13537
slv,2011,16.32473
slv,2012,16.62396
slv,2013,16.29385
slv,2014,18.00675
slv,2015,17.13235
slv,2016,17.23321
slv,2017,16.62634
slv,2018,16.60046
slv,2019,16.47507
srb,2005,0.10469
srb,2006,0.17533
srb,2007,0.21442
srb,2008,0.24094
srb,2009,0.52018
srb,2010,0.469
srb,2011,0.76934
srb,2012,0.49234
srb,2013,0.42589
srb,2014,0.41284
srb,2015,0.46852
srb,2016,0.53647
srb,2017,0.62816
srb,2018,0.76633
srb,2019,0.94826
srb,2020,1.1926
ssd,2015,40.19496
stp,1998,0
stp,2000,0
stp,2001,0
stp,2003,0
stp,2004,0
stp,2005,0
stp,2006,0
stp,2007,0
stp,2008,0
stp,2009,1.74789
stp,2010,0
stp,2011,2.64221
stp,2012,2.61006
stp,2013,3.81561
stp,2015,1.14813
stp,2016,1.30854
stp,2017,4.71884
sur,2001,22.10918
sur,2005,20.42429
sur,2006,19.82879
sur,2007,18.34021
sur,2008,18.65417
sur,2009,17.66587
sur,2010,0.78144
sur,2011,0.801
sur,2012,0.82763
sur,2013,0.83863
sur,2014,0.77823
sur,2015,0.90093
sur,2018,1.15738
svk,1998,5.16069
svk,1999,5.34115
svk,2000,5.50672
svk,2001,5.58763
svk,2002,5.79207
svk,2003,6.38178
svk,2004,6.39665
svk,2005,7.65612
svk,2006,8.19815
svk,2007,8.47824
svk,2008,8.8733
svk,2009,9.27793
svk,2010,9.62111
svk,2011,9.81426
svk,2012,10.15573
svk,2013,10.64489
svk,2014,10.83498
svk,2015,10.89857
svk,2016,11.15452
svk,2017,11.51649
svk,2018,11.885
svk,2019,12.03877
svn,1999,0.75216
svn,2000,0.88614
svn,2001,2.06721
svn,2002,2.34008
svn,2003,2.3563
svn,2004,1.11545
svn,2005,1.15555
svn,2006,1.19314
svn,2007,1.37834
svn,2008,1.43087
svn,2009,1.45698
svn,2010,1.4846
svn,2011,1.49191
svn,2012,1.52699
svn,2013,2.44912
svn,2014,2.14425
svn,2015,2.34001
svn,2016,4.19219
svn,2017,4.12385
svn,2018,4.03869
svn,2019,3.88961
swe,1999,1.83913
swe,2000,2.29321
swe,2001,2.94101
swe,2002,3.89639
swe,2004,8.33495
swe,2005,9.57982
swe,2006,10.7207
swe,2007,12.06997
swe,2008,13.84652
swe,2009,15.59297
swe,2010,17.47036
swe,2011,19.38773
swe,2012,20.96697
swe,2013,16.90281
swe,2014,16.29103
swe,2015,16.4246
swe,2016,16.795
swe,2017,17.83538
swe,2018,17.9242
swe,2019,18.93259
swz,2000,0
swz,2002,0
swz,2003,0
swz,2004,0
swz,2005,0
swz,2006,0
swz,2007,0
swz,2009,1.38045
swz,2010,1.96459
swz,2011,2.85304
swz,2012,2.26081
swz,2013,2.76265
swz,2014,2.37995
swz,2015,2.29864
swz,2016,2.02793
sxm,2012,92.72056
syc,1998,2.8155
syc,1999,3.01792
syc,2000,2.7657
syc,2001,3.32712
syc,2002,3.7056
syc,2003,3.8835
syc,2007,5.91953
syc,2010,6.73815
syc,2011,7.99944
syc,2012,7.51928
syc,2013,9.21822
syc,2014,9.83922
syc,2015,10.9413
syc,2016,11.88199
syc,2017,12.3336
syc,2018,12.89717
syc,2019,12.57338
syc,2020,13.07548
syr,1999,4.8911
syr,2000,4.87232
syr,2001,4.80052
syr,2002,4.54778
syr,2003,4.25416
syr,2004,4.04719
syr,2005,4.09612
syr,2006,3.99718
syr,2007,3.83617
syr,2008,3.93016
syr,2009,3.84576
syr,2010,3.87774
syr,2011,4.19134
syr,2012,3.9554
syr,2013,3.59591
tca,1999,8.61759
tca,2000,9.09091
tca,2003,12.75591
tca,2004,14.50216
tca,2005,17.71502
tca,2014,14.85367
tca,2018,22.49568
tcd,1999,14.01287
tcd,2000,14.91087
tcd,2002,17.08902
tcd,2006,23.06006
tcd,2010,14.82075
tcd,2011,15.19161
tcd,2012,16.25513
tcd,2015,15.37405
tcd,2016,15.49676
tcd,2017,24.80506
tcd,2018,22.89891
tcd,2019,26.28008
tgo,1999,17.71949
tgo,2005,29.19895
tgo,2006,31.32743
tgo,2011,23.27094
tgo,2017,27.0111
tha,2001,9.10325
tha,2002,11.32788
tha,2004,10.40923
tha,2005,13.39536
tha,2006,14.99918
tha,2007,17.9777
tha,2009,16.11204
tha,2010,15.65707
tha,2011,16.20939
tha,2012,16.3976
tha,2013,16.784
tha,2014,11.02262
tha,2015,10.48076
tha,2016,10.70042
tha,2017,10.63063
tha,2018,10.5596
tha,2019,11.47845
tha,2020,11.94914
tjk,2011,1.07101
tjk,2013,1.24885
tls,2008,21.79391
tls,2009,22.20117
tls,2010,25.78595
tls,2011,26.49014
tls,2012,25.08302
tls,2013,24.39364
tls,2014,23.33796
tls,2015,23.85821
tls,2016,24.32473
tls,2017,24.83804
tls,2018,24.57839
tls,2019,24.04058
ton,1999,72.83481
ton,2007,64.07407
ton,2008,63.73018
ton,2009,64.21368
ton,2010,64.22143
ton,2011,65.24808
ton,2013,68.49057
ton,2014,69.06624
ton,2015,69.29747
ton,2019,71.11068
ton,2020,67.42294
tun,1999,8.18367
tun,2000,7.60306
tun,2001,7.64285
tun,2002,3.98326
tun,2003,3.91045
tun,2004,3.89889
tun,2005,5.19174
tun,2006,4.70392
tun,2007,4.65795
tun,2008,4.54075
tun,2009,4.14794
tun,2010,4.83617
tun,2011,4.76621
tun,2013,6.39023
tun,2014,7.33851
tun,2015,7.46743
tun,2016,7.22096
tur,2012,3.27434
tur,2013,3.03863
tur,2014,3.4746
tur,2015,4.0896
tur,2016,6.81269
tur,2017,7.04331
tur,2018,7.81606
tur,2019,8.15612
tuv,2014,6.66112
tuv,2018,21.30395
tuv,2019,16.52968
tuv,2020,29.03226
tza,2014,18.82246
tza,2015,19.01562
tza,2016,18.75604
tza,2017,18.04669
tza,2020,12.17903
uga,2004,44.58291
ukr,1999,0.25195
ukr,2001,0.25094
ukr,2002,0.3172
ukr,2003,0.35885
ukr,2004,0.41518
ukr,2005,0.44496
ukr,2006,0.43172
ukr,2007,0.4172
ukr,2008,0.42201
ukr,2009,0.39498
ukr,2010,0.36927
ukr,2011,0.36829
ukr,2012,0.37605
ukr,2013,0.37758
ukr,2014,0.38251
ukr,2015,0.37915
ukr,2016,0.42285
ukr,2017,0.48553
ukr,2018,0.55342
ukr,2019,0.64695
ukr,2020,0.77808
ury,1998,12.70711
ury,2000,11.81343
ury,2001,11.93823
ury,2002,11.17092
ury,2003,10.48638
ury,2004,10.90318
ury,2005,11.23815
ury,2006,11.34116
ury,2007,12.5134
ury,2008,14.24716
ury,2009,14.46874
ury,2011,12.77879
ury,2012,12.80891
ury,2013,12.88295
ury,2014,13.00155
ury,2015,12.76594
ury,2016,12.16447
ury,2017,11.42338
ury,2018,11.56355
ury,2019,11.47889
usa,1998,9.63581
usa,1999,9.65195
usa,2013,8.09158
usa,2014,7.91139
usa,2015,8.14797
usa,2016,8.86136
usa,2017,8.95263
usa,2018,8.94999
usa,2019,8.89399
uzb,2012,0
uzb,2013,0.01361
uzb,2014,0.04078
uzb,2015,0.03665
uzb,2016,0.05437
uzb,2017,0.06448
uzb,2018,0.0888
uzb,2019,0.14623
vct,2005,24.61145
vct,2007,28.021
vct,2008,23.65776
vct,2009,27.36671
vct,2010,24.19044
vct,2011,25.3226
vct,2012,25.85661
vct,2013,27.26573
vct,2014,27.26745
vct,2015,27.57146
vct,2016,27.607
vct,2017,27.87501
vct,2018,28.27284
ven,1999,29.99106
ven,2000,27.16167
ven,2001,27.14502
ven,2002,25.83005
ven,2003,25.02671
ven,2004,24.13338
ven,2005,24.61743
ven,2006,25.34695
ven,2007,26.22556
ven,2008,27.10823
ven,2009,28.29737
ven,2010,28.82478
ven,2011,28.43718
ven,2012,28.29913
ven,2013,30.50801
ven,2014,32.80798
ven,2015,33.31113
ven,2016,32.80032
ven,2017,31.11451
vgb,1999,1.72071
vgb,2002,2.82486
