geo,time,sh_sta_hygn_zs
eth,2019,8.10017
eth,2020,8.17269
geo,2014,91.52625
geo,2015,91.55351
geo,2016,91.58134
geo,2017,91.60954
geo,2018,91.63823
geo,2019,91.66734
geo,2020,91.69696
gha,2011,40.84998
gha,2012,40.92891
gha,2013,41.00738
gha,2014,41.08538
gha,2015,41.16292
gha,2016,41.23999
gha,2017,41.31647
gha,2018,41.39238
gha,2019,41.46759
gha,2020,41.54222
gin,2014,20.06778
gin,2015,20.12899
gin,2016,20.193
gin,2017,20.25983
gin,2018,20.32946
gin,2019,20.4017
gin,2020,20.47696
gmb,2014,17.86199
gmb,2015,17.85795
gmb,2016,17.85398
gmb,2017,17.85005
gmb,2018,17.84619
gmb,2019,17.84238
gmb,2020,17.83862
gnb,2004,0.66782
gnb,2005,0.67463
gnb,2006,0.68149
gnb,2007,0.68836
gnb,2008,0.69528
gnb,2009,1.46357
gnb,2010,2.95861
gnb,2011,4.45729
gnb,2012,5.95966
gnb,2013,7.46572
gnb,2014,8.97555
gnb,2015,10.48919
gnb,2016,12.00662
gnb,2017,13.52786
gnb,2018,15.05302
gnb,2019,16.58205
gnb,2020,18.11498
gnq,2007,23.6376
gnq,2008,23.73846
gnq,2009,23.83735
gnq,2010,23.93435
gnq,2011,24.02926
gnq,2012,24.12196
gnq,2013,24.15531
gnq,2014,24.18836
gnq,2015,24.22104
gtm,2011,76.40238
gtm,2012,76.44214
gtm,2013,76.48349
gtm,2014,76.52643
gtm,2015,76.57124
gtm,2016,76.61751
gtm,2017,76.6655
gtm,2018,76.71523
gtm,2019,76.76642
guy,2010,77.41646
guy,2011,77.42282
guy,2012,77.42282
guy,2013,77.42282
guy,2014,77.42244
guy,2015,77.42171
guy,2016,77.42059
guy,2017,77.41907
guy,2018,77.41722
hnd,2008,83.80852
hnd,2009,83.85383
hnd,2010,83.89921
hnd,2011,83.94444
hnd,2012,83.98975
hnd,2013,84.03485
hnd,2014,84.07995
hnd,2015,84.1247
hnd,2016,84.16925
hti,2006,24.18315
hti,2007,24.32358
hti,2008,24.46503
hti,2009,24.60648
hti,2010,24.7485
hti,2011,24.49545
hti,2012,24.2375
hti,2013,23.97408
hti,2014,23.70561
hti,2015,23.43182
hti,2016,23.15104
hti,2017,22.86275
hti,2018,22.56722
hti,2019,22.26459
hti,2020,22.37304
idn,2006,69.85283
idn,2007,70.04841
idn,2008,70.24472
idn,2009,70.44078
idn,2010,70.63218
idn,2011,73.35762
idn,2012,76.053
idn,2013,78.71797
idn,2014,81.35312
idn,2015,83.95799
idn,2016,86.53272
idn,2017,89.07706
idn,2018,91.59156
idn,2019,94.07638
idn,2020,94.10707
ind,2010,66.89907
ind,2011,66.97612
ind,2012,67.05584
ind,2013,67.13801
ind,2014,67.22286
ind,2015,67.31037
ind,2016,67.40056
ind,2017,67.49364
ind,2018,67.5894
ind,2019,67.68783
ind,2020,67.78893
irq,2005,89.47319
irq,2006,89.48244
irq,2007,89.49187
irq,2008,89.50128
irq,2009,89.51054
irq,2010,90.24502
irq,2011,90.98181
irq,2012,91.71345
irq,2013,92.44
irq,2014,93.16159
irq,2015,93.87823
irq,2016,94.59059
irq,2017,95.29828
irq,2018,96.00079
irq,2019,96.69759
irq,2020,97.38824
jam,2007,66.548
jam,2008,66.55928
jam,2009,66.57051
jam,2010,66.58173
jam,2011,66.59301
jam,2012,66.6052
jam,2013,66.61836
jam,2014,66.63248
jam,2015,66.6475
kaz,2011,99.00667
kaz,2012,99.00702
kaz,2013,99.00739
kaz,2014,99.00775
kaz,2015,99.0081
kaz,2016,99.00846
kaz,2017,99.00882
kaz,2018,99.00928
kaz,2019,99.00983
ken,2011,26.38462
ken,2012,26.42215
ken,2013,26.46071
ken,2014,26.50009
ken,2015,26.54039
ken,2016,26.58161
ken,2017,26.62376
ken,2018,26.66692
ken,2019,26.71092
ken,2020,26.75592
kgz,2006,83.6237
kgz,2007,83.62349
kgz,2008,83.62328
kgz,2009,83.62318
kgz,2010,83.62545
kgz,2011,85.25761
kgz,2012,86.89081
kgz,2013,88.52411
kgz,2014,90.15681
kgz,2015,91.78814
kgz,2016,93.41737
kgz,2017,95.04365
kgz,2018,96.66622
kgz,2019,98.28426
kgz,2020,99.84921
khm,2008,62.57489
khm,2009,62.69676
khm,2010,62.82033
khm,2011,62.94558
khm,2012,63.07254
khm,2013,64.49106
khm,2014,65.89103
khm,2015,67.27172
khm,2016,68.6327
khm,2017,69.97338
khm,2018,71.29451
khm,2019,72.59514
khm,2020,73.87465
kir,2015,55.28268
kir,2016,55.34387
kir,2017,55.40366
kir,2018,55.4622
kir,2019,55.51949
kir,2020,55.57538
lao,2013,54.40383
lao,2014,54.5745
lao,2015,54.74684
lao,2016,54.92112
lao,2017,55.09652
lao,2018,55.27302
lao,2019,55.4509
lao,2020,55.62991
lbr,2009,1.15067
lbr,2010,1.15495
lbr,2011,1.15937
lbr,2012,1.1639
lbr,2013,1.16858
lbr,2014,1.17337
lbr,2015,1.17828
lbr,2016,1.18333
lbr,2017,1.18848
lca,2008,87.34331
lca,2009,87.33651
lca,2010,87.33085
lca,2011,87.33085
lca,2012,87.33085
lca,2013,87.33093
lca,2014,87.33109
lca,2015,87.33133
lca,2016,87.33165
lso,2008,5.15691
lso,2009,5.19047
lso,2010,5.22456
lso,2011,5.25913
lso,2012,5.28573
lso,2013,5.31253
lso,2014,5.3396
lso,2015,5.36701
lso,2016,5.39462
lso,2017,5.42251
lso,2018,5.45106
lso,2019,5.48023
lso,2020,5.51014
mda,2008,86.99841
mda,2009,86.99497
mda,2010,86.99152
mda,2011,86.98808
mda,2012,86.98464
mda,2013,86.98119
mda,2014,86.97775
mda,2015,86.97709
mda,2016,86.97941
mdg,2000,22.33325
mdg,2001,22.40813
mdg,2002,22.48356
mdg,2003,22.67484
mdg,2004,22.86378
mdg,2005,23.13556
mdg,2006,23.40301
mdg,2007,23.66576
mdg,2008,23.92418
mdg,2009,24.17694
mdg,2010,24.42443
mdg,2011,24.66633
mdg,2012,24.90256
mdg,2013,25.13283
mdg,2014,25.35728
mdg,2015,25.57542
mdg,2016,25.78741
mdg,2017,25.99297
mdg,2018,26.19208
mdg,2019,26.38429
mdg,2020,26.56997
mdv,2013,95.7672
mdv,2014,95.77605
mdv,2015,95.78496
mdv,2016,95.7939
mdv,2017,95.80286
mdv,2018,95.81187
mdv,2019,95.82092
mdv,2020,95.82998
mex,2011,89.66002
mex,2012,89.68317
mex,2013,89.70634
mex,2014,89.72949
mex,2015,89.75249
mex,2016,89.7755
mex,2017,89.79834
mex,2018,89.82111
mex,2019,89.84379
mhl,2013,84.89183
mhl,2014,84.91898
mhl,2015,84.94544
mhl,2016,84.97129
mhl,2017,84.99645
mhl,2018,85.02106
mhl,2019,85.04498
mhl,2020,85.06835
mkd,2000,99.6736
mkd,2001,99.67388
mkd,2002,99.67415
mkd,2003,99.67443
mkd,2004,99.67471
mkd,2005,99.67494
mkd,2006,99.67514
mkd,2007,99.6753
mkd,2008,99.67541
mkd,2009,99.67549
mkd,2010,99.67553
mkd,2011,99.67553
mkd,2012,99.67548
mkd,2013,99.6754
mkd,2014,99.67527
mkd,2015,99.67511
mkd,2016,99.6749
mkd,2017,99.67466
mkd,2018,99.67437
mkd,2019,99.67405
mkd,2020,99.67369
mli,2014,16.17724
mli,2015,16.32037
mli,2016,16.46296
mli,2017,16.60501
mli,2018,16.74616
mli,2019,16.8866
mli,2020,17.02577
mmr,2010,74.22874
mmr,2011,74.25224
mmr,2012,74.27585
mmr,2013,74.29947
mmr,2014,74.32333
mmr,2015,74.34905
mmr,2016,74.37675
mmr,2017,74.40642
mmr,2018,74.4382
mmr,2019,74.47196
mmr,2020,74.50769
mne,2014,99.24315
mne,2015,99.24297
mne,2016,99.2428
mne,2017,99.24262
mne,2018,99.24245
mne,2019,99.24227
mne,2020,99.2421
mng,2004,59.2183
mng,2005,59.69197
mng,2006,60.16112
mng,2007,60.62488
mng,2008,61.08322
mng,2009,63.5889
mng,2010,66.02751
mng,2011,68.19347
mng,2012,70.22754
mng,2013,72.25742
mng,2014,74.28284
mng,2015,76.30438
mng,2016,78.32173
mng,2017,80.33473
mng,2018,82.34581
mng,2019,84.35348
mng,2020,86.35624
moz,2007,11.68289
moz,2008,11.74598
moz,2009,11.81284
moz,2010,11.88052
moz,2011,11.94873
moz,2012,12.01749
moz,2013,12.08678
moz,2014,12.15661
moz,2015,12.22698
mrt,2011,50.61672
mrt,2012,50.88954
mrt,2013,51.16205
mrt,2014,51.43186
mrt,2015,51.69835
mrt,2016,51.96094
mrt,2017,52.22022
mrt,2018,52.47528
mrt,2019,52.72644
mwi,2000,16.67654
mwi,2001,16.21624
mwi,2002,15.75449
mwi,2003,15.29151
mwi,2004,14.82707
mwi,2005,14.36135
mwi,2006,13.89416
mwi,2007,13.42567
mwi,2008,12.95568
mwi,2009,12.48594
mwi,2010,12.01616
mwi,2011,11.54616
mwi,2012,11.07552
mwi,2013,10.60415
mwi,2014,10.13151
mwi,2015,9.65758
mwi,2016,9.18175
mwi,2017,8.70396
mwi,2018,8.22382
mwi,2019,8.24066
mwi,2020,8.25862
nam,2009,41.66404
nam,2010,42.01862
nam,2011,42.3753
nam,2012,42.7442
nam,2013,43.11555
nam,2014,43.48935
nam,2015,43.86454
nam,2016,44.23519
nam,2017,44.5999
ner,2000,6.0217
ner,2001,6.04173
ner,2002,6.04038
ner,2003,6.0393
ner,2004,6.03821
ner,2005,7.12309
ner,2006,8.20828
ner,2007,9.29351
ner,2008,10.37854
ner,2009,11.46387
ner,2010,12.54925
ner,2011,13.63444
ner,2012,14.71991
ner,2013,15.80542
ner,2014,16.8942
ner,2015,17.9864
ner,2016,19.08133
ner,2017,20.17914
ner,2018,21.27915
ner,2019,22.38148
ner,2020,23.48585
nga,2011,32.00011
nga,2012,32.1389
nga,2013,32.27643
nga,2014,32.4127
nga,2015,32.5477
nga,2016,32.68097
nga,2017,32.81282
nga,2018,32.94294
nga,2019,33.07116
nga,2020,33.19749
npl,2005,46.36389
npl,2006,46.46908
npl,2007,46.5763
npl,2008,46.68519
npl,2009,46.79576
npl,2010,48.23603
npl,2011,49.66773
npl,2012,51.09172
npl,2013,52.50673
npl,2014,53.91321
npl,2015,55.31019
npl,2016,56.69776
npl,2017,58.07524
npl,2018,59.44241
npl,2019,60.79861
npl,2020,62.1436
omn,2013,97.4
omn,2014,97.4
omn,2015,97.4
omn,2016,97.4
omn,2017,97.4
omn,2018,97.4
omn,2019,97.4
omn,2020,97.4
pak,2007,51.12891
pak,2008,51.22024
pak,2009,51.31158
pak,2010,51.40336
pak,2011,51.49559
pak,2012,54.7197
pak,2013,57.93039
pak,2014,61.12846
pak,2015,64.31381
pak,2016,67.48636
pak,2017,70.64574
pak,2018,73.79561
pak,2019,76.93464
pak,2020,80.06123
phl,2011,81.58505
phl,2012,81.59789
phl,2013,81.61079
phl,2014,81.62363
phl,2015,81.63654
phl,2016,81.64944
phl,2017,81.66343
phl,2018,81.67863
phl,2019,81.69498
phl,2020,81.71248
png,2014,29.63122
png,2015,29.64028
png,2016,29.65463
png,2017,29.67426
png,2018,29.69956
png,2019,29.73014
png,2020,29.76601
pry,2012,79.85441
pry,2013,79.89247
pry,2014,79.92881
pry,2015,79.96503
pry,2016,80.00125
pry,2017,80.0372
pry,2018,80.0746
pry,2019,80.11317
pry,2020,80.15306
pse,2016,92.05192
pse,2017,92.05282
pse,2018,92.05374
pse,2019,92.05468
pse,2020,92.05564
rwa,2000,1.24109
rwa,2001,1.49183
rwa,2002,1.74969
rwa,2003,1.94819
rwa,2004,2.13748
rwa,2005,2.32679
rwa,2006,2.51619
rwa,2007,2.70553
rwa,2008,2.89489
rwa,2009,3.08435
rwa,2010,3.27375
rwa,2011,3.46316
rwa,2012,3.65268
rwa,2013,3.84212
rwa,2014,4.03318
rwa,2015,4.22606
rwa,2016,4.42066
rwa,2017,4.61728
rwa,2018,4.62641
rwa,2019,4.63725
rwa,2020,4.64989
sdn,2008,26.50096
sdn,2009,26.50096
sdn,2010,26.50096
sdn,2011,26.50096
sdn,2012,26.50096
sdn,2013,24.75225
sdn,2014,23.00355
sdn,2015,21.25484
sdn,2016,19.50613
sdn,2017,17.75742
sdn,2018,16.00871
sdn,2019,14.26
sdn,2020,12.51129
sen,2011,21.05411
sen,2012,21.15509
sen,2013,21.25633
sen,2014,21.3578
sen,2015,21.46147
sen,2016,21.56708
sen,2017,21.67512
sen,2018,21.78511
sen,2019,21.89729
sen,2020,22.01142
slb,2011,37.07173
slb,2012,37.267
slb,2013,37.46268
slb,2014,37.65837
slb,2015,37.85448
slb,2016,38.05017
slb,2017,38.24586
slb,2018,38.44155
slb,2019,38.63639
sle,2004,7.56154
sle,2005,7.61515
sle,2006,7.67887
sle,2007,7.74293
sle,2008,7.80732
sle,2009,8.95554
sle,2010,10.09636
sle,2011,11.2299
sle,2012,12.3561
sle,2013,13.47466
sle,2014,14.58579
sle,2015,15.68935
sle,2016,16.78539
sle,2017,17.8744
sle,2018,18.95626
sle,2019,20.0306
sle,2020,21.09711
slv,2010,90.29575
slv,2011,90.3494
slv,2012,90.40238
slv,2013,90.45455
slv,2014,90.50605
slv,2015,90.55681
slv,2016,90.60604
slv,2017,90.65361
slv,2018,90.69958
som,2013,24.42779
som,2014,24.50009
som,2015,24.5729
som,2016,24.64636
som,2017,24.72033
som,2018,24.79494
som,2019,24.86994
som,2020,24.94546
srb,2006,98.12752
srb,2007,98.12791
srb,2008,98.1283
srb,2009,98.1287
srb,2010,98.12908
srb,2011,98.12948
srb,2012,98.12972
srb,2013,98.12992
srb,2014,98.13012
stp,2008,38.65077
stp,2009,38.46054
stp,2010,38.27265
stp,2011,38.08758
stp,2012,37.90518
stp,2013,39.82384
stp,2014,41.83089
stp,2015,43.92119
stp,2016,46.08937
stp,2017,48.33027
stp,2018,50.63887
stp,2019,53.01031
stp,2020,55.4399
sur,2014,72.09888
sur,2015,72.09625
sur,2016,72.09498
sur,2017,72.09506
sur,2018,72.09657
sur,2019,72.09936
sur,2020,72.10366
swz,2004,23.68709
swz,2005,23.64725
swz,2006,23.60742
swz,2007,23.58221
swz,2008,23.64943
swz,2009,23.71697
swz,2010,23.78481
swz,2011,23.85328
swz,2012,23.89965
swz,2013,23.94633
swz,2014,23.99301
swz,2015,24.04001
swz,2016,24.08949
swz,2017,24.14115
swz,2018,24.1953
swz,2019,24.25194
swz,2020,24.31107
syr,2014,82.63721
syr,2015,82.66836
syr,2016,82.69947
syr,2017,82.73048
syr,2018,82.76136
syr,2019,82.79209
syr,2020,82.8226
tcd,2004,14.65939
tcd,2005,14.67013
tcd,2006,14.68087
tcd,2007,14.69193
tcd,2008,14.70267
tcd,2009,15.58003
tcd,2010,16.46151
tcd,2011,17.34619
tcd,2012,18.2334
tcd,2013,19.12193
tcd,2014,20.01087
tcd,2015,20.8995
tcd,2016,21.78684
tcd,2017,22.67192
tcd,2018,23.55394
tcd,2019,24.43171
tcd,2020,25.30453
tgo,2004,7.41725
tgo,2005,7.49027
tgo,2006,7.56376
tgo,2007,7.63773
tgo,2008,7.71233
tgo,2009,8.54857
tgo,2010,9.38653
tgo,2011,10.22947
tgo,2012,11.07599
tgo,2013,11.92385
tgo,2014,12.77338
tgo,2015,13.6246
tgo,2016,14.47818
tgo,2017,15.33397
tgo,2018,16.19201
tgo,2019,17.05231
tgo,2020,17.14669
tha,2010,84.70167
tha,2011,84.73124
tha,2012,84.75746
tha,2013,84.78373
tha,2014,84.81006
tha,2015,84.83643
tha,2016,84.8629
tha,2017,84.8893
tha,2018,84.9156
tha,2019,84.94168
tha,2020,84.96759
tjk,2006,72.38524
tjk,2007,72.38568
tjk,2008,72.38613
tjk,2009,72.38657
tjk,2010,72.38701
tjk,2011,72.41937
tjk,2012,72.45666
tjk,2013,72.49801
tjk,2014,72.54364
tjk,2015,72.59315
tjk,2016,72.6465
tjk,2017,72.70351
tjk,2018,72.76373
tjk,2019,72.82735
tjk,2020,72.86508
tkm,2000,70.7457
tkm,2001,72.58038
tkm,2002,74.40923
tkm,2003,76.23202
tkm,2004,78.04876
tkm,2005,79.86175
tkm,2006,81.67054
tkm,2007,83.4746
tkm,2008,85.2729
tkm,2009,87.06519
tkm,2010,88.85059
tkm,2011,90.62851
tkm,2012,92.3984
tkm,2013,94.15962
tkm,2014,95.91145
tkm,2015,97.65337
tkm,2016,99.38472
tkm,2017,100
tkm,2018,100
tkm,2019,100
tkm,2020,100
tls,2012,27.80903
tls,2013,27.88167
tls,2014,27.95493
tls,2015,28.02881
tls,2016,28.10331
tls,2017,28.17823
tls,2018,28.25397
tls,2019,28.33034
tls,2020,28.40753
ton,2015,69.56491
ton,2016,69.5574
ton,2017,69.54989
ton,2018,69.54451
ton,2019,69.54112
ton,2020,69.53998
tto,2007,90.06344
tto,2008,90.06344
tto,2009,90.06344
tto,2010,90.06344
tto,2011,90.06344
tto,2012,90.06344
tto,2013,90.06344
tto,2014,90.06344
tto,2015,90.06344
tun,2006,86.60459
tun,2007,86.68989
tun,2008,86.77488
tun,2009,86.85957
tun,2010,86.94366
tun,2011,86.67286
tun,2012,86.3985
tun,2013,86.12005
tun,2014,85.8384
tun,2015,85.55542
tun,2016,85.27074
tun,2017,84.98424
tun,2018,84.69609
tun,2019,84.4059
tun,2020,84.11334
tza,2012,47.14829
tza,2013,47.30714
tza,2014,47.46711
tza,2015,47.62822
tza,2016,47.79
tza,2017,47.95269
tza,2018,48.11606
tza,2019,48.27965
tza,2020,48.44392
uga,2000,2.59869
uga,2001,3.64286
uga,2002,4.6926
uga,2003,5.74809
uga,2004,6.80958
uga,2005,7.87686
uga,2006,8.95058
uga,2007,10.03062
uga,2008,11.11736
uga,2009,12.21074
uga,2010,13.31118
uga,2011,14.41873
uga,2012,15.53369
uga,2013,16.65582
uga,2014,17.78587
uga,2015,18.92372
uga,2016,20.06921
uga,2017,21.22249
uga,2018,22.38333
uga,2019,22.48638
uga,2020,22.59048
vnm,2005,85.02691
vnm,2006,85.08963
vnm,2007,85.15329
vnm,2008,85.21777
vnm,2009,85.28328
vnm,2010,85.35096
vnm,2011,85.41947
vnm,2012,85.48891
vnm,2013,85.55887
vnm,2014,85.62975
vnm,2015,85.70146
vnm,2016,85.7739
vnm,2017,85.84654
vnm,2018,85.9195
vnm,2019,85.99276
vnm,2020,86.06633
vut,2009,24.93932
vut,2010,24.99347
vut,2011,25.02393
vut,2012,25.0547
vut,2013,25.08547
vut,2014,25.11623
vut,2015,25.147
vut,2016,25.17807
vut,2017,25.20915
wsm,2016,78.8
wsm,2017,78.8
wsm,2018,78.8
wsm,2019,78.8
wsm,2020,78.8
yem,2009,46.98958
yem,2010,47.18551
yem,2011,47.38347
yem,2012,47.58345
yem,2013,47.78579
yem,2014,47.9898
yem,2015,48.19584
yem,2016,48.40357
yem,2017,48.61297
zaf,2012,43.34615
zaf,2013,43.47679
zaf,2014,43.60693
zaf,2015,43.73631
zaf,2016,43.86495
zaf,2017,43.99257
zaf,2018,44.1192
zaf,2019,44.24482
zaf,2020,44.3697
zmb,2008,16.7139
zmb,2009,16.80943
zmb,2010,16.90574
zmb,2011,17.00243
zmb,2012,17.10049
zmb,2013,17.20012
zmb,2014,17.30091
zmb,2015,17.40326
zmb,2016,17.50678
zmb,2017,17.61167
zmb,2018,17.71792
zmb,2019,17.82534
zmb,2020,17.93393
zwe,2009,42.64875
zwe,2010,42.61308
zwe,2011,42.57761
zwe,2012,42.54213
zwe,2013,42.50685
zwe,2014,42.47746
zwe,2015,42.45413
zwe,2016,42.43669
zwe,2017,42.42513
zwe,2018,42.41964
zwe,2019,42.41984
zwe,2020,42.42611
