geo,time,gc_tax_intt_cn
usa,1972,3500000000
usa,1973,3400000000
usa,1974,3590000000
usa,1975,4360000000
usa,1976,6240000000
usa,1977,5480000000
usa,1978,6950000000
usa,1979,7830000000
usa,1980,7600000000
usa,1981,8240000000
usa,1982,8980000000
usa,1983,8740000000
usa,1984,11600000000
usa,1985,12360000000
usa,1986,13650000000
usa,1987,15350000000
usa,1988,16570000000
usa,1989,16630000000
usa,1990,17090000000
usa,1991,16350000000
usa,1992,17800000000
usa,1993,19250000000
usa,1994,20620000000
usa,1995,19810000000
usa,1996,19060000000
usa,1997,18410000000
usa,1998,19650000000
usa,1999,19830000000
usa,2000,21460000000
usa,2001,20636000000
usa,2002,19938000000
usa,2003,21458100000
usa,2004,23282900000
usa,2005,25334900000
usa,2006,26687000000
usa,2007,28793000000
usa,2008,29243100000
usa,2009,23081000000
usa,2010,28603000000
usa,2011,31891000000
usa,2012,33503000000
usa,2013,35468000000
usa,2014,37363100000
usa,2015,38123000000
usa,2016,37534000000
usa,2017,38513100000
usa,2018,53284000000
usa,2019,77751700000
usa,2020,68586700000
uzb,2011,1585518400000
uzb,2012,2512668300000
uzb,2013,3637560000000
uzb,2014,4030556297000
uzb,2015,6633308348514.25977
uzb,2016,7670288414164.48926
uzb,2017,2699826919790
uzb,2018,3240817016000
uzb,2019,2901851213070
vct,1990,61200000
vct,1991,68700000
vct,1992,69500000
vct,1993,75800000
vct,1994,76700000
vct,1995,85100000
vct,1996,86600000
vct,1997,98300000
vct,1998,104500000
vct,1999,107700000
vct,2000,102390000
vct,2001,111850000
vct,2002,126690000
vct,2003,132930000
vct,2004,138060000
vct,2005,142760000
vct,2006,162110000
vct,2007,111130000
vct,2008,89540000
vct,2009,82755491
vct,2010,81796935
vct,2011,81196211
vct,2012,81120287
vct,2013,81998365
vct,2014,112250000
vct,2015,121480000
vct,2016,100230000
vct,2017,107790000
vut,1990,2737500000
vut,1995,2874000000
vut,1996,3144000000
vut,1997,3301000000
vut,1998,3100000000
vut,1999,2436000000
vut,2009,3896600000
vut,2010,2645900000
vut,2011,2633400000
vut,2012,2580193700
vut,2013,2637668000
vut,2014,2663515000
vut,2015,2949650000
vut,2016,3158386000
vut,2017,3534000000
vut,2018,3688292000
vut,2019,3634672924
wsm,2012,34969485.87
wsm,2013,44803620.26
wsm,2014,52731447.08
wsm,2015,50076628.3
wsm,2016,54413512.17
wsm,2017,54907396.02
wsm,2018,58773800.3
wsm,2019,63441311.93
zaf,1972,153000000
zaf,1973,198000000
zaf,1974,254000000
zaf,1975,314000000
zaf,1976,316000000
zaf,1977,610000000
zaf,1978,560000000
zaf,1979,531000000
zaf,1980,474000000
zaf,1981,718000000
zaf,1982,937000000
zaf,1983,710000000
zaf,1984,661000000
zaf,1985,959000000
zaf,1986,1418000000
zaf,1987,1635000000
zaf,1988,3180000000
zaf,1989,6382000000
zaf,1990,2775000000
zaf,1991,3195000000
zaf,1992,2068000000
zaf,1993,3721000000
zaf,1994,1989000000
zaf,1995,5655000000
zaf,1996,6200000000
zaf,1997,4553500000
zaf,1998,5301200000
zaf,1999,5857000000
zaf,2000,7218500000
zaf,2001,7692000000
zaf,2002,8475000000
zaf,2003,7997300000
zaf,2004,12987000000
zaf,2005,18129000000
zaf,2006,23437000000
zaf,2007,26410000000
zaf,2008,22220000000
zaf,2009,18709000000
zaf,2010,26585764974.0496
zaf,2011,33645374976
zaf,2012,38627813000
zaf,2013,43784131000
zaf,2014,40332098535.6115
zaf,2015,45827125078.4764
zaf,2016,45240269417.822
zaf,2017,49939408199.81
zaf,2018,55722905769.32
zaf,2019,55223422476.273
zmb,1990,4022900
zmb,1991,12191400
zmb,1992,18457600
zmb,1993,91822900
zmb,1994,163369600
zmb,1995,216900000
zmb,1996,90000000
zmb,1997,123700000
zmb,1998,183900000
zmb,1999,236000000
zmb,2001,338074599.917
zmb,2002,359119556.401
zmb,2003,425505731.989
zmb,2004,539810649.038
zmb,2005,745997148.354
zmb,2006,744700000
zmb,2007,910578028.175
zmb,2008,1182502010.497
zmb,2009,1023459832.839
zmb,2010,1249233063.898
zmb,2011,1700413000
zmb,2012,2018521000
zmb,2013,1792875000
zmb,2014,1860869000
zmb,2015,1919376000
zmb,2016,1879749000
zmb,2017,2651039584.67
zmb,2018,3163501558
zmb,2019,3658335154
zwe,2009,394132646.63
zwe,2010,722006674.15
zwe,2011,649588069.29
zwe,2012,680401708.8
zwe,2015,344897172.89
zwe,2016,272855002
zwe,2017,295088115
zwe,2018,432769378
