geo,time,nv_mnf_tech_zs_un
are,2017,36.63154
are,2018,37.48917
are,2019,37.48917
arg,1990,24.87
arg,1991,24.87
arg,1992,27.92053
arg,1993,27.92053
arg,1994,29.62835
arg,1995,27.20051
arg,1996,28.56355
arg,1997,30.98321
arg,1998,30.44332
arg,1999,28.10712
arg,2000,28.59574
arg,2001,26.98261
arg,2002,26.00065
arg,2003,26.00065
arg,2004,25.76801
arg,2005,26.52186
arg,2006,27.33079
arg,2007,27.416
arg,2008,26.91885
arg,2009,26.41917
arg,2010,27.19507
arg,2011,27.22168
arg,2012,26.97555
arg,2013,27.34322
arg,2014,26.11319
arg,2015,26.03289
arg,2016,27.61984
arg,2017,28.0941
arg,2018,27.61229
arg,2019,26.33918
arm,1990,28.82423
arm,1991,28.82423
arm,1992,28.82423
arm,1993,28.82423
arm,1994,28.82423
arm,1995,20.19934
arm,1996,26.36174
arm,1997,18.20954
arm,1998,9.44608
arm,1999,7.62086
arm,2000,9.52627
arm,2001,9.95636
arm,2002,7.75273
arm,2003,7.54789
arm,2004,4.07601
arm,2005,3.91308
arm,2006,3.90443
arm,2007,3.91204
arm,2008,3.91472
arm,2009,4.50957
arm,2010,4.50878
arm,2011,4.5093
arm,2012,4.50953
arm,2013,4.50944
arm,2014,4.5098
arm,2015,4.09371
arm,2016,4.33308
arm,2017,4.63162
arm,2018,7.05456
arm,2019,7.05456
aus,1990,28.40102
aus,1991,28.05949
aus,1992,21.00202
aus,1993,28.88352
aus,1994,27.75612
aus,1995,25.5794
aus,1996,26.41257
aus,1997,27.17527
aus,1998,28.13502
aus,1999,27.78821
aus,2000,27.2399
aus,2001,26.02618
aus,2002,24.7339
aus,2003,23.90711
aus,2004,24.66209
aus,2005,24.4889
aus,2006,25.08401
aus,2007,26.48138
aus,2008,26.17933
aus,2009,28.02983
aus,2010,27.81665
aus,2011,29.62319
aus,2012,30.91136
aus,2013,30.88139
aus,2014,30.69729
aus,2015,29.44871
aus,2016,29.41727
aus,2017,29.60551
aus,2018,30.19306
aus,2019,28.47752
aut,1990,36.52574
aut,1991,37.12707
aut,1992,35.41869
aut,1993,36.21827
aut,1994,36.61076
aut,1995,34.01587
aut,1996,34.19421
aut,1997,35.636
aut,1998,37.25491
aut,1999,37.60188
aut,2000,38.80752
aut,2001,38.24113
aut,2002,38.36056
aut,2003,39.70298
aut,2004,39.84123
aut,2005,41.67288
aut,2006,42.1483
aut,2007,42.61641
aut,2008,43.78164
aut,2009,42.69671
aut,2010,44.83634
aut,2011,46.02755
aut,2012,45.70747
aut,2013,45.9689
aut,2014,46.46337
aut,2015,46.17272
aut,2016,46.51289
aut,2017,46.4738
aut,2018,45.44708
aut,2019,45.352
aze,1990,23.81815
aze,1991,18.49524
aze,1992,20.71849
aze,1993,25.92807
aze,1994,14.88908
aze,1995,11.40736
aze,1996,10.62038
aze,1997,10.34413
aze,1998,9.90901
aze,1999,10.71876
aze,2000,16.53477
aze,2001,23.81822
aze,2002,24.88587
aze,2003,19.81802
aze,2004,18.47081
aze,2005,38.5041
aze,2006,24.21891
aze,2007,19.92034
aze,2008,13.17337
aze,2009,13.8767
aze,2010,10.07076
aze,2011,12.49473
aze,2012,12.496
aze,2013,15.71798
aze,2014,17.53864
aze,2015,29.90724
aze,2016,28.18371
aze,2017,20.36944
aze,2018,18.18019
aze,2019,14.23358
bdi,1990,1.67049
bdi,1991,1.54274
bdi,1992,1.55372
bdi,1993,1.55372
bdi,1994,1.55372
bdi,1995,1.55372
bdi,1996,1.55372
bdi,1997,1.55372
bdi,1998,1.55372
bdi,1999,1.55372
bdi,2000,2.53294
bdi,2001,2.58172
bdi,2002,2.42114
bdi,2003,2.77994
bdi,2004,2.98438
bdi,2005,3.31161
bdi,2006,3.37842
bdi,2007,3.6647
bdi,2008,2.15376
bdi,2009,3.30006
bdi,2010,3.08204
bdi,2011,2.04759
bdi,2012,2.20834
bdi,2013,2.7892
bdi,2014,2.7892
bdi,2015,2.7892
bdi,2016,2.57019
bdi,2017,2.57019
bdi,2018,2.57019
bdi,2019,2.57019
bel,1990,13.3693
bel,1991,13.62402
bel,1992,13.9418
bel,1993,13.44644
bel,1994,14.0801
bel,1995,40.46969
bel,1996,41.81392
bel,1997,41.47632
bel,1998,41.66419
bel,1999,43.37672
bel,2000,43.92267
bel,2001,44.15808
bel,2002,44.00426
bel,2003,43.17389
bel,2004,42.71952
bel,2005,43.69927
bel,2006,45.14857
bel,2007,42.25224
bel,2008,43.38064
bel,2009,42.64512
bel,2010,35.04066
bel,2011,37.58664
bel,2012,48.05138
bel,2013,50.77392
bel,2014,49.78215
bel,2015,49.42519
bel,2016,49.95253
bel,2017,49.82386
bel,2018,51.1757
bel,2019,50.88372
bgd,1990,24.02679
bgd,1991,23.83462
bgd,1992,22.64133
bgd,1993,22.64133
bgd,1994,17.78914
bgd,1995,14.57768
bgd,1996,14.80175
bgd,1997,21.08197
bgd,1998,21.96664
bgd,1999,21.08197
bgd,2000,21.08197
bgd,2001,21.08197
bgd,2002,21.08197
bgd,2003,20.54532
bgd,2004,20.54532
bgd,2005,20.54532
bgd,2006,20.1694
bgd,2007,17.52962
bgd,2008,17.52962
bgd,2009,17.52962
bgd,2010,9.1374
bgd,2011,9.13756
bgd,2012,9.75814
bgd,2013,9.46513
bgd,2014,9.46513
bgd,2015,9.46513
bgd,2016,7.81462
bgd,2017,7.81462
bgd,2018,10.36856
bgd,2019,7.81462
bgr,1990,30.70287
bgr,1991,29.93898
bgr,1992,29.05405
bgr,1993,26.41353
bgr,1994,24.15916
bgr,1995,25.3916
bgr,1996,39.23249
bgr,1997,32.9617
bgr,1998,33.55682
bgr,1999,30.67426
bgr,2000,30.38849
bgr,2001,30.52695
bgr,2002,32.51318
bgr,2003,29.67758
bgr,2004,25.40797
bgr,2005,26.95218
bgr,2006,27.46286
bgr,2007,27.32919
bgr,2008,29.25787
bgr,2009,27.85677
bgr,2010,24.69932
bgr,2011,24.77418
bgr,2012,29.29282
bgr,2013,32.05993
bgr,2014,31.41895
bgr,2015,28.43153
bgr,2016,28.64206
bgr,2017,30.16918
bgr,2018,34.21519
bgr,2019,32.41646
bhr,1990,14.33711
bhr,1991,14.33711
bhr,1992,14.33711
bhr,1993,14.33711
bhr,1994,14.33711
bhr,1995,14.33711
bhr,1996,14.33711
bhr,1997,14.33711
bhr,1998,14.33711
bhr,1999,14.33711
bhr,2000,12.55588
bhr,2001,18.66667
bhr,2002,18.15336
bhr,2003,21.45576
bhr,2004,21.81619
bhr,2005,23.80719
bhr,2006,25.71018
bhr,2007,23.54546
bhr,2008,28.24891
bhr,2009,28.25195
bhr,2010,25.38968
bhr,2011,25.54135
bhr,2012,24.5552
bhr,2013,25.2556
bhr,2014,26.22603
bhr,2015,25.31713
bhr,2016,28.05786
bhr,2017,24.63257
bhr,2018,24.63257
bhr,2019,24.63257
bhs,1990,18.92745
bhs,1991,13.25637
bhs,1992,22.00898
bhs,1993,21.69425
bhs,1994,22.62489
bhs,1995,22.71362
bhs,1996,8.05956
bhs,1997,17.51083
bhs,1998,27.77352
bhs,1999,27.77352
bhs,2000,27.77352
bhs,2001,27.77352
bhs,2002,27.77352
bhs,2003,27.77352
bhs,2004,27.77352
bhs,2005,27.77352
bhs,2006,27.77352
bhs,2007,27.77352
bhs,2008,27.77352
bhs,2009,27.77352
bhs,2010,27.77352
bhs,2011,27.77352
bhs,2012,27.77352
bhs,2013,27.77352
bhs,2014,27.77352
bhs,2015,27.77352
bhs,2016,27.77352
bhs,2017,27.77352
bhs,2018,27.77352
bhs,2019,27.77352
bih,1990,27.77682
bih,1991,29.17025
bih,1992,29.17025
bih,1993,29.17025
bih,1994,29.17025
bih,1995,29.17025
bih,1996,29.17025
bih,1997,29.17025
bih,1998,29.17025
bih,1999,29.17025
bih,2000,29.17025
bih,2001,16.13792
bih,2002,16.13792
bih,2003,16.13792
bih,2004,16.13792
bih,2005,16.13792
bih,2006,16.13792
bih,2007,16.13792
bih,2008,16.13792
bih,2009,16.13792
bih,2010,16.13792
bih,2011,17.16915
bih,2012,19.26365
bih,2013,17.69038
bih,2014,17.92425
bih,2015,18.47474
bih,2016,17.40616
bih,2017,18.05962
bih,2018,19.14539
bih,2019,19.04432
blr,1990,41.99781
blr,1991,41.99781
blr,1992,41.99781
blr,1993,41.99781
blr,1994,41.99781
blr,1995,41.99781
blr,1996,41.99781
blr,1997,41.99781
blr,1998,41.99781
blr,1999,41.99781
blr,2000,41.99781
blr,2001,41.99781
blr,2002,41.99781
blr,2003,41.99781
blr,2004,41.99781
blr,2005,41.99781
blr,2006,41.99781
blr,2007,41.99781
blr,2008,41.99781
blr,2009,36.83868
blr,2010,39.98164
blr,2011,47.13237
blr,2012,43.25612
blr,2013,36.45218
blr,2014,37.98758
blr,2015,41.047
blr,2016,38.8296
blr,2017,40.00761
blr,2018,42.20727
blr,2019,42.20727
blz,1990,5.25427
blz,1991,15.08249
blz,1992,18.45982
blz,1993,18.45982
blz,1994,18.45982
blz,1995,18.45982
blz,1996,18.45982
blz,1997,18.45982
blz,1998,18.45982
blz,1999,18.45982
blz,2000,18.45982
blz,2001,18.45982
blz,2002,18.45982
blz,2003,18.45982
blz,2004,18.45982
blz,2005,18.45982
blz,2006,18.45982
blz,2007,18.45982
blz,2008,18.45982
blz,2009,18.45982
blz,2010,18.45982
blz,2011,18.45982
blz,2012,18.45982
blz,2013,18.45982
blz,2014,18.45982
blz,2015,18.45982
blz,2016,18.45982
blz,2017,18.45982
blz,2018,18.45982
blz,2019,18.45982
bmu,1990,17.06777
bmu,1991,17.06777
bmu,1992,17.06777
bmu,1993,17.06777
bmu,1994,17.06777
bmu,1995,17.06777
bmu,1996,17.06777
bmu,1997,17.06777
bmu,1998,17.06777
bmu,1999,17.0493
bmu,2000,17.0493
bmu,2001,17.0493
bmu,2002,17.0493
bmu,2003,17.0493
bmu,2004,17.0493
bmu,2005,17.0493
bmu,2006,15.73006
bmu,2007,16.91662
bmu,2008,17.0493
bmu,2009,17.0493
bmu,2010,17.0493
bmu,2011,17.0493
bmu,2012,17.0493
bmu,2013,27.91672
bmu,2014,34.51358
bmu,2015,36.49989
bmu,2016,36.83659
bmu,2017,31.58264
bmu,2018,38.51571
bmu,2019,38.51571
bol,1990,3.84668
bol,1991,3.04286
bol,1992,3.81799
bol,1993,4.47274
bol,1994,4.1231
bol,1995,4.21969
bol,1996,4.41174
bol,1997,3.98317
bol,1998,5.96362
bol,1999,7.00863
bol,2000,4.90853
bol,2001,5.0542
bol,2002,5.0542
bol,2003,5.0542
bol,2004,5.0542
bol,2005,5.0542
bol,2006,11.67377
bol,2007,11.67377
bol,2008,11.67377
bol,2009,11.67377
bol,2010,11.59005
bol,2011,11.68475
bol,2012,9.6223
bol,2013,9.6223
bol,2014,9.6223
bol,2015,9.6223
bol,2016,9.6223
bol,2017,9.6223
bol,2018,9.6223
bol,2019,9.6223
bra,1990,49.37627
bra,1991,49.37627
bra,1992,47.83678
bra,1993,49.57118
bra,1994,49.79483
bra,1995,51.02156
bra,1996,37.07079
bra,1997,37.79149
bra,1998,36.70634
bra,1999,35.7575
bra,2000,35.02378
bra,2001,35.78525
bra,2002,35.04855
bra,2003,33.7637
bra,2004,35.00193
bra,2005,33.58968
bra,2006,33.94734
bra,2007,35.72553
bra,2008,36.60426
bra,2009,34.84177
bra,2010,36.18699
bra,2011,36.31546
bra,2012,35.33037
bra,2013,36.38883
bra,2014,34.15466
bra,2015,35.4622
bra,2016,32.7777
bra,2017,35.02152
bra,2018,33.7445
bra,2019,33.7445
brb,1990,19.10561
brb,1991,31.70344
brb,1992,37.90976
brb,1993,39.89783
brb,1994,37.81277
brb,1995,36.62181
brb,1996,38.11081
brb,1997,38.1108
brb,1998,38.1108
brb,1999,38.1108
brb,2000,38.1108
brb,2001,38.1108
brb,2002,38.1108
brb,2003,38.1108
brb,2004,38.1108
brb,2005,38.1108
brb,2006,38.1108
brb,2007,38.1108
brb,2008,38.1108
brb,2009,38.1108
brb,2010,38.1108
brb,2011,38.1108
brb,2012,38.1108
brb,2013,38.1108
brb,2014,38.1108
brb,2015,38.1108
brb,2016,38.1108
brb,2017,38.1108
brb,2018,38.1108
brb,2019,38.1108
brn,1990,3.31993
brn,1991,3.31993
brn,1992,3.31993
brn,1993,3.31993
brn,1994,3.31993
brn,1995,3.31993
brn,1996,3.31993
brn,1997,3.31993
brn,1998,3.31993
brn,1999,3.31993
brn,2000,3.31993
brn,2001,3.31993
brn,2002,3.31993
brn,2003,3.31993
brn,2004,3.31993
brn,2005,3.31993
brn,2006,3.31993
brn,2007,3.31993
brn,2008,3.31993
brn,2009,3.31993
brn,2010,3.31993
brn,2011,3.31993
brn,2012,3.31993
brn,2013,3.31993
brn,2014,3.31993
brn,2015,3.31993
brn,2016,3.31993
brn,2017,3.31993
brn,2018,3.31993
brn,2019,3.31993
bwa,1990,9.36368
bwa,1991,7.09599
bwa,1992,7.09599
bwa,1993,3.74498
bwa,1994,7.29783
bwa,1995,10.59721
bwa,1996,10.59721
bwa,1997,21.58752
bwa,1998,21.58752
bwa,1999,21.58752
bwa,2000,1.24034
bwa,2001,1.24034
bwa,2002,77.68447
bwa,2003,77.68447
bwa,2004,77.68447
bwa,2005,7.15601
bwa,2006,7.15601
bwa,2007,7.15601
bwa,2008,8.04321
bwa,2009,8.27571
bwa,2010,9.68805
bwa,2011,5.89361
bwa,2012,5.90063
bwa,2013,5.89517
bwa,2014,5.85219
bwa,2015,5.80982
bwa,2016,5.76344
bwa,2017,5.78782
bwa,2018,5.75174
bwa,2019,7.91513
caf,1990,8.39695
caf,1991,7.87714
caf,1992,10.49789
caf,1993,9.24599
caf,1994,9.24599
caf,1995,9.24599
caf,1996,9.24599
caf,1997,9.24599
caf,1998,9.24599
caf,1999,9.24599
caf,2000,9.24599
caf,2001,9.24599
caf,2002,9.24599
caf,2003,9.24599
caf,2004,9.24599
caf,2005,9.24599
caf,2006,9.24599
caf,2007,9.24599
caf,2008,9.24599
caf,2009,9.24599
caf,2010,9.24599
caf,2011,9.24599
caf,2012,9.24599
caf,2013,9.24599
caf,2014,9.24599
caf,2015,9.24599
caf,2016,9.24599
caf,2017,9.24599
caf,2018,9.24599
can,1990,39.26069
can,1991,39.38068
can,1992,39.60388
can,1993,40.86217
can,1994,40.78436
can,1995,41.24717
can,1996,41.72751
can,1997,42.62055
can,1998,42.13293
can,1999,45.3029
can,2000,43.99976
can,2001,42.00709
can,2002,41.59413
can,2003,40.94257
can,2004,35.20866
can,2005,36.06347
can,2006,36.26661
can,2007,36.97505
can,2008,35.83613
can,2009,35.82587
can,2010,35.73278
can,2011,36.6536
can,2012,37.23868
can,2013,36.36328
can,2014,37.77402
can,2015,39.35262
can,2016,38.07137
can,2017,36.76283
can,2018,36.28544
can,2019,36.28544
che,1990,38.55804
che,1991,36.7883
che,1992,35.84684
che,1993,36.25184
che,1994,35.63774
che,1995,34.20147
che,1996,34.90523
che,1997,54.54558
che,1998,55.55329
che,1999,55.49561
che,2000,55.64626
che,2001,52.04691
che,2002,59.00052
che,2003,57.14152
che,2004,57.17621
che,2005,62.16734
che,2006,63.69193
che,2007,65.49699
che,2008,63.97524
che,2009,60.98236
che,2010,61.39233
che,2011,60.9262
che,2012,62.71192
che,2013,62.66809
che,2014,63.08787
che,2015,63.64356
che,2016,63.40333
che,2017,65.12102
che,2018,66.29095
che,2019,65.54575
chl,1990,15.05188
chl,1991,15.38923
chl,1992,16.40635
chl,1993,16.96184
chl,1994,16.24687
chl,1995,21.9845
chl,1996,24.89074
chl,1997,25.66263
chl,1998,23.14072
chl,1999,24.97061
chl,2000,26.57239
chl,2001,27.09421
chl,2002,30.36302
chl,2003,38.17727
chl,2004,37.50627
chl,2005,15.95738
chl,2006,14.1562
chl,2007,11.15452
chl,2008,19.42972
chl,2009,17.11189
chl,2010,21.08488
chl,2011,18.32891
chl,2012,12.80079
chl,2013,15.96198
chl,2014,17.09807
chl,2015,14.05654
chl,2016,7.95904
chl,2017,20.11675
chl,2018,18.69571
chl,2019,18.69571
chn,1990,37.83865
chn,1991,38.35344
chn,1992,39.55085
chn,1993,35.22563
chn,1994,35.51991
chn,1995,37.97841
chn,1996,37.26247
chn,1997,38.37398
chn,1998,40.79017
chn,1999,41.81708
chn,2000,42.87727
chn,2001,42.73418
chn,2002,43.88126
chn,2003,43.65375
chn,2004,43.14195
chn,2005,42.44489
chn,2006,42.32899
chn,2007,42.07008
chn,2008,41.3831
chn,2009,41.3831
chn,2010,41.3831
chn,2011,41.45127
chn,2012,41.45127
chn,2013,41.45127
chn,2014,41.45127
chn,2015,41.45127
chn,2016,41.45127
chn,2017,41.45127
chn,2018,41.45127
chn,2019,41.45127
civ,1990,13.69921
civ,1991,13.69921
civ,1992,13.69921
civ,1993,13.69921
civ,1994,13.69921
civ,1995,14.51798
civ,1996,15.68591
civ,1997,14.9898
civ,1998,14.9898
civ,1999,14.9898
civ,2000,14.9898
civ,2001,14.9898
civ,2002,14.9898
civ,2003,14.9898
civ,2004,14.9898
civ,2005,14.9898
civ,2006,14.9898
civ,2007,14.9898
civ,2008,14.9898
civ,2009,14.9898
civ,2010,14.9898
civ,2011,14.9898
civ,2012,14.9898
civ,2013,14.9898
civ,2014,14.9898
civ,2015,14.9898
civ,2016,14.9898
civ,2017,14.9898
civ,2018,14.9898
civ,2019,14.9898
cmr,1990,5.95579
cmr,1991,6.78634
cmr,1992,8.22997
cmr,1993,7.48187
cmr,1994,3.95015
cmr,1995,5.02158
cmr,1996,5.33853
cmr,1997,6.81201
cmr,1998,8.88945
cmr,1999,5.52084
cmr,2000,1.81903
cmr,2001,3.32914
cmr,2002,11.0089
cmr,2003,10.54286
cmr,2004,10.54286
cmr,2005,10.54286
cmr,2006,7.90233
cmr,2007,7.90233
cmr,2008,7.61196
cmr,2009,7.61196
cmr,2010,7.61196
cmr,2011,7.61196
cmr,2012,7.61196
cmr,2013,7.61196
cmr,2014,7.61196
cmr,2015,7.61196
cmr,2016,7.61196
cmr,2017,7.61196
cmr,2018,7.61196
cmr,2019,7.61196
cog,1990,10.39897
cog,1991,10.39897
cog,1992,10.39897
cog,1993,10.39897
cog,1994,10.39897
cog,1995,10.39897
cog,1996,10.39897
cog,1997,10.39897
cog,1998,10.39897
cog,1999,10.39897
cog,2000,10.39897
cog,2001,11.8895
cog,2002,13.14112
cog,2003,13.14112
cog,2004,13.14112
cog,2005,13.14112
cog,2006,2.41532
cog,2007,2.41532
cog,2008,2.41532
cog,2009,2.41532
cog,2010,2.41532
cog,2011,2.41532
cog,2012,2.41532
cog,2013,2.41532
cog,2014,2.41532
cog,2015,2.41532
cog,2016,2.41532
cog,2017,2.41532
cog,2018,2.41532
cog,2019,2.41532
col,1990,24.30567
col,1991,25.99392
col,1992,24.48805
col,1993,27.45796
col,1994,24.50631
col,1995,24.91915
col,1996,23.223
col,1997,24.99775
col,1998,24.1912
col,1999,22.79298
col,2000,21.937
col,2001,22.18871
col,2002,22.10519
col,2003,21.42243
col,2004,20.80503
col,2005,20.91565
col,2006,20.24996
col,2007,19.91098
col,2008,20.02123
col,2009,20.98486
col,2010,25.05787
col,2011,21.05932
col,2012,21.40141
col,2013,20.75538
col,2014,20.72341
col,2015,22.54245
col,2016,23.33489
col,2017,23.26737
col,2018,22.60627
col,2019,22.60627
cpv,1990,30.6
cpv,1991,30.6
cpv,1992,30.6
cpv,1993,30.6
cpv,1994,30.6
cpv,1995,30.6
cpv,1996,30.6
cpv,1997,30.6
cpv,1998,30.6
cpv,1999,30.6
cpv,2000,30.6
cpv,2001,30.6
cpv,2002,30.6
cpv,2003,30.6
cpv,2004,30.6
cpv,2005,27.1
cpv,2006,27.1
cpv,2007,27.1
cpv,2008,27.1
cpv,2009,27.1
cpv,2010,27.1
cpv,2011,27.1
cpv,2012,27.1
cpv,2013,27.1
cpv,2014,27.1
cpv,2015,27.1
cpv,2016,27.1
cpv,2017,27.1
cpv,2018,27.1
cpv,2019,27.1
cri,1990,15.18213
cri,1991,17.51495
cri,1992,18.47567
cri,1993,18.38526
cri,1994,18.5784
cri,1995,17.83367
cri,1996,17.83053
cri,1997,17.82329
cri,1998,17.65562
cri,1999,18.33433
cri,2000,18.76088
cri,2001,16.71189
cri,2002,17.18672
cri,2003,16.74847
cri,2004,21.68615
cri,2005,21.89986
cri,2006,24.68986
cri,2007,21.41612
cri,2008,19.75731
cri,2009,19.68197
cri,2010,19.28282
cri,2011,21.07627
cri,2012,21.87486
cri,2013,22.16855
cri,2014,19.92187
cri,2015,16.59224
cri,2016,15.21784
cri,2017,14.62161
cri,2018,14.41329
cri,2019,14.41329
cub,1990,16.22285
cub,1991,16.22285
cub,1992,16.22285
cub,1993,16.22285
cub,1994,16.22285
cub,1995,16.22285
cub,1996,16.22285
cub,1997,16.22285
cub,1998,16.22285
cub,1999,16.22285
cub,2000,16.22285
cub,2001,16.22285
cub,2002,16.22285
cub,2003,16.22285
cub,2004,16.22285
cub,2005,16.22285
cub,2006,16.22285
cub,2007,16.22285
cub,2008,16.22285
cub,2009,16.22285
cub,2010,16.22285
cub,2011,16.22285
cub,2012,16.22285
cub,2013,16.22285
cub,2014,16.22285
cub,2015,16.22285
cub,2016,16.22285
cub,2017,16.22285
cub,2018,16.22285
cub,2019,16.22285
cyp,1990,9.51359
cyp,1991,9.89157
cyp,1992,9.72134
cyp,1993,10.60252
cyp,1994,11.1226
cyp,1995,10.4269
cyp,1996,9.99073
cyp,1997,10.1398
cyp,1998,10.38314
cyp,1999,10.82184
cyp,2000,11.87863
cyp,2001,12.03563
cyp,2002,11.77196
cyp,2003,10.91832
cyp,2004,10.81698
cyp,2005,4.83033
cyp,2006,5.53197
cyp,2007,6.0151
cyp,2008,12.91721
cyp,2009,13.18675
cyp,2010,15.01311
cyp,2011,16.14521
cyp,2012,18.70149
cyp,2013,22.46089
cyp,2014,25.51461
cyp,2015,29.26123
cyp,2016,28.58343
cyp,2017,33.19447
cyp,2018,34.47437
cyp,2019,27.28581
cze,1990,30.08288
cze,1991,30.08288
cze,1992,30.08288
cze,1993,30.08288
cze,1994,30.08288
cze,1995,30.08288
cze,1996,35.05895
cze,1997,36.95697
cze,1998,35.59156
cze,1999,37.04825
cze,2000,39.1206
cze,2001,39.91378
cze,2002,39.50496
cze,2003,40.27957
cze,2004,40.64537
cze,2005,41.04963
cze,2006,44.49277
cze,2007,44.61216
cze,2008,40.98757
cze,2009,41.36431
cze,2010,45.01908
cze,2011,45.74393
cze,2012,46.74085
cze,2013,47.36052
cze,2014,48.2885
cze,2015,52.47852
cze,2016,52.1216
cze,2017,52.9505
cze,2018,52.2476
cze,2019,52.07706
deu,1990,51.723
deu,1991,51.723
deu,1992,51.45352
deu,1993,50.38924
deu,1994,51.41963
deu,1995,49.83698
deu,1996,50.66332
deu,1997,51.5583
deu,1998,56.33864
deu,1999,52.42689
deu,2000,54.53045
deu,2001,55.02838
deu,2002,55.65484
deu,2003,56.7787
deu,2004,56.45102
deu,2005,57.12254
deu,2006,57.72652
deu,2007,58.62158
deu,2008,60.26069
deu,2009,57.99793
deu,2010,59.56596
deu,2011,60.77698
deu,2012,60.93877
deu,2013,61.02319
deu,2014,62.20094
deu,2015,62.21252
deu,2016,62.45299
deu,2017,62.52968
deu,2018,61.47377
deu,2019,60.66834
dnk,1990,38.1179
dnk,1991,37.31433
dnk,1992,40.67663
dnk,1993,39.65905
dnk,1994,39.55227
dnk,1995,39.13763
dnk,1996,37.82072
dnk,1997,40.72752
dnk,1998,40.0182
dnk,1999,39.93162
dnk,2000,40.81736
dnk,2001,42.2179
dnk,2002,41.18994
dnk,2003,41.67593
dnk,2004,40.95738
dnk,2005,41.89392
dnk,2006,43.90045
dnk,2007,44.35273
dnk,2008,44.57231
dnk,2009,47.649
dnk,2010,49.89217
dnk,2011,52.04935
dnk,2012,52.48727
dnk,2013,53.21439
dnk,2014,53.8365
dnk,2015,55.0501
dnk,2016,56.23918
dnk,2017,56.75174
dnk,2018,59.10111
dnk,2019,58.35541
dza,1990,10.22643
dza,1991,12.50283
dza,1992,9.65734
dza,1993,10.2841
dza,1994,10.6922
dza,1995,10.46012
dza,1996,11.27833
dza,1997,11.27833
dza,1998,11.27833
dza,1999,11.27833
dza,2000,11.27833
dza,2001,11.27833
dza,2002,14.36849
dza,2003,14.36849
dza,2004,14.36849
dza,2005,14.36849
dza,2006,14.36849
dza,2007,14.36849
dza,2008,15.15203
dza,2009,10.84891
dza,2010,9.66153
dza,2011,1.27087
dza,2012,1.38766
dza,2013,1.5643
dza,2014,1.65903
dza,2015,2.69326
dza,2016,2.69326
dza,2017,2.69326
dza,2018,2.69326
dza,2019,2.69326
ecu,1990,12.76323
ecu,1991,13.636
ecu,1992,10.24655
ecu,1993,13.33544
ecu,1994,34.60167
ecu,1995,8.12771
ecu,1996,10.94688
ecu,1997,8.74356
ecu,1998,5.91333
ecu,1999,6.766
ecu,2000,11.92455
ecu,2001,8.35364
ecu,2002,11.82455
ecu,2003,7.58152
ecu,2004,6.30953
ecu,2005,8.51644
ecu,2006,9.19362
ecu,2007,6.43035
ecu,2008,8.1475
ecu,2009,8.09522
ecu,2010,10.56339
ecu,2011,14.27032
