geo,time,en_urb_lcty
chl,1979,3595899
chl,1980,3720640
chl,1981,3849349
chl,1982,3970906
chl,1983,4046324
chl,1984,4123282
chl,1985,4201485
chl,1986,4281283
chl,1987,4362596
chl,1988,4445568
chl,1989,4529884
chl,1990,4615919
chl,1991,4703587
chl,1992,4794775
chl,1993,4894926
chl,1994,4997312
chl,1995,5101840
chl,1996,5208702
chl,1997,5317500
chl,1998,5428725
chl,1999,5542276
chl,2000,5658363
chl,2001,5776553
chl,2002,5883580
chl,2003,5930470
chl,2004,5977798
chl,2005,6025373
chl,2006,6073393
chl,2007,6121796
chl,2008,6170651
chl,2009,6219761
chl,2010,6269330
chl,2011,6319294
chl,2012,6369726
chl,2013,6420420
chl,2014,6471588
chl,2015,6523164
chl,2016,6575151
chl,2017,6627552
chl,2018,6680371
chl,2019,6723516
chl,2020,6767223
chl,2021,6811595
chn,1960,6865312
chn,1961,6752117
chn,1962,6640636
chn,1963,6530995
chn,1964,6423017
chn,1965,6428131
chn,1966,6387638
chn,1967,6302144
chn,1968,6217680
chn,1969,6134575
chn,1970,6052468
chn,1971,5971461
chn,1972,5891428
chn,1973,5812684
chn,1974,5734886
chn,1975,5658129
chn,1976,5582296
chn,1977,5507683
chn,1978,5558902
chn,1979,5740309
chn,1980,5927898
chn,1981,6121076
chn,1982,6320829
chn,1983,6569409
chn,1984,6828127
chn,1985,7096280
chn,1986,7375356
chn,1987,7665406
chn,1988,7967288
chn,1989,8280178
chn,1990,8605812
chn,1991,9050404
chn,1992,9518933
chn,1993,10010327
chn,1994,10527819
chn,1995,11072063
chn,1996,11645251
chn,1997,12246411
chn,1998,12879499
chn,1999,13545316
chn,2000,14246541
chn,2001,14829537
chn,2002,15357256
chn,2003,15903755
chn,2004,16470495
chn,2005,17055788
chn,2006,17662731
chn,2007,18291272
chn,2008,18943092
chn,2009,19616251
chn,2010,20314309
chn,2011,20947904
chn,2012,21555451
chn,2013,22178874
chn,2014,22821226
chn,2015,23482181
chn,2016,24163230
chn,2017,24862075
chn,2018,25582138
chn,2019,26317104
chn,2020,27058479
chn,2021,27795702
civ,1960,191849
civ,1961,208607
civ,1962,226856
civ,1963,246700
civ,1964,276555
civ,1965,309925
civ,1966,347377
civ,1967,389354
civ,1968,436472
civ,1969,489139
civ,1970,548246
civ,1971,614497
civ,1972,688861
civ,1973,771982
civ,1974,865269
civ,1975,966025
civ,1976,1058136
civ,1977,1158740
civ,1978,1269067
civ,1979,1325017
civ,1980,1383516
civ,1981,1444425
civ,1982,1508106
civ,1983,1574595
civ,1984,1644112
civ,1985,1716495
civ,1986,1792171
civ,1987,1871183
civ,1988,1950508
civ,1989,2024809
civ,1990,2102049
civ,1991,2182236
civ,1992,2265598
civ,1993,2351902
civ,1994,2441619
civ,1995,2534759
civ,1996,2631588
civ,1997,2731834
civ,1998,2836045
civ,1999,2926232
civ,2000,3007498
civ,2001,3090788
civ,2002,3176505
civ,2003,3264599
civ,2004,3355262
civ,2005,3448183
civ,2006,3543811
civ,2007,3642091
civ,2008,3743238
civ,2009,3846904
civ,2010,3953590
civ,2011,4063235
civ,2012,4176077
civ,2013,4291730
civ,2014,4410752
civ,2015,4533075
civ,2016,4658790
civ,2017,4787992
civ,2018,4920776
civ,2019,5058550
civ,2020,5202762
civ,2021,5354826
cmr,1960,152612
cmr,1961,161214
cmr,1962,170313
cmr,1963,179927
cmr,1964,190097
cmr,1965,204834
cmr,1966,220736
cmr,1967,237873
cmr,1968,256366
cmr,1969,276241
cmr,1970,297687
cmr,1971,320797
cmr,1972,345738
cmr,1973,372541
cmr,1974,401463
cmr,1975,432630
cmr,1976,463848
cmr,1977,488495
cmr,1978,514489
cmr,1979,541866
cmr,1980,570741
cmr,1981,601068
cmr,1982,633052
cmr,1983,666739
cmr,1984,702267
cmr,1985,739584
cmr,1986,778939
cmr,1987,819198
cmr,1988,857837
cmr,1989,898184
cmr,1990,940489
cmr,1991,984786
cmr,1992,1031235
cmr,1993,1079737
cmr,1994,1130593
cmr,1995,1183844
cmr,1996,1239682
cmr,1997,1297989
cmr,1998,1359124
cmr,1999,1423139
cmr,2000,1490263
cmr,2001,1560356
cmr,2002,1633849
cmr,2003,1710803
cmr,2004,1791496
cmr,2005,1875756
cmr,2006,1964104
cmr,2007,2056613
cmr,2008,2153480
cmr,2009,2254908
cmr,2010,2361114
cmr,2011,2482205
cmr,2012,2623348
cmr,2013,2772516
cmr,2014,2930167
cmr,2015,3096782
cmr,2016,3272870
cmr,2017,3458972
cmr,2018,3655656
cmr,2019,3822425
cmr,2020,3992411
cmr,2021,4164167
cod,1960,442853
cod,1961,487604
cod,1962,536949
cod,1963,591287
cod,1964,651211
cod,1965,717018
cod,1966,789579
cod,1967,869484
cod,1968,939065
cod,1969,1002218
cod,1970,1069714
cod,1971,1141756
cod,1972,1218759
cod,1973,1300722
cod,1974,1388321
cod,1975,1481820
cod,1976,1581758
cod,1977,1688133
cod,1978,1801823
cod,1979,1923171
cod,1980,2052874
cod,1981,2190932
cod,1982,2338484
cod,1983,2495974
cod,1984,2664309
cod,1985,2811896
cod,1986,2967879
cod,1987,3132515
cod,1988,3306530
cod,1989,3489692
cod,1990,3683274
cod,1991,3887595
cod,1992,4103555
cod,1993,4330868
cod,1994,4571112
cod,1995,4824684
cod,1996,5092700
cod,1997,5374806
cod,1998,5641396
cod,1999,5885450
cod,2000,6140419
cod,2001,6405687
cod,2002,6682804
cod,2003,6971910
cod,2004,7273947
cod,2005,7589069
cod,2006,7917842
cod,2007,8260859
cod,2008,8618736
cod,2009,8992117
cod,2010,9381673
cod,2011,9788106
cod,2012,10212146
cod,2013,10654556
cod,2014,11116133
cod,2015,11597706
cod,2016,12100142
cod,2017,12624344
cod,2018,13171256
cod,2019,13743278
cod,2020,14342439
cod,2021,14970460
cog,1960,123643
cog,1961,131867
cog,1962,140751
cog,1963,150341
cog,1964,160599
cog,1965,171525
cog,1966,183212
cog,1967,195695
cog,1968,209047
cog,1969,223270
cog,1970,238483
cog,1971,254732
cog,1972,272112
cog,1973,290626
cog,1974,309803
cog,1975,329225
cog,1976,349895
cog,1977,371800
cog,1978,395110
cog,1979,419881
cog,1980,446242
cog,1981,474179
cog,1982,503907
cog,1983,535499
cog,1984,569120
cog,1985,596061
cog,1986,616150
cog,1987,636916
cog,1988,658412
cog,1989,680572
cog,1990,703509
cog,1991,727220
cog,1992,751764
cog,1993,777065
cog,1994,803255
cog,1995,830327
cog,1996,858950
cog,1997,896962
cog,1998,936712
cog,1999,978223
cog,2000,1021635
cog,2001,1066846
cog,2002,1114124
cog,2003,1163498
cog,2004,1215132
cog,2005,1268906
cog,2006,1325139
cog,2007,1383864
cog,2008,1445191
cog,2009,1509237
cog,2010,1576120
cog,2011,1645968
cog,2012,1718911
cog,2013,1795086
cog,2014,1874637
cog,2015,1957714
cog,2016,2044472
cog,2017,2135075
cog,2018,2229693
cog,2019,2308076
cog,2020,2388090
cog,2021,2469630
col,1960,1268645
col,1961,1360418
col,1962,1458970
col,1963,1564662
col,1964,1678171
col,1965,1779758
col,1966,1886814
col,1967,2000310
col,1968,2120803
col,1969,2248192
col,1970,2383425
col,1971,2526793
col,1972,2679000
col,1973,2839919
col,1974,2951861
col,1975,3040465
col,1976,3131856
col,1977,3225731
col,1978,3322555
col,1979,3422286
col,1980,3525154
col,1981,3630818
col,1982,3739801
col,1983,3852056
col,1984,3967842
col,1985,4086775
col,1986,4209764
col,1987,4336588
col,1988,4467415
col,1989,4601813
col,1990,4740448
col,1991,4883259
col,1992,5030578
col,1993,5181918
col,1994,5333776
col,1995,5488071
col,1996,5647051
col,1997,5810180
col,1998,5978256
col,1999,6151194
col,2000,6329384
col,2001,6512224
col,2002,6700608
col,2003,6894443
col,2004,7094163
col,2005,7299095
col,2006,7510243
col,2007,7727498
col,2008,7951351
col,2009,8181045
col,2010,8417705
col,2011,8661212
col,2012,8912112
col,2013,9169561
col,2014,9434817
col,2015,9707746
col,2016,9988963
col,2017,10277518
col,2018,10574409
col,2019,10779376
col,2020,10978360
col,2021,11167392
cri,1960,229792
cri,1961,240155
cri,1962,251001
cri,1963,262364
cri,1964,274348
cri,1965,286844
cri,1966,299928
cri,1967,313608
cri,1968,327933
cri,1969,342870
cri,1970,358509
cri,1971,374861
cri,1972,391984
cri,1973,409364
cri,1974,424290
cri,1975,439760
cri,1976,455817
cri,1977,472413
cri,1978,489638
cri,1979,507491
cri,1980,526020
cri,1981,545173
cri,1982,565050
cri,1983,585653
cri,1984,606945
cri,1985,627401
cri,1986,648576
cri,1987,670465
cri,1988,693125
cri,1989,716486
cri,1990,740667
cri,1991,765665
cri,1992,791543
cri,1993,818220
cri,1994,845835
cri,1995,874383
cri,1996,903935
cri,1997,934400
cri,1998,965936
cri,1999,998537
cri,2000,1032032
cri,2001,1047860
cri,2002,1063952
cri,2003,1080292
cri,2004,1096906
cri,2005,1113729
cri,2006,1130833
cri,2007,1148200
cri,2008,1165858
cri,2009,1183738
cri,2010,1201918
cri,2011,1220377
cri,2012,1239145
cri,2013,1258149
cri,2014,1277471
cri,2015,1297091
cri,2016,1317039
cri,2017,1337237
cri,2018,1357745
cri,2019,1378546
cri,2020,1399629
cri,2021,1420533
cub,1960,1435511
cub,1961,1466641
cub,1962,1498491
cub,1963,1531032
cub,1964,1564326
cub,1965,1598250
cub,1966,1632957
cub,1967,1668419
cub,1968,1704701
cub,1969,1741668
cub,1970,1779491
cub,1971,1796743
cub,1972,1809358
cub,1973,1822027
cub,1974,1834803
cub,1975,1847668
cub,1976,1860641
cub,1977,1873669
cub,1978,1886807
cub,1979,1900036
cub,1980,1913377
cub,1981,1926775
cub,1982,1945101
cub,1983,1964799
cub,1984,1984723
cub,1985,2004794
cub,1986,2025096
cub,1987,2045604
cub,1988,2066348
cub,1989,2087244
cub,1990,2108381
cub,1991,2122518
cub,1992,2129481
cub,1993,2136447
cub,1994,2143446
cub,1995,2150468
cub,1996,2157522
cub,1997,2164580
cub,1998,2171672
cub,1999,2178786
cub,2000,2185933
cub,2001,2193084
cub,2002,2200269
cub,2003,2195440
cub,2004,2187870
cub,2005,2180347
cub,2006,2172840
cub,2007,2165359
cub,2008,2157893
cub,2009,2150473
cub,2010,2143068
cub,2011,2135689
cub,2012,2128326
cub,2013,2121008
cub,2014,2119455
cub,2015,2123697
cub,2016,2127953
cub,2017,2132206
cub,2018,2136468
cub,2019,2138419
cub,2020,2140423
cub,2021,2142866
cze,1960,1000830
cze,1961,1007834
cze,1962,1015213
cze,1963,1022647
cze,1964,1030146
cze,1965,1037678
cze,1966,1045276
cze,1967,1052930
cze,1968,1060651
cze,1969,1068406
cze,1970,1076230
cze,1971,1085284
cze,1972,1095284
cze,1973,1105348
cze,1974,1115519
cze,1975,1125783
cze,1976,1136156
cze,1977,1146595
cze,1978,1157146
cze,1979,1167793
cze,1980,1178553
cze,1981,1184211
cze,1982,1187275
cze,1983,1190346
cze,1984,1193430
cze,1985,1196513
cze,1986,1199608
cze,1987,1202712
cze,1988,1205828
cze,1989,1208943
cze,1990,1212070
cze,1991,1212664
cze,1992,1208077
cze,1993,1203520
cze,1994,1198974
cze,1995,1194445
cze,1996,1189927
cze,1997,1185438
cze,1998,1180960
cze,1999,1176499
cze,2000,1172049
cze,2001,1171354
cze,2002,1178105
cze,2003,1184894
cze,2004,1191732
cze,2005,1198591
cze,2006,1205499
cze,2007,1212446
cze,2008,1219444
cze,2009,1226462
cze,2010,1233530
cze,2011,1240639
cze,2012,1247799
cze,2013,1254980
cze,2014,1262213
cze,2015,1269488
cze,2016,1276814
cze,2017,1284162
cze,2018,1291552
cze,2019,1298804
cze,2020,1305737
cze,2021,1312199
deu,1960,3259833
deu,1961,3252346
deu,1962,3247311
deu,1963,3242284
deu,1964,3237257
deu,1965,3232253
deu,1966,3227249
deu,1967,3222253
deu,1968,3217257
deu,1969,3212283
deu,1970,3206311
deu,1971,3190964
deu,1972,3175669
deu,1973,3160490
deu,1974,3145362
deu,1975,3130306
deu,1976,3115302
deu,1977,3100411
deu,1978,3085570
deu,1979,3070801
deu,1980,3056082
deu,1981,3051544
deu,1982,3048489
deu,1983,3041327
deu,1984,3042744
deu,1985,3060484
deu,1986,3095453
deu,1987,3272990
deu,1988,3253960
deu,1989,3381095
deu,1990,3421662
deu,1991,3439841
deu,1992,3455876
deu,1993,3470553
deu,1994,3473705
deu,1995,3471395
deu,1996,3462965
deu,1997,3442267
deu,1998,3412301
deu,1999,3392756
deu,2000,3384417
deu,2001,3388441
deu,2002,3391094
deu,2003,3390456
deu,2004,3388152
deu,2005,3391496
deu,2006,3401226
deu,2007,3413367
deu,2008,3425567
deu,2009,3437892
deu,2010,3450395
deu,2011,3462944
deu,2012,3475555
deu,2013,3488177
deu,2014,3500863
deu,2015,3513595
deu,2016,3526391
deu,2017,3539234
deu,2018,3552123
deu,2019,3556792
deu,2020,3562038
deu,2021,3566791
dji,1960,39962
dji,1961,42203
dji,1962,44046
dji,1963,45969
dji,1964,47979
dji,1965,50071
dji,1966,52258
dji,1967,54539
dji,1968,56924
dji,1969,59406
dji,1970,62000
dji,1971,66547
dji,1972,71434
dji,1973,76665
dji,1974,82287
dji,1975,88321
dji,1976,94807
dji,1977,101750
dji,1978,109212
dji,1979,117220
dji,1980,125829
dji,1981,135043
dji,1982,144946
dji,1983,157801
dji,1984,174372
dji,1985,192631
dji,1986,212831
dji,1987,235150
dji,1988,259844
dji,1989,287053
dji,1990,317154
dji,1991,342078
dji,1992,348428
dji,1993,354878
dji,1994,361456
dji,1995,368157
dji,1996,374991
dji,1997,381932
dji,1998,389012
dji,1999,396224
dji,2000,403579
dji,2001,411049
dji,2002,418669
dji,2003,426430
dji,2004,434346
dji,2005,442386
dji,2006,450587
dji,2007,458939
dji,2008,467459
dji,2009,476112
dji,2010,484925
dji,2011,493901
dji,2012,503044
dji,2013,512356
dji,2014,521840
dji,2015,531499
dji,2016,541338
dji,2017,551358
dji,2018,561564
dji,2019,568804
dji,2020,576157
dji,2021,583695
dnk,1960,1284407
dnk,1961,1299934
dnk,1962,1317844
dnk,1963,1336000
dnk,1964,1354433
dnk,1965,1373068
dnk,1966,1377990
dnk,1967,1378498
dnk,1968,1379006
dnk,1969,1379513
dnk,1970,1380022
dnk,1971,1349325
dnk,1972,1302468
dnk,1973,1257362
dnk,1974,1213758
dnk,1975,1171666
dnk,1976,1144804
dnk,1977,1132454
dnk,1978,1120221
dnk,1979,1108120
dnk,1980,1096133
dnk,1981,1086397
dnk,1982,1078841
dnk,1983,1071338
dnk,1984,1063876
dnk,1985,1056487
dnk,1986,1050252
dnk,1987,1045180
dnk,1988,1040126
dnk,1989,1036500
dnk,1990,1035290
dnk,1991,1035100
dnk,1992,1036008
dnk,1993,1038026
dnk,1994,1042122
dnk,1995,1048351
dnk,1996,1055625
dnk,1997,1062331
dnk,1998,1067321
dnk,1999,1072211
dnk,2000,1077131
dnk,2001,1082059
dnk,2002,1090481
dnk,2003,1102529
dnk,2004,1114726
dnk,2005,1127024
dnk,2006,1139475
dnk,2007,1152295
dnk,2008,1165516
dnk,2009,1178851
dnk,2010,1192357
dnk,2011,1206959
dnk,2012,1222732
dnk,2013,1238601
dnk,2014,1254630
dnk,2015,1270867
dnk,2016,1287337
dnk,2017,1303974
dnk,2018,1320826
dnk,2019,1333888
dnk,2020,1346485
dnk,2021,1358608
dom,1960,367328
dom,1961,391425
dom,1962,416786
dom,1963,443790
dom,1964,472585
dom,1965,503160
dom,1966,535761
dom,1967,570473
dom,1968,607487
dom,1969,646791
dom,1970,686692
dom,1971,726698
dom,1972,769094
dom,1973,813837
dom,1974,861250
dom,1975,911425
dom,1976,964599
dom,1977,1020716
dom,1978,1080181
dom,1979,1143111
dom,1980,1209802
dom,1981,1280183
dom,1982,1325737
dom,1983,1348861
dom,1984,1372422
dom,1985,1396328
dom,1986,1420684
dom,1987,1445465
dom,1988,1470713
dom,1989,1496331
dom,1990,1522431
dom,1991,1548987
dom,1992,1576043
dom,1993,1603496
dom,1994,1649733
dom,1995,1703050
dom,1996,1758167
dom,1997,1814910
dom,1998,1873565
dom,1999,1934116
dom,2000,1996712
dom,2001,2061153
dom,2002,2127767
dom,2003,2185851
dom,2004,2240880
dom,2005,2297137
dom,2006,2354888
dom,2007,2414090
dom,2008,2474865
dom,2009,2536996
dom,2010,2600776
dom,2011,2666160
dom,2012,2733281
dom,2013,2801900
dom,2014,2872340
dom,2015,2944551
dom,2016,3018681
dom,2017,3094465
dom,2018,3172152
dom,2019,3245021
dom,2020,3317784
dom,2021,3388809
dza,1960,871636
dza,1961,913806
dza,1962,953095
dza,1963,994074
dza,1964,1036876
dza,1965,1081394
dza,1966,1125264
dza,1967,1162355
dza,1968,1200723
dza,1969,1240246
dza,1970,1281127
dza,1971,1323356
dza,1972,1367038
dza,1973,1412036
dza,1974,1458580
dza,1975,1506658
dza,1976,1556390
dza,1977,1591631
dza,1978,1601502
dza,1979,1611434
dza,1980,1621442
dza,1981,1631484
dza,1982,1641602
dza,1983,1651783
dza,1984,1662042
dza,1985,1672335
dza,1986,1682707
dza,1987,1699125
dza,1988,1731209
dza,1989,1763809
dza,1990,1797068
dza,1991,1830955
dza,1992,1865529
dza,1993,1900658
dza,1994,1936498
dza,1995,1973014
dza,1996,2010271
dza,1997,2048125
dza,1998,2086577
dza,1999,2113386
dza,2000,2140577
dza,2001,2168042
dza,2002,2195898
dza,2003,2224112
dza,2004,2252728
dza,2005,2281632
dza,2006,2310947
dza,2007,2340639
dza,2008,2370754
dza,2009,2401172
dza,2010,2432023
dza,2011,2463271
dza,2012,2494920
dza,2013,2526977
dza,2014,2559445
dza,2015,2592330
dza,2016,2625638
dza,2017,2659373
dza,2018,2693542
dza,2019,2729325
dza,2020,2767661
dza,2021,2809158
ecu,1960,456225
ecu,1961,482874
ecu,1962,511121
ecu,1963,536214
ecu,1964,559197
ecu,1965,583097
ecu,1966,608054
ecu,1967,634080
ecu,1968,661257
ecu,1969,689520
ecu,1970,719032
ecu,1971,749808
ecu,1972,781946
ecu,1973,815367
ecu,1974,850475
ecu,1975,890351
ecu,1976,932156
ecu,1977,975800
ecu,1978,1021552
ecu,1979,1069450
ecu,1980,1119663
ecu,1981,1172087
ecu,1982,1227042
ecu,1983,1272757
ecu,1984,1311745
ecu,1985,1351815
ecu,1986,1393166
ecu,1987,1435783
ecu,1988,1479765
ecu,1989,1524967
ecu,1990,1571615
ecu,1991,1617439
ecu,1992,1663103
ecu,1993,1709925
ecu,1994,1758132
ecu,1995,1807698
ecu,1996,1858733
ecu,1997,1911062
ecu,1998,1964940
ecu,1999,2020337
ecu,2000,2077375
ecu,2001,2135860
ecu,2002,2181496
ecu,2003,2218121
ecu,2004,2255412
ecu,2005,2293226
ecu,2006,2331727
ecu,2007,2370874
ecu,2008,2410734
ecu,2009,2451152
ecu,2010,2492304
ecu,2011,2537659
ecu,2012,2586432
ecu,2013,2636005
ecu,2014,2686599
ecu,2015,2738164
ecu,2016,2790791
ecu,2017,2844281
ecu,2018,2898796
ecu,2019,2946158
ecu,2020,2994218
ecu,2021,3042941
egy,1960,3680160
egy,1961,3862355
egy,1962,4064782
egy,1963,4277817
egy,1964,4502334
egy,1965,4737968
egy,1966,4976560
egy,1967,5122042
egy,1968,5271987
egy,1969,5425890
egy,1970,5584507
egy,1971,5747762
egy,1972,5916024
egy,1973,6088729
egy,1974,6266723
egy,1975,6449922
egy,1976,6638739
egy,1977,6816915
egy,1978,6989701
egy,1979,7166868
egy,1980,7348778
egy,1981,7534786
egy,1982,7725769
egy,1983,7921592
egy,1984,8122659
egy,1985,8328255
egy,1986,8539349
egy,1987,8826380
egy,1988,9168704
egy,1989,9523307
egy,1990,9892143
egy,1991,10275264
egy,1992,10673781
egy,1993,11086594
egy,1994,11515975
egy,1995,11961986
egy,1996,12425922
egy,1997,12772788
egy,1998,13050816
egy,1999,13334896
egy,2000,13625565
egy,2001,13921743
egy,2002,14224781
egy,2003,14534415
egy,2004,14851230
egy,2005,15174050
egy,2006,15504347
egy,2007,15841834
egy,2008,16186667
egy,2009,16539006
egy,2010,16899015
egy,2011,17266860
egy,2012,17642712
egy,2013,18026746
egy,2014,18419138
egy,2015,18820072
egy,2016,19229733
egy,2017,19648312
egy,2018,20076002
egy,2019,20484965
egy,2020,20900604
egy,2021,21322750
eri,1960,123185
eri,1961,130858
eri,1962,139019
eri,1963,147690
eri,1964,156915
eri,1965,166688
eri,1966,177085
eri,1967,188130
eri,1968,192437
eri,1969,196830
eri,1970,201330
eri,1971,205933
eri,1972,210648
eri,1973,215457
eri,1974,220383
eri,1975,225421
eri,1976,230582
eri,1977,235846
eri,1978,241238
eri,1979,246753
eri,1980,252402
eri,1981,258165
eri,1982,264067
eri,1983,270104
eri,1984,277095
eri,1985,289181
eri,1986,301812
eri,1987,314995
eri,1988,328773
eri,1989,343113
eri,1990,358100
eri,1991,361227
eri,1992,364385
eri,1993,367562
eri,1994,370771
eri,1995,374008
eri,1996,377278
eri,1997,380568
eri,1998,402017
eri,1999,424674
eri,2000,448642
eri,2001,473892
eri,2002,500600
eri,2003,519144
eri,2004,538402
eri,2005,558318
eri,2006,579000
eri,2007,600448
eri,2008,622691
eri,2009,645757
eri,2010,669678
eri,2011,694486
eri,2012,720212
eri,2013,746891
eri,2014,774558
eri,2015,803250
eri,2016,833006
eri,2017,863863
eri,2018,895863
eri,2019,928758
eri,2020,962985
eri,2021,998321
esp,1960,2467926
esp,1961,2551331
esp,1962,2641036
esp,1963,2733895
esp,1964,2830154
esp,1965,2929523
esp,1966,3032526
esp,1967,3139150
esp,1968,3257310
esp,1969,3386432
esp,1970,3520861
esp,1971,3622328
esp,1972,3687608
esp,1973,3753879
esp,1974,3821436
esp,1975,3890208
esp,1976,3960315
esp,1977,4031487
esp,1978,4104040
esp,1979,4177898
esp,1980,4253190
esp,1981,4307781
esp,1982,4319441
esp,1983,4331133
esp,1984,4342874
esp,1985,4354613
esp,1986,4366400
esp,1987,4378220
esp,1988,4390088
esp,1989,4401955
esp,1990,4413870
esp,1991,4441776
esp,1992,4502102
esp,1993,4563078
esp,1994,4624965
esp,1995,4687691
esp,1996,4751357
esp,1997,4815708
esp,1998,4881022
esp,1999,4947221
esp,2000,5014411
esp,2001,5082325
esp,2002,5154674
esp,2003,5229816
esp,2004,5306159
esp,2005,5383402
esp,2006,5461879
esp,2007,5541499
esp,2008,5622392
esp,2009,5704239
esp,2010,5787392
esp,2011,5871758
esp,2012,5957472
esp,2013,6044196
esp,2014,6132182
esp,2015,6221450
esp,2016,6312017
esp,2017,6403902
esp,2018,6497124
esp,2019,6559041
esp,2020,6617513
esp,2021,6668865
est,1960,296285
est,1961,303183
est,1962,310252
est,1963,317485
est,1964,324897
est,1965,332461
est,1966,340212
est,1967,348144
est,1968,356272
est,1969,364567
est,1970,372344
est,1971,379413
est,1972,386627
est,1973,393958
est,1974,401438
est,1975,409060
est,1976,416837
est,1977,424741
est,1978,432805
est,1979,439555
est,1980,444615
est,1981,449720
est,1982,454890
est,1983,460120
est,1984,465418
est,1985,470761
est,1986,476173
est,1987,481648
est,1988,487193
est,1989,485756
est,1990,476411
est,1991,467247
est,1992,458246
est,1993,449443
est,1994,440797
est,1995,432318
est,1996,423990
est,1997,417567
est,1998,411233
est,1999,404995
est,2000,400224
est,2001,399611
est,2002,398998
est,2003,398386
est,2004,397774
est,2005,397165
est,2006,396556
est,2007,395948
est,2008,395340
est,2009,394734
est,2010,394129
est,2011,393525
est,2012,396431
est,2013,402920
est,2014,409523
est,2015,416235
est,2016,423066
est,2017,429990
est,2018,437027
est,2019,441321
est,2020,445259
est,2021,448770
eth,1960,519177
eth,1961,533949
eth,1962,549163
eth,1963,564810
eth,1964,580926
eth,1965,597455
eth,1966,614478
eth,1967,631986
eth,1968,662915
eth,1969,695267
eth,1970,729246
eth,1971,764885
eth,1972,802318
eth,1973,841473
eth,1974,882597
eth,1975,925730
eth,1976,971036
eth,1977,1018424
eth,1978,1068196
eth,1979,1120400
eth,1980,1175232
eth,1981,1232586
eth,1982,1292824
eth,1983,1356006
eth,1984,1420498
eth,1985,1476357
eth,1986,1534495
eth,1987,1594922
eth,1988,1657818
eth,1989,1723009
eth,1990,1790860
eth,1991,1861383
eth,1992,1934786
eth,1993,2010869
eth,1994,2090056
eth,1995,2144292
eth,1996,2188930
eth,1997,2234371
eth,1998,2280820
eth,1999,2328234
eth,2000,2376701
eth,2001,2426040
eth,2002,2476473
eth,2003,2527954
eth,2004,2580579
eth,2005,2634150
eth,2006,2688909
eth,2007,2750472
eth,2008,2870660
eth,2009,2995747
eth,2010,3126469
eth,2011,3262895
eth,2012,3405475
eth,2013,3553866
eth,2014,3708942
eth,2015,3870785
eth,2016,4039927
eth,2017,4215965
eth,2018,4399674
eth,2019,4591983
eth,2020,4793699
eth,2021,5005524
fin,1960,448192
fin,1961,455488
fin,1962,460973
fin,1963,466524
fin,1964,472149
fin,1965,477827
fin,1966,483581
fin,1967,489404
fin,1968,495306
fin,1969,501262
fin,1970,507298
fin,1971,517851
fin,1972,533245
fin,1973,549052
fin,1974,565351
fin,1975,582134
fin,1976,599439
fin,1977,617209
fin,1978,635531
fin,1979,654397
fin,1980,673850
fin,1981,686444
fin,1982,695503
fin,1983,704682
fin,1984,713995
fin,1985,723405
fin,1986,742802
fin,1987,773025
fin,1988,804522
fin,1989,837210
fin,1990,871274
fin,1991,894705
fin,1992,906536
fin,1993,918491
fin,1994,930620
fin,1995,942910
fin,1996,956674
fin,1997,971917
fin,1998,987424
fin,1999,1003178
fin,2000,1019206
fin,2001,1031639
fin,2002,1040385
fin,2003,1049206
fin,2004,1058114
fin,2005,1067073
fin,2006,1076589
fin,2007,1086667
fin,2008,1098103
fin,2009,1110266
fin,2010,1126001
fin,2011,1146109
fin,2012,1166605
fin,2013,1185883
fin,2014,1203951
fin,2015,1222294
fin,2016,1240942
fin,2017,1259875
fin,2018,1279096
fin,2019,1292232
fin,2020,1304851
fin,2021,1316757
fra,1960,7410735
fra,1961,7539888
fra,1962,7650751
fra,1963,7718298
fra,1964,7786535
fra,1965,7855185
fra,1966,7924537
fra,1967,7994501
fra,1968,8065180
fra,1969,8136287
fra,1970,8208121
fra,1971,8280588
fra,1972,8353797
fra,1973,8427449
fra,1974,8501853
fra,1975,8557844
fra,1976,8580055
fra,1977,8602261
fra,1978,8624556
fra,1979,8646908
fra,1980,8669349
fra,1981,8691787
fra,1982,8731086
fra,1983,8805496
fra,1984,8880643
fra,1985,8956222
fra,1986,9032550
fra,1987,9109528
fra,1988,9187270
fra,1989,9265459
fra,1990,9330327
fra,1991,9366009
fra,1992,9401876
fra,1993,9437781
fra,1994,9473873
fra,1995,9510103
fra,1996,9546522
fra,1997,9582980
fra,1998,9619628
fra,1999,9666887
fra,2000,9736538
fra,2001,9806497
fra,2002,9877056
fra,2003,9948123
fra,2004,10019801
fra,2005,10091795
fra,2006,10164407
fra,2007,10237542
fra,2008,10311304
fra,2009,10385393
fra,2010,10460118
fra,2011,10514232
fra,2012,10568701
fra,2013,10623301
fra,2014,10678259
fra,2015,10733502
fra,2016,10789031
fra,2017,10844847
fra,2018,10900952
fra,2019,10958187
fra,2020,11017230
fra,2021,11078546
gab,1960,29249
gab,1961,32607
gab,1962,36544
gab,1963,40956
gab,1964,45909
gab,1965,49339
gab,1966,53032
gab,1967,57000
gab,1968,62368
gab,1969,68225
gab,1970,76552
gab,1971,88104
gab,1972,101421
gab,1973,116704
gab,1974,134317
gab,1975,154587
gab,1976,177952
gab,1977,204768
gab,1978,214109
gab,1979,223877
gab,1980,234104
gab,1981,244769
gab,1982,255935
gab,1983,267611
gab,1984,279836
gab,1985,292584
gab,1986,305931
gab,1987,319888
gab,1988,334501
gab,1989,349740
