geo,time,se_xpd_tert_zs
grc,2000,24.03279
grc,2001,30.52848
grc,2002,32.42395
grc,2003,30.93179
grc,2004,34.64413
grc,2005,36.0952
grd,2003,9.7668
grd,2017,13.58036
gtm,1970,12.04295
gtm,1971,11.53894
gtm,1976,19.35075
gtm,1993,21.51215
gtm,1994,16.51901
gtm,1995,16.85953
gtm,1996,17.0973
gtm,2006,11.88161
gtm,2007,10.91625
gtm,2008,10.79647
gtm,2010,11.33206
gtm,2011,12.44837
gtm,2012,12.82632
gtm,2013,12.29717
gtm,2014,12.13767
gtm,2015,13.78745
gtm,2016,14.64296
gtm,2017,13.22195
gtm,2018,13.89463
gum,1974,19.79108
gum,1975,17.34294
gum,1976,19.87934
guy,1970,14.85379
guy,1977,21.82322
guy,1979,13.27115
guy,1983,13.24271
guy,1984,19.46536
guy,1994,5.41996
guy,1995,6.46579
guy,2002,4.86286
guy,2004,6.20109
guy,2006,5.24019
guy,2007,5.89013
guy,2009,7.34472
guy,2010,5.29366
guy,2011,3.86574
guy,2012,5.06216
hkg,1971,24.58131
hkg,1972,27.04488
hkg,1973,20.53477
hkg,1974,19.14795
hkg,1975,22.95178
hkg,1976,22.84042
hkg,1977,24.07422
hkg,1978,27.0656
hkg,1980,31.84732
hkg,1981,30.73586
hkg,1982,3.07927
hkg,1983,28.35589
hkg,1984,27.96404
hkg,1985,26.66659
hkg,1990,31.76391
hkg,1992,34.65119
hkg,1996,40.02293
hkg,2004,30.34683
hkg,2005,28.35577
hkg,2006,29.88298
hkg,2007,30.69473
hkg,2008,30.84998
hkg,2009,45.5057
hkg,2010,27.77816
hkg,2011,28.65495
hkg,2012,32.79963
hkg,2013,38.87206
hkg,2014,29.23212
hkg,2015,29.5277
hkg,2016,30.43803
hkg,2017,28.49483
hkg,2018,29.38676
hnd,1978,15.365
hnd,1979,16.29944
hnd,1980,17.70738
hnd,1994,20.17722
hnd,1995,16.72227
hnd,2013,18.48948
hnd,2014,13.72908
hnd,2015,13.69218
hrv,2002,19.14969
hrv,2003,18.54726
hrv,2004,18.10904
hrv,2007,19.80252
hrv,2008,21.9574
hrv,2009,18.85064
hrv,2010,18.31597
hrv,2011,22.15709
hrv,2013,21.85532
hti,1981,9.56593
hti,1982,9.4052
hti,1983,8.33183
hti,1984,9.9837
hti,1985,15.18714
hti,1991,10.15787
hun,1970,25.78324
hun,1971,25.52945
hun,1972,24.11137
hun,1973,23.49261
hun,1974,23.23878
hun,1975,22.93974
hun,1976,23.39065
hun,1977,23.56935
hun,1978,22.79469
hun,1979,22.58709
hun,1980,19.60095
hun,1981,19.41084
hun,1982,19.29769
hun,1983,19.57932
hun,1984,24.00492
hun,1985,18.0397
hun,1986,18.29525
hun,1987,18.25978
hun,1988,14.35444
hun,1989,14.99377
hun,1990,15.27215
hun,1991,14.37992
hun,1992,17.34233
hun,1993,17.49822
hun,1994,18.54985
hun,1995,18.68247
hun,1996,16.53592
hun,1998,19.56093
hun,1999,20.02924
hun,2000,21.01969
hun,2001,21.09976
hun,2002,21.15071
hun,2003,20.69117
hun,2004,18.70517
hun,2005,18.89088
hun,2006,19.14149
hun,2007,19.71294
hun,2008,20.01192
hun,2009,22.05753
hun,2010,20.11094
hun,2011,23.39252
hun,2012,19.08823
hun,2013,21.33464
hun,2014,16.44862
hun,2015,14.33275
hun,2016,16.07903
idn,1972,13.58038
idn,1989,22.40084
idn,1994,28.53681
idn,1995,33.92011
idn,1996,29.55313
idn,1997,30.36174
idn,2007,12.75693
idn,2008,10.97822
idn,2009,12.16564
idn,2010,16.05356
idn,2012,17.17783
idn,2013,16.4055
idn,2014,15.05278
idn,2015,15.80023
ind,1999,17.54497
ind,2000,20.29511
ind,2003,20.08727
ind,2004,20.01232
ind,2005,19.55496
ind,2006,20.28408
ind,2009,36.45114
ind,2010,36.07652
ind,2011,34.68074
ind,2012,32.1669
ind,2013,28.52687
irl,1971,14.07678
irl,1972,16.35636
irl,1973,15.14821
irl,1974,15.38101
irl,1976,18.26555
irl,1977,19.53941
irl,1978,19.95449
irl,1979,19.92141
irl,1980,19.60439
irl,1981,19.52195
irl,1982,18.79571
irl,1983,17.96747
irl,1984,16.65529
irl,1985,17.65696
irl,1986,18.46084
irl,1987,19.60337
irl,1988,19.43352
irl,1989,19.58516
irl,1990,21.6171
irl,1991,21.37942
irl,1992,22.30532
irl,1993,22.46696
irl,1994,22.9682
irl,1995,23.27463
irl,1996,24.73357
irl,1998,25.47865
irl,1999,27.14333
irl,2000,30.27471
irl,2001,28.56122
irl,2002,27.63626
irl,2003,24.85275
irl,2004,23.46116
irl,2005,23.30093
irl,2006,23.94685
irl,2007,23.35125
irl,2008,23.25964
irl,2009,23.7471
irl,2010,22.2214
irl,2011,21.7278
irl,2012,21.39313
irl,2013,21.51171
irl,2014,20.84728
irl,2015,23.3454
irl,2016,19.58165
irn,1971,16.21516
irn,1972,15.29587
irn,1973,17.7235
irn,1974,19.14271
irn,1975,22.95501
irn,1977,42.27562
irn,1981,9.02164
irn,1982,7.99397
irn,1983,7.31019
irn,1984,19.96691
irn,1985,12.81575
irn,1986,12.61932
irn,1987,11.83427
irn,1988,11.82706
irn,1989,12.38934
irn,1990,13.41001
irn,1991,15.81056
irn,1992,16.81619
irn,1993,16.56537
irn,1995,24.93637
irn,1996,26.16373
irn,2001,19.37769
irn,2002,18.45768
irn,2003,17.07719
irn,2004,15.64982
irn,2005,15.35867
irn,2006,20.59545
irn,2007,20.37027
irn,2008,20.6675
irn,2009,22.02841
irn,2010,21.357
irn,2011,27.23287
irn,2012,27.6329
irn,2013,22.942
irn,2014,28.00192
irn,2015,29.39239
irn,2016,29.82631
irn,2017,32.63151
irn,2018,28.23956
irq,1977,30.12041
irq,1980,27.82392
irq,1989,22.3203
isl,1990,13.69581
isl,1993,22.35947
isl,1994,19.95012
isl,1995,19.21384
isl,1996,16.41832
isl,1999,18.00828
isl,2000,18.08919
isl,2001,17.8513
isl,2002,18.06618
isl,2003,18.5847
isl,2004,18.54073
isl,2005,19.1299
isl,2006,17.97757
isl,2007,18.88142
isl,2008,19.70401
isl,2009,20.3974
isl,2010,21.46367
isl,2011,19.42101
isl,2012,19.39008
isl,2013,19.36308
isl,2014,18.80458
isl,2015,18.88877
isl,2016,19.91437
isr,1973,26.97823
isr,1974,23.04833
isr,1975,22.10393
isr,1976,25.67568
isr,1977,20.84332
isr,1978,24.03896
isr,1979,21.73007
isr,1980,26.17066
isr,1981,24.46224
isr,1982,23.52427
isr,1983,24.49715
isr,1984,21.62841
isr,1985,19.87724
isr,1986,20.08052
isr,1987,18.12991
isr,1988,17.60797
isr,1989,17.73543
isr,1990,17.29696
isr,1991,16.65671
isr,1992,17.33179
isr,1993,16.23331
isr,1994,17.32585
isr,1998,18.17252
isr,1999,18.35522
isr,2000,18.30188
isr,2001,17.85959
isr,2002,16.71338
isr,2003,18.46707
isr,2004,16.46765
isr,2005,16.56578
isr,2006,16.47318
isr,2007,17.5694
isr,2008,15.99683
isr,2009,17.31584
isr,2010,16.88245
isr,2011,16.22442
isr,2012,16.17742
isr,2013,15.80843
isr,2014,15.06281
isr,2015,16.23448
isr,2016,15.15743
ita,1970,10.04352
ita,1971,11.75334
ita,1974,10.27578
ita,1975,13.38997
ita,1976,11.97116
ita,1978,10.35761
ita,1979,8.97635
ita,1983,12.04092
ita,1984,13.28972
ita,1985,14.58592
ita,1986,15.03165
ita,1988,16.03336
ita,1993,16.88954
ita,1994,16.06481
ita,1995,15.7263
ita,1996,15.95331
ita,1998,16.29356
ita,1999,18.49989
ita,2000,18.49989
ita,2001,16.35727
ita,2002,18.49989
ita,2003,16.41901
ita,2004,16.91673
ita,2005,17.2388
ita,2006,16.98507
ita,2007,17.67782
ita,2008,18.3255
ita,2009,18.27
ita,2010,18.76402
ita,2011,19.35506
ita,2012,19.26296
ita,2013,19.56552
ita,2014,19.58569
ita,2015,18.59916
ita,2016,19.11673
jam,1973,7.49139
jam,1974,9.03829
jam,1975,18.43401
jam,1976,18.2329
jam,1977,18.76935
jam,1985,19.15573
jam,1986,19.23205
jam,1988,19.45934
jam,1989,19.02958
jam,1990,17.82766
jam,1991,20.60858
jam,1992,22.28916
jam,1993,25.14373
jam,1994,19.27121
jam,1995,23.65064
jam,1996,21.76215
jam,1997,21.39767
jam,2001,21.33073
jam,2002,19.15634
jam,2003,14.79285
jam,2004,18.82431
jam,2005,22.07259
jam,2007,19.99549
jam,2008,15.71206
jam,2009,20.27473
jam,2010,21.84405
jam,2011,19.84049
jam,2012,17.56025
jam,2013,17.6092
jam,2014,17.4903
jam,2015,17.387
jam,2016,18.22901
jam,2017,19.25634
jam,2018,19.59513
jor,1970,17.97129
jor,1971,14.99937
jor,1972,2.43939
jor,1973,3.41027
jor,1974,3.43244
jor,1975,4.79732
jor,1976,4.08021
jor,1977,3.84161
jor,1978,3.96516
jor,1979,25.11416
jor,1981,35.47603
jor,1982,37.47231
jor,1983,35.06809
jor,1984,47.71208
jor,1988,6.3796
jor,1989,34.62713
jor,1996,35.91859
jor,1997,28.31836
jor,1999,18.65662
jor,2016,19.93532
jor,2017,18.53475
jor,2018,22.74788
jpn,2013,19.9977
jpn,2014,20.76276
jpn,2016,19.79765
kaz,1995,14.01862
kaz,1996,15.62255
kaz,1997,13.91084
kaz,2002,13.11318
kaz,2004,11.6942
kaz,2005,12.29546
kaz,2006,16.39616
kaz,2007,13.91138
kaz,2008,13.8967
kaz,2009,13.13384
kaz,2015,15.25645
kaz,2016,11.64466
kaz,2017,10.56175
kaz,2018,9.38161
ken,1971,15.08809
ken,1972,13.71566
ken,1973,14.85664
ken,1974,11.68364
ken,1975,14.13138
ken,1976,11.19491
ken,1977,13.02104
ken,1980,17.834
ken,1981,15.67243
ken,1982,14.97724
ken,1983,15.87608
ken,1984,14.47537
ken,1985,13.93536
ken,1986,14.24612
ken,1988,16.09102
ken,1989,16.3352
ken,1991,28.57054
ken,1992,20.03523
ken,1993,21.26883
ken,1994,17.0357
ken,1999,11.45801
ken,2000,11.71209
ken,2001,13.08694
ken,2003,12.1481
ken,2004,12.90978
ken,2006,15.41745
ken,2011,12.77934
ken,2012,17.60868
ken,2013,14.21517
ken,2014,13.70252
ken,2015,13.07397
kgz,1994,11.56559
kgz,1995,8.80396
kgz,1996,14.53359
kgz,1998,19.20195
kgz,1999,16.06488
kgz,2000,14.71871
kgz,2001,17.21801
kgz,2002,19.61855
kgz,2003,19.90889
kgz,2004,19.81749
kgz,2005,19.18243
kgz,2006,17.97466
kgz,2007,15.90341
kgz,2008,16.44074
kgz,2009,15.62133
kgz,2010,15.51681
kgz,2012,12.02614
kgz,2013,12.77683
kgz,2014,4.63573
kgz,2016,3.02277
kgz,2017,3.03152
khm,1998,4.56572
khm,2009,6.2996
khm,2010,5.84669
khm,2011,5.33979
khm,2013,6.10003
kir,1970,14.33225
kir,1971,0
kir,1974,9.44056
kna,1985,2.13733
kna,1987,0
kna,1989,0
kna,1991,0
kna,1992,11.59873
kna,1995,12.87201
kna,1998,13.49036
kna,2015,15.35573
kor,1970,8.22921
kor,1971,8.27908
kor,1972,8.19559
kor,1973,8.7577
kor,1975,10.69538
kor,1976,11.05216
kor,1977,8.14067
kor,1979,12.02397
kor,1980,11.39619
kor,1981,10.20958
kor,1982,28.60496
kor,1983,11.83113
kor,1984,12.78049
kor,1985,11.54272
kor,1986,10.72564
kor,1987,10.59816
kor,1988,9.74798
kor,1989,10.15708
kor,1990,9.72375
kor,1991,8.27943
kor,1992,8.24123
kor,1993,8.33947
kor,1994,7.90566
kor,1995,8.0163
kor,1998,10.70037
kor,1999,13.53838
kor,2016,20.44728
kwt,1971,13.09799
kwt,1972,11.99753
kwt,1973,12.45296
kwt,1974,12.53142
kwt,1975,11.57833
kwt,1976,19.90647
kwt,1977,19.51881
kwt,1978,25.31808
kwt,1979,21.68477
kwt,1980,18.50602
kwt,1981,21.98167
kwt,1982,1.71012
kwt,1983,14.83036
kwt,1984,19.87587
kwt,1985,20.66126
kwt,1986,20.97769
kwt,1992,38.71083
kwt,1996,34.97349
kwt,1997,31.52783
kwt,2002,33.44699
kwt,2004,34.78536
kwt,2005,32.60241
kwt,2006,32.60061
lao,1992,3.1187
lao,1996,9.07226
lao,1997,7.9228
lao,2000,12.32424
lao,2001,17.13012
lao,2002,12.62898
lao,2009,23.2289
lao,2010,16.22068
lao,2011,20.88987
lao,2012,15.73127
lao,2013,14.04997
lao,2014,13.81231
lbn,1993,26.01195
lbn,1994,24.94285
lbn,1995,20.10892
lbn,1996,19.06705
lbn,2002,28.45789
lbn,2004,25.05443
lbn,2005,28.7626
lbn,2006,27.26078
lbn,2007,25.33283
lbn,2008,28.97518
lbn,2009,26.6466
lbn,2010,27.19232
lbn,2011,26.49415
lbn,2012,30.71696
lbn,2013,28.74148
lbr,1978,15.64279
lbr,1980,26.6579
lbr,2012,31.56345
lby,1976,27.27242
lby,1977,28.71532
lby,1999,52.72631
lca,1972,4.96316
lca,1973,7.61932
lca,1974,7.44392
lca,1975,8.79846
lca,1976,11.69268
lca,1982,0.71853
lca,1986,5.00262
lca,1994,9.44399
lca,1999,11.11348
lca,2009,6.3012
lca,2010,4.5958
lca,2011,5.0111
lca,2018,0
lie,2003,12.86868
lie,2004,13.88673
lie,2006,9.07011
lie,2007,9.09177
lka,1973,7.6171
lka,1975,7.79373
lka,1979,11.82156
lka,1980,15.50862
lka,1981,16.28131
lka,1982,16.62072
lka,1983,17.64706
lka,1984,20.78702
lka,1985,17.30815
lka,1986,21.01291
lka,1987,19.2426
lka,1988,17.2139
lka,1989,17.13256
lka,1990,17.14359
lka,1991,12.4171
lka,1994,14.9825
lka,1995,14.13165
lka,1996,12.21365
lka,2009,18.19491
lka,2010,16.42822
lka,2011,17.75958
lka,2012,18.72904
lka,2013,21.12484
lka,2014,20.16606
lka,2015,19.38278
lka,2016,12.12355
lka,2017,12.96432
lka,2018,20.74192
lso,1971,13.38306
lso,1972,17.20517
lso,1973,22.2002
lso,1974,20.16288
lso,1983,20.39546
lso,1984,18.4907
lso,1985,18.837
lso,1988,17.96384
lso,1989,16.71818
lso,1993,15.64946
lso,1994,18.89307
lso,1995,13.73373
lso,1997,23.38802
lso,1999,21.86322
lso,2000,16.71094
lso,2001,18.63831
lso,2005,36.44391
lso,2006,36.81825
lso,2008,36.38363
lso,2018,7.40778
ltu,1993,20.37941
ltu,1994,19.88991
ltu,1995,18.47854
ltu,1996,19.11908
ltu,1997,19.27702
ltu,2001,22.67744
ltu,2002,24.01826
ltu,2003,19.28705
ltu,2004,20.47461
ltu,2005,20.99424
ltu,2006,20.57252
ltu,2007,21.74303
ltu,2008,21.20481
ltu,2009,20.14574
ltu,2010,23.56181
ltu,2011,28.45486
ltu,2012,28.98261
ltu,2013,28.7617
ltu,2014,29.6144
ltu,2015,27.85941
ltu,2016,20.5208
lux,1970,3.64872
lux,1971,4.62176
lux,1972,5.28976
lux,1973,5.12247
lux,1975,3.58459
lux,1976,2.8896
lux,1977,2.51061
lux,1978,1.99355
lux,1979,2.02827
lux,1980,1.87498
lux,1981,2.10234
lux,1982,1.76256
lux,1983,2.76613
lux,1986,4.00071
lux,1987,3.81433
lux,1988,3.78946
lux,1989,3.9812
lux,1995,4.36386
lux,1996,4.43867
lux,2012,0.11096
lux,2014,12.64924
lux,2015,13.10114
lva,1996,12.45015
lva,1997,14.26029
lva,1998,15.88595
lva,1999,16.74857
lva,2000,16.2608
lva,2001,15.62937
lva,2002,15.40785
lva,2003,13.87419
lva,2004,13.44828
lva,2006,17.92301
lva,2007,18.59129
lva,2008,17.33077
lva,2009,13.95755
lva,2010,15.88385
lva,2011,20.47037
lva,2012,20.69326
lva,2013,19.45432
lva,2014,21.31183
lva,2015,22.0921
lva,2016,16.04117
mac,1998,33.0765
mac,1999,28.35052
mac,2000,28.35738
mac,2002,40.18769
mac,2003,41.1093
mac,2004,44.62507
mac,2005,45.60613
mac,2006,41.01877
mac,2007,36.85601
mac,2008,36.63607
mac,2009,33.28335
mac,2010,48.4117
mac,2011,59.53244
mac,2012,68.13506
mac,2013,44.93769
mac,2014,42.72576
mac,2015,42.19713
mac,2016,39.27335
mac,2017,37.12156
mar,1973,8.28257
mar,1974,10.11158
mar,1975,13.90938
mar,1976,16.67284
mar,1977,15.15731
mar,1978,12.22315
mar,1979,16.31356
mar,1980,17.2673
mar,1981,18.60683
mar,1982,19.64937
mar,1983,19.23627
mar,1984,16.81664
mar,1985,17.50032
mar,1986,19.31538
mar,1987,19.21848
mar,1988,21.96687
mar,1989,16.30905
mar,1990,18.28877
mar,1991,18.09689
mar,1993,17.58079
mar,1995,16.93068
mar,1998,16.31298
mar,1999,17.1396
mar,2009,20.18324
mco,1988,0
mco,1989,0
mco,1992,0
mco,1995,0
mco,1997,2.45392
mco,2004,4.36853
mda,1996,13.51217
mda,2006,19.41539
mda,2007,19.51028
mda,2008,18.64535
mda,2009,18.05868
mda,2010,17.97629
mda,2011,18.17431
mda,2012,17.56312
mda,2014,17.1947
mda,2016,16.22238
mda,2017,14.73902
mda,2018,11.90064
mdg,1972,28.26116
mdg,1973,7.07126
mdg,1974,10.59844
mdg,1975,13.77322
mdg,1976,16.33646
mdg,1977,19.52576
mdg,1979,26.26746
mdg,1980,35.95222
mdg,1981,30.26092
mdg,1982,32.25552
mdg,1983,29.51693
mdg,1984,27.00526
mdg,1985,27.89809
mdg,1993,24.62626
mdg,1997,21.06469
mdg,1998,17.16067
mdg,2005,10.08655
mdg,2006,12.88935
mdg,2007,12.74656
mdg,2008,15.36154
mdg,2009,15.38791
mdg,2011,13.47785
mdg,2012,15.19973
mdg,2015,0.00634
mdg,2016,0.00583
mdg,2017,0.0058
mdv,2009,6.47701
mdv,2010,7.25876
mdv,2011,4.37104
mdv,2012,12.08232
mdv,2013,14.21845
mdv,2014,12.8541
mdv,2015,12.74716
mdv,2016,20.58919
mex,1989,16.20508
mex,1990,16.39076
mex,1991,16.90971
mex,1992,15.27725
mex,1994,20.04464
mex,1995,18.34521
mex,1998,20.18843
mex,1999,20.64129
mex,2001,14.50125
mex,2002,19.61567
mex,2003,16.8584
mex,2004,17.39438
mex,2005,17.45499
mex,2006,17.19888
mex,2007,18.47466
mex,2008,18.86044
mex,2009,20.00251
mex,2010,19.6634
mex,2011,18.12508
mex,2012,19.46464
mex,2013,22.09098
mex,2014,21.32413
mex,2015,21.47549
mex,2016,21.091
mhl,2002,14.70266
mkd,1992,17.79671
mkd,1993,19.92031
mkd,1994,21.93452
mkd,1995,22.34139
mkd,1996,22.14278
mkd,2002,15.01055
mli,1978,24.4591
mli,1980,24.81494
mli,1981,15.99496
mli,1982,18.89562
mli,1986,13.61301
mli,1998,14.63121
mli,1999,14.6309
mli,2008,16.05913
mli,2009,15.82133
mli,2010,20.74022
mli,2011,23.25758
mli,2012,20.34201
mli,2013,19.03471
mli,2014,21.58739
mli,2015,20.77456
mli,2016,21.74443
mli,2017,17.28712
mlt,1971,13.9723
mlt,1972,17.07929
mlt,1973,15.7061
mlt,1974,14.38799
mlt,1975,13.88239
mlt,1976,13.38954
mlt,1977,11.80841
mlt,1978,13.5074
mlt,1979,10.47066
mlt,1981,9.55229
mlt,1982,10.03374
mlt,1983,8.30042
mlt,1984,8.73457
mlt,1985,8.48254
mlt,1986,7.69626
mlt,1987,9.02256
mlt,1988,10.17709
mlt,1989,13.80534
mlt,1990,18.53882
mlt,1991,22.04528
mlt,1992,18.93309
mlt,1998,18.24749
mlt,2002,20.58271
mlt,2004,11.01739
mlt,2007,15.11314
mlt,2008,17.69382
mlt,2009,21.85423
mlt,2010,22.81373
mlt,2011,13.90459
mlt,2012,22.17254
mlt,2013,19.24958
mlt,2014,19.26899
mlt,2015,25.33087
mmr,1972,20.35749
mmr,1973,16.99026
mmr,1975,13.6727
mmr,1976,12.63692
mmr,1977,11.34362
mmr,1978,12.17642
mmr,1995,22.58575
mmr,2011,19.11895
mmr,2017,11.27985
mmr,2018,14.7764
mmr,2019,14.62929
mng,1997,15.93198
mng,2002,15.45912
mng,2004,18.43274
mng,2010,6.68271
mng,2011,3.82765
mng,2012,19.55295
mng,2013,16.41355
mng,2014,14.28698
mng,2015,11.44633
mng,2016,10.96171
mng,2017,6.40868
moz,1999,22.40387
moz,2006,12.13972
moz,2012,12.18158
moz,2013,13.69089
mrt,1997,8.71313
mrt,1999,14.06839
mrt,2008,16.71993
mrt,2010,18.79216
mrt,2011,12.82711
mrt,2012,12.23829
mrt,2013,11.58006
mrt,2016,17.73177
mus,1971,11.17963
mus,1972,8.80353
mus,1973,7.40764
mus,1975,10.96477
mus,1977,14.40881
mus,1978,8.78178
mus,1981,7.30574
mus,1982,7.59574
mus,1983,6.72156
mus,1984,7.05521
mus,1985,6.51907
mus,1986,5.37226
mus,1987,5.71144
mus,1988,7.43573
mus,1989,6.77311
mus,1990,7.44146
mus,1991,18.15358
mus,2001,12.69113
mus,2002,15.55086
mus,2003,14.78596
mus,2004,13.98346
mus,2005,11.34756
mus,2006,10.32953
mus,2008,10.20813
mus,2009,12.5316
mus,2010,9.36454
mus,2011,7.96286
mus,2012,7.85019
mus,2013,8.02222
mus,2014,7.05953
mus,2015,6.82223
mus,2016,6.35365
mus,2017,5.86204
mus,2018,6.42423
mwi,1971,19.84246
mwi,1972,29.81893
mwi,1973,33.13353
mwi,1974,29.65204
mwi,1975,25.42875
mwi,1976,22.95223
mwi,1986,29.15079
mwi,1987,33.76259
mwi,1988,30.68551
mwi,1989,15.90522
mwi,1990,17.27309
mwi,1995,27.08201
mwi,1996,17.7438
mwi,1999,15.01656
mwi,2000,15.64858
mwi,2001,15.25315
mwi,2010,29.7982
mwi,2011,26.63025
mwi,2013,28.35581
mwi,2014,21.54824
mwi,2015,24.20894
mwi,2016,23.10647
mys,1971,11.31444
mys,1979,13.92735
mys,1980,14.77585
mys,1981,15.5598
mys,1982,15.96446
mys,1984,16.59181
mys,1985,17.96863
mys,1986,18.0641
mys,1987,17.36734
mys,1992,21.43599
mys,1993,17.97879
mys,1994,18.12548
mys,1995,20.00828
mys,1996,23.81296
mys,1997,29.03226
mys,2000,32.06252
mys,2001,34.25096
mys,2002,33.2994
mys,2003,34.98647
mys,2004,33.44521
mys,2006,36.13291
mys,2007,33.02901
mys,2009,35.94429
mys,2010,34.45404
mys,2011,36.96771
mys,2012,28.4681
mys,2013,30.50736
mys,2016,23.3901
mys,2017,20.9924
mys,2018,21.34708
nam,1999,12.03729
nam,2000,11.96086
nam,2001,11.96086
nam,2002,8.66205
nam,2003,9.10738
nam,2006,13.1036
nam,2008,9.90603
nam,2010,23.08555
nam,2014,50.60062
ner,1971,2.48802
ner,1990,0
ner,1991,0
ner,1992,0
ner,1993,0
ner,1994,0
ner,1995,0
ner,1996,0
ner,2006,8.96554
ner,2007,10.46671
ner,2008,9.41121
ner,2009,9.89743
ner,2010,12.56922
ner,2011,14.36983
ner,2012,17.61433
ner,2013,16.26539
ner,2014,13.91832
ner,2015,13.50337
ner,2016,21.48255
ner,2017,23.25724
nga,1974,32.88228
nga,1975,43.06125
nic,1970,10.95831
nic,1971,9.10402
nic,1979,16.91981
nic,1980,15.79016
nic,1982,24.7081
nic,1984,20.37292
nic,1987,16.35072
nic,2010,26.04841
nld,1970,25.15416
nld,1971,25.90204
nld,1972,28.3126
nld,1973,27.36259
nld,1974,27.05249
nld,1975,28.64925
nld,1976,29.29199
nld,1977,29.98495
nld,1978,30.35244
nld,1979,30.48608
nld,1980,30.59395
nld,1981,30.05903
nld,1982,29.56016
nld,1983,30.07887
nld,1984,30.28846
nld,1985,29.00031
nld,1986,27.76032
nld,1987,31.97841
nld,1988,30.20054
nld,1990,33.25415
nld,1991,32.59294
nld,1993,31.19357
nld,1994,30.94039
nld,1995,30.11758
nld,1996,29.32645
nld,1998,28.89228
nld,2015,30.12593
nld,2016,31.92546
nld_curacao,2013,5.25014
nor,1972,12.84064
nor,1973,12.52776
nor,1974,12.96296
nor,1975,14.33214
nor,1976,13.65817
nor,1977,15.24473
nor,1978,12.01247
nor,1980,13.81203
nor,1981,13.86706
nor,1982,13.77118
nor,1983,13.77368
nor,1984,14.02596
nor,1985,14.08417
nor,1986,15.09756
nor,1987,14.99714
nor,1988,15.85419
nor,1989,15.80763
nor,1990,16.74169
nor,1991,24.86992
nor,1992,26.20186
nor,1993,26.2023
nor,1994,26.03689
nor,1995,27.45683
nor,1996,26.96226
nor,1997,26.50287
nor,1998,26.07482
nor,1999,27.10323
nor,2000,25.40111
nor,2001,26.42908
nor,2002,27.50263
nor,2003,30.39058
nor,2004,32.09416
nor,2005,32.36272
nor,2006,31.54551
nor,2007,31.94706
nor,2008,31.98681
nor,2009,30.43174
nor,2010,29.62594
nor,2011,29.89166
nor,2013,26.61598
nor,2014,28.57301
nor,2015,25.905
nor,2016,26.72475
npl,1998,20.95528
npl,1999,18.44974
npl,2000,18.82241
npl,2001,11.94082
npl,2002,12.07163
npl,2003,10.28111
npl,2008,13.45753
npl,2009,11.98227
npl,2010,12.74599
npl,2011,11.76926
npl,2012,11.94124
npl,2013,11.34148
npl,2014,11.41365
npl,2015,10.79779
nzl,1973,26.99332
nzl,1974,26.19879
nzl,1975,25.02254
nzl,1976,28.83146
nzl,1977,24.87298
nzl,1978,24.07814
nzl,1979,24.52916
nzl,1980,30.6598
nzl,1981,28.57231
nzl,1982,28.02036
nzl,1984,27.21676
nzl,1985,27.69819
nzl,1986,29.32621
nzl,1987,29.03862
nzl,1988,30.94708
nzl,1989,32.80784
nzl,1994,26.76476
nzl,1995,28.03113
nzl,1996,27.25442
nzl,1997,27.2554
nzl,2013,25.25779
nzl,2014,24.94879
nzl,2015,25.56619
nzl,2016,23.73553
omn,1986,13.18136
omn,1987,11.17911
omn,1988,12.18495
omn,1989,9.53002
omn,1990,6.96041
omn,1991,6.27715
omn,1992,5.26066
omn,1993,5.25691
omn,1994,2.77326
omn,1995,2.70502
omn,1996,5.61293
omn,1997,7.04457
omn,1998,9.62201
omn,1999,9.78211
omn,2001,9.46734
omn,2002,9.98881
omn,2004,9.30688
omn,2005,7.63793
omn,2009,26.88333
pak,1971,18.27342
pak,1972,16.46012
pak,1973,18.1841
pak,1974,24.26624
pak,1975,17.85805
pak,1976,18.85294
pak,1977,18.40538
pak,1978,17.3648
pak,1979,19.2698
pak,1980,20.88837
pak,1981,17.58321
pak,1982,19.71341
pak,1983,20.20956
pak,1984,20.46594
pak,1985,19.26839
pak,1986,18.1811
pak,1987,20.09138
pak,1989,15.73442
pak,1990,16.46105
pak,1991,17.63769
pak,1992,14.6991
pak,1993,15.94313
pak,1994,14.5341
pak,1995,13.86078
pak,1996,13.43173
pak,1997,11.88239
pak,2013,32.23326
pak,2014,22.32371
pak,2015,22.78857
pak,2016,22.20075
pak,2017,22.11033
pan,1970,10.4238
pan,1971,11.69416
pan,1972,11.56957
pan,1973,14.70244
pan,1974,15.40633
pan,1975,13.98962
pan,1976,13.28639
pan,1977,13.77363
pan,1978,14.58145
pan,1979,14.49311
pan,1980,14.58082
pan,1981,17.79682
pan,1982,20.7027
pan,1983,20.40818
pan,1984,21.19972
pan,1985,20.98308
pan,1986,22.36654
pan,1987,25.22943
pan,1994,26.17144
pan,1995,23.16301
pan,1996,24.49212
pan,1997,26.7799
pan,1999,26.12133
pan,2000,25.34727
pan,2001,26.45453
pan,2002,28.13009
pan,2004,28.35409
pan,2011,22.24082
per,1973,16.96947
per,1996,18.76041
per,1998,20.34462
per,2002,12.37572
per,2003,13.24595
per,2004,13.88347
per,2005,10.74968
per,2006,14.42556
per,2007,13.63151
per,2008,15.70794
per,2009,14.38184
per,2010,13.82178
per,2011,17.43478
per,2012,18.05857
per,2013,16.82477
per,2014,14.22039
per,2015,16.08268
per,2016,16.97907
