geo,time,se_prm_gint_fe_zs
dom,2002,125.83125
dom,2004,98.9449
dom,2005,103.79437
dom,2006,107.77262
dom,2007,125.95476
dom,2008,103.52922
dom,2009,95.66136
dom,2010,105.14538
dom,2011,97.37671
dom,2012,99.10468
dom,2013,99.31441
dom,2014,104.9199
dom,2015,112.40792
dom,2016,110.40607
dom,2017,105.94347
dom,2018,105.32338
dza,1972,67.17309
dza,1973,71.99403
dza,1974,71.62322
dza,1975,70.83251
dza,1976,77.00811
dza,1977,79.85917
dza,1978,77.74479
dza,1979,76.51241
dza,1980,77.06643
dza,1981,75.57289
dza,1982,75.86198
dza,1983,77.10332
dza,1984,80.84498
dza,1985,78.41196
dza,1986,83.88419
dza,1987,86.68737
dza,1988,86.5415
dza,1989,83.70779
dza,1990,85.66834
dza,1991,90.13353
dza,1992,93.19811
dza,1993,87.8699
dza,1994,89.57208
dza,1995,87.73663
dza,1996,93.5088
dza,1997,92.92065
dza,1999,97.15023
dza,2000,95.24234
dza,2001,83.03262
dza,2002,98.84218
dza,2003,95.04566
dza,2004,97.16826
dza,2005,96.57535
dza,2006,96.04057
dza,2007,100.03889
dza,2008,104.81314
dza,2009,104.89546
dza,2010,113.04104
dza,2011,110.30516
dza,2012,112.97008
dza,2013,112.4812
dza,2014,110.6627
dza,2015,107.19818
dza,2016,104.13991
dza,2017,101.22459
dza,2018,101.50776
ecu,1971,129.6034
ecu,1972,124.19881
ecu,1973,129.58456
ecu,1974,129.01296
ecu,1975,130.33734
ecu,1976,128.81763
ecu,1977,128.92368
ecu,1978,131.43152
ecu,1979,135.68461
ecu,1980,135.88583
ecu,1987,152.68079
ecu,1988,152.39504
ecu,1994,126.2374
ecu,1995,126.22933
ecu,1996,126.78222
ecu,1997,129.26195
ecu,1998,127.50277
ecu,1999,127.60581
ecu,2000,130.54106
ecu,2001,131.83721
ecu,2002,131.27192
ecu,2003,128.67445
ecu,2004,125.398
ecu,2005,122.39972
ecu,2006,126.85435
ecu,2007,128.55617
ecu,2017,105.55933
ecu,2018,106.59538
egy,1986,80.23401
egy,1997,81.48816
egy,1999,84.50095
egy,2000,88.09306
egy,2001,90.38676
egy,2002,92.73163
egy,2003,92.69685
egy,2004,94.37917
egy,2005,96.61232
egy,2006,96.59187
egy,2007,98.14197
egy,2009,100.31436
egy,2010,100.40497
egy,2011,101.65322
egy,2012,101.34301
egy,2013,102.8274
egy,2014,103.50414
egy,2016,102.80086
egy,2017,105.26717
egy,2018,102.41373
eri,1994,54.56988
eri,1995,53.61358
eri,1996,53.71888
eri,1997,49.14396
eri,1999,70.08055
eri,2000,85.25958
eri,2001,87.31521
eri,2002,98.62506
eri,2003,98.92884
eri,2004,95.78895
eri,2005,100.05077
eri,2006,89.97681
eri,2007,77.44011
eri,2008,70.96657
eri,2009,73.23992
eri,2010,73.84574
eri,2011,86.98175
eri,2012,83.98316
eri,2013,74.95808
eri,2015,64.57817
eri,2016,60.94792
eri,2017,60.58786
eri,2018,68.71775
esp,1981,107.18466
esp,1982,107.2147
esp,1983,106.90234
esp,1984,103.87947
esp,1985,103.96936
esp,1986,100.3846
esp,1987,101.23033
esp,1988,99.55014
esp,1989,101.18705
esp,1990,101.65299
esp,1993,102.81383
esp,1994,100.85067
esp,1999,105.283
esp,2000,101.97527
esp,2001,98.77926
esp,2002,98.4731
esp,2003,99.9592
esp,2004,102.59515
esp,2005,101.18835
esp,2006,104.60681
esp,2007,105.88852
esp,2008,105.01068
esp,2009,103.86324
esp,2010,104.78175
esp,2011,105.48708
esp,2012,104.08789
esp,2013,102.15745
esp,2014,99.09051
esp,2015,99.81921
esp,2016,94.16857
esp,2017,93.8928
est,1993,85.8156
est,1994,91.12062
est,1995,93.85941
est,1996,101.27276
est,1998,101.5839
est,1999,97.94279
est,2000,99.66539
est,2001,92.68672
est,2002,93.29158
est,2003,95.42007
est,2004,98.61111
est,2005,97.62537
est,2006,98.59959
est,2007,104.01213
est,2008,107.35869
est,2009,102.99204
est,2010,100.69767
est,2011,98.74344
est,2012,98.29911
est,2013,95.46926
est,2014,95.40636
est,2015,97.25747
est,2016,98.99124
est,2017,96.72646
eth,1982,49.85622
eth,1987,52.8471
eth,1988,49.22233
eth,1989,50.24677
eth,1994,35.02785
eth,1995,40.79186
eth,1996,49.69752
eth,1998,61.43425
eth,1999,66.73705
eth,2000,70.99221
eth,2001,75.04661
eth,2002,72.30045
eth,2003,71.63974
eth,2004,91.49707
eth,2005,129.64305
eth,2006,109.20543
eth,2007,123.45157
eth,2008,146.38786
eth,2009,126.94442
eth,2010,122.57894
eth,2011,139.1571
eth,2012,135.58823
eth,2014,142.7677
eth,2015,129.21098
fin,1987,99.0743
fin,1988,97.51564
fin,1989,95.88649
fin,1990,99.57903
fin,1991,101.71865
fin,1992,100.50715
fin,1993,98.0833
fin,1994,95.90091
fin,1995,95.12423
fin,1996,101.40172
fin,1998,103.92543
fin,1999,101.77534
fin,2000,101.15187
fin,2001,97.76235
fin,2002,97.96403
fin,2003,96.2992
fin,2004,95.74447
fin,2005,97.31239
fin,2006,96.10672
fin,2007,99.31408
fin,2008,98.78935
fin,2009,99.34537
fin,2010,98.16557
fin,2011,100.46761
fin,2012,100.92514
fin,2013,100.59083
fin,2014,100.84175
fin,2015,98.19102
fin,2016,98.5475
fin,2017,98.71023
fji,1980,107.83833
fji,1981,105.42539
fji,1983,102.37005
fji,1984,103.74643
fji,1985,105.65533
fji,1986,106.5307
fji,1992,110.64899
fji,1994,107.41637
fji,1995,94.258
fji,1996,107.8997
fji,1997,110.71116
fji,1998,112.48924
fji,1999,107.27234
fji,2000,101.6542
fji,2001,104.83836
fji,2002,106.55165
fji,2004,111.60025
fji,2006,108.41985
fji,2008,101.96103
fji,2009,101.5317
fji,2011,103.61895
fji,2012,104.5261
fji,2013,109.52099
fji,2015,99.83144
fji,2016,109.68827
fra,1971,104.80119
fra,1972,103.11563
fsm,2014,95.40728
fsm,2015,97.52348
gab,1972,141.9802
gab,1973,132.4445
gab,1975,129.76727
gab,1976,135.40884
gab,1977,136.73016
gab,1978,151.16542
gab,1979,133.28575
gab,1980,134.01644
gab,1981,135.07316
gab,1982,137.332
gab,1983,134.88372
gab,1984,145.33283
gab,1987,137.50741
gab,1988,148.14482
gab,1989,140.26846
gab,1992,128.95304
gab,1995,115.59051
gab,1996,127.13123
gab,1997,121.07719
gab,2001,95.7223
gab,2002,100.77752
gab,2003,98.87301
gbr,2015,97.54998
gbr,2016,97.25532
gbr,2017,97.94377
geo,1998,123.19529
geo,1999,120.89677
geo,2000,111.65728
geo,2001,112.15547
geo,2002,116.80326
geo,2003,115.57668
geo,2004,110.66063
geo,2005,108.16757
geo,2006,104.53289
geo,2007,105.46655
geo,2008,106.18316
geo,2009,104.31999
geo,2010,101.28731
geo,2011,114.75823
geo,2012,113.98376
geo,2013,97.12985
geo,2014,93.4393
geo,2015,93.81802
geo,2016,91.48826
geo,2018,102.18349
gha,1971,66.72466
gha,1972,65.3847
gha,1974,63.39968
gha,1975,63.50991
gha,1976,73.57768
gha,1977,74.66997
gha,1978,73.01581
gha,1979,75.838
gha,1980,78.9525
gha,1981,79.9606
gha,1991,85.54676
gha,1992,84.13051
gha,1999,85.67779
gha,2000,87.27503
gha,2001,83.14389
gha,2002,82.80734
gha,2003,83.56521
gha,2004,85.52669
gha,2005,90.69976
gha,2006,106.38018
gha,2007,107.4329
gha,2008,109.94567
gha,2009,108.4107
gha,2011,108.34126
gha,2012,108.7886
gha,2013,107.01279
gha,2014,103.71497
gha,2015,107.5096
gha,2017,103.30403
gha,2018,100.79903
gha,2019,104.48673
gib,1999,82.74336
gib,2000,137.6569
gib,2001,152.86885
gib,2016,114.02715
gib,2017,109.67742
gin,1984,23.2099
gin,1985,34.18577
gin,1986,16.79229
gin,1987,16.72167
gin,1988,25.88379
gin,1989,21.93513
gin,1990,21.2214
gin,1991,26.21639
gin,1992,24.94085
gin,1993,32.60629
gin,1994,32.97479
gin,1995,40.17561
gin,1998,33.57302
gin,1999,43.36091
gin,2000,53.73537
gin,2001,56.47056
gin,2002,60.17635
gin,2003,68.26797
gin,2004,74.04184
gin,2005,75.44781
gin,2006,77.79427
gin,2007,80.6656
gin,2008,79.28767
gin,2009,86.94581
gin,2010,85.37531
gin,2011,89.27442
gin,2012,91.50052
gin,2013,93.84644
gin,2014,97.03777
gin,2016,106.52288
gmb,1971,14.88141
gmb,1972,14.7663
gmb,1973,17.57818
gmb,1974,18.95228
gmb,1975,20.57113
gmb,1976,20.87983
gmb,1977,13.42221
gmb,1978,20.61856
gmb,1979,29.07183
gmb,1980,36.8654
gmb,1981,56.28743
gmb,1982,57.12798
gmb,1983,57.49471
gmb,1984,60.00641
gmb,1985,57.81569
gmb,1986,58.0365
gmb,1987,49.30194
gmb,1989,41.11206
gmb,1992,54.8926
gmb,1993,58.36704
gmb,1994,63.10686
gmb,1995,63.76982
gmb,1996,74.97485
gmb,1997,74.01175
gmb,1998,70.45725
gmb,1999,87.8107
gmb,2000,89.24446
gmb,2001,89.4001
gmb,2002,86.90499
gmb,2003,98.44214
gmb,2004,96.28635
gmb,2005,88.46137
gmb,2006,92.61768
gmb,2007,90.05651
gmb,2008,90.45794
gmb,2010,91.00504
gmb,2011,90.34456
gmb,2012,100.44576
gmb,2013,101.63559
gmb,2014,110.36074
gmb,2015,110.65232
gmb,2016,107.11113
gnb,1979,72.89081
gnb,1980,57.98153
gnb,1981,55.90696
gnb,1982,57.90175
gnb,1983,53.51314
gnb,1984,54.17221
gnb,1987,44.17006
gnb,1988,39.35629
gnb,2000,88.24058
gnb,2010,158.39728
gnq,1994,206.05313
gnq,2003,74.3083
gnq,2005,77.80217
gnq,2008,78.97886
gnq,2009,68.1279
gnq,2010,69.66082
gnq,2011,69.61917
gnq,2012,71.16378
gnq,2015,61.47148
grc,1971,99.82761
grc,1972,102.80539
grc,1973,105.58398
grc,1974,107.61905
grc,1975,102.3336
grc,1976,99.20624
grc,1977,96.97724
grc,1978,97.84627
grc,1979,98.61538
grc,1980,98.55859
grc,1981,103.83512
grc,1982,99.99436
grc,1983,99.93021
grc,1984,97.42657
grc,1985,96.08703
grc,1986,97.20519
grc,1987,95.6896
grc,1988,93.93244
grc,1989,94.42148
grc,1992,89.24424
grc,1998,96.19639
grc,1999,105.22737
grc,2000,102.80885
grc,2001,101.8204
grc,2002,94.53537
grc,2003,100.90931
grc,2004,99.36812
grc,2005,95.50629
grc,2006,94.48636
grc,2007,97.00468
grc,2010,100.847
grc,2011,100.1266
grc,2012,100.85803
grc,2013,100.74378
grc,2014,98.32983
grc,2015,103.85188
grc,2016,101.97128
grc,2017,100.6924
grd,1978,116.13757
grd,1979,105.47476
grd,1983,96.43788
grd,1984,93.30435
grd,1994,95.53191
grd,1995,96.28306
grd,1996,97.38182
grd,1997,104.24886
grd,1998,114.205
grd,1999,106.25
grd,2002,124.39024
grd,2003,104.97925
grd,2005,103.42246
grd,2007,102.16648
grd,2008,104.99405
grd,2009,115.81569
grd,2010,128.59008
grd,2013,111.89873
grd,2014,109.94012
grd,2015,102.74914
grd,2016,97.63514
grd,2017,97.1079
grd,2018,99.55654
gtm,1976,80.95446
gtm,1977,85.60424
gtm,1978,87.68302
gtm,1996,106.35361
gtm,1998,118.77274
gtm,1999,123.99514
gtm,2000,120.66115
gtm,2001,118.64078
gtm,2002,119.11663
gtm,2004,122.10521
gtm,2005,120.10659
gtm,2006,121.83178
gtm,2007,122.50838
gtm,2008,121.63181
gtm,2009,133.86761
gtm,2010,114.44969
gtm,2011,110.7549
gtm,2012,97.4623
gtm,2013,98.53035
gtm,2014,100.22158
gtm,2015,102.91581
gtm,2016,116.06337
gtm,2017,103.94484
gtm,2018,104.59575
guy,1971,89.92564
guy,1972,88.74107
guy,1973,99.53609
guy,1974,90.71928
guy,1976,81.55919
guy,1977,98.90576
guy,1978,93.20297
guy,1979,99.46232
guy,1980,86.5792
guy,1982,95.48459
guy,1987,90.33473
guy,1992,80.61064
guy,1993,86.62435
guy,1995,100.72264
guy,1996,89.52699
guy,1997,93.29121
guy,1999,101.64685
guy,2000,97.27877
guy,2001,121.47485
guy,2003,108.38995
guy,2005,90.07115
guy,2006,89.38591
guy,2007,89.57811
guy,2008,94.31391
guy,2009,85.71429
guy,2010,94.66683
guy,2011,94.71123
guy,2012,91.32666
hkg,1980,108.98137
hkg,1981,111.5734
hkg,1982,103.792
hkg,1983,103.03716
hkg,1984,104.26016
hkg,1985,104.1707
hkg,1998,100.056
hkg,2012,112.39242
hkg,2013,117.70585
hkg,2014,122.13069
hkg,2015,119.42927
hkg,2016,111.43442
hkg,2017,111.80983
hkg,2018,117.2294
hnd,1980,132.84107
hnd,1982,137.87707
hnd,1984,136.16327
hnd,1991,134.78255
hnd,1992,121.13738
hnd,1993,126.65229
hnd,1994,123.33194
hnd,1995,128.47709
hnd,1996,126.185
hnd,1997,126.79935
hnd,1998,137.49972
hnd,1999,121.1222
hnd,2000,135.06991
hnd,2003,118.31378
hnd,2004,115.30294
hnd,2005,108.23597
hnd,2006,115.7498
hnd,2008,105.70261
hnd,2009,102.95162
hnd,2010,105.87693
hnd,2011,103.28481
hnd,2012,100.27935
hnd,2013,96.11274
hnd,2014,99.04166
hnd,2015,100.70317
hnd,2016,94.05925
hnd,2017,90.51027
hrv,1995,87.54294
hrv,1996,86.0818
hrv,1997,87.11891
hrv,1998,93.33969
hrv,1999,96.15645
hrv,2000,95.28748
hrv,2001,98.10276
hrv,2002,104.45829
hrv,2003,103.4983
hrv,2005,101.2077
hrv,2006,95.34805
hrv,2007,90.90256
hrv,2008,90.32272
hrv,2009,90.05872
hrv,2010,92.00632
hrv,2011,94.84165
hrv,2012,102.1592
hrv,2013,103.49636
hrv,2014,97.388
hrv,2015,99.23627
hrv,2016,97.98671
hti,1979,84.14764
hti,1980,94.54061
hti,1982,144.44328
hti,1983,155.44217
hti,1985,167.6922
hti,1986,158.48882
hti,1997,155.28096
hun,1976,104.4065
hun,1977,101.85521
hun,1978,96.30042
hun,1979,94.9956
hun,1980,96.67328
hun,1981,106.08233
hun,1982,118.29967
hun,1983,109.20835
hun,1984,101.93241
hun,1985,93.85766
hun,1986,87.40472
hun,1987,83.73304
hun,1988,76.09722
hun,1989,82.4203
hun,1990,88.06631
hun,1997,98.94553
hun,1998,102.41517
hun,1999,100.68757
hun,2000,98.53466
hun,2001,96.47183
hun,2002,94.68193
hun,2003,98.16032
hun,2004,94.95538
hun,2005,96.34907
hun,2006,98.87476
hun,2007,99.43683
hun,2008,103.94264
hun,2009,101.41338
hun,2010,100.43142
hun,2011,97.84767
hun,2012,98.93708
hun,2013,100.13436
hun,2014,107.34216
hun,2015,101.36891
hun,2016,97.0714
hun,2017,95.15468
idn,1995,103.84437
idn,1996,104.14505
idn,1997,109.7952
idn,1999,105.44115
idn,2000,104.62805
idn,2001,107.9781
idn,2002,111.70473
idn,2003,113.08823
idn,2004,107.08983
idn,2005,109.98928
idn,2006,110.53224
idn,2007,113.21913
idn,2008,113.55797
idn,2009,110.71836
idn,2010,115.15658
idn,2011,117.43168
idn,2012,106.97861
idn,2013,107.03923
idn,2014,110.16031
idn,2015,111.1325
idn,2016,102.96694
idn,2017,102.17675
idn,2018,100.5169
ind,1971,79.55398
ind,1974,88.03761
ind,1987,95.0625
ind,1988,96.09917
ind,1995,108.84335
ind,1998,113.38755
ind,1999,112.9197
ind,2000,113.47622
ind,2001,111.68212
ind,2002,107.7362
ind,2003,126.29337
ind,2004,126.7507
ind,2005,125.61404
ind,2006,126.0252
ind,2007,123.63245
ind,2008,123.38731
ind,2009,112.87788
ind,2010,118.33088
ind,2011,110.38218
ind,2013,106.78865
ind,2014,101.74861
ind,2015,103.07265
ind,2016,105.38116
ind,2017,100.62381
ind,2018,101.47116
irl,1992,94.35021
irl,1993,98.58856
irl,1994,102.43665
irl,1995,103.76731
irl,1998,102.98367
irl,1999,98.30434
irl,2000,99.48091
irl,2001,99.34302
irl,2002,101.38947
irl,2003,99.52607
irl,2004,96.85719
irl,2005,95.03253
irl,2006,98.88307
irl,2007,99.85778
irl,2008,100.09188
irl,2009,103.20228
irl,2010,103.4485
irl,2011,100.12868
irl,2013,99.83004
irl,2014,99.02776
irl,2015,98.24878
irl,2016,97.86798
irl,2017,95.66224
irn,1971,63.75453
irn,1987,95.38634
irn,1988,99.70924
irn,1989,98.81274
irn,1990,100.67407
irn,1991,105.14822
irn,1992,104.09584
irn,1993,99.38348
irn,1994,94.8822
irn,1995,92.40974
irn,1997,97.66732
irn,1999,98.90566
irn,2000,97.08133
irn,2001,99.47621
irn,2002,99.9042
irn,2003,104.32078
irn,2004,100.75713
irn,2005,98.45772
irn,2006,102.58883
irn,2007,101.15007
irn,2008,99.94751
irn,2009,101.61316
irn,2010,99.86923
irn,2011,101.38132
irn,2012,103.0594
irn,2013,108.81011
irn,2014,103.96821
irn,2015,102.47265
irn,2016,104.26775
irn,2017,104.64126
irq,1971,47.60319
irq,1972,50.52759
irq,1973,51.20313
irq,1974,54.41977
irq,1975,62.95729
irq,1976,77.765
irq,1977,79.94957
irq,1978,76.53497
irq,1980,101.50503
irq,1983,84.83695
irq,1985,96.74511
irq,1986,94.09274
irq,1987,93.20939
irq,1988,89.65848
irq,1989,94.91562
irq,1992,81.32973
irq,1993,82.66348
irq,1999,103.06239
irq,2000,101.24761
irq,2004,108.88556
irq,2007,109.1319
isl,1998,99.4879
isl,1999,97.18438
isl,2000,99.73404
isl,2001,93.27511
isl,2002,90.22787
isl,2003,92.95648
isl,2004,93.31166
isl,2005,96.38554
isl,2006,101.43139
isl,2007,104.87562
isl,2008,99.35675
isl,2009,97.65968
isl,2010,98.75539
isl,2011,98.58624
isl,2012,95.73086
isl,2013,96.71533
isl,2014,97.39677
isl,2015,99.42401
isl,2016,102.15574
isl,2017,102.45399
isr,2001,103.85661
isr,2002,105.68694
isr,2003,101.3691
isr,2004,105.40091
isr,2005,102.02012
isr,2006,99.84408
isr,2007,105.4434
isr,2008,100.75776
isr,2009,102.03228
isr,2010,109.84853
isr,2011,103.08731
isr,2012,105.72931
isr,2013,101.67311
isr,2014,101.12265
isr,2015,107.58751
isr,2017,104.87567
ita,1971,104.69223
ita,1972,99.4474
ita,1973,98.76575
ita,1974,96.33192
ita,1975,95.81589
ita,1976,97.91344
ita,1977,94.70378
ita,1978,96.26214
ita,1979,94.62052
ita,1980,95.18599
ita,1981,97.4528
ita,1982,96.23003
ita,1983,93.78702
ita,1984,93.41652
ita,1985,94.05171
ita,1986,92.26798
ita,1987,91.79709
ita,1988,92.94358
ita,1989,94.04223
ita,1990,95.55115
ita,1991,94.82645
ita,1992,95.68687
ita,1994,96.11102
ita,1995,96.6724
ita,1996,97.2649
ita,1997,100.05291
ita,1999,101.94683
ita,2000,102.97406
ita,2001,97.48004
ita,2002,94.89849
ita,2003,98.44581
ita,2004,103.70675
ita,2005,100.68488
ita,2006,102.283
ita,2007,103.76912
ita,2008,101.09646
ita,2009,100.7349
ita,2010,100.87539
ita,2011,101.33304
ita,2012,99.23266
ita,2013,100.39777
ita,2014,98.6051
ita,2015,97.98937
ita,2016,97.59953
ita,2017,96.3092
jam,1976,96.5549
jam,1977,96.53648
jam,1979,102.19594
jam,1980,97.88506
jam,1981,95.69102
jam,1984,100.36801
jam,1987,99.58052
jam,1988,96.26103
jam,1989,96.41507
jam,1990,96.77577
jam,1991,91.8516
jam,1993,87.42294
jam,2000,96.23823
jam,2001,96.02829
jam,2002,93.67627
jam,2003,90.40989
jam,2004,91.02478
jam,2015,85.63393
jam,2016,87.13671
jam,2017,80.00986
jam,2018,79.2645
jor,1972,110.31211
jor,1973,105.26774
jor,1974,106.46627
jor,1975,103.52619
jor,1976,104.25047
jor,1977,104.83247
jor,1978,102.66417
jor,1979,104.98064
jor,1980,102.95681
jor,1981,91.13751
jor,1982,92.22915
jor,1983,91.63818
jor,1984,94.96846
jor,1985,103.46516
jor,1987,100.18383
jor,1988,102.55841
jor,1989,95.66544
jor,1990,91.20531
jor,1991,93.16651
jor,1992,93.9776
jor,1993,94.77966
jor,1994,94.40053
jor,1996,96.30397
jor,1998,94.55329
jor,1999,95.28852
jor,2000,97.93517
jor,2002,100.5591
jor,2003,98.78271
jor,2004,93.60958
jor,2005,91.4509
jor,2006,90.02396
jor,2007,88.028
jor,2008,86.97338
jor,2010,82.08024
jor,2011,78.39177
jor,2012,76.64738
jor,2013,74.22933
jor,2016,79.07172
jor,2017,83.68083
jor,2018,79.66851
kaz,1994,101.21333
kaz,1995,99.50324
kaz,2000,102.82949
kaz,2001,106.25109
kaz,2002,105.91495
kaz,2003,102.30264
kaz,2004,99.53899
kaz,2005,102.69685
kaz,2006,102.30469
kaz,2007,106.78768
kaz,2008,114.24872
kaz,2009,107.26661
kaz,2010,107.02851
kaz,2011,111.61112
kaz,2012,112.46132
kaz,2013,110.89746
kaz,2014,111.12413
kaz,2015,112.2633
kaz,2016,107.41734
kaz,2017,108.60426
kaz,2018,100.51496
kaz,2019,105.97676
ken,1970,67.61737
ken,1971,66.98016
ken,1972,76.14317
ken,1973,78.85305
ken,1977,108.11533
ken,1978,101.93206
ken,1980,134.68466
ken,1981,119.50906
ken,1998,97.25798
ken,1999,95.02571
ken,2004,105.69607
ken,2005,97.73954
ken,2014,94.67114
ken,2015,93.21079
ken,2016,92.29409
kgz,1995,103.72465
kgz,1996,99.52537
kgz,1997,97.16958
kgz,1998,96.24946
kgz,1999,100.06546
kgz,2000,96.68131
kgz,2001,97.6415
kgz,2002,101.07758
kgz,2003,101.85292
kgz,2004,97.43249
kgz,2005,95.66627
kgz,2006,101.3546
kgz,2007,101.31568
kgz,2008,100.91843
kgz,2009,100.20316
kgz,2010,103.81505
kgz,2011,103.83629
kgz,2012,110.81877
kgz,2013,105.91441
kgz,2014,104.45291
kgz,2015,105.84701
kgz,2016,107.33332
kgz,2017,111.38796
kgz,2018,105.47514
khm,1995,93.56965
khm,1997,108.11787
khm,1998,100.80836
khm,1999,109.1026
khm,2000,126.75438
khm,2001,149.34788
khm,2002,182.37933
khm,2003,147.63218
khm,2004,145.28839
khm,2005,133.08948
khm,2006,136.56202
khm,2007,142.9549
khm,2008,127.55481
khm,2009,135.06722
khm,2010,138.02249
khm,2011,127.43042
khm,2012,124.33644
khm,2013,139.42104
khm,2014,107.35593
khm,2015,116.3206
khm,2016,114.11798
khm,2017,102.69142
khm,2018,102.31129
kir,1977,119.64039
kir,1978,96.34318
kir,1979,106.25889
kir,1980,110.96866
kir,1981,84.03361
kir,1982,113.18977
kir,1983,106.39386
kir,1984,87.4092
kir,1985,101.96987
kir,1986,100.22447
kir,1987,93.89313
kir,1988,103.40064
kir,1989,107.15026
kir,1990,103.32326
kir,1991,104.40744
kir,1992,111.90019
kir,1993,104.63576
kir,1994,114.59308
kir,1995,110.9462
kir,1996,109.95392
kir,1997,106.16375
kir,1999,122.19153
kir,2000,112.30487
kir,2001,117.40707
kir,2002,107.88782
kir,2003,125.31539
kir,2004,119.17476
kir,2005,122.27488
kir,2006,121.29704
kir,2007,111.43818
kir,2008,113.38724
kir,2014,108.34575
kir,2015,104.86061
kir,2016,102.72918
kir,2017,102.45787
kna,1991,125.05543
kna,1992,116.32184
kna,1994,113.59223
kna,1995,119.60784
kna,1998,104.11622
kna,2000,117.7305
kna,2001,115.45667
kna,2002,107.02576
kna,2003,108.41121
kna,2004,105.5814
kna,2005,105.12821
kna,2007,104.33735
kna,2008,92.46231
kna,2009,109.78836
kna,2010,102.76243
kna,2011,101.69014
kna,2012,110.51136
kna,2013,116.47727
kna,2014,101.97183
kna,2015,112.60504
kna,2016,99.71831
kor,1971,111.86072
kor,1972,108.45845
kor,1973,104.20056
kor,1974,106.98347
kor,1975,105.25663
kor,1976,110.62515
kor,1977,106.55429
kor,1978,107.55101
kor,1979,113.08385
kor,1980,109.15286
kor,1981,106.20368
kor,1982,104.71835
kor,1983,100.00025
kor,1984,94.49795
kor,1985,100.87277
kor,1986,100.35692
kor,1987,111.91699
kor,1988,110.61952
kor,1989,112.02495
kor,1990,108.65788
kor,1991,101.74291
kor,1992,94.22076
kor,1993,100.26846
kor,1994,103.42743
kor,1995,106.86268
kor,1996,106.5294
kor,1997,104.55361
kor,1998,109.14315
kor,1999,103.67957
kor,2000,97.68123
kor,2001,96.16083
kor,2002,98.85296
kor,2003,99.32011
kor,2004,103.37145
kor,2005,101.72506
kor,2006,102.69499
kor,2007,108.5631
kor,2008,101.63585
kor,2009,93.76099
kor,2010,100.50853
kor,2011,99.96592
kor,2012,93.62416
kor,2013,96.9974
kor,2014,106.17714
kor,2015,100.38361
kor,2016,95.72719
kor,2017,100.49628
kwt,1971,49.83604
kwt,1972,60.99755
kwt,1973,63.90136
kwt,1974,60.32493
kwt,1975,63.0333
kwt,1976,82.24076
kwt,1977,80.80886
kwt,1978,76.06847
kwt,1979,71.81758
kwt,1980,77.39079
kwt,1981,96.77923
kwt,1982,99.27899
kwt,1983,97.84342
kwt,1984,102.07722
kwt,1985,100.26355
kwt,1986,93.32738
kwt,1987,92.26363
kwt,1992,50.12021
kwt,1994,80.23078
kwt,1995,92.2589
kwt,1996,94.54988
kwt,1997,101.96247
kwt,1999,99.33786
kwt,2000,102.6463
kwt,2001,104.90486
kwt,2002,104.5984
kwt,2003,104.4749
kwt,2004,100.67345
kwt,2005,96.08713
kwt,2006,95.1303
kwt,2007,98.87293
kwt,2008,99.38278
kwt,2010,104.89403
kwt,2011,110.83586
kwt,2012,109.70887
kwt,2013,104.73319
kwt,2016,96.96385
kwt,2017,92.78446
kwt,2018,93.36705
lao,1992,96.55964
lao,1993,107.76943
lao,1994,105.95095
lao,1996,105.15548
lao,1997,107.45054
lao,1998,111.08975
lao,1999,105.41557
lao,2000,107.00645
lao,2001,104.41832
lao,2002,109.3207
lao,2003,111.81505
lao,2004,111.77796
lao,2005,113.30469
lao,2006,117.03387
lao,2007,122.92919
lao,2008,122.28955
lao,2009,124.22322
lao,2010,124.48839
lao,2011,118.02825
lao,2012,117.94257
lao,2013,121.23642
lao,2014,116.14959
lao,2015,105.89164
lao,2016,101.68772
lao,2017,101.73995
lao,2018,100.13518
lbr,1978,46.19307
lbr,2008,111.53899
lbr,2009,130.81876
lbr,2011,126.64214
lbr,2014,123.11869
lbr,2016,93.67243
lbr,2017,99.31144
lby,1971,96.26094
lby,1972,114.79781
lby,1973,115.12743
lby,1974,110.35146
lby,1975,101.74495
lby,1976,105.23564
lby,1977,104.48832
lby,1978,101.83959
lby,1979,105.82569
lby,1980,106.30652
lby,1981,104.78593
lby,1983,107.99993
lca,1983,105.04103
lca,1984,109.08561
lca,1990,115.95807
lca,1991,118.44935
lca,1993,108.41751
lca,2000,103.23149
lca,2002,97.98535
lca,2003,96.63342
lca,2004,90.42146
lca,2005,95.73211
lca,2006,101.15725
lca,2007,99.22151
lca,2016,103.40909
lca,2017,97.82197
lca,2018,106.84803
lie,2003,104.12844
lie,2004,90.90909
lie,2005,83.84279
lie,2006,100.48309
lie,2007,105.55556
lie,2008,106.18557
lie,2009,129.41176
lie,2010,96.31579
lie,2011,135.36585
lie,2012,114.73684
lie,2013,95.91837
lie,2014,112.63736
lie,2015,88.50575
lie,2016,104.90798
lie,2017,98.89503
lka,1970,86.85912
lka,1983,94.38609
lka,1985,96.74338
lka,1986,102.76441
lka,1987,102.55875
lka,1989,103.27351
lka,1990,101.64519
lka,1991,103.59565
lka,1992,97.9281
lka,1998,103.8803
lka,2001,101.53823
lka,2002,100.43496
lka,2003,97.30427
lka,2005,97.33287
lka,2006,98.21635
lka,2007,98.3652
lka,2010,96.41442
lka,2011,96.14561
lka,2012,99.43727
lka,2013,100.81022
lka,2014,100.28523
lka,2015,97.13339
lka,2016,95.42353
