geo,time,ny_adj_ictr_gn_zs
bgd,1980,8.32426
bgd,1981,20.79297
bgd,1982,23.12681
bgd,1983,22.44448
bgd,1984,15.84919
bgd,1985,21.16225
bgd,1986,22.33686
bgd,1987,22.10776
bgd,1988,21.70168
bgd,1989,21.86242
bgd,1990,22.57033
bgd,1991,22.08872
bgd,1992,21.47273
bgd,1993,20.3474
bgd,1994,21.73752
bgd,1995,21.49077
bgd,1996,22.55066
bgd,1997,23.72425
bgd,1998,25.11499
bgd,1999,25.86742
bgd,2000,26.92373
bgd,2001,27.58515
bgd,2002,29.56911
bgd,2003,28.9957
bgd,2004,30.26787
bgd,2005,30.98923
bgd,2006,33.45158
bgd,2007,34.12777
bgd,2008,34.71085
bgd,2009,36.11293
bgd,2010,35.87543
bgd,2011,35.26502
bgd,2012,37.42833
bgd,2013,36.78715
bgd,2014,35.4188
bgd,2015,34.49448
bgd,2016,35.09477
bgd,2017,33.78182
bgd,2018,31.81795
bgd,2019,34.11277
bgr,1980,30.15376
bgr,1981,36.42398
bgr,1982,35.20585
bgr,1983,33.92446
bgr,1984,35.40698
bgr,1985,31.96678
bgr,1986,32.33159
bgr,1987,30.67611
bgr,1988,33.2987
bgr,1989,29.68517
bgr,1990,15.9173
bgr,1991,19.29632
bgr,1992,13.03714
bgr,1993,6.32819
bgr,1994,8.68205
bgr,1995,26.16029
bgr,1996,10.28803
bgr,1997,22.05018
bgr,1998,25.67452
bgr,1999,16.33398
bgr,2000,13.82129
bgr,2001,15.69398
bgr,2002,17.61628
bgr,2003,16.54088
bgr,2004,16.781
bgr,2005,16.71007
bgr,2006,15.32408
bgr,2007,10.46409
bgr,2008,15.61752
bgr,2009,20.27665
bgr,2010,22.13237
bgr,2011,23.50115
bgr,2012,22.7926
bgr,2013,24.65316
bgr,2014,23.76911
bgr,2015,23.16853
bgr,2016,24.88481
bgr,2017,25.94651
bgr,2018,24.64962
bgr,2019,26.01885
bhr,1980,54.78798
bhr,1981,54.91575
bhr,1982,50.30371
bhr,1983,48.82152
bhr,1984,43.58219
bhr,1985,38.17165
bhr,1986,26.21194
bhr,1987,28.17826
bhr,1988,35.17886
bhr,1989,26.26784
bhr,1990,34.37892
bhr,1991,14.9148
bhr,1992,11.95441
bhr,1993,11.96345
bhr,1994,17.32095
bhr,1995,18.82901
bhr,1996,18.68504
bhr,1997,17.62091
bhr,1998,9.08901
bhr,1999,7.66886
bhr,2000,26.38427
bhr,2001,18.91768
bhr,2002,24.14923
bhr,2003,26.73767
bhr,2004,25.20724
bhr,2005,36.91971
bhr,2006,43.10528
bhr,2007,48.75921
bhr,2008,45.35559
bhr,2009,31.92614
bhr,2010,33.35321
bhr,2011,30.92519
bhr,2012,37.76746
bhr,2013,34.61805
bhr,2014,33.02159
bhr,2015,24.99679
bhr,2016,26.4176
bhr,2017,30.57038
bhr,2018,31.63618
bhs,1977,17.93772
bhs,1978,11.38234
bhs,1979,10.89248
bhs,1980,17.52998
bhs,1981,14.75756
bhs,1982,21.52485
bhs,1983,23.32058
bhs,1984,14.92004
bhs,1985,18.4524
bhs,1986,18.31884
bhs,1987,18.75765
bhs,1989,20.69717
bhs,1990,20.13297
bhs,1991,15.40468
bhs,1992,19.91805
bhs,1993,17.80166
bhs,1994,17.13846
bhs,1995,28.07584
bhs,1996,32.30664
bhs,1997,29.53124
bhs,1998,28.37251
bhs,1999,34.40053
bhs,2000,33.26231
bhs,2001,29.44809
bhs,2002,32.80242
bhs,2003,31.74782
bhs,2004,33.21921
bhs,2005,30.397
bhs,2006,27.17984
bhs,2007,28.41353
bhs,2008,26.91456
bhs,2009,25.82842
bhs,2010,24.21751
bhs,2011,21.4447
bhs,2012,22.64432
bhs,2013,23.58586
bhs,2014,21.13311
bhs,2015,22.61367
bhs,2016,26.61222
bhs,2017,20.22861
bhs,2018,19.03788
bhs,2019,30.00838
bih,2004,10.66256
bih,2005,5.89134
bih,2006,8.33532
bih,2007,12.15737
bih,2008,10.39482
bih,2009,8.3843
bih,2010,7.54627
bih,2011,6.88523
bih,2012,5.41516
bih,2013,7.29875
bih,2014,8.13845
bih,2015,9.54103
bih,2016,11.30653
bih,2017,13.73858
bih,2018,15.9165
bih,2019,16.6412
blr,1993,25.59981
blr,1994,19.7764
blr,1995,20.52091
blr,1996,19.89265
blr,1997,22.70927
blr,1998,22.44336
blr,1999,22.43985
blr,2000,24.48696
blr,2001,21.75803
blr,2002,20.56366
blr,2003,22.79765
blr,2004,26.97631
blr,2005,27.65782
blr,2006,29.6792
blr,2007,29.46174
blr,2008,31.25278
blr,2009,27.0688
blr,2010,27.47386
blr,2011,32.31217
blr,2012,31.91773
blr,2013,29.40146
blr,2014,28.22984
blr,2015,30.05243
blr,2016,27.76667
blr,2017,29.07508
blr,2018,30.28157
blr,2019,28.59779
blz,1984,48.5046
blz,1985,46.22372
blz,1986,50.18711
blz,1987,51.62505
blz,1988,48.68572
blz,1989,49.01484
blz,1990,52.29455
blz,1991,48.60112
blz,1992,18.63456
blz,1993,19.48956
blz,1994,14.73356
blz,1995,16.14269
blz,1996,12.50717
blz,1997,11.6351
blz,1998,9.14491
blz,1999,9.30175
blz,2000,14.52326
blz,2001,5.6373
blz,2002,4.05997
blz,2003,2.36911
blz,2004,3.95702
blz,2005,7.69812
blz,2006,16.54541
blz,2007,14.07415
blz,2008,16.46875
blz,2009,12.48492
blz,2010,11.19689
blz,2011,13.66969
blz,2012,12.97392
blz,2013,11.51471
blz,2014,12.21277
blz,2015,13.82334
blz,2016,10.30215
blz,2017,11.59105
blz,2018,9.45066
blz,2019,11.02266
bmu,2010,37.66428
bmu,2011,36.02847
bmu,2012,37.72971
bmu,2013,38.28113
bmu,2014,38.18173
bmu,2015,38.56118
bmu,2016,38.23437
bmu,2017,38.88774
bmu,2018,39.1141
bmu,2019,38.6563
bol,1976,16.52179
bol,1977,14.98376
bol,1978,15.33419
bol,1979,15.27466
bol,1980,15.31125
bol,1981,11.11439
bol,1982,9.51339
bol,1983,13.66342
bol,1984,13.0341
bol,1985,10.91833
bol,1986,4.0904
bol,1987,5.12639
bol,1988,7.20797
bol,1989,9.11453
bol,1990,10.05977
bol,1991,9.31495
bol,1992,8.78839
bol,1993,8.0892
bol,1994,10.52056
bol,1995,11.52328
bol,1996,12.41875
bol,1997,12.90204
bol,1998,13.07165
bol,1999,10.91597
bol,2000,11.31904
bol,2001,11.55594
bol,2002,12.62394
bol,2003,15.04772
bol,2004,17.82843
bol,2005,20.69828
bol,2006,27.53745
bol,2007,29.74569
bol,2008,29.94658
bol,2009,23.82572
bol,2010,26.02659
bol,2011,27.4465
bol,2012,27.33862
bol,2013,25.47619
bol,2014,21.91733
bol,2015,14.71966
bol,2016,15.70739
bol,2017,16.54654
bol,2018,16.52805
bol,2019,14.4914
bra,1975,21.83711
bra,1976,19.52125
bra,1977,20.11644
bra,1978,19.9587
bra,1979,18.52161
bra,1980,18.47511
bra,1981,19.44343
bra,1982,16.12051
bra,1983,14.14234
bra,1984,16.70761
bra,1985,20.16603
bra,1986,17.92297
bra,1987,22.66872
bra,1988,24.93834
bra,1989,33.97764
bra,1990,19.43435
bra,1991,18.96734
bra,1992,20.46379
bra,1993,20.68893
bra,1994,20.43204
bra,1995,14.56515
bra,1996,13.0361
bra,1997,12.57085
bra,1998,12.06564
bra,1999,11.17911
bra,2000,14.4066
bra,2001,14.05113
bra,2002,15.94238
bra,2003,16.95595
bra,2004,19.43391
bra,2005,18.65328
bra,2006,18.88231
bra,2007,19.76622
bra,2008,19.71015
bra,2009,16.75102
bra,2010,18.36987
bra,2011,19.09184
bra,2012,18.13046
bra,2013,18.40749
bra,2014,16.44077
bra,2015,14.80799
bra,2016,13.71266
bra,2017,13.84045
bra,2018,12.74229
bra,2019,12.52485
brb,1986,29.04876
brb,1987,27.20875
brb,1988,32.06916
brb,1989,31.81846
brb,1990,15.63766
brb,1991,14.01884
brb,1992,14.7261
brb,1993,13.46764
brb,1994,15.4716
brb,1995,9.31919
brb,1996,10.92787
brb,1997,10.02853
brb,1998,12.7323
brb,1999,11.6072
brb,2000,10.99385
brb,2001,8.80937
brb,2002,9.90085
brb,2003,12.36276
brb,2004,8.41023
brb,2005,4.01631
brb,2006,10.75372
brb,2007,11.50414
brb,2008,4.48714
brb,2009,8.70929
brb,2010,3.61937
brb,2011,-1.51536
brb,2012,3.64753
brb,2013,2.32994
brb,2014,3.14899
brb,2015,5.59092
brb,2016,5.61272
brn,2001,42.50732
brn,2002,45.70216
brn,2003,47.13399
brn,2004,46.89047
brn,2005,55.18984
brn,2006,58.59416
brn,2007,53.93686
brn,2008,62.39276
brn,2009,48.4574
brn,2010,60.59452
brn,2011,65.54683
brn,2012,64.4516
brn,2013,60.95481
brn,2014,59.76628
brn,2015,54.3821
brn,2016,52.56232
brn,2017,52.23374
brn,2018,52.87807
brn,2019,52.15525
btn,2006,52
btn,2007,27.3
btn,2008,35.6
btn,2009,32.1
btn,2010,36.7
btn,2011,43.4
btn,2012,53
btn,2013,26.8
btn,2014,29.8
btn,2015,20.6
btn,2016,31.6
btn,2017,30.5
btn,2018,23.9
btn,2019,21.1
bwa,1975,20.3
bwa,1976,21.7
bwa,1977,22.2
bwa,1978,22.8
bwa,1979,29.8
bwa,1980,28.7
bwa,1981,27.9
bwa,1982,26.6
bwa,1983,29.9
bwa,1984,27.9
bwa,1985,35.5
bwa,1986,39.4
bwa,1987,44
bwa,1988,53.4
bwa,1989,52
bwa,1990,42.8
bwa,1991,44.3
bwa,1992,40.3
bwa,1993,40.9
bwa,1994,31
bwa,1995,29.2
bwa,1996,38.9
bwa,1997,38.6
bwa,1998,39.5
bwa,1999,41.7
bwa,2000,42
bwa,2001,44.5
bwa,2002,36.1
bwa,2003,39.4
bwa,2004,38.4
bwa,2005,44.2
bwa,2006,48.1
bwa,2007,49.5
bwa,2008,42.5
bwa,2009,35
bwa,2010,37.3
bwa,2011,41.9
bwa,2012,40.3
bwa,2013,38.3
bwa,2014,42
bwa,2015,37
bwa,2016,36.8
bwa,2017,36.8
bwa,2018,34.8
bwa,2019,32.1
caf,1977,7.83865
caf,1978,6.90933
caf,1979,7.5772
caf,1980,1.60058
caf,1981,8.09935
caf,1982,0.98038
caf,1983,7.50469
caf,1984,7.17192
caf,1985,11.56797
caf,1986,8.72735
caf,1987,8.50532
caf,1988,10.80263
caf,1989,12.21037
caf,1990,11.05176
caf,1991,9.65416
caf,1992,9.94959
caf,1993,12.71065
caf,1994,15.4701
can,1970,21.34325
can,1971,21.39118
can,1972,21.41669
can,1973,23.54914
can,1974,24.48415
can,1975,21.43182
can,1976,22.2591
can,1977,21.05833
can,1978,20.8364
can,1979,22.69004
can,1980,22.80673
can,1981,23.26908
can,1982,20.61191
can,1983,20.65778
can,1984,21.5799
can,1985,21.18155
can,1986,19.62756
can,1987,20.80825
can,1988,21.66229
can,1989,20.85556
can,1990,18.42279
can,1991,15.66123
can,1992,14.57956
can,1993,15.40751
can,1994,17.61386
can,1995,19.62567
can,1996,20.1304
can,1997,20.84258
can,1998,20.46249
can,1999,21.83045
can,2000,24.41506
can,2001,23.29114
can,2002,22.28858
can,2003,22.49707
can,2004,24.18158
can,2005,24.96185
can,2006,25.01485
can,2007,24.7689
can,2008,24.60896
can,2009,18.84449
can,2010,19.70189
can,2011,21.25859
can,2012,21.29591
can,2013,21.93142
can,2014,22.51204
can,2015,19.87377
can,2016,19.38327
can,2017,20.19233
can,2018,19.93395
can,2019,20.11772
che,1977,31.37528
che,1978,31.88423
che,1979,31.39359
che,1980,31.61545
che,1981,32.30958
che,1982,31.38467
che,1983,30.62868
che,1984,32.46425
che,1985,32.86656
che,1986,32.46022
che,1987,32.11131
che,1988,33.56658
che,1989,33.72985
che,1990,33.67807
che,1991,31.81827
che,1992,29.83714
che,1993,30.32905
che,1994,30.50867
che,1995,30.6031
che,1996,29.84652
che,1997,30.91598
che,1998,31.53098
che,1999,31.45595
che,2000,34.23903
che,2001,31.91212
che,2002,30.51944
che,2003,33.13556
che,2004,33.61085
che,2005,34.72284
che,2006,36.93098
che,2007,34.72634
che,2008,29.70403
che,2009,33.55009
che,2010,36.86731
che,2011,34.751
che,2012,34.97547
che,2013,34.2884
che,2014,32.67015
che,2015,34.41339
che,2016,33.34157
che,2017,31.18012
che,2018,33.80555
che,2019,34.57029
chl,1975,7.85239
chl,1976,14.89151
chl,1977,10.98296
chl,1978,12.39592
chl,1979,12.73775
chl,1980,14.51204
chl,1981,8.23652
chl,1982,2.05085
chl,1983,6.44173
chl,1984,7.84356
chl,1985,10.47563
chl,1986,13.52157
chl,1987,19.38833
chl,1988,24.70125
chl,1989,25.5779
chl,1990,24.99348
chl,1991,23.90554
chl,1992,22.7683
chl,1993,22.00862
chl,1994,22.52811
chl,1995,25.1915
chl,1996,24.60234
chl,1997,24.05103
chl,1998,22.48762
chl,1999,21.67261
chl,2000,21.83395
chl,2001,22.04324
chl,2002,22.37284
chl,2003,22.10429
chl,2004,24.54354
chl,2005,25.54995
chl,2006,28.88062
chl,2007,28.39143
chl,2008,24.64282
chl,2009,24.56233
chl,2010,26.38985
chl,2011,24.53159
chl,2012,23.58757
chl,2013,21.89315
chl,2014,22.01467
chl,2015,21.96122
chl,2016,20.86351
chl,2017,19.69311
chl,2018,19.40765
chl,2019,19.66362
chn,1982,33.75834
chn,1983,33.02453
chn,1984,34.72601
chn,1985,35.1836
chn,1986,35.25288
chn,1987,37.25826
chn,1988,37.99419
chn,1989,35.85859
chn,1990,36.59634
chn,1991,38.42309
chn,1992,40.58514
chn,1993,41.79391
chn,1994,41.77342
chn,1995,40.17405
chn,1996,39.32537
chn,1997,40.20228
chn,1998,38.97751
chn,1999,37.04795
chn,2000,36.17754
chn,2001,37.81055
chn,2002,39.28245
chn,2003,42.67616
chn,2004,45.79255
chn,2005,46.28091
chn,2006,48.35084
chn,2007,50.16162
chn,2008,51.46759
chn,2009,50.45743
chn,2010,51.5475
chn,2011,49.69648
chn,2012,48.77866
chn,2013,47.76683
chn,2014,47.55544
chn,2015,45.68957
chn,2016,44.65504
chn,2017,44.99279
chn,2018,44.62656
chn,2019,43.9204
civ,2005,11.45217
civ,2006,11.05663
civ,2007,9.98012
civ,2008,14.4847
civ,2009,15.9852
civ,2010,15.894
civ,2011,14.01741
civ,2012,15.61288
civ,2013,18.56556
civ,2014,21.79983
civ,2015,23.03597
civ,2016,20.7733
civ,2017,17.977
civ,2018,16.28858
cmr,1977,5.31
cmr,1978,20
cmr,1979,16.5
cmr,1980,6.27
cmr,1981,10.6
cmr,1982,24.9
cmr,1983,22.7
cmr,1984,25.7
cmr,1985,24.1
cmr,1986,24.1
cmr,1987,19.1
cmr,1988,19.8
cmr,1989,18.1
cmr,1990,16.9
cmr,1991,16.5
cmr,1992,11.7
cmr,1993,14
cmr,1994,17.8
cmr,1995,19.4
cmr,1996,16.9
cmr,1997,16.8
cmr,1998,19.2
cmr,1999,17.8
cmr,2000,17.2
cmr,2001,15.5
cmr,2002,15.1
cmr,2003,15.7
cmr,2004,20
cmr,2005,19.3
cmr,2006,20.9
cmr,2007,20.3
cmr,2008,21.3
cmr,2009,19.4
cmr,2010,18.2
cmr,2011,19.1
cmr,2012,18.3
cmr,2013,18
cmr,2014,19.2
cmr,2015,16.9
cmr,2016,17.5
cmr,2017,18.6
cmr,2018,18
cmr,2019,17.9
cod,2005,7.68852
cod,2006,12.22225
cod,2007,13.58535
cod,2008,3.70198
cod,2009,8.91948
cod,2010,20.81963
cod,2011,20.18065
cod,2012,8.62793
cod,2013,13.71939
cod,2014,16.8168
cod,2015,14.40808
cod,2016,11.09013
cod,2017,22.27907
cod,2018,18.78251
cod,2019,21.97099
cog,1978,8.6686
cog,1979,19.41648
cog,1980,28.9
cog,1981,26.5
cog,1982,41.9
cog,1983,39.4
cog,1984,43
cog,1985,26.6
cog,1986,18
cog,1987,24.6
cog,1988,6.21
cog,1989,17.2
cog,1990,38.3
cog,1991,21
cog,1992,37.1
cog,1993,26.2
cog,1994,33.7
cog,1995,-3.97
cog,1996,-0.365
cog,1997,13
cog,1998,7.94
cog,1999,25.3
cog,2000,51.2
cog,2001,31.3
cog,2002,32.7
cog,2003,41.7
cog,2004,25.1
cog,2005,43.4
cog,2006,45.5
cog,2007,39.8
cog,2008,49.6
cog,2009,43.6
cog,2010,58.1
cog,2011,55.7
cog,2012,60.8
cog,2013,59.2
cog,2014,56.2
cog,2015,39.4
cog,2016,24.4
col,1970,17.46473
col,1971,13.86989
col,1972,17.09481
col,1973,19.20982
col,1974,19.57017
col,1975,17.12853
col,1976,19.16821
col,1977,21.37271
col,1978,20.25705
col,1979,19.44777
col,1980,19.59311
col,1981,16.61251
col,1982,14.51942
col,1983,14.8652
col,1984,15.69641
col,1985,17.69362
col,1986,23.25225
col,1987,22.54572
col,1988,23.47209
col,1989,21.88869
col,1990,21.93791
col,1991,23.98826
col,1992,19.8511
col,1993,18.44622
col,1994,19.45638
col,1995,18.83194
col,1996,15.437
col,1997,13.79911
col,1998,13.09943
col,1999,13.75749
col,2000,13.87434
col,2001,13.15912
col,2002,14.30935
col,2003,15.94109
col,2004,17.43385
col,2005,18.94199
col,2006,19.55774
col,2007,19.27271
col,2008,20.2695
col,2009,19.15828
col,2010,18.96606
col,2011,20.17259
col,2012,19.11475
col,2013,18.79802
col,2014,18.57876
col,2015,17.39508
col,2016,17.59214
col,2017,17.21398
col,2018,16.73544
col,2019,16.24243
com,1980,5.59608
com,1981,12.43403
com,1982,9.40317
com,1983,9.0862
com,1984,15.07854
com,1985,15.38484
com,1986,10.08048
com,1987,11.45423
com,1988,11.72293
com,1989,13.08158
com,1990,10.22367
com,1991,9.50133
com,1992,10.56925
com,1993,12.30253
com,1994,13.78984
com,1995,9.61297
com,2003,4.43627
com,2004,6.86396
com,2005,8.58158
com,2006,10.47997
com,2007,12.76771
com,2008,11.83014
com,2009,13.89246
com,2010,13.8561
com,2011,10.80927
com,2012,12.05108
com,2014,9.54657
com,2015,13.30355
com,2016,8.15272
com,2017,11.39922
com,2018,12.99075
com,2019,14.00556
cpv,2007,38.21037
cpv,2008,38.32201
cpv,2009,34.29701
cpv,2010,36.18608
cpv,2011,35.40828
cpv,2012,29.57705
cpv,2013,29.66432
cpv,2014,27.2832
cpv,2015,29.23734
cpv,2016,34.01701
cpv,2017,31.63651
cpv,2018,35.19279
cpv,2019,35.76352
cri,1977,17.2
cri,1978,13.3
cri,1979,12.1
cri,1980,12.6
cri,1981,16.1
cri,1982,16
cri,1983,16.8
cri,1984,20.4
cri,1985,24.3
cri,1986,24.8
cri,1987,22.9
cri,1988,22.6
cri,1989,20.2
cri,1990,20.3
cri,1991,13.8
cri,1992,15.2
cri,1993,13.6
cri,1994,15.6
cri,1995,16.3
cri,1996,14.4
cri,1997,16.1
cri,1998,17.9
cri,1999,16.3
cri,2000,16.6
cri,2001,17.4
cri,2002,15.1
cri,2003,14.1
cri,2004,15.6
cri,2005,14.8
cri,2006,17.1
cri,2007,17.7
cri,2008,15.7
cri,2009,16.3
cri,2010,16.2
cri,2011,14
cri,2012,14.8
cri,2013,13.6
cri,2014,13.5
cri,2015,14.6
cri,2016,15.9
cri,2017,15.8
cri,2018,16.1
cri,2019,15.1
cyp,1976,16.564
cyp,1977,19.1341
cyp,1978,18.10315
cyp,1979,23.23071
cyp,1980,22.26739
cyp,1981,22.3457
cyp,1982,21.84508
cyp,1983,19.98598
cyp,1984,23.39108
cyp,1985,23.17061
cyp,1986,27.21445
cyp,1987,26.02374
cyp,1988,24.84717
cyp,1989,26.51785
cyp,1990,23.23707
cyp,1991,17.25458
cyp,1992,18.6799
cyp,1993,24.92438
cyp,1994,26.14218
cyp,1995,22.31243
cyp,1996,20.366
cyp,1997,18.61936
cyp,1998,24.29137
cyp,1999,18.91338
cyp,2000,17.72101
cyp,2001,17.06359
cyp,2002,18.4467
cyp,2003,18.88394
cyp,2004,18.3215
cyp,2005,18.16013
