global,time,sh_sta_bass_ur_zs
world,2000,77.64565
world,2001,78.008
world,2002,78.36827
world,2003,78.72923
world,2004,79.11133
world,2005,79.52043
world,2006,79.9498
world,2007,80.4086
world,2008,80.87211
world,2009,81.34319
world,2010,81.82239
world,2011,82.26975
world,2012,82.76519
world,2013,83.27269
world,2014,83.78833
world,2015,84.30992
world,2016,84.8396
world,2017,85.38485
world,2018,85.90475
world,2019,86.40974
world,2020,86.90762
